"UniProtKB_ac"	"iso_id"	"uniprot_seq_length"	"uniprot_seq_md5"	"coordinate_id"	"provider"	"from"	"to"	"template"	"qmean"	"qmean_norm"	"seqid"	"url"	"mapid"	"Seq_similarity"	"Seq_identity"	"pdb_id2"	"Resolution"
"P32523"	""	503	"7350bb358f9d6f3911ca9035f64d5283"	"5cd66e7c08cc8fe8e1270a61"	"SWISSMODEL"	144	503	"4zb4.1.A"	-0.2008017043	0.7705388662	100	"https://swissmodel.expasy.org/repository/uniprot/P32523.pdb?provider=swissmodel&from=144&to=503&template=4zb4.1.A&provider=swissmodel"	"144_503_4zb4.1.A_5cd66e7c08cc8fe8e1270a61"	"    0.61"	"    100.00"	"4zb4"	NA
"Q02939"	""	513	"51a433ce2449c1892639fe9602367271"	"5b01000aad01f0180cfa44bd"	"SWISSMODEL"	3	508	"5oqj.1.Y"	-4.9757631184	0.6127791981	64.270149231	"https://swissmodel.expasy.org/repository/uniprot/Q02939.pdb?provider=swissmodel&from=3&to=508&template=5oqj.1.Y&provider=swissmodel"	"3_508_5oqj.1.Y_5b01000aad01f0180cfa44bd"	"    0.38"	"    64.27"	"5oqj"	NA
"Q06135"	""	555	"97c649886165bd6e792350a549855535"	"5cd702fb08cc8fe83210f51d"	"SWISSMODEL"	84	204	"1veo.1.A"	-1.8761610461	0.6871260835	12.3966941833	"https://swissmodel.expasy.org/repository/uniprot/Q06135.pdb?provider=swissmodel&from=84&to=204&template=1veo.1.A&provider=swissmodel"	"84_204_1veo.1.A_5cd702fb08cc8fe83210f51d"	"    0.28"	"    12.40"	"1veo"	NA
"Q06135"	""	555	"97c649886165bd6e792350a549855535"	"5cd702fb08cc8fe83210f519"	"SWISSMODEL"	27	506	"2w61.1.A"	-0.3983302371	0.7620913622	99.8198165894	"https://swissmodel.expasy.org/repository/uniprot/Q06135.pdb?provider=swissmodel&from=27&to=506&template=2w61.1.A&provider=swissmodel"	"27_506_2w61.1.A_5cd702fb08cc8fe83210f519"	"    0.61"	"    99.82"	"2w61"	NA
"P46958"	""	469	"603142159c7c8b27a645199eec0080d4"	"59ca09b27f4bf952fbbfafe9"	"SWISSMODEL"	358	463	"4br6.1.A"	-4.4961450696	0.5514985168	14.2857141495	"https://swissmodel.expasy.org/repository/uniprot/P46958.pdb?provider=swissmodel&from=358&to=463&template=4br6.1.A&provider=swissmodel"	"358_463_4br6.1.A_59ca09b27f4bf952fbbfafe9"	"    0.31"	"    14.29"	"4br6"	NA
"Q02961"	""	396	"86410b247939d2b8cbbabcaf18ce277f"	"5cd4f2fe08cc8fdad4d213f6"	"SWISSMODEL"	15	388	"2w2l.2.B"	-4.5352707609	0.6028792241	27.8637771606	"https://swissmodel.expasy.org/repository/uniprot/Q02961.pdb?provider=swissmodel&from=15&to=388&template=2w2l.2.B&provider=swissmodel"	"15_388_2w2l.2.B_5cd4f2fe08cc8fdad4d213f6"	"    0.34"	"    27.86"	"2w2l"	NA
"Q00776"	""	475	"a0e414e44a5a4ff23e77db30286eba42"	"5cd60eb7732c1ed7bd84f02d"	"SWISSMODEL"	2	473	"1w63.1.C"	-3.8305390229	0.6474029908	57.7937660217	"https://swissmodel.expasy.org/repository/uniprot/Q00776.pdb?provider=swissmodel&from=2&to=473&template=1w63.1.C&provider=swissmodel"	"2_473_1w63.1.C_5cd60eb7732c1ed7bd84f02d"	"    0.48"	"    57.79"	"1w63"	NA
"Q00776"	""	475	"a0e414e44a5a4ff23e77db30286eba42"	"5cd60eb7732c1ed7bd84f029"	"SWISSMODEL"	2	473	"6d84.1.O"	-4.1838772205	0.6357367224	58.0335731506	"https://swissmodel.expasy.org/repository/uniprot/Q00776.pdb?provider=swissmodel&from=2&to=473&template=6d84.1.O&provider=swissmodel"	"2_473_6d84.1.O_5cd60eb7732c1ed7bd84f029"	"    0.48"	"    58.03"	"6d84"	NA
"P0CX34"	""	63	"2da0659d9c8447b63bf90f255c0cdd30"	"5cdbc6898fd6f9562f686948"	"SWISSMODEL"	2	63	"4v88.106.A"	-3.6065552742	0.5486202705	100	"https://swissmodel.expasy.org/repository/uniprot/P0CX34.pdb?provider=swissmodel&from=2&to=63&template=4v88.106.A&provider=swissmodel"	"2_63_4v88.106.A_5cdbc6898fd6f9562f686948"	"    0.60"	"    100.00"	"4v88"	NA
"P0CX34"	""	63	"2da0659d9c8447b63bf90f255c0cdd30"	"5cdbc6898fd6f9562f686944"	"SWISSMODEL"	1	63	"4v6i.26.A"	-8.8485223945	0.1791147302	100	"https://swissmodel.expasy.org/repository/uniprot/P0CX34.pdb?provider=swissmodel&from=1&to=63&template=4v6i.26.A&provider=swissmodel"	"1_63_4v6i.26.A_5cdbc6898fd6f9562f686944"	"    0.60"	"    100.00"	"4v6i"	NA
"P07281"	""	144	"6505cdacbcac5dc3b6306bdbf791a5b7"	"5cd8b6dc08cc8f6f9d0a9630"	"SWISSMODEL"	1	144	"4v6i.20.A"	-4.8070635255	0.5352157913	99.305557251	"https://swissmodel.expasy.org/repository/uniprot/P07281.pdb?provider=swissmodel&from=1&to=144&template=4v6i.20.A&provider=swissmodel"	"1_144_4v6i.20.A_5cd8b6dc08cc8f6f9d0a9630"	"    0.60"	"    99.31"	"4v6i"	NA
"Q04902"	""	237	"c4a83d8b55c77c5ea68786a7e942f452"	"5cd6917d3b85d1fd36294ae9"	"SWISSMODEL"	3	237	"3mii.1.A"	1.1963777851	0.8136584623	99.1561203003	"https://swissmodel.expasy.org/repository/uniprot/Q04902.pdb?provider=swissmodel&from=3&to=237&template=3mii.1.A&provider=swissmodel"	"3_237_3mii.1.A_5cd6917d3b85d1fd36294ae9"	"    0.61"	"    99.16"	"3mii"	NA
"P39109"	""	1515	"911dfc764bcf8d073777d8742487e396"	"5cdb8c4608cc8fc7aa49e252"	"SWISSMODEL"	10	1509	"6c3o.1.H"	-4.3001336838	0.6114622029	30.2054786682	"https://swissmodel.expasy.org/repository/uniprot/P39109.pdb?provider=swissmodel&from=10&to=1509&template=6c3o.1.H&provider=swissmodel"	"10_1509_6c3o.1.H_5cdb8c4608cc8fc7aa49e252"	"    0.35"	"    30.21"	"6c3o"	NA
"P39109"	""	1515	"911dfc764bcf8d073777d8742487e396"	"5cdb8c4508cc8fc7aa49e24e"	"SWISSMODEL"	205	1497	"5uj9.1.A"	-3.3297379303	0.6468836105	44.0532073975	"https://swissmodel.expasy.org/repository/uniprot/P39109.pdb?provider=swissmodel&from=205&to=1497&template=5uj9.1.A&provider=swissmodel"	"205_1497_5uj9.1.A_5cdb8c4508cc8fc7aa49e24e"	"    0.41"	"    44.05"	"5uj9"	NA
"P39109"	""	1515	"911dfc764bcf8d073777d8742487e396"	"5cdb8c4508cc8fc7aa49e23e"	"SWISSMODEL"	209	1501	"5uar.1.A"	-4.8966189405	0.5896892847	29.3977813721	"https://swissmodel.expasy.org/repository/uniprot/P39109.pdb?provider=swissmodel&from=209&to=1501&template=5uar.1.A&provider=swissmodel"	"209_1501_5uar.1.A_5cdb8c4508cc8fc7aa49e23e"	"    0.35"	"    29.40"	"5uar"	NA
"P39109"	""	1515	"911dfc764bcf8d073777d8742487e396"	"5cdb8c4508cc8fc7aa49e242"	"SWISSMODEL"	205	1512	"6bhu.1.A"	-2.909345563	0.6622287821	40.2188796997	"https://swissmodel.expasy.org/repository/uniprot/P39109.pdb?provider=swissmodel&from=205&to=1512&template=6bhu.1.A&provider=swissmodel"	"205_1512_6bhu.1.A_5cdb8c4508cc8fc7aa49e242"	"    0.39"	"    40.22"	"6bhu"	NA
"P39109"	""	1515	"911dfc764bcf8d073777d8742487e396"	"5cdb8c4508cc8fc7aa49e246"	"SWISSMODEL"	10	1509	"6c3p.1.E"	-4.3960242263	0.6079620042	30.2054786682	"https://swissmodel.expasy.org/repository/uniprot/P39109.pdb?provider=swissmodel&from=10&to=1509&template=6c3p.1.E&provider=swissmodel"	"10_1509_6c3p.1.E_5cdb8c4508cc8fc7aa49e246"	"    0.35"	"    30.21"	"6c3p"	NA
"P39109"	""	1515	"911dfc764bcf8d073777d8742487e396"	"5cdb8c4508cc8fc7aa49e24a"	"SWISSMODEL"	13	1505	"5twv.1.B"	-4.4914473831	0.604478866	29.726026535	"https://swissmodel.expasy.org/repository/uniprot/P39109.pdb?provider=swissmodel&from=13&to=1505&template=5twv.1.B&provider=swissmodel"	"13_1505_5twv.1.B_5cdb8c4508cc8fc7aa49e24a"	"    0.35"	"    29.73"	"5twv"	NA
"P47120"	""	325	"c61f6c8d7414ae4fee0dbd6484f051cf"	"5cd4d7e01a200b6f115e62c6"	"SWISSMODEL"	4	312	"3ifq.1.A"	-4.0203092873	0.6261365679	11.4093961716	"https://swissmodel.expasy.org/repository/uniprot/P47120.pdb?provider=swissmodel&from=4&to=312&template=3ifq.1.A&provider=swissmodel"	"4_312_3ifq.1.A_5cd4d7e01a200b6f115e62c6"	"    0.26"	"    11.41"	"3ifq"	NA
"P47120"	""	325	"c61f6c8d7414ae4fee0dbd6484f051cf"	"5cd4d7e01a200b6f115e62b2"	"SWISSMODEL"	21	310	"6mzg.1.E"	-4.032376315	0.6126791282	16.1870498657	"https://swissmodel.expasy.org/repository/uniprot/P47120.pdb?provider=swissmodel&from=21&to=310&template=6mzg.1.E&provider=swissmodel"	"21_310_6mzg.1.E_5cd4d7e01a200b6f115e62b2"	"    0.28"	"    16.19"	"6mzg"	NA
"P47120"	""	325	"c61f6c8d7414ae4fee0dbd6484f051cf"	"5cd4d7e01a200b6f115e62c2"	"SWISSMODEL"	17	310	"6bzx.1.A"	-3.3910744507	0.6412244065	25.8426971436	"https://swissmodel.expasy.org/repository/uniprot/P47120.pdb?provider=swissmodel&from=17&to=310&template=6bzx.1.A&provider=swissmodel"	"17_310_6bzx.1.A_5cd4d7e01a200b6f115e62c2"	"    0.32"	"    25.84"	"6bzx"	NA
"P47120"	""	325	"c61f6c8d7414ae4fee0dbd6484f051cf"	"5cd4d7e01a200b6f115e62ba"	"SWISSMODEL"	21	310	"4hmy.1.B"	-4.4942912214	0.5936325353	18.1818180084	"https://swissmodel.expasy.org/repository/uniprot/P47120.pdb?provider=swissmodel&from=21&to=310&template=4hmy.1.B&provider=swissmodel"	"21_310_4hmy.1.B_5cd4d7e01a200b6f115e62ba"	"    0.28"	"    18.18"	"4hmy"	NA
"P47120"	""	325	"c61f6c8d7414ae4fee0dbd6484f051cf"	"5cd4d7e01a200b6f115e62b6"	"SWISSMODEL"	31	315	"4d50.1.A"	-2.372868979	0.680065637	50.7407417297	"https://swissmodel.expasy.org/repository/uniprot/P47120.pdb?provider=swissmodel&from=31&to=315&template=4d50.1.A&provider=swissmodel"	"31_315_4d50.1.A_5cd4d7e01a200b6f115e62b6"	"    0.42"	"    50.74"	"4d50"	NA
"P47120"	""	325	"c61f6c8d7414ae4fee0dbd6484f051cf"	"5cd4d7e01a200b6f115e62be"	"SWISSMODEL"	21	310	"6mze.2.E"	-3.4639903939	0.6361159455	15.8273382187	"https://swissmodel.expasy.org/repository/uniprot/P47120.pdb?provider=swissmodel&from=21&to=310&template=6mze.2.E&provider=swissmodel"	"21_310_6mze.2.E_5cd4d7e01a200b6f115e62be"	"    0.28"	"    15.83"	"6mze"	NA
"P38774"	""	246	"c4b3e659dc83b731446d8c1f9a255f0f"	"5cd6698ba03a1b7113c15612"	"SWISSMODEL"	9	231	"2qlt.1.A"	-2.5443391305	0.6774138958	39.6226425171	"https://swissmodel.expasy.org/repository/uniprot/P38774.pdb?provider=swissmodel&from=9&to=231&template=2qlt.1.A&provider=swissmodel"	"9_231_2qlt.1.A_5cd6698ba03a1b7113c15612"	"    0.38"	"    39.62"	"2qlt"	NA
"P53110"	""	370	"b25222a3e1f60d03d270998db922c0f2"	"5c337f7a9ffd127d58ff590c"	"SWISSMODEL"	1	364	"1omo.1.B"	-4.8024295883	0.5931273865	21.8120803833	"https://swissmodel.expasy.org/repository/uniprot/P53110.pdb?provider=swissmodel&from=1&to=364&template=1omo.1.B&provider=swissmodel"	"1_364_1omo.1.B_5c337f7a9ffd127d58ff590c"	"    0.31"	"    21.81"	"1omo"	NA
"P38859"	""	1522	"272193f905fbc7bc0fc0a54933b48d15"	"5cdb859a8fd6f9b2acb7eda7"	"SWISSMODEL"	416	1475	"5eaw.1.A"	-4.7606833536	0.5946512085	32.9918022156	"https://swissmodel.expasy.org/repository/uniprot/P38859.pdb?provider=swissmodel&from=416&to=1475&template=5eaw.1.A&provider=swissmodel"	"416_1475_5eaw.1.A_5cdb859a8fd6f9b2acb7eda7"	"    0.36"	"    32.99"	"5eaw"	NA
"P38859"	""	1522	"272193f905fbc7bc0fc0a54933b48d15"	"5cdb859a8fd6f9b2acb7eda3"	"SWISSMODEL"	454	1458	"5ean.1.A"	-4.5287334124	0.6031178505	38.9738006592	"https://swissmodel.expasy.org/repository/uniprot/P38859.pdb?provider=swissmodel&from=454&to=1458&template=5ean.1.A&provider=swissmodel"	"454_1458_5ean.1.A_5cdb859a8fd6f9b2acb7eda3"	"    0.39"	"    38.97"	"5ean"	NA
"Q03002"	""	865	"dde06053be190de67b82152d710534b1"	"5cd937729ffd1203e0870cd6"	"SWISSMODEL"	41	349	"1z9x.1.A"	-3.9740320881	0.6279135955	32.5088348389	"https://swissmodel.expasy.org/repository/uniprot/Q03002.pdb?provider=swissmodel&from=41&to=349&template=1z9x.1.A&provider=swissmodel"	"41_349_1z9x.1.A_5cd937729ffd1203e0870cd6"	"    0.38"	"    32.51"	"1z9x"	NA
"Q03002"	""	865	"dde06053be190de67b82152d710534b1"	"5cd937729ffd1203e0870cd2"	"SWISSMODEL"	33	316	"5ezv.1.A"	-2.5202786717	0.6744352501	44.9056587219	"https://swissmodel.expasy.org/repository/uniprot/Q03002.pdb?provider=swissmodel&from=33&to=316&template=5ezv.1.A&provider=swissmodel"	"33_316_5ezv.1.A_5cd937729ffd1203e0870cd2"	"    0.41"	"    44.91"	"5ezv"	NA
"P29467"	""	408	"c1bb79489060bbb2d9f86704dcf946dc"	"5cd519153b85d17c0821a756"	"SWISSMODEL"	201	227	"4g5a.1.A"	-1.5108143046	0.5998963888	30.7692298889	"https://swissmodel.expasy.org/repository/uniprot/P29467.pdb?provider=swissmodel&from=201&to=227&template=4g5a.1.A&provider=swissmodel"	"201_227_4g5a.1.A_5cd519153b85d17c0821a756"	"    0.37"	"    30.77"	"4g5a"	NA
"P08468"	""	800	"65f9d2eb69eceeef95669d3b50d964e2"	"5cd8db0a08cc8f8c8c333b36"	"SWISSMODEL"	99	699	"4m57.1.A"	-4.5865385293	0.6010078468	10.9489049911	"https://swissmodel.expasy.org/repository/uniprot/P08468.pdb?provider=swissmodel&from=99&to=699&template=4m57.1.A&provider=swissmodel"	"99_699_4m57.1.A_5cd8db0a08cc8f8c8c333b36"	"    0.25"	"    10.95"	"4m57"	NA
"Q05031"	""	458	"92ef37f6ba4c2941b1a82713a5f9e769"	"5cd5d6f23b85d10d63db0bb4"	"SWISSMODEL"	38	395	"3k7x.1.A"	-4.7456575793	0.6033516338	20.4892959595	"https://swissmodel.expasy.org/repository/uniprot/Q05031.pdb?provider=swissmodel&from=38&to=395&template=3k7x.1.A&provider=swissmodel"	"38_395_3k7x.1.A_5cd5d6f23b85d10d63db0bb4"	"    0.30"	"    20.49"	"3k7x"	NA
"Q03768"	""	265	"18930d9f747fe13c684923b20f89882a"	"5cd608a208cc8fd7b2e22ea5"	"SWISSMODEL"	1	163	"2ebm.1.A"	-4.2143572047	0.5861397333	31.8965511322	"https://swissmodel.expasy.org/repository/uniprot/Q03768.pdb?provider=swissmodel&from=1&to=163&template=2ebm.1.A&provider=swissmodel"	"1_163_2ebm.1.A_5cd608a208cc8fd7b2e22ea5"	"    0.36"	"    31.90"	"2ebm"	NA
"P38823"	""	416	"afa9d3ce6ae7fa6c0302b2097abd9715"	"5cd539b8732c1e8d57b7aeb9"	"SWISSMODEL"	189	293	"6ar2.1.A"	-2.6208271899	0.6572160807	41.8367347717	"https://swissmodel.expasy.org/repository/uniprot/P38823.pdb?provider=swissmodel&from=189&to=293&template=6ar2.1.A&provider=swissmodel"	"189_293_6ar2.1.A_5cd539b8732c1e8d57b7aeb9"	"    0.39"	"    41.84"	"6ar2"	NA
"P38823"	""	416	"afa9d3ce6ae7fa6c0302b2097abd9715"	"5cd539b8732c1e8d57b7aeb5"	"SWISSMODEL"	155	274	"2ff4.1.A"	-1.4436434049	0.7104765726	22.1153850555	"https://swissmodel.expasy.org/repository/uniprot/P38823.pdb?provider=swissmodel&from=155&to=274&template=2ff4.1.A&provider=swissmodel"	"155_274_2ff4.1.A_5cd539b8732c1e8d57b7aeb5"	"    0.32"	"    22.12"	"2ff4"	NA
"P38823"	""	416	"afa9d3ce6ae7fa6c0302b2097abd9715"	"5cd539b8732c1e8d57b7aeb1"	"SWISSMODEL"	187	287	"1lgp.1.A"	-2.9530633489	0.6412179918	28.9156627655	"https://swissmodel.expasy.org/repository/uniprot/P38823.pdb?provider=swissmodel&from=187&to=287&template=1lgp.1.A&provider=swissmodel"	"187_287_1lgp.1.A_5cd539b8732c1e8d57b7aeb1"	"    0.32"	"    28.92"	"1lgp"	NA
"P38823"	""	416	"afa9d3ce6ae7fa6c0302b2097abd9715"	"5cd539b8732c1e8d57b7aead"	"SWISSMODEL"	154	295	"2a0t.1.A"	-3.983546835	0.5760147855	21.9298248291	"https://swissmodel.expasy.org/repository/uniprot/P38823.pdb?provider=swissmodel&from=154&to=295&template=2a0t.1.A&provider=swissmodel"	"154_295_2a0t.1.A_5cd539b8732c1e8d57b7aead"	"    0.31"	"    21.93"	"2a0t"	NA
"P17106"	""	351	"ad1f36de5db765b518a492abcbdc1a80"	"5cdd41f208cc8fb322d6d8fd"	"SWISSMODEL"	221	306	"6g1l.1.A"	-2.354221302	0.677502736	32.5842704773	"https://swissmodel.expasy.org/repository/uniprot/P17106.pdb?provider=swissmodel&from=221&to=306&template=6g1l.1.A&provider=swissmodel"	"221_306_6g1l.1.A_5cdd41f208cc8fb322d6d8fd"	"    0.36"	"    32.58"	"6g1l"	NA
"Q04711"	"Q04711-1"	1755	"764c7d686c6ab495de9c39fc715e42f1"	"5903a3ccd823cca571738f48"	"SWISSMODEL"	636	837	"3oyi.1.A"	-2.89331766	0.6647807436	29.1208782196	"https://swissmodel.expasy.org/repository/uniprot/Q04711.pdb?provider=swissmodel&from=636&to=837&template=3oyi.1.A&provider=swissmodel"	"636_837_3oyi.1.A_5903a3ccd823cca571738f48"	"    0.35"	"    29.12"	"3oyi"	NA
"P25653"	""	1609	"a390133097b51ccee3bb114c8ebfe835"	"5cdba3fbd60c595860e4da58"	"SWISSMODEL"	306	347	"3uer.1.A"	-1.4525242446	0.5957232804	30.5555553436	"https://swissmodel.expasy.org/repository/uniprot/P25653.pdb?provider=swissmodel&from=306&to=347&template=3uer.1.A&provider=swissmodel"	"306_347_3uer.1.A_5cdba3fbd60c595860e4da58"	"    0.34"	"    30.56"	"3uer"	NA
"P36041"	""	632	"a016e46d8e0da50bf4e95e67ad0092a8"	"5cd7ab1b8fd6f9c8f09dd2fc"	"SWISSMODEL"	91	150	"6fc1.1.B"	-1.5389927501	0.6852311475	100	"https://swissmodel.expasy.org/repository/uniprot/P36041.pdb?provider=swissmodel&from=91&to=150&template=6fc1.1.B&provider=swissmodel"	"91_150_6fc1.1.B_5cd7ab1b8fd6f9c8f09dd2fc"	"    0.61"	"    100.00"	"6fc1"	NA
"Q07505"	""	273	"4621bafaac9de3dd51efdc87591464e8"	"5cd5e5ac08cc8fdb6ca082e7"	"SWISSMODEL"	7	256	"3wl6.1.A"	-4.6988881783	0.5794356271	14.2857141495	"https://swissmodel.expasy.org/repository/uniprot/Q07505.pdb?provider=swissmodel&from=7&to=256&template=3wl6.1.A&provider=swissmodel"	"7_256_3wl6.1.A_5cd5e5ac08cc8fdb6ca082e7"	"    0.26"	"    14.29"	"3wl6"	NA
"P35179"	""	80	"7be25b57cf32191167fbe43ce312008e"	"5cdb240508cc8f067502ca58"	"SWISSMODEL"	21	80	"2wwa.1.B"	-3.4169490008	0.5494675805	100	"https://swissmodel.expasy.org/repository/uniprot/P35179.pdb?provider=swissmodel&from=21&to=80&template=2wwa.1.B&provider=swissmodel"	"21_80_2wwa.1.B_5cdb240508cc8f067502ca58"	"    0.60"	"    100.00"	"2wwa"	NA
"P39976"	""	496	"82a2232f2d4c30c85175d45b3b2f30a9"	"5b63809108cc8f0d5ac2eb8c"	"SWISSMODEL"	28	335	"1hsk.1.A"	-4.4249988768	0.6112919009	14.1263942719	"https://swissmodel.expasy.org/repository/uniprot/P39976.pdb?provider=swissmodel&from=28&to=335&template=1hsk.1.A&provider=swissmodel"	"28_335_1hsk.1.A_5b63809108cc8f0d5ac2eb8c"	"    0.29"	"    14.13"	"1hsk"	NA
"P48439"	""	350	"6539decedc4a81ed5966f3a574a9bec9"	"5cdd45b81a200b5090cbb57f"	"SWISSMODEL"	23	173	"4ju5.1.A"	-3.1342438314	0.6256504354	14.0625	"https://swissmodel.expasy.org/repository/uniprot/P48439.pdb?provider=swissmodel&from=23&to=173&template=4ju5.1.A&provider=swissmodel"	"23_173_4ju5.1.A_5cdd45b81a200b5090cbb57f"	"    0.28"	"    14.06"	"4ju5"	NA
"P48439"	""	350	"6539decedc4a81ed5966f3a574a9bec9"	"5cdd45b81a200b5090cbb57b"	"SWISSMODEL"	23	189	"5ayk.1.A"	-4.3013961053	0.5877255989	15.2671756744	"https://swissmodel.expasy.org/repository/uniprot/P48439.pdb?provider=swissmodel&from=23&to=189&template=5ayk.1.A&provider=swissmodel"	"23_189_5ayk.1.A_5cdd45b81a200b5090cbb57b"	"    0.28"	"    15.27"	"5ayk"	NA
"P48439"	""	350	"6539decedc4a81ed5966f3a574a9bec9"	"5cdd45b81a200b5090cbb577"	"SWISSMODEL"	25	182	"4m92.1.A"	-2.9111341059	0.6410260586	20.2797203064	"https://swissmodel.expasy.org/repository/uniprot/P48439.pdb?provider=swissmodel&from=25&to=182&template=4m92.1.A&provider=swissmodel"	"25_182_4m92.1.A_5cdd45b81a200b5090cbb577"	"    0.32"	"    20.28"	"4m92"	NA
"Q9ZZV8"	""	51	"f53b3bee753ed7f6e23dd74d633baf46"	"5cc7ec671a200ba4e3f59a1f"	"SWISSMODEL"	12	36	"2jmv.1.A"	-6.8206396458	0	32	"https://swissmodel.expasy.org/repository/uniprot/Q9ZZV8.pdb?provider=swissmodel&from=12&to=36&template=2jmv.1.A&provider=swissmodel"	"12_36_2jmv.1.A_5cc7ec671a200ba4e3f59a1f"	"    0.34"	"    32.00"	"2jmv"	NA
"P31381"	""	517	"db050733f34d6aad7d3145df00735694"	"5c9da88ca03a1b95ff8cc878"	"SWISSMODEL"	357	503	"4zyr.1.A"	-4.4208815375	0.5564416015	12	"https://swissmodel.expasy.org/repository/uniprot/P31381.pdb?provider=swissmodel&from=357&to=503&template=4zyr.1.A&provider=swissmodel"	"357_503_4zyr.1.A_5c9da88ca03a1b95ff8cc878"	"    0.25"	"    12.00"	"4zyr"	NA
"P35842"	""	467	"f490baccb194ea825ba3e59bcf9fa774"	"5cd5f4ed9ffd12b570a001cb"	"SWISSMODEL"	12	465	"2gfi.1.A"	-2.2660586247	0.6857100563	42.2471923828	"https://swissmodel.expasy.org/repository/uniprot/P35842.pdb?provider=swissmodel&from=12&to=465&template=2gfi.1.A&provider=swissmodel"	"12_465_2gfi.1.A_5cd5f4ed9ffd12b570a001cb"	"    0.42"	"    42.25"	"2gfi"	NA
"P43613"	""	295	"e43624add01739aeef1e4df0bce8102c"	"5cd58333d60c59ad4f19f495"	"SWISSMODEL"	43	125	"5ayk.1.A"	-3.2653073326	0.5896978346	39.2405052185	"https://swissmodel.expasy.org/repository/uniprot/P43613.pdb?provider=swissmodel&from=43&to=125&template=5ayk.1.A&provider=swissmodel"	"43_125_5ayk.1.A_5cd58333d60c59ad4f19f495"	"    0.40"	"    39.24"	"5ayk"	NA
"P29703"	""	316	"8feb94792caced30440c5d3b017b8ef6"	"5cd504369ffd124ead1bcfc1"	"SWISSMODEL"	3	315	"4yde.1.A"	-3.8680879712	0.6314056542	41.9244003296	"https://swissmodel.expasy.org/repository/uniprot/P29703.pdb?provider=swissmodel&from=3&to=315&template=4yde.1.A&provider=swissmodel"	"3_315_4yde.1.A_5cd504369ffd124ead1bcfc1"	"    0.42"	"    41.92"	"4yde"	NA
"P31373"	""	394	"e3cb9660d44ca85846a027367c938546"	"5cd4e572a03a1bdc1f89b51f"	"SWISSMODEL"	2	394	"1n8p.1.A"	-2.6669254669	0.6710776059	100	"https://swissmodel.expasy.org/repository/uniprot/P31373.pdb?provider=swissmodel&from=2&to=394&template=1n8p.1.A&provider=swissmodel"	"2_394_1n8p.1.A_5cd4e572a03a1bdc1f89b51f"	"    0.60"	"    100.00"	"1n8p"	NA
"P53049"	""	1477	"020e1f1b2e0cac0003cd5ef9f98c945a"	"5cdb765ad60c5965d6fffe03"	"SWISSMODEL"	103	1454	"5uj9.1.A"	-4.9245365923	0.588670234	32.0843086243	"https://swissmodel.expasy.org/repository/uniprot/P53049.pdb?provider=swissmodel&from=103&to=1454&template=5uj9.1.A&provider=swissmodel"	"103_1454_5uj9.1.A_5cdb765ad60c5965d6fffe03"	"    0.36"	"    32.08"	"5uj9"	NA
"P53049"	""	1477	"020e1f1b2e0cac0003cd5ef9f98c945a"	"5cdb765ad60c5965d6fffdff"	"SWISSMODEL"	104	1469	"6bhu.1.A"	-4.3852708337	0.6083545248	32.03125	"https://swissmodel.expasy.org/repository/uniprot/P53049.pdb?provider=swissmodel&from=104&to=1469&template=6bhu.1.A&provider=swissmodel"	"104_1469_6bhu.1.A_5cdb765ad60c5965d6fffdff"	"    0.36"	"    32.03"	"6bhu"	NA
"P38866"	""	432	"c6a3111236c966b566b6ab6931774a73"	"5cd57d33732c1e8ffaa6bc24"	"SWISSMODEL"	3	411	"2gv8.1.A"	-3.5553503339	0.6386483015	29.9232730865	"https://swissmodel.expasy.org/repository/uniprot/P38866.pdb?provider=swissmodel&from=3&to=411&template=2gv8.1.A&provider=swissmodel"	"3_411_2gv8.1.A_5cd57d33732c1e8ffaa6bc24"	"    0.36"	"    29.92"	"2gv8"	NA
"Q04067"	""	274	"793c88bb21942959d57a07e0706ccd81"	"5cd5e2ab08cc8f438948f718"	"SWISSMODEL"	8	96	"4u1e.1.C"	-0.5498924041	0.7616098034	100	"https://swissmodel.expasy.org/repository/uniprot/Q04067.pdb?provider=swissmodel&from=8&to=96&template=4u1e.1.C&provider=swissmodel"	"8_96_4u1e.1.C_5cd5e2ab08cc8f438948f718"	"    0.60"	"    100.00"	"4u1e"	NA
"Q12480"	""	344	"e8e6fdd0e956c549bd0e9d2c69eddaa5"	"5cd47a1508cc8f55c4b57d9e"	"SWISSMODEL"	55	340	"5ol2.1.A"	-2.6053977492	0.6702813379	33.0960845947	"https://swissmodel.expasy.org/repository/uniprot/Q12480.pdb?provider=swissmodel&from=55&to=340&template=5ol2.1.A&provider=swissmodel"	"55_340_5ol2.1.A_5cd47a1508cc8f55c4b57d9e"	"    0.38"	"    33.10"	"5ol2"	NA
"Q12480"	""	344	"e8e6fdd0e956c549bd0e9d2c69eddaa5"	"5cd47a1508cc8f55c4b57d9a"	"SWISSMODEL"	23	341	"1efv.1.A"	-1.8987044031	0.7082615793	45.8598709106	"https://swissmodel.expasy.org/repository/uniprot/Q12480.pdb?provider=swissmodel&from=23&to=341&template=1efv.1.A&provider=swissmodel"	"23_341_1efv.1.A_5cd47a1508cc8f55c4b57d9a"	"    0.42"	"    45.86"	"1efv"	NA
