	OrthologID	Metschnikowia_bicuspidata	Saccharomyces_cerevisiae
2722	OG0002722	augustus_masked-scaffold_5-processed-gene-7.10-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-7.10&CDS=1-1908	YML017W
2723	OG0002723	snap_masked-scaffold_5-processed-gene-7.64-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-7.64&CDS=1-1293	YER020W
2724	OG0002724	snap_masked-scaffold_5-processed-gene-7.65-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-7.65&CDS=1-1365	YKL139W
2725	OG0002725	snap_masked-scaffold_5-processed-gene-7.66-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-7.66&CDS=1-2109	YKL104C
2726	OG0002726	genemark-scaffold_5-processed-gene-7.87-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-7.87&CDS=1-1128	YDR282C
2727	OG0002727	snap_masked-scaffold_5-processed-gene-7.47-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-7.47&CDS=1-2025	YMR108W
2728	OG0002728	genemark-scaffold_5-processed-gene-7.91-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-7.91&CDS=1-2091	YOR317W
2729	OG0002729	genemark-scaffold_5-processed-gene-7.105-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-7.105&CDS=1-1137	YDR321W
2730	OG0002730	genemark-scaffold_5-processed-gene-7.92-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-7.92&CDS=1-315	YMR244C-A
2731	OG0002731	augustus_masked-scaffold_5-processed-gene-7.29-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-7.29&CDS=1-4074	YDR407C
2732	OG0002732	genemark-scaffold_5-processed-gene-7.93-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-7.93&CDS=1-807	YOR157C
2733	OG0002733	snap_masked-scaffold_5-processed-gene-7.51-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-7.51&CDS=1-1005	YDR214W
2734	OG0002734	snap_masked-scaffold_5-processed-gene-7.52-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-7.52&CDS=1-1119	YDL168W
2735	OG0002735	genemark-scaffold_5-processed-gene-7.95-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-7.95&CDS=1-1095	YOR136W
2736	OG0002736	genemark-scaffold_5-processed-gene-7.106-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-7.106&CDS=1-705	YDR408C
2737	OG0002737	genemark-scaffold_5-processed-gene-8.89-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-8.89&CDS=1-618	YOR021C
2738	OG0002738	augustus_masked-scaffold_5-processed-gene-8.11-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-8.11&CDS=1-2835	YOR022C
2739	OG0002739	genemark-scaffold_5-processed-gene-8.91-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-8.91&CDS=1-2166	YIL078W
2740	OG0002740	genemark-scaffold_5-processed-gene-8.103-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-8.103&CDS=1-396	YKL170W
2741	OG0002741	genemark-scaffold_5-processed-gene-8.92-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-8.92&CDS=1-1581	YDL178W
2742	OG0002742	snap_masked-scaffold_5-processed-gene-8.73-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-8.73&CDS=1-741	YKL206C
2743	OG0002743	genemark-scaffold_5-processed-gene-8.105-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-8.105&CDS=1-504	YGL068W
2744	OG0002744	snap_masked-scaffold_5-processed-gene-8.50-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-8.50&CDS=1-336	YGL070C
2745	OG0002745	genemark-scaffold_5-processed-gene-8.93-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-8.93&CDS=1-1419	YGR044C
2746	OG0002746	genemark-scaffold_5-processed-gene-8.107-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-8.107&CDS=1-723	YNL010W
2747	OG0002747	genemark-scaffold_5-processed-gene-8.94-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-8.94&CDS=1-1599	YLR248W
2748	OG0002748	augustus_masked-scaffold_5-processed-gene-8.17-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-8.17&CDS=1-5127	YLR247C
2749	OG0002749	maker-scaffold_5-augustus-gene-8.5-mRNA-1_1&gene=maker-scaffold_5-augustus-gene-8.5&CDS=1-2580	YLL028W
2750	OG0002750	genemark-scaffold_5-processed-gene-8.110-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-8.110&CDS=1-1428	YNR023W
2751	OG0002751	genemark-scaffold_5-processed-gene-8.111-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-8.111&CDS=1-999	YBR046C
2752	OG0002752	augustus_masked-scaffold_5-processed-gene-8.36-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-8.36&CDS=1-1644	YOR319W
2753	OG0002753	genemark-scaffold_5-processed-gene-8.113-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-8.113&CDS=1-1044	YNR021W
2754	OG0002754	genemark-scaffold_5-processed-gene-8.114-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-8.114&CDS=1-630	YCR051W
2755	OG0002755	snap_masked-scaffold_5-processed-gene-8.59-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-8.59&CDS=1-684	YNR020C
2756	OG0002756	snap_masked-scaffold_5-processed-gene-8.60-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-8.60&CDS=1-1107	YCR047C
2757	OG0002757	snap_masked-scaffold_5-processed-gene-8.61-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-8.61&CDS=1-516	YCR046C
2758	OG0002758	augustus_masked-scaffold_5-processed-gene-8.23-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-8.23&CDS=1-5541	YNL014W
2759	OG0002759	maker-scaffold_5-augustus-gene-8.7-mRNA-1_1&gene=maker-scaffold_5-augustus-gene-8.7&CDS=1-1704	YIL033C
2760	OG0002760	augustus_masked-scaffold_5-processed-gene-8.25-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-8.25&CDS=1-1329	YMR026C
2761	OG0002761	augustus_masked-scaffold_5-processed-gene-8.26-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-8.26&CDS=1-1872	YPR118W
2762	OG0002762	snap_masked-scaffold_5-processed-gene-9.0-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-9.0&CDS=1-3342	YDR027C
2763	OG0002763	snap_masked-scaffold_5-processed-gene-8.69-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-8.69&CDS=1-186	YLL009C
2764	OG0002764	snap_masked-scaffold_5-processed-gene-9.1-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-9.1&CDS=1-2175	YDR028C
2765	OG0002765	maker-scaffold_5-snap-gene-9.72-mRNA-1_1&gene=maker-scaffold_5-snap-gene-9.72&CDS=1-2688	YHR082C
2766	OG0002766	genemark-scaffold_5-processed-gene-9.140-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-9.140&CDS=1-1431	YDR330W
2767	OG0002767	genemark-scaffold_5-processed-gene-9.167-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-9.167&CDS=1-501	YDR328C
2768	OG0002768	genemark-scaffold_5-processed-gene-9.168-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-9.168&CDS=1-1215	YDR329C
2769	OG0002769	snap_masked-scaffold_5-processed-gene-9.39-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-9.39&CDS=1-534	YHR081W
2770	OG0002770	augustus_masked-scaffold_5-processed-gene-9.78-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-9.78&CDS=1-771	YDR412W
2771	OG0002771	snap_masked-scaffold_5-processed-gene-9.9-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-9.9&CDS=1-1281	YDR414C
2772	OG0002772	genemark-scaffold_5-processed-gene-9.169-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-9.169&CDS=1-1107	YDR354W
2773	OG0002773	genemark-scaffold_5-processed-gene-9.143-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-9.143&CDS=1-1101	YMR024W
2774	OG0002774	genemark-scaffold_5-processed-gene-9.144-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-9.144&CDS=1-2379	YGL234W
2775	OG0002775	genemark-scaffold_5-processed-gene-9.145-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-9.145&CDS=1-2274	YJL101C
2776	OG0002776	augustus_masked-scaffold_5-processed-gene-9.84-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-9.84&CDS=1-1041	YGL240W
2777	OG0002777	genemark-scaffold_5-processed-gene-9.170-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-9.170&CDS=1-894	YFR047C
2778	OG0002778	augustus_masked-scaffold_5-processed-gene-9.113-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-9.113&CDS=1-1797	YGL236C
2779	OG0002779	genemark-scaffold_5-processed-gene-9.148-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-9.148&CDS=1-843	YLR003C
2780	OG0002780	augustus_masked-scaffold_5-processed-gene-9.87-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-9.87&CDS=1-630	YGL237C
2781	OG0002781	genemark-scaffold_5-processed-gene-9.172-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-9.172&CDS=1-2958	YGL238W
2782	OG0002782	genemark-scaffold_5-processed-gene-9.173-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-9.173&CDS=1-1008	YGL225W
2783	OG0002783	snap_masked-scaffold_5-processed-gene-9.48-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-9.48&CDS=1-969	YER156C
2784	OG0002784	snap_masked-scaffold_5-processed-gene-9.49-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-9.49&CDS=1-1800	YIL150C
2785	OG0002785	snap_masked-scaffold_5-processed-gene-9.19-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-9.19&CDS=1-2529	YER157W
2786	OG0002786	snap_masked-scaffold_5-processed-gene-9.50-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-9.50&CDS=1-216	YDR079C-A
2787	OG0002787	snap_masked-scaffold_5-processed-gene-9.20-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-9.20&CDS=1-3039	YDR080W
2788	OG0002788	snap_masked-scaffold_5-processed-gene-9.51-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-9.51&CDS=1-687	YDR084C
2789	OG0002789	augustus_masked-scaffold_5-processed-gene-9.91-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-9.91&CDS=1-291	YDR079W
2790	OG0002790	snap_masked-scaffold_5-processed-gene-9.52-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-9.52&CDS=1-2100	YDR081C
2791	OG0002791	genemark-scaffold_5-processed-gene-9.176-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-9.176&CDS=1-906	YKL094W
2792	OG0002792	genemark-scaffold_5-processed-gene-9.152-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-9.152&CDS=1-882	YDL006W
2793	OG0002793	genemark-scaffold_5-processed-gene-9.178-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-9.178&CDS=1-726	YHR181W
2794	OG0002794	snap_masked-scaffold_5-processed-gene-9.58-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-9.58&CDS=1-5277	YKR031C
2795	OG0002795	genemark-scaffold_5-processed-gene-9.154-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-9.154&CDS=1-1131	YDR336W
2796	OG0002796	genemark-scaffold_5-processed-gene-9.182-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-9.182&CDS=1-639	YHR089C
2797	OG0002797	augustus_masked-scaffold_5-processed-gene-9.95-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-9.95&CDS=1-4131	YBL047C
2798	OG0002798	genemark-scaffold_5-processed-gene-9.183-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-9.183&CDS=1-1134	YLL057C
2799	OG0002799	genemark-scaffold_5-processed-gene-9.184-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-9.184&CDS=1-426	YPR100W
2800	OG0002800	genemark-scaffold_5-processed-gene-9.185-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-9.185&CDS=1-1620	YGR055W
2801	OG0002801	genemark-scaffold_5-processed-gene-9.186-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-9.186&CDS=1-3612	YJL080C
2802	OG0002802	genemark-scaffold_5-processed-gene-9.187-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-9.187&CDS=1-2541	YFR016C
2803	OG0002803	genemark-scaffold_5-processed-gene-9.156-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-9.156&CDS=1-714	YDR054C
2804	OG0002804	genemark-scaffold_5-processed-gene-9.157-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-9.157&CDS=1-1620	YDR052C
2805	OG0002805	augustus_masked-scaffold_5-processed-gene-9.98-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-9.98&CDS=1-2325	YOL023W
2806	OG0002806	genemark-scaffold_5-processed-gene-9.159-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-9.159&CDS=1-1296	YOL022C
2807	OG0002807	genemark-scaffold_5-processed-gene-9.160-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-9.160&CDS=1-2790	YJL108C
2808	OG0002808	snap_masked-scaffold_5-processed-gene-9.31-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-9.31&CDS=1-1368	YHL021C
2809	OG0002809	genemark-scaffold_5-processed-gene-9.189-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-9.189&CDS=1-5109	YGR116W
2810	OG0002810	genemark-scaffold_5-processed-gene-9.162-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-9.162&CDS=1-1080	YPL069C
2811	OG0002811	genemark-scaffold_5-processed-gene-9.163-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-9.163&CDS=1-900	YLR172C
2812	OG0002812	genemark-scaffold_5-processed-gene-9.193-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-9.193&CDS=1-1089	YMR152W
2813	OG0002813	genemark-scaffold_5-processed-gene-9.164-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-9.164&CDS=1-708	YPL002C
2814	OG0002814	snap_masked-scaffold_6-processed-gene-0.18-mRNA-1_1&gene=snap_masked-scaffold_6-processed-gene-0.18&CDS=1-270	YBL026W
2815	OG0002815	snap_masked-scaffold_6-processed-gene-0.19-mRNA-1_1&gene=snap_masked-scaffold_6-processed-gene-0.19&CDS=1-1851	YHR124W
2816	OG0002816	genemark-scaffold_6-processed-gene-0.66-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-0.66&CDS=1-3117	YNL132W
2817	OG0002817	genemark-scaffold_6-processed-gene-0.82-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-0.82&CDS=1-720	YNL129W
2818	OG0002818	genemark-scaffold_6-processed-gene-0.83-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-0.83&CDS=1-645	YDR486C
2819	OG0002819	genemark-scaffold_6-processed-gene-0.67-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-0.67&CDS=1-804	YBL021C
2820	OG0002820	genemark-scaffold_6-processed-gene-0.68-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-0.68&CDS=1-2070	YBL024W
2821	OG0002821	genemark-scaffold_6-processed-gene-0.70-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-0.70&CDS=1-3258	YBL022C
2822	OG0002822	genemark-scaffold_6-processed-gene-0.71-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-0.71&CDS=1-2520	YBL023C
2823	OG0002823	maker-scaffold_6-augustus-gene-0.97-mRNA-1_1&gene=maker-scaffold_6-augustus-gene-0.97&CDS=1-933	YLR285W
2824	OG0002824	genemark-scaffold_6-processed-gene-0.87-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-0.87&CDS=1-1134	YJR072C
2825	OG0002825	maker-scaffold_6-snap-gene-0.64-mRNA-1_1&gene=maker-scaffold_6-snap-gene-0.64&CDS=1-771	YKL207W
2826	OG0002826	genemark-scaffold_6-processed-gene-0.89-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-0.89&CDS=1-369	YDR469W
2827	OG0002827	genemark-scaffold_6-processed-gene-0.79-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-0.79&CDS=1-687	YDR468C
2828	OG0002828	genemark-scaffold_6-processed-gene-0.80-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-0.80&CDS=1-966	YDR392W
2829	OG0002829	snap_masked-scaffold_6-processed-gene-1.40-mRNA-1_1&gene=snap_masked-scaffold_6-processed-gene-1.40&CDS=1-2838	YOR144C
2830	OG0002830	genemark-scaffold_6-processed-gene-1.87-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-1.87&CDS=1-639	YOR148C
2831	OG0002831	genemark-scaffold_6-processed-gene-1.88-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-1.88&CDS=1-774	YOR145C
2832	OG0002832	genemark-scaffold_6-processed-gene-1.91-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-1.91&CDS=1-654	YHR013C
2833	OG0002833	genemark-scaffold_6-processed-gene-1.92-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-1.92&CDS=1-741	YDR472W
2834	OG0002834	augustus_masked-scaffold_6-processed-gene-1.5-mRNA-1_1&gene=augustus_masked-scaffold_6-processed-gene-1.5&CDS=1-2805	YOR023C
2835	OG0002835	genemark-scaffold_6-processed-gene-1.112-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-1.112&CDS=1-1449	YHR109W
2836	OG0002836	genemark-scaffold_6-processed-gene-1.95-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-1.95&CDS=1-828	YLR192C
2837	OG0002837	genemark-scaffold_6-processed-gene-1.113-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-1.113&CDS=1-1227	YPL060W
2838	OG0002838	maker-scaffold_6-augustus-gene-1.81-mRNA-1_1&gene=maker-scaffold_6-augustus-gene-1.81&CDS=1-1548	YOL129W
2839	OG0002839	genemark-scaffold_6-processed-gene-1.114-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-1.114&CDS=1-1134	YNL307C
2840	OG0002840	snap_masked-scaffold_6-processed-gene-1.52-mRNA-1_1&gene=snap_masked-scaffold_6-processed-gene-1.52&CDS=1-1017	YOL127W
2841	OG0002841	genemark-scaffold_6-processed-gene-1.102-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-1.102&CDS=1-2547	YKR090W
2842	OG0002842	genemark-scaffold_6-processed-gene-1.115-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-1.115&CDS=1-1014	YKR088C
2843	OG0002843	genemark-scaffold_6-processed-gene-1.116-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-1.116&CDS=1-1191	YLR287C
2844	OG0002844	maker-scaffold_6-snap-gene-1.1-mRNA-1_1&gene=maker-scaffold_6-snap-gene-1.1&CDS=1-1575	YOR181W
2845	OG0002845	snap_masked-scaffold_6-processed-gene-1.72-mRNA-1_1&gene=snap_masked-scaffold_6-processed-gene-1.72&CDS=1-744	YJL063C
2846	OG0002846	snap_masked-scaffold_6-processed-gene-1.73-mRNA-1_1&gene=snap_masked-scaffold_6-processed-gene-1.73&CDS=1-192	YLR262C-A
2847	OG0002847	genemark-scaffold_6-processed-gene-1.105-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-1.105&CDS=1-1029	YBR265W
2848	OG0002848	genemark-scaffold_6-processed-gene-1.119-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-1.119&CDS=1-942	YLR439W
2849	OG0002849	snap_masked-scaffold_6-processed-gene-1.61-mRNA-1_1&gene=snap_masked-scaffold_6-processed-gene-1.61&CDS=1-261	YLR438C-A
2850	OG0002850	augustus_masked-scaffold_6-processed-gene-1.36-mRNA-1_1&gene=augustus_masked-scaffold_6-processed-gene-1.36&CDS=1-4533	YML059C
2851	OG0002851	snap_masked-scaffold_6-processed-gene-1.64-mRNA-1_1&gene=snap_masked-scaffold_6-processed-gene-1.64&CDS=1-1938	YLR352W
2852	OG0002852	augustus_masked-scaffold_6-processed-gene-2.61-mRNA-1_1&gene=augustus_masked-scaffold_6-processed-gene-2.61&CDS=1-399	YPR017C
2853	OG0002853	genemark-scaffold_6-processed-gene-2.3-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-2.3&CDS=1-1326	YGL181W
2854	OG0002854	genemark-scaffold_6-processed-gene-2.4-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-2.4&CDS=1-2673	YLL026W
2855	OG0002855	genemark-scaffold_6-processed-gene-2.5-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-2.5&CDS=1-735	YPR016C
2856	OG0002856	snap_masked-scaffold_6-processed-gene-2.38-mRNA-1_1&gene=snap_masked-scaffold_6-processed-gene-2.38&CDS=1-5868	YLR305C
2857	OG0002857	snap_masked-scaffold_6-processed-gene-2.39-mRNA-1_1&gene=snap_masked-scaffold_6-processed-gene-2.39&CDS=1-2283	YAL053W
2858	OG0002858	genemark-scaffold_6-processed-gene-2.8-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-2.8&CDS=1-1287	YDR148C
2859	OG0002859	genemark-scaffold_6-processed-gene-2.10-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-2.10&CDS=1-1131	YGL148W
2860	OG0002860	genemark-scaffold_6-processed-gene-2.11-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-2.11&CDS=1-843	YKL154W
2861	OG0002861	genemark-scaffold_6-processed-gene-2.18-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-2.18&CDS=1-624	YER128W
2862	OG0002862	augustus_masked-scaffold_6-processed-gene-2.83-mRNA-1_1&gene=augustus_masked-scaffold_6-processed-gene-2.83&CDS=1-2433	YDR320C
2863	OG0002863	snap_masked-scaffold_6-processed-gene-2.47-mRNA-1_1&gene=snap_masked-scaffold_6-processed-gene-2.47&CDS=1-180	YHR072W-A
2864	OG0002864	snap_masked-scaffold_6-processed-gene-2.60-mRNA-1_1&gene=snap_masked-scaffold_6-processed-gene-2.60&CDS=1-237	YDR320C-A
2865	OG0002865	genemark-scaffold_6-processed-gene-3.4-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-3.4&CDS=1-2673	YLR451W
2866	OG0002866	genemark-scaffold_6-processed-gene-3.0-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-3.0&CDS=1-1374	YJR124C
2867	OG0002867	genemark-scaffold_6-processed-gene-3.8-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-3.8&CDS=1-1581	YER025W
2868	OG0002868	genemark-scaffold_6-processed-gene-3.20-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-3.20&CDS=1-1836	YLR452C
2869	OG0002869	genemark-scaffold_6-processed-gene-3.21-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-3.21&CDS=1-2307	YPR162C
2870	OG0002870	genemark-scaffold_6-processed-gene-3.22-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-3.22&CDS=1-1035	YPL123C
2871	OG0002871	genemark-scaffold_6-processed-gene-3.10-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-3.10&CDS=1-675	YJR123W
2872	OG0002872	genemark-scaffold_6-processed-gene-3.24-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-3.24&CDS=1-1743	YNL125C
2873	OG0002873	genemark-scaffold_6-processed-gene-3.11-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-3.11&CDS=1-1293	YPR173C
2874	OG0002874	genemark-scaffold_6-processed-gene-3.26-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-3.26&CDS=1-294	YPR182W
2875	OG0002875	genemark-scaffold_6-processed-gene-3.12-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-3.12&CDS=1-1278	YLR459W
2876	OG0002876	genemark-scaffold_6-processed-gene-3.13-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-3.13&CDS=1-1119	YPR191W
2877	OG0002877	genemark-scaffold_6-processed-gene-3.14-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-3.14&CDS=1-465	YPR187W
2878	OG0002878	genemark-scaffold_6-processed-gene-3.28-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-3.28&CDS=1-645	YHR128W
2879	OG0002879	augustus_masked-scaffold_6-processed-gene-3.107-mRNA-1_1&gene=augustus_masked-scaffold_6-processed-gene-3.107&CDS=1-378	YNL147W
2880	OG0002880	augustus_masked-scaffold_6-processed-gene-3.93-mRNA-1_1&gene=augustus_masked-scaffold_6-processed-gene-3.93&CDS=1-603	YNL148C
2881	OG0002881	augustus_masked-scaffold_6-processed-gene-3.94-mRNA-1_1&gene=augustus_masked-scaffold_6-processed-gene-3.94&CDS=1-2532	YGL083W
2882	OG0002882	genemark-scaffold_6-processed-gene-3.30-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-3.30&CDS=1-1887	YKL148C
2883	OG0002883	genemark-scaffold_6-processed-gene-3.31-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-3.31&CDS=1-963	YEL051W
2884	OG0002884	snap_masked-scaffold_6-processed-gene-3.71-mRNA-1_1&gene=snap_masked-scaffold_6-processed-gene-3.71&CDS=1-2172	YNR046W
2885	OG0002885	genemark-scaffold_6-processed-gene-3.17-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-3.17&CDS=1-693	YEL001C
2886	OG0002886	genemark-scaffold_6-processed-gene-3.19-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-3.19&CDS=1-1485	YCR098C
2887	OG0002887	augustus_masked-scaffold_6-processed-gene-4.43-mRNA-1_1&gene=augustus_masked-scaffold_6-processed-gene-4.43&CDS=1-1851	YBR011C
2888	OG0002888	genemark-scaffold_6-processed-gene-4.84-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-4.84&CDS=1-1152	YDR005C
2889	OG0002889	snap_masked-scaffold_6-processed-gene-4.5-mRNA-1_1&gene=snap_masked-scaffold_6-processed-gene-4.5&CDS=1-903	YER182W
2890	OG0002890	genemark-scaffold_6-processed-gene-4.87-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-4.87&CDS=1-1446	YHR207C
2891	OG0002891	genemark-scaffold_6-processed-gene-4.88-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-4.88&CDS=1-603	YER183C
