	OrthologID	Eremothecium_gossypii	Saccharomyces_cerevisiae
2980	OG0002980	genemark-AE016819-processed-gene-12.19-mRNA-1_1&gene=genemark-AE016819-processed-gene-12.19&CDS=1-633	YDR246W
2981	OG0002981	augustus_masked-AE016819-processed-gene-12.150-mRNA-1_1&gene=augustus_masked-AE016819-processed-gene-12.150&CDS=1-4077	YDR464W
2982	OG0002982	augustus_masked-AE016819-processed-gene-12.151-mRNA-1_1&gene=augustus_masked-AE016819-processed-gene-12.151&CDS=1-1632	YDR463W
2983	OG0002983	augustus_masked-AE016819-processed-gene-12.152-mRNA-1_1&gene=augustus_masked-AE016819-processed-gene-12.152&CDS=1-1104	YML038C
2984	OG0002984	augustus_masked-AE016819-processed-gene-12.153-mRNA-1_1&gene=augustus_masked-AE016819-processed-gene-12.153&CDS=1-426	YDR462W
2985	OG0002985	augustus_masked-AE016819-processed-gene-12.127-mRNA-1_1&gene=augustus_masked-AE016819-processed-gene-12.127&CDS=1-792	YGR152C
2986	OG0002986	maker-AE016819-augustus-gene-12.158-mRNA-1_1&gene=maker-AE016819-augustus-gene-12.158&CDS=1-2067	YGL038C
2987	OG0002987	augustus_masked-AE016819-processed-gene-12.128-mRNA-1_1&gene=augustus_masked-AE016819-processed-gene-12.128&CDS=1-2601	YGL036W
2988	OG0002988	augustus_masked-AE016819-processed-gene-12.129-mRNA-1_1&gene=augustus_masked-AE016819-processed-gene-12.129&CDS=1-3684	YGR145W
2989	OG0002989	snap_masked-AE016819-processed-gene-13.2-mRNA-1_1&gene=snap_masked-AE016819-processed-gene-13.2&CDS=1-1485	YGL033W
2990	OG0002990	genemark-AE016819-processed-gene-13.112-mRNA-1_1&gene=genemark-AE016819-processed-gene-13.112&CDS=1-498	YGR147C
2991	OG0002991	maker-AE016819-augustus-gene-13.55-mRNA-1_1&gene=maker-AE016819-augustus-gene-13.55&CDS=1-1608	YGR149W
2992	OG0002992	augustus_masked-AE016819-processed-gene-13.89-mRNA-1_1&gene=augustus_masked-AE016819-processed-gene-13.89&CDS=1-2565	YGR150C
2993	OG0002993	maker-AE016819-augustus-gene-13.56-mRNA-1_1&gene=maker-AE016819-augustus-gene-13.56&CDS=1-1374	YGL029W
2994	OG0002994	snap_masked-AE016819-processed-gene-13.33-mRNA-1_1&gene=snap_masked-AE016819-processed-gene-13.33&CDS=1-2430	YGL027C
2995	OG0002995	snap_masked-AE016819-processed-gene-13.34-mRNA-1_1&gene=snap_masked-AE016819-processed-gene-13.34&CDS=1-2622	YBL014C
2996	OG0002996	maker-AE016819-augustus-gene-13.58-mRNA-1_1&gene=maker-AE016819-augustus-gene-13.58&CDS=1-3120	YGL026C
2997	OG0002997	augustus_masked-AE016819-processed-gene-13.69-mRNA-1_1&gene=augustus_masked-AE016819-processed-gene-13.69&CDS=1-1065	YBL013W
2998	OG0002998	augustus_masked-AE016819-processed-gene-13.91-mRNA-1_1&gene=augustus_masked-AE016819-processed-gene-13.91&CDS=1-1923	YGL023C
2999	OG0002999	augustus_masked-AE016819-processed-gene-13.71-mRNA-1_1&gene=augustus_masked-AE016819-processed-gene-13.71&CDS=1-2184	YGL022W
3000	OG0003000	augustus_masked-AE016819-processed-gene-13.92-mRNA-1_1&gene=augustus_masked-AE016819-processed-gene-13.92&CDS=1-972	YLR316C
3001	OG0003001	augustus_masked-AE016819-processed-gene-13.73-mRNA-1_1&gene=augustus_masked-AE016819-processed-gene-13.73&CDS=1-2139	YLR318W
3002	OG0003002	augustus_masked-AE016819-processed-gene-13.93-mRNA-1_1&gene=augustus_masked-AE016819-processed-gene-13.93&CDS=1-2040	YLR319C
3003	OG0003003	snap_masked-AE016819-processed-gene-13.16-mRNA-1_1&gene=snap_masked-AE016819-processed-gene-13.16&CDS=1-3933	YLR320W
3004	OG0003004	augustus_masked-AE016819-processed-gene-13.94-mRNA-1_1&gene=augustus_masked-AE016819-processed-gene-13.94&CDS=1-1464	YGR002C
3005	OG0003005	snap_masked-AE016819-processed-gene-13.17-mRNA-1_1&gene=snap_masked-AE016819-processed-gene-13.17&CDS=1-2181	YGR003W
3006	OG0003006	augustus_masked-AE016819-processed-gene-13.95-mRNA-1_1&gene=augustus_masked-AE016819-processed-gene-13.95&CDS=1-750	YLR323C
3007	OG0003007	augustus_masked-AE016819-processed-gene-13.76-mRNA-1_1&gene=augustus_masked-AE016819-processed-gene-13.76&CDS=1-1518	YLR324W
3008	OG0003008	augustus_masked-AE016819-processed-gene-13.96-mRNA-1_1&gene=augustus_masked-AE016819-processed-gene-13.96&CDS=1-1446	YGR005C
3009	OG0003009	augustus_masked-AE016819-processed-gene-13.77-mRNA-1_1&gene=augustus_masked-AE016819-processed-gene-13.77&CDS=1-528	YGR006W
3010	OG0003010	augustus_masked-AE016819-processed-gene-13.78-mRNA-1_1&gene=augustus_masked-AE016819-processed-gene-13.78&CDS=1-939	YGR007W
3011	OG0003011	augustus_masked-AE016819-processed-gene-13.79-mRNA-1_1&gene=augustus_masked-AE016819-processed-gene-13.79&CDS=1-1896	YFL016C
3012	OG0003012	genemark-AE016819-processed-gene-13.130-mRNA-1_1&gene=genemark-AE016819-processed-gene-13.130&CDS=1-513	YFL017C
3013	OG0003013	augustus_masked-AE016819-processed-gene-13.98-mRNA-1_1&gene=augustus_masked-AE016819-processed-gene-13.98&CDS=1-228	YFL017W-A
3014	OG0003014	genemark-AE016819-processed-gene-13.131-mRNA-1_1&gene=genemark-AE016819-processed-gene-13.131&CDS=1-1461	YFL018C
3015	OG0003015	augustus_masked-AE016819-processed-gene-13.100-mRNA-1_1&gene=augustus_masked-AE016819-processed-gene-13.100&CDS=1-600	YLR051C
3016	OG0003016	snap_masked-AE016819-processed-gene-13.25-mRNA-1_1&gene=snap_masked-AE016819-processed-gene-13.25&CDS=1-858	YLR052W
3017	OG0003017	augustus_masked-AE016819-processed-gene-13.83-mRNA-1_1&gene=augustus_masked-AE016819-processed-gene-13.83&CDS=1-1497	YFL022C
3018	OG0003018	snap_masked-AE016819-processed-gene-13.49-mRNA-1_1&gene=snap_masked-AE016819-processed-gene-13.49&CDS=1-2613	YLR054C
3019	OG0003019	snap_masked-AE016819-processed-gene-13.51-mRNA-1_1&gene=snap_masked-AE016819-processed-gene-13.51&CDS=1-2502	YFL023W
3020	OG0003020	augustus_masked-AE016819-processed-gene-13.84-mRNA-1_1&gene=augustus_masked-AE016819-processed-gene-13.84&CDS=1-2226	YFL024C
3021	OG0003021	augustus_masked-AE016819-processed-gene-13.85-mRNA-1_1&gene=augustus_masked-AE016819-processed-gene-13.85&CDS=1-3054	YFL025C
3022	OG0003022	augustus_masked-AE016819-processed-gene-13.104-mRNA-1_1&gene=augustus_masked-AE016819-processed-gene-13.104&CDS=1-540	YOR297C
3023	OG0003023	snap_masked-AE016819-processed-gene-13.29-mRNA-1_1&gene=snap_masked-AE016819-processed-gene-13.29&CDS=1-1377	YOR298W
3024	OG0003024	maker-AE016819-augustus-gene-13.59-mRNA-1_1&gene=maker-AE016819-augustus-gene-13.59&CDS=1-1680	YMR235C
3025	OG0003025	augustus_masked-AE016819-processed-gene-14.104-mRNA-1_1&gene=augustus_masked-AE016819-processed-gene-14.104&CDS=1-1716	YIL162W
3026	OG0003026	augustus_masked-AE016819-processed-gene-14.107-mRNA-1_1&gene=augustus_masked-AE016819-processed-gene-14.107&CDS=1-1266	YOR301W
3027	OG0003027	augustus_masked-AE016819-processed-gene-14.108-mRNA-1_1&gene=augustus_masked-AE016819-processed-gene-14.108&CDS=1-1197	YOR303W
3028	OG0003028	augustus_masked-AE016819-processed-gene-14.134-mRNA-1_1&gene=augustus_masked-AE016819-processed-gene-14.134&CDS=1-1455	YMR239C
3029	OG0003029	augustus_masked-AE016819-processed-gene-14.135-mRNA-1_1&gene=augustus_masked-AE016819-processed-gene-14.135&CDS=1-1245	YMR240C
3030	OG0003030	snap_masked-AE016819-processed-gene-14.59-mRNA-1_1&gene=snap_masked-AE016819-processed-gene-14.59&CDS=1-720	YOR305W
3031	OG0003031	augustus_masked-AE016819-processed-gene-14.112-mRNA-1_1&gene=augustus_masked-AE016819-processed-gene-14.112&CDS=1-930	YMR241W
3032	OG0003032	augustus_masked-AE016819-processed-gene-14.137-mRNA-1_1&gene=augustus_masked-AE016819-processed-gene-14.137&CDS=1-1296	YOR307C
3033	OG0003033	augustus_masked-AE016819-processed-gene-14.114-mRNA-1_1&gene=augustus_masked-AE016819-processed-gene-14.114&CDS=1-1986	YPR159W
3034	OG0003034	augustus_masked-AE016819-processed-gene-14.115-mRNA-1_1&gene=augustus_masked-AE016819-processed-gene-14.115&CDS=1-3015	YGL201C
3035	OG0003035	augustus_masked-AE016819-processed-gene-14.116-mRNA-1_1&gene=augustus_masked-AE016819-processed-gene-14.116&CDS=1-2700	YPR160W
3036	OG0003036	augustus_masked-AE016819-processed-gene-14.117-mRNA-1_1&gene=augustus_masked-AE016819-processed-gene-14.117&CDS=1-1797	YGL203C
3037	OG0003037	augustus_masked-AE016819-processed-gene-14.118-mRNA-1_1&gene=augustus_masked-AE016819-processed-gene-14.118&CDS=1-1407	YMR223W
3038	OG0003038	augustus_masked-AE016819-processed-gene-14.140-mRNA-1_1&gene=augustus_masked-AE016819-processed-gene-14.140&CDS=1-807	YOR281C
3039	OG0003039	augustus_masked-AE016819-processed-gene-14.141-mRNA-1_1&gene=augustus_masked-AE016819-processed-gene-14.141&CDS=1-2022	YMR224C
3040	OG0003040	augustus_masked-AE016819-processed-gene-14.119-mRNA-1_1&gene=augustus_masked-AE016819-processed-gene-14.119&CDS=1-666	YOR283W
3041	OG0003041	augustus_masked-AE016819-processed-gene-14.121-mRNA-1_1&gene=augustus_masked-AE016819-processed-gene-14.121&CDS=1-408	YOR286W
3042	OG0003042	maker-AE016819-augustus-gene-14.155-mRNA-1_1&gene=maker-AE016819-augustus-gene-14.155&CDS=1-1203	YOR287C
3043	OG0003043	augustus_masked-AE016819-processed-gene-14.144-mRNA-1_1&gene=augustus_masked-AE016819-processed-gene-14.144&CDS=1-873	YOR288C
3044	OG0003044	augustus_masked-AE016819-processed-gene-14.122-mRNA-1_1&gene=augustus_masked-AE016819-processed-gene-14.122&CDS=1-687	YOR289W
3045	OG0003045	augustus_masked-AE016819-processed-gene-14.123-mRNA-1_1&gene=augustus_masked-AE016819-processed-gene-14.123&CDS=1-801	YMR226C
3046	OG0003046	augustus_masked-AE016819-processed-gene-14.146-mRNA-1_1&gene=augustus_masked-AE016819-processed-gene-14.146&CDS=1-1728	YMR227C
3047	OG0003047	augustus_masked-AE016819-processed-gene-14.124-mRNA-1_1&gene=augustus_masked-AE016819-processed-gene-14.124&CDS=1-1002	YMR228W
3048	OG0003048	augustus_masked-AE016819-processed-gene-14.148-mRNA-1_1&gene=augustus_masked-AE016819-processed-gene-14.148&CDS=1-5145	YMR229C
3049	OG0003049	augustus_masked-AE016819-processed-gene-14.125-mRNA-1_1&gene=augustus_masked-AE016819-processed-gene-14.125&CDS=1-4347	YOR291W
3050	OG0003050	augustus_masked-AE016819-processed-gene-14.149-mRNA-1_1&gene=augustus_masked-AE016819-processed-gene-14.149&CDS=1-858	YOR292C
3051	OG0003051	genemark-AE016819-processed-gene-14.26-mRNA-1_1&gene=genemark-AE016819-processed-gene-14.26&CDS=1-1614	YGR058W
3052	OG0003052	augustus_masked-AE016819-processed-gene-14.129-mRNA-1_1&gene=augustus_masked-AE016819-processed-gene-14.129&CDS=1-933	YGR060W
3053	OG0003053	augustus_masked-AE016819-processed-gene-14.150-mRNA-1_1&gene=augustus_masked-AE016819-processed-gene-14.150&CDS=1-4038	YGR061C
3054	OG0003054	augustus_masked-AE016819-processed-gene-14.130-mRNA-1_1&gene=augustus_masked-AE016819-processed-gene-14.130&CDS=1-249	YLR363W-A
3055	OG0003055	maker-AE016819-augustus-gene-14.157-mRNA-1_1&gene=maker-AE016819-augustus-gene-14.157&CDS=1-1203	YGR063C
3056	OG0003056	augustus_masked-AE016819-processed-gene-14.131-mRNA-1_1&gene=augustus_masked-AE016819-processed-gene-14.131&CDS=1-336	YLR364W
3057	OG0003057	augustus_masked-AE016819-processed-gene-14.152-mRNA-1_1&gene=augustus_masked-AE016819-processed-gene-14.152&CDS=1-1875	YGR065C
3058	OG0003058	genemark-AE016819-processed-gene-14.50-mRNA-1_1&gene=genemark-AE016819-processed-gene-14.50&CDS=1-2514	YGR067C
3059	OG0003059	snap_masked-AE016819-processed-gene-14.81-mRNA-1_1&gene=snap_masked-AE016819-processed-gene-14.81&CDS=1-1707	YLR368W
3060	OG0003060	augustus_masked-AE016819-processed-gene-15.47-mRNA-1_1&gene=augustus_masked-AE016819-processed-gene-15.47&CDS=1-525	YLR370C
3061	OG0003061	maker-AE016819-augustus-gene-15.83-mRNA-1_1&gene=maker-AE016819-augustus-gene-15.83&CDS=1-4839	YLR371W
3062	OG0003062	augustus_masked-AE016819-processed-gene-15.49-mRNA-1_1&gene=augustus_masked-AE016819-processed-gene-15.49&CDS=1-957	YLR375W
3063	OG0003063	augustus_masked-AE016819-processed-gene-15.67-mRNA-1_1&gene=augustus_masked-AE016819-processed-gene-15.67&CDS=1-1563	YDL051W
3064	OG0003064	augustus_masked-AE016819-processed-gene-15.51-mRNA-1_1&gene=augustus_masked-AE016819-processed-gene-15.51&CDS=1-837	YDL052C
3065	OG0003065	augustus_masked-AE016819-processed-gene-15.68-mRNA-1_1&gene=augustus_masked-AE016819-processed-gene-15.68&CDS=1-1026	YLR377C
3066	OG0003066	augustus_masked-AE016819-processed-gene-15.52-mRNA-1_1&gene=augustus_masked-AE016819-processed-gene-15.52&CDS=1-5166	YLR378C
3067	OG0003067	augustus_masked-AE016819-processed-gene-15.53-mRNA-1_1&gene=augustus_masked-AE016819-processed-gene-15.53&CDS=1-1083	YDL055C
3068	OG0003068	augustus_masked-AE016819-processed-gene-15.70-mRNA-1_1&gene=augustus_masked-AE016819-processed-gene-15.70&CDS=1-2445	YDL056W
3069	OG0003069	snap_masked-AE016819-processed-gene-15.29-mRNA-1_1&gene=snap_masked-AE016819-processed-gene-15.29&CDS=1-1875	YDL057W
3070	OG0003070	augustus_masked-AE016819-processed-gene-15.72-mRNA-1_1&gene=augustus_masked-AE016819-processed-gene-15.72&CDS=1-2868	YOL090W
3071	OG0003071	snap_masked-AE016819-processed-gene-15.32-mRNA-1_1&gene=snap_masked-AE016819-processed-gene-15.32&CDS=1-945	YOL092W
3072	OG0003072	snap_masked-AE016819-processed-gene-15.33-mRNA-1_1&gene=snap_masked-AE016819-processed-gene-15.33&CDS=1-2457	YFR013W
3073	OG0003073	augustus_masked-AE016819-processed-gene-15.55-mRNA-1_1&gene=augustus_masked-AE016819-processed-gene-15.55&CDS=1-1719	YFR029W
3074	OG0003074	augustus_masked-AE016819-processed-gene-15.74-mRNA-1_1&gene=augustus_masked-AE016819-processed-gene-15.74&CDS=1-1227	YJL046W
3075	OG0003075	augustus_masked-AE016819-processed-gene-15.56-mRNA-1_1&gene=augustus_masked-AE016819-processed-gene-15.56&CDS=1-816	YBR257W
3076	OG0003076	augustus_masked-AE016819-processed-gene-15.75-mRNA-1_1&gene=augustus_masked-AE016819-processed-gene-15.75&CDS=1-381	YBR258C
3077	OG0003077	augustus_masked-AE016819-processed-gene-15.76-mRNA-1_1&gene=augustus_masked-AE016819-processed-gene-15.76&CDS=1-1470	YBR283C
3078	OG0003078	augustus_masked-AE016819-processed-gene-15.58-mRNA-1_1&gene=augustus_masked-AE016819-processed-gene-15.58&CDS=1-696	YBR261C
3079	OG0003079	augustus_masked-AE016819-processed-gene-15.59-mRNA-1_1&gene=augustus_masked-AE016819-processed-gene-15.59&CDS=1-1935	YBR260C
3080	OG0003080	augustus_masked-AE016819-processed-gene-15.77-mRNA-1_1&gene=augustus_masked-AE016819-processed-gene-15.77&CDS=1-2313	YJL047C
3081	OG0003081	augustus_masked-AE016819-processed-gene-15.78-mRNA-1_1&gene=augustus_masked-AE016819-processed-gene-15.78&CDS=1-435	YBR282W
3082	OG0003082	augustus_masked-AE016819-processed-gene-15.60-mRNA-1_1&gene=augustus_masked-AE016819-processed-gene-15.60&CDS=1-693	YJL192C
3083	OG0003083	augustus_masked-AE016819-processed-gene-15.61-mRNA-1_1&gene=augustus_masked-AE016819-processed-gene-15.61&CDS=1-6009	YCR032W
3084	OG0003084	augustus_masked-AE016819-processed-gene-15.79-mRNA-1_1&gene=augustus_masked-AE016819-processed-gene-15.79&CDS=1-1521	YJL194W
3085	OG0003085	snap_masked-AE016819-processed-gene-15.21-mRNA-1_1&gene=snap_masked-AE016819-processed-gene-15.21&CDS=1-3675	YCR033W
3086	OG0003086	snap_masked-AE016819-processed-gene-15.22-mRNA-1_1&gene=snap_masked-AE016819-processed-gene-15.22&CDS=1-1053	YCR034W
3087	OG0003087	augustus_masked-AE016819-processed-gene-15.80-mRNA-1_1&gene=augustus_masked-AE016819-processed-gene-15.80&CDS=1-1104	YCR035C
3088	OG0003088	augustus_masked-AE016819-processed-gene-15.64-mRNA-1_1&gene=augustus_masked-AE016819-processed-gene-15.64&CDS=1-1005	YCR036W
3089	OG0003089	genemark-AE016819-processed-gene-15.134-mRNA-1_1&gene=genemark-AE016819-processed-gene-15.134&CDS=1-3855	YJL197W
3090	OG0003090	augustus_masked-AE016819-processed-gene-16.79-mRNA-1_1&gene=augustus_masked-AE016819-processed-gene-16.79&CDS=1-1962	YJL201W
3091	OG0003091	augustus_masked-AE016819-processed-gene-16.80-mRNA-1_1&gene=augustus_masked-AE016819-processed-gene-16.80&CDS=1-1221	YNL254C
3092	OG0003092	augustus_masked-AE016819-processed-gene-16.77-mRNA-1_1&gene=augustus_masked-AE016819-processed-gene-16.77&CDS=1-1146	YNL253W
3093	OG0003093	augustus_masked-AE016819-processed-gene-16.81-mRNA-1_1&gene=augustus_masked-AE016819-processed-gene-16.81&CDS=1-801	YNL252C
3094	OG0003094	augustus_masked-AE016819-processed-gene-16.95-mRNA-1_1&gene=augustus_masked-AE016819-processed-gene-16.95&CDS=1-1791	YNL251C
3095	OG0003095	augustus_masked-AE016819-processed-gene-16.82-mRNA-1_1&gene=augustus_masked-AE016819-processed-gene-16.82&CDS=1-3888	YNL250W
3096	OG0003096	augustus_masked-AE016819-processed-gene-16.96-mRNA-1_1&gene=augustus_masked-AE016819-processed-gene-16.96&CDS=1-1227	YNL248C
3097	OG0003097	genemark-AE016819-processed-gene-16.24-mRNA-1_1&gene=genemark-AE016819-processed-gene-16.24&CDS=1-324	YNL244C
3098	OG0003098	genemark-AE016819-processed-gene-16.25-mRNA-1_1&gene=genemark-AE016819-processed-gene-16.25&CDS=1-2346	YJL204C
3099	OG0003099	snap_masked-AE016819-processed-gene-16.44-mRNA-1_1&gene=snap_masked-AE016819-processed-gene-16.44&CDS=1-987	YJL203W
3100	OG0003100	genemark-AE016819-processed-gene-16.26-mRNA-1_1&gene=genemark-AE016819-processed-gene-16.26&CDS=1-2388	YNL256W
3101	OG0003101	augustus_masked-AE016819-processed-gene-16.84-mRNA-1_1&gene=augustus_masked-AE016819-processed-gene-16.84&CDS=1-1413	YGR255C
3102	OG0003102	genemark-AE016819-processed-gene-16.9-mRNA-1_1&gene=genemark-AE016819-processed-gene-16.9&CDS=1-1170	YDR058C
3103	OG0003103	snap_masked-AE016819-processed-gene-16.49-mRNA-1_1&gene=snap_masked-AE016819-processed-gene-16.49&CDS=1-2214	YNL258C
3104	OG0003104	snap_masked-AE016819-processed-gene-16.50-mRNA-1_1&gene=snap_masked-AE016819-processed-gene-16.50&CDS=1-219	YNL259C
3105	OG0003105	snap_masked-AE016819-processed-gene-16.51-mRNA-1_1&gene=snap_masked-AE016819-processed-gene-16.51&CDS=1-489	YNL260C
3106	OG0003106	augustus_masked-AE016819-processed-gene-16.99-mRNA-1_1&gene=augustus_masked-AE016819-processed-gene-16.99&CDS=1-1038	YHR156C
3107	OG0003107	genemark-AE016819-processed-gene-16.28-mRNA-1_1&gene=genemark-AE016819-processed-gene-16.28&CDS=1-7692	YNL262W
3108	OG0003108	augustus_masked-AE016819-processed-gene-16.86-mRNA-1_1&gene=augustus_masked-AE016819-processed-gene-16.86&CDS=1-813	YNL263C
3109	OG0003109	augustus_masked-AE016819-processed-gene-16.87-mRNA-1_1&gene=augustus_masked-AE016819-processed-gene-16.87&CDS=1-819	YGL128C
3110	OG0003110	augustus_masked-AE016819-processed-gene-16.89-mRNA-1_1&gene=augustus_masked-AE016819-processed-gene-16.89&CDS=1-3183	YGL140C
3111	OG0003111	augustus_masked-AE016819-processed-gene-16.102-mRNA-1_1&gene=augustus_masked-AE016819-processed-gene-16.102&CDS=1-1050	YGR048W
3112	OG0003112	genemark-AE016819-processed-gene-16.16-mRNA-1_1&gene=genemark-AE016819-processed-gene-16.16&CDS=1-3924	YGR047C
3113	OG0003113	augustus_masked-AE016819-processed-gene-16.103-mRNA-1_1&gene=augustus_masked-AE016819-processed-gene-16.103&CDS=1-3981	YNL267W
3114	OG0003114	augustus_masked-AE016819-processed-gene-16.92-mRNA-1_1&gene=augustus_masked-AE016819-processed-gene-16.92&CDS=1-5877	YNL271C
3115	OG0003115	maker-AE016819-augustus-gene-16.108-mRNA-1_1&gene=maker-AE016819-augustus-gene-16.108&CDS=1-2910	YNL272C
3116	OG0003116	genemark-AE016819-processed-gene-16.32-mRNA-1_1&gene=genemark-AE016819-processed-gene-16.32&CDS=1-3795	YNL273W
3117	OG0003117	snap_masked-AE016819-processed-gene-16.75-mRNA-1_1&gene=snap_masked-AE016819-processed-gene-16.75&CDS=1-2172	YOR154W
3118	OG0003118	augustus_masked-AE016819-processed-gene-16.106-mRNA-1_1&gene=augustus_masked-AE016819-processed-gene-16.106&CDS=1-4155	YCR042C
3119	OG0003119	augustus_masked-AE016819-processed-gene-16.94-mRNA-1_1&gene=augustus_masked-AE016819-processed-gene-16.94&CDS=1-1059	YNL274C
3120	OG0003120	augustus_masked-AE016819-processed-gene-17.13-mRNA-1_1&gene=augustus_masked-AE016819-processed-gene-17.13&CDS=1-378	YCR043C
3121	OG0003121	augustus_masked-AE016819-processed-gene-17.14-mRNA-1_1&gene=augustus_masked-AE016819-processed-gene-17.14&CDS=1-1638	YNL275W
3122	OG0003122	augustus_masked-AE016819-processed-gene-17.15-mRNA-1_1&gene=augustus_masked-AE016819-processed-gene-17.15&CDS=1-1065	YCR044C
3123	OG0003123	augustus_masked-AE016819-processed-gene-17.11-mRNA-1_1&gene=augustus_masked-AE016819-processed-gene-17.11&CDS=1-1383	YER019W
3124	OG0003124	augustus_masked-AE016819-processed-gene-17.12-mRNA-1_1&gene=augustus_masked-AE016819-processed-gene-17.12&CDS=1-3681	YLR189C
3125	OG0003125	augustus_masked-AE016819-processed-gene-17.17-mRNA-1_1&gene=augustus_masked-AE016819-processed-gene-17.17&CDS=1-1434	YNL277W
3126	OG0003126	genemark-AE016819-processed-gene-17.199-mRNA-1_1&gene=genemark-AE016819-processed-gene-17.199&CDS=1-1704	YNL279W
3127	OG0003127	genemark-AE016819-processed-gene-17.200-mRNA-1_1&gene=genemark-AE016819-processed-gene-17.200&CDS=1-759	YLR186W
3128	OG0003128	augustus_masked-AE016819-processed-gene-17.18-mRNA-1_1&gene=augustus_masked-AE016819-processed-gene-17.18&CDS=1-2082	YDR499W
3129	OG0003129	augustus_masked-AE016819-processed-gene-17.19-mRNA-1_1&gene=augustus_masked-AE016819-processed-gene-17.19&CDS=1-1491	YLR183C
3130	OG0003130	augustus_masked-AE016819-processed-gene-17.54-mRNA-1_1&gene=augustus_masked-AE016819-processed-gene-17.54&CDS=1-2100	YLR182W
3131	OG0003131	augustus_masked-AE016819-processed-gene-17.20-mRNA-1_1&gene=augustus_masked-AE016819-processed-gene-17.20&CDS=1-801	YLR181C
3132	OG0003132	genemark-AE016819-processed-gene-17.202-mRNA-1_1&gene=genemark-AE016819-processed-gene-17.202&CDS=1-1146	YDR502C
