	OrthologID	Hanseniaspora_valbyensis	Saccharomyces_cerevisiae
2777	OG0002777	snap_masked-scaffold_7-processed-gene-3.58-mRNA-1_1&gene=snap_masked-scaffold_7-processed-gene-3.58&CDS=1-2271	YGL125W
2778	OG0002778	augustus_masked-scaffold_7-processed-gene-3.105-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-3.105&CDS=1-1077	YBR221C
2779	OG0002779	maker-scaffold_7-augustus-gene-3.141-mRNA-1_1&gene=maker-scaffold_7-augustus-gene-3.141&CDS=1-1491	YBR220C
2780	OG0002780	augustus_masked-scaffold_7-processed-gene-3.107-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-3.107&CDS=1-441	YGL127C
2781	OG0002781	augustus_masked-scaffold_7-processed-gene-3.109-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-3.109&CDS=1-1428	YGL055W
2782	OG0002782	augustus_masked-scaffold_7-processed-gene-3.137-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-3.137&CDS=1-1878	YBR212W
2783	OG0002783	maker-scaffold_7-snap-gene-3.74-mRNA-1_1&gene=maker-scaffold_7-snap-gene-3.74&CDS=1-1188	YML060W
2784	OG0002784	augustus_masked-scaffold_7-processed-gene-3.138-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-3.138&CDS=1-408	YGL054C
2785	OG0002785	genemark-scaffold_70-processed-gene-0.13-mRNA-1_1&gene=genemark-scaffold_70-processed-gene-0.13&CDS=1-1911	YBR094W
2786	OG0002786	genemark-scaffold_70-processed-gene-0.16-mRNA-1_1&gene=genemark-scaffold_70-processed-gene-0.16&CDS=1-1995	YBR095C
2787	OG0002787	genemark-scaffold_70-processed-gene-0.17-mRNA-1_1&gene=genemark-scaffold_70-processed-gene-0.17&CDS=1-1308	YPR054W
2788	OG0002788	genemark-scaffold_70-processed-gene-0.14-mRNA-1_1&gene=genemark-scaffold_70-processed-gene-0.14&CDS=1-4530	YBR097W
2789	OG0002789	genemark-scaffold_71-processed-gene-0.9-mRNA-1_1&gene=genemark-scaffold_71-processed-gene-0.9&CDS=1-1635	YNL022C
2790	OG0002790	genemark-scaffold_71-processed-gene-0.11-mRNA-1_1&gene=genemark-scaffold_71-processed-gene-0.11&CDS=1-1101	YIL094C
2791	OG0002791	genemark-scaffold_71-processed-gene-0.12-mRNA-1_1&gene=genemark-scaffold_71-processed-gene-0.12&CDS=1-849	YIL093C
2792	OG0002792	genemark-scaffold_71-processed-gene-0.13-mRNA-1_1&gene=genemark-scaffold_71-processed-gene-0.13&CDS=1-2460	YIL091C
2793	OG0002793	augustus_masked-scaffold_71-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-scaffold_71-processed-gene-0.5&CDS=1-2271	YIL090W
2794	OG0002794	genemark-scaffold_72-processed-gene-0.8-mRNA-1_1&gene=genemark-scaffold_72-processed-gene-0.8&CDS=1-729	YGR036C
2795	OG0002795	genemark-scaffold_72-processed-gene-0.9-mRNA-1_1&gene=genemark-scaffold_72-processed-gene-0.9&CDS=1-2778	YLR347C
2796	OG0002796	snap_masked-scaffold_72-processed-gene-0.1-mRNA-1_1&gene=snap_masked-scaffold_72-processed-gene-0.1&CDS=1-504	YAL033W
2797	OG0002797	genemark-scaffold_72-processed-gene-0.11-mRNA-1_1&gene=genemark-scaffold_72-processed-gene-0.11&CDS=1-2181	YAL031C
2798	OG0002798	genemark-scaffold_73-processed-gene-0.8-mRNA-1_1&gene=genemark-scaffold_73-processed-gene-0.8&CDS=1-3522	YBR218C
2799	OG0002799	maker-scaffold_73-augustus-gene-0.20-mRNA-1_1&gene=maker-scaffold_73-augustus-gene-0.20&CDS=1-2037	YGL059W
2800	OG0002800	genemark-scaffold_74-processed-gene-0.10-mRNA-1_1&gene=genemark-scaffold_74-processed-gene-0.10&CDS=1-549	YDL120W
2801	OG0002801	genemark-scaffold_74-processed-gene-0.11-mRNA-1_1&gene=genemark-scaffold_74-processed-gene-0.11&CDS=1-2247	YDL122W
2802	OG0002802	genemark-scaffold_74-processed-gene-0.12-mRNA-1_1&gene=genemark-scaffold_74-processed-gene-0.12&CDS=1-1353	YNL016W
2803	OG0002803	genemark-scaffold_74-processed-gene-0.9-mRNA-1_1&gene=genemark-scaffold_74-processed-gene-0.9&CDS=1-1002	YIL083C
2804	OG0002804	genemark-scaffold_74-processed-gene-0.13-mRNA-1_1&gene=genemark-scaffold_74-processed-gene-0.13&CDS=1-1542	YNL026W
2805	OG0002805	genemark-scaffold_75-processed-gene-0.12-mRNA-1_1&gene=genemark-scaffold_75-processed-gene-0.12&CDS=1-2649	YDR006C
2806	OG0002806	genemark-scaffold_75-processed-gene-0.10-mRNA-1_1&gene=genemark-scaffold_75-processed-gene-0.10&CDS=1-906	YMR241W
2807	OG0002807	genemark-scaffold_76-processed-gene-0.8-mRNA-1_1&gene=genemark-scaffold_76-processed-gene-0.8&CDS=1-897	YGL183C
2808	OG0002808	genemark-scaffold_77-processed-gene-0.2-mRNA-1_1&gene=genemark-scaffold_77-processed-gene-0.2&CDS=1-1341	YPL001W
2809	OG0002809	genemark-scaffold_77-processed-gene-0.5-mRNA-1_1&gene=genemark-scaffold_77-processed-gene-0.5&CDS=1-3087	YCR011C
2810	OG0002810	maker-scaffold_78-snap-gene-0.11-mRNA-1_1&gene=maker-scaffold_78-snap-gene-0.11&CDS=1-3972	YNL273W
2811	OG0002811	genemark-scaffold_78-processed-gene-0.8-mRNA-1_1&gene=genemark-scaffold_78-processed-gene-0.8&CDS=1-1464	YEL064C
2812	OG0002812	genemark-scaffold_78-processed-gene-0.9-mRNA-1_1&gene=genemark-scaffold_78-processed-gene-0.9&CDS=1-2001	YNL272C
2813	OG0002813	genemark-scaffold_79-processed-gene-0.3-mRNA-1_1&gene=genemark-scaffold_79-processed-gene-0.3&CDS=1-1602	YML102W
2814	OG0002814	genemark-scaffold_79-processed-gene-0.1-mRNA-1_1&gene=genemark-scaffold_79-processed-gene-0.1&CDS=1-1380	YMR283C
2815	OG0002815	genemark-scaffold_79-processed-gene-0.2-mRNA-1_1&gene=genemark-scaffold_79-processed-gene-0.2&CDS=1-762	YMR263W
2816	OG0002816	genemark-scaffold_79-processed-gene-0.5-mRNA-1_1&gene=genemark-scaffold_79-processed-gene-0.5&CDS=1-990	YMR262W
2817	OG0002817	augustus_masked-scaffold_8-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-scaffold_8-processed-gene-0.2&CDS=1-1386	YNR032W
2818	OG0002818	augustus_masked-scaffold_8-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-scaffold_8-processed-gene-0.3&CDS=1-2238	YNR033W
2819	OG0002819	augustus_masked-scaffold_8-processed-gene-0.21-mRNA-1_1&gene=augustus_masked-scaffold_8-processed-gene-0.21&CDS=1-684	YCR075C
2820	OG0002820	snap_masked-scaffold_8-processed-gene-0.71-mRNA-1_1&gene=snap_masked-scaffold_8-processed-gene-0.71&CDS=1-2481	YCR077C
2821	OG0002821	snap_masked-scaffold_8-processed-gene-0.56-mRNA-1_1&gene=snap_masked-scaffold_8-processed-gene-0.56&CDS=1-417	YNR046W
2822	OG0002822	augustus_masked-scaffold_8-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-scaffold_8-processed-gene-0.7&CDS=1-2877	YCR092C
2823	OG0002823	augustus_masked-scaffold_8-processed-gene-0.24-mRNA-1_1&gene=augustus_masked-scaffold_8-processed-gene-0.24&CDS=1-2898	YCR091W
2824	OG0002824	augustus_masked-scaffold_8-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-scaffold_8-processed-gene-0.8&CDS=1-6525	YCR093W
2825	OG0002825	maker-scaffold_8-snap-gene-0.44-mRNA-1_1&gene=maker-scaffold_8-snap-gene-0.44&CDS=1-645	YDR177W
2826	OG0002826	augustus_masked-scaffold_8-processed-gene-0.25-mRNA-1_1&gene=augustus_masked-scaffold_8-processed-gene-0.25&CDS=1-684	YNR049C
2827	OG0002827	augustus_masked-scaffold_8-processed-gene-0.26-mRNA-1_1&gene=augustus_masked-scaffold_8-processed-gene-0.26&CDS=1-1341	YNR050C
2828	OG0002828	maker-scaffold_8-snap-gene-0.46-mRNA-1_1&gene=maker-scaffold_8-snap-gene-0.46&CDS=1-1548	YCR095C
2829	OG0002829	snap_masked-scaffold_8-processed-gene-0.77-mRNA-1_1&gene=snap_masked-scaffold_8-processed-gene-0.77&CDS=1-1407	YNR052C
2830	OG0002830	maker-scaffold_8-snap-gene-0.48-mRNA-1_1&gene=maker-scaffold_8-snap-gene-0.48&CDS=1-1476	YNR053C
2831	OG0002831	augustus_masked-scaffold_8-processed-gene-0.32-mRNA-1_1&gene=augustus_masked-scaffold_8-processed-gene-0.32&CDS=1-948	YNR054C
2832	OG0002832	augustus_masked-scaffold_8-processed-gene-0.12-mRNA-1_1&gene=augustus_masked-scaffold_8-processed-gene-0.12&CDS=1-789	YDL043C
2833	OG0002833	augustus_masked-scaffold_8-processed-gene-0.34-mRNA-1_1&gene=augustus_masked-scaffold_8-processed-gene-0.34&CDS=1-1323	YOL069W
2834	OG0002834	augustus_masked-scaffold_8-processed-gene-0.35-mRNA-1_1&gene=augustus_masked-scaffold_8-processed-gene-0.35&CDS=1-1467	YNR039C
2835	OG0002835	augustus_masked-scaffold_8-processed-gene-0.36-mRNA-1_1&gene=augustus_masked-scaffold_8-processed-gene-0.36&CDS=1-1950	YNR038W
2836	OG0002836	augustus_masked-scaffold_8-processed-gene-0.37-mRNA-1_1&gene=augustus_masked-scaffold_8-processed-gene-0.37&CDS=1-1386	YCR079W
2837	OG0002837	augustus_masked-scaffold_8-processed-gene-0.38-mRNA-1_1&gene=augustus_masked-scaffold_8-processed-gene-0.38&CDS=1-1863	YDR017C
2838	OG0002838	augustus_masked-scaffold_8-processed-gene-0.16-mRNA-1_1&gene=augustus_masked-scaffold_8-processed-gene-0.16&CDS=1-891	YBR039W
2839	OG0002839	snap_masked-scaffold_8-processed-gene-0.66-mRNA-1_1&gene=snap_masked-scaffold_8-processed-gene-0.66&CDS=1-1128	YBR040W
2840	OG0002840	snap_masked-scaffold_8-processed-gene-0.67-mRNA-1_1&gene=snap_masked-scaffold_8-processed-gene-0.67&CDS=1-2082	YBR041W
2841	OG0002841	augustus_masked-scaffold_8-processed-gene-0.39-mRNA-1_1&gene=augustus_masked-scaffold_8-processed-gene-0.39&CDS=1-1278	YBR042C
2842	OG0002842	snap_masked-scaffold_8-processed-gene-0.88-mRNA-1_1&gene=snap_masked-scaffold_8-processed-gene-0.88&CDS=1-2064	YBR043C
2843	OG0002843	augustus_masked-scaffold_8-processed-gene-0.41-mRNA-1_1&gene=augustus_masked-scaffold_8-processed-gene-0.41&CDS=1-2298	YDR019C
2844	OG0002844	snap_masked-scaffold_8-processed-gene-0.92-mRNA-1_1&gene=snap_masked-scaffold_8-processed-gene-0.92&CDS=1-1827	YBR044C
2845	OG0002845	augustus_masked-scaffold_8-processed-gene-0.20-mRNA-1_1&gene=augustus_masked-scaffold_8-processed-gene-0.20&CDS=1-1386	YDR023W
2846	OG0002846	snap_masked-scaffold_8-processed-gene-1.5-mRNA-1_1&gene=snap_masked-scaffold_8-processed-gene-1.5&CDS=1-1119	YBR046C
2847	OG0002847	augustus_masked-scaffold_8-processed-gene-1.52-mRNA-1_1&gene=augustus_masked-scaffold_8-processed-gene-1.52&CDS=1-3462	YDR027C
2848	OG0002848	maker-scaffold_8-snap-gene-1.2-mRNA-1_1&gene=maker-scaffold_8-snap-gene-1.2&CDS=1-3240	YDR028C
2849	OG0002849	snap_masked-scaffold_8-processed-gene-1.8-mRNA-1_1&gene=snap_masked-scaffold_8-processed-gene-1.8&CDS=1-1005	YDR044W
2850	OG0002850	augustus_masked-scaffold_8-processed-gene-1.67-mRNA-1_1&gene=augustus_masked-scaffold_8-processed-gene-1.67&CDS=1-336	YDR045C
2851	OG0002851	augustus_masked-scaffold_8-processed-gene-1.54-mRNA-1_1&gene=augustus_masked-scaffold_8-processed-gene-1.54&CDS=1-1839	YBR060C
2852	OG0002852	augustus_masked-scaffold_8-processed-gene-1.55-mRNA-1_1&gene=augustus_masked-scaffold_8-processed-gene-1.55&CDS=1-3147	YBR059C
2853	OG0002853	snap_masked-scaffold_8-processed-gene-1.13-mRNA-1_1&gene=snap_masked-scaffold_8-processed-gene-1.13&CDS=1-2676	YDR034C
2854	OG0002854	snap_masked-scaffold_8-processed-gene-1.15-mRNA-1_1&gene=snap_masked-scaffold_8-processed-gene-1.15&CDS=1-1122	YDR035W
2855	OG0002855	augustus_masked-scaffold_8-processed-gene-1.69-mRNA-1_1&gene=augustus_masked-scaffold_8-processed-gene-1.69&CDS=1-1443	YBR057C
2856	OG0002856	augustus_masked-scaffold_8-processed-gene-1.70-mRNA-1_1&gene=augustus_masked-scaffold_8-processed-gene-1.70&CDS=1-2325	YBR058C
2857	OG0002857	snap_masked-scaffold_8-processed-gene-1.31-mRNA-1_1&gene=snap_masked-scaffold_8-processed-gene-1.31&CDS=1-1821	YDR036C
2858	OG0002858	augustus_masked-scaffold_8-processed-gene-1.61-mRNA-1_1&gene=augustus_masked-scaffold_8-processed-gene-1.61&CDS=1-987	YBR053C
2859	OG0002859	augustus_masked-scaffold_8-processed-gene-1.74-mRNA-1_1&gene=augustus_masked-scaffold_8-processed-gene-1.74&CDS=1-1599	YDR037W
2860	OG0002860	snap_masked-scaffold_8-processed-gene-1.20-mRNA-1_1&gene=snap_masked-scaffold_8-processed-gene-1.20&CDS=1-756	YDR050C
2861	OG0002861	augustus_masked-scaffold_8-processed-gene-1.75-mRNA-1_1&gene=augustus_masked-scaffold_8-processed-gene-1.75&CDS=1-681	YBR070C
2862	OG0002862	augustus_masked-scaffold_8-processed-gene-1.63-mRNA-1_1&gene=augustus_masked-scaffold_8-processed-gene-1.63&CDS=1-2745	YBR073W
2863	OG0002863	snap_masked-scaffold_8-processed-gene-1.36-mRNA-1_1&gene=snap_masked-scaffold_8-processed-gene-1.36&CDS=1-1809	YDR049W
2864	OG0002864	augustus_masked-scaffold_8-processed-gene-1.77-mRNA-1_1&gene=augustus_masked-scaffold_8-processed-gene-1.77&CDS=1-1116	YDR047W
2865	OG0002865	augustus_masked-scaffold_8-processed-gene-1.78-mRNA-1_1&gene=augustus_masked-scaffold_8-processed-gene-1.78&CDS=1-504	YHR008C
2866	OG0002866	augustus_masked-scaffold_8-processed-gene-1.79-mRNA-1_1&gene=augustus_masked-scaffold_8-processed-gene-1.79&CDS=1-1008	YHR009C
2867	OG0002867	augustus_masked-scaffold_8-processed-gene-1.80-mRNA-1_1&gene=augustus_masked-scaffold_8-processed-gene-1.80&CDS=1-2289	YDR466W
2868	OG0002868	snap_masked-scaffold_8-processed-gene-1.25-mRNA-1_1&gene=snap_masked-scaffold_8-processed-gene-1.25&CDS=1-240	YMR252C
2869	OG0002869	snap_masked-scaffold_8-processed-gene-2.38-mRNA-1_1&gene=snap_masked-scaffold_8-processed-gene-2.38&CDS=1-1758	YDR242W
2870	OG0002870	augustus_masked-scaffold_8-processed-gene-2.2-mRNA-1_1&gene=augustus_masked-scaffold_8-processed-gene-2.2&CDS=1-3276	YKR064W
2871	OG0002871	augustus_masked-scaffold_8-processed-gene-2.5-mRNA-1_1&gene=augustus_masked-scaffold_8-processed-gene-2.5&CDS=1-1554	YOL124C
2872	OG0002872	augustus_masked-scaffold_8-processed-gene-2.21-mRNA-1_1&gene=augustus_masked-scaffold_8-processed-gene-2.21&CDS=1-1356	YML038C
2873	OG0002873	augustus_masked-scaffold_8-processed-gene-2.22-mRNA-1_1&gene=augustus_masked-scaffold_8-processed-gene-2.22&CDS=1-1599	YHR007C
2874	OG0002874	snap_masked-scaffold_8-processed-gene-2.40-mRNA-1_1&gene=snap_masked-scaffold_8-processed-gene-2.40&CDS=1-1218	YDR346C
2875	OG0002875	augustus_masked-scaffold_8-processed-gene-2.8-mRNA-1_1&gene=augustus_masked-scaffold_8-processed-gene-2.8&CDS=1-816	YBL041W
2876	OG0002876	snap_masked-scaffold_8-processed-gene-2.56-mRNA-1_1&gene=snap_masked-scaffold_8-processed-gene-2.56&CDS=1-657	YBL040C
2877	OG0002877	augustus_masked-scaffold_8-processed-gene-2.25-mRNA-1_1&gene=augustus_masked-scaffold_8-processed-gene-2.25&CDS=1-324	YBR035C
2878	OG0002878	augustus_masked-scaffold_8-processed-gene-2.11-mRNA-1_1&gene=augustus_masked-scaffold_8-processed-gene-2.11&CDS=1-468	YJR104C
2879	OG0002879	augustus_masked-scaffold_8-processed-gene-2.27-mRNA-1_1&gene=augustus_masked-scaffold_8-processed-gene-2.27&CDS=1-1737	YBL039C
2880	OG0002880	augustus_masked-scaffold_8-processed-gene-2.12-mRNA-1_1&gene=augustus_masked-scaffold_8-processed-gene-2.12&CDS=1-714	YJR102C
2881	OG0002881	snap_masked-scaffold_8-processed-gene-2.46-mRNA-1_1&gene=snap_masked-scaffold_8-processed-gene-2.46&CDS=1-792	YEL051W
2882	OG0002882	augustus_masked-scaffold_8-processed-gene-2.28-mRNA-1_1&gene=augustus_masked-scaffold_8-processed-gene-2.28&CDS=1-819	YJR101W
2883	OG0002883	snap_masked-scaffold_8-processed-gene-2.60-mRNA-1_1&gene=snap_masked-scaffold_8-processed-gene-2.60&CDS=1-2700	YGL008C
2884	OG0002884	maker-scaffold_8-augustus-gene-2.1-mRNA-1_1&gene=maker-scaffold_8-augustus-gene-2.1&CDS=1-2130	YDR434W
2885	OG0002885	augustus_masked-scaffold_8-processed-gene-2.14-mRNA-1_1&gene=augustus_masked-scaffold_8-processed-gene-2.14&CDS=1-993	YML014W
2886	OG0002886	augustus_masked-scaffold_8-processed-gene-2.15-mRNA-1_1&gene=augustus_masked-scaffold_8-processed-gene-2.15&CDS=1-1977	YML013W
2887	OG0002887	augustus_masked-scaffold_8-processed-gene-2.31-mRNA-1_1&gene=augustus_masked-scaffold_8-processed-gene-2.31&CDS=1-903	YDR432W
2888	OG0002888	snap_masked-scaffold_8-processed-gene-2.52-mRNA-1_1&gene=snap_masked-scaffold_8-processed-gene-2.52&CDS=1-1407	YDR448W
2889	OG0002889	augustus_masked-scaffold_8-processed-gene-2.34-mRNA-1_1&gene=augustus_masked-scaffold_8-processed-gene-2.34&CDS=1-1386	YDR449C
2890	OG0002890	augustus_masked-scaffold_8-processed-gene-2.18-mRNA-1_1&gene=augustus_masked-scaffold_8-processed-gene-2.18&CDS=1-909	YML025C
2891	OG0002891	snap_masked-scaffold_8-processed-gene-2.54-mRNA-1_1&gene=snap_masked-scaffold_8-processed-gene-2.54&CDS=1-1596	YML020W
2892	OG0002892	maker-scaffold_8-snap-gene-3.53-mRNA-1_1&gene=maker-scaffold_8-snap-gene-3.53&CDS=1-3681	YFR040W
2893	OG0002893	maker-scaffold_8-snap-gene-3.67-mRNA-1_1&gene=maker-scaffold_8-snap-gene-3.67&CDS=1-810	YFR041C
2894	OG0002894	augustus_masked-scaffold_8-processed-gene-3.103-mRNA-1_1&gene=augustus_masked-scaffold_8-processed-gene-3.103&CDS=1-267	YGL220W
2895	OG0002895	snap_masked-scaffold_8-processed-gene-3.8-mRNA-1_1&gene=snap_masked-scaffold_8-processed-gene-3.8&CDS=1-870	YGL221C
2896	OG0002896	maker-scaffold_8-snap-gene-3.55-mRNA-1_1&gene=maker-scaffold_8-snap-gene-3.55&CDS=1-1431	YGL232W
2897	OG0002897	augustus_masked-scaffold_8-processed-gene-3.77-mRNA-1_1&gene=augustus_masked-scaffold_8-processed-gene-3.77&CDS=1-1449	YFR044C
2898	OG0002898	augustus_masked-scaffold_8-processed-gene-3.78-mRNA-1_1&gene=augustus_masked-scaffold_8-processed-gene-3.78&CDS=1-2877	YGL233W
2899	OG0002899	augustus_masked-scaffold_8-processed-gene-3.79-mRNA-1_1&gene=augustus_masked-scaffold_8-processed-gene-3.79&CDS=1-2652	YER033C
2900	OG0002900	augustus_masked-scaffold_8-processed-gene-3.81-mRNA-1_1&gene=augustus_masked-scaffold_8-processed-gene-3.81&CDS=1-1152	YGL212W
2901	OG0002901	maker-scaffold_8-augustus-gene-3.123-mRNA-1_1&gene=maker-scaffold_8-augustus-gene-3.123&CDS=1-345	YGL211W
2902	OG0002902	augustus_masked-scaffold_8-processed-gene-3.107-mRNA-1_1&gene=augustus_masked-scaffold_8-processed-gene-3.107&CDS=1-1011	YGL215W
2903	OG0002903	snap_masked-scaffold_8-processed-gene-3.18-mRNA-1_1&gene=snap_masked-scaffold_8-processed-gene-3.18&CDS=1-642	YOR021C
2904	OG0002904	augustus_masked-scaffold_8-processed-gene-3.108-mRNA-1_1&gene=augustus_masked-scaffold_8-processed-gene-3.108&CDS=1-1254	YDR473C
2905	OG0002905	snap_masked-scaffold_8-processed-gene-3.45-mRNA-1_1&gene=snap_masked-scaffold_8-processed-gene-3.45&CDS=1-2463	YDR338C
2906	OG0002906	augustus_masked-scaffold_8-processed-gene-3.111-mRNA-1_1&gene=augustus_masked-scaffold_8-processed-gene-3.111&CDS=1-3912	YDR334W
2907	OG0002907	augustus_masked-scaffold_8-processed-gene-3.112-mRNA-1_1&gene=augustus_masked-scaffold_8-processed-gene-3.112&CDS=1-1821	YDR477W
2908	OG0002908	snap_masked-scaffold_8-processed-gene-3.48-mRNA-1_1&gene=snap_masked-scaffold_8-processed-gene-3.48&CDS=1-1410	YDR257C
2909	OG0002909	snap_masked-scaffold_8-processed-gene-3.24-mRNA-1_1&gene=snap_masked-scaffold_8-processed-gene-3.24&CDS=1-1671	YOR027W
2910	OG0002910	maker-scaffold_8-snap-gene-3.63-mRNA-1_1&gene=maker-scaffold_8-snap-gene-3.63&CDS=1-1647	YLR321C
2911	OG0002911	augustus_masked-scaffold_8-processed-gene-3.114-mRNA-1_1&gene=augustus_masked-scaffold_8-processed-gene-3.114&CDS=1-726	YLR316C
2912	OG0002912	augustus_masked-scaffold_8-processed-gene-3.115-mRNA-1_1&gene=augustus_masked-scaffold_8-processed-gene-3.115&CDS=1-855	YDR331W
2913	OG0002913	augustus_masked-scaffold_8-processed-gene-3.95-mRNA-1_1&gene=augustus_masked-scaffold_8-processed-gene-3.95&CDS=1-1281	YHR084W
2914	OG0002914	augustus_masked-scaffold_8-processed-gene-3.116-mRNA-1_1&gene=augustus_masked-scaffold_8-processed-gene-3.116&CDS=1-2109	YDR333C
2915	OG0002915	augustus_masked-scaffold_8-processed-gene-3.97-mRNA-1_1&gene=augustus_masked-scaffold_8-processed-gene-3.97&CDS=1-1155	YHR085W
2916	OG0002916	augustus_masked-scaffold_8-processed-gene-3.118-mRNA-1_1&gene=augustus_masked-scaffold_8-processed-gene-3.118&CDS=1-1296	YDR479C
2917	OG0002917	genemark-scaffold_80-processed-gene-0.6-mRNA-1_1&gene=genemark-scaffold_80-processed-gene-0.6&CDS=1-1398	YIL074C
2918	OG0002918	snap_masked-scaffold_81-processed-gene-0.9-mRNA-1_1&gene=snap_masked-scaffold_81-processed-gene-0.9&CDS=1-291	YLL018C-A
2919	OG0002919	genemark-scaffold_81-processed-gene-0.3-mRNA-1_1&gene=genemark-scaffold_81-processed-gene-0.3&CDS=1-1731	YLL018C
2920	OG0002920	genemark-scaffold_82-processed-gene-0.12-mRNA-1_1&gene=genemark-scaffold_82-processed-gene-0.12&CDS=1-456	YMR260C
2921	OG0002921	genemark-scaffold_83-processed-gene-0.8-mRNA-1_1&gene=genemark-scaffold_83-processed-gene-0.8&CDS=1-1809	YPR048W
2922	OG0002922	genemark-scaffold_83-processed-gene-0.9-mRNA-1_1&gene=genemark-scaffold_83-processed-gene-0.9&CDS=1-1380	YPR047W
2923	OG0002923	genemark-scaffold_83-processed-gene-0.6-mRNA-1_1&gene=genemark-scaffold_83-processed-gene-0.6&CDS=1-768	YBL038W
2924	OG0002924	genemark-scaffold_83-processed-gene-0.10-mRNA-1_1&gene=genemark-scaffold_83-processed-gene-0.10&CDS=1-1104	YBR087W
2925	OG0002925	genemark-scaffold_83-processed-gene-0.11-mRNA-1_1&gene=genemark-scaffold_83-processed-gene-0.11&CDS=1-729	YBL036C
2926	OG0002926	genemark-scaffold_84-processed-gene-0.6-mRNA-1_1&gene=genemark-scaffold_84-processed-gene-0.6&CDS=1-5163	YLL040C
2927	OG0002927	maker-scaffold_85-snap-gene-0.0-mRNA-1_1&gene=maker-scaffold_85-snap-gene-0.0&CDS=1-4536	YAL002W
2928	OG0002928	genemark-scaffold_85-processed-gene-0.7-mRNA-1_1&gene=genemark-scaffold_85-processed-gene-0.7&CDS=1-1053	YGL001C
2929	OG0002929	genemark-scaffold_86-processed-gene-0.5-mRNA-1_1&gene=genemark-scaffold_86-processed-gene-0.5&CDS=1-1494	YOR310C
2930	OG0002930	genemark-scaffold_86-processed-gene-0.6-mRNA-1_1&gene=genemark-scaffold_86-processed-gene-0.6&CDS=1-735	YOR311C
2931	OG0002931	genemark-scaffold_86-processed-gene-0.8-mRNA-1_1&gene=genemark-scaffold_86-processed-gene-0.8&CDS=1-870	YOR313C
2932	OG0002932	genemark-scaffold_86-processed-gene-0.9-mRNA-1_1&gene=genemark-scaffold_86-processed-gene-0.9&CDS=1-1497	YMR243C
2933	OG0002933	genemark-scaffold_89-processed-gene-0.10-mRNA-1_1&gene=genemark-scaffold_89-processed-gene-0.10&CDS=1-1806	YNL329C
2934	OG0002934	snap_masked-scaffold_89-processed-gene-0.5-mRNA-1_1&gene=snap_masked-scaffold_89-processed-gene-0.5&CDS=1-990	YNL326C
2935	OG0002935	maker-scaffold_89-snap-gene-0.1-mRNA-1_1&gene=maker-scaffold_89-snap-gene-0.1&CDS=1-864	YLR426W
2936	OG0002936	genemark-scaffold_89-processed-gene-0.9-mRNA-1_1&gene=genemark-scaffold_89-processed-gene-0.9&CDS=1-1329	YNL317W
2937	OG0002937	genemark-scaffold_89-processed-gene-0.12-mRNA-1_1&gene=genemark-scaffold_89-processed-gene-0.12&CDS=1-2256	YOL136C
2938	OG0002938	genemark-scaffold_9-processed-gene-0.41-mRNA-1_1&gene=genemark-scaffold_9-processed-gene-0.41&CDS=1-1098	YOL064C
2939	OG0002939	augustus_masked-scaffold_9-processed-gene-0.25-mRNA-1_1&gene=augustus_masked-scaffold_9-processed-gene-0.25&CDS=1-2631	YLR078C
2940	OG0002940	genemark-scaffold_9-processed-gene-0.60-mRNA-1_1&gene=genemark-scaffold_9-processed-gene-0.60&CDS=1-756	YFL045C
