	OrthologID	Saccharomyces_arboricola	Saccharomyces_cerevisiae
3539	OG0003539	genemark-NC_026184.1-processed-gene-4.57-mRNA-1_1&gene=genemark-NC_026184.1-processed-gene-4.57&CDS=1-705	YNL100W
3540	OG0003540	genemark-NC_026184.1-processed-gene-4.80-mRNA-1_1&gene=genemark-NC_026184.1-processed-gene-4.80&CDS=1-708	YNL099C
3541	OG0003541	maker-NC_026184.1-snap-gene-4.45-mRNA-1_1&gene=maker-NC_026184.1-snap-gene-4.45&CDS=1-570	YNL096C
3542	OG0003542	genemark-NC_026184.1-processed-gene-4.58-mRNA-1_1&gene=genemark-NC_026184.1-processed-gene-4.58&CDS=1-1758	YNL094W
3543	OG0003543	maker-NC_026184.1-snap-gene-4.40-mRNA-1_1&gene=maker-NC_026184.1-snap-gene-4.40&CDS=1-5793	YNL091W
3544	OG0003544	genemark-NC_026184.1-processed-gene-4.62-mRNA-1_1&gene=genemark-NC_026184.1-processed-gene-4.62&CDS=1-4281	YNL088W
3545	OG0003545	genemark-NC_026184.1-processed-gene-4.64-mRNA-1_1&gene=genemark-NC_026184.1-processed-gene-4.64&CDS=1-306	YNL086W
3546	OG0003546	snap_masked-NC_026184.1-processed-gene-4.110-mRNA-1_1&gene=snap_masked-NC_026184.1-processed-gene-4.110&CDS=1-2475	YNL085W
3547	OG0003547	genemark-NC_026184.1-processed-gene-4.82-mRNA-1_1&gene=genemark-NC_026184.1-processed-gene-4.82&CDS=1-1047	YNL084C
3548	OG0003548	augustus_masked-NC_026184.1-processed-gene-4.14-mRNA-1_1&gene=augustus_masked-NC_026184.1-processed-gene-4.14&CDS=1-4188	YNL082W
3549	OG0003549	maker-NC_026184.1-augustus-gene-4.38-mRNA-1_1&gene=maker-NC_026184.1-augustus-gene-4.38&CDS=1-1566	YNL080C
3550	OG0003550	genemark-NC_026184.1-processed-gene-4.85-mRNA-1_1&gene=genemark-NC_026184.1-processed-gene-4.85&CDS=1-597	YNL079C
3551	OG0003551	augustus_masked-NC_026184.1-processed-gene-4.15-mRNA-1_1&gene=augustus_masked-NC_026184.1-processed-gene-4.15&CDS=1-2859	YNL077W
3552	OG0003552	genemark-NC_026184.1-processed-gene-4.70-mRNA-1_1&gene=genemark-NC_026184.1-processed-gene-4.70&CDS=1-1755	YNL076W
3553	OG0003553	genemark-NC_026184.1-processed-gene-4.71-mRNA-1_1&gene=genemark-NC_026184.1-processed-gene-4.71&CDS=1-870	YNL075W
3554	OG0003554	genemark-NC_026184.1-processed-gene-4.86-mRNA-1_1&gene=genemark-NC_026184.1-processed-gene-4.86&CDS=1-1341	YNL074C
3555	OG0003555	maker-NC_026184.1-snap-gene-4.42-mRNA-1_1&gene=maker-NC_026184.1-snap-gene-4.42&CDS=1-2703	YNL073W
3556	OG0003556	genemark-NC_026184.1-processed-gene-4.74-mRNA-1_1&gene=genemark-NC_026184.1-processed-gene-4.74&CDS=1-1434	YNL071W
3557	OG0003557	snap_masked-NC_026184.1-processed-gene-4.124-mRNA-1_1&gene=snap_masked-NC_026184.1-processed-gene-4.124&CDS=1-180	YNL070W
3558	OG0003558	genemark-NC_026184.1-processed-gene-4.88-mRNA-1_1&gene=genemark-NC_026184.1-processed-gene-4.88&CDS=1-2613	YNL068C
3559	OG0003559	genemark-NC_026184.1-processed-gene-5.55-mRNA-1_1&gene=genemark-NC_026184.1-processed-gene-5.55&CDS=1-1686	YNL065W
3560	OG0003560	genemark-NC_026184.1-processed-gene-5.57-mRNA-1_1&gene=genemark-NC_026184.1-processed-gene-5.57&CDS=1-1227	YNL064C
3561	OG0003561	genemark-NC_026184.1-processed-gene-5.56-mRNA-1_1&gene=genemark-NC_026184.1-processed-gene-5.56&CDS=1-942	YNL063W
3562	OG0003562	genemark-NC_026184.1-processed-gene-5.78-mRNA-1_1&gene=genemark-NC_026184.1-processed-gene-5.78&CDS=1-1434	YNL062C
3563	OG0003563	genemark-NC_026184.1-processed-gene-5.58-mRNA-1_1&gene=genemark-NC_026184.1-processed-gene-5.58&CDS=1-1854	YNL061W
3564	OG0003564	genemark-NC_026184.1-processed-gene-5.79-mRNA-1_1&gene=genemark-NC_026184.1-processed-gene-5.79&CDS=1-2265	YNL059C
3565	OG0003565	genemark-NC_026184.1-processed-gene-5.80-mRNA-1_1&gene=genemark-NC_026184.1-processed-gene-5.80&CDS=1-927	YNL058C
3566	OG0003566	snap_masked-NC_026184.1-processed-gene-5.6-mRNA-1_1&gene=snap_masked-NC_026184.1-processed-gene-5.6&CDS=1-714	YNL056W
3567	OG0003567	genemark-NC_026184.1-processed-gene-5.81-mRNA-1_1&gene=genemark-NC_026184.1-processed-gene-5.81&CDS=1-849	YNL055C
3568	OG0003568	augustus_masked-NC_026184.1-processed-gene-5.104-mRNA-1_1&gene=augustus_masked-NC_026184.1-processed-gene-5.104&CDS=1-5019	YNL054W
3569	OG0003569	genemark-NC_026184.1-processed-gene-5.62-mRNA-1_1&gene=genemark-NC_026184.1-processed-gene-5.62&CDS=1-459	YNL052W
3570	OG0003570	genemark-NC_026184.1-processed-gene-5.63-mRNA-1_1&gene=genemark-NC_026184.1-processed-gene-5.63&CDS=1-1194	YNL051W
3571	OG0003571	snap_masked-NC_026184.1-processed-gene-5.28-mRNA-1_1&gene=snap_masked-NC_026184.1-processed-gene-5.28&CDS=1-810	YNL050C
3572	OG0003572	genemark-NC_026184.1-processed-gene-5.64-mRNA-1_1&gene=genemark-NC_026184.1-processed-gene-5.64&CDS=1-1644	YNL048W
3573	OG0003573	augustus_masked-NC_026184.1-processed-gene-5.108-mRNA-1_1&gene=augustus_masked-NC_026184.1-processed-gene-5.108&CDS=1-2784	YNL045W
3574	OG0003574	genemark-NC_026184.1-processed-gene-5.68-mRNA-1_1&gene=genemark-NC_026184.1-processed-gene-5.68&CDS=1-1185	YNL042W
3575	OG0003575	genemark-NC_026184.1-processed-gene-5.85-mRNA-1_1&gene=genemark-NC_026184.1-processed-gene-5.85&CDS=1-2517	YNL041C
3576	OG0003576	genemark-NC_026184.1-processed-gene-5.86-mRNA-1_1&gene=genemark-NC_026184.1-processed-gene-5.86&CDS=1-663	YNL036W
3577	OG0003577	genemark-NC_026184.1-processed-gene-5.69-mRNA-1_1&gene=genemark-NC_026184.1-processed-gene-5.69&CDS=1-1080	YNL037C
3578	OG0003578	augustus_masked-NC_026184.1-processed-gene-5.124-mRNA-1_1&gene=augustus_masked-NC_026184.1-processed-gene-5.124&CDS=1-603	YNL038W
3579	OG0003579	genemark-NC_026184.1-processed-gene-5.88-mRNA-1_1&gene=genemark-NC_026184.1-processed-gene-5.88&CDS=1-1764	YNL039W
3580	OG0003580	genemark-NC_026184.1-processed-gene-5.89-mRNA-1_1&gene=genemark-NC_026184.1-processed-gene-5.89&CDS=1-1356	YNL040W
3581	OG0003581	genemark-NC_026184.1-processed-gene-5.72-mRNA-1_1&gene=genemark-NC_026184.1-processed-gene-5.72&CDS=1-843	YNL032W
3582	OG0003582	augustus_masked-NC_026184.1-processed-gene-5.114-mRNA-1_1&gene=augustus_masked-NC_026184.1-processed-gene-5.114&CDS=1-3408	YNL026W
3583	OG0003583	genemark-NC_026184.1-processed-gene-5.92-mRNA-1_1&gene=genemark-NC_026184.1-processed-gene-5.92&CDS=1-969	YNL025C
3584	OG0003584	genemark-NC_026184.1-processed-gene-5.93-mRNA-1_1&gene=genemark-NC_026184.1-processed-gene-5.93&CDS=1-759	YNL024C
3585	OG0003585	snap_masked-NC_026184.1-processed-gene-5.41-mRNA-1_1&gene=snap_masked-NC_026184.1-processed-gene-5.41&CDS=1-2901	YNL023C
3586	OG0003586	genemark-NC_026184.1-processed-gene-5.95-mRNA-1_1&gene=genemark-NC_026184.1-processed-gene-5.95&CDS=1-1485	YNL022C
3587	OG0003587	genemark-NC_026184.1-processed-gene-5.76-mRNA-1_1&gene=genemark-NC_026184.1-processed-gene-5.76&CDS=1-2115	YNL021W
3588	OG0003588	genemark-NC_026184.1-processed-gene-5.96-mRNA-1_1&gene=genemark-NC_026184.1-processed-gene-5.96&CDS=1-1929	YNL020C
3589	OG0003589	genemark-NC_026184.1-processed-gene-5.77-mRNA-1_1&gene=genemark-NC_026184.1-processed-gene-5.77&CDS=1-1398	YNL016W
3590	OG0003590	snap_masked-NC_026184.1-processed-gene-6.166-mRNA-1_1&gene=snap_masked-NC_026184.1-processed-gene-6.166&CDS=1-225	YNL015W
3591	OG0003591	genemark-NC_026184.1-processed-gene-6.18-mRNA-1_1&gene=genemark-NC_026184.1-processed-gene-6.18&CDS=1-1338	YNL011C
3592	OG0003592	genemark-NC_026184.1-processed-gene-6.15-mRNA-1_1&gene=genemark-NC_026184.1-processed-gene-6.15&CDS=1-723	YNL010W
3593	OG0003593	genemark-NC_026184.1-processed-gene-6.19-mRNA-1_1&gene=genemark-NC_026184.1-processed-gene-6.19&CDS=1-2028	YNL008C
3594	OG0003594	genemark-NC_026184.1-processed-gene-6.20-mRNA-1_1&gene=genemark-NC_026184.1-processed-gene-6.20&CDS=1-1101	YNL007C
3595	OG0003595	genemark-NC_026184.1-processed-gene-6.17-mRNA-1_1&gene=genemark-NC_026184.1-processed-gene-6.17&CDS=1-909	YNL006W
3596	OG0003596	genemark-NC_026184.1-processed-gene-6.21-mRNA-1_1&gene=genemark-NC_026184.1-processed-gene-6.21&CDS=1-1113	YNL005C
3597	OG0003597	snap_masked-NC_026184.1-processed-gene-6.175-mRNA-1_1&gene=snap_masked-NC_026184.1-processed-gene-6.175&CDS=1-1362	YNL004W
3598	OG0003598	maker-NC_026184.1-augustus-gene-6.11-mRNA-1_1&gene=maker-NC_026184.1-augustus-gene-6.11&CDS=1-1833	YNL003C
3599	OG0003599	genemark-NC_026184.1-processed-gene-6.23-mRNA-1_1&gene=genemark-NC_026184.1-processed-gene-6.23&CDS=1-1173	YNL001W
3600	OG0003600	genemark-NC_026184.1-processed-gene-6.66-mRNA-1_1&gene=genemark-NC_026184.1-processed-gene-6.66&CDS=1-951	YNR003C
3601	OG0003601	genemark-NC_026184.1-processed-gene-6.24-mRNA-1_1&gene=genemark-NC_026184.1-processed-gene-6.24&CDS=1-435	YNR004W
3602	OG0003602	genemark-NC_026184.1-processed-gene-6.25-mRNA-1_1&gene=genemark-NC_026184.1-processed-gene-6.25&CDS=1-1914	YNR006W
3603	OG0003603	genemark-NC_026184.1-processed-gene-6.67-mRNA-1_1&gene=genemark-NC_026184.1-processed-gene-6.67&CDS=1-930	YNR007C
3604	OG0003604	maker-NC_026184.1-augustus-gene-6.9-mRNA-1_1&gene=maker-NC_026184.1-augustus-gene-6.9&CDS=1-3090	YNR008W
3605	OG0003605	genemark-NC_026184.1-processed-gene-6.68-mRNA-1_1&gene=genemark-NC_026184.1-processed-gene-6.68&CDS=1-2661	YNR011C
3606	OG0003606	genemark-NC_026184.1-processed-gene-6.29-mRNA-1_1&gene=genemark-NC_026184.1-processed-gene-6.29&CDS=1-1503	YNR012W
3607	OG0003607	genemark-NC_026184.1-processed-gene-6.69-mRNA-1_1&gene=genemark-NC_026184.1-processed-gene-6.69&CDS=1-2685	YNR013C
3608	OG0003608	augustus_masked-NC_026184.1-processed-gene-6.110-mRNA-1_1&gene=augustus_masked-NC_026184.1-processed-gene-6.110&CDS=1-1764	YNR015W
3609	OG0003609	genemark-NC_026184.1-processed-gene-6.32-mRNA-1_1&gene=genemark-NC_026184.1-processed-gene-6.32&CDS=1-687	YNR017W
3610	OG0003610	genemark-NC_026184.1-processed-gene-6.33-mRNA-1_1&gene=genemark-NC_026184.1-processed-gene-6.33&CDS=1-672	YNR018W
3611	OG0003611	genemark-NC_026184.1-processed-gene-6.34-mRNA-1_1&gene=genemark-NC_026184.1-processed-gene-6.34&CDS=1-1956	YNR019W
3612	OG0003612	genemark-NC_026184.1-processed-gene-6.71-mRNA-1_1&gene=genemark-NC_026184.1-processed-gene-6.71&CDS=1-681	YNR020C
3613	OG0003613	genemark-NC_026184.1-processed-gene-6.35-mRNA-1_1&gene=genemark-NC_026184.1-processed-gene-6.35&CDS=1-1212	YNR021W
3614	OG0003614	genemark-NC_026184.1-processed-gene-6.72-mRNA-1_1&gene=genemark-NC_026184.1-processed-gene-6.72&CDS=1-417	YNR022C
3615	OG0003615	augustus_masked-NC_026184.1-processed-gene-6.115-mRNA-1_1&gene=augustus_masked-NC_026184.1-processed-gene-6.115&CDS=1-2199	YNR023W
3616	OG0003616	genemark-NC_026184.1-processed-gene-6.73-mRNA-1_1&gene=genemark-NC_026184.1-processed-gene-6.73&CDS=1-1413	YNR026C
3617	OG0003617	augustus_masked-NC_026184.1-processed-gene-6.116-mRNA-1_1&gene=augustus_masked-NC_026184.1-processed-gene-6.116&CDS=1-1725	YNR027W
3618	OG0003618	genemark-NC_026184.1-processed-gene-6.74-mRNA-1_1&gene=genemark-NC_026184.1-processed-gene-6.74&CDS=1-1287	YNR029C
3619	OG0003619	genemark-NC_026184.1-processed-gene-6.40-mRNA-1_1&gene=genemark-NC_026184.1-processed-gene-6.40&CDS=1-1653	YNR030W
3620	OG0003620	genemark-NC_026184.1-processed-gene-6.41-mRNA-1_1&gene=genemark-NC_026184.1-processed-gene-6.41&CDS=1-1104	YNR032W
3621	OG0003621	snap_masked-NC_026184.1-processed-gene-6.229-mRNA-1_1&gene=snap_masked-NC_026184.1-processed-gene-6.229&CDS=1-219	YNR032C-A
3622	OG0003622	genemark-NC_026184.1-processed-gene-6.42-mRNA-1_1&gene=genemark-NC_026184.1-processed-gene-6.42&CDS=1-2364	YNR033W
3623	OG0003623	augustus_masked-NC_026184.1-processed-gene-6.150-mRNA-1_1&gene=augustus_masked-NC_026184.1-processed-gene-6.150&CDS=1-744	YNR036C
3624	OG0003624	genemark-NC_026184.1-processed-gene-6.44-mRNA-1_1&gene=genemark-NC_026184.1-processed-gene-6.44&CDS=1-1905	YNR038W
3625	OG0003625	genemark-NC_026184.1-processed-gene-6.77-mRNA-1_1&gene=genemark-NC_026184.1-processed-gene-6.77&CDS=1-1812	YNR039C
3626	OG0003626	genemark-NC_026184.1-processed-gene-6.45-mRNA-1_1&gene=genemark-NC_026184.1-processed-gene-6.45&CDS=1-759	YNR040W
3627	OG0003627	genemark-NC_026184.1-processed-gene-6.78-mRNA-1_1&gene=genemark-NC_026184.1-processed-gene-6.78&CDS=1-1104	YNR041C
3628	OG0003628	genemark-NC_026184.1-processed-gene-6.46-mRNA-1_1&gene=genemark-NC_026184.1-processed-gene-6.46&CDS=1-1188	YNR043W
3629	OG0003629	augustus_masked-NC_026184.1-processed-gene-6.125-mRNA-1_1&gene=augustus_masked-NC_026184.1-processed-gene-6.125&CDS=1-1722	YNR045W
3630	OG0003630	genemark-NC_026184.1-processed-gene-6.51-mRNA-1_1&gene=genemark-NC_026184.1-processed-gene-6.51&CDS=1-1182	YNR048W
3631	OG0003631	genemark-NC_026184.1-processed-gene-6.79-mRNA-1_1&gene=genemark-NC_026184.1-processed-gene-6.79&CDS=1-627	YNR049C
3632	OG0003632	genemark-NC_026184.1-processed-gene-6.80-mRNA-1_1&gene=genemark-NC_026184.1-processed-gene-6.80&CDS=1-1338	YNR050C
3633	OG0003633	genemark-NC_026184.1-processed-gene-6.81-mRNA-1_1&gene=genemark-NC_026184.1-processed-gene-6.81&CDS=1-1557	YNR051C
3634	OG0003634	genemark-NC_026184.1-processed-gene-6.82-mRNA-1_1&gene=genemark-NC_026184.1-processed-gene-6.82&CDS=1-1323	YNR052C
3635	OG0003635	maker-NC_026184.1-augustus-gene-6.12-mRNA-1_1&gene=maker-NC_026184.1-augustus-gene-6.12&CDS=1-2433	YNR053C
3636	OG0003636	snap_masked-NC_026184.1-processed-gene-6.240-mRNA-1_1&gene=snap_masked-NC_026184.1-processed-gene-6.240&CDS=1-1758	YNR055C
3637	OG0003637	maker-NC_026184.1-augustus-gene-6.13-mRNA-1_1&gene=maker-NC_026184.1-augustus-gene-6.13&CDS=1-2391	YNR056C
3638	OG0003638	genemark-NC_026184.1-processed-gene-6.53-mRNA-1_1&gene=genemark-NC_026184.1-processed-gene-6.53&CDS=1-1440	YNR058W
3639	OG0003639	genemark-NC_026184.1-processed-gene-6.87-mRNA-1_1&gene=genemark-NC_026184.1-processed-gene-6.87&CDS=1-912	YNR062C
3640	OG0003640	genemark-NC_026184.1-processed-gene-6.56-mRNA-1_1&gene=genemark-NC_026184.1-processed-gene-6.56&CDS=1-1257	YNR063W
3641	OG0003641	genemark-NC_026184.1-processed-gene-6.88-mRNA-1_1&gene=genemark-NC_026184.1-processed-gene-6.88&CDS=1-879	YNR064C
3642	OG0003642	snap_masked-NC_026184.1-processed-gene-6.246-mRNA-1_1&gene=snap_masked-NC_026184.1-processed-gene-6.246&CDS=1-3180	YNR067C
3643	OG0003643	maker-NC_026184.1-snap-gene-6.4-mRNA-1_1&gene=maker-NC_026184.1-snap-gene-6.4&CDS=1-2646	YNR069C
3644	OG0003644	genemark-NC_026184.1-processed-gene-6.91-mRNA-1_1&gene=genemark-NC_026184.1-processed-gene-6.91&CDS=1-1134	YNR074C
3645	OG0003645	genemark-NC_026184.1-processed-gene-6.93-mRNA-1_1&gene=genemark-NC_026184.1-processed-gene-6.93&CDS=1-693	YEL072W
3646	OG0003646	genemark-NC_026184.1-processed-gene-6.94-mRNA-1_1&gene=genemark-NC_026184.1-processed-gene-6.94&CDS=1-333	YEL073C
3647	OG0003647	genemark-NC_026185.1-processed-gene-0.46-mRNA-1_1&gene=genemark-NC_026185.1-processed-gene-0.46&CDS=1-747	YOL154W
3648	OG0003648	genemark-NC_026185.1-processed-gene-0.47-mRNA-1_1&gene=genemark-NC_026185.1-processed-gene-0.47&CDS=1-1026	YOL151W
3649	OG0003649	genemark-NC_026185.1-processed-gene-0.48-mRNA-1_1&gene=genemark-NC_026185.1-processed-gene-0.48&CDS=1-699	YOL149W
3650	OG0003650	genemark-NC_026185.1-processed-gene-0.71-mRNA-1_1&gene=genemark-NC_026185.1-processed-gene-0.71&CDS=1-1926	YOL148C
3651	OG0003651	genemark-NC_026185.1-processed-gene-0.72-mRNA-1_1&gene=genemark-NC_026185.1-processed-gene-0.72&CDS=1-708	YOL147C
3652	OG0003652	genemark-NC_026185.1-processed-gene-0.49-mRNA-1_1&gene=genemark-NC_026185.1-processed-gene-0.49&CDS=1-582	YOL146W
3653	OG0003653	genemark-NC_026185.1-processed-gene-0.73-mRNA-1_1&gene=genemark-NC_026185.1-processed-gene-0.73&CDS=1-3225	YOL145C
3654	OG0003654	genemark-NC_026185.1-processed-gene-0.50-mRNA-1_1&gene=genemark-NC_026185.1-processed-gene-0.50&CDS=1-1458	YOL144W
3655	OG0003655	genemark-NC_026185.1-processed-gene-0.74-mRNA-1_1&gene=genemark-NC_026185.1-processed-gene-0.74&CDS=1-507	YOL143C
3656	OG0003656	augustus_masked-NC_026185.1-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-NC_026185.1-processed-gene-0.5&CDS=1-2787	YOL141W
3657	OG0003657	genemark-NC_026185.1-processed-gene-0.53-mRNA-1_1&gene=genemark-NC_026185.1-processed-gene-0.53&CDS=1-1269	YOL140W
3658	OG0003658	maker-NC_026185.1-augustus-gene-0.43-mRNA-1_1&gene=maker-NC_026185.1-augustus-gene-0.43&CDS=1-4650	YOL138C
3659	OG0003659	genemark-NC_026185.1-processed-gene-0.54-mRNA-1_1&gene=genemark-NC_026185.1-processed-gene-0.54&CDS=1-1491	YOL137W
3660	OG0003660	genemark-NC_026185.1-processed-gene-0.77-mRNA-1_1&gene=genemark-NC_026185.1-processed-gene-0.77&CDS=1-1182	YOL136C
3661	OG0003661	genemark-NC_026185.1-processed-gene-0.78-mRNA-1_1&gene=genemark-NC_026185.1-processed-gene-0.78&CDS=1-696	YOL135C
3662	OG0003662	genemark-NC_026185.1-processed-gene-0.55-mRNA-1_1&gene=genemark-NC_026185.1-processed-gene-0.55&CDS=1-363	YOL133W
3663	OG0003663	genemark-NC_026185.1-processed-gene-0.56-mRNA-1_1&gene=genemark-NC_026185.1-processed-gene-0.56&CDS=1-1692	YOL132W
3664	OG0003664	snap_masked-NC_026185.1-processed-gene-0.103-mRNA-1_1&gene=snap_masked-NC_026185.1-processed-gene-0.103&CDS=1-552	YOL129W
3665	OG0003665	genemark-NC_026185.1-processed-gene-0.79-mRNA-1_1&gene=genemark-NC_026185.1-processed-gene-0.79&CDS=1-1131	YOL128C
3666	OG0003666	snap_masked-NC_026185.1-processed-gene-0.104-mRNA-1_1&gene=snap_masked-NC_026185.1-processed-gene-0.104&CDS=1-426	YOL127W
3667	OG0003667	genemark-NC_026185.1-processed-gene-0.80-mRNA-1_1&gene=genemark-NC_026185.1-processed-gene-0.80&CDS=1-1125	YOL126C
3668	OG0003668	genemark-NC_026185.1-processed-gene-0.59-mRNA-1_1&gene=genemark-NC_026185.1-processed-gene-0.59&CDS=1-1422	YOL125W
3669	OG0003669	genemark-NC_026185.1-processed-gene-0.81-mRNA-1_1&gene=genemark-NC_026185.1-processed-gene-0.81&CDS=1-1299	YOL124C
3670	OG0003670	genemark-NC_026185.1-processed-gene-0.60-mRNA-1_1&gene=genemark-NC_026185.1-processed-gene-0.60&CDS=1-1620	YOL123W
3671	OG0003671	genemark-NC_026185.1-processed-gene-0.82-mRNA-1_1&gene=genemark-NC_026185.1-processed-gene-0.82&CDS=1-1749	YOL122C
3672	OG0003672	snap_masked-NC_026185.1-processed-gene-0.132-mRNA-1_1&gene=snap_masked-NC_026185.1-processed-gene-0.132&CDS=1-1503	YOL119C
3673	OG0003673	genemark-NC_026185.1-processed-gene-0.61-mRNA-1_1&gene=genemark-NC_026185.1-processed-gene-0.61&CDS=1-1932	YOL117W
3674	OG0003674	genemark-NC_026185.1-processed-gene-0.62-mRNA-1_1&gene=genemark-NC_026185.1-processed-gene-0.62&CDS=1-1137	YOL116W
3675	OG0003675	snap_masked-NC_026185.1-processed-gene-0.133-mRNA-1_1&gene=snap_masked-NC_026185.1-processed-gene-0.133&CDS=1-300	YOL114C
3676	OG0003676	genemark-NC_026185.1-processed-gene-0.64-mRNA-1_1&gene=genemark-NC_026185.1-processed-gene-0.64&CDS=1-1968	YOL113W
3677	OG0003677	snap_masked-NC_026185.1-processed-gene-0.111-mRNA-1_1&gene=snap_masked-NC_026185.1-processed-gene-0.111&CDS=1-1473	YOL112W
3678	OG0003678	genemark-NC_026185.1-processed-gene-0.84-mRNA-1_1&gene=genemark-NC_026185.1-processed-gene-0.84&CDS=1-642	YOL111C
3679	OG0003679	genemark-NC_026185.1-processed-gene-0.66-mRNA-1_1&gene=genemark-NC_026185.1-processed-gene-0.66&CDS=1-738	YOL110W
3680	OG0003680	genemark-NC_026185.1-processed-gene-0.85-mRNA-1_1&gene=genemark-NC_026185.1-processed-gene-0.85&CDS=1-462	YOL108C
3681	OG0003681	genemark-NC_026185.1-processed-gene-0.68-mRNA-1_1&gene=genemark-NC_026185.1-processed-gene-0.68&CDS=1-1026	YOL107W
3682	OG0003682	maker-NC_026185.1-snap-gene-0.41-mRNA-1_1&gene=maker-NC_026185.1-snap-gene-0.41&CDS=1-1497	YOL105C
3683	OG0003683	genemark-NC_026185.1-processed-gene-0.87-mRNA-1_1&gene=genemark-NC_026185.1-processed-gene-0.87&CDS=1-1056	YOL104C
3684	OG0003684	augustus_masked-NC_026185.1-processed-gene-1.58-mRNA-1_1&gene=augustus_masked-NC_026185.1-processed-gene-1.58&CDS=1-1521	YOL101C
3685	OG0003685	genemark-NC_026185.1-processed-gene-1.1-mRNA-1_1&gene=genemark-NC_026185.1-processed-gene-1.1&CDS=1-3258	YOL100W
3686	OG0003686	snap_masked-NC_026185.1-processed-gene-1.94-mRNA-1_1&gene=snap_masked-NC_026185.1-processed-gene-1.94&CDS=1-3444	YOL098C
3687	OG0003687	augustus_masked-NC_026185.1-processed-gene-1.75-mRNA-1_1&gene=augustus_masked-NC_026185.1-processed-gene-1.75&CDS=1-4305	YOL095C
3688	OG0003688	genemark-NC_026185.1-processed-gene-1.27-mRNA-1_1&gene=genemark-NC_026185.1-processed-gene-1.27&CDS=1-969	YOL094C
3689	OG0003689	genemark-NC_026185.1-processed-gene-1.5-mRNA-1_1&gene=genemark-NC_026185.1-processed-gene-1.5&CDS=1-879	YOL093W
3690	OG0003690	augustus_masked-NC_026185.1-processed-gene-1.61-mRNA-1_1&gene=augustus_masked-NC_026185.1-processed-gene-1.61&CDS=1-5409	YOL090W
3691	OG0003691	genemark-NC_026185.1-processed-gene-1.28-mRNA-1_1&gene=genemark-NC_026185.1-processed-gene-1.28&CDS=1-3096	YOL089C
3692	OG0003692	augustus_masked-NC_026185.1-processed-gene-1.78-mRNA-1_1&gene=augustus_masked-NC_026185.1-processed-gene-1.78&CDS=1-4104	YOL087C
3693	OG0003693	augustus_masked-NC_026185.1-processed-gene-1.62-mRNA-1_1&gene=augustus_masked-NC_026185.1-processed-gene-1.62&CDS=1-273	YOL086W-A
3694	OG0003694	maker-NC_026185.1-augustus-gene-1.51-mRNA-1_1&gene=maker-NC_026185.1-augustus-gene-1.51&CDS=1-4269	YOL084W
3695	OG0003695	genemark-NC_026185.1-processed-gene-1.12-mRNA-1_1&gene=genemark-NC_026185.1-processed-gene-1.12&CDS=1-1269	YOL082W
3696	OG0003696	genemark-NC_026185.1-processed-gene-1.32-mRNA-1_1&gene=genemark-NC_026185.1-processed-gene-1.32&CDS=1-864	YOL080C
3697	OG0003697	genemark-NC_026185.1-processed-gene-1.14-mRNA-1_1&gene=genemark-NC_026185.1-processed-gene-1.14&CDS=1-3600	YOL078W
3698	OG0003698	genemark-NC_026185.1-processed-gene-1.33-mRNA-1_1&gene=genemark-NC_026185.1-processed-gene-1.33&CDS=1-873	YOL077C
3699	OG0003699	genemark-NC_026185.1-processed-gene-1.15-mRNA-1_1&gene=genemark-NC_026185.1-processed-gene-1.15&CDS=1-2388	YOL076W
3700	OG0003700	augustus_masked-NC_026185.1-processed-gene-1.82-mRNA-1_1&gene=augustus_masked-NC_026185.1-processed-gene-1.82&CDS=1-4812	YOL075C
3701	OG0003701	snap_masked-NC_026185.1-processed-gene-1.106-mRNA-1_1&gene=snap_masked-NC_026185.1-processed-gene-1.106&CDS=1-1713	YOL072W
3702	OG0003702	genemark-NC_026185.1-processed-gene-1.36-mRNA-1_1&gene=genemark-NC_026185.1-processed-gene-1.36&CDS=1-1524	YOL070C
3703	OG0003703	genemark-NC_026185.1-processed-gene-1.18-mRNA-1_1&gene=genemark-NC_026185.1-processed-gene-1.18&CDS=1-1353	YOL069W
3704	OG0003704	genemark-NC_026185.1-processed-gene-1.40-mRNA-1_1&gene=genemark-NC_026185.1-processed-gene-1.40&CDS=1-1152	YOL065C
3705	OG0003705	genemark-NC_026185.1-processed-gene-1.41-mRNA-1_1&gene=genemark-NC_026185.1-processed-gene-1.41&CDS=1-1071	YOL064C
3706	OG0003706	genemark-NC_026185.1-processed-gene-1.42-mRNA-1_1&gene=genemark-NC_026185.1-processed-gene-1.42&CDS=1-4281	YOL063C
3707	OG0003707	genemark-NC_026185.1-processed-gene-1.19-mRNA-1_1&gene=genemark-NC_026185.1-processed-gene-1.19&CDS=1-1488	YOL061W
3708	OG0003708	genemark-NC_026185.1-processed-gene-1.43-mRNA-1_1&gene=genemark-NC_026185.1-processed-gene-1.43&CDS=1-2136	YOL060C
