	OrthologID	Eremothecium_coryli	Saccharomyces_cerevisiae
3498	OG0003498	maker-AZAH01000011.1-augustus-gene-1.4-mRNA-1_1&gene=maker-AZAH01000011.1-augustus-gene-1.4&CDS=1-2643	YJL062W
3499	OG0003499	snap_masked-AZAH01000011.1-processed-gene-1.257-mRNA-1_1&gene=snap_masked-AZAH01000011.1-processed-gene-1.257&CDS=1-1164	YBR267W
3500	OG0003500	snap_masked-AZAH01000011.1-processed-gene-1.258-mRNA-1_1&gene=snap_masked-AZAH01000011.1-processed-gene-1.258&CDS=1-948	YBR265W
3501	OG0003501	snap_masked-AZAH01000011.1-processed-gene-1.259-mRNA-1_1&gene=snap_masked-AZAH01000011.1-processed-gene-1.259&CDS=1-261	YJL062W-A
3502	OG0003502	snap_masked-AZAH01000011.1-processed-gene-1.216-mRNA-1_1&gene=snap_masked-AZAH01000011.1-processed-gene-1.216&CDS=1-705	YJL063C
3503	OG0003503	snap_masked-AZAH01000011.1-processed-gene-1.260-mRNA-1_1&gene=snap_masked-AZAH01000011.1-processed-gene-1.260&CDS=1-2412	YBR276C
3504	OG0003504	snap_masked-AZAH01000011.1-processed-gene-1.218-mRNA-1_1&gene=snap_masked-AZAH01000011.1-processed-gene-1.218&CDS=1-648	YBR278W
3505	OG0003505	augustus_masked-AZAH01000011.1-processed-gene-1.43-mRNA-1_1&gene=augustus_masked-AZAH01000011.1-processed-gene-1.43&CDS=1-936	YJL066C
3506	OG0003506	snap_masked-AZAH01000011.1-processed-gene-1.220-mRNA-1_1&gene=snap_masked-AZAH01000011.1-processed-gene-1.220&CDS=1-1266	YBR279W
3507	OG0003507	snap_masked-AZAH01000011.1-processed-gene-1.221-mRNA-1_1&gene=snap_masked-AZAH01000011.1-processed-gene-1.221&CDS=1-903	YJL068C
3508	OG0003508	snap_masked-AZAH01000011.1-processed-gene-1.261-mRNA-1_1&gene=snap_masked-AZAH01000011.1-processed-gene-1.261&CDS=1-1776	YBR280C
3509	OG0003509	augustus_masked-AZAH01000011.1-processed-gene-1.84-mRNA-1_1&gene=augustus_masked-AZAH01000011.1-processed-gene-1.84&CDS=1-2622	YBR281C
3510	OG0003510	snap_masked-AZAH01000011.1-processed-gene-1.222-mRNA-1_1&gene=snap_masked-AZAH01000011.1-processed-gene-1.222&CDS=1-1710	YJL069C
3511	OG0003511	snap_masked-AZAH01000011.1-processed-gene-1.223-mRNA-1_1&gene=snap_masked-AZAH01000011.1-processed-gene-1.223&CDS=1-435	YBR282W
3512	OG0003512	augustus_masked-AZAH01000011.1-processed-gene-1.48-mRNA-1_1&gene=augustus_masked-AZAH01000011.1-processed-gene-1.48&CDS=1-2340	YJL047C
3513	OG0003513	snap_masked-AZAH01000011.1-processed-gene-1.263-mRNA-1_1&gene=snap_masked-AZAH01000011.1-processed-gene-1.263&CDS=1-1998	YBR260C
3514	OG0003514	snap_masked-AZAH01000011.1-processed-gene-1.264-mRNA-1_1&gene=snap_masked-AZAH01000011.1-processed-gene-1.264&CDS=1-690	YBR261C
3515	OG0003515	snap_masked-AZAH01000011.1-processed-gene-1.265-mRNA-1_1&gene=snap_masked-AZAH01000011.1-processed-gene-1.265&CDS=1-282	YBR262C
3516	OG0003516	augustus_masked-AZAH01000011.1-processed-gene-1.49-mRNA-1_1&gene=augustus_masked-AZAH01000011.1-processed-gene-1.49&CDS=1-1470	YBR283C
3517	OG0003517	augustus_masked-AZAH01000011.1-processed-gene-1.50-mRNA-1_1&gene=augustus_masked-AZAH01000011.1-processed-gene-1.50&CDS=1-381	YBR258C
3518	OG0003518	snap_masked-AZAH01000011.1-processed-gene-1.267-mRNA-1_1&gene=snap_masked-AZAH01000011.1-processed-gene-1.267&CDS=1-807	YBR257W
3519	OG0003519	snap_masked-AZAH01000011.1-processed-gene-1.227-mRNA-1_1&gene=snap_masked-AZAH01000011.1-processed-gene-1.227&CDS=1-1194	YJL046W
3520	OG0003520	snap_masked-AZAH01000011.1-processed-gene-1.268-mRNA-1_1&gene=snap_masked-AZAH01000011.1-processed-gene-1.268&CDS=1-1914	YFR029W
3521	OG0003521	snap_masked-AZAH01000011.1-processed-gene-1.229-mRNA-1_1&gene=snap_masked-AZAH01000011.1-processed-gene-1.229&CDS=1-2757	YFR013W
3522	OG0003522	snap_masked-AZAH01000012.1-processed-gene-0.3-mRNA-1_1&gene=snap_masked-AZAH01000012.1-processed-gene-0.3&CDS=1-1287	YKL106W
3523	OG0003523	snap_masked-AZAH01000012.1-processed-gene-0.24-mRNA-1_1&gene=snap_masked-AZAH01000012.1-processed-gene-0.24&CDS=1-2115	YKL104C
3524	OG0003524	snap_masked-AZAH01000012.1-processed-gene-0.25-mRNA-1_1&gene=snap_masked-AZAH01000012.1-processed-gene-0.25&CDS=1-1536	YKL103C
3525	OG0003525	augustus_masked-AZAH01000012.1-processed-gene-0.53-mRNA-1_1&gene=augustus_masked-AZAH01000012.1-processed-gene-0.53&CDS=1-855	YKL098W
3526	OG0003526	augustus_masked-AZAH01000012.1-processed-gene-0.54-mRNA-1_1&gene=augustus_masked-AZAH01000012.1-processed-gene-0.54&CDS=1-1836	YMR106C
3527	OG0003527	snap_masked-AZAH01000012.1-processed-gene-0.7-mRNA-1_1&gene=snap_masked-AZAH01000012.1-processed-gene-0.7&CDS=1-1704	YMR105C
3528	OG0003528	genemark-AZAH01000012.1-processed-gene-0.97-mRNA-1_1&gene=genemark-AZAH01000012.1-processed-gene-0.97&CDS=1-2172	YKL126W
3529	OG0003529	genemark-AZAH01000012.1-processed-gene-0.98-mRNA-1_1&gene=genemark-AZAH01000012.1-processed-gene-0.98&CDS=1-1836	YKL125W
3530	OG0003530	snap_masked-AZAH01000012.1-processed-gene-0.10-mRNA-1_1&gene=snap_masked-AZAH01000012.1-processed-gene-0.10&CDS=1-1668	YKL124W
3531	OG0003531	snap_masked-AZAH01000012.1-processed-gene-0.29-mRNA-1_1&gene=snap_masked-AZAH01000012.1-processed-gene-0.29&CDS=1-429	YKL122C
3532	OG0003532	snap_masked-AZAH01000012.1-processed-gene-0.12-mRNA-1_1&gene=snap_masked-AZAH01000012.1-processed-gene-0.12&CDS=1-978	YKL120W
3533	OG0003533	snap_masked-AZAH01000012.1-processed-gene-0.13-mRNA-1_1&gene=snap_masked-AZAH01000012.1-processed-gene-0.13&CDS=1-1221	YMR101C
3534	OG0003534	augustus_masked-AZAH01000012.1-processed-gene-0.75-mRNA-1_1&gene=augustus_masked-AZAH01000012.1-processed-gene-0.75&CDS=1-678	YKL119C
3535	OG0003535	snap_masked-AZAH01000012.1-processed-gene-0.14-mRNA-1_1&gene=snap_masked-AZAH01000012.1-processed-gene-0.14&CDS=1-1824	YMR100W
3536	OG0003536	snap_masked-AZAH01000012.1-processed-gene-0.15-mRNA-1_1&gene=snap_masked-AZAH01000012.1-processed-gene-0.15&CDS=1-1299	YGR110W
3537	OG0003537	snap_masked-AZAH01000012.1-processed-gene-0.31-mRNA-1_1&gene=snap_masked-AZAH01000012.1-processed-gene-0.31&CDS=1-2088	YOR317W
3538	OG0003538	snap_masked-AZAH01000012.1-processed-gene-0.32-mRNA-1_1&gene=snap_masked-AZAH01000012.1-processed-gene-0.32&CDS=1-1191	YMR234W
3539	OG0003539	augustus_masked-AZAH01000012.1-processed-gene-0.78-mRNA-1_1&gene=augustus_masked-AZAH01000012.1-processed-gene-0.78&CDS=1-4068	YOR296W
3540	OG0003540	snap_masked-AZAH01000012.1-processed-gene-0.34-mRNA-1_1&gene=snap_masked-AZAH01000012.1-processed-gene-0.34&CDS=1-735	YMR233W
3541	OG0003541	snap_masked-AZAH01000012.1-processed-gene-0.35-mRNA-1_1&gene=snap_masked-AZAH01000012.1-processed-gene-0.35&CDS=1-612	YOR294W
3542	OG0003542	augustus_masked-AZAH01000012.1-processed-gene-0.81-mRNA-1_1&gene=augustus_masked-AZAH01000012.1-processed-gene-0.81&CDS=1-2025	YMR232W
3543	OG0003543	snap_masked-AZAH01000012.1-processed-gene-0.37-mRNA-1_1&gene=snap_masked-AZAH01000012.1-processed-gene-0.37&CDS=1-3069	YMR231W
3544	OG0003544	snap_masked-AZAH01000012.1-processed-gene-0.38-mRNA-1_1&gene=snap_masked-AZAH01000012.1-processed-gene-0.38&CDS=1-2103	YLR362W
3545	OG0003545	snap_masked-AZAH01000012.1-processed-gene-0.17-mRNA-1_1&gene=snap_masked-AZAH01000012.1-processed-gene-0.17&CDS=1-1704	YLR361C
3546	OG0003546	augustus_masked-AZAH01000012.1-processed-gene-0.84-mRNA-1_1&gene=augustus_masked-AZAH01000012.1-processed-gene-0.84&CDS=1-762	YLR360W
3547	OG0003547	snap_masked-AZAH01000012.1-processed-gene-0.18-mRNA-1_1&gene=snap_masked-AZAH01000012.1-processed-gene-0.18&CDS=1-729	YGR057C
3548	OG0003548	snap_masked-AZAH01000012.1-processed-gene-0.39-mRNA-1_1&gene=snap_masked-AZAH01000012.1-processed-gene-0.39&CDS=1-1446	YLR359W
3549	OG0003549	snap_masked-AZAH01000012.1-processed-gene-0.40-mRNA-1_1&gene=snap_masked-AZAH01000012.1-processed-gene-0.40&CDS=1-2580	YLR357W
3550	OG0003550	snap_masked-AZAH01000012.1-processed-gene-0.41-mRNA-1_1&gene=snap_masked-AZAH01000012.1-processed-gene-0.41&CDS=1-1680	YGR055W
3551	OG0003551	snap_masked-AZAH01000012.1-processed-gene-0.42-mRNA-1_1&gene=snap_masked-AZAH01000012.1-processed-gene-0.42&CDS=1-1779	YKR002W
3552	OG0003552	maker-AZAH01000012.1-snap-gene-0.0-mRNA-1_1&gene=maker-AZAH01000012.1-snap-gene-0.0&CDS=1-600	YKL001C
3553	OG0003553	genemark-AZAH01000012.1-processed-gene-0.132-mRNA-1_1&gene=genemark-AZAH01000012.1-processed-gene-0.132&CDS=1-711	YKL002W
3554	OG0003554	snap_masked-AZAH01000012.1-processed-gene-0.22-mRNA-1_1&gene=snap_masked-AZAH01000012.1-processed-gene-0.22&CDS=1-396	YKL003C
3555	OG0003555	genemark-AZAH01000012.1-processed-gene-1.85-mRNA-1_1&gene=genemark-AZAH01000012.1-processed-gene-1.85&CDS=1-1023	YKL004W
3556	OG0003556	snap_masked-AZAH01000012.1-processed-gene-1.0-mRNA-1_1&gene=snap_masked-AZAH01000012.1-processed-gene-1.0&CDS=1-291	YKL006C-A
3557	OG0003557	snap_masked-AZAH01000012.1-processed-gene-1.6-mRNA-1_1&gene=snap_masked-AZAH01000012.1-processed-gene-1.6&CDS=1-783	YKL007W
3558	OG0003558	snap_masked-AZAH01000012.1-processed-gene-1.7-mRNA-1_1&gene=snap_masked-AZAH01000012.1-processed-gene-1.7&CDS=1-1323	YHL002W
3559	OG0003559	snap_masked-AZAH01000012.1-processed-gene-1.1-mRNA-1_1&gene=snap_masked-AZAH01000012.1-processed-gene-1.1&CDS=1-1227	YHL003C
3560	OG0003560	snap_masked-AZAH01000012.1-processed-gene-1.8-mRNA-1_1&gene=snap_masked-AZAH01000012.1-processed-gene-1.8&CDS=1-1179	YHL004W
3561	OG0003561	snap_masked-AZAH01000012.1-processed-gene-1.2-mRNA-1_1&gene=snap_masked-AZAH01000012.1-processed-gene-1.2&CDS=1-462	YHL006C
3562	OG0003562	snap_masked-AZAH01000012.1-processed-gene-1.9-mRNA-1_1&gene=snap_masked-AZAH01000012.1-processed-gene-1.9&CDS=1-708	YKL009W
3563	OG0003563	snap_masked-AZAH01000012.1-processed-gene-1.3-mRNA-1_1&gene=snap_masked-AZAH01000012.1-processed-gene-1.3&CDS=1-4392	YKL010C
3564	OG0003564	augustus_masked-AZAH01000012.1-processed-gene-1.187-mRNA-1_1&gene=augustus_masked-AZAH01000012.1-processed-gene-1.187&CDS=1-1701	YKL089W
3565	OG0003565	snap_masked-AZAH01000012.1-processed-gene-1.39-mRNA-1_1&gene=snap_masked-AZAH01000012.1-processed-gene-1.39&CDS=1-1368	YKL090W
3566	OG0003566	snap_masked-AZAH01000012.1-processed-gene-1.41-mRNA-1_1&gene=snap_masked-AZAH01000012.1-processed-gene-1.41&CDS=1-915	YHL009C
3567	OG0003567	snap_masked-AZAH01000012.1-processed-gene-1.42-mRNA-1_1&gene=snap_masked-AZAH01000012.1-processed-gene-1.42&CDS=1-2268	YMR078C
3568	OG0003568	snap_masked-AZAH01000012.1-processed-gene-1.11-mRNA-1_1&gene=snap_masked-AZAH01000012.1-processed-gene-1.11&CDS=1-921	YMR079W
3569	OG0003569	snap_masked-AZAH01000012.1-processed-gene-1.12-mRNA-1_1&gene=snap_masked-AZAH01000012.1-processed-gene-1.12&CDS=1-3243	YKL092C
3570	OG0003570	snap_masked-AZAH01000012.1-processed-gene-1.43-mRNA-1_1&gene=snap_masked-AZAH01000012.1-processed-gene-1.43&CDS=1-3018	YMR080C
3571	OG0003571	snap_masked-AZAH01000012.1-processed-gene-1.44-mRNA-1_1&gene=snap_masked-AZAH01000012.1-processed-gene-1.44&CDS=1-1008	YKL093W
3572	OG0003572	snap_masked-AZAH01000012.1-processed-gene-1.45-mRNA-1_1&gene=snap_masked-AZAH01000012.1-processed-gene-1.45&CDS=1-819	YKL095W
3573	OG0003573	augustus_masked-AZAH01000012.1-processed-gene-1.196-mRNA-1_1&gene=augustus_masked-AZAH01000012.1-processed-gene-1.196&CDS=1-1032	YKL096W
3574	OG0003574	snap_masked-AZAH01000012.1-processed-gene-1.13-mRNA-1_1&gene=snap_masked-AZAH01000012.1-processed-gene-1.13&CDS=1-3579	YPR010C
3575	OG0003575	snap_masked-AZAH01000012.1-processed-gene-1.49-mRNA-1_1&gene=snap_masked-AZAH01000012.1-processed-gene-1.49&CDS=1-711	YGR024C
3576	OG0003576	snap_masked-AZAH01000012.1-processed-gene-1.15-mRNA-1_1&gene=snap_masked-AZAH01000012.1-processed-gene-1.15&CDS=1-783	YGR026W
3577	OG0003577	snap_masked-AZAH01000012.1-processed-gene-1.16-mRNA-1_1&gene=snap_masked-AZAH01000012.1-processed-gene-1.16&CDS=1-1917	YLR335W
3578	OG0003578	snap_masked-AZAH01000012.1-processed-gene-1.51-mRNA-1_1&gene=snap_masked-AZAH01000012.1-processed-gene-1.51&CDS=1-2883	YLR336C
3579	OG0003579	augustus_masked-AZAH01000012.1-processed-gene-1.168-mRNA-1_1&gene=augustus_masked-AZAH01000012.1-processed-gene-1.168&CDS=1-1461	YGR028W
3580	OG0003580	snap_masked-AZAH01000012.1-processed-gene-1.52-mRNA-1_1&gene=snap_masked-AZAH01000012.1-processed-gene-1.52&CDS=1-1863	YLR337C
3581	OG0003581	snap_masked-AZAH01000012.1-processed-gene-1.54-mRNA-1_1&gene=snap_masked-AZAH01000012.1-processed-gene-1.54&CDS=1-1440	YLR378C
3582	OG0003582	genemark-AZAH01000012.1-processed-gene-1.133-mRNA-1_1&gene=genemark-AZAH01000012.1-processed-gene-1.133&CDS=1-1377	YDL054C
3583	OG0003583	augustus_masked-AZAH01000012.1-processed-gene-1.170-mRNA-1_1&gene=augustus_masked-AZAH01000012.1-processed-gene-1.170&CDS=1-1023	YLR377C
3584	OG0003584	snap_masked-AZAH01000012.1-processed-gene-1.58-mRNA-1_1&gene=snap_masked-AZAH01000012.1-processed-gene-1.58&CDS=1-786	YDL052C
3585	OG0003585	snap_masked-AZAH01000012.1-processed-gene-1.20-mRNA-1_1&gene=snap_masked-AZAH01000012.1-processed-gene-1.20&CDS=1-666	YLR376C
3586	OG0003586	snap_masked-AZAH01000012.1-processed-gene-1.21-mRNA-1_1&gene=snap_masked-AZAH01000012.1-processed-gene-1.21&CDS=1-864	YDL051W
3587	OG0003587	snap_masked-AZAH01000012.1-processed-gene-1.59-mRNA-1_1&gene=snap_masked-AZAH01000012.1-processed-gene-1.59&CDS=1-1827	YKL088W
3588	OG0003588	snap_masked-AZAH01000012.1-processed-gene-1.22-mRNA-1_1&gene=snap_masked-AZAH01000012.1-processed-gene-1.22&CDS=1-1110	YKL011C
3589	OG0003589	snap_masked-AZAH01000012.1-processed-gene-1.23-mRNA-1_1&gene=snap_masked-AZAH01000012.1-processed-gene-1.23&CDS=1-570	YIR022W
3590	OG0003590	snap_masked-AZAH01000012.1-processed-gene-1.64-mRNA-1_1&gene=snap_masked-AZAH01000012.1-processed-gene-1.64&CDS=1-1710	YKL012W
3591	OG0003591	snap_masked-AZAH01000012.1-processed-gene-1.24-mRNA-1_1&gene=snap_masked-AZAH01000012.1-processed-gene-1.24&CDS=1-513	YKL013C
3592	OG0003592	snap_masked-AZAH01000012.1-processed-gene-1.25-mRNA-1_1&gene=snap_masked-AZAH01000012.1-processed-gene-1.25&CDS=1-3120	YIR023W
3593	OG0003593	snap_masked-AZAH01000012.1-processed-gene-1.65-mRNA-1_1&gene=snap_masked-AZAH01000012.1-processed-gene-1.65&CDS=1-672	YIR024C
3594	OG0003594	snap_masked-AZAH01000012.1-processed-gene-1.26-mRNA-1_1&gene=snap_masked-AZAH01000012.1-processed-gene-1.26&CDS=1-5118	YKL014C
3595	OG0003595	snap_masked-AZAH01000012.1-processed-gene-1.66-mRNA-1_1&gene=snap_masked-AZAH01000012.1-processed-gene-1.66&CDS=1-2544	YKL015W
3596	OG0003596	snap_masked-AZAH01000012.1-processed-gene-1.27-mRNA-1_1&gene=snap_masked-AZAH01000012.1-processed-gene-1.27&CDS=1-522	YKL016C
3597	OG0003597	snap_masked-AZAH01000012.1-processed-gene-1.28-mRNA-1_1&gene=snap_masked-AZAH01000012.1-processed-gene-1.28&CDS=1-1992	YKL017C
3598	OG0003598	snap_masked-AZAH01000012.1-processed-gene-1.67-mRNA-1_1&gene=snap_masked-AZAH01000012.1-processed-gene-1.67&CDS=1-981	YKL018W
3599	OG0003599	snap_masked-AZAH01000012.1-processed-gene-1.30-mRNA-1_1&gene=snap_masked-AZAH01000012.1-processed-gene-1.30&CDS=1-801	YIR025W
3600	OG0003600	snap_masked-AZAH01000012.1-processed-gene-1.68-mRNA-1_1&gene=snap_masked-AZAH01000012.1-processed-gene-1.68&CDS=1-1077	YIR026C
3601	OG0003601	genemark-AZAH01000012.1-processed-gene-1.146-mRNA-1_1&gene=genemark-AZAH01000012.1-processed-gene-1.146&CDS=1-969	YKL019W
3602	OG0003602	augustus_masked-AZAH01000012.1-processed-gene-1.181-mRNA-1_1&gene=augustus_masked-AZAH01000012.1-processed-gene-1.181&CDS=1-3441	YKL020C
3603	OG0003603	snap_masked-AZAH01000012.1-processed-gene-1.32-mRNA-1_1&gene=snap_masked-AZAH01000012.1-processed-gene-1.32&CDS=1-1164	YKL021C
3604	OG0003604	snap_masked-AZAH01000012.1-processed-gene-1.70-mRNA-1_1&gene=snap_masked-AZAH01000012.1-processed-gene-1.70&CDS=1-1116	YIR034C
3605	OG0003605	snap_masked-AZAH01000012.1-processed-gene-1.33-mRNA-1_1&gene=snap_masked-AZAH01000012.1-processed-gene-1.33&CDS=1-2160	YKL022C
3606	OG0003606	snap_masked-AZAH01000012.1-processed-gene-1.72-mRNA-1_1&gene=snap_masked-AZAH01000012.1-processed-gene-1.72&CDS=1-879	YKL024C
3607	OG0003607	maker-AZAH01000012.1-snap-gene-1.81-mRNA-1_1&gene=maker-AZAH01000012.1-snap-gene-1.81&CDS=1-756	YIR035C
3608	OG0003608	snap_masked-AZAH01000012.1-processed-gene-1.34-mRNA-1_1&gene=snap_masked-AZAH01000012.1-processed-gene-1.34&CDS=1-1863	YKL025C
3609	OG0003609	snap_masked-AZAH01000012.1-processed-gene-1.35-mRNA-1_1&gene=snap_masked-AZAH01000012.1-processed-gene-1.35&CDS=1-891	YER185W
3610	OG0003610	augustus_masked-AZAH01000013.1-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-AZAH01000013.1-processed-gene-0.6&CDS=1-570	YPL178W
3611	OG0003611	snap_masked-AZAH01000013.1-processed-gene-0.250-mRNA-1_1&gene=snap_masked-AZAH01000013.1-processed-gene-0.250&CDS=1-918	YPL177C
3612	OG0003612	augustus_masked-AZAH01000013.1-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-AZAH01000013.1-processed-gene-0.7&CDS=1-1527	YBR250W
3613	OG0003613	snap_masked-AZAH01000013.1-processed-gene-0.251-mRNA-1_1&gene=snap_masked-AZAH01000013.1-processed-gene-0.251&CDS=1-1440	YGL097W
3614	OG0003614	snap_masked-AZAH01000013.1-processed-gene-0.204-mRNA-1_1&gene=snap_masked-AZAH01000013.1-processed-gene-0.204&CDS=1-1395	YBR247C
3615	OG0003615	snap_masked-AZAH01000013.1-processed-gene-0.252-mRNA-1_1&gene=snap_masked-AZAH01000013.1-processed-gene-0.252&CDS=1-762	YGL098W
3616	OG0003616	snap_masked-AZAH01000013.1-processed-gene-0.253-mRNA-1_1&gene=snap_masked-AZAH01000013.1-processed-gene-0.253&CDS=1-1920	YGL099W
3617	OG0003617	snap_masked-AZAH01000013.1-processed-gene-0.254-mRNA-1_1&gene=snap_masked-AZAH01000013.1-processed-gene-0.254&CDS=1-1095	YBR246W
3618	OG0003618	maker-AZAH01000013.1-augustus-gene-0.2-mRNA-1_1&gene=maker-AZAH01000013.1-augustus-gene-0.2&CDS=1-1476	YGL100W
3619	OG0003619	snap_masked-AZAH01000013.1-processed-gene-0.206-mRNA-1_1&gene=snap_masked-AZAH01000013.1-processed-gene-0.206&CDS=1-1359	YBR243C
3620	OG0003620	snap_masked-AZAH01000013.1-processed-gene-0.257-mRNA-1_1&gene=snap_masked-AZAH01000013.1-processed-gene-0.257&CDS=1-636	YGL101W
3621	OG0003621	maker-AZAH01000013.1-snap-gene-0.196-mRNA-1_1&gene=maker-AZAH01000013.1-snap-gene-0.196&CDS=1-447	YGL103W
3622	OG0003622	snap_masked-AZAH01000013.1-processed-gene-0.259-mRNA-1_1&gene=snap_masked-AZAH01000013.1-processed-gene-0.259&CDS=1-1107	YGL105W
3623	OG0003623	snap_masked-AZAH01000013.1-processed-gene-0.209-mRNA-1_1&gene=snap_masked-AZAH01000013.1-processed-gene-0.209&CDS=1-1578	YBR239C
3624	OG0003624	snap_masked-AZAH01000013.1-processed-gene-0.260-mRNA-1_1&gene=snap_masked-AZAH01000013.1-processed-gene-0.260&CDS=1-426	YGL106W
3625	OG0003625	snap_masked-AZAH01000013.1-processed-gene-0.210-mRNA-1_1&gene=snap_masked-AZAH01000013.1-processed-gene-0.210&CDS=1-1986	YBR238C
3626	OG0003626	augustus_masked-AZAH01000013.1-processed-gene-0.16-mRNA-1_1&gene=augustus_masked-AZAH01000013.1-processed-gene-0.16&CDS=1-420	YGL108C
3627	OG0003627	snap_masked-AZAH01000013.1-processed-gene-0.261-mRNA-1_1&gene=snap_masked-AZAH01000013.1-processed-gene-0.261&CDS=1-2565	YBR237W
3628	OG0003628	snap_masked-AZAH01000013.1-processed-gene-0.212-mRNA-1_1&gene=snap_masked-AZAH01000013.1-processed-gene-0.212&CDS=1-1278	YBR236C
3629	OG0003629	snap_masked-AZAH01000013.1-processed-gene-0.262-mRNA-1_1&gene=snap_masked-AZAH01000013.1-processed-gene-0.262&CDS=1-3324	YBR235W
3630	OG0003630	snap_masked-AZAH01000013.1-processed-gene-0.213-mRNA-1_1&gene=snap_masked-AZAH01000013.1-processed-gene-0.213&CDS=1-1773	YGL110C
3631	OG0003631	snap_masked-AZAH01000013.1-processed-gene-0.263-mRNA-1_1&gene=snap_masked-AZAH01000013.1-processed-gene-0.263&CDS=1-1296	YGL111W
3632	OG0003632	snap_masked-AZAH01000013.1-processed-gene-0.214-mRNA-1_1&gene=snap_masked-AZAH01000013.1-processed-gene-0.214&CDS=1-1113	YBR234C
3633	OG0003633	snap_masked-AZAH01000013.1-processed-gene-0.264-mRNA-1_1&gene=snap_masked-AZAH01000013.1-processed-gene-0.264&CDS=1-237	YBR233W-A
3634	OG0003634	augustus_masked-AZAH01000013.1-processed-gene-0.20-mRNA-1_1&gene=augustus_masked-AZAH01000013.1-processed-gene-0.20&CDS=1-1515	YGL112C
3635	OG0003635	snap_masked-AZAH01000013.1-processed-gene-0.265-mRNA-1_1&gene=snap_masked-AZAH01000013.1-processed-gene-0.265&CDS=1-2307	YGL113W
3636	OG0003636	snap_masked-AZAH01000013.1-processed-gene-0.266-mRNA-1_1&gene=snap_masked-AZAH01000013.1-processed-gene-0.266&CDS=1-1194	YBR233W
3637	OG0003637	snap_masked-AZAH01000013.1-processed-gene-0.215-mRNA-1_1&gene=snap_masked-AZAH01000013.1-processed-gene-0.215&CDS=1-840	YBR231C
3638	OG0003638	snap_masked-AZAH01000013.1-processed-gene-0.267-mRNA-1_1&gene=snap_masked-AZAH01000013.1-processed-gene-0.267&CDS=1-2157	YGL114W
3639	OG0003639	snap_masked-AZAH01000013.1-processed-gene-0.268-mRNA-1_1&gene=snap_masked-AZAH01000013.1-processed-gene-0.268&CDS=1-1008	YGL115W
3640	OG0003640	snap_masked-AZAH01000013.1-processed-gene-0.269-mRNA-1_1&gene=snap_masked-AZAH01000013.1-processed-gene-0.269&CDS=1-1710	YGL116W
3641	OG0003641	snap_masked-AZAH01000013.1-processed-gene-0.270-mRNA-1_1&gene=snap_masked-AZAH01000013.1-processed-gene-0.270&CDS=1-1644	YGL119W
3642	OG0003642	snap_masked-AZAH01000013.1-processed-gene-0.218-mRNA-1_1&gene=snap_masked-AZAH01000013.1-processed-gene-0.218&CDS=1-1479	YGL122C
3643	OG0003643	snap_masked-AZAH01000013.1-processed-gene-0.271-mRNA-1_1&gene=snap_masked-AZAH01000013.1-processed-gene-0.271&CDS=1-777	YGL123W
3644	OG0003644	snap_masked-AZAH01000013.1-processed-gene-0.219-mRNA-1_1&gene=snap_masked-AZAH01000013.1-processed-gene-0.219&CDS=1-471	YBR230C
3645	OG0003645	snap_masked-AZAH01000013.1-processed-gene-0.220-mRNA-1_1&gene=snap_masked-AZAH01000013.1-processed-gene-0.220&CDS=1-1890	YGL124C
3646	OG0003646	augustus_masked-AZAH01000013.1-processed-gene-0.27-mRNA-1_1&gene=augustus_masked-AZAH01000013.1-processed-gene-0.27&CDS=1-2751	YBR229C
3647	OG0003647	snap_masked-AZAH01000013.1-processed-gene-0.273-mRNA-1_1&gene=snap_masked-AZAH01000013.1-processed-gene-0.273&CDS=1-909	YBR228W
3648	OG0003648	augustus_masked-AZAH01000013.1-processed-gene-0.78-mRNA-1_1&gene=augustus_masked-AZAH01000013.1-processed-gene-0.78&CDS=1-2178	YBR225W
3649	OG0003649	snap_masked-AZAH01000013.1-processed-gene-0.275-mRNA-1_1&gene=snap_masked-AZAH01000013.1-processed-gene-0.275&CDS=1-1842	YGL125W
3650	OG0003650	augustus_masked-AZAH01000013.1-processed-gene-0.28-mRNA-1_1&gene=augustus_masked-AZAH01000013.1-processed-gene-0.28&CDS=1-1698	YBR223C
3651	OG0003651	snap_masked-AZAH01000013.1-processed-gene-0.223-mRNA-1_1&gene=snap_masked-AZAH01000013.1-processed-gene-0.223&CDS=1-1596	YBR222C
3652	OG0003652	snap_masked-AZAH01000013.1-processed-gene-0.224-mRNA-1_1&gene=snap_masked-AZAH01000013.1-processed-gene-0.224&CDS=1-1077	YBR221C
3653	OG0003653	snap_masked-AZAH01000013.1-processed-gene-0.225-mRNA-1_1&gene=snap_masked-AZAH01000013.1-processed-gene-0.225&CDS=1-1659	YBR220C
