	OrthologID	Alloascoidea_hylecoeti	Saccharomyces_cerevisiae
2678	OG0002678	-processed-gene-3.0-mRNA-1_1&gene=augustus_masked-gi|1002318378|dbj|BCKZ01000005.1|-processed-gene-3.0&CDS=1-1260	YKL011C
2679	OG0002679	-augustus-gene-3.71-mRNA-1_1&gene=maker-gi|1002318378|dbj|BCKZ01000005.1|-augustus-gene-3.71&CDS=1-504	YKL013C
2680	OG0002680	-processed-gene-3.2-mRNA-1_1&gene=augustus_masked-gi|1002318378|dbj|BCKZ01000005.1|-processed-gene-3.2&CDS=1-2724	YIR023W
2681	OG0002681	-processed-gene-3.17-mRNA-1_1&gene=augustus_masked-gi|1002318378|dbj|BCKZ01000005.1|-processed-gene-3.17&CDS=1-2229	YAL021C
2682	OG0002682	-snap-gene-3.81-mRNA-1_1&gene=maker-gi|1002318378|dbj|BCKZ01000005.1|-snap-gene-3.81&CDS=1-2442	YDL056W
2683	OG0002683	-augustus-gene-3.74-mRNA-1_1&gene=maker-gi|1002318378|dbj|BCKZ01000005.1|-augustus-gene-3.74&CDS=1-2574	YMR068W
2684	OG0002684	-processed-gene-3.23-mRNA-1_1&gene=augustus_masked-gi|1002318378|dbj|BCKZ01000005.1|-processed-gene-3.23&CDS=1-825	YMR069W
2685	OG0002685	-processed-gene-3.25-mRNA-1_1&gene=augustus_masked-gi|1002318378|dbj|BCKZ01000005.1|-processed-gene-3.25&CDS=1-486	YOL071W
2686	OG0002686	-processed-gene-3.13-mRNA-1_1&gene=augustus_masked-gi|1002318378|dbj|BCKZ01000005.1|-processed-gene-3.13&CDS=1-1386	YOL069W
2687	OG0002687	-augustus-gene-3.76-mRNA-1_1&gene=maker-gi|1002318378|dbj|BCKZ01000005.1|-augustus-gene-3.76&CDS=1-852	YDL045C
2688	OG0002688	-augustus-gene-3.77-mRNA-1_1&gene=maker-gi|1002318378|dbj|BCKZ01000005.1|-augustus-gene-3.77&CDS=1-279	YDL045W-A
2689	OG0002689	-processed-gene-3.49-mRNA-1_1&gene=genemark-gi|1002318378|dbj|BCKZ01000005.1|-processed-gene-3.49&CDS=1-2631	YER015W
2690	OG0002690	-processed-gene-3.31-mRNA-1_1&gene=augustus_masked-gi|1002318378|dbj|BCKZ01000005.1|-processed-gene-3.31&CDS=1-1296	YOL065C
2691	OG0002691	-processed-gene-3.32-mRNA-1_1&gene=augustus_masked-gi|1002318378|dbj|BCKZ01000005.1|-processed-gene-3.32&CDS=1-1674	YDL030W
2692	OG0002692	-processed-gene-3.129-mRNA-1_1&gene=snap_masked-gi|1002318378|dbj|BCKZ01000005.1|-processed-gene-3.129&CDS=1-1008	YNL289W
2693	OG0002693	-processed-gene-4.40-mRNA-1_1&gene=augustus_masked-gi|1002318378|dbj|BCKZ01000005.1|-processed-gene-4.40&CDS=1-450	YER093C-A
2694	OG0002694	-processed-gene-4.41-mRNA-1_1&gene=augustus_masked-gi|1002318378|dbj|BCKZ01000005.1|-processed-gene-4.41&CDS=1-1056	YBL055C
2695	OG0002695	-processed-gene-4.52-mRNA-1_1&gene=augustus_masked-gi|1002318378|dbj|BCKZ01000005.1|-processed-gene-4.52&CDS=1-708	YDL043C
2696	OG0002696	-processed-gene-5.3-mRNA-1_1&gene=genemark-gi|1002318378|dbj|BCKZ01000005.1|-processed-gene-5.3&CDS=1-1098	YGR112W
2697	OG0002697	-processed-gene-5.60-mRNA-1_1&gene=augustus_masked-gi|1002318378|dbj|BCKZ01000005.1|-processed-gene-5.60&CDS=1-579	YDR454C
2698	OG0002698	-processed-gene-5.46-mRNA-1_1&gene=augustus_masked-gi|1002318378|dbj|BCKZ01000005.1|-processed-gene-5.46&CDS=1-1935	YDR456W
2699	OG0002699	-processed-gene-5.48-mRNA-1_1&gene=augustus_masked-gi|1002318378|dbj|BCKZ01000005.1|-processed-gene-5.48&CDS=1-1233	YLR174W
2700	OG0002700	-augustus-gene-5.73-mRNA-1_1&gene=maker-gi|1002318378|dbj|BCKZ01000005.1|-augustus-gene-5.73&CDS=1-432	YJR058C
2701	OG0002701	-processed-gene-5.65-mRNA-1_1&gene=augustus_masked-gi|1002318378|dbj|BCKZ01000005.1|-processed-gene-5.65&CDS=1-675	YJR057W
2702	OG0002702	-processed-gene-5.57-mRNA-1_1&gene=augustus_masked-gi|1002318378|dbj|BCKZ01000005.1|-processed-gene-5.57&CDS=1-1017	YJR056C
2703	OG0002703	-processed-gene-6.57-mRNA-1_1&gene=augustus_masked-gi|1002318378|dbj|BCKZ01000005.1|-processed-gene-6.57&CDS=1-882	YML052W
2704	OG0002704	-processed-gene-6.109-mRNA-1_1&gene=genemark-gi|1002318378|dbj|BCKZ01000005.1|-processed-gene-6.109&CDS=1-1581	YDR403W
2705	OG0002705	-augustus-gene-6.3-mRNA-1_1&gene=maker-gi|1002318378|dbj|BCKZ01000005.1|-augustus-gene-6.3&CDS=1-654	YMR197C
2706	OG0002706	-augustus-gene-6.0-mRNA-1_1&gene=maker-gi|1002318378|dbj|BCKZ01000005.1|-augustus-gene-6.0&CDS=1-525	YPL252C
2707	OG0002707	-snap-gene-6.55-mRNA-1_1&gene=maker-gi|1002318378|dbj|BCKZ01000005.1|-snap-gene-6.55&CDS=1-1422	YMR100W
2708	OG0002708	-processed-gene-6.64-mRNA-1_1&gene=augustus_masked-gi|1002318378|dbj|BCKZ01000005.1|-processed-gene-6.64&CDS=1-993	YBR065C
2709	OG0002709	-augustus-gene-6.4-mRNA-1_1&gene=maker-gi|1002318378|dbj|BCKZ01000005.1|-augustus-gene-6.4&CDS=1-480	YEL027W
2710	OG0002710	-processed-gene-6.85-mRNA-1_1&gene=augustus_masked-gi|1002318378|dbj|BCKZ01000005.1|-processed-gene-6.85&CDS=1-1977	YFL013C
2711	OG0002711	-processed-gene-6.86-mRNA-1_1&gene=augustus_masked-gi|1002318378|dbj|BCKZ01000005.1|-processed-gene-6.86&CDS=1-1668	YPL014W
2712	OG0002712	-processed-gene-6.87-mRNA-1_1&gene=augustus_masked-gi|1002318378|dbj|BCKZ01000005.1|-processed-gene-6.87&CDS=1-2784	YPL084W
2713	OG0002713	-processed-gene-6.66-mRNA-1_1&gene=augustus_masked-gi|1002318378|dbj|BCKZ01000005.1|-processed-gene-6.66&CDS=1-2481	YPL045W
2714	OG0002714	-processed-gene-6.88-mRNA-1_1&gene=augustus_masked-gi|1002318378|dbj|BCKZ01000005.1|-processed-gene-6.88&CDS=1-2901	YBR079C
2715	OG0002715	-processed-gene-7.68-mRNA-1_1&gene=augustus_masked-gi|1002318378|dbj|BCKZ01000005.1|-processed-gene-7.68&CDS=1-1179	YIL116W
2716	OG0002716	-augustus-gene-7.128-mRNA-1_1&gene=maker-gi|1002318378|dbj|BCKZ01000005.1|-augustus-gene-7.128&CDS=1-3807	YIL115C
2717	OG0002717	-processed-gene-7.89-mRNA-1_1&gene=snap_masked-gi|1002318378|dbj|BCKZ01000005.1|-processed-gene-7.89&CDS=1-1605	YJR136C
2718	OG0002718	-processed-gene-7.70-mRNA-1_1&gene=augustus_masked-gi|1002318378|dbj|BCKZ01000005.1|-processed-gene-7.70&CDS=1-3030	YNL023C
2719	OG0002719	-snap-gene-7.8-mRNA-1_1&gene=maker-gi|1002318378|dbj|BCKZ01000005.1|-snap-gene-7.8&CDS=1-309	YNL038W
2720	OG0002720	-processed-gene-7.114-mRNA-1_1&gene=snap_masked-gi|1002318378|dbj|BCKZ01000005.1|-processed-gene-7.114&CDS=1-2592	YNL039W
2721	OG0002721	-augustus-gene-7.132-mRNA-1_1&gene=maker-gi|1002318378|dbj|BCKZ01000005.1|-augustus-gene-7.132&CDS=1-1119	YNL037C
2722	OG0002722	-processed-gene-7.57-mRNA-1_1&gene=augustus_masked-gi|1002318378|dbj|BCKZ01000005.1|-processed-gene-7.57&CDS=1-363	YIL098C
2723	OG0002723	-processed-gene-7.74-mRNA-1_1&gene=augustus_masked-gi|1002318378|dbj|BCKZ01000005.1|-processed-gene-7.74&CDS=1-1686	YIL099W
2724	OG0002724	-processed-gene-7.38-mRNA-1_1&gene=genemark-gi|1002318378|dbj|BCKZ01000005.1|-processed-gene-7.38&CDS=1-738	YNL024C
2725	OG0002725	-snap-gene-7.2-mRNA-1_1&gene=maker-gi|1002318378|dbj|BCKZ01000005.1|-snap-gene-7.2&CDS=1-1077	YIL096C
2726	OG0002726	-processed-gene-7.76-mRNA-1_1&gene=augustus_masked-gi|1002318378|dbj|BCKZ01000005.1|-processed-gene-7.76&CDS=1-1518	YIL097W
2727	OG0002727	-processed-gene-7.60-mRNA-1_1&gene=augustus_masked-gi|1002318378|dbj|BCKZ01000005.1|-processed-gene-7.60&CDS=1-1095	YNL035C
2728	OG0002728	-processed-gene-7.77-mRNA-1_1&gene=augustus_masked-gi|1002318378|dbj|BCKZ01000005.1|-processed-gene-7.77&CDS=1-696	YNL036W
2729	OG0002729	-processed-gene-7.101-mRNA-1_1&gene=snap_masked-gi|1002318378|dbj|BCKZ01000005.1|-processed-gene-7.101&CDS=1-3006	YNL041C
2730	OG0002730	-processed-gene-7.78-mRNA-1_1&gene=augustus_masked-gi|1002318378|dbj|BCKZ01000005.1|-processed-gene-7.78&CDS=1-1302	YIL103W
2731	OG0002731	-processed-gene-7.63-mRNA-1_1&gene=augustus_masked-gi|1002318378|dbj|BCKZ01000005.1|-processed-gene-7.63&CDS=1-1668	YIL104C
2732	OG0002732	-augustus-gene-7.130-mRNA-1_1&gene=maker-gi|1002318378|dbj|BCKZ01000005.1|-augustus-gene-7.130&CDS=1-753	YJL115W
2733	OG0002733	-processed-gene-7.66-mRNA-1_1&gene=augustus_masked-gi|1002318378|dbj|BCKZ01000005.1|-processed-gene-7.66&CDS=1-759	YDL087C
2734	OG0002734	-processed-gene-8.30-mRNA-1_1&gene=genemark-gi|1002318378|dbj|BCKZ01000005.1|-processed-gene-8.30&CDS=1-3360	YOL145C
2735	OG0002735	-processed-gene-8.14-mRNA-1_1&gene=augustus_masked-gi|1002318378|dbj|BCKZ01000005.1|-processed-gene-8.14&CDS=1-522	YOL146W
2736	OG0002736	-processed-gene-8.15-mRNA-1_1&gene=augustus_masked-gi|1002318378|dbj|BCKZ01000005.1|-processed-gene-8.15&CDS=1-951	YGL043W
2737	OG0002737	-processed-gene-8.22-mRNA-1_1&gene=augustus_masked-gi|1002318378|dbj|BCKZ01000005.1|-processed-gene-8.22&CDS=1-699	YLR411W
2738	OG0002738	-processed-gene-9.77-mRNA-1_1&gene=augustus_masked-gi|1002318378|dbj|BCKZ01000005.1|-processed-gene-9.77&CDS=1-813	YLR016C
2739	OG0002739	-processed-gene-9.79-mRNA-1_1&gene=augustus_masked-gi|1002318378|dbj|BCKZ01000005.1|-processed-gene-9.79&CDS=1-1665	YHR064C
2740	OG0002740	-augustus-gene-9.36-mRNA-1_1&gene=maker-gi|1002318378|dbj|BCKZ01000005.1|-augustus-gene-9.36&CDS=1-738	YHR181W
2741	OG0002741	-processed-gene-9.85-mRNA-1_1&gene=augustus_masked-gi|1002318378|dbj|BCKZ01000005.1|-processed-gene-9.85&CDS=1-1176	YDR336W
2742	OG0002742	-processed-gene-9.95-mRNA-1_1&gene=augustus_masked-gi|1002318378|dbj|BCKZ01000005.1|-processed-gene-9.95&CDS=1-600	YHR089C
2743	OG0002743	-augustus-gene-9.37-mRNA-1_1&gene=maker-gi|1002318378|dbj|BCKZ01000005.1|-augustus-gene-9.37&CDS=1-759	YKL087C
2744	OG0002744	-processed-gene-9.88-mRNA-1_1&gene=augustus_masked-gi|1002318378|dbj|BCKZ01000005.1|-processed-gene-9.88&CDS=1-1464	YMR220W
2745	OG0002745	-processed-gene-9.89-mRNA-1_1&gene=augustus_masked-gi|1002318378|dbj|BCKZ01000005.1|-processed-gene-9.89&CDS=1-9603	YLR087C
2746	OG0002746	-processed-gene-9.90-mRNA-1_1&gene=augustus_masked-gi|1002318378|dbj|BCKZ01000005.1|-processed-gene-9.90&CDS=1-1869	YDR292C
2747	OG0002747	-augustus-gene-9.40-mRNA-1_1&gene=maker-gi|1002318378|dbj|BCKZ01000005.1|-augustus-gene-9.40&CDS=1-1530	YMR293C
2748	OG0002748	-processed-gene-10.29-mRNA-1_1&gene=augustus_masked-gi|1002318378|dbj|BCKZ01000005.1|-processed-gene-10.29&CDS=1-1902	YMR290C
2749	OG0002749	-augustus-gene-10.103-mRNA-1_1&gene=maker-gi|1002318378|dbj|BCKZ01000005.1|-augustus-gene-10.103&CDS=1-6003	YGR271W
2750	OG0002750	-processed-gene-10.49-mRNA-1_1&gene=augustus_masked-gi|1002318378|dbj|BCKZ01000005.1|-processed-gene-10.49&CDS=1-1029	YBR187W
2751	OG0002751	-processed-gene-10.41-mRNA-1_1&gene=augustus_masked-gi|1002318378|dbj|BCKZ01000005.1|-processed-gene-10.41&CDS=1-1587	YMR319C
2752	OG0002752	-processed-gene-11.38-mRNA-1_1&gene=genemark-gi|1002318378|dbj|BCKZ01000005.1|-processed-gene-11.38&CDS=1-1452	YDL216C
2753	OG0002753	-processed-gene-11.8-mRNA-1_1&gene=augustus_masked-gi|1002318378|dbj|BCKZ01000005.1|-processed-gene-11.8&CDS=1-1293	YNL187W
2754	OG0002754	-processed-gene-11.7-mRNA-1_1&gene=augustus_masked-gi|1002318378|dbj|BCKZ01000005.1|-processed-gene-11.7&CDS=1-1980	YNL186W
2755	OG0002755	-processed-gene-11.24-mRNA-1_1&gene=augustus_masked-gi|1002318378|dbj|BCKZ01000005.1|-processed-gene-11.24&CDS=1-957	YDL213C
2756	OG0002756	-processed-gene-11.11-mRNA-1_1&gene=augustus_masked-gi|1002318378|dbj|BCKZ01000005.1|-processed-gene-11.11&CDS=1-6057	YHL030W
2757	OG0002757	-augustus-gene-11.4-mRNA-1_1&gene=maker-gi|1002318378|dbj|BCKZ01000005.1|-augustus-gene-11.4&CDS=1-753	YGL123W
2758	OG0002758	-processed-gene-11.17-mRNA-1_1&gene=augustus_masked-gi|1002318378|dbj|BCKZ01000005.1|-processed-gene-11.17&CDS=1-2265	YPL116W
2759	OG0002759	-processed-gene-11.34-mRNA-1_1&gene=augustus_masked-gi|1002318378|dbj|BCKZ01000005.1|-processed-gene-11.34&CDS=1-960	YFR041C
2760	OG0002760	-processed-gene-11.67-mRNA-1_1&gene=genemark-gi|1002318378|dbj|BCKZ01000005.1|-processed-gene-11.67&CDS=1-390	YPL099C
2761	OG0002761	-augustus-gene-11.0-mRNA-1_1&gene=maker-gi|1002318378|dbj|BCKZ01000005.1|-augustus-gene-11.0&CDS=1-858	YLR165C
2762	OG0002762	-processed-gene-11.21-mRNA-1_1&gene=augustus_masked-gi|1002318378|dbj|BCKZ01000005.1|-processed-gene-11.21&CDS=1-864	YOR288C
2763	OG0002763	-augustus-gene-11.1-mRNA-1_1&gene=maker-gi|1002318378|dbj|BCKZ01000005.1|-augustus-gene-11.1&CDS=1-291	YMR225C
2764	OG0002764	-processed-gene-11.23-mRNA-1_1&gene=augustus_masked-gi|1002318378|dbj|BCKZ01000005.1|-processed-gene-11.23&CDS=1-1008	YOR287C
2765	OG0002765	-processed-gene-11.37-mRNA-1_1&gene=augustus_masked-gi|1002318378|dbj|BCKZ01000005.1|-processed-gene-11.37&CDS=1-1344	YER043C
2766	OG0002766	-processed-gene-12.18-mRNA-1_1&gene=augustus_masked-gi|1002318378|dbj|BCKZ01000005.1|-processed-gene-12.18&CDS=1-1041	YJR105W
2767	OG0002767	-processed-gene-12.20-mRNA-1_1&gene=augustus_masked-gi|1002318378|dbj|BCKZ01000005.1|-processed-gene-12.20&CDS=1-1167	YDR245W
2768	OG0002768	-processed-gene-12.104-mRNA-1_1&gene=snap_masked-gi|1002318378|dbj|BCKZ01000005.1|-processed-gene-12.104&CDS=1-348	YPR063C
2769	OG0002769	-processed-gene-12.25-mRNA-1_1&gene=augustus_masked-gi|1002318378|dbj|BCKZ01000005.1|-processed-gene-12.25&CDS=1-2577	YJR119C
2770	OG0002770	-processed-gene-12.27-mRNA-1_1&gene=augustus_masked-gi|1002318378|dbj|BCKZ01000005.1|-processed-gene-12.27&CDS=1-1239	YGL169W
2771	OG0002771	-processed-gene-12.13-mRNA-1_1&gene=augustus_masked-gi|1002318378|dbj|BCKZ01000005.1|-processed-gene-12.13&CDS=1-1161	YPL015C
2772	OG0002772	-processed-gene-12.30-mRNA-1_1&gene=augustus_masked-gi|1002318378|dbj|BCKZ01000005.1|-processed-gene-12.30&CDS=1-858	YJR050W
2773	OG0002773	-processed-gene-0.65-mRNA-1_1&gene=snap_masked-gi|1002318379|dbj|BCKZ01000004.1|-processed-gene-0.65&CDS=1-6351	YJL207C
2774	OG0002774	-augustus-gene-0.100-mRNA-1_1&gene=maker-gi|1002318379|dbj|BCKZ01000004.1|-augustus-gene-0.100&CDS=1-705	YGR152C
2775	OG0002775	-processed-gene-0.51-mRNA-1_1&gene=augustus_masked-gi|1002318379|dbj|BCKZ01000004.1|-processed-gene-0.51&CDS=1-708	YDR007W
2776	OG0002776	-processed-gene-0.53-mRNA-1_1&gene=augustus_masked-gi|1002318379|dbj|BCKZ01000004.1|-processed-gene-0.53&CDS=1-300	YNL056W
2777	OG0002777	-processed-gene-0.25-mRNA-1_1&gene=genemark-gi|1002318379|dbj|BCKZ01000004.1|-processed-gene-0.25&CDS=1-2676	YDR081C
2778	OG0002778	-processed-gene-0.44-mRNA-1_1&gene=augustus_masked-gi|1002318379|dbj|BCKZ01000004.1|-processed-gene-0.44&CDS=1-2889	YOL090W
2779	OG0002779	-processed-gene-0.58-mRNA-1_1&gene=augustus_masked-gi|1002318379|dbj|BCKZ01000004.1|-processed-gene-0.58&CDS=1-2574	YMR266W
2780	OG0002780	-processed-gene-0.77-mRNA-1_1&gene=snap_masked-gi|1002318379|dbj|BCKZ01000004.1|-processed-gene-0.77&CDS=1-1233	YDR004W
2781	OG0002781	-processed-gene-0.59-mRNA-1_1&gene=augustus_masked-gi|1002318379|dbj|BCKZ01000004.1|-processed-gene-0.59&CDS=1-1476	YBR006W
2782	OG0002782	-processed-gene-0.46-mRNA-1_1&gene=augustus_masked-gi|1002318379|dbj|BCKZ01000004.1|-processed-gene-0.46&CDS=1-1569	YPR088C
2783	OG0002783	-augustus-gene-1.116-mRNA-1_1&gene=maker-gi|1002318379|dbj|BCKZ01000004.1|-augustus-gene-1.116&CDS=1-1188	YGL048C
2784	OG0002784	-processed-gene-1.61-mRNA-1_1&gene=augustus_masked-gi|1002318379|dbj|BCKZ01000004.1|-processed-gene-1.61&CDS=1-2406	YHR178W
2785	OG0002785	-processed-gene-1.50-mRNA-1_1&gene=augustus_masked-gi|1002318379|dbj|BCKZ01000004.1|-processed-gene-1.50&CDS=1-1563	YBR123C
2786	OG0002786	-processed-gene-1.67-mRNA-1_1&gene=augustus_masked-gi|1002318379|dbj|BCKZ01000004.1|-processed-gene-1.67&CDS=1-2490	YJL209W
2787	OG0002787	-processed-gene-1.52-mRNA-1_1&gene=augustus_masked-gi|1002318379|dbj|BCKZ01000004.1|-processed-gene-1.52&CDS=1-3042	YJL204C
2788	OG0002788	-snap-gene-2.120-mRNA-1_1&gene=maker-gi|1002318379|dbj|BCKZ01000004.1|-snap-gene-2.120&CDS=1-2316	YOL113W
2789	OG0002789	-processed-gene-2.49-mRNA-1_1&gene=augustus_masked-gi|1002318379|dbj|BCKZ01000004.1|-processed-gene-2.49&CDS=1-5460	YNL172W
2790	OG0002790	-augustus-gene-2.2-mRNA-1_1&gene=maker-gi|1002318379|dbj|BCKZ01000004.1|-augustus-gene-2.2&CDS=1-600	YLR435W
2791	OG0002791	-augustus-gene-2.3-mRNA-1_1&gene=maker-gi|1002318379|dbj|BCKZ01000004.1|-augustus-gene-2.3&CDS=1-1989	YJR010W
2792	OG0002792	-processed-gene-2.71-mRNA-1_1&gene=augustus_masked-gi|1002318379|dbj|BCKZ01000004.1|-processed-gene-2.71&CDS=1-1779	YJR002W
2793	OG0002793	-processed-gene-2.56-mRNA-1_1&gene=augustus_masked-gi|1002318379|dbj|BCKZ01000004.1|-processed-gene-2.56&CDS=1-1113	YCR044C
2794	OG0002794	-processed-gene-2.74-mRNA-1_1&gene=augustus_masked-gi|1002318379|dbj|BCKZ01000004.1|-processed-gene-2.74&CDS=1-1707	YNL275W
2795	OG0002795	-augustus-gene-2.4-mRNA-1_1&gene=maker-gi|1002318379|dbj|BCKZ01000004.1|-augustus-gene-2.4&CDS=1-1533	YBR127C
2796	OG0002796	-augustus-gene-2.0-mRNA-1_1&gene=maker-gi|1002318379|dbj|BCKZ01000004.1|-augustus-gene-2.0&CDS=1-1611	YBR129C
2797	OG0002797	-processed-gene-2.80-mRNA-1_1&gene=augustus_masked-gi|1002318379|dbj|BCKZ01000004.1|-processed-gene-2.80&CDS=1-957	YOR339C
2798	OG0002798	-processed-gene-3.114-mRNA-1_1&gene=snap_masked-gi|1002318379|dbj|BCKZ01000004.1|-processed-gene-3.114&CDS=1-1176	YDL133W
2799	OG0002799	-processed-gene-3.47-mRNA-1_1&gene=augustus_masked-gi|1002318379|dbj|BCKZ01000004.1|-processed-gene-3.47&CDS=1-606	YDL135C
2800	OG0002800	-processed-gene-3.48-mRNA-1_1&gene=augustus_masked-gi|1002318379|dbj|BCKZ01000004.1|-processed-gene-3.48&CDS=1-3222	YDL190C
2801	OG0002801	-processed-gene-3.30-mRNA-1_1&gene=genemark-gi|1002318379|dbj|BCKZ01000004.1|-processed-gene-3.30&CDS=1-936	YDL193W
2802	OG0002802	-processed-gene-3.70-mRNA-1_1&gene=augustus_masked-gi|1002318379|dbj|BCKZ01000004.1|-processed-gene-3.70&CDS=1-924	YGR231C
2803	OG0002803	-processed-gene-3.50-mRNA-1_1&gene=augustus_masked-gi|1002318379|dbj|BCKZ01000004.1|-processed-gene-3.50&CDS=1-765	YGR232W
2804	OG0002804	-augustus-gene-3.139-mRNA-1_1&gene=maker-gi|1002318379|dbj|BCKZ01000004.1|-augustus-gene-3.139&CDS=1-1752	YGR225W
2805	OG0002805	-processed-gene-3.74-mRNA-1_1&gene=augustus_masked-gi|1002318379|dbj|BCKZ01000004.1|-processed-gene-3.74&CDS=1-2628	YDR362C
2806	OG0002806	-augustus-gene-3.140-mRNA-1_1&gene=maker-gi|1002318379|dbj|BCKZ01000004.1|-augustus-gene-3.140&CDS=1-639	YDL177C
2807	OG0002807	-processed-gene-3.55-mRNA-1_1&gene=augustus_masked-gi|1002318379|dbj|BCKZ01000004.1|-processed-gene-3.55&CDS=1-2259	YPL207W
2808	OG0002808	-augustus-gene-3.134-mRNA-1_1&gene=maker-gi|1002318379|dbj|BCKZ01000004.1|-augustus-gene-3.134&CDS=1-357	YKR083C
2809	OG0002809	-processed-gene-3.76-mRNA-1_1&gene=augustus_masked-gi|1002318379|dbj|BCKZ01000004.1|-processed-gene-3.76&CDS=1-3645	YKR082W
2810	OG0002810	-augustus-gene-3.135-mRNA-1_1&gene=maker-gi|1002318379|dbj|BCKZ01000004.1|-augustus-gene-3.135&CDS=1-999	YKR081C
2811	OG0002811	-processed-gene-3.77-mRNA-1_1&gene=augustus_masked-gi|1002318379|dbj|BCKZ01000004.1|-processed-gene-3.77&CDS=1-549	YHR148W
2812	OG0002812	-augustus-gene-3.141-mRNA-1_1&gene=maker-gi|1002318379|dbj|BCKZ01000004.1|-augustus-gene-3.141&CDS=1-1005	YKL018W
2813	OG0002813	-processed-gene-3.60-mRNA-1_1&gene=augustus_masked-gi|1002318379|dbj|BCKZ01000004.1|-processed-gene-3.60&CDS=1-555	YBR122C
2814	OG0002814	-processed-gene-3.61-mRNA-1_1&gene=augustus_masked-gi|1002318379|dbj|BCKZ01000004.1|-processed-gene-3.61&CDS=1-2151	YBR121C
2815	OG0002815	-processed-gene-3.63-mRNA-1_1&gene=augustus_masked-gi|1002318379|dbj|BCKZ01000004.1|-processed-gene-3.63&CDS=1-2433	YJL200C
2816	OG0002816	-processed-gene-4.51-mRNA-1_1&gene=augustus_masked-gi|1002318379|dbj|BCKZ01000004.1|-processed-gene-4.51&CDS=1-2334	YHL007C
2817	OG0002817	-augustus-gene-4.0-mRNA-1_1&gene=maker-gi|1002318379|dbj|BCKZ01000004.1|-augustus-gene-4.0&CDS=1-1362	YHL002W
2818	OG0002818	-processed-gene-4.69-mRNA-1_1&gene=augustus_masked-gi|1002318379|dbj|BCKZ01000004.1|-processed-gene-4.69&CDS=1-2022	YLR002C
2819	OG0002819	-processed-gene-4.75-mRNA-1_1&gene=augustus_masked-gi|1002318379|dbj|BCKZ01000004.1|-processed-gene-4.75&CDS=1-2343	YJL087C
2820	OG0002820	-augustus-gene-4.3-mRNA-1_1&gene=maker-gi|1002318379|dbj|BCKZ01000004.1|-augustus-gene-4.3&CDS=1-1860	YLR429W
2821	OG0002821	-processed-gene-4.77-mRNA-1_1&gene=augustus_masked-gi|1002318379|dbj|BCKZ01000004.1|-processed-gene-4.77&CDS=1-1098	YLR420W
2822	OG0002822	-processed-gene-5.46-mRNA-1_1&gene=augustus_masked-gi|1002318379|dbj|BCKZ01000004.1|-processed-gene-5.46&CDS=1-1230	YBR215W
2823	OG0002823	-processed-gene-5.43-mRNA-1_1&gene=augustus_masked-gi|1002318379|dbj|BCKZ01000004.1|-processed-gene-5.43&CDS=1-861	YOR004W
2824	OG0002824	-processed-gene-5.48-mRNA-1_1&gene=augustus_masked-gi|1002318379|dbj|BCKZ01000004.1|-processed-gene-5.48&CDS=1-1512	YGL059W
2825	OG0002825	-processed-gene-5.49-mRNA-1_1&gene=augustus_masked-gi|1002318379|dbj|BCKZ01000004.1|-processed-gene-5.49&CDS=1-3144	YNL014W
2826	OG0002826	-augustus-gene-5.110-mRNA-1_1&gene=maker-gi|1002318379|dbj|BCKZ01000004.1|-augustus-gene-5.110&CDS=1-729	YNL010W
2827	OG0002827	-processed-gene-5.17-mRNA-1_1&gene=snap_masked-gi|1002318379|dbj|BCKZ01000004.1|-processed-gene-5.17&CDS=1-4125	YML104C
2828	OG0002828	-processed-gene-5.65-mRNA-1_1&gene=augustus_masked-gi|1002318379|dbj|BCKZ01000004.1|-processed-gene-5.65&CDS=1-2388	YBR080C
2829	OG0002829	-processed-gene-5.53-mRNA-1_1&gene=augustus_masked-gi|1002318379|dbj|BCKZ01000004.1|-processed-gene-5.53&CDS=1-1635	YDR057W
2830	OG0002830	-augustus-gene-5.116-mRNA-1_1&gene=maker-gi|1002318379|dbj|BCKZ01000004.1|-augustus-gene-5.116&CDS=1-1170	YGL213C
2831	OG0002831	-augustus-gene-5.111-mRNA-1_1&gene=maker-gi|1002318379|dbj|BCKZ01000004.1|-augustus-gene-5.111&CDS=1-441	YBR082C
2832	OG0002832	-augustus-gene-5.112-mRNA-1_1&gene=maker-gi|1002318379|dbj|BCKZ01000004.1|-augustus-gene-5.112&CDS=1-3735	YBR081C
2833	OG0002833	-snap-gene-5.7-mRNA-1_1&gene=maker-gi|1002318379|dbj|BCKZ01000004.1|-snap-gene-5.7&CDS=1-1449	YBR241C
2834	OG0002834	-processed-gene-6.38-mRNA-1_1&gene=augustus_masked-gi|1002318379|dbj|BCKZ01000004.1|-processed-gene-6.38&CDS=1-1770	YOL066C
2835	OG0002835	-processed-gene-6.39-mRNA-1_1&gene=augustus_masked-gi|1002318379|dbj|BCKZ01000004.1|-processed-gene-6.39&CDS=1-1974	YBR204C
2836	OG0002836	-processed-gene-6.41-mRNA-1_1&gene=augustus_masked-gi|1002318379|dbj|BCKZ01000004.1|-processed-gene-6.41&CDS=1-1017	YGR012W
2837	OG0002837	-processed-gene-6.9-mRNA-1_1&gene=snap_masked-gi|1002318379|dbj|BCKZ01000004.1|-processed-gene-6.9&CDS=1-1905	YPR161C
