	OrthologID	Saccharomyces_cerevisiae	Saccharomyces_mikatae
3501	OG0003501	YNL220W	snap_masked-Smik_14-processed-gene-2.12-mRNA-1_1&gene=snap_masked-Smik_14-processed-gene-2.12&CDS=1-1299
3502	OG0003502	YNL221C	snap_masked-Smik_14-processed-gene-2.34-mRNA-1_1&gene=snap_masked-Smik_14-processed-gene-2.34&CDS=1-2610
3503	OG0003503	YNL223W	augustus_masked-Smik_14-processed-gene-2.112-mRNA-1_1&gene=augustus_masked-Smik_14-processed-gene-2.112&CDS=1-2076
3504	OG0003504	YNL224C	snap_masked-Smik_14-processed-gene-2.33-mRNA-1_1&gene=snap_masked-Smik_14-processed-gene-2.33&CDS=1-2283
3505	OG0003505	YNL225C	snap_masked-Smik_14-processed-gene-2.32-mRNA-1_1&gene=snap_masked-Smik_14-processed-gene-2.32&CDS=1-1746
3506	OG0003506	YNL227C	snap_masked-Smik_14-processed-gene-2.9-mRNA-1_1&gene=snap_masked-Smik_14-processed-gene-2.9&CDS=1-1779
3507	OG0003507	YNL229C	snap_masked-Smik_14-processed-gene-2.8-mRNA-1_1&gene=snap_masked-Smik_14-processed-gene-2.8&CDS=1-1080
3508	OG0003508	YNL230C	snap_masked-Smik_14-processed-gene-2.7-mRNA-1_1&gene=snap_masked-Smik_14-processed-gene-2.7&CDS=1-1134
3509	OG0003509	YNL231C	snap_masked-Smik_14-processed-gene-2.6-mRNA-1_1&gene=snap_masked-Smik_14-processed-gene-2.6&CDS=1-1053
3510	OG0003510	YNL236W	augustus_masked-Smik_14-processed-gene-2.110-mRNA-1_1&gene=augustus_masked-Smik_14-processed-gene-2.110&CDS=1-11616
3511	OG0003511	YNL239W	snap_masked-Smik_14-processed-gene-1.84-mRNA-1_1&gene=snap_masked-Smik_14-processed-gene-1.84&CDS=1-1362
3512	OG0003512	YNL240C	snap_masked-Smik_14-processed-gene-1.102-mRNA-1_1&gene=snap_masked-Smik_14-processed-gene-1.102&CDS=1-1476
3513	OG0003513	YNL241C	snap_masked-Smik_14-processed-gene-1.101-mRNA-1_1&gene=snap_masked-Smik_14-processed-gene-1.101&CDS=1-1512
3514	OG0003514	YNL242W	snap_masked-Smik_14-processed-gene-1.83-mRNA-1_1&gene=snap_masked-Smik_14-processed-gene-1.83&CDS=1-4776
3515	OG0003515	YNL243W	snap_masked-Smik_14-processed-gene-1.82-mRNA-1_1&gene=snap_masked-Smik_14-processed-gene-1.82&CDS=1-2913
3516	OG0003516	YNL244C	augustus_masked-Smik_14-processed-gene-1.26-mRNA-1_1&gene=augustus_masked-Smik_14-processed-gene-1.26&CDS=1-660
3517	OG0003517	YNL247W	augustus_masked-Smik_14-processed-gene-1.9-mRNA-1_1&gene=augustus_masked-Smik_14-processed-gene-1.9&CDS=1-3003
3518	OG0003518	YNL248C	snap_masked-Smik_14-processed-gene-1.99-mRNA-1_1&gene=snap_masked-Smik_14-processed-gene-1.99&CDS=1-1245
3519	OG0003519	YNL249C	snap_masked-Smik_14-processed-gene-1.98-mRNA-1_1&gene=snap_masked-Smik_14-processed-gene-1.98&CDS=1-1629
3520	OG0003520	YNL250W	snap_masked-Smik_14-processed-gene-1.79-mRNA-1_1&gene=snap_masked-Smik_14-processed-gene-1.79&CDS=1-3936
3521	OG0003521	YNL251C	snap_masked-Smik_14-processed-gene-1.97-mRNA-1_1&gene=snap_masked-Smik_14-processed-gene-1.97&CDS=1-1722
3522	OG0003522	YNL252C	snap_masked-Smik_14-processed-gene-1.96-mRNA-1_1&gene=snap_masked-Smik_14-processed-gene-1.96&CDS=1-867
3523	OG0003523	YNL253W	snap_masked-Smik_14-processed-gene-1.78-mRNA-1_1&gene=snap_masked-Smik_14-processed-gene-1.78&CDS=1-1266
3524	OG0003524	YNL254C	snap_masked-Smik_14-processed-gene-1.95-mRNA-1_1&gene=snap_masked-Smik_14-processed-gene-1.95&CDS=1-1212
3525	OG0003525	YNL255C	snap_masked-Smik_14-processed-gene-1.94-mRNA-1_1&gene=snap_masked-Smik_14-processed-gene-1.94&CDS=1-459
3526	OG0003526	YNL256W	snap_masked-Smik_14-processed-gene-1.77-mRNA-1_1&gene=snap_masked-Smik_14-processed-gene-1.77&CDS=1-2472
3527	OG0003527	YNL257C	augustus_masked-Smik_14-processed-gene-1.19-mRNA-1_1&gene=augustus_masked-Smik_14-processed-gene-1.19&CDS=1-5940
3528	OG0003528	YNL260C	augustus_masked-Smik_14-processed-gene-1.18-mRNA-1_1&gene=augustus_masked-Smik_14-processed-gene-1.18&CDS=1-648
3529	OG0003529	YNL262W	genemark-Smik_14-processed-gene-1.41-mRNA-1_1&gene=genemark-Smik_14-processed-gene-1.41&CDS=1-8079
3530	OG0003530	YNL264C	augustus_masked-Smik_14-processed-gene-1.17-mRNA-1_1&gene=augustus_masked-Smik_14-processed-gene-1.17&CDS=1-2010
3531	OG0003531	YNL265C	augustus_masked-Smik_14-processed-gene-1.16-mRNA-1_1&gene=augustus_masked-Smik_14-processed-gene-1.16&CDS=1-840
3532	OG0003532	YNL267W	snap_masked-Smik_14-processed-gene-1.74-mRNA-1_1&gene=snap_masked-Smik_14-processed-gene-1.74&CDS=1-3189
3533	OG0003533	YNL271C	snap_masked-Smik_14-processed-gene-1.86-mRNA-1_1&gene=snap_masked-Smik_14-processed-gene-1.86&CDS=1-8292
3534	OG0003534	YNL273W	snap_masked-Smik_14-processed-gene-1.71-mRNA-1_1&gene=snap_masked-Smik_14-processed-gene-1.71&CDS=1-3705
3535	OG0003535	YNL274C	snap_masked-Smik_14-processed-gene-1.85-mRNA-1_1&gene=snap_masked-Smik_14-processed-gene-1.85&CDS=1-1050
3536	OG0003536	YNL275W	snap_masked-Smik_14-processed-gene-1.70-mRNA-1_1&gene=snap_masked-Smik_14-processed-gene-1.70&CDS=1-1728
3537	OG0003537	YNL277W	snap_masked-Smik_14-processed-gene-1.69-mRNA-1_1&gene=snap_masked-Smik_14-processed-gene-1.69&CDS=1-1458
3538	OG0003538	YNL278W	genemark-Smik_14-processed-gene-1.35-mRNA-1_1&gene=genemark-Smik_14-processed-gene-1.35&CDS=1-5178
3539	OG0003539	YNL280C	snap_masked-Smik_14-processed-gene-0.138-mRNA-1_1&gene=snap_masked-Smik_14-processed-gene-0.138&CDS=1-1314
3540	OG0003540	YNL282W	maker-Smik_14-snap-gene-0.5-mRNA-1_1&gene=maker-Smik_14-snap-gene-0.5&CDS=1-1071
3541	OG0003541	YNL283C	snap_masked-Smik_14-processed-gene-0.137-mRNA-1_1&gene=snap_masked-Smik_14-processed-gene-0.137&CDS=1-1488
3542	OG0003542	YNL284C	snap_masked-Smik_14-processed-gene-0.112-mRNA-1_1&gene=snap_masked-Smik_14-processed-gene-0.112&CDS=1-882
3543	OG0003543	YNL286W	snap_masked-Smik_14-processed-gene-0.111-mRNA-1_1&gene=snap_masked-Smik_14-processed-gene-0.111&CDS=1-855
3544	OG0003544	YNL287W	snap_masked-Smik_14-processed-gene-0.110-mRNA-1_1&gene=snap_masked-Smik_14-processed-gene-0.110&CDS=1-2805
3545	OG0003545	YNL288W	snap_masked-Smik_14-processed-gene-0.109-mRNA-1_1&gene=snap_masked-Smik_14-processed-gene-0.109&CDS=1-1116
3546	OG0003546	YNL289W	genemark-Smik_14-processed-gene-0.25-mRNA-1_1&gene=genemark-Smik_14-processed-gene-0.25&CDS=1-837
3547	OG0003547	YNL290W	snap_masked-Smik_14-processed-gene-0.107-mRNA-1_1&gene=snap_masked-Smik_14-processed-gene-0.107&CDS=1-1020
3548	OG0003548	YNL291C	augustus_masked-Smik_14-processed-gene-0.90-mRNA-1_1&gene=augustus_masked-Smik_14-processed-gene-0.90&CDS=1-1644
3549	OG0003549	YNL292W	snap_masked-Smik_14-processed-gene-0.106-mRNA-1_1&gene=snap_masked-Smik_14-processed-gene-0.106&CDS=1-1209
3550	OG0003550	YNL293W	snap_masked-Smik_14-processed-gene-0.105-mRNA-1_1&gene=snap_masked-Smik_14-processed-gene-0.105&CDS=1-1881
3551	OG0003551	YNL294C	snap_masked-Smik_14-processed-gene-0.133-mRNA-1_1&gene=snap_masked-Smik_14-processed-gene-0.133&CDS=1-1620
3552	OG0003552	YNL295W	augustus_masked-Smik_14-processed-gene-0.66-mRNA-1_1&gene=augustus_masked-Smik_14-processed-gene-0.66&CDS=1-1497
3553	OG0003553	YNL297C	snap_masked-Smik_14-processed-gene-0.132-mRNA-1_1&gene=snap_masked-Smik_14-processed-gene-0.132&CDS=1-4905
3554	OG0003554	YNL298W	snap_masked-Smik_14-processed-gene-0.103-mRNA-1_1&gene=snap_masked-Smik_14-processed-gene-0.103&CDS=1-2514
3555	OG0003555	YNL304W	snap_masked-Smik_14-processed-gene-0.99-mRNA-1_1&gene=snap_masked-Smik_14-processed-gene-0.99&CDS=1-1242
3556	OG0003556	YNL305C	snap_masked-Smik_14-processed-gene-0.129-mRNA-1_1&gene=snap_masked-Smik_14-processed-gene-0.129&CDS=1-894
3557	OG0003557	YNL306W	augustus_masked-Smik_14-processed-gene-0.61-mRNA-1_1&gene=augustus_masked-Smik_14-processed-gene-0.61&CDS=1-651
3558	OG0003558	YNL307C	snap_masked-Smik_14-processed-gene-0.127-mRNA-1_1&gene=snap_masked-Smik_14-processed-gene-0.127&CDS=1-1125
3559	OG0003559	YNL308C	snap_masked-Smik_14-processed-gene-0.126-mRNA-1_1&gene=snap_masked-Smik_14-processed-gene-0.126&CDS=1-1758
3560	OG0003560	YNL309W	snap_masked-Smik_14-processed-gene-0.98-mRNA-1_1&gene=snap_masked-Smik_14-processed-gene-0.98&CDS=1-1242
3561	OG0003561	YNL310C	snap_masked-Smik_14-processed-gene-0.125-mRNA-1_1&gene=snap_masked-Smik_14-processed-gene-0.125&CDS=1-378
3562	OG0003562	YNL311C	augustus_masked-Smik_14-processed-gene-0.82-mRNA-1_1&gene=augustus_masked-Smik_14-processed-gene-0.82&CDS=1-2289
3563	OG0003563	YNL312W	augustus_masked-Smik_14-processed-gene-0.59-mRNA-1_1&gene=augustus_masked-Smik_14-processed-gene-0.59&CDS=1-819
3564	OG0003564	YNL313C	snap_masked-Smik_14-processed-gene-0.123-mRNA-1_1&gene=snap_masked-Smik_14-processed-gene-0.123&CDS=1-2712
3565	OG0003565	YNL314W	snap_masked-Smik_14-processed-gene-0.97-mRNA-1_1&gene=snap_masked-Smik_14-processed-gene-0.97&CDS=1-765
3566	OG0003566	YNL315C	snap_masked-Smik_14-processed-gene-0.122-mRNA-1_1&gene=snap_masked-Smik_14-processed-gene-0.122&CDS=1-954
3567	OG0003567	YNL316C	snap_masked-Smik_14-processed-gene-0.121-mRNA-1_1&gene=snap_masked-Smik_14-processed-gene-0.121&CDS=1-1002
3568	OG0003568	YNL317W	snap_masked-Smik_14-processed-gene-0.96-mRNA-1_1&gene=snap_masked-Smik_14-processed-gene-0.96&CDS=1-1398
3569	OG0003569	YNL318C	snap_masked-Smik_14-processed-gene-0.120-mRNA-1_1&gene=snap_masked-Smik_14-processed-gene-0.120&CDS=1-1620
3570	OG0003570	YNL321W	maker-Smik_14-snap-gene-0.3-mRNA-1_1&gene=maker-Smik_14-snap-gene-0.3&CDS=1-3603
3571	OG0003571	YNL322C	augustus_masked-Smik_14-processed-gene-0.77-mRNA-1_1&gene=augustus_masked-Smik_14-processed-gene-0.77&CDS=1-945
3572	OG0003572	YNL323W	augustus_masked-Smik_14-processed-gene-0.55-mRNA-1_1&gene=augustus_masked-Smik_14-processed-gene-0.55&CDS=1-1239
3573	OG0003573	YNL325C	augustus_masked-Smik_14-processed-gene-0.76-mRNA-1_1&gene=augustus_masked-Smik_14-processed-gene-0.76&CDS=1-3465
3574	OG0003574	YNL327W	snap_masked-Smik_14-processed-gene-0.93-mRNA-1_1&gene=snap_masked-Smik_14-processed-gene-0.93&CDS=1-3252
3575	OG0003575	YNL328C	genemark-Smik_14-processed-gene-0.35-mRNA-1_1&gene=genemark-Smik_14-processed-gene-0.35&CDS=1-438
3576	OG0003576	YNL329C	snap_masked-Smik_14-processed-gene-0.116-mRNA-1_1&gene=snap_masked-Smik_14-processed-gene-0.116&CDS=1-3087
3577	OG0003577	YNL330C	genemark-Smik_14-processed-gene-0.33-mRNA-1_1&gene=genemark-Smik_14-processed-gene-0.33&CDS=1-1299
3578	OG0003578	YNR002C	snap_masked-Smik_14-processed-gene-6.137-mRNA-1_1&gene=snap_masked-Smik_14-processed-gene-6.137&CDS=1-915
3579	OG0003579	YNR003C	snap_masked-Smik_14-processed-gene-6.138-mRNA-1_1&gene=snap_masked-Smik_14-processed-gene-6.138&CDS=1-951
3580	OG0003580	YNR004W	augustus_masked-Smik_14-processed-gene-6.0-mRNA-1_1&gene=augustus_masked-Smik_14-processed-gene-6.0&CDS=1-438
3581	OG0003581	YNR006W	snap_masked-Smik_14-processed-gene-6.135-mRNA-1_1&gene=snap_masked-Smik_14-processed-gene-6.135&CDS=1-1884
3582	OG0003582	YNR007C	snap_masked-Smik_14-processed-gene-6.139-mRNA-1_1&gene=snap_masked-Smik_14-processed-gene-6.139&CDS=1-930
3583	OG0003583	YNR008W	augustus_masked-Smik_14-processed-gene-6.2-mRNA-1_1&gene=augustus_masked-Smik_14-processed-gene-6.2&CDS=1-3156
3584	OG0003584	YNR011C	snap_masked-Smik_14-processed-gene-6.175-mRNA-1_1&gene=snap_masked-Smik_14-processed-gene-6.175&CDS=1-2649
3585	OG0003585	YNR012W	snap_masked-Smik_14-processed-gene-6.141-mRNA-1_1&gene=snap_masked-Smik_14-processed-gene-6.141&CDS=1-1503
3586	OG0003586	YNR013C	snap_masked-Smik_14-processed-gene-6.176-mRNA-1_1&gene=snap_masked-Smik_14-processed-gene-6.176&CDS=1-2682
3587	OG0003587	YNR015W	augustus_masked-Smik_14-processed-gene-6.7-mRNA-1_1&gene=augustus_masked-Smik_14-processed-gene-6.7&CDS=1-1764
3588	OG0003588	YNR017W	snap_masked-Smik_14-processed-gene-6.144-mRNA-1_1&gene=snap_masked-Smik_14-processed-gene-6.144&CDS=1-666
3589	OG0003589	YNR018W	snap_masked-Smik_14-processed-gene-6.145-mRNA-1_1&gene=snap_masked-Smik_14-processed-gene-6.145&CDS=1-672
3590	OG0003590	YNR019W	snap_masked-Smik_14-processed-gene-6.146-mRNA-1_1&gene=snap_masked-Smik_14-processed-gene-6.146&CDS=1-1914
3591	OG0003591	YNR020C	snap_masked-Smik_14-processed-gene-6.178-mRNA-1_1&gene=snap_masked-Smik_14-processed-gene-6.178&CDS=1-681
3592	OG0003592	YNR021W	snap_masked-Smik_14-processed-gene-6.147-mRNA-1_1&gene=snap_masked-Smik_14-processed-gene-6.147&CDS=1-1212
3593	OG0003593	YNR022C	snap_masked-Smik_14-processed-gene-6.179-mRNA-1_1&gene=snap_masked-Smik_14-processed-gene-6.179&CDS=1-417
3594	OG0003594	YNR023W	snap_masked-Smik_14-processed-gene-6.148-mRNA-1_1&gene=snap_masked-Smik_14-processed-gene-6.148&CDS=1-1698
3595	OG0003595	YNR024W	snap_masked-Smik_14-processed-gene-6.149-mRNA-1_1&gene=snap_masked-Smik_14-processed-gene-6.149&CDS=1-540
3596	OG0003596	YNR026C	snap_masked-Smik_14-processed-gene-6.180-mRNA-1_1&gene=snap_masked-Smik_14-processed-gene-6.180&CDS=1-1419
3597	OG0003597	YNR027W	augustus_masked-Smik_14-processed-gene-6.14-mRNA-1_1&gene=augustus_masked-Smik_14-processed-gene-6.14&CDS=1-1866
3598	OG0003598	YNR029C	snap_masked-Smik_14-processed-gene-6.181-mRNA-1_1&gene=snap_masked-Smik_14-processed-gene-6.181&CDS=1-1287
3599	OG0003599	YNR030W	snap_masked-Smik_14-processed-gene-6.152-mRNA-1_1&gene=snap_masked-Smik_14-processed-gene-6.152&CDS=1-1653
3600	OG0003600	YNR032C-A	snap_masked-Smik_14-processed-gene-6.183-mRNA-1_1&gene=snap_masked-Smik_14-processed-gene-6.183&CDS=1-219
3601	OG0003601	YNR032W	snap_masked-Smik_14-processed-gene-6.153-mRNA-1_1&gene=snap_masked-Smik_14-processed-gene-6.153&CDS=1-1104
3602	OG0003602	YNR033W	augustus_masked-Smik_14-processed-gene-6.17-mRNA-1_1&gene=augustus_masked-Smik_14-processed-gene-6.17&CDS=1-2361
3603	OG0003603	YNR034W-A	snap_masked-Smik_14-processed-gene-6.156-mRNA-1_1&gene=snap_masked-Smik_14-processed-gene-6.156&CDS=1-294
3604	OG0003604	YNR035C	augustus_masked-Smik_14-processed-gene-6.41-mRNA-1_1&gene=augustus_masked-Smik_14-processed-gene-6.41&CDS=1-1614
3605	OG0003605	YNR038W	snap_masked-Smik_14-processed-gene-6.157-mRNA-1_1&gene=snap_masked-Smik_14-processed-gene-6.157&CDS=1-1887
3606	OG0003606	YNR039C	augustus_masked-Smik_14-processed-gene-6.42-mRNA-1_1&gene=augustus_masked-Smik_14-processed-gene-6.42&CDS=1-1815
3607	OG0003607	YNR040W	snap_masked-Smik_14-processed-gene-6.160-mRNA-1_1&gene=snap_masked-Smik_14-processed-gene-6.160&CDS=1-759
3608	OG0003608	YNR041C	augustus_masked-Smik_14-processed-gene-6.43-mRNA-1_1&gene=augustus_masked-Smik_14-processed-gene-6.43&CDS=1-1101
3609	OG0003609	YNR042W	snap_masked-Smik_14-processed-gene-6.161-mRNA-1_1&gene=snap_masked-Smik_14-processed-gene-6.161&CDS=1-207
3610	OG0003610	YNR043W	snap_masked-Smik_14-processed-gene-6.162-mRNA-1_1&gene=snap_masked-Smik_14-processed-gene-6.162&CDS=1-1188
3611	OG0003611	YNR044W	augustus_masked-Smik_14-processed-gene-6.23-mRNA-1_1&gene=augustus_masked-Smik_14-processed-gene-6.23&CDS=1-2073
3612	OG0003612	YNR045W	snap_masked-Smik_14-processed-gene-6.163-mRNA-1_1&gene=snap_masked-Smik_14-processed-gene-6.163&CDS=1-1284
3613	OG0003613	YNR046W	snap_masked-Smik_14-processed-gene-6.164-mRNA-1_1&gene=snap_masked-Smik_14-processed-gene-6.164&CDS=1-405
3614	OG0003614	YNR047W	snap_masked-Smik_14-processed-gene-6.165-mRNA-1_1&gene=snap_masked-Smik_14-processed-gene-6.165&CDS=1-2685
3615	OG0003615	YNR048W	snap_masked-Smik_14-processed-gene-6.166-mRNA-1_1&gene=snap_masked-Smik_14-processed-gene-6.166&CDS=1-1179
3616	OG0003616	YNR050C	augustus_masked-Smik_14-processed-gene-6.44-mRNA-1_1&gene=augustus_masked-Smik_14-processed-gene-6.44&CDS=1-1950
3617	OG0003617	YNR051C	snap_masked-Smik_14-processed-gene-6.192-mRNA-1_1&gene=snap_masked-Smik_14-processed-gene-6.192&CDS=1-1545
3618	OG0003618	YNR052C	snap_masked-Smik_14-processed-gene-6.193-mRNA-1_1&gene=snap_masked-Smik_14-processed-gene-6.193&CDS=1-1305
3619	OG0003619	YNR053C	maker-Smik_14-snap-gene-6.65-mRNA-1_1&gene=maker-Smik_14-snap-gene-6.65&CDS=1-1458
3620	OG0003620	YNR054C	snap_masked-Smik_14-processed-gene-6.195-mRNA-1_1&gene=snap_masked-Smik_14-processed-gene-6.195&CDS=1-939
3621	OG0003621	YNR055C	snap_masked-Smik_14-processed-gene-6.196-mRNA-1_1&gene=snap_masked-Smik_14-processed-gene-6.196&CDS=1-1758
3622	OG0003622	YNR056C	augustus_masked-Smik_14-processed-gene-6.50-mRNA-1_1&gene=augustus_masked-Smik_14-processed-gene-6.50&CDS=1-1593
3623	OG0003623	YNR057C	snap_masked-Smik_14-processed-gene-6.198-mRNA-1_1&gene=snap_masked-Smik_14-processed-gene-6.198&CDS=1-714
3624	OG0003624	YNR058W	snap_masked-Smik_14-processed-gene-6.167-mRNA-1_1&gene=snap_masked-Smik_14-processed-gene-6.167&CDS=1-1440
3625	OG0003625	YNR059W	snap_masked-Smik_14-processed-gene-6.168-mRNA-1_1&gene=snap_masked-Smik_14-processed-gene-6.168&CDS=1-1740
3626	OG0003626	YNR067C	augustus_masked-Smik_14-processed-gene-6.53-mRNA-1_1&gene=augustus_masked-Smik_14-processed-gene-6.53&CDS=1-3363
3627	OG0003627	YNR069C	snap_masked-Smik_14-processed-gene-6.202-mRNA-1_1&gene=snap_masked-Smik_14-processed-gene-6.202&CDS=1-2535
3628	OG0003628	YOL001W	snap_masked-Smik_15-processed-gene-3.85-mRNA-1_1&gene=snap_masked-Smik_15-processed-gene-3.85&CDS=1-873
3629	OG0003629	YOL002C	snap_masked-Smik_15-processed-gene-3.90-mRNA-1_1&gene=snap_masked-Smik_15-processed-gene-3.90&CDS=1-951
3630	OG0003630	YOL003C	snap_masked-Smik_15-processed-gene-3.89-mRNA-1_1&gene=snap_masked-Smik_15-processed-gene-3.89&CDS=1-522
3631	OG0003631	YOL004W	snap_masked-Smik_15-processed-gene-2.29-mRNA-1_1&gene=snap_masked-Smik_15-processed-gene-2.29&CDS=1-4698
3632	OG0003632	YOL005C	snap_masked-Smik_15-processed-gene-2.47-mRNA-1_1&gene=snap_masked-Smik_15-processed-gene-2.47&CDS=1-360
3633	OG0003633	YOL006C	snap_masked-Smik_15-processed-gene-2.46-mRNA-1_1&gene=snap_masked-Smik_15-processed-gene-2.46&CDS=1-2307
3634	OG0003634	YOL007C	augustus_masked-Smik_15-processed-gene-2.145-mRNA-1_1&gene=augustus_masked-Smik_15-processed-gene-2.145&CDS=1-1050
3635	OG0003635	YOL008W	snap_masked-Smik_15-processed-gene-2.28-mRNA-1_1&gene=snap_masked-Smik_15-processed-gene-2.28&CDS=1-630
3636	OG0003636	YOL009C	snap_masked-Smik_15-processed-gene-2.44-mRNA-1_1&gene=snap_masked-Smik_15-processed-gene-2.44&CDS=1-813
3637	OG0003637	YOL010W	snap_masked-Smik_15-processed-gene-2.27-mRNA-1_1&gene=snap_masked-Smik_15-processed-gene-2.27&CDS=1-1101
3638	OG0003638	YOL012C	snap_masked-Smik_15-processed-gene-2.43-mRNA-1_1&gene=snap_masked-Smik_15-processed-gene-2.43&CDS=1-402
3639	OG0003639	YOL013C	snap_masked-Smik_15-processed-gene-2.42-mRNA-1_1&gene=snap_masked-Smik_15-processed-gene-2.42&CDS=1-1650
3640	OG0003640	YOL015W	genemark-Smik_15-processed-gene-2.78-mRNA-1_1&gene=genemark-Smik_15-processed-gene-2.78&CDS=1-1752
3641	OG0003641	YOL016C	snap_masked-Smik_15-processed-gene-2.41-mRNA-1_1&gene=snap_masked-Smik_15-processed-gene-2.41&CDS=1-1326
3642	OG0003642	YOL017W	snap_masked-Smik_15-processed-gene-2.23-mRNA-1_1&gene=snap_masked-Smik_15-processed-gene-2.23&CDS=1-2148
3643	OG0003643	YOL018C	snap_masked-Smik_15-processed-gene-2.40-mRNA-1_1&gene=snap_masked-Smik_15-processed-gene-2.40&CDS=1-1140
3644	OG0003644	YOL019W	augustus_masked-Smik_15-processed-gene-2.124-mRNA-1_1&gene=augustus_masked-Smik_15-processed-gene-2.124&CDS=1-1641
3645	OG0003645	YOL020W	snap_masked-Smik_15-processed-gene-2.21-mRNA-1_1&gene=snap_masked-Smik_15-processed-gene-2.21&CDS=1-1779
3646	OG0003646	YOL021C	snap_masked-Smik_15-processed-gene-2.39-mRNA-1_1&gene=snap_masked-Smik_15-processed-gene-2.39&CDS=1-3003
3647	OG0003647	YOL022C	snap_masked-Smik_15-processed-gene-2.38-mRNA-1_1&gene=snap_masked-Smik_15-processed-gene-2.38&CDS=1-1224
3648	OG0003648	YOL023W	snap_masked-Smik_15-processed-gene-2.20-mRNA-1_1&gene=snap_masked-Smik_15-processed-gene-2.20&CDS=1-2040
3649	OG0003649	YOL025W	snap_masked-Smik_15-processed-gene-2.19-mRNA-1_1&gene=snap_masked-Smik_15-processed-gene-2.19&CDS=1-1974
3650	OG0003650	YOL027C	augustus_masked-Smik_15-processed-gene-2.137-mRNA-1_1&gene=augustus_masked-Smik_15-processed-gene-2.137&CDS=1-1971
3651	OG0003651	YOL029C	augustus_masked-Smik_15-processed-gene-2.136-mRNA-1_1&gene=augustus_masked-Smik_15-processed-gene-2.136&CDS=1-1551
3652	OG0003652	YOL030W	augustus_masked-Smik_15-processed-gene-2.121-mRNA-1_1&gene=augustus_masked-Smik_15-processed-gene-2.121&CDS=1-1440
3653	OG0003653	YOL031C	snap_masked-Smik_15-processed-gene-2.35-mRNA-1_1&gene=snap_masked-Smik_15-processed-gene-2.35&CDS=1-1260
3654	OG0003654	YOL033W	maker-Smik_15-augustus-gene-2.48-mRNA-1_1&gene=maker-Smik_15-augustus-gene-2.48&CDS=1-2373
3655	OG0003655	YOL034W	snap_masked-Smik_15-processed-gene-2.15-mRNA-1_1&gene=snap_masked-Smik_15-processed-gene-2.15&CDS=1-3279
3656	OG0003656	YOL036W	snap_masked-Smik_15-processed-gene-2.14-mRNA-1_1&gene=snap_masked-Smik_15-processed-gene-2.14&CDS=1-2283
3657	OG0003657	YOL038W	snap_masked-Smik_15-processed-gene-2.13-mRNA-1_1&gene=snap_masked-Smik_15-processed-gene-2.13&CDS=1-762
3658	OG0003658	YOL039W	snap_masked-Smik_15-processed-gene-2.12-mRNA-1_1&gene=snap_masked-Smik_15-processed-gene-2.12&CDS=1-318
3659	OG0003659	YOL040C	snap_masked-Smik_15-processed-gene-2.34-mRNA-1_1&gene=snap_masked-Smik_15-processed-gene-2.34&CDS=1-426
3660	OG0003660	YOL041C	snap_masked-Smik_15-processed-gene-2.33-mRNA-1_1&gene=snap_masked-Smik_15-processed-gene-2.33&CDS=1-1380
3661	OG0003661	YOL042W	snap_masked-Smik_15-processed-gene-2.11-mRNA-1_1&gene=snap_masked-Smik_15-processed-gene-2.11&CDS=1-1089
3662	OG0003662	YOL043C	snap_masked-Smik_15-processed-gene-2.32-mRNA-1_1&gene=snap_masked-Smik_15-processed-gene-2.32&CDS=1-1140
3663	OG0003663	YOL044W	snap_masked-Smik_15-processed-gene-2.10-mRNA-1_1&gene=snap_masked-Smik_15-processed-gene-2.10&CDS=1-1149
3664	OG0003664	YOL047C	maker-Smik_15-snap-gene-2.55-mRNA-1_1&gene=maker-Smik_15-snap-gene-2.55&CDS=1-1068
3665	OG0003665	YOL048C	maker-Smik_15-snap-gene-2.54-mRNA-1_1&gene=maker-Smik_15-snap-gene-2.54&CDS=1-1032
3666	OG0003666	YOL049W	snap_masked-Smik_15-processed-gene-2.8-mRNA-1_1&gene=snap_masked-Smik_15-processed-gene-2.8&CDS=1-1473
3667	OG0003667	YOL051W	maker-Smik_15-snap-gene-2.53-mRNA-1_1&gene=maker-Smik_15-snap-gene-2.53&CDS=1-3261
3668	OG0003668	YOL052C	snap_masked-Smik_15-processed-gene-2.5-mRNA-1_1&gene=snap_masked-Smik_15-processed-gene-2.5&CDS=1-1188
3669	OG0003669	YOL052C-A	snap_masked-Smik_15-processed-gene-2.4-mRNA-1_1&gene=snap_masked-Smik_15-processed-gene-2.4&CDS=1-183
3670	OG0003670	YOL053W	snap_masked-Smik_15-processed-gene-2.1-mRNA-1_1&gene=snap_masked-Smik_15-processed-gene-2.1&CDS=1-1038
3671	OG0003671	YOL054W	snap_masked-Smik_15-processed-gene-2.0-mRNA-1_1&gene=snap_masked-Smik_15-processed-gene-2.0&CDS=1-1218
3672	OG0003672	YOL056W	snap_masked-Smik_15-processed-gene-1.110-mRNA-1_1&gene=snap_masked-Smik_15-processed-gene-1.110&CDS=1-909
3673	OG0003673	YOL057W	snap_masked-Smik_15-processed-gene-1.109-mRNA-1_1&gene=snap_masked-Smik_15-processed-gene-1.109&CDS=1-2130
3674	OG0003674	YOL058W	snap_masked-Smik_15-processed-gene-1.108-mRNA-1_1&gene=snap_masked-Smik_15-processed-gene-1.108&CDS=1-1260
3675	OG0003675	YOL060C	snap_masked-Smik_15-processed-gene-1.127-mRNA-1_1&gene=snap_masked-Smik_15-processed-gene-1.127&CDS=1-2145
