	OrthologID	Saccharomyces_cerevisiae	yHMPu5000034952_Citeromyces_siamensis
2693	OG0002693	YDR375C	augustus_masked-scf7180000059687-processed-gene-0.14-mRNA-1_1&gene=augustus_masked-scf7180000059687-processed-gene-0.14&CDS=1-1332
2694	OG0002694	YDR376W	augustus_masked-scf7180000056877-processed-gene-0.22-mRNA-1_1&gene=augustus_masked-scf7180000056877-processed-gene-0.22&CDS=1-1431
2695	OG0002695	YDR382W	augustus_masked-scf7180000061796-processed-gene-0.11-mRNA-1_1&gene=augustus_masked-scf7180000061796-processed-gene-0.11&CDS=1-324
2696	OG0002696	YDR392W	augustus_masked-scf7180000059912-processed-gene-0.42-mRNA-1_1&gene=augustus_masked-scf7180000059912-processed-gene-0.42&CDS=1-975
2697	OG0002697	YDR394W	augustus_masked-scf7180000061609-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-scf7180000061609-processed-gene-0.2&CDS=1-636
2698	OG0002698	YDR397C	augustus_masked-scf7180000053724-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-scf7180000053724-processed-gene-0.3&CDS=1-462
2699	OG0002699	YDR399W	maker-scf7180000053825-augustus-gene-0.11-mRNA-1_1&gene=maker-scf7180000053825-augustus-gene-0.11&CDS=1-537
2700	OG0002700	YDR405W	augustus_masked-scf7180000053825-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-scf7180000053825-processed-gene-0.8&CDS=1-651
2701	OG0002701	YDR408C	augustus_masked-scf7180000061195-processed-gene-0.12-mRNA-1_1&gene=augustus_masked-scf7180000061195-processed-gene-0.12&CDS=1-630
2702	OG0002702	YDR424C	maker-scf7180000055032-augustus-gene-0.0-mRNA-1_1&gene=maker-scf7180000055032-augustus-gene-0.0&CDS=1-135
2703	OG0002703	YDR428C	maker-scf7180000058822-snap-gene-0.0-mRNA-1_1&gene=maker-scf7180000058822-snap-gene-0.0&CDS=1-411
2704	OG0002704	YDR430C	augustus_masked-scf7180000059268-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-scf7180000059268-processed-gene-0.8&CDS=1-2916
2705	OG0002705	YDR434W	augustus_masked-scf7180000061616-processed-gene-0.20-mRNA-1_1&gene=augustus_masked-scf7180000061616-processed-gene-0.20&CDS=1-1452
2706	OG0002706	YDR448W	augustus_masked-scf7180000059043-processed-gene-0.9-mRNA-1_1&gene=augustus_masked-scf7180000059043-processed-gene-0.9&CDS=1-1314
2707	OG0002707	YDR454C	augustus_masked-scf7180000054023-processed-gene-0.10-mRNA-1_1&gene=augustus_masked-scf7180000054023-processed-gene-0.10&CDS=1-561
2708	OG0002708	YDR456W	augustus_masked-scf7180000054023-processed-gene-0.21-mRNA-1_1&gene=augustus_masked-scf7180000054023-processed-gene-0.21&CDS=1-1884
2709	OG0002709	YDR469W	augustus_masked-scf7180000053553-processed-gene-0.11-mRNA-1_1&gene=augustus_masked-scf7180000053553-processed-gene-0.11&CDS=1-444
2710	OG0002710	YDR470C	augustus_masked-scf7180000053553-processed-gene-0.13-mRNA-1_1&gene=augustus_masked-scf7180000053553-processed-gene-0.13&CDS=1-1470
2711	OG0002711	YDR472W	genemark-scf7180000059736-processed-gene-0.25-mRNA-1_1&gene=genemark-scf7180000059736-processed-gene-0.25&CDS=1-687
2712	OG0002712	YDR477W	maker-scf7180000059717-snap-gene-0.1-mRNA-1_1&gene=maker-scf7180000059717-snap-gene-0.1&CDS=1-2013
2713	OG0002713	YDR481C	snap_masked-scf7180000053716-processed-gene-0.11-mRNA-1_1&gene=snap_masked-scf7180000053716-processed-gene-0.11&CDS=1-1413
2714	OG0002714	YDR493W	maker-scf7180000054635-snap-gene-0.0-mRNA-1_1&gene=maker-scf7180000054635-snap-gene-0.0&CDS=1-258
2715	OG0002715	YDR497C	augustus_masked-scf7180000053597-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-scf7180000053597-processed-gene-0.3&CDS=1-1629
2716	OG0002716	YDR502C	augustus_masked-scf7180000053734-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-scf7180000053734-processed-gene-0.7&CDS=1-1149
2717	OG0002717	YDR510W	augustus_masked-scf7180000053734-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-scf7180000053734-processed-gene-0.4&CDS=1-201
2718	OG0002718	YDR512C	snap_masked-scf7180000060813-processed-gene-0.27-mRNA-1_1&gene=snap_masked-scf7180000060813-processed-gene-0.27&CDS=1-306
2719	OG0002719	YDR529C	augustus_masked-scf7180000058039-processed-gene-0.30-mRNA-1_1&gene=augustus_masked-scf7180000058039-processed-gene-0.30&CDS=1-378
2720	OG0002720	YDR533C	snap_masked-scf7180000060083-processed-gene-0.16-mRNA-1_1&gene=snap_masked-scf7180000060083-processed-gene-0.16&CDS=1-708
2721	OG0002721	YEL011W	snap_masked-scf7180000061706-processed-gene-0.6-mRNA-1_1&gene=snap_masked-scf7180000061706-processed-gene-0.6&CDS=1-2139
2722	OG0002722	YEL012W	augustus_masked-scf7180000053841-processed-gene-0.9-mRNA-1_1&gene=augustus_masked-scf7180000053841-processed-gene-0.9&CDS=1-564
2723	OG0002723	YEL021W	augustus_masked-scf7180000054782-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-scf7180000054782-processed-gene-0.2&CDS=1-804
2724	OG0002724	YEL024W	augustus_masked-scf7180000057699-processed-gene-0.36-mRNA-1_1&gene=augustus_masked-scf7180000057699-processed-gene-0.36&CDS=1-651
2725	OG0002725	YEL026W	augustus_masked-scf7180000057699-processed-gene-0.38-mRNA-1_1&gene=augustus_masked-scf7180000057699-processed-gene-0.38&CDS=1-378
2726	OG0002726	YEL031W	augustus_masked-scf7180000054410-processed-gene-0.24-mRNA-1_1&gene=augustus_masked-scf7180000054410-processed-gene-0.24&CDS=1-3633
2727	OG0002727	YEL040W	augustus_masked-scf7180000061081-processed-gene-0.20-mRNA-1_1&gene=augustus_masked-scf7180000061081-processed-gene-0.20&CDS=1-1167
2728	OG0002728	YEL046C	genemark-scf7180000056330-processed-gene-0.0-mRNA-1_1&gene=genemark-scf7180000056330-processed-gene-0.0&CDS=1-576
2729	OG0002729	YEL050C	augustus_masked-scf7180000054720-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-scf7180000054720-processed-gene-0.0&CDS=1-1071
2730	OG0002730	YEL051W	augustus_masked-scf7180000060395-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-scf7180000060395-processed-gene-0.3&CDS=1-816
2731	OG0002731	YEL052W	augustus_masked-scf7180000054027-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-scf7180000054027-processed-gene-0.4&CDS=1-1407
2732	OG0002732	YEL058W	augustus_masked-scf7180000053744-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-scf7180000053744-processed-gene-0.8&CDS=1-1584
2733	OG0002733	YEL060C	augustus_masked-scf7180000055934-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-scf7180000055934-processed-gene-0.7&CDS=1-1617
2734	OG0002734	YEL072W	snap_masked-scf7180000061725-processed-gene-0.5-mRNA-1_1&gene=snap_masked-scf7180000061725-processed-gene-0.5&CDS=1-639
2735	OG0002735	YER003C	augustus_masked-scf7180000059915-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-scf7180000059915-processed-gene-0.2&CDS=1-1281
2736	OG0002736	YER006W	genemark-scf7180000057993-processed-gene-0.5-mRNA-1_1&gene=genemark-scf7180000057993-processed-gene-0.5&CDS=1-1452
2737	OG0002737	YER007C-A	augustus_masked-scf7180000054341-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-scf7180000054341-processed-gene-0.5&CDS=1-426
2738	OG0002738	YER013W	augustus_masked-scf7180000053617-processed-gene-0.19-mRNA-1_1&gene=augustus_masked-scf7180000053617-processed-gene-0.19&CDS=1-2748
2739	OG0002739	YER025W	augustus_masked-scf7180000061708-processed-gene-0.91-mRNA-1_1&gene=augustus_masked-scf7180000061708-processed-gene-0.91&CDS=1-1575
2740	OG0002740	YER026C	augustus_masked-scf7180000060339-processed-gene-0.15-mRNA-1_1&gene=augustus_masked-scf7180000060339-processed-gene-0.15&CDS=1-786
2741	OG0002741	YER031C	augustus_masked-scf7180000057714-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-scf7180000057714-processed-gene-0.3&CDS=1-672
2742	OG0002742	YER036C	augustus_masked-scf7180000053634-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-scf7180000053634-processed-gene-0.5&CDS=1-1779
2743	OG0002743	YER042W	augustus_masked-scf7180000061666-processed-gene-0.28-mRNA-1_1&gene=augustus_masked-scf7180000061666-processed-gene-0.28&CDS=1-543
2744	OG0002744	YER043C	augustus_masked-scf7180000059692-processed-gene-0.13-mRNA-1_1&gene=augustus_masked-scf7180000059692-processed-gene-0.13&CDS=1-1332
2745	OG0002745	YER044C	augustus_masked-scf7180000054434-processed-gene-0.10-mRNA-1_1&gene=augustus_masked-scf7180000054434-processed-gene-0.10&CDS=1-399
2746	OG0002746	YER048C	genemark-scf7180000055453-processed-gene-0.17-mRNA-1_1&gene=genemark-scf7180000055453-processed-gene-0.17&CDS=1-1200
2747	OG0002747	YER048W-A	snap_masked-scf7180000057631-processed-gene-0.4-mRNA-1_1&gene=snap_masked-scf7180000057631-processed-gene-0.4&CDS=1-258
2748	OG0002748	YER053C	maker-scf7180000060349-augustus-gene-0.6-mRNA-1_1&gene=maker-scf7180000060349-augustus-gene-0.6&CDS=1-942
2749	OG0002749	YER054C, YIL045W	
2750	OG0002750	YER055C	maker-scf7180000054575-augustus-gene-0.5-mRNA-1_1&gene=maker-scf7180000054575-augustus-gene-0.5&CDS=1-891
2751	OG0002751	YER056C-A	augustus_masked-scf7180000059843-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-scf7180000059843-processed-gene-0.8&CDS=1-375
2752	OG0002752	YER065C	augustus_masked-scf7180000059859-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-scf7180000059859-processed-gene-0.2&CDS=1-1635
2753	OG0002753	YER069W	augustus_masked-scf7180000054476-processed-gene-0.15-mRNA-1_1&gene=augustus_masked-scf7180000054476-processed-gene-0.15&CDS=1-2457
2754	OG0002754	YER082C	augustus_masked-scf7180000055499-processed-gene-0.11-mRNA-1_1&gene=augustus_masked-scf7180000055499-processed-gene-0.11&CDS=1-1527
2755	OG0002755	YER086W	augustus_masked-scf7180000059916-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-scf7180000059916-processed-gene-0.5&CDS=1-1068
2756	OG0002756	YER087W	augustus_masked-scf7180000056323-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-scf7180000056323-processed-gene-0.5&CDS=1-1569
2757	OG0002757	YER090W	maker-scf7180000056010-augustus-gene-0.0-mRNA-1_1&gene=maker-scf7180000056010-augustus-gene-0.0&CDS=1-1299
2758	OG0002758	YER091C	augustus_masked-scf7180000059629-processed-gene-0.17-mRNA-1_1&gene=augustus_masked-scf7180000059629-processed-gene-0.17&CDS=1-2307
2759	OG0002759	YER093C-A	snap_masked-scf7180000053571-processed-gene-0.3-mRNA-1_1&gene=snap_masked-scf7180000053571-processed-gene-0.3&CDS=1-465
2760	OG0002760	YER094C	augustus_masked-scf7180000057818-processed-gene-0.39-mRNA-1_1&gene=augustus_masked-scf7180000057818-processed-gene-0.39&CDS=1-615
2761	OG0002761	YER099C	augustus_masked-scf7180000059830-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-scf7180000059830-processed-gene-0.0&CDS=1-978
2762	OG0002762	YER110C	augustus_masked-scf7180000053578-processed-gene-0.38-mRNA-1_1&gene=augustus_masked-scf7180000053578-processed-gene-0.38&CDS=1-3279
2763	OG0002763	YER123W	augustus_masked-scf7180000060074-processed-gene-0.14-mRNA-1_1&gene=augustus_masked-scf7180000060074-processed-gene-0.14&CDS=1-1245
2764	OG0002764	YER125W	augustus_masked-scf7180000060074-processed-gene-0.11-mRNA-1_1&gene=augustus_masked-scf7180000060074-processed-gene-0.11&CDS=1-2205
2765	OG0002765	YER126C	augustus_masked-scf7180000061644-processed-gene-0.11-mRNA-1_1&gene=augustus_masked-scf7180000061644-processed-gene-0.11&CDS=1-783
2766	OG0002766	YER133W	maker-scf7180000060027-snap-gene-0.10-mRNA-1_1&gene=maker-scf7180000060027-snap-gene-0.10&CDS=1-1161
2767	OG0002767	YER134C	snap_masked-scf7180000059697-processed-gene-0.11-mRNA-1_1&gene=snap_masked-scf7180000059697-processed-gene-0.11&CDS=1-498
2768	OG0002768	YER136W	maker-scf7180000053938-augustus-gene-0.0-mRNA-1_1&gene=maker-scf7180000053938-augustus-gene-0.0&CDS=1-1116
2769	OG0002769	YER137C	snap_masked-scf7180000060245-processed-gene-0.1-mRNA-1_1&gene=snap_masked-scf7180000060245-processed-gene-0.1&CDS=1-483
2770	OG0002770	YER139C	snap_masked-scf7180000059766-processed-gene-0.31-mRNA-1_1&gene=snap_masked-scf7180000059766-processed-gene-0.31&CDS=1-675
2771	OG0002771	YER141W	augustus_masked-scf7180000060081-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-scf7180000060081-processed-gene-0.3&CDS=1-1422
2772	OG0002772	YER142C	augustus_masked-scf7180000054002-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-scf7180000054002-processed-gene-0.6&CDS=1-723
2773	OG0002773	YER156C	maker-scf7180000060564-snap-gene-0.5-mRNA-1_1&gene=maker-scf7180000060564-snap-gene-0.5&CDS=1-927
2774	OG0002774	YER159C	snap_masked-scf7180000060266-processed-gene-0.3-mRNA-1_1&gene=snap_masked-scf7180000060266-processed-gene-0.3&CDS=1-306
2775	OG0002775	YER164W	augustus_masked-scf7180000053823-processed-gene-0.10-mRNA-1_1&gene=augustus_masked-scf7180000053823-processed-gene-0.10&CDS=1-3834
2776	OG0002776	YER165W	augustus_masked-scf7180000055417-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-scf7180000055417-processed-gene-0.4&CDS=1-1695
2777	OG0002777	YER171W	maker-scf7180000059770-snap-gene-0.20-mRNA-1_1&gene=maker-scf7180000059770-snap-gene-0.20&CDS=1-2337
2778	OG0002778	YER172C	augustus_masked-scf7180000053733-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-scf7180000053733-processed-gene-0.1&CDS=1-5895
2779	OG0002779	YER176W	augustus_masked-scf7180000053635-processed-gene-0.27-mRNA-1_1&gene=augustus_masked-scf7180000053635-processed-gene-0.27&CDS=1-3168
2780	OG0002780	YER178W	genemark-scf7180000053625-processed-gene-0.0-mRNA-1_1&gene=genemark-scf7180000053625-processed-gene-0.0&CDS=1-1122
2781	OG0002781	YFL002C	augustus_masked-scf7180000059739-processed-gene-0.23-mRNA-1_1&gene=augustus_masked-scf7180000059739-processed-gene-0.23&CDS=1-1770
2782	OG0002782	YFL005W	snap_masked-scf7180000059610-processed-gene-0.17-mRNA-1_1&gene=snap_masked-scf7180000059610-processed-gene-0.17&CDS=1-615
2783	OG0002783	YFL027C	genemark-scf7180000059665-processed-gene-0.12-mRNA-1_1&gene=genemark-scf7180000059665-processed-gene-0.12&CDS=1-1401
2784	OG0002784	YFL028C	augustus_masked-scf7180000059665-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-scf7180000059665-processed-gene-0.6&CDS=1-915
2785	OG0002785	YFL029C	augustus_masked-scf7180000059665-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-scf7180000059665-processed-gene-0.7&CDS=1-1014
2786	OG0002786	YFL034C-B	augustus_masked-scf7180000053552-processed-gene-0.24-mRNA-1_1&gene=augustus_masked-scf7180000053552-processed-gene-0.24&CDS=1-813
2787	OG0002787	YFL036W	augustus_masked-scf7180000055426-processed-gene-0.27-mRNA-1_1&gene=augustus_masked-scf7180000055426-processed-gene-0.27&CDS=1-3798
2788	OG0002788	YFL037W	maker-scf7180000061086-snap-gene-0.11-mRNA-1_1&gene=maker-scf7180000061086-snap-gene-0.11&CDS=1-1332
2789	OG0002789	YFL039C	augustus_masked-scf7180000059836-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-scf7180000059836-processed-gene-0.5&CDS=1-1128
2790	OG0002790	YFL053W	augustus_masked-scf7180000053817-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-scf7180000053817-processed-gene-0.7&CDS=1-1764
2791	OG0002791	YFL054C	augustus_masked-scf7180000053817-processed-gene-0.11-mRNA-1_1&gene=augustus_masked-scf7180000053817-processed-gene-0.11&CDS=1-1620
2792	OG0002792	YFR001W	augustus_masked-scf7180000059895-processed-gene-0.22-mRNA-1_1&gene=augustus_masked-scf7180000059895-processed-gene-0.22&CDS=1-546
2793	OG0002793	YFR004W	augustus_masked-scf7180000060089-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-scf7180000060089-processed-gene-0.4&CDS=1-933
2794	OG0002794	YFR006W	augustus_masked-scf7180000060847-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-scf7180000060847-processed-gene-0.1&CDS=1-1038
2795	OG0002795	YFR009W	augustus_masked-scf7180000054440-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-scf7180000054440-processed-gene-0.5&CDS=1-2250
2796	OG0002796	YFR015C	augustus_masked-scf7180000053841-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-scf7180000053841-processed-gene-0.7&CDS=1-2067
2797	OG0002797	YFR019W	augustus_masked-scf7180000059653-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-scf7180000059653-processed-gene-0.5&CDS=1-4392
2798	OG0002798	YFR028C	augustus_masked-scf7180000054576-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-scf7180000054576-processed-gene-0.5&CDS=1-1431
2799	OG0002799	YFR030W	augustus_masked-scf7180000054415-processed-gene-0.11-mRNA-1_1&gene=augustus_masked-scf7180000054415-processed-gene-0.11&CDS=1-3120
2800	OG0002800	YFR031C	maker-scf7180000054415-snap-gene-0.0-mRNA-1_1&gene=maker-scf7180000054415-snap-gene-0.0&CDS=1-3393
2801	OG0002801	YFR037C	augustus_masked-scf7180000061766-processed-gene-0.9-mRNA-1_1&gene=augustus_masked-scf7180000061766-processed-gene-0.9&CDS=1-1674
2802	OG0002802	YFR038W	snap_masked-scf7180000056610-processed-gene-0.2-mRNA-1_1&gene=snap_masked-scf7180000056610-processed-gene-0.2&CDS=1-771
2803	OG0002803	YFR044C	augustus_masked-scf7180000055476-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-scf7180000055476-processed-gene-0.4&CDS=1-1407
2804	OG0002804	YGL001C	augustus_masked-scf7180000053995-processed-gene-0.25-mRNA-1_1&gene=augustus_masked-scf7180000053995-processed-gene-0.25&CDS=1-1047
2805	OG0002805	YGL008C	augustus_masked-scf7180000053726-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-scf7180000053726-processed-gene-0.2&CDS=1-2688
2806	OG0002806	YGL009C	augustus_masked-scf7180000058443-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-scf7180000058443-processed-gene-0.0&CDS=1-2319
2807	OG0002807	YGL010W	snap_masked-scf7180000055151-processed-gene-0.1-mRNA-1_1&gene=snap_masked-scf7180000055151-processed-gene-0.1&CDS=1-333
2808	OG0002808	YGL011C	augustus_masked-scf7180000061800-processed-gene-0.21-mRNA-1_1&gene=augustus_masked-scf7180000061800-processed-gene-0.21&CDS=1-744
2809	OG0002809	YGL012W	augustus_masked-scf7180000059171-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-scf7180000059171-processed-gene-0.1&CDS=1-1383
2810	OG0002810	YGL016W	snap_masked-scf7180000056507-processed-gene-0.1-mRNA-1_1&gene=snap_masked-scf7180000056507-processed-gene-0.1&CDS=1-351
2811	OG0002811	YGL026C	snap_masked-scf7180000061765-processed-gene-0.48-mRNA-1_1&gene=snap_masked-scf7180000061765-processed-gene-0.48&CDS=1-2118
2812	OG0002812	YGL028C	augustus_masked-scf7180000059786-processed-gene-0.12-mRNA-1_1&gene=augustus_masked-scf7180000059786-processed-gene-0.12&CDS=1-1467
2813	OG0002813	YGL030W	genemark-scf7180000061779-processed-gene-0.11-mRNA-1_1&gene=genemark-scf7180000061779-processed-gene-0.11&CDS=1-318
2814	OG0002814	YGL040C	augustus_masked-scf7180000059683-processed-gene-0.34-mRNA-1_1&gene=augustus_masked-scf7180000059683-processed-gene-0.34&CDS=1-1020
2815	OG0002815	YGL048C	augustus_masked-scf7180000061684-processed-gene-0.10-mRNA-1_1&gene=augustus_masked-scf7180000061684-processed-gene-0.10&CDS=1-1188
2816	OG0002816	YGL050W	augustus_masked-scf7180000059731-processed-gene-0.14-mRNA-1_1&gene=augustus_masked-scf7180000059731-processed-gene-0.14&CDS=1-771
2817	OG0002817	YGL055W	augustus_masked-scf7180000060067-processed-gene-0.15-mRNA-1_1&gene=augustus_masked-scf7180000060067-processed-gene-0.15&CDS=1-1461
2818	OG0002818	YGL059W	augustus_masked-scf7180000059934-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-scf7180000059934-processed-gene-0.2&CDS=1-1359
2819	OG0002819	YGL062W	augustus_masked-scf7180000059630-processed-gene-0.10-mRNA-1_1&gene=augustus_masked-scf7180000059630-processed-gene-0.10&CDS=1-3516
2820	OG0002820	YGL068W	augustus_masked-scf7180000059625-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-scf7180000059625-processed-gene-0.5&CDS=1-504
2821	OG0002821	YGL077C	augustus_masked-scf7180000059637-processed-gene-0.51-mRNA-1_1&gene=augustus_masked-scf7180000059637-processed-gene-0.51&CDS=1-1545
2822	OG0002822	YGL078C	genemark-scf7180000059664-processed-gene-0.0-mRNA-1_1&gene=genemark-scf7180000059664-processed-gene-0.0&CDS=1-1431
2823	OG0002823	YGL080W	augustus_masked-scf7180000053842-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-scf7180000053842-processed-gene-0.3&CDS=1-342
2824	OG0002824	YGL084C	augustus_masked-scf7180000053744-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-scf7180000053744-processed-gene-0.7&CDS=1-1632
2825	OG0002825	YGL091C	augustus_masked-scf7180000059869-processed-gene-0.15-mRNA-1_1&gene=augustus_masked-scf7180000059869-processed-gene-0.15&CDS=1-957
2826	OG0002826	YGL099W	augustus_masked-scf7180000055506-processed-gene-0.18-mRNA-1_1&gene=augustus_masked-scf7180000055506-processed-gene-0.18&CDS=1-1848
2827	OG0002827	YGL103W	augustus_masked-scf7180000059282-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-scf7180000059282-processed-gene-0.0&CDS=1-234
2828	OG0002828	YGL105W	augustus_masked-scf7180000055009-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-scf7180000055009-processed-gene-0.2&CDS=1-915
2829	OG0002829	YGL110C	snap_masked-scf7180000059641-processed-gene-0.1-mRNA-1_1&gene=snap_masked-scf7180000059641-processed-gene-0.1&CDS=1-1719
2830	OG0002830	YGL115W	augustus_masked-scf7180000060795-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-scf7180000060795-processed-gene-0.0&CDS=1-570
2831	OG0002831	YGL119W	augustus_masked-scf7180000053544-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-scf7180000053544-processed-gene-0.6&CDS=1-1551
2832	OG0002832	YGL120C	augustus_masked-scf7180000053544-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-scf7180000053544-processed-gene-0.4&CDS=1-2247
2833	OG0002833	YGL123W	augustus_masked-scf7180000057779-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-scf7180000057779-processed-gene-0.1&CDS=1-747
