	OrthologID	Saccharomyces_cerevisiae	yHMPu5000035696_Hanseniaspora_singularis
2403	OG0002403	YNL025C	maker-flattened_line_20-snap-gene-0.14-mRNA-1_1&gene=maker-flattened_line_20-snap-gene-0.14&CDS=1-1107
2404	OG0002404	YNL026W	augustus_masked-flattened_line_20-processed-gene-0.154-mRNA-1_1&gene=augustus_masked-flattened_line_20-processed-gene-0.154&CDS=1-1542
2405	OG0002405	YNL027W	augustus_masked-flattened_line_20-processed-gene-0.153-mRNA-1_1&gene=augustus_masked-flattened_line_20-processed-gene-0.153&CDS=1-1623
2406	OG0002406	YNL032W	snap_masked-flattened_line_20-processed-gene-0.54-mRNA-1_1&gene=snap_masked-flattened_line_20-processed-gene-0.54&CDS=1-870
2407	OG0002407	YNL036W	augustus_masked-flattened_line_20-processed-gene-0.140-mRNA-1_1&gene=augustus_masked-flattened_line_20-processed-gene-0.140&CDS=1-723
2408	OG0002408	YNL039W	maker-flattened_line_20-snap-gene-0.5-mRNA-1_1&gene=maker-flattened_line_20-snap-gene-0.5&CDS=1-2610
2409	OG0002409	YNL041C	snap_masked-flattened_line_20-processed-gene-0.45-mRNA-1_1&gene=snap_masked-flattened_line_20-processed-gene-0.45&CDS=1-2460
2410	OG0002410	YNL044W	augustus_masked-flattened_line_20-processed-gene-0.138-mRNA-1_1&gene=augustus_masked-flattened_line_20-processed-gene-0.138&CDS=1-525
2411	OG0002411	YNL045W	snap_masked-flattened_line_20-processed-gene-0.89-mRNA-1_1&gene=snap_masked-flattened_line_20-processed-gene-0.89&CDS=1-2022
2412	OG0002412	YNL048W	augustus_masked-flattened_line_20-processed-gene-0.187-mRNA-1_1&gene=augustus_masked-flattened_line_20-processed-gene-0.187&CDS=1-1920
2413	OG0002413	YNL049C	augustus_masked-flattened_line_20-processed-gene-0.185-mRNA-1_1&gene=augustus_masked-flattened_line_20-processed-gene-0.185&CDS=1-2721
2414	OG0002414	YNL054W	snap_masked-flattened_line_2-processed-gene-0.5-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-0.5&CDS=1-4326
2415	OG0002415	YNL056W	snap_masked-flattened_line_2-processed-gene-0.29-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-0.29&CDS=1-525
2416	OG0002416	YNL059C	snap_masked-flattened_line_2-processed-gene-0.27-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-0.27&CDS=1-2241
2417	OG0002417	YNL061W	augustus_masked-flattened_line_2-processed-gene-0.78-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-0.78&CDS=1-1812
2418	OG0002418	YNL062C	snap_masked-flattened_line_2-processed-gene-0.26-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-0.26&CDS=1-1365
2419	OG0002419	YNL063W	augustus_masked-flattened_line_2-processed-gene-0.77-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-0.77&CDS=1-891
2420	OG0002420	YNL064C	snap_masked-flattened_line_116-processed-gene-0.62-mRNA-1_1&gene=snap_masked-flattened_line_116-processed-gene-0.62&CDS=1-1233
2421	OG0002421	YNL065W	genemark-flattened_line_116-processed-gene-0.37-mRNA-1_1&gene=genemark-flattened_line_116-processed-gene-0.37&CDS=1-1584
2422	OG0002422	YNL070W	snap_masked-flattened_line_120-processed-gene-0.6-mRNA-1_1&gene=snap_masked-flattened_line_120-processed-gene-0.6&CDS=1-183
2423	OG0002423	YNL071W	snap_masked-flattened_line_120-processed-gene-0.5-mRNA-1_1&gene=snap_masked-flattened_line_120-processed-gene-0.5&CDS=1-1374
2424	OG0002424	YNL072W	snap_masked-flattened_line_120-processed-gene-0.4-mRNA-1_1&gene=snap_masked-flattened_line_120-processed-gene-0.4&CDS=1-1020
2425	OG0002425	YNL075W	snap_masked-flattened_line_120-processed-gene-0.2-mRNA-1_1&gene=snap_masked-flattened_line_120-processed-gene-0.2&CDS=1-873
2426	OG0002426	YNL076W	augustus_masked-flattened_line_120-processed-gene-0.38-mRNA-1_1&gene=augustus_masked-flattened_line_120-processed-gene-0.38&CDS=1-1722
2427	OG0002427	YNL079C	snap_masked-flattened_line_24-processed-gene-0.271-mRNA-1_1&gene=snap_masked-flattened_line_24-processed-gene-0.271&CDS=1-483
2428	OG0002428	YNL080C	maker-flattened_line_24-snap-gene-0.10-mRNA-1_1&gene=maker-flattened_line_24-snap-gene-0.10&CDS=1-1329
2429	OG0002429	YNL081C	augustus_masked-flattened_line_24-processed-gene-0.95-mRNA-1_1&gene=augustus_masked-flattened_line_24-processed-gene-0.95&CDS=1-366
2430	OG0002430	YNL082W	augustus_masked-flattened_line_24-processed-gene-0.51-mRNA-1_1&gene=augustus_masked-flattened_line_24-processed-gene-0.51&CDS=1-2937
2431	OG0002431	YNL084C	snap_masked-flattened_line_24-processed-gene-0.223-mRNA-1_1&gene=snap_masked-flattened_line_24-processed-gene-0.223&CDS=1-1278
2432	OG0002432	YNL085W	augustus_masked-flattened_line_24-processed-gene-0.47-mRNA-1_1&gene=augustus_masked-flattened_line_24-processed-gene-0.47&CDS=1-1947
2433	OG0002433	YNL088W	genemark-flattened_line_86-processed-gene-0.28-mRNA-1_1&gene=genemark-flattened_line_86-processed-gene-0.28&CDS=1-7389
2434	OG0002434	YNL090W	augustus_masked-flattened_line_20-processed-gene-0.112-mRNA-1_1&gene=augustus_masked-flattened_line_20-processed-gene-0.112&CDS=1-567
2435	OG0002435	YNL094W	snap_masked-flattened_line_2-processed-gene-0.10-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-0.10&CDS=1-1968
2436	OG0002436	YNL097C	snap_masked-flattened_line_92-processed-gene-0.77-mRNA-1_1&gene=snap_masked-flattened_line_92-processed-gene-0.77&CDS=1-1275
2437	OG0002437	YNL099C	snap_masked-flattened_line_92-processed-gene-0.79-mRNA-1_1&gene=snap_masked-flattened_line_92-processed-gene-0.79&CDS=1-573
2438	OG0002438	YNL101W	snap_masked-flattened_line_24-processed-gene-0.237-mRNA-1_1&gene=snap_masked-flattened_line_24-processed-gene-0.237&CDS=1-2256
2439	OG0002439	YNL102W	augustus_masked-flattened_line_24-processed-gene-0.63-mRNA-1_1&gene=augustus_masked-flattened_line_24-processed-gene-0.63&CDS=1-4212
2440	OG0002440	YNL104C	snap_masked-flattened_line_24-processed-gene-0.193-mRNA-1_1&gene=snap_masked-flattened_line_24-processed-gene-0.193&CDS=1-1893
2441	OG0002441	YNL106C	augustus_masked-flattened_line_24-processed-gene-0.18-mRNA-1_1&gene=augustus_masked-flattened_line_24-processed-gene-0.18&CDS=1-3213
2442	OG0002442	YNL107W	snap_masked-flattened_line_24-processed-gene-0.196-mRNA-1_1&gene=snap_masked-flattened_line_24-processed-gene-0.196&CDS=1-795
2443	OG0002443	YNL110C	snap_masked-flattened_line_24-processed-gene-0.195-mRNA-1_1&gene=snap_masked-flattened_line_24-processed-gene-0.195&CDS=1-657
2444	OG0002444	YNL111C	snap_masked-flattened_line_24-processed-gene-0.245-mRNA-1_1&gene=snap_masked-flattened_line_24-processed-gene-0.245&CDS=1-372
2445	OG0002445	YNL112W	maker-flattened_line_24-snap-gene-0.0-mRNA-1_1&gene=maker-flattened_line_24-snap-gene-0.0&CDS=1-1623
2446	OG0002446	YNL113W	snap_masked-flattened_line_24-processed-gene-0.197-mRNA-1_1&gene=snap_masked-flattened_line_24-processed-gene-0.197&CDS=1-408
2447	OG0002447	YNL118C	augustus_masked-flattened_line_24-processed-gene-0.25-mRNA-1_1&gene=augustus_masked-flattened_line_24-processed-gene-0.25&CDS=1-2253
2448	OG0002448	YNL119W	augustus_masked-flattened_line_24-processed-gene-0.73-mRNA-1_1&gene=augustus_masked-flattened_line_24-processed-gene-0.73&CDS=1-1404
2449	OG0002449	YNL124W	augustus_masked-flattened_line_24-processed-gene-0.76-mRNA-1_1&gene=augustus_masked-flattened_line_24-processed-gene-0.76&CDS=1-1533
2450	OG0002450	YNL125C	augustus_masked-flattened_line_24-processed-gene-0.32-mRNA-1_1&gene=augustus_masked-flattened_line_24-processed-gene-0.32&CDS=1-1665
2451	OG0002451	YNL127W	augustus_masked-flattened_line_24-processed-gene-0.77-mRNA-1_1&gene=augustus_masked-flattened_line_24-processed-gene-0.77&CDS=1-3696
2452	OG0002452	YNL128W	snap_masked-flattened_line_24-processed-gene-0.253-mRNA-1_1&gene=snap_masked-flattened_line_24-processed-gene-0.253&CDS=1-1533
2453	OG0002453	YNL129W	augustus_masked-flattened_line_24-processed-gene-0.79-mRNA-1_1&gene=augustus_masked-flattened_line_24-processed-gene-0.79&CDS=1-780
2454	OG0002454	YNL130C	snap_masked-flattened_line_24-processed-gene-0.210-mRNA-1_1&gene=snap_masked-flattened_line_24-processed-gene-0.210&CDS=1-1170
2455	OG0002455	YNL131W	snap_masked-flattened_line_24-processed-gene-0.255-mRNA-1_1&gene=snap_masked-flattened_line_24-processed-gene-0.255&CDS=1-555
2456	OG0002456	YNL132W	augustus_masked-flattened_line_24-processed-gene-0.81-mRNA-1_1&gene=augustus_masked-flattened_line_24-processed-gene-0.81&CDS=1-3174
2457	OG0002457	YNL135C	snap_masked-flattened_line_24-processed-gene-0.212-mRNA-1_1&gene=snap_masked-flattened_line_24-processed-gene-0.212&CDS=1-345
2458	OG0002458	YNL137C	snap_masked-flattened_line_24-processed-gene-0.213-mRNA-1_1&gene=snap_masked-flattened_line_24-processed-gene-0.213&CDS=1-1599
2459	OG0002459	YNL138W	augustus_masked-flattened_line_24-processed-gene-0.38-mRNA-1_1&gene=augustus_masked-flattened_line_24-processed-gene-0.38&CDS=1-1701
2460	OG0002460	YNL141W	snap_masked-flattened_line_20-processed-gene-0.26-mRNA-1_1&gene=snap_masked-flattened_line_20-processed-gene-0.26&CDS=1-1071
2461	OG0002461	YNL142W	snap_masked-flattened_line_20-processed-gene-0.35-mRNA-1_1&gene=snap_masked-flattened_line_20-processed-gene-0.35&CDS=1-1404
2462	OG0002462	YNL152W	maker-flattened_line_24-snap-gene-0.2-mRNA-1_1&gene=maker-flattened_line_24-snap-gene-0.2&CDS=1-6117
2463	OG0002463	YNL159C	augustus_masked-flattened_line_24-processed-gene-0.89-mRNA-1_1&gene=augustus_masked-flattened_line_24-processed-gene-0.89&CDS=1-627
2464	OG0002464	YNL161W	snap_masked-flattened_line_86-processed-gene-0.81-mRNA-1_1&gene=snap_masked-flattened_line_86-processed-gene-0.81&CDS=1-1722
2465	OG0002465	YNL163C	augustus_masked-flattened_line_86-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-flattened_line_86-processed-gene-0.6&CDS=1-3354
2466	OG0002466	YNL166C	augustus_masked-flattened_line_20-processed-gene-0.182-mRNA-1_1&gene=augustus_masked-flattened_line_20-processed-gene-0.182&CDS=1-1011
2467	OG0002467	YNL167C	augustus_masked-flattened_line_20-processed-gene-0.132-mRNA-1_1&gene=augustus_masked-flattened_line_20-processed-gene-0.132&CDS=1-2043
2468	OG0002468	YNL168C	augustus_masked-flattened_line_20-processed-gene-0.133-mRNA-1_1&gene=augustus_masked-flattened_line_20-processed-gene-0.133&CDS=1-819
2469	OG0002469	YNL169C	snap_masked-flattened_line_24-processed-gene-0.236-mRNA-1_1&gene=snap_masked-flattened_line_24-processed-gene-0.236&CDS=1-1725
2470	OG0002470	YNL172W	augustus_masked-flattened_line_24-processed-gene-0.15-mRNA-1_1&gene=augustus_masked-flattened_line_24-processed-gene-0.15&CDS=1-4410
2471	OG0002471	YNL175C	augustus_masked-flattened_line_20-processed-gene-0.127-mRNA-1_1&gene=augustus_masked-flattened_line_20-processed-gene-0.127&CDS=1-1164
2472	OG0002472	YNL177C	augustus_masked-flattened_line_20-processed-gene-0.129-mRNA-1_1&gene=augustus_masked-flattened_line_20-processed-gene-0.129&CDS=1-1014
2473	OG0002473	YNL178W	augustus_masked-flattened_line_86-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-flattened_line_86-processed-gene-0.3&CDS=1-702
2474	OG0002474	YNL181W	augustus_masked-flattened_line_24-processed-gene-0.46-mRNA-1_1&gene=augustus_masked-flattened_line_24-processed-gene-0.46&CDS=1-1326
2475	OG0002475	YNL182C	augustus_masked-flattened_line_20-processed-gene-0.177-mRNA-1_1&gene=augustus_masked-flattened_line_20-processed-gene-0.177&CDS=1-1596
2476	OG0002476	YNL183C	snap_masked-flattened_line_20-processed-gene-0.80-mRNA-1_1&gene=snap_masked-flattened_line_20-processed-gene-0.80&CDS=1-2769
2477	OG0002477	YNL185C	snap_masked-flattened_line_20-processed-gene-0.79-mRNA-1_1&gene=snap_masked-flattened_line_20-processed-gene-0.79&CDS=1-441
2478	OG0002478	YNL186W	snap_masked-flattened_line_20-processed-gene-0.25-mRNA-1_1&gene=snap_masked-flattened_line_20-processed-gene-0.25&CDS=1-2289
2479	OG0002479	YNL189W	augustus_masked-flattened_line_20-processed-gene-0.117-mRNA-1_1&gene=augustus_masked-flattened_line_20-processed-gene-0.117&CDS=1-1638
2480	OG0002480	YNL191W	snap_masked-flattened_line_20-processed-gene-0.17-mRNA-1_1&gene=snap_masked-flattened_line_20-processed-gene-0.17&CDS=1-1347
2481	OG0002481	YNL192W	augustus_masked-flattened_line_20-processed-gene-0.170-mRNA-1_1&gene=augustus_masked-flattened_line_20-processed-gene-0.170&CDS=1-3189
2482	OG0002482	YNL193W	snap_masked-flattened_line_20-processed-gene-0.72-mRNA-1_1&gene=snap_masked-flattened_line_20-processed-gene-0.72&CDS=1-1659
2483	OG0002483	YNL200C	augustus_masked-flattened_line_36-processed-gene-0.36-mRNA-1_1&gene=augustus_masked-flattened_line_36-processed-gene-0.36&CDS=1-771
2484	OG0002484	YNL206C	snap_masked-flattened_line_116-processed-gene-0.72-mRNA-1_1&gene=snap_masked-flattened_line_116-processed-gene-0.72&CDS=1-1269
2485	OG0002485	YNL207W	augustus_masked-flattened_line_116-processed-gene-0.11-mRNA-1_1&gene=augustus_masked-flattened_line_116-processed-gene-0.11&CDS=1-1290
2486	OG0002486	YNL209W	snap_masked-flattened_line_116-processed-gene-0.66-mRNA-1_1&gene=snap_masked-flattened_line_116-processed-gene-0.66&CDS=1-1839
2487	OG0002487	YNL216W	snap_masked-flattened_line_24-processed-gene-0.231-mRNA-1_1&gene=snap_masked-flattened_line_24-processed-gene-0.231&CDS=1-1740
2488	OG0002488	YNL217W	snap_masked-flattened_line_24-processed-gene-0.232-mRNA-1_1&gene=snap_masked-flattened_line_24-processed-gene-0.232&CDS=1-1224
2489	OG0002489	YNL218W	augustus_masked-flattened_line_24-processed-gene-0.58-mRNA-1_1&gene=augustus_masked-flattened_line_24-processed-gene-0.58&CDS=1-1800
2490	OG0002490	YNL219C	augustus_masked-flattened_line_24-processed-gene-0.13-mRNA-1_1&gene=augustus_masked-flattened_line_24-processed-gene-0.13&CDS=1-1911
2491	OG0002491	YNL220W	snap_masked-flattened_line_24-processed-gene-0.235-mRNA-1_1&gene=snap_masked-flattened_line_24-processed-gene-0.235&CDS=1-1311
2492	OG0002492	YNL221C	augustus_masked-flattened_line_22-processed-gene-0.52-mRNA-1_1&gene=augustus_masked-flattened_line_22-processed-gene-0.52&CDS=1-2421
2493	OG0002493	YNL222W	genemark-flattened_line_86-processed-gene-0.48-mRNA-1_1&gene=genemark-flattened_line_86-processed-gene-0.48&CDS=1-618
2494	OG0002494	YNL223W	genemark-flattened_line_86-processed-gene-0.49-mRNA-1_1&gene=genemark-flattened_line_86-processed-gene-0.49&CDS=1-1203
2495	OG0002495	YNL224C	snap_masked-flattened_line_86-processed-gene-0.72-mRNA-1_1&gene=snap_masked-flattened_line_86-processed-gene-0.72&CDS=1-1953
2496	OG0002496	YNL227C	genemark-flattened_line_86-processed-gene-0.38-mRNA-1_1&gene=genemark-flattened_line_86-processed-gene-0.38&CDS=1-1836
2497	OG0002497	YNL229C	snap_masked-flattened_line_86-processed-gene-0.75-mRNA-1_1&gene=snap_masked-flattened_line_86-processed-gene-0.75&CDS=1-1275
2498	OG0002498	YNL232W	snap_masked-flattened_line_86-processed-gene-0.84-mRNA-1_1&gene=snap_masked-flattened_line_86-processed-gene-0.84&CDS=1-882
2499	OG0002499	YNL233W	snap_masked-flattened_line_86-processed-gene-0.85-mRNA-1_1&gene=snap_masked-flattened_line_86-processed-gene-0.85&CDS=1-2490
2500	OG0002500	YNL236W	augustus_masked-flattened_line_86-processed-gene-0.24-mRNA-1_1&gene=augustus_masked-flattened_line_86-processed-gene-0.24&CDS=1-3105
2501	OG0002501	YNL238W	maker-flattened_line_86-augustus-gene-0.56-mRNA-1_1&gene=maker-flattened_line_86-augustus-gene-0.56&CDS=1-4527
2502	OG0002502	YNL240C	augustus_masked-flattened_line_86-processed-gene-0.26-mRNA-1_1&gene=augustus_masked-flattened_line_86-processed-gene-0.26&CDS=1-1554
2503	OG0002503	YNL241C	snap_masked-flattened_line_86-processed-gene-0.87-mRNA-1_1&gene=snap_masked-flattened_line_86-processed-gene-0.87&CDS=1-1551
2504	OG0002504	YNL246W	snap_masked-flattened_line_14-processed-gene-1.113-mRNA-1_1&gene=snap_masked-flattened_line_14-processed-gene-1.113&CDS=1-858
2505	OG0002505	YNL247W	augustus_masked-flattened_line_14-processed-gene-1.40-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-1.40&CDS=1-2307
2506	OG0002506	YNL248C	augustus_masked-flattened_line_14-processed-gene-1.60-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-1.60&CDS=1-1257
2507	OG0002507	YNL250W	augustus_masked-flattened_line_14-processed-gene-1.38-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-1.38&CDS=1-4068
2508	OG0002508	YNL251C	snap_masked-flattened_line_14-processed-gene-1.131-mRNA-1_1&gene=snap_masked-flattened_line_14-processed-gene-1.131&CDS=1-1896
2509	OG0002509	YNL252C	snap_masked-flattened_line_14-processed-gene-1.130-mRNA-1_1&gene=snap_masked-flattened_line_14-processed-gene-1.130&CDS=1-825
2510	OG0002510	YNL256W	snap_masked-flattened_line_14-processed-gene-1.129-mRNA-1_1&gene=snap_masked-flattened_line_14-processed-gene-1.129&CDS=1-2397
2511	OG0002511	YNL259C	snap_masked-flattened_line_14-processed-gene-1.102-mRNA-1_1&gene=snap_masked-flattened_line_14-processed-gene-1.102&CDS=1-225
2512	OG0002512	YNL260C	augustus_masked-flattened_line_26-processed-gene-0.110-mRNA-1_1&gene=augustus_masked-flattened_line_26-processed-gene-0.110&CDS=1-531
2513	OG0002513	YNL261W	augustus_masked-flattened_line_14-processed-gene-1.48-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-1.48&CDS=1-1569
2514	OG0002514	YNL262W	augustus_masked-flattened_line_14-processed-gene-1.49-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-1.49&CDS=1-6240
2515	OG0002515	YNL263C	snap_masked-flattened_line_14-processed-gene-1.93-mRNA-1_1&gene=snap_masked-flattened_line_14-processed-gene-1.93&CDS=1-1110
2516	OG0002516	YNL265C	snap_masked-flattened_line_14-processed-gene-1.97-mRNA-1_1&gene=snap_masked-flattened_line_14-processed-gene-1.97&CDS=1-732
2517	OG0002517	YNL267W	maker-flattened_line_14-augustus-gene-1.196-mRNA-1_1&gene=maker-flattened_line_14-augustus-gene-1.196&CDS=1-3948
2518	OG0002518	YNL271C	snap_masked-flattened_line_14-processed-gene-1.100-mRNA-1_1&gene=snap_masked-flattened_line_14-processed-gene-1.100&CDS=1-5382
2519	OG0002519	YNL272C	snap_masked-flattened_line_14-processed-gene-1.127-mRNA-1_1&gene=snap_masked-flattened_line_14-processed-gene-1.127&CDS=1-2148
2520	OG0002520	YNL273W	augustus_masked-flattened_line_14-processed-gene-1.33-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-1.33&CDS=1-4083
2521	OG0002521	YNL274C	augustus_masked-flattened_line_14-processed-gene-1.19-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-1.19&CDS=1-1023
2522	OG0002522	YNL275W	snap_masked-flattened_line_14-processed-gene-0.44-mRNA-1_1&gene=snap_masked-flattened_line_14-processed-gene-0.44&CDS=1-1686
2523	OG0002523	YNL277W	augustus_masked-flattened_line_14-processed-gene-1.21-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-1.21&CDS=1-1566
2524	OG0002524	YNL280C	snap_masked-flattened_line_32-processed-gene-0.70-mRNA-1_1&gene=snap_masked-flattened_line_32-processed-gene-0.70&CDS=1-1341
2525	OG0002525	YNL281W	snap_masked-flattened_line_32-processed-gene-0.26-mRNA-1_1&gene=snap_masked-flattened_line_32-processed-gene-0.26&CDS=1-441
2526	OG0002526	YNL284C	augustus_masked-flattened_line_22-processed-gene-0.34-mRNA-1_1&gene=augustus_masked-flattened_line_22-processed-gene-0.34&CDS=1-978
2527	OG0002527	YNL287W	snap_masked-flattened_line_22-processed-gene-0.223-mRNA-1_1&gene=snap_masked-flattened_line_22-processed-gene-0.223&CDS=1-2328
2528	OG0002528	YNL288W	snap_masked-flattened_line_22-processed-gene-0.222-mRNA-1_1&gene=snap_masked-flattened_line_22-processed-gene-0.222&CDS=1-1011
2529	OG0002529	YNL290W	augustus_masked-flattened_line_22-processed-gene-0.38-mRNA-1_1&gene=augustus_masked-flattened_line_22-processed-gene-0.38&CDS=1-1029
2530	OG0002530	YNL292W	augustus_masked-flattened_line_28-processed-gene-0.120-mRNA-1_1&gene=augustus_masked-flattened_line_28-processed-gene-0.120&CDS=1-1293
2531	OG0002531	YNL298W	snap_masked-flattened_line_22-processed-gene-0.271-mRNA-1_1&gene=snap_masked-flattened_line_22-processed-gene-0.271&CDS=1-2526
2532	OG0002532	YNL304W	snap_masked-flattened_line_249-processed-gene-0.0-mRNA-1_1&gene=snap_masked-flattened_line_249-processed-gene-0.0&CDS=1-1362
2533	OG0002533	YNL305C	snap_masked-flattened_line_431-processed-gene-0.2-mRNA-1_1&gene=snap_masked-flattened_line_431-processed-gene-0.2&CDS=1-909
2534	OG0002534	YNL307C	augustus_masked-flattened_line_163-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-flattened_line_163-processed-gene-0.4&CDS=1-1209
2535	OG0002535	YNL308C	snap_masked-flattened_line_163-processed-gene-0.29-mRNA-1_1&gene=snap_masked-flattened_line_163-processed-gene-0.29&CDS=1-1542
2536	OG0002536	YNL310C	augustus_masked-flattened_line_163-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-flattened_line_163-processed-gene-0.6&CDS=1-432
