	OrthologID	Saccharomyces_cerevisiae	Yarrowia_lipolytica
2993	OG0002993	YOR043W	snap_masked-YALI0A-processed-gene-6.87-mRNA-1_1&gene=snap_masked-YALI0A-processed-gene-6.87&CDS=1-993
2994	OG0002994	YOR046C	genemark-YALI0E-processed-gene-37.54-mRNA-1_1&gene=genemark-YALI0E-processed-gene-37.54&CDS=1-1464
2995	OG0002995	YOR048C	genemark-YALI0D-processed-gene-17.3-mRNA-1_1&gene=genemark-YALI0D-processed-gene-17.3&CDS=1-3030
2996	OG0002996	YOR051C	genemark-YALI0D-processed-gene-28.44-mRNA-1_1&gene=genemark-YALI0D-processed-gene-28.44&CDS=1-1131
2997	OG0002997	YOR052C	genemark-YALI0A-processed-gene-1.54-mRNA-1_1&gene=genemark-YALI0A-processed-gene-1.54&CDS=1-459
2998	OG0002998	YOR056C	genemark-YALI0F-processed-gene-21.99-mRNA-1_1&gene=genemark-YALI0F-processed-gene-21.99&CDS=1-1350
2999	OG0002999	YOR057W	genemark-YALI0F-processed-gene-21.79-mRNA-1_1&gene=genemark-YALI0F-processed-gene-21.79&CDS=1-1557
3000	OG0003000	YOR058C	augustus_masked-YALI0F-processed-gene-21.43-mRNA-1_1&gene=augustus_masked-YALI0F-processed-gene-21.43&CDS=1-2421
3001	OG0003001	YOR059C	augustus_masked-YALI0B-processed-gene-19.38-mRNA-1_1&gene=augustus_masked-YALI0B-processed-gene-19.38&CDS=1-1437
3002	OG0003002	YOR061W	genemark-YALI0B-processed-gene-24.43-mRNA-1_1&gene=genemark-YALI0B-processed-gene-24.43&CDS=1-1026
3003	OG0003003	YOR063W	genemark-YALI0C-processed-gene-29.39-mRNA-1_1&gene=genemark-YALI0C-processed-gene-29.39&CDS=1-1161
3004	OG0003004	YOR065W	augustus_masked-YALI0A-processed-gene-18.50-mRNA-1_1&gene=augustus_masked-YALI0A-processed-gene-18.50&CDS=1-840
3005	OG0003005	YOR067C	genemark-YALI0A-processed-gene-18.19-mRNA-1_1&gene=genemark-YALI0A-processed-gene-18.19&CDS=1-1647
3006	OG0003006	YOR069W	genemark-YALI0A-processed-gene-17.14-mRNA-1_1&gene=genemark-YALI0A-processed-gene-17.14&CDS=1-1896
3007	OG0003007	YOR074C	genemark-YALI0C-processed-gene-15.70-mRNA-1_1&gene=genemark-YALI0C-processed-gene-15.70&CDS=1-888
3008	OG0003008	YOR075W	augustus_masked-YALI0C-processed-gene-15.42-mRNA-1_1&gene=augustus_masked-YALI0C-processed-gene-15.42&CDS=1-1017
3009	OG0003009	YOR077W	genemark-YALI0F-processed-gene-10.62-mRNA-1_1&gene=genemark-YALI0F-processed-gene-10.62&CDS=1-768
3010	OG0003010	YOR079C	genemark-YALI0D-processed-gene-24.53-mRNA-1_1&gene=genemark-YALI0D-processed-gene-24.53&CDS=1-951
3011	OG0003011	YOR084W	augustus_masked-YALI0E-processed-gene-6.16-mRNA-1_1&gene=augustus_masked-YALI0E-processed-gene-6.16&CDS=1-1137
3012	OG0003012	YOR085W	genemark-YALI0D-processed-gene-13.62-mRNA-1_1&gene=genemark-YALI0D-processed-gene-13.62&CDS=1-978
3013	OG0003013	YOR087W	genemark-YALI0E-processed-gene-28.14-mRNA-1_1&gene=genemark-YALI0E-processed-gene-28.14&CDS=1-1980
3014	OG0003014	YOR089C	genemark-YALI0D-processed-gene-9.17-mRNA-1_1&gene=genemark-YALI0D-processed-gene-9.17&CDS=1-627
3015	OG0003015	YOR090C	augustus_masked-YALI0D-processed-gene-9.37-mRNA-1_1&gene=augustus_masked-YALI0D-processed-gene-9.37&CDS=1-1542
3016	OG0003016	YOR091W	genemark-YALI0D-processed-gene-9.3-mRNA-1_1&gene=genemark-YALI0D-processed-gene-9.3&CDS=1-957
3017	OG0003017	YOR093C	genemark-YALI0D-processed-gene-7.0-mRNA-1_1&gene=genemark-YALI0D-processed-gene-7.0&CDS=1-4428
3018	OG0003018	YOR094W	genemark-YALI0C-processed-gene-20.4-mRNA-1_1&gene=genemark-YALI0C-processed-gene-20.4&CDS=1-546
3019	OG0003019	YOR095C	genemark-YALI0B-processed-gene-9.68-mRNA-1_1&gene=genemark-YALI0B-processed-gene-9.68&CDS=1-729
3020	OG0003020	YOR099W	genemark-YALI0A-processed-gene-6.7-mRNA-1_1&gene=genemark-YALI0A-processed-gene-6.7&CDS=1-1452
3021	OG0003021	YOR100C	genemark-YALI0C-processed-gene-3.37-mRNA-1_1&gene=genemark-YALI0C-processed-gene-3.37&CDS=1-942
3022	OG0003022	YOR101W	genemark-YALI0E-processed-gene-10.52-mRNA-1_1&gene=genemark-YALI0E-processed-gene-10.52&CDS=1-669
3023	OG0003023	YOR103C	genemark-YALI0E-processed-gene-10.39-mRNA-1_1&gene=genemark-YALI0E-processed-gene-10.39&CDS=1-435
3024	OG0003024	YOR104W	genemark-YALI0E-processed-gene-7.52-mRNA-1_1&gene=genemark-YALI0E-processed-gene-7.52&CDS=1-411
3025	OG0003025	YOR111W	genemark-YALI0F-processed-gene-19.6-mRNA-1_1&gene=genemark-YALI0F-processed-gene-19.6&CDS=1-675
3026	OG0003026	YOR112W	augustus_masked-YALI0E-processed-gene-32.21-mRNA-1_1&gene=augustus_masked-YALI0E-processed-gene-32.21&CDS=1-2247
3027	OG0003027	YOR113W	augustus_masked-YALI0A-processed-gene-17.34-mRNA-1_1&gene=augustus_masked-YALI0A-processed-gene-17.34&CDS=1-1362
3028	OG0003028	YOR115C	genemark-YALI0E-processed-gene-27.96-mRNA-1_1&gene=genemark-YALI0E-processed-gene-27.96&CDS=1-573
3029	OG0003029	YOR116C	genemark-YALI0C-processed-gene-30.26-mRNA-1_1&gene=genemark-YALI0C-processed-gene-30.26&CDS=1-4428
3030	OG0003030	YOR117W	genemark-YALI0D-processed-gene-11.118-mRNA-1_1&gene=genemark-YALI0D-processed-gene-11.118&CDS=1-1239
3031	OG0003031	YOR118W	genemark-YALI0C-processed-gene-29.55-mRNA-1_1&gene=genemark-YALI0C-processed-gene-29.55&CDS=1-1701
3032	OG0003032	YOR119C	maker-YALI0C-snap-gene-29.37-mRNA-1_1&gene=maker-YALI0C-snap-gene-29.37&CDS=1-1755
3033	OG0003033	YOR122C	genemark-YALI0B-processed-gene-9.59-mRNA-1_1&gene=genemark-YALI0B-processed-gene-9.59&CDS=1-378
3034	OG0003034	YOR123C	genemark-YALI0B-processed-gene-9.57-mRNA-1_1&gene=genemark-YALI0B-processed-gene-9.57&CDS=1-1239
3035	OG0003035	YOR124C	augustus_masked-YALI0D-processed-gene-4.7-mRNA-1_1&gene=augustus_masked-YALI0D-processed-gene-4.7&CDS=1-3525
3036	OG0003036	YOR125C	genemark-YALI0E-processed-gene-18.53-mRNA-1_1&gene=genemark-YALI0E-processed-gene-18.53&CDS=1-576
3037	OG0003037	YOR126C	genemark-YALI0B-processed-gene-9.60-mRNA-1_1&gene=genemark-YALI0B-processed-gene-9.60&CDS=1-750
3038	OG0003038	YOR128C	genemark-YALI0B-processed-gene-29.91-mRNA-1_1&gene=genemark-YALI0B-processed-gene-29.91&CDS=1-1695
3039	OG0003039	YOR129C	genemark-YALI0A-processed-gene-22.115-mRNA-1_1&gene=genemark-YALI0A-processed-gene-22.115&CDS=1-1866
3040	OG0003040	YOR130C	genemark-YALI0D-processed-gene-8.14-mRNA-1_1&gene=genemark-YALI0D-processed-gene-8.14&CDS=1-948
3041	OG0003041	YOR131C	genemark-YALI0D-processed-gene-27.14-mRNA-1_1&gene=genemark-YALI0D-processed-gene-27.14&CDS=1-639
3042	OG0003042	YOR132W	genemark-YALI0D-processed-gene-27.2-mRNA-1_1&gene=genemark-YALI0D-processed-gene-27.2&CDS=1-1743
3043	OG0003043	YOR136W	genemark-YALI0D-processed-gene-8.4-mRNA-1_1&gene=genemark-YALI0D-processed-gene-8.4&CDS=1-1107
3044	OG0003044	YOR140W	snap_masked-YALI0D-processed-gene-6.54-mRNA-1_1&gene=snap_masked-YALI0D-processed-gene-6.54&CDS=1-1641
3045	OG0003045	YOR141C	genemark-YALI0D-processed-gene-5.55-mRNA-1_1&gene=genemark-YALI0D-processed-gene-5.55&CDS=1-2184
3046	OG0003046	YOR142W	genemark-YALI0E-processed-gene-28.25-mRNA-1_1&gene=genemark-YALI0E-processed-gene-28.25&CDS=1-984
3047	OG0003047	YOR143C	genemark-YALI0E-processed-gene-25.26-mRNA-1_1&gene=genemark-YALI0E-processed-gene-25.26&CDS=1-750
3048	OG0003048	YOR144C	augustus_masked-YALI0D-processed-gene-28.7-mRNA-1_1&gene=augustus_masked-YALI0D-processed-gene-28.7&CDS=1-1482
3049	OG0003049	YOR145C	genemark-YALI0E-processed-gene-1.24-mRNA-1_1&gene=genemark-YALI0E-processed-gene-1.24&CDS=1-774
3050	OG0003050	YOR149C	genemark-YALI0C-processed-gene-2.26-mRNA-1_1&gene=genemark-YALI0C-processed-gene-2.26&CDS=1-1530
3051	OG0003051	YOR150W	genemark-YALI0D-processed-gene-12.57-mRNA-1_1&gene=genemark-YALI0D-processed-gene-12.57&CDS=1-462
3052	OG0003052	YOR151C	genemark-YALI0D-processed-gene-4.34-mRNA-1_1&gene=genemark-YALI0D-processed-gene-4.34&CDS=1-3687
3053	OG0003053	YOR154W	genemark-YALI0C-processed-gene-17.40-mRNA-1_1&gene=genemark-YALI0C-processed-gene-17.40&CDS=1-1881
3054	OG0003054	YOR155C	genemark-YALI0E-processed-gene-14.11-mRNA-1_1&gene=genemark-YALI0E-processed-gene-14.11&CDS=1-1260
3055	OG0003055	YOR157C	genemark-YALI0D-processed-gene-17.25-mRNA-1_1&gene=genemark-YALI0D-processed-gene-17.25&CDS=1-783
3056	OG0003056	YOR159C	genemark-YALI0D-processed-gene-1.77-mRNA-1_1&gene=genemark-YALI0D-processed-gene-1.77&CDS=1-255
3057	OG0003057	YOR160W	genemark-YALI0D-processed-gene-1.95-mRNA-1_1&gene=genemark-YALI0D-processed-gene-1.95&CDS=1-2832
3058	OG0003058	YOR161C	genemark-YALI0D-processed-gene-17.29-mRNA-1_1&gene=genemark-YALI0D-processed-gene-17.29&CDS=1-1713
3059	OG0003059	YOR163W	genemark-YALI0A-processed-gene-5.50-mRNA-1_1&gene=genemark-YALI0A-processed-gene-5.50&CDS=1-537
3060	OG0003060	YOR164C	genemark-YALI0D-processed-gene-17.12-mRNA-1_1&gene=genemark-YALI0D-processed-gene-17.12&CDS=1-912
3061	OG0003061	YOR165W	genemark-YALI0F-processed-gene-1.87-mRNA-1_1&gene=genemark-YALI0F-processed-gene-1.87&CDS=1-3144
3062	OG0003062	YOR166C	augustus_masked-YALI0D-processed-gene-0.78-mRNA-1_1&gene=augustus_masked-YALI0D-processed-gene-0.78&CDS=1-1143
3063	OG0003063	YOR168W	genemark-YALI0C-processed-gene-5.31-mRNA-1_1&gene=genemark-YALI0C-processed-gene-5.31&CDS=1-2379
3064	OG0003064	YOR174W	genemark-YALI0F-processed-gene-1.73-mRNA-1_1&gene=genemark-YALI0F-processed-gene-1.73&CDS=1-1008
3065	OG0003065	YOR175C	genemark-YALI0F-processed-gene-26.67-mRNA-1_1&gene=genemark-YALI0F-processed-gene-26.67&CDS=1-1536
3066	OG0003066	YOR176W	genemark-YALI0F-processed-gene-26.64-mRNA-1_1&gene=genemark-YALI0F-processed-gene-26.64&CDS=1-1179
3067	OG0003067	YOR181W	maker-YALI0B-snap-gene-29.127-mRNA-1_1&gene=maker-YALI0B-snap-gene-29.127&CDS=1-1392
3068	OG0003068	YOR184W	genemark-YALI0F-processed-gene-9.65-mRNA-1_1&gene=genemark-YALI0F-processed-gene-9.65&CDS=1-1161
3069	OG0003069	YOR187W	genemark-YALI0F-processed-gene-31.10-mRNA-1_1&gene=genemark-YALI0F-processed-gene-31.10&CDS=1-1284
3070	OG0003070	YOR188W	snap_masked-YALI0F-processed-gene-36.28-mRNA-1_1&gene=snap_masked-YALI0F-processed-gene-36.28&CDS=1-5019
3071	OG0003071	YOR191W	genemark-YALI0F-processed-gene-37.21-mRNA-1_1&gene=genemark-YALI0F-processed-gene-37.21&CDS=1-4059
3072	OG0003072	YOR194C	genemark-YALI0C-processed-gene-14.19-mRNA-1_1&gene=genemark-YALI0C-processed-gene-14.19&CDS=1-747
3073	OG0003073	YOR196C	genemark-YALI0E-processed-gene-13.5-mRNA-1_1&gene=genemark-YALI0E-processed-gene-13.5&CDS=1-1053
3074	OG0003074	YOR197W	genemark-YALI0F-processed-gene-6.13-mRNA-1_1&gene=genemark-YALI0F-processed-gene-6.13&CDS=1-1383
3075	OG0003075	YOR201C	augustus_masked-YALI0F-processed-gene-35.51-mRNA-1_1&gene=augustus_masked-YALI0F-processed-gene-35.51&CDS=1-1809
3076	OG0003076	YOR202W	genemark-YALI0E-processed-gene-40.50-mRNA-1_1&gene=genemark-YALI0E-processed-gene-40.50&CDS=1-663
3077	OG0003077	YOR204W	genemark-YALI0C-processed-gene-28.60-mRNA-1_1&gene=genemark-YALI0C-processed-gene-28.60&CDS=1-1854
3078	OG0003078	YOR206W	genemark-YALI0D-processed-gene-14.127-mRNA-1_1&gene=genemark-YALI0D-processed-gene-14.127&CDS=1-2058
3079	OG0003079	YOR207C	genemark-YALI0B-processed-gene-21.12-mRNA-1_1&gene=genemark-YALI0B-processed-gene-21.12&CDS=1-3507
3080	OG0003080	YOR209C	genemark-YALI0B-processed-gene-0.38-mRNA-1_1&gene=genemark-YALI0B-processed-gene-0.38&CDS=1-1242
3081	OG0003081	YOR210W	genemark-YALI0B-processed-gene-6.21-mRNA-1_1&gene=genemark-YALI0B-processed-gene-6.21&CDS=1-213
3082	OG0003082	YOR211C	genemark-YALI0F-processed-gene-14.23-mRNA-1_1&gene=genemark-YALI0F-processed-gene-14.23&CDS=1-2697
3083	OG0003083	YOR212W	genemark-YALI0E-processed-gene-1.29-mRNA-1_1&gene=genemark-YALI0E-processed-gene-1.29&CDS=1-1140
3084	OG0003084	YOR216C	genemark-YALI0B-processed-gene-24.55-mRNA-1_1&gene=genemark-YALI0B-processed-gene-24.55&CDS=1-1731
3085	OG0003085	YOR217W	genemark-YALI0B-processed-gene-22.53-mRNA-1_1&gene=genemark-YALI0B-processed-gene-22.53&CDS=1-2856
3086	OG0003086	YOR223W	genemark-YALI0F-processed-gene-11.118-mRNA-1_1&gene=genemark-YALI0F-processed-gene-11.118&CDS=1-825
3087	OG0003087	YOR224C	maker-YALI0F-augustus-gene-13.39-mRNA-1_1&gene=maker-YALI0F-augustus-gene-13.39&CDS=1-417
3088	OG0003088	YOR232W	genemark-YALI0C-processed-gene-25.13-mRNA-1_1&gene=genemark-YALI0C-processed-gene-25.13&CDS=1-744
3089	OG0003089	YOR233W	genemark-YALI0C-processed-gene-29.43-mRNA-1_1&gene=genemark-YALI0C-processed-gene-29.43&CDS=1-2901
3090	OG0003090	YOR236W	genemark-YALI0C-processed-gene-17.50-mRNA-1_1&gene=genemark-YALI0C-processed-gene-17.50&CDS=1-567
3091	OG0003091	YOR238W	genemark-YALI0A-processed-gene-5.72-mRNA-1_1&gene=genemark-YALI0A-processed-gene-5.72&CDS=1-807
3092	OG0003092	YOR239W	genemark-YALI0E-processed-gene-29.63-mRNA-1_1&gene=genemark-YALI0E-processed-gene-29.63&CDS=1-984
3093	OG0003093	YOR241W	augustus_masked-YALI0E-processed-gene-29.92-mRNA-1_1&gene=augustus_masked-YALI0E-processed-gene-29.92&CDS=1-1482
3094	OG0003094	YOR242C	snap_masked-YALI0D-processed-gene-8.99-mRNA-1_1&gene=snap_masked-YALI0D-processed-gene-8.99&CDS=1-1329
3095	OG0003095	YOR243C	genemark-YALI0D-processed-gene-2.0-mRNA-1_1&gene=genemark-YALI0D-processed-gene-2.0&CDS=1-1947
3096	OG0003096	YOR244W	genemark-YALI0E-processed-gene-5.76-mRNA-1_1&gene=genemark-YALI0E-processed-gene-5.76&CDS=1-1407
3097	OG0003097	YOR245C	maker-YALI0E-snap-gene-38.47-mRNA-1_1&gene=maker-YALI0E-snap-gene-38.47&CDS=1-1200
3098	OG0003098	YOR246C	genemark-YALI0E-processed-gene-29.48-mRNA-1_1&gene=genemark-YALI0E-processed-gene-29.48&CDS=1-990
3099	OG0003099	YOR249C	augustus_masked-YALI0F-processed-gene-8.9-mRNA-1_1&gene=augustus_masked-YALI0F-processed-gene-8.9&CDS=1-2160
3100	OG0003100	YOR250C	genemark-YALI0F-processed-gene-38.55-mRNA-1_1&gene=genemark-YALI0F-processed-gene-38.55&CDS=1-1350
3101	OG0003101	YOR251C	genemark-YALI0F-processed-gene-30.108-mRNA-1_1&gene=genemark-YALI0F-processed-gene-30.108&CDS=1-945
3102	OG0003102	YOR252W	genemark-YALI0D-processed-gene-25.57-mRNA-1_1&gene=genemark-YALI0D-processed-gene-25.57&CDS=1-528
3103	OG0003103	YOR253W	genemark-YALI0A-processed-gene-11.64-mRNA-1_1&gene=genemark-YALI0A-processed-gene-11.64&CDS=1-477
3104	OG0003104	YOR254C	genemark-YALI0A-processed-gene-18.28-mRNA-1_1&gene=genemark-YALI0A-processed-gene-18.28&CDS=1-1947
3105	OG0003105	YOR257W	genemark-YALI0A-processed-gene-22.105-mRNA-1_1&gene=genemark-YALI0A-processed-gene-22.105&CDS=1-501
3106	OG0003106	YOR258W	genemark-YALI0E-processed-gene-25.37-mRNA-1_1&gene=genemark-YALI0E-processed-gene-25.37&CDS=1-633
3107	OG0003107	YOR259C	genemark-YALI0E-processed-gene-25.19-mRNA-1_1&gene=genemark-YALI0E-processed-gene-25.19&CDS=1-1230
3108	OG0003108	YOR260W	genemark-YALI0E-processed-gene-25.36-mRNA-1_1&gene=genemark-YALI0E-processed-gene-25.36&CDS=1-1449
3109	OG0003109	YOR261C	genemark-YALI0D-processed-gene-25.40-mRNA-1_1&gene=genemark-YALI0D-processed-gene-25.40&CDS=1-1011
3110	OG0003110	YOR262W	genemark-YALI0D-processed-gene-25.56-mRNA-1_1&gene=genemark-YALI0D-processed-gene-25.56&CDS=1-1032
3111	OG0003111	YOR265W	genemark-YALI0D-processed-gene-25.38-mRNA-1_1&gene=genemark-YALI0D-processed-gene-25.38&CDS=1-303
3112	OG0003112	YOR269W	genemark-YALI0B-processed-gene-1.26-mRNA-1_1&gene=genemark-YALI0B-processed-gene-1.26&CDS=1-1311
3113	OG0003113	YOR270C	genemark-YALI0F-processed-gene-38.57-mRNA-1_1&gene=genemark-YALI0F-processed-gene-38.57&CDS=1-2412
3114	OG0003114	YOR271C	genemark-YALI0B-processed-gene-21.25-mRNA-1_1&gene=genemark-YALI0B-processed-gene-21.25&CDS=1-963
3115	OG0003115	YOR272W	genemark-YALI0B-processed-gene-16.96-mRNA-1_1&gene=genemark-YALI0B-processed-gene-16.96&CDS=1-1533
3116	OG0003116	YOR274W	maker-YALI0D-snap-gene-22.47-mRNA-1_1&gene=maker-YALI0D-snap-gene-22.47&CDS=1-1284
3117	OG0003117	YOR278W	genemark-YALI0F-processed-gene-13.69-mRNA-1_1&gene=genemark-YALI0F-processed-gene-13.69&CDS=1-729
3118	OG0003118	YOR281C	genemark-YALI0D-processed-gene-16.106-mRNA-1_1&gene=genemark-YALI0D-processed-gene-16.106&CDS=1-867
3119	OG0003119	YOR283W	augustus_masked-YALI0D-processed-gene-20.39-mRNA-1_1&gene=augustus_masked-YALI0D-processed-gene-20.39&CDS=1-846
3120	OG0003120	YOR285W	genemark-YALI0F-processed-gene-37.22-mRNA-1_1&gene=genemark-YALI0F-processed-gene-37.22&CDS=1-579
3121	OG0003121	YOR287C	genemark-YALI0B-processed-gene-5.7-mRNA-1_1&gene=genemark-YALI0B-processed-gene-5.7&CDS=1-840
3122	OG0003122	YOR288C	genemark-YALI0F-processed-gene-37.3-mRNA-1_1&gene=genemark-YALI0F-processed-gene-37.3&CDS=1-1662
3123	OG0003123	YOR289W	genemark-YALI0E-processed-gene-24.76-mRNA-1_1&gene=genemark-YALI0E-processed-gene-24.76&CDS=1-600
3124	OG0003124	YOR291W	genemark-YALI0D-processed-gene-30.81-mRNA-1_1&gene=genemark-YALI0D-processed-gene-30.81&CDS=1-4374
3125	OG0003125	YOR294W	genemark-YALI0A-processed-gene-12.51-mRNA-1_1&gene=genemark-YALI0A-processed-gene-12.51&CDS=1-618
3126	OG0003126	YOR296W	genemark-YALI0C-processed-gene-1.69-mRNA-1_1&gene=genemark-YALI0C-processed-gene-1.69&CDS=1-3678
3127	OG0003127	YOR298C-A	genemark-YALI0B-processed-gene-16.75-mRNA-1_1&gene=genemark-YALI0B-processed-gene-16.75&CDS=1-456
3128	OG0003128	YOR301W	maker-YALI0E-snap-gene-12.57-mRNA-1_1&gene=maker-YALI0E-snap-gene-12.57&CDS=1-1245
3129	OG0003129	YOR303W	genemark-YALI0D-processed-gene-9.10-mRNA-1_1&gene=genemark-YALI0D-processed-gene-9.10&CDS=1-1344
3130	OG0003130	YOR305W	snap_masked-YALI0B-processed-gene-29.181-mRNA-1_1&gene=snap_masked-YALI0B-processed-gene-29.181&CDS=1-450
3131	OG0003131	YOR307C	genemark-YALI0B-processed-gene-14.14-mRNA-1_1&gene=genemark-YALI0B-processed-gene-14.14&CDS=1-1560
3132	OG0003132	YOR310C	genemark-YALI0B-processed-gene-1.35-mRNA-1_1&gene=genemark-YALI0B-processed-gene-1.35&CDS=1-1545
3133	OG0003133	YOR311C	genemark-YALI0F-processed-gene-25.46-mRNA-1_1&gene=genemark-YALI0F-processed-gene-25.46&CDS=1-855
3134	OG0003134	YOR313C	genemark-YALI0F-processed-gene-31.29-mRNA-1_1&gene=genemark-YALI0F-processed-gene-31.29&CDS=1-978
3135	OG0003135	YOR317W	genemark-YALI0D-processed-gene-22.36-mRNA-1_1&gene=genemark-YALI0D-processed-gene-22.36&CDS=1-2073
3136	OG0003136	YOR323C	genemark-YALI0E-processed-gene-35.75-mRNA-1_1&gene=genemark-YALI0E-processed-gene-35.75&CDS=1-1305
3137	OG0003137	YOR326W	genemark-YALI0E-processed-gene-0.51-mRNA-1_1&gene=genemark-YALI0E-processed-gene-0.51&CDS=1-4782
3138	OG0003138	YOR327C	genemark-YALI0E-processed-gene-0.43-mRNA-1_1&gene=genemark-YALI0E-processed-gene-0.43&CDS=1-336
3139	OG0003139	YOR329C	augustus_masked-YALI0E-processed-gene-13.66-mRNA-1_1&gene=augustus_masked-YALI0E-processed-gene-13.66&CDS=1-1815
3140	OG0003140	YOR330C	snap_masked-YALI0F-processed-gene-26.3-mRNA-1_1&gene=snap_masked-YALI0F-processed-gene-26.3&CDS=1-3204
3141	OG0003141	YOR332W	genemark-YALI0F-processed-gene-21.93-mRNA-1_1&gene=genemark-YALI0F-processed-gene-21.93&CDS=1-681
3142	OG0003142	YOR335C	genemark-YALI0B-processed-gene-5.30-mRNA-1_1&gene=genemark-YALI0B-processed-gene-5.30&CDS=1-2880
3143	OG0003143	YOR336W	genemark-YALI0C-processed-gene-17.33-mRNA-1_1&gene=genemark-YALI0C-processed-gene-17.33&CDS=1-4410
3144	OG0003144	YOR339C	augustus_masked-YALI0F-processed-gene-8.27-mRNA-1_1&gene=augustus_masked-YALI0F-processed-gene-8.27&CDS=1-534
3145	OG0003145	YOR340C	genemark-YALI0F-processed-gene-9.56-mRNA-1_1&gene=genemark-YALI0F-processed-gene-9.56&CDS=1-864
3146	OG0003146	YOR341W	genemark-YALI0F-processed-gene-18.72-mRNA-1_1&gene=genemark-YALI0F-processed-gene-18.72&CDS=1-4884
3147	OG0003147	YOR346W	maker-YALI0F-snap-gene-12.96-mRNA-1_1&gene=maker-YALI0F-snap-gene-12.96&CDS=1-3537
3148	OG0003148	YOR353C	snap_masked-YALI0F-processed-gene-20.13-mRNA-1_1&gene=snap_masked-YALI0F-processed-gene-20.13&CDS=1-1767
3149	OG0003149	YOR356W	genemark-YALI0C-processed-gene-20.10-mRNA-1_1&gene=genemark-YALI0C-processed-gene-20.10&CDS=1-1938
3150	OG0003150	YOR357C	genemark-YALI0F-processed-gene-8.49-mRNA-1_1&gene=genemark-YALI0F-processed-gene-8.49&CDS=1-480
3151	OG0003151	YOR358W	genemark-YALI0B-processed-gene-4.19-mRNA-1_1&gene=genemark-YALI0B-processed-gene-4.19&CDS=1-717
3152	OG0003152	YOR359W	genemark-YALI0A-processed-gene-7.90-mRNA-1_1&gene=genemark-YALI0A-processed-gene-7.90&CDS=1-1311
3153	OG0003153	YOR360C	genemark-YALI0A-processed-gene-7.77-mRNA-1_1&gene=genemark-YALI0A-processed-gene-7.77&CDS=1-1878
3154	OG0003154	YOR361C	genemark-YALI0F-processed-gene-21.87-mRNA-1_1&gene=genemark-YALI0F-processed-gene-21.87&CDS=1-2151
3155	OG0003155	YOR362C	genemark-YALI0F-processed-gene-10.66-mRNA-1_1&gene=genemark-YALI0F-processed-gene-10.66&CDS=1-756
3156	OG0003156	YOR367W	maker-YALI0E-augustus-gene-38.52-mRNA-1_1&gene=maker-YALI0E-augustus-gene-38.52&CDS=1-1161
3157	OG0003157	YOR368W	augustus_masked-YALI0F-processed-gene-9.94-mRNA-1_1&gene=augustus_masked-YALI0F-processed-gene-9.94&CDS=1-921
3158	OG0003158	YOR369C	augustus_masked-YALI0F-processed-gene-9.79-mRNA-1_1&gene=augustus_masked-YALI0F-processed-gene-9.79&CDS=1-426
3159	OG0003159	YOR370C	genemark-YALI0F-processed-gene-9.41-mRNA-1_1&gene=genemark-YALI0F-processed-gene-9.41&CDS=1-1698
3160	OG0003160	YPL001W	genemark-YALI0C-processed-gene-15.79-mRNA-1_1&gene=genemark-YALI0C-processed-gene-15.79&CDS=1-1353
3161	OG0003161	YPL002C	genemark-YALI0B-processed-gene-20.45-mRNA-1_1&gene=genemark-YALI0B-processed-gene-20.45&CDS=1-759
3162	OG0003162	YPL003W	snap_masked-YALI0F-processed-gene-35.13-mRNA-1_1&gene=snap_masked-YALI0F-processed-gene-35.13&CDS=1-1512
3163	OG0003163	YPL006W	genemark-YALI0C-processed-gene-27.17-mRNA-1_1&gene=genemark-YALI0C-processed-gene-27.17&CDS=1-3717
3164	OG0003164	YPL007C	augustus_masked-YALI0E-processed-gene-3.76-mRNA-1_1&gene=augustus_masked-YALI0E-processed-gene-3.76&CDS=1-2190
3165	OG0003165	YPL008W	genemark-YALI0C-processed-gene-31.85-mRNA-1_1&gene=genemark-YALI0C-processed-gene-31.85&CDS=1-2409
3166	OG0003166	YPL009C	augustus_masked-YALI0F-processed-gene-17.32-mRNA-1_1&gene=augustus_masked-YALI0F-processed-gene-17.32&CDS=1-3402
3167	OG0003167	YPL010W	genemark-YALI0F-processed-gene-17.52-mRNA-1_1&gene=genemark-YALI0F-processed-gene-17.52&CDS=1-567
3168	OG0003168	YPL011C	genemark-YALI0F-processed-gene-17.67-mRNA-1_1&gene=genemark-YALI0F-processed-gene-17.67&CDS=1-615
3169	OG0003169	YPL012W	genemark-YALI0E-processed-gene-8.25-mRNA-1_1&gene=genemark-YALI0E-processed-gene-8.25&CDS=1-3549
3170	OG0003170	YPL013C	genemark-YALI0E-processed-gene-11.60-mRNA-1_1&gene=genemark-YALI0E-processed-gene-11.60&CDS=1-318
3171	OG0003171	YPL014W	augustus_masked-YALI0E-processed-gene-11.46-mRNA-1_1&gene=augustus_masked-YALI0E-processed-gene-11.46&CDS=1-957
3172	OG0003172	YPL016W	augustus_masked-YALI0E-processed-gene-30.86-mRNA-1_1&gene=augustus_masked-YALI0E-processed-gene-30.86&CDS=1-3186
3173	OG0003173	YPL022W	snap_masked-YALI0B-processed-gene-29.140-mRNA-1_1&gene=snap_masked-YALI0B-processed-gene-29.140&CDS=1-3117
3174	OG0003174	YPL023C	genemark-YALI0B-processed-gene-19.23-mRNA-1_1&gene=genemark-YALI0B-processed-gene-19.23&CDS=1-1875
