	OrthologID	Metschnikowia_continentalis	Saccharomyces_cerevisiae
2807	OG0002807	augustus_masked-con_s714-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-con_s714-processed-gene-0.1&CDS=1-1692	YMR296C
2808	OG0002808	augustus_masked-con_s714-processed-gene-0.9-mRNA-1_1&gene=augustus_masked-con_s714-processed-gene-0.9&CDS=1-1719	YHR166C
2809	OG0002809	augustus_masked-con_s714-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-con_s714-processed-gene-0.3&CDS=1-2337	YLR304C
2810	OG0002810	genemark-con_s714-processed-gene-0.21-mRNA-1_1&gene=genemark-con_s714-processed-gene-0.21&CDS=1-1929	YPR069C
2811	OG0002811	augustus_masked-con_s714-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-con_s714-processed-gene-0.7&CDS=1-2100	YMR186W
2812	OG0002812	snap_masked-con_s715-processed-gene-0.0-mRNA-1_1&gene=snap_masked-con_s715-processed-gene-0.0&CDS=1-3753	YOR330C
2813	OG0002813	augustus_masked-con_s72-processed-gene-0.26-mRNA-1_1&gene=augustus_masked-con_s72-processed-gene-0.26&CDS=1-3900	YPL006W
2814	OG0002814	augustus_masked-con_s72-processed-gene-0.22-mRNA-1_1&gene=augustus_masked-con_s72-processed-gene-0.22&CDS=1-1092	YHR144C
2815	OG0002815	augustus_masked-con_s72-processed-gene-0.27-mRNA-1_1&gene=augustus_masked-con_s72-processed-gene-0.27&CDS=1-693	YNL168C
2816	OG0002816	augustus_masked-con_s721-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-con_s721-processed-gene-0.0&CDS=1-1245	YJL183W
2817	OG0002817	augustus_masked-con_s721-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-con_s721-processed-gene-0.5&CDS=1-5655	YGR032W
2818	OG0002818	augustus_masked-con_s721-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-con_s721-processed-gene-0.6&CDS=1-1797	YGR054W
2819	OG0002819	augustus_masked-con_s721-processed-gene-0.9-mRNA-1_1&gene=augustus_masked-con_s721-processed-gene-0.9&CDS=1-1941	YCL029C
2820	OG0002820	augustus_masked-con_s721-processed-gene-0.10-mRNA-1_1&gene=augustus_masked-con_s721-processed-gene-0.10&CDS=1-3222	YIL115C
2821	OG0002821	augustus_masked-con_s721-processed-gene-0.11-mRNA-1_1&gene=augustus_masked-con_s721-processed-gene-0.11&CDS=1-696	YLR051C
2822	OG0002822	augustus_masked-con_s721-processed-gene-0.13-mRNA-1_1&gene=augustus_masked-con_s721-processed-gene-0.13&CDS=1-1488	YFL022C
2823	OG0002823	augustus_masked-con_s721-processed-gene-0.14-mRNA-1_1&gene=augustus_masked-con_s721-processed-gene-0.14&CDS=1-1452	YFL018C
2824	OG0002824	augustus_masked-con_s726-processed-gene-0.41-mRNA-1_1&gene=augustus_masked-con_s726-processed-gene-0.41&CDS=1-1470	YPL262W
2825	OG0002825	augustus_masked-con_s726-processed-gene-0.42-mRNA-1_1&gene=augustus_masked-con_s726-processed-gene-0.42&CDS=1-1527	YPL214C
2826	OG0002826	augustus_masked-con_s726-processed-gene-0.43-mRNA-1_1&gene=augustus_masked-con_s726-processed-gene-0.43&CDS=1-942	YHR134W
2827	OG0002827	augustus_masked-con_s726-processed-gene-0.46-mRNA-1_1&gene=augustus_masked-con_s726-processed-gene-0.46&CDS=1-1404	YHR111W
2828	OG0002828	augustus_masked-con_s726-processed-gene-0.47-mRNA-1_1&gene=augustus_masked-con_s726-processed-gene-0.47&CDS=1-1206	YDR363W
2829	OG0002829	maker-con_s726-augustus-gene-0.39-mRNA-1_1&gene=maker-con_s726-augustus-gene-0.39&CDS=1-1083	YDL125C
2830	OG0002830	augustus_masked-con_s726-processed-gene-0.48-mRNA-1_1&gene=augustus_masked-con_s726-processed-gene-0.48&CDS=1-2478	YDL126C
2831	OG0002831	augustus_masked-con_s726-processed-gene-0.67-mRNA-1_1&gene=augustus_masked-con_s726-processed-gene-0.67&CDS=1-378	YOR122C
2832	OG0002832	augustus_masked-con_s726-processed-gene-0.68-mRNA-1_1&gene=augustus_masked-con_s726-processed-gene-0.68&CDS=1-1752	YDR390C
2833	OG0002833	augustus_masked-con_s726-processed-gene-0.69-mRNA-1_1&gene=augustus_masked-con_s726-processed-gene-0.69&CDS=1-714	YPR183W
2834	OG0002834	augustus_masked-con_s726-processed-gene-0.70-mRNA-1_1&gene=augustus_masked-con_s726-processed-gene-0.70&CDS=1-1983	YDL167C
2835	OG0002835	augustus_masked-con_s726-processed-gene-0.52-mRNA-1_1&gene=augustus_masked-con_s726-processed-gene-0.52&CDS=1-708	YJR099W
2836	OG0002836	augustus_masked-con_s726-processed-gene-0.73-mRNA-1_1&gene=augustus_masked-con_s726-processed-gene-0.73&CDS=1-1686	YPR045C
2837	OG0002837	augustus_masked-con_s726-processed-gene-0.54-mRNA-1_1&gene=augustus_masked-con_s726-processed-gene-0.54&CDS=1-1857	YNL045W
2838	OG0002838	snap_masked-con_s726-processed-gene-0.19-mRNA-1_1&gene=snap_masked-con_s726-processed-gene-0.19&CDS=1-528	YNL044W
2839	OG0002839	augustus_masked-con_s726-processed-gene-0.57-mRNA-1_1&gene=augustus_masked-con_s726-processed-gene-0.57&CDS=1-396	YCR031C
2840	OG0002840	augustus_masked-con_s726-processed-gene-1.8-mRNA-1_1&gene=augustus_masked-con_s726-processed-gene-1.8&CDS=1-8283	YCR032W
2841	OG0002841	augustus_masked-con_s726-processed-gene-1.9-mRNA-1_1&gene=augustus_masked-con_s726-processed-gene-1.9&CDS=1-1056	YCR035C
2842	OG0002842	augustus_masked-con_s726-processed-gene-1.6-mRNA-1_1&gene=augustus_masked-con_s726-processed-gene-1.6&CDS=1-6363	YDL171C
2843	OG0002843	augustus_masked-con_s726-processed-gene-1.11-mRNA-1_1&gene=augustus_masked-con_s726-processed-gene-1.11&CDS=1-699	YDR262W
2844	OG0002844	augustus_masked-con_s726-processed-gene-1.12-mRNA-1_1&gene=augustus_masked-con_s726-processed-gene-1.12&CDS=1-324	YDR357C
2845	OG0002845	augustus_masked-con_s726-processed-gene-1.29-mRNA-1_1&gene=augustus_masked-con_s726-processed-gene-1.29&CDS=1-1605	YDR204W
2846	OG0002846	augustus_masked-con_s726-processed-gene-1.13-mRNA-1_1&gene=augustus_masked-con_s726-processed-gene-1.13&CDS=1-495	YDR201W
2847	OG0002847	augustus_masked-con_s726-processed-gene-1.31-mRNA-1_1&gene=augustus_masked-con_s726-processed-gene-1.31&CDS=1-897	YLR239C
2848	OG0002848	augustus_masked-con_s726-processed-gene-1.16-mRNA-1_1&gene=augustus_masked-con_s726-processed-gene-1.16&CDS=1-1074	YLR246W
2849	OG0002849	augustus_masked-con_s726-processed-gene-1.17-mRNA-1_1&gene=augustus_masked-con_s726-processed-gene-1.17&CDS=1-4488	YDR180W
2850	OG0002850	augustus_masked-con_s726-processed-gene-1.34-mRNA-1_1&gene=augustus_masked-con_s726-processed-gene-1.34&CDS=1-801	YDR181C
2851	OG0002851	augustus_masked-con_s726-processed-gene-1.18-mRNA-1_1&gene=augustus_masked-con_s726-processed-gene-1.18&CDS=1-1314	YDR182W
2852	OG0002852	augustus_masked-con_s726-processed-gene-1.35-mRNA-1_1&gene=augustus_masked-con_s726-processed-gene-1.35&CDS=1-2481	YLR166C
2853	OG0002853	genemark-con_s726-processed-gene-1.87-mRNA-1_1&gene=genemark-con_s726-processed-gene-1.87&CDS=1-450	YLR167W
2854	OG0002854	augustus_masked-con_s726-processed-gene-1.36-mRNA-1_1&gene=augustus_masked-con_s726-processed-gene-1.36&CDS=1-654	YDR183W
2855	OG0002855	augustus_masked-con_s726-processed-gene-1.19-mRNA-1_1&gene=augustus_masked-con_s726-processed-gene-1.19&CDS=1-1413	YLR163C
2856	OG0002856	augustus_masked-con_s726-processed-gene-1.39-mRNA-1_1&gene=augustus_masked-con_s726-processed-gene-1.39&CDS=1-1875	YDR176W
2857	OG0002857	augustus_masked-con_s726-processed-gene-1.40-mRNA-1_1&gene=augustus_masked-con_s726-processed-gene-1.40&CDS=1-918	YDR175C
2858	OG0002858	augustus_masked-con_s726-processed-gene-1.44-mRNA-1_1&gene=augustus_masked-con_s726-processed-gene-1.44&CDS=1-2349	YBR080C
2859	OG0002859	augustus_masked-con_s726-processed-gene-1.21-mRNA-1_1&gene=augustus_masked-con_s726-processed-gene-1.21&CDS=1-540	YDR305C
2860	OG0002860	augustus_masked-con_s726-processed-gene-1.22-mRNA-1_1&gene=augustus_masked-con_s726-processed-gene-1.22&CDS=1-801	YHR058C
2861	OG0002861	maker-con_s726-augustus-gene-1.3-mRNA-1_1&gene=maker-con_s726-augustus-gene-1.3&CDS=1-1491	YOR142W
2862	OG0002862	augustus_masked-con_s726-processed-gene-1.47-mRNA-1_1&gene=augustus_masked-con_s726-processed-gene-1.47&CDS=1-2451	YOR141C
2863	OG0002863	augustus_masked-con_s726-processed-gene-1.23-mRNA-1_1&gene=augustus_masked-con_s726-processed-gene-1.23&CDS=1-1128	YDR346C
2864	OG0002864	maker-con_s726-augustus-gene-1.5-mRNA-1_1&gene=maker-con_s726-augustus-gene-1.5&CDS=1-6738	YCR011C
2865	OG0002865	augustus_masked-con_s726-processed-gene-1.25-mRNA-1_1&gene=augustus_masked-con_s726-processed-gene-1.25&CDS=1-1338	YDR375C
2866	OG0002866	augustus_masked-con_s726-processed-gene-1.26-mRNA-1_1&gene=augustus_masked-con_s726-processed-gene-1.26&CDS=1-2244	YDR006C
2867	OG0002867	augustus_masked-con_s726-processed-gene-1.27-mRNA-1_1&gene=augustus_masked-con_s726-processed-gene-1.27&CDS=1-486	YML030W
2868	OG0002868	augustus_masked-con_s726-processed-gene-2.75-mRNA-1_1&gene=augustus_masked-con_s726-processed-gene-2.75&CDS=1-912	YOR143C
2869	OG0002869	augustus_masked-con_s726-processed-gene-2.77-mRNA-1_1&gene=augustus_masked-con_s726-processed-gene-2.77&CDS=1-576	YJR069C
2870	OG0002870	augustus_masked-con_s726-processed-gene-2.106-mRNA-1_1&gene=augustus_masked-con_s726-processed-gene-2.106&CDS=1-558	YDR339C
2871	OG0002871	augustus_masked-con_s726-processed-gene-2.81-mRNA-1_1&gene=augustus_masked-con_s726-processed-gene-2.81&CDS=1-1812	YDR341C
2872	OG0002872	augustus_masked-con_s726-processed-gene-2.109-mRNA-1_1&gene=augustus_masked-con_s726-processed-gene-2.109&CDS=1-519	YDR404C
2873	OG0002873	augustus_masked-con_s726-processed-gene-2.83-mRNA-1_1&gene=augustus_masked-con_s726-processed-gene-2.83&CDS=1-519	YOR150W
2874	OG0002874	augustus_masked-con_s726-processed-gene-2.110-mRNA-1_1&gene=augustus_masked-con_s726-processed-gene-2.110&CDS=1-3705	YOR151C
2875	OG0002875	augustus_masked-con_s726-processed-gene-2.84-mRNA-1_1&gene=augustus_masked-con_s726-processed-gene-2.84&CDS=1-855	YDR405W
2876	OG0002876	augustus_masked-con_s726-processed-gene-2.85-mRNA-1_1&gene=augustus_masked-con_s726-processed-gene-2.85&CDS=1-219	YNL259C
2877	OG0002877	snap_masked-con_s726-processed-gene-2.177-mRNA-1_1&gene=snap_masked-con_s726-processed-gene-2.177&CDS=1-2247	YNL258C
2878	OG0002878	augustus_masked-con_s726-processed-gene-2.86-mRNA-1_1&gene=augustus_masked-con_s726-processed-gene-2.86&CDS=1-2550	YNL127W
2879	OG0002879	augustus_masked-con_s726-processed-gene-2.87-mRNA-1_1&gene=augustus_masked-con_s726-processed-gene-2.87&CDS=1-435	YNL131W
2880	OG0002880	augustus_masked-con_s726-processed-gene-2.88-mRNA-1_1&gene=augustus_masked-con_s726-processed-gene-2.88&CDS=1-618	YHR121W
2881	OG0002881	augustus_masked-con_s726-processed-gene-2.116-mRNA-1_1&gene=augustus_masked-con_s726-processed-gene-2.116&CDS=1-1080	YNL128W
2882	OG0002882	augustus_masked-con_s726-processed-gene-2.118-mRNA-1_1&gene=augustus_masked-con_s726-processed-gene-2.118&CDS=1-1683	YLR392C
2883	OG0002883	augustus_masked-con_s726-processed-gene-2.89-mRNA-1_1&gene=augustus_masked-con_s726-processed-gene-2.89&CDS=1-336	YNL135C
2884	OG0002884	augustus_masked-con_s726-processed-gene-2.90-mRNA-1_1&gene=augustus_masked-con_s726-processed-gene-2.90&CDS=1-636	YHR122W
2885	OG0002885	augustus_masked-con_s726-processed-gene-2.91-mRNA-1_1&gene=augustus_masked-con_s726-processed-gene-2.91&CDS=1-1161	YBL086C
2886	OG0002886	augustus_masked-con_s726-processed-gene-2.123-mRNA-1_1&gene=augustus_masked-con_s726-processed-gene-2.123&CDS=1-2784	YCR057C
2887	OG0002887	augustus_masked-con_s726-processed-gene-2.124-mRNA-1_1&gene=augustus_masked-con_s726-processed-gene-2.124&CDS=1-840	YCR059C
2888	OG0002888	augustus_masked-con_s726-processed-gene-2.127-mRNA-1_1&gene=augustus_masked-con_s726-processed-gene-2.127&CDS=1-6633	YNR016C
2889	OG0002889	augustus_masked-con_s726-processed-gene-2.95-mRNA-1_1&gene=augustus_masked-con_s726-processed-gene-2.95&CDS=1-621	YNR017W
2890	OG0002890	genemark-con_s726-processed-gene-2.61-mRNA-1_1&gene=genemark-con_s726-processed-gene-2.61&CDS=1-1071	YNR015W
2891	OG0002891	augustus_masked-con_s726-processed-gene-2.129-mRNA-1_1&gene=augustus_masked-con_s726-processed-gene-2.129&CDS=1-1077	YAL034W-A
2892	OG0002892	augustus_masked-con_s726-processed-gene-2.99-mRNA-1_1&gene=augustus_masked-con_s726-processed-gene-2.99&CDS=1-876	YOR340C
2893	OG0002893	augustus_masked-con_s726-processed-gene-2.130-mRNA-1_1&gene=augustus_masked-con_s726-processed-gene-2.130&CDS=1-1320	YOR334W
2894	OG0002894	augustus_masked-con_s726-processed-gene-2.131-mRNA-1_1&gene=augustus_masked-con_s726-processed-gene-2.131&CDS=1-1470	YOR100C
2895	OG0002895	augustus_masked-con_s726-processed-gene-2.132-mRNA-1_1&gene=augustus_masked-con_s726-processed-gene-2.132&CDS=1-2499	YNL126W
2896	OG0002896	augustus_masked-con_s726-processed-gene-2.133-mRNA-1_1&gene=augustus_masked-con_s726-processed-gene-2.133&CDS=1-1698	YDR232W
2897	OG0002897	augustus_masked-con_s726-processed-gene-2.101-mRNA-1_1&gene=augustus_masked-con_s726-processed-gene-2.101&CDS=1-1107	YGR286C
2898	OG0002898	maker-con_s726-augustus-gene-2.0-mRNA-1_1&gene=maker-con_s726-augustus-gene-2.0&CDS=1-1587	YBR062C
2899	OG0002899	snap_masked-con_s726-processed-gene-2.203-mRNA-1_1&gene=snap_masked-con_s726-processed-gene-2.203&CDS=1-777	YDR041W
2900	OG0002900	augustus_masked-con_s726-processed-gene-2.104-mRNA-1_1&gene=augustus_masked-con_s726-processed-gene-2.104&CDS=1-906	YBR061C
2901	OG0002901	augustus_masked-con_s726-processed-gene-2.105-mRNA-1_1&gene=augustus_masked-con_s726-processed-gene-2.105&CDS=1-1827	YDR051C
2902	OG0002902	augustus_masked-con_s727-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-con_s727-processed-gene-0.8&CDS=1-1500	YHR070W
2903	OG0002903	augustus_masked-con_s727-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-con_s727-processed-gene-0.6&CDS=1-1068	YHR069C
2904	OG0002904	augustus_masked-con_s728-processed-gene-0.9-mRNA-1_1&gene=augustus_masked-con_s728-processed-gene-0.9&CDS=1-447	YML077W
2905	OG0002905	genemark-con_s728-processed-gene-0.5-mRNA-1_1&gene=genemark-con_s728-processed-gene-0.5&CDS=1-180	YML081C-A
2906	OG0002906	augustus_masked-con_s729-processed-gene-0.9-mRNA-1_1&gene=augustus_masked-con_s729-processed-gene-0.9&CDS=1-2523	YMR165C
2907	OG0002907	augustus_masked-con_s729-processed-gene-0.10-mRNA-1_1&gene=augustus_masked-con_s729-processed-gene-0.10&CDS=1-888	YDR432W
2908	OG0002908	genemark-con_s729-processed-gene-0.3-mRNA-1_1&gene=genemark-con_s729-processed-gene-0.3&CDS=1-753	YDR428C
2909	OG0002909	augustus_masked-con_s729-processed-gene-0.12-mRNA-1_1&gene=augustus_masked-con_s729-processed-gene-0.12&CDS=1-780	YDR429C
2910	OG0002910	augustus_masked-con_s73-processed-gene-0.26-mRNA-1_1&gene=augustus_masked-con_s73-processed-gene-0.26&CDS=1-495	YOL143C
2911	OG0002911	snap_masked-con_s73-processed-gene-0.3-mRNA-1_1&gene=snap_masked-con_s73-processed-gene-0.3&CDS=1-1461	YBR283C
2912	OG0002912	snap_masked-con_s73-processed-gene-0.16-mRNA-1_1&gene=snap_masked-con_s73-processed-gene-0.16&CDS=1-2157	YJL057C
2913	OG0002913	augustus_masked-con_s73-processed-gene-0.39-mRNA-1_1&gene=augustus_masked-con_s73-processed-gene-0.39&CDS=1-627	YOL114C
2914	OG0002914	augustus_masked-con_s73-processed-gene-0.31-mRNA-1_1&gene=augustus_masked-con_s73-processed-gene-0.31&CDS=1-507	YOL149W
2915	OG0002915	augustus_masked-con_s730-processed-gene-0.15-mRNA-1_1&gene=augustus_masked-con_s730-processed-gene-0.15&CDS=1-1035	YCR019W
2916	OG0002916	augustus_masked-con_s730-processed-gene-0.16-mRNA-1_1&gene=augustus_masked-con_s730-processed-gene-0.16&CDS=1-1209	YML018C
2917	OG0002917	augustus_masked-con_s730-processed-gene-0.17-mRNA-1_1&gene=augustus_masked-con_s730-processed-gene-0.17&CDS=1-1077	YML019W
2918	OG0002918	augustus_masked-con_s730-processed-gene-0.18-mRNA-1_1&gene=augustus_masked-con_s730-processed-gene-0.18&CDS=1-1230	YML021C
2919	OG0002919	augustus_masked-con_s731-processed-gene-0.10-mRNA-1_1&gene=augustus_masked-con_s731-processed-gene-0.10&CDS=1-954	YJR129C
2920	OG0002920	augustus_masked-con_s731-processed-gene-0.11-mRNA-1_1&gene=augustus_masked-con_s731-processed-gene-0.11&CDS=1-1104	YIR029W
2921	OG0002921	augustus_masked-con_s732-processed-gene-0.9-mRNA-1_1&gene=augustus_masked-con_s732-processed-gene-0.9&CDS=1-1464	YPL091W
2922	OG0002922	augustus_masked-con_s732-processed-gene-0.11-mRNA-1_1&gene=augustus_masked-con_s732-processed-gene-0.11&CDS=1-1797	YLR253W
2923	OG0002923	augustus_masked-con_s732-processed-gene-0.12-mRNA-1_1&gene=augustus_masked-con_s732-processed-gene-0.12&CDS=1-1473	YEL064C
2924	OG0002924	genemark-con_s732-processed-gene-0.66-mRNA-1_1&gene=genemark-con_s732-processed-gene-0.66&CDS=1-3663	YNL273W
2925	OG0002925	augustus_masked-con_s732-processed-gene-0.15-mRNA-1_1&gene=augustus_masked-con_s732-processed-gene-0.15&CDS=1-891	YNL289W
2926	OG0002926	genemark-con_s732-processed-gene-0.53-mRNA-1_1&gene=genemark-con_s732-processed-gene-0.53&CDS=1-3441	YDL045W-A
2927	OG0002927	augustus_masked-con_s732-processed-gene-0.32-mRNA-1_1&gene=augustus_masked-con_s732-processed-gene-0.32&CDS=1-1491	YDR257C
2928	OG0002928	augustus_masked-con_s732-processed-gene-0.20-mRNA-1_1&gene=augustus_masked-con_s732-processed-gene-0.20&CDS=1-1671	YKL116C
2929	OG0002929	augustus_masked-con_s732-processed-gene-0.21-mRNA-1_1&gene=augustus_masked-con_s732-processed-gene-0.21&CDS=1-3276	YLR071C
2930	OG0002930	augustus_masked-con_s732-processed-gene-0.35-mRNA-1_1&gene=augustus_masked-con_s732-processed-gene-0.35&CDS=1-1761	YJR001W
2931	OG0002931	augustus_masked-con_s732-processed-gene-0.37-mRNA-1_1&gene=augustus_masked-con_s732-processed-gene-0.37&CDS=1-543	YEL012W
2932	OG0002932	augustus_masked-con_s732-processed-gene-0.38-mRNA-1_1&gene=augustus_masked-con_s732-processed-gene-0.38&CDS=1-1203	YPR108W
2933	OG0002933	augustus_masked-con_s732-processed-gene-0.39-mRNA-1_1&gene=augustus_masked-con_s732-processed-gene-0.39&CDS=1-549	YJL124C
2934	OG0002934	augustus_masked-con_s732-processed-gene-0.25-mRNA-1_1&gene=augustus_masked-con_s732-processed-gene-0.25&CDS=1-1110	YJL125C
2935	OG0002935	maker-con_s732-snap-gene-0.77-mRNA-1_1&gene=maker-con_s732-snap-gene-0.77&CDS=1-1164	YDL029W
2936	OG0002936	augustus_masked-con_s732-processed-gene-0.40-mRNA-1_1&gene=augustus_masked-con_s732-processed-gene-0.40&CDS=1-2361	YDL028C
2937	OG0002937	augustus_masked-con_s732-processed-gene-0.27-mRNA-1_1&gene=augustus_masked-con_s732-processed-gene-0.27&CDS=1-3201	YOL098C
2938	OG0002938	augustus_masked-con_s732-processed-gene-1.108-mRNA-1_1&gene=augustus_masked-con_s732-processed-gene-1.108&CDS=1-1665	YEL060C
2939	OG0002939	augustus_masked-con_s732-processed-gene-1.109-mRNA-1_1&gene=augustus_masked-con_s732-processed-gene-1.109&CDS=1-501	YGL058W
2940	OG0002940	augustus_masked-con_s732-processed-gene-1.112-mRNA-1_1&gene=augustus_masked-con_s732-processed-gene-1.112&CDS=1-1398	YGL059W
2941	OG0002941	augustus_masked-con_s732-processed-gene-1.113-mRNA-1_1&gene=augustus_masked-con_s732-processed-gene-1.113&CDS=1-1380	YBR215W
2942	OG0002942	augustus_masked-con_s732-processed-gene-1.114-mRNA-1_1&gene=augustus_masked-con_s732-processed-gene-1.114&CDS=1-522	YBR217W
2943	OG0002943	augustus_masked-con_s732-processed-gene-1.135-mRNA-1_1&gene=augustus_masked-con_s732-processed-gene-1.135&CDS=1-1896	YLL019C
2944	OG0002944	augustus_masked-con_s732-processed-gene-1.117-mRNA-1_1&gene=augustus_masked-con_s732-processed-gene-1.117&CDS=1-4383	YGL173C
2945	OG0002945	augustus_masked-con_s732-processed-gene-1.136-mRNA-1_1&gene=augustus_masked-con_s732-processed-gene-1.136&CDS=1-288	YLL018C-A
2946	OG0002946	augustus_masked-con_s732-processed-gene-1.118-mRNA-1_1&gene=augustus_masked-con_s732-processed-gene-1.118&CDS=1-2151	YPR021C
2947	OG0002947	augustus_masked-con_s732-processed-gene-1.138-mRNA-1_1&gene=augustus_masked-con_s732-processed-gene-1.138&CDS=1-852	YGL174W
2948	OG0002948	augustus_masked-con_s732-processed-gene-1.139-mRNA-1_1&gene=augustus_masked-con_s732-processed-gene-1.139&CDS=1-1350	YGL172W
2949	OG0002949	augustus_masked-con_s732-processed-gene-1.119-mRNA-1_1&gene=augustus_masked-con_s732-processed-gene-1.119&CDS=1-1356	YGL175C
2950	OG0002950	augustus_masked-con_s732-processed-gene-1.140-mRNA-1_1&gene=augustus_masked-con_s732-processed-gene-1.140&CDS=1-1038	YER127W
2951	OG0002951	augustus_masked-con_s732-processed-gene-1.121-mRNA-1_1&gene=augustus_masked-con_s732-processed-gene-1.121&CDS=1-783	YER126C
2952	OG0002952	augustus_masked-con_s732-processed-gene-1.141-mRNA-1_1&gene=augustus_masked-con_s732-processed-gene-1.141&CDS=1-3501	YPR022C
2953	OG0002953	maker-con_s732-augustus-gene-1.153-mRNA-1_1&gene=maker-con_s732-augustus-gene-1.153&CDS=1-1878	YGL044C
2954	OG0002954	augustus_masked-con_s732-processed-gene-1.122-mRNA-1_1&gene=augustus_masked-con_s732-processed-gene-1.122&CDS=1-867	YGL043W
2955	OG0002955	augustus_masked-con_s732-processed-gene-1.145-mRNA-1_1&gene=augustus_masked-con_s732-processed-gene-1.145&CDS=1-1479	YGR155W
2956	OG0002956	augustus_masked-con_s732-processed-gene-1.146-mRNA-1_1&gene=augustus_masked-con_s732-processed-gene-1.146&CDS=1-2112	YFR029W
2957	OG0002957	augustus_masked-con_s732-processed-gene-1.124-mRNA-1_1&gene=augustus_masked-con_s732-processed-gene-1.124&CDS=1-1464	YEL015W
2958	OG0002958	augustus_masked-con_s732-processed-gene-1.125-mRNA-1_1&gene=augustus_masked-con_s732-processed-gene-1.125&CDS=1-4269	YGL092W
2959	OG0002959	augustus_masked-con_s732-processed-gene-1.126-mRNA-1_1&gene=augustus_masked-con_s732-processed-gene-1.126&CDS=1-975	YGL091C
2960	OG0002960	augustus_masked-con_s732-processed-gene-1.127-mRNA-1_1&gene=augustus_masked-con_s732-processed-gene-1.127&CDS=1-1347	YJL049W
2961	OG0002961	augustus_masked-con_s732-processed-gene-1.148-mRNA-1_1&gene=augustus_masked-con_s732-processed-gene-1.148&CDS=1-1671	YEL013W
