	OrthologID	Candida_tropicalis	Saccharomyces_cerevisiae
2633	OG0002633	snap_masked-NW_003020057.1-processed-gene-6.84-mRNA-1_1&gene=snap_masked-NW_003020057.1-processed-gene-6.84&CDS=1-2958	YGL238W
2634	OG0002634	snap_masked-NW_003020057.1-processed-gene-6.106-mRNA-1_1&gene=snap_masked-NW_003020057.1-processed-gene-6.106&CDS=1-690	YGL237C
2635	OG0002635	snap_masked-NW_003020057.1-processed-gene-6.108-mRNA-1_1&gene=snap_masked-NW_003020057.1-processed-gene-6.108&CDS=1-897	YLR003C
2636	OG0002636	snap_masked-NW_003020057.1-processed-gene-6.86-mRNA-1_1&gene=snap_masked-NW_003020057.1-processed-gene-6.86&CDS=1-2052	YGL236C
2637	OG0002637	genemark-NW_003020057.1-processed-gene-6.67-mRNA-1_1&gene=genemark-NW_003020057.1-processed-gene-6.67&CDS=1-777	YFR027W
2638	OG0002638	snap_masked-NW_003020057.1-processed-gene-6.88-mRNA-1_1&gene=snap_masked-NW_003020057.1-processed-gene-6.88&CDS=1-900	YFR047C
2639	OG0002639	genemark-NW_003020057.1-processed-gene-6.68-mRNA-1_1&gene=genemark-NW_003020057.1-processed-gene-6.68&CDS=1-1482	YGL240W
2640	OG0002640	snap_masked-NW_003020057.1-processed-gene-6.113-mRNA-1_1&gene=snap_masked-NW_003020057.1-processed-gene-6.113&CDS=1-2265	YJL101C
2641	OG0002641	snap_masked-NW_003020057.1-processed-gene-6.114-mRNA-1_1&gene=snap_masked-NW_003020057.1-processed-gene-6.114&CDS=1-2037	YGL234W
2642	OG0002642	snap_masked-NW_003020057.1-processed-gene-6.115-mRNA-1_1&gene=snap_masked-NW_003020057.1-processed-gene-6.115&CDS=1-1170	YMR024W
2643	OG0002643	snap_masked-NW_003020057.1-processed-gene-6.116-mRNA-1_1&gene=snap_masked-NW_003020057.1-processed-gene-6.116&CDS=1-1299	YDR414C
2644	OG0002644	augustus_masked-NW_003020057.1-processed-gene-6.9-mRNA-1_1&gene=augustus_masked-NW_003020057.1-processed-gene-6.9&CDS=1-1473	YGR044C
2645	OG0002645	snap_masked-NW_003020057.1-processed-gene-6.92-mRNA-1_1&gene=snap_masked-NW_003020057.1-processed-gene-6.92&CDS=1-3072	YBR245C
2646	OG0002646	snap_masked-NW_003020057.1-processed-gene-6.93-mRNA-1_1&gene=snap_masked-NW_003020057.1-processed-gene-6.93&CDS=1-2295	YDL167C
2647	OG0002647	snap_masked-NW_003020057.1-processed-gene-6.94-mRNA-1_1&gene=snap_masked-NW_003020057.1-processed-gene-6.94&CDS=1-717	YPR183W
2648	OG0002648	snap_masked-NW_003020057.1-processed-gene-6.95-mRNA-1_1&gene=snap_masked-NW_003020057.1-processed-gene-6.95&CDS=1-1851	YDR390C
2649	OG0002649	snap_masked-NW_003020057.1-processed-gene-6.96-mRNA-1_1&gene=snap_masked-NW_003020057.1-processed-gene-6.96&CDS=1-378	YOR122C
2650	OG0002650	snap_masked-NW_003020057.1-processed-gene-6.122-mRNA-1_1&gene=snap_masked-NW_003020057.1-processed-gene-6.122&CDS=1-3069	YAL035W
2651	OG0002651	snap_masked-NW_003020057.1-processed-gene-6.100-mRNA-1_1&gene=snap_masked-NW_003020057.1-processed-gene-6.100&CDS=1-1104	YAL036C
2652	OG0002652	snap_masked-NW_003020057.1-processed-gene-7.0-mRNA-1_1&gene=snap_masked-NW_003020057.1-processed-gene-7.0&CDS=1-3273	YMR308C
2653	OG0002653	genemark-NW_003020057.1-processed-gene-7.32-mRNA-1_1&gene=genemark-NW_003020057.1-processed-gene-7.32&CDS=1-2106	YLR319C
2654	OG0002654	augustus_masked-NW_003020057.1-processed-gene-7.76-mRNA-1_1&gene=augustus_masked-NW_003020057.1-processed-gene-7.76&CDS=1-2382	YLR318W
2655	OG0002655	augustus_masked-NW_003020057.1-processed-gene-7.74-mRNA-1_1&gene=augustus_masked-NW_003020057.1-processed-gene-7.74&CDS=1-975	YLR316C
2656	OG0002656	snap_masked-NW_003020057.1-processed-gene-7.2-mRNA-1_1&gene=snap_masked-NW_003020057.1-processed-gene-7.2&CDS=1-1056	YLR321C
2657	OG0002657	genemark-NW_003020057.1-processed-gene-7.56-mRNA-1_1&gene=genemark-NW_003020057.1-processed-gene-7.56&CDS=1-2847	YMR185W
2658	OG0002658	snap_masked-NW_003020057.1-processed-gene-7.4-mRNA-1_1&gene=snap_masked-NW_003020057.1-processed-gene-7.4&CDS=1-633	YPL239W
2659	OG0002659	snap_masked-NW_003020057.1-processed-gene-7.5-mRNA-1_1&gene=snap_masked-NW_003020057.1-processed-gene-7.5&CDS=1-861	YPL237W
2660	OG0002660	snap_masked-NW_003020057.1-processed-gene-7.22-mRNA-1_1&gene=snap_masked-NW_003020057.1-processed-gene-7.22&CDS=1-1080	YPL236C
2661	OG0002661	snap_masked-NW_003020057.1-processed-gene-7.7-mRNA-1_1&gene=snap_masked-NW_003020057.1-processed-gene-7.7&CDS=1-858	YPL246C
2662	OG0002662	snap_masked-NW_003020057.1-processed-gene-7.23-mRNA-1_1&gene=snap_masked-NW_003020057.1-processed-gene-7.23&CDS=1-1167	YMR203W
2663	OG0002663	snap_masked-NW_003020057.1-processed-gene-7.24-mRNA-1_1&gene=snap_masked-NW_003020057.1-processed-gene-7.24&CDS=1-3591	YPL217C
2664	OG0002664	snap_masked-NW_003020057.1-processed-gene-7.12-mRNA-1_1&gene=snap_masked-NW_003020057.1-processed-gene-7.12&CDS=1-2985	YIL125W
2665	OG0002665	snap_masked-NW_003020057.1-processed-gene-7.27-mRNA-1_1&gene=snap_masked-NW_003020057.1-processed-gene-7.27&CDS=1-879	YIL124W
2666	OG0002666	augustus_masked-NW_003020057.1-processed-gene-7.102-mRNA-1_1&gene=augustus_masked-NW_003020057.1-processed-gene-7.102&CDS=1-2451	YBL014C
2667	OG0002667	snap_masked-NW_003020057.1-processed-gene-7.15-mRNA-1_1&gene=snap_masked-NW_003020057.1-processed-gene-7.15&CDS=1-2481	YGL027C
2668	OG0002668	snap_masked-NW_003020057.1-processed-gene-7.29-mRNA-1_1&gene=snap_masked-NW_003020057.1-processed-gene-7.29&CDS=1-2103	YGL026C
2669	OG0002669	snap_masked-NW_003020057.1-processed-gene-7.16-mRNA-1_1&gene=snap_masked-NW_003020057.1-processed-gene-7.16&CDS=1-1368	YAL062W
2670	OG0002670	augustus_masked-NW_003020057.1-processed-gene-7.90-mRNA-1_1&gene=augustus_masked-NW_003020057.1-processed-gene-7.90&CDS=1-11424	YDR150W
2671	OG0002671	maker-NW_003020057.1-augustus-gene-7.106-mRNA-1_1&gene=maker-NW_003020057.1-augustus-gene-7.106&CDS=1-2466	YNL275W
2672	OG0002672	augustus_masked-NW_003020057.1-processed-gene-7.92-mRNA-1_1&gene=augustus_masked-NW_003020057.1-processed-gene-7.92&CDS=1-1626	YAR002W
2673	OG0002673	snap_masked-NW_003020057.1-processed-gene-7.20-mRNA-1_1&gene=snap_masked-NW_003020057.1-processed-gene-7.20&CDS=1-1062	YGL001C
2674	OG0002674	augustus_masked-NW_003020057.1-processed-gene-8.48-mRNA-1_1&gene=augustus_masked-NW_003020057.1-processed-gene-8.48&CDS=1-2682	YER008C
2675	OG0002675	genemark-NW_003020057.1-processed-gene-8.2-mRNA-1_1&gene=genemark-NW_003020057.1-processed-gene-8.2&CDS=1-2094	YER005W
2676	OG0002676	maker-NW_003020057.1-augustus-gene-8.140-mRNA-1_1&gene=maker-NW_003020057.1-augustus-gene-8.140&CDS=1-1824	YER006W
2677	OG0002677	snap_masked-NW_003020057.1-processed-gene-8.98-mRNA-1_1&gene=snap_masked-NW_003020057.1-processed-gene-8.98&CDS=1-3486	YIR002C
2678	OG0002678	genemark-NW_003020057.1-processed-gene-8.7-mRNA-1_1&gene=genemark-NW_003020057.1-processed-gene-8.7&CDS=1-552	YER007C-A
2679	OG0002679	augustus_masked-NW_003020057.1-processed-gene-8.75-mRNA-1_1&gene=augustus_masked-NW_003020057.1-processed-gene-8.75&CDS=1-1512	YER007W
2680	OG0002680	snap_masked-NW_003020057.1-processed-gene-8.102-mRNA-1_1&gene=snap_masked-NW_003020057.1-processed-gene-8.102&CDS=1-597	YGL033W
2681	OG0002681	snap_masked-NW_003020057.1-processed-gene-8.123-mRNA-1_1&gene=snap_masked-NW_003020057.1-processed-gene-8.123&CDS=1-3000	YMR231W
2682	OG0002682	snap_masked-NW_003020057.1-processed-gene-8.104-mRNA-1_1&gene=snap_masked-NW_003020057.1-processed-gene-8.104&CDS=1-651	YPR113W
2683	OG0002683	snap_masked-NW_003020057.1-processed-gene-8.125-mRNA-1_1&gene=snap_masked-NW_003020057.1-processed-gene-8.125&CDS=1-2211	YOR249C
2684	OG0002684	snap_masked-NW_003020057.1-processed-gene-8.105-mRNA-1_1&gene=snap_masked-NW_003020057.1-processed-gene-8.105&CDS=1-1554	YEL015W
2685	OG0002685	snap_masked-NW_003020057.1-processed-gene-8.106-mRNA-1_1&gene=snap_masked-NW_003020057.1-processed-gene-8.106&CDS=1-4062	YGL092W
2686	OG0002686	snap_masked-NW_003020057.1-processed-gene-8.107-mRNA-1_1&gene=snap_masked-NW_003020057.1-processed-gene-8.107&CDS=1-1026	YGL091C
2687	OG0002687	snap_masked-NW_003020057.1-processed-gene-8.126-mRNA-1_1&gene=snap_masked-NW_003020057.1-processed-gene-8.126&CDS=1-1707	YEL013W
2688	OG0002688	snap_masked-NW_003020057.1-processed-gene-8.127-mRNA-1_1&gene=snap_masked-NW_003020057.1-processed-gene-8.127&CDS=1-1536	YCL008C
2689	OG0002689	snap_masked-NW_003020057.1-processed-gene-8.109-mRNA-1_1&gene=snap_masked-NW_003020057.1-processed-gene-8.109&CDS=1-213	YCL005W-A
2690	OG0002690	augustus_masked-NW_003020057.1-processed-gene-8.62-mRNA-1_1&gene=augustus_masked-NW_003020057.1-processed-gene-8.62&CDS=1-1560	YFL055W
2691	OG0002691	augustus_masked-NW_003020057.1-processed-gene-8.63-mRNA-1_1&gene=augustus_masked-NW_003020057.1-processed-gene-8.63&CDS=1-651	YBL102W
2692	OG0002692	snap_masked-NW_003020057.1-processed-gene-8.128-mRNA-1_1&gene=snap_masked-NW_003020057.1-processed-gene-8.128&CDS=1-447	YDL125C
2693	OG0002693	augustus_masked-NW_003020057.1-processed-gene-8.64-mRNA-1_1&gene=augustus_masked-NW_003020057.1-processed-gene-8.64&CDS=1-2478	YDL126C
2694	OG0002694	snap_masked-NW_003020057.1-processed-gene-8.114-mRNA-1_1&gene=snap_masked-NW_003020057.1-processed-gene-8.114&CDS=1-966	YHR101C
2695	OG0002695	snap_masked-NW_003020057.1-processed-gene-8.130-mRNA-1_1&gene=snap_masked-NW_003020057.1-processed-gene-8.130&CDS=1-1464	YHR009C
2696	OG0002696	augustus_masked-NW_003020057.1-processed-gene-8.67-mRNA-1_1&gene=augustus_masked-NW_003020057.1-processed-gene-8.67&CDS=1-756	YDR446W
2697	OG0002697	snap_masked-NW_003020057.1-processed-gene-8.131-mRNA-1_1&gene=snap_masked-NW_003020057.1-processed-gene-8.131&CDS=1-1335	YDR448W
2698	OG0002698	genemark-NW_003020057.1-processed-gene-8.23-mRNA-1_1&gene=genemark-NW_003020057.1-processed-gene-8.23&CDS=1-1245	YDR449C
2699	OG0002699	genemark-NW_003020057.1-processed-gene-8.41-mRNA-1_1&gene=genemark-NW_003020057.1-processed-gene-8.41&CDS=1-1473	YDR363W
2700	OG0002700	genemark-NW_003020057.1-processed-gene-8.42-mRNA-1_1&gene=genemark-NW_003020057.1-processed-gene-8.42&CDS=1-1335	YHR111W
2701	OG0002701	maker-NW_003020057.1-snap-gene-8.94-mRNA-1_1&gene=maker-NW_003020057.1-snap-gene-8.94&CDS=1-654	YHR110W
2702	OG0002702	snap_masked-NW_003020057.1-processed-gene-8.136-mRNA-1_1&gene=snap_masked-NW_003020057.1-processed-gene-8.136&CDS=1-1476	YOR119C
2703	OG0002703	maker-NW_003020057.1-augustus-gene-8.143-mRNA-1_1&gene=maker-NW_003020057.1-augustus-gene-8.143&CDS=1-2556	YOR118W
2704	OG0002704	snap_masked-NW_003020057.1-processed-gene-8.121-mRNA-1_1&gene=snap_masked-NW_003020057.1-processed-gene-8.121&CDS=1-2043	YDR365C
2705	OG0002705	snap_masked-NW_003020057.1-processed-gene-8.137-mRNA-1_1&gene=snap_masked-NW_003020057.1-processed-gene-8.137&CDS=1-1623	YBL103C
2706	OG0002706	snap_masked-NW_003020057.1-processed-gene-9.46-mRNA-1_1&gene=snap_masked-NW_003020057.1-processed-gene-9.46&CDS=1-189	YFR032C-A
2707	OG0002707	maker-NW_003020057.1-snap-gene-9.131-mRNA-1_1&gene=maker-NW_003020057.1-snap-gene-9.131&CDS=1-969	YFR032C
2708	OG0002708	snap_masked-NW_003020057.1-processed-gene-9.48-mRNA-1_1&gene=snap_masked-NW_003020057.1-processed-gene-9.48&CDS=1-2106	YOR017W
2709	OG0002709	genemark-NW_003020057.1-processed-gene-9.95-mRNA-1_1&gene=genemark-NW_003020057.1-processed-gene-9.95&CDS=1-1119	YOL136C
2710	OG0002710	snap_masked-NW_003020057.1-processed-gene-9.69-mRNA-1_1&gene=snap_masked-NW_003020057.1-processed-gene-9.69&CDS=1-1635	YNL317W
2711	OG0002711	genemark-NW_003020057.1-processed-gene-9.96-mRNA-1_1&gene=genemark-NW_003020057.1-processed-gene-9.96&CDS=1-534	YMR009W
2712	OG0002712	snap_masked-NW_003020057.1-processed-gene-9.70-mRNA-1_1&gene=snap_masked-NW_003020057.1-processed-gene-9.70&CDS=1-363	YEL003W
2713	OG0002713	snap_masked-NW_003020057.1-processed-gene-9.54-mRNA-1_1&gene=snap_masked-NW_003020057.1-processed-gene-9.54&CDS=1-1653	YML123C
2714	OG0002714	snap_masked-NW_003020057.1-processed-gene-9.72-mRNA-1_1&gene=snap_masked-NW_003020057.1-processed-gene-9.72&CDS=1-1155	YDR502C
2715	OG0002715	snap_masked-NW_003020057.1-processed-gene-9.56-mRNA-1_1&gene=snap_masked-NW_003020057.1-processed-gene-9.56&CDS=1-3606	YCL061C
2716	OG0002716	snap_masked-NW_003020057.1-processed-gene-9.74-mRNA-1_1&gene=snap_masked-NW_003020057.1-processed-gene-9.74&CDS=1-1020	YCL059C
2717	OG0002717	snap_masked-NW_003020057.1-processed-gene-9.76-mRNA-1_1&gene=snap_masked-NW_003020057.1-processed-gene-9.76&CDS=1-792	YLR186W
2718	OG0002718	snap_masked-NW_003020057.1-processed-gene-9.59-mRNA-1_1&gene=snap_masked-NW_003020057.1-processed-gene-9.59&CDS=1-2157	YDR499W
2719	OG0002719	genemark-NW_003020057.1-processed-gene-9.121-mRNA-1_1&gene=genemark-NW_003020057.1-processed-gene-9.121&CDS=1-1920	YNL279W
2720	OG0002720	snap_masked-NW_003020057.1-processed-gene-9.61-mRNA-1_1&gene=snap_masked-NW_003020057.1-processed-gene-9.61&CDS=1-297	YDR510W
2721	OG0002721	snap_masked-NW_003020057.1-processed-gene-9.64-mRNA-1_1&gene=snap_masked-NW_003020057.1-processed-gene-9.64&CDS=1-1713	YDR243C
2722	OG0002722	snap_masked-NW_003020057.1-processed-gene-9.80-mRNA-1_1&gene=snap_masked-NW_003020057.1-processed-gene-9.80&CDS=1-1047	YDL209C
2723	OG0002723	maker-NW_003020057.1-snap-gene-9.132-mRNA-1_1&gene=maker-NW_003020057.1-snap-gene-9.132&CDS=1-1092	YER016W
2724	OG0002724	snap_masked-NW_003020057.1-processed-gene-9.65-mRNA-1_1&gene=snap_masked-NW_003020057.1-processed-gene-9.65&CDS=1-837	YER026C
2725	OG0002725	snap_masked-NW_003020057.1-processed-gene-9.66-mRNA-1_1&gene=snap_masked-NW_003020057.1-processed-gene-9.66&CDS=1-1437	YPL063W
2726	OG0002726	snap_masked-NW_003020057.1-processed-gene-9.85-mRNA-1_1&gene=snap_masked-NW_003020057.1-processed-gene-9.85&CDS=1-771	YPL051W
2727	OG0002727	snap_masked-NW_003020057.1-processed-gene-9.86-mRNA-1_1&gene=snap_masked-NW_003020057.1-processed-gene-9.86&CDS=1-1347	YEL002C
2728	OG0002728	snap_masked-NW_003020057.1-processed-gene-9.68-mRNA-1_1&gene=snap_masked-NW_003020057.1-processed-gene-9.68&CDS=1-303	YIL008W
2729	OG0002729	genemark-NW_003020057.1-processed-gene-9.130-mRNA-1_1&gene=genemark-NW_003020057.1-processed-gene-9.130&CDS=1-2358	YIL007C
2730	OG0002730	snap_masked-NW_003020057.1-processed-gene-10.1-mRNA-1_1&gene=snap_masked-NW_003020057.1-processed-gene-10.1&CDS=1-1380	YDR072C
2731	OG0002731	snap_masked-NW_003020057.1-processed-gene-10.4-mRNA-1_1&gene=snap_masked-NW_003020057.1-processed-gene-10.4&CDS=1-939	YPR061C
2732	OG0002732	snap_masked-NW_003020057.1-processed-gene-10.12-mRNA-1_1&gene=snap_masked-NW_003020057.1-processed-gene-10.12&CDS=1-651	YHR079C-A
2733	OG0002733	snap_masked-NW_003020057.1-processed-gene-10.13-mRNA-1_1&gene=snap_masked-NW_003020057.1-processed-gene-10.13&CDS=1-3651	YHR079C
2734	OG0002734	snap_masked-NW_003020057.1-processed-gene-10.31-mRNA-1_1&gene=snap_masked-NW_003020057.1-processed-gene-10.31&CDS=1-666	YHR081W
2735	OG0002735	snap_masked-NW_003020057.1-processed-gene-10.14-mRNA-1_1&gene=snap_masked-NW_003020057.1-processed-gene-10.14&CDS=1-888	YDR412W
2736	OG0002736	genemark-NW_003020057.1-processed-gene-10.53-mRNA-1_1&gene=genemark-NW_003020057.1-processed-gene-10.53&CDS=1-1083	YKL018W
2737	OG0002737	snap_masked-NW_003020057.1-processed-gene-10.17-mRNA-1_1&gene=snap_masked-NW_003020057.1-processed-gene-10.17&CDS=1-2811	YBR086C
2738	OG0002738	genemark-NW_003020057.1-processed-gene-10.68-mRNA-1_1&gene=genemark-NW_003020057.1-processed-gene-10.68&CDS=1-762	YBL036C
2739	OG0002739	snap_masked-NW_003020057.1-processed-gene-10.18-mRNA-1_1&gene=snap_masked-NW_003020057.1-processed-gene-10.18&CDS=1-906	YDL051W
2740	OG0002740	snap_masked-NW_003020057.1-processed-gene-10.19-mRNA-1_1&gene=snap_masked-NW_003020057.1-processed-gene-10.19&CDS=1-3939	YBL035C
2741	OG0002741	snap_masked-NW_003020057.1-processed-gene-10.20-mRNA-1_1&gene=snap_masked-NW_003020057.1-processed-gene-10.20&CDS=1-1173	YDR331W
2742	OG0002742	augustus_masked-NW_003020057.1-processed-gene-10.97-mRNA-1_1&gene=augustus_masked-NW_003020057.1-processed-gene-10.97&CDS=1-4101	YBL034C
2743	OG0002743	snap_masked-NW_003020057.1-processed-gene-10.33-mRNA-1_1&gene=snap_masked-NW_003020057.1-processed-gene-10.33&CDS=1-1920	YHR084W
2744	OG0002744	snap_masked-NW_003020057.1-processed-gene-10.34-mRNA-1_1&gene=snap_masked-NW_003020057.1-processed-gene-10.34&CDS=1-2685	YHR082C
2745	OG0002745	snap_masked-NW_003020057.1-processed-gene-10.22-mRNA-1_1&gene=snap_masked-NW_003020057.1-processed-gene-10.22&CDS=1-1524	YDR330W
2746	OG0002746	snap_masked-NW_003020057.1-processed-gene-11.4-mRNA-1_1&gene=snap_masked-NW_003020057.1-processed-gene-11.4&CDS=1-492	YDR328C
2747	OG0002747	snap_masked-NW_003020057.1-processed-gene-11.6-mRNA-1_1&gene=snap_masked-NW_003020057.1-processed-gene-11.6&CDS=1-1377	YDR329C
2748	OG0002748	snap_masked-NW_003020057.1-processed-gene-11.33-mRNA-1_1&gene=snap_masked-NW_003020057.1-processed-gene-11.33&CDS=1-3042	YBL037W
2749	OG0002749	snap_masked-NW_003020057.1-processed-gene-11.10-mRNA-1_1&gene=snap_masked-NW_003020057.1-processed-gene-11.10&CDS=1-522	YKL016C
2750	OG0002750	snap_masked-NW_003020057.1-processed-gene-11.11-mRNA-1_1&gene=snap_masked-NW_003020057.1-processed-gene-11.11&CDS=1-426	YPL059W
2751	OG0002751	maker-NW_003020057.1-augustus-gene-11.46-mRNA-1_1&gene=maker-NW_003020057.1-augustus-gene-11.46&CDS=1-4737	YKL014C
2752	OG0002752	genemark-NW_003020057.1-processed-gene-11.64-mRNA-1_1&gene=genemark-NW_003020057.1-processed-gene-11.64&CDS=1-2019	YKL017C
2753	OG0002753	snap_masked-NW_003020057.1-processed-gene-11.18-mRNA-1_1&gene=snap_masked-NW_003020057.1-processed-gene-11.18&CDS=1-2820	YKL015W
2754	OG0002754	snap_masked-NW_003020057.1-processed-gene-11.38-mRNA-1_1&gene=snap_masked-NW_003020057.1-processed-gene-11.38&CDS=1-2424	YJL102W
2755	OG0002755	snap_masked-NW_003020057.1-processed-gene-11.41-mRNA-1_1&gene=snap_masked-NW_003020057.1-processed-gene-11.41&CDS=1-903	YJR007W
2756	OG0002756	snap_masked-NW_003020057.1-processed-gene-11.24-mRNA-1_1&gene=snap_masked-NW_003020057.1-processed-gene-11.24&CDS=1-3249	YPR026W
2757	OG0002757	snap_masked-NW_003020057.1-processed-gene-11.42-mRNA-1_1&gene=snap_masked-NW_003020057.1-processed-gene-11.42&CDS=1-3828	YDL195W
2758	OG0002758	snap_masked-NW_003020057.1-processed-gene-11.29-mRNA-1_1&gene=snap_masked-NW_003020057.1-processed-gene-11.29&CDS=1-2742	YIL073C
2759	OG0002759	snap_masked-NW_003020057.1-processed-gene-11.31-mRNA-1_1&gene=snap_masked-NW_003020057.1-processed-gene-11.31&CDS=1-306	YER058W
2760	OG0002760	snap_masked-NW_003020057.1-processed-gene-12.150-mRNA-1_1&gene=snap_masked-NW_003020057.1-processed-gene-12.150&CDS=1-1455	YDR256C
2761	OG0002761	genemark-NW_003020057.1-processed-gene-12.3-mRNA-1_1&gene=genemark-NW_003020057.1-processed-gene-12.3&CDS=1-1224	YGL246C
2762	OG0002762	genemark-NW_003020057.1-processed-gene-12.0-mRNA-1_1&gene=genemark-NW_003020057.1-processed-gene-12.0&CDS=1-429	YNL185C
2763	OG0002763	snap_masked-NW_003020057.1-processed-gene-12.152-mRNA-1_1&gene=snap_masked-NW_003020057.1-processed-gene-12.152&CDS=1-2628	YNL183C
2764	OG0002764	snap_masked-NW_003020057.1-processed-gene-12.153-mRNA-1_1&gene=snap_masked-NW_003020057.1-processed-gene-12.153&CDS=1-1407	YNL181W
2765	OG0002765	snap_masked-NW_003020057.1-processed-gene-12.149-mRNA-1_1&gene=snap_masked-NW_003020057.1-processed-gene-12.149&CDS=1-1566	YNL182C
2766	OG0002766	snap_masked-NW_003020057.1-processed-gene-12.154-mRNA-1_1&gene=snap_masked-NW_003020057.1-processed-gene-12.154&CDS=1-699	YDL213C
2767	OG0002767	genemark-NW_003020057.1-processed-gene-12.43-mRNA-1_1&gene=genemark-NW_003020057.1-processed-gene-12.43&CDS=1-1056	YDL108W
2768	OG0002768	snap_masked-NW_003020057.1-processed-gene-12.190-mRNA-1_1&gene=snap_masked-NW_003020057.1-processed-gene-12.190&CDS=1-3123	YDL117W
2769	OG0002769	maker-NW_003020057.1-augustus-gene-12.221-mRNA-1_1&gene=maker-NW_003020057.1-augustus-gene-12.221&CDS=1-5211	YLR240W
2770	OG0002770	genemark-NW_003020057.1-processed-gene-12.48-mRNA-1_1&gene=genemark-NW_003020057.1-processed-gene-12.48&CDS=1-564	YPR131C
2771	OG0002771	snap_masked-NW_003020057.1-processed-gene-12.195-mRNA-1_1&gene=snap_masked-NW_003020057.1-processed-gene-12.195&CDS=1-2538	YPR135W
2772	OG0002772	genemark-NW_003020057.1-processed-gene-12.51-mRNA-1_1&gene=genemark-NW_003020057.1-processed-gene-12.51&CDS=1-1029	YPR129W
2773	OG0002773	snap_masked-NW_003020057.1-processed-gene-12.161-mRNA-1_1&gene=snap_masked-NW_003020057.1-processed-gene-12.161&CDS=1-1338	YPR133C
2774	OG0002774	snap_masked-NW_003020057.1-processed-gene-12.199-mRNA-1_1&gene=snap_masked-NW_003020057.1-processed-gene-12.199&CDS=1-1053	YPR128C
2775	OG0002775	snap_masked-NW_003020057.1-processed-gene-12.200-mRNA-1_1&gene=snap_masked-NW_003020057.1-processed-gene-12.200&CDS=1-1257	YGR117C
2776	OG0002776	snap_masked-NW_003020057.1-processed-gene-12.201-mRNA-1_1&gene=snap_masked-NW_003020057.1-processed-gene-12.201&CDS=1-6375	YDL171C
2777	OG0002777	snap_masked-NW_003020057.1-processed-gene-12.162-mRNA-1_1&gene=snap_masked-NW_003020057.1-processed-gene-12.162&CDS=1-1038	YCR035C
2778	OG0002778	snap_masked-NW_003020057.1-processed-gene-12.163-mRNA-1_1&gene=snap_masked-NW_003020057.1-processed-gene-12.163&CDS=1-3972	YJL197W
2779	OG0002779	snap_masked-NW_003020057.1-processed-gene-12.166-mRNA-1_1&gene=snap_masked-NW_003020057.1-processed-gene-12.166&CDS=1-525	YNL044W
2780	OG0002780	snap_masked-NW_003020057.1-processed-gene-12.167-mRNA-1_1&gene=snap_masked-NW_003020057.1-processed-gene-12.167&CDS=1-390	YJL190C
2781	OG0002781	snap_masked-NW_003020057.1-processed-gene-12.168-mRNA-1_1&gene=snap_masked-NW_003020057.1-processed-gene-12.168&CDS=1-396	YCR031C
2782	OG0002782	snap_masked-NW_003020057.1-processed-gene-12.171-mRNA-1_1&gene=snap_masked-NW_003020057.1-processed-gene-12.171&CDS=1-1926	YBR007C
2783	OG0002783	snap_masked-NW_003020057.1-processed-gene-12.172-mRNA-1_1&gene=snap_masked-NW_003020057.1-processed-gene-12.172&CDS=1-729	YJR099W
2784	OG0002784	snap_masked-NW_003020057.1-processed-gene-12.203-mRNA-1_1&gene=snap_masked-NW_003020057.1-processed-gene-12.203&CDS=1-1674	YPR045C
2785	OG0002785	genemark-NW_003020057.1-processed-gene-12.29-mRNA-1_1&gene=genemark-NW_003020057.1-processed-gene-12.29&CDS=1-876	YHR142W
2786	OG0002786	snap_masked-NW_003020057.1-processed-gene-12.182-mRNA-1_1&gene=snap_masked-NW_003020057.1-processed-gene-12.182&CDS=1-1602	YBR260C
