	OrthologID	Saccharomyces_cerevisiae	Yarrowia_deformans
3078	OG0003078	YOR244W	-processed-gene-1.48-mRNA-1_1&gene=genemark-gi|1002317484|dbj|BCIW01000005.1|-processed-gene-1.48&CDS=1-1407
3079	OG0003079	YOR245C	-snap-gene-2.37-mRNA-1_1&gene=maker-gi|1002317473|dbj|BCIW01000016.1|-snap-gene-2.37&CDS=1-1314
3080	OG0003080	YOR246C	-processed-gene-0.84-mRNA-1_1&gene=genemark-gi|1002317472|dbj|BCIW01000017.1|-processed-gene-0.84&CDS=1-993
3081	OG0003081	YOR249C	-processed-gene-3.6-mRNA-1_1&gene=augustus_masked-gi|1002317485|dbj|BCIW01000004.1|-processed-gene-3.6&CDS=1-2184
3082	OG0003082	YOR250C	-processed-gene-0.3-mRNA-1_1&gene=genemark-gi|1002317465|dbj|BCIW01000024.1|-processed-gene-0.3&CDS=1-1350
3083	OG0003083	YOR251C	-processed-gene-0.38-mRNA-1_1&gene=genemark-gi|1002317474|dbj|BCIW01000015.1|-processed-gene-0.38&CDS=1-948
3084	OG0003084	YOR252W	-processed-gene-1.111-mRNA-1_1&gene=genemark-gi|1002317483|dbj|BCIW01000006.1|-processed-gene-1.111&CDS=1-528
3085	OG0003085	YOR253W	-processed-gene-3.82-mRNA-1_1&gene=genemark-gi|1002317478|dbj|BCIW01000011.1|-processed-gene-3.82&CDS=1-474
3086	OG0003086	YOR254C	-processed-gene-3.85-mRNA-1_1&gene=genemark-gi|1002317478|dbj|BCIW01000011.1|-processed-gene-3.85&CDS=1-1947
3087	OG0003087	YOR257W	-processed-gene-8.120-mRNA-1_1&gene=genemark-gi|1002317478|dbj|BCIW01000011.1|-processed-gene-8.120&CDS=1-501
3088	OG0003088	YOR258W	-processed-gene-8.94-mRNA-1_1&gene=genemark-gi|1002317484|dbj|BCIW01000005.1|-processed-gene-8.94&CDS=1-639
3089	OG0003089	YOR259C	-processed-gene-8.116-mRNA-1_1&gene=genemark-gi|1002317484|dbj|BCIW01000005.1|-processed-gene-8.116&CDS=1-1230
3090	OG0003090	YOR260W	-processed-gene-8.95-mRNA-1_1&gene=genemark-gi|1002317484|dbj|BCIW01000005.1|-processed-gene-8.95&CDS=1-1452
3091	OG0003091	YOR261C	-processed-gene-1.91-mRNA-1_1&gene=genemark-gi|1002317483|dbj|BCIW01000006.1|-processed-gene-1.91&CDS=1-1014
3092	OG0003092	YOR262W	-processed-gene-1.110-mRNA-1_1&gene=genemark-gi|1002317483|dbj|BCIW01000006.1|-processed-gene-1.110&CDS=1-1035
3093	OG0003093	YOR265W	-processed-gene-1.89-mRNA-1_1&gene=genemark-gi|1002317483|dbj|BCIW01000006.1|-processed-gene-1.89&CDS=1-294
3094	OG0003094	YOR269W	-processed-gene-0.17-mRNA-1_1&gene=genemark-gi|1002317466|dbj|BCIW01000023.1|-processed-gene-0.17&CDS=1-1050
3095	OG0003095	YOR270C	-processed-gene-0.5-mRNA-1_1&gene=genemark-gi|1002317465|dbj|BCIW01000024.1|-processed-gene-0.5&CDS=1-2409
3096	OG0003096	YOR271C	-processed-gene-12.17-mRNA-1_1&gene=genemark-gi|1002317487|dbj|BCIW01000002.1|-processed-gene-12.17&CDS=1-963
3097	OG0003097	YOR272W	-processed-gene-5.46-mRNA-1_1&gene=genemark-gi|1002317487|dbj|BCIW01000002.1|-processed-gene-5.46&CDS=1-1533
3098	OG0003098	YOR274W	-processed-gene-8.75-mRNA-1_1&gene=genemark-gi|1002317483|dbj|BCIW01000006.1|-processed-gene-8.75&CDS=1-1260
3099	OG0003099	YOR275C	-processed-gene-2.32-mRNA-1_1&gene=genemark-gi|1002317483|dbj|BCIW01000006.1|-processed-gene-2.32&CDS=1-2325
3100	OG0003100	YOR278W	-processed-gene-6.98-mRNA-1_1&gene=genemark-gi|1002317486|dbj|BCIW01000003.1|-processed-gene-6.98&CDS=1-744
3101	OG0003101	YOR281C	-processed-gene-9.36-mRNA-1_1&gene=genemark-gi|1002317488|dbj|BCIW01000001.1|-processed-gene-9.36&CDS=1-867
3102	OG0003102	YOR283W	-processed-gene-3.16-mRNA-1_1&gene=augustus_masked-gi|1002317483|dbj|BCIW01000006.1|-processed-gene-3.16&CDS=1-807
3103	OG0003103	YOR287C	-processed-gene-16.159-mRNA-1_1&gene=genemark-gi|1002317487|dbj|BCIW01000002.1|-processed-gene-16.159&CDS=1-846
3104	OG0003104	YOR288C	-processed-gene-3.171-mRNA-1_1&gene=genemark-gi|1002317472|dbj|BCIW01000017.1|-processed-gene-3.171&CDS=1-1668
3105	OG0003105	YOR289W	-processed-gene-1.114-mRNA-1_1&gene=genemark-gi|1002317475|dbj|BCIW01000014.1|-processed-gene-1.114&CDS=1-603
3106	OG0003106	YOR291W	-processed-gene-0.66-mRNA-1_1&gene=genemark-gi|1002317476|dbj|BCIW01000013.1|-processed-gene-0.66&CDS=1-4380
3107	OG0003107	YOR292C	-processed-gene-2.71-mRNA-1_1&gene=genemark-gi|1002317479|dbj|BCIW01000010.1|-processed-gene-2.71&CDS=1-372
3108	OG0003108	YOR294W	-processed-gene-21.94-mRNA-1_1&gene=genemark-gi|1002317488|dbj|BCIW01000001.1|-processed-gene-21.94&CDS=1-618
3109	OG0003109	YOR296W	-processed-gene-6.5-mRNA-1_1&gene=genemark-gi|1002317479|dbj|BCIW01000010.1|-processed-gene-6.5&CDS=1-3684
3110	OG0003110	YOR298C-A	-processed-gene-6.80-mRNA-1_1&gene=genemark-gi|1002317487|dbj|BCIW01000002.1|-processed-gene-6.80&CDS=1-456
3111	OG0003111	YOR301W	-snap-gene-1.35-mRNA-1_1&gene=maker-gi|1002317484|dbj|BCIW01000005.1|-snap-gene-1.35&CDS=1-1167
3112	OG0003112	YOR303W	-processed-gene-8.49-mRNA-1_1&gene=genemark-gi|1002317488|dbj|BCIW01000001.1|-processed-gene-8.49&CDS=1-1353
3113	OG0003113	YOR304W	-processed-gene-17.28-mRNA-1_1&gene=genemark-gi|1002317488|dbj|BCIW01000001.1|-processed-gene-17.28&CDS=1-3075
3114	OG0003114	YOR305W	-processed-gene-0.23-mRNA-1_1&gene=augustus_masked-gi|1002317482|dbj|BCIW01000007.1|-processed-gene-0.23&CDS=1-513
3115	OG0003115	YOR307C	-processed-gene-7.66-mRNA-1_1&gene=genemark-gi|1002317487|dbj|BCIW01000002.1|-processed-gene-7.66&CDS=1-1560
3116	OG0003116	YOR310C	-processed-gene-0.8-mRNA-1_1&gene=genemark-gi|1002317466|dbj|BCIW01000023.1|-processed-gene-0.8&CDS=1-1539
3117	OG0003117	YOR311C	-processed-gene-0.0-mRNA-1_1&gene=genemark-gi|1002317465|dbj|BCIW01000024.1|-processed-gene-0.0&CDS=1-858
3118	OG0003118	YOR313C	-processed-gene-0.58-mRNA-1_1&gene=genemark-gi|1002317474|dbj|BCIW01000015.1|-processed-gene-0.58&CDS=1-978
3119	OG0003119	YOR317W	-processed-gene-9.49-mRNA-1_1&gene=genemark-gi|1002317483|dbj|BCIW01000006.1|-processed-gene-9.49&CDS=1-2073
3120	OG0003120	YOR322C	-processed-gene-2.40-mRNA-1_1&gene=genemark-gi|1002317478|dbj|BCIW01000011.1|-processed-gene-2.40&CDS=1-1746
3121	OG0003121	YOR323C	-processed-gene-5.44-mRNA-1_1&gene=genemark-gi|1002317484|dbj|BCIW01000005.1|-processed-gene-5.44&CDS=1-1305
3122	OG0003122	YOR326W	-processed-gene-2.31-mRNA-1_1&gene=genemark-gi|1002317481|dbj|BCIW01000008.1|-processed-gene-2.31&CDS=1-4782
3123	OG0003123	YOR329C	-processed-gene-0.22-mRNA-1_1&gene=augustus_masked-gi|1002317484|dbj|BCIW01000005.1|-processed-gene-0.22&CDS=1-1809
3124	OG0003124	YOR330C	-processed-gene-8.40-mRNA-1_1&gene=augustus_masked-gi|1002317484|dbj|BCIW01000005.1|-processed-gene-8.40&CDS=1-3345
3125	OG0003125	YOR332W	-processed-gene-9.11-mRNA-1_1&gene=genemark-gi|1002317485|dbj|BCIW01000004.1|-processed-gene-9.11&CDS=1-681
3126	OG0003126	YOR335C	-processed-gene-16.128-mRNA-1_1&gene=genemark-gi|1002317487|dbj|BCIW01000002.1|-processed-gene-16.128&CDS=1-2880
3127	OG0003127	YOR336W	-processed-gene-10.64-mRNA-1_1&gene=genemark-gi|1002317482|dbj|BCIW01000007.1|-processed-gene-10.64&CDS=1-4416
3128	OG0003128	YOR339C	-processed-gene-2.40-mRNA-1_1&gene=genemark-gi|1002317485|dbj|BCIW01000004.1|-processed-gene-2.40&CDS=1-534
3129	OG0003129	YOR340C	-processed-gene-1.17-mRNA-1_1&gene=genemark-gi|1002317485|dbj|BCIW01000004.1|-processed-gene-1.17&CDS=1-888
3130	OG0003130	YOR341W	-processed-gene-7.49-mRNA-1_1&gene=genemark-gi|1002317485|dbj|BCIW01000004.1|-processed-gene-7.49&CDS=1-4884
3131	OG0003131	YOR346W	-snap-gene-6.101-mRNA-1_1&gene=maker-gi|1002317486|dbj|BCIW01000003.1|-snap-gene-6.101&CDS=1-2562
3132	OG0003132	YOR349W	-processed-gene-0.18-mRNA-1_1&gene=snap_masked-gi|1002317467|dbj|BCIW01000022.1|-processed-gene-0.18&CDS=1-2823
3133	OG0003133	YOR353C	-processed-gene-8.22-mRNA-1_1&gene=snap_masked-gi|1002317485|dbj|BCIW01000004.1|-processed-gene-8.22&CDS=1-1719
3134	OG0003134	YOR356W	-processed-gene-7.74-mRNA-1_1&gene=genemark-gi|1002317482|dbj|BCIW01000007.1|-processed-gene-7.74&CDS=1-1968
3135	OG0003135	YOR357C	-augustus-gene-3.74-mRNA-1_1&gene=maker-gi|1002317485|dbj|BCIW01000004.1|-augustus-gene-3.74&CDS=1-486
3136	OG0003136	YOR358W	-processed-gene-0.24-mRNA-1_1&gene=genemark-gi|1002317486|dbj|BCIW01000003.1|-processed-gene-0.24&CDS=1-729
3137	OG0003137	YOR359W	-processed-gene-6.39-mRNA-1_1&gene=augustus_masked-gi|1002317477|dbj|BCIW01000012.1|-processed-gene-6.39&CDS=1-1356
3138	OG0003138	YOR360C	-processed-gene-6.74-mRNA-1_1&gene=genemark-gi|1002317477|dbj|BCIW01000012.1|-processed-gene-6.74&CDS=1-1908
3139	OG0003139	YOR361C	-processed-gene-10.1-mRNA-1_1&gene=genemark-gi|1002317485|dbj|BCIW01000004.1|-processed-gene-10.1&CDS=1-2151
3140	OG0003140	YOR362C	-processed-gene-2.75-mRNA-1_1&gene=genemark-gi|1002317486|dbj|BCIW01000003.1|-processed-gene-2.75&CDS=1-756
3141	OG0003141	YOR367W	-snap-gene-7.121-mRNA-1_1&gene=maker-gi|1002317484|dbj|BCIW01000005.1|-snap-gene-7.121&CDS=1-1251
3142	OG0003142	YOR368W	-processed-gene-1.88-mRNA-1_1&gene=snap_masked-gi|1002317485|dbj|BCIW01000004.1|-processed-gene-1.88&CDS=1-936
3143	OG0003143	YOR369C	-processed-gene-1.32-mRNA-1_1&gene=genemark-gi|1002317485|dbj|BCIW01000004.1|-processed-gene-1.32&CDS=1-426
3144	OG0003144	YOR370C	-processed-gene-1.33-mRNA-1_1&gene=genemark-gi|1002317485|dbj|BCIW01000004.1|-processed-gene-1.33&CDS=1-1698
3145	OG0003145	YPL001W	-processed-gene-3.51-mRNA-1_1&gene=genemark-gi|1002317479|dbj|BCIW01000010.1|-processed-gene-3.51&CDS=1-1359
3146	OG0003146	YPL002C	-processed-gene-1.34-mRNA-1_1&gene=genemark-gi|1002317487|dbj|BCIW01000002.1|-processed-gene-1.34&CDS=1-759
3147	OG0003147	YPL003W	-processed-gene-4.96-mRNA-1_1&gene=snap_masked-gi|1002317474|dbj|BCIW01000015.1|-processed-gene-4.96&CDS=1-1515
3148	OG0003148	YPL006W	-processed-gene-1.50-mRNA-1_1&gene=genemark-gi|1002317480|dbj|BCIW01000009.1|-processed-gene-1.50&CDS=1-3729
3149	OG0003149	YPL007C	-processed-gene-3.91-mRNA-1_1&gene=augustus_masked-gi|1002317484|dbj|BCIW01000005.1|-processed-gene-3.91&CDS=1-2193
3150	OG0003150	YPL008W	-processed-gene-3.99-mRNA-1_1&gene=genemark-gi|1002317471|dbj|BCIW01000018.1|-processed-gene-3.99&CDS=1-2424
3151	OG0003151	YPL009C	-processed-gene-6.62-mRNA-1_1&gene=genemark-gi|1002317485|dbj|BCIW01000004.1|-processed-gene-6.62&CDS=1-3426
3152	OG0003152	YPL010W	-processed-gene-6.46-mRNA-1_1&gene=genemark-gi|1002317485|dbj|BCIW01000004.1|-processed-gene-6.46&CDS=1-567
3153	OG0003153	YPL011C	-processed-gene-6.61-mRNA-1_1&gene=genemark-gi|1002317485|dbj|BCIW01000004.1|-processed-gene-6.61&CDS=1-621
3154	OG0003154	YPL012W	-processed-gene-7.60-mRNA-1_1&gene=genemark-gi|1002317478|dbj|BCIW01000011.1|-processed-gene-7.60&CDS=1-3552
3155	OG0003155	YPL013C	-processed-gene-4.77-mRNA-1_1&gene=genemark-gi|1002317478|dbj|BCIW01000011.1|-processed-gene-4.77&CDS=1-321
3156	OG0003156	YPL016W	-processed-gene-10.125-mRNA-1_1&gene=snap_masked-gi|1002317481|dbj|BCIW01000008.1|-processed-gene-10.125&CDS=1-3186
3157	OG0003157	YPL020C	-processed-gene-0.90-mRNA-1_1&gene=genemark-gi|1002317475|dbj|BCIW01000014.1|-processed-gene-0.90&CDS=1-2196
3158	OG0003158	YPL022W	-processed-gene-1.49-mRNA-1_1&gene=snap_masked-gi|1002317482|dbj|BCIW01000007.1|-processed-gene-1.49&CDS=1-3099
3159	OG0003159	YPL023C	-processed-gene-3.84-mRNA-1_1&gene=genemark-gi|1002317487|dbj|BCIW01000002.1|-processed-gene-3.84&CDS=1-1875
3160	OG0003160	YPL028W	-processed-gene-10.59-mRNA-1_1&gene=genemark-gi|1002317487|dbj|BCIW01000002.1|-processed-gene-10.59&CDS=1-1176
3161	OG0003161	YPL029W	-processed-gene-8.61-mRNA-1_1&gene=augustus_masked-gi|1002317485|dbj|BCIW01000004.1|-processed-gene-8.61&CDS=1-1995
3162	OG0003162	YPL030W	-processed-gene-5.108-mRNA-1_1&gene=genemark-gi|1002317476|dbj|BCIW01000013.1|-processed-gene-5.108&CDS=1-1605
3163	OG0003163	YPL031C	-processed-gene-5.76-mRNA-1_1&gene=genemark-gi|1002317476|dbj|BCIW01000013.1|-processed-gene-5.76&CDS=1-882
3164	OG0003164	YPL040C	-processed-gene-8.49-mRNA-1_1&gene=genemark-gi|1002317479|dbj|BCIW01000010.1|-processed-gene-8.49&CDS=1-2940
3165	OG0003165	YPL041C	-processed-gene-8.50-mRNA-1_1&gene=genemark-gi|1002317479|dbj|BCIW01000010.1|-processed-gene-8.50&CDS=1-777
3166	OG0003166	YPL042C	-processed-gene-8.63-mRNA-1_1&gene=genemark-gi|1002317479|dbj|BCIW01000010.1|-processed-gene-8.63&CDS=1-1215
3167	OG0003167	YPL043W	-processed-gene-1.94-mRNA-1_1&gene=genemark-gi|1002317477|dbj|BCIW01000012.1|-processed-gene-1.94&CDS=1-2139
3168	OG0003168	YPL045W	-processed-gene-1.95-mRNA-1_1&gene=genemark-gi|1002317477|dbj|BCIW01000012.1|-processed-gene-1.95&CDS=1-2520
3169	OG0003169	YPL046C	-processed-gene-1.80-mRNA-1_1&gene=genemark-gi|1002317477|dbj|BCIW01000012.1|-processed-gene-1.80&CDS=1-315
3170	OG0003170	YPL050C	-processed-gene-5.56-mRNA-1_1&gene=genemark-gi|1002317487|dbj|BCIW01000002.1|-processed-gene-5.56&CDS=1-1014
3171	OG0003171	YPL051W	-processed-gene-4.35-mRNA-1_1&gene=snap_masked-gi|1002317488|dbj|BCIW01000001.1|-processed-gene-4.35&CDS=1-489
3172	OG0003172	YPL054W	-processed-gene-5.55-mRNA-1_1&gene=genemark-gi|1002317487|dbj|BCIW01000002.1|-processed-gene-5.55&CDS=1-1167
3173	OG0003173	YPL059W	-processed-gene-11.164-mRNA-1_1&gene=genemark-gi|1002317484|dbj|BCIW01000005.1|-processed-gene-11.164&CDS=1-453
3174	OG0003174	YPL060W	-processed-gene-1.84-mRNA-1_1&gene=genemark-gi|1002317483|dbj|BCIW01000006.1|-processed-gene-1.84&CDS=1-1329
3175	OG0003175	YPL063W	-processed-gene-3.67-mRNA-1_1&gene=genemark-gi|1002317482|dbj|BCIW01000007.1|-processed-gene-3.67&CDS=1-1404
3176	OG0003176	YPL064C	-processed-gene-0.18-mRNA-1_1&gene=genemark-gi|1002317481|dbj|BCIW01000008.1|-processed-gene-0.18&CDS=1-1074
3177	OG0003177	YPL065W	-processed-gene-0.5-mRNA-1_1&gene=genemark-gi|1002317481|dbj|BCIW01000008.1|-processed-gene-0.5&CDS=1-738
3178	OG0003178	YPL067C	-processed-gene-7.39-mRNA-1_1&gene=genemark-gi|1002317486|dbj|BCIW01000003.1|-processed-gene-7.39&CDS=1-615
3179	OG0003179	YPL069C	-processed-gene-4.75-mRNA-1_1&gene=genemark-gi|1002317483|dbj|BCIW01000006.1|-processed-gene-4.75&CDS=1-981
3180	OG0003180	YPL072W	-snap-gene-1.29-mRNA-1_1&gene=maker-gi|1002317486|dbj|BCIW01000003.1|-snap-gene-1.29&CDS=1-1833
3181	OG0003181	YPL076W	-processed-gene-3.108-mRNA-1_1&gene=genemark-gi|1002317487|dbj|BCIW01000002.1|-processed-gene-3.108&CDS=1-1005
3182	OG0003182	YPL078C	-processed-gene-10.78-mRNA-1_1&gene=snap_masked-gi|1002317484|dbj|BCIW01000005.1|-processed-gene-10.78&CDS=1-651
3183	OG0003183	YPL082C	-processed-gene-0.160-mRNA-1_1&gene=augustus_masked-gi|1002317465|dbj|BCIW01000024.1|-processed-gene-0.160&CDS=1-5610
3184	OG0003184	YPL083C	-processed-gene-1.58-mRNA-1_1&gene=augustus_masked-gi|1002317481|dbj|BCIW01000008.1|-processed-gene-1.58&CDS=1-1086
3185	OG0003185	YPL084W	-processed-gene-4.78-mRNA-1_1&gene=genemark-gi|1002317478|dbj|BCIW01000011.1|-processed-gene-4.78&CDS=1-2655
3186	OG0003186	YPL085W	-processed-gene-5.84-mRNA-1_1&gene=augustus_masked-gi|1002317487|dbj|BCIW01000002.1|-processed-gene-5.84&CDS=1-6435
3187	OG0003187	YPL086C	-processed-gene-5.39-mRNA-1_1&gene=genemark-gi|1002317487|dbj|BCIW01000002.1|-processed-gene-5.39&CDS=1-1659
3188	OG0003188	YPL088W	-processed-gene-10.86-mRNA-1_1&gene=genemark-gi|1002317482|dbj|BCIW01000007.1|-processed-gene-10.86&CDS=1-1041
3189	OG0003189	YPL091W	-processed-gene-4.35-mRNA-1_1&gene=genemark-gi|1002317475|dbj|BCIW01000014.1|-processed-gene-4.35&CDS=1-1410
3190	OG0003190	YPL092W	-processed-gene-1.47-mRNA-1_1&gene=augustus_masked-gi|1002317472|dbj|BCIW01000017.1|-processed-gene-1.47&CDS=1-1263
3191	OG0003191	YPL093W	-processed-gene-0.6-mRNA-1_1&gene=genemark-gi|1002317466|dbj|BCIW01000023.1|-processed-gene-0.6&CDS=1-1923
3192	OG0003192	YPL094C	-processed-gene-15.80-mRNA-1_1&gene=genemark-gi|1002317487|dbj|BCIW01000002.1|-processed-gene-15.80&CDS=1-1191
3193	OG0003193	YPL096W	-processed-gene-3.96-mRNA-1_1&gene=genemark-gi|1002317471|dbj|BCIW01000018.1|-processed-gene-3.96&CDS=1-1068
3194	OG0003194	YPL097W	-processed-gene-6.42-mRNA-1_1&gene=genemark-gi|1002317481|dbj|BCIW01000008.1|-processed-gene-6.42&CDS=1-1581
3195	OG0003195	YPL098C	-processed-gene-4.56-mRNA-1_1&gene=genemark-gi|1002317474|dbj|BCIW01000015.1|-processed-gene-4.56&CDS=1-324
3196	OG0003196	YPL101W	-processed-gene-11.98-mRNA-1_1&gene=snap_masked-gi|1002317484|dbj|BCIW01000005.1|-processed-gene-11.98&CDS=1-1143
3197	OG0003197	YPL103C	-processed-gene-0.10-mRNA-1_1&gene=genemark-gi|1002317479|dbj|BCIW01000010.1|-processed-gene-0.10&CDS=1-1317
3198	OG0003198	YPL104W	-processed-gene-3.7-mRNA-1_1&gene=genemark-gi|1002317474|dbj|BCIW01000015.1|-processed-gene-3.7&CDS=1-1947
3199	OG0003199	YPL107W	-processed-gene-0.6-mRNA-1_1&gene=genemark-gi|1002317481|dbj|BCIW01000008.1|-processed-gene-0.6&CDS=1-642
3200	OG0003200	YPL108W	-processed-gene-4.24-mRNA-1_1&gene=augustus_masked-gi|1002317477|dbj|BCIW01000012.1|-processed-gene-4.24&CDS=1-393
3201	OG0003201	YPL109C	-processed-gene-2.94-mRNA-1_1&gene=genemark-gi|1002317473|dbj|BCIW01000016.1|-processed-gene-2.94&CDS=1-1920
3202	OG0003202	YPL110C	-processed-gene-2.19-mRNA-1_1&gene=augustus_masked-gi|1002317473|dbj|BCIW01000016.1|-processed-gene-2.19&CDS=1-3285
3203	OG0003203	YPL111W	-processed-gene-7.62-mRNA-1_1&gene=genemark-gi|1002317478|dbj|BCIW01000011.1|-processed-gene-7.62&CDS=1-930
3204	OG0003204	YPL113C	-processed-gene-2.50-mRNA-1_1&gene=genemark-gi|1002317475|dbj|BCIW01000014.1|-processed-gene-2.50&CDS=1-1131
3205	OG0003205	YPL115C	-processed-gene-7.80-mRNA-1_1&gene=snap_masked-gi|1002317478|dbj|BCIW01000011.1|-processed-gene-7.80&CDS=1-3525
3206	OG0003206	YPL116W	-processed-gene-7.86-mRNA-1_1&gene=snap_masked-gi|1002317478|dbj|BCIW01000011.1|-processed-gene-7.86&CDS=1-1728
3207	OG0003207	YPL117C	-processed-gene-8.59-mRNA-1_1&gene=genemark-gi|1002317486|dbj|BCIW01000003.1|-processed-gene-8.59&CDS=1-810
3208	OG0003208	YPL118W	-processed-gene-2.50-mRNA-1_1&gene=augustus_masked-gi|1002317487|dbj|BCIW01000002.1|-processed-gene-2.50&CDS=1-876
3209	OG0003209	YPL120W	-processed-gene-11.67-mRNA-1_1&gene=genemark-gi|1002317488|dbj|BCIW01000001.1|-processed-gene-11.67&CDS=1-1302
3210	OG0003210	YPL122C	-processed-gene-2.77-mRNA-1_1&gene=genemark-gi|1002317472|dbj|BCIW01000017.1|-processed-gene-2.77&CDS=1-1401
3211	OG0003211	YPL125W	-processed-gene-1.79-mRNA-1_1&gene=genemark-gi|1002317466|dbj|BCIW01000023.1|-processed-gene-1.79&CDS=1-2913
3212	OG0003212	YPL126W	-processed-gene-8.5-mRNA-1_1&gene=augustus_masked-gi|1002317482|dbj|BCIW01000007.1|-processed-gene-8.5&CDS=1-2613
3213	OG0003213	YPL127C	-processed-gene-12.11-mRNA-1_1&gene=genemark-gi|1002317487|dbj|BCIW01000002.1|-processed-gene-12.11&CDS=1-651
3214	OG0003214	YPL128C	-processed-gene-0.7-mRNA-1_1&gene=genemark-gi|1002317487|dbj|BCIW01000002.1|-processed-gene-0.7&CDS=1-2160
3215	OG0003215	YPL129W	-processed-gene-0.34-mRNA-1_1&gene=snap_masked-gi|1002317487|dbj|BCIW01000002.1|-processed-gene-0.34&CDS=1-702
3216	OG0003216	YPL131W	-processed-gene-7.77-mRNA-1_1&gene=genemark-gi|1002317484|dbj|BCIW01000005.1|-processed-gene-7.77&CDS=1-888
3217	OG0003217	YPL132W	-processed-gene-3.97-mRNA-1_1&gene=genemark-gi|1002317478|dbj|BCIW01000011.1|-processed-gene-3.97&CDS=1-957
3218	OG0003218	YPL133C	-processed-gene-3.36-mRNA-1_1&gene=augustus_masked-gi|1002317478|dbj|BCIW01000011.1|-processed-gene-3.36&CDS=1-1608
3219	OG0003219	YPL134C	-processed-gene-3.59-mRNA-1_1&gene=genemark-gi|1002317488|dbj|BCIW01000001.1|-processed-gene-3.59&CDS=1-891
3220	OG0003220	YPL138C	-processed-gene-4.62-mRNA-1_1&gene=genemark-gi|1002317476|dbj|BCIW01000013.1|-processed-gene-4.62&CDS=1-1503
3221	OG0003221	YPL146C	-processed-gene-6.145-mRNA-1_1&gene=snap_masked-gi|1002317477|dbj|BCIW01000012.1|-processed-gene-6.145&CDS=1-1398
3222	OG0003222	YPL147W	-processed-gene-3.79-mRNA-1_1&gene=augustus_masked-gi|1002317477|dbj|BCIW01000012.1|-processed-gene-3.79&CDS=1-2754
3223	OG0003223	YPL149W	-processed-gene-1.76-mRNA-1_1&gene=snap_masked-gi|1002317472|dbj|BCIW01000017.1|-processed-gene-1.76&CDS=1-849
3224	OG0003224	YPL150W	-processed-gene-1.20-mRNA-1_1&gene=genemark-gi|1002317472|dbj|BCIW01000017.1|-processed-gene-1.20&CDS=1-2415
3225	OG0003225	YPL151C	-processed-gene-1.47-mRNA-1_1&gene=genemark-gi|1002317484|dbj|BCIW01000005.1|-processed-gene-1.47&CDS=1-1323
3226	OG0003226	YPL152W	-processed-gene-1.63-mRNA-1_1&gene=genemark-gi|1002317484|dbj|BCIW01000005.1|-processed-gene-1.63&CDS=1-1134
3227	OG0003227	YPL153C	-processed-gene-3.37-mRNA-1_1&gene=genemark-gi|1002317474|dbj|BCIW01000015.1|-processed-gene-3.37&CDS=1-2700
3228	OG0003228	YPL154C	-processed-gene-3.22-mRNA-1_1&gene=genemark-gi|1002317474|dbj|BCIW01000015.1|-processed-gene-3.22&CDS=1-1188
3229	OG0003229	YPL155C	-processed-gene-3.36-mRNA-1_1&gene=genemark-gi|1002317474|dbj|BCIW01000015.1|-processed-gene-3.36&CDS=1-1683
3230	OG0003230	YPL157W	-processed-gene-8.1-mRNA-1_1&gene=augustus_masked-gi|1002317482|dbj|BCIW01000007.1|-processed-gene-8.1&CDS=1-1029
3231	OG0003231	YPL160W	-processed-gene-1.3-mRNA-1_1&gene=genemark-gi|1002317472|dbj|BCIW01000017.1|-processed-gene-1.3&CDS=1-3285
3232	OG0003232	YPL162C	-processed-gene-8.5-mRNA-1_1&gene=augustus_masked-gi|1002317488|dbj|BCIW01000001.1|-processed-gene-8.5&CDS=1-744
3233	OG0003233	YPL167C	-processed-gene-2.72-mRNA-1_1&gene=augustus_masked-gi|1002317480|dbj|BCIW01000009.1|-processed-gene-2.72&CDS=1-4005
3234	OG0003234	YPL169C	-processed-gene-1.47-mRNA-1_1&gene=genemark-gi|1002317481|dbj|BCIW01000008.1|-processed-gene-1.47&CDS=1-1617
3235	OG0003235	YPL170W	-processed-gene-8.84-mRNA-1_1&gene=genemark-gi|1002317478|dbj|BCIW01000011.1|-processed-gene-8.84&CDS=1-474
3236	OG0003236	YPL172C	-processed-gene-0.30-mRNA-1_1&gene=genemark-gi|1002317474|dbj|BCIW01000015.1|-processed-gene-0.30&CDS=1-1413
3237	OG0003237	YPL173W	-processed-gene-8.202-mRNA-1_1&gene=snap_masked-gi|1002317478|dbj|BCIW01000011.1|-processed-gene-8.202&CDS=1-903
3238	OG0003238	YPL175W	-processed-gene-8.121-mRNA-1_1&gene=genemark-gi|1002317478|dbj|BCIW01000011.1|-processed-gene-8.121&CDS=1-1302
3239	OG0003239	YPL178W	-processed-gene-5.58-mRNA-1_1&gene=genemark-gi|1002317481|dbj|BCIW01000008.1|-processed-gene-5.58&CDS=1-510
3240	OG0003240	YPL180W	-processed-gene-5.111-mRNA-1_1&gene=augustus_masked-gi|1002317481|dbj|BCIW01000008.1|-processed-gene-5.111&CDS=1-1647
3241	OG0003241	YPL181W	-processed-gene-1.21-mRNA-1_1&gene=genemark-gi|1002317474|dbj|BCIW01000015.1|-processed-gene-1.21&CDS=1-1515
3242	OG0003242	YPL183C	-processed-gene-0.33-mRNA-1_1&gene=augustus_masked-gi|1002317483|dbj|BCIW01000006.1|-processed-gene-0.33&CDS=1-2706
