	OrthologID	Saccharomyces_cerevisiae	Saccharomyces_uvarum
3545	OG0003545	YNL212W	genemark-Sbay_14-processed-gene-2.58-mRNA-1_1&gene=genemark-Sbay_14-processed-gene-2.58&CDS=1-2343
3546	OG0003546	YNL213C	genemark-Sbay_14-processed-gene-2.78-mRNA-1_1&gene=genemark-Sbay_14-processed-gene-2.78&CDS=1-642
3547	OG0003547	YNL214W	genemark-Sbay_14-processed-gene-2.57-mRNA-1_1&gene=genemark-Sbay_14-processed-gene-2.57&CDS=1-588
3548	OG0003548	YNL215W	maker-Sbay_14-snap-gene-2.0-mRNA-1_1&gene=maker-Sbay_14-snap-gene-2.0&CDS=1-942
3549	OG0003549	YNL216W	augustus_masked-Sbay_14-processed-gene-2.18-mRNA-1_1&gene=augustus_masked-Sbay_14-processed-gene-2.18&CDS=1-3594
3550	OG0003550	YNL218W	genemark-Sbay_14-processed-gene-2.53-mRNA-1_1&gene=genemark-Sbay_14-processed-gene-2.53&CDS=1-1758
3551	OG0003551	YNL219C	genemark-Sbay_14-processed-gene-2.77-mRNA-1_1&gene=genemark-Sbay_14-processed-gene-2.77&CDS=1-1665
3552	OG0003552	YNL220W	genemark-Sbay_14-processed-gene-2.52-mRNA-1_1&gene=genemark-Sbay_14-processed-gene-2.52&CDS=1-1299
3553	OG0003553	YNL221C	genemark-Sbay_14-processed-gene-2.76-mRNA-1_1&gene=genemark-Sbay_14-processed-gene-2.76&CDS=1-2610
3554	OG0003554	YNL222W	genemark-Sbay_14-processed-gene-2.51-mRNA-1_1&gene=genemark-Sbay_14-processed-gene-2.51&CDS=1-618
3555	OG0003555	YNL223W	genemark-Sbay_14-processed-gene-2.50-mRNA-1_1&gene=genemark-Sbay_14-processed-gene-2.50&CDS=1-1467
3556	OG0003556	YNL224C	genemark-Sbay_14-processed-gene-2.75-mRNA-1_1&gene=genemark-Sbay_14-processed-gene-2.75&CDS=1-2301
3557	OG0003557	YNL225C	genemark-Sbay_14-processed-gene-2.74-mRNA-1_1&gene=genemark-Sbay_14-processed-gene-2.74&CDS=1-1743
3558	OG0003558	YNL227C	genemark-Sbay_14-processed-gene-2.73-mRNA-1_1&gene=genemark-Sbay_14-processed-gene-2.73&CDS=1-1800
3559	OG0003559	YNL229C	genemark-Sbay_14-processed-gene-2.72-mRNA-1_1&gene=genemark-Sbay_14-processed-gene-2.72&CDS=1-1032
3560	OG0003560	YNL230C	genemark-Sbay_14-processed-gene-2.71-mRNA-1_1&gene=genemark-Sbay_14-processed-gene-2.71&CDS=1-1122
3561	OG0003561	YNL231C	genemark-Sbay_14-processed-gene-2.70-mRNA-1_1&gene=genemark-Sbay_14-processed-gene-2.70&CDS=1-1044
3562	OG0003562	YNL236W	augustus_masked-Sbay_14-processed-gene-2.12-mRNA-1_1&gene=augustus_masked-Sbay_14-processed-gene-2.12&CDS=1-11373
3563	OG0003563	YNL239W	genemark-Sbay_14-processed-gene-2.43-mRNA-1_1&gene=genemark-Sbay_14-processed-gene-2.43&CDS=1-1362
3564	OG0003564	YNL241C	genemark-Sbay_14-processed-gene-2.46-mRNA-1_1&gene=genemark-Sbay_14-processed-gene-2.46&CDS=1-2304
3565	OG0003565	YNL242W	genemark-Sbay_14-processed-gene-2.42-mRNA-1_1&gene=genemark-Sbay_14-processed-gene-2.42&CDS=1-4752
3566	OG0003566	YNL243W	genemark-Sbay_14-processed-gene-2.41-mRNA-1_1&gene=genemark-Sbay_14-processed-gene-2.41&CDS=1-2895
3567	OG0003567	YNL244C	maker-Sbay_14-augustus-gene-1.110-mRNA-1_1&gene=maker-Sbay_14-augustus-gene-1.110&CDS=1-912
3568	OG0003568	YNL247W	genemark-Sbay_14-processed-gene-1.56-mRNA-1_1&gene=genemark-Sbay_14-processed-gene-1.56&CDS=1-3027
3569	OG0003569	YNL248C	augustus_masked-Sbay_14-processed-gene-1.104-mRNA-1_1&gene=augustus_masked-Sbay_14-processed-gene-1.104&CDS=1-2925
3570	OG0003570	YNL250W	genemark-Sbay_14-processed-gene-1.55-mRNA-1_1&gene=genemark-Sbay_14-processed-gene-1.55&CDS=1-3936
3571	OG0003571	YNL251C	genemark-Sbay_14-processed-gene-1.70-mRNA-1_1&gene=genemark-Sbay_14-processed-gene-1.70&CDS=1-1734
3572	OG0003572	YNL252C	genemark-Sbay_14-processed-gene-1.69-mRNA-1_1&gene=genemark-Sbay_14-processed-gene-1.69&CDS=1-837
3573	OG0003573	YNL253W	genemark-Sbay_14-processed-gene-1.54-mRNA-1_1&gene=genemark-Sbay_14-processed-gene-1.54&CDS=1-1266
3574	OG0003574	YNL254C	genemark-Sbay_14-processed-gene-1.68-mRNA-1_1&gene=genemark-Sbay_14-processed-gene-1.68&CDS=1-1191
3575	OG0003575	YNL255C	genemark-Sbay_14-processed-gene-1.67-mRNA-1_1&gene=genemark-Sbay_14-processed-gene-1.67&CDS=1-462
3576	OG0003576	YNL256W	genemark-Sbay_14-processed-gene-1.53-mRNA-1_1&gene=genemark-Sbay_14-processed-gene-1.53&CDS=1-2487
3577	OG0003577	YNL257C	genemark-Sbay_14-processed-gene-1.66-mRNA-1_1&gene=genemark-Sbay_14-processed-gene-1.66&CDS=1-3690
3578	OG0003578	YNL258C	genemark-Sbay_14-processed-gene-1.65-mRNA-1_1&gene=genemark-Sbay_14-processed-gene-1.65&CDS=1-2289
3579	OG0003579	YNL260C	augustus_masked-Sbay_14-processed-gene-1.97-mRNA-1_1&gene=augustus_masked-Sbay_14-processed-gene-1.97&CDS=1-708
3580	OG0003580	YNL261W	genemark-Sbay_14-processed-gene-1.52-mRNA-1_1&gene=genemark-Sbay_14-processed-gene-1.52&CDS=1-1437
3581	OG0003581	YNL262W	augustus_masked-Sbay_14-processed-gene-1.87-mRNA-1_1&gene=augustus_masked-Sbay_14-processed-gene-1.87&CDS=1-6669
3582	OG0003582	YNL264C	maker-Sbay_14-augustus-gene-1.108-mRNA-1_1&gene=maker-Sbay_14-augustus-gene-1.108&CDS=1-2046
3583	OG0003583	YNL265C	genemark-Sbay_14-processed-gene-1.61-mRNA-1_1&gene=genemark-Sbay_14-processed-gene-1.61&CDS=1-843
3584	OG0003584	YNL267W	genemark-Sbay_14-processed-gene-1.50-mRNA-1_1&gene=genemark-Sbay_14-processed-gene-1.50&CDS=1-3198
3585	OG0003585	YNL271C	maker-Sbay_14-augustus-gene-1.107-mRNA-1_1&gene=maker-Sbay_14-augustus-gene-1.107&CDS=1-5769
3586	OG0003586	YNL272C	genemark-Sbay_14-processed-gene-1.59-mRNA-1_1&gene=genemark-Sbay_14-processed-gene-1.59&CDS=1-2253
3587	OG0003587	YNL273W	genemark-Sbay_14-processed-gene-1.48-mRNA-1_1&gene=genemark-Sbay_14-processed-gene-1.48&CDS=1-3726
3588	OG0003588	YNL274C	genemark-Sbay_14-processed-gene-1.58-mRNA-1_1&gene=genemark-Sbay_14-processed-gene-1.58&CDS=1-1050
3589	OG0003589	YNL275W	genemark-Sbay_14-processed-gene-1.47-mRNA-1_1&gene=genemark-Sbay_14-processed-gene-1.47&CDS=1-1725
3590	OG0003590	YNL277W	genemark-Sbay_14-processed-gene-1.46-mRNA-1_1&gene=genemark-Sbay_14-processed-gene-1.46&CDS=1-1458
3591	OG0003591	YNL278W	genemark-Sbay_14-processed-gene-1.45-mRNA-1_1&gene=genemark-Sbay_14-processed-gene-1.45&CDS=1-5175
3592	OG0003592	YNL280C	genemark-Sbay_14-processed-gene-1.57-mRNA-1_1&gene=genemark-Sbay_14-processed-gene-1.57&CDS=1-1314
3593	OG0003593	YNL281W	genemark-Sbay_14-processed-gene-1.44-mRNA-1_1&gene=genemark-Sbay_14-processed-gene-1.44&CDS=1-459
3594	OG0003594	YNL282W	genemark-Sbay_14-processed-gene-1.43-mRNA-1_1&gene=genemark-Sbay_14-processed-gene-1.43&CDS=1-585
3595	OG0003595	YNL283C	genemark-Sbay_14-processed-gene-1.42-mRNA-1_1&gene=genemark-Sbay_14-processed-gene-1.42&CDS=1-1464
3596	OG0003596	YNL284C	genemark-Sbay_14-processed-gene-1.41-mRNA-1_1&gene=genemark-Sbay_14-processed-gene-1.41&CDS=1-879
3597	OG0003597	YNL286W	genemark-Sbay_14-processed-gene-1.39-mRNA-1_1&gene=genemark-Sbay_14-processed-gene-1.39&CDS=1-870
3598	OG0003598	YNL287W	genemark-Sbay_14-processed-gene-1.38-mRNA-1_1&gene=genemark-Sbay_14-processed-gene-1.38&CDS=1-2805
3599	OG0003599	YNL288W	genemark-Sbay_14-processed-gene-0.26-mRNA-1_1&gene=genemark-Sbay_14-processed-gene-0.26&CDS=1-1662
3600	OG0003600	YNL289W	genemark-Sbay_14-processed-gene-0.25-mRNA-1_1&gene=genemark-Sbay_14-processed-gene-0.25&CDS=1-837
3601	OG0003601	YNL290W	genemark-Sbay_14-processed-gene-0.24-mRNA-1_1&gene=genemark-Sbay_14-processed-gene-0.24&CDS=1-1020
3602	OG0003602	YNL291C	augustus_masked-Sbay_14-processed-gene-0.124-mRNA-1_1&gene=augustus_masked-Sbay_14-processed-gene-0.124&CDS=1-1644
3603	OG0003603	YNL292W	genemark-Sbay_14-processed-gene-0.23-mRNA-1_1&gene=genemark-Sbay_14-processed-gene-0.23&CDS=1-1209
3604	OG0003604	YNL293W	genemark-Sbay_14-processed-gene-0.22-mRNA-1_1&gene=genemark-Sbay_14-processed-gene-0.22&CDS=1-1878
3605	OG0003605	YNL294C	genemark-Sbay_14-processed-gene-0.45-mRNA-1_1&gene=genemark-Sbay_14-processed-gene-0.45&CDS=1-1599
3606	OG0003606	YNL295W	genemark-Sbay_14-processed-gene-0.21-mRNA-1_1&gene=genemark-Sbay_14-processed-gene-0.21&CDS=1-1500
3607	OG0003607	YNL297C	augustus_masked-Sbay_14-processed-gene-0.122-mRNA-1_1&gene=augustus_masked-Sbay_14-processed-gene-0.122&CDS=1-4926
3608	OG0003608	YNL298W	augustus_masked-Sbay_14-processed-gene-0.100-mRNA-1_1&gene=augustus_masked-Sbay_14-processed-gene-0.100&CDS=1-2592
3609	OG0003609	YNL304W	genemark-Sbay_14-processed-gene-0.18-mRNA-1_1&gene=genemark-Sbay_14-processed-gene-0.18&CDS=1-1254
3610	OG0003610	YNL305C	genemark-Sbay_14-processed-gene-0.42-mRNA-1_1&gene=genemark-Sbay_14-processed-gene-0.42&CDS=1-996
3611	OG0003611	YNL306W	genemark-Sbay_14-processed-gene-0.17-mRNA-1_1&gene=genemark-Sbay_14-processed-gene-0.17&CDS=1-651
3612	OG0003612	YNL307C	genemark-Sbay_14-processed-gene-0.41-mRNA-1_1&gene=genemark-Sbay_14-processed-gene-0.41&CDS=1-1125
3613	OG0003613	YNL308C	genemark-Sbay_14-processed-gene-0.40-mRNA-1_1&gene=genemark-Sbay_14-processed-gene-0.40&CDS=1-1815
3614	OG0003614	YNL309W	genemark-Sbay_14-processed-gene-0.16-mRNA-1_1&gene=genemark-Sbay_14-processed-gene-0.16&CDS=1-1254
3615	OG0003615	YNL310C	genemark-Sbay_14-processed-gene-0.39-mRNA-1_1&gene=genemark-Sbay_14-processed-gene-0.39&CDS=1-525
3616	OG0003616	YNL311C	genemark-Sbay_14-processed-gene-0.38-mRNA-1_1&gene=genemark-Sbay_14-processed-gene-0.38&CDS=1-2295
3617	OG0003617	YNL312W	genemark-Sbay_14-processed-gene-0.15-mRNA-1_1&gene=genemark-Sbay_14-processed-gene-0.15&CDS=1-816
3618	OG0003618	YNL313C	genemark-Sbay_14-processed-gene-0.37-mRNA-1_1&gene=genemark-Sbay_14-processed-gene-0.37&CDS=1-2712
3619	OG0003619	YNL314W	genemark-Sbay_14-processed-gene-0.14-mRNA-1_1&gene=genemark-Sbay_14-processed-gene-0.14&CDS=1-774
3620	OG0003620	YNL315C	genemark-Sbay_14-processed-gene-0.36-mRNA-1_1&gene=genemark-Sbay_14-processed-gene-0.36&CDS=1-954
3621	OG0003621	YNL316C	genemark-Sbay_14-processed-gene-0.35-mRNA-1_1&gene=genemark-Sbay_14-processed-gene-0.35&CDS=1-1002
3622	OG0003622	YNL317W	genemark-Sbay_14-processed-gene-0.13-mRNA-1_1&gene=genemark-Sbay_14-processed-gene-0.13&CDS=1-1407
3623	OG0003623	YNL318C	genemark-Sbay_14-processed-gene-0.34-mRNA-1_1&gene=genemark-Sbay_14-processed-gene-0.34&CDS=1-1623
3624	OG0003624	YNL321W	maker-Sbay_14-augustus-gene-0.3-mRNA-1_1&gene=maker-Sbay_14-augustus-gene-0.3&CDS=1-3489
3625	OG0003625	YNL322C	augustus_masked-Sbay_14-processed-gene-0.111-mRNA-1_1&gene=augustus_masked-Sbay_14-processed-gene-0.111&CDS=1-966
3626	OG0003626	YNL323W	genemark-Sbay_14-processed-gene-0.10-mRNA-1_1&gene=genemark-Sbay_14-processed-gene-0.10&CDS=1-1239
3627	OG0003627	YNL325C	augustus_masked-Sbay_14-processed-gene-0.110-mRNA-1_1&gene=augustus_masked-Sbay_14-processed-gene-0.110&CDS=1-3348
3628	OG0003628	YNL327W	genemark-Sbay_14-processed-gene-0.9-mRNA-1_1&gene=genemark-Sbay_14-processed-gene-0.9&CDS=1-4179
3629	OG0003629	YNL328C	genemark-Sbay_14-processed-gene-0.30-mRNA-1_1&gene=genemark-Sbay_14-processed-gene-0.30&CDS=1-438
3630	OG0003630	YNL329C	augustus_masked-Sbay_14-processed-gene-0.108-mRNA-1_1&gene=augustus_masked-Sbay_14-processed-gene-0.108&CDS=1-4338
3631	OG0003631	YNR002C	genemark-Sbay_14-processed-gene-6.153-mRNA-1_1&gene=genemark-Sbay_14-processed-gene-6.153&CDS=1-846
3632	OG0003632	YNR003C	genemark-Sbay_14-processed-gene-6.154-mRNA-1_1&gene=genemark-Sbay_14-processed-gene-6.154&CDS=1-951
3633	OG0003633	YNR004W	genemark-Sbay_14-processed-gene-6.116-mRNA-1_1&gene=genemark-Sbay_14-processed-gene-6.116&CDS=1-438
3634	OG0003634	YNR006W	genemark-Sbay_14-processed-gene-6.117-mRNA-1_1&gene=genemark-Sbay_14-processed-gene-6.117&CDS=1-1878
3635	OG0003635	YNR007C	genemark-Sbay_14-processed-gene-6.155-mRNA-1_1&gene=genemark-Sbay_14-processed-gene-6.155&CDS=1-945
3636	OG0003636	YNR008W	augustus_masked-Sbay_14-processed-gene-6.192-mRNA-1_1&gene=augustus_masked-Sbay_14-processed-gene-6.192&CDS=1-2685
3637	OG0003637	YNR010W	genemark-Sbay_14-processed-gene-6.120-mRNA-1_1&gene=genemark-Sbay_14-processed-gene-6.120&CDS=1-450
3638	OG0003638	YNR011C	genemark-Sbay_14-processed-gene-6.156-mRNA-1_1&gene=genemark-Sbay_14-processed-gene-6.156&CDS=1-2655
3639	OG0003639	YNR012W	genemark-Sbay_14-processed-gene-6.121-mRNA-1_1&gene=genemark-Sbay_14-processed-gene-6.121&CDS=1-1512
3640	OG0003640	YNR013C	genemark-Sbay_14-processed-gene-6.157-mRNA-1_1&gene=genemark-Sbay_14-processed-gene-6.157&CDS=1-2703
3641	OG0003641	YNR015W	maker-Sbay_14-snap-gene-6.12-mRNA-1_1&gene=maker-Sbay_14-snap-gene-6.12&CDS=1-1704
3642	OG0003642	YNR017W	augustus_masked-Sbay_14-processed-gene-6.196-mRNA-1_1&gene=augustus_masked-Sbay_14-processed-gene-6.196&CDS=1-615
3643	OG0003643	YNR018W	augustus_masked-Sbay_14-processed-gene-6.197-mRNA-1_1&gene=augustus_masked-Sbay_14-processed-gene-6.197&CDS=1-672
3644	OG0003644	YNR019W	maker-Sbay_14-snap-gene-6.13-mRNA-1_1&gene=maker-Sbay_14-snap-gene-6.13&CDS=1-1932
3645	OG0003645	YNR020C	maker-Sbay_14-augustus-gene-6.4-mRNA-1_1&gene=maker-Sbay_14-augustus-gene-6.4&CDS=1-762
3646	OG0003646	YNR021W	genemark-Sbay_14-processed-gene-6.125-mRNA-1_1&gene=genemark-Sbay_14-processed-gene-6.125&CDS=1-1212
3647	OG0003647	YNR022C	genemark-Sbay_14-processed-gene-6.160-mRNA-1_1&gene=genemark-Sbay_14-processed-gene-6.160&CDS=1-417
3648	OG0003648	YNR023W	augustus_masked-Sbay_14-processed-gene-6.200-mRNA-1_1&gene=augustus_masked-Sbay_14-processed-gene-6.200&CDS=1-2250
3649	OG0003649	YNR027W	augustus_masked-Sbay_14-processed-gene-6.201-mRNA-1_1&gene=augustus_masked-Sbay_14-processed-gene-6.201&CDS=1-1875
3650	OG0003650	YNR029C	genemark-Sbay_14-processed-gene-6.162-mRNA-1_1&gene=genemark-Sbay_14-processed-gene-6.162&CDS=1-1299
3651	OG0003651	YNR030W	genemark-Sbay_14-processed-gene-6.130-mRNA-1_1&gene=genemark-Sbay_14-processed-gene-6.130&CDS=1-1653
3652	OG0003652	YNR032C-A	augustus_masked-Sbay_14-processed-gene-6.232-mRNA-1_1&gene=augustus_masked-Sbay_14-processed-gene-6.232&CDS=1-219
3653	OG0003653	YNR032W	genemark-Sbay_14-processed-gene-6.131-mRNA-1_1&gene=genemark-Sbay_14-processed-gene-6.131&CDS=1-1104
3654	OG0003654	YNR033W	augustus_masked-Sbay_14-processed-gene-6.204-mRNA-1_1&gene=augustus_masked-Sbay_14-processed-gene-6.204&CDS=1-3318
3655	OG0003655	YNR034W-A	augustus_masked-Sbay_14-processed-gene-6.205-mRNA-1_1&gene=augustus_masked-Sbay_14-processed-gene-6.205&CDS=1-294
3656	OG0003656	YNR035C	augustus_masked-Sbay_14-processed-gene-6.233-mRNA-1_1&gene=augustus_masked-Sbay_14-processed-gene-6.233&CDS=1-1860
3657	OG0003657	YNR038W	genemark-Sbay_14-processed-gene-6.135-mRNA-1_1&gene=genemark-Sbay_14-processed-gene-6.135&CDS=1-1917
3658	OG0003658	YNR039C	genemark-Sbay_14-processed-gene-6.166-mRNA-1_1&gene=genemark-Sbay_14-processed-gene-6.166&CDS=1-1824
3659	OG0003659	YNR040W	genemark-Sbay_14-processed-gene-6.136-mRNA-1_1&gene=genemark-Sbay_14-processed-gene-6.136&CDS=1-762
3660	OG0003660	YNR041C	genemark-Sbay_14-processed-gene-6.167-mRNA-1_1&gene=genemark-Sbay_14-processed-gene-6.167&CDS=1-1110
3661	OG0003661	YNR043W	genemark-Sbay_14-processed-gene-6.137-mRNA-1_1&gene=genemark-Sbay_14-processed-gene-6.137&CDS=1-1188
3662	OG0003662	YNR044W	maker-Sbay_14-snap-gene-6.14-mRNA-1_1&gene=maker-Sbay_14-snap-gene-6.14&CDS=1-2073
3663	OG0003663	YNR047W	augustus_masked-Sbay_14-processed-gene-6.209-mRNA-1_1&gene=augustus_masked-Sbay_14-processed-gene-6.209&CDS=1-4374
3664	OG0003664	YNR048W	genemark-Sbay_14-processed-gene-6.141-mRNA-1_1&gene=genemark-Sbay_14-processed-gene-6.141&CDS=1-1182
3665	OG0003665	YNR049C	genemark-Sbay_14-processed-gene-6.170-mRNA-1_1&gene=genemark-Sbay_14-processed-gene-6.170&CDS=1-627
3666	OG0003666	YNR050C	genemark-Sbay_14-processed-gene-6.171-mRNA-1_1&gene=genemark-Sbay_14-processed-gene-6.171&CDS=1-1338
3667	OG0003667	YNR051C	genemark-Sbay_14-processed-gene-6.172-mRNA-1_1&gene=genemark-Sbay_14-processed-gene-6.172&CDS=1-1539
3668	OG0003668	YNR052C	genemark-Sbay_14-processed-gene-6.173-mRNA-1_1&gene=genemark-Sbay_14-processed-gene-6.173&CDS=1-1302
3669	OG0003669	YNR053C	augustus_masked-Sbay_14-processed-gene-6.241-mRNA-1_1&gene=augustus_masked-Sbay_14-processed-gene-6.241&CDS=1-2430
3670	OG0003670	YNR055C	genemark-Sbay_14-processed-gene-6.175-mRNA-1_1&gene=genemark-Sbay_14-processed-gene-6.175&CDS=1-1746
3671	OG0003671	YNR056C	snap_masked-Sbay_14-processed-gene-6.98-mRNA-1_1&gene=snap_masked-Sbay_14-processed-gene-6.98&CDS=1-1443
3672	OG0003672	YNR057C	genemark-Sbay_14-processed-gene-6.177-mRNA-1_1&gene=genemark-Sbay_14-processed-gene-6.177&CDS=1-708
3673	OG0003673	YNR058W	genemark-Sbay_14-processed-gene-6.144-mRNA-1_1&gene=genemark-Sbay_14-processed-gene-6.144&CDS=1-1440
3674	OG0003674	YNR059W	genemark-Sbay_14-processed-gene-6.145-mRNA-1_1&gene=genemark-Sbay_14-processed-gene-6.145&CDS=1-1740
3675	OG0003675	YNR061C	genemark-Sbay_14-processed-gene-6.178-mRNA-1_1&gene=genemark-Sbay_14-processed-gene-6.178&CDS=1-735
3676	OG0003676	YNR062C	snap_masked-Sbay_14-processed-gene-6.102-mRNA-1_1&gene=snap_masked-Sbay_14-processed-gene-6.102&CDS=1-210
3677	OG0003677	YNR063W	genemark-Sbay_14-processed-gene-6.147-mRNA-1_1&gene=genemark-Sbay_14-processed-gene-6.147&CDS=1-1848
3678	OG0003678	YNR064C	genemark-Sbay_14-processed-gene-6.179-mRNA-1_1&gene=genemark-Sbay_14-processed-gene-6.179&CDS=1-867
3679	OG0003679	YNR067C	maker-Sbay_14-snap-gene-6.18-mRNA-1_1&gene=maker-Sbay_14-snap-gene-6.18&CDS=1-3297
3680	OG0003680	YNR074C	genemark-Sbay_7-processed-gene-0.44-mRNA-1_1&gene=genemark-Sbay_7-processed-gene-0.44&CDS=1-1146
3681	OG0003681	YOL001W	genemark-Sbay_15-processed-gene-3.91-mRNA-1_1&gene=genemark-Sbay_15-processed-gene-3.91&CDS=1-885
3682	OG0003682	YOL002C	genemark-Sbay_15-processed-gene-3.95-mRNA-1_1&gene=genemark-Sbay_15-processed-gene-3.95&CDS=1-951
3683	OG0003683	YOL003C	genemark-Sbay_15-processed-gene-3.94-mRNA-1_1&gene=genemark-Sbay_15-processed-gene-3.94&CDS=1-522
3684	OG0003684	YOL004W	genemark-Sbay_15-processed-gene-3.90-mRNA-1_1&gene=genemark-Sbay_15-processed-gene-3.90&CDS=1-5124
3685	OG0003685	YOL005C	genemark-Sbay_15-processed-gene-3.93-mRNA-1_1&gene=genemark-Sbay_15-processed-gene-3.93&CDS=1-366
3686	OG0003686	YOL006C	genemark-Sbay_15-processed-gene-3.92-mRNA-1_1&gene=genemark-Sbay_15-processed-gene-3.92&CDS=1-2298
3687	OG0003687	YOL007C	genemark-Sbay_15-processed-gene-2.44-mRNA-1_1&gene=genemark-Sbay_15-processed-gene-2.44&CDS=1-1032
3688	OG0003688	YOL008W	genemark-Sbay_15-processed-gene-2.27-mRNA-1_1&gene=genemark-Sbay_15-processed-gene-2.27&CDS=1-630
3689	OG0003689	YOL009C	genemark-Sbay_15-processed-gene-2.43-mRNA-1_1&gene=genemark-Sbay_15-processed-gene-2.43&CDS=1-819
3690	OG0003690	YOL010W	genemark-Sbay_15-processed-gene-2.26-mRNA-1_1&gene=genemark-Sbay_15-processed-gene-2.26&CDS=1-1101
3691	OG0003691	YOL012C	genemark-Sbay_15-processed-gene-2.42-mRNA-1_1&gene=genemark-Sbay_15-processed-gene-2.42&CDS=1-402
3692	OG0003692	YOL013C	genemark-Sbay_15-processed-gene-2.41-mRNA-1_1&gene=genemark-Sbay_15-processed-gene-2.41&CDS=1-1650
3693	OG0003693	YOL014W	genemark-Sbay_15-processed-gene-2.24-mRNA-1_1&gene=genemark-Sbay_15-processed-gene-2.24&CDS=1-423
3694	OG0003694	YOL015W	genemark-Sbay_15-processed-gene-2.23-mRNA-1_1&gene=genemark-Sbay_15-processed-gene-2.23&CDS=1-1755
3695	OG0003695	YOL016C	genemark-Sbay_15-processed-gene-2.40-mRNA-1_1&gene=genemark-Sbay_15-processed-gene-2.40&CDS=1-1356
3696	OG0003696	YOL017W	genemark-Sbay_15-processed-gene-2.22-mRNA-1_1&gene=genemark-Sbay_15-processed-gene-2.22&CDS=1-2145
3697	OG0003697	YOL018C	genemark-Sbay_15-processed-gene-2.39-mRNA-1_1&gene=genemark-Sbay_15-processed-gene-2.39&CDS=1-1224
3698	OG0003698	YOL019W	genemark-Sbay_15-processed-gene-2.21-mRNA-1_1&gene=genemark-Sbay_15-processed-gene-2.21&CDS=1-1614
3699	OG0003699	YOL020W	genemark-Sbay_15-processed-gene-2.20-mRNA-1_1&gene=genemark-Sbay_15-processed-gene-2.20&CDS=1-1776
3700	OG0003700	YOL021C	genemark-Sbay_15-processed-gene-2.38-mRNA-1_1&gene=genemark-Sbay_15-processed-gene-2.38&CDS=1-3003
3701	OG0003701	YOL022C	genemark-Sbay_15-processed-gene-2.37-mRNA-1_1&gene=genemark-Sbay_15-processed-gene-2.37&CDS=1-1230
3702	OG0003702	YOL023W	genemark-Sbay_15-processed-gene-2.19-mRNA-1_1&gene=genemark-Sbay_15-processed-gene-2.19&CDS=1-2037
3703	OG0003703	YOL024W	genemark-Sbay_15-processed-gene-2.18-mRNA-1_1&gene=genemark-Sbay_15-processed-gene-2.18&CDS=1-510
3704	OG0003704	YOL025W	genemark-Sbay_15-processed-gene-2.17-mRNA-1_1&gene=genemark-Sbay_15-processed-gene-2.17&CDS=1-1995
3705	OG0003705	YOL027C	augustus_masked-Sbay_15-processed-gene-2.123-mRNA-1_1&gene=augustus_masked-Sbay_15-processed-gene-2.123&CDS=1-2016
3706	OG0003706	YOL029C	genemark-Sbay_15-processed-gene-2.34-mRNA-1_1&gene=genemark-Sbay_15-processed-gene-2.34&CDS=1-1566
3707	OG0003707	YOL030W	genemark-Sbay_15-processed-gene-2.16-mRNA-1_1&gene=genemark-Sbay_15-processed-gene-2.16&CDS=1-1440
3708	OG0003708	YOL031C	augustus_masked-Sbay_15-processed-gene-2.121-mRNA-1_1&gene=augustus_masked-Sbay_15-processed-gene-2.121&CDS=1-1263
3709	OG0003709	YOL033W	augustus_masked-Sbay_15-processed-gene-2.107-mRNA-1_1&gene=augustus_masked-Sbay_15-processed-gene-2.107&CDS=1-2343
3710	OG0003710	YOL034W	snap_masked-Sbay_15-processed-gene-2.61-mRNA-1_1&gene=snap_masked-Sbay_15-processed-gene-2.61&CDS=1-3276
3711	OG0003711	YOL036W	snap_masked-Sbay_15-processed-gene-2.60-mRNA-1_1&gene=snap_masked-Sbay_15-processed-gene-2.60&CDS=1-2292
3712	OG0003712	YOL038W	genemark-Sbay_15-processed-gene-2.12-mRNA-1_1&gene=genemark-Sbay_15-processed-gene-2.12&CDS=1-762
3713	OG0003713	YOL039W	genemark-Sbay_15-processed-gene-2.11-mRNA-1_1&gene=genemark-Sbay_15-processed-gene-2.11&CDS=1-318
3714	OG0003714	YOL040C	genemark-Sbay_15-processed-gene-2.32-mRNA-1_1&gene=genemark-Sbay_15-processed-gene-2.32&CDS=1-426
3715	OG0003715	YOL041C	genemark-Sbay_15-processed-gene-2.31-mRNA-1_1&gene=genemark-Sbay_15-processed-gene-2.31&CDS=1-1404
3716	OG0003716	YOL042W	genemark-Sbay_15-processed-gene-2.10-mRNA-1_1&gene=genemark-Sbay_15-processed-gene-2.10&CDS=1-1089
3717	OG0003717	YOL043C	genemark-Sbay_15-processed-gene-2.30-mRNA-1_1&gene=genemark-Sbay_15-processed-gene-2.30&CDS=1-1143
3718	OG0003718	YOL044W	genemark-Sbay_15-processed-gene-2.9-mRNA-1_1&gene=genemark-Sbay_15-processed-gene-2.9&CDS=1-1152
3719	OG0003719	YOL048C	augustus_masked-Sbay_15-processed-gene-2.117-mRNA-1_1&gene=augustus_masked-Sbay_15-processed-gene-2.117&CDS=1-1839
3720	OG0003720	YOL049W	genemark-Sbay_15-processed-gene-2.7-mRNA-1_1&gene=genemark-Sbay_15-processed-gene-2.7&CDS=1-1473
3721	OG0003721	YOL051W	maker-Sbay_15-snap-gene-2.144-mRNA-1_1&gene=maker-Sbay_15-snap-gene-2.144&CDS=1-3300
