	OrthologID	Saccharomyces_cerevisiae	yHMPu5000026137_Ambrosiozyma_ambrosiae
2864	OG0002864	YNL132W	snap_masked-flattened_line_24-processed-gene-2.198-mRNA-1_1&gene=snap_masked-flattened_line_24-processed-gene-2.198&CDS=1-3177
2865	OG0002865	YNL135C	snap_masked-flattened_line_0-processed-gene-0.98-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-0.98&CDS=1-327
2866	OG0002866	YNL137C	snap_masked-flattened_line_0-processed-gene-0.104-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-0.104&CDS=1-1422
2867	OG0002867	YNL138W	maker-flattened_line_0-snap-gene-1.117-mRNA-1_1&gene=maker-flattened_line_0-snap-gene-1.117&CDS=1-1584
2868	OG0002868	YNL138W-A	augustus_masked-flattened_line_16-processed-gene-2.113-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-2.113&CDS=1-240
2869	OG0002869	YNL139C	snap_masked-flattened_line_16-processed-gene-2.39-mRNA-1_1&gene=snap_masked-flattened_line_16-processed-gene-2.39&CDS=1-4839
2870	OG0002870	YNL141W	snap_masked-flattened_line_2-processed-gene-3.124-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-3.124&CDS=1-1071
2871	OG0002871	YNL142W	snap_masked-flattened_line_2-processed-gene-8.114-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-8.114&CDS=1-1395
2872	OG0002872	YNL147W	snap_masked-flattened_line_20-processed-gene-2.228-mRNA-1_1&gene=snap_masked-flattened_line_20-processed-gene-2.228&CDS=1-468
2873	OG0002873	YNL149C	snap_masked-flattened_line_20-processed-gene-2.203-mRNA-1_1&gene=snap_masked-flattened_line_20-processed-gene-2.203&CDS=1-381
2874	OG0002874	YNL151C	snap_masked-flattened_line_20-processed-gene-2.204-mRNA-1_1&gene=snap_masked-flattened_line_20-processed-gene-2.204&CDS=1-678
2875	OG0002875	YNL152W	genemark-flattened_line_20-processed-gene-2.78-mRNA-1_1&gene=genemark-flattened_line_20-processed-gene-2.78&CDS=1-1794
2876	OG0002876	YNL153C	snap_masked-flattened_line_56-processed-gene-0.216-mRNA-1_1&gene=snap_masked-flattened_line_56-processed-gene-0.216&CDS=1-387
2877	OG0002877	YNL155W	genemark-flattened_line_48-processed-gene-1.106-mRNA-1_1&gene=genemark-flattened_line_48-processed-gene-1.106&CDS=1-954
2878	OG0002878	YNL161W	snap_masked-flattened_line_38-processed-gene-0.0-mRNA-1_1&gene=snap_masked-flattened_line_38-processed-gene-0.0&CDS=1-2073
2879	OG0002879	YNL163C	maker-flattened_line_18-snap-gene-0.6-mRNA-1_1&gene=maker-flattened_line_18-snap-gene-0.6&CDS=1-3486
2880	OG0002880	YNL167C	snap_masked-flattened_line_18-processed-gene-2.103-mRNA-1_1&gene=snap_masked-flattened_line_18-processed-gene-2.103&CDS=1-1773
2881	OG0002881	YNL168C	snap_masked-flattened_line_18-processed-gene-2.104-mRNA-1_1&gene=snap_masked-flattened_line_18-processed-gene-2.104&CDS=1-714
2882	OG0002882	YNL169C	snap_masked-flattened_line_8-processed-gene-5.231-mRNA-1_1&gene=snap_masked-flattened_line_8-processed-gene-5.231&CDS=1-1746
2883	OG0002883	YNL172W	snap_masked-flattened_line_8-processed-gene-5.189-mRNA-1_1&gene=snap_masked-flattened_line_8-processed-gene-5.189&CDS=1-4806
2884	OG0002884	YNL175C	snap_masked-flattened_line_16-processed-gene-3.202-mRNA-1_1&gene=snap_masked-flattened_line_16-processed-gene-3.202&CDS=1-1287
2885	OG0002885	YNL177C	genemark-flattened_line_38-processed-gene-1.126-mRNA-1_1&gene=genemark-flattened_line_38-processed-gene-1.126&CDS=1-930
2886	OG0002886	YNL178W	snap_masked-flattened_line_26-processed-gene-2.208-mRNA-1_1&gene=snap_masked-flattened_line_26-processed-gene-2.208&CDS=1-753
2887	OG0002887	YNL181W	snap_masked-flattened_line_26-processed-gene-2.222-mRNA-1_1&gene=snap_masked-flattened_line_26-processed-gene-2.222&CDS=1-1578
2888	OG0002888	YNL182C	snap_masked-flattened_line_26-processed-gene-2.189-mRNA-1_1&gene=snap_masked-flattened_line_26-processed-gene-2.189&CDS=1-1494
2889	OG0002889	YNL183C	snap_masked-flattened_line_16-processed-gene-2.38-mRNA-1_1&gene=snap_masked-flattened_line_16-processed-gene-2.38&CDS=1-2553
2890	OG0002890	YNL185C	snap_masked-flattened_line_16-processed-gene-2.36-mRNA-1_1&gene=snap_masked-flattened_line_16-processed-gene-2.36&CDS=1-453
2891	OG0002891	YNL186W	genemark-flattened_line_16-processed-gene-2.67-mRNA-1_1&gene=genemark-flattened_line_16-processed-gene-2.67&CDS=1-2577
2892	OG0002892	YNL189W	snap_masked-flattened_line_97-processed-gene-0.6-mRNA-1_1&gene=snap_masked-flattened_line_97-processed-gene-0.6&CDS=1-1641
2893	OG0002893	YNL191W	genemark-flattened_line_97-processed-gene-0.29-mRNA-1_1&gene=genemark-flattened_line_97-processed-gene-0.29&CDS=1-1026
2894	OG0002894	YNL193W	genemark-flattened_line_2-processed-gene-4.49-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-4.49&CDS=1-1608
2895	OG0002895	YNL200C	snap_masked-flattened_line_6-processed-gene-2.31-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-2.31&CDS=1-720
2896	OG0002896	YNL201C	snap_masked-flattened_line_24-processed-gene-2.177-mRNA-1_1&gene=snap_masked-flattened_line_24-processed-gene-2.177&CDS=1-2424
2897	OG0002897	YNL202W	snap_masked-flattened_line_24-processed-gene-2.178-mRNA-1_1&gene=snap_masked-flattened_line_24-processed-gene-2.178&CDS=1-864
2898	OG0002898	YNL206C	snap_masked-flattened_line_4-processed-gene-0.32-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-0.32&CDS=1-1434
2899	OG0002899	YNL209W	snap_masked-flattened_line_4-processed-gene-0.12-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-0.12&CDS=1-1839
2900	OG0002900	YNL211C	genemark-flattened_line_8-processed-gene-0.41-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-0.41&CDS=1-219
2901	OG0002901	YNL212W	snap_masked-flattened_line_8-processed-gene-0.100-mRNA-1_1&gene=snap_masked-flattened_line_8-processed-gene-0.100&CDS=1-2379
2902	OG0002902	YNL213C	genemark-flattened_line_8-processed-gene-0.42-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-0.42&CDS=1-828
2903	OG0002903	YNL216W	snap_masked-flattened_line_36-processed-gene-2.99-mRNA-1_1&gene=snap_masked-flattened_line_36-processed-gene-2.99&CDS=1-2019
2904	OG0002904	YNL217W	snap_masked-flattened_line_40-processed-gene-1.43-mRNA-1_1&gene=snap_masked-flattened_line_40-processed-gene-1.43&CDS=1-1425
2905	OG0002905	YNL218W	maker-flattened_line_8-snap-gene-0.113-mRNA-1_1&gene=maker-flattened_line_8-snap-gene-0.113&CDS=1-2703
2906	OG0002906	YNL219C	genemark-flattened_line_4-processed-gene-3.63-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-3.63&CDS=1-2061
2907	OG0002907	YNL220W	snap_masked-flattened_line_32-processed-gene-2.175-mRNA-1_1&gene=snap_masked-flattened_line_32-processed-gene-2.175&CDS=1-1284
2908	OG0002908	YNL221C	genemark-flattened_line_0-processed-gene-5.47-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-5.47&CDS=1-2664
2909	OG0002909	YNL222W	maker-flattened_line_16-snap-gene-1.94-mRNA-1_1&gene=maker-flattened_line_16-snap-gene-1.94&CDS=1-675
2910	OG0002910	YNL223W	snap_masked-flattened_line_16-processed-gene-1.112-mRNA-1_1&gene=snap_masked-flattened_line_16-processed-gene-1.112&CDS=1-1953
2911	OG0002911	YNL224C	maker-flattened_line_16-snap-gene-1.97-mRNA-1_1&gene=maker-flattened_line_16-snap-gene-1.97&CDS=1-2208
2912	OG0002912	YNL227C	snap_masked-flattened_line_40-processed-gene-1.5-mRNA-1_1&gene=snap_masked-flattened_line_40-processed-gene-1.5&CDS=1-1779
2913	OG0002913	YNL229C	snap_masked-flattened_line_2-processed-gene-5.123-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-5.123&CDS=1-945
2914	OG0002914	YNL231C	snap_masked-flattened_line_62-processed-gene-0.149-mRNA-1_1&gene=snap_masked-flattened_line_62-processed-gene-0.149&CDS=1-1191
2915	OG0002915	YNL232W	snap_masked-flattened_line_12-processed-gene-1.36-mRNA-1_1&gene=snap_masked-flattened_line_12-processed-gene-1.36&CDS=1-819
2916	OG0002916	YNL233W	snap_masked-flattened_line_62-processed-gene-0.151-mRNA-1_1&gene=snap_masked-flattened_line_62-processed-gene-0.151&CDS=1-4734
2917	OG0002917	YNL236W	snap_masked-flattened_line_62-processed-gene-0.153-mRNA-1_1&gene=snap_masked-flattened_line_62-processed-gene-0.153&CDS=1-3480
2918	OG0002918	YNL237W	augustus_masked-flattened_line_24-processed-gene-2.11-mRNA-1_1&gene=augustus_masked-flattened_line_24-processed-gene-2.11&CDS=1-3438
2919	OG0002919	YNL238W	genemark-flattened_line_6-processed-gene-2.100-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-2.100&CDS=1-3957
2920	OG0002920	YNL239W	snap_masked-flattened_line_6-processed-gene-3.94-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-3.94&CDS=1-1530
2921	OG0002921	YNL240C	snap_masked-flattened_line_24-processed-gene-2.175-mRNA-1_1&gene=snap_masked-flattened_line_24-processed-gene-2.175&CDS=1-1629
2922	OG0002922	YNL241C	snap_masked-flattened_line_24-processed-gene-2.176-mRNA-1_1&gene=snap_masked-flattened_line_24-processed-gene-2.176&CDS=1-1506
2923	OG0002923	YNL242W	augustus_masked-flattened_line_64-processed-gene-0.123-mRNA-1_1&gene=augustus_masked-flattened_line_64-processed-gene-0.123&CDS=1-5490
2924	OG0002924	YNL243W	snap_masked-flattened_line_12-processed-gene-0.128-mRNA-1_1&gene=snap_masked-flattened_line_12-processed-gene-0.128&CDS=1-3117
2925	OG0002925	YNL244C	snap_masked-flattened_line_12-processed-gene-0.102-mRNA-1_1&gene=snap_masked-flattened_line_12-processed-gene-0.102&CDS=1-327
2926	OG0002926	YNL245C	snap_masked-flattened_line_12-processed-gene-0.103-mRNA-1_1&gene=snap_masked-flattened_line_12-processed-gene-0.103&CDS=1-678
2927	OG0002927	YNL246W	snap_masked-flattened_line_4-processed-gene-2.119-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-2.119&CDS=1-849
2928	OG0002928	YNL247W	snap_masked-flattened_line_6-processed-gene-1.83-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-1.83&CDS=1-2298
2929	OG0002929	YNL248C	snap_masked-flattened_line_16-processed-gene-3.208-mRNA-1_1&gene=snap_masked-flattened_line_16-processed-gene-3.208&CDS=1-1224
2930	OG0002930	YNL250W	maker-flattened_line_6-snap-gene-1.109-mRNA-1_1&gene=maker-flattened_line_6-snap-gene-1.109&CDS=1-2511
2931	OG0002931	YNL251C	snap_masked-flattened_line_20-processed-gene-1.81-mRNA-1_1&gene=snap_masked-flattened_line_20-processed-gene-1.81&CDS=1-1929
2932	OG0002932	YNL252C	maker-flattened_line_90-snap-gene-0.130-mRNA-1_1&gene=maker-flattened_line_90-snap-gene-0.130&CDS=1-3921
2933	OG0002933	YNL254C	snap_masked-flattened_line_16-processed-gene-2.29-mRNA-1_1&gene=snap_masked-flattened_line_16-processed-gene-2.29&CDS=1-1470
2934	OG0002934	YNL256W	snap_masked-flattened_line_16-processed-gene-2.9-mRNA-1_1&gene=snap_masked-flattened_line_16-processed-gene-2.9&CDS=1-2334
2935	OG0002935	YNL260C	snap_masked-flattened_line_32-processed-gene-1.15-mRNA-1_1&gene=snap_masked-flattened_line_32-processed-gene-1.15&CDS=1-606
2936	OG0002936	YNL261W	genemark-flattened_line_32-processed-gene-1.91-mRNA-1_1&gene=genemark-flattened_line_32-processed-gene-1.91&CDS=1-1458
2937	OG0002937	YNL262W	snap_masked-flattened_line_24-processed-gene-1.18-mRNA-1_1&gene=snap_masked-flattened_line_24-processed-gene-1.18&CDS=1-6729
2938	OG0002938	YNL267W	genemark-flattened_line_16-processed-gene-0.36-mRNA-1_1&gene=genemark-flattened_line_16-processed-gene-0.36&CDS=1-3033
2939	OG0002939	YNL273W	snap_masked-flattened_line_16-processed-gene-1.113-mRNA-1_1&gene=snap_masked-flattened_line_16-processed-gene-1.113&CDS=1-3948
2940	OG0002940	YNL274C	snap_masked-flattened_line_26-processed-gene-1.120-mRNA-1_1&gene=snap_masked-flattened_line_26-processed-gene-1.120&CDS=1-1032
2941	OG0002941	YNL275W	genemark-flattened_line_6-processed-gene-4.27-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-4.27&CDS=1-1611
2942	OG0002942	YNL277W	snap_masked-flattened_line_6-processed-gene-2.19-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-2.19&CDS=1-1500
2943	OG0002943	YNL279W	genemark-flattened_line_2-processed-gene-4.64-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-4.64&CDS=1-2664
2944	OG0002944	YNL280C	augustus_masked-flattened_line_12-processed-gene-2.81-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-2.81&CDS=1-1317
2945	OG0002945	YNL281W	genemark-flattened_line_0-processed-gene-7.108-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-7.108&CDS=1-468
2946	OG0002946	YNL284C	genemark-flattened_line_30-processed-gene-1.70-mRNA-1_1&gene=genemark-flattened_line_30-processed-gene-1.70&CDS=1-885
2947	OG0002947	YNL286W	snap_masked-flattened_line_28-processed-gene-2.12-mRNA-1_1&gene=snap_masked-flattened_line_28-processed-gene-2.12&CDS=1-1173
2948	OG0002948	YNL287W	snap_masked-flattened_line_44-processed-gene-0.1-mRNA-1_1&gene=snap_masked-flattened_line_44-processed-gene-0.1&CDS=1-2757
2949	OG0002949	YNL288W	snap_masked-flattened_line_44-processed-gene-0.24-mRNA-1_1&gene=snap_masked-flattened_line_44-processed-gene-0.24&CDS=1-1194
2950	OG0002950	YNL289W	snap_masked-flattened_line_2-processed-gene-8.157-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-8.157&CDS=1-1104
2951	OG0002951	YNL290W	snap_masked-flattened_line_97-processed-gene-0.7-mRNA-1_1&gene=snap_masked-flattened_line_97-processed-gene-0.7&CDS=1-990
2952	OG0002952	YNL291C	snap_masked-flattened_line_10-processed-gene-3.39-mRNA-1_1&gene=snap_masked-flattened_line_10-processed-gene-3.39&CDS=1-1650
2953	OG0002953	YNL292W	augustus_masked-flattened_line_10-processed-gene-3.69-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-3.69&CDS=1-1194
2954	OG0002954	YNL294C	genemark-flattened_line_34-processed-gene-0.8-mRNA-1_1&gene=genemark-flattened_line_34-processed-gene-0.8&CDS=1-1926
2955	OG0002955	YNL297C	snap_masked-flattened_line_10-processed-gene-3.38-mRNA-1_1&gene=snap_masked-flattened_line_10-processed-gene-3.38&CDS=1-5040
2956	OG0002956	YNL306W	maker-flattened_line_52-snap-gene-0.150-mRNA-1_1&gene=maker-flattened_line_52-snap-gene-0.150&CDS=1-615
2957	OG0002957	YNL307C	snap_masked-flattened_line_52-processed-gene-0.193-mRNA-1_1&gene=snap_masked-flattened_line_52-processed-gene-0.193&CDS=1-1110
2958	OG0002958	YNL308C	snap_masked-flattened_line_16-processed-gene-0.75-mRNA-1_1&gene=snap_masked-flattened_line_16-processed-gene-0.75&CDS=1-1731
2959	OG0002959	YNL310C	maker-flattened_line_18-augustus-gene-0.44-mRNA-1_1&gene=maker-flattened_line_18-augustus-gene-0.44&CDS=1-1620
2960	OG0002960	YNL313C	augustus_masked-flattened_line_18-processed-gene-0.73-mRNA-1_1&gene=augustus_masked-flattened_line_18-processed-gene-0.73&CDS=1-4065
2961	OG0002961	YNL315C	genemark-flattened_line_30-processed-gene-0.39-mRNA-1_1&gene=genemark-flattened_line_30-processed-gene-0.39&CDS=1-972
2962	OG0002962	YNL316C	genemark-flattened_line_30-processed-gene-0.40-mRNA-1_1&gene=genemark-flattened_line_30-processed-gene-0.40&CDS=1-1029
2963	OG0002963	YNL317W	genemark-flattened_line_92-processed-gene-0.41-mRNA-1_1&gene=genemark-flattened_line_92-processed-gene-0.41&CDS=1-1452
2964	OG0002964	YNL320W	snap_masked-flattened_line_52-processed-gene-0.155-mRNA-1_1&gene=snap_masked-flattened_line_52-processed-gene-0.155&CDS=1-1020
2965	OG0002965	YNL321W	genemark-flattened_line_46-processed-gene-0.25-mRNA-1_1&gene=genemark-flattened_line_46-processed-gene-0.25&CDS=1-3438
2966	OG0002966	YNL322C	genemark-flattened_line_42-processed-gene-1.67-mRNA-1_1&gene=genemark-flattened_line_42-processed-gene-1.67&CDS=1-807
2967	OG0002967	YNL323W	snap_masked-flattened_line_38-processed-gene-1.52-mRNA-1_1&gene=snap_masked-flattened_line_38-processed-gene-1.52&CDS=1-1269
2968	OG0002968	YNL325C	genemark-flattened_line_12-processed-gene-1.117-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-1.117&CDS=1-3321
2969	OG0002969	YNL328C	genemark-flattened_line_10-processed-gene-3.119-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-3.119&CDS=1-399
2970	OG0002970	YNL329C	genemark-flattened_line_44-processed-gene-1.84-mRNA-1_1&gene=genemark-flattened_line_44-processed-gene-1.84&CDS=1-3354
2971	OG0002971	YNL330C	augustus_masked-flattened_line_10-processed-gene-4.43-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-4.43&CDS=1-2331
2972	OG0002972	YNR001C	maker-flattened_line_6-snap-gene-1.106-mRNA-1_1&gene=maker-flattened_line_6-snap-gene-1.106&CDS=1-1410
2973	OG0002973	YNR003C	snap_masked-flattened_line_105-processed-gene-0.59-mRNA-1_1&gene=snap_masked-flattened_line_105-processed-gene-0.59&CDS=1-999
2974	OG0002974	YNR006W	snap_masked-flattened_line_14-processed-gene-4.116-mRNA-1_1&gene=snap_masked-flattened_line_14-processed-gene-4.116&CDS=1-2130
2975	OG0002975	YNR007C	snap_masked-flattened_line_10-processed-gene-4.132-mRNA-1_1&gene=snap_masked-flattened_line_10-processed-gene-4.132&CDS=1-1068
2976	OG0002976	YNR008W	snap_masked-flattened_line_10-processed-gene-3.33-mRNA-1_1&gene=snap_masked-flattened_line_10-processed-gene-3.33&CDS=1-1914
2977	OG0002977	YNR012W	snap_masked-flattened_line_14-processed-gene-0.39-mRNA-1_1&gene=snap_masked-flattened_line_14-processed-gene-0.39&CDS=1-1461
2978	OG0002978	YNR015W	snap_masked-flattened_line_38-processed-gene-1.12-mRNA-1_1&gene=snap_masked-flattened_line_38-processed-gene-1.12&CDS=1-1116
2979	OG0002979	YNR016C	snap_masked-flattened_line_64-processed-gene-0.22-mRNA-1_1&gene=snap_masked-flattened_line_64-processed-gene-0.22&CDS=1-6681
2980	OG0002980	YNR017W	snap_masked-flattened_line_54-processed-gene-0.46-mRNA-1_1&gene=snap_masked-flattened_line_54-processed-gene-0.46&CDS=1-708
2981	OG0002981	YNR018W	genemark-flattened_line_58-processed-gene-0.26-mRNA-1_1&gene=genemark-flattened_line_58-processed-gene-0.26&CDS=1-588
2982	OG0002982	YNR020C	snap_masked-flattened_line_26-processed-gene-1.132-mRNA-1_1&gene=snap_masked-flattened_line_26-processed-gene-1.132&CDS=1-714
2983	OG0002983	YNR021W	snap_masked-flattened_line_76-processed-gene-0.130-mRNA-1_1&gene=snap_masked-flattened_line_76-processed-gene-0.130&CDS=1-1140
2984	OG0002984	YNR022C	snap_masked-flattened_line_76-processed-gene-0.155-mRNA-1_1&gene=snap_masked-flattened_line_76-processed-gene-0.155&CDS=1-714
2985	OG0002985	YNR029C	snap_masked-flattened_line_2-processed-gene-1.38-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-1.38&CDS=1-1221
2986	OG0002986	YNR030W	genemark-flattened_line_4-processed-gene-2.4-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-2.4&CDS=1-1710
2987	OG0002987	YNR032C-A	snap_masked-flattened_line_70-processed-gene-0.12-mRNA-1_1&gene=snap_masked-flattened_line_70-processed-gene-0.12&CDS=1-219
2988	OG0002988	YNR032W	snap_masked-flattened_line_70-processed-gene-0.41-mRNA-1_1&gene=snap_masked-flattened_line_70-processed-gene-0.41&CDS=1-1053
2989	OG0002989	YNR033W	genemark-flattened_line_56-processed-gene-0.83-mRNA-1_1&gene=genemark-flattened_line_56-processed-gene-0.83&CDS=1-2190
2990	OG0002990	YNR036C	snap_masked-flattened_line_4-processed-gene-7.189-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-7.189&CDS=1-567
2991	OG0002991	YNR037C	snap_masked-flattened_line_70-processed-gene-0.45-mRNA-1_1&gene=snap_masked-flattened_line_70-processed-gene-0.45&CDS=1-273
2992	OG0002992	YNR038W	snap_masked-flattened_line_4-processed-gene-7.152-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-7.152&CDS=1-2037
2993	OG0002993	YNR039C	snap_masked-flattened_line_70-processed-gene-0.40-mRNA-1_1&gene=snap_masked-flattened_line_70-processed-gene-0.40&CDS=1-2016
2994	OG0002994	YNR041C	snap_masked-flattened_line_42-processed-gene-1.161-mRNA-1_1&gene=snap_masked-flattened_line_42-processed-gene-1.161&CDS=1-1167
2995	OG0002995	YNR043W	maker-flattened_line_46-snap-gene-1.0-mRNA-1_1&gene=maker-flattened_line_46-snap-gene-1.0&CDS=1-1110
2996	OG0002996	YNR046W	snap_masked-flattened_line_0-processed-gene-8.14-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-8.14&CDS=1-384
2997	OG0002997	YNR050C	snap_masked-flattened_line_0-processed-gene-5.24-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-5.24&CDS=1-1341
2998	OG0002998	YNR052C	snap_masked-flattened_line_4-processed-gene-4.94-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-4.94&CDS=1-1641
2999	OG0002999	YNR053C	maker-flattened_line_4-augustus-gene-4.63-mRNA-1_1&gene=maker-flattened_line_4-augustus-gene-4.63&CDS=1-1602
3000	OG0003000	YNR054C	snap_masked-flattened_line_40-processed-gene-1.50-mRNA-1_1&gene=snap_masked-flattened_line_40-processed-gene-1.50&CDS=1-975
3001	OG0003001	YNR055C	maker-flattened_line_18-snap-gene-0.1-mRNA-1_1&gene=maker-flattened_line_18-snap-gene-0.1&CDS=1-3447
3002	OG0003002	YNR064C	snap_masked-flattened_line_8-processed-gene-1.90-mRNA-1_1&gene=snap_masked-flattened_line_8-processed-gene-1.90&CDS=1-876
3003	OG0003003	YOL001W	augustus_masked-flattened_line_0-processed-gene-9.76-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-9.76&CDS=1-1572
3004	OG0003004	YOL002C	genemark-flattened_line_4-processed-gene-5.81-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-5.81&CDS=1-978
