	OrthologID	Saccharomyces_cerevisiae	yHMPu5000034758_Lipomyces_japonicus
3114	OG0003114	YPL178W	genemark-flattened_line_359-processed-gene-0.9-mRNA-1_1&gene=genemark-flattened_line_359-processed-gene-0.9&CDS=1-498
3115	OG0003115	YPL181W	genemark-flattened_line_15-processed-gene-1.238-mRNA-1_1&gene=genemark-flattened_line_15-processed-gene-1.238&CDS=1-1734
3116	OG0003116	YPL183C	augustus_masked-flattened_line_15-processed-gene-1.262-mRNA-1_1&gene=augustus_masked-flattened_line_15-processed-gene-1.262&CDS=1-3198
3117	OG0003117	YPL183W-A	maker-flattened_line_15-augustus-gene-0.94-mRNA-1_1&gene=maker-flattened_line_15-augustus-gene-0.94&CDS=1-276
3118	OG0003118	YPL184C	maker-flattened_line_11-augustus-gene-1.1-mRNA-1_1&gene=maker-flattened_line_11-augustus-gene-1.1&CDS=1-1803
3119	OG0003119	YPL190C	genemark-flattened_line_49-processed-gene-0.136-mRNA-1_1&gene=genemark-flattened_line_49-processed-gene-0.136&CDS=1-2058
3120	OG0003120	YPL195W	maker-flattened_line_37-augustus-gene-0.111-mRNA-1_1&gene=maker-flattened_line_37-augustus-gene-0.111&CDS=1-2919
3121	OG0003121	YPL196W	genemark-flattened_line_65-processed-gene-0.165-mRNA-1_1&gene=genemark-flattened_line_65-processed-gene-0.165&CDS=1-999
3122	OG0003122	YPL199C	augustus_masked-flattened_line_35-processed-gene-0.318-mRNA-1_1&gene=augustus_masked-flattened_line_35-processed-gene-0.318&CDS=1-735
3123	OG0003123	YPL203W	genemark-flattened_line_75-processed-gene-0.110-mRNA-1_1&gene=genemark-flattened_line_75-processed-gene-0.110&CDS=1-1173
3124	OG0003124	YPL204W	genemark-flattened_line_95-processed-gene-0.163-mRNA-1_1&gene=genemark-flattened_line_95-processed-gene-0.163&CDS=1-1341
3125	OG0003125	YPL206C	genemark-flattened_line_2-processed-gene-1.55-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-1.55&CDS=1-933
3126	OG0003126	YPL207W	genemark-flattened_line_9-processed-gene-1.67-mRNA-1_1&gene=genemark-flattened_line_9-processed-gene-1.67&CDS=1-2175
3127	OG0003127	YPL208W	genemark-flattened_line_7-processed-gene-0.127-mRNA-1_1&gene=genemark-flattened_line_7-processed-gene-0.127&CDS=1-1674
3128	OG0003128	YPL209C	maker-flattened_line_19-augustus-gene-1.153-mRNA-1_1&gene=maker-flattened_line_19-augustus-gene-1.153&CDS=1-1251
3129	OG0003129	YPL214C	genemark-flattened_line_19-processed-gene-1.65-mRNA-1_1&gene=genemark-flattened_line_19-processed-gene-1.65&CDS=1-1554
3130	OG0003130	YPL215W	genemark-flattened_line_5-processed-gene-1.88-mRNA-1_1&gene=genemark-flattened_line_5-processed-gene-1.88&CDS=1-1062
3131	OG0003131	YPL217C	genemark-flattened_line_51-processed-gene-0.187-mRNA-1_1&gene=genemark-flattened_line_51-processed-gene-0.187&CDS=1-3567
3132	OG0003132	YPL218W	genemark-flattened_line_0-processed-gene-0.79-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-0.79&CDS=1-567
3133	OG0003133	YPL222W	genemark-flattened_line_17-processed-gene-0.52-mRNA-1_1&gene=genemark-flattened_line_17-processed-gene-0.52&CDS=1-1764
3134	OG0003134	YPL225W	genemark-flattened_line_37-processed-gene-0.232-mRNA-1_1&gene=genemark-flattened_line_37-processed-gene-0.232&CDS=1-456
3135	OG0003135	YPL226W	snap_masked-flattened_line_212-processed-gene-0.25-mRNA-1_1&gene=snap_masked-flattened_line_212-processed-gene-0.25&CDS=1-3297
3136	OG0003136	YPL227C	genemark-flattened_line_0-processed-gene-2.181-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-2.181&CDS=1-1077
3137	OG0003137	YPL228W	genemark-flattened_line_220-processed-gene-0.17-mRNA-1_1&gene=genemark-flattened_line_220-processed-gene-0.17&CDS=1-1632
3138	OG0003138	YPL231W	genemark-flattened_line_51-processed-gene-0.167-mRNA-1_1&gene=genemark-flattened_line_51-processed-gene-0.167&CDS=1-5595
3139	OG0003139	YPL233W	genemark-flattened_line_7-processed-gene-0.105-mRNA-1_1&gene=genemark-flattened_line_7-processed-gene-0.105&CDS=1-720
3140	OG0003140	YPL234C	genemark-flattened_line_55-processed-gene-0.11-mRNA-1_1&gene=genemark-flattened_line_55-processed-gene-0.11&CDS=1-477
3141	OG0003141	YPL235W	genemark-flattened_line_137-processed-gene-0.75-mRNA-1_1&gene=genemark-flattened_line_137-processed-gene-0.75&CDS=1-1419
3142	OG0003142	YPL236C	genemark-flattened_line_21-processed-gene-0.82-mRNA-1_1&gene=genemark-flattened_line_21-processed-gene-0.82&CDS=1-1113
3143	OG0003143	YPL237W	genemark-flattened_line_45-processed-gene-0.146-mRNA-1_1&gene=genemark-flattened_line_45-processed-gene-0.146&CDS=1-945
3144	OG0003144	YPL239W	genemark-flattened_line_81-processed-gene-0.30-mRNA-1_1&gene=genemark-flattened_line_81-processed-gene-0.30&CDS=1-594
3145	OG0003145	YPL244C	genemark-flattened_line_123-processed-gene-0.45-mRNA-1_1&gene=genemark-flattened_line_123-processed-gene-0.45&CDS=1-1083
3146	OG0003146	YPL246C	snap_masked-flattened_line_77-processed-gene-0.71-mRNA-1_1&gene=snap_masked-flattened_line_77-processed-gene-0.71&CDS=1-882
3147	OG0003147	YPL247C	genemark-flattened_line_79-processed-gene-0.49-mRNA-1_1&gene=genemark-flattened_line_79-processed-gene-0.49&CDS=1-1206
3148	OG0003148	YPL248C	maker-flattened_line_159-snap-gene-0.96-mRNA-1_1&gene=maker-flattened_line_159-snap-gene-0.96&CDS=1-2361
3149	OG0003149	YPL249C	genemark-flattened_line_39-processed-gene-0.145-mRNA-1_1&gene=genemark-flattened_line_39-processed-gene-0.145&CDS=1-2580
3150	OG0003150	YPL252C	genemark-flattened_line_5-processed-gene-0.149-mRNA-1_1&gene=genemark-flattened_line_5-processed-gene-0.149&CDS=1-564
3151	OG0003151	YPL259C	genemark-flattened_line_111-processed-gene-0.95-mRNA-1_1&gene=genemark-flattened_line_111-processed-gene-0.95&CDS=1-1278
3152	OG0003152	YPL262W	genemark-flattened_line_2-processed-gene-1.46-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-1.46&CDS=1-1386
3153	OG0003153	YPL263C	genemark-flattened_line_0-processed-gene-0.104-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-0.104&CDS=1-1950
3154	OG0003154	YPL266W	genemark-flattened_line_15-processed-gene-1.224-mRNA-1_1&gene=genemark-flattened_line_15-processed-gene-1.224&CDS=1-924
3155	OG0003155	YPL268W	genemark-flattened_line_0-processed-gene-3.16-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-3.16&CDS=1-2535
3156	OG0003156	YPR002W	genemark-flattened_line_89-processed-gene-0.124-mRNA-1_1&gene=genemark-flattened_line_89-processed-gene-0.124&CDS=1-1491
3157	OG0003157	YPR003C	genemark-flattened_line_57-processed-gene-0.165-mRNA-1_1&gene=genemark-flattened_line_57-processed-gene-0.165&CDS=1-2418
3158	OG0003158	YPR004C	genemark-flattened_line_27-processed-gene-1.86-mRNA-1_1&gene=genemark-flattened_line_27-processed-gene-1.86&CDS=1-1005
3159	OG0003159	YPR006C	genemark-flattened_line_89-processed-gene-0.145-mRNA-1_1&gene=genemark-flattened_line_89-processed-gene-0.145&CDS=1-1647
3160	OG0003160	YPR010C	genemark-flattened_line_174-processed-gene-0.71-mRNA-1_1&gene=genemark-flattened_line_174-processed-gene-0.71&CDS=1-3519
3161	OG0003161	YPR011C	genemark-flattened_line_216-processed-gene-0.15-mRNA-1_1&gene=genemark-flattened_line_216-processed-gene-0.15&CDS=1-1161
3162	OG0003162	YPR016C	genemark-flattened_line_75-processed-gene-0.163-mRNA-1_1&gene=genemark-flattened_line_75-processed-gene-0.163&CDS=1-735
3163	OG0003163	YPR018W	genemark-flattened_line_59-processed-gene-0.51-mRNA-1_1&gene=genemark-flattened_line_59-processed-gene-0.51&CDS=1-1671
3164	OG0003164	YPR019W	genemark-flattened_line_11-processed-gene-0.156-mRNA-1_1&gene=genemark-flattened_line_11-processed-gene-0.156&CDS=1-2850
3165	OG0003165	YPR020W	genemark-flattened_line_0-processed-gene-1.78-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-1.78&CDS=1-432
3166	OG0003166	YPR021C	genemark-flattened_line_35-processed-gene-0.75-mRNA-1_1&gene=genemark-flattened_line_35-processed-gene-0.75&CDS=1-2148
3167	OG0003167	YPR023C	genemark-flattened_line_0-processed-gene-0.110-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-0.110&CDS=1-1167
3168	OG0003168	YPR024W	genemark-flattened_line_43-processed-gene-0.193-mRNA-1_1&gene=genemark-flattened_line_43-processed-gene-0.193&CDS=1-2151
3169	OG0003169	YPR025C	genemark-flattened_line_184-processed-gene-0.2-mRNA-1_1&gene=genemark-flattened_line_184-processed-gene-0.2&CDS=1-918
3170	OG0003170	YPR026W	maker-flattened_line_31-augustus-gene-0.105-mRNA-1_1&gene=maker-flattened_line_31-augustus-gene-0.105&CDS=1-2139
3171	OG0003171	YPR028W	maker-flattened_line_83-augustus-gene-0.165-mRNA-1_1&gene=maker-flattened_line_83-augustus-gene-0.165&CDS=1-543
3172	OG0003172	YPR031W	maker-flattened_line_129-snap-gene-0.105-mRNA-1_1&gene=maker-flattened_line_129-snap-gene-0.105&CDS=1-1707
3173	OG0003173	YPR033C	genemark-flattened_line_119-processed-gene-0.3-mRNA-1_1&gene=genemark-flattened_line_119-processed-gene-0.3&CDS=1-1491
3174	OG0003174	YPR035W	genemark-flattened_line_55-processed-gene-0.18-mRNA-1_1&gene=genemark-flattened_line_55-processed-gene-0.18&CDS=1-1104
3175	OG0003175	YPR036W	augustus_masked-flattened_line_87-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-flattened_line_87-processed-gene-0.5&CDS=1-1335
3176	OG0003176	YPR037C	genemark-flattened_line_53-processed-gene-0.150-mRNA-1_1&gene=genemark-flattened_line_53-processed-gene-0.150&CDS=1-855
3177	OG0003177	YPR040W	genemark-flattened_line_5-processed-gene-1.89-mRNA-1_1&gene=genemark-flattened_line_5-processed-gene-1.89&CDS=1-807
3178	OG0003178	YPR041W	snap_masked-flattened_line_19-processed-gene-1.135-mRNA-1_1&gene=snap_masked-flattened_line_19-processed-gene-1.135&CDS=1-1206
3179	OG0003179	YPR045C	maker-flattened_line_53-snap-gene-0.72-mRNA-1_1&gene=maker-flattened_line_53-snap-gene-0.72&CDS=1-1449
3180	OG0003180	YPR047W	augustus_masked-flattened_line_141-processed-gene-0.19-mRNA-1_1&gene=augustus_masked-flattened_line_141-processed-gene-0.19&CDS=1-1386
3181	OG0003181	YPR048W	genemark-flattened_line_15-processed-gene-1.235-mRNA-1_1&gene=genemark-flattened_line_15-processed-gene-1.235&CDS=1-1896
3182	OG0003182	YPR049C	genemark-flattened_line_2-processed-gene-2.154-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-2.154&CDS=1-3993
3183	OG0003183	YPR051W	genemark-flattened_line_21-processed-gene-1.30-mRNA-1_1&gene=genemark-flattened_line_21-processed-gene-1.30&CDS=1-639
3184	OG0003184	YPR056W	genemark-flattened_line_65-processed-gene-0.149-mRNA-1_1&gene=genemark-flattened_line_65-processed-gene-0.149&CDS=1-1176
3185	OG0003185	YPR060C	genemark-flattened_line_61-processed-gene-0.124-mRNA-1_1&gene=genemark-flattened_line_61-processed-gene-0.124&CDS=1-762
3186	OG0003186	YPR062W	genemark-flattened_line_0-processed-gene-1.73-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-1.73&CDS=1-462
3187	OG0003187	YPR065W	genemark-flattened_line_13-processed-gene-1.44-mRNA-1_1&gene=genemark-flattened_line_13-processed-gene-1.44&CDS=1-1962
3188	OG0003188	YPR066W	maker-flattened_line_143-augustus-gene-0.73-mRNA-1_1&gene=maker-flattened_line_143-augustus-gene-0.73&CDS=1-1329
3189	OG0003189	YPR067W	maker-flattened_line_59-snap-gene-0.157-mRNA-1_1&gene=maker-flattened_line_59-snap-gene-0.157&CDS=1-639
3190	OG0003190	YPR069C	genemark-flattened_line_59-processed-gene-0.29-mRNA-1_1&gene=genemark-flattened_line_59-processed-gene-0.29&CDS=1-885
3191	OG0003191	YPR073C	maker-flattened_line_25-augustus-gene-1.208-mRNA-1_1&gene=maker-flattened_line_25-augustus-gene-1.208&CDS=1-504
3192	OG0003192	YPR074C	genemark-flattened_line_39-processed-gene-0.138-mRNA-1_1&gene=genemark-flattened_line_39-processed-gene-0.138&CDS=1-2049
3193	OG0003193	YPR079W	snap_masked-flattened_line_55-processed-gene-0.82-mRNA-1_1&gene=snap_masked-flattened_line_55-processed-gene-0.82&CDS=1-855
3194	OG0003194	YPR082C	maker-flattened_line_49-snap-gene-0.268-mRNA-1_1&gene=maker-flattened_line_49-snap-gene-0.268&CDS=1-468
3195	OG0003195	YPR086W	genemark-flattened_line_95-processed-gene-0.145-mRNA-1_1&gene=genemark-flattened_line_95-processed-gene-0.145&CDS=1-1038
3196	OG0003196	YPR088C	augustus_masked-flattened_line_17-processed-gene-1.57-mRNA-1_1&gene=augustus_masked-flattened_line_17-processed-gene-1.57&CDS=1-1335
3197	OG0003197	YPR089W	genemark-flattened_line_2-processed-gene-2.117-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-2.117&CDS=1-3060
3198	OG0003198	YPR091C	genemark-flattened_line_7-processed-gene-1.110-mRNA-1_1&gene=genemark-flattened_line_7-processed-gene-1.110&CDS=1-3582
3199	OG0003199	YPR093C	maker-flattened_line_37-augustus-gene-0.119-mRNA-1_1&gene=maker-flattened_line_37-augustus-gene-0.119&CDS=1-2286
3200	OG0003200	YPR094W	genemark-flattened_line_113-processed-gene-0.10-mRNA-1_1&gene=genemark-flattened_line_113-processed-gene-0.10&CDS=1-330
3201	OG0003201	YPR095C	genemark-flattened_line_57-processed-gene-0.157-mRNA-1_1&gene=genemark-flattened_line_57-processed-gene-0.157&CDS=1-3117
3202	OG0003202	YPR097W	genemark-flattened_line_119-processed-gene-0.2-mRNA-1_1&gene=genemark-flattened_line_119-processed-gene-0.2&CDS=1-3063
3203	OG0003203	YPR098C	snap_masked-flattened_line_99-processed-gene-0.43-mRNA-1_1&gene=snap_masked-flattened_line_99-processed-gene-0.43&CDS=1-453
3204	OG0003204	YPR100W	genemark-flattened_line_27-processed-gene-0.43-mRNA-1_1&gene=genemark-flattened_line_27-processed-gene-0.43&CDS=1-420
3205	OG0003205	YPR103W	augustus_masked-flattened_line_37-processed-gene-0.279-mRNA-1_1&gene=augustus_masked-flattened_line_37-processed-gene-0.279&CDS=1-1671
3206	OG0003206	YPR104C	genemark-flattened_line_23-processed-gene-1.189-mRNA-1_1&gene=genemark-flattened_line_23-processed-gene-1.189&CDS=1-2769
3207	OG0003207	YPR105C	genemark-flattened_line_11-processed-gene-1.192-mRNA-1_1&gene=genemark-flattened_line_11-processed-gene-1.192&CDS=1-2319
3208	OG0003208	YPR107C	genemark-flattened_line_73-processed-gene-0.120-mRNA-1_1&gene=genemark-flattened_line_73-processed-gene-0.120&CDS=1-780
3209	OG0003209	YPR108W	augustus_masked-flattened_line_443-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-flattened_line_443-processed-gene-0.4&CDS=1-1185
3210	OG0003210	YPR110C	genemark-flattened_line_41-processed-gene-0.143-mRNA-1_1&gene=genemark-flattened_line_41-processed-gene-0.143&CDS=1-1014
3211	OG0003211	YPR112C	maker-flattened_line_167-augustus-gene-0.45-mRNA-1_1&gene=maker-flattened_line_167-augustus-gene-0.45&CDS=1-2457
3212	OG0003212	YPR113W	genemark-flattened_line_103-processed-gene-0.63-mRNA-1_1&gene=genemark-flattened_line_103-processed-gene-0.63&CDS=1-699
3213	OG0003213	YPR117W	augustus_masked-flattened_line_15-processed-gene-1.269-mRNA-1_1&gene=augustus_masked-flattened_line_15-processed-gene-1.269&CDS=1-10353
3214	OG0003214	YPR118W	genemark-flattened_line_47-processed-gene-0.135-mRNA-1_1&gene=genemark-flattened_line_47-processed-gene-0.135&CDS=1-1098
3215	OG0003215	YPR125W	augustus_masked-flattened_line_57-processed-gene-0.55-mRNA-1_1&gene=augustus_masked-flattened_line_57-processed-gene-0.55&CDS=1-1554
3216	OG0003216	YPR127W	genemark-flattened_line_259-processed-gene-0.19-mRNA-1_1&gene=genemark-flattened_line_259-processed-gene-0.19&CDS=1-999
3217	OG0003217	YPR128C	genemark-flattened_line_151-processed-gene-0.29-mRNA-1_1&gene=genemark-flattened_line_151-processed-gene-0.29&CDS=1-951
3218	OG0003218	YPR131C	maker-flattened_line_119-augustus-gene-0.147-mRNA-1_1&gene=maker-flattened_line_119-augustus-gene-0.147&CDS=1-549
3219	OG0003219	YPR133C	genemark-flattened_line_161-processed-gene-0.80-mRNA-1_1&gene=genemark-flattened_line_161-processed-gene-0.80&CDS=1-888
3220	OG0003220	YPR135W	genemark-flattened_line_161-processed-gene-0.63-mRNA-1_1&gene=genemark-flattened_line_161-processed-gene-0.63&CDS=1-2448
3221	OG0003221	YPR137W	genemark-flattened_line_75-processed-gene-0.129-mRNA-1_1&gene=genemark-flattened_line_75-processed-gene-0.129&CDS=1-1632
3222	OG0003222	YPR139C	snap_masked-flattened_line_15-processed-gene-1.8-mRNA-1_1&gene=snap_masked-flattened_line_15-processed-gene-1.8&CDS=1-942
3223	OG0003223	YPR140W	maker-flattened_line_15-augustus-gene-1.159-mRNA-1_1&gene=maker-flattened_line_15-augustus-gene-1.159&CDS=1-993
3224	OG0003224	YPR141C	genemark-flattened_line_15-processed-gene-1.175-mRNA-1_1&gene=genemark-flattened_line_15-processed-gene-1.175&CDS=1-2466
3225	OG0003225	YPR143W	genemark-flattened_line_5-processed-gene-0.124-mRNA-1_1&gene=genemark-flattened_line_5-processed-gene-0.124&CDS=1-801
3226	OG0003226	YPR144C	genemark-flattened_line_99-processed-gene-0.95-mRNA-1_1&gene=genemark-flattened_line_99-processed-gene-0.95&CDS=1-1719
3227	OG0003227	YPR147C	maker-flattened_line_239-augustus-gene-0.8-mRNA-1_1&gene=maker-flattened_line_239-augustus-gene-0.8&CDS=1-996
3228	OG0003228	YPR153W	genemark-flattened_line_5-processed-gene-0.125-mRNA-1_1&gene=genemark-flattened_line_5-processed-gene-0.125&CDS=1-429
3229	OG0003229	YPR155C	genemark-flattened_line_198-processed-gene-0.48-mRNA-1_1&gene=genemark-flattened_line_198-processed-gene-0.48&CDS=1-2004
3230	OG0003230	YPR160W	maker-flattened_line_27-augustus-gene-1.151-mRNA-1_1&gene=maker-flattened_line_27-augustus-gene-1.151&CDS=1-2562
3231	OG0003231	YPR162C	snap_masked-flattened_line_119-processed-gene-0.57-mRNA-1_1&gene=snap_masked-flattened_line_119-processed-gene-0.57&CDS=1-2115
3232	OG0003232	YPR163C	maker-flattened_line_35-augustus-gene-0.233-mRNA-1_1&gene=maker-flattened_line_35-augustus-gene-0.233&CDS=1-1488
3233	OG0003233	YPR166C	genemark-flattened_line_27-processed-gene-0.3-mRNA-1_1&gene=genemark-flattened_line_27-processed-gene-0.3&CDS=1-339
3234	OG0003234	YPR167C	genemark-flattened_line_137-processed-gene-0.90-mRNA-1_1&gene=genemark-flattened_line_137-processed-gene-0.90&CDS=1-864
3235	OG0003235	YPR168W	genemark-flattened_line_119-processed-gene-0.31-mRNA-1_1&gene=genemark-flattened_line_119-processed-gene-0.31&CDS=1-525
3236	OG0003236	YPR169W	genemark-flattened_line_5-processed-gene-1.74-mRNA-1_1&gene=genemark-flattened_line_5-processed-gene-1.74&CDS=1-1239
3237	OG0003237	YPR173C	maker-flattened_line_31-augustus-gene-1.123-mRNA-1_1&gene=maker-flattened_line_31-augustus-gene-1.123&CDS=1-1299
3238	OG0003238	YPR175W	maker-flattened_line_93-snap-gene-0.84-mRNA-1_1&gene=maker-flattened_line_93-snap-gene-0.84&CDS=1-1878
3239	OG0003239	YPR176C	snap_masked-flattened_line_91-processed-gene-0.72-mRNA-1_1&gene=snap_masked-flattened_line_91-processed-gene-0.72&CDS=1-1023
3240	OG0003240	YPR178W	genemark-flattened_line_21-processed-gene-0.85-mRNA-1_1&gene=genemark-flattened_line_21-processed-gene-0.85&CDS=1-1482
3241	OG0003241	YPR179C	genemark-flattened_line_57-processed-gene-0.181-mRNA-1_1&gene=genemark-flattened_line_57-processed-gene-0.181&CDS=1-4158
3242	OG0003242	YPR180W	genemark-flattened_line_33-processed-gene-0.3-mRNA-1_1&gene=genemark-flattened_line_33-processed-gene-0.3&CDS=1-1032
3243	OG0003243	YPR181C	maker-flattened_line_31-snap-gene-0.89-mRNA-1_1&gene=maker-flattened_line_31-snap-gene-0.89&CDS=1-2283
3244	OG0003244	YPR182W	genemark-flattened_line_13-processed-gene-0.12-mRNA-1_1&gene=genemark-flattened_line_13-processed-gene-0.12&CDS=1-255
3245	OG0003245	YPR183W	genemark-flattened_line_172-processed-gene-0.62-mRNA-1_1&gene=genemark-flattened_line_172-processed-gene-0.62&CDS=1-816
3246	OG0003246	YPR184W	genemark-flattened_line_15-processed-gene-1.190-mRNA-1_1&gene=genemark-flattened_line_15-processed-gene-1.190&CDS=1-4458
3247	OG0003247	YPR185W	genemark-flattened_line_71-processed-gene-0.11-mRNA-1_1&gene=genemark-flattened_line_71-processed-gene-0.11&CDS=1-1845
3248	OG0003248	YPR186C	genemark-flattened_line_55-processed-gene-0.62-mRNA-1_1&gene=genemark-flattened_line_55-processed-gene-0.62&CDS=1-1563
3249	OG0003249	YPR187W	genemark-flattened_line_55-processed-gene-0.28-mRNA-1_1&gene=genemark-flattened_line_55-processed-gene-0.28&CDS=1-507
3250	OG0003250	YPR188C	snap_masked-flattened_line_55-processed-gene-0.136-mRNA-1_1&gene=snap_masked-flattened_line_55-processed-gene-0.136&CDS=1-522
3251	OG0003251	YPR189W	genemark-flattened_line_259-processed-gene-0.16-mRNA-1_1&gene=genemark-flattened_line_259-processed-gene-0.16&CDS=1-4101
3252	OG0003252	YPR192W	genemark-flattened_line_103-processed-gene-0.58-mRNA-1_1&gene=genemark-flattened_line_103-processed-gene-0.58&CDS=1-972
3253	OG0003253	Q0070	maker-flattened_line_176-snap-gene-0.35-mRNA-1_1&gene=maker-flattened_line_176-snap-gene-0.35&CDS=1-1809
3254	OG0003254	Q0105	maker-flattened_line_176-snap-gene-0.28-mRNA-1_1&gene=maker-flattened_line_176-snap-gene-0.28&CDS=1-1098
3255	OG0003255	Q0130	maker-flattened_line_176-snap-gene-0.31-mRNA-1_1&gene=maker-flattened_line_176-snap-gene-0.31&CDS=1-204
3256	OG0003256	Q0250	maker-flattened_line_176-snap-gene-0.30-mRNA-1_1&gene=maker-flattened_line_176-snap-gene-0.30&CDS=1-699
3257	OG0003257		snap_masked-flattened_line_31-processed-gene-1.29-mRNA-1_1&gene=snap_masked-flattened_line_31-processed-gene-1.29&CDS=1-429, snap_masked-flattened_line_69-processed-gene-0.172-mRNA-1_1&gene=snap_masked-flattened_line_69-processed-gene-0.172&CDS=1-195
