	OrthologID	Lachancea_nothofagi	Saccharomyces_cerevisiae
3551	OG0003551	snap_masked-LANO0H-processed-gene-7.44-mRNA-1_1&gene=snap_masked-LANO0H-processed-gene-7.44&CDS=1-594	YIL127C
3552	OG0003552	snap_masked-LANO0H-processed-gene-7.60-mRNA-1_1&gene=snap_masked-LANO0H-processed-gene-7.60&CDS=1-3057	YIL128W
3553	OG0003553	snap_masked-LANO0H-processed-gene-7.45-mRNA-1_1&gene=snap_masked-LANO0H-processed-gene-7.45&CDS=1-7770	YIL129C
3554	OG0003554	snap_masked-LANO0H-processed-gene-7.46-mRNA-1_1&gene=snap_masked-LANO0H-processed-gene-7.46&CDS=1-2184	YIL131C
3555	OG0003555	snap_masked-LANO0H-processed-gene-7.47-mRNA-1_1&gene=snap_masked-LANO0H-processed-gene-7.47&CDS=1-567	YIL132C
3556	OG0003556	snap_masked-LANO0H-processed-gene-7.48-mRNA-1_1&gene=snap_masked-LANO0H-processed-gene-7.48&CDS=1-600	YIL133C
3557	OG0003557	augustus_masked-LANO0H-processed-gene-7.96-mRNA-1_1&gene=augustus_masked-LANO0H-processed-gene-7.96&CDS=1-1032	YIL134W
3558	OG0003558	snap_masked-LANO0H-processed-gene-7.63-mRNA-1_1&gene=snap_masked-LANO0H-processed-gene-7.63&CDS=1-1380	YNL071W
3559	OG0003559	maker-LANO0H-augustus-gene-7.108-mRNA-1_1&gene=maker-LANO0H-augustus-gene-7.108&CDS=1-2436	YNL072W
3560	OG0003560	snap_masked-LANO0H-processed-gene-7.66-mRNA-1_1&gene=snap_masked-LANO0H-processed-gene-7.66&CDS=1-849	YNL075W
3561	OG0003561	snap_masked-LANO0H-processed-gene-7.67-mRNA-1_1&gene=snap_masked-LANO0H-processed-gene-7.67&CDS=1-1725	YNL076W
3562	OG0003562	snap_masked-LANO0H-processed-gene-7.68-mRNA-1_1&gene=snap_masked-LANO0H-processed-gene-7.68&CDS=1-1596	YIL136W
3563	OG0003563	snap_masked-LANO0H-processed-gene-7.50-mRNA-1_1&gene=snap_masked-LANO0H-processed-gene-7.50&CDS=1-1152	YNL078W
3564	OG0003564	snap_masked-LANO0H-processed-gene-7.69-mRNA-1_1&gene=snap_masked-LANO0H-processed-gene-7.69&CDS=1-2739	YIL137C
3565	OG0003565	snap_masked-LANO0H-processed-gene-8.47-mRNA-1_1&gene=snap_masked-LANO0H-processed-gene-8.47&CDS=1-1305	YNL077W
3566	OG0003566	snap_masked-LANO0H-processed-gene-8.48-mRNA-1_1&gene=snap_masked-LANO0H-processed-gene-8.48&CDS=1-483	YNL079C
3567	OG0003567	augustus_masked-LANO0H-processed-gene-8.5-mRNA-1_1&gene=augustus_masked-LANO0H-processed-gene-8.5&CDS=1-1389	YNL081C
3568	OG0003568	snap_masked-LANO0H-processed-gene-8.52-mRNA-1_1&gene=snap_masked-LANO0H-processed-gene-8.52&CDS=1-2709	YNL082W
3569	OG0003569	snap_masked-LANO0H-processed-gene-8.51-mRNA-1_1&gene=snap_masked-LANO0H-processed-gene-8.51&CDS=1-735	YIL139C
3570	OG0003570	snap_masked-LANO0H-processed-gene-8.53-mRNA-1_1&gene=snap_masked-LANO0H-processed-gene-8.53&CDS=1-1545	YNL083W
3571	OG0003571	snap_masked-LANO0H-processed-gene-8.69-mRNA-1_1&gene=snap_masked-LANO0H-processed-gene-8.69&CDS=1-2496	YIL140W
3572	OG0003572	snap_masked-LANO0H-processed-gene-8.55-mRNA-1_1&gene=snap_masked-LANO0H-processed-gene-8.55&CDS=1-1152	YNL084C
3573	OG0003573	augustus_masked-LANO0H-processed-gene-8.25-mRNA-1_1&gene=augustus_masked-LANO0H-processed-gene-8.25&CDS=1-1581	YIL142W
3574	OG0003574	snap_masked-LANO0H-processed-gene-8.71-mRNA-1_1&gene=snap_masked-LANO0H-processed-gene-8.71&CDS=1-2397	YNL085W
3575	OG0003575	snap_masked-LANO0H-processed-gene-8.56-mRNA-1_1&gene=snap_masked-LANO0H-processed-gene-8.56&CDS=1-1044	YOR085W
3576	OG0003576	snap_masked-LANO0H-processed-gene-8.72-mRNA-1_1&gene=snap_masked-LANO0H-processed-gene-8.72&CDS=1-291	YNL086W
3577	OG0003577	snap_masked-LANO0H-processed-gene-8.73-mRNA-1_1&gene=snap_masked-LANO0H-processed-gene-8.73&CDS=1-3510	YOR086C
3578	OG0003578	snap_masked-LANO0H-processed-gene-8.74-mRNA-1_1&gene=snap_masked-LANO0H-processed-gene-8.74&CDS=1-4302	YNL088W
3579	OG0003579	snap_masked-LANO0H-processed-gene-8.75-mRNA-1_1&gene=snap_masked-LANO0H-processed-gene-8.75&CDS=1-561	YNL090W
3580	OG0003580	snap_masked-LANO0H-processed-gene-8.76-mRNA-1_1&gene=snap_masked-LANO0H-processed-gene-8.76&CDS=1-3720	YNL091W
3581	OG0003581	snap_masked-LANO0H-processed-gene-8.57-mRNA-1_1&gene=snap_masked-LANO0H-processed-gene-8.57&CDS=1-2016	YOR087W
3582	OG0003582	snap_masked-LANO0H-processed-gene-8.77-mRNA-1_1&gene=snap_masked-LANO0H-processed-gene-8.77&CDS=1-645	YOR089C
3583	OG0003583	snap_masked-LANO0H-processed-gene-8.78-mRNA-1_1&gene=snap_masked-LANO0H-processed-gene-8.78&CDS=1-1473	YOR090C
3584	OG0003584	snap_masked-LANO0H-processed-gene-8.58-mRNA-1_1&gene=snap_masked-LANO0H-processed-gene-8.58&CDS=1-1023	YOR091W
3585	OG0003585	snap_masked-LANO0H-processed-gene-8.79-mRNA-1_1&gene=snap_masked-LANO0H-processed-gene-8.79&CDS=1-1773	YNL094W
3586	OG0003586	snap_masked-LANO0H-processed-gene-8.80-mRNA-1_1&gene=snap_masked-LANO0H-processed-gene-8.80&CDS=1-1635	YOR092W
3587	OG0003587	snap_masked-LANO0H-processed-gene-8.81-mRNA-1_1&gene=snap_masked-LANO0H-processed-gene-8.81&CDS=1-4872	YOR093C
3588	OG0003588	snap_masked-LANO0H-processed-gene-8.59-mRNA-1_1&gene=snap_masked-LANO0H-processed-gene-8.59&CDS=1-552	YOR094W
3589	OG0003589	snap_masked-LANO0H-processed-gene-8.82-mRNA-1_1&gene=snap_masked-LANO0H-processed-gene-8.82&CDS=1-768	YOR095C
3590	OG0003590	maker-LANO0H-snap-gene-8.0-mRNA-1_1&gene=maker-LANO0H-snap-gene-8.0&CDS=1-567	YOR096W
3591	OG0003591	snap_masked-LANO0H-processed-gene-8.62-mRNA-1_1&gene=snap_masked-LANO0H-processed-gene-8.62&CDS=1-1170	YOR099W
3592	OG0003592	snap_masked-LANO0H-processed-gene-8.86-mRNA-1_1&gene=snap_masked-LANO0H-processed-gene-8.86&CDS=1-963	YOR100C
3593	OG0003593	snap_masked-LANO0H-processed-gene-8.87-mRNA-1_1&gene=snap_masked-LANO0H-processed-gene-8.87&CDS=1-2646	YLR014C
3594	OG0003594	snap_masked-LANO0H-processed-gene-8.63-mRNA-1_1&gene=snap_masked-LANO0H-processed-gene-8.63&CDS=1-1365	YLR015W
3595	OG0003595	snap_masked-LANO0H-processed-gene-8.64-mRNA-1_1&gene=snap_masked-LANO0H-processed-gene-8.64&CDS=1-1266	YJL036W
3596	OG0003596	snap_masked-LANO0H-processed-gene-8.88-mRNA-1_1&gene=snap_masked-LANO0H-processed-gene-8.88&CDS=1-717	YJL035C
3597	OG0003597	snap_masked-LANO0H-processed-gene-8.89-mRNA-1_1&gene=snap_masked-LANO0H-processed-gene-8.89&CDS=1-648	YLR016C
3598	OG0003598	snap_masked-LANO0H-processed-gene-8.66-mRNA-1_1&gene=snap_masked-LANO0H-processed-gene-8.66&CDS=1-2304	YJL033W
3599	OG0003599	snap_masked-LANO0H-processed-gene-8.67-mRNA-1_1&gene=snap_masked-LANO0H-processed-gene-8.67&CDS=1-969	YJL006C
3600	OG0003600	augustus_masked-LANO0H-processed-gene-8.42-mRNA-1_1&gene=augustus_masked-LANO0H-processed-gene-8.42&CDS=1-981	YJL031C
3601	OG0003601	snap_masked-LANO0H-processed-gene-8.68-mRNA-1_1&gene=snap_masked-LANO0H-processed-gene-8.68&CDS=1-600	YJL030W
3602	OG0003602	snap_masked-LANO0H-processed-gene-9.46-mRNA-1_1&gene=snap_masked-LANO0H-processed-gene-9.46&CDS=1-2424	YJL029C
3603	OG0003603	snap_masked-LANO0H-processed-gene-9.43-mRNA-1_1&gene=snap_masked-LANO0H-processed-gene-9.43&CDS=1-1713	YJL008C
3604	OG0003604	snap_masked-LANO0H-processed-gene-9.44-mRNA-1_1&gene=snap_masked-LANO0H-processed-gene-9.44&CDS=1-1998	YJL010C
3605	OG0003605	snap_masked-LANO0H-processed-gene-9.47-mRNA-1_1&gene=snap_masked-LANO0H-processed-gene-9.47&CDS=1-666	YKL142W
3606	OG0003606	snap_masked-LANO0H-processed-gene-9.48-mRNA-1_1&gene=snap_masked-LANO0H-processed-gene-9.48&CDS=1-1482	YKL143W
3607	OG0003607	snap_masked-LANO0H-processed-gene-9.45-mRNA-1_1&gene=snap_masked-LANO0H-processed-gene-9.45&CDS=1-627	YKL144C
3608	OG0003608	augustus_masked-LANO0H-processed-gene-9.97-mRNA-1_1&gene=augustus_masked-LANO0H-processed-gene-9.97&CDS=1-3147	YKL145W
3609	OG0003609	snap_masked-LANO0H-processed-gene-9.68-mRNA-1_1&gene=snap_masked-LANO0H-processed-gene-9.68&CDS=1-885	YKL150W
3610	OG0003610	snap_masked-LANO0H-processed-gene-9.53-mRNA-1_1&gene=snap_masked-LANO0H-processed-gene-9.53&CDS=1-957	YKL151C
3611	OG0003611	snap_masked-LANO0H-processed-gene-9.54-mRNA-1_1&gene=snap_masked-LANO0H-processed-gene-9.54&CDS=1-744	YKL152C
3612	OG0003612	snap_masked-LANO0H-processed-gene-9.70-mRNA-1_1&gene=snap_masked-LANO0H-processed-gene-9.70&CDS=1-1167	YJL044C
3613	OG0003613	snap_masked-LANO0H-processed-gene-9.55-mRNA-1_1&gene=snap_masked-LANO0H-processed-gene-9.55&CDS=1-4059	YJL042W
3614	OG0003614	snap_masked-LANO0H-processed-gene-9.56-mRNA-1_1&gene=snap_masked-LANO0H-processed-gene-9.56&CDS=1-2364	YJL041W
3615	OG0003615	snap_masked-LANO0H-processed-gene-9.71-mRNA-1_1&gene=snap_masked-LANO0H-processed-gene-9.71&CDS=1-4959	YJL039C
3616	OG0003616	maker-LANO0H-snap-gene-9.139-mRNA-1_1&gene=maker-LANO0H-snap-gene-9.139&CDS=1-777	YKL154W
3617	OG0003617	snap_masked-LANO0H-processed-gene-9.57-mRNA-1_1&gene=snap_masked-LANO0H-processed-gene-9.57&CDS=1-1857	YKL155C
3618	OG0003618	snap_masked-LANO0H-processed-gene-9.74-mRNA-1_1&gene=snap_masked-LANO0H-processed-gene-9.74&CDS=1-1023	YHR022C
3619	OG0003619	snap_masked-LANO0H-processed-gene-9.58-mRNA-1_1&gene=snap_masked-LANO0H-processed-gene-9.58&CDS=1-5586	YHR023W
3620	OG0003620	augustus_masked-LANO0H-processed-gene-9.121-mRNA-1_1&gene=augustus_masked-LANO0H-processed-gene-9.121&CDS=1-1272	YHR024C
3621	OG0003621	snap_masked-LANO0H-processed-gene-9.59-mRNA-1_1&gene=snap_masked-LANO0H-processed-gene-9.59&CDS=1-1068	YHR025W
3622	OG0003622	snap_masked-LANO0H-processed-gene-9.60-mRNA-1_1&gene=snap_masked-LANO0H-processed-gene-9.60&CDS=1-636	YHR026W
3623	OG0003623	snap_masked-LANO0H-processed-gene-9.77-mRNA-1_1&gene=snap_masked-LANO0H-processed-gene-9.77&CDS=1-2940	YHR027C
3624	OG0003624	snap_masked-LANO0H-processed-gene-9.78-mRNA-1_1&gene=snap_masked-LANO0H-processed-gene-9.78&CDS=1-2457	YHR028C
3625	OG0003625	snap_masked-LANO0H-processed-gene-9.79-mRNA-1_1&gene=snap_masked-LANO0H-processed-gene-9.79&CDS=1-1521	YHR030C
3626	OG0003626	snap_masked-LANO0H-processed-gene-9.61-mRNA-1_1&gene=snap_masked-LANO0H-processed-gene-9.61&CDS=1-1833	YHR032W
3627	OG0003627	snap_masked-LANO0H-processed-gene-9.82-mRNA-1_1&gene=snap_masked-LANO0H-processed-gene-9.82&CDS=1-1239	YHR052W
3628	OG0003628	snap_masked-LANO0H-processed-gene-9.62-mRNA-1_1&gene=snap_masked-LANO0H-processed-gene-9.62&CDS=1-450	YKL160W
3629	OG0003629	snap_masked-LANO0H-processed-gene-9.83-mRNA-1_1&gene=snap_masked-LANO0H-processed-gene-9.83&CDS=1-438	YHR051W
3630	OG0003630	snap_masked-LANO0H-processed-gene-9.84-mRNA-1_1&gene=snap_masked-LANO0H-processed-gene-9.84&CDS=1-654	YKL159C
3631	OG0003631	snap_masked-LANO0H-processed-gene-9.86-mRNA-1_1&gene=snap_masked-LANO0H-processed-gene-9.86&CDS=1-717	YHR049W
3632	OG0003632	snap_masked-LANO0H-processed-gene-9.87-mRNA-1_1&gene=snap_masked-LANO0H-processed-gene-9.87&CDS=1-1479	YHR048W
3633	OG0003633	snap_masked-LANO0H-processed-gene-9.63-mRNA-1_1&gene=snap_masked-LANO0H-processed-gene-9.63&CDS=1-2586	YKL157W
3634	OG0003634	snap_masked-LANO0H-processed-gene-9.64-mRNA-1_1&gene=snap_masked-LANO0H-processed-gene-9.64&CDS=1-888	YHR046C
3635	OG0003635	snap_masked-LANO0H-processed-gene-9.88-mRNA-1_1&gene=snap_masked-LANO0H-processed-gene-9.88&CDS=1-1668	YHR045W
3636	OG0003636	snap_masked-LANO0H-processed-gene-9.65-mRNA-1_1&gene=snap_masked-LANO0H-processed-gene-9.65&CDS=1-1005	YDR279W
3637	OG0003637	snap_masked-LANO0H-processed-gene-9.66-mRNA-1_1&gene=snap_masked-LANO0H-processed-gene-9.66&CDS=1-915	YDR280W
3638	OG0003638	snap_masked-LANO0H-processed-gene-10.48-mRNA-1_1&gene=snap_masked-LANO0H-processed-gene-10.48&CDS=1-1083	YDR282C
3639	OG0003639	snap_masked-LANO0H-processed-gene-10.49-mRNA-1_1&gene=snap_masked-LANO0H-processed-gene-10.49&CDS=1-2070	YHR042W
3640	OG0003640	snap_masked-LANO0H-processed-gene-10.50-mRNA-1_1&gene=snap_masked-LANO0H-processed-gene-10.50&CDS=1-945	YDR288W
3641	OG0003641	snap_masked-LANO0H-processed-gene-10.51-mRNA-1_1&gene=snap_masked-LANO0H-processed-gene-10.51&CDS=1-888	YDR287W
3642	OG0003642	snap_masked-LANO0H-processed-gene-10.45-mRNA-1_1&gene=snap_masked-LANO0H-processed-gene-10.45&CDS=1-321	YDR286C
3643	OG0003643	snap_masked-LANO0H-processed-gene-10.52-mRNA-1_1&gene=snap_masked-LANO0H-processed-gene-10.52&CDS=1-2415	YDR285W
3644	OG0003644	snap_masked-LANO0H-processed-gene-10.46-mRNA-1_1&gene=snap_masked-LANO0H-processed-gene-10.46&CDS=1-876	YDR284C
3645	OG0003645	augustus_masked-LANO0H-processed-gene-10.98-mRNA-1_1&gene=augustus_masked-LANO0H-processed-gene-10.98&CDS=1-5592	YDR283C
3646	OG0003646	snap_masked-LANO0H-processed-gene-10.73-mRNA-1_1&gene=snap_masked-LANO0H-processed-gene-10.73&CDS=1-1071	YDR289C
3647	OG0003647	snap_masked-LANO0H-processed-gene-10.54-mRNA-1_1&gene=snap_masked-LANO0H-processed-gene-10.54&CDS=1-3225	YDR291W
3648	OG0003648	snap_masked-LANO0H-processed-gene-10.74-mRNA-1_1&gene=snap_masked-LANO0H-processed-gene-10.74&CDS=1-1755	YDR292C
3649	OG0003649	snap_masked-LANO0H-processed-gene-10.75-mRNA-1_1&gene=snap_masked-LANO0H-processed-gene-10.75&CDS=1-1266	YHR040W
3650	OG0003650	augustus_masked-LANO0H-processed-gene-10.106-mRNA-1_1&gene=augustus_masked-LANO0H-processed-gene-10.106&CDS=1-2280	YHR039C
3651	OG0003651	snap_masked-LANO0H-processed-gene-10.76-mRNA-1_1&gene=snap_masked-LANO0H-processed-gene-10.76&CDS=1-726	YHR038W
3652	OG0003652	snap_masked-LANO0H-processed-gene-10.77-mRNA-1_1&gene=snap_masked-LANO0H-processed-gene-10.77&CDS=1-3780	YDR293C
3653	OG0003653	snap_masked-LANO0H-processed-gene-10.78-mRNA-1_1&gene=snap_masked-LANO0H-processed-gene-10.78&CDS=1-1719	YHR037W
3654	OG0003654	snap_masked-LANO0H-processed-gene-10.79-mRNA-1_1&gene=snap_masked-LANO0H-processed-gene-10.79&CDS=1-1251	YHR036W
3655	OG0003655	snap_masked-LANO0H-processed-gene-10.80-mRNA-1_1&gene=snap_masked-LANO0H-processed-gene-10.80&CDS=1-1692	YDR294C
3656	OG0003656	genemark-LANO0H-processed-gene-10.12-mRNA-1_1&gene=genemark-LANO0H-processed-gene-10.12&CDS=1-759	YLR126C
3657	OG0003657	snap_masked-LANO0H-processed-gene-10.81-mRNA-1_1&gene=snap_masked-LANO0H-processed-gene-10.81&CDS=1-1845	YDR295C
3658	OG0003658	snap_masked-LANO0H-processed-gene-10.59-mRNA-1_1&gene=snap_masked-LANO0H-processed-gene-10.59&CDS=1-642	YDR296W
3659	OG0003659	snap_masked-LANO0H-processed-gene-10.60-mRNA-1_1&gene=snap_masked-LANO0H-processed-gene-10.60&CDS=1-999	YDR297W
3660	OG0003660	snap_masked-LANO0H-processed-gene-10.83-mRNA-1_1&gene=snap_masked-LANO0H-processed-gene-10.83&CDS=1-621	YDR298C
3661	OG0003661	snap_masked-LANO0H-processed-gene-10.61-mRNA-1_1&gene=snap_masked-LANO0H-processed-gene-10.61&CDS=1-1590	YDR299W
3662	OG0003662	snap_masked-LANO0H-processed-gene-10.62-mRNA-1_1&gene=snap_masked-LANO0H-processed-gene-10.62&CDS=1-1014	YHR034C
3663	OG0003663	snap_masked-LANO0H-processed-gene-10.85-mRNA-1_1&gene=snap_masked-LANO0H-processed-gene-10.85&CDS=1-1251	YDR300C
3664	OG0003664	snap_masked-LANO0H-processed-gene-10.63-mRNA-1_1&gene=snap_masked-LANO0H-processed-gene-10.63&CDS=1-3936	YDR301W
3665	OG0003665	snap_masked-LANO0H-processed-gene-10.64-mRNA-1_1&gene=snap_masked-LANO0H-processed-gene-10.64&CDS=1-651	YDR302W
3666	OG0003666	snap_masked-LANO0H-processed-gene-10.87-mRNA-1_1&gene=snap_masked-LANO0H-processed-gene-10.87&CDS=1-633	YDR304C
3667	OG0003667	snap_masked-LANO0H-processed-gene-10.88-mRNA-1_1&gene=snap_masked-LANO0H-processed-gene-10.88&CDS=1-771	YHR058C
3668	OG0003668	maker-LANO0H-augustus-gene-10.143-mRNA-1_1&gene=maker-LANO0H-augustus-gene-10.143&CDS=1-1836	YJR096W
3669	OG0003669	snap_masked-LANO0H-processed-gene-10.93-mRNA-1_1&gene=snap_masked-LANO0H-processed-gene-10.93&CDS=1-1479	YOR025W
3670	OG0003670	snap_masked-LANO0H-processed-gene-10.94-mRNA-1_1&gene=snap_masked-LANO0H-processed-gene-10.94&CDS=1-1794	YDR477W
3671	OG0003671	snap_masked-LANO0H-processed-gene-10.69-mRNA-1_1&gene=snap_masked-LANO0H-processed-gene-10.69&CDS=1-624	YDR476C
3672	OG0003672	snap_masked-LANO0H-processed-gene-10.71-mRNA-1_1&gene=snap_masked-LANO0H-processed-gene-10.71&CDS=1-2211	YDR475C
3673	OG0003673	snap_masked-LANO0H-processed-gene-10.72-mRNA-1_1&gene=snap_masked-LANO0H-processed-gene-10.72&CDS=1-1323	YDR473C
3674	OG0003674	snap_masked-LANO0H-processed-gene-11.46-mRNA-1_1&gene=snap_masked-LANO0H-processed-gene-11.46&CDS=1-222	YOR020W-A
3675	OG0003675	snap_masked-LANO0H-processed-gene-11.47-mRNA-1_1&gene=snap_masked-LANO0H-processed-gene-11.47&CDS=1-636	YOR021C
3676	OG0003676	snap_masked-LANO0H-processed-gene-11.48-mRNA-1_1&gene=snap_masked-LANO0H-processed-gene-11.48&CDS=1-2025	YOR022C
3677	OG0003677	snap_masked-LANO0H-processed-gene-11.49-mRNA-1_1&gene=snap_masked-LANO0H-processed-gene-11.49&CDS=1-1677	YOR023C
3678	OG0003678	snap_masked-LANO0H-processed-gene-11.51-mRNA-1_1&gene=snap_masked-LANO0H-processed-gene-11.51&CDS=1-789	YDR472W
3679	OG0003679	augustus_masked-LANO0H-processed-gene-11.97-mRNA-1_1&gene=augustus_masked-LANO0H-processed-gene-11.97&CDS=1-699	YHR013C
3680	OG0003680	maker-LANO0H-augustus-gene-11.143-mRNA-1_1&gene=maker-LANO0H-augustus-gene-11.143&CDS=1-2031	YHR011W
3681	OG0003681	snap_masked-LANO0H-processed-gene-11.53-mRNA-1_1&gene=snap_masked-LANO0H-processed-gene-11.53&CDS=1-1635	R0010W
3682	OG0003682	snap_masked-LANO0H-processed-gene-11.54-mRNA-1_1&gene=snap_masked-LANO0H-processed-gene-11.54&CDS=1-1428	YDR470C
3683	OG0003683	snap_masked-LANO0H-processed-gene-11.77-mRNA-1_1&gene=snap_masked-LANO0H-processed-gene-11.77&CDS=1-255	YDR469W
3684	OG0003684	snap_masked-LANO0H-processed-gene-11.55-mRNA-1_1&gene=snap_masked-LANO0H-processed-gene-11.55&CDS=1-636	YDR468C
3685	OG0003685	snap_masked-LANO0H-processed-gene-11.56-mRNA-1_1&gene=snap_masked-LANO0H-processed-gene-11.56&CDS=1-1578	YHR009C
3686	OG0003686	snap_masked-LANO0H-processed-gene-11.78-mRNA-1_1&gene=snap_masked-LANO0H-processed-gene-11.78&CDS=1-1872	YDR466W
3687	OG0003687	snap_masked-LANO0H-processed-gene-11.57-mRNA-1_1&gene=snap_masked-LANO0H-processed-gene-11.57&CDS=1-681	YHR008C
3688	OG0003688	snap_masked-LANO0H-processed-gene-11.58-mRNA-1_1&gene=snap_masked-LANO0H-processed-gene-11.58&CDS=1-1191	YDR465C
3689	OG0003689	snap_masked-LANO0H-processed-gene-11.59-mRNA-1_1&gene=snap_masked-LANO0H-processed-gene-11.59&CDS=1-1608	YHR007C
3690	OG0003690	snap_masked-LANO0H-processed-gene-11.79-mRNA-1_1&gene=snap_masked-LANO0H-processed-gene-11.79&CDS=1-4956	YDR464W
3691	OG0003691	snap_masked-LANO0H-processed-gene-11.80-mRNA-1_1&gene=snap_masked-LANO0H-processed-gene-11.80&CDS=1-1590	YDR463W
3692	OG0003692	augustus_masked-LANO0H-processed-gene-11.127-mRNA-1_1&gene=augustus_masked-LANO0H-processed-gene-11.127&CDS=1-1104	YML038C
3693	OG0003693	snap_masked-LANO0H-processed-gene-11.82-mRNA-1_1&gene=snap_masked-LANO0H-processed-gene-11.82&CDS=1-438	YDR462W
3694	OG0003694	snap_masked-LANO0H-processed-gene-11.83-mRNA-1_1&gene=snap_masked-LANO0H-processed-gene-11.83&CDS=1-1134	YML037C
3695	OG0003695	maker-LANO0H-snap-gene-11.146-mRNA-1_1&gene=maker-LANO0H-snap-gene-11.146&CDS=1-522	YML036W
3696	OG0003696	snap_masked-LANO0H-processed-gene-11.84-mRNA-1_1&gene=snap_masked-LANO0H-processed-gene-11.84&CDS=1-981	YDR460W
3697	OG0003697	augustus_masked-LANO0H-processed-gene-11.110-mRNA-1_1&gene=augustus_masked-LANO0H-processed-gene-11.110&CDS=1-1041	YDR459C
3698	OG0003698	snap_masked-LANO0H-processed-gene-11.85-mRNA-1_1&gene=snap_masked-LANO0H-processed-gene-11.85&CDS=1-2310	YML035C
3699	OG0003699	maker-LANO0H-snap-gene-11.147-mRNA-1_1&gene=maker-LANO0H-snap-gene-11.147&CDS=1-2349	YML034W
3700	OG0003700	snap_masked-LANO0H-processed-gene-11.86-mRNA-1_1&gene=snap_masked-LANO0H-processed-gene-11.86&CDS=1-9729	YDR457W
3701	OG0003701	snap_masked-LANO0H-processed-gene-11.87-mRNA-1_1&gene=snap_masked-LANO0H-processed-gene-11.87&CDS=1-1338	YML032C
3702	OG0003702	snap_masked-LANO0H-processed-gene-11.65-mRNA-1_1&gene=snap_masked-LANO0H-processed-gene-11.65&CDS=1-1782	YML031W
3703	OG0003703	snap_masked-LANO0H-processed-gene-11.88-mRNA-1_1&gene=snap_masked-LANO0H-processed-gene-11.88&CDS=1-1845	YDR456W
3704	OG0003704	snap_masked-LANO0H-processed-gene-11.66-mRNA-1_1&gene=snap_masked-LANO0H-processed-gene-11.66&CDS=1-558	YDR454C
3705	OG0003705	snap_masked-LANO0H-processed-gene-11.67-mRNA-1_1&gene=snap_masked-LANO0H-processed-gene-11.67&CDS=1-498	YML030W
3706	OG0003706	snap_masked-LANO0H-processed-gene-11.68-mRNA-1_1&gene=snap_masked-LANO0H-processed-gene-11.68&CDS=1-2370	YML029W
3707	OG0003707	snap_masked-LANO0H-processed-gene-11.69-mRNA-1_1&gene=snap_masked-LANO0H-processed-gene-11.69&CDS=1-588	YML028W
3708	OG0003708	snap_masked-LANO0H-processed-gene-11.89-mRNA-1_1&gene=snap_masked-LANO0H-processed-gene-11.89&CDS=1-2010	YDR452W
3709	OG0003709	snap_masked-LANO0H-processed-gene-11.70-mRNA-1_1&gene=snap_masked-LANO0H-processed-gene-11.70&CDS=1-1179	YML027W
3710	OG0003710	snap_masked-LANO0H-processed-gene-11.91-mRNA-1_1&gene=snap_masked-LANO0H-processed-gene-11.91&CDS=1-807	YML025C
3711	OG0003711	snap_masked-LANO0H-processed-gene-11.71-mRNA-1_1&gene=snap_masked-LANO0H-processed-gene-11.71&CDS=1-1347	YDR449C
3712	OG0003712	snap_masked-LANO0H-processed-gene-11.92-mRNA-1_1&gene=snap_masked-LANO0H-processed-gene-11.92&CDS=1-1305	YDR448W
3713	OG0003713	snap_masked-LANO0H-processed-gene-11.93-mRNA-1_1&gene=snap_masked-LANO0H-processed-gene-11.93&CDS=1-864	YDR446W
3714	OG0003714	snap_masked-LANO0H-processed-gene-11.94-mRNA-1_1&gene=snap_masked-LANO0H-processed-gene-11.94&CDS=1-1881	YDR444W
3715	OG0003715	snap_masked-LANO0H-processed-gene-11.74-mRNA-1_1&gene=snap_masked-LANO0H-processed-gene-11.74&CDS=1-4074	YDR443C
3716	OG0003716	augustus_masked-LANO0H-processed-gene-12.9-mRNA-1_1&gene=augustus_masked-LANO0H-processed-gene-12.9&CDS=1-1638	YML023C
3717	OG0003717	snap_masked-LANO0H-processed-gene-12.53-mRNA-1_1&gene=snap_masked-LANO0H-processed-gene-12.53&CDS=1-552	YML022W
3718	OG0003718	snap_masked-LANO0H-processed-gene-12.57-mRNA-1_1&gene=snap_masked-LANO0H-processed-gene-12.57&CDS=1-1809	YDR440W
3719	OG0003719	snap_masked-LANO0H-processed-gene-12.58-mRNA-1_1&gene=snap_masked-LANO0H-processed-gene-12.58&CDS=1-996	YML021C
3720	OG0003720	snap_masked-LANO0H-processed-gene-12.54-mRNA-1_1&gene=snap_masked-LANO0H-processed-gene-12.54&CDS=1-1953	YML020W
3721	OG0003721	augustus_masked-LANO0H-processed-gene-12.12-mRNA-1_1&gene=augustus_masked-LANO0H-processed-gene-12.12&CDS=1-753	YDR439W
3722	OG0003722	snap_masked-LANO0H-processed-gene-12.55-mRNA-1_1&gene=snap_masked-LANO0H-processed-gene-12.55&CDS=1-969	YML019W
3723	OG0003723	snap_masked-LANO0H-processed-gene-12.60-mRNA-1_1&gene=snap_masked-LANO0H-processed-gene-12.60&CDS=1-1236	YML018C
3724	OG0003724	snap_masked-LANO0H-processed-gene-12.61-mRNA-1_1&gene=snap_masked-LANO0H-processed-gene-12.61&CDS=1-1443	YML017W
3725	OG0003725	snap_masked-LANO0H-processed-gene-12.80-mRNA-1_1&gene=snap_masked-LANO0H-processed-gene-12.80&CDS=1-438	YDR437W
