	OrthologID	Nakaseomyces_bracarensis	Saccharomyces_cerevisiae
3639	OG0003639	maker-CABR0S37-snap-gene-14.121-mRNA-1_1&gene=maker-CABR0S37-snap-gene-14.121&CDS=1-1650	YNL112W
3640	OG0003640	snap_masked-CABR0S37-processed-gene-14.19-mRNA-1_1&gene=snap_masked-CABR0S37-processed-gene-14.19&CDS=1-441	YNL113W
3641	OG0003641	genemark-CABR0S37-processed-gene-14.48-mRNA-1_1&gene=genemark-CABR0S37-processed-gene-14.48&CDS=1-1938	YNL115C
3642	OG0003642	snap_masked-CABR0S37-processed-gene-14.21-mRNA-1_1&gene=snap_masked-CABR0S37-processed-gene-14.21&CDS=1-1662	YNL117W
3643	OG0003643	snap_masked-CABR0S37-processed-gene-14.8-mRNA-1_1&gene=snap_masked-CABR0S37-processed-gene-14.8&CDS=1-2907	YNL118C
3644	OG0003644	snap_masked-CABR0S37-processed-gene-14.22-mRNA-1_1&gene=snap_masked-CABR0S37-processed-gene-14.22&CDS=1-1407	YNL119W
3645	OG0003645	snap_masked-CABR0S37-processed-gene-14.10-mRNA-1_1&gene=snap_masked-CABR0S37-processed-gene-14.10&CDS=1-426	YNL122C
3646	OG0003646	maker-CABR0S37-snap-gene-14.122-mRNA-1_1&gene=maker-CABR0S37-snap-gene-14.122&CDS=1-3003	YNL123W
3647	OG0003647	snap_masked-CABR0S37-processed-gene-14.24-mRNA-1_1&gene=snap_masked-CABR0S37-processed-gene-14.24&CDS=1-1899	YNL124W
3648	OG0003648	genemark-CABR0S37-processed-gene-14.69-mRNA-1_1&gene=genemark-CABR0S37-processed-gene-14.69&CDS=1-2487	YNL126W
3649	OG0003649	genemark-CABR0S37-processed-gene-14.70-mRNA-1_1&gene=genemark-CABR0S37-processed-gene-14.70&CDS=1-2409	YNL127W
3650	OG0003650	augustus_masked-CABR0S37-processed-gene-14.108-mRNA-1_1&gene=augustus_masked-CABR0S37-processed-gene-14.108&CDS=1-1230	YNL128W
3651	OG0003651	snap_masked-CABR0S37-processed-gene-14.28-mRNA-1_1&gene=snap_masked-CABR0S37-processed-gene-14.28&CDS=1-711	YNL129W
3652	OG0003652	snap_masked-CABR0S37-processed-gene-14.29-mRNA-1_1&gene=snap_masked-CABR0S37-processed-gene-14.29&CDS=1-438	YNL131W
3653	OG0003653	snap_masked-CABR0S37-processed-gene-14.30-mRNA-1_1&gene=snap_masked-CABR0S37-processed-gene-14.30&CDS=1-3162	YNL132W
3654	OG0003654	snap_masked-CABR0S37-processed-gene-14.14-mRNA-1_1&gene=snap_masked-CABR0S37-processed-gene-14.14&CDS=1-342	YNL135C
3655	OG0003655	augustus_masked-CABR0S37-processed-gene-14.112-mRNA-1_1&gene=augustus_masked-CABR0S37-processed-gene-14.112&CDS=1-2970	YNL136W
3656	OG0003656	genemark-CABR0S37-processed-gene-14.55-mRNA-1_1&gene=genemark-CABR0S37-processed-gene-14.55&CDS=1-1452	YNL137C
3657	OG0003657	snap_masked-CABR0S37-processed-gene-14.33-mRNA-1_1&gene=snap_masked-CABR0S37-processed-gene-14.33&CDS=1-1590	YNL138W
3658	OG0003658	maker-CABR0S37-snap-gene-14.120-mRNA-1_1&gene=maker-CABR0S37-snap-gene-14.120&CDS=1-5937	YNL139C
3659	OG0003659	snap_masked-CABR0S37-processed-gene-14.35-mRNA-1_1&gene=snap_masked-CABR0S37-processed-gene-14.35&CDS=1-699	YNL151C
3660	OG0003660	snap_masked-CABR0S37-processed-gene-14.36-mRNA-1_1&gene=snap_masked-CABR0S37-processed-gene-14.36&CDS=1-408	YNL149C
3661	OG0003661	snap_masked-CABR0S37-processed-gene-14.37-mRNA-1_1&gene=snap_masked-CABR0S37-processed-gene-14.37&CDS=1-726	YNL148C
3662	OG0003662	genemark-CABR0S37-processed-gene-14.58-mRNA-1_1&gene=genemark-CABR0S37-processed-gene-14.58&CDS=1-396	YNL147W
3663	OG0003663	snap_masked-CABR0S37-processed-gene-15.48-mRNA-1_1&gene=snap_masked-CABR0S37-processed-gene-15.48&CDS=1-849	YNL159C
3664	OG0003664	augustus_masked-CABR0S37-processed-gene-15.89-mRNA-1_1&gene=augustus_masked-CABR0S37-processed-gene-15.89&CDS=1-561	YNL158W
3665	OG0003665	snap_masked-CABR0S37-processed-gene-15.49-mRNA-1_1&gene=snap_masked-CABR0S37-processed-gene-15.49&CDS=1-975	YNL156C
3666	OG0003666	genemark-CABR0S37-processed-gene-15.7-mRNA-1_1&gene=genemark-CABR0S37-processed-gene-15.7&CDS=1-867	YNL155W
3667	OG0003667	snap_masked-CABR0S37-processed-gene-15.50-mRNA-1_1&gene=snap_masked-CABR0S37-processed-gene-15.50&CDS=1-1038	YNL141W
3668	OG0003668	snap_masked-CABR0S37-processed-gene-15.47-mRNA-1_1&gene=snap_masked-CABR0S37-processed-gene-15.47&CDS=1-387	YNL153C
3669	OG0003669	snap_masked-CABR0S37-processed-gene-15.51-mRNA-1_1&gene=snap_masked-CABR0S37-processed-gene-15.51&CDS=1-1509	YNL142W
3670	OG0003670	snap_masked-CABR0S37-processed-gene-15.74-mRNA-1_1&gene=snap_masked-CABR0S37-processed-gene-15.74&CDS=1-1113	YNL160W
3671	OG0003671	snap_masked-CABR0S37-processed-gene-15.75-mRNA-1_1&gene=snap_masked-CABR0S37-processed-gene-15.75&CDS=1-2292	YNL161W
3672	OG0003672	snap_masked-CABR0S37-processed-gene-15.76-mRNA-1_1&gene=snap_masked-CABR0S37-processed-gene-15.76&CDS=1-228	YNL162W-A
3673	OG0003673	snap_masked-CABR0S37-processed-gene-15.52-mRNA-1_1&gene=snap_masked-CABR0S37-processed-gene-15.52&CDS=1-3312	YNL163C
3674	OG0003674	genemark-CABR0S37-processed-gene-15.11-mRNA-1_1&gene=genemark-CABR0S37-processed-gene-15.11&CDS=1-987	YNL164C
3675	OG0003675	snap_masked-CABR0S37-processed-gene-15.77-mRNA-1_1&gene=snap_masked-CABR0S37-processed-gene-15.77&CDS=1-1248	YNL165W
3676	OG0003676	snap_masked-CABR0S37-processed-gene-15.54-mRNA-1_1&gene=snap_masked-CABR0S37-processed-gene-15.54&CDS=1-1422	YNL166C
3677	OG0003677	snap_masked-CABR0S37-processed-gene-15.55-mRNA-1_1&gene=snap_masked-CABR0S37-processed-gene-15.55&CDS=1-1560	YNL167C
3678	OG0003678	snap_masked-CABR0S37-processed-gene-15.56-mRNA-1_1&gene=snap_masked-CABR0S37-processed-gene-15.56&CDS=1-774	YNL168C
3679	OG0003679	genemark-CABR0S37-processed-gene-15.15-mRNA-1_1&gene=genemark-CABR0S37-processed-gene-15.15&CDS=1-1515	YNL169C
3680	OG0003680	genemark-CABR0S37-processed-gene-15.33-mRNA-1_1&gene=genemark-CABR0S37-processed-gene-15.33&CDS=1-5529	YNL172W
3681	OG0003681	snap_masked-CABR0S37-processed-gene-15.57-mRNA-1_1&gene=snap_masked-CABR0S37-processed-gene-15.57&CDS=1-762	YNL173C
3682	OG0003682	snap_masked-CABR0S37-processed-gene-15.58-mRNA-1_1&gene=snap_masked-CABR0S37-processed-gene-15.58&CDS=1-1158	YNL175C
3683	OG0003683	augustus_masked-CABR0S37-processed-gene-15.106-mRNA-1_1&gene=augustus_masked-CABR0S37-processed-gene-15.106&CDS=1-930	YNL177C
3684	OG0003684	snap_masked-CABR0S37-processed-gene-15.80-mRNA-1_1&gene=snap_masked-CABR0S37-processed-gene-15.80&CDS=1-729	YNL178W
3685	OG0003685	snap_masked-CABR0S37-processed-gene-15.60-mRNA-1_1&gene=snap_masked-CABR0S37-processed-gene-15.60&CDS=1-1113	YNL180C
3686	OG0003686	snap_masked-CABR0S37-processed-gene-15.81-mRNA-1_1&gene=snap_masked-CABR0S37-processed-gene-15.81&CDS=1-1233	YNL181W
3687	OG0003687	snap_masked-CABR0S37-processed-gene-15.61-mRNA-1_1&gene=snap_masked-CABR0S37-processed-gene-15.61&CDS=1-1572	YNL182C
3688	OG0003688	snap_masked-CABR0S37-processed-gene-15.62-mRNA-1_1&gene=snap_masked-CABR0S37-processed-gene-15.62&CDS=1-2142	YNL183C
3689	OG0003689	snap_masked-CABR0S37-processed-gene-15.63-mRNA-1_1&gene=snap_masked-CABR0S37-processed-gene-15.63&CDS=1-447	YNL185C
3690	OG0003690	snap_masked-CABR0S37-processed-gene-15.82-mRNA-1_1&gene=snap_masked-CABR0S37-processed-gene-15.82&CDS=1-2328	YNL186W
3691	OG0003691	genemark-CABR0S37-processed-gene-15.37-mRNA-1_1&gene=genemark-CABR0S37-processed-gene-15.37&CDS=1-2106	YNL187W
3692	OG0003692	snap_masked-CABR0S37-processed-gene-15.84-mRNA-1_1&gene=snap_masked-CABR0S37-processed-gene-15.84&CDS=1-1629	YNL189W
3693	OG0003693	snap_masked-CABR0S37-processed-gene-15.85-mRNA-1_1&gene=snap_masked-CABR0S37-processed-gene-15.85&CDS=1-312	YNL190W
3694	OG0003694	genemark-CABR0S37-processed-gene-15.40-mRNA-1_1&gene=genemark-CABR0S37-processed-gene-15.40&CDS=1-1080	YNL191W
3695	OG0003695	snap_masked-CABR0S37-processed-gene-15.86-mRNA-1_1&gene=snap_masked-CABR0S37-processed-gene-15.86&CDS=1-3573	YNL192W
3696	OG0003696	snap_masked-CABR0S37-processed-gene-15.87-mRNA-1_1&gene=snap_masked-CABR0S37-processed-gene-15.87&CDS=1-1719	YNL193W
3697	OG0003697	snap_masked-CABR0S37-processed-gene-15.66-mRNA-1_1&gene=snap_masked-CABR0S37-processed-gene-15.66&CDS=1-1533	YNL195C
3698	OG0003698	snap_masked-CABR0S37-processed-gene-15.68-mRNA-1_1&gene=snap_masked-CABR0S37-processed-gene-15.68&CDS=1-1644	YNL199C
3699	OG0003699	snap_masked-CABR0S37-processed-gene-15.69-mRNA-1_1&gene=snap_masked-CABR0S37-processed-gene-15.69&CDS=1-735	YNL200C
3700	OG0003700	snap_masked-CABR0S37-processed-gene-15.70-mRNA-1_1&gene=snap_masked-CABR0S37-processed-gene-15.70&CDS=1-2532	YNL201C
3701	OG0003701	genemark-CABR0S37-processed-gene-15.43-mRNA-1_1&gene=genemark-CABR0S37-processed-gene-15.43&CDS=1-873	YNL202W
3702	OG0003702	snap_masked-CABR0S37-processed-gene-15.72-mRNA-1_1&gene=snap_masked-CABR0S37-processed-gene-15.72&CDS=1-180	YNL203C
3703	OG0003703	genemark-CABR0S37-processed-gene-15.28-mRNA-1_1&gene=genemark-CABR0S37-processed-gene-15.28&CDS=1-1341	YNL206C
3704	OG0003704	genemark-CABR0S37-processed-gene-15.44-mRNA-1_1&gene=genemark-CABR0S37-processed-gene-15.44&CDS=1-1293	YNL207W
3705	OG0003705	snap_masked-CABR0S37-processed-gene-15.73-mRNA-1_1&gene=snap_masked-CABR0S37-processed-gene-15.73&CDS=1-789	YDL049C
3706	OG0003706	snap_masked-CABR0S37-processed-gene-16.101-mRNA-1_1&gene=snap_masked-CABR0S37-processed-gene-16.101&CDS=1-831	YDL051W
3707	OG0003707	snap_masked-CABR0S37-processed-gene-16.100-mRNA-1_1&gene=snap_masked-CABR0S37-processed-gene-16.100&CDS=1-549	YGL231C
3708	OG0003708	snap_masked-CABR0S37-processed-gene-16.102-mRNA-1_1&gene=snap_masked-CABR0S37-processed-gene-16.102&CDS=1-798	YGL232W
3709	OG0003709	snap_masked-CABR0S37-processed-gene-16.103-mRNA-1_1&gene=snap_masked-CABR0S37-processed-gene-16.103&CDS=1-2643	YGL233W
3710	OG0003710	snap_masked-CABR0S37-processed-gene-16.104-mRNA-1_1&gene=snap_masked-CABR0S37-processed-gene-16.104&CDS=1-2373	YGL234W
3711	OG0003711	snap_masked-CABR0S37-processed-gene-16.105-mRNA-1_1&gene=snap_masked-CABR0S37-processed-gene-16.105&CDS=1-1977	YGL236C
3712	OG0003712	genemark-CABR0S37-processed-gene-16.54-mRNA-1_1&gene=genemark-CABR0S37-processed-gene-16.54&CDS=1-1185	YGL237C
3713	OG0003713	snap_masked-CABR0S37-processed-gene-16.124-mRNA-1_1&gene=snap_masked-CABR0S37-processed-gene-16.124&CDS=1-2880	YGL238W
3714	OG0003714	genemark-CABR0S37-processed-gene-16.74-mRNA-1_1&gene=genemark-CABR0S37-processed-gene-16.74&CDS=1-741	YGL240W
3715	OG0003715	snap_masked-CABR0S37-processed-gene-16.126-mRNA-1_1&gene=snap_masked-CABR0S37-processed-gene-16.126&CDS=1-3069	YGL241W
3716	OG0003716	snap_masked-CABR0S37-processed-gene-16.106-mRNA-1_1&gene=snap_masked-CABR0S37-processed-gene-16.106&CDS=1-534	YGL242C
3717	OG0003717	snap_masked-CABR0S37-processed-gene-16.127-mRNA-1_1&gene=snap_masked-CABR0S37-processed-gene-16.127&CDS=1-2796	YGL244W
3718	OG0003718	snap_masked-CABR0S37-processed-gene-16.107-mRNA-1_1&gene=snap_masked-CABR0S37-processed-gene-16.107&CDS=1-549	YLR193C
3719	OG0003719	snap_masked-CABR0S37-processed-gene-16.108-mRNA-1_1&gene=snap_masked-CABR0S37-processed-gene-16.108&CDS=1-789	YLR192C
3720	OG0003720	snap_masked-CABR0S37-processed-gene-16.128-mRNA-1_1&gene=snap_masked-CABR0S37-processed-gene-16.128&CDS=1-1887	YOR175C
3721	OG0003721	augustus_masked-CABR0S37-processed-gene-16.10-mRNA-1_1&gene=augustus_masked-CABR0S37-processed-gene-16.10&CDS=1-1131	YOR176W
3722	OG0003722	snap_masked-CABR0S37-processed-gene-16.109-mRNA-1_1&gene=snap_masked-CABR0S37-processed-gene-16.109&CDS=1-1329	YGR110W
3723	OG0003723	snap_masked-CABR0S37-processed-gene-16.110-mRNA-1_1&gene=snap_masked-CABR0S37-processed-gene-16.110&CDS=1-1257	YGR111W
3724	OG0003724	genemark-CABR0S37-processed-gene-16.61-mRNA-1_1&gene=genemark-CABR0S37-processed-gene-16.61&CDS=1-1143	YGR112W
3725	OG0003725	snap_masked-CABR0S37-processed-gene-16.112-mRNA-1_1&gene=snap_masked-CABR0S37-processed-gene-16.112&CDS=1-921	YGR113W
3726	OG0003726	snap_masked-CABR0S37-processed-gene-16.113-mRNA-1_1&gene=snap_masked-CABR0S37-processed-gene-16.113&CDS=1-4332	YGR116W
3727	OG0003727	snap_masked-CABR0S37-processed-gene-16.114-mRNA-1_1&gene=snap_masked-CABR0S37-processed-gene-16.114&CDS=1-1011	YPR129W
3728	OG0003728	augustus_masked-CABR0S37-processed-gene-16.31-mRNA-1_1&gene=augustus_masked-CABR0S37-processed-gene-16.31&CDS=1-1311	YGR117C
3729	OG0003729	snap_masked-CABR0S37-processed-gene-16.131-mRNA-1_1&gene=snap_masked-CABR0S37-processed-gene-16.131&CDS=1-2529	YGR119C
3730	OG0003730	snap_masked-CABR0S37-processed-gene-16.133-mRNA-1_1&gene=snap_masked-CABR0S37-processed-gene-16.133&CDS=1-2397	YMR049C
3731	OG0003731	augustus_masked-CABR0S37-processed-gene-16.18-mRNA-1_1&gene=augustus_masked-CABR0S37-processed-gene-16.18&CDS=1-636	YMR052W
3732	OG0003732	augustus_masked-CABR0S37-processed-gene-16.19-mRNA-1_1&gene=augustus_masked-CABR0S37-processed-gene-16.19&CDS=1-1545	YKL074C
3733	OG0003733	augustus_masked-CABR0S37-processed-gene-16.20-mRNA-1_1&gene=augustus_masked-CABR0S37-processed-gene-16.20&CDS=1-1362	YKL075C
3734	OG0003734	snap_masked-CABR0S37-processed-gene-16.135-mRNA-1_1&gene=snap_masked-CABR0S37-processed-gene-16.135&CDS=1-1167	YKL077W
3735	OG0003735	augustus_masked-CABR0S37-processed-gene-16.37-mRNA-1_1&gene=augustus_masked-CABR0S37-processed-gene-16.37&CDS=1-2064	YKL079W
3736	OG0003736	snap_masked-CABR0S37-processed-gene-16.137-mRNA-1_1&gene=snap_masked-CABR0S37-processed-gene-16.137&CDS=1-1170	YKL080W
3737	OG0003737	snap_masked-CABR0S37-processed-gene-16.119-mRNA-1_1&gene=snap_masked-CABR0S37-processed-gene-16.119&CDS=1-1791	YGR103W
3738	OG0003738	snap_masked-CABR0S37-processed-gene-16.139-mRNA-1_1&gene=snap_masked-CABR0S37-processed-gene-16.139&CDS=1-789	YGR104C
3739	OG0003739	snap_masked-CABR0S37-processed-gene-16.120-mRNA-1_1&gene=snap_masked-CABR0S37-processed-gene-16.120&CDS=1-243	YGR105W
3740	OG0003740	augustus_masked-CABR0S37-processed-gene-16.41-mRNA-1_1&gene=augustus_masked-CABR0S37-processed-gene-16.41&CDS=1-726	YGR106C
3741	OG0003741	snap_masked-CABR0S37-processed-gene-16.141-mRNA-1_1&gene=snap_masked-CABR0S37-processed-gene-16.141&CDS=1-969	YNR035C
3742	OG0003742	snap_masked-CABR0S37-processed-gene-16.142-mRNA-1_1&gene=snap_masked-CABR0S37-processed-gene-16.142&CDS=1-486	YNR036C
3743	OG0003743	snap_masked-CABR0S37-processed-gene-16.143-mRNA-1_1&gene=snap_masked-CABR0S37-processed-gene-16.143&CDS=1-273	YNR037C
3744	OG0003744	genemark-CABR0S37-processed-gene-16.71-mRNA-1_1&gene=genemark-CABR0S37-processed-gene-16.71&CDS=1-1950	YNR038W
3745	OG0003745	genemark-CABR0S37-processed-gene-16.93-mRNA-1_1&gene=genemark-CABR0S37-processed-gene-16.93&CDS=1-1950	YNR039C
3746	OG0003746	snap_masked-CABR0S37-processed-gene-16.144-mRNA-1_1&gene=snap_masked-CABR0S37-processed-gene-16.144&CDS=1-948	YDR090C
3747	OG0003747	snap_masked-CABR0S37-processed-gene-16.145-mRNA-1_1&gene=snap_masked-CABR0S37-processed-gene-16.145&CDS=1-1821	YDR091C
3748	OG0003748	snap_masked-CABR0S37-processed-gene-16.123-mRNA-1_1&gene=snap_masked-CABR0S37-processed-gene-16.123&CDS=1-450	YDR092W
3749	OG0003749	snap_masked-CABR0S37-processed-gene-17.2-mRNA-1_1&gene=snap_masked-CABR0S37-processed-gene-17.2&CDS=1-3678	YDR097C
3750	OG0003750	snap_masked-CABR0S37-processed-gene-17.17-mRNA-1_1&gene=snap_masked-CABR0S37-processed-gene-17.17&CDS=1-717	YDR098C
3751	OG0003751	snap_masked-CABR0S37-processed-gene-17.18-mRNA-1_1&gene=snap_masked-CABR0S37-processed-gene-17.18&CDS=1-675	YLR168C
3752	OG0003752	snap_masked-CABR0S37-processed-gene-17.19-mRNA-1_1&gene=snap_masked-CABR0S37-processed-gene-17.19&CDS=1-1005	YLR246W
3753	OG0003753	snap_masked-CABR0S37-processed-gene-17.3-mRNA-1_1&gene=snap_masked-CABR0S37-processed-gene-17.3&CDS=1-3276	YJR035W
3754	OG0003754	snap_masked-CABR0S37-processed-gene-17.20-mRNA-1_1&gene=snap_masked-CABR0S37-processed-gene-17.20&CDS=1-2571	YJR036C
3755	OG0003755	augustus_masked-CABR0S37-processed-gene-17.43-mRNA-1_1&gene=augustus_masked-CABR0S37-processed-gene-17.43&CDS=1-3366	YJR039W
3756	OG0003756	snap_masked-CABR0S37-processed-gene-17.5-mRNA-1_1&gene=snap_masked-CABR0S37-processed-gene-17.5&CDS=1-2319	YJR040W
3757	OG0003757	augustus_masked-CABR0S37-processed-gene-17.59-mRNA-1_1&gene=augustus_masked-CABR0S37-processed-gene-17.59&CDS=1-3477	YJR041C
3758	OG0003758	snap_masked-CABR0S37-processed-gene-17.6-mRNA-1_1&gene=snap_masked-CABR0S37-processed-gene-17.6&CDS=1-2181	YJR042W
3759	OG0003759	snap_masked-CABR0S37-processed-gene-17.22-mRNA-1_1&gene=snap_masked-CABR0S37-processed-gene-17.22&CDS=1-480	YEL027W
3760	OG0003760	snap_masked-CABR0S37-processed-gene-17.23-mRNA-1_1&gene=snap_masked-CABR0S37-processed-gene-17.23&CDS=1-417	YJR044C
3761	OG0003761	snap_masked-CABR0S37-processed-gene-17.7-mRNA-1_1&gene=snap_masked-CABR0S37-processed-gene-17.7&CDS=1-1779	YJR046W
3762	OG0003762	snap_masked-CABR0S37-processed-gene-17.8-mRNA-1_1&gene=snap_masked-CABR0S37-processed-gene-17.8&CDS=1-393	YEL034C-A
3763	OG0003763	snap_masked-CABR0S37-processed-gene-17.9-mRNA-1_1&gene=snap_masked-CABR0S37-processed-gene-17.9&CDS=1-324	YJR048W
3764	OG0003764	snap_masked-CABR0S37-processed-gene-17.10-mRNA-1_1&gene=snap_masked-CABR0S37-processed-gene-17.10&CDS=1-651	YJR050W
3765	OG0003765	snap_masked-CABR0S37-processed-gene-17.11-mRNA-1_1&gene=snap_masked-CABR0S37-processed-gene-17.11&CDS=1-1161	YEL046C
3766	OG0003766	genemark-CABR0S37-processed-gene-17.106-mRNA-1_1&gene=genemark-CABR0S37-processed-gene-17.106&CDS=1-1431	YHR113W
3767	OG0003767	genemark-CABR0S37-processed-gene-17.107-mRNA-1_1&gene=genemark-CABR0S37-processed-gene-17.107&CDS=1-1299	YHR111W
3768	OG0003768	snap_masked-CABR0S37-processed-gene-17.28-mRNA-1_1&gene=snap_masked-CABR0S37-processed-gene-17.28&CDS=1-624	YHR110W
3769	OG0003769	snap_masked-CABR0S37-processed-gene-17.29-mRNA-1_1&gene=snap_masked-CABR0S37-processed-gene-17.29&CDS=1-1584	YHR109W
3770	OG0003770	snap_masked-CABR0S37-processed-gene-17.30-mRNA-1_1&gene=snap_masked-CABR0S37-processed-gene-17.30&CDS=1-540	YHR105W
3771	OG0003771	snap_masked-CABR0S37-processed-gene-17.31-mRNA-1_1&gene=snap_masked-CABR0S37-processed-gene-17.31&CDS=1-978	YHR104W
3772	OG0003772	genemark-CABR0S37-processed-gene-17.113-mRNA-1_1&gene=genemark-CABR0S37-processed-gene-17.113&CDS=1-378	YOR122C
3773	OG0003773	snap_masked-CABR0S37-processed-gene-17.32-mRNA-1_1&gene=snap_masked-CABR0S37-processed-gene-17.32&CDS=1-1392	YOR123C
3774	OG0003774	snap_masked-CABR0S37-processed-gene-17.33-mRNA-1_1&gene=snap_masked-CABR0S37-processed-gene-17.33&CDS=1-3801	YOR124C
3775	OG0003775	augustus_masked-CABR0S37-processed-gene-17.74-mRNA-1_1&gene=augustus_masked-CABR0S37-processed-gene-17.74&CDS=1-705	YOR125C
3776	OG0003776	snap_masked-CABR0S37-processed-gene-17.35-mRNA-1_1&gene=snap_masked-CABR0S37-processed-gene-17.35&CDS=1-759	YOR126C
3777	OG0003777	snap_masked-CABR0S37-processed-gene-17.16-mRNA-1_1&gene=snap_masked-CABR0S37-processed-gene-17.16&CDS=1-2805	YOR127W
3778	OG0003778	snap_masked-CABR0S37-processed-gene-17.36-mRNA-1_1&gene=snap_masked-CABR0S37-processed-gene-17.36&CDS=1-1710	YOR128C
3779	OG0003779	snap_masked-CABR0S37-processed-gene-17.37-mRNA-1_1&gene=snap_masked-CABR0S37-processed-gene-17.37&CDS=1-903	YOR130C
3780	OG0003780	snap_masked-CABR0S37-processed-gene-17.38-mRNA-1_1&gene=snap_masked-CABR0S37-processed-gene-17.38&CDS=1-6321	YFR019W
3781	OG0003781	genemark-CABR0S37-processed-gene-18.54-mRNA-1_1&gene=genemark-CABR0S37-processed-gene-18.54&CDS=1-1101	YFR018C
3782	OG0003782	snap_masked-CABR0S37-processed-gene-18.0-mRNA-1_1&gene=snap_masked-CABR0S37-processed-gene-18.0&CDS=1-513	YFR017C
3783	OG0003783	snap_masked-CABR0S37-processed-gene-18.1-mRNA-1_1&gene=snap_masked-CABR0S37-processed-gene-18.1&CDS=1-2256	YFR009W
3784	OG0003784	snap_masked-CABR0S37-processed-gene-18.2-mRNA-1_1&gene=snap_masked-CABR0S37-processed-gene-18.2&CDS=1-1485	YFR010W
3785	OG0003785	snap_masked-CABR0S37-processed-gene-18.4-mRNA-1_1&gene=snap_masked-CABR0S37-processed-gene-18.4&CDS=1-477	YFR011C
3786	OG0003786	snap_masked-CABR0S37-processed-gene-18.3-mRNA-1_1&gene=snap_masked-CABR0S37-processed-gene-18.3&CDS=1-2319	YFR013W
3787	OG0003787	snap_masked-CABR0S37-processed-gene-18.24-mRNA-1_1&gene=snap_masked-CABR0S37-processed-gene-18.24&CDS=1-2922	YFR016C
3788	OG0003788	genemark-CABR0S37-processed-gene-18.60-mRNA-1_1&gene=genemark-CABR0S37-processed-gene-18.60&CDS=1-1482	YFR021W
3789	OG0003789	genemark-CABR0S37-processed-gene-18.62-mRNA-1_1&gene=genemark-CABR0S37-processed-gene-18.62&CDS=1-1779	YML054C
3790	OG0003790	snap_masked-CABR0S37-processed-gene-18.25-mRNA-1_1&gene=snap_masked-CABR0S37-processed-gene-18.25&CDS=1-501	YML055W
3791	OG0003791	snap_masked-CABR0S37-processed-gene-18.26-mRNA-1_1&gene=snap_masked-CABR0S37-processed-gene-18.26&CDS=1-2190	YLR149C
3792	OG0003792	snap_masked-CABR0S37-processed-gene-18.27-mRNA-1_1&gene=snap_masked-CABR0S37-processed-gene-18.27&CDS=1-978	YLR151C
3793	OG0003793	snap_masked-CABR0S37-processed-gene-18.28-mRNA-1_1&gene=snap_masked-CABR0S37-processed-gene-18.28&CDS=1-1518	YDR256C
3794	OG0003794	snap_masked-CABR0S37-processed-gene-18.9-mRNA-1_1&gene=snap_masked-CABR0S37-processed-gene-18.9&CDS=1-210	YMR194C-B
3795	OG0003795	snap_masked-CABR0S37-processed-gene-18.30-mRNA-1_1&gene=snap_masked-CABR0S37-processed-gene-18.30&CDS=1-801	YMR193W
3796	OG0003796	snap_masked-CABR0S37-processed-gene-18.32-mRNA-1_1&gene=snap_masked-CABR0S37-processed-gene-18.32&CDS=1-204	YML129C
3797	OG0003797	snap_masked-CABR0S37-processed-gene-18.10-mRNA-1_1&gene=snap_masked-CABR0S37-processed-gene-18.10&CDS=1-2055	YDR234W
3798	OG0003798	snap_masked-CABR0S37-processed-gene-18.11-mRNA-1_1&gene=snap_masked-CABR0S37-processed-gene-18.11&CDS=1-1629	YDR235W
3799	OG0003799	snap_masked-CABR0S37-processed-gene-18.33-mRNA-1_1&gene=snap_masked-CABR0S37-processed-gene-18.33&CDS=1-975	YDR236C
3800	OG0003800	snap_masked-CABR0S37-processed-gene-18.12-mRNA-1_1&gene=snap_masked-CABR0S37-processed-gene-18.12&CDS=1-849	YDR237W
3801	OG0003801	snap_masked-CABR0S37-processed-gene-18.34-mRNA-1_1&gene=snap_masked-CABR0S37-processed-gene-18.34&CDS=1-2913	YDR238C
3802	OG0003802	snap_masked-CABR0S37-processed-gene-18.35-mRNA-1_1&gene=snap_masked-CABR0S37-processed-gene-18.35&CDS=1-2493	YDR239C
3803	OG0003803	snap_masked-CABR0S37-processed-gene-18.36-mRNA-1_1&gene=snap_masked-CABR0S37-processed-gene-18.36&CDS=1-1377	YDR240C
3804	OG0003804	snap_masked-CABR0S37-processed-gene-18.37-mRNA-1_1&gene=snap_masked-CABR0S37-processed-gene-18.37&CDS=1-1674	YDR243C
3805	OG0003805	snap_masked-CABR0S37-processed-gene-18.13-mRNA-1_1&gene=snap_masked-CABR0S37-processed-gene-18.13&CDS=1-1749	YDR244W
3806	OG0003806	genemark-CABR0S37-processed-gene-18.68-mRNA-1_1&gene=genemark-CABR0S37-processed-gene-18.68&CDS=1-1155	YDR245W
3807	OG0003807	maker-CABR0S37-snap-gene-18.48-mRNA-1_1&gene=maker-CABR0S37-snap-gene-18.48&CDS=1-699	YDR246W
3808	OG0003808	genemark-CABR0S37-processed-gene-18.91-mRNA-1_1&gene=genemark-CABR0S37-processed-gene-18.91&CDS=1-549	YDR248C
3809	OG0003809	snap_masked-CABR0S37-processed-gene-18.17-mRNA-1_1&gene=snap_masked-CABR0S37-processed-gene-18.17&CDS=1-531	YDR231C
3810	OG0003810	snap_masked-CABR0S37-processed-gene-18.40-mRNA-1_1&gene=snap_masked-CABR0S37-processed-gene-18.40&CDS=1-1326	YDR229W
