	OrthologID	Saccharomyces_cerevisiae	yHMPu5000034669_Blastobotrys_raffinofermentans
3174	OG0003174	YOR332W	augustus_masked-flattened_line_8-processed-gene-2.134-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-2.134&CDS=1-690
3175	OG0003175	YOR334W	snap_masked-flattened_line_8-processed-gene-2.43-mRNA-1_1&gene=snap_masked-flattened_line_8-processed-gene-2.43&CDS=1-1074
3176	OG0003176	YOR335C	augustus_masked-flattened_line_6-processed-gene-0.58-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-0.58&CDS=1-2871
3177	OG0003177	YOR336W	augustus_masked-flattened_line_4-processed-gene-7.50-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-7.50&CDS=1-4449
3178	OG0003178	YOR339C	augustus_masked-flattened_line_6-processed-gene-5.123-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-5.123&CDS=1-471
3179	OG0003179	YOR340C	augustus_masked-flattened_line_8-processed-gene-2.132-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-2.132&CDS=1-924
3180	OG0003180	YOR341W	augustus_masked-flattened_line_16-processed-gene-3.52-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-3.52&CDS=1-4998
3181	OG0003181	YOR346W	augustus_masked-flattened_line_4-processed-gene-1.124-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-1.124&CDS=1-2664
3182	OG0003182	YOR352W	augustus_masked-flattened_line_2-processed-gene-5.0-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-5.0&CDS=1-522
3183	OG0003183	YOR353C	augustus_masked-flattened_line_2-processed-gene-4.72-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-4.72&CDS=1-2874
3184	OG0003184	YOR356W	augustus_masked-flattened_line_16-processed-gene-2.79-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-2.79&CDS=1-1875
3185	OG0003185	YOR357C	augustus_masked-flattened_line_4-processed-gene-7.0-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-7.0&CDS=1-480
3186	OG0003186	YOR358W	augustus_masked-flattened_line_52-processed-gene-0.76-mRNA-1_1&gene=augustus_masked-flattened_line_52-processed-gene-0.76&CDS=1-855
3187	OG0003187	YOR359W	augustus_masked-flattened_line_8-processed-gene-5.150-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-5.150&CDS=1-1620
3188	OG0003188	YOR360C	augustus_masked-flattened_line_8-processed-gene-5.118-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-5.118&CDS=1-1671
3189	OG0003189	YOR361C	augustus_masked-flattened_line_21-processed-gene-2.279-mRNA-1_1&gene=augustus_masked-flattened_line_21-processed-gene-2.279&CDS=1-2184
3190	OG0003190	YOR362C	augustus_masked-flattened_line_21-processed-gene-2.285-mRNA-1_1&gene=augustus_masked-flattened_line_21-processed-gene-2.285&CDS=1-756
3191	OG0003191	YOR367W	maker-flattened_line_8-augustus-gene-2.1-mRNA-1_1&gene=maker-flattened_line_8-augustus-gene-2.1&CDS=1-2205
3192	OG0003192	YOR369C	augustus_masked-flattened_line_8-processed-gene-2.112-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-2.112&CDS=1-444
3193	OG0003193	YOR370C	augustus_masked-flattened_line_8-processed-gene-2.111-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-2.111&CDS=1-1644
3194	OG0003194	YOR375C	augustus_masked-flattened_line_42-processed-gene-0.54-mRNA-1_1&gene=augustus_masked-flattened_line_42-processed-gene-0.54&CDS=1-1359
3195	OG0003195	YOR378W	snap_masked-flattened_line_4-processed-gene-7.178-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-7.178&CDS=1-1539
3196	OG0003196	YOR380W	maker-flattened_line_19-augustus-gene-0.47-mRNA-1_1&gene=maker-flattened_line_19-augustus-gene-0.47&CDS=1-2148
3197	OG0003197	YOR388C	augustus_masked-flattened_line_0-processed-gene-4.54-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-4.54&CDS=1-1080
3198	OG0003198	YPL001W	augustus_masked-flattened_line_8-processed-gene-5.125-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-5.125&CDS=1-1134
3199	OG0003199	YPL002C	augustus_masked-flattened_line_0-processed-gene-7.7-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-7.7&CDS=1-732
3200	OG0003200	YPL003W	augustus_masked-flattened_line_14-processed-gene-1.144-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-1.144&CDS=1-1554
3201	OG0003201	YPL005W	snap_masked-flattened_line_4-processed-gene-2.109-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-2.109&CDS=1-1662
3202	OG0003202	YPL006W	augustus_masked-flattened_line_4-processed-gene-2.59-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-2.59&CDS=1-3825
3203	OG0003203	YPL009C	augustus_masked-flattened_line_42-processed-gene-0.64-mRNA-1_1&gene=augustus_masked-flattened_line_42-processed-gene-0.64&CDS=1-3366
3204	OG0003204	YPL010W	augustus_masked-flattened_line_42-processed-gene-0.84-mRNA-1_1&gene=augustus_masked-flattened_line_42-processed-gene-0.84&CDS=1-570
3205	OG0003205	YPL011C	genemark-flattened_line_42-processed-gene-0.22-mRNA-1_1&gene=genemark-flattened_line_42-processed-gene-0.22&CDS=1-681
3206	OG0003206	YPL012W	augustus_masked-flattened_line_42-processed-gene-0.87-mRNA-1_1&gene=augustus_masked-flattened_line_42-processed-gene-0.87&CDS=1-3618
3207	OG0003207	YPL013C	augustus_masked-flattened_line_40-processed-gene-0.93-mRNA-1_1&gene=augustus_masked-flattened_line_40-processed-gene-0.93&CDS=1-372
3208	OG0003208	YPL014W	snap_masked-flattened_line_12-processed-gene-2.49-mRNA-1_1&gene=snap_masked-flattened_line_12-processed-gene-2.49&CDS=1-960
3209	OG0003209	YPL015C	augustus_masked-flattened_line_0-processed-gene-20.121-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-20.121&CDS=1-1179
3210	OG0003210	YPL016W	maker-flattened_line_6-augustus-gene-7.0-mRNA-1_1&gene=maker-flattened_line_6-augustus-gene-7.0&CDS=1-3702
3211	OG0003211	YPL020C	augustus_masked-flattened_line_42-processed-gene-0.77-mRNA-1_1&gene=augustus_masked-flattened_line_42-processed-gene-0.77&CDS=1-1914
3212	OG0003212	YPL022W	augustus_masked-flattened_line_6-processed-gene-0.44-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-0.44&CDS=1-2976
3213	OG0003213	YPL023C	maker-flattened_line_6-augustus-gene-0.83-mRNA-1_1&gene=maker-flattened_line_6-augustus-gene-0.83&CDS=1-1929
3214	OG0003214	YPL028W	augustus_masked-flattened_line_6-processed-gene-7.137-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-7.137&CDS=1-1194
3215	OG0003215	YPL029W	snap_masked-flattened_line_6-processed-gene-7.23-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-7.23&CDS=1-2088
3216	OG0003216	YPL030W	augustus_masked-flattened_line_0-processed-gene-16.170-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-16.170&CDS=1-1482
3217	OG0003217	YPL031C	snap_masked-flattened_line_0-processed-gene-17.0-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-17.0&CDS=1-933
3218	OG0003218	YPL034W	genemark-flattened_line_4-processed-gene-7.90-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-7.90&CDS=1-513
3219	OG0003219	YPL040C	augustus_masked-flattened_line_36-processed-gene-0.110-mRNA-1_1&gene=augustus_masked-flattened_line_36-processed-gene-0.110&CDS=1-2979
3220	OG0003220	YPL041C	augustus_masked-flattened_line_16-processed-gene-3.27-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-3.27&CDS=1-648
3221	OG0003221	YPL042C	augustus_masked-flattened_line_36-processed-gene-0.151-mRNA-1_1&gene=augustus_masked-flattened_line_36-processed-gene-0.151&CDS=1-1437
3222	OG0003222	YPL043W	augustus_masked-flattened_line_0-processed-gene-16.149-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-16.149&CDS=1-1968
3223	OG0003223	YPL045W	augustus_masked-flattened_line_0-processed-gene-16.148-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-16.148&CDS=1-2496
3224	OG0003224	YPL046C	genemark-flattened_line_0-processed-gene-16.116-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-16.116&CDS=1-288
3225	OG0003225	YPL048W	maker-flattened_line_12-augustus-gene-0.120-mRNA-1_1&gene=maker-flattened_line_12-augustus-gene-0.120&CDS=1-1218
3226	OG0003226	YPL050C	augustus_masked-flattened_line_12-processed-gene-0.21-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-0.21&CDS=1-1005
3227	OG0003227	YPL051W	augustus_masked-flattened_line_14-processed-gene-3.111-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-3.111&CDS=1-591
3228	OG0003228	YPL054W	augustus_masked-flattened_line_12-processed-gene-0.20-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-0.20&CDS=1-1353
3229	OG0003229	YPL059W	augustus_masked-flattened_line_14-processed-gene-2.17-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-2.17&CDS=1-447
3230	OG0003230	YPL060W	augustus_masked-flattened_line_2-processed-gene-3.130-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-3.130&CDS=1-1365
3231	OG0003231	YPL063W	maker-flattened_line_14-augustus-gene-3.122-mRNA-1_1&gene=maker-flattened_line_14-augustus-gene-3.122&CDS=1-2295
3232	OG0003232	YPL067C	augustus_masked-flattened_line_10-processed-gene-3.153-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-3.153&CDS=1-663
3233	OG0003233	YPL069C	snap_masked-flattened_line_0-processed-gene-23.142-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-23.142&CDS=1-960
3234	OG0003234	YPL072W	augustus_masked-flattened_line_19-processed-gene-3.174-mRNA-1_1&gene=augustus_masked-flattened_line_19-processed-gene-3.174&CDS=1-1686
3235	OG0003235	YPL076W	augustus_masked-flattened_line_12-processed-gene-1.103-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-1.103&CDS=1-840
3236	OG0003236	YPL078C	augustus_masked-flattened_line_52-processed-gene-0.69-mRNA-1_1&gene=augustus_masked-flattened_line_52-processed-gene-0.69&CDS=1-705
3237	OG0003237	YPL082C	augustus_masked-flattened_line_4-processed-gene-6.75-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-6.75&CDS=1-5826
3238	OG0003238	YPL083C	augustus_masked-flattened_line_0-processed-gene-16.146-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-16.146&CDS=1-1071
3239	OG0003239	YPL084W	augustus_masked-flattened_line_0-processed-gene-16.168-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-16.168&CDS=1-2712
3240	OG0003240	YPL085W	snap_masked-flattened_line_4-processed-gene-2.120-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-2.120&CDS=1-6078
3241	OG0003241	YPL086C	augustus_masked-flattened_line_4-processed-gene-2.67-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-2.67&CDS=1-1671
3242	OG0003242	YPL091W	augustus_masked-flattened_line_0-processed-gene-28.157-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-28.157&CDS=1-1413
3243	OG0003243	YPL092W	genemark-flattened_line_8-processed-gene-4.142-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-4.142&CDS=1-1065
3244	OG0003244	YPL093W	augustus_masked-flattened_line_12-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-0.7&CDS=1-1911
3245	OG0003245	YPL094C	augustus_masked-flattened_line_4-processed-gene-5.62-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-5.62&CDS=1-1404
3246	OG0003246	YPL096W	maker-flattened_line_0-augustus-gene-22.46-mRNA-1_1&gene=maker-flattened_line_0-augustus-gene-22.46&CDS=1-981
3247	OG0003247	YPL097W	augustus_masked-flattened_line_0-processed-gene-22.57-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-22.57&CDS=1-1416
3248	OG0003248	YPL098C	maker-flattened_line_10-augustus-gene-1.137-mRNA-1_1&gene=maker-flattened_line_10-augustus-gene-1.137&CDS=1-318
3249	OG0003249	YPL101W	augustus_masked-flattened_line_0-processed-gene-28.143-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-28.143&CDS=1-1158
3250	OG0003250	YPL103C	augustus_masked-flattened_line_4-processed-gene-5.63-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-5.63&CDS=1-1335
3251	OG0003251	YPL104W	augustus_masked-flattened_line_2-processed-gene-2.99-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-2.99&CDS=1-2088
3252	OG0003252	YPL107W	augustus_masked-flattened_line_0-processed-gene-0.61-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-0.61&CDS=1-666
3253	OG0003253	YPL109C	augustus_masked-flattened_line_4-processed-gene-1.111-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-1.111&CDS=1-2241
3254	OG0003254	YPL110C	augustus_masked-flattened_line_4-processed-gene-1.110-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-1.110&CDS=1-3552
3255	OG0003255	YPL111W	augustus_masked-flattened_line_0-processed-gene-11.138-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-11.138&CDS=1-963
3256	OG0003256	YPL113C	augustus_masked-flattened_line_32-processed-gene-1.171-mRNA-1_1&gene=augustus_masked-flattened_line_32-processed-gene-1.171&CDS=1-1092
3257	OG0003257	YPL115C	snap_masked-flattened_line_10-processed-gene-4.256-mRNA-1_1&gene=snap_masked-flattened_line_10-processed-gene-4.256&CDS=1-2250
3258	OG0003258	YPL116W	augustus_masked-flattened_line_0-processed-gene-11.161-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-11.161&CDS=1-2199
3259	OG0003259	YPL117C	augustus_masked-flattened_line_10-processed-gene-4.65-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-4.65&CDS=1-1965
3260	OG0003260	YPL118W	snap_masked-flattened_line_2-processed-gene-6.113-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-6.113&CDS=1-1050
3261	OG0003261	YPL119C	augustus_masked-flattened_line_36-processed-gene-0.126-mRNA-1_1&gene=augustus_masked-flattened_line_36-processed-gene-0.126&CDS=1-1887
3262	OG0003262	YPL120W	augustus_masked-flattened_line_0-processed-gene-5.80-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-5.80&CDS=1-1458
3263	OG0003263	YPL122C	augustus_masked-flattened_line_2-processed-gene-4.97-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-4.97&CDS=1-1371
3264	OG0003264	YPL123C	augustus_masked-flattened_line_0-processed-gene-5.96-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-5.96&CDS=1-1218
3265	OG0003265	YPL125W	augustus_masked-flattened_line_0-processed-gene-5.74-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-5.74&CDS=1-2745
3266	OG0003266	YPL126W	snap_masked-flattened_line_0-processed-gene-5.133-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-5.133&CDS=1-2373
3267	OG0003267	YPL127C	augustus_masked-flattened_line_6-processed-gene-6.14-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-6.14&CDS=1-570
3268	OG0003268	YPL128C	augustus_masked-flattened_line_0-processed-gene-11.176-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-11.176&CDS=1-2550
3269	OG0003269	YPL129W	augustus_masked-flattened_line_0-processed-gene-11.177-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-11.177&CDS=1-735
3270	OG0003270	YPL131W	augustus_masked-flattened_line_24-processed-gene-0.69-mRNA-1_1&gene=augustus_masked-flattened_line_24-processed-gene-0.69&CDS=1-885
3271	OG0003271	YPL132W	augustus_masked-flattened_line_24-processed-gene-0.64-mRNA-1_1&gene=augustus_masked-flattened_line_24-processed-gene-0.64&CDS=1-882
3272	OG0003272	YPL133C	augustus_masked-flattened_line_24-processed-gene-0.91-mRNA-1_1&gene=augustus_masked-flattened_line_24-processed-gene-0.91&CDS=1-1512
3273	OG0003273	YPL138C	augustus_masked-flattened_line_0-processed-gene-5.83-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-5.83&CDS=1-1083
3274	OG0003274	YPL150W	maker-flattened_line_2-augustus-gene-6.8-mRNA-1_1&gene=maker-flattened_line_2-augustus-gene-6.8&CDS=1-2478
3275	OG0003275	YPL151C	augustus_masked-flattened_line_12-processed-gene-3.93-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-3.93&CDS=1-1302
3276	OG0003276	YPL152W	augustus_masked-flattened_line_12-processed-gene-3.122-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-3.122&CDS=1-1029
3277	OG0003277	YPL153C	augustus_masked-flattened_line_21-processed-gene-2.206-mRNA-1_1&gene=augustus_masked-flattened_line_21-processed-gene-2.206&CDS=1-2106
3278	OG0003278	YPL154C	snap_masked-flattened_line_21-processed-gene-2.15-mRNA-1_1&gene=snap_masked-flattened_line_21-processed-gene-2.15&CDS=1-1332
3279	OG0003279	YPL155C	augustus_masked-flattened_line_21-processed-gene-2.208-mRNA-1_1&gene=augustus_masked-flattened_line_21-processed-gene-2.208&CDS=1-1881
3280	OG0003280	YPL157W	augustus_masked-flattened_line_6-processed-gene-0.74-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-0.74&CDS=1-642
3281	OG0003281	YPL160W	augustus_masked-flattened_line_2-processed-gene-6.54-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-6.54&CDS=1-3288
3282	OG0003282	YPL162C	augustus_masked-flattened_line_0-processed-gene-14.9-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-14.9&CDS=1-834
3283	OG0003283	YPL164C	snap_masked-flattened_line_4-processed-gene-6.52-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-6.52&CDS=1-936
3284	OG0003284	YPL165C	genemark-flattened_line_4-processed-gene-6.130-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-6.130&CDS=1-1191
3285	OG0003285	YPL166W	augustus_masked-flattened_line_4-processed-gene-6.103-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-6.103&CDS=1-696
3286	OG0003286	YPL167C	augustus_masked-flattened_line_4-processed-gene-6.80-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-6.80&CDS=1-4287
3287	OG0003287	YPL169C	augustus_masked-flattened_line_19-processed-gene-2.42-mRNA-1_1&gene=augustus_masked-flattened_line_19-processed-gene-2.42&CDS=1-1734
3288	OG0003288	YPL170W	augustus_masked-flattened_line_14-processed-gene-1.136-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-1.136&CDS=1-453
3289	OG0003289	YPL172C	augustus_masked-flattened_line_2-processed-gene-7.69-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-7.69&CDS=1-1194
3290	OG0003290	YPL173W	augustus_masked-flattened_line_14-processed-gene-1.117-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-1.117&CDS=1-894
3291	OG0003291	YPL175W	augustus_masked-flattened_line_14-processed-gene-1.115-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-1.115&CDS=1-1293
3292	OG0003292	YPL178W	augustus_masked-flattened_line_0-processed-gene-25.67-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-25.67&CDS=1-504
3293	OG0003293	YPL181W	augustus_masked-flattened_line_0-processed-gene-25.91-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-25.91&CDS=1-1332
3294	OG0003294	YPL183C	augustus_masked-flattened_line_30-processed-gene-0.79-mRNA-1_1&gene=augustus_masked-flattened_line_30-processed-gene-0.79&CDS=1-2922
3295	OG0003295	YPL183W-A	snap_masked-flattened_line_30-processed-gene-0.105-mRNA-1_1&gene=snap_masked-flattened_line_30-processed-gene-0.105&CDS=1-195
3296	OG0003296	YPL184C	genemark-flattened_line_4-processed-gene-1.103-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-1.103&CDS=1-1920
3297	OG0003297	YPL188W	augustus_masked-flattened_line_0-processed-gene-13.58-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-13.58&CDS=1-1083
3298	OG0003298	YPL195W	augustus_masked-flattened_line_0-processed-gene-13.39-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-13.39&CDS=1-2670
3299	OG0003299	YPL196W	augustus_masked-flattened_line_0-processed-gene-13.40-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-13.40&CDS=1-720
3300	OG0003300	YPL199C	maker-flattened_line_10-augustus-gene-3.58-mRNA-1_1&gene=maker-flattened_line_10-augustus-gene-3.58&CDS=1-735
3301	OG0003301	YPL209C	snap_masked-flattened_line_12-processed-gene-2.52-mRNA-1_1&gene=snap_masked-flattened_line_12-processed-gene-2.52&CDS=1-1245
3302	OG0003302	YPL210C	augustus_masked-flattened_line_30-processed-gene-0.56-mRNA-1_1&gene=augustus_masked-flattened_line_30-processed-gene-0.56&CDS=1-1932
3303	OG0003303	YPL211W	augustus_masked-flattened_line_30-processed-gene-0.75-mRNA-1_1&gene=augustus_masked-flattened_line_30-processed-gene-0.75&CDS=1-543
3304	OG0003304	YPL212C	maker-flattened_line_30-snap-gene-0.88-mRNA-1_1&gene=maker-flattened_line_30-snap-gene-0.88&CDS=1-1605
