	OrthologID	Saccharomyces_cerevisiae	yHAB159_Kazachstania_solicola
3434	OG0003434	YOL038W	genemark-scf7180000046148-processed-gene-0.27-mRNA-1_1&gene=genemark-scf7180000046148-processed-gene-0.27&CDS=1-735
3435	OG0003435	YOL039W	genemark-scf7180000045805-processed-gene-0.10-mRNA-1_1&gene=genemark-scf7180000045805-processed-gene-0.10&CDS=1-318
3436	OG0003436	YOL040C	genemark-scf7180000046269-processed-gene-0.195-mRNA-1_1&gene=genemark-scf7180000046269-processed-gene-0.195&CDS=1-426
3437	OG0003437	YOL041C	genemark-scf7180000046269-processed-gene-0.194-mRNA-1_1&gene=genemark-scf7180000046269-processed-gene-0.194&CDS=1-1194
3438	OG0003438	YOL042W	genemark-scf7180000046269-processed-gene-0.158-mRNA-1_1&gene=genemark-scf7180000046269-processed-gene-0.158&CDS=1-1113
3439	OG0003439	YOL048C	snap_masked-scf7180000046132-processed-gene-0.23-mRNA-1_1&gene=snap_masked-scf7180000046132-processed-gene-0.23&CDS=1-831
3440	OG0003440	YOL049W	genemark-scf7180000046132-processed-gene-0.13-mRNA-1_1&gene=genemark-scf7180000046132-processed-gene-0.13&CDS=1-1482
3441	OG0003441	YOL052C	genemark-scf7180000046266-processed-gene-0.242-mRNA-1_1&gene=genemark-scf7180000046266-processed-gene-0.242&CDS=1-1206
3442	OG0003442	YOL054W	augustus_masked-scf7180000046325-processed-gene-3.292-mRNA-1_1&gene=augustus_masked-scf7180000046325-processed-gene-3.292&CDS=1-2037
3443	OG0003443	YOL056W	genemark-scf7180000046300-processed-gene-0.137-mRNA-1_1&gene=genemark-scf7180000046300-processed-gene-0.137&CDS=1-924
3444	OG0003444	YOL057W	genemark-scf7180000046300-processed-gene-0.138-mRNA-1_1&gene=genemark-scf7180000046300-processed-gene-0.138&CDS=1-2091
3445	OG0003445	YOL058W	genemark-scf7180000046300-processed-gene-0.139-mRNA-1_1&gene=genemark-scf7180000046300-processed-gene-0.139&CDS=1-1260
3446	OG0003446	YOL061W	genemark-scf7180000046254-processed-gene-0.62-mRNA-1_1&gene=genemark-scf7180000046254-processed-gene-0.62&CDS=1-1458
3447	OG0003447	YOL062C	genemark-scf7180000046254-processed-gene-0.39-mRNA-1_1&gene=genemark-scf7180000046254-processed-gene-0.39&CDS=1-1449
3448	OG0003448	YOL064C	genemark-scf7180000046254-processed-gene-0.41-mRNA-1_1&gene=genemark-scf7180000046254-processed-gene-0.41&CDS=1-1080
3449	OG0003449	YOL066C	genemark-scf7180000046235-processed-gene-0.59-mRNA-1_1&gene=genemark-scf7180000046235-processed-gene-0.59&CDS=1-1737
3450	OG0003450	YOL068C	genemark-scf7180000046254-processed-gene-0.43-mRNA-1_1&gene=genemark-scf7180000046254-processed-gene-0.43&CDS=1-1707
3451	OG0003451	YOL069W	augustus_masked-scf7180000046254-processed-gene-0.26-mRNA-1_1&gene=augustus_masked-scf7180000046254-processed-gene-0.26&CDS=1-1365
3452	OG0003452	YOL071W	genemark-scf7180000046254-processed-gene-0.66-mRNA-1_1&gene=genemark-scf7180000046254-processed-gene-0.66&CDS=1-495
3453	OG0003453	YOL072W	genemark-scf7180000046254-processed-gene-0.67-mRNA-1_1&gene=genemark-scf7180000046254-processed-gene-0.67&CDS=1-1422
3454	OG0003454	YOL073C	genemark-scf7180000046254-processed-gene-0.50-mRNA-1_1&gene=genemark-scf7180000046254-processed-gene-0.50&CDS=1-705
3455	OG0003455	YOL075C	genemark-scf7180000046254-processed-gene-0.51-mRNA-1_1&gene=genemark-scf7180000046254-processed-gene-0.51&CDS=1-3822
3456	OG0003456	YOL076W	snap_masked-scf7180000046235-processed-gene-0.125-mRNA-1_1&gene=snap_masked-scf7180000046235-processed-gene-0.125&CDS=1-2409
3457	OG0003457	YOL077C	genemark-scf7180000046254-processed-gene-0.53-mRNA-1_1&gene=genemark-scf7180000046254-processed-gene-0.53&CDS=1-870
3458	OG0003458	YOL078W	genemark-scf7180000046254-processed-gene-0.72-mRNA-1_1&gene=genemark-scf7180000046254-processed-gene-0.72&CDS=1-3951
3459	OG0003459	YOL080C	genemark-scf7180000046254-processed-gene-0.54-mRNA-1_1&gene=genemark-scf7180000046254-processed-gene-0.54&CDS=1-825
3460	OG0003460	YOL084W	snap_masked-scf7180000046254-processed-gene-0.118-mRNA-1_1&gene=snap_masked-scf7180000046254-processed-gene-0.118&CDS=1-3186
3461	OG0003461	YOL087C	augustus_masked-scf7180000046254-processed-gene-0.14-mRNA-1_1&gene=augustus_masked-scf7180000046254-processed-gene-0.14&CDS=1-3075
3462	OG0003462	YOL088C	augustus_masked-scf7180000046254-processed-gene-0.15-mRNA-1_1&gene=augustus_masked-scf7180000046254-processed-gene-0.15&CDS=1-834
3463	OG0003463	YOL090W	genemark-scf7180000046254-processed-gene-0.76-mRNA-1_1&gene=genemark-scf7180000046254-processed-gene-0.76&CDS=1-2895
3464	OG0003464	YOL094C	genemark-scf7180000046254-processed-gene-0.58-mRNA-1_1&gene=genemark-scf7180000046254-processed-gene-0.58&CDS=1-966
3465	OG0003465	YOL096C	snap_masked-scf7180000046254-processed-gene-0.101-mRNA-1_1&gene=snap_masked-scf7180000046254-processed-gene-0.101&CDS=1-921
3466	OG0003466	YOL097C	genemark-scf7180000046254-processed-gene-0.60-mRNA-1_1&gene=genemark-scf7180000046254-processed-gene-0.60&CDS=1-1287
3467	OG0003467	YOL100W	genemark-scf7180000046166-processed-gene-0.51-mRNA-1_1&gene=genemark-scf7180000046166-processed-gene-0.51&CDS=1-3666
3468	OG0003468	YOL102C	snap_masked-scf7180000046166-processed-gene-0.37-mRNA-1_1&gene=snap_masked-scf7180000046166-processed-gene-0.37&CDS=1-669
3469	OG0003469	YOL104C	snap_masked-scf7180000046166-processed-gene-0.36-mRNA-1_1&gene=snap_masked-scf7180000046166-processed-gene-0.36&CDS=1-912
3470	OG0003470	YOL105C	snap_masked-scf7180000046166-processed-gene-0.35-mRNA-1_1&gene=snap_masked-scf7180000046166-processed-gene-0.35&CDS=1-1434
3471	OG0003471	YOL107W	genemark-scf7180000046166-processed-gene-0.46-mRNA-1_1&gene=genemark-scf7180000046166-processed-gene-0.46&CDS=1-978
3472	OG0003472	YOL108C	genemark-scf7180000046166-processed-gene-0.53-mRNA-1_1&gene=genemark-scf7180000046166-processed-gene-0.53&CDS=1-393
3473	OG0003473	YOL110W	augustus_masked-scf7180000046304-processed-gene-0.21-mRNA-1_1&gene=augustus_masked-scf7180000046304-processed-gene-0.21&CDS=1-948
3474	OG0003474	YOL111C	genemark-scf7180000046304-processed-gene-0.66-mRNA-1_1&gene=genemark-scf7180000046304-processed-gene-0.66&CDS=1-612
3475	OG0003475	YOL114C	genemark-scf7180000046304-processed-gene-0.67-mRNA-1_1&gene=genemark-scf7180000046304-processed-gene-0.67&CDS=1-510
3476	OG0003476	YOL115W	genemark-scf7180000046304-processed-gene-0.81-mRNA-1_1&gene=genemark-scf7180000046304-processed-gene-0.81&CDS=1-1617
3477	OG0003477	YOL116W	snap_masked-scf7180000046304-processed-gene-0.55-mRNA-1_1&gene=snap_masked-scf7180000046304-processed-gene-0.55&CDS=1-981
3478	OG0003478	YOL122C	snap_masked-scf7180000046304-processed-gene-0.39-mRNA-1_1&gene=snap_masked-scf7180000046304-processed-gene-0.39&CDS=1-2472
3479	OG0003479	YOL123W	genemark-scf7180000046304-processed-gene-0.84-mRNA-1_1&gene=genemark-scf7180000046304-processed-gene-0.84&CDS=1-1734
3480	OG0003480	YOL124C	genemark-scf7180000046304-processed-gene-0.69-mRNA-1_1&gene=genemark-scf7180000046304-processed-gene-0.69&CDS=1-1308
3481	OG0003481	YOL125W	genemark-scf7180000046304-processed-gene-0.85-mRNA-1_1&gene=genemark-scf7180000046304-processed-gene-0.85&CDS=1-975
3482	OG0003482	YOL126C	maker-scf7180000046304-snap-gene-0.29-mRNA-1_1&gene=maker-scf7180000046304-snap-gene-0.29&CDS=1-933
3483	OG0003483	YOL127W	genemark-scf7180000046037-processed-gene-0.12-mRNA-1_1&gene=genemark-scf7180000046037-processed-gene-0.12&CDS=1-426
3484	OG0003484	YOL129W	augustus_masked-scf7180000046262-processed-gene-0.18-mRNA-1_1&gene=augustus_masked-scf7180000046262-processed-gene-0.18&CDS=1-549
3485	OG0003485	YOL132W	snap_masked-scf7180000046262-processed-gene-0.45-mRNA-1_1&gene=snap_masked-scf7180000046262-processed-gene-0.45&CDS=1-1458
3486	OG0003486	YOL133W	genemark-scf7180000046262-processed-gene-0.72-mRNA-1_1&gene=genemark-scf7180000046262-processed-gene-0.72&CDS=1-396
3487	OG0003487	YOL137W	genemark-scf7180000046262-processed-gene-0.74-mRNA-1_1&gene=genemark-scf7180000046262-processed-gene-0.74&CDS=1-1497
3488	OG0003488	YOL138C	genemark-scf7180000046262-processed-gene-0.64-mRNA-1_1&gene=genemark-scf7180000046262-processed-gene-0.64&CDS=1-3918
3489	OG0003489	YOL139C	genemark-scf7180000046262-processed-gene-0.65-mRNA-1_1&gene=genemark-scf7180000046262-processed-gene-0.65&CDS=1-627
3490	OG0003490	YOL140W	genemark-scf7180000046262-processed-gene-0.75-mRNA-1_1&gene=genemark-scf7180000046262-processed-gene-0.75&CDS=1-1278
3491	OG0003491	YOL141W	genemark-scf7180000046262-processed-gene-0.77-mRNA-1_1&gene=genemark-scf7180000046262-processed-gene-0.77&CDS=1-2085
3492	OG0003492	YOL142W	genemark-scf7180000046262-processed-gene-0.78-mRNA-1_1&gene=genemark-scf7180000046262-processed-gene-0.78&CDS=1-747
3493	OG0003493	YOL143C	genemark-scf7180000046084-processed-gene-0.20-mRNA-1_1&gene=genemark-scf7180000046084-processed-gene-0.20&CDS=1-510
3494	OG0003494	YOL144W	snap_masked-scf7180000046084-processed-gene-0.25-mRNA-1_1&gene=snap_masked-scf7180000046084-processed-gene-0.25&CDS=1-1542
3495	OG0003495	YOL145C	genemark-scf7180000046084-processed-gene-0.19-mRNA-1_1&gene=genemark-scf7180000046084-processed-gene-0.19&CDS=1-3216
3496	OG0003496	YOL146W	genemark-scf7180000046084-processed-gene-0.13-mRNA-1_1&gene=genemark-scf7180000046084-processed-gene-0.13&CDS=1-600
3497	OG0003497	YOL147C	genemark-scf7180000046084-processed-gene-0.18-mRNA-1_1&gene=genemark-scf7180000046084-processed-gene-0.18&CDS=1-741
3498	OG0003498	YOL149W	genemark-scf7180000046148-processed-gene-0.33-mRNA-1_1&gene=genemark-scf7180000046148-processed-gene-0.33&CDS=1-666
3499	OG0003499	YOR001W	genemark-scf7180000046151-processed-gene-0.28-mRNA-1_1&gene=genemark-scf7180000046151-processed-gene-0.28&CDS=1-2292
3500	OG0003500	YOR002W	genemark-scf7180000046330-processed-gene-0.42-mRNA-1_1&gene=genemark-scf7180000046330-processed-gene-0.42&CDS=1-1683
3501	OG0003501	YOR004W	genemark-scf7180000046330-processed-gene-0.40-mRNA-1_1&gene=genemark-scf7180000046330-processed-gene-0.40&CDS=1-825
3502	OG0003502	YOR005C	snap_masked-scf7180000046330-processed-gene-0.69-mRNA-1_1&gene=snap_masked-scf7180000046330-processed-gene-0.69&CDS=1-2922
3503	OG0003503	YOR006C	genemark-scf7180000046309-processed-gene-1.58-mRNA-1_1&gene=genemark-scf7180000046309-processed-gene-1.58&CDS=1-990
3504	OG0003504	YOR007C	genemark-scf7180000046309-processed-gene-1.57-mRNA-1_1&gene=genemark-scf7180000046309-processed-gene-1.57&CDS=1-1068
3505	OG0003505	YOR014W	genemark-scf7180000046148-processed-gene-0.43-mRNA-1_1&gene=genemark-scf7180000046148-processed-gene-0.43&CDS=1-2400
3506	OG0003506	YOR016C	genemark-scf7180000046170-processed-gene-0.53-mRNA-1_1&gene=genemark-scf7180000046170-processed-gene-0.53&CDS=1-630
3507	OG0003507	YOR017W	genemark-scf7180000046148-processed-gene-0.42-mRNA-1_1&gene=genemark-scf7180000046148-processed-gene-0.42&CDS=1-2094
3508	OG0003508	YOR018W	genemark-scf7180000046288-processed-gene-0.47-mRNA-1_1&gene=genemark-scf7180000046288-processed-gene-0.47&CDS=1-2430
3509	OG0003509	YOR019W	snap_masked-scf7180000046297-processed-gene-0.48-mRNA-1_1&gene=snap_masked-scf7180000046297-processed-gene-0.48&CDS=1-2145
3510	OG0003510	YOR020C	genemark-scf7180000046151-processed-gene-0.36-mRNA-1_1&gene=genemark-scf7180000046151-processed-gene-0.36&CDS=1-321
3511	OG0003511	YOR021C	genemark-scf7180000046151-processed-gene-0.37-mRNA-1_1&gene=genemark-scf7180000046151-processed-gene-0.37&CDS=1-645
3512	OG0003512	YOR022C	genemark-scf7180000046297-processed-gene-0.101-mRNA-1_1&gene=genemark-scf7180000046297-processed-gene-0.101&CDS=1-1977
3513	OG0003513	YOR023C	augustus_masked-scf7180000046297-processed-gene-0.29-mRNA-1_1&gene=augustus_masked-scf7180000046297-processed-gene-0.29&CDS=1-1704
3514	OG0003514	YOR025W	genemark-scf7180000046297-processed-gene-0.99-mRNA-1_1&gene=genemark-scf7180000046297-processed-gene-0.99&CDS=1-1509
3515	OG0003515	YOR026W	genemark-scf7180000046297-processed-gene-0.98-mRNA-1_1&gene=genemark-scf7180000046297-processed-gene-0.98&CDS=1-975
3516	OG0003516	YOR027W	genemark-scf7180000046297-processed-gene-0.97-mRNA-1_1&gene=genemark-scf7180000046297-processed-gene-0.97&CDS=1-1764
3517	OG0003517	YOR028C	augustus_masked-scf7180000046297-processed-gene-0.14-mRNA-1_1&gene=augustus_masked-scf7180000046297-processed-gene-0.14&CDS=1-1044
3518	OG0003518	YOR030W	augustus_masked-scf7180000046297-processed-gene-0.24-mRNA-1_1&gene=augustus_masked-scf7180000046297-processed-gene-0.24&CDS=1-2262
3519	OG0003519	YOR032C	genemark-scf7180000046297-processed-gene-0.81-mRNA-1_1&gene=genemark-scf7180000046297-processed-gene-0.81&CDS=1-1224
3520	OG0003520	YOR035C	genemark-scf7180000046297-processed-gene-0.79-mRNA-1_1&gene=genemark-scf7180000046297-processed-gene-0.79&CDS=1-2352
3521	OG0003521	YOR036W	augustus_masked-scf7180000046297-processed-gene-0.23-mRNA-1_1&gene=augustus_masked-scf7180000046297-processed-gene-0.23&CDS=1-1638
3522	OG0003522	YOR038C	genemark-scf7180000046297-processed-gene-0.77-mRNA-1_1&gene=genemark-scf7180000046297-processed-gene-0.77&CDS=1-2679
3523	OG0003523	YOR039W	genemark-scf7180000046297-processed-gene-0.93-mRNA-1_1&gene=genemark-scf7180000046297-processed-gene-0.93&CDS=1-783
3524	OG0003524	YOR042W	genemark-scf7180000046297-processed-gene-0.91-mRNA-1_1&gene=genemark-scf7180000046297-processed-gene-0.91&CDS=1-1521
3525	OG0003525	YOR043W	genemark-scf7180000046297-processed-gene-0.90-mRNA-1_1&gene=genemark-scf7180000046297-processed-gene-0.90&CDS=1-1620
3526	OG0003526	YOR045W	snap_masked-scf7180000046297-processed-gene-0.54-mRNA-1_1&gene=snap_masked-scf7180000046297-processed-gene-0.54&CDS=1-189
3527	OG0003527	YOR046C	genemark-scf7180000046297-processed-gene-0.75-mRNA-1_1&gene=genemark-scf7180000046297-processed-gene-0.75&CDS=1-1506
3528	OG0003528	YOR048C	genemark-scf7180000046300-processed-gene-0.119-mRNA-1_1&gene=genemark-scf7180000046300-processed-gene-0.119&CDS=1-2997
3529	OG0003529	YOR049C	genemark-scf7180000046300-processed-gene-0.120-mRNA-1_1&gene=genemark-scf7180000046300-processed-gene-0.120&CDS=1-1236
3530	OG0003530	YOR051C	genemark-scf7180000046300-processed-gene-0.121-mRNA-1_1&gene=genemark-scf7180000046300-processed-gene-0.121&CDS=1-1311
3531	OG0003531	YOR052C	genemark-scf7180000046300-processed-gene-0.122-mRNA-1_1&gene=genemark-scf7180000046300-processed-gene-0.122&CDS=1-570
3532	OG0003532	YOR056C	genemark-scf7180000046117-processed-gene-0.35-mRNA-1_1&gene=genemark-scf7180000046117-processed-gene-0.35&CDS=1-1434
3533	OG0003533	YOR057W	genemark-scf7180000046117-processed-gene-0.26-mRNA-1_1&gene=genemark-scf7180000046117-processed-gene-0.26&CDS=1-1206
3534	OG0003534	YOR058C	snap_masked-scf7180000046300-processed-gene-0.53-mRNA-1_1&gene=snap_masked-scf7180000046300-processed-gene-0.53&CDS=1-2991
3535	OG0003535	YOR059C	genemark-scf7180000046300-processed-gene-0.125-mRNA-1_1&gene=genemark-scf7180000046300-processed-gene-0.125&CDS=1-1503
3536	OG0003536	YOR060C	augustus_masked-scf7180000046300-processed-gene-0.190-mRNA-1_1&gene=augustus_masked-scf7180000046300-processed-gene-0.190&CDS=1-666
3537	OG0003537	YOR061W	genemark-scf7180000046300-processed-gene-0.89-mRNA-1_1&gene=genemark-scf7180000046300-processed-gene-0.89&CDS=1-1017
3538	OG0003538	YOR062C	genemark-scf7180000046300-processed-gene-0.127-mRNA-1_1&gene=genemark-scf7180000046300-processed-gene-0.127&CDS=1-801
3539	OG0003539	YOR063W	genemark-scf7180000046300-processed-gene-0.90-mRNA-1_1&gene=genemark-scf7180000046300-processed-gene-0.90&CDS=1-1161
3540	OG0003540	YOR064C	snap_masked-scf7180000046300-processed-gene-0.57-mRNA-1_1&gene=snap_masked-scf7180000046300-processed-gene-0.57&CDS=1-279
3541	OG0003541	YOR065W	genemark-scf7180000046300-processed-gene-0.91-mRNA-1_1&gene=genemark-scf7180000046300-processed-gene-0.91&CDS=1-933
3542	OG0003542	YOR066W	snap_masked-scf7180000046300-processed-gene-0.21-mRNA-1_1&gene=snap_masked-scf7180000046300-processed-gene-0.21&CDS=1-1689
3543	OG0003543	YOR067C	genemark-scf7180000046300-processed-gene-0.129-mRNA-1_1&gene=genemark-scf7180000046300-processed-gene-0.129&CDS=1-1713
3544	OG0003544	YOR069W	genemark-scf7180000046300-processed-gene-0.93-mRNA-1_1&gene=genemark-scf7180000046300-processed-gene-0.93&CDS=1-2022
3545	OG0003545	YOR070C	genemark-scf7180000046300-processed-gene-0.130-mRNA-1_1&gene=genemark-scf7180000046300-processed-gene-0.130&CDS=1-1968
3546	OG0003546	YOR073W	genemark-scf7180000046298-processed-gene-0.1-mRNA-1_1&gene=genemark-scf7180000046298-processed-gene-0.1&CDS=1-2247
3547	OG0003547	YOR074C	genemark-scf7180000046058-processed-gene-0.16-mRNA-1_1&gene=genemark-scf7180000046058-processed-gene-0.16&CDS=1-894
3548	OG0003548	YOR077W	genemark-scf7180000046298-processed-gene-0.2-mRNA-1_1&gene=genemark-scf7180000046298-processed-gene-0.2&CDS=1-723
3549	OG0003549	YOR078W	snap_masked-scf7180000046298-processed-gene-0.43-mRNA-1_1&gene=snap_masked-scf7180000046298-processed-gene-0.43&CDS=1-669
3550	OG0003550	YOR079C	genemark-scf7180000046298-processed-gene-0.26-mRNA-1_1&gene=genemark-scf7180000046298-processed-gene-0.26&CDS=1-1050
3551	OG0003551	YOR080W	genemark-scf7180000046298-processed-gene-0.4-mRNA-1_1&gene=genemark-scf7180000046298-processed-gene-0.4&CDS=1-2130
3552	OG0003552	YOR083W	augustus_masked-scf7180000046298-processed-gene-0.94-mRNA-1_1&gene=augustus_masked-scf7180000046298-processed-gene-0.94&CDS=1-1053
3553	OG0003553	YOR084W	snap_masked-scf7180000046298-processed-gene-0.47-mRNA-1_1&gene=snap_masked-scf7180000046298-processed-gene-0.47&CDS=1-1140
3554	OG0003554	YOR086C	snap_masked-scf7180000046142-processed-gene-0.46-mRNA-1_1&gene=snap_masked-scf7180000046142-processed-gene-0.46&CDS=1-3582
3555	OG0003555	YOR087W	genemark-scf7180000046268-processed-gene-0.11-mRNA-1_1&gene=genemark-scf7180000046268-processed-gene-0.11&CDS=1-2097
3556	OG0003556	YOR089C	genemark-scf7180000046268-processed-gene-0.16-mRNA-1_1&gene=genemark-scf7180000046268-processed-gene-0.16&CDS=1-636
3557	OG0003557	YOR090C	genemark-scf7180000046268-processed-gene-0.17-mRNA-1_1&gene=genemark-scf7180000046268-processed-gene-0.17&CDS=1-1539
3558	OG0003558	YOR091W	genemark-scf7180000046268-processed-gene-0.12-mRNA-1_1&gene=genemark-scf7180000046268-processed-gene-0.12&CDS=1-1074
3559	OG0003559	YOR092W	maker-scf7180000046318-augustus-gene-0.64-mRNA-1_1&gene=maker-scf7180000046318-augustus-gene-0.64&CDS=1-1941
3560	OG0003560	YOR093C	genemark-scf7180000046318-processed-gene-0.93-mRNA-1_1&gene=genemark-scf7180000046318-processed-gene-0.93&CDS=1-5055
3561	OG0003561	YOR094W	genemark-scf7180000046318-processed-gene-0.132-mRNA-1_1&gene=genemark-scf7180000046318-processed-gene-0.132&CDS=1-543
3562	OG0003562	YOR095C	genemark-scf7180000046318-processed-gene-0.92-mRNA-1_1&gene=genemark-scf7180000046318-processed-gene-0.92&CDS=1-771
3563	OG0003563	YOR096W	genemark-scf7180000046318-processed-gene-0.131-mRNA-1_1&gene=genemark-scf7180000046318-processed-gene-0.131&CDS=1-561
3564	OG0003564	YOR098C	augustus_masked-scf7180000046318-processed-gene-0.17-mRNA-1_1&gene=augustus_masked-scf7180000046318-processed-gene-0.17&CDS=1-2970
3565	OG0003565	YOR099W	genemark-scf7180000046318-processed-gene-0.127-mRNA-1_1&gene=genemark-scf7180000046318-processed-gene-0.127&CDS=1-1200
3566	OG0003566	YOR100C	genemark-scf7180000046318-processed-gene-0.89-mRNA-1_1&gene=genemark-scf7180000046318-processed-gene-0.89&CDS=1-963
3567	OG0003567	YOR103C	genemark-scf7180000046323-processed-gene-0.63-mRNA-1_1&gene=genemark-scf7180000046323-processed-gene-0.63&CDS=1-399
3568	OG0003568	YOR107W	snap_masked-scf7180000046318-processed-gene-0.196-mRNA-1_1&gene=snap_masked-scf7180000046318-processed-gene-0.196&CDS=1-801
3569	OG0003569	YOR111W	genemark-scf7180000046318-processed-gene-0.120-mRNA-1_1&gene=genemark-scf7180000046318-processed-gene-0.120&CDS=1-672
3570	OG0003570	YOR112W	snap_masked-scf7180000046318-processed-gene-0.191-mRNA-1_1&gene=snap_masked-scf7180000046318-processed-gene-0.191&CDS=1-2376
3571	OG0003571	YOR113W	genemark-scf7180000046209-processed-gene-0.39-mRNA-1_1&gene=genemark-scf7180000046209-processed-gene-0.39&CDS=1-2598
3572	OG0003572	YOR115C	genemark-scf7180000046318-processed-gene-0.87-mRNA-1_1&gene=genemark-scf7180000046318-processed-gene-0.87&CDS=1-813
3573	OG0003573	YOR116C	genemark-scf7180000046300-processed-gene-0.106-mRNA-1_1&gene=genemark-scf7180000046300-processed-gene-0.106&CDS=1-4386
3574	OG0003574	YOR117W	genemark-scf7180000046319-processed-gene-0.151-mRNA-1_1&gene=genemark-scf7180000046319-processed-gene-0.151&CDS=1-1239
3575	OG0003575	YOR118W	genemark-scf7180000046300-processed-gene-0.79-mRNA-1_1&gene=genemark-scf7180000046300-processed-gene-0.79&CDS=1-1719
3576	OG0003576	YOR119C	genemark-scf7180000046319-processed-gene-0.178-mRNA-1_1&gene=genemark-scf7180000046319-processed-gene-0.178&CDS=1-1512
3577	OG0003577	YOR122C	genemark-scf7180000046300-processed-gene-0.107-mRNA-1_1&gene=genemark-scf7180000046300-processed-gene-0.107&CDS=1-399
3578	OG0003578	YOR123C	genemark-scf7180000046300-processed-gene-0.108-mRNA-1_1&gene=genemark-scf7180000046300-processed-gene-0.108&CDS=1-1455
3579	OG0003579	YOR124C	maker-scf7180000046300-snap-gene-0.206-mRNA-1_1&gene=maker-scf7180000046300-snap-gene-0.206&CDS=1-4107
