	OrthologID	Ashbya_aceri	Saccharomyces_cerevisiae
2926	OG0002926	genemark-CP006025.1-processed-gene-7.23-mRNA-1_1&gene=genemark-CP006025.1-processed-gene-7.23&CDS=1-651	YJL097W
2927	OG0002927	augustus_masked-CP006025.1-processed-gene-7.124-mRNA-1_1&gene=augustus_masked-CP006025.1-processed-gene-7.124&CDS=1-477	YJL096W
2928	OG0002928	augustus_masked-CP006025.1-processed-gene-7.125-mRNA-1_1&gene=augustus_masked-CP006025.1-processed-gene-7.125&CDS=1-4128	YJL095W
2929	OG0002929	augustus_masked-CP006025.1-processed-gene-7.126-mRNA-1_1&gene=augustus_masked-CP006025.1-processed-gene-7.126&CDS=1-3093	YJL092W
2930	OG0002930	genemark-CP006025.1-processed-gene-7.44-mRNA-1_1&gene=genemark-CP006025.1-processed-gene-7.44&CDS=1-1440	YJL091C
2931	OG0002931	snap_masked-CP006025.1-processed-gene-7.97-mRNA-1_1&gene=snap_masked-CP006025.1-processed-gene-7.97&CDS=1-2022	YJL090C
2932	OG0002932	genemark-CP006025.1-processed-gene-7.27-mRNA-1_1&gene=genemark-CP006025.1-processed-gene-7.27&CDS=1-2559	YJL089W
2933	OG0002933	genemark-CP006025.1-processed-gene-7.29-mRNA-1_1&gene=genemark-CP006025.1-processed-gene-7.29&CDS=1-984	YJL088W
2934	OG0002934	genemark-CP006025.1-processed-gene-7.46-mRNA-1_1&gene=genemark-CP006025.1-processed-gene-7.46&CDS=1-2451	YJL087C
2935	OG0002935	genemark-CP006025.1-processed-gene-7.30-mRNA-1_1&gene=genemark-CP006025.1-processed-gene-7.30&CDS=1-1842	YJL085W
2936	OG0002936	snap_masked-CP006025.1-processed-gene-8.57-mRNA-1_1&gene=snap_masked-CP006025.1-processed-gene-8.57&CDS=1-2493	YJL084C
2937	OG0002937	augustus_masked-CP006025.1-processed-gene-8.8-mRNA-1_1&gene=augustus_masked-CP006025.1-processed-gene-8.8&CDS=1-414	YKR020W
2938	OG0002938	genemark-CP006025.1-processed-gene-8.118-mRNA-1_1&gene=genemark-CP006025.1-processed-gene-8.118&CDS=1-2232	YJL083W
2939	OG0002939	snap_masked-CP006025.1-processed-gene-8.55-mRNA-1_1&gene=snap_masked-CP006025.1-processed-gene-8.55&CDS=1-1650	YKR017C
2940	OG0002940	genemark-CP006025.1-processed-gene-8.123-mRNA-1_1&gene=genemark-CP006025.1-processed-gene-8.123&CDS=1-1437	YJL081C
2941	OG0002941	genemark-CP006025.1-processed-gene-8.124-mRNA-1_1&gene=genemark-CP006025.1-processed-gene-8.124&CDS=1-1488	YKR016W
2942	OG0002942	genemark-CP006025.1-processed-gene-8.120-mRNA-1_1&gene=genemark-CP006025.1-processed-gene-8.120&CDS=1-1224	YGR159C
2943	OG0002943	genemark-CP006025.1-processed-gene-8.125-mRNA-1_1&gene=genemark-CP006025.1-processed-gene-8.125&CDS=1-1638	YGL045W
2944	OG0002944	genemark-CP006025.1-processed-gene-8.126-mRNA-1_1&gene=genemark-CP006025.1-processed-gene-8.126&CDS=1-714	YGR158C
2945	OG0002945	augustus_masked-CP006025.1-processed-gene-8.30-mRNA-1_1&gene=augustus_masked-CP006025.1-processed-gene-8.30&CDS=1-2535	YGR157W
2946	OG0002946	genemark-CP006025.1-processed-gene-8.148-mRNA-1_1&gene=genemark-CP006025.1-processed-gene-8.148&CDS=1-1518	YLR314C
2947	OG0002947	genemark-CP006025.1-processed-gene-8.130-mRNA-1_1&gene=genemark-CP006025.1-processed-gene-8.130&CDS=1-528	YKL069W
2948	OG0002948	genemark-CP006025.1-processed-gene-8.131-mRNA-1_1&gene=genemark-CP006025.1-processed-gene-8.131&CDS=1-1557	YGL160W
2949	OG0002949	genemark-CP006025.1-processed-gene-8.149-mRNA-1_1&gene=genemark-CP006025.1-processed-gene-8.149&CDS=1-3465	YLR256W
2950	OG0002950	snap_masked-CP006025.1-processed-gene-8.89-mRNA-1_1&gene=snap_masked-CP006025.1-processed-gene-8.89&CDS=1-2202	YLR253W
2951	OG0002951	augustus_masked-CP006025.1-processed-gene-8.35-mRNA-1_1&gene=augustus_masked-CP006025.1-processed-gene-8.35&CDS=1-1857	YLR173W
2952	OG0002952	genemark-CP006025.1-processed-gene-8.134-mRNA-1_1&gene=genemark-CP006025.1-processed-gene-8.134&CDS=1-894	YLR172C
2953	OG0002953	genemark-CP006025.1-processed-gene-8.135-mRNA-1_1&gene=genemark-CP006025.1-processed-gene-8.135&CDS=1-468	YLR170C
2954	OG0002954	genemark-CP006025.1-processed-gene-8.136-mRNA-1_1&gene=genemark-CP006025.1-processed-gene-8.136&CDS=1-1266	YBR287W
2955	OG0002955	snap_masked-CP006025.1-processed-gene-8.73-mRNA-1_1&gene=snap_masked-CP006025.1-processed-gene-8.73&CDS=1-660	YHR181W
2956	OG0002956	snap_masked-CP006025.1-processed-gene-8.74-mRNA-1_1&gene=snap_masked-CP006025.1-processed-gene-8.74&CDS=1-2049	YHR182W
2957	OG0002957	snap_masked-CP006025.1-processed-gene-8.75-mRNA-1_1&gene=snap_masked-CP006025.1-processed-gene-8.75&CDS=1-1476	YHR183W
2958	OG0002958	augustus_masked-CP006025.1-processed-gene-8.22-mRNA-1_1&gene=augustus_masked-CP006025.1-processed-gene-8.22&CDS=1-1857	YHR184W
2959	OG0002959	genemark-CP006025.1-processed-gene-8.154-mRNA-1_1&gene=genemark-CP006025.1-processed-gene-8.154&CDS=1-1032	YGR257C
2960	OG0002960	maker-CP006025.1-snap-gene-8.2-mRNA-1_1&gene=maker-CP006025.1-snap-gene-8.2&CDS=1-2646	YGR258C
2961	OG0002961	genemark-CP006025.1-processed-gene-8.156-mRNA-1_1&gene=genemark-CP006025.1-processed-gene-8.156&CDS=1-957	YOR142W
2962	OG0002962	genemark-CP006025.1-processed-gene-8.140-mRNA-1_1&gene=genemark-CP006025.1-processed-gene-8.140&CDS=1-2319	YOR141C
2963	OG0002963	genemark-CP006025.1-processed-gene-8.158-mRNA-1_1&gene=genemark-CP006025.1-processed-gene-8.158&CDS=1-1101	YOR136W
2964	OG0002964	genemark-CP006025.1-processed-gene-8.141-mRNA-1_1&gene=genemark-CP006025.1-processed-gene-8.141&CDS=1-1854	YDR390C
2965	OG0002965	augustus_masked-CP006025.1-processed-gene-8.40-mRNA-1_1&gene=augustus_masked-CP006025.1-processed-gene-8.40&CDS=1-5328	YDR388W
2966	OG0002966	genemark-CP006025.1-processed-gene-8.163-mRNA-1_1&gene=genemark-CP006025.1-processed-gene-8.163&CDS=1-1584	YOR132W
2967	OG0002967	genemark-CP006025.1-processed-gene-8.142-mRNA-1_1&gene=genemark-CP006025.1-processed-gene-8.142&CDS=1-780	YDR384C
2968	OG0002968	genemark-CP006025.1-processed-gene-8.164-mRNA-1_1&gene=genemark-CP006025.1-processed-gene-8.164&CDS=1-324	YDR382W
2969	OG0002969	genemark-CP006025.1-processed-gene-8.143-mRNA-1_1&gene=genemark-CP006025.1-processed-gene-8.143&CDS=1-843	YOR130C
2970	OG0002970	genemark-CP006025.1-processed-gene-8.144-mRNA-1_1&gene=genemark-CP006025.1-processed-gene-8.144&CDS=1-312	YDR381C-A
2971	OG0002971	maker-CP006025.1-augustus-gene-8.52-mRNA-1_1&gene=maker-CP006025.1-augustus-gene-8.52&CDS=1-660	YDR381W
2972	OG0002972	augustus_masked-CP006025.1-processed-gene-8.46-mRNA-1_1&gene=augustus_masked-CP006025.1-processed-gene-8.46&CDS=1-1047	YFL029C
2973	OG0002973	genemark-CP006025.1-processed-gene-8.168-mRNA-1_1&gene=genemark-CP006025.1-processed-gene-8.168&CDS=1-1053	YLR056W
2974	OG0002974	genemark-CP006025.1-processed-gene-8.169-mRNA-1_1&gene=genemark-CP006025.1-processed-gene-8.169&CDS=1-810	YFL028C
2975	OG0002975	genemark-CP006025.1-processed-gene-8.145-mRNA-1_1&gene=genemark-CP006025.1-processed-gene-8.145&CDS=1-1728	YLR055C
2976	OG0002976	augustus_masked-CP006025.1-processed-gene-8.49-mRNA-1_1&gene=augustus_masked-CP006025.1-processed-gene-8.49&CDS=1-1536	YFL027C
2977	OG0002977	genemark-CP006025.1-processed-gene-8.146-mRNA-1_1&gene=genemark-CP006025.1-processed-gene-8.146&CDS=1-1689	YLR259C
2978	OG0002978	genemark-CP006025.1-processed-gene-9.3-mRNA-1_1&gene=genemark-CP006025.1-processed-gene-9.3&CDS=1-924	YDL179W
2979	OG0002979	snap_masked-CP006025.1-processed-gene-9.54-mRNA-1_1&gene=snap_masked-CP006025.1-processed-gene-9.54&CDS=1-1215	YDL128W
2980	OG0002980	snap_masked-CP006025.1-processed-gene-9.55-mRNA-1_1&gene=snap_masked-CP006025.1-processed-gene-9.55&CDS=1-1278	YDL180W
2981	OG0002981	augustus_masked-CP006025.1-processed-gene-9.113-mRNA-1_1&gene=augustus_masked-CP006025.1-processed-gene-9.113&CDS=1-645	YDL129W
2982	OG0002982	genemark-CP006025.1-processed-gene-9.25-mRNA-1_1&gene=genemark-CP006025.1-processed-gene-9.25&CDS=1-315	YDL130W
2983	OG0002983	genemark-CP006025.1-processed-gene-9.26-mRNA-1_1&gene=genemark-CP006025.1-processed-gene-9.26&CDS=1-609	YGL200C
2984	OG0002984	augustus_masked-CP006025.1-processed-gene-9.116-mRNA-1_1&gene=augustus_masked-CP006025.1-processed-gene-9.116&CDS=1-8016	YGL195W
2985	OG0002985	genemark-CP006025.1-processed-gene-9.28-mRNA-1_1&gene=genemark-CP006025.1-processed-gene-9.28&CDS=1-1347	YGL194C
2986	OG0002986	genemark-CP006025.1-processed-gene-9.10-mRNA-1_1&gene=genemark-CP006025.1-processed-gene-9.10&CDS=1-1677	YGL192W
2987	OG0002987	snap_masked-CP006025.1-processed-gene-9.63-mRNA-1_1&gene=snap_masked-CP006025.1-processed-gene-9.63&CDS=1-897	YDR065W
2988	OG0002988	genemark-CP006025.1-processed-gene-9.29-mRNA-1_1&gene=genemark-CP006025.1-processed-gene-9.29&CDS=1-624	YER139C
2989	OG0002989	snap_masked-CP006025.1-processed-gene-9.64-mRNA-1_1&gene=snap_masked-CP006025.1-processed-gene-9.64&CDS=1-1353	YER140W
2990	OG0002990	genemark-CP006025.1-processed-gene-9.12-mRNA-1_1&gene=genemark-CP006025.1-processed-gene-9.12&CDS=1-2652	YBL023C
2991	OG0002991	augustus_masked-CP006025.1-processed-gene-9.140-mRNA-1_1&gene=augustus_masked-CP006025.1-processed-gene-9.140&CDS=1-2394	YBL024W
2992	OG0002992	augustus_masked-CP006025.1-processed-gene-9.122-mRNA-1_1&gene=augustus_masked-CP006025.1-processed-gene-9.122&CDS=1-393	YER137C
2993	OG0002993	genemark-CP006025.1-processed-gene-9.33-mRNA-1_1&gene=genemark-CP006025.1-processed-gene-9.33&CDS=1-285	YBL026W
2994	OG0002994	genemark-CP006025.1-processed-gene-9.34-mRNA-1_1&gene=genemark-CP006025.1-processed-gene-9.34&CDS=1-1338	YER136W
2995	OG0002995	genemark-CP006025.1-processed-gene-9.35-mRNA-1_1&gene=genemark-CP006025.1-processed-gene-9.35&CDS=1-660	YER163C
2996	OG0002996	augustus_masked-CP006025.1-processed-gene-9.144-mRNA-1_1&gene=augustus_masked-CP006025.1-processed-gene-9.144&CDS=1-861	YHL025W
2997	OG0002997	snap_masked-CP006025.1-processed-gene-9.67-mRNA-1_1&gene=snap_masked-CP006025.1-processed-gene-9.67&CDS=1-2145	YLL032C
2998	OG0002998	genemark-CP006025.1-processed-gene-9.15-mRNA-1_1&gene=genemark-CP006025.1-processed-gene-9.15&CDS=1-2481	YLL034C
2999	OG0002999	genemark-CP006025.1-processed-gene-9.37-mRNA-1_1&gene=genemark-CP006025.1-processed-gene-9.37&CDS=1-1902	YLL035W
3000	OG0003000	genemark-CP006025.1-processed-gene-9.38-mRNA-1_1&gene=genemark-CP006025.1-processed-gene-9.38&CDS=1-1299	YHL027W
3001	OG0003001	augustus_masked-CP006025.1-processed-gene-9.147-mRNA-1_1&gene=augustus_masked-CP006025.1-processed-gene-9.147&CDS=1-1185	YHL028W
3002	OG0003002	genemark-CP006025.1-processed-gene-9.16-mRNA-1_1&gene=genemark-CP006025.1-processed-gene-9.16&CDS=1-1680	YHL029C
3003	OG0003003	genemark-CP006025.1-processed-gene-9.17-mRNA-1_1&gene=genemark-CP006025.1-processed-gene-9.17&CDS=1-459	YGL187C
3004	OG0003004	genemark-CP006025.1-processed-gene-9.19-mRNA-1_1&gene=genemark-CP006025.1-processed-gene-9.19&CDS=1-1368	YGL190C
3005	OG0003005	genemark-CP006025.1-processed-gene-9.40-mRNA-1_1&gene=genemark-CP006025.1-processed-gene-9.40&CDS=1-378	YGL191W
3006	OG0003006	genemark-CP006025.1-processed-gene-9.20-mRNA-1_1&gene=genemark-CP006025.1-processed-gene-9.20&CDS=1-1254	YMR115W
3007	OG0003007	genemark-CP006025.1-processed-gene-9.21-mRNA-1_1&gene=genemark-CP006025.1-processed-gene-9.21&CDS=1-2328	YKL134C
3008	OG0003008	genemark-CP006025.1-processed-gene-9.41-mRNA-1_1&gene=genemark-CP006025.1-processed-gene-9.41&CDS=1-954	YMR116C
3009	OG0003009	genemark-CP006025.1-processed-gene-9.22-mRNA-1_1&gene=genemark-CP006025.1-processed-gene-9.22&CDS=1-2082	YKL135C
3010	OG0003010	genemark-CP006025.1-processed-gene-9.42-mRNA-1_1&gene=genemark-CP006025.1-processed-gene-9.42&CDS=1-327	YKL137W
3011	OG0003011	augustus_masked-CP006025.1-processed-gene-9.130-mRNA-1_1&gene=augustus_masked-CP006025.1-processed-gene-9.130&CDS=1-399	YKL138C
3012	OG0003012	genemark-CP006025.1-processed-gene-9.43-mRNA-1_1&gene=genemark-CP006025.1-processed-gene-9.43&CDS=1-612	YMR117C
3013	OG0003013	augustus_masked-CP006025.1-processed-gene-9.131-mRNA-1_1&gene=augustus_masked-CP006025.1-processed-gene-9.131&CDS=1-204	YKL138C-A
3014	OG0003014	genemark-CP006025.1-processed-gene-9.44-mRNA-1_1&gene=genemark-CP006025.1-processed-gene-9.44&CDS=1-1374	YKL139W
3015	OG0003015	maker-CP006025.1-augustus-gene-9.160-mRNA-1_1&gene=maker-CP006025.1-augustus-gene-9.160&CDS=1-1785	YKL140W
3016	OG0003016	genemark-CP006025.1-processed-gene-9.23-mRNA-1_1&gene=genemark-CP006025.1-processed-gene-9.23&CDS=1-711	YLR025W
3017	OG0003017	genemark-CP006025.1-processed-gene-9.48-mRNA-1_1&gene=genemark-CP006025.1-processed-gene-9.48&CDS=1-987	YLR026C
3018	OG0003018	genemark-CP006025.1-processed-gene-9.49-mRNA-1_1&gene=genemark-CP006025.1-processed-gene-9.49&CDS=1-1257	YLR027C
3019	OG0003019	augustus_masked-CP006025.1-processed-gene-9.133-mRNA-1_1&gene=augustus_masked-CP006025.1-processed-gene-9.133&CDS=1-1878	YMR119W
3020	OG0003020	genemark-CP006025.1-processed-gene-10.58-mRNA-1_1&gene=genemark-CP006025.1-processed-gene-10.58&CDS=1-1770	YMR120C
3021	OG0003021	genemark-CP006025.1-processed-gene-10.55-mRNA-1_1&gene=genemark-CP006025.1-processed-gene-10.55&CDS=1-306	YMR123W
3022	OG0003022	genemark-CP006025.1-processed-gene-10.56-mRNA-1_1&gene=genemark-CP006025.1-processed-gene-10.56&CDS=1-3318	YMR124W
3023	OG0003023	maker-CP006025.1-snap-gene-10.0-mRNA-1_1&gene=maker-CP006025.1-snap-gene-10.0&CDS=1-2580	YMR125W
3024	OG0003024	snap_masked-CP006025.1-processed-gene-10.143-mRNA-1_1&gene=snap_masked-CP006025.1-processed-gene-10.143&CDS=1-795	YMR126C
3025	OG0003025	genemark-CP006025.1-processed-gene-10.61-mRNA-1_1&gene=genemark-CP006025.1-processed-gene-10.61&CDS=1-3258	YLR032W
3026	OG0003026	genemark-CP006025.1-processed-gene-10.87-mRNA-1_1&gene=genemark-CP006025.1-processed-gene-10.87&CDS=1-942	YMR127C
3027	OG0003027	genemark-CP006025.1-processed-gene-10.62-mRNA-1_1&gene=genemark-CP006025.1-processed-gene-10.62&CDS=1-3711	YMR128W
3028	OG0003028	augustus_masked-CP006025.1-processed-gene-10.11-mRNA-1_1&gene=augustus_masked-CP006025.1-processed-gene-10.11&CDS=1-1425	YLR033W
3029	OG0003029	genemark-CP006025.1-processed-gene-10.64-mRNA-1_1&gene=genemark-CP006025.1-processed-gene-10.64&CDS=1-3894	YMR129W
3030	OG0003030	genemark-CP006025.1-processed-gene-10.89-mRNA-1_1&gene=genemark-CP006025.1-processed-gene-10.89&CDS=1-2112	YLR035C
3031	OG0003031	augustus_masked-CP006025.1-processed-gene-10.13-mRNA-1_1&gene=augustus_masked-CP006025.1-processed-gene-10.13&CDS=1-819	YMR130W
3032	OG0003032	genemark-CP006025.1-processed-gene-10.67-mRNA-1_1&gene=genemark-CP006025.1-processed-gene-10.67&CDS=1-1008	YGL222C
3033	OG0003033	genemark-CP006025.1-processed-gene-10.92-mRNA-1_1&gene=genemark-CP006025.1-processed-gene-10.92&CDS=1-1818	YER036C
3034	OG0003034	augustus_masked-CP006025.1-processed-gene-10.16-mRNA-1_1&gene=augustus_masked-CP006025.1-processed-gene-10.16&CDS=1-1125	YGL223C
3035	OG0003035	genemark-CP006025.1-processed-gene-10.69-mRNA-1_1&gene=genemark-CP006025.1-processed-gene-10.69&CDS=1-846	YGL224C
3036	OG0003036	augustus_masked-CP006025.1-processed-gene-10.39-mRNA-1_1&gene=augustus_masked-CP006025.1-processed-gene-10.39&CDS=1-1239	YER038C
3037	OG0003037	genemark-CP006025.1-processed-gene-10.94-mRNA-1_1&gene=genemark-CP006025.1-processed-gene-10.94&CDS=1-987	YGL225W
3038	OG0003038	snap_masked-CP006025.1-processed-gene-10.128-mRNA-1_1&gene=snap_masked-CP006025.1-processed-gene-10.128&CDS=1-2085	YER041W
3039	OG0003039	snap_masked-CP006025.1-processed-gene-10.129-mRNA-1_1&gene=snap_masked-CP006025.1-processed-gene-10.129&CDS=1-567	YER042W
3040	OG0003040	snap_masked-CP006025.1-processed-gene-10.150-mRNA-1_1&gene=snap_masked-CP006025.1-processed-gene-10.150&CDS=1-405	YGL226W
3041	OG0003041	augustus_masked-CP006025.1-processed-gene-10.19-mRNA-1_1&gene=augustus_masked-CP006025.1-processed-gene-10.19&CDS=1-258	YGL226C-A
3042	OG0003042	genemark-CP006025.1-processed-gene-10.95-mRNA-1_1&gene=genemark-CP006025.1-processed-gene-10.95&CDS=1-2475	YGL227W
3043	OG0003043	genemark-CP006025.1-processed-gene-10.96-mRNA-1_1&gene=genemark-CP006025.1-processed-gene-10.96&CDS=1-1347	YER043C
3044	OG0003044	genemark-CP006025.1-processed-gene-10.97-mRNA-1_1&gene=genemark-CP006025.1-processed-gene-10.97&CDS=1-1716	YGL228W
3045	OG0003045	genemark-CP006025.1-processed-gene-10.73-mRNA-1_1&gene=genemark-CP006025.1-processed-gene-10.73&CDS=1-2700	YFR040W
3046	OG0003046	genemark-CP006025.1-processed-gene-10.98-mRNA-1_1&gene=genemark-CP006025.1-processed-gene-10.98&CDS=1-864	YFR041C
3047	OG0003047	genemark-CP006025.1-processed-gene-10.74-mRNA-1_1&gene=genemark-CP006025.1-processed-gene-10.74&CDS=1-633	YFR042W
3048	OG0003048	augustus_masked-CP006025.1-processed-gene-10.45-mRNA-1_1&gene=augustus_masked-CP006025.1-processed-gene-10.45&CDS=1-744	YFR043C
3049	OG0003049	genemark-CP006025.1-processed-gene-10.76-mRNA-1_1&gene=genemark-CP006025.1-processed-gene-10.76&CDS=1-543	YGL231C
3050	OG0003050	snap_masked-CP006025.1-processed-gene-10.156-mRNA-1_1&gene=snap_masked-CP006025.1-processed-gene-10.156&CDS=1-3297	YGL233W
3051	OG0003051	genemark-CP006025.1-processed-gene-10.102-mRNA-1_1&gene=genemark-CP006025.1-processed-gene-10.102&CDS=1-1458	YFR044C
3052	OG0003052	genemark-CP006025.1-processed-gene-10.77-mRNA-1_1&gene=genemark-CP006025.1-processed-gene-10.77&CDS=1-1032	YFR045W
3053	OG0003053	genemark-CP006025.1-processed-gene-10.103-mRNA-1_1&gene=genemark-CP006025.1-processed-gene-10.103&CDS=1-2379	YGL234W
3054	OG0003054	augustus_masked-CP006025.1-processed-gene-10.24-mRNA-1_1&gene=augustus_masked-CP006025.1-processed-gene-10.24&CDS=1-1761	YGL236C
3055	OG0003055	genemark-CP006025.1-processed-gene-10.79-mRNA-1_1&gene=genemark-CP006025.1-processed-gene-10.79&CDS=1-807	YGL237C
3056	OG0003056	genemark-CP006025.1-processed-gene-10.80-mRNA-1_1&gene=genemark-CP006025.1-processed-gene-10.80&CDS=1-786	YFR050C
3057	OG0003057	augustus_masked-CP006025.1-processed-gene-10.27-mRNA-1_1&gene=augustus_masked-CP006025.1-processed-gene-10.27&CDS=1-1065	YGL248W
3058	OG0003058	genemark-CP006025.1-processed-gene-10.105-mRNA-1_1&gene=genemark-CP006025.1-processed-gene-10.105&CDS=1-357	YFR049W
3059	OG0003059	snap_masked-CP006025.1-processed-gene-10.139-mRNA-1_1&gene=snap_masked-CP006025.1-processed-gene-10.139&CDS=1-501	YGL247W
3060	OG0003060	augustus_masked-CP006025.1-processed-gene-10.52-mRNA-1_1&gene=augustus_masked-CP006025.1-processed-gene-10.52&CDS=1-1137	YGL246C
3061	OG0003061	genemark-CP006025.1-processed-gene-10.83-mRNA-1_1&gene=genemark-CP006025.1-processed-gene-10.83&CDS=1-2121	YGL245W
3062	OG0003062	genemark-CP006025.1-processed-gene-10.107-mRNA-1_1&gene=genemark-CP006025.1-processed-gene-10.107&CDS=1-1776	YFR048W
3063	OG0003063	genemark-CP006025.1-processed-gene-10.84-mRNA-1_1&gene=genemark-CP006025.1-processed-gene-10.84&CDS=1-1686	YGL244W
3064	OG0003064	augustus_masked-CP006025.1-processed-gene-10.31-mRNA-1_1&gene=augustus_masked-CP006025.1-processed-gene-10.31&CDS=1-1155	YGL243W
3065	OG0003065	genemark-CP006025.1-processed-gene-10.108-mRNA-1_1&gene=genemark-CP006025.1-processed-gene-10.108&CDS=1-504	YGL242C
3066	OG0003066	snap_masked-CP006025.1-processed-gene-11.51-mRNA-1_1&gene=snap_masked-CP006025.1-processed-gene-11.51&CDS=1-2997	YGL241W
3067	OG0003067	augustus_masked-CP006025.1-processed-gene-11.104-mRNA-1_1&gene=augustus_masked-CP006025.1-processed-gene-11.104&CDS=1-1515	YFR047C
3068	OG0003068	genemark-CP006025.1-processed-gene-11.3-mRNA-1_1&gene=genemark-CP006025.1-processed-gene-11.3&CDS=1-2865	YGL238W
3069	OG0003069	genemark-CP006025.1-processed-gene-11.5-mRNA-1_1&gene=genemark-CP006025.1-processed-gene-11.5&CDS=1-1602	YFR051C
3070	OG0003070	genemark-CP006025.1-processed-gene-11.4-mRNA-1_1&gene=genemark-CP006025.1-processed-gene-11.4&CDS=1-2262	YKL034W
3071	OG0003071	snap_masked-CP006025.1-processed-gene-11.86-mRNA-1_1&gene=snap_masked-CP006025.1-processed-gene-11.86&CDS=1-810	YGL250W
3072	OG0003072	genemark-CP006025.1-processed-gene-11.6-mRNA-1_1&gene=genemark-CP006025.1-processed-gene-11.6&CDS=1-1761	YGL252C
3073	OG0003073	genemark-CP006025.1-processed-gene-11.7-mRNA-1_1&gene=genemark-CP006025.1-processed-gene-11.7&CDS=1-816	YFR052W
3074	OG0003074	genemark-CP006025.1-processed-gene-11.37-mRNA-1_1&gene=genemark-CP006025.1-processed-gene-11.37&CDS=1-1464	YGL253W
3075	OG0003075	snap_masked-CP006025.1-processed-gene-11.60-mRNA-1_1&gene=snap_masked-CP006025.1-processed-gene-11.60&CDS=1-2883	YOR098C
3076	OG0003076	genemark-CP006025.1-processed-gene-11.38-mRNA-1_1&gene=genemark-CP006025.1-processed-gene-11.38&CDS=1-570	YOR096W
3077	OG0003077	genemark-CP006025.1-processed-gene-11.9-mRNA-1_1&gene=genemark-CP006025.1-processed-gene-11.9&CDS=1-765	YOR095C
3078	OG0003078	genemark-CP006025.1-processed-gene-11.39-mRNA-1_1&gene=genemark-CP006025.1-processed-gene-11.39&CDS=1-543	YOR094W
3079	OG0003079	augustus_masked-CP006025.1-processed-gene-11.112-mRNA-1_1&gene=augustus_masked-CP006025.1-processed-gene-11.112&CDS=1-4878	YOR093C
3080	OG0003080	augustus_masked-CP006025.1-processed-gene-11.113-mRNA-1_1&gene=augustus_masked-CP006025.1-processed-gene-11.113&CDS=1-1788	YNL094W
3081	OG0003081	genemark-CP006025.1-processed-gene-11.41-mRNA-1_1&gene=genemark-CP006025.1-processed-gene-11.41&CDS=1-1029	YOR091W
3082	OG0003082	genemark-CP006025.1-processed-gene-11.12-mRNA-1_1&gene=genemark-CP006025.1-processed-gene-11.12&CDS=1-1617	YOR090C
3083	OG0003083	genemark-CP006025.1-processed-gene-11.18-mRNA-1_1&gene=genemark-CP006025.1-processed-gene-11.18&CDS=1-1644	YJR052W
3084	OG0003084	snap_masked-CP006025.1-processed-gene-11.90-mRNA-1_1&gene=snap_masked-CP006025.1-processed-gene-11.90&CDS=1-1830	YML046W
3085	OG0003085	snap_masked-CP006025.1-processed-gene-11.70-mRNA-1_1&gene=snap_masked-CP006025.1-processed-gene-11.70&CDS=1-1419	YJR053W
3086	OG0003086	genemark-CP006025.1-processed-gene-11.21-mRNA-1_1&gene=genemark-CP006025.1-processed-gene-11.21&CDS=1-513	YKL013C
3087	OG0003087	genemark-CP006025.1-processed-gene-11.22-mRNA-1_1&gene=genemark-CP006025.1-processed-gene-11.22&CDS=1-3030	YIR023W
3088	OG0003088	augustus_masked-CP006025.1-processed-gene-11.139-mRNA-1_1&gene=augustus_masked-CP006025.1-processed-gene-11.139&CDS=1-633	YIR024C
3089	OG0003089	snap_masked-CP006025.1-processed-gene-11.74-mRNA-1_1&gene=snap_masked-CP006025.1-processed-gene-11.74&CDS=1-5103	YKL014C
3090	OG0003090	genemark-CP006025.1-processed-gene-11.44-mRNA-1_1&gene=genemark-CP006025.1-processed-gene-11.44&CDS=1-2475	YKL015W
3091	OG0003091	augustus_masked-CP006025.1-processed-gene-11.124-mRNA-1_1&gene=augustus_masked-CP006025.1-processed-gene-11.124&CDS=1-2487	YKL017C
