	OrthologID	Saccharomyces_cerevisiae	Saprochaete_clavata
2568	OG0002568	YMR178W	-processed-gene-0.28-mRNA-1_1&gene=snap_masked-gi|736520269|emb|CBXB010000127.1|-processed-gene-0.28&CDS=1-903
2569	OG0002569	YMR185W	-processed-gene-0.122-mRNA-1_1&gene=augustus_masked-gi|736520284|emb|CBXB010000112.1|-processed-gene-0.122&CDS=1-4053
2570	OG0002570	YMR186W	-processed-gene-0.19-mRNA-1_1&gene=snap_masked-gi|736520333|emb|CBXB010000063.1|-processed-gene-0.19&CDS=1-2127
2571	OG0002571	YMR188C	-processed-gene-0.28-mRNA-1_1&gene=snap_masked-gi|736520204|emb|CBXB010000175.1|-processed-gene-0.28&CDS=1-708
2572	OG0002572	YMR189W	-processed-gene-0.93-mRNA-1_1&gene=snap_masked-gi|736520407|emb|CBXB010000020.1|-processed-gene-0.93&CDS=1-3105
2573	OG0002573	YMR190C	-processed-gene-2.51-mRNA-1_1&gene=snap_masked-gi|736520376|emb|CBXB010000040.1|-processed-gene-2.51&CDS=1-4230
2574	OG0002574	YMR193W	-snap-gene-1.101-mRNA-1_1&gene=maker-gi|736520322|emb|CBXB010000074.1|-snap-gene-1.101&CDS=1-1071
2575	OG0002575	YMR194C-B	-processed-gene-0.50-mRNA-1_1&gene=snap_masked-gi|736520407|emb|CBXB010000020.1|-processed-gene-0.50&CDS=1-282
2576	OG0002576	YMR196W	-snap-gene-0.57-mRNA-1_1&gene=maker-gi|736520323|emb|CBXB010000073.1|-snap-gene-0.57&CDS=1-3240
2577	OG0002577	YMR197C	-augustus-gene-0.2-mRNA-1_1&gene=maker-gi|736520229|emb|CBXB010000155.1|-augustus-gene-0.2&CDS=1-684
2578	OG0002578	YMR200W	-snap-gene-1.1-mRNA-1_1&gene=maker-gi|736520405|emb|CBXB010000021.1|-snap-gene-1.1&CDS=1-981
2579	OG0002579	YMR201C	-processed-gene-0.138-mRNA-1_1&gene=snap_masked-gi|736520250|emb|CBXB010000142.1|-processed-gene-0.138&CDS=1-1155
2580	OG0002580	YMR202W	-processed-gene-1.113-mRNA-1_1&gene=augustus_masked-gi|736520322|emb|CBXB010000074.1|-processed-gene-1.113&CDS=1-660
2581	OG0002581	YMR203W	-processed-gene-0.1-mRNA-1_1&gene=snap_masked-gi|736520436|emb|CBXB010000004.1|-processed-gene-0.1&CDS=1-1158
2582	OG0002582	YMR205C	-processed-gene-0.41-mRNA-1_1&gene=snap_masked-gi|736520314|emb|CBXB010000082.1|-processed-gene-0.41&CDS=1-2958
2583	OG0002583	YMR208W	-snap-gene-1.44-mRNA-1_1&gene=maker-gi|736520429|emb|CBXB010000009.1|-snap-gene-1.44&CDS=1-1638
2584	OG0002584	YMR210W	-processed-gene-0.32-mRNA-1_1&gene=snap_masked-gi|736520381|emb|CBXB010000037.1|-processed-gene-0.32&CDS=1-1380
2585	OG0002585	YMR211W	-processed-gene-0.126-mRNA-1_1&gene=snap_masked-gi|736520283|emb|CBXB010000113.1|-processed-gene-0.126&CDS=1-1674
2586	OG0002586	YMR212C	-snap-gene-3.116-mRNA-1_1&gene=maker-gi|736520379|emb|CBXB010000038.1|-snap-gene-3.116&CDS=1-3213
2587	OG0002587	YMR213W	-processed-gene-3.73-mRNA-1_1&gene=snap_masked-gi|736520379|emb|CBXB010000038.1|-processed-gene-3.73&CDS=1-852
2588	OG0002588	YMR214W	-snap-gene-1.59-mRNA-1_1&gene=maker-gi|736520410|emb|CBXB010000019.1|-snap-gene-1.59&CDS=1-1080
2589	OG0002589	YMR215W	-processed-gene-1.78-mRNA-1_1&gene=snap_masked-gi|736520374|emb|CBXB010000041.1|-processed-gene-1.78&CDS=1-1464
2590	OG0002590	YMR216C	-processed-gene-0.57-mRNA-1_1&gene=snap_masked-gi|736520370|emb|CBXB010000044.1|-processed-gene-0.57&CDS=1-2556
2591	OG0002591	YMR217W	-processed-gene-0.83-mRNA-1_1&gene=augustus_masked-gi|736520275|emb|CBXB010000121.1|-processed-gene-0.83&CDS=1-1575
2592	OG0002592	YMR218C	-processed-gene-0.87-mRNA-1_1&gene=snap_masked-gi|736520354|emb|CBXB010000052.1|-processed-gene-0.87&CDS=1-3582
2593	OG0002593	YMR220W	-snap-gene-1.54-mRNA-1_1&gene=maker-gi|736520410|emb|CBXB010000019.1|-snap-gene-1.54&CDS=1-1572
2594	OG0002594	YMR221C	-processed-gene-1.6-mRNA-1_1&gene=snap_masked-gi|736520370|emb|CBXB010000044.1|-processed-gene-1.6&CDS=1-1575
2595	OG0002595	YMR223W	-snap-gene-0.88-mRNA-1_1&gene=maker-gi|736520310|emb|CBXB010000086.1|-snap-gene-0.88&CDS=1-2364
2596	OG0002596	YMR224C	-snap-gene-0.48-mRNA-1_1&gene=maker-gi|736520405|emb|CBXB010000021.1|-snap-gene-0.48&CDS=1-2343
2597	OG0002597	YMR225C	-snap-gene-0.118-mRNA-1_1&gene=maker-gi|736520390|emb|CBXB010000031.1|-snap-gene-0.118&CDS=1-291
2598	OG0002598	YMR226C	-processed-gene-0.109-mRNA-1_1&gene=augustus_masked-gi|736520324|emb|CBXB010000072.1|-processed-gene-0.109&CDS=1-813
2599	OG0002599	YMR227C	-processed-gene-1.14-mRNA-1_1&gene=augustus_masked-gi|736520422|emb|CBXB010000012.1|-processed-gene-1.14&CDS=1-1893
2600	OG0002600	YMR228W	-snap-gene-1.7-mRNA-1_1&gene=maker-gi|736520422|emb|CBXB010000012.1|-snap-gene-1.7&CDS=1-1053
2601	OG0002601	YMR229C	-snap-gene-0.9-mRNA-1_1&gene=maker-gi|736520284|emb|CBXB010000112.1|-snap-gene-0.9&CDS=1-5706
2602	OG0002602	YMR231W	-augustus-gene-0.49-mRNA-1_1&gene=maker-gi|736520234|emb|CBXB010000152.1|-augustus-gene-0.49&CDS=1-2910
2603	OG0002603	YMR235C	-processed-gene-3.81-mRNA-1_1&gene=snap_masked-gi|736520429|emb|CBXB010000009.1|-processed-gene-3.81&CDS=1-1200
2604	OG0002604	YMR236W	-processed-gene-1.127-mRNA-1_1&gene=snap_masked-gi|736520390|emb|CBXB010000031.1|-processed-gene-1.127&CDS=1-678
2605	OG0002605	YMR239C	-snap-gene-1.4-mRNA-1_1&gene=maker-gi|736520405|emb|CBXB010000021.1|-snap-gene-1.4&CDS=1-2058
2606	OG0002606	YMR240C	-processed-gene-1.34-mRNA-1_1&gene=snap_masked-gi|736520405|emb|CBXB010000021.1|-processed-gene-1.34&CDS=1-1482
2607	OG0002607	YMR241W	-processed-gene-5.39-mRNA-1_1&gene=snap_masked-gi|736520429|emb|CBXB010000009.1|-processed-gene-5.39&CDS=1-933
2608	OG0002608	YMR244C-A	-processed-gene-1.145-mRNA-1_1&gene=snap_masked-gi|736520387|emb|CBXB010000033.1|-processed-gene-1.145&CDS=1-327
2609	OG0002609	YMR244W	-processed-gene-0.12-mRNA-1_1&gene=snap_masked-gi|736520432|emb|CBXB010000007.1|-processed-gene-0.12&CDS=1-1647
2610	OG0002610	YMR247C	-processed-gene-0.17-mRNA-1_1&gene=augustus_masked-gi|736520356|emb|CBXB010000051.1|-processed-gene-0.17&CDS=1-5640
2611	OG0002611	YMR250W	-processed-gene-0.196-mRNA-1_1&gene=augustus_masked-gi|736520329|emb|CBXB010000067.1|-processed-gene-0.196&CDS=1-1713
2612	OG0002612	YMR256C	-processed-gene-1.11-mRNA-1_1&gene=genemark-gi|736520300|emb|CBXB010000096.1|-processed-gene-1.11&CDS=1-186
2613	OG0002613	YMR259C	-processed-gene-0.118-mRNA-1_1&gene=augustus_masked-gi|736520393|emb|CBXB010000029.1|-processed-gene-0.118&CDS=1-4833
2614	OG0002614	YMR260C	-processed-gene-0.68-mRNA-1_1&gene=snap_masked-gi|736520393|emb|CBXB010000029.1|-processed-gene-0.68&CDS=1-462
2615	OG0002615	YMR262W	-processed-gene-0.33-mRNA-1_1&gene=snap_masked-gi|736520314|emb|CBXB010000082.1|-processed-gene-0.33&CDS=1-1023
2616	OG0002616	YMR263W	-processed-gene-0.79-mRNA-1_1&gene=snap_masked-gi|736520362|emb|CBXB010000049.1|-processed-gene-0.79&CDS=1-855
2617	OG0002617	YMR264W	-processed-gene-0.36-mRNA-1_1&gene=snap_masked-gi|736520383|emb|CBXB010000036.1|-processed-gene-0.36&CDS=1-663
2618	OG0002618	YMR265C	-processed-gene-0.36-mRNA-1_1&gene=augustus_masked-gi|736520362|emb|CBXB010000049.1|-processed-gene-0.36&CDS=1-1173
2619	OG0002619	YMR266W	-processed-gene-2.78-mRNA-1_1&gene=snap_masked-gi|736520376|emb|CBXB010000040.1|-processed-gene-2.78&CDS=1-2694
2620	OG0002620	YMR268C	-processed-gene-0.126-mRNA-1_1&gene=augustus_masked-gi|736520397|emb|CBXB010000026.1|-processed-gene-0.126&CDS=1-2970
2621	OG0002621	YMR269W	-processed-gene-2.92-mRNA-1_1&gene=snap_masked-gi|736520435|emb|CBXB010000005.1|-processed-gene-2.92&CDS=1-939
2622	OG0002622	YMR272C	-processed-gene-0.51-mRNA-1_1&gene=snap_masked-gi|736520252|emb|CBXB010000141.1|-processed-gene-0.51&CDS=1-1155
2623	OG0002623	YMR274C	-processed-gene-1.131-mRNA-1_1&gene=augustus_masked-gi|736520374|emb|CBXB010000041.1|-processed-gene-1.131&CDS=1-1065
2624	OG0002624	YMR277W	-snap-gene-0.16-mRNA-1_1&gene=maker-gi|736520328|emb|CBXB010000068.1|-snap-gene-0.16&CDS=1-2421
2625	OG0002625	YMR278W	-processed-gene-0.26-mRNA-1_1&gene=snap_masked-gi|736520328|emb|CBXB010000068.1|-processed-gene-0.26&CDS=1-1806
2626	OG0002626	YMR280C	-processed-gene-0.18-mRNA-1_1&gene=augustus_masked-gi|736520297|emb|CBXB010000099.1|-processed-gene-0.18&CDS=1-3108
2627	OG0002627	YMR281W	-processed-gene-1.158-mRNA-1_1&gene=augustus_masked-gi|736520322|emb|CBXB010000074.1|-processed-gene-1.158&CDS=1-993
2628	OG0002628	YMR284W	-processed-gene-0.92-mRNA-1_1&gene=snap_masked-gi|736520289|emb|CBXB010000107.1|-processed-gene-0.92&CDS=1-2346
2629	OG0002629	YMR286W	-processed-gene-0.57-mRNA-1_1&gene=snap_masked-gi|736520289|emb|CBXB010000107.1|-processed-gene-0.57&CDS=1-249
2630	OG0002630	YMR287C	-processed-gene-1.83-mRNA-1_1&gene=snap_masked-gi|736520356|emb|CBXB010000051.1|-processed-gene-1.83&CDS=1-3729
2631	OG0002631	YMR288W	-processed-gene-0.27-mRNA-1_1&gene=snap_masked-gi|736520143|emb|CBXB010000230.1|-processed-gene-0.27&CDS=1-3348
2632	OG0002632	YMR289W	-processed-gene-0.177-mRNA-1_1&gene=snap_masked-gi|736520310|emb|CBXB010000086.1|-processed-gene-0.177&CDS=1-1065
2633	OG0002633	YMR290C	-processed-gene-0.46-mRNA-1_1&gene=snap_masked-gi|736520347|emb|CBXB010000055.1|-processed-gene-0.46&CDS=1-2094
2634	OG0002634	YMR292W	-processed-gene-1.38-mRNA-1_1&gene=snap_masked-gi|736520379|emb|CBXB010000038.1|-processed-gene-1.38&CDS=1-198
2635	OG0002635	YMR293C	-processed-gene-3.71-mRNA-1_1&gene=snap_masked-gi|736520429|emb|CBXB010000009.1|-processed-gene-3.71&CDS=1-1536
2636	OG0002636	YMR296C	-processed-gene-1.91-mRNA-1_1&gene=snap_masked-gi|736520410|emb|CBXB010000019.1|-processed-gene-1.91&CDS=1-1674
2637	OG0002637	YMR297W	-processed-gene-0.90-mRNA-1_1&gene=snap_masked-gi|736520329|emb|CBXB010000067.1|-processed-gene-0.90&CDS=1-1668
2638	OG0002638	YMR300C	-processed-gene-0.86-mRNA-1_1&gene=snap_masked-gi|736520438|emb|CBXB010000003.1|-processed-gene-0.86&CDS=1-1593
2639	OG0002639	YMR301C	-processed-gene-0.58-mRNA-1_1&gene=snap_masked-gi|736520413|emb|CBXB010000017.1|-processed-gene-0.58&CDS=1-2325
2640	OG0002640	YMR302C	-snap-gene-0.74-mRNA-1_1&gene=maker-gi|736520277|emb|CBXB010000119.1|-snap-gene-0.74&CDS=1-2823
2641	OG0002641	YMR304W	-processed-gene-0.141-mRNA-1_1&gene=snap_masked-gi|736520278|emb|CBXB010000118.1|-processed-gene-0.141&CDS=1-3744
2642	OG0002642	YMR307W	-processed-gene-0.226-mRNA-1_1&gene=snap_masked-gi|736520310|emb|CBXB010000086.1|-processed-gene-0.226&CDS=1-1671
2643	OG0002643	YMR308C	-processed-gene-0.80-mRNA-1_1&gene=snap_masked-gi|736520379|emb|CBXB010000038.1|-processed-gene-0.80&CDS=1-3324
2644	OG0002644	YMR309C	-processed-gene-0.68-mRNA-1_1&gene=snap_masked-gi|736520316|emb|CBXB010000080.1|-processed-gene-0.68&CDS=1-2580
2645	OG0002645	YMR311C	-processed-gene-0.127-mRNA-1_1&gene=snap_masked-gi|736520277|emb|CBXB010000119.1|-processed-gene-0.127&CDS=1-633
2646	OG0002646	YMR312W	-processed-gene-0.30-mRNA-1_1&gene=augustus_masked-gi|736520252|emb|CBXB010000141.1|-processed-gene-0.30&CDS=1-885
2647	OG0002647	YMR313C	-augustus-gene-0.61-mRNA-1_1&gene=maker-gi|736520252|emb|CBXB010000141.1|-augustus-gene-0.61&CDS=1-2907
2648	OG0002648	YMR314W	-processed-gene-0.184-mRNA-1_1&gene=augustus_masked-gi|736520277|emb|CBXB010000119.1|-processed-gene-0.184&CDS=1-837
2649	OG0002649	YMR315W	-processed-gene-0.70-mRNA-1_1&gene=snap_masked-gi|736520308|emb|CBXB010000088.1|-processed-gene-0.70&CDS=1-1068
2650	OG0002650	YNL001W	-processed-gene-1.179-mRNA-1_1&gene=snap_masked-gi|736520387|emb|CBXB010000033.1|-processed-gene-1.179&CDS=1-1161
2651	OG0002651	YNL003C	-processed-gene-2.54-mRNA-1_1&gene=snap_masked-gi|736520379|emb|CBXB010000038.1|-processed-gene-2.54&CDS=1-831
2652	OG0002652	YNL005C	-snap-gene-0.5-mRNA-1_1&gene=maker-gi|736520284|emb|CBXB010000112.1|-snap-gene-0.5&CDS=1-1221
2653	OG0002653	YNL006W	-processed-gene-2.91-mRNA-1_1&gene=snap_masked-gi|736520376|emb|CBXB010000040.1|-processed-gene-2.91&CDS=1-936
2654	OG0002654	YNL007C	-processed-gene-0.52-mRNA-1_1&gene=snap_masked-gi|736520266|emb|CBXB010000130.1|-processed-gene-0.52&CDS=1-1119
2655	OG0002655	YNL010W	-processed-gene-0.44-mRNA-1_1&gene=snap_masked-gi|736520279|emb|CBXB010000117.1|-processed-gene-0.44&CDS=1-777
2656	OG0002656	YNL011C	-processed-gene-0.72-mRNA-1_1&gene=snap_masked-gi|736520424|emb|CBXB010000011.1|-processed-gene-0.72&CDS=1-2043
2657	OG0002657	YNL014W	-processed-gene-2.42-mRNA-1_1&gene=snap_masked-gi|736520335|emb|CBXB010000062.1|-processed-gene-2.42&CDS=1-3147
2658	OG0002658	YNL016W	-snap-gene-0.108-mRNA-1_1&gene=maker-gi|736520293|emb|CBXB010000103.1|-snap-gene-0.108&CDS=1-1239
2659	OG0002659	YNL021W	-processed-gene-0.112-mRNA-1_1&gene=snap_masked-gi|736520373|emb|CBXB010000042.1|-processed-gene-0.112&CDS=1-2334
2660	OG0002660	YNL022C	-processed-gene-0.96-mRNA-1_1&gene=augustus_masked-gi|736520284|emb|CBXB010000112.1|-processed-gene-0.96&CDS=1-1902
2661	OG0002661	YNL023C	-processed-gene-0.17-mRNA-1_1&gene=augustus_masked-gi|736520348|emb|CBXB010000054.1|-processed-gene-0.17&CDS=1-2517
2662	OG0002662	YNL024C	-processed-gene-0.30-mRNA-1_1&gene=genemark-gi|736520170|emb|CBXB010000208.1|-processed-gene-0.30&CDS=1-753
2663	OG0002663	YNL024C-A	-augustus-gene-0.199-mRNA-1_1&gene=maker-gi|736520397|emb|CBXB010000026.1|-augustus-gene-0.199&CDS=1-243
2664	OG0002664	YNL025C	-augustus-gene-0.83-mRNA-1_1&gene=maker-gi|736520373|emb|CBXB010000042.1|-augustus-gene-0.83&CDS=1-867
2665	OG0002665	YNL027W	-processed-gene-1.77-mRNA-1_1&gene=snap_masked-gi|736520410|emb|CBXB010000019.1|-processed-gene-1.77&CDS=1-2325
2666	OG0002666	YNL032W	-processed-gene-0.138-mRNA-1_1&gene=genemark-gi|736520300|emb|CBXB010000096.1|-processed-gene-0.138&CDS=1-1611
2667	OG0002667	YNL035C	-processed-gene-0.83-mRNA-1_1&gene=snap_masked-gi|736520438|emb|CBXB010000003.1|-processed-gene-0.83&CDS=1-1275
2668	OG0002668	YNL036W	-processed-gene-0.98-mRNA-1_1&gene=snap_masked-gi|736520373|emb|CBXB010000042.1|-processed-gene-0.98&CDS=1-681
2669	OG0002669	YNL037C	-processed-gene-1.56-mRNA-1_1&gene=snap_masked-gi|736520429|emb|CBXB010000009.1|-processed-gene-1.56&CDS=1-1098
2670	OG0002670	YNL039W	-processed-gene-0.23-mRNA-1_1&gene=augustus_masked-gi|736520365|emb|CBXB010000047.1|-processed-gene-0.23&CDS=1-3105
2671	OG0002671	YNL041C	-processed-gene-0.100-mRNA-1_1&gene=augustus_masked-gi|736520393|emb|CBXB010000029.1|-processed-gene-0.100&CDS=1-2250
2672	OG0002672	YNL042W	-processed-gene-0.137-mRNA-1_1&gene=snap_masked-gi|736520283|emb|CBXB010000113.1|-processed-gene-0.137&CDS=1-3105
2673	OG0002673	YNL044W	-processed-gene-0.23-mRNA-1_1&gene=snap_masked-gi|736520194|emb|CBXB010000184.1|-processed-gene-0.23&CDS=1-537
2674	OG0002674	YNL045W	-processed-gene-0.136-mRNA-1_1&gene=snap_masked-gi|736520283|emb|CBXB010000113.1|-processed-gene-0.136&CDS=1-2127
2675	OG0002675	YNL048W	-processed-gene-0.36-mRNA-1_1&gene=snap_masked-gi|736520333|emb|CBXB010000063.1|-processed-gene-0.36&CDS=1-2160
2676	OG0002676	YNL051W	-processed-gene-1.75-mRNA-1_1&gene=snap_masked-gi|736520356|emb|CBXB010000051.1|-processed-gene-1.75&CDS=1-1323
2677	OG0002677	YNL054W	-processed-gene-0.86-mRNA-1_1&gene=snap_masked-gi|736520354|emb|CBXB010000052.1|-processed-gene-0.86&CDS=1-3624
2678	OG0002678	YNL055C	-processed-gene-0.178-mRNA-1_1&gene=augustus_masked-gi|736520329|emb|CBXB010000067.1|-processed-gene-0.178&CDS=1-852
2679	OG0002679	YNL056W	-processed-gene-1.119-mRNA-1_1&gene=snap_masked-gi|736520378|emb|CBXB010000039.1|-processed-gene-1.119&CDS=1-813
2680	OG0002680	YNL059C	-processed-gene-0.113-mRNA-1_1&gene=snap_masked-gi|736520371|emb|CBXB010000043.1|-processed-gene-0.113&CDS=1-2244
2681	OG0002681	YNL061W	-processed-gene-0.63-mRNA-1_1&gene=snap_masked-gi|736520286|emb|CBXB010000110.1|-processed-gene-0.63&CDS=1-2076
2682	OG0002682	YNL062C	-processed-gene-0.80-mRNA-1_1&gene=snap_masked-gi|736520286|emb|CBXB010000110.1|-processed-gene-0.80&CDS=1-1830
2683	OG0002683	YNL063W	-processed-gene-0.117-mRNA-1_1&gene=snap_masked-gi|736520371|emb|CBXB010000043.1|-processed-gene-0.117&CDS=1-1080
2684	OG0002684	YNL065W	-processed-gene-0.95-mRNA-1_1&gene=snap_masked-gi|736520373|emb|CBXB010000042.1|-processed-gene-0.95&CDS=1-1773
2685	OG0002685	YNL066W	-processed-gene-1.75-mRNA-1_1&gene=snap_masked-gi|736520435|emb|CBXB010000005.1|-processed-gene-1.75&CDS=1-1275
2686	OG0002686	YNL070W	-processed-gene-2.30-mRNA-1_1&gene=genemark-gi|736520316|emb|CBXB010000080.1|-processed-gene-2.30&CDS=1-171
2687	OG0002687	YNL071W	-processed-gene-0.112-mRNA-1_1&gene=snap_masked-gi|736520358|emb|CBXB010000050.1|-processed-gene-0.112&CDS=1-1518
2688	OG0002688	YNL072W	-processed-gene-0.80-mRNA-1_1&gene=snap_masked-gi|736520358|emb|CBXB010000050.1|-processed-gene-0.80&CDS=1-909
2689	OG0002689	YNL075W	-processed-gene-1.78-mRNA-1_1&gene=snap_masked-gi|736520422|emb|CBXB010000012.1|-processed-gene-1.78&CDS=1-873
2690	OG0002690	YNL080C	-processed-gene-2.15-mRNA-1_1&gene=snap_masked-gi|736520429|emb|CBXB010000009.1|-processed-gene-2.15&CDS=1-2304
2691	OG0002691	YNL081C	-snap-gene-0.59-mRNA-1_1&gene=maker-gi|736520323|emb|CBXB010000073.1|-snap-gene-0.59&CDS=1-363
2692	OG0002692	YNL082W	-augustus-gene-0.7-mRNA-1_1&gene=maker-gi|736520282|emb|CBXB010000114.1|-augustus-gene-0.7&CDS=1-2943
2693	OG0002693	YNL083W	-snap-gene-0.91-mRNA-1_1&gene=maker-gi|736520370|emb|CBXB010000044.1|-snap-gene-0.91&CDS=1-1644
2694	OG0002694	YNL084C	-processed-gene-0.42-mRNA-1_1&gene=snap_masked-gi|736520387|emb|CBXB010000033.1|-processed-gene-0.42&CDS=1-1305
2695	OG0002695	YNL085W	-processed-gene-0.138-mRNA-1_1&gene=snap_masked-gi|736520385|emb|CBXB010000034.1|-processed-gene-0.138&CDS=1-2595
2696	OG0002696	YNL088W	-processed-gene-0.18-mRNA-1_1&gene=snap_masked-gi|736520305|emb|CBXB010000091.1|-processed-gene-0.18&CDS=1-5145
2697	OG0002697	YNL090W	-augustus-gene-0.2-mRNA-1_1&gene=maker-gi|736520215|emb|CBXB010000166.1|-augustus-gene-0.2&CDS=1-591
2698	OG0002698	YNL092W	-processed-gene-0.29-mRNA-1_1&gene=snap_masked-gi|736520410|emb|CBXB010000019.1|-processed-gene-0.29&CDS=1-1878
2699	OG0002699	YNL094W	-processed-gene-0.50-mRNA-1_1&gene=augustus_masked-gi|736520300|emb|CBXB010000096.1|-processed-gene-0.50&CDS=1-2493
2700	OG0002700	YNL099C	-processed-gene-0.110-mRNA-1_1&gene=snap_masked-gi|736520371|emb|CBXB010000043.1|-processed-gene-0.110&CDS=1-702
2701	OG0002701	YNL102W	-processed-gene-0.129-mRNA-1_1&gene=snap_masked-gi|736520329|emb|CBXB010000067.1|-processed-gene-0.129&CDS=1-4692
2702	OG0002702	YNL107W	-processed-gene-0.73-mRNA-1_1&gene=snap_masked-gi|736520407|emb|CBXB010000020.1|-processed-gene-0.73&CDS=1-705
2703	OG0002703	YNL110C	-processed-gene-0.27-mRNA-1_1&gene=snap_masked-gi|736520212|emb|CBXB010000169.1|-processed-gene-0.27&CDS=1-1119
2704	OG0002704	YNL113W	-processed-gene-1.71-mRNA-1_1&gene=snap_masked-gi|736520422|emb|CBXB010000012.1|-processed-gene-1.71&CDS=1-396
2705	OG0002705	YNL115C	-processed-gene-1.143-mRNA-1_1&gene=augustus_masked-gi|736520322|emb|CBXB010000074.1|-processed-gene-1.143&CDS=1-2052
2706	OG0002706	YNL118C	-snap-gene-2.70-mRNA-1_1&gene=maker-gi|736520379|emb|CBXB010000038.1|-snap-gene-2.70&CDS=1-2958
2707	OG0002707	YNL119W	-processed-gene-0.147-mRNA-1_1&gene=snap_masked-gi|736520385|emb|CBXB010000034.1|-processed-gene-0.147&CDS=1-1599
2708	OG0002708	YNL122C	-processed-gene-0.128-mRNA-1_1&gene=snap_masked-gi|736520335|emb|CBXB010000062.1|-processed-gene-0.128&CDS=1-354
2709	OG0002709	YNL124W	-processed-gene-0.36-mRNA-1_1&gene=snap_masked-gi|736520254|emb|CBXB010000140.1|-processed-gene-0.36&CDS=1-2268
2710	OG0002710	YNL126W	-processed-gene-0.40-mRNA-1_1&gene=snap_masked-gi|736520390|emb|CBXB010000031.1|-processed-gene-0.40&CDS=1-2550
2711	OG0002711	YNL127W	-processed-gene-0.76-mRNA-1_1&gene=augustus_masked-gi|736520390|emb|CBXB010000031.1|-processed-gene-0.76&CDS=1-2745
2712	OG0002712	YNL128W	-processed-gene-0.40-mRNA-1_1&gene=snap_masked-gi|736520347|emb|CBXB010000055.1|-processed-gene-0.40&CDS=1-1095
2713	OG0002713	YNL129W	-processed-gene-0.56-mRNA-1_1&gene=augustus_masked-gi|736520341|emb|CBXB010000058.1|-processed-gene-0.56&CDS=1-675
2714	OG0002714	YNL131W	-processed-gene-0.34-mRNA-1_1&gene=snap_masked-gi|736520347|emb|CBXB010000055.1|-processed-gene-0.34&CDS=1-564
2715	OG0002715	YNL132W	-snap-gene-0.5-mRNA-1_1&gene=maker-gi|736520254|emb|CBXB010000140.1|-snap-gene-0.5&CDS=1-3150
2716	OG0002716	YNL135C	-processed-gene-0.115-mRNA-1_1&gene=snap_masked-gi|736520371|emb|CBXB010000043.1|-processed-gene-0.115&CDS=1-324
2717	OG0002717	YNL136W	-processed-gene-0.97-mRNA-1_1&gene=augustus_masked-gi|736520393|emb|CBXB010000029.1|-processed-gene-0.97&CDS=1-1215
2718	OG0002718	YNL137C	-processed-gene-0.114-mRNA-1_1&gene=snap_masked-gi|736520371|emb|CBXB010000043.1|-processed-gene-0.114&CDS=1-1602
2719	OG0002719	YNL138W	-processed-gene-0.89-mRNA-1_1&gene=snap_masked-gi|736520371|emb|CBXB010000043.1|-processed-gene-0.89&CDS=1-1695
2720	OG0002720	YNL138W-A	-augustus-gene-0.81-mRNA-1_1&gene=maker-gi|736520242|emb|CBXB010000147.1|-augustus-gene-0.81&CDS=1-252
2721	OG0002721	YNL139C	-processed-gene-0.9-mRNA-1_1&gene=augustus_masked-gi|736520242|emb|CBXB010000147.1|-processed-gene-0.9&CDS=1-5646
2722	OG0002722	YNL142W	-processed-gene-0.9-mRNA-1_1&gene=snap_masked-gi|736520304|emb|CBXB010000092.1|-processed-gene-0.9&CDS=1-1497
2723	OG0002723	YNL147W	-processed-gene-0.112-mRNA-1_1&gene=augustus_masked-gi|736520374|emb|CBXB010000041.1|-processed-gene-0.112&CDS=1-513
2724	OG0002724	YNL148C	-processed-gene-0.129-mRNA-1_1&gene=augustus_masked-gi|736520374|emb|CBXB010000041.1|-processed-gene-0.129&CDS=1-909
2725	OG0002725	YNL151C	-processed-gene-1.90-mRNA-1_1&gene=augustus_masked-gi|736520370|emb|CBXB010000044.1|-processed-gene-1.90&CDS=1-735
2726	OG0002726	YNL152W	-processed-gene-1.49-mRNA-1_1&gene=snap_masked-gi|736520370|emb|CBXB010000044.1|-processed-gene-1.49&CDS=1-2388
2727	OG0002727	YNL153C	-snap-gene-0.0-mRNA-1_1&gene=maker-gi|736520320|emb|CBXB010000076.1|-snap-gene-0.0&CDS=1-396
2728	OG0002728	YNL155W	-processed-gene-0.72-mRNA-1_1&gene=snap_masked-gi|736520407|emb|CBXB010000020.1|-processed-gene-0.72&CDS=1-1047
2729	OG0002729	YNL161W	-processed-gene-0.55-mRNA-1_1&gene=snap_masked-gi|736520362|emb|CBXB010000049.1|-processed-gene-0.55&CDS=1-1968
2730	OG0002730	YNL162W-A	-processed-gene-0.18-mRNA-1_1&gene=snap_masked-gi|736520328|emb|CBXB010000068.1|-processed-gene-0.18&CDS=1-267
2731	OG0002731	YNL163C	-processed-gene-1.3-mRNA-1_1&gene=snap_masked-gi|736520420|emb|CBXB010000014.1|-processed-gene-1.3&CDS=1-3321
2732	OG0002732	YNL168C	-processed-gene-1.225-mRNA-1_1&gene=snap_masked-gi|736520322|emb|CBXB010000074.1|-processed-gene-1.225&CDS=1-702
2733	OG0002733	YNL169C	-processed-gene-0.75-mRNA-1_1&gene=snap_masked-gi|736520370|emb|CBXB010000044.1|-processed-gene-0.75&CDS=1-2079
2734	OG0002734	YNL172W	-processed-gene-0.21-mRNA-1_1&gene=snap_masked-gi|736520333|emb|CBXB010000063.1|-processed-gene-0.21&CDS=1-4491
