	OrthologID	Arxula_adeninivorans	Saccharomyces_cerevisiae
2565	OG0002565	augustus_masked-Arad1D-processed-gene-8.97-mRNA-1_1&gene=augustus_masked-Arad1D-processed-gene-8.97&CDS=1-612	YIR042C
2566	OG0002566	maker-Arad1D-snap-gene-8.172-mRNA-1_1&gene=maker-Arad1D-snap-gene-8.172&CDS=1-1911	YMR100W
2567	OG0002567	augustus_masked-Arad1D-processed-gene-8.99-mRNA-1_1&gene=augustus_masked-Arad1D-processed-gene-8.99&CDS=1-2208	YNL085W
2568	OG0002568	augustus_masked-Arad1D-processed-gene-8.100-mRNA-1_1&gene=augustus_masked-Arad1D-processed-gene-8.100&CDS=1-975	YKL120W
2569	OG0002569	augustus_masked-Arad1D-processed-gene-8.70-mRNA-1_1&gene=augustus_masked-Arad1D-processed-gene-8.70&CDS=1-4032	YDR301W
2570	OG0002570	augustus_masked-Arad1D-processed-gene-8.71-mRNA-1_1&gene=augustus_masked-Arad1D-processed-gene-8.71&CDS=1-726	YDR302W
2571	OG0002571	augustus_masked-Arad1D-processed-gene-8.73-mRNA-1_1&gene=augustus_masked-Arad1D-processed-gene-8.73&CDS=1-447	YGL103W
2572	OG0002572	augustus_masked-Arad1D-processed-gene-8.101-mRNA-1_1&gene=augustus_masked-Arad1D-processed-gene-8.101&CDS=1-1311	YBR243C
2573	OG0002573	augustus_masked-Arad1D-processed-gene-8.74-mRNA-1_1&gene=augustus_masked-Arad1D-processed-gene-8.74&CDS=1-969	YGL100W
2574	OG0002574	augustus_masked-Arad1D-processed-gene-8.75-mRNA-1_1&gene=augustus_masked-Arad1D-processed-gene-8.75&CDS=1-1065	YGL111W
2575	OG0002575	augustus_masked-Arad1D-processed-gene-8.103-mRNA-1_1&gene=augustus_masked-Arad1D-processed-gene-8.103&CDS=1-1332	YGL110C
2576	OG0002576	maker-Arad1D-augustus-gene-8.178-mRNA-1_1&gene=maker-Arad1D-augustus-gene-8.178&CDS=1-1971	YHR082C
2577	OG0002577	augustus_masked-Arad1D-processed-gene-8.81-mRNA-1_1&gene=augustus_masked-Arad1D-processed-gene-8.81&CDS=1-1707	YLR055C
2578	OG0002578	augustus_masked-Arad1D-processed-gene-8.106-mRNA-1_1&gene=augustus_masked-Arad1D-processed-gene-8.106&CDS=1-1365	YFL027C
2579	OG0002579	augustus_masked-Arad1D-processed-gene-8.109-mRNA-1_1&gene=augustus_masked-Arad1D-processed-gene-8.109&CDS=1-1161	YOR063W
2580	OG0002580	augustus_masked-Arad1D-processed-gene-8.87-mRNA-1_1&gene=augustus_masked-Arad1D-processed-gene-8.87&CDS=1-888	YIL076W
2581	OG0002581	augustus_masked-Arad1D-processed-gene-9.58-mRNA-1_1&gene=augustus_masked-Arad1D-processed-gene-9.58&CDS=1-2004	YBL020W
2582	OG0002582	augustus_masked-Arad1D-processed-gene-9.59-mRNA-1_1&gene=augustus_masked-Arad1D-processed-gene-9.59&CDS=1-2067	YBL024W
2583	OG0002583	snap_masked-Arad1D-processed-gene-9.28-mRNA-1_1&gene=snap_masked-Arad1D-processed-gene-9.28&CDS=1-492	YNL032W
2584	OG0002584	augustus_masked-Arad1D-processed-gene-9.86-mRNA-1_1&gene=augustus_masked-Arad1D-processed-gene-9.86&CDS=1-1611	YJL194W
2585	OG0002585	augustus_masked-Arad1D-processed-gene-9.65-mRNA-1_1&gene=augustus_masked-Arad1D-processed-gene-9.65&CDS=1-654	YBR096W
2586	OG0002586	augustus_masked-Arad1D-processed-gene-9.89-mRNA-1_1&gene=augustus_masked-Arad1D-processed-gene-9.89&CDS=1-960	YCR035C
2587	OG0002587	maker-Arad1D-augustus-gene-9.106-mRNA-1_1&gene=maker-Arad1D-augustus-gene-9.106&CDS=1-324	YGR181W
2588	OG0002588	augustus_masked-Arad1D-processed-gene-9.67-mRNA-1_1&gene=augustus_masked-Arad1D-processed-gene-9.67&CDS=1-927	YCR036W
2589	OG0002589	augustus_masked-Arad1D-processed-gene-9.90-mRNA-1_1&gene=augustus_masked-Arad1D-processed-gene-9.90&CDS=1-3414	YJL197W
2590	OG0002590	maker-Arad1D-augustus-gene-9.110-mRNA-1_1&gene=maker-Arad1D-augustus-gene-9.110&CDS=1-396	YIL087C
2591	OG0002591	augustus_masked-Arad1D-processed-gene-9.68-mRNA-1_1&gene=augustus_masked-Arad1D-processed-gene-9.68&CDS=1-1482	YBR223C
2592	OG0002592	maker-Arad1D-augustus-gene-9.107-mRNA-1_1&gene=maker-Arad1D-augustus-gene-9.107&CDS=1-597	YOR294W
2593	OG0002593	augustus_masked-Arad1D-processed-gene-9.93-mRNA-1_1&gene=augustus_masked-Arad1D-processed-gene-9.93&CDS=1-3444	YCL061C
2594	OG0002594	genemark-Arad1D-processed-gene-9.151-mRNA-1_1&gene=genemark-Arad1D-processed-gene-9.151&CDS=1-1425	YDL238C
2595	OG0002595	augustus_masked-Arad1D-processed-gene-9.96-mRNA-1_1&gene=augustus_masked-Arad1D-processed-gene-9.96&CDS=1-1635	YNL223W
2596	OG0002596	augustus_masked-Arad1D-processed-gene-9.73-mRNA-1_1&gene=augustus_masked-Arad1D-processed-gene-9.73&CDS=1-1203	YJL026W
2597	OG0002597	augustus_masked-Arad1D-processed-gene-9.97-mRNA-1_1&gene=augustus_masked-Arad1D-processed-gene-9.97&CDS=1-2397	YLR182W
2598	OG0002598	augustus_masked-Arad1D-processed-gene-9.98-mRNA-1_1&gene=augustus_masked-Arad1D-processed-gene-9.98&CDS=1-2322	YLR397C
2599	OG0002599	augustus_masked-Arad1D-processed-gene-9.74-mRNA-1_1&gene=augustus_masked-Arad1D-processed-gene-9.74&CDS=1-2673	YJL154C
2600	OG0002600	augustus_masked-Arad1D-processed-gene-9.99-mRNA-1_1&gene=augustus_masked-Arad1D-processed-gene-9.99&CDS=1-966	YOL002C
2601	OG0002601	augustus_masked-Arad1D-processed-gene-9.75-mRNA-1_1&gene=augustus_masked-Arad1D-processed-gene-9.75&CDS=1-1311	YJL155C
2602	OG0002602	genemark-Arad1D-processed-gene-9.134-mRNA-1_1&gene=genemark-Arad1D-processed-gene-9.134&CDS=1-360	YNL081C
2603	OG0002603	augustus_masked-Arad1D-processed-gene-9.78-mRNA-1_1&gene=augustus_masked-Arad1D-processed-gene-9.78&CDS=1-2625	YER069W
2604	OG0002604	augustus_masked-Arad1D-processed-gene-9.101-mRNA-1_1&gene=augustus_masked-Arad1D-processed-gene-9.101&CDS=1-462	YIL062C
2605	OG0002605	augustus_masked-Arad1D-processed-gene-9.80-mRNA-1_1&gene=augustus_masked-Arad1D-processed-gene-9.80&CDS=1-1545	YNL083W
2606	OG0002606	augustus_masked-Arad1D-processed-gene-9.102-mRNA-1_1&gene=augustus_masked-Arad1D-processed-gene-9.102&CDS=1-684	YIL139C
2607	OG0002607	maker-Arad1D-snap-gene-9.54-mRNA-1_1&gene=maker-Arad1D-snap-gene-9.54&CDS=1-2715	YNL082W
2608	OG0002608	augustus_masked-Arad1D-processed-gene-9.103-mRNA-1_1&gene=augustus_masked-Arad1D-processed-gene-9.103&CDS=1-1137	YJR068W
2609	OG0002609	genemark-Arad1D-processed-gene-10.34-mRNA-1_1&gene=genemark-Arad1D-processed-gene-10.34&CDS=1-3555	YPL110C
2610	OG0002610	genemark-Arad1D-processed-gene-10.35-mRNA-1_1&gene=genemark-Arad1D-processed-gene-10.35&CDS=1-2235	YPL109C
2611	OG0002611	augustus_masked-Arad1D-processed-gene-10.115-mRNA-1_1&gene=augustus_masked-Arad1D-processed-gene-10.115&CDS=1-498	YOL108C
2612	OG0002612	augustus_masked-Arad1D-processed-gene-10.117-mRNA-1_1&gene=augustus_masked-Arad1D-processed-gene-10.117&CDS=1-2346	YAL053W
2613	OG0002613	maker-Arad1D-snap-gene-10.107-mRNA-1_1&gene=maker-Arad1D-snap-gene-10.107&CDS=1-3339	YBR008C
2614	OG0002614	augustus_masked-Arad1D-processed-gene-10.146-mRNA-1_1&gene=augustus_masked-Arad1D-processed-gene-10.146&CDS=1-1545	YAL038W
2615	OG0002615	maker-Arad1D-augustus-gene-10.2-mRNA-1_1&gene=maker-Arad1D-augustus-gene-10.2&CDS=1-453	YKL067W
2616	OG0002616	augustus_masked-Arad1D-processed-gene-10.129-mRNA-1_1&gene=augustus_masked-Arad1D-processed-gene-10.129&CDS=1-1020	YHR002W
2617	OG0002617	augustus_masked-Arad1D-processed-gene-10.147-mRNA-1_1&gene=augustus_masked-Arad1D-processed-gene-10.147&CDS=1-1344	YKL027W
2618	OG0002618	augustus_masked-Arad1D-processed-gene-10.149-mRNA-1_1&gene=augustus_masked-Arad1D-processed-gene-10.149&CDS=1-1680	YPR155C
2619	OG0002619	augustus_masked-Arad1D-processed-gene-10.151-mRNA-1_1&gene=augustus_masked-Arad1D-processed-gene-10.151&CDS=1-1707	YDL057W
2620	OG0002620	augustus_masked-Arad1D-processed-gene-10.152-mRNA-1_1&gene=augustus_masked-Arad1D-processed-gene-10.152&CDS=1-1914	YPL184C
2621	OG0002621	augustus_masked-Arad1D-processed-gene-10.133-mRNA-1_1&gene=augustus_masked-Arad1D-processed-gene-10.133&CDS=1-1857	YGL099W
2622	OG0002622	augustus_masked-Arad1D-processed-gene-10.154-mRNA-1_1&gene=augustus_masked-Arad1D-processed-gene-10.154&CDS=1-2256	YMR280C
2623	OG0002623	augustus_masked-Arad1D-processed-gene-10.135-mRNA-1_1&gene=augustus_masked-Arad1D-processed-gene-10.135&CDS=1-810	YLR290C
2624	OG0002624	augustus_masked-Arad1D-processed-gene-10.136-mRNA-1_1&gene=augustus_masked-Arad1D-processed-gene-10.136&CDS=1-1611	YLR286C
2625	OG0002625	augustus_masked-Arad1D-processed-gene-10.155-mRNA-1_1&gene=augustus_masked-Arad1D-processed-gene-10.155&CDS=1-753	YLR285W
2626	OG0002626	augustus_masked-Arad1D-processed-gene-10.137-mRNA-1_1&gene=augustus_masked-Arad1D-processed-gene-10.137&CDS=1-990	YLR026C
2627	OG0002627	augustus_masked-Arad1D-processed-gene-11.57-mRNA-1_1&gene=augustus_masked-Arad1D-processed-gene-11.57&CDS=1-642	YLR025W
2628	OG0002628	augustus_masked-Arad1D-processed-gene-11.59-mRNA-1_1&gene=augustus_masked-Arad1D-processed-gene-11.59&CDS=1-1077	YBR018C
2629	OG0002629	augustus_masked-Arad1D-processed-gene-11.60-mRNA-1_1&gene=augustus_masked-Arad1D-processed-gene-11.60&CDS=1-1641	YER065C
2630	OG0002630	augustus_masked-Arad1D-processed-gene-11.55-mRNA-1_1&gene=augustus_masked-Arad1D-processed-gene-11.55&CDS=1-1923	YNL167C
2631	OG0002631	augustus_masked-Arad1D-processed-gene-11.61-mRNA-1_1&gene=augustus_masked-Arad1D-processed-gene-11.61&CDS=1-1461	YER046W
2632	OG0002632	augustus_masked-Arad1D-processed-gene-11.86-mRNA-1_1&gene=augustus_masked-Arad1D-processed-gene-11.86&CDS=1-222	YHR143W-A
2633	OG0002633	snap_masked-Arad1D-processed-gene-11.11-mRNA-1_1&gene=snap_masked-Arad1D-processed-gene-11.11&CDS=1-1767	YPL005W
2634	OG0002634	augustus_masked-Arad1D-processed-gene-11.87-mRNA-1_1&gene=augustus_masked-Arad1D-processed-gene-11.87&CDS=1-795	YIL034C
2635	OG0002635	genemark-Arad1D-processed-gene-11.116-mRNA-1_1&gene=genemark-Arad1D-processed-gene-11.116&CDS=1-3825	YPL006W
2636	OG0002636	snap_masked-Arad1D-processed-gene-11.13-mRNA-1_1&gene=snap_masked-Arad1D-processed-gene-11.13&CDS=1-2106	YPL007C
2637	OG0002637	augustus_masked-Arad1D-processed-gene-11.89-mRNA-1_1&gene=augustus_masked-Arad1D-processed-gene-11.89&CDS=1-966	YOR292C
2638	OG0002638	augustus_masked-Arad1D-processed-gene-11.66-mRNA-1_1&gene=augustus_masked-Arad1D-processed-gene-11.66&CDS=1-1902	YBR182C
2639	OG0002639	augustus_masked-Arad1D-processed-gene-11.68-mRNA-1_1&gene=augustus_masked-Arad1D-processed-gene-11.68&CDS=1-1053	YGR058W
2640	OG0002640	snap_masked-Arad1D-processed-gene-11.18-mRNA-1_1&gene=snap_masked-Arad1D-processed-gene-11.18&CDS=1-5913	YPL085W
2641	OG0002641	maker-Arad1D-augustus-gene-11.105-mRNA-1_1&gene=maker-Arad1D-augustus-gene-11.105&CDS=1-795	YBR185C
2642	OG0002642	maker-Arad1D-augustus-gene-11.106-mRNA-1_1&gene=maker-Arad1D-augustus-gene-11.106&CDS=1-558	YPR028W
2643	OG0002643	augustus_masked-Arad1D-processed-gene-11.71-mRNA-1_1&gene=augustus_masked-Arad1D-processed-gene-11.71&CDS=1-1671	YPL086C
2644	OG0002644	snap_masked-Arad1D-processed-gene-11.45-mRNA-1_1&gene=snap_masked-Arad1D-processed-gene-11.45&CDS=1-1011	YNL217W
2645	OG0002645	augustus_masked-Arad1D-processed-gene-11.74-mRNA-1_1&gene=augustus_masked-Arad1D-processed-gene-11.74&CDS=1-438	YDL235C
2646	OG0002646	augustus_masked-Arad1D-processed-gene-11.96-mRNA-1_1&gene=augustus_masked-Arad1D-processed-gene-11.96&CDS=1-1545	YNL218W
2647	OG0002647	augustus_masked-Arad1D-processed-gene-11.75-mRNA-1_1&gene=augustus_masked-Arad1D-processed-gene-11.75&CDS=1-4449	YJR138W
2648	OG0002648	augustus_masked-Arad1D-processed-gene-11.97-mRNA-1_1&gene=augustus_masked-Arad1D-processed-gene-11.97&CDS=1-1086	YJR139C
2649	OG0002649	augustus_masked-Arad1D-processed-gene-11.77-mRNA-1_1&gene=augustus_masked-Arad1D-processed-gene-11.77&CDS=1-1155	YHR201C
2650	OG0002650	snap_masked-Arad1D-processed-gene-11.49-mRNA-1_1&gene=snap_masked-Arad1D-processed-gene-11.49&CDS=1-1098	YJR141W
2651	OG0002651	maker-Arad1D-snap-gene-11.0-mRNA-1_1&gene=maker-Arad1D-snap-gene-11.0&CDS=1-5760	YJR140C
2652	OG0002652	augustus_masked-Arad1D-processed-gene-11.79-mRNA-1_1&gene=augustus_masked-Arad1D-processed-gene-11.79&CDS=1-777	YDR405W
2653	OG0002653	augustus_masked-Arad1D-processed-gene-11.80-mRNA-1_1&gene=augustus_masked-Arad1D-processed-gene-11.80&CDS=1-945	YJR142W
2654	OG0002654	augustus_masked-Arad1D-processed-gene-11.101-mRNA-1_1&gene=augustus_masked-Arad1D-processed-gene-11.101&CDS=1-2262	YJR143C
2655	OG0002655	augustus_masked-Arad1D-processed-gene-11.83-mRNA-1_1&gene=augustus_masked-Arad1D-processed-gene-11.83&CDS=1-873	YJR144W
2656	OG0002656	augustus_masked-Arad1D-processed-gene-11.85-mRNA-1_1&gene=augustus_masked-Arad1D-processed-gene-11.85&CDS=1-723	YMR048W
2657	OG0002657	maker-Arad1D-augustus-gene-12.121-mRNA-1_1&gene=maker-Arad1D-augustus-gene-12.121&CDS=1-1788	YOR155C
2658	OG0002658	augustus_masked-Arad1D-processed-gene-12.66-mRNA-1_1&gene=augustus_masked-Arad1D-processed-gene-12.66&CDS=1-1980	YHR202W
2659	OG0002659	genemark-Arad1D-processed-gene-12.127-mRNA-1_1&gene=genemark-Arad1D-processed-gene-12.127&CDS=1-2181	YHR204W
2660	OG0002660	genemark-Arad1D-processed-gene-12.154-mRNA-1_1&gene=genemark-Arad1D-processed-gene-12.154&CDS=1-597	YFL038C
2661	OG0002661	augustus_masked-Arad1D-processed-gene-12.94-mRNA-1_1&gene=augustus_masked-Arad1D-processed-gene-12.94&CDS=1-1944	YER103W
2662	OG0002662	augustus_masked-Arad1D-processed-gene-12.97-mRNA-1_1&gene=augustus_masked-Arad1D-processed-gene-12.97&CDS=1-1797	YGR186W
2663	OG0002663	augustus_masked-Arad1D-processed-gene-12.99-mRNA-1_1&gene=augustus_masked-Arad1D-processed-gene-12.99&CDS=1-729	YGR195W
2664	OG0002664	augustus_masked-Arad1D-processed-gene-12.75-mRNA-1_1&gene=augustus_masked-Arad1D-processed-gene-12.75&CDS=1-549	YJR014W
2665	OG0002665	augustus_masked-Arad1D-processed-gene-12.100-mRNA-1_1&gene=augustus_masked-Arad1D-processed-gene-12.100&CDS=1-960	YOR130C
2666	OG0002666	augustus_masked-Arad1D-processed-gene-12.103-mRNA-1_1&gene=augustus_masked-Arad1D-processed-gene-12.103&CDS=1-990	YIL153W
2667	OG0002667	maker-Arad1D-augustus-gene-12.119-mRNA-1_1&gene=maker-Arad1D-augustus-gene-12.119&CDS=1-4995	YJL039C
2668	OG0002668	augustus_masked-Arad1D-processed-gene-12.104-mRNA-1_1&gene=augustus_masked-Arad1D-processed-gene-12.104&CDS=1-1797	YJL041W
2669	OG0002669	augustus_masked-Arad1D-processed-gene-12.78-mRNA-1_1&gene=augustus_masked-Arad1D-processed-gene-12.78&CDS=1-756	YKL152C
2670	OG0002670	augustus_masked-Arad1D-processed-gene-12.106-mRNA-1_1&gene=augustus_masked-Arad1D-processed-gene-12.106&CDS=1-1131	YMR214W
2671	OG0002671	augustus_masked-Arad1D-processed-gene-12.79-mRNA-1_1&gene=augustus_masked-Arad1D-processed-gene-12.79&CDS=1-1542	YMR211W
2672	OG0002672	genemark-Arad1D-processed-gene-12.143-mRNA-1_1&gene=genemark-Arad1D-processed-gene-12.143&CDS=1-417	YER044C
2673	OG0002673	snap_masked-Arad1D-processed-gene-12.18-mRNA-1_1&gene=snap_masked-Arad1D-processed-gene-12.18&CDS=1-1761	YMR221C
2674	OG0002674	augustus_masked-Arad1D-processed-gene-12.110-mRNA-1_1&gene=augustus_masked-Arad1D-processed-gene-12.110&CDS=1-1419	YCR054C
2675	OG0002675	snap_masked-Arad1D-processed-gene-12.19-mRNA-1_1&gene=snap_masked-Arad1D-processed-gene-12.19&CDS=1-597	YLR281C
2676	OG0002676	augustus_masked-Arad1D-processed-gene-12.84-mRNA-1_1&gene=augustus_masked-Arad1D-processed-gene-12.84&CDS=1-1767	YJL093C
2677	OG0002677	augustus_masked-Arad1D-processed-gene-12.111-mRNA-1_1&gene=augustus_masked-Arad1D-processed-gene-12.111&CDS=1-1056	YJR149W
2678	OG0002678	augustus_masked-Arad1D-processed-gene-12.88-mRNA-1_1&gene=augustus_masked-Arad1D-processed-gene-12.88&CDS=1-1347	YML126C
2679	OG0002679	augustus_masked-Arad1D-processed-gene-12.115-mRNA-1_1&gene=augustus_masked-Arad1D-processed-gene-12.115&CDS=1-1545	YML127W
2680	OG0002680	maker-Arad1D-augustus-gene-12.124-mRNA-1_1&gene=maker-Arad1D-augustus-gene-12.124&CDS=1-750	YML092C
2681	OG0002681	maker-Arad1D-augustus-gene-12.125-mRNA-1_1&gene=maker-Arad1D-augustus-gene-12.125&CDS=1-204	YML129C
2682	OG0002682	augustus_masked-Arad1D-processed-gene-13.48-mRNA-1_1&gene=augustus_masked-Arad1D-processed-gene-13.48&CDS=1-1398	YLR097C
2683	OG0002683	maker-Arad1D-augustus-gene-13.145-mRNA-1_1&gene=maker-Arad1D-augustus-gene-13.145&CDS=1-1755	YMR278W
2684	OG0002684	augustus_masked-Arad1D-processed-gene-13.51-mRNA-1_1&gene=augustus_masked-Arad1D-processed-gene-13.51&CDS=1-2250	YMR277W
2685	OG0002685	augustus_masked-Arad1D-processed-gene-13.67-mRNA-1_1&gene=augustus_masked-Arad1D-processed-gene-13.67&CDS=1-1704	YML114C
2686	OG0002686	maker-Arad1D-augustus-gene-13.146-mRNA-1_1&gene=maker-Arad1D-augustus-gene-13.146&CDS=1-1155	YMR276W
2687	OG0002687	augustus_masked-Arad1D-processed-gene-13.70-mRNA-1_1&gene=augustus_masked-Arad1D-processed-gene-13.70&CDS=1-3363	YER110C
2688	OG0002688	augustus_masked-Arad1D-processed-gene-13.72-mRNA-1_1&gene=augustus_masked-Arad1D-processed-gene-13.72&CDS=1-1155	YDR502C
2689	OG0002689	augustus_masked-Arad1D-processed-gene-13.73-mRNA-1_1&gene=augustus_masked-Arad1D-processed-gene-13.73&CDS=1-3681	YJL020C
2690	OG0002690	augustus_masked-Arad1D-processed-gene-13.74-mRNA-1_1&gene=augustus_masked-Arad1D-processed-gene-13.74&CDS=1-4977	YDR283C
2691	OG0002691	maker-Arad1D-augustus-gene-13.147-mRNA-1_1&gene=maker-Arad1D-augustus-gene-13.147&CDS=1-270	YDR286C
2692	OG0002692	maker-Arad1D-augustus-gene-13.148-mRNA-1_1&gene=maker-Arad1D-augustus-gene-13.148&CDS=1-2025	YMR224C
2693	OG0002693	augustus_masked-Arad1D-processed-gene-13.54-mRNA-1_1&gene=augustus_masked-Arad1D-processed-gene-13.54&CDS=1-837	YDR284C
2694	OG0002694	maker-Arad1D-augustus-gene-13.142-mRNA-1_1&gene=maker-Arad1D-augustus-gene-13.142&CDS=1-681	YNL024C
2695	OG0002695	snap_masked-Arad1D-processed-gene-13.99-mRNA-1_1&gene=snap_masked-Arad1D-processed-gene-13.99&CDS=1-7635	YBL088C
2696	OG0002696	augustus_masked-Arad1D-processed-gene-13.76-mRNA-1_1&gene=augustus_masked-Arad1D-processed-gene-13.76&CDS=1-783	YIL093C
2697	OG0002697	maker-Arad1D-snap-gene-13.134-mRNA-1_1&gene=maker-Arad1D-snap-gene-13.134&CDS=1-210	YNL024C-A
2698	OG0002698	augustus_masked-Arad1D-processed-gene-13.77-mRNA-1_1&gene=augustus_masked-Arad1D-processed-gene-13.77&CDS=1-2091	YIL091C
2699	OG0002699	augustus_masked-Arad1D-processed-gene-13.59-mRNA-1_1&gene=augustus_masked-Arad1D-processed-gene-13.59&CDS=1-1416	YIL090W
2700	OG0002700	augustus_masked-Arad1D-processed-gene-13.79-mRNA-1_1&gene=augustus_masked-Arad1D-processed-gene-13.79&CDS=1-1200	YML038C
2701	OG0002701	augustus_masked-Arad1D-processed-gene-13.81-mRNA-1_1&gene=augustus_masked-Arad1D-processed-gene-13.81&CDS=1-279	YBL028C
2702	OG0002702	genemark-Arad1D-processed-gene-13.18-mRNA-1_1&gene=genemark-Arad1D-processed-gene-13.18&CDS=1-315	YAL046C
2703	OG0002703	augustus_masked-Arad1D-processed-gene-13.83-mRNA-1_1&gene=augustus_masked-Arad1D-processed-gene-13.83&CDS=1-2469	YBR083W
2704	OG0002704	augustus_masked-Arad1D-processed-gene-13.64-mRNA-1_1&gene=augustus_masked-Arad1D-processed-gene-13.64&CDS=1-1545	YOR301W
2705	OG0002705	augustus_masked-Arad1D-processed-gene-13.85-mRNA-1_1&gene=augustus_masked-Arad1D-processed-gene-13.85&CDS=1-2004	YHL016C
2706	OG0002706	augustus_masked-Arad1D-processed-gene-13.86-mRNA-1_1&gene=augustus_masked-Arad1D-processed-gene-13.86&CDS=1-1278	YLR438W
2707	OG0002707	augustus_masked-Arad1D-processed-gene-13.87-mRNA-1_1&gene=augustus_masked-Arad1D-processed-gene-13.87&CDS=1-3585	YJR041C
2708	OG0002708	augustus_masked-Arad1D-processed-gene-14.56-mRNA-1_1&gene=augustus_masked-Arad1D-processed-gene-14.56&CDS=1-1662	YJL069C
2709	OG0002709	augustus_masked-Arad1D-processed-gene-14.57-mRNA-1_1&gene=augustus_masked-Arad1D-processed-gene-14.57&CDS=1-1407	YPL094C
2710	OG0002710	augustus_masked-Arad1D-processed-gene-14.58-mRNA-1_1&gene=augustus_masked-Arad1D-processed-gene-14.58&CDS=1-1335	YPL103C
2711	OG0002711	augustus_masked-Arad1D-processed-gene-14.60-mRNA-1_1&gene=augustus_masked-Arad1D-processed-gene-14.60&CDS=1-606	YIL007C
2712	OG0002712	augustus_masked-Arad1D-processed-gene-14.63-mRNA-1_1&gene=augustus_masked-Arad1D-processed-gene-14.63&CDS=1-822	YBR176W
2713	OG0002713	augustus_masked-Arad1D-processed-gene-14.61-mRNA-1_1&gene=augustus_masked-Arad1D-processed-gene-14.61&CDS=1-1353	YMR210W
2714	OG0002714	augustus_masked-Arad1D-processed-gene-14.66-mRNA-1_1&gene=augustus_masked-Arad1D-processed-gene-14.66&CDS=1-1269	YIL063C
2715	OG0002715	augustus_masked-Arad1D-processed-gene-14.87-mRNA-1_1&gene=augustus_masked-Arad1D-processed-gene-14.87&CDS=1-681	YIL064W
2716	OG0002716	maker-Arad1D-augustus-gene-14.106-mRNA-1_1&gene=maker-Arad1D-augustus-gene-14.106&CDS=1-993	YIL061C
2717	OG0002717	augustus_masked-Arad1D-processed-gene-14.68-mRNA-1_1&gene=augustus_masked-Arad1D-processed-gene-14.68&CDS=1-417	YPR100W
2718	OG0002718	augustus_masked-Arad1D-processed-gene-14.70-mRNA-1_1&gene=augustus_masked-Arad1D-processed-gene-14.70&CDS=1-1101	YNL175C
2719	OG0002719	augustus_masked-Arad1D-processed-gene-14.93-mRNA-1_1&gene=augustus_masked-Arad1D-processed-gene-14.93&CDS=1-3315	YEL043W
2720	OG0002720	augustus_masked-Arad1D-processed-gene-14.72-mRNA-1_1&gene=augustus_masked-Arad1D-processed-gene-14.72&CDS=1-882	YNL202W
2721	OG0002721	augustus_masked-Arad1D-processed-gene-14.95-mRNA-1_1&gene=augustus_masked-Arad1D-processed-gene-14.95&CDS=1-744	YEL001C
2722	OG0002722	augustus_masked-Arad1D-processed-gene-14.76-mRNA-1_1&gene=augustus_masked-Arad1D-processed-gene-14.76&CDS=1-279	YIL008W
2723	OG0002723	augustus_masked-Arad1D-processed-gene-14.96-mRNA-1_1&gene=augustus_masked-Arad1D-processed-gene-14.96&CDS=1-732	YIL010W
2724	OG0002724	augustus_masked-Arad1D-processed-gene-14.77-mRNA-1_1&gene=augustus_masked-Arad1D-processed-gene-14.77&CDS=1-954	YOL093W
2725	OG0002725	augustus_masked-Arad1D-processed-gene-14.79-mRNA-1_1&gene=augustus_masked-Arad1D-processed-gene-14.79&CDS=1-1008	YOL094C
2726	OG0002726	augustus_masked-Arad1D-processed-gene-14.97-mRNA-1_1&gene=augustus_masked-Arad1D-processed-gene-14.97&CDS=1-750	YMR274C
2727	OG0002727	genemark-Arad1D-processed-gene-14.132-mRNA-1_1&gene=genemark-Arad1D-processed-gene-14.132&CDS=1-1944	YDR484W
2728	OG0002728	maker-Arad1D-augustus-gene-14.107-mRNA-1_1&gene=maker-Arad1D-augustus-gene-14.107&CDS=1-1419	YHR113W
2729	OG0002729	augustus_masked-Arad1D-processed-gene-14.99-mRNA-1_1&gene=augustus_masked-Arad1D-processed-gene-14.99&CDS=1-801	YIL070C
2730	OG0002730	augustus_masked-Arad1D-processed-gene-14.100-mRNA-1_1&gene=augustus_masked-Arad1D-processed-gene-14.100&CDS=1-1356	YLR210W
2731	OG0002731	augustus_masked-Arad1D-processed-gene-14.81-mRNA-1_1&gene=augustus_masked-Arad1D-processed-gene-14.81&CDS=1-507	YBL043W
2732	OG0002732	augustus_masked-Arad1D-processed-gene-14.101-mRNA-1_1&gene=augustus_masked-Arad1D-processed-gene-14.101&CDS=1-570	YCL001W
2733	OG0002733	augustus_masked-Arad1D-processed-gene-14.82-mRNA-1_1&gene=augustus_masked-Arad1D-processed-gene-14.82&CDS=1-1725	YBL039C
2734	OG0002734	augustus_masked-Arad1D-processed-gene-14.83-mRNA-1_1&gene=augustus_masked-Arad1D-processed-gene-14.83&CDS=1-7533	YBL004W
2735	OG0002735	augustus_masked-Arad1D-processed-gene-14.102-mRNA-1_1&gene=augustus_masked-Arad1D-processed-gene-14.102&CDS=1-465	YJR104C
