	OrthologID	Metschnikowia_arizonensis	Saccharomyces_cerevisiae
2840	OG0002840	augustus_masked-ari-_s74-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-ari-_s74-processed-gene-0.8&CDS=1-2295	YKR090W
2841	OG0002841	maker-ari-_s75-augustus-gene-0.16-mRNA-1_1&gene=maker-ari-_s75-augustus-gene-0.16&CDS=1-1119	YKL113C
2842	OG0002842	augustus_masked-ari-_s75-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-ari-_s75-processed-gene-0.3&CDS=1-747	YOL038W
2843	OG0002843	augustus_masked-ari-_s75-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-ari-_s75-processed-gene-0.2&CDS=1-396	YIR015W
2844	OG0002844	augustus_masked-ari-_s75-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-ari-_s75-processed-gene-0.4&CDS=1-426	YOL026C
2845	OG0002845	augustus_masked-ari-_s76-processed-gene-0.33-mRNA-1_1&gene=augustus_masked-ari-_s76-processed-gene-0.33&CDS=1-1719	YGR124W
2846	OG0002846	augustus_masked-ari-_s76-processed-gene-0.30-mRNA-1_1&gene=augustus_masked-ari-_s76-processed-gene-0.30&CDS=1-828	YFR052W
2847	OG0002847	augustus_masked-ari-_s76-processed-gene-0.34-mRNA-1_1&gene=augustus_masked-ari-_s76-processed-gene-0.34&CDS=1-828	YPL065W
2848	OG0002848	genemark-ari-_s76-processed-gene-0.27-mRNA-1_1&gene=genemark-ari-_s76-processed-gene-0.27&CDS=1-2016	YIL049W
2849	OG0002849	augustus_masked-ari-_s78-processed-gene-0.55-mRNA-1_1&gene=augustus_masked-ari-_s78-processed-gene-0.55&CDS=1-2031	YDR234W
2850	OG0002850	snap_masked-ari-_s78-processed-gene-0.77-mRNA-1_1&gene=snap_masked-ari-_s78-processed-gene-0.77&CDS=1-807	YMR274C
2851	OG0002851	augustus_masked-ari-_s78-processed-gene-0.40-mRNA-1_1&gene=augustus_masked-ari-_s78-processed-gene-0.40&CDS=1-1131	YMR272C
2852	OG0002852	augustus_masked-ari-_s78-processed-gene-0.57-mRNA-1_1&gene=augustus_masked-ari-_s78-processed-gene-0.57&CDS=1-786	YML105C
2853	OG0002853	augustus_masked-ari-_s78-processed-gene-0.59-mRNA-1_1&gene=augustus_masked-ari-_s78-processed-gene-0.59&CDS=1-3261	YPL160W
2854	OG0002854	augustus_masked-ari-_s78-processed-gene-0.60-mRNA-1_1&gene=augustus_masked-ari-_s78-processed-gene-0.60&CDS=1-2646	YMR268C
2855	OG0002855	augustus_masked-ari-_s78-processed-gene-0.44-mRNA-1_1&gene=augustus_masked-ari-_s78-processed-gene-0.44&CDS=1-627	YMR269W
2856	OG0002856	augustus_masked-ari-_s78-processed-gene-0.45-mRNA-1_1&gene=augustus_masked-ari-_s78-processed-gene-0.45&CDS=1-3246	YML104C
2857	OG0002857	augustus_masked-ari-_s78-processed-gene-0.61-mRNA-1_1&gene=augustus_masked-ari-_s78-processed-gene-0.61&CDS=1-5031	YMR229C
2858	OG0002858	augustus_masked-ari-_s78-processed-gene-0.62-mRNA-1_1&gene=augustus_masked-ari-_s78-processed-gene-0.62&CDS=1-1563	YHL010C
2859	OG0002859	augustus_masked-ari-_s78-processed-gene-0.63-mRNA-1_1&gene=augustus_masked-ari-_s78-processed-gene-0.63&CDS=1-690	YKL033W-A
2860	OG0002860	augustus_masked-ari-_s78-processed-gene-0.65-mRNA-1_1&gene=augustus_masked-ari-_s78-processed-gene-0.65&CDS=1-1731	YMR227C
2861	OG0002861	augustus_masked-ari-_s78-processed-gene-0.46-mRNA-1_1&gene=augustus_masked-ari-_s78-processed-gene-0.46&CDS=1-4137	YOR291W
2862	OG0002862	augustus_masked-ari-_s78-processed-gene-0.48-mRNA-1_1&gene=augustus_masked-ari-_s78-processed-gene-0.48&CDS=1-342	YER072W
2863	OG0002863	augustus_masked-ari-_s78-processed-gene-0.49-mRNA-1_1&gene=augustus_masked-ari-_s78-processed-gene-0.49&CDS=1-1572	YKL047W
2864	OG0002864	snap_masked-ari-_s78-processed-gene-0.88-mRNA-1_1&gene=snap_masked-ari-_s78-processed-gene-0.88&CDS=1-2313	YGR178C
2865	OG0002865	augustus_masked-ari-_s78-processed-gene-0.51-mRNA-1_1&gene=augustus_masked-ari-_s78-processed-gene-0.51&CDS=1-2502	YIL068C
2866	OG0002866	augustus_masked-ari-_s78-processed-gene-0.67-mRNA-1_1&gene=augustus_masked-ari-_s78-processed-gene-0.67&CDS=1-1014	YKL095W
2867	OG0002867	augustus_masked-ari-_s78-processed-gene-0.52-mRNA-1_1&gene=augustus_masked-ari-_s78-processed-gene-0.52&CDS=1-291	YDR016C
2868	OG0002868	augustus_masked-ari-_s78-processed-gene-0.68-mRNA-1_1&gene=augustus_masked-ari-_s78-processed-gene-0.68&CDS=1-1461	YHR045W
2869	OG0002869	augustus_masked-ari-_s78-processed-gene-0.54-mRNA-1_1&gene=augustus_masked-ari-_s78-processed-gene-0.54&CDS=1-1227	YHR005C
2870	OG0002870	augustus_masked-ari-_s78-processed-gene-0.69-mRNA-1_1&gene=augustus_masked-ari-_s78-processed-gene-0.69&CDS=1-1323	YBL045C
2871	OG0002871	augustus_masked-ari-_s78-processed-gene-1.52-mRNA-1_1&gene=augustus_masked-ari-_s78-processed-gene-1.52&CDS=1-747	YJR113C
2872	OG0002872	augustus_masked-ari-_s78-processed-gene-1.50-mRNA-1_1&gene=augustus_masked-ari-_s78-processed-gene-1.50&CDS=1-1305	YJL060W
2873	OG0002873	augustus_masked-ari-_s78-processed-gene-1.54-mRNA-1_1&gene=augustus_masked-ari-_s78-processed-gene-1.54&CDS=1-1266	YBR271W
2874	OG0002874	augustus_masked-ari-_s78-processed-gene-1.55-mRNA-1_1&gene=augustus_masked-ari-_s78-processed-gene-1.55&CDS=1-387	YBR269C
2875	OG0002875	snap_masked-ari-_s78-processed-gene-1.130-mRNA-1_1&gene=snap_masked-ari-_s78-processed-gene-1.130&CDS=1-612	YLR262C
2876	OG0002876	augustus_masked-ari-_s78-processed-gene-1.58-mRNA-1_1&gene=augustus_masked-ari-_s78-processed-gene-1.58&CDS=1-354	YMR074C
2877	OG0002877	augustus_masked-ari-_s78-processed-gene-1.60-mRNA-1_1&gene=augustus_masked-ari-_s78-processed-gene-1.60&CDS=1-1566	YOL013C
2878	OG0002878	snap_masked-ari-_s78-processed-gene-1.131-mRNA-1_1&gene=snap_masked-ari-_s78-processed-gene-1.131&CDS=1-3066	YML043C
2879	OG0002879	snap_masked-ari-_s78-processed-gene-1.132-mRNA-1_1&gene=snap_masked-ari-_s78-processed-gene-1.132&CDS=1-1695	YLR259C
2880	OG0002880	augustus_masked-ari-_s78-processed-gene-1.62-mRNA-1_1&gene=augustus_masked-ari-_s78-processed-gene-1.62&CDS=1-399	YOL012C
2881	OG0002881	augustus_masked-ari-_s78-processed-gene-1.84-mRNA-1_1&gene=augustus_masked-ari-_s78-processed-gene-1.84&CDS=1-810	YOR278W
2882	OG0002882	augustus_masked-ari-_s78-processed-gene-1.65-mRNA-1_1&gene=augustus_masked-ari-_s78-processed-gene-1.65&CDS=1-615	YIL010W
2883	OG0002883	augustus_masked-ari-_s78-processed-gene-1.87-mRNA-1_1&gene=augustus_masked-ari-_s78-processed-gene-1.87&CDS=1-1437	YIL039W
2884	OG0002884	augustus_masked-ari-_s78-processed-gene-1.88-mRNA-1_1&gene=augustus_masked-ari-_s78-processed-gene-1.88&CDS=1-615	YDR298C
2885	OG0002885	augustus_masked-ari-_s78-processed-gene-1.66-mRNA-1_1&gene=augustus_masked-ari-_s78-processed-gene-1.66&CDS=1-1074	YEL050C
2886	OG0002886	augustus_masked-ari-_s78-processed-gene-1.90-mRNA-1_1&gene=augustus_masked-ari-_s78-processed-gene-1.90&CDS=1-2574	YKR079C
2887	OG0002887	snap_masked-ari-_s78-processed-gene-1.118-mRNA-1_1&gene=snap_masked-ari-_s78-processed-gene-1.118&CDS=1-2313	YOR080W
2888	OG0002888	augustus_masked-ari-_s78-processed-gene-1.70-mRNA-1_1&gene=augustus_masked-ari-_s78-processed-gene-1.70&CDS=1-2067	YML096W
2889	OG0002889	augustus_masked-ari-_s78-processed-gene-1.72-mRNA-1_1&gene=augustus_masked-ari-_s78-processed-gene-1.72&CDS=1-1704	YBR203W
2890	OG0002890	augustus_masked-ari-_s78-processed-gene-1.73-mRNA-1_1&gene=augustus_masked-ari-_s78-processed-gene-1.73&CDS=1-837	YKR062W
2891	OG0002891	augustus_masked-ari-_s78-processed-gene-1.74-mRNA-1_1&gene=augustus_masked-ari-_s78-processed-gene-1.74&CDS=1-375	YER009W
2892	OG0002892	augustus_masked-ari-_s78-processed-gene-2.115-mRNA-1_1&gene=augustus_masked-ari-_s78-processed-gene-2.115&CDS=1-1140	YPL203W
2893	OG0002893	augustus_masked-ari-_s78-processed-gene-2.117-mRNA-1_1&gene=augustus_masked-ari-_s78-processed-gene-2.117&CDS=1-738	YER010C
2894	OG0002894	augustus_masked-ari-_s78-processed-gene-2.119-mRNA-1_1&gene=augustus_masked-ari-_s78-processed-gene-2.119&CDS=1-684	YJL148W
2895	OG0002895	augustus_masked-ari-_s78-processed-gene-2.121-mRNA-1_1&gene=augustus_masked-ari-_s78-processed-gene-2.121&CDS=1-909	YJR077C
2896	OG0002896	augustus_masked-ari-_s78-processed-gene-2.124-mRNA-1_1&gene=augustus_masked-ari-_s78-processed-gene-2.124&CDS=1-1833	YKL212W
2897	OG0002897	augustus_masked-ari-_s78-processed-gene-2.126-mRNA-1_1&gene=augustus_masked-ari-_s78-processed-gene-2.126&CDS=1-1518	YKL211C
2898	OG0002898	augustus_masked-ari-_s78-processed-gene-2.127-mRNA-1_1&gene=augustus_masked-ari-_s78-processed-gene-2.127&CDS=1-2910	YKL165C
2899	OG0002899	augustus_masked-ari-_s78-processed-gene-2.129-mRNA-1_1&gene=augustus_masked-ari-_s78-processed-gene-2.129&CDS=1-1023	YJL145W
2900	OG0002900	augustus_masked-ari-_s78-processed-gene-2.130-mRNA-1_1&gene=augustus_masked-ari-_s78-processed-gene-2.130&CDS=1-1233	YGR210C
2901	OG0002901	augustus_masked-ari-_s78-processed-gene-2.103-mRNA-1_1&gene=augustus_masked-ari-_s78-processed-gene-2.103&CDS=1-516	YMR071C
2902	OG0002902	augustus_masked-ari-_s78-processed-gene-2.105-mRNA-1_1&gene=augustus_masked-ari-_s78-processed-gene-2.105&CDS=1-2181	YLR047C
2903	OG0002903	augustus_masked-ari-_s78-processed-gene-2.134-mRNA-1_1&gene=augustus_masked-ari-_s78-processed-gene-2.134&CDS=1-1431	YOL072W
2904	OG0002904	augustus_masked-ari-_s78-processed-gene-2.135-mRNA-1_1&gene=augustus_masked-ari-_s78-processed-gene-2.135&CDS=1-1338	YPL083C
2905	OG0002905	augustus_masked-ari-_s78-processed-gene-2.110-mRNA-1_1&gene=augustus_masked-ari-_s78-processed-gene-2.110&CDS=1-921	YOL092W
2906	OG0002906	augustus_masked-ari-_s78-processed-gene-2.112-mRNA-1_1&gene=augustus_masked-ari-_s78-processed-gene-2.112&CDS=1-996	YOL093W
2907	OG0002907	augustus_masked-ari-_s78-processed-gene-2.137-mRNA-1_1&gene=augustus_masked-ari-_s78-processed-gene-2.137&CDS=1-1983	YKL179C
2908	OG0002908	genemark-ari-_s78-processed-gene-2.94-mRNA-1_1&gene=genemark-ari-_s78-processed-gene-2.94&CDS=1-564	YBR189W
2909	OG0002909	maker-ari-_s78-augustus-gene-2.1-mRNA-1_1&gene=maker-ari-_s78-augustus-gene-2.1&CDS=1-4131	YLR143W
2910	OG0002910	augustus_masked-ari-_s78-processed-gene-3.3-mRNA-1_1&gene=augustus_masked-ari-_s78-processed-gene-3.3&CDS=1-2763	YLR382C
2911	OG0002911	augustus_masked-ari-_s78-processed-gene-3.5-mRNA-1_1&gene=augustus_masked-ari-_s78-processed-gene-3.5&CDS=1-1155	YGL213C
2912	OG0002912	genemark-ari-_s78-processed-gene-3.58-mRNA-1_1&gene=genemark-ari-_s78-processed-gene-3.58&CDS=1-1050	YLR116W
2913	OG0002913	augustus_masked-ari-_s78-processed-gene-3.8-mRNA-1_1&gene=augustus_masked-ari-_s78-processed-gene-3.8&CDS=1-1161	YBR057C
2914	OG0002914	augustus_masked-ari-_s78-processed-gene-3.35-mRNA-1_1&gene=augustus_masked-ari-_s78-processed-gene-3.35&CDS=1-1638	YNL275W
2915	OG0002915	augustus_masked-ari-_s78-processed-gene-3.12-mRNA-1_1&gene=augustus_masked-ari-_s78-processed-gene-3.12&CDS=1-333	YGL030W
2916	OG0002916	augustus_masked-ari-_s78-processed-gene-3.13-mRNA-1_1&gene=augustus_masked-ari-_s78-processed-gene-3.13&CDS=1-1116	YKR038C
2917	OG0002917	augustus_masked-ari-_s78-processed-gene-3.38-mRNA-1_1&gene=augustus_masked-ari-_s78-processed-gene-3.38&CDS=1-1188	YKL090W
2918	OG0002918	genemark-ari-_s78-processed-gene-3.92-mRNA-1_1&gene=genemark-ari-_s78-processed-gene-3.92&CDS=1-984	YNL290W
2919	OG0002919	augustus_masked-ari-_s78-processed-gene-3.14-mRNA-1_1&gene=augustus_masked-ari-_s78-processed-gene-3.14&CDS=1-441	YOR104W
2920	OG0002920	augustus_masked-ari-_s78-processed-gene-3.40-mRNA-1_1&gene=augustus_masked-ari-_s78-processed-gene-3.40&CDS=1-1563	YNL291C
2921	OG0002921	augustus_masked-ari-_s78-processed-gene-3.15-mRNA-1_1&gene=augustus_masked-ari-_s78-processed-gene-3.15&CDS=1-453	YPR168W
2922	OG0002922	augustus_masked-ari-_s78-processed-gene-3.44-mRNA-1_1&gene=augustus_masked-ari-_s78-processed-gene-3.44&CDS=1-366	YDR511W
2923	OG0002923	augustus_masked-ari-_s78-processed-gene-3.24-mRNA-1_1&gene=augustus_masked-ari-_s78-processed-gene-3.24&CDS=1-2898	YLR001C
2924	OG0002924	augustus_masked-ari-_s78-processed-gene-3.47-mRNA-1_1&gene=augustus_masked-ari-_s78-processed-gene-3.47&CDS=1-630	YKL070W
2925	OG0002925	augustus_masked-ari-_s78-processed-gene-3.27-mRNA-1_1&gene=augustus_masked-ari-_s78-processed-gene-3.27&CDS=1-909	YLR220W
2926	OG0002926	augustus_masked-ari-_s78-processed-gene-3.28-mRNA-1_1&gene=augustus_masked-ari-_s78-processed-gene-3.28&CDS=1-837	YGR132C
2927	OG0002927	augustus_masked-ari-_s78-processed-gene-3.48-mRNA-1_1&gene=augustus_masked-ari-_s78-processed-gene-3.48&CDS=1-1539	YER078C
2928	OG0002928	snap_masked-ari-_s78-processed-gene-3.162-mRNA-1_1&gene=snap_masked-ari-_s78-processed-gene-3.162&CDS=1-474	YPR153W
2929	OG0002929	augustus_masked-ari-_s78-processed-gene-3.30-mRNA-1_1&gene=augustus_masked-ari-_s78-processed-gene-3.30&CDS=1-744	YGR135W
2930	OG0002930	snap_masked-ari-_s78-processed-gene-3.139-mRNA-1_1&gene=snap_masked-ari-_s78-processed-gene-3.139&CDS=1-1770	YPR155C
2931	OG0002931	augustus_masked-ari-_s78-processed-gene-3.50-mRNA-1_1&gene=augustus_masked-ari-_s78-processed-gene-3.50&CDS=1-2358	YKL034W
2932	OG0002932	augustus_masked-ari-_s79-processed-gene-0.26-mRNA-1_1&gene=augustus_masked-ari-_s79-processed-gene-0.26&CDS=1-6648	YDL101C
2933	OG0002933	augustus_masked-ari-_s79-processed-gene-0.36-mRNA-1_1&gene=augustus_masked-ari-_s79-processed-gene-0.36&CDS=1-654	YDR084C
2934	OG0002934	augustus_masked-ari-_s79-processed-gene-0.27-mRNA-1_1&gene=augustus_masked-ari-_s79-processed-gene-0.27&CDS=1-5394	YKR031C
2935	OG0002935	augustus_masked-ari-_s79-processed-gene-0.28-mRNA-1_1&gene=augustus_masked-ari-_s79-processed-gene-0.28&CDS=1-645	YHR181W
2936	OG0002936	augustus_masked-ari-_s79-processed-gene-0.38-mRNA-1_1&gene=augustus_masked-ari-_s79-processed-gene-0.38&CDS=1-1164	YDL006W
2937	OG0002937	augustus_masked-ari-_s79-processed-gene-0.31-mRNA-1_1&gene=augustus_masked-ari-_s79-processed-gene-0.31&CDS=1-894	YKL094W
2938	OG0002938	augustus_masked-ari-_s79-processed-gene-0.32-mRNA-1_1&gene=augustus_masked-ari-_s79-processed-gene-0.32&CDS=1-2262	YDR081C
2939	OG0002939	snap_masked-ari-_s79-processed-gene-0.17-mRNA-1_1&gene=snap_masked-ari-_s79-processed-gene-0.17&CDS=1-294	YDR079W
2940	OG0002940	augustus_masked-ari-_s79-processed-gene-0.34-mRNA-1_1&gene=augustus_masked-ari-_s79-processed-gene-0.34&CDS=1-1065	YDR336W
2941	OG0002941	augustus_masked-ari-_s79-processed-gene-0.41-mRNA-1_1&gene=augustus_masked-ari-_s79-processed-gene-0.41&CDS=1-579	YHR089C
2942	OG0002942	augustus_masked-ari-_s79-processed-gene-0.35-mRNA-1_1&gene=augustus_masked-ari-_s79-processed-gene-0.35&CDS=1-3933	YBL047C
2943	OG0002943	augustus_masked-ari-_s80-processed-gene-0.9-mRNA-1_1&gene=augustus_masked-ari-_s80-processed-gene-0.9&CDS=1-1038	YEL037C
2944	OG0002944	augustus_masked-ari-_s80-processed-gene-0.13-mRNA-1_1&gene=augustus_masked-ari-_s80-processed-gene-0.13&CDS=1-684	YEL038W
2945	OG0002945	snap_masked-ari-_s80-processed-gene-0.2-mRNA-1_1&gene=snap_masked-ari-_s80-processed-gene-0.2&CDS=1-1140	YBL010C
2946	OG0002946	augustus_masked-ari-_s80-processed-gene-0.11-mRNA-1_1&gene=augustus_masked-ari-_s80-processed-gene-0.11&CDS=1-1170	YGR012W
2947	OG0002947	augustus_masked-ari-_s80-processed-gene-0.15-mRNA-1_1&gene=augustus_masked-ari-_s80-processed-gene-0.15&CDS=1-1320	YPL112C
2948	OG0002948	augustus_masked-ari-_s80-processed-gene-0.16-mRNA-1_1&gene=augustus_masked-ari-_s80-processed-gene-0.16&CDS=1-1308	YDR531W
2949	OG0002949	augustus_masked-ari-_s83-processed-gene-0.18-mRNA-1_1&gene=augustus_masked-ari-_s83-processed-gene-0.18&CDS=1-687	YPL252C
2950	OG0002950	augustus_masked-ari-_s83-processed-gene-0.19-mRNA-1_1&gene=augustus_masked-ari-_s83-processed-gene-0.19&CDS=1-651	YMR197C
2951	OG0002951	augustus_masked-ari-_s83-processed-gene-0.20-mRNA-1_1&gene=augustus_masked-ari-_s83-processed-gene-0.20&CDS=1-3168	YMR196W
2952	OG0002952	augustus_masked-ari-_s84-processed-gene-0.50-mRNA-1_1&gene=augustus_masked-ari-_s84-processed-gene-0.50&CDS=1-1563	YPL228W
2953	OG0002953	genemark-ari-_s84-processed-gene-0.90-mRNA-1_1&gene=genemark-ari-_s84-processed-gene-0.90&CDS=1-975	YPL227C
2954	OG0002954	augustus_masked-ari-_s84-processed-gene-0.53-mRNA-1_1&gene=augustus_masked-ari-_s84-processed-gene-0.53&CDS=1-1452	YFL018C
2955	OG0002955	maker-ari-_s84-augustus-gene-0.128-mRNA-1_1&gene=maker-ari-_s84-augustus-gene-0.128&CDS=1-2439	YFL022C
2956	OG0002956	augustus_masked-ari-_s84-processed-gene-0.55-mRNA-1_1&gene=augustus_masked-ari-_s84-processed-gene-0.55&CDS=1-687	YLR051C
2957	OG0002957	augustus_masked-ari-_s84-processed-gene-0.56-mRNA-1_1&gene=augustus_masked-ari-_s84-processed-gene-0.56&CDS=1-3807	YIL115C
2958	OG0002958	augustus_masked-ari-_s84-processed-gene-0.74-mRNA-1_1&gene=augustus_masked-ari-_s84-processed-gene-0.74&CDS=1-240	YNL138W-A
2959	OG0002959	augustus_masked-ari-_s84-processed-gene-0.60-mRNA-1_1&gene=augustus_masked-ari-_s84-processed-gene-0.60&CDS=1-1779	YGR054W
2960	OG0002960	augustus_masked-ari-_s84-processed-gene-0.61-mRNA-1_1&gene=augustus_masked-ari-_s84-processed-gene-0.61&CDS=1-5655	YGR032W
2961	OG0002961	augustus_masked-ari-_s84-processed-gene-0.75-mRNA-1_1&gene=augustus_masked-ari-_s84-processed-gene-0.75&CDS=1-1260	YJL183W
2962	OG0002962	augustus_masked-ari-_s84-processed-gene-0.76-mRNA-1_1&gene=augustus_masked-ari-_s84-processed-gene-0.76&CDS=1-981	YOL107W
2963	OG0002963	augustus_masked-ari-_s84-processed-gene-0.77-mRNA-1_1&gene=augustus_masked-ari-_s84-processed-gene-0.77&CDS=1-1893	YMR137C
2964	OG0002964	augustus_masked-ari-_s84-processed-gene-0.78-mRNA-1_1&gene=augustus_masked-ari-_s84-processed-gene-0.78&CDS=1-774	YGR033C
2965	OG0002965	augustus_masked-ari-_s84-processed-gene-0.65-mRNA-1_1&gene=augustus_masked-ari-_s84-processed-gene-0.65&CDS=1-1614	YLR345W
2966	OG0002966	augustus_masked-ari-_s84-processed-gene-0.66-mRNA-1_1&gene=augustus_masked-ari-_s84-processed-gene-0.66&CDS=1-315	YJL184W
2967	OG0002967	augustus_masked-ari-_s84-processed-gene-0.79-mRNA-1_1&gene=augustus_masked-ari-_s84-processed-gene-0.79&CDS=1-360	YJL179W
2968	OG0002968	augustus_masked-ari-_s84-processed-gene-0.67-mRNA-1_1&gene=augustus_masked-ari-_s84-processed-gene-0.67&CDS=1-1020	YJL180C
2969	OG0002969	augustus_masked-ari-_s84-processed-gene-0.68-mRNA-1_1&gene=augustus_masked-ari-_s84-processed-gene-0.68&CDS=1-2502	YNL201C
2970	OG0002970	augustus_masked-ari-_s84-processed-gene-0.70-mRNA-1_1&gene=augustus_masked-ari-_s84-processed-gene-0.70&CDS=1-1023	YDL226C
2971	OG0002971	augustus_masked-ari-_s84-processed-gene-0.80-mRNA-1_1&gene=augustus_masked-ari-_s84-processed-gene-0.80&CDS=1-669	YGR036C
2972	OG0002972	augustus_masked-ari-_s84-processed-gene-0.81-mRNA-1_1&gene=augustus_masked-ari-_s84-processed-gene-0.81&CDS=1-2610	YLR347C
2973	OG0002973	augustus_masked-ari-_s84-processed-gene-0.82-mRNA-1_1&gene=augustus_masked-ari-_s84-processed-gene-0.82&CDS=1-1743	YDL225W
2974	OG0002974	augustus_masked-ari-_s84-processed-gene-0.71-mRNA-1_1&gene=augustus_masked-ari-_s84-processed-gene-0.71&CDS=1-759	YNL200C
2975	OG0002975	augustus_masked-ari-_s84-processed-gene-0.84-mRNA-1_1&gene=augustus_masked-ari-_s84-processed-gene-0.84&CDS=1-957	YOR239W
2976	OG0002976	augustus_masked-ari-_s84-processed-gene-0.85-mRNA-1_1&gene=augustus_masked-ari-_s84-processed-gene-0.85&CDS=1-552	YDR246W
2977	OG0002977	maker-ari-_s84-augustus-gene-0.131-mRNA-1_1&gene=maker-ari-_s84-augustus-gene-0.131&CDS=1-3657	YOR274W
2978	OG0002978	augustus_masked-ari-_s84-processed-gene-0.87-mRNA-1_1&gene=augustus_masked-ari-_s84-processed-gene-0.87&CDS=1-1752	YMR213W
2979	OG0002979	augustus_masked-ari-_s86-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-ari-_s86-processed-gene-0.2&CDS=1-3369	YGR274C
2980	OG0002980	augustus_masked-ari-_s87-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-ari-_s87-processed-gene-0.8&CDS=1-1083	YPL236C
2981	OG0002981	augustus_masked-ari-_s87-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-ari-_s87-processed-gene-0.6&CDS=1-813	YPL246C
2982	OG0002982	augustus_masked-ari-_s87-processed-gene-0.9-mRNA-1_1&gene=augustus_masked-ari-_s87-processed-gene-0.9&CDS=1-1155	YMR203W
2983	OG0002983	augustus_masked-ari-_s89-processed-gene-0.41-mRNA-1_1&gene=augustus_masked-ari-_s89-processed-gene-0.41&CDS=1-462	YER116C
2984	OG0002984	augustus_masked-ari-_s89-processed-gene-0.42-mRNA-1_1&gene=augustus_masked-ari-_s89-processed-gene-0.42&CDS=1-756	YNL305C
2985	OG0002985	augustus_masked-ari-_s89-processed-gene-0.61-mRNA-1_1&gene=augustus_masked-ari-_s89-processed-gene-0.61&CDS=1-1302	YDL007W
2986	OG0002986	augustus_masked-ari-_s89-processed-gene-0.43-mRNA-1_1&gene=augustus_masked-ari-_s89-processed-gene-0.43&CDS=1-2088	YDR496C
2987	OG0002987	augustus_masked-ari-_s89-processed-gene-0.44-mRNA-1_1&gene=augustus_masked-ari-_s89-processed-gene-0.44&CDS=1-3537	YGL156W
2988	OG0002988	augustus_masked-ari-_s89-processed-gene-0.45-mRNA-1_1&gene=augustus_masked-ari-_s89-processed-gene-0.45&CDS=1-765	YLR022C
2989	OG0002989	augustus_masked-ari-_s89-processed-gene-0.46-mRNA-1_1&gene=augustus_masked-ari-_s89-processed-gene-0.46&CDS=1-2190	YDR211W
2990	OG0002990	augustus_masked-ari-_s89-processed-gene-0.47-mRNA-1_1&gene=augustus_masked-ari-_s89-processed-gene-0.47&CDS=1-1476	YGR175C
2991	OG0002991	augustus_masked-ari-_s89-processed-gene-0.48-mRNA-1_1&gene=augustus_masked-ari-_s89-processed-gene-0.48&CDS=1-1251	YDL128W
2992	OG0002992	augustus_masked-ari-_s89-processed-gene-0.65-mRNA-1_1&gene=augustus_masked-ari-_s89-processed-gene-0.65&CDS=1-1662	YDR212W
2993	OG0002993	augustus_masked-ari-_s89-processed-gene-0.50-mRNA-1_1&gene=augustus_masked-ari-_s89-processed-gene-0.50&CDS=1-1305	YER061C
2994	OG0002994	augustus_masked-ari-_s89-processed-gene-0.51-mRNA-1_1&gene=augustus_masked-ari-_s89-processed-gene-0.51&CDS=1-5058	YDL149W
2995	OG0002995	snap_masked-ari-_s89-processed-gene-0.13-mRNA-1_1&gene=snap_masked-ari-_s89-processed-gene-0.13&CDS=1-825	YDL193W
2996	OG0002996	snap_masked-ari-_s89-processed-gene-0.30-mRNA-1_1&gene=snap_masked-ari-_s89-processed-gene-0.30&CDS=1-3090	YDL190C
2997	OG0002997	augustus_masked-ari-_s89-processed-gene-0.55-mRNA-1_1&gene=augustus_masked-ari-_s89-processed-gene-0.55&CDS=1-594	YDL135C
2998	OG0002998	augustus_masked-ari-_s89-processed-gene-0.56-mRNA-1_1&gene=augustus_masked-ari-_s89-processed-gene-0.56&CDS=1-1782	YHR151C
2999	OG0002999	augustus_masked-ari-_s89-processed-gene-0.57-mRNA-1_1&gene=augustus_masked-ari-_s89-processed-gene-0.57&CDS=1-906	YGR231C
3000	OG0003000	augustus_masked-ari-_s89-processed-gene-0.58-mRNA-1_1&gene=augustus_masked-ari-_s89-processed-gene-0.58&CDS=1-891	YCL009C
3001	OG0003001	snap_masked-ari-_s9-processed-gene-0.60-mRNA-1_1&gene=snap_masked-ari-_s9-processed-gene-0.60&CDS=1-3402	YLL003W
3002	OG0003002	augustus_masked-ari-_s9-processed-gene-0.48-mRNA-1_1&gene=augustus_masked-ari-_s9-processed-gene-0.48&CDS=1-1839	YNR030W
3003	OG0003003	augustus_masked-ari-_s9-processed-gene-0.32-mRNA-1_1&gene=augustus_masked-ari-_s9-processed-gene-0.32&CDS=1-1143	YNR029C
3004	OG0003004	augustus_masked-ari-_s9-processed-gene-0.33-mRNA-1_1&gene=augustus_masked-ari-_s9-processed-gene-0.33&CDS=1-1422	YJL054W
