	OrthologID	Lachancea_kluyveri	Saccharomyces_cerevisiae
3952	OG0003952	augustus_masked-SAKL0H-processed-gene-14.3-mRNA-1_1&gene=augustus_masked-SAKL0H-processed-gene-14.3&CDS=1-1797	YDR137W
3953	OG0003953	augustus_masked-SAKL0H-processed-gene-14.24-mRNA-1_1&gene=augustus_masked-SAKL0H-processed-gene-14.24&CDS=1-1302	YLR113W
3954	OG0003954	augustus_masked-SAKL0H-processed-gene-14.25-mRNA-1_1&gene=augustus_masked-SAKL0H-processed-gene-14.25&CDS=1-516	YLR109W
3955	OG0003955	augustus_masked-SAKL0H-processed-gene-14.5-mRNA-1_1&gene=augustus_masked-SAKL0H-processed-gene-14.5&CDS=1-1488	YDR132C
3956	OG0003956	augustus_masked-SAKL0H-processed-gene-14.6-mRNA-1_1&gene=augustus_masked-SAKL0H-processed-gene-14.6&CDS=1-1590	YDR131C
3957	OG0003957	augustus_masked-SAKL0H-processed-gene-14.7-mRNA-1_1&gene=augustus_masked-SAKL0H-processed-gene-14.7&CDS=1-837	YDR130C
3958	OG0003958	augustus_masked-SAKL0H-processed-gene-14.26-mRNA-1_1&gene=augustus_masked-SAKL0H-processed-gene-14.26&CDS=1-1182	YLR107W
3959	OG0003959	augustus_masked-SAKL0H-processed-gene-14.8-mRNA-1_1&gene=augustus_masked-SAKL0H-processed-gene-14.8&CDS=1-14769	YLR106C
3960	OG0003960	augustus_masked-SAKL0H-processed-gene-14.9-mRNA-1_1&gene=augustus_masked-SAKL0H-processed-gene-14.9&CDS=1-1062	YLR105C
3961	OG0003961	augustus_masked-SAKL0H-processed-gene-14.27-mRNA-1_1&gene=augustus_masked-SAKL0H-processed-gene-14.27&CDS=1-390	YLR104W
3962	OG0003962	augustus_masked-SAKL0H-processed-gene-14.10-mRNA-1_1&gene=augustus_masked-SAKL0H-processed-gene-14.10&CDS=1-1767	YLR103C
3963	OG0003963	augustus_masked-SAKL0H-processed-gene-14.11-mRNA-1_1&gene=augustus_masked-SAKL0H-processed-gene-14.11&CDS=1-873	YLR102C
3964	OG0003964	maker-SAKL0H-augustus-gene-14.42-mRNA-1_1&gene=maker-SAKL0H-augustus-gene-14.42&CDS=1-1929	YDR129C
3965	OG0003965	augustus_masked-SAKL0H-processed-gene-14.28-mRNA-1_1&gene=augustus_masked-SAKL0H-processed-gene-14.28&CDS=1-4404	YDR128W
3966	OG0003966	augustus_masked-SAKL0H-processed-gene-14.29-mRNA-1_1&gene=augustus_masked-SAKL0H-processed-gene-14.29&CDS=1-4752	YDR127W
3967	OG0003967	maker-SAKL0H-snap-gene-14.46-mRNA-1_1&gene=maker-SAKL0H-snap-gene-14.46&CDS=1-921	YDR126W
3968	OG0003968	augustus_masked-SAKL0H-processed-gene-14.31-mRNA-1_1&gene=augustus_masked-SAKL0H-processed-gene-14.31&CDS=1-324	YLR099W-A
3969	OG0003969	augustus_masked-SAKL0H-processed-gene-14.13-mRNA-1_1&gene=augustus_masked-SAKL0H-processed-gene-14.13&CDS=1-1173	YDR125C
3970	OG0003970	augustus_masked-SAKL0H-processed-gene-14.14-mRNA-1_1&gene=augustus_masked-SAKL0H-processed-gene-14.14&CDS=1-1272	YLR098C
3971	OG0003971	augustus_masked-SAKL0H-processed-gene-14.33-mRNA-1_1&gene=augustus_masked-SAKL0H-processed-gene-14.33&CDS=1-1095	YDR124W
3972	OG0003972	augustus_masked-SAKL0H-processed-gene-14.15-mRNA-1_1&gene=augustus_masked-SAKL0H-processed-gene-14.15&CDS=1-1050	YLR097C
3973	OG0003973	augustus_masked-SAKL0H-processed-gene-14.16-mRNA-1_1&gene=augustus_masked-SAKL0H-processed-gene-14.16&CDS=1-945	YDR123C
3974	OG0003974	augustus_masked-SAKL0H-processed-gene-14.34-mRNA-1_1&gene=augustus_masked-SAKL0H-processed-gene-14.34&CDS=1-3186	YDR122W
3975	OG0003975	augustus_masked-SAKL0H-processed-gene-14.17-mRNA-1_1&gene=augustus_masked-SAKL0H-processed-gene-14.17&CDS=1-2112	YLR095C
3976	OG0003976	augustus_masked-SAKL0H-processed-gene-14.18-mRNA-1_1&gene=augustus_masked-SAKL0H-processed-gene-14.18&CDS=1-1344	YLR094C
3977	OG0003977	augustus_masked-SAKL0H-processed-gene-14.20-mRNA-1_1&gene=augustus_masked-SAKL0H-processed-gene-14.20&CDS=1-684	YLR093C
3978	OG0003978	augustus_masked-SAKL0H-processed-gene-14.35-mRNA-1_1&gene=augustus_masked-SAKL0H-processed-gene-14.35&CDS=1-741	YDR121W
3979	OG0003979	augustus_masked-SAKL0H-processed-gene-14.21-mRNA-1_1&gene=augustus_masked-SAKL0H-processed-gene-14.21&CDS=1-1626	YDR120C
3980	OG0003980	augustus_masked-SAKL0H-processed-gene-14.36-mRNA-1_1&gene=augustus_masked-SAKL0H-processed-gene-14.36&CDS=1-222	YDR119W-A
3981	OG0003981	augustus_masked-SAKL0H-processed-gene-14.39-mRNA-1_1&gene=augustus_masked-SAKL0H-processed-gene-14.39&CDS=1-1932	YDR118W
3982	OG0003982	augustus_masked-SAKL0H-processed-gene-14.22-mRNA-1_1&gene=augustus_masked-SAKL0H-processed-gene-14.22&CDS=1-1689	YDR117C
3983	OG0003983	augustus_masked-SAKL0H-processed-gene-14.23-mRNA-1_1&gene=augustus_masked-SAKL0H-processed-gene-14.23&CDS=1-855	YDR116C
3984	OG0003984	snap_masked-SAKL0H-processed-gene-14.88-mRNA-1_1&gene=snap_masked-SAKL0H-processed-gene-14.88&CDS=1-333	YDR115W
3985	OG0003985	augustus_masked-SAKL0H-processed-gene-14.40-mRNA-1_1&gene=augustus_masked-SAKL0H-processed-gene-14.40&CDS=1-909	YLR091W
3986	OG0003986	augustus_masked-SAKL0H-processed-gene-15.3-mRNA-1_1&gene=augustus_masked-SAKL0H-processed-gene-15.3&CDS=1-1008	YDR113C
3987	OG0003987	augustus_masked-SAKL0H-processed-gene-15.6-mRNA-1_1&gene=augustus_masked-SAKL0H-processed-gene-15.6&CDS=1-1305	YLR090W
3988	OG0003988	augustus_masked-SAKL0H-processed-gene-15.4-mRNA-1_1&gene=augustus_masked-SAKL0H-processed-gene-15.4&CDS=1-1593	YLR089C
3989	OG0003989	augustus_masked-SAKL0H-processed-gene-15.7-mRNA-1_1&gene=augustus_masked-SAKL0H-processed-gene-15.7&CDS=1-1650	YDR110W
3990	OG0003990	augustus_masked-SAKL0H-processed-gene-15.8-mRNA-1_1&gene=augustus_masked-SAKL0H-processed-gene-15.8&CDS=1-1752	YLR088W
3991	OG0003991	augustus_masked-SAKL0H-processed-gene-15.5-mRNA-1_1&gene=augustus_masked-SAKL0H-processed-gene-15.5&CDS=1-8991	YLR087C
3992	OG0003992	augustus_masked-SAKL0H-processed-gene-15.24-mRNA-1_1&gene=augustus_masked-SAKL0H-processed-gene-15.24&CDS=1-4266	YLR086W
3993	OG0003993	augustus_masked-SAKL0H-processed-gene-15.9-mRNA-1_1&gene=augustus_masked-SAKL0H-processed-gene-15.9&CDS=1-1257	YLR085C
3994	OG0003994	augustus_masked-SAKL0H-processed-gene-15.10-mRNA-1_1&gene=augustus_masked-SAKL0H-processed-gene-15.10&CDS=1-2217	YDR109C
3995	OG0003995	augustus_masked-SAKL0H-processed-gene-15.12-mRNA-1_1&gene=augustus_masked-SAKL0H-processed-gene-15.12&CDS=1-3633	YLR084C
3996	OG0003996	augustus_masked-SAKL0H-processed-gene-15.26-mRNA-1_1&gene=augustus_masked-SAKL0H-processed-gene-15.26&CDS=1-2157	YDR108W
3997	OG0003997	snap_masked-SAKL0H-processed-gene-15.85-mRNA-1_1&gene=snap_masked-SAKL0H-processed-gene-15.85&CDS=1-285	YER180C-A
3998	OG0003998	snap_masked-SAKL0H-processed-gene-15.86-mRNA-1_1&gene=snap_masked-SAKL0H-processed-gene-15.86&CDS=1-948	YER180C
3999	OG0003999	augustus_masked-SAKL0H-processed-gene-15.27-mRNA-1_1&gene=augustus_masked-SAKL0H-processed-gene-15.27&CDS=1-933	YDR106W
4000	OG0004000	augustus_masked-SAKL0H-processed-gene-15.15-mRNA-1_1&gene=augustus_masked-SAKL0H-processed-gene-15.15&CDS=1-1428	YDR105C
4001	OG0004001	augustus_masked-SAKL0H-processed-gene-15.28-mRNA-1_1&gene=augustus_masked-SAKL0H-processed-gene-15.28&CDS=1-996	YER179W
4002	OG0004002	augustus_masked-SAKL0H-processed-gene-15.30-mRNA-1_1&gene=augustus_masked-SAKL0H-processed-gene-15.30&CDS=1-1833	YDR101C
4003	OG0004003	augustus_masked-SAKL0H-processed-gene-15.16-mRNA-1_1&gene=augustus_masked-SAKL0H-processed-gene-15.16&CDS=1-1221	YER178W
4004	OG0004004	augustus_masked-SAKL0H-processed-gene-15.17-mRNA-1_1&gene=augustus_masked-SAKL0H-processed-gene-15.17&CDS=1-2742	YDR103W
4005	OG0004005	augustus_masked-SAKL0H-processed-gene-15.31-mRNA-1_1&gene=augustus_masked-SAKL0H-processed-gene-15.31&CDS=1-3711	YDR104C
4006	OG0004006	augustus_masked-SAKL0H-processed-gene-15.32-mRNA-1_1&gene=augustus_masked-SAKL0H-processed-gene-15.32&CDS=1-414	YDR100W
4007	OG0004007	augustus_masked-SAKL0H-processed-gene-15.33-mRNA-1_1&gene=augustus_masked-SAKL0H-processed-gene-15.33&CDS=1-765	YER177W
4008	OG0004008	snap_masked-SAKL0H-processed-gene-15.90-mRNA-1_1&gene=snap_masked-SAKL0H-processed-gene-15.90&CDS=1-1002	YCL049C
4009	OG0004009	augustus_masked-SAKL0H-processed-gene-15.34-mRNA-1_1&gene=augustus_masked-SAKL0H-processed-gene-15.34&CDS=1-3387	YER176W
4010	OG0004010	augustus_masked-SAKL0H-processed-gene-15.19-mRNA-1_1&gene=augustus_masked-SAKL0H-processed-gene-15.19&CDS=1-861	YER175C
4011	OG0004011	augustus_masked-SAKL0H-processed-gene-15.35-mRNA-1_1&gene=augustus_masked-SAKL0H-processed-gene-15.35&CDS=1-2016	YER173W
4012	OG0004012	augustus_masked-SAKL0H-processed-gene-15.36-mRNA-1_1&gene=augustus_masked-SAKL0H-processed-gene-15.36&CDS=1-2943	YER171W
4013	OG0004013	augustus_masked-SAKL0H-processed-gene-15.22-mRNA-1_1&gene=augustus_masked-SAKL0H-processed-gene-15.22&CDS=1-3750	YDR097C
4014	OG0004014	augustus_masked-SAKL0H-processed-gene-15.37-mRNA-1_1&gene=augustus_masked-SAKL0H-processed-gene-15.37&CDS=1-2442	YER169W
4015	OG0004015	augustus_masked-SAKL0H-processed-gene-15.23-mRNA-1_1&gene=augustus_masked-SAKL0H-processed-gene-15.23&CDS=1-1536	YER168C
4016	OG0004016	snap_masked-SAKL0H-processed-gene-16.105-mRNA-1_1&gene=snap_masked-SAKL0H-processed-gene-16.105&CDS=1-2172	YER167W
4017	OG0004017	augustus_masked-SAKL0H-processed-gene-16.9-mRNA-1_1&gene=augustus_masked-SAKL0H-processed-gene-16.9&CDS=1-4725	YER166W
4018	OG0004018	maker-SAKL0H-augustus-gene-16.4-mRNA-1_1&gene=maker-SAKL0H-augustus-gene-16.4&CDS=1-459	YDR092W
4019	OG0004019	augustus_masked-SAKL0H-processed-gene-16.11-mRNA-1_1&gene=augustus_masked-SAKL0H-processed-gene-16.11&CDS=1-1767	YER165W
4020	OG0004020	augustus_masked-SAKL0H-processed-gene-16.40-mRNA-1_1&gene=augustus_masked-SAKL0H-processed-gene-16.40&CDS=1-4395	YER164W
4021	OG0004021	augustus_masked-SAKL0H-processed-gene-16.12-mRNA-1_1&gene=augustus_masked-SAKL0H-processed-gene-16.12&CDS=1-1821	YDR091C
4022	OG0004022	maker-SAKL0H-augustus-gene-16.2-mRNA-1_1&gene=maker-SAKL0H-augustus-gene-16.2&CDS=1-1317	YDR090C
4023	OG0004023	augustus_masked-SAKL0H-processed-gene-16.15-mRNA-1_1&gene=augustus_masked-SAKL0H-processed-gene-16.15&CDS=1-2553	YER162C
4024	OG0004024	augustus_masked-SAKL0H-processed-gene-16.16-mRNA-1_1&gene=augustus_masked-SAKL0H-processed-gene-16.16&CDS=1-969	YER161C
4025	OG0004025	snap_masked-SAKL0H-processed-gene-16.140-mRNA-1_1&gene=snap_masked-SAKL0H-processed-gene-16.140&CDS=1-2529	YDR089W
4026	OG0004026	augustus_masked-SAKL0H-processed-gene-16.17-mRNA-1_1&gene=augustus_masked-SAKL0H-processed-gene-16.17&CDS=1-1095	YDR088C
4027	OG0004027	augustus_masked-SAKL0H-processed-gene-16.18-mRNA-1_1&gene=augustus_masked-SAKL0H-processed-gene-16.18&CDS=1-816	YDR087C
4028	OG0004028	augustus_masked-SAKL0H-processed-gene-16.19-mRNA-1_1&gene=augustus_masked-SAKL0H-processed-gene-16.19&CDS=1-210	YDR086C
4029	OG0004029	augustus_masked-SAKL0H-processed-gene-16.20-mRNA-1_1&gene=augustus_masked-SAKL0H-processed-gene-16.20&CDS=1-381	YER159C
4030	OG0004030	snap_masked-SAKL0H-processed-gene-16.120-mRNA-1_1&gene=snap_masked-SAKL0H-processed-gene-16.120&CDS=1-2316	YDR085C
4031	OG0004031	augustus_masked-SAKL0H-processed-gene-16.23-mRNA-1_1&gene=augustus_masked-SAKL0H-processed-gene-16.23&CDS=1-585	YDR084C
4032	OG0004032	augustus_masked-SAKL0H-processed-gene-16.42-mRNA-1_1&gene=augustus_masked-SAKL0H-processed-gene-16.42&CDS=1-1155	YDR083W
4033	OG0004033	augustus_masked-SAKL0H-processed-gene-16.43-mRNA-1_1&gene=augustus_masked-SAKL0H-processed-gene-16.43&CDS=1-1434	YDR082W
4034	OG0004034	augustus_masked-SAKL0H-processed-gene-16.25-mRNA-1_1&gene=augustus_masked-SAKL0H-processed-gene-16.25&CDS=1-2385	YDR081C
4035	OG0004035	augustus_masked-SAKL0H-processed-gene-16.44-mRNA-1_1&gene=augustus_masked-SAKL0H-processed-gene-16.44&CDS=1-2946	YDR080W
4036	OG0004036	augustus_masked-SAKL0H-processed-gene-16.26-mRNA-1_1&gene=augustus_masked-SAKL0H-processed-gene-16.26&CDS=1-216	YDR079C-A
4037	OG0004037	snap_masked-SAKL0H-processed-gene-16.144-mRNA-1_1&gene=snap_masked-SAKL0H-processed-gene-16.144&CDS=1-2166	YER157W
4038	OG0004038	augustus_masked-SAKL0H-processed-gene-16.46-mRNA-1_1&gene=augustus_masked-SAKL0H-processed-gene-16.46&CDS=1-405	YDR079W
4039	OG0004039	snap_masked-SAKL0H-processed-gene-16.125-mRNA-1_1&gene=snap_masked-SAKL0H-processed-gene-16.125&CDS=1-1002	YER156C
4040	OG0004040	augustus_masked-SAKL0H-processed-gene-16.28-mRNA-1_1&gene=augustus_masked-SAKL0H-processed-gene-16.28&CDS=1-6081	YER155C
4041	OG0004041	augustus_masked-SAKL0H-processed-gene-16.47-mRNA-1_1&gene=augustus_masked-SAKL0H-processed-gene-16.47&CDS=1-1137	YER154W
4042	OG0004042	snap_masked-SAKL0H-processed-gene-16.127-mRNA-1_1&gene=snap_masked-SAKL0H-processed-gene-16.127&CDS=1-936	YER153C
4043	OG0004043	augustus_masked-SAKL0H-processed-gene-16.30-mRNA-1_1&gene=augustus_masked-SAKL0H-processed-gene-16.30&CDS=1-1335	YER152C
4044	OG0004044	maker-SAKL0H-augustus-gene-16.3-mRNA-1_1&gene=maker-SAKL0H-augustus-gene-16.3&CDS=1-2925	YER151C
4045	OG0004045	augustus_masked-SAKL0H-processed-gene-16.49-mRNA-1_1&gene=augustus_masked-SAKL0H-processed-gene-16.49&CDS=1-1113	YDR076W
4046	OG0004046	augustus_masked-SAKL0H-processed-gene-16.50-mRNA-1_1&gene=augustus_masked-SAKL0H-processed-gene-16.50&CDS=1-921	YDR075W
4047	OG0004047	augustus_masked-SAKL0H-processed-gene-16.33-mRNA-1_1&gene=augustus_masked-SAKL0H-processed-gene-16.33&CDS=1-1194	YER149C
4048	OG0004048	augustus_masked-SAKL0H-processed-gene-16.51-mRNA-1_1&gene=augustus_masked-SAKL0H-processed-gene-16.51&CDS=1-726	YER148W
4049	OG0004049	snap_masked-SAKL0H-processed-gene-16.132-mRNA-1_1&gene=snap_masked-SAKL0H-processed-gene-16.132&CDS=1-1899	YER147C
4050	OG0004050	snap_masked-SAKL0H-processed-gene-16.151-mRNA-1_1&gene=snap_masked-SAKL0H-processed-gene-16.151&CDS=1-2721	YDR074W
4051	OG0004051	snap_masked-SAKL0H-processed-gene-16.152-mRNA-1_1&gene=snap_masked-SAKL0H-processed-gene-16.152&CDS=1-339	YDR073W
4052	OG0004052	augustus_masked-SAKL0H-processed-gene-16.35-mRNA-1_1&gene=augustus_masked-SAKL0H-processed-gene-16.35&CDS=1-1473	YDR072C
4053	OG0004053	augustus_masked-SAKL0H-processed-gene-16.53-mRNA-1_1&gene=augustus_masked-SAKL0H-processed-gene-16.53&CDS=1-240	YER146W
4054	OG0004054	augustus_masked-SAKL0H-processed-gene-16.37-mRNA-1_1&gene=augustus_masked-SAKL0H-processed-gene-16.37&CDS=1-579	YDR071C
4055	OG0004055	snap_masked-SAKL0H-processed-gene-16.136-mRNA-1_1&gene=snap_masked-SAKL0H-processed-gene-16.136&CDS=1-336	YDR070C
4056	OG0004056	augustus_masked-SAKL0H-processed-gene-16.39-mRNA-1_1&gene=augustus_masked-SAKL0H-processed-gene-16.39&CDS=1-2679	YDR069C
4057	OG0004057	augustus_masked-SAKL0H-processed-gene-16.54-mRNA-1_1&gene=augustus_masked-SAKL0H-processed-gene-16.54&CDS=1-942	YDR068W
4058	OG0004058	snap_masked-SAKL0H-processed-gene-16.138-mRNA-1_1&gene=snap_masked-SAKL0H-processed-gene-16.138&CDS=1-642	YDR067C
4059	OG0004059	augustus_masked-SAKL0H-processed-gene-16.55-mRNA-1_1&gene=augustus_masked-SAKL0H-processed-gene-16.55&CDS=1-1191	YER143W
4060	OG0004060	augustus_masked-SAKL0H-processed-gene-17.96-mRNA-1_1&gene=augustus_masked-SAKL0H-processed-gene-17.96&CDS=1-831	YER142C
4061	OG0004061	augustus_masked-SAKL0H-processed-gene-17.98-mRNA-1_1&gene=augustus_masked-SAKL0H-processed-gene-17.98&CDS=1-1449	YER141W
4062	OG0004062	augustus_masked-SAKL0H-processed-gene-17.99-mRNA-1_1&gene=augustus_masked-SAKL0H-processed-gene-17.99&CDS=1-1488	YER140W
4063	OG0004063	augustus_masked-SAKL0H-processed-gene-17.97-mRNA-1_1&gene=augustus_masked-SAKL0H-processed-gene-17.97&CDS=1-669	YER139C
4064	OG0004064	genemark-SAKL0H-processed-gene-17.4-mRNA-1_1&gene=genemark-SAKL0H-processed-gene-17.4&CDS=1-1116	YDR065W
4065	OG0004065	maker-SAKL0H-snap-gene-17.88-mRNA-1_1&gene=maker-SAKL0H-snap-gene-17.88&CDS=1-846	YDR064W
4066	OG0004066	augustus_masked-SAKL0H-processed-gene-17.119-mRNA-1_1&gene=augustus_masked-SAKL0H-processed-gene-17.119&CDS=1-1686	YDR062W
4067	OG0004067	augustus_masked-SAKL0H-processed-gene-17.120-mRNA-1_1&gene=augustus_masked-SAKL0H-processed-gene-17.120&CDS=1-1560	YDR061W
4068	OG0004068	augustus_masked-SAKL0H-processed-gene-17.121-mRNA-1_1&gene=augustus_masked-SAKL0H-processed-gene-17.121&CDS=1-2289	YER001W
4069	OG0004069	augustus_masked-SAKL0H-processed-gene-17.102-mRNA-1_1&gene=augustus_masked-SAKL0H-processed-gene-17.102&CDS=1-1341	YER136W
4070	OG0004070	maker-SAKL0H-augustus-gene-17.85-mRNA-1_1&gene=maker-SAKL0H-augustus-gene-17.85&CDS=1-285	YBL026W
4071	OG0004071	augustus_masked-SAKL0H-processed-gene-17.122-mRNA-1_1&gene=augustus_masked-SAKL0H-processed-gene-17.122&CDS=1-441	YER137C
4072	OG0004072	augustus_masked-SAKL0H-processed-gene-17.104-mRNA-1_1&gene=augustus_masked-SAKL0H-processed-gene-17.104&CDS=1-414	YBL025W
4073	OG0004073	augustus_masked-SAKL0H-processed-gene-17.105-mRNA-1_1&gene=augustus_masked-SAKL0H-processed-gene-17.105&CDS=1-2073	YBL024W
4074	OG0004074	augustus_masked-SAKL0H-processed-gene-17.123-mRNA-1_1&gene=augustus_masked-SAKL0H-processed-gene-17.123&CDS=1-2652	YBL023C
4075	OG0004075	augustus_masked-SAKL0H-processed-gene-17.125-mRNA-1_1&gene=augustus_masked-SAKL0H-processed-gene-17.125&CDS=1-3264	YBL022C
4076	OG0004076	augustus_masked-SAKL0H-processed-gene-17.126-mRNA-1_1&gene=augustus_masked-SAKL0H-processed-gene-17.126&CDS=1-678	YBL021C
4077	OG0004077	augustus_masked-SAKL0H-processed-gene-17.107-mRNA-1_1&gene=augustus_masked-SAKL0H-processed-gene-17.107&CDS=1-1698	YBL020W
4078	OG0004078	augustus_masked-SAKL0H-processed-gene-17.108-mRNA-1_1&gene=augustus_masked-SAKL0H-processed-gene-17.108&CDS=1-1587	YBL019W
4079	OG0004079	genemark-SAKL0H-processed-gene-17.33-mRNA-1_1&gene=genemark-SAKL0H-processed-gene-17.33&CDS=1-303	YBL018C
4080	OG0004080	augustus_masked-SAKL0H-processed-gene-17.109-mRNA-1_1&gene=augustus_masked-SAKL0H-processed-gene-17.109&CDS=1-1047	YBL016W
4081	OG0004081	augustus_masked-SAKL0H-processed-gene-17.110-mRNA-1_1&gene=augustus_masked-SAKL0H-processed-gene-17.110&CDS=1-1569	YBL015W
4082	OG0004082	augustus_masked-SAKL0H-processed-gene-17.111-mRNA-1_1&gene=augustus_masked-SAKL0H-processed-gene-17.111&CDS=1-534	YER134C
4083	OG0004083	augustus_masked-SAKL0H-processed-gene-17.130-mRNA-1_1&gene=augustus_masked-SAKL0H-processed-gene-17.130&CDS=1-789	YLL023C
4084	OG0004084	augustus_masked-SAKL0H-processed-gene-17.112-mRNA-1_1&gene=augustus_masked-SAKL0H-processed-gene-17.112&CDS=1-1521	YLR314C
4085	OG0004085	augustus_masked-SAKL0H-processed-gene-17.114-mRNA-1_1&gene=augustus_masked-SAKL0H-processed-gene-17.114&CDS=1-4401	YLL021W
4086	OG0004086	augustus_masked-SAKL0H-processed-gene-17.132-mRNA-1_1&gene=augustus_masked-SAKL0H-processed-gene-17.132&CDS=1-708	YLR312W-A
4087	OG0004087	augustus_masked-SAKL0H-processed-gene-17.115-mRNA-1_1&gene=augustus_masked-SAKL0H-processed-gene-17.115&CDS=1-1722	YGL171W
4088	OG0004088	augustus_masked-SAKL0H-processed-gene-17.133-mRNA-1_1&gene=augustus_masked-SAKL0H-processed-gene-17.133&CDS=1-357	YPR020W
4089	OG0004089	augustus_masked-SAKL0H-processed-gene-17.134-mRNA-1_1&gene=augustus_masked-SAKL0H-processed-gene-17.134&CDS=1-2736	YPR019W
4090	OG0004090	augustus_masked-SAKL0H-processed-gene-17.135-mRNA-1_1&gene=augustus_masked-SAKL0H-processed-gene-17.135&CDS=1-1911	YPR018W
4091	OG0004091	augustus_masked-SAKL0H-processed-gene-17.136-mRNA-1_1&gene=augustus_masked-SAKL0H-processed-gene-17.136&CDS=1-1560	YGL170C
4092	OG0004092	snap_masked-SAKL0H-processed-gene-17.64-mRNA-1_1&gene=snap_masked-SAKL0H-processed-gene-17.64&CDS=1-393	YPR017C
4093	OG0004093	augustus_masked-SAKL0H-processed-gene-17.117-mRNA-1_1&gene=augustus_masked-SAKL0H-processed-gene-17.117&CDS=1-735	YPR016C
4094	OG0004094	augustus_masked-SAKL0H-processed-gene-18.95-mRNA-1_1&gene=augustus_masked-SAKL0H-processed-gene-18.95&CDS=1-1146	YPR011C
4095	OG0004095	augustus_masked-SAKL0H-processed-gene-18.113-mRNA-1_1&gene=augustus_masked-SAKL0H-processed-gene-18.113&CDS=1-858	YGR021W
4096	OG0004096	augustus_masked-SAKL0H-processed-gene-18.96-mRNA-1_1&gene=augustus_masked-SAKL0H-processed-gene-18.96&CDS=1-354	YGR020C
4097	OG0004097	augustus_masked-SAKL0H-processed-gene-18.114-mRNA-1_1&gene=augustus_masked-SAKL0H-processed-gene-18.114&CDS=1-1524	YLR330W
4098	OG0004098	augustus_masked-SAKL0H-processed-gene-18.115-mRNA-1_1&gene=augustus_masked-SAKL0H-processed-gene-18.115&CDS=1-1413	YGR019W
4099	OG0004099	snap_masked-SAKL0H-processed-gene-18.65-mRNA-1_1&gene=snap_masked-SAKL0H-processed-gene-18.65&CDS=1-906	YGR017W
4100	OG0004100	augustus_masked-SAKL0H-processed-gene-18.99-mRNA-1_1&gene=augustus_masked-SAKL0H-processed-gene-18.99&CDS=1-753	YGR152C
4101	OG0004101	augustus_masked-SAKL0H-processed-gene-18.117-mRNA-1_1&gene=augustus_masked-SAKL0H-processed-gene-18.117&CDS=1-1395	YGL038C
4102	OG0004102	augustus_masked-SAKL0H-processed-gene-18.118-mRNA-1_1&gene=augustus_masked-SAKL0H-processed-gene-18.118&CDS=1-633	YGL037C
4103	OG0004103	snap_masked-SAKL0H-processed-gene-18.49-mRNA-1_1&gene=snap_masked-SAKL0H-processed-gene-18.49&CDS=1-2505	YGL036W
4104	OG0004104	augustus_masked-SAKL0H-processed-gene-18.101-mRNA-1_1&gene=augustus_masked-SAKL0H-processed-gene-18.101&CDS=1-2106	YGR145W
4105	OG0004105	augustus_masked-SAKL0H-processed-gene-18.102-mRNA-1_1&gene=augustus_masked-SAKL0H-processed-gene-18.102&CDS=1-1623	YGR009C
4106	OG0004106	augustus_masked-SAKL0H-processed-gene-18.104-mRNA-1_1&gene=augustus_masked-SAKL0H-processed-gene-18.104&CDS=1-621	YGL033W
4107	OG0004107	augustus_masked-SAKL0H-processed-gene-18.121-mRNA-1_1&gene=augustus_masked-SAKL0H-processed-gene-18.121&CDS=1-693	YGR147C
4108	OG0004108	augustus_masked-SAKL0H-processed-gene-18.122-mRNA-1_1&gene=augustus_masked-SAKL0H-processed-gene-18.122&CDS=1-294	YGL032C
4109	OG0004109	genemark-SAKL0H-processed-gene-18.14-mRNA-1_1&gene=genemark-SAKL0H-processed-gene-18.14&CDS=1-315	YGL030W
4110	OG0004110	augustus_masked-SAKL0H-processed-gene-18.107-mRNA-1_1&gene=augustus_masked-SAKL0H-processed-gene-18.107&CDS=1-1233	YGR149W
4111	OG0004111	augustus_masked-SAKL0H-processed-gene-18.124-mRNA-1_1&gene=augustus_masked-SAKL0H-processed-gene-18.124&CDS=1-2637	YGR150C
4112	OG0004112	augustus_masked-SAKL0H-processed-gene-18.108-mRNA-1_1&gene=augustus_masked-SAKL0H-processed-gene-18.108&CDS=1-390	YGL029W
4113	OG0004113	augustus_masked-SAKL0H-processed-gene-18.125-mRNA-1_1&gene=augustus_masked-SAKL0H-processed-gene-18.125&CDS=1-1719	YGL028C
4114	OG0004114	snap_masked-SAKL0H-processed-gene-18.77-mRNA-1_1&gene=snap_masked-SAKL0H-processed-gene-18.77&CDS=1-2418	YGL027C
4115	OG0004115	augustus_masked-SAKL0H-processed-gene-18.128-mRNA-1_1&gene=augustus_masked-SAKL0H-processed-gene-18.128&CDS=1-2811	YBL014C
4116	OG0004116	augustus_masked-SAKL0H-processed-gene-18.129-mRNA-1_1&gene=augustus_masked-SAKL0H-processed-gene-18.129&CDS=1-2121	YGL026C
4117	OG0004117	snap_masked-SAKL0H-processed-gene-18.80-mRNA-1_1&gene=snap_masked-SAKL0H-processed-gene-18.80&CDS=1-1122	YGL025C
4118	OG0004118	augustus_masked-SAKL0H-processed-gene-18.110-mRNA-1_1&gene=augustus_masked-SAKL0H-processed-gene-18.110&CDS=1-1104	YBL013W
4119	OG0004119	augustus_masked-SAKL0H-processed-gene-18.111-mRNA-1_1&gene=augustus_masked-SAKL0H-processed-gene-18.111&CDS=1-2130	YBL011W
