	OrthologID	Nakaseomyces_delphensis	Saccharomyces_cerevisiae
3700	OG0003700	snap_masked-NADE0S25-processed-gene-2.105-mRNA-1_1&gene=snap_masked-NADE0S25-processed-gene-2.105&CDS=1-1029	YDR411C
3701	OG0003701	snap_masked-NADE0S25-processed-gene-2.106-mRNA-1_1&gene=snap_masked-NADE0S25-processed-gene-2.106&CDS=1-759	YDR410C
3702	OG0003702	snap_masked-NADE0S25-processed-gene-2.107-mRNA-1_1&gene=snap_masked-NADE0S25-processed-gene-2.107&CDS=1-627	YDR408C
3703	OG0003703	snap_masked-NADE0S25-processed-gene-2.108-mRNA-1_1&gene=snap_masked-NADE0S25-processed-gene-2.108&CDS=1-3774	YDR407C
3704	OG0003704	snap_masked-NADE0S25-processed-gene-2.126-mRNA-1_1&gene=snap_masked-NADE0S25-processed-gene-2.126&CDS=1-591	YDR405W
3705	OG0003705	snap_masked-NADE0S25-processed-gene-2.109-mRNA-1_1&gene=snap_masked-NADE0S25-processed-gene-2.109&CDS=1-513	YDR404C
3706	OG0003706	snap_masked-NADE0S25-processed-gene-2.127-mRNA-1_1&gene=snap_masked-NADE0S25-processed-gene-2.127&CDS=1-1563	YDR403W
3707	OG0003707	snap_masked-NADE0S25-processed-gene-2.110-mRNA-1_1&gene=snap_masked-NADE0S25-processed-gene-2.110&CDS=1-1464	YDR402C
3708	OG0003708	snap_masked-NADE0S25-processed-gene-2.128-mRNA-1_1&gene=snap_masked-NADE0S25-processed-gene-2.128&CDS=1-1017	YDR400W
3709	OG0003709	snap_masked-NADE0S25-processed-gene-2.129-mRNA-1_1&gene=snap_masked-NADE0S25-processed-gene-2.129&CDS=1-645	YDR399W
3710	OG0003710	snap_masked-NADE0S25-processed-gene-2.130-mRNA-1_1&gene=snap_masked-NADE0S25-processed-gene-2.130&CDS=1-1869	YDR398W
3711	OG0003711	snap_masked-NADE0S25-processed-gene-3.87-mRNA-1_1&gene=snap_masked-NADE0S25-processed-gene-3.87&CDS=1-405	YER030W
3712	OG0003712	snap_masked-NADE0S25-processed-gene-3.83-mRNA-1_1&gene=snap_masked-NADE0S25-processed-gene-3.83&CDS=1-456	YER029C
3713	OG0003713	snap_masked-NADE0S25-processed-gene-3.85-mRNA-1_1&gene=snap_masked-NADE0S25-processed-gene-3.85&CDS=1-2001	YLR399C
3714	OG0003714	augustus_masked-NADE0S25-processed-gene-3.47-mRNA-1_1&gene=augustus_masked-NADE0S25-processed-gene-3.47&CDS=1-8313	YLR398C
3715	OG0003715	snap_masked-NADE0S25-processed-gene-3.112-mRNA-1_1&gene=snap_masked-NADE0S25-processed-gene-3.112&CDS=1-1095	YLR394W
3716	OG0003716	snap_masked-NADE0S25-processed-gene-3.113-mRNA-1_1&gene=snap_masked-NADE0S25-processed-gene-3.113&CDS=1-840	YLR393W
3717	OG0003717	snap_masked-NADE0S25-processed-gene-3.89-mRNA-1_1&gene=snap_masked-NADE0S25-processed-gene-3.89&CDS=1-1512	YLR392C
3718	OG0003718	snap_masked-NADE0S25-processed-gene-3.114-mRNA-1_1&gene=snap_masked-NADE0S25-processed-gene-3.114&CDS=1-1413	YAL010C
3719	OG0003719	snap_masked-NADE0S25-processed-gene-3.90-mRNA-1_1&gene=snap_masked-NADE0S25-processed-gene-3.90&CDS=1-858	YAL009W
3720	OG0003720	augustus_masked-NADE0S25-processed-gene-3.51-mRNA-1_1&gene=augustus_masked-NADE0S25-processed-gene-3.51&CDS=1-591	YAL008W
3721	OG0003721	augustus_masked-NADE0S25-processed-gene-3.74-mRNA-1_1&gene=augustus_masked-NADE0S25-processed-gene-3.74&CDS=1-633	YOR016C
3722	OG0003722	snap_masked-NADE0S25-processed-gene-3.116-mRNA-1_1&gene=snap_masked-NADE0S25-processed-gene-3.116&CDS=1-1050	YHL022C
3723	OG0003723	snap_masked-NADE0S25-processed-gene-3.91-mRNA-1_1&gene=snap_masked-NADE0S25-processed-gene-3.91&CDS=1-1041	YOR262W
3724	OG0003724	augustus_masked-NADE0S25-processed-gene-3.53-mRNA-1_1&gene=augustus_masked-NADE0S25-processed-gene-3.53&CDS=1-1152	YOR264W
3725	OG0003725	snap_masked-NADE0S25-processed-gene-3.93-mRNA-1_1&gene=snap_masked-NADE0S25-processed-gene-3.93&CDS=1-318	YOR265W
3726	OG0003726	augustus_masked-NADE0S25-processed-gene-3.55-mRNA-1_1&gene=augustus_masked-NADE0S25-processed-gene-3.55&CDS=1-1119	YOR266W
3727	OG0003727	snap_masked-NADE0S25-processed-gene-3.96-mRNA-1_1&gene=snap_masked-NADE0S25-processed-gene-3.96&CDS=1-615	YCR051W
3728	OG0003728	snap_masked-NADE0S25-processed-gene-3.98-mRNA-1_1&gene=snap_masked-NADE0S25-processed-gene-3.98&CDS=1-3093	YGL207W
3729	OG0003729	snap_masked-NADE0S25-processed-gene-3.99-mRNA-1_1&gene=snap_masked-NADE0S25-processed-gene-3.99&CDS=1-822	YER026C
3730	OG0003730	snap_masked-NADE0S25-processed-gene-3.100-mRNA-1_1&gene=snap_masked-NADE0S25-processed-gene-3.100&CDS=1-3468	YLR272C
3731	OG0003731	snap_masked-NADE0S25-processed-gene-3.120-mRNA-1_1&gene=snap_masked-NADE0S25-processed-gene-3.120&CDS=1-648	YLR268W
3732	OG0003732	snap_masked-NADE0S25-processed-gene-3.101-mRNA-1_1&gene=snap_masked-NADE0S25-processed-gene-3.101&CDS=1-9348	YLL040C
3733	OG0003733	snap_masked-NADE0S25-processed-gene-3.103-mRNA-1_1&gene=snap_masked-NADE0S25-processed-gene-3.103&CDS=1-465	YLL042C
3734	OG0003734	snap_masked-NADE0S25-processed-gene-3.105-mRNA-1_1&gene=snap_masked-NADE0S25-processed-gene-3.105&CDS=1-2172	YLL051C
3735	OG0003735	snap_masked-NADE0S25-processed-gene-3.106-mRNA-1_1&gene=snap_masked-NADE0S25-processed-gene-3.106&CDS=1-915	YNR054C
3736	OG0003736	maker-NADE0S25-snap-gene-3.126-mRNA-1_1&gene=maker-NADE0S25-snap-gene-3.126&CDS=1-1479	YNR053C
3737	OG0003737	snap_masked-NADE0S25-processed-gene-3.108-mRNA-1_1&gene=snap_masked-NADE0S25-processed-gene-3.108&CDS=1-1518	YNR052C
3738	OG0003738	snap_masked-NADE0S25-processed-gene-3.109-mRNA-1_1&gene=snap_masked-NADE0S25-processed-gene-3.109&CDS=1-1521	YNR051C
3739	OG0003739	snap_masked-NADE0S25-processed-gene-3.110-mRNA-1_1&gene=snap_masked-NADE0S25-processed-gene-3.110&CDS=1-1338	YNR050C
3740	OG0003740	snap_masked-NADE0S25-processed-gene-3.111-mRNA-1_1&gene=snap_masked-NADE0S25-processed-gene-3.111&CDS=1-594	YNR049C
3741	OG0003741	snap_masked-NADE0S25-processed-gene-3.124-mRNA-1_1&gene=snap_masked-NADE0S25-processed-gene-3.124&CDS=1-2571	YNR047W
3742	OG0003742	snap_masked-NADE0S25-processed-gene-4.4-mRNA-1_1&gene=snap_masked-NADE0S25-processed-gene-4.4&CDS=1-408	YNR046W
3743	OG0003743	snap_masked-NADE0S25-processed-gene-4.5-mRNA-1_1&gene=snap_masked-NADE0S25-processed-gene-4.5&CDS=1-1269	YNR045W
3744	OG0003744	snap_masked-NADE0S25-processed-gene-4.6-mRNA-1_1&gene=snap_masked-NADE0S25-processed-gene-4.6&CDS=1-1581	YCR088W
3745	OG0003745	snap_masked-NADE0S25-processed-gene-4.7-mRNA-1_1&gene=snap_masked-NADE0S25-processed-gene-4.7&CDS=1-1188	YNR043W
3746	OG0003746	snap_masked-NADE0S25-processed-gene-4.3-mRNA-1_1&gene=snap_masked-NADE0S25-processed-gene-4.3&CDS=1-1086	YNR041C
3747	OG0003747	snap_masked-NADE0S25-processed-gene-4.8-mRNA-1_1&gene=snap_masked-NADE0S25-processed-gene-4.8&CDS=1-3141	YDR089W
3748	OG0003748	snap_masked-NADE0S25-processed-gene-4.9-mRNA-1_1&gene=snap_masked-NADE0S25-processed-gene-4.9&CDS=1-645	YIL007C
3749	OG0003749	augustus_masked-NADE0S25-processed-gene-4.152-mRNA-1_1&gene=augustus_masked-NADE0S25-processed-gene-4.152&CDS=1-291	YIL008W
3750	OG0003750	augustus_masked-NADE0S25-processed-gene-4.135-mRNA-1_1&gene=augustus_masked-NADE0S25-processed-gene-4.135&CDS=1-477	YIL009C-A
3751	OG0003751	augustus_masked-NADE0S25-processed-gene-4.153-mRNA-1_1&gene=augustus_masked-NADE0S25-processed-gene-4.153&CDS=1-603	YIL010W
3752	OG0003752	augustus_masked-NADE0S25-processed-gene-4.154-mRNA-1_1&gene=augustus_masked-NADE0S25-processed-gene-4.154&CDS=1-771	YIL011W
3753	OG0003753	snap_masked-NADE0S25-processed-gene-4.15-mRNA-1_1&gene=snap_masked-NADE0S25-processed-gene-4.15&CDS=1-243	YGR181W
3754	OG0003754	maker-NADE0S25-augustus-gene-4.183-mRNA-1_1&gene=maker-NADE0S25-augustus-gene-4.183&CDS=1-6084	YGR184C
3755	OG0003755	snap_masked-NADE0S25-processed-gene-4.38-mRNA-1_1&gene=snap_masked-NADE0S25-processed-gene-4.38&CDS=1-1158	YGR185C
3756	OG0003756	augustus_masked-NADE0S25-processed-gene-4.160-mRNA-1_1&gene=augustus_masked-NADE0S25-processed-gene-4.160&CDS=1-3243	YER015W
3757	OG0003757	snap_masked-NADE0S25-processed-gene-4.43-mRNA-1_1&gene=snap_masked-NADE0S25-processed-gene-4.43&CDS=1-1602	YER014W
3758	OG0003758	snap_masked-NADE0S25-processed-gene-4.45-mRNA-1_1&gene=snap_masked-NADE0S25-processed-gene-4.45&CDS=1-582	YER012W
3759	OG0003759	snap_masked-NADE0S25-processed-gene-4.17-mRNA-1_1&gene=snap_masked-NADE0S25-processed-gene-4.17&CDS=1-705	YER010C
3760	OG0003760	snap_masked-NADE0S25-processed-gene-4.46-mRNA-1_1&gene=snap_masked-NADE0S25-processed-gene-4.46&CDS=1-369	YER009W
3761	OG0003761	snap_masked-NADE0S25-processed-gene-4.18-mRNA-1_1&gene=snap_masked-NADE0S25-processed-gene-4.18&CDS=1-4101	YER008C
3762	OG0003762	snap_masked-NADE0S25-processed-gene-4.47-mRNA-1_1&gene=snap_masked-NADE0S25-processed-gene-4.47&CDS=1-1497	YER007W
3763	OG0003763	snap_masked-NADE0S25-processed-gene-4.48-mRNA-1_1&gene=snap_masked-NADE0S25-processed-gene-4.48&CDS=1-1545	YER006W
3764	OG0003764	snap_masked-NADE0S25-processed-gene-4.49-mRNA-1_1&gene=snap_masked-NADE0S25-processed-gene-4.49&CDS=1-1932	YER005W
3765	OG0003765	snap_masked-NADE0S25-processed-gene-4.50-mRNA-1_1&gene=snap_masked-NADE0S25-processed-gene-4.50&CDS=1-690	YER004W
3766	OG0003766	snap_masked-NADE0S25-processed-gene-4.51-mRNA-1_1&gene=snap_masked-NADE0S25-processed-gene-4.51&CDS=1-3051	YDR006C
3767	OG0003767	snap_masked-NADE0S25-processed-gene-4.22-mRNA-1_1&gene=snap_masked-NADE0S25-processed-gene-4.22&CDS=1-834	YGL224C
3768	OG0003768	snap_masked-NADE0S25-processed-gene-4.55-mRNA-1_1&gene=snap_masked-NADE0S25-processed-gene-4.55&CDS=1-978	YGL225W
3769	OG0003769	snap_masked-NADE0S25-processed-gene-4.23-mRNA-1_1&gene=snap_masked-NADE0S25-processed-gene-4.23&CDS=1-3138	YKL197C
3770	OG0003770	snap_masked-NADE0S25-processed-gene-4.57-mRNA-1_1&gene=snap_masked-NADE0S25-processed-gene-4.57&CDS=1-3180	YKL205W
3771	OG0003771	snap_masked-NADE0S25-processed-gene-4.26-mRNA-1_1&gene=snap_masked-NADE0S25-processed-gene-4.26&CDS=1-825	YKL206C
3772	OG0003772	snap_masked-NADE0S25-processed-gene-4.58-mRNA-1_1&gene=snap_masked-NADE0S25-processed-gene-4.58&CDS=1-1149	YJR072C
3773	OG0003773	snap_masked-NADE0S25-processed-gene-4.59-mRNA-1_1&gene=snap_masked-NADE0S25-processed-gene-4.59&CDS=1-804	YKL207W
3774	OG0003774	snap_masked-NADE0S25-processed-gene-4.27-mRNA-1_1&gene=snap_masked-NADE0S25-processed-gene-4.27&CDS=1-3735	YKL209C
3775	OG0003775	snap_masked-NADE0S25-processed-gene-4.61-mRNA-1_1&gene=snap_masked-NADE0S25-processed-gene-4.61&CDS=1-3039	YKL210W
3776	OG0003776	snap_masked-NADE0S25-processed-gene-4.62-mRNA-1_1&gene=snap_masked-NADE0S25-processed-gene-4.62&CDS=1-1887	YKL212W
3777	OG0003777	maker-NADE0S25-augustus-gene-4.182-mRNA-1_1&gene=maker-NADE0S25-augustus-gene-4.182&CDS=1-2643	YKL213C
3778	OG0003778	snap_masked-NADE0S27-processed-gene-0.114-mRNA-1_1&gene=snap_masked-NADE0S27-processed-gene-0.114&CDS=1-2160	YJL061W
3779	OG0003779	maker-NADE0S27-augustus-gene-0.47-mRNA-1_1&gene=maker-NADE0S27-augustus-gene-0.47&CDS=1-2883	YJL062W
3780	OG0003780	snap_masked-NADE0S27-processed-gene-0.90-mRNA-1_1&gene=snap_masked-NADE0S27-processed-gene-0.90&CDS=1-732	YJL063C
3781	OG0003781	snap_masked-NADE0S27-processed-gene-0.91-mRNA-1_1&gene=snap_masked-NADE0S27-processed-gene-0.91&CDS=1-672	YJL065C
3782	OG0003782	augustus_masked-NADE0S27-processed-gene-0.50-mRNA-1_1&gene=augustus_masked-NADE0S27-processed-gene-0.50&CDS=1-909	YJL066C
3783	OG0003783	snap_masked-NADE0S27-processed-gene-0.93-mRNA-1_1&gene=snap_masked-NADE0S27-processed-gene-0.93&CDS=1-885	YJL068C
3784	OG0003784	snap_masked-NADE0S27-processed-gene-0.94-mRNA-1_1&gene=snap_masked-NADE0S27-processed-gene-0.94&CDS=1-1821	YJL069C
3785	OG0003785	snap_masked-NADE0S27-processed-gene-0.95-mRNA-1_1&gene=snap_masked-NADE0S27-processed-gene-0.95&CDS=1-2577	YJL070C
3786	OG0003786	snap_masked-NADE0S27-processed-gene-0.117-mRNA-1_1&gene=snap_masked-NADE0S27-processed-gene-0.117&CDS=1-1755	YJL071W
3787	OG0003787	snap_masked-NADE0S27-processed-gene-0.96-mRNA-1_1&gene=snap_masked-NADE0S27-processed-gene-0.96&CDS=1-639	YJL072C
3788	OG0003788	snap_masked-NADE0S27-processed-gene-0.118-mRNA-1_1&gene=snap_masked-NADE0S27-processed-gene-0.118&CDS=1-1953	YJL073W
3789	OG0003789	augustus_masked-NADE0S27-processed-gene-0.55-mRNA-1_1&gene=augustus_masked-NADE0S27-processed-gene-0.55&CDS=1-3657	YJL074C
3790	OG0003790	augustus_masked-NADE0S27-processed-gene-0.77-mRNA-1_1&gene=augustus_masked-NADE0S27-processed-gene-0.77&CDS=1-4284	YLR163C
3791	OG0003791	snap_masked-NADE0S27-processed-gene-0.98-mRNA-1_1&gene=snap_masked-NADE0S27-processed-gene-0.98&CDS=1-594	YGL200C
3792	OG0003792	snap_masked-NADE0S27-processed-gene-0.99-mRNA-1_1&gene=snap_masked-NADE0S27-processed-gene-0.99&CDS=1-1692	YKL100C
3793	OG0003793	snap_masked-NADE0S27-processed-gene-0.122-mRNA-1_1&gene=snap_masked-NADE0S27-processed-gene-0.122&CDS=1-4380	YKL101W
3794	OG0003794	snap_masked-NADE0S27-processed-gene-0.100-mRNA-1_1&gene=snap_masked-NADE0S27-processed-gene-0.100&CDS=1-1524	YKL103C
3795	OG0003795	snap_masked-NADE0S27-processed-gene-0.101-mRNA-1_1&gene=snap_masked-NADE0S27-processed-gene-0.101&CDS=1-2166	YKL104C
3796	OG0003796	snap_masked-NADE0S27-processed-gene-0.123-mRNA-1_1&gene=snap_masked-NADE0S27-processed-gene-0.123&CDS=1-1323	YKL106W
3797	OG0003797	snap_masked-NADE0S27-processed-gene-0.124-mRNA-1_1&gene=snap_masked-NADE0S27-processed-gene-0.124&CDS=1-1113	YKL108W
3798	OG0003798	snap_masked-NADE0S27-processed-gene-0.102-mRNA-1_1&gene=snap_masked-NADE0S27-processed-gene-0.102&CDS=1-906	YKL110C
3799	OG0003799	augustus_masked-NADE0S27-processed-gene-0.61-mRNA-1_1&gene=augustus_masked-NADE0S27-processed-gene-0.61&CDS=1-672	YIR017C
3800	OG0003800	augustus_masked-NADE0S27-processed-gene-0.82-mRNA-1_1&gene=augustus_masked-NADE0S27-processed-gene-0.82&CDS=1-747	YIR014W
3801	OG0003801	augustus_masked-NADE0S27-processed-gene-0.62-mRNA-1_1&gene=augustus_masked-NADE0S27-processed-gene-0.62&CDS=1-1116	YOL028C
3802	OG0003802	snap_masked-NADE0S27-processed-gene-0.105-mRNA-1_1&gene=snap_masked-NADE0S27-processed-gene-0.105&CDS=1-519	YMR009W
3803	OG0003803	snap_masked-NADE0S27-processed-gene-0.106-mRNA-1_1&gene=snap_masked-NADE0S27-processed-gene-0.106&CDS=1-1317	YMR010W
3804	OG0003804	snap_masked-NADE0S27-processed-gene-0.107-mRNA-1_1&gene=snap_masked-NADE0S27-processed-gene-0.107&CDS=1-1506	YHL021C
3805	OG0003805	snap_masked-NADE0S27-processed-gene-0.108-mRNA-1_1&gene=snap_masked-NADE0S27-processed-gene-0.108&CDS=1-987	YOR261C
3806	OG0003806	augustus_masked-NADE0S27-processed-gene-0.83-mRNA-1_1&gene=augustus_masked-NADE0S27-processed-gene-0.83&CDS=1-1587	YOR260W
3807	OG0003807	snap_masked-NADE0S27-processed-gene-0.109-mRNA-1_1&gene=snap_masked-NADE0S27-processed-gene-0.109&CDS=1-1344	YOR259C
3808	OG0003808	snap_masked-NADE0S27-processed-gene-0.130-mRNA-1_1&gene=snap_masked-NADE0S27-processed-gene-0.130&CDS=1-636	YOR258W
3809	OG0003809	snap_masked-NADE0S27-processed-gene-0.131-mRNA-1_1&gene=snap_masked-NADE0S27-processed-gene-0.131&CDS=1-486	YOR257W
3810	OG0003810	augustus_masked-NADE0S27-processed-gene-0.86-mRNA-1_1&gene=augustus_masked-NADE0S27-processed-gene-0.86&CDS=1-753	YOR255W
3811	OG0003811	snap_masked-NADE0S27-processed-gene-0.133-mRNA-1_1&gene=snap_masked-NADE0S27-processed-gene-0.133&CDS=1-504	YOR253W
3812	OG0003812	snap_masked-NADE0S27-processed-gene-0.134-mRNA-1_1&gene=snap_masked-NADE0S27-processed-gene-0.134&CDS=1-564	YOR252W
3813	OG0003813	snap_masked-NADE0S27-processed-gene-0.111-mRNA-1_1&gene=snap_masked-NADE0S27-processed-gene-0.111&CDS=1-900	YOR251C
3814	OG0003814	snap_masked-NADE0S27-processed-gene-0.112-mRNA-1_1&gene=snap_masked-NADE0S27-processed-gene-0.112&CDS=1-1353	YOR250C
3815	OG0003815	augustus_masked-NADE0S27-processed-gene-0.71-mRNA-1_1&gene=augustus_masked-NADE0S27-processed-gene-0.71&CDS=1-1953	YOR249C
3816	OG0003816	snap_masked-NADE0S27-processed-gene-1.97-mRNA-1_1&gene=snap_masked-NADE0S27-processed-gene-1.97&CDS=1-972	YOR246C
3817	OG0003817	snap_masked-NADE0S27-processed-gene-1.98-mRNA-1_1&gene=snap_masked-NADE0S27-processed-gene-1.98&CDS=1-3273	YPL160W
3818	OG0003818	snap_masked-NADE0S27-processed-gene-1.99-mRNA-1_1&gene=snap_masked-NADE0S27-processed-gene-1.99&CDS=1-1299	YOR245C
3819	OG0003819	snap_masked-NADE0S27-processed-gene-1.102-mRNA-1_1&gene=snap_masked-NADE0S27-processed-gene-1.102&CDS=1-2004	YOR243C
3820	OG0003820	snap_masked-NADE0S27-processed-gene-1.103-mRNA-1_1&gene=snap_masked-NADE0S27-processed-gene-1.103&CDS=1-1029	YOR242C
3821	OG0003821	snap_masked-NADE0S27-processed-gene-1.127-mRNA-1_1&gene=snap_masked-NADE0S27-processed-gene-1.127&CDS=1-1512	YOR241W
3822	OG0003822	augustus_masked-NADE0S27-processed-gene-1.77-mRNA-1_1&gene=augustus_masked-NADE0S27-processed-gene-1.77&CDS=1-1482	YOR239W
3823	OG0003823	snap_masked-NADE0S27-processed-gene-1.108-mRNA-1_1&gene=snap_masked-NADE0S27-processed-gene-1.108&CDS=1-654	YOR236W
3824	OG0003824	snap_masked-NADE0S27-processed-gene-1.130-mRNA-1_1&gene=snap_masked-NADE0S27-processed-gene-1.130&CDS=1-1449	YGL192W
3825	OG0003825	snap_masked-NADE0S27-processed-gene-1.109-mRNA-1_1&gene=snap_masked-NADE0S27-processed-gene-1.109&CDS=1-1350	YGL194C
3826	OG0003826	augustus_masked-NADE0S27-processed-gene-1.61-mRNA-1_1&gene=augustus_masked-NADE0S27-processed-gene-1.61&CDS=1-1818	YNL008C
3827	OG0003827	snap_masked-NADE0S27-processed-gene-1.132-mRNA-1_1&gene=snap_masked-NADE0S27-processed-gene-1.132&CDS=1-1773	YMR120C
3828	OG0003828	augustus_masked-NADE0S27-processed-gene-1.63-mRNA-1_1&gene=augustus_masked-NADE0S27-processed-gene-1.63&CDS=1-4713	YLR032W
3829	OG0003829	snap_masked-NADE0S27-processed-gene-1.134-mRNA-1_1&gene=snap_masked-NADE0S27-processed-gene-1.134&CDS=1-1869	YLR035C
3830	OG0003830	snap_masked-NADE0S27-processed-gene-1.135-mRNA-1_1&gene=snap_masked-NADE0S27-processed-gene-1.135&CDS=1-249	YLR038C
3831	OG0003831	maker-NADE0S27-augustus-gene-1.48-mRNA-1_1&gene=maker-NADE0S27-augustus-gene-1.48&CDS=1-3483	YLR039C
3832	OG0003832	snap_masked-NADE0S27-processed-gene-1.138-mRNA-1_1&gene=snap_masked-NADE0S27-processed-gene-1.138&CDS=1-3225	YGR047C
3833	OG0003833	snap_masked-NADE0S27-processed-gene-1.117-mRNA-1_1&gene=snap_masked-NADE0S27-processed-gene-1.117&CDS=1-1134	YDL078C
3834	OG0003834	snap_masked-NADE0S27-processed-gene-1.118-mRNA-1_1&gene=snap_masked-NADE0S27-processed-gene-1.118&CDS=1-1086	YMR139W
3835	OG0003835	snap_masked-NADE0S27-processed-gene-1.141-mRNA-1_1&gene=snap_masked-NADE0S27-processed-gene-1.141&CDS=1-1302	YDL084W
3836	OG0003836	snap_masked-NADE0S27-processed-gene-1.121-mRNA-1_1&gene=snap_masked-NADE0S27-processed-gene-1.121&CDS=1-198	YDL085C-A
3837	OG0003837	maker-NADE0S27-augustus-gene-1.49-mRNA-1_1&gene=maker-NADE0S27-augustus-gene-1.49&CDS=1-1905	YMR146C
3838	OG0003838	augustus_masked-NADE0S27-processed-gene-1.71-mRNA-1_1&gene=augustus_masked-NADE0S27-processed-gene-1.71&CDS=1-432	YPL034W
3839	OG0003839	augustus_masked-NADE0S27-processed-gene-1.91-mRNA-1_1&gene=augustus_masked-NADE0S27-processed-gene-1.91&CDS=1-954	YPL033C
3840	OG0003840	snap_masked-NADE0S27-processed-gene-1.123-mRNA-1_1&gene=snap_masked-NADE0S27-processed-gene-1.123&CDS=1-741	YDL087C
3841	OG0003841	snap_masked-NADE0S27-processed-gene-1.124-mRNA-1_1&gene=snap_masked-NADE0S27-processed-gene-1.124&CDS=1-1467	YDL088C
3842	OG0003842	snap_masked-NADE0S27-processed-gene-1.145-mRNA-1_1&gene=snap_masked-NADE0S27-processed-gene-1.145&CDS=1-1305	YDL089W
3843	OG0003843	snap_masked-NADE0S27-processed-gene-1.125-mRNA-1_1&gene=snap_masked-NADE0S27-processed-gene-1.125&CDS=1-1293	YDL090C
3844	OG0003844	snap_masked-NADE0S27-processed-gene-1.126-mRNA-1_1&gene=snap_masked-NADE0S27-processed-gene-1.126&CDS=1-1296	YDL091C
3845	OG0003845	snap_masked-NADE0S27-processed-gene-1.146-mRNA-1_1&gene=snap_masked-NADE0S27-processed-gene-1.146&CDS=1-408	YDL092W
3846	OG0003846	augustus_masked-NADE0S27-processed-gene-2.95-mRNA-1_1&gene=augustus_masked-NADE0S27-processed-gene-2.95&CDS=1-1269	YDL097C
3847	OG0003847	snap_masked-NADE0S27-processed-gene-2.0-mRNA-1_1&gene=snap_masked-NADE0S27-processed-gene-2.0&CDS=1-561	YDL098C
3848	OG0003848	snap_masked-NADE0S27-processed-gene-2.5-mRNA-1_1&gene=snap_masked-NADE0S27-processed-gene-2.5&CDS=1-1110	YDL099W
3849	OG0003849	snap_masked-NADE0S27-processed-gene-2.1-mRNA-1_1&gene=snap_masked-NADE0S27-processed-gene-2.1&CDS=1-1053	YDL100C
3850	OG0003850	snap_masked-NADE0S27-processed-gene-2.2-mRNA-1_1&gene=snap_masked-NADE0S27-processed-gene-2.2&CDS=1-1539	YDL101C
3851	OG0003851	snap_masked-NADE0S27-processed-gene-2.6-mRNA-1_1&gene=snap_masked-NADE0S27-processed-gene-2.6&CDS=1-3288	YDL102W
3852	OG0003852	snap_masked-NADE0S27-processed-gene-2.7-mRNA-1_1&gene=snap_masked-NADE0S27-processed-gene-2.7&CDS=1-1416	YDL103C
3853	OG0003853	genemark-NADE0S27-processed-gene-2.76-mRNA-1_1&gene=genemark-NADE0S27-processed-gene-2.76&CDS=1-987	YLR316C
3854	OG0003854	augustus_masked-NADE0S27-processed-gene-2.103-mRNA-1_1&gene=augustus_masked-NADE0S27-processed-gene-2.103&CDS=1-2616	YLR318W
3855	OG0003855	augustus_masked-NADE0S27-processed-gene-2.122-mRNA-1_1&gene=augustus_masked-NADE0S27-processed-gene-2.122&CDS=1-2238	YLR319C
3856	OG0003856	augustus_masked-NADE0S27-processed-gene-2.104-mRNA-1_1&gene=augustus_masked-NADE0S27-processed-gene-2.104&CDS=1-4146	YLR320W
3857	OG0003857	snap_masked-NADE0S27-processed-gene-2.33-mRNA-1_1&gene=snap_masked-NADE0S27-processed-gene-2.33&CDS=1-720	YLR323C
3858	OG0003858	augustus_masked-NADE0S27-processed-gene-2.124-mRNA-1_1&gene=augustus_masked-NADE0S27-processed-gene-2.124&CDS=1-234	YLR325C
3859	OG0003859	augustus_masked-NADE0S27-processed-gene-2.106-mRNA-1_1&gene=augustus_masked-NADE0S27-processed-gene-2.106&CDS=1-546	YLR326W
3860	OG0003860	snap_masked-NADE0S27-processed-gene-2.36-mRNA-1_1&gene=snap_masked-NADE0S27-processed-gene-2.36&CDS=1-1479	YPL262W
3861	OG0003861	snap_masked-NADE0S27-processed-gene-2.16-mRNA-1_1&gene=snap_masked-NADE0S27-processed-gene-2.16&CDS=1-1446	YLR359W
3862	OG0003862	snap_masked-NADE0S27-processed-gene-2.37-mRNA-1_1&gene=snap_masked-NADE0S27-processed-gene-2.37&CDS=1-1638	YLR361C
3863	OG0003863	snap_masked-NADE0S27-processed-gene-2.17-mRNA-1_1&gene=snap_masked-NADE0S27-processed-gene-2.17&CDS=1-2022	YLR362W
3864	OG0003864	snap_masked-NADE0S27-processed-gene-2.39-mRNA-1_1&gene=snap_masked-NADE0S27-processed-gene-2.39&CDS=1-723	YLR363C
3865	OG0003865	genemark-NADE0S27-processed-gene-2.65-mRNA-1_1&gene=genemark-NADE0S27-processed-gene-2.65&CDS=1-519	YLR364W
3866	OG0003866	snap_masked-NADE0S27-processed-gene-2.20-mRNA-1_1&gene=snap_masked-NADE0S27-processed-gene-2.20&CDS=1-1842	YLR368W
3867	OG0003867	augustus_masked-NADE0S27-processed-gene-2.129-mRNA-1_1&gene=augustus_masked-NADE0S27-processed-gene-2.129&CDS=1-528	YLR370C
3868	OG0003868	snap_masked-NADE0S27-processed-gene-2.23-mRNA-1_1&gene=snap_masked-NADE0S27-processed-gene-2.23&CDS=1-4020	YLR371W
3869	OG0003869	augustus_masked-NADE0S27-processed-gene-2.114-mRNA-1_1&gene=augustus_masked-NADE0S27-processed-gene-2.114&CDS=1-1086	YLR372W
