	OrthologID	Lodderomyces_elongisporus	Saccharomyces_cerevisiae
2570	OG0002570	maker-NW_001813684.1-snap-gene-14.90-mRNA-1_1&gene=maker-NW_001813684.1-snap-gene-14.90&CDS=1-1563	YML056C
2571	OG0002571	maker-NW_001813684.1-snap-gene-14.91-mRNA-1_1&gene=maker-NW_001813684.1-snap-gene-14.91&CDS=1-4143	YOR014W
2572	OG0002572	maker-NW_001813684.1-augustus-gene-14.5-mRNA-1_1&gene=maker-NW_001813684.1-augustus-gene-14.5&CDS=1-3612	YGR094W
2573	OG0002573	snap_masked-NW_001813684.1-processed-gene-14.44-mRNA-1_1&gene=snap_masked-NW_001813684.1-processed-gene-14.44&CDS=1-1278	YGR091W
2574	OG0002574	snap_masked-NW_001813684.1-processed-gene-14.26-mRNA-1_1&gene=snap_masked-NW_001813684.1-processed-gene-14.26&CDS=1-702	YGR095C
2575	OG0002575	snap_masked-NW_001813684.1-processed-gene-15.24-mRNA-1_1&gene=snap_masked-NW_001813684.1-processed-gene-15.24&CDS=1-4905	YAL024C
2576	OG0002576	augustus_masked-NW_001813684.1-processed-gene-15.61-mRNA-1_1&gene=augustus_masked-NW_001813684.1-processed-gene-15.61&CDS=1-639	YGR081C
2577	OG0002577	maker-NW_001813684.1-snap-gene-15.75-mRNA-1_1&gene=maker-NW_001813684.1-snap-gene-15.75&CDS=1-3978	YPR104C
2578	OG0002578	snap_masked-NW_001813684.1-processed-gene-15.6-mRNA-1_1&gene=snap_masked-NW_001813684.1-processed-gene-15.6&CDS=1-846	YPR103W
2579	OG0002579	snap_masked-NW_001813684.1-processed-gene-15.26-mRNA-1_1&gene=snap_masked-NW_001813684.1-processed-gene-15.26&CDS=1-366	YPR094W
2580	OG0002580	augustus_masked-NW_001813684.1-processed-gene-15.63-mRNA-1_1&gene=augustus_masked-NW_001813684.1-processed-gene-15.63&CDS=1-1173	YGR080W
2581	OG0002581	snap_masked-NW_001813684.1-processed-gene-15.28-mRNA-1_1&gene=snap_masked-NW_001813684.1-processed-gene-15.28&CDS=1-927	YGR086C
2582	OG0002582	snap_masked-NW_001813684.1-processed-gene-15.12-mRNA-1_1&gene=snap_masked-NW_001813684.1-processed-gene-15.12&CDS=1-3690	YEL031W
2583	OG0002583	augustus_masked-NW_001813684.1-processed-gene-15.48-mRNA-1_1&gene=augustus_masked-NW_001813684.1-processed-gene-15.48&CDS=1-930	YGR096W
2584	OG0002584	augustus_masked-NW_001813684.1-processed-gene-15.49-mRNA-1_1&gene=augustus_masked-NW_001813684.1-processed-gene-15.49&CDS=1-1341	YGL111W
2585	OG0002585	augustus_masked-NW_001813684.1-processed-gene-15.68-mRNA-1_1&gene=augustus_masked-NW_001813684.1-processed-gene-15.68&CDS=1-1044	YGL100W
2586	OG0002586	snap_masked-NW_001813684.1-processed-gene-15.15-mRNA-1_1&gene=snap_masked-NW_001813684.1-processed-gene-15.15&CDS=1-1491	YBR243C
2587	OG0002587	maker-NW_001813684.1-snap-gene-15.77-mRNA-1_1&gene=maker-NW_001813684.1-snap-gene-15.77&CDS=1-2214	YLR337C
2588	OG0002588	augustus_masked-NW_001813684.1-processed-gene-15.69-mRNA-1_1&gene=augustus_masked-NW_001813684.1-processed-gene-15.69&CDS=1-1053	YBR246W
2589	OG0002589	snap_masked-NW_001813684.1-processed-gene-15.31-mRNA-1_1&gene=snap_masked-NW_001813684.1-processed-gene-15.31&CDS=1-3180	YDL215C
2590	OG0002590	snap_masked-NW_001813684.1-processed-gene-15.18-mRNA-1_1&gene=snap_masked-NW_001813684.1-processed-gene-15.18&CDS=1-954	YJR142W
2591	OG0002591	snap_masked-NW_001813684.1-processed-gene-15.32-mRNA-1_1&gene=snap_masked-NW_001813684.1-processed-gene-15.32&CDS=1-4374	YGL251C
2592	OG0002592	snap_masked-NW_001813684.1-processed-gene-15.22-mRNA-1_1&gene=snap_masked-NW_001813684.1-processed-gene-15.22&CDS=1-702	YPL078C
2593	OG0002593	snap_masked-NW_001813684.1-processed-gene-15.33-mRNA-1_1&gene=snap_masked-NW_001813684.1-processed-gene-15.33&CDS=1-1485	YBR195C
2594	OG0002594	augustus_masked-NW_001813684.1-processed-gene-15.58-mRNA-1_1&gene=augustus_masked-NW_001813684.1-processed-gene-15.58&CDS=1-774	YIL064W
2595	OG0002595	snap_masked-NW_001813684.1-processed-gene-15.34-mRNA-1_1&gene=snap_masked-NW_001813684.1-processed-gene-15.34&CDS=1-732	YIL063C
2596	OG0002596	augustus_masked-NW_001813684.1-processed-gene-15.74-mRNA-1_1&gene=augustus_masked-NW_001813684.1-processed-gene-15.74&CDS=1-1290	YIL061C
2597	OG0002597	augustus_masked-NW_001813684.1-processed-gene-16.4-mRNA-1_1&gene=augustus_masked-NW_001813684.1-processed-gene-16.4&CDS=1-1197	YLR126C
2598	OG0002598	snap_masked-NW_001813684.1-processed-gene-16.39-mRNA-1_1&gene=snap_masked-NW_001813684.1-processed-gene-16.39&CDS=1-1068	YNL229C
2599	OG0002599	snap_masked-NW_001813684.1-processed-gene-16.40-mRNA-1_1&gene=snap_masked-NW_001813684.1-processed-gene-16.40&CDS=1-870	YKR060W
2600	OG0002600	augustus_masked-NW_001813684.1-processed-gene-16.3-mRNA-1_1&gene=augustus_masked-NW_001813684.1-processed-gene-16.3&CDS=1-2226	YKL174C
2601	OG0002601	snap_masked-NW_001813684.1-processed-gene-16.43-mRNA-1_1&gene=snap_masked-NW_001813684.1-processed-gene-16.43&CDS=1-462	YJL143W
2602	OG0002602	snap_masked-NW_001813684.1-processed-gene-16.44-mRNA-1_1&gene=snap_masked-NW_001813684.1-processed-gene-16.44&CDS=1-2340	YJL141C
2603	OG0002603	snap_masked-NW_001813684.1-processed-gene-16.45-mRNA-1_1&gene=snap_masked-NW_001813684.1-processed-gene-16.45&CDS=1-678	YJL140W
2604	OG0002604	snap_masked-NW_001813684.1-processed-gene-16.46-mRNA-1_1&gene=snap_masked-NW_001813684.1-processed-gene-16.46&CDS=1-3078	YKL173W
2605	OG0002605	augustus_masked-NW_001813684.1-processed-gene-16.17-mRNA-1_1&gene=augustus_masked-NW_001813684.1-processed-gene-16.17&CDS=1-1875	YGL250W
2606	OG0002606	snap_masked-NW_001813684.1-processed-gene-16.59-mRNA-1_1&gene=snap_masked-NW_001813684.1-processed-gene-16.59&CDS=1-3609	YJL176C
2607	OG0002607	augustus_masked-NW_001813684.1-processed-gene-16.9-mRNA-1_1&gene=augustus_masked-NW_001813684.1-processed-gene-16.9&CDS=1-1296	YKL172W
2608	OG0002608	snap_masked-NW_001813684.1-processed-gene-16.49-mRNA-1_1&gene=snap_masked-NW_001813684.1-processed-gene-16.49&CDS=1-1053	YJL167W
2609	OG0002609	snap_masked-NW_001813684.1-processed-gene-16.60-mRNA-1_1&gene=snap_masked-NW_001813684.1-processed-gene-16.60&CDS=1-285	YJL166W
2610	OG0002610	snap_masked-NW_001813684.1-processed-gene-16.51-mRNA-1_1&gene=snap_masked-NW_001813684.1-processed-gene-16.51&CDS=1-1026	YBR187W
2611	OG0002611	snap_masked-NW_001813684.1-processed-gene-16.62-mRNA-1_1&gene=snap_masked-NW_001813684.1-processed-gene-16.62&CDS=1-660	YBR193C
2612	OG0002612	snap_masked-NW_001813684.1-processed-gene-16.63-mRNA-1_1&gene=snap_masked-NW_001813684.1-processed-gene-16.63&CDS=1-1155	YBR192W
2613	OG0002613	maker-NW_001813684.1-augustus-gene-16.81-mRNA-1_1&gene=maker-NW_001813684.1-augustus-gene-16.81&CDS=1-4989	YPL082C
2614	OG0002614	snap_masked-NW_001813684.1-processed-gene-16.52-mRNA-1_1&gene=snap_masked-NW_001813684.1-processed-gene-16.52&CDS=1-2229	YBR260C
2615	OG0002615	snap_masked-NW_001813684.1-processed-gene-16.69-mRNA-1_1&gene=snap_masked-NW_001813684.1-processed-gene-16.69&CDS=1-858	YBR258C
2616	OG0002616	snap_masked-NW_001813684.1-processed-gene-16.70-mRNA-1_1&gene=snap_masked-NW_001813684.1-processed-gene-16.70&CDS=1-234	YHR001W-A
2617	OG0002617	snap_masked-NW_001813684.1-processed-gene-16.54-mRNA-1_1&gene=snap_masked-NW_001813684.1-processed-gene-16.54&CDS=1-549	YNR036C
2618	OG0002618	augustus_masked-NW_001813684.1-processed-gene-16.29-mRNA-1_1&gene=augustus_masked-NW_001813684.1-processed-gene-16.29&CDS=1-1032	YNR035C
2619	OG0002619	snap_masked-NW_001813684.1-processed-gene-16.73-mRNA-1_1&gene=snap_masked-NW_001813684.1-processed-gene-16.73&CDS=1-3063	YMR216C
2620	OG0002620	snap_masked-NW_001813684.1-processed-gene-16.74-mRNA-1_1&gene=snap_masked-NW_001813684.1-processed-gene-16.74&CDS=1-2100	YPL106C
2621	OG0002621	snap_masked-NW_001813684.1-processed-gene-16.75-mRNA-1_1&gene=snap_masked-NW_001813684.1-processed-gene-16.75&CDS=1-1800	YBR170C
2622	OG0002622	snap_masked-NW_001813684.1-processed-gene-16.78-mRNA-1_1&gene=snap_masked-NW_001813684.1-processed-gene-16.78&CDS=1-1395	YFL031W
2623	OG0002623	snap_masked-NW_001813684.1-processed-gene-16.55-mRNA-1_1&gene=snap_masked-NW_001813684.1-processed-gene-16.55&CDS=1-1125	YEL029C
2624	OG0002624	snap_masked-NW_001813684.1-processed-gene-16.80-mRNA-1_1&gene=snap_masked-NW_001813684.1-processed-gene-16.80&CDS=1-582	YNL090W
2625	OG0002625	snap_masked-NW_001813684.1-processed-gene-17.40-mRNA-1_1&gene=snap_masked-NW_001813684.1-processed-gene-17.40&CDS=1-2025	YOR087W
2626	OG0002626	augustus_masked-NW_001813684.1-processed-gene-17.9-mRNA-1_1&gene=augustus_masked-NW_001813684.1-processed-gene-17.9&CDS=1-1053	YDL144C
2627	OG0002627	snap_masked-NW_001813684.1-processed-gene-17.54-mRNA-1_1&gene=snap_masked-NW_001813684.1-processed-gene-17.54&CDS=1-870	YDR237W
2628	OG0002628	snap_masked-NW_001813684.1-processed-gene-17.42-mRNA-1_1&gene=snap_masked-NW_001813684.1-processed-gene-17.42&CDS=1-1572	YDL207W
2629	OG0002629	snap_masked-NW_001813684.1-processed-gene-17.55-mRNA-1_1&gene=snap_masked-NW_001813684.1-processed-gene-17.55&CDS=1-3951	YMR076C
2630	OG0002630	augustus_masked-NW_001813684.1-processed-gene-17.23-mRNA-1_1&gene=augustus_masked-NW_001813684.1-processed-gene-17.23&CDS=1-969	YDR044W
2631	OG0002631	augustus_masked-NW_001813684.1-processed-gene-17.24-mRNA-1_1&gene=augustus_masked-NW_001813684.1-processed-gene-17.24&CDS=1-4686	YOR336W
2632	OG0002632	snap_masked-NW_001813684.1-processed-gene-17.59-mRNA-1_1&gene=snap_masked-NW_001813684.1-processed-gene-17.59&CDS=1-1005	YHR134W
2633	OG0002633	snap_masked-NW_001813684.1-processed-gene-17.60-mRNA-1_1&gene=snap_masked-NW_001813684.1-processed-gene-17.60&CDS=1-1659	YPL214C
2634	OG0002634	augustus_masked-NW_001813684.1-processed-gene-17.27-mRNA-1_1&gene=augustus_masked-NW_001813684.1-processed-gene-17.27&CDS=1-528	YAL033W
2635	OG0002635	snap_masked-NW_001813684.1-processed-gene-17.61-mRNA-1_1&gene=snap_masked-NW_001813684.1-processed-gene-17.61&CDS=1-3267	YGR047C
2636	OG0002636	snap_masked-NW_001813684.1-processed-gene-17.47-mRNA-1_1&gene=snap_masked-NW_001813684.1-processed-gene-17.47&CDS=1-708	YML077W
2637	OG0002637	snap_masked-NW_001813684.1-processed-gene-17.63-mRNA-1_1&gene=snap_masked-NW_001813684.1-processed-gene-17.63&CDS=1-921	YLR209C
2638	OG0002638	snap_masked-NW_001813684.1-processed-gene-17.64-mRNA-1_1&gene=snap_masked-NW_001813684.1-processed-gene-17.64&CDS=1-1539	YJR122W
2639	OG0002639	snap_masked-NW_001813684.1-processed-gene-17.66-mRNA-1_1&gene=snap_masked-NW_001813684.1-processed-gene-17.66&CDS=1-399	YOL012C
2640	OG0002640	snap_masked-NW_001813684.1-processed-gene-17.67-mRNA-1_1&gene=snap_masked-NW_001813684.1-processed-gene-17.67&CDS=1-2289	YEL062W
2641	OG0002641	snap_masked-NW_001813684.1-processed-gene-17.69-mRNA-1_1&gene=snap_masked-NW_001813684.1-processed-gene-17.69&CDS=1-552	YPL252C
2642	OG0002642	snap_masked-NW_001813684.1-processed-gene-17.70-mRNA-1_1&gene=snap_masked-NW_001813684.1-processed-gene-17.70&CDS=1-663	YMR197C
2643	OG0002643	snap_masked-NW_001813684.1-processed-gene-17.71-mRNA-1_1&gene=snap_masked-NW_001813684.1-processed-gene-17.71&CDS=1-2940	YMR196W
2644	OG0002644	maker-NW_001813684.1-snap-gene-18.81-mRNA-1_1&gene=maker-NW_001813684.1-snap-gene-18.81&CDS=1-1674	YPL254W
2645	OG0002645	augustus_masked-NW_001813684.1-processed-gene-18.46-mRNA-1_1&gene=augustus_masked-NW_001813684.1-processed-gene-18.46&CDS=1-912	YLR208W
2646	OG0002646	snap_masked-NW_001813684.1-processed-gene-18.26-mRNA-1_1&gene=snap_masked-NW_001813684.1-processed-gene-18.26&CDS=1-297	YMR286W
2647	OG0002647	augustus_masked-NW_001813684.1-processed-gene-18.48-mRNA-1_1&gene=augustus_masked-NW_001813684.1-processed-gene-18.48&CDS=1-3039	YOR349W
2648	OG0002648	snap_masked-NW_001813684.1-processed-gene-18.8-mRNA-1_1&gene=snap_masked-NW_001813684.1-processed-gene-18.8&CDS=1-1926	YNL308C
2649	OG0002649	snap_masked-NW_001813684.1-processed-gene-18.28-mRNA-1_1&gene=snap_masked-NW_001813684.1-processed-gene-18.28&CDS=1-1947	YHL036W
2650	OG0002650	augustus_masked-NW_001813684.1-processed-gene-18.69-mRNA-1_1&gene=augustus_masked-NW_001813684.1-processed-gene-18.69&CDS=1-5832	YLL048C
2651	OG0002651	snap_masked-NW_001813684.1-processed-gene-18.31-mRNA-1_1&gene=snap_masked-NW_001813684.1-processed-gene-18.31&CDS=1-441	YFR033C
2652	OG0002652	augustus_masked-NW_001813684.1-processed-gene-18.54-mRNA-1_1&gene=augustus_masked-NW_001813684.1-processed-gene-18.54&CDS=1-864	YDL052C
2653	OG0002653	augustus_masked-NW_001813684.1-processed-gene-18.73-mRNA-1_1&gene=augustus_masked-NW_001813684.1-processed-gene-18.73&CDS=1-3423	YPL195W
2654	OG0002654	snap_masked-NW_001813684.1-processed-gene-18.12-mRNA-1_1&gene=snap_masked-NW_001813684.1-processed-gene-18.12&CDS=1-792	YGL079W
2655	OG0002655	snap_masked-NW_001813684.1-processed-gene-18.35-mRNA-1_1&gene=snap_masked-NW_001813684.1-processed-gene-18.35&CDS=1-2187	YIL108W
2656	OG0002656	augustus_masked-NW_001813684.1-processed-gene-18.56-mRNA-1_1&gene=augustus_masked-NW_001813684.1-processed-gene-18.56&CDS=1-1662	YBR223C
2657	OG0002657	snap_masked-NW_001813684.1-processed-gene-18.36-mRNA-1_1&gene=snap_masked-NW_001813684.1-processed-gene-18.36&CDS=1-1551	YPL194W
2658	OG0002658	snap_masked-NW_001813684.1-processed-gene-18.13-mRNA-1_1&gene=snap_masked-NW_001813684.1-processed-gene-18.13&CDS=1-696	YIR030C
2659	OG0002659	snap_masked-NW_001813684.1-processed-gene-18.14-mRNA-1_1&gene=snap_masked-NW_001813684.1-processed-gene-18.14&CDS=1-1140	YPL196W
2660	OG0002660	snap_masked-NW_001813684.1-processed-gene-18.17-mRNA-1_1&gene=snap_masked-NW_001813684.1-processed-gene-18.17&CDS=1-1143	YOL054W
2661	OG0002661	snap_masked-NW_001813684.1-processed-gene-18.18-mRNA-1_1&gene=snap_masked-NW_001813684.1-processed-gene-18.18&CDS=1-180	YMR256C
2662	OG0002662	snap_masked-NW_001813684.1-processed-gene-18.19-mRNA-1_1&gene=snap_masked-NW_001813684.1-processed-gene-18.19&CDS=1-2265	YKL135C
2663	OG0002663	snap_masked-NW_001813684.1-processed-gene-18.37-mRNA-1_1&gene=snap_masked-NW_001813684.1-processed-gene-18.37&CDS=1-720	YOL135C
2664	OG0002664	augustus_masked-NW_001813684.1-processed-gene-18.62-mRNA-1_1&gene=augustus_masked-NW_001813684.1-processed-gene-18.62&CDS=1-336	YOL133W
2665	OG0002665	augustus_masked-NW_001813684.1-processed-gene-18.77-mRNA-1_1&gene=augustus_masked-NW_001813684.1-processed-gene-18.77&CDS=1-924	YNL316C
2666	OG0002666	snap_masked-NW_001813684.1-processed-gene-18.39-mRNA-1_1&gene=snap_masked-NW_001813684.1-processed-gene-18.39&CDS=1-1182	YKR066C
2667	OG0002667	snap_masked-NW_001813684.1-processed-gene-19.31-mRNA-1_1&gene=snap_masked-NW_001813684.1-processed-gene-19.31&CDS=1-567	YKR065C
2668	OG0002668	snap_masked-NW_001813684.1-processed-gene-19.32-mRNA-1_1&gene=snap_masked-NW_001813684.1-processed-gene-19.32&CDS=1-3042	YIL125W
2669	OG0002669	snap_masked-NW_001813684.1-processed-gene-19.50-mRNA-1_1&gene=snap_masked-NW_001813684.1-processed-gene-19.50&CDS=1-2589	YDR208W
2670	OG0002670	snap_masked-NW_001813684.1-processed-gene-19.36-mRNA-1_1&gene=snap_masked-NW_001813684.1-processed-gene-19.36&CDS=1-792	YBR151W
2671	OG0002671	snap_masked-NW_001813684.1-processed-gene-19.52-mRNA-1_1&gene=snap_masked-NW_001813684.1-processed-gene-19.52&CDS=1-363	YGL080W
2672	OG0002672	maker-NW_001813684.1-snap-gene-19.0-mRNA-1_1&gene=maker-NW_001813684.1-snap-gene-19.0&CDS=1-1119	YNL084C
2673	OG0002673	snap_masked-NW_001813684.1-processed-gene-19.55-mRNA-1_1&gene=snap_masked-NW_001813684.1-processed-gene-19.55&CDS=1-2478	YDR444W
2674	OG0002674	snap_masked-NW_001813684.1-processed-gene-19.38-mRNA-1_1&gene=snap_masked-NW_001813684.1-processed-gene-19.38&CDS=1-1146	YDL002C
2675	OG0002675	augustus_masked-NW_001813684.1-processed-gene-19.24-mRNA-1_1&gene=augustus_masked-NW_001813684.1-processed-gene-19.24&CDS=1-7725	YBL004W
2676	OG0002676	snap_masked-NW_001813684.1-processed-gene-19.39-mRNA-1_1&gene=snap_masked-NW_001813684.1-processed-gene-19.39&CDS=1-1458	YDL001W
2677	OG0002677	snap_masked-NW_001813684.1-processed-gene-19.41-mRNA-1_1&gene=snap_masked-NW_001813684.1-processed-gene-19.41&CDS=1-1866	YIL099W
2678	OG0002678	snap_masked-NW_001813684.1-processed-gene-19.42-mRNA-1_1&gene=snap_masked-NW_001813684.1-processed-gene-19.42&CDS=1-825	YNL036W
2679	OG0002679	snap_masked-NW_001813684.1-processed-gene-19.58-mRNA-1_1&gene=snap_masked-NW_001813684.1-processed-gene-19.58&CDS=1-789	YJL055W
2680	OG0002680	snap_masked-NW_001813684.1-processed-gene-19.59-mRNA-1_1&gene=snap_masked-NW_001813684.1-processed-gene-19.59&CDS=1-2808	YDL056W
2681	OG0002681	snap_masked-NW_001813684.1-processed-gene-19.61-mRNA-1_1&gene=snap_masked-NW_001813684.1-processed-gene-19.61&CDS=1-546	YHR193C
2682	OG0002682	snap_masked-NW_001813684.1-processed-gene-20.39-mRNA-1_1&gene=snap_masked-NW_001813684.1-processed-gene-20.39&CDS=1-3201	YLR115W
2683	OG0002683	snap_masked-NW_001813684.1-processed-gene-20.41-mRNA-1_1&gene=snap_masked-NW_001813684.1-processed-gene-20.41&CDS=1-1647	YLR116W
2684	OG0002684	augustus_masked-NW_001813684.1-processed-gene-20.6-mRNA-1_1&gene=augustus_masked-NW_001813684.1-processed-gene-20.6&CDS=1-660	YDR140W
2685	OG0002685	augustus_masked-NW_001813684.1-processed-gene-20.7-mRNA-1_1&gene=augustus_masked-NW_001813684.1-processed-gene-20.7&CDS=1-2253	YLR117C
2686	OG0002686	snap_masked-NW_001813684.1-processed-gene-20.57-mRNA-1_1&gene=snap_masked-NW_001813684.1-processed-gene-20.57&CDS=1-489	YDL219W
2687	OG0002687	augustus_masked-NW_001813684.1-processed-gene-20.23-mRNA-1_1&gene=augustus_masked-NW_001813684.1-processed-gene-20.23&CDS=1-1428	YHR132C
2688	OG0002688	snap_masked-NW_001813684.1-processed-gene-20.60-mRNA-1_1&gene=snap_masked-NW_001813684.1-processed-gene-20.60&CDS=1-1638	YDL178W
2689	OG0002689	snap_masked-NW_001813684.1-processed-gene-20.47-mRNA-1_1&gene=snap_masked-NW_001813684.1-processed-gene-20.47&CDS=1-240	YBR162W-A
2690	OG0002690	augustus_masked-NW_001813684.1-processed-gene-20.14-mRNA-1_1&gene=augustus_masked-NW_001813684.1-processed-gene-20.14&CDS=1-1854	YGL125W
2691	OG0002691	augustus_masked-NW_001813684.1-processed-gene-20.35-mRNA-1_1&gene=augustus_masked-NW_001813684.1-processed-gene-20.35&CDS=1-1830	YMR013C
2692	OG0002692	snap_masked-NW_001813684.1-processed-gene-20.53-mRNA-1_1&gene=snap_masked-NW_001813684.1-processed-gene-20.53&CDS=1-3633	YJL074C
2693	OG0002693	augustus_masked-NW_001813684.1-processed-gene-20.21-mRNA-1_1&gene=augustus_masked-NW_001813684.1-processed-gene-20.21&CDS=1-2358	YDL164C
2694	OG0002694	augustus_masked-NW_001813684.1-processed-gene-20.37-mRNA-1_1&gene=augustus_masked-NW_001813684.1-processed-gene-20.37&CDS=1-3204	YMR033W
2695	OG0002695	snap_masked-NW_001813684.1-processed-gene-21.33-mRNA-1_1&gene=snap_masked-NW_001813684.1-processed-gene-21.33&CDS=1-3666	YPL217C
2696	OG0002696	augustus_masked-NW_001813684.1-processed-gene-21.24-mRNA-1_1&gene=augustus_masked-NW_001813684.1-processed-gene-21.24&CDS=1-1371	YDR030C
2697	OG0002697	snap_masked-NW_001813684.1-processed-gene-21.38-mRNA-1_1&gene=snap_masked-NW_001813684.1-processed-gene-21.38&CDS=1-1383	YDR023W
2698	OG0002698	augustus_masked-NW_001813684.1-processed-gene-21.26-mRNA-1_1&gene=augustus_masked-NW_001813684.1-processed-gene-21.26&CDS=1-2310	YIL124W
2699	OG0002699	snap_masked-NW_001813684.1-processed-gene-21.55-mRNA-1_1&gene=snap_masked-NW_001813684.1-processed-gene-21.55&CDS=1-345	YDR286C
2700	OG0002700	snap_masked-NW_001813684.1-processed-gene-22.37-mRNA-1_1&gene=snap_masked-NW_001813684.1-processed-gene-22.37&CDS=1-567	YER134C
2701	OG0002701	snap_masked-NW_001813684.1-processed-gene-22.39-mRNA-1_1&gene=snap_masked-NW_001813684.1-processed-gene-22.39&CDS=1-1488	YJL046W
2702	OG0002702	maker-NW_001813684.1-snap-gene-22.71-mRNA-1_1&gene=maker-NW_001813684.1-snap-gene-22.71&CDS=1-2094	YMR004W
2703	OG0002703	snap_masked-NW_001813684.1-processed-gene-22.56-mRNA-1_1&gene=snap_masked-NW_001813684.1-processed-gene-22.56&CDS=1-3840	YGL006W
2704	OG0002704	augustus_masked-NW_001813684.1-processed-gene-22.25-mRNA-1_1&gene=augustus_masked-NW_001813684.1-processed-gene-22.25&CDS=1-1776	YHR114W
2705	OG0002705	augustus_masked-NW_001813684.1-processed-gene-22.26-mRNA-1_1&gene=augustus_masked-NW_001813684.1-processed-gene-22.26&CDS=1-7449	YIL129C
2706	OG0002706	snap_masked-NW_001813684.1-processed-gene-22.41-mRNA-1_1&gene=snap_masked-NW_001813684.1-processed-gene-22.41&CDS=1-3393	YIL128W
2707	OG0002707	augustus_masked-NW_001813684.1-processed-gene-22.12-mRNA-1_1&gene=augustus_masked-NW_001813684.1-processed-gene-22.12&CDS=1-903	YGL005C
2708	OG0002708	augustus_masked-NW_001813684.1-processed-gene-22.28-mRNA-1_1&gene=augustus_masked-NW_001813684.1-processed-gene-22.28&CDS=1-378	YJR034W
2709	OG0002709	snap_masked-NW_001813684.1-processed-gene-22.45-mRNA-1_1&gene=snap_masked-NW_001813684.1-processed-gene-22.45&CDS=1-4623	YJR033C
2710	OG0002710	snap_masked-NW_001813684.1-processed-gene-22.46-mRNA-1_1&gene=snap_masked-NW_001813684.1-processed-gene-22.46&CDS=1-747	YOR095C
2711	OG0002711	snap_masked-NW_001813684.1-processed-gene-22.63-mRNA-1_1&gene=snap_masked-NW_001813684.1-processed-gene-22.63&CDS=1-1407	YBR162C
2712	OG0002712	snap_masked-NW_001813684.1-processed-gene-23.31-mRNA-1_1&gene=snap_masked-NW_001813684.1-processed-gene-23.31&CDS=1-4374	YAL002W
2713	OG0002713	augustus_masked-NW_001813684.1-processed-gene-23.1-mRNA-1_1&gene=augustus_masked-NW_001813684.1-processed-gene-23.1&CDS=1-1395	YAR003W
2714	OG0002714	snap_masked-NW_001813684.1-processed-gene-23.50-mRNA-1_1&gene=snap_masked-NW_001813684.1-processed-gene-23.50&CDS=1-3669	YML049C
2715	OG0002715	snap_masked-NW_001813684.1-processed-gene-23.51-mRNA-1_1&gene=snap_masked-NW_001813684.1-processed-gene-23.51&CDS=1-795	YEL021W
2716	OG0002716	augustus_masked-NW_001813684.1-processed-gene-23.6-mRNA-1_1&gene=augustus_masked-NW_001813684.1-processed-gene-23.6&CDS=1-1125	YJR032W
2717	OG0002717	snap_masked-NW_001813684.1-processed-gene-23.37-mRNA-1_1&gene=snap_masked-NW_001813684.1-processed-gene-23.37&CDS=1-2688	YGL008C
2718	OG0002718	augustus_masked-NW_001813684.1-processed-gene-23.9-mRNA-1_1&gene=augustus_masked-NW_001813684.1-processed-gene-23.9&CDS=1-2715	YKR009C
2719	OG0002719	snap_masked-NW_001813684.1-processed-gene-23.40-mRNA-1_1&gene=snap_masked-NW_001813684.1-processed-gene-23.40&CDS=1-1383	YGL012W
2720	OG0002720	snap_masked-NW_001813684.1-processed-gene-23.55-mRNA-1_1&gene=snap_masked-NW_001813684.1-processed-gene-23.55&CDS=1-741	YGL011C
