	OrthologID	Lachancea_mirantina	Saccharomyces_cerevisiae
3843	OG0003843	genemark-LAMI0H-processed-gene-11.161-mRNA-1_1&gene=genemark-LAMI0H-processed-gene-11.161&CDS=1-1404	YGL035C
3844	OG0003844	genemark-LAMI0H-processed-gene-11.140-mRNA-1_1&gene=genemark-LAMI0H-processed-gene-11.140&CDS=1-654	YGL033W
3845	OG0003845	genemark-LAMI0H-processed-gene-12.3-mRNA-1_1&gene=genemark-LAMI0H-processed-gene-12.3&CDS=1-672	YGR147C
3846	OG0003846	augustus_masked-LAMI0H-processed-gene-12.85-mRNA-1_1&gene=augustus_masked-LAMI0H-processed-gene-12.85&CDS=1-327	YGL030W
3847	OG0003847	genemark-LAMI0H-processed-gene-12.5-mRNA-1_1&gene=genemark-LAMI0H-processed-gene-12.5&CDS=1-1677	YLL018C
3848	OG0003848	genemark-LAMI0H-processed-gene-12.2-mRNA-1_1&gene=genemark-LAMI0H-processed-gene-12.2&CDS=1-4602	YLR310C
3849	OG0003849	snap_masked-LAMI0H-processed-gene-12.47-mRNA-1_1&gene=snap_masked-LAMI0H-processed-gene-12.47&CDS=1-2601	YLR309C
3850	OG0003850	genemark-LAMI0H-processed-gene-12.22-mRNA-1_1&gene=genemark-LAMI0H-processed-gene-12.22&CDS=1-966	YLR308W
3851	OG0003851	augustus_masked-LAMI0H-processed-gene-12.107-mRNA-1_1&gene=augustus_masked-LAMI0H-processed-gene-12.107&CDS=1-555	YLR306W
3852	OG0003852	genemark-LAMI0H-processed-gene-12.8-mRNA-1_1&gene=genemark-LAMI0H-processed-gene-12.8&CDS=1-960	YJL088W
3853	OG0003853	genemark-LAMI0H-processed-gene-12.24-mRNA-1_1&gene=genemark-LAMI0H-processed-gene-12.24&CDS=1-2454	YJL087C
3854	OG0003854	genemark-LAMI0H-processed-gene-12.9-mRNA-1_1&gene=genemark-LAMI0H-processed-gene-12.9&CDS=1-1860	YJL085W
3855	OG0003855	genemark-LAMI0H-processed-gene-12.25-mRNA-1_1&gene=genemark-LAMI0H-processed-gene-12.25&CDS=1-2859	YJL084C
3856	OG0003856	snap_masked-LAMI0H-processed-gene-12.69-mRNA-1_1&gene=snap_masked-LAMI0H-processed-gene-12.69&CDS=1-456	YKR020W
3857	OG0003857	genemark-LAMI0H-processed-gene-12.10-mRNA-1_1&gene=genemark-LAMI0H-processed-gene-12.10&CDS=1-1848	YJL083W
3858	OG0003858	genemark-LAMI0H-processed-gene-12.11-mRNA-1_1&gene=genemark-LAMI0H-processed-gene-12.11&CDS=1-2163	YKR018C
3859	OG0003859	genemark-LAMI0H-processed-gene-12.12-mRNA-1_1&gene=genemark-LAMI0H-processed-gene-12.12&CDS=1-1611	YKR017C
3860	OG0003860	genemark-LAMI0H-processed-gene-12.27-mRNA-1_1&gene=genemark-LAMI0H-processed-gene-12.27&CDS=1-1440	YJL081C
3861	OG0003861	genemark-LAMI0H-processed-gene-12.28-mRNA-1_1&gene=genemark-LAMI0H-processed-gene-12.28&CDS=1-1554	YKR016W
3862	OG0003862	genemark-LAMI0H-processed-gene-12.15-mRNA-1_1&gene=genemark-LAMI0H-processed-gene-12.15&CDS=1-621	YKR014C
3863	OG0003863	genemark-LAMI0H-processed-gene-12.30-mRNA-1_1&gene=genemark-LAMI0H-processed-gene-12.30&CDS=1-3591	YJL080C
3864	OG0003864	snap_masked-LAMI0H-processed-gene-12.58-mRNA-1_1&gene=snap_masked-LAMI0H-processed-gene-12.58&CDS=1-930	YKR011C
3865	OG0003865	genemark-LAMI0H-processed-gene-12.33-mRNA-1_1&gene=genemark-LAMI0H-processed-gene-12.33&CDS=1-1731	YOR386W
3866	OG0003866	genemark-LAMI0H-processed-gene-12.17-mRNA-1_1&gene=genemark-LAMI0H-processed-gene-12.17&CDS=1-3501	YJL076W
3867	OG0003867	genemark-LAMI0H-processed-gene-12.34-mRNA-1_1&gene=genemark-LAMI0H-processed-gene-12.34&CDS=1-3666	YJL074C
3868	OG0003868	genemark-LAMI0H-processed-gene-12.35-mRNA-1_1&gene=genemark-LAMI0H-processed-gene-12.35&CDS=1-1245	YBR287W
3869	OG0003869	genemark-LAMI0H-processed-gene-12.18-mRNA-1_1&gene=genemark-LAMI0H-processed-gene-12.18&CDS=1-1749	YJL073W
3870	OG0003870	genemark-LAMI0H-processed-gene-12.36-mRNA-1_1&gene=genemark-LAMI0H-processed-gene-12.36&CDS=1-1548	YBR286W
3871	OG0003871	snap_masked-LAMI0H-processed-gene-12.61-mRNA-1_1&gene=snap_masked-LAMI0H-processed-gene-12.61&CDS=1-2511	YDR089W
3872	OG0003872	genemark-LAMI0H-processed-gene-12.38-mRNA-1_1&gene=genemark-LAMI0H-processed-gene-12.38&CDS=1-948	YER161C
3873	OG0003873	genemark-LAMI0H-processed-gene-12.39-mRNA-1_1&gene=genemark-LAMI0H-processed-gene-12.39&CDS=1-2508	YER162C
3874	OG0003874	genemark-LAMI0H-processed-gene-12.40-mRNA-1_1&gene=genemark-LAMI0H-processed-gene-12.40&CDS=1-768	YDR090C
3875	OG0003875	genemark-LAMI0H-processed-gene-12.41-mRNA-1_1&gene=genemark-LAMI0H-processed-gene-12.41&CDS=1-1821	YDR091C
3876	OG0003876	genemark-LAMI0H-processed-gene-12.20-mRNA-1_1&gene=genemark-LAMI0H-processed-gene-12.20&CDS=1-4236	YER164W
3877	OG0003877	snap_masked-LAMI0H-processed-gene-12.63-mRNA-1_1&gene=snap_masked-LAMI0H-processed-gene-12.63&CDS=1-1761	YER165W
3878	OG0003878	snap_masked-LAMI0H-processed-gene-12.64-mRNA-1_1&gene=snap_masked-LAMI0H-processed-gene-12.64&CDS=1-453	YDR092W
3879	OG0003879	genemark-LAMI0H-processed-gene-13.76-mRNA-1_1&gene=genemark-LAMI0H-processed-gene-13.76&CDS=1-4701	YER166W
3880	OG0003880	snap_masked-LAMI0H-processed-gene-13.6-mRNA-1_1&gene=snap_masked-LAMI0H-processed-gene-13.6&CDS=1-2037	YER167W
3881	OG0003881	genemark-LAMI0H-processed-gene-13.79-mRNA-1_1&gene=genemark-LAMI0H-processed-gene-13.79&CDS=1-1518	YER168C
3882	OG0003882	genemark-LAMI0H-processed-gene-13.78-mRNA-1_1&gene=genemark-LAMI0H-processed-gene-13.78&CDS=1-2442	YER169W
3883	OG0003883	genemark-LAMI0H-processed-gene-13.80-mRNA-1_1&gene=genemark-LAMI0H-processed-gene-13.80&CDS=1-3627	YDR097C
3884	OG0003884	maker-LAMI0H-augustus-gene-13.2-mRNA-1_1&gene=maker-LAMI0H-augustus-gene-13.2&CDS=1-3045	YER171W
3885	OG0003885	snap_masked-LAMI0H-processed-gene-13.12-mRNA-1_1&gene=snap_masked-LAMI0H-processed-gene-13.12&CDS=1-2115	YER173W
3886	OG0003886	genemark-LAMI0H-processed-gene-13.85-mRNA-1_1&gene=genemark-LAMI0H-processed-gene-13.85&CDS=1-759	YER177W
3887	OG0003887	genemark-LAMI0H-processed-gene-13.86-mRNA-1_1&gene=genemark-LAMI0H-processed-gene-13.86&CDS=1-417	YDR100W
3888	OG0003888	genemark-LAMI0H-processed-gene-13.87-mRNA-1_1&gene=genemark-LAMI0H-processed-gene-13.87&CDS=1-3705	YDR104C
3889	OG0003889	snap_masked-LAMI0H-processed-gene-13.26-mRNA-1_1&gene=snap_masked-LAMI0H-processed-gene-13.26&CDS=1-2700	YDR103W
3890	OG0003890	genemark-LAMI0H-processed-gene-13.99-mRNA-1_1&gene=genemark-LAMI0H-processed-gene-13.99&CDS=1-1245	YER178W
3891	OG0003891	genemark-LAMI0H-processed-gene-13.88-mRNA-1_1&gene=genemark-LAMI0H-processed-gene-13.88&CDS=1-1788	YDR101C
3892	OG0003892	genemark-LAMI0H-processed-gene-13.100-mRNA-1_1&gene=genemark-LAMI0H-processed-gene-13.100&CDS=1-1035	YCR021C
3893	OG0003893	genemark-LAMI0H-processed-gene-13.89-mRNA-1_1&gene=genemark-LAMI0H-processed-gene-13.89&CDS=1-999	YER179W
3894	OG0003894	augustus_masked-LAMI0H-processed-gene-13.64-mRNA-1_1&gene=augustus_masked-LAMI0H-processed-gene-13.64&CDS=1-1416	YDR105C
3895	OG0003895	augustus_masked-LAMI0H-processed-gene-13.65-mRNA-1_1&gene=augustus_masked-LAMI0H-processed-gene-13.65&CDS=1-912	YER180C-A
3896	OG0003896	genemark-LAMI0H-processed-gene-13.90-mRNA-1_1&gene=genemark-LAMI0H-processed-gene-13.90&CDS=1-2100	YDR108W
3897	OG0003897	snap_masked-LAMI0H-processed-gene-13.33-mRNA-1_1&gene=snap_masked-LAMI0H-processed-gene-13.33&CDS=1-3606	YLR084C
3898	OG0003898	genemark-LAMI0H-processed-gene-13.106-mRNA-1_1&gene=genemark-LAMI0H-processed-gene-13.106&CDS=1-2202	YDR109C
3899	OG0003899	genemark-LAMI0H-processed-gene-13.107-mRNA-1_1&gene=genemark-LAMI0H-processed-gene-13.107&CDS=1-1251	YLR085C
3900	OG0003900	genemark-LAMI0H-processed-gene-13.91-mRNA-1_1&gene=genemark-LAMI0H-processed-gene-13.91&CDS=1-4209	YLR086W
3901	OG0003901	snap_masked-LAMI0H-processed-gene-13.37-mRNA-1_1&gene=snap_masked-LAMI0H-processed-gene-13.37&CDS=1-8841	YLR087C
3902	OG0003902	genemark-LAMI0H-processed-gene-13.92-mRNA-1_1&gene=genemark-LAMI0H-processed-gene-13.92&CDS=1-1737	YLR088W
3903	OG0003903	snap_masked-LAMI0H-processed-gene-13.22-mRNA-1_1&gene=snap_masked-LAMI0H-processed-gene-13.22&CDS=1-1485	YDR110W
3904	OG0003904	genemark-LAMI0H-processed-gene-13.109-mRNA-1_1&gene=genemark-LAMI0H-processed-gene-13.109&CDS=1-1593	YLR089C
3905	OG0003905	genemark-LAMI0H-processed-gene-13.94-mRNA-1_1&gene=genemark-LAMI0H-processed-gene-13.94&CDS=1-1218	YLR090W
3906	OG0003906	augustus_masked-LAMI0H-processed-gene-13.73-mRNA-1_1&gene=augustus_masked-LAMI0H-processed-gene-13.73&CDS=1-945	YDR113C
3907	OG0003907	maker-LAMI0H-augustus-gene-13.4-mRNA-1_1&gene=maker-LAMI0H-augustus-gene-13.4&CDS=1-1149	YDR115W
3908	OG0003908	genemark-LAMI0H-processed-gene-14.88-mRNA-1_1&gene=genemark-LAMI0H-processed-gene-14.88&CDS=1-960	YDR116C
3909	OG0003909	genemark-LAMI0H-processed-gene-14.89-mRNA-1_1&gene=genemark-LAMI0H-processed-gene-14.89&CDS=1-1707	YDR117C
3910	OG0003910	augustus_masked-LAMI0H-processed-gene-14.46-mRNA-1_1&gene=augustus_masked-LAMI0H-processed-gene-14.46&CDS=1-1959	YDR118W
3911	OG0003911	genemark-LAMI0H-processed-gene-14.105-mRNA-1_1&gene=genemark-LAMI0H-processed-gene-14.105&CDS=1-1611	YDR120C
3912	OG0003912	genemark-LAMI0H-processed-gene-14.91-mRNA-1_1&gene=genemark-LAMI0H-processed-gene-14.91&CDS=1-723	YDR121W
3913	OG0003913	maker-LAMI0H-augustus-gene-14.2-mRNA-1_1&gene=maker-LAMI0H-augustus-gene-14.2&CDS=1-2199	YLR093C
3914	OG0003914	snap_masked-LAMI0H-processed-gene-14.27-mRNA-1_1&gene=snap_masked-LAMI0H-processed-gene-14.27&CDS=1-1431	YLR094C
3915	OG0003915	augustus_masked-LAMI0H-processed-gene-14.70-mRNA-1_1&gene=augustus_masked-LAMI0H-processed-gene-14.70&CDS=1-2085	YLR095C
3916	OG0003916	genemark-LAMI0H-processed-gene-14.92-mRNA-1_1&gene=genemark-LAMI0H-processed-gene-14.92&CDS=1-3090	YDR122W
3917	OG0003917	augustus_masked-LAMI0H-processed-gene-14.71-mRNA-1_1&gene=augustus_masked-LAMI0H-processed-gene-14.71&CDS=1-978	YDR123C
3918	OG0003918	genemark-LAMI0H-processed-gene-14.110-mRNA-1_1&gene=genemark-LAMI0H-processed-gene-14.110&CDS=1-1083	YLR097C
3919	OG0003919	augustus_masked-LAMI0H-processed-gene-14.53-mRNA-1_1&gene=augustus_masked-LAMI0H-processed-gene-14.53&CDS=1-945	YDR124W
3920	OG0003920	genemark-LAMI0H-processed-gene-14.111-mRNA-1_1&gene=genemark-LAMI0H-processed-gene-14.111&CDS=1-1242	YDR125C
3921	OG0003921	genemark-LAMI0H-processed-gene-14.94-mRNA-1_1&gene=genemark-LAMI0H-processed-gene-14.94&CDS=1-351	YLR099W-A
3922	OG0003922	genemark-LAMI0H-processed-gene-14.95-mRNA-1_1&gene=genemark-LAMI0H-processed-gene-14.95&CDS=1-957	YDR126W
3923	OG0003923	snap_masked-LAMI0H-processed-gene-14.14-mRNA-1_1&gene=snap_masked-LAMI0H-processed-gene-14.14&CDS=1-4746	YDR127W
3924	OG0003924	snap_masked-LAMI0H-processed-gene-14.15-mRNA-1_1&gene=snap_masked-LAMI0H-processed-gene-14.15&CDS=1-3390	YDR128W
3925	OG0003925	snap_masked-LAMI0H-processed-gene-14.16-mRNA-1_1&gene=snap_masked-LAMI0H-processed-gene-14.16&CDS=1-1041	YLR100W
3926	OG0003926	snap_masked-LAMI0H-processed-gene-14.34-mRNA-1_1&gene=snap_masked-LAMI0H-processed-gene-14.34&CDS=1-1929	YDR129C
3927	OG0003927	augustus_masked-LAMI0H-processed-gene-14.75-mRNA-1_1&gene=augustus_masked-LAMI0H-processed-gene-14.75&CDS=1-765	YLR102C
3928	OG0003928	genemark-LAMI0H-processed-gene-14.114-mRNA-1_1&gene=genemark-LAMI0H-processed-gene-14.114&CDS=1-1902	YLR103C
3929	OG0003929	genemark-LAMI0H-processed-gene-14.97-mRNA-1_1&gene=genemark-LAMI0H-processed-gene-14.97&CDS=1-396	YLR104W
3930	OG0003930	genemark-LAMI0H-processed-gene-14.115-mRNA-1_1&gene=genemark-LAMI0H-processed-gene-14.115&CDS=1-1056	YLR105C
3931	OG0003931	snap_masked-LAMI0H-processed-gene-14.38-mRNA-1_1&gene=snap_masked-LAMI0H-processed-gene-14.38&CDS=1-14724	YLR106C
3932	OG0003932	genemark-LAMI0H-processed-gene-14.98-mRNA-1_1&gene=genemark-LAMI0H-processed-gene-14.98&CDS=1-1191	YLR107W
3933	OG0003933	snap_masked-LAMI0H-processed-gene-14.39-mRNA-1_1&gene=snap_masked-LAMI0H-processed-gene-14.39&CDS=1-795	YDR130C
3934	OG0003934	genemark-LAMI0H-processed-gene-14.99-mRNA-1_1&gene=genemark-LAMI0H-processed-gene-14.99&CDS=1-1224	YLR113W
3935	OG0003935	augustus_masked-LAMI0H-processed-gene-14.62-mRNA-1_1&gene=augustus_masked-LAMI0H-processed-gene-14.62&CDS=1-1806	YDR137W
3936	OG0003936	genemark-LAMI0H-processed-gene-14.121-mRNA-1_1&gene=genemark-LAMI0H-processed-gene-14.121&CDS=1-1803	YLR114C
3937	OG0003937	augustus_masked-LAMI0H-processed-gene-14.63-mRNA-1_1&gene=augustus_masked-LAMI0H-processed-gene-14.63&CDS=1-2343	YDR138W
3938	OG0003938	genemark-LAMI0H-processed-gene-14.102-mRNA-1_1&gene=genemark-LAMI0H-processed-gene-14.102&CDS=1-2469	YLR115W
3939	OG0003939	maker-LAMI0H-augustus-gene-14.1-mRNA-1_1&gene=maker-LAMI0H-augustus-gene-14.1&CDS=1-1629	YLR116W
3940	OG0003940	snap_masked-LAMI0H-processed-gene-14.45-mRNA-1_1&gene=snap_masked-LAMI0H-processed-gene-14.45&CDS=1-2013	YLR117C
3941	OG0003941	genemark-LAMI0H-processed-gene-14.104-mRNA-1_1&gene=genemark-LAMI0H-processed-gene-14.104&CDS=1-657	YDR140W
3942	OG0003942	snap_masked-LAMI0H-processed-gene-15.51-mRNA-1_1&gene=snap_masked-LAMI0H-processed-gene-15.51&CDS=1-5028	YDR141C
3943	OG0003943	genemark-LAMI0H-processed-gene-15.8-mRNA-1_1&gene=genemark-LAMI0H-processed-gene-15.8&CDS=1-1101	YDR142C
3944	OG0003944	augustus_masked-LAMI0H-processed-gene-15.105-mRNA-1_1&gene=augustus_masked-LAMI0H-processed-gene-15.105&CDS=1-1659	YDR143C
3945	OG0003945	snap_masked-LAMI0H-processed-gene-15.56-mRNA-1_1&gene=snap_masked-LAMI0H-processed-gene-15.56&CDS=1-771	YLR126C
3946	OG0003946	augustus_masked-LAMI0H-processed-gene-15.108-mRNA-1_1&gene=augustus_masked-LAMI0H-processed-gene-15.108&CDS=1-2343	YLR127C
3947	OG0003947	augustus_masked-LAMI0H-processed-gene-15.109-mRNA-1_1&gene=augustus_masked-LAMI0H-processed-gene-15.109&CDS=1-774	YLR128W
3948	OG0003948	maker-LAMI0H-augustus-gene-15.145-mRNA-1_1&gene=maker-LAMI0H-augustus-gene-15.145&CDS=1-4326	YLR129W
3949	OG0003949	genemark-LAMI0H-processed-gene-15.34-mRNA-1_1&gene=genemark-LAMI0H-processed-gene-15.34&CDS=1-2253	YDR146C
3950	OG0003950	augustus_masked-LAMI0H-processed-gene-15.131-mRNA-1_1&gene=augustus_masked-LAMI0H-processed-gene-15.131&CDS=1-858	YLR132C
3951	OG0003951	genemark-LAMI0H-processed-gene-15.14-mRNA-1_1&gene=genemark-LAMI0H-processed-gene-15.14&CDS=1-1518	YLR133W
3952	OG0003952	genemark-LAMI0H-processed-gene-15.36-mRNA-1_1&gene=genemark-LAMI0H-processed-gene-15.36&CDS=1-1383	YDR148C
3953	OG0003953	augustus_masked-LAMI0H-processed-gene-15.112-mRNA-1_1&gene=augustus_masked-LAMI0H-processed-gene-15.112&CDS=1-1818	YLR135W
3954	OG0003954	genemark-LAMI0H-processed-gene-15.37-mRNA-1_1&gene=genemark-LAMI0H-processed-gene-15.37&CDS=1-804	YLR136C
3955	OG0003955	genemark-LAMI0H-processed-gene-15.17-mRNA-1_1&gene=genemark-LAMI0H-processed-gene-15.17&CDS=1-756	YDR152W
3956	OG0003956	genemark-LAMI0H-processed-gene-15.38-mRNA-1_1&gene=genemark-LAMI0H-processed-gene-15.38&CDS=1-1218	YDR153C
3957	OG0003957	genemark-LAMI0H-processed-gene-15.39-mRNA-1_1&gene=genemark-LAMI0H-processed-gene-15.39&CDS=1-486	YDR155C
3958	OG0003958	augustus_masked-LAMI0H-processed-gene-15.115-mRNA-1_1&gene=augustus_masked-LAMI0H-processed-gene-15.115&CDS=1-1347	YDR158W
3959	OG0003959	genemark-LAMI0H-processed-gene-15.20-mRNA-1_1&gene=genemark-LAMI0H-processed-gene-15.20&CDS=1-7410	YLR138W
3960	OG0003960	genemark-LAMI0H-processed-gene-15.22-mRNA-1_1&gene=genemark-LAMI0H-processed-gene-15.22&CDS=1-1128	YDR161W
3961	OG0003961	genemark-LAMI0H-processed-gene-15.40-mRNA-1_1&gene=genemark-LAMI0H-processed-gene-15.40&CDS=1-561	YDR162C
3962	OG0003962	augustus_masked-LAMI0H-processed-gene-15.119-mRNA-1_1&gene=augustus_masked-LAMI0H-processed-gene-15.119&CDS=1-567	YDR163W
3963	OG0003963	augustus_masked-LAMI0H-processed-gene-15.137-mRNA-1_1&gene=augustus_masked-LAMI0H-processed-gene-15.137&CDS=1-2058	YLR139C
3964	OG0003964	augustus_masked-LAMI0H-processed-gene-15.120-mRNA-1_1&gene=augustus_masked-LAMI0H-processed-gene-15.120&CDS=1-1443	YLR141W
3965	OG0003965	snap_masked-LAMI0H-processed-gene-15.75-mRNA-1_1&gene=snap_masked-LAMI0H-processed-gene-15.75&CDS=1-3504	YLR142W
3966	OG0003966	genemark-LAMI0H-processed-gene-15.28-mRNA-1_1&gene=genemark-LAMI0H-processed-gene-15.28&CDS=1-600	YLR145W
3967	OG0003967	genemark-LAMI0H-processed-gene-15.29-mRNA-1_1&gene=genemark-LAMI0H-processed-gene-15.29&CDS=1-1323	YDR165W
3968	OG0003968	genemark-LAMI0H-processed-gene-15.44-mRNA-1_1&gene=genemark-LAMI0H-processed-gene-15.44&CDS=1-2697	YDR166C
3969	OG0003969	genemark-LAMI0H-processed-gene-15.45-mRNA-1_1&gene=genemark-LAMI0H-processed-gene-15.45&CDS=1-306	YLR147C
3970	OG0003970	augustus_masked-LAMI0H-processed-gene-15.126-mRNA-1_1&gene=augustus_masked-LAMI0H-processed-gene-15.126&CDS=1-2688	YLR148W
3971	OG0003971	genemark-LAMI0H-processed-gene-15.31-mRNA-1_1&gene=genemark-LAMI0H-processed-gene-15.31&CDS=1-636	YDR167W
3972	OG0003972	genemark-LAMI0H-processed-gene-15.32-mRNA-1_1&gene=genemark-LAMI0H-processed-gene-15.32&CDS=1-1497	YDR168W
3973	OG0003973	augustus_masked-LAMI0H-processed-gene-15.142-mRNA-1_1&gene=augustus_masked-LAMI0H-processed-gene-15.142&CDS=1-3075	YLR149C
3974	OG0003974	snap_masked-LAMI0H-processed-gene-15.83-mRNA-1_1&gene=snap_masked-LAMI0H-processed-gene-15.83&CDS=1-783	YLR150W
3975	OG0003975	genemark-LAMI0H-processed-gene-15.49-mRNA-1_1&gene=genemark-LAMI0H-processed-gene-15.49&CDS=1-2052	YLR153C
3976	OG0003976	genemark-LAMI0H-processed-gene-16.175-mRNA-1_1&gene=genemark-LAMI0H-processed-gene-16.175&CDS=1-5400	YDR170C
3977	OG0003977	genemark-LAMI0H-processed-gene-16.173-mRNA-1_1&gene=genemark-LAMI0H-processed-gene-16.173&CDS=1-1068	YDR171W
3978	OG0003978	genemark-LAMI0H-processed-gene-16.174-mRNA-1_1&gene=genemark-LAMI0H-processed-gene-16.174&CDS=1-2055	YDR172W
3979	OG0003979	genemark-LAMI0H-processed-gene-16.176-mRNA-1_1&gene=genemark-LAMI0H-processed-gene-16.176&CDS=1-1023	YDR173C
3980	OG0003980	snap_masked-LAMI0H-processed-gene-16.9-mRNA-1_1&gene=snap_masked-LAMI0H-processed-gene-16.9&CDS=1-753	YDR174W
3981	OG0003981	genemark-LAMI0H-processed-gene-16.226-mRNA-1_1&gene=genemark-LAMI0H-processed-gene-16.226&CDS=1-903	YDR175C
3982	OG0003982	genemark-LAMI0H-processed-gene-16.184-mRNA-1_1&gene=genemark-LAMI0H-processed-gene-16.184&CDS=1-1911	YDR176W
3983	OG0003983	genemark-LAMI0H-processed-gene-16.227-mRNA-1_1&gene=genemark-LAMI0H-processed-gene-16.227&CDS=1-1371	YLR163C
3984	OG0003984	snap_masked-LAMI0H-processed-gene-16.56-mRNA-1_1&gene=snap_masked-LAMI0H-processed-gene-16.56&CDS=1-489	YDR179C
3985	OG0003985	genemark-LAMI0H-processed-gene-16.229-mRNA-1_1&gene=genemark-LAMI0H-processed-gene-16.229&CDS=1-600	YLR165C
3986	OG0003986	snap_masked-LAMI0H-processed-gene-16.12-mRNA-1_1&gene=snap_masked-LAMI0H-processed-gene-16.12&CDS=1-4290	YDR180W
3987	OG0003987	genemark-LAMI0H-processed-gene-16.187-mRNA-1_1&gene=genemark-LAMI0H-processed-gene-16.187&CDS=1-1134	YDR182W
3988	OG0003988	snap_masked-LAMI0H-processed-gene-16.58-mRNA-1_1&gene=snap_masked-LAMI0H-processed-gene-16.58&CDS=1-2442	YLR166C
3989	OG0003989	genemark-LAMI0H-processed-gene-16.188-mRNA-1_1&gene=genemark-LAMI0H-processed-gene-16.188&CDS=1-582	YDR183W
3990	OG0003990	snap_masked-LAMI0H-processed-gene-16.59-mRNA-1_1&gene=snap_masked-LAMI0H-processed-gene-16.59&CDS=1-870	YDR184C
3991	OG0003991	genemark-LAMI0H-processed-gene-16.232-mRNA-1_1&gene=genemark-LAMI0H-processed-gene-16.232&CDS=1-693	YLR168C
3992	OG0003992	augustus_masked-LAMI0H-processed-gene-16.144-mRNA-1_1&gene=augustus_masked-LAMI0H-processed-gene-16.144&CDS=1-2061	YDR186C
3993	OG0003993	genemark-LAMI0H-processed-gene-16.190-mRNA-1_1&gene=genemark-LAMI0H-processed-gene-16.190&CDS=1-429	YLR245C
3994	OG0003994	genemark-LAMI0H-processed-gene-16.191-mRNA-1_1&gene=genemark-LAMI0H-processed-gene-16.191&CDS=1-1116	YLR244C
3995	OG0003995	genemark-LAMI0H-processed-gene-16.192-mRNA-1_1&gene=genemark-LAMI0H-processed-gene-16.192&CDS=1-1632	YDR188W
3996	OG0003996	maker-LAMI0H-augustus-gene-16.167-mRNA-1_1&gene=maker-LAMI0H-augustus-gene-16.167&CDS=1-1935	YDR189W
3997	OG0003997	genemark-LAMI0H-processed-gene-16.234-mRNA-1_1&gene=genemark-LAMI0H-processed-gene-16.234&CDS=1-1377	YDR190C
3998	OG0003998	genemark-LAMI0H-processed-gene-16.194-mRNA-1_1&gene=genemark-LAMI0H-processed-gene-16.194&CDS=1-1155	YDR191W
3999	OG0003999	genemark-LAMI0H-processed-gene-16.235-mRNA-1_1&gene=genemark-LAMI0H-processed-gene-16.235&CDS=1-813	YLR243W
4000	OG0004000	snap_masked-LAMI0H-processed-gene-16.20-mRNA-1_1&gene=snap_masked-LAMI0H-processed-gene-16.20&CDS=1-882	YLR242C
4001	OG0004001	genemark-LAMI0H-processed-gene-16.237-mRNA-1_1&gene=genemark-LAMI0H-processed-gene-16.237&CDS=1-2292	YLR241W
4002	OG0004002	maker-LAMI0H-augustus-gene-16.169-mRNA-1_1&gene=maker-LAMI0H-augustus-gene-16.169&CDS=1-4551	YLR240W
4003	OG0004003	genemark-LAMI0H-processed-gene-16.195-mRNA-1_1&gene=genemark-LAMI0H-processed-gene-16.195&CDS=1-1389	YDR195W
4004	OG0004004	genemark-LAMI0H-processed-gene-16.240-mRNA-1_1&gene=genemark-LAMI0H-processed-gene-16.240&CDS=1-735	YDR196C
4005	OG0004005	snap_masked-LAMI0H-processed-gene-16.22-mRNA-1_1&gene=snap_masked-LAMI0H-processed-gene-16.22&CDS=1-1209	YDR197W
4006	OG0004006	snap_masked-LAMI0H-processed-gene-16.69-mRNA-1_1&gene=snap_masked-LAMI0H-processed-gene-16.69&CDS=1-1362	YDR198C
4007	OG0004007	genemark-LAMI0H-processed-gene-16.197-mRNA-1_1&gene=genemark-LAMI0H-processed-gene-16.197&CDS=1-984	YLR239C
4008	OG0004008	augustus_masked-LAMI0H-processed-gene-16.150-mRNA-1_1&gene=augustus_masked-LAMI0H-processed-gene-16.150&CDS=1-2109	YLR238W
4009	OG0004009	genemark-LAMI0H-processed-gene-16.198-mRNA-1_1&gene=genemark-LAMI0H-processed-gene-16.198&CDS=1-477	YDR201W
4010	OG0004010	snap_masked-LAMI0H-processed-gene-16.71-mRNA-1_1&gene=snap_masked-LAMI0H-processed-gene-16.71&CDS=1-1029	YDR202C
4011	OG0004011	genemark-LAMI0H-processed-gene-16.199-mRNA-1_1&gene=genemark-LAMI0H-processed-gene-16.199&CDS=1-990	YDR204W
4012	OG0004012	genemark-LAMI0H-processed-gene-16.200-mRNA-1_1&gene=genemark-LAMI0H-processed-gene-16.200&CDS=1-2112	YDR205W
4013	OG0004013	genemark-LAMI0H-processed-gene-16.246-mRNA-1_1&gene=genemark-LAMI0H-processed-gene-16.246&CDS=1-1881	YLR234W
4014	OG0004014	snap_masked-LAMI0H-processed-gene-16.27-mRNA-1_1&gene=snap_masked-LAMI0H-processed-gene-16.27&CDS=1-2295	YDR206W
4015	OG0004015	genemark-LAMI0H-processed-gene-16.247-mRNA-1_1&gene=genemark-LAMI0H-processed-gene-16.247&CDS=1-1554	YDR207C
4016	OG0004016	genemark-LAMI0H-processed-gene-16.202-mRNA-1_1&gene=genemark-LAMI0H-processed-gene-16.202&CDS=1-1389	YLR231C
4017	OG0004017	genemark-LAMI0H-processed-gene-16.203-mRNA-1_1&gene=genemark-LAMI0H-processed-gene-16.203&CDS=1-2043	YDR208W
4018	OG0004018	maker-LAMI0H-snap-gene-16.171-mRNA-1_1&gene=maker-LAMI0H-snap-gene-16.171&CDS=1-2841	YDR211W
