	OrthologID	Metschnikowia_dekortum	Saccharomyces_cerevisiae
2928	OG0002928	genemark-dek_s78-processed-gene-0.169-mRNA-1_1&gene=genemark-dek_s78-processed-gene-0.169&CDS=1-1290	YPR173C
2929	OG0002929	genemark-dek_s78-processed-gene-0.138-mRNA-1_1&gene=genemark-dek_s78-processed-gene-0.138&CDS=1-1890	YNL125C
2930	OG0002930	genemark-dek_s78-processed-gene-0.170-mRNA-1_1&gene=genemark-dek_s78-processed-gene-0.170&CDS=1-669	YJR123W
2931	OG0002931	genemark-dek_s8-processed-gene-0.8-mRNA-1_1&gene=genemark-dek_s8-processed-gene-0.8&CDS=1-3354	YGR274C
2932	OG0002932	genemark-dek_s8-processed-gene-0.9-mRNA-1_1&gene=genemark-dek_s8-processed-gene-0.9&CDS=1-888	YBR176W
2933	OG0002933	maker-dek_s8-augustus-gene-0.10-mRNA-1_1&gene=maker-dek_s8-augustus-gene-0.10&CDS=1-1371	YML004C
2934	OG0002934	genemark-dek_s8-processed-gene-0.2-mRNA-1_1&gene=genemark-dek_s8-processed-gene-0.2&CDS=1-1374	YCR079W
2935	OG0002935	genemark-dek_s86-processed-gene-0.26-mRNA-1_1&gene=genemark-dek_s86-processed-gene-0.26&CDS=1-690	YPL199C
2936	OG0002936	genemark-dek_s86-processed-gene-0.27-mRNA-1_1&gene=genemark-dek_s86-processed-gene-0.27&CDS=1-954	YJR096W
2937	OG0002937	genemark-dek_s86-processed-gene-0.28-mRNA-1_1&gene=genemark-dek_s86-processed-gene-0.28&CDS=1-1269	YBR279W
2938	OG0002938	genemark-dek_s86-processed-gene-0.41-mRNA-1_1&gene=genemark-dek_s86-processed-gene-0.41&CDS=1-1335	YHR190W
2939	OG0002939	genemark-dek_s86-processed-gene-0.42-mRNA-1_1&gene=genemark-dek_s86-processed-gene-0.42&CDS=1-978	YML121W
2940	OG0002940	genemark-dek_s86-processed-gene-0.29-mRNA-1_1&gene=genemark-dek_s86-processed-gene-0.29&CDS=1-1755	YAL067C
2941	OG0002941	snap_masked-dek_s86-processed-gene-0.76-mRNA-1_1&gene=snap_masked-dek_s86-processed-gene-0.76&CDS=1-582	YPL178W
2942	OG0002942	genemark-dek_s86-processed-gene-0.30-mRNA-1_1&gene=genemark-dek_s86-processed-gene-0.30&CDS=1-2511	YGL083W
2943	OG0002943	genemark-dek_s86-processed-gene-0.43-mRNA-1_1&gene=genemark-dek_s86-processed-gene-0.43&CDS=1-1887	YKL148C
2944	OG0002944	genemark-dek_s86-processed-gene-0.44-mRNA-1_1&gene=genemark-dek_s86-processed-gene-0.44&CDS=1-909	YEL051W
2945	OG0002945	snap_masked-dek_s86-processed-gene-0.79-mRNA-1_1&gene=snap_masked-dek_s86-processed-gene-0.79&CDS=1-249	YNR046W
2946	OG0002946	snap_masked-dek_s86-processed-gene-0.58-mRNA-1_1&gene=snap_masked-dek_s86-processed-gene-0.58&CDS=1-627	YEL001C
2947	OG0002947	genemark-dek_s86-processed-gene-0.31-mRNA-1_1&gene=genemark-dek_s86-processed-gene-0.31&CDS=1-3066	YIL002C
2948	OG0002948	genemark-dek_s86-processed-gene-0.47-mRNA-1_1&gene=genemark-dek_s86-processed-gene-0.47&CDS=1-2664	YOL084W
2949	OG0002949	genemark-dek_s86-processed-gene-0.33-mRNA-1_1&gene=genemark-dek_s86-processed-gene-0.33&CDS=1-852	YBR011C
2950	OG0002950	genemark-dek_s86-processed-gene-0.34-mRNA-1_1&gene=genemark-dek_s86-processed-gene-0.34&CDS=1-1116	YDR005C
2951	OG0002951	snap_masked-dek_s86-processed-gene-0.64-mRNA-1_1&gene=snap_masked-dek_s86-processed-gene-0.64&CDS=1-657	YER182W
2952	OG0002952	snap_masked-dek_s86-processed-gene-0.65-mRNA-1_1&gene=snap_masked-dek_s86-processed-gene-0.65&CDS=1-783	YHR207C
2953	OG0002953	genemark-dek_s86-processed-gene-0.36-mRNA-1_1&gene=genemark-dek_s86-processed-gene-0.36&CDS=1-588	YER183C
2954	OG0002954	augustus_masked-dek_s86-processed-gene-0.20-mRNA-1_1&gene=augustus_masked-dek_s86-processed-gene-0.20&CDS=1-2088	YPL072W
2955	OG0002955	genemark-dek_s86-processed-gene-0.37-mRNA-1_1&gene=genemark-dek_s86-processed-gene-0.37&CDS=1-2493	YNR013C
2956	OG0002956	genemark-dek_s86-processed-gene-0.49-mRNA-1_1&gene=genemark-dek_s86-processed-gene-0.49&CDS=1-4641	YOR326W
2957	OG0002957	genemark-dek_s86-processed-gene-0.50-mRNA-1_1&gene=genemark-dek_s86-processed-gene-0.50&CDS=1-2526	YGL163C
2958	OG0002958	genemark-dek_s86-processed-gene-0.38-mRNA-1_1&gene=genemark-dek_s86-processed-gene-0.38&CDS=1-1326	YGL164C
2959	OG0002959	genemark-dek_s86-processed-gene-1.106-mRNA-1_1&gene=genemark-dek_s86-processed-gene-1.106&CDS=1-1668	YML054C
2960	OG0002960	genemark-dek_s86-processed-gene-1.108-mRNA-1_1&gene=genemark-dek_s86-processed-gene-1.108&CDS=1-2130	YLR144C
2961	OG0002961	genemark-dek_s86-processed-gene-1.113-mRNA-1_1&gene=genemark-dek_s86-processed-gene-1.113&CDS=1-675	YHR140W
2962	OG0002962	augustus_masked-dek_s86-processed-gene-1.7-mRNA-1_1&gene=augustus_masked-dek_s86-processed-gene-1.7&CDS=1-1506	YHR132C
2963	OG0002963	genemark-dek_s86-processed-gene-1.115-mRNA-1_1&gene=genemark-dek_s86-processed-gene-1.115&CDS=1-495	YDL219W
2964	OG0002964	genemark-dek_s86-processed-gene-1.117-mRNA-1_1&gene=genemark-dek_s86-processed-gene-1.117&CDS=1-1314	YDR448W
2965	OG0002965	genemark-dek_s86-processed-gene-1.142-mRNA-1_1&gene=genemark-dek_s86-processed-gene-1.142&CDS=1-639	YHR110W
2966	OG0002966	genemark-dek_s86-processed-gene-1.144-mRNA-1_1&gene=genemark-dek_s86-processed-gene-1.144&CDS=1-2013	YDR365C
2967	OG0002967	genemark-dek_s86-processed-gene-1.145-mRNA-1_1&gene=genemark-dek_s86-processed-gene-1.145&CDS=1-2031	YOR118W
2968	OG0002968	genemark-dek_s86-processed-gene-1.146-mRNA-1_1&gene=genemark-dek_s86-processed-gene-1.146&CDS=1-687	YDR367W
2969	OG0002969	augustus_masked-dek_s86-processed-gene-1.11-mRNA-1_1&gene=augustus_masked-dek_s86-processed-gene-1.11&CDS=1-1599	YOR119C
2970	OG0002970	genemark-dek_s86-processed-gene-1.119-mRNA-1_1&gene=genemark-dek_s86-processed-gene-1.119&CDS=1-1614	YBL103C
2971	OG0002971	genemark-dek_s86-processed-gene-1.120-mRNA-1_1&gene=genemark-dek_s86-processed-gene-1.120&CDS=1-1458	YHR113W
2972	OG0002972	genemark-dek_s86-processed-gene-1.122-mRNA-1_1&gene=genemark-dek_s86-processed-gene-1.122&CDS=1-1818	YHR009C
2973	OG0002973	genemark-dek_s86-processed-gene-1.123-mRNA-1_1&gene=genemark-dek_s86-processed-gene-1.123&CDS=1-1383	YDR449C
2974	OG0002974	snap_masked-dek_s86-processed-gene-1.67-mRNA-1_1&gene=snap_masked-dek_s86-processed-gene-1.67&CDS=1-219	YHR143W-A
2975	OG0002975	genemark-dek_s86-processed-gene-1.149-mRNA-1_1&gene=genemark-dek_s86-processed-gene-1.149&CDS=1-3741	YPL006W
2976	OG0002976	genemark-dek_s86-processed-gene-1.127-mRNA-1_1&gene=genemark-dek_s86-processed-gene-1.127&CDS=1-1221	YHR144C
2977	OG0002977	genemark-dek_s86-processed-gene-1.150-mRNA-1_1&gene=genemark-dek_s86-processed-gene-1.150&CDS=1-690	YNL168C
2978	OG0002978	genemark-dek_s86-processed-gene-1.135-mRNA-1_1&gene=genemark-dek_s86-processed-gene-1.135&CDS=1-3186	YPL183C
2979	OG0002979	genemark-dek_s86-processed-gene-1.152-mRNA-1_1&gene=genemark-dek_s86-processed-gene-1.152&CDS=1-3240	YBL076C
2980	OG0002980	snap_masked-dek_s86-processed-gene-1.79-mRNA-1_1&gene=snap_masked-dek_s86-processed-gene-1.79&CDS=1-4914	YCR042C
2981	OG0002981	genemark-dek_s86-processed-gene-1.138-mRNA-1_1&gene=genemark-dek_s86-processed-gene-1.138&CDS=1-2658	YML097C
2982	OG0002982	genemark-dek_s87-processed-gene-0.36-mRNA-1_1&gene=genemark-dek_s87-processed-gene-0.36&CDS=1-1290	YIL088C
2983	OG0002983	genemark-dek_s87-processed-gene-0.45-mRNA-1_1&gene=genemark-dek_s87-processed-gene-0.45&CDS=1-933	YNL025C
2984	OG0002984	maker-dek_s87-augustus-gene-0.16-mRNA-1_1&gene=maker-dek_s87-augustus-gene-0.16&CDS=1-1965	YIR029W
2985	OG0002985	genemark-dek_s87-processed-gene-0.49-mRNA-1_1&gene=genemark-dek_s87-processed-gene-0.49&CDS=1-441	YLL050C
2986	OG0002986	genemark-dek_s87-processed-gene-0.39-mRNA-1_1&gene=genemark-dek_s87-processed-gene-0.39&CDS=1-1350	YLR090W
2987	OG0002987	snap_masked-dek_s87-processed-gene-0.22-mRNA-1_1&gene=snap_masked-dek_s87-processed-gene-0.22&CDS=1-9165	YLR087C
2988	OG0002988	genemark-dek_s87-processed-gene-0.51-mRNA-1_1&gene=genemark-dek_s87-processed-gene-0.51&CDS=1-375	YDR115W
2989	OG0002989	genemark-dek_s88-processed-gene-0.8-mRNA-1_1&gene=genemark-dek_s88-processed-gene-0.8&CDS=1-783	YJR101W
2990	OG0002990	snap_masked-dek_s88-processed-gene-0.46-mRNA-1_1&gene=snap_masked-dek_s88-processed-gene-0.46&CDS=1-1611	YPR040W
2991	OG0002991	genemark-dek_s88-processed-gene-0.10-mRNA-1_1&gene=genemark-dek_s88-processed-gene-0.10&CDS=1-3804	YPL110C
2992	OG0002992	genemark-dek_s88-processed-gene-0.11-mRNA-1_1&gene=genemark-dek_s88-processed-gene-0.11&CDS=1-957	YPL111W
2993	OG0002993	genemark-dek_s88-processed-gene-0.1-mRNA-1_1&gene=genemark-dek_s88-processed-gene-0.1&CDS=1-2268	YML035C
2994	OG0002994	genemark-dek_s88-processed-gene-0.3-mRNA-1_1&gene=genemark-dek_s88-processed-gene-0.3&CDS=1-4560	YIR006C
2995	OG0002995	genemark-dek_s88-processed-gene-0.12-mRNA-1_1&gene=genemark-dek_s88-processed-gene-0.12&CDS=1-2241	YDR258C
2996	OG0002996	genemark-dek_s88-processed-gene-0.4-mRNA-1_1&gene=genemark-dek_s88-processed-gene-0.4&CDS=1-3063	YHR098C
2997	OG0002997	snap_masked-dek_s88-processed-gene-0.53-mRNA-1_1&gene=snap_masked-dek_s88-processed-gene-0.53&CDS=1-2118	YOR035C
2998	OG0002998	genemark-dek_s88-processed-gene-0.5-mRNA-1_1&gene=genemark-dek_s88-processed-gene-0.5&CDS=1-711	YHR090C
2999	OG0002999	genemark-dek_s9-processed-gene-0.40-mRNA-1_1&gene=genemark-dek_s9-processed-gene-0.40&CDS=1-1005	YML110C
3000	OG0003000	genemark-dek_s9-processed-gene-0.41-mRNA-1_1&gene=genemark-dek_s9-processed-gene-0.41&CDS=1-1512	YAL038W
3001	OG0003001	genemark-dek_s9-processed-gene-0.32-mRNA-1_1&gene=genemark-dek_s9-processed-gene-0.32&CDS=1-429	YNL328C
3002	OG0003002	genemark-dek_s9-processed-gene-0.43-mRNA-1_1&gene=genemark-dek_s9-processed-gene-0.43&CDS=1-3510	YNL329C
3003	OG0003003	genemark-dek_s9-processed-gene-0.33-mRNA-1_1&gene=genemark-dek_s9-processed-gene-0.33&CDS=1-3093	YDR430C
3004	OG0003004	snap_masked-dek_s9-processed-gene-0.16-mRNA-1_1&gene=snap_masked-dek_s9-processed-gene-0.16&CDS=1-210	YML009C
3005	OG0003005	genemark-dek_s9-processed-gene-0.34-mRNA-1_1&gene=genemark-dek_s9-processed-gene-0.34&CDS=1-636	YML012W
3006	OG0003006	snap_masked-dek_s9-processed-gene-0.5-mRNA-1_1&gene=snap_masked-dek_s9-processed-gene-0.5&CDS=1-2721	YML020W
3007	OG0003007	snap_masked-dek_s9-processed-gene-0.6-mRNA-1_1&gene=snap_masked-dek_s9-processed-gene-0.6&CDS=1-3684	YDR440W
3008	OG0003008	genemark-dek_s9-processed-gene-0.48-mRNA-1_1&gene=genemark-dek_s9-processed-gene-0.48&CDS=1-1074	YML021C
3009	OG0003009	genemark-dek_s9-processed-gene-0.49-mRNA-1_1&gene=genemark-dek_s9-processed-gene-0.49&CDS=1-1077	YML019W
3010	OG0003010	genemark-dek_s9-processed-gene-0.50-mRNA-1_1&gene=genemark-dek_s9-processed-gene-0.50&CDS=1-1203	YML018C
3011	OG0003011	genemark-dek_s9-processed-gene-0.51-mRNA-1_1&gene=genemark-dek_s9-processed-gene-0.51&CDS=1-1032	YCR019W
3012	OG0003012	genemark-dek_s9-processed-gene-0.52-mRNA-1_1&gene=genemark-dek_s9-processed-gene-0.52&CDS=1-2358	YDR517W
3013	OG0003013	genemark-dek_s9-processed-gene-0.39-mRNA-1_1&gene=genemark-dek_s9-processed-gene-0.39&CDS=1-498	YBR282W
3014	OG0003014	augustus_masked-dek_s9-processed-gene-1.33-mRNA-1_1&gene=augustus_masked-dek_s9-processed-gene-1.33&CDS=1-2613	YKR069W
3015	OG0003015	genemark-dek_s9-processed-gene-1.2-mRNA-1_1&gene=genemark-dek_s9-processed-gene-1.2&CDS=1-1653	YML123C
3016	OG0003016	snap_masked-dek_s9-processed-gene-1.84-mRNA-1_1&gene=snap_masked-dek_s9-processed-gene-1.84&CDS=1-5490	YHR023W
3017	OG0003017	genemark-dek_s9-processed-gene-1.20-mRNA-1_1&gene=genemark-dek_s9-processed-gene-1.20&CDS=1-1620	YJL111W
3018	OG0003018	genemark-dek_s9-processed-gene-1.3-mRNA-1_1&gene=genemark-dek_s9-processed-gene-1.3&CDS=1-456	YBR122C
3019	OG0003019	genemark-dek_s9-processed-gene-1.22-mRNA-1_1&gene=genemark-dek_s9-processed-gene-1.22&CDS=1-2499	YJL204C
3020	OG0003020	maker-dek_s9-augustus-gene-1.102-mRNA-1_1&gene=maker-dek_s9-augustus-gene-1.102&CDS=1-3960	YNL267W
3021	OG0003021	genemark-dek_s9-processed-gene-1.5-mRNA-1_1&gene=genemark-dek_s9-processed-gene-1.5&CDS=1-1650	YKR002W
3022	OG0003022	genemark-dek_s9-processed-gene-1.25-mRNA-1_1&gene=genemark-dek_s9-processed-gene-1.25&CDS=1-1494	YHR024C
3023	OG0003023	genemark-dek_s9-processed-gene-1.26-mRNA-1_1&gene=genemark-dek_s9-processed-gene-1.26&CDS=1-1269	YDR465C
3024	OG0003024	genemark-dek_s9-processed-gene-1.6-mRNA-1_1&gene=genemark-dek_s9-processed-gene-1.6&CDS=1-891	YOR344C
3025	OG0003025	maker-dek_s9-augustus-gene-1.100-mRNA-1_1&gene=maker-dek_s9-augustus-gene-1.100&CDS=1-2637	YHR007C
3026	OG0003026	genemark-dek_s9-processed-gene-1.10-mRNA-1_1&gene=genemark-dek_s9-processed-gene-1.10&CDS=1-1380	YJL044C
3027	OG0003027	genemark-dek_s9-processed-gene-1.11-mRNA-1_1&gene=genemark-dek_s9-processed-gene-1.11&CDS=1-363	YKL160W
3028	OG0003028	snap_masked-dek_s9-processed-gene-1.93-mRNA-1_1&gene=snap_masked-dek_s9-processed-gene-1.93&CDS=1-3573	YJL042W
3029	OG0003029	genemark-dek_s9-processed-gene-1.28-mRNA-1_1&gene=genemark-dek_s9-processed-gene-1.28&CDS=1-1674	YPR088C
3030	OG0003030	genemark-dek_s9-processed-gene-1.13-mRNA-1_1&gene=genemark-dek_s9-processed-gene-1.13&CDS=1-921	YBL032W
3031	OG0003031	genemark-dek_s9-processed-gene-1.30-mRNA-1_1&gene=genemark-dek_s9-processed-gene-1.30&CDS=1-528	YKL069W
3032	OG0003032	genemark-dek_s9-processed-gene-1.14-mRNA-1_1&gene=genemark-dek_s9-processed-gene-1.14&CDS=1-1554	YKL089W
3033	OG0003033	genemark-dek_s9-processed-gene-1.31-mRNA-1_1&gene=genemark-dek_s9-processed-gene-1.31&CDS=1-693	YKL009W
3034	OG0003034	genemark-dek_s9-processed-gene-1.32-mRNA-1_1&gene=genemark-dek_s9-processed-gene-1.32&CDS=1-1950	YDR129C
3035	OG0003035	snap_masked-dek_s9-processed-gene-1.79-mRNA-1_1&gene=snap_masked-dek_s9-processed-gene-1.79&CDS=1-2373	YLR148W
3036	OG0003036	genemark-dek_s9-processed-gene-1.16-mRNA-1_1&gene=genemark-dek_s9-processed-gene-1.16&CDS=1-2082	YCL054W
3037	OG0003037	maker-dek_s9-snap-gene-1.63-mRNA-1_1&gene=maker-dek_s9-snap-gene-1.63&CDS=1-372	YDR529C
3038	OG0003038	snap_masked-dek_s9-processed-gene-1.99-mRNA-1_1&gene=snap_masked-dek_s9-processed-gene-1.99&CDS=1-549	YLR348C
3039	OG0003039	snap_masked-dek_s9-processed-gene-1.83-mRNA-1_1&gene=snap_masked-dek_s9-processed-gene-1.83&CDS=1-3060	YNL243W
3040	OG0003040	augustus_masked-dek_s9-processed-gene-2.86-mRNA-1_1&gene=augustus_masked-dek_s9-processed-gene-2.86&CDS=1-1881	YOR194C
3041	OG0003041	snap_masked-dek_s9-processed-gene-2.4-mRNA-1_1&gene=snap_masked-dek_s9-processed-gene-2.4&CDS=1-1806	YPL115C
3042	OG0003042	maker-dek_s9-augustus-gene-2.43-mRNA-1_1&gene=maker-dek_s9-augustus-gene-2.43&CDS=1-3999	YOR196C
3043	OG0003043	augustus_masked-dek_s9-processed-gene-2.88-mRNA-1_1&gene=augustus_masked-dek_s9-processed-gene-2.88&CDS=1-3246	YGR282C
3044	OG0003044	genemark-dek_s9-processed-gene-2.69-mRNA-1_1&gene=genemark-dek_s9-processed-gene-2.69&CDS=1-912	YGR189C
3045	OG0003045	genemark-dek_s9-processed-gene-2.53-mRNA-1_1&gene=genemark-dek_s9-processed-gene-2.53&CDS=1-3084	YPR026W
3046	OG0003046	genemark-dek_s9-processed-gene-2.71-mRNA-1_1&gene=genemark-dek_s9-processed-gene-2.71&CDS=1-1272	YMR171C
3047	OG0003047	genemark-dek_s9-processed-gene-2.72-mRNA-1_1&gene=genemark-dek_s9-processed-gene-2.72&CDS=1-2046	YCR088W
3048	OG0003048	genemark-dek_s9-processed-gene-2.55-mRNA-1_1&gene=genemark-dek_s9-processed-gene-2.55&CDS=1-4119	YOL057W
3049	OG0003049	genemark-dek_s9-processed-gene-2.73-mRNA-1_1&gene=genemark-dek_s9-processed-gene-2.73&CDS=1-3132	YEL055C
3050	OG0003050	genemark-dek_s9-processed-gene-2.74-mRNA-1_1&gene=genemark-dek_s9-processed-gene-2.74&CDS=1-1035	YJR105W
3051	OG0003051	snap_masked-dek_s9-processed-gene-2.14-mRNA-1_1&gene=snap_masked-dek_s9-processed-gene-2.14&CDS=1-873	YJR116W
3052	OG0003052	genemark-dek_s9-processed-gene-2.58-mRNA-1_1&gene=genemark-dek_s9-processed-gene-2.58&CDS=1-618	YFL038C
3053	OG0003053	genemark-dek_s9-processed-gene-2.59-mRNA-1_1&gene=genemark-dek_s9-processed-gene-2.59&CDS=1-1440	YER021W
3054	OG0003054	snap_masked-dek_s9-processed-gene-2.17-mRNA-1_1&gene=snap_masked-dek_s9-processed-gene-2.17&CDS=1-1728	YER022W
3055	OG0003055	genemark-dek_s9-processed-gene-2.76-mRNA-1_1&gene=genemark-dek_s9-processed-gene-2.76&CDS=1-498	YJR118C
3056	OG0003056	augustus_masked-dek_s9-processed-gene-2.96-mRNA-1_1&gene=augustus_masked-dek_s9-processed-gene-2.96&CDS=1-2367	YMR149W
3057	OG0003057	genemark-dek_s9-processed-gene-2.77-mRNA-1_1&gene=genemark-dek_s9-processed-gene-2.77&CDS=1-564	YMR150C
3058	OG0003058	genemark-dek_s9-processed-gene-2.63-mRNA-1_1&gene=genemark-dek_s9-processed-gene-2.63&CDS=1-1695	YOR037W
3059	OG0003059	genemark-dek_s9-processed-gene-2.64-mRNA-1_1&gene=genemark-dek_s9-processed-gene-2.64&CDS=1-3300	YKL033W
3060	OG0003060	genemark-dek_s9-processed-gene-2.79-mRNA-1_1&gene=genemark-dek_s9-processed-gene-2.79&CDS=1-762	YJL065C
3061	OG0003061	genemark-dek_s9-processed-gene-2.65-mRNA-1_1&gene=genemark-dek_s9-processed-gene-2.65&CDS=1-1527	YOR051C
3062	OG0003062	genemark-dek_s9-processed-gene-2.80-mRNA-1_1&gene=genemark-dek_s9-processed-gene-2.80&CDS=1-519	YOR052C
3063	OG0003063	genemark-dek_s9-processed-gene-2.82-mRNA-1_1&gene=genemark-dek_s9-processed-gene-2.82&CDS=1-567	YKR068C
3064	OG0003064	genemark-dek_s9-processed-gene-2.66-mRNA-1_1&gene=genemark-dek_s9-processed-gene-2.66&CDS=1-1074	YDR297W
3065	OG0003065	genemark-dek_s9-processed-gene-3.37-mRNA-1_1&gene=genemark-dek_s9-processed-gene-3.37&CDS=1-903	YER175C
3066	OG0003066	genemark-dek_s9-processed-gene-3.41-mRNA-1_1&gene=genemark-dek_s9-processed-gene-3.41&CDS=1-1296	YMR140W
3067	OG0003067	genemark-dek_s9-processed-gene-3.53-mRNA-1_1&gene=genemark-dek_s9-processed-gene-3.53&CDS=1-1563	YDL159W
3068	OG0003068	snap_masked-dek_s9-processed-gene-3.23-mRNA-1_1&gene=snap_masked-dek_s9-processed-gene-3.23&CDS=1-273	YDL157C
3069	OG0003069	genemark-dek_s9-processed-gene-3.44-mRNA-1_1&gene=genemark-dek_s9-processed-gene-3.44&CDS=1-1743	YFR051C
3070	OG0003070	genemark-dek_s9-processed-gene-3.57-mRNA-1_1&gene=genemark-dek_s9-processed-gene-3.57&CDS=1-1086	YGL248W
3071	OG0003071	genemark-dek_s9-processed-gene-3.58-mRNA-1_1&gene=genemark-dek_s9-processed-gene-3.58&CDS=1-819	YFR050C
3072	OG0003072	genemark-dek_s9-processed-gene-3.45-mRNA-1_1&gene=genemark-dek_s9-processed-gene-3.45&CDS=1-918	YOR164C
3073	OG0003073	genemark-dek_s9-processed-gene-3.60-mRNA-1_1&gene=genemark-dek_s9-processed-gene-3.60&CDS=1-546	YOR163W
3074	OG0003074	genemark-dek_s9-processed-gene-3.46-mRNA-1_1&gene=genemark-dek_s9-processed-gene-3.46&CDS=1-636	YLR250W
3075	OG0003075	maker-dek_s9-augustus-gene-3.2-mRNA-1_1&gene=maker-dek_s9-augustus-gene-3.2&CDS=1-4329	YPL226W
3076	OG0003076	augustus_masked-dek_s9-processed-gene-3.91-mRNA-1_1&gene=augustus_masked-dek_s9-processed-gene-3.91&CDS=1-897	YMR029C
3077	OG0003077	genemark-dek_s9-processed-gene-3.63-mRNA-1_1&gene=genemark-dek_s9-processed-gene-3.63&CDS=1-435	YPL225W
3078	OG0003078	snap_masked-dek_s9-processed-gene-3.33-mRNA-1_1&gene=snap_masked-dek_s9-processed-gene-3.33&CDS=1-1410	YMR020W
3079	OG0003079	genemark-dek_s9-processed-gene-3.65-mRNA-1_1&gene=genemark-dek_s9-processed-gene-3.65&CDS=1-498	YMR022W
3080	OG0003080	genemark-dek_s9-processed-gene-3.48-mRNA-1_1&gene=genemark-dek_s9-processed-gene-3.48&CDS=1-576	YBR106W
3081	OG0003081	genemark-dek_s9-processed-gene-3.66-mRNA-1_1&gene=genemark-dek_s9-processed-gene-3.66&CDS=1-1734	YPL208W
3082	OG0003082	snap_masked-dek_s9-processed-gene-3.16-mRNA-1_1&gene=snap_masked-dek_s9-processed-gene-3.16&CDS=1-939	YBR037C
3083	OG0003083	genemark-dek_s9-processed-gene-4.27-mRNA-1_1&gene=genemark-dek_s9-processed-gene-4.27&CDS=1-2982	YOL148C
3084	OG0003084	genemark-dek_s9-processed-gene-4.38-mRNA-1_1&gene=genemark-dek_s9-processed-gene-4.38&CDS=1-507	YOL149W
3085	OG0003085	genemark-dek_s9-processed-gene-4.29-mRNA-1_1&gene=genemark-dek_s9-processed-gene-4.29&CDS=1-582	YOL114C
3086	OG0003086	augustus_masked-dek_s9-processed-gene-4.56-mRNA-1_1&gene=augustus_masked-dek_s9-processed-gene-4.56&CDS=1-1794	YJL057C
3087	OG0003087	genemark-dek_s9-processed-gene-4.40-mRNA-1_1&gene=genemark-dek_s9-processed-gene-4.40&CDS=1-1023	YLR100W
3088	OG0003088	genemark-dek_s9-processed-gene-4.33-mRNA-1_1&gene=genemark-dek_s9-processed-gene-4.33&CDS=1-1833	YOL115W
3089	OG0003089	snap_masked-dek_s9-processed-gene-4.18-mRNA-1_1&gene=snap_masked-dek_s9-processed-gene-4.18&CDS=1-1464	YBR283C
3090	OG0003090	snap_masked-dek_s9-processed-gene-4.19-mRNA-1_1&gene=snap_masked-dek_s9-processed-gene-4.19&CDS=1-495	YOL143C
3091	OG0003091	genemark-dek_s9-processed-gene-4.35-mRNA-1_1&gene=genemark-dek_s9-processed-gene-4.35&CDS=1-1338	YDL155W
3092	OG0003092	genemark-dek_s9-processed-gene-4.36-mRNA-1_1&gene=genemark-dek_s9-processed-gene-4.36&CDS=1-762	YIL070C
3093	OG0003093	genemark-dek_s9-processed-gene-4.45-mRNA-1_1&gene=genemark-dek_s9-processed-gene-4.45&CDS=1-2493	YPR112C
3094	OG0003094	genemark-dek_s9-processed-gene-4.46-mRNA-1_1&gene=genemark-dek_s9-processed-gene-4.46&CDS=1-3879	YNL250W
3095	OG0003095	genemark-dek_s9-processed-gene-4.47-mRNA-1_1&gene=genemark-dek_s9-processed-gene-4.47&CDS=1-2547	YOR113W
3096	OG0003096	genemark-dek_s9-processed-gene-4.49-mRNA-1_1&gene=genemark-dek_s9-processed-gene-4.49&CDS=1-372	YNL113W
3097	OG0003097	genemark-dek_s9-processed-gene-5.32-mRNA-1_1&gene=genemark-dek_s9-processed-gene-5.32&CDS=1-1662	YNL112W
3098	OG0003098	genemark-dek_s9-processed-gene-5.35-mRNA-1_1&gene=genemark-dek_s9-processed-gene-5.35&CDS=1-828	YGR158C
3099	OG0003099	genemark-dek_s9-processed-gene-5.45-mRNA-1_1&gene=genemark-dek_s9-processed-gene-5.45&CDS=1-2643	YGR157W
3100	OG0003100	augustus_masked-dek_s9-processed-gene-5.55-mRNA-1_1&gene=augustus_masked-dek_s9-processed-gene-5.55&CDS=1-4701	YNL297C
3101	OG0003101	genemark-dek_s9-processed-gene-5.37-mRNA-1_1&gene=genemark-dek_s9-processed-gene-5.37&CDS=1-3399	YBR023C
3102	OG0003102	genemark-dek_s9-processed-gene-5.39-mRNA-1_1&gene=genemark-dek_s9-processed-gene-5.39&CDS=1-2280	YLR069C
3103	OG0003103	augustus_masked-dek_s9-processed-gene-5.59-mRNA-1_1&gene=augustus_masked-dek_s9-processed-gene-5.59&CDS=1-2346	YNL247W
3104	OG0003104	snap_masked-dek_s9-processed-gene-5.21-mRNA-1_1&gene=snap_masked-dek_s9-processed-gene-5.21&CDS=1-570	YLR066W
3105	OG0003105	augustus_masked-dek_s9-processed-gene-5.67-mRNA-1_1&gene=augustus_masked-dek_s9-processed-gene-5.67&CDS=1-3495	YLR067C
3106	OG0003106	genemark-dek_s9-processed-gene-5.42-mRNA-1_1&gene=genemark-dek_s9-processed-gene-5.42&CDS=1-1575	YJR152W
3107	OG0003107	augustus_masked-dek_s9-processed-gene-6.2-mRNA-1_1&gene=augustus_masked-dek_s9-processed-gene-6.2&CDS=1-852	YGL161C
3108	OG0003108	snap_masked-dek_s9-processed-gene-6.41-mRNA-1_1&gene=snap_masked-dek_s9-processed-gene-6.41&CDS=1-5712	YNL271C
3109	OG0003109	snap_masked-dek_s9-processed-gene-6.42-mRNA-1_1&gene=snap_masked-dek_s9-processed-gene-6.42&CDS=1-2214	YNL272C
