	OrthologID	Saccharomyces_cerevisiae	Saccharomyces_kudriavzevii
3554	OG0003554	YNL325C	genemark-Skud_14-processed-gene-0.65-mRNA-1_1&gene=genemark-Skud_14-processed-gene-0.65&CDS=1-2616
3555	OG0003555	YNL326C	genemark-Skud_14-processed-gene-0.64-mRNA-1_1&gene=genemark-Skud_14-processed-gene-0.64&CDS=1-621
3556	OG0003556	YNL327W	augustus_masked-Skud_14-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-Skud_14-processed-gene-0.2&CDS=1-3198
3557	OG0003557	YNL329C	augustus_masked-Skud_14-processed-gene-0.22-mRNA-1_1&gene=augustus_masked-Skud_14-processed-gene-0.22&CDS=1-4713
3558	OG0003558	YNR002C	augustus_masked-Skud_14-processed-gene-6.41-mRNA-1_1&gene=augustus_masked-Skud_14-processed-gene-6.41&CDS=1-846
3559	OG0003559	YNR003C	augustus_masked-Skud_14-processed-gene-6.42-mRNA-1_1&gene=augustus_masked-Skud_14-processed-gene-6.42&CDS=1-951
3560	OG0003560	YNR004W	augustus_masked-Skud_14-processed-gene-6.13-mRNA-1_1&gene=augustus_masked-Skud_14-processed-gene-6.13&CDS=1-492
3561	OG0003561	YNR006W	augustus_masked-Skud_14-processed-gene-6.14-mRNA-1_1&gene=augustus_masked-Skud_14-processed-gene-6.14&CDS=1-1887
3562	OG0003562	YNR007C	augustus_masked-Skud_14-processed-gene-6.43-mRNA-1_1&gene=augustus_masked-Skud_14-processed-gene-6.43&CDS=1-930
3563	OG0003563	YNR008W	augustus_masked-Skud_14-processed-gene-6.15-mRNA-1_1&gene=augustus_masked-Skud_14-processed-gene-6.15&CDS=1-3141
3564	OG0003564	YNR011C	augustus_masked-Skud_14-processed-gene-6.44-mRNA-1_1&gene=augustus_masked-Skud_14-processed-gene-6.44&CDS=1-2661
3565	OG0003565	YNR012W	augustus_masked-Skud_14-processed-gene-6.16-mRNA-1_1&gene=augustus_masked-Skud_14-processed-gene-6.16&CDS=1-1503
3566	OG0003566	YNR013C	augustus_masked-Skud_14-processed-gene-6.45-mRNA-1_1&gene=augustus_masked-Skud_14-processed-gene-6.45&CDS=1-2685
3567	OG0003567	YNR015W	augustus_masked-Skud_14-processed-gene-6.17-mRNA-1_1&gene=augustus_masked-Skud_14-processed-gene-6.17&CDS=1-1764
3568	OG0003568	YNR017W	augustus_masked-Skud_14-processed-gene-6.18-mRNA-1_1&gene=augustus_masked-Skud_14-processed-gene-6.18&CDS=1-669
3569	OG0003569	YNR018W	augustus_masked-Skud_14-processed-gene-6.19-mRNA-1_1&gene=augustus_masked-Skud_14-processed-gene-6.19&CDS=1-672
3570	OG0003570	YNR020C	maker-Skud_14-augustus-gene-6.1-mRNA-1_1&gene=maker-Skud_14-augustus-gene-6.1&CDS=1-783
3571	OG0003571	YNR021W	augustus_masked-Skud_14-processed-gene-6.21-mRNA-1_1&gene=augustus_masked-Skud_14-processed-gene-6.21&CDS=1-1212
3572	OG0003572	YNR022C	augustus_masked-Skud_14-processed-gene-6.48-mRNA-1_1&gene=augustus_masked-Skud_14-processed-gene-6.48&CDS=1-417
3573	OG0003573	YNR023W	augustus_masked-Skud_14-processed-gene-6.22-mRNA-1_1&gene=augustus_masked-Skud_14-processed-gene-6.22&CDS=1-2226
3574	OG0003574	YNR027W	augustus_masked-Skud_14-processed-gene-6.23-mRNA-1_1&gene=augustus_masked-Skud_14-processed-gene-6.23&CDS=1-1839
3575	OG0003575	YNR029C	augustus_masked-Skud_14-processed-gene-6.50-mRNA-1_1&gene=augustus_masked-Skud_14-processed-gene-6.50&CDS=1-1287
3576	OG0003576	YNR030W	augustus_masked-Skud_14-processed-gene-6.24-mRNA-1_1&gene=augustus_masked-Skud_14-processed-gene-6.24&CDS=1-1653
3577	OG0003577	YNR032C-A	augustus_masked-Skud_14-processed-gene-6.52-mRNA-1_1&gene=augustus_masked-Skud_14-processed-gene-6.52&CDS=1-219
3578	OG0003578	YNR032W	augustus_masked-Skud_14-processed-gene-6.25-mRNA-1_1&gene=augustus_masked-Skud_14-processed-gene-6.25&CDS=1-1104
3579	OG0003579	YNR033W	augustus_masked-Skud_14-processed-gene-6.26-mRNA-1_1&gene=augustus_masked-Skud_14-processed-gene-6.26&CDS=1-3345
3580	OG0003580	YNR034W-A	augustus_masked-Skud_14-processed-gene-6.27-mRNA-1_1&gene=augustus_masked-Skud_14-processed-gene-6.27&CDS=1-294
3581	OG0003581	YNR035C	augustus_masked-Skud_14-processed-gene-6.53-mRNA-1_1&gene=augustus_masked-Skud_14-processed-gene-6.53&CDS=1-1788
3582	OG0003582	YNR038W	augustus_masked-Skud_14-processed-gene-6.28-mRNA-1_1&gene=augustus_masked-Skud_14-processed-gene-6.28&CDS=1-1887
3583	OG0003583	YNR039C	augustus_masked-Skud_14-processed-gene-6.54-mRNA-1_1&gene=augustus_masked-Skud_14-processed-gene-6.54&CDS=1-1815
3584	OG0003584	YNR040W	genemark-Skud_14-processed-gene-6.92-mRNA-1_1&gene=genemark-Skud_14-processed-gene-6.92&CDS=1-759
3585	OG0003585	YNR041C	augustus_masked-Skud_14-processed-gene-6.55-mRNA-1_1&gene=augustus_masked-Skud_14-processed-gene-6.55&CDS=1-1104
3586	OG0003586	YNR043W	snap_masked-Skud_14-processed-gene-6.166-mRNA-1_1&gene=snap_masked-Skud_14-processed-gene-6.166&CDS=1-1590
3587	OG0003587	YNR045W	augustus_masked-Skud_14-processed-gene-6.32-mRNA-1_1&gene=augustus_masked-Skud_14-processed-gene-6.32&CDS=1-1287
3588	OG0003588	YNR046W	genemark-Skud_14-processed-gene-6.96-mRNA-1_1&gene=genemark-Skud_14-processed-gene-6.96&CDS=1-405
3589	OG0003589	YNR048W	genemark-Skud_14-processed-gene-6.98-mRNA-1_1&gene=genemark-Skud_14-processed-gene-6.98&CDS=1-1179
3590	OG0003590	YNR050C	augustus_masked-Skud_14-processed-gene-6.56-mRNA-1_1&gene=augustus_masked-Skud_14-processed-gene-6.56&CDS=1-1977
3591	OG0003591	YNR051C	augustus_masked-Skud_14-processed-gene-6.57-mRNA-1_1&gene=augustus_masked-Skud_14-processed-gene-6.57&CDS=1-1548
3592	OG0003592	YNR052C	augustus_masked-Skud_14-processed-gene-6.58-mRNA-1_1&gene=augustus_masked-Skud_14-processed-gene-6.58&CDS=1-1332
3593	OG0003593	YNR053C	augustus_masked-Skud_14-processed-gene-6.59-mRNA-1_1&gene=augustus_masked-Skud_14-processed-gene-6.59&CDS=1-2442
3594	OG0003594	YNR055C	genemark-Skud_14-processed-gene-6.126-mRNA-1_1&gene=genemark-Skud_14-processed-gene-6.126&CDS=1-1752
3595	OG0003595	YNR056C	maker-Skud_14-augustus-gene-6.4-mRNA-1_1&gene=maker-Skud_14-augustus-gene-6.4&CDS=1-2364
3596	OG0003596	YNR058W	augustus_masked-Skud_14-processed-gene-6.35-mRNA-1_1&gene=augustus_masked-Skud_14-processed-gene-6.35&CDS=1-1440
3597	OG0003597	YNR059W	augustus_masked-Skud_14-processed-gene-6.36-mRNA-1_1&gene=augustus_masked-Skud_14-processed-gene-6.36&CDS=1-1740
3598	OG0003598	YNR061C	genemark-Skud_14-processed-gene-6.129-mRNA-1_1&gene=genemark-Skud_14-processed-gene-6.129&CDS=1-666
3599	OG0003599	YNR062C	genemark-Skud_14-processed-gene-6.130-mRNA-1_1&gene=genemark-Skud_14-processed-gene-6.130&CDS=1-1002
3600	OG0003600	YNR063W	augustus_masked-Skud_14-processed-gene-6.38-mRNA-1_1&gene=augustus_masked-Skud_14-processed-gene-6.38&CDS=1-1821
3601	OG0003601	YNR064C	genemark-Skud_14-processed-gene-6.131-mRNA-1_1&gene=genemark-Skud_14-processed-gene-6.131&CDS=1-879
3602	OG0003602	YNR067C	snap_masked-Skud_14-processed-gene-6.205-mRNA-1_1&gene=snap_masked-Skud_14-processed-gene-6.205&CDS=1-3417
3603	OG0003603	YNR069C	genemark-Skud_14-processed-gene-6.133-mRNA-1_1&gene=genemark-Skud_14-processed-gene-6.133&CDS=1-2538
3604	OG0003604	YOL001W	augustus_masked-Skud_15-processed-gene-2.128-mRNA-1_1&gene=augustus_masked-Skud_15-processed-gene-2.128&CDS=1-879
3605	OG0003605	YOL002C	augustus_masked-Skud_15-processed-gene-2.145-mRNA-1_1&gene=augustus_masked-Skud_15-processed-gene-2.145&CDS=1-951
3606	OG0003606	YOL003C	genemark-Skud_15-processed-gene-2.101-mRNA-1_1&gene=genemark-Skud_15-processed-gene-2.101&CDS=1-525
3607	OG0003607	YOL004W	augustus_masked-Skud_15-processed-gene-2.127-mRNA-1_1&gene=augustus_masked-Skud_15-processed-gene-2.127&CDS=1-4665
3608	OG0003608	YOL005C	augustus_masked-Skud_15-processed-gene-2.143-mRNA-1_1&gene=augustus_masked-Skud_15-processed-gene-2.143&CDS=1-366
3609	OG0003609	YOL006C	augustus_masked-Skud_15-processed-gene-2.142-mRNA-1_1&gene=augustus_masked-Skud_15-processed-gene-2.142&CDS=1-2331
3610	OG0003610	YOL007C	augustus_masked-Skud_15-processed-gene-2.141-mRNA-1_1&gene=augustus_masked-Skud_15-processed-gene-2.141&CDS=1-1026
3611	OG0003611	YOL008W	augustus_masked-Skud_15-processed-gene-2.126-mRNA-1_1&gene=augustus_masked-Skud_15-processed-gene-2.126&CDS=1-630
3612	OG0003612	YOL009C	augustus_masked-Skud_15-processed-gene-2.140-mRNA-1_1&gene=augustus_masked-Skud_15-processed-gene-2.140&CDS=1-816
3613	OG0003613	YOL010W	genemark-Skud_15-processed-gene-2.80-mRNA-1_1&gene=genemark-Skud_15-processed-gene-2.80&CDS=1-1101
3614	OG0003614	YOL012C	augustus_masked-Skud_15-processed-gene-2.139-mRNA-1_1&gene=augustus_masked-Skud_15-processed-gene-2.139&CDS=1-402
3615	OG0003615	YOL013C	augustus_masked-Skud_15-processed-gene-2.138-mRNA-1_1&gene=augustus_masked-Skud_15-processed-gene-2.138&CDS=1-1644
3616	OG0003616	YOL014W	genemark-Skud_15-processed-gene-2.78-mRNA-1_1&gene=genemark-Skud_15-processed-gene-2.78&CDS=1-405
3617	OG0003617	YOL015W	augustus_masked-Skud_15-processed-gene-2.124-mRNA-1_1&gene=augustus_masked-Skud_15-processed-gene-2.124&CDS=1-1653
3618	OG0003618	YOL016C	augustus_masked-Skud_15-processed-gene-2.137-mRNA-1_1&gene=augustus_masked-Skud_15-processed-gene-2.137&CDS=1-1347
3619	OG0003619	YOL017W	augustus_masked-Skud_15-processed-gene-2.123-mRNA-1_1&gene=augustus_masked-Skud_15-processed-gene-2.123&CDS=1-2148
3620	OG0003620	YOL018C	augustus_masked-Skud_15-processed-gene-2.136-mRNA-1_1&gene=augustus_masked-Skud_15-processed-gene-2.136&CDS=1-1203
3621	OG0003621	YOL019W	maker-Skud_15-augustus-gene-2.151-mRNA-1_1&gene=maker-Skud_15-augustus-gene-2.151&CDS=1-1917
3622	OG0003622	YOL020W	augustus_masked-Skud_15-processed-gene-2.121-mRNA-1_1&gene=augustus_masked-Skud_15-processed-gene-2.121&CDS=1-1776
3623	OG0003623	YOL021C	genemark-Skud_15-processed-gene-2.92-mRNA-1_1&gene=genemark-Skud_15-processed-gene-2.92&CDS=1-3003
3624	OG0003624	YOL022C	genemark-Skud_15-processed-gene-2.91-mRNA-1_1&gene=genemark-Skud_15-processed-gene-2.91&CDS=1-1215
3625	OG0003625	YOL023W	augustus_masked-Skud_15-processed-gene-2.120-mRNA-1_1&gene=augustus_masked-Skud_15-processed-gene-2.120&CDS=1-1878
3626	OG0003626	YOL025W	augustus_masked-Skud_15-processed-gene-2.119-mRNA-1_1&gene=augustus_masked-Skud_15-processed-gene-2.119&CDS=1-2481
3627	OG0003627	YOL027C	maker-Skud_15-augustus-gene-2.153-mRNA-1_1&gene=maker-Skud_15-augustus-gene-2.153&CDS=1-2013
3628	OG0003628	YOL029C	augustus_masked-Skud_15-processed-gene-2.133-mRNA-1_1&gene=augustus_masked-Skud_15-processed-gene-2.133&CDS=1-1545
3629	OG0003629	YOL030W	augustus_masked-Skud_15-processed-gene-2.118-mRNA-1_1&gene=augustus_masked-Skud_15-processed-gene-2.118&CDS=1-1461
3630	OG0003630	YOL031C	augustus_masked-Skud_15-processed-gene-2.132-mRNA-1_1&gene=augustus_masked-Skud_15-processed-gene-2.132&CDS=1-1251
3631	OG0003631	YOL032W	augustus_masked-Skud_15-processed-gene-2.117-mRNA-1_1&gene=augustus_masked-Skud_15-processed-gene-2.117&CDS=1-738
3632	OG0003632	YOL033W	augustus_masked-Skud_15-processed-gene-2.116-mRNA-1_1&gene=augustus_masked-Skud_15-processed-gene-2.116&CDS=1-1596
3633	OG0003633	YOL034W	augustus_masked-Skud_15-processed-gene-2.115-mRNA-1_1&gene=augustus_masked-Skud_15-processed-gene-2.115&CDS=1-3279
3634	OG0003634	YOL036W	augustus_masked-Skud_15-processed-gene-2.114-mRNA-1_1&gene=augustus_masked-Skud_15-processed-gene-2.114&CDS=1-2286
3635	OG0003635	YOL038W	augustus_masked-Skud_15-processed-gene-2.113-mRNA-1_1&gene=augustus_masked-Skud_15-processed-gene-2.113&CDS=1-762
3636	OG0003636	YOL039W	augustus_masked-Skud_15-processed-gene-2.112-mRNA-1_1&gene=augustus_masked-Skud_15-processed-gene-2.112&CDS=1-318
3637	OG0003637	YOL040C	augustus_masked-Skud_15-processed-gene-2.131-mRNA-1_1&gene=augustus_masked-Skud_15-processed-gene-2.131&CDS=1-426
3638	OG0003638	YOL041C	augustus_masked-Skud_15-processed-gene-2.130-mRNA-1_1&gene=augustus_masked-Skud_15-processed-gene-2.130&CDS=1-1380
3639	OG0003639	YOL042W	augustus_masked-Skud_15-processed-gene-2.111-mRNA-1_1&gene=augustus_masked-Skud_15-processed-gene-2.111&CDS=1-1089
3640	OG0003640	YOL043C	augustus_masked-Skud_15-processed-gene-2.129-mRNA-1_1&gene=augustus_masked-Skud_15-processed-gene-2.129&CDS=1-1140
3641	OG0003641	YOL044W	augustus_masked-Skud_15-processed-gene-2.110-mRNA-1_1&gene=augustus_masked-Skud_15-processed-gene-2.110&CDS=1-1149
3642	OG0003642	YOL048C	genemark-Skud_15-processed-gene-2.60-mRNA-1_1&gene=genemark-Skud_15-processed-gene-2.60&CDS=1-1263
3643	OG0003643	YOL049W	augustus_masked-Skud_15-processed-gene-2.105-mRNA-1_1&gene=augustus_masked-Skud_15-processed-gene-2.105&CDS=1-1476
3644	OG0003644	YOL051W	snap_masked-Skud_15-processed-gene-2.6-mRNA-1_1&gene=snap_masked-Skud_15-processed-gene-2.6&CDS=1-3231
3645	OG0003645	YOL052C	augustus_masked-Skud_15-processed-gene-2.107-mRNA-1_1&gene=augustus_masked-Skud_15-processed-gene-2.107&CDS=1-1188
3646	OG0003646	YOL052C-A	snap_masked-Skud_15-processed-gene-2.8-mRNA-1_1&gene=snap_masked-Skud_15-processed-gene-2.8&CDS=1-183
3647	OG0003647	YOL053W	augustus_masked-Skud_15-processed-gene-2.103-mRNA-1_1&gene=augustus_masked-Skud_15-processed-gene-2.103&CDS=1-2202
3648	OG0003648	YOL057W	augustus_masked-Skud_15-processed-gene-1.108-mRNA-1_1&gene=augustus_masked-Skud_15-processed-gene-1.108&CDS=1-4260
3649	OG0003649	YOL060C	augustus_masked-Skud_15-processed-gene-1.118-mRNA-1_1&gene=augustus_masked-Skud_15-processed-gene-1.118&CDS=1-2154
3650	OG0003650	YOL061W	augustus_masked-Skud_15-processed-gene-1.106-mRNA-1_1&gene=augustus_masked-Skud_15-processed-gene-1.106&CDS=1-1488
3651	OG0003651	YOL063C	augustus_masked-Skud_15-processed-gene-1.117-mRNA-1_1&gene=augustus_masked-Skud_15-processed-gene-1.117&CDS=1-4323
3652	OG0003652	YOL069W	augustus_masked-Skud_15-processed-gene-1.105-mRNA-1_1&gene=augustus_masked-Skud_15-processed-gene-1.105&CDS=1-1353
3653	OG0003653	YOL070C	augustus_masked-Skud_15-processed-gene-1.115-mRNA-1_1&gene=augustus_masked-Skud_15-processed-gene-1.115&CDS=1-1587
3654	OG0003654	YOL072W	maker-Skud_15-augustus-gene-1.0-mRNA-1_1&gene=maker-Skud_15-augustus-gene-1.0&CDS=1-1839
3655	OG0003655	YOL075C	augustus_masked-Skud_15-processed-gene-1.114-mRNA-1_1&gene=augustus_masked-Skud_15-processed-gene-1.114&CDS=1-4851
3656	OG0003656	YOL076W	augustus_masked-Skud_15-processed-gene-1.103-mRNA-1_1&gene=augustus_masked-Skud_15-processed-gene-1.103&CDS=1-2388
3657	OG0003657	YOL077C	augustus_masked-Skud_15-processed-gene-1.113-mRNA-1_1&gene=augustus_masked-Skud_15-processed-gene-1.113&CDS=1-873
3658	OG0003658	YOL078W	augustus_masked-Skud_15-processed-gene-1.102-mRNA-1_1&gene=augustus_masked-Skud_15-processed-gene-1.102&CDS=1-3699
3659	OG0003659	YOL080C	augustus_masked-Skud_15-processed-gene-1.112-mRNA-1_1&gene=augustus_masked-Skud_15-processed-gene-1.112&CDS=1-846
3660	OG0003660	YOL083W	maker-Skud_15-snap-gene-1.3-mRNA-1_1&gene=maker-Skud_15-snap-gene-1.3&CDS=1-2481
3661	OG0003661	YOL084W	genemark-Skud_15-processed-gene-1.61-mRNA-1_1&gene=genemark-Skud_15-processed-gene-1.61&CDS=1-3003
3662	OG0003662	YOL086W-A	augustus_masked-Skud_15-processed-gene-1.98-mRNA-1_1&gene=augustus_masked-Skud_15-processed-gene-1.98&CDS=1-306
3663	OG0003663	YOL087C	genemark-Skud_15-processed-gene-1.78-mRNA-1_1&gene=genemark-Skud_15-processed-gene-1.78&CDS=1-3330
3664	OG0003664	YOL088C	genemark-Skud_15-processed-gene-1.77-mRNA-1_1&gene=genemark-Skud_15-processed-gene-1.77&CDS=1-831
3665	OG0003665	YOL089C	genemark-Skud_15-processed-gene-1.76-mRNA-1_1&gene=genemark-Skud_15-processed-gene-1.76&CDS=1-3096
3666	OG0003666	YOL090W	augustus_masked-Skud_15-processed-gene-1.97-mRNA-1_1&gene=augustus_masked-Skud_15-processed-gene-1.97&CDS=1-2892
3667	OG0003667	YOL091W	genemark-Skud_15-processed-gene-1.58-mRNA-1_1&gene=genemark-Skud_15-processed-gene-1.58&CDS=1-1791
3668	OG0003668	YOL092W	genemark-Skud_15-processed-gene-1.57-mRNA-1_1&gene=genemark-Skud_15-processed-gene-1.57&CDS=1-924
3669	OG0003669	YOL093W	genemark-Skud_15-processed-gene-1.56-mRNA-1_1&gene=genemark-Skud_15-processed-gene-1.56&CDS=1-879
3670	OG0003670	YOL094C	augustus_masked-Skud_15-processed-gene-1.109-mRNA-1_1&gene=augustus_masked-Skud_15-processed-gene-1.109&CDS=1-969
3671	OG0003671	YOL095C	augustus_masked-Skud_15-processed-gene-1.95-mRNA-1_1&gene=augustus_masked-Skud_15-processed-gene-1.95&CDS=1-4272
3672	OG0003672	YOL098C	augustus_masked-Skud_15-processed-gene-1.94-mRNA-1_1&gene=augustus_masked-Skud_15-processed-gene-1.94&CDS=1-3114
3673	OG0003673	YOL100W	augustus_masked-Skud_15-processed-gene-1.93-mRNA-1_1&gene=augustus_masked-Skud_15-processed-gene-1.93&CDS=1-3246
3674	OG0003674	YOL101C	genemark-Skud_15-processed-gene-0.142-mRNA-1_1&gene=genemark-Skud_15-processed-gene-0.142&CDS=1-936
3675	OG0003675	YOL102C	augustus_masked-Skud_15-processed-gene-0.92-mRNA-1_1&gene=augustus_masked-Skud_15-processed-gene-0.92&CDS=1-690
3676	OG0003676	YOL104C	genemark-Skud_15-processed-gene-0.140-mRNA-1_1&gene=genemark-Skud_15-processed-gene-0.140&CDS=1-1035
3677	OG0003677	YOL105C	genemark-Skud_15-processed-gene-0.139-mRNA-1_1&gene=genemark-Skud_15-processed-gene-0.139&CDS=1-1506
3678	OG0003678	YOL107W	augustus_masked-Skud_15-processed-gene-0.90-mRNA-1_1&gene=augustus_masked-Skud_15-processed-gene-0.90&CDS=1-1026
3679	OG0003679	YOL108C	augustus_masked-Skud_15-processed-gene-0.74-mRNA-1_1&gene=augustus_masked-Skud_15-processed-gene-0.74&CDS=1-450
3680	OG0003680	YOL110W	snap_masked-Skud_15-processed-gene-0.31-mRNA-1_1&gene=snap_masked-Skud_15-processed-gene-0.31&CDS=1-711
3681	OG0003681	YOL111C	augustus_masked-Skud_15-processed-gene-0.89-mRNA-1_1&gene=augustus_masked-Skud_15-processed-gene-0.89&CDS=1-642
3682	OG0003682	YOL112W	genemark-Skud_15-processed-gene-0.116-mRNA-1_1&gene=genemark-Skud_15-processed-gene-0.116&CDS=1-1473
3683	OG0003683	YOL113W	genemark-Skud_15-processed-gene-0.115-mRNA-1_1&gene=genemark-Skud_15-processed-gene-0.115&CDS=1-1917
3684	OG0003684	YOL114C	genemark-Skud_15-processed-gene-0.136-mRNA-1_1&gene=genemark-Skud_15-processed-gene-0.136&CDS=1-606
3685	OG0003685	YOL117W	augustus_masked-Skud_15-processed-gene-0.70-mRNA-1_1&gene=augustus_masked-Skud_15-processed-gene-0.70&CDS=1-3090
3686	OG0003686	YOL119C	genemark-Skud_15-processed-gene-0.135-mRNA-1_1&gene=genemark-Skud_15-processed-gene-0.135&CDS=1-1503
3687	OG0003687	YOL122C	augustus_masked-Skud_15-processed-gene-0.87-mRNA-1_1&gene=augustus_masked-Skud_15-processed-gene-0.87&CDS=1-1743
3688	OG0003688	YOL123W	augustus_masked-Skud_15-processed-gene-0.69-mRNA-1_1&gene=augustus_masked-Skud_15-processed-gene-0.69&CDS=1-1617
3689	OG0003689	YOL124C	augustus_masked-Skud_15-processed-gene-0.86-mRNA-1_1&gene=augustus_masked-Skud_15-processed-gene-0.86&CDS=1-1299
3690	OG0003690	YOL125W	augustus_masked-Skud_15-processed-gene-0.68-mRNA-1_1&gene=augustus_masked-Skud_15-processed-gene-0.68&CDS=1-1428
3691	OG0003691	YOL126C	augustus_masked-Skud_15-processed-gene-0.85-mRNA-1_1&gene=augustus_masked-Skud_15-processed-gene-0.85&CDS=1-1131
3692	OG0003692	YOL127W	genemark-Skud_15-processed-gene-0.109-mRNA-1_1&gene=genemark-Skud_15-processed-gene-0.109&CDS=1-435
3693	OG0003693	YOL128C	augustus_masked-Skud_15-processed-gene-0.84-mRNA-1_1&gene=augustus_masked-Skud_15-processed-gene-0.84&CDS=1-1092
3694	OG0003694	YOL129W	genemark-Skud_15-processed-gene-0.108-mRNA-1_1&gene=genemark-Skud_15-processed-gene-0.108&CDS=1-552
3695	OG0003695	YOL132W	maker-Skud_15-augustus-gene-0.2-mRNA-1_1&gene=maker-Skud_15-augustus-gene-0.2&CDS=1-1773
3696	OG0003696	YOL133W	genemark-Skud_15-processed-gene-0.104-mRNA-1_1&gene=genemark-Skud_15-processed-gene-0.104&CDS=1-363
3697	OG0003697	YOL135C	genemark-Skud_15-processed-gene-0.129-mRNA-1_1&gene=genemark-Skud_15-processed-gene-0.129&CDS=1-666
3698	OG0003698	YOL136C	genemark-Skud_15-processed-gene-0.128-mRNA-1_1&gene=genemark-Skud_15-processed-gene-0.128&CDS=1-1191
3699	OG0003699	YOL137W	augustus_masked-Skud_15-processed-gene-0.64-mRNA-1_1&gene=augustus_masked-Skud_15-processed-gene-0.64&CDS=1-1491
3700	OG0003700	YOL138C	augustus_masked-Skud_15-processed-gene-0.82-mRNA-1_1&gene=augustus_masked-Skud_15-processed-gene-0.82&CDS=1-4605
3701	OG0003701	YOL141W	augustus_masked-Skud_15-processed-gene-0.63-mRNA-1_1&gene=augustus_masked-Skud_15-processed-gene-0.63&CDS=1-3387
3702	OG0003702	YOL142W	augustus_masked-Skud_15-processed-gene-0.62-mRNA-1_1&gene=augustus_masked-Skud_15-processed-gene-0.62&CDS=1-720
3703	OG0003703	YOL143C	augustus_masked-Skud_15-processed-gene-0.81-mRNA-1_1&gene=augustus_masked-Skud_15-processed-gene-0.81&CDS=1-507
3704	OG0003704	YOL144W	augustus_masked-Skud_15-processed-gene-0.61-mRNA-1_1&gene=augustus_masked-Skud_15-processed-gene-0.61&CDS=1-1479
3705	OG0003705	YOL145C	augustus_masked-Skud_15-processed-gene-0.80-mRNA-1_1&gene=augustus_masked-Skud_15-processed-gene-0.80&CDS=1-3249
3706	OG0003706	YOL146W	augustus_masked-Skud_15-processed-gene-0.60-mRNA-1_1&gene=augustus_masked-Skud_15-processed-gene-0.60&CDS=1-645
3707	OG0003707	YOL147C	augustus_masked-Skud_15-processed-gene-0.79-mRNA-1_1&gene=augustus_masked-Skud_15-processed-gene-0.79&CDS=1-708
3708	OG0003708	YOL148C	augustus_masked-Skud_15-processed-gene-0.78-mRNA-1_1&gene=augustus_masked-Skud_15-processed-gene-0.78&CDS=1-1821
3709	OG0003709	YOL152W	snap_masked-Skud_15-processed-gene-0.9-mRNA-1_1&gene=snap_masked-Skud_15-processed-gene-0.9&CDS=1-210
3710	OG0003710	YOL154W	augustus_masked-Skud_15-processed-gene-0.57-mRNA-1_1&gene=augustus_masked-Skud_15-processed-gene-0.57&CDS=1-747
3711	OG0003711	YOR001W	augustus_masked-Skud_15-processed-gene-3.2-mRNA-1_1&gene=augustus_masked-Skud_15-processed-gene-3.2&CDS=1-2202
3712	OG0003712	YOR002W	genemark-Skud_15-processed-gene-3.39-mRNA-1_1&gene=genemark-Skud_15-processed-gene-3.39&CDS=1-1632
3713	OG0003713	YOR003W	genemark-Skud_15-processed-gene-3.40-mRNA-1_1&gene=genemark-Skud_15-processed-gene-3.40&CDS=1-1446
3714	OG0003714	YOR004W	genemark-Skud_15-processed-gene-3.41-mRNA-1_1&gene=genemark-Skud_15-processed-gene-3.41&CDS=1-771
3715	OG0003715	YOR005C	augustus_masked-Skud_15-processed-gene-3.4-mRNA-1_1&gene=augustus_masked-Skud_15-processed-gene-3.4&CDS=1-4779
3716	OG0003716	YOR008C	augustus_masked-Skud_15-processed-gene-3.22-mRNA-1_1&gene=augustus_masked-Skud_15-processed-gene-3.22&CDS=1-1107
3717	OG0003717	YOR013W	augustus_masked-Skud_15-processed-gene-3.7-mRNA-1_1&gene=augustus_masked-Skud_15-processed-gene-3.7&CDS=1-675
3718	OG0003718	YOR014W	augustus_masked-Skud_15-processed-gene-3.8-mRNA-1_1&gene=augustus_masked-Skud_15-processed-gene-3.8&CDS=1-2289
3719	OG0003719	YOR016C	snap_masked-Skud_15-processed-gene-3.109-mRNA-1_1&gene=snap_masked-Skud_15-processed-gene-3.109&CDS=1-621
3720	OG0003720	YOR017W	augustus_masked-Skud_15-processed-gene-3.9-mRNA-1_1&gene=augustus_masked-Skud_15-processed-gene-3.9&CDS=1-2334
3721	OG0003721	YOR018W	augustus_masked-Skud_15-processed-gene-3.10-mRNA-1_1&gene=augustus_masked-Skud_15-processed-gene-3.10&CDS=1-2511
