	OrthologID	Cyberlindnera_jadinii	Saccharomyces_cerevisiae
3546	OG0003546	genemark-scaffold_8-processed-gene-3.38-mRNA-1_1&gene=genemark-scaffold_8-processed-gene-3.38&CDS=1-480	YGR082W
3547	OG0003547	genemark-scaffold_8-processed-gene-3.19-mRNA-1_1&gene=genemark-scaffold_8-processed-gene-3.19&CDS=1-501	YGR081C
3548	OG0003548	maker-scaffold_8-snap-gene-3.61-mRNA-1_1&gene=maker-scaffold_8-snap-gene-3.61&CDS=1-1533	YHR101C
3549	OG0003549	augustus_masked-scaffold_8-processed-gene-3.84-mRNA-1_1&gene=augustus_masked-scaffold_8-processed-gene-3.84&CDS=1-267	YKR095W-A
3550	OG0003550	genemark-scaffold_8-processed-gene-3.43-mRNA-1_1&gene=genemark-scaffold_8-processed-gene-3.43&CDS=1-1848	YIL150C
3551	OG0003551	augustus_masked-scaffold_8-processed-gene-3.86-mRNA-1_1&gene=augustus_masked-scaffold_8-processed-gene-3.86&CDS=1-5391	YKR095W
3552	OG0003552	genemark-scaffold_8-processed-gene-3.45-mRNA-1_1&gene=genemark-scaffold_8-processed-gene-3.45&CDS=1-3282	YIL147C
3553	OG0003553	maker-scaffold_8-snap-gene-3.62-mRNA-1_1&gene=maker-scaffold_8-snap-gene-3.62&CDS=1-756	YOR039W
3554	OG0003554	genemark-scaffold_8-processed-gene-4.154-mRNA-1_1&gene=genemark-scaffold_8-processed-gene-4.154&CDS=1-2520	YOR038C
3555	OG0003555	genemark-scaffold_8-processed-gene-4.157-mRNA-1_1&gene=genemark-scaffold_8-processed-gene-4.157&CDS=1-1095	YDR268W
3556	OG0003556	genemark-scaffold_8-processed-gene-4.156-mRNA-1_1&gene=genemark-scaffold_8-processed-gene-4.156&CDS=1-2982	YMR287C
3557	OG0003557	genemark-scaffold_8-processed-gene-4.198-mRNA-1_1&gene=genemark-scaffold_8-processed-gene-4.198&CDS=1-1263	YOR037W
3558	OG0003558	snap_masked-scaffold_8-processed-gene-4.72-mRNA-1_1&gene=snap_masked-scaffold_8-processed-gene-4.72&CDS=1-990	YDR267C
3559	OG0003559	genemark-scaffold_8-processed-gene-4.199-mRNA-1_1&gene=genemark-scaffold_8-processed-gene-4.199&CDS=1-798	YOR036W
3560	OG0003560	genemark-scaffold_8-processed-gene-4.160-mRNA-1_1&gene=genemark-scaffold_8-processed-gene-4.160&CDS=1-783	YOR145C
3561	OG0003561	genemark-scaffold_8-processed-gene-4.200-mRNA-1_1&gene=genemark-scaffold_8-processed-gene-4.200&CDS=1-957	YOR142W
3562	OG0003562	snap_masked-scaffold_8-processed-gene-4.73-mRNA-1_1&gene=snap_masked-scaffold_8-processed-gene-4.73&CDS=1-2220	YOR141C
3563	OG0003563	snap_masked-scaffold_8-processed-gene-4.75-mRNA-1_1&gene=snap_masked-scaffold_8-processed-gene-4.75&CDS=1-1515	YOR161C
3564	OG0003564	genemark-scaffold_8-processed-gene-4.164-mRNA-1_1&gene=genemark-scaffold_8-processed-gene-4.164&CDS=1-1983	YOR155C
3565	OG0003565	genemark-scaffold_8-processed-gene-4.202-mRNA-1_1&gene=genemark-scaffold_8-processed-gene-4.202&CDS=1-732	YDR405W
3566	OG0003566	genemark-scaffold_8-processed-gene-4.166-mRNA-1_1&gene=genemark-scaffold_8-processed-gene-4.166&CDS=1-3657	YOR151C
3567	OG0003567	genemark-scaffold_8-processed-gene-4.203-mRNA-1_1&gene=genemark-scaffold_8-processed-gene-4.203&CDS=1-483	YOR150W
3568	OG0003568	genemark-scaffold_8-processed-gene-4.167-mRNA-1_1&gene=genemark-scaffold_8-processed-gene-4.167&CDS=1-513	YDR404C
3569	OG0003569	genemark-scaffold_8-processed-gene-4.169-mRNA-1_1&gene=genemark-scaffold_8-processed-gene-4.169&CDS=1-1017	YDR400W
3570	OG0003570	genemark-scaffold_8-processed-gene-4.171-mRNA-1_1&gene=genemark-scaffold_8-processed-gene-4.171&CDS=1-519	YKL069W
3571	OG0003571	augustus_masked-scaffold_8-processed-gene-4.19-mRNA-1_1&gene=augustus_masked-scaffold_8-processed-gene-4.19&CDS=1-1545	YDR403W
3572	OG0003572	genemark-scaffold_8-processed-gene-4.205-mRNA-1_1&gene=genemark-scaffold_8-processed-gene-4.205&CDS=1-660	YDR399W
3573	OG0003573	genemark-scaffold_8-processed-gene-4.173-mRNA-1_1&gene=genemark-scaffold_8-processed-gene-4.173&CDS=1-1482	YHR113W
3574	OG0003574	snap_masked-scaffold_8-processed-gene-4.119-mRNA-1_1&gene=snap_masked-scaffold_8-processed-gene-4.119&CDS=1-2001	YDR398W
3575	OG0003575	genemark-scaffold_8-processed-gene-4.174-mRNA-1_1&gene=genemark-scaffold_8-processed-gene-4.174&CDS=1-438	YDR397C
3576	OG0003576	genemark-scaffold_8-processed-gene-4.207-mRNA-1_1&gene=genemark-scaffold_8-processed-gene-4.207&CDS=1-858	YOR143C
3577	OG0003577	genemark-scaffold_8-processed-gene-4.175-mRNA-1_1&gene=genemark-scaffold_8-processed-gene-4.175&CDS=1-987	YDR392W
3578	OG0003578	genemark-scaffold_8-processed-gene-4.208-mRNA-1_1&gene=genemark-scaffold_8-processed-gene-4.208&CDS=1-681	YOR148C
3579	OG0003579	genemark-scaffold_8-processed-gene-4.176-mRNA-1_1&gene=genemark-scaffold_8-processed-gene-4.176&CDS=1-1419	YDR393W
3580	OG0003580	genemark-scaffold_8-processed-gene-4.177-mRNA-1_1&gene=genemark-scaffold_8-processed-gene-4.177&CDS=1-1269	YDR394W
3581	OG0003581	genemark-scaffold_8-processed-gene-4.209-mRNA-1_1&gene=genemark-scaffold_8-processed-gene-4.209&CDS=1-1473	YOR149C
3582	OG0003582	genemark-scaffold_8-processed-gene-4.178-mRNA-1_1&gene=genemark-scaffold_8-processed-gene-4.178&CDS=1-546	YCR003W
3583	OG0003583	genemark-scaffold_8-processed-gene-4.180-mRNA-1_1&gene=genemark-scaffold_8-processed-gene-4.180&CDS=1-330	YDR031W
3584	OG0003584	genemark-scaffold_8-processed-gene-4.183-mRNA-1_1&gene=genemark-scaffold_8-processed-gene-4.183&CDS=1-1779	YOR370C
3585	OG0003585	genemark-scaffold_8-processed-gene-4.184-mRNA-1_1&gene=genemark-scaffold_8-processed-gene-4.184&CDS=1-420	YOR369C
3586	OG0003586	genemark-scaffold_8-processed-gene-4.211-mRNA-1_1&gene=genemark-scaffold_8-processed-gene-4.211&CDS=1-1122	YOR368W
3587	OG0003587	genemark-scaffold_8-processed-gene-4.185-mRNA-1_1&gene=genemark-scaffold_8-processed-gene-4.185&CDS=1-510	YAL055W
3588	OG0003588	snap_masked-scaffold_8-processed-gene-4.124-mRNA-1_1&gene=snap_masked-scaffold_8-processed-gene-4.124&CDS=1-585	YOR367W
3589	OG0003589	genemark-scaffold_8-processed-gene-4.213-mRNA-1_1&gene=genemark-scaffold_8-processed-gene-4.213&CDS=1-417	YPR100W
3590	OG0003590	genemark-scaffold_8-processed-gene-4.214-mRNA-1_1&gene=genemark-scaffold_8-processed-gene-4.214&CDS=1-3789	YMR109W
3591	OG0003591	genemark-scaffold_8-processed-gene-4.215-mRNA-1_1&gene=genemark-scaffold_8-processed-gene-4.215&CDS=1-1752	YOR027W
3592	OG0003592	genemark-scaffold_8-processed-gene-4.188-mRNA-1_1&gene=genemark-scaffold_8-processed-gene-4.188&CDS=1-1428	YDR257C
3593	OG0003593	genemark-scaffold_8-processed-gene-4.189-mRNA-1_1&gene=genemark-scaffold_8-processed-gene-4.189&CDS=1-1524	YDR479C
3594	OG0003594	genemark-scaffold_8-processed-gene-4.219-mRNA-1_1&gene=genemark-scaffold_8-processed-gene-4.219&CDS=1-2673	YML034W
3595	OG0003595	maker-scaffold_8-augustus-gene-4.150-mRNA-1_1&gene=maker-scaffold_8-augustus-gene-4.150&CDS=1-2706	YDR477W
3596	OG0003596	genemark-scaffold_8-processed-gene-4.220-mRNA-1_1&gene=genemark-scaffold_8-processed-gene-4.220&CDS=1-4188	YJR137C
3597	OG0003597	genemark-scaffold_8-processed-gene-4.193-mRNA-1_1&gene=genemark-scaffold_8-processed-gene-4.193&CDS=1-1599	YOR386W
3598	OG0003598	genemark-scaffold_8-processed-gene-4.196-mRNA-1_1&gene=genemark-scaffold_8-processed-gene-4.196&CDS=1-1596	YLL055W
3599	OG0003599	genemark-scaffold_9-processed-gene-0.80-mRNA-1_1&gene=genemark-scaffold_9-processed-gene-0.80&CDS=1-1134	YGR279C
3600	OG0003600	genemark-scaffold_9-processed-gene-0.101-mRNA-1_1&gene=genemark-scaffold_9-processed-gene-0.101&CDS=1-2058	YGR278W
3601	OG0003601	genemark-scaffold_9-processed-gene-0.81-mRNA-1_1&gene=genemark-scaffold_9-processed-gene-0.81&CDS=1-894	YGR277C
3602	OG0003602	genemark-scaffold_9-processed-gene-0.102-mRNA-1_1&gene=genemark-scaffold_9-processed-gene-0.102&CDS=1-3498	YMR304W
3603	OG0003603	snap_masked-scaffold_9-processed-gene-0.28-mRNA-1_1&gene=snap_masked-scaffold_9-processed-gene-0.28&CDS=1-234	YHR001W-A
3604	OG0003604	genemark-scaffold_9-processed-gene-0.105-mRNA-1_1&gene=genemark-scaffold_9-processed-gene-0.105&CDS=1-2685	YKR009C
3605	OG0003605	genemark-scaffold_9-processed-gene-0.106-mRNA-1_1&gene=genemark-scaffold_9-processed-gene-0.106&CDS=1-348	YHL015W
3606	OG0003606	genemark-scaffold_9-processed-gene-0.107-mRNA-1_1&gene=genemark-scaffold_9-processed-gene-0.107&CDS=1-978	YMR041C
3607	OG0003607	genemark-scaffold_9-processed-gene-0.89-mRNA-1_1&gene=genemark-scaffold_9-processed-gene-0.89&CDS=1-339	YMR039C
3608	OG0003608	genemark-scaffold_9-processed-gene-0.90-mRNA-1_1&gene=genemark-scaffold_9-processed-gene-0.90&CDS=1-2436	YKL064W
3609	OG0003609	genemark-scaffold_9-processed-gene-0.91-mRNA-1_1&gene=genemark-scaffold_9-processed-gene-0.91&CDS=1-669	YMR038C
3610	OG0003610	genemark-scaffold_9-processed-gene-0.109-mRNA-1_1&gene=genemark-scaffold_9-processed-gene-0.109&CDS=1-804	YMR200W
3611	OG0003611	genemark-scaffold_9-processed-gene-0.110-mRNA-1_1&gene=genemark-scaffold_9-processed-gene-0.110&CDS=1-387	YNR046W
3612	OG0003612	genemark-scaffold_9-processed-gene-0.92-mRNA-1_1&gene=genemark-scaffold_9-processed-gene-0.92&CDS=1-480	YCR090C
3613	OG0003613	genemark-scaffold_9-processed-gene-0.93-mRNA-1_1&gene=genemark-scaffold_9-processed-gene-0.93&CDS=1-2229	YCR091W
3614	OG0003614	genemark-scaffold_9-processed-gene-0.113-mRNA-1_1&gene=genemark-scaffold_9-processed-gene-0.113&CDS=1-3132	YCR092C
3615	OG0003615	genemark-scaffold_9-processed-gene-0.114-mRNA-1_1&gene=genemark-scaffold_9-processed-gene-0.114&CDS=1-1380	YBR162C
3616	OG0003616	genemark-scaffold_9-processed-gene-0.97-mRNA-1_1&gene=genemark-scaffold_9-processed-gene-0.97&CDS=1-1170	YPL064C
3617	OG0003617	snap_masked-scaffold_9-processed-gene-0.24-mRNA-1_1&gene=snap_masked-scaffold_9-processed-gene-0.24&CDS=1-1365	YPL245W
3618	OG0003618	genemark-scaffold_9-processed-gene-0.100-mRNA-1_1&gene=genemark-scaffold_9-processed-gene-0.100&CDS=1-2751	YIL109C
3619	OG0003619	genemark-scaffold_9-processed-gene-1.97-mRNA-1_1&gene=genemark-scaffold_9-processed-gene-1.97&CDS=1-4221	YJL093C
3620	OG0003620	augustus_masked-scaffold_9-processed-gene-1.57-mRNA-1_1&gene=augustus_masked-scaffold_9-processed-gene-1.57&CDS=1-5130	YJL095W
3621	OG0003621	genemark-scaffold_9-processed-gene-1.99-mRNA-1_1&gene=genemark-scaffold_9-processed-gene-1.99&CDS=1-1500	YJL091C
3622	OG0003622	genemark-scaffold_9-processed-gene-1.105-mRNA-1_1&gene=genemark-scaffold_9-processed-gene-1.105&CDS=1-3474	YAL024C
3623	OG0003623	genemark-scaffold_9-processed-gene-1.121-mRNA-1_1&gene=genemark-scaffold_9-processed-gene-1.121&CDS=1-1272	YPL151C
3624	OG0003624	genemark-scaffold_9-processed-gene-1.107-mRNA-1_1&gene=genemark-scaffold_9-processed-gene-1.107&CDS=1-2022	YOR243C
3625	OG0003625	genemark-scaffold_9-processed-gene-1.122-mRNA-1_1&gene=genemark-scaffold_9-processed-gene-1.122&CDS=1-642	YPL159C
3626	OG0003626	genemark-scaffold_9-processed-gene-1.108-mRNA-1_1&gene=genemark-scaffold_9-processed-gene-1.108&CDS=1-900	YPL157W
3627	OG0003627	snap_masked-scaffold_9-processed-gene-1.36-mRNA-1_1&gene=snap_masked-scaffold_9-processed-gene-1.36&CDS=1-1962	YPL155C
3628	OG0003628	genemark-scaffold_9-processed-gene-1.125-mRNA-1_1&gene=genemark-scaffold_9-processed-gene-1.125&CDS=1-1203	YPL154C
3629	OG0003629	snap_masked-scaffold_9-processed-gene-1.40-mRNA-1_1&gene=snap_masked-scaffold_9-processed-gene-1.40&CDS=1-282	YKL137W
3630	OG0003630	maker-scaffold_9-snap-gene-1.3-mRNA-1_1&gene=maker-scaffold_9-snap-gene-1.3&CDS=1-777	YMR117C
3631	OG0003631	maker-scaffold_9-snap-gene-1.4-mRNA-1_1&gene=maker-scaffold_9-snap-gene-1.4&CDS=1-459	YKL138C
3632	OG0003632	genemark-scaffold_9-processed-gene-1.111-mRNA-1_1&gene=genemark-scaffold_9-processed-gene-1.111&CDS=1-1401	YKL140W
3633	OG0003633	genemark-scaffold_9-processed-gene-1.112-mRNA-1_1&gene=genemark-scaffold_9-processed-gene-1.112&CDS=1-1425	YOL049W
3634	OG0003634	augustus_masked-scaffold_9-processed-gene-1.86-mRNA-1_1&gene=augustus_masked-scaffold_9-processed-gene-1.86&CDS=1-1665	YJR062C
3635	OG0003635	genemark-scaffold_9-processed-gene-1.133-mRNA-1_1&gene=genemark-scaffold_9-processed-gene-1.133&CDS=1-3297	YML049C
3636	OG0003636	genemark-scaffold_9-processed-gene-1.115-mRNA-1_1&gene=genemark-scaffold_9-processed-gene-1.115&CDS=1-1098	YML048W
3637	OG0003637	genemark-scaffold_9-processed-gene-1.134-mRNA-1_1&gene=genemark-scaffold_9-processed-gene-1.134&CDS=1-171	YDR276C
3638	OG0003638	maker-scaffold_9-snap-gene-1.5-mRNA-1_1&gene=maker-scaffold_9-snap-gene-1.5&CDS=1-1002	YMR310C
3639	OG0003639	genemark-scaffold_9-processed-gene-1.137-mRNA-1_1&gene=genemark-scaffold_9-processed-gene-1.137&CDS=1-3261	YOL034W
3640	OG0003640	genemark-scaffold_9-processed-gene-1.116-mRNA-1_1&gene=genemark-scaffold_9-processed-gene-1.116&CDS=1-2055	YAL011W
3641	OG0003641	maker-scaffold_9-snap-gene-1.6-mRNA-1_1&gene=maker-scaffold_9-snap-gene-1.6&CDS=1-1179	YAL010C
3642	OG0003642	genemark-scaffold_9-processed-gene-1.139-mRNA-1_1&gene=genemark-scaffold_9-processed-gene-1.139&CDS=1-2310	YPR105C
3643	OG0003643	genemark-scaffold_9-processed-gene-1.140-mRNA-1_1&gene=genemark-scaffold_9-processed-gene-1.140&CDS=1-1161	YAL009W
3644	OG0003644	genemark-scaffold_9-processed-gene-1.141-mRNA-1_1&gene=genemark-scaffold_9-processed-gene-1.141&CDS=1-4128	YGL092W
3645	OG0003645	genemark-scaffold_9-processed-gene-1.117-mRNA-1_1&gene=genemark-scaffold_9-processed-gene-1.117&CDS=1-4845	YOR341W
3646	OG0003646	genemark-scaffold_9-processed-gene-2.121-mRNA-1_1&gene=genemark-scaffold_9-processed-gene-2.121&CDS=1-3012	YAL035W
3647	OG0003647	genemark-scaffold_9-processed-gene-2.118-mRNA-1_1&gene=genemark-scaffold_9-processed-gene-2.118&CDS=1-1098	YAL036C
3648	OG0003648	genemark-scaffold_9-processed-gene-2.119-mRNA-1_1&gene=genemark-scaffold_9-processed-gene-2.119&CDS=1-591	YAL008W
3649	OG0003649	genemark-scaffold_9-processed-gene-2.120-mRNA-1_1&gene=genemark-scaffold_9-processed-gene-2.120&CDS=1-666	YPR107C
3650	OG0003650	snap_masked-scaffold_9-processed-gene-2.6-mRNA-1_1&gene=snap_masked-scaffold_9-processed-gene-2.6&CDS=1-978	YGL091C
3651	OG0003651	genemark-scaffold_9-processed-gene-2.125-mRNA-1_1&gene=genemark-scaffold_9-processed-gene-2.125&CDS=1-2109	YER041W
3652	OG0003652	genemark-scaffold_9-processed-gene-2.126-mRNA-1_1&gene=genemark-scaffold_9-processed-gene-2.126&CDS=1-1191	YGL111W
3653	OG0003653	genemark-scaffold_9-processed-gene-2.150-mRNA-1_1&gene=genemark-scaffold_9-processed-gene-2.150&CDS=1-1701	YGL110C
3654	OG0003654	genemark-scaffold_9-processed-gene-2.129-mRNA-1_1&gene=genemark-scaffold_9-processed-gene-2.129&CDS=1-1617	YEL060C
3655	OG0003655	genemark-scaffold_9-processed-gene-2.153-mRNA-1_1&gene=genemark-scaffold_9-processed-gene-2.153&CDS=1-1587	YOL033W
3656	OG0003656	genemark-scaffold_9-processed-gene-2.154-mRNA-1_1&gene=genemark-scaffold_9-processed-gene-2.154&CDS=1-786	YAL014C
3657	OG0003657	genemark-scaffold_9-processed-gene-2.134-mRNA-1_1&gene=genemark-scaffold_9-processed-gene-2.134&CDS=1-669	YKL002W
3658	OG0003658	genemark-scaffold_9-processed-gene-2.155-mRNA-1_1&gene=genemark-scaffold_9-processed-gene-2.155&CDS=1-594	YKL001C
3659	OG0003659	genemark-scaffold_9-processed-gene-2.156-mRNA-1_1&gene=genemark-scaffold_9-processed-gene-2.156&CDS=1-1173	YAL012W
3660	OG0003660	genemark-scaffold_9-processed-gene-2.157-mRNA-1_1&gene=genemark-scaffold_9-processed-gene-2.157&CDS=1-417	YOL039W
3661	OG0003661	genemark-scaffold_9-processed-gene-2.135-mRNA-1_1&gene=genemark-scaffold_9-processed-gene-2.135&CDS=1-426	YOL040C
3662	OG0003662	genemark-scaffold_9-processed-gene-2.158-mRNA-1_1&gene=genemark-scaffold_9-processed-gene-2.158&CDS=1-1530	YAL013W
3663	OG0003663	genemark-scaffold_9-processed-gene-2.159-mRNA-1_1&gene=genemark-scaffold_9-processed-gene-2.159&CDS=1-588	YOL032W
3664	OG0003664	genemark-scaffold_9-processed-gene-2.160-mRNA-1_1&gene=genemark-scaffold_9-processed-gene-2.160&CDS=1-969	YAL020C
3665	OG0003665	genemark-scaffold_9-processed-gene-2.139-mRNA-1_1&gene=genemark-scaffold_9-processed-gene-2.139&CDS=1-2895	YAL019W
3666	OG0003666	genemark-scaffold_9-processed-gene-2.140-mRNA-1_1&gene=genemark-scaffold_9-processed-gene-2.140&CDS=1-918	YGR282C
3667	OG0003667	genemark-scaffold_9-processed-gene-2.142-mRNA-1_1&gene=genemark-scaffold_9-processed-gene-2.142&CDS=1-1344	YOR197W
3668	OG0003668	genemark-scaffold_9-processed-gene-2.166-mRNA-1_1&gene=genemark-scaffold_9-processed-gene-2.166&CDS=1-1374	YOR198C
3669	OG0003669	genemark-scaffold_9-processed-gene-2.143-mRNA-1_1&gene=genemark-scaffold_9-processed-gene-2.143&CDS=1-804	YPL117C
3670	OG0003670	genemark-scaffold_9-processed-gene-2.144-mRNA-1_1&gene=genemark-scaffold_9-processed-gene-2.144&CDS=1-1236	YOR196C
3671	OG0003671	genemark-scaffold_9-processed-gene-2.167-mRNA-1_1&gene=genemark-scaffold_9-processed-gene-2.167&CDS=1-2928	YPL115C
3672	OG0003672	genemark-scaffold_9-processed-gene-2.168-mRNA-1_1&gene=genemark-scaffold_9-processed-gene-2.168&CDS=1-2601	YOR195W
3673	OG0003673	genemark-scaffold_9-processed-gene-2.145-mRNA-1_1&gene=genemark-scaffold_9-processed-gene-2.145&CDS=1-672	YOR194C
3674	OG0003674	genemark-scaffold_9-processed-gene-2.146-mRNA-1_1&gene=genemark-scaffold_9-processed-gene-2.146&CDS=1-1830	YPL116W
3675	OG0003675	genemark-scaffold_9-processed-gene-2.169-mRNA-1_1&gene=genemark-scaffold_9-processed-gene-2.169&CDS=1-1215	YOR245C
3676	OG0003676	snap_masked-scaffold_9-processed-gene-2.27-mRNA-1_1&gene=snap_masked-scaffold_9-processed-gene-2.27&CDS=1-1137	YBR246W
3677	OG0003677	maker-scaffold_9-augustus-gene-2.114-mRNA-1_1&gene=maker-scaffold_9-augustus-gene-2.114&CDS=1-1440	YBL033C
3678	OG0003678	augustus_masked-scaffold_9-processed-gene-3.21-mRNA-1_1&gene=augustus_masked-scaffold_9-processed-gene-3.21&CDS=1-4587	YLR419W
3679	OG0003679	genemark-scaffold_9-processed-gene-3.221-mRNA-1_1&gene=genemark-scaffold_9-processed-gene-3.221&CDS=1-1599	YBR239C
3680	OG0003680	maker-scaffold_9-snap-gene-3.1-mRNA-1_1&gene=maker-scaffold_9-snap-gene-3.1&CDS=1-2238	YGL105W
3681	OG0003681	augustus_masked-scaffold_9-processed-gene-3.24-mRNA-1_1&gene=augustus_masked-scaffold_9-processed-gene-3.24&CDS=1-1434	YBR241C
3682	OG0003682	genemark-scaffold_9-processed-gene-3.223-mRNA-1_1&gene=genemark-scaffold_9-processed-gene-3.223&CDS=1-447	YGL103W
3683	OG0003683	genemark-scaffold_9-processed-gene-3.262-mRNA-1_1&gene=genemark-scaffold_9-processed-gene-3.262&CDS=1-1107	YOL154W
3684	OG0003684	genemark-scaffold_9-processed-gene-3.263-mRNA-1_1&gene=genemark-scaffold_9-processed-gene-3.263&CDS=1-1011	YGL100W
3685	OG0003685	genemark-scaffold_9-processed-gene-3.225-mRNA-1_1&gene=genemark-scaffold_9-processed-gene-3.225&CDS=1-2280	YJL204C
3686	OG0003686	genemark-scaffold_9-processed-gene-3.264-mRNA-1_1&gene=genemark-scaffold_9-processed-gene-3.264&CDS=1-1698	YDR062W
3687	OG0003687	maker-scaffold_9-snap-gene-3.9-mRNA-1_1&gene=maker-scaffold_9-snap-gene-3.9&CDS=1-2079	YLR259C
3688	OG0003688	genemark-scaffold_9-processed-gene-3.226-mRNA-1_1&gene=genemark-scaffold_9-processed-gene-3.226&CDS=1-1587	YOL013C
3689	OG0003689	genemark-scaffold_9-processed-gene-3.268-mRNA-1_1&gene=genemark-scaffold_9-processed-gene-3.268&CDS=1-1218	YML043C
3690	OG0003690	genemark-scaffold_9-processed-gene-3.231-mRNA-1_1&gene=genemark-scaffold_9-processed-gene-3.231&CDS=1-1182	YPL254W
3691	OG0003691	genemark-scaffold_9-processed-gene-3.271-mRNA-1_1&gene=genemark-scaffold_9-processed-gene-3.271&CDS=1-519	YPL252C
3692	OG0003692	genemark-scaffold_9-processed-gene-3.272-mRNA-1_1&gene=genemark-scaffold_9-processed-gene-3.272&CDS=1-1422	YGL055W
3693	OG0003693	genemark-scaffold_9-processed-gene-3.273-mRNA-1_1&gene=genemark-scaffold_9-processed-gene-3.273&CDS=1-1344	YBR243C
3694	OG0003694	genemark-scaffold_9-processed-gene-3.233-mRNA-1_1&gene=genemark-scaffold_9-processed-gene-3.233&CDS=1-1692	YEL062W
3695	OG0003695	genemark-scaffold_9-processed-gene-3.276-mRNA-1_1&gene=genemark-scaffold_9-processed-gene-3.276&CDS=1-4260	YOR188W
3696	OG0003696	genemark-scaffold_9-processed-gene-3.238-mRNA-1_1&gene=genemark-scaffold_9-processed-gene-3.238&CDS=1-906	YNL315C
3697	OG0003697	genemark-scaffold_9-processed-gene-3.239-mRNA-1_1&gene=genemark-scaffold_9-processed-gene-3.239&CDS=1-861	YNL316C
3698	OG0003698	maker-scaffold_9-augustus-gene-3.324-mRNA-1_1&gene=maker-scaffold_9-augustus-gene-3.324&CDS=1-381	YOL133W
3699	OG0003699	genemark-scaffold_9-processed-gene-3.278-mRNA-1_1&gene=genemark-scaffold_9-processed-gene-3.278&CDS=1-672	YOL135C
3700	OG0003700	genemark-scaffold_9-processed-gene-3.241-mRNA-1_1&gene=genemark-scaffold_9-processed-gene-3.241&CDS=1-3135	YMR196W
3701	OG0003701	genemark-scaffold_9-processed-gene-3.280-mRNA-1_1&gene=genemark-scaffold_9-processed-gene-3.280&CDS=1-2319	YJL212C
3702	OG0003702	snap_masked-scaffold_9-processed-gene-3.182-mRNA-1_1&gene=snap_masked-scaffold_9-processed-gene-3.182&CDS=1-678	YMR197C
3703	OG0003703	genemark-scaffold_9-processed-gene-3.282-mRNA-1_1&gene=genemark-scaffold_9-processed-gene-3.282&CDS=1-966	YFR025C
3704	OG0003704	genemark-scaffold_9-processed-gene-3.284-mRNA-1_1&gene=genemark-scaffold_9-processed-gene-3.284&CDS=1-1692	YEL020C
3705	OG0003705	genemark-scaffold_9-processed-gene-3.285-mRNA-1_1&gene=genemark-scaffold_9-processed-gene-3.285&CDS=1-1407	YCR024C
3706	OG0003706	snap_masked-scaffold_9-processed-gene-3.187-mRNA-1_1&gene=snap_masked-scaffold_9-processed-gene-3.187&CDS=1-807	YEL019C
3707	OG0003707	genemark-scaffold_9-processed-gene-3.287-mRNA-1_1&gene=genemark-scaffold_9-processed-gene-3.287&CDS=1-1170	YJR032W
3708	OG0003708	snap_masked-scaffold_9-processed-gene-3.190-mRNA-1_1&gene=snap_masked-scaffold_9-processed-gene-3.190&CDS=1-873	YEL021W
3709	OG0003709	snap_masked-scaffold_9-processed-gene-3.147-mRNA-1_1&gene=snap_masked-scaffold_9-processed-gene-3.147&CDS=1-264	YEL020W-A
3710	OG0003710	snap_masked-scaffold_9-processed-gene-3.192-mRNA-1_1&gene=snap_masked-scaffold_9-processed-gene-3.192&CDS=1-1383	YHR018C
3711	OG0003711	genemark-scaffold_9-processed-gene-3.292-mRNA-1_1&gene=genemark-scaffold_9-processed-gene-3.292&CDS=1-1647	YHR019C
3712	OG0003712	genemark-scaffold_9-processed-gene-3.248-mRNA-1_1&gene=genemark-scaffold_9-processed-gene-3.248&CDS=1-2037	YHR020W
3713	OG0003713	genemark-scaffold_9-processed-gene-3.293-mRNA-1_1&gene=genemark-scaffold_9-processed-gene-3.293&CDS=1-3084	YJR035W
3714	OG0003714	maker-scaffold_9-snap-gene-3.15-mRNA-1_1&gene=maker-scaffold_9-snap-gene-3.15&CDS=1-1362	YDR030C
3715	OG0003715	genemark-scaffold_9-processed-gene-3.295-mRNA-1_1&gene=genemark-scaffold_9-processed-gene-3.295&CDS=1-324	YJR034W
3716	OG0003716	genemark-scaffold_9-processed-gene-3.250-mRNA-1_1&gene=genemark-scaffold_9-processed-gene-3.250&CDS=1-3927	YJR033C
3717	OG0003717	genemark-scaffold_9-processed-gene-3.297-mRNA-1_1&gene=genemark-scaffold_9-processed-gene-3.297&CDS=1-1176	YHR017W
