	OrthologID	Saccharomyces_cerevisiae	yHAB166_Kazachstania_yakushimaensis
3082	OG0003082	YNL162W-A	snap_masked-scf7180000044646-processed-gene-0.34-mRNA-1_1&gene=snap_masked-scf7180000044646-processed-gene-0.34&CDS=1-249
3083	OG0003083	YNL163C	maker-scf7180000044646-snap-gene-0.73-mRNA-1_1&gene=maker-scf7180000044646-snap-gene-0.73&CDS=1-3228
3084	OG0003084	YNL164C	augustus_masked-scf7180000044646-processed-gene-0.49-mRNA-1_1&gene=augustus_masked-scf7180000044646-processed-gene-0.49&CDS=1-1230
3085	OG0003085	YNL165W	augustus_masked-scf7180000044646-processed-gene-0.69-mRNA-1_1&gene=augustus_masked-scf7180000044646-processed-gene-0.69&CDS=1-618
3086	OG0003086	YNL166C	augustus_masked-scf7180000044646-processed-gene-0.50-mRNA-1_1&gene=augustus_masked-scf7180000044646-processed-gene-0.50&CDS=1-1842
3087	OG0003087	YNL167C	augustus_masked-scf7180000044646-processed-gene-0.51-mRNA-1_1&gene=augustus_masked-scf7180000044646-processed-gene-0.51&CDS=1-1809
3088	OG0003088	YNL168C	augustus_masked-scf7180000044646-processed-gene-0.52-mRNA-1_1&gene=augustus_masked-scf7180000044646-processed-gene-0.52&CDS=1-768
3089	OG0003089	YNL169C	augustus_masked-scf7180000044646-processed-gene-0.53-mRNA-1_1&gene=augustus_masked-scf7180000044646-processed-gene-0.53&CDS=1-1812
3090	OG0003090	YNL175C	augustus_masked-scf7180000044646-processed-gene-0.55-mRNA-1_1&gene=augustus_masked-scf7180000044646-processed-gene-0.55&CDS=1-1167
3091	OG0003091	YNL178W	augustus_masked-scf7180000044646-processed-gene-0.71-mRNA-1_1&gene=augustus_masked-scf7180000044646-processed-gene-0.71&CDS=1-735
3092	OG0003092	YNL181W	augustus_masked-scf7180000044646-processed-gene-0.72-mRNA-1_1&gene=augustus_masked-scf7180000044646-processed-gene-0.72&CDS=1-1224
3093	OG0003093	YNL182C	augustus_masked-scf7180000044646-processed-gene-0.58-mRNA-1_1&gene=augustus_masked-scf7180000044646-processed-gene-0.58&CDS=1-1395
3094	OG0003094	YNL185C	augustus_masked-scf7180000044646-processed-gene-1.107-mRNA-1_1&gene=augustus_masked-scf7180000044646-processed-gene-1.107&CDS=1-441
3095	OG0003095	YNL186W	genemark-scf7180000044646-processed-gene-1.57-mRNA-1_1&gene=genemark-scf7180000044646-processed-gene-1.57&CDS=1-2688
3096	OG0003096	YNL189W	augustus_masked-scf7180000044646-processed-gene-1.109-mRNA-1_1&gene=augustus_masked-scf7180000044646-processed-gene-1.109&CDS=1-1638
3097	OG0003097	YNL192W	augustus_masked-scf7180000044646-processed-gene-1.123-mRNA-1_1&gene=augustus_masked-scf7180000044646-processed-gene-1.123&CDS=1-4548
3098	OG0003098	YNL193W	augustus_masked-scf7180000044646-processed-gene-1.124-mRNA-1_1&gene=augustus_masked-scf7180000044646-processed-gene-1.124&CDS=1-1515
3099	OG0003099	YNL199C	snap_masked-scf7180000044642-processed-gene-0.190-mRNA-1_1&gene=snap_masked-scf7180000044642-processed-gene-0.190&CDS=1-1488
3100	OG0003100	YNL201C	maker-scf7180000044646-augustus-gene-1.0-mRNA-1_1&gene=maker-scf7180000044646-augustus-gene-1.0&CDS=1-3282
3101	OG0003101	YNL202W	augustus_masked-scf7180000044646-processed-gene-1.125-mRNA-1_1&gene=augustus_masked-scf7180000044646-processed-gene-1.125&CDS=1-888
3102	OG0003102	YNL206C	augustus_masked-scf7180000044646-processed-gene-1.115-mRNA-1_1&gene=augustus_masked-scf7180000044646-processed-gene-1.115&CDS=1-1437
3103	OG0003103	YNL207W	augustus_masked-scf7180000044646-processed-gene-1.126-mRNA-1_1&gene=augustus_masked-scf7180000044646-processed-gene-1.126&CDS=1-1695
3104	OG0003104	YNL211C	snap_masked-scf7180000044646-processed-gene-1.20-mRNA-1_1&gene=snap_masked-scf7180000044646-processed-gene-1.20&CDS=1-207
3105	OG0003105	YNL213C	snap_masked-scf7180000044646-processed-gene-1.21-mRNA-1_1&gene=snap_masked-scf7180000044646-processed-gene-1.21&CDS=1-564
3106	OG0003106	YNL214W	augustus_masked-scf7180000044646-processed-gene-1.129-mRNA-1_1&gene=augustus_masked-scf7180000044646-processed-gene-1.129&CDS=1-450
3107	OG0003107	YNL216W	snap_masked-scf7180000044646-processed-gene-1.41-mRNA-1_1&gene=snap_masked-scf7180000044646-processed-gene-1.41&CDS=1-2910
3108	OG0003108	YNL218W	genemark-scf7180000044646-processed-gene-1.87-mRNA-1_1&gene=genemark-scf7180000044646-processed-gene-1.87&CDS=1-3084
3109	OG0003109	YNL220W	augustus_masked-scf7180000044605-processed-gene-0.143-mRNA-1_1&gene=augustus_masked-scf7180000044605-processed-gene-0.143&CDS=1-1302
3110	OG0003110	YNL222W	maker-scf7180000044646-augustus-gene-1.6-mRNA-1_1&gene=maker-scf7180000044646-augustus-gene-1.6&CDS=1-1749
3111	OG0003111	YNL224C	augustus_masked-scf7180000044646-processed-gene-1.118-mRNA-1_1&gene=augustus_masked-scf7180000044646-processed-gene-1.118&CDS=1-2481
3112	OG0003112	YNL227C	maker-scf7180000044646-snap-gene-1.96-mRNA-1_1&gene=maker-scf7180000044646-snap-gene-1.96&CDS=1-1983
3113	OG0003113	YNL229C	augustus_masked-scf7180000044605-processed-gene-0.168-mRNA-1_1&gene=augustus_masked-scf7180000044605-processed-gene-0.168&CDS=1-1038
3114	OG0003114	YNL230C	snap_masked-scf7180000044646-processed-gene-1.27-mRNA-1_1&gene=snap_masked-scf7180000044646-processed-gene-1.27&CDS=1-771
3115	OG0003115	YNL231C	snap_masked-scf7180000044646-processed-gene-1.28-mRNA-1_1&gene=snap_masked-scf7180000044646-processed-gene-1.28&CDS=1-1038
3116	OG0003116	YNL232W	genemark-scf7180000044646-processed-gene-1.90-mRNA-1_1&gene=genemark-scf7180000044646-processed-gene-1.90&CDS=1-792
3117	OG0003117	YNL234W	maker-scf7180000044646-augustus-gene-1.7-mRNA-1_1&gene=maker-scf7180000044646-augustus-gene-1.7&CDS=1-2211
3118	OG0003118	YNL236W	snap_masked-scf7180000044646-processed-gene-1.48-mRNA-1_1&gene=snap_masked-scf7180000044646-processed-gene-1.48&CDS=1-3012
3119	OG0003119	YNL237W	snap_masked-scf7180000044646-processed-gene-1.49-mRNA-1_1&gene=snap_masked-scf7180000044646-processed-gene-1.49&CDS=1-471
3120	OG0003120	YNL238W	snap_masked-scf7180000044646-processed-gene-1.50-mRNA-1_1&gene=snap_masked-scf7180000044646-processed-gene-1.50&CDS=1-2529
3121	OG0003121	YNL239W	augustus_masked-scf7180000044646-processed-gene-1.133-mRNA-1_1&gene=augustus_masked-scf7180000044646-processed-gene-1.133&CDS=1-1344
3122	OG0003122	YNL240C	augustus_masked-scf7180000044646-processed-gene-1.121-mRNA-1_1&gene=augustus_masked-scf7180000044646-processed-gene-1.121&CDS=1-1464
3123	OG0003123	YNL241C	augustus_masked-scf7180000044646-processed-gene-1.122-mRNA-1_1&gene=augustus_masked-scf7180000044646-processed-gene-1.122&CDS=1-1503
3124	OG0003124	YNL242W	genemark-scf7180000044646-processed-gene-1.94-mRNA-1_1&gene=genemark-scf7180000044646-processed-gene-1.94&CDS=1-5025
3125	OG0003125	YNL243W	augustus_masked-scf7180000044646-processed-gene-1.135-mRNA-1_1&gene=augustus_masked-scf7180000044646-processed-gene-1.135&CDS=1-2916
3126	OG0003126	YNL244C	augustus_masked-scf7180000044646-processed-gene-2.135-mRNA-1_1&gene=augustus_masked-scf7180000044646-processed-gene-2.135&CDS=1-324
3127	OG0003127	YNL245C	augustus_masked-scf7180000044646-processed-gene-2.136-mRNA-1_1&gene=augustus_masked-scf7180000044646-processed-gene-2.136&CDS=1-453
3128	OG0003128	YNL247W	maker-scf7180000044646-augustus-gene-2.67-mRNA-1_1&gene=maker-scf7180000044646-augustus-gene-2.67&CDS=1-3048
3129	OG0003129	YNL248C	maker-scf7180000044646-augustus-gene-2.64-mRNA-1_1&gene=maker-scf7180000044646-augustus-gene-2.64&CDS=1-2898
3130	OG0003130	YNL250W	augustus_masked-scf7180000044646-processed-gene-2.167-mRNA-1_1&gene=augustus_masked-scf7180000044646-processed-gene-2.167&CDS=1-3915
3131	OG0003131	YNL251C	augustus_masked-scf7180000044646-processed-gene-2.141-mRNA-1_1&gene=augustus_masked-scf7180000044646-processed-gene-2.141&CDS=1-2058
3132	OG0003132	YNL252C	augustus_masked-scf7180000044646-processed-gene-2.142-mRNA-1_1&gene=augustus_masked-scf7180000044646-processed-gene-2.142&CDS=1-882
3133	OG0003133	YNL253W	augustus_masked-scf7180000044646-processed-gene-2.168-mRNA-1_1&gene=augustus_masked-scf7180000044646-processed-gene-2.168&CDS=1-1662
3134	OG0003134	YNL254C	augustus_masked-scf7180000044646-processed-gene-2.143-mRNA-1_1&gene=augustus_masked-scf7180000044646-processed-gene-2.143&CDS=1-1215
3135	OG0003135	YNL256W	augustus_masked-scf7180000044646-processed-gene-2.169-mRNA-1_1&gene=augustus_masked-scf7180000044646-processed-gene-2.169&CDS=1-2481
3136	OG0003136	YNL258C	snap_masked-scf7180000044646-processed-gene-2.11-mRNA-1_1&gene=snap_masked-scf7180000044646-processed-gene-2.11&CDS=1-2376
3137	OG0003137	YNL259C	snap_masked-scf7180000044646-processed-gene-2.12-mRNA-1_1&gene=snap_masked-scf7180000044646-processed-gene-2.12&CDS=1-225
3138	OG0003138	YNL260C	augustus_masked-scf7180000044646-processed-gene-2.146-mRNA-1_1&gene=augustus_masked-scf7180000044646-processed-gene-2.146&CDS=1-489
3139	OG0003139	YNL261W	augustus_masked-scf7180000044631-processed-gene-1.155-mRNA-1_1&gene=augustus_masked-scf7180000044631-processed-gene-1.155&CDS=1-1464
3140	OG0003140	YNL262W	augustus_masked-scf7180000044646-processed-gene-2.170-mRNA-1_1&gene=augustus_masked-scf7180000044646-processed-gene-2.170&CDS=1-6648
3141	OG0003141	YNL263C	augustus_masked-scf7180000044646-processed-gene-2.147-mRNA-1_1&gene=augustus_masked-scf7180000044646-processed-gene-2.147&CDS=1-867
3142	OG0003142	YNL264C	augustus_masked-scf7180000044646-processed-gene-2.148-mRNA-1_1&gene=augustus_masked-scf7180000044646-processed-gene-2.148&CDS=1-1092
3143	OG0003143	YNL265C	augustus_masked-scf7180000044646-processed-gene-2.149-mRNA-1_1&gene=augustus_masked-scf7180000044646-processed-gene-2.149&CDS=1-846
3144	OG0003144	YNL267W	augustus_masked-scf7180000044646-processed-gene-2.172-mRNA-1_1&gene=augustus_masked-scf7180000044646-processed-gene-2.172&CDS=1-3507
3145	OG0003145	YNL271C	maker-scf7180000044646-augustus-gene-2.66-mRNA-1_1&gene=maker-scf7180000044646-augustus-gene-2.66&CDS=1-8247
3146	OG0003146	YNL273W	augustus_masked-scf7180000044646-processed-gene-2.174-mRNA-1_1&gene=augustus_masked-scf7180000044646-processed-gene-2.174&CDS=1-4083
3147	OG0003147	YNL275W	augustus_masked-scf7180000044646-processed-gene-2.165-mRNA-1_1&gene=augustus_masked-scf7180000044646-processed-gene-2.165&CDS=1-2244
3148	OG0003148	YNL277W	augustus_masked-scf7180000044646-processed-gene-2.175-mRNA-1_1&gene=augustus_masked-scf7180000044646-processed-gene-2.175&CDS=1-1506
3149	OG0003149	YNL281W	augustus_masked-scf7180000044574-processed-gene-1.148-mRNA-1_1&gene=augustus_masked-scf7180000044574-processed-gene-1.148&CDS=1-480
3150	OG0003150	YNL282W	augustus_masked-scf7180000044574-processed-gene-1.147-mRNA-1_1&gene=augustus_masked-scf7180000044574-processed-gene-1.147&CDS=1-579
3151	OG0003151	YNL284C	augustus_masked-scf7180000044574-processed-gene-1.178-mRNA-1_1&gene=augustus_masked-scf7180000044574-processed-gene-1.178&CDS=1-867
3152	OG0003152	YNL287W	augustus_masked-scf7180000044574-processed-gene-1.179-mRNA-1_1&gene=augustus_masked-scf7180000044574-processed-gene-1.179&CDS=1-2817
3153	OG0003153	YNL288W	augustus_masked-scf7180000044574-processed-gene-1.180-mRNA-1_1&gene=augustus_masked-scf7180000044574-processed-gene-1.180&CDS=1-1053
3154	OG0003154	YNL289W	genemark-scf7180000044592-processed-gene-0.19-mRNA-1_1&gene=genemark-scf7180000044592-processed-gene-0.19&CDS=1-831
3155	OG0003155	YNL290W	snap_masked-scf7180000044574-processed-gene-1.49-mRNA-1_1&gene=snap_masked-scf7180000044574-processed-gene-1.49&CDS=1-1014
3156	OG0003156	YNL291C	augustus_masked-scf7180000044574-processed-gene-1.157-mRNA-1_1&gene=augustus_masked-scf7180000044574-processed-gene-1.157&CDS=1-1599
3157	OG0003157	YNL292W	augustus_masked-scf7180000044574-processed-gene-1.182-mRNA-1_1&gene=augustus_masked-scf7180000044574-processed-gene-1.182&CDS=1-3030
3158	OG0003158	YNL293W	augustus_masked-scf7180000044592-processed-gene-0.91-mRNA-1_1&gene=augustus_masked-scf7180000044592-processed-gene-0.91&CDS=1-1617
3159	OG0003159	YNL295W	augustus_masked-scf7180000044574-processed-gene-1.183-mRNA-1_1&gene=augustus_masked-scf7180000044574-processed-gene-1.183&CDS=1-1434
3160	OG0003160	YNL297C	maker-scf7180000044574-augustus-gene-1.2-mRNA-1_1&gene=maker-scf7180000044574-augustus-gene-1.2&CDS=1-4839
3161	OG0003161	YNL298W	snap_masked-scf7180000044574-processed-gene-1.52-mRNA-1_1&gene=snap_masked-scf7180000044574-processed-gene-1.52&CDS=1-2823
3162	OG0003162	YNL304W	augustus_masked-scf7180000044574-processed-gene-1.186-mRNA-1_1&gene=augustus_masked-scf7180000044574-processed-gene-1.186&CDS=1-1395
3163	OG0003163	YNL305C	augustus_masked-scf7180000044574-processed-gene-1.161-mRNA-1_1&gene=augustus_masked-scf7180000044574-processed-gene-1.161&CDS=1-807
3164	OG0003164	YNL306W	augustus_masked-scf7180000044574-processed-gene-1.188-mRNA-1_1&gene=augustus_masked-scf7180000044574-processed-gene-1.188&CDS=1-405
3165	OG0003165	YNL307C	augustus_masked-scf7180000044592-processed-gene-0.83-mRNA-1_1&gene=augustus_masked-scf7180000044592-processed-gene-0.83&CDS=1-1137
3166	OG0003166	YNL308C	augustus_masked-scf7180000044574-processed-gene-1.162-mRNA-1_1&gene=augustus_masked-scf7180000044574-processed-gene-1.162&CDS=1-1884
3167	OG0003167	YNL309W	augustus_masked-scf7180000044574-processed-gene-1.189-mRNA-1_1&gene=augustus_masked-scf7180000044574-processed-gene-1.189&CDS=1-1389
3168	OG0003168	YNL311C	maker-scf7180000044574-snap-gene-1.203-mRNA-1_1&gene=maker-scf7180000044574-snap-gene-1.203&CDS=1-2865
3169	OG0003169	YNL313C	augustus_masked-scf7180000044592-processed-gene-0.84-mRNA-1_1&gene=augustus_masked-scf7180000044592-processed-gene-0.84&CDS=1-2745
3170	OG0003170	YNL315C	snap_masked-scf7180000044574-processed-gene-1.48-mRNA-1_1&gene=snap_masked-scf7180000044574-processed-gene-1.48&CDS=1-972
3171	OG0003171	YNL316C	snap_masked-scf7180000044574-processed-gene-1.47-mRNA-1_1&gene=snap_masked-scf7180000044574-processed-gene-1.47&CDS=1-1086
3172	OG0003172	YNL317W	augustus_masked-scf7180000044592-processed-gene-0.99-mRNA-1_1&gene=augustus_masked-scf7180000044592-processed-gene-0.99&CDS=1-1473
3173	OG0003173	YNL320W	augustus_masked-scf7180000044574-processed-gene-1.156-mRNA-1_1&gene=augustus_masked-scf7180000044574-processed-gene-1.156&CDS=1-846
3174	OG0003174	YNL321W	augustus_masked-scf7180000044574-processed-gene-1.165-mRNA-1_1&gene=augustus_masked-scf7180000044574-processed-gene-1.165&CDS=1-3225
3175	OG0003175	YNL323W	augustus_masked-scf7180000044592-processed-gene-0.101-mRNA-1_1&gene=augustus_masked-scf7180000044592-processed-gene-0.101&CDS=1-3378
3176	OG0003176	YNL325C	genemark-scf7180000044574-processed-gene-1.97-mRNA-1_1&gene=genemark-scf7180000044574-processed-gene-1.97&CDS=1-3738
3177	OG0003177	YNL326C	snap_masked-scf7180000044574-processed-gene-1.30-mRNA-1_1&gene=snap_masked-scf7180000044574-processed-gene-1.30&CDS=1-852
3178	OG0003178	YNL327W	augustus_masked-scf7180000044574-processed-gene-1.193-mRNA-1_1&gene=augustus_masked-scf7180000044574-processed-gene-1.193&CDS=1-2640
3179	OG0003179	YNL329C	genemark-scf7180000044574-processed-gene-1.99-mRNA-1_1&gene=genemark-scf7180000044574-processed-gene-1.99&CDS=1-3444
3180	OG0003180	YNL330C	augustus_masked-scf7180000044592-processed-gene-0.87-mRNA-1_1&gene=augustus_masked-scf7180000044592-processed-gene-0.87&CDS=1-1299
3181	OG0003181	YNR003C	augustus_masked-scf7180000044597-processed-gene-1.20-mRNA-1_1&gene=augustus_masked-scf7180000044597-processed-gene-1.20&CDS=1-957
3182	OG0003182	YNR006W	augustus_masked-scf7180000044648-processed-gene-0.22-mRNA-1_1&gene=augustus_masked-scf7180000044648-processed-gene-0.22&CDS=1-1824
3183	OG0003183	YNR007C	augustus_masked-scf7180000044648-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-scf7180000044648-processed-gene-0.6&CDS=1-939
3184	OG0003184	YNR008W	snap_masked-scf7180000044648-processed-gene-0.92-mRNA-1_1&gene=snap_masked-scf7180000044648-processed-gene-0.92&CDS=1-2145
3185	OG0003185	YNR009W	snap_masked-scf7180000044648-processed-gene-0.91-mRNA-1_1&gene=snap_masked-scf7180000044648-processed-gene-0.91&CDS=1-840
3186	OG0003186	YNR010W	augustus_masked-scf7180000044648-processed-gene-0.20-mRNA-1_1&gene=augustus_masked-scf7180000044648-processed-gene-0.20&CDS=1-486
3187	OG0003187	YNR012W	augustus_masked-scf7180000044648-processed-gene-0.19-mRNA-1_1&gene=augustus_masked-scf7180000044648-processed-gene-0.19&CDS=1-1449
3188	OG0003188	YNR013C	augustus_masked-scf7180000044648-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-scf7180000044648-processed-gene-0.4&CDS=1-2586
3189	OG0003189	YNR015W	augustus_masked-scf7180000044648-processed-gene-0.16-mRNA-1_1&gene=augustus_masked-scf7180000044648-processed-gene-0.16&CDS=1-1179
3190	OG0003190	YNR016C	augustus_masked-scf7180000044564-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-scf7180000044564-processed-gene-0.4&CDS=1-8868
3191	OG0003191	YNR017W	augustus_masked-scf7180000044648-processed-gene-0.15-mRNA-1_1&gene=augustus_masked-scf7180000044648-processed-gene-0.15&CDS=1-591
3192	OG0003192	YNR018W	augustus_masked-scf7180000044648-processed-gene-0.14-mRNA-1_1&gene=augustus_masked-scf7180000044648-processed-gene-0.14&CDS=1-687
3193	OG0003193	YNR020C	augustus_masked-scf7180000044648-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-scf7180000044648-processed-gene-0.3&CDS=1-657
3194	OG0003194	YNR021W	augustus_masked-scf7180000044564-processed-gene-0.12-mRNA-1_1&gene=augustus_masked-scf7180000044564-processed-gene-0.12&CDS=1-1233
3195	OG0003195	YNR022C	augustus_masked-scf7180000044648-processed-gene-0.12-mRNA-1_1&gene=augustus_masked-scf7180000044648-processed-gene-0.12&CDS=1-441
3196	OG0003196	YNR029C	augustus_masked-scf7180000044648-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-scf7180000044648-processed-gene-0.1&CDS=1-1287
3197	OG0003197	YNR030W	augustus_masked-scf7180000044648-processed-gene-0.9-mRNA-1_1&gene=augustus_masked-scf7180000044648-processed-gene-0.9&CDS=1-1701
3198	OG0003198	YNR032W	snap_masked-scf7180000044648-processed-gene-0.74-mRNA-1_1&gene=snap_masked-scf7180000044648-processed-gene-0.74&CDS=1-1059
3199	OG0003199	YNR034W	augustus_masked-scf7180000044567-processed-gene-0.37-mRNA-1_1&gene=augustus_masked-scf7180000044567-processed-gene-0.37&CDS=1-990
3200	OG0003200	YNR035C	snap_masked-scf7180000044567-processed-gene-0.8-mRNA-1_1&gene=snap_masked-scf7180000044567-processed-gene-0.8&CDS=1-1044
3201	OG0003201	YNR036C	augustus_masked-scf7180000044567-processed-gene-0.44-mRNA-1_1&gene=augustus_masked-scf7180000044567-processed-gene-0.44&CDS=1-597
3202	OG0003202	YNR038W	augustus_masked-scf7180000044567-processed-gene-0.38-mRNA-1_1&gene=augustus_masked-scf7180000044567-processed-gene-0.38&CDS=1-2031
3203	OG0003203	YNR039C	augustus_masked-scf7180000044567-processed-gene-0.47-mRNA-1_1&gene=augustus_masked-scf7180000044567-processed-gene-0.47&CDS=1-2304
3204	OG0003204	YNR040W	augustus_masked-scf7180000044567-processed-gene-0.39-mRNA-1_1&gene=augustus_masked-scf7180000044567-processed-gene-0.39&CDS=1-840
3205	OG0003205	YNR041C	genemark-scf7180000044567-processed-gene-0.33-mRNA-1_1&gene=genemark-scf7180000044567-processed-gene-0.33&CDS=1-1113
3206	OG0003206	YNR043W	augustus_masked-scf7180000044567-processed-gene-0.40-mRNA-1_1&gene=augustus_masked-scf7180000044567-processed-gene-0.40&CDS=1-1200
3207	OG0003207	YNR049C	snap_masked-scf7180000044549-processed-gene-0.19-mRNA-1_1&gene=snap_masked-scf7180000044549-processed-gene-0.19&CDS=1-735
3208	OG0003208	YNR050C	augustus_masked-scf7180000044549-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-scf7180000044549-processed-gene-0.6&CDS=1-1338
3209	OG0003209	YNR051C	snap_masked-scf7180000044549-processed-gene-0.21-mRNA-1_1&gene=snap_masked-scf7180000044549-processed-gene-0.21&CDS=1-1713
3210	OG0003210	YNR052C	augustus_masked-scf7180000044549-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-scf7180000044549-processed-gene-0.8&CDS=1-1518
3211	OG0003211	YNR053C	maker-scf7180000044549-augustus-gene-0.13-mRNA-1_1&gene=maker-scf7180000044549-augustus-gene-0.13&CDS=1-1548
3212	OG0003212	YOL001W	genemark-scf7180000044605-processed-gene-0.109-mRNA-1_1&gene=genemark-scf7180000044605-processed-gene-0.109&CDS=1-927
3213	OG0003213	YOL003C	genemark-scf7180000044605-processed-gene-0.118-mRNA-1_1&gene=genemark-scf7180000044605-processed-gene-0.118&CDS=1-1149
3214	OG0003214	YOL004W	augustus_masked-scf7180000044605-processed-gene-0.161-mRNA-1_1&gene=augustus_masked-scf7180000044605-processed-gene-0.161&CDS=1-4938
3215	OG0003215	YOL005C	augustus_masked-scf7180000044605-processed-gene-0.186-mRNA-1_1&gene=augustus_masked-scf7180000044605-processed-gene-0.186&CDS=1-366
3216	OG0003216	YOL006C	snap_masked-scf7180000044625-processed-gene-0.94-mRNA-1_1&gene=snap_masked-scf7180000044625-processed-gene-0.94&CDS=1-2217
3217	OG0003217	YOL007C	augustus_masked-scf7180000044605-processed-gene-0.183-mRNA-1_1&gene=augustus_masked-scf7180000044605-processed-gene-0.183&CDS=1-936
