	OrthologID	Saccharomyces_cerevisiae	yHMPu5000034988_Candida_fructus
2466	OG0002466	YML064C	genemark-flattened_line_0-processed-gene-3.104-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-3.104&CDS=1-663
2467	OG0002467	YML067C	augustus_masked-flattened_line_36-processed-gene-0.12-mRNA-1_1&gene=augustus_masked-flattened_line_36-processed-gene-0.12&CDS=1-1044
2468	OG0002468	YML069W	augustus_masked-flattened_line_40-processed-gene-0.57-mRNA-1_1&gene=augustus_masked-flattened_line_40-processed-gene-0.57&CDS=1-1617
2469	OG0002469	YML070W	augustus_masked-flattened_line_4-processed-gene-0.109-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-0.109&CDS=1-1752
2470	OG0002470	YML071C	augustus_masked-flattened_line_0-processed-gene-0.135-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-0.135&CDS=1-1266
2471	OG0002471	YML075C	augustus_masked-flattened_line_81-processed-gene-0.22-mRNA-1_1&gene=augustus_masked-flattened_line_81-processed-gene-0.22&CDS=1-3027
2472	OG0002472	YML076C	augustus_masked-flattened_line_81-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-flattened_line_81-processed-gene-0.0&CDS=1-3003
2473	OG0002473	YML077W	augustus_masked-flattened_line_63-processed-gene-0.127-mRNA-1_1&gene=augustus_masked-flattened_line_63-processed-gene-0.127&CDS=1-444
2474	OG0002474	YML078W	augustus_masked-flattened_line_40-processed-gene-0.10-mRNA-1_1&gene=augustus_masked-flattened_line_40-processed-gene-0.10&CDS=1-537
2475	OG0002475	YML080W	maker-flattened_line_48-augustus-gene-0.152-mRNA-1_1&gene=maker-flattened_line_48-augustus-gene-0.152&CDS=1-4365
2476	OG0002476	YML081C-A	snap_masked-flattened_line_63-processed-gene-0.28-mRNA-1_1&gene=snap_masked-flattened_line_63-processed-gene-0.28&CDS=1-186
2477	OG0002477	YML086C	augustus_masked-flattened_line_32-processed-gene-1.41-mRNA-1_1&gene=augustus_masked-flattened_line_32-processed-gene-1.41&CDS=1-1656
2478	OG0002478	YML093W	augustus_masked-flattened_line_32-processed-gene-1.25-mRNA-1_1&gene=augustus_masked-flattened_line_32-processed-gene-1.25&CDS=1-2574
2479	OG0002479	YML094W	augustus_masked-flattened_line_125-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-flattened_line_125-processed-gene-0.5&CDS=1-435
2480	OG0002480	YML095C	augustus_masked-flattened_line_125-processed-gene-0.15-mRNA-1_1&gene=augustus_masked-flattened_line_125-processed-gene-0.15&CDS=1-597
2481	OG0002481	YML096W	augustus_masked-flattened_line_71-processed-gene-0.120-mRNA-1_1&gene=augustus_masked-flattened_line_71-processed-gene-0.120&CDS=1-1986
2482	OG0002482	YML097C	snap_masked-flattened_line_16-processed-gene-0.121-mRNA-1_1&gene=snap_masked-flattened_line_16-processed-gene-0.121&CDS=1-2127
2483	OG0002483	YML099C	augustus_masked-flattened_line_4-processed-gene-0.123-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-0.123&CDS=1-2496
2484	OG0002484	YML102W	augustus_masked-flattened_line_22-processed-gene-0.84-mRNA-1_1&gene=augustus_masked-flattened_line_22-processed-gene-0.84&CDS=1-1911
2485	OG0002485	YML103C	augustus_masked-flattened_line_20-processed-gene-1.144-mRNA-1_1&gene=augustus_masked-flattened_line_20-processed-gene-1.144&CDS=1-4830
2486	OG0002486	YML104C	genemark-flattened_line_36-processed-gene-0.195-mRNA-1_1&gene=genemark-flattened_line_36-processed-gene-0.195&CDS=1-1410
2487	OG0002487	YML105C	augustus_masked-flattened_line_36-processed-gene-0.67-mRNA-1_1&gene=augustus_masked-flattened_line_36-processed-gene-0.67&CDS=1-789
2488	OG0002488	YML108W	augustus_masked-flattened_line_117-processed-gene-0.69-mRNA-1_1&gene=augustus_masked-flattened_line_117-processed-gene-0.69&CDS=1-360
2489	OG0002489	YML110C	augustus_masked-flattened_line_40-processed-gene-0.48-mRNA-1_1&gene=augustus_masked-flattened_line_40-processed-gene-0.48&CDS=1-876
2490	OG0002490	YML112W	augustus_masked-flattened_line_28-processed-gene-0.42-mRNA-1_1&gene=augustus_masked-flattened_line_28-processed-gene-0.42&CDS=1-891
2491	OG0002491	YML115C	augustus_masked-flattened_line_10-processed-gene-2.42-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-2.42&CDS=1-1389
2492	OG0002492	YML121W	augustus_masked-flattened_line_79-processed-gene-0.16-mRNA-1_1&gene=augustus_masked-flattened_line_79-processed-gene-0.16&CDS=1-990
2493	OG0002493	YML123C	augustus_masked-flattened_line_4-processed-gene-3.92-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-3.92&CDS=1-1656
2494	OG0002494	YML126C	augustus_masked-flattened_line_18-processed-gene-1.64-mRNA-1_1&gene=augustus_masked-flattened_line_18-processed-gene-1.64&CDS=1-1341
2495	OG0002495	YML127W	augustus_masked-flattened_line_125-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-flattened_line_125-processed-gene-0.4&CDS=1-2070
2496	OG0002496	YML130C	augustus_masked-flattened_line_4-processed-gene-0.108-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-0.108&CDS=1-1581
2497	OG0002497	YML131W	maker-flattened_line_73-snap-gene-0.49-mRNA-1_1&gene=maker-flattened_line_73-snap-gene-0.49&CDS=1-1725
2498	OG0002498	YMR001C	maker-flattened_line_101-snap-gene-0.4-mRNA-1_1&gene=maker-flattened_line_101-snap-gene-0.4&CDS=1-1968
2499	OG0002499	YMR002W	augustus_masked-flattened_line_101-processed-gene-0.91-mRNA-1_1&gene=augustus_masked-flattened_line_101-processed-gene-0.91&CDS=1-429
2500	OG0002500	YMR004W	augustus_masked-flattened_line_135-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-flattened_line_135-processed-gene-0.6&CDS=1-1944
2501	OG0002501	YMR005W	augustus_masked-flattened_line_34-processed-gene-0.37-mRNA-1_1&gene=augustus_masked-flattened_line_34-processed-gene-0.37&CDS=1-1653
2502	OG0002502	YMR009W	augustus_masked-flattened_line_0-processed-gene-5.15-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-5.15&CDS=1-534
2503	OG0002503	YMR010W	augustus_masked-flattened_line_129-processed-gene-0.75-mRNA-1_1&gene=augustus_masked-flattened_line_129-processed-gene-0.75&CDS=1-879
2504	OG0002504	YMR012W	augustus_masked-flattened_line_18-processed-gene-1.33-mRNA-1_1&gene=augustus_masked-flattened_line_18-processed-gene-1.33&CDS=1-3858
2505	OG0002505	YMR013C	augustus_masked-flattened_line_2-processed-gene-1.139-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-1.139&CDS=1-1752
2506	OG0002506	YMR014W	augustus_masked-flattened_line_89-processed-gene-0.117-mRNA-1_1&gene=augustus_masked-flattened_line_89-processed-gene-0.117&CDS=1-1236
2507	OG0002507	YMR015C	augustus_masked-flattened_line_6-processed-gene-2.162-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-2.162&CDS=1-1572
2508	OG0002508	YMR019W	augustus_masked-flattened_line_50-processed-gene-0.16-mRNA-1_1&gene=augustus_masked-flattened_line_50-processed-gene-0.16&CDS=1-2109
2509	OG0002509	YMR022W	augustus_masked-flattened_line_32-processed-gene-1.20-mRNA-1_1&gene=augustus_masked-flattened_line_32-processed-gene-1.20&CDS=1-498
2510	OG0002510	YMR023C	augustus_masked-flattened_line_6-processed-gene-0.85-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-0.85&CDS=1-1452
2511	OG0002511	YMR024W	snap_masked-flattened_line_10-processed-gene-1.54-mRNA-1_1&gene=snap_masked-flattened_line_10-processed-gene-1.54&CDS=1-1095
2512	OG0002512	YMR026C	augustus_masked-flattened_line_10-processed-gene-0.16-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-0.16&CDS=1-1338
2513	OG0002513	YMR027W	augustus_masked-flattened_line_26-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-flattened_line_26-processed-gene-0.8&CDS=1-1353
2514	OG0002514	YMR028W	augustus_masked-flattened_line_26-processed-gene-0.10-mRNA-1_1&gene=augustus_masked-flattened_line_26-processed-gene-0.10&CDS=1-1137
2515	OG0002515	YMR029C	augustus_masked-flattened_line_32-processed-gene-1.23-mRNA-1_1&gene=augustus_masked-flattened_line_32-processed-gene-1.23&CDS=1-1878
2516	OG0002516	YMR033W	augustus_masked-flattened_line_48-processed-gene-0.185-mRNA-1_1&gene=augustus_masked-flattened_line_48-processed-gene-0.185&CDS=1-1365
2517	OG0002517	YMR034C	augustus_masked-flattened_line_48-processed-gene-0.224-mRNA-1_1&gene=augustus_masked-flattened_line_48-processed-gene-0.224&CDS=1-1314
2518	OG0002518	YMR035W	augustus_masked-flattened_line_24-processed-gene-0.115-mRNA-1_1&gene=augustus_masked-flattened_line_24-processed-gene-0.115&CDS=1-507
2519	OG0002519	YMR036C	augustus_masked-flattened_line_48-processed-gene-0.183-mRNA-1_1&gene=augustus_masked-flattened_line_48-processed-gene-0.183&CDS=1-1662
2520	OG0002520	YMR038C	maker-flattened_line_87-snap-gene-0.122-mRNA-1_1&gene=maker-flattened_line_87-snap-gene-0.122&CDS=1-3366
2521	OG0002521	YMR039C	augustus_masked-flattened_line_48-processed-gene-0.191-mRNA-1_1&gene=augustus_masked-flattened_line_48-processed-gene-0.191&CDS=1-336
2522	OG0002522	YMR041C	augustus_masked-flattened_line_48-processed-gene-0.190-mRNA-1_1&gene=augustus_masked-flattened_line_48-processed-gene-0.190&CDS=1-1005
2523	OG0002523	YMR048W	augustus_masked-flattened_line_14-processed-gene-1.5-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-1.5&CDS=1-690
2524	OG0002524	YMR049C	augustus_masked-flattened_line_83-processed-gene-0.24-mRNA-1_1&gene=augustus_masked-flattened_line_83-processed-gene-0.24&CDS=1-2424
2525	OG0002525	YMR055C	augustus_masked-flattened_line_81-processed-gene-0.35-mRNA-1_1&gene=augustus_masked-flattened_line_81-processed-gene-0.35&CDS=1-747
2526	OG0002526	YMR058W	augustus_masked-flattened_line_24-processed-gene-1.50-mRNA-1_1&gene=augustus_masked-flattened_line_24-processed-gene-1.50&CDS=1-1872
2527	OG0002527	YMR059W	augustus_masked-flattened_line_8-processed-gene-2.40-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-2.40&CDS=1-330
2528	OG0002528	YMR060C	augustus_masked-flattened_line_115-processed-gene-0.83-mRNA-1_1&gene=augustus_masked-flattened_line_115-processed-gene-0.83&CDS=1-1032
2529	OG0002529	YMR061W	genemark-flattened_line_115-processed-gene-0.6-mRNA-1_1&gene=genemark-flattened_line_115-processed-gene-0.6&CDS=1-2202
2530	OG0002530	YMR062C	augustus_masked-flattened_line_22-processed-gene-0.91-mRNA-1_1&gene=augustus_masked-flattened_line_22-processed-gene-0.91&CDS=1-1287
2531	OG0002531	YMR063W	genemark-flattened_line_34-processed-gene-1.89-mRNA-1_1&gene=genemark-flattened_line_34-processed-gene-1.89&CDS=1-939
2532	OG0002532	YMR069W	augustus_masked-flattened_line_6-processed-gene-1.84-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-1.84&CDS=1-648
2533	OG0002533	YMR071C	snap_masked-flattened_line_71-processed-gene-0.70-mRNA-1_1&gene=snap_masked-flattened_line_71-processed-gene-0.70&CDS=1-516
2534	OG0002534	YMR075W	augustus_masked-flattened_line_22-processed-gene-0.90-mRNA-1_1&gene=augustus_masked-flattened_line_22-processed-gene-0.90&CDS=1-2091
2535	OG0002535	YMR076C	augustus_masked-flattened_line_34-processed-gene-1.0-mRNA-1_1&gene=augustus_masked-flattened_line_34-processed-gene-1.0&CDS=1-3837
2536	OG0002536	YMR077C	augustus_masked-flattened_line_149-processed-gene-0.33-mRNA-1_1&gene=augustus_masked-flattened_line_149-processed-gene-0.33&CDS=1-687
2537	OG0002537	YMR078C	augustus_masked-flattened_line_10-processed-gene-2.34-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-2.34&CDS=1-2334
2538	OG0002538	YMR079W	augustus_masked-flattened_line_10-processed-gene-2.35-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-2.35&CDS=1-894
2539	OG0002539	YMR080C	augustus_masked-flattened_line_10-processed-gene-2.17-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-2.17&CDS=1-2922
2540	OG0002540	YMR087W	augustus_masked-flattened_line_83-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-flattened_line_83-processed-gene-0.5&CDS=1-918
2541	OG0002541	YMR090W	augustus_masked-flattened_line_75-processed-gene-0.109-mRNA-1_1&gene=augustus_masked-flattened_line_75-processed-gene-0.109&CDS=1-672
2542	OG0002542	YMR091C	augustus_masked-flattened_line_63-processed-gene-0.141-mRNA-1_1&gene=augustus_masked-flattened_line_63-processed-gene-0.141&CDS=1-1311
2543	OG0002543	YMR092C	augustus_masked-flattened_line_105-processed-gene-0.107-mRNA-1_1&gene=augustus_masked-flattened_line_105-processed-gene-0.107&CDS=1-1833
2544	OG0002544	YMR093W	augustus_masked-flattened_line_42-processed-gene-0.216-mRNA-1_1&gene=augustus_masked-flattened_line_42-processed-gene-0.216&CDS=1-1494
2545	OG0002545	YMR097C	augustus_masked-flattened_line_105-processed-gene-0.84-mRNA-1_1&gene=augustus_masked-flattened_line_105-processed-gene-0.84&CDS=1-1101
2546	OG0002546	YMR098C	augustus_masked-flattened_line_105-processed-gene-0.103-mRNA-1_1&gene=augustus_masked-flattened_line_105-processed-gene-0.103&CDS=1-1803
2547	OG0002547	YMR099C	augustus_masked-flattened_line_0-processed-gene-5.47-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-5.47&CDS=1-912
2548	OG0002548	YMR100W	genemark-flattened_line_10-processed-gene-2.159-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-2.159&CDS=1-2124
2549	OG0002549	YMR101C	augustus_masked-flattened_line_16-processed-gene-0.25-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-0.25&CDS=1-936
2550	OG0002550	YMR106C	augustus_masked-flattened_line_105-processed-gene-0.105-mRNA-1_1&gene=augustus_masked-flattened_line_105-processed-gene-0.105&CDS=1-1950
2551	OG0002551	YMR108W	augustus_masked-flattened_line_93-processed-gene-0.31-mRNA-1_1&gene=augustus_masked-flattened_line_93-processed-gene-0.31&CDS=1-2010
2552	OG0002552	YMR110C	augustus_masked-flattened_line_26-processed-gene-0.19-mRNA-1_1&gene=augustus_masked-flattened_line_26-processed-gene-0.19&CDS=1-1704
2553	OG0002553	YMR112C	genemark-flattened_line_20-processed-gene-0.54-mRNA-1_1&gene=genemark-flattened_line_20-processed-gene-0.54&CDS=1-363
2554	OG0002554	YMR114C	maker-flattened_line_14-augustus-gene-1.112-mRNA-1_1&gene=maker-flattened_line_14-augustus-gene-1.112&CDS=1-1260
2555	OG0002555	YMR115W	augustus_masked-flattened_line_24-processed-gene-0.119-mRNA-1_1&gene=augustus_masked-flattened_line_24-processed-gene-0.119&CDS=1-1470
2556	OG0002556	YMR116C	maker-flattened_line_20-augustus-gene-0.36-mRNA-1_1&gene=maker-flattened_line_20-augustus-gene-0.36&CDS=1-951
2557	OG0002557	YMR117C	snap_masked-flattened_line_113-processed-gene-0.15-mRNA-1_1&gene=snap_masked-flattened_line_113-processed-gene-0.15&CDS=1-636
2558	OG0002558	YMR123W	augustus_masked-flattened_line_177-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-flattened_line_177-processed-gene-0.8&CDS=1-318
2559	OG0002559	YMR125W	augustus_masked-flattened_line_117-processed-gene-0.85-mRNA-1_1&gene=augustus_masked-flattened_line_117-processed-gene-0.85&CDS=1-2859
2560	OG0002560	YMR127C	augustus_masked-flattened_line_50-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-flattened_line_50-processed-gene-0.4&CDS=1-978
2561	OG0002561	YMR128W	augustus_masked-flattened_line_50-processed-gene-0.44-mRNA-1_1&gene=augustus_masked-flattened_line_50-processed-gene-0.44&CDS=1-7686
2562	OG0002562	YMR130W	augustus_masked-flattened_line_50-processed-gene-0.42-mRNA-1_1&gene=augustus_masked-flattened_line_50-processed-gene-0.42&CDS=1-942
2563	OG0002563	YMR131C	augustus_masked-flattened_line_95-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-flattened_line_95-processed-gene-0.7&CDS=1-1524
2564	OG0002564	YMR132C	augustus_masked-flattened_line_91-processed-gene-0.84-mRNA-1_1&gene=augustus_masked-flattened_line_91-processed-gene-0.84&CDS=1-690
2565	OG0002565	YMR134W	augustus_masked-flattened_line_6-processed-gene-0.93-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-0.93&CDS=1-669
2566	OG0002566	YMR138W	augustus_masked-flattened_line_12-processed-gene-0.128-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-0.128&CDS=1-441
2567	OG0002567	YMR139W	maker-flattened_line_52-snap-gene-0.152-mRNA-1_1&gene=maker-flattened_line_52-snap-gene-0.152&CDS=1-1398
2568	OG0002568	YMR140W	augustus_masked-flattened_line_57-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-flattened_line_57-processed-gene-0.8&CDS=1-795
2569	OG0002569	YMR145C	augustus_masked-flattened_line_6-processed-gene-2.188-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-2.188&CDS=1-1644
2570	OG0002570	YMR146C	augustus_masked-flattened_line_6-processed-gene-2.182-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-2.182&CDS=1-1056
2571	OG0002571	YMR149W	augustus_masked-flattened_line_40-processed-gene-0.69-mRNA-1_1&gene=augustus_masked-flattened_line_40-processed-gene-0.69&CDS=1-804
2572	OG0002572	YMR150C	augustus_masked-flattened_line_40-processed-gene-0.25-mRNA-1_1&gene=augustus_masked-flattened_line_40-processed-gene-0.25&CDS=1-567
2573	OG0002573	YMR153W	augustus_masked-flattened_line_54-processed-gene-0.200-mRNA-1_1&gene=augustus_masked-flattened_line_54-processed-gene-0.200&CDS=1-1182
2574	OG0002574	YMR155W	snap_masked-flattened_line_8-processed-gene-2.114-mRNA-1_1&gene=snap_masked-flattened_line_8-processed-gene-2.114&CDS=1-1410
2575	OG0002575	YMR156C	augustus_masked-flattened_line_40-processed-gene-0.11-mRNA-1_1&gene=augustus_masked-flattened_line_40-processed-gene-0.11&CDS=1-765
2576	OG0002576	YMR158W	augustus_masked-flattened_line_40-processed-gene-0.12-mRNA-1_1&gene=augustus_masked-flattened_line_40-processed-gene-0.12&CDS=1-468
2577	OG0002577	YMR161W	augustus_masked-flattened_line_42-processed-gene-0.242-mRNA-1_1&gene=augustus_masked-flattened_line_42-processed-gene-0.242&CDS=1-927
2578	OG0002578	YMR162C	augustus_masked-flattened_line_8-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-0.3&CDS=1-4959
2579	OG0002579	YMR165C	augustus_masked-flattened_line_12-processed-gene-0.92-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-0.92&CDS=1-2556
2580	OG0002580	YMR166C	augustus_masked-flattened_line_61-processed-gene-0.23-mRNA-1_1&gene=augustus_masked-flattened_line_61-processed-gene-0.23&CDS=1-1083
2581	OG0002581	YMR167W	augustus_masked-flattened_line_61-processed-gene-0.42-mRNA-1_1&gene=augustus_masked-flattened_line_61-processed-gene-0.42&CDS=1-2151
2582	OG0002582	YMR171C	augustus_masked-flattened_line_4-processed-gene-1.38-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-1.38&CDS=1-1716
2583	OG0002583	YMR176W	augustus_masked-flattened_line_125-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-flattened_line_125-processed-gene-0.1&CDS=1-5184
2584	OG0002584	YMR178W	augustus_masked-flattened_line_34-processed-gene-1.6-mRNA-1_1&gene=augustus_masked-flattened_line_34-processed-gene-1.6&CDS=1-873
2585	OG0002585	YMR179W	augustus_masked-flattened_line_2-processed-gene-3.151-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-3.151&CDS=1-2214
2586	OG0002586	YMR185W	augustus_masked-flattened_line_0-processed-gene-4.9-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-4.9&CDS=1-2961
2587	OG0002587	YMR186W	augustus_masked-flattened_line_0-processed-gene-4.21-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-4.21&CDS=1-2106
2588	OG0002588	YMR188C	snap_masked-flattened_line_0-processed-gene-0.91-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-0.91&CDS=1-732
2589	OG0002589	YMR189W	augustus_masked-flattened_line_69-processed-gene-0.54-mRNA-1_1&gene=augustus_masked-flattened_line_69-processed-gene-0.54&CDS=1-3135
2590	OG0002590	YMR190C	augustus_masked-flattened_line_10-processed-gene-2.55-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-2.55&CDS=1-3786
2591	OG0002591	YMR193W	augustus_masked-flattened_line_6-processed-gene-2.141-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-2.141&CDS=1-753
2592	OG0002592	YMR194C-B	augustus_masked-flattened_line_18-processed-gene-1.54-mRNA-1_1&gene=augustus_masked-flattened_line_18-processed-gene-1.54&CDS=1-255
2593	OG0002593	YMR196W	augustus_masked-flattened_line_63-processed-gene-0.101-mRNA-1_1&gene=augustus_masked-flattened_line_63-processed-gene-0.101&CDS=1-3159
2594	OG0002594	YMR197C	augustus_masked-flattened_line_63-processed-gene-0.102-mRNA-1_1&gene=augustus_masked-flattened_line_63-processed-gene-0.102&CDS=1-651
2595	OG0002595	YMR200W	augustus_masked-flattened_line_0-processed-gene-3.31-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-3.31&CDS=1-720
