	OrthologID	Candida_dubliniensis	Saccharomyces_cerevisiae
2862	OG0002862	genemark-NC_012866.1-processed-gene-2.7-mRNA-1_1&gene=genemark-NC_012866.1-processed-gene-2.7&CDS=1-1986	YDR452W
2863	OG0002863	genemark-NC_012866.1-processed-gene-2.9-mRNA-1_1&gene=genemark-NC_012866.1-processed-gene-2.9&CDS=1-936	YLR340W
2864	OG0002864	genemark-NC_012866.1-processed-gene-2.27-mRNA-1_1&gene=genemark-NC_012866.1-processed-gene-2.27&CDS=1-414	YPL013C
2865	OG0002865	genemark-NC_012866.1-processed-gene-2.28-mRNA-1_1&gene=genemark-NC_012866.1-processed-gene-2.28&CDS=1-3627	YPL012W
2866	OG0002866	genemark-NC_012866.1-processed-gene-2.29-mRNA-1_1&gene=genemark-NC_012866.1-processed-gene-2.29&CDS=1-1833	YIL001W
2867	OG0002867	genemark-NC_012866.1-processed-gene-2.14-mRNA-1_1&gene=genemark-NC_012866.1-processed-gene-2.14&CDS=1-1266	YOL009C
2868	OG0002868	genemark-NC_012866.1-processed-gene-2.32-mRNA-1_1&gene=genemark-NC_012866.1-processed-gene-2.32&CDS=1-2187	YKR024C
2869	OG0002869	genemark-NC_012866.1-processed-gene-2.33-mRNA-1_1&gene=genemark-NC_012866.1-processed-gene-2.33&CDS=1-834	YKR025W
2870	OG0002870	genemark-NC_012866.1-processed-gene-2.16-mRNA-1_1&gene=genemark-NC_012866.1-processed-gene-2.16&CDS=1-933	YKR026C
2871	OG0002871	genemark-NC_012866.1-processed-gene-2.34-mRNA-1_1&gene=genemark-NC_012866.1-processed-gene-2.34&CDS=1-1431	YNL011C
2872	OG0002872	genemark-NC_012866.1-processed-gene-2.17-mRNA-1_1&gene=genemark-NC_012866.1-processed-gene-2.17&CDS=1-951	YMR116C
2873	OG0002873	genemark-NC_012866.1-processed-gene-2.35-mRNA-1_1&gene=genemark-NC_012866.1-processed-gene-2.35&CDS=1-1818	YDL156W
2874	OG0002874	genemark-NC_012866.1-processed-gene-2.18-mRNA-1_1&gene=genemark-NC_012866.1-processed-gene-2.18&CDS=1-522	YMR112C
2875	OG0002875	augustus_masked-NC_012866.1-processed-gene-2.125-mRNA-1_1&gene=augustus_masked-NC_012866.1-processed-gene-2.125&CDS=1-699	YDR013W
2876	OG0002876	genemark-NC_012866.1-processed-gene-2.38-mRNA-1_1&gene=genemark-NC_012866.1-processed-gene-2.38&CDS=1-5241	YDR283C
2877	OG0002877	genemark-NC_012866.1-processed-gene-2.20-mRNA-1_1&gene=genemark-NC_012866.1-processed-gene-2.20&CDS=1-2013	YMR224C
2878	OG0002878	genemark-NC_012866.1-processed-gene-2.39-mRNA-1_1&gene=genemark-NC_012866.1-processed-gene-2.39&CDS=1-954	YNL315C
2879	OG0002879	genemark-NC_012866.1-processed-gene-2.40-mRNA-1_1&gene=genemark-NC_012866.1-processed-gene-2.40&CDS=1-573	YNL310C
2880	OG0002880	genemark-NC_012866.1-processed-gene-3.46-mRNA-1_1&gene=genemark-NC_012866.1-processed-gene-3.46&CDS=1-987	YDR162C
2881	OG0002881	genemark-NC_012866.1-processed-gene-3.44-mRNA-1_1&gene=genemark-NC_012866.1-processed-gene-3.44&CDS=1-789	YDR152W
2882	OG0002882	augustus_masked-NC_012866.1-processed-gene-3.84-mRNA-1_1&gene=augustus_masked-NC_012866.1-processed-gene-3.84&CDS=1-234	YAL046C
2883	OG0002883	genemark-NC_012866.1-processed-gene-3.68-mRNA-1_1&gene=genemark-NC_012866.1-processed-gene-3.68&CDS=1-2274	YOR361C
2884	OG0002884	maker-NC_012866.1-snap-gene-3.2-mRNA-1_1&gene=maker-NC_012866.1-snap-gene-3.2&CDS=1-789	YOR362C
2885	OG0002885	genemark-NC_012866.1-processed-gene-3.48-mRNA-1_1&gene=genemark-NC_012866.1-processed-gene-3.48&CDS=1-1329	YOL003C
2886	OG0002886	genemark-NC_012866.1-processed-gene-3.54-mRNA-1_1&gene=genemark-NC_012866.1-processed-gene-3.54&CDS=1-6603	YER155C
2887	OG0002887	genemark-NC_012866.1-processed-gene-3.55-mRNA-1_1&gene=genemark-NC_012866.1-processed-gene-3.55&CDS=1-3384	YLR383W
2888	OG0002888	genemark-NC_012866.1-processed-gene-3.56-mRNA-1_1&gene=genemark-NC_012866.1-processed-gene-3.56&CDS=1-1128	YER154W
2889	OG0002889	genemark-NC_012866.1-processed-gene-3.57-mRNA-1_1&gene=genemark-NC_012866.1-processed-gene-3.57&CDS=1-264	YJL062W-A
2890	OG0002890	augustus_masked-NC_012866.1-processed-gene-3.95-mRNA-1_1&gene=augustus_masked-NC_012866.1-processed-gene-3.95&CDS=1-3936	YNL071W
2891	OG0002891	snap_masked-NC_012866.1-processed-gene-3.24-mRNA-1_1&gene=snap_masked-NC_012866.1-processed-gene-3.24&CDS=1-363	YKL084W
2892	OG0002892	genemark-NC_012866.1-processed-gene-3.64-mRNA-1_1&gene=genemark-NC_012866.1-processed-gene-3.64&CDS=1-744	YPR037C
2893	OG0002893	maker-NC_012866.1-snap-gene-3.4-mRNA-1_1&gene=maker-NC_012866.1-snap-gene-3.4&CDS=1-993	YHL031C
2894	OG0002894	genemark-NC_012866.1-processed-gene-3.65-mRNA-1_1&gene=genemark-NC_012866.1-processed-gene-3.65&CDS=1-885	YOR228C
2895	OG0002895	genemark-NC_012866.1-processed-gene-3.79-mRNA-1_1&gene=genemark-NC_012866.1-processed-gene-3.79&CDS=1-894	YPL131W
2896	OG0002896	genemark-NC_012866.1-processed-gene-4.71-mRNA-1_1&gene=genemark-NC_012866.1-processed-gene-4.71&CDS=1-2838	YMR205C
2897	OG0002897	genemark-NC_012866.1-processed-gene-4.68-mRNA-1_1&gene=genemark-NC_012866.1-processed-gene-4.68&CDS=1-1494	YPL235W
2898	OG0002898	genemark-NC_012866.1-processed-gene-4.72-mRNA-1_1&gene=genemark-NC_012866.1-processed-gene-4.72&CDS=1-489	YPL234C
2899	OG0002899	genemark-NC_012866.1-processed-gene-4.69-mRNA-1_1&gene=genemark-NC_012866.1-processed-gene-4.69&CDS=1-684	YPL233W
2900	OG0002900	genemark-NC_012866.1-processed-gene-4.70-mRNA-1_1&gene=genemark-NC_012866.1-processed-gene-4.70&CDS=1-4899	YPL242C
2901	OG0002901	genemark-NC_012866.1-processed-gene-4.89-mRNA-1_1&gene=genemark-NC_012866.1-processed-gene-4.89&CDS=1-1881	YLR429W
2902	OG0002902	genemark-NC_012866.1-processed-gene-4.73-mRNA-1_1&gene=genemark-NC_012866.1-processed-gene-4.73&CDS=1-1605	YNL073W
2903	OG0002903	snap_masked-NC_012866.1-processed-gene-4.53-mRNA-1_1&gene=snap_masked-NC_012866.1-processed-gene-4.53&CDS=1-948	YIL134W
2904	OG0002904	snap_masked-NC_012866.1-processed-gene-4.54-mRNA-1_1&gene=snap_masked-NC_012866.1-processed-gene-4.54&CDS=1-195	YNL070W
2905	OG0002905	genemark-NC_012866.1-processed-gene-4.75-mRNA-1_1&gene=genemark-NC_012866.1-processed-gene-4.75&CDS=1-732	YDR054C
2906	OG0002906	genemark-NC_012866.1-processed-gene-4.93-mRNA-1_1&gene=genemark-NC_012866.1-processed-gene-4.93&CDS=1-3315	YJL108C
2907	OG0002907	genemark-NC_012866.1-processed-gene-4.76-mRNA-1_1&gene=genemark-NC_012866.1-processed-gene-4.76&CDS=1-852	YPL246C
2908	OG0002908	genemark-NC_012866.1-processed-gene-4.94-mRNA-1_1&gene=genemark-NC_012866.1-processed-gene-4.94&CDS=1-1170	YMR203W
2909	OG0002909	genemark-NC_012866.1-processed-gene-4.80-mRNA-1_1&gene=genemark-NC_012866.1-processed-gene-4.80&CDS=1-1179	YMR201C
2910	OG0002910	genemark-NC_012866.1-processed-gene-4.81-mRNA-1_1&gene=genemark-NC_012866.1-processed-gene-4.81&CDS=1-2133	YPL240C
2911	OG0002911	genemark-NC_012866.1-processed-gene-4.100-mRNA-1_1&gene=genemark-NC_012866.1-processed-gene-4.100&CDS=1-2013	YJL085W
2912	OG0002912	genemark-NC_012866.1-processed-gene-4.82-mRNA-1_1&gene=genemark-NC_012866.1-processed-gene-4.82&CDS=1-2493	YJL087C
2913	OG0002913	genemark-NC_012866.1-processed-gene-4.101-mRNA-1_1&gene=genemark-NC_012866.1-processed-gene-4.101&CDS=1-807	YGR057C
2914	OG0002914	genemark-NC_012866.1-processed-gene-4.86-mRNA-1_1&gene=genemark-NC_012866.1-processed-gene-4.86&CDS=1-2055	YMR075W
2915	OG0002915	snap_masked-NC_012866.1-processed-gene-4.64-mRNA-1_1&gene=snap_masked-NC_012866.1-processed-gene-4.64&CDS=1-447	YKL167C
2916	OG0002916	genemark-NC_012866.1-processed-gene-4.87-mRNA-1_1&gene=genemark-NC_012866.1-processed-gene-4.87&CDS=1-1026	YDL114W
2917	OG0002917	genemark-NC_012866.1-processed-gene-4.103-mRNA-1_1&gene=genemark-NC_012866.1-processed-gene-4.103&CDS=1-1317	YMR062C
2918	OG0002918	augustus_masked-NC_012866.1-processed-gene-5.87-mRNA-1_1&gene=augustus_masked-NC_012866.1-processed-gene-5.87&CDS=1-1584	YOR115C
2919	OG0002919	snap_masked-NC_012866.1-processed-gene-5.12-mRNA-1_1&gene=snap_masked-NC_012866.1-processed-gene-5.12&CDS=1-2091	YDR349C
2920	OG0002920	genemark-NC_012866.1-processed-gene-5.71-mRNA-1_1&gene=genemark-NC_012866.1-processed-gene-5.71&CDS=1-1236	YML038C
2921	OG0002921	genemark-NC_012866.1-processed-gene-5.54-mRNA-1_1&gene=genemark-NC_012866.1-processed-gene-5.54&CDS=1-2274	YDR164C
2922	OG0002922	genemark-NC_012866.1-processed-gene-5.55-mRNA-1_1&gene=genemark-NC_012866.1-processed-gene-5.55&CDS=1-4776	YDR135C
2923	OG0002923	genemark-NC_012866.1-processed-gene-5.72-mRNA-1_1&gene=genemark-NC_012866.1-processed-gene-5.72&CDS=1-1200	YDR165W
2924	OG0002924	genemark-NC_012866.1-processed-gene-5.73-mRNA-1_1&gene=genemark-NC_012866.1-processed-gene-5.73&CDS=1-2334	YLR114C
2925	OG0002925	genemark-NC_012866.1-processed-gene-5.74-mRNA-1_1&gene=genemark-NC_012866.1-processed-gene-5.74&CDS=1-486	YDR155C
2926	OG0002926	genemark-NC_012866.1-processed-gene-5.75-mRNA-1_1&gene=genemark-NC_012866.1-processed-gene-5.75&CDS=1-1179	YJR072C
2927	OG0002927	genemark-NC_012866.1-processed-gene-5.76-mRNA-1_1&gene=genemark-NC_012866.1-processed-gene-5.76&CDS=1-786	YKL207W
2928	OG0002928	genemark-NC_012866.1-processed-gene-5.60-mRNA-1_1&gene=genemark-NC_012866.1-processed-gene-5.60&CDS=1-516	YDR231C
2929	OG0002929	genemark-NC_012866.1-processed-gene-5.61-mRNA-1_1&gene=genemark-NC_012866.1-processed-gene-5.61&CDS=1-3285	YKL197C
2930	OG0002930	genemark-NC_012866.1-processed-gene-5.77-mRNA-1_1&gene=genemark-NC_012866.1-processed-gene-5.77&CDS=1-933	YDR284C
2931	OG0002931	genemark-NC_012866.1-processed-gene-5.62-mRNA-1_1&gene=genemark-NC_012866.1-processed-gene-5.62&CDS=1-444	YER112W
2932	OG0002932	snap_masked-NC_012866.1-processed-gene-5.35-mRNA-1_1&gene=snap_masked-NC_012866.1-processed-gene-5.35&CDS=1-1746	YBL086C
2933	OG0002933	genemark-NC_012866.1-processed-gene-5.79-mRNA-1_1&gene=genemark-NC_012866.1-processed-gene-5.79&CDS=1-696	YHR122W
2934	OG0002934	genemark-NC_012866.1-processed-gene-5.80-mRNA-1_1&gene=genemark-NC_012866.1-processed-gene-5.80&CDS=1-372	YNL135C
2935	OG0002935	genemark-NC_012866.1-processed-gene-5.67-mRNA-1_1&gene=genemark-NC_012866.1-processed-gene-5.67&CDS=1-1860	YHR117W
2936	OG0002936	genemark-NC_012866.1-processed-gene-5.68-mRNA-1_1&gene=genemark-NC_012866.1-processed-gene-5.68&CDS=1-1182	YNL128W
2937	OG0002937	genemark-NC_012866.1-processed-gene-5.69-mRNA-1_1&gene=genemark-NC_012866.1-processed-gene-5.69&CDS=1-2964	YNL127W
2938	OG0002938	genemark-NC_012866.1-processed-gene-5.70-mRNA-1_1&gene=genemark-NC_012866.1-processed-gene-5.70&CDS=1-450	YNL131W
2939	OG0002939	genemark-NC_012866.1-processed-gene-6.2-mRNA-1_1&gene=genemark-NC_012866.1-processed-gene-6.2&CDS=1-3081	YBR038W
2940	OG0002940	genemark-NC_012866.1-processed-gene-6.3-mRNA-1_1&gene=genemark-NC_012866.1-processed-gene-6.3&CDS=1-1473	YGL097W
2941	OG0002941	genemark-NC_012866.1-processed-gene-6.16-mRNA-1_1&gene=genemark-NC_012866.1-processed-gene-6.16&CDS=1-3120	YDL102W
2942	OG0002942	genemark-NC_012866.1-processed-gene-6.7-mRNA-1_1&gene=genemark-NC_012866.1-processed-gene-6.7&CDS=1-669	YBL064C
2943	OG0002943	genemark-NC_012866.1-processed-gene-6.9-mRNA-1_1&gene=genemark-NC_012866.1-processed-gene-6.9&CDS=1-1551	YMR015C
2944	OG0002944	genemark-NC_012866.1-processed-gene-6.11-mRNA-1_1&gene=genemark-NC_012866.1-processed-gene-6.11&CDS=1-2625	YDL095W
2945	OG0002945	augustus_masked-NC_012866.1-processed-gene-6.63-mRNA-1_1&gene=augustus_masked-NC_012866.1-processed-gene-6.63&CDS=1-3894	YIL030C
2946	OG0002946	genemark-NC_012866.1-processed-gene-6.21-mRNA-1_1&gene=genemark-NC_012866.1-processed-gene-6.21&CDS=1-1290	YOL022C
2947	OG0002947	augustus_masked-NC_012866.1-processed-gene-6.66-mRNA-1_1&gene=augustus_masked-NC_012866.1-processed-gene-6.66&CDS=1-2295	YOL023W
2948	OG0002948	genemark-NC_012866.1-processed-gene-6.23-mRNA-1_1&gene=genemark-NC_012866.1-processed-gene-6.23&CDS=1-1494	YDR052C
2949	OG0002949	genemark-NC_012866.1-processed-gene-6.24-mRNA-1_1&gene=genemark-NC_012866.1-processed-gene-6.24&CDS=1-1125	YNR029C
2950	OG0002950	genemark-NC_012866.1-processed-gene-6.14-mRNA-1_1&gene=genemark-NC_012866.1-processed-gene-6.14&CDS=1-1752	YNR030W
2951	OG0002951	augustus_masked-NC_012866.1-processed-gene-6.69-mRNA-1_1&gene=augustus_masked-NC_012866.1-processed-gene-6.69&CDS=1-3360	YLL003W
2952	OG0002952	genemark-NC_012866.1-processed-gene-7.0-mRNA-1_1&gene=genemark-NC_012866.1-processed-gene-7.0&CDS=1-3945	YJL095W
2953	OG0002953	genemark-NC_012866.1-processed-gene-7.3-mRNA-1_1&gene=genemark-NC_012866.1-processed-gene-7.3&CDS=1-468	YJL096W
2954	OG0002954	genemark-NC_012866.1-processed-gene-7.1-mRNA-1_1&gene=genemark-NC_012866.1-processed-gene-7.1&CDS=1-2541	YKR028W
2955	OG0002955	genemark-NC_012866.1-processed-gene-7.4-mRNA-1_1&gene=genemark-NC_012866.1-processed-gene-7.4&CDS=1-1032	YNL191W
2956	OG0002956	maker-NC_012866.1-snap-gene-7.37-mRNA-1_1&gene=maker-NC_012866.1-snap-gene-7.37&CDS=1-1209	YJL097W
2957	OG0002957	genemark-NC_012866.1-processed-gene-7.21-mRNA-1_1&gene=genemark-NC_012866.1-processed-gene-7.21&CDS=1-5070	YJL005W
2958	OG0002958	genemark-NC_012866.1-processed-gene-7.7-mRNA-1_1&gene=genemark-NC_012866.1-processed-gene-7.7&CDS=1-1842	YLL007C
2959	OG0002959	genemark-NC_012866.1-processed-gene-7.9-mRNA-1_1&gene=genemark-NC_012866.1-processed-gene-7.9&CDS=1-1200	YJL054W
2960	OG0002960	genemark-NC_012866.1-processed-gene-7.23-mRNA-1_1&gene=genemark-NC_012866.1-processed-gene-7.23&CDS=1-576	YOR236W
2961	OG0002961	snap_masked-NC_012866.1-processed-gene-7.65-mRNA-1_1&gene=snap_masked-NC_012866.1-processed-gene-7.65&CDS=1-534	YPL127C
2962	OG0002962	genemark-NC_012866.1-processed-gene-7.25-mRNA-1_1&gene=genemark-NC_012866.1-processed-gene-7.25&CDS=1-684	YGR017W
2963	OG0002963	genemark-NC_012866.1-processed-gene-7.15-mRNA-1_1&gene=genemark-NC_012866.1-processed-gene-7.15&CDS=1-2151	YCL039W
2964	OG0002964	genemark-NC_012866.1-processed-gene-7.27-mRNA-1_1&gene=genemark-NC_012866.1-processed-gene-7.27&CDS=1-1680	YCL043C
2965	OG0002965	genemark-NC_012866.1-processed-gene-7.29-mRNA-1_1&gene=genemark-NC_012866.1-processed-gene-7.29&CDS=1-1695	YLR149C
2966	OG0002966	genemark-NC_012866.1-processed-gene-7.32-mRNA-1_1&gene=genemark-NC_012866.1-processed-gene-7.32&CDS=1-3150	YNL236W
2967	OG0002967	genemark-NC_012866.1-processed-gene-7.33-mRNA-1_1&gene=genemark-NC_012866.1-processed-gene-7.33&CDS=1-1479	YBR263W
2968	OG0002968	genemark-NC_012866.1-processed-gene-7.35-mRNA-1_1&gene=genemark-NC_012866.1-processed-gene-7.35&CDS=1-927	YDL124W
2969	OG0002969	genemark-NC_012866.1-processed-gene-7.36-mRNA-1_1&gene=genemark-NC_012866.1-processed-gene-7.36&CDS=1-1095	YJL123C
2970	OG0002970	genemark-NC_012866.1-processed-gene-7.19-mRNA-1_1&gene=genemark-NC_012866.1-processed-gene-7.19&CDS=1-297	YBL059C-A
2971	OG0002971	maker-NC_012866.1-augustus-gene-8.109-mRNA-1_1&gene=maker-NC_012866.1-augustus-gene-8.109&CDS=1-3828	YJL050W
2972	OG0002972	genemark-NC_012866.1-processed-gene-8.62-mRNA-1_1&gene=genemark-NC_012866.1-processed-gene-8.62&CDS=1-1419	YBR272C
2973	OG0002973	snap_masked-NC_012866.1-processed-gene-8.12-mRNA-1_1&gene=snap_masked-NC_012866.1-processed-gene-8.12&CDS=1-3072	YBL060W
2974	OG0002974	genemark-NC_012866.1-processed-gene-8.47-mRNA-1_1&gene=genemark-NC_012866.1-processed-gene-8.47&CDS=1-2301	YDL234C
2975	OG0002975	snap_masked-NC_012866.1-processed-gene-8.14-mRNA-1_1&gene=snap_masked-NC_012866.1-processed-gene-8.14&CDS=1-1899	YGL037C
2976	OG0002976	genemark-NC_012866.1-processed-gene-8.64-mRNA-1_1&gene=genemark-NC_012866.1-processed-gene-8.64&CDS=1-801	YJR050W
2977	OG0002977	genemark-NC_012866.1-processed-gene-8.65-mRNA-1_1&gene=genemark-NC_012866.1-processed-gene-8.65&CDS=1-2250	YGR145W
2978	OG0002978	genemark-NC_012866.1-processed-gene-8.51-mRNA-1_1&gene=genemark-NC_012866.1-processed-gene-8.51&CDS=1-1392	YHR018C
2979	OG0002979	genemark-NC_012866.1-processed-gene-8.69-mRNA-1_1&gene=genemark-NC_012866.1-processed-gene-8.69&CDS=1-1656	YHR019C
2980	OG0002980	genemark-NC_012866.1-processed-gene-8.53-mRNA-1_1&gene=genemark-NC_012866.1-processed-gene-8.53&CDS=1-2064	YHR020W
2981	OG0002981	genemark-NC_012866.1-processed-gene-8.70-mRNA-1_1&gene=genemark-NC_012866.1-processed-gene-8.70&CDS=1-945	YFR025C
2982	OG0002982	maker-NC_012866.1-snap-gene-8.0-mRNA-1_1&gene=maker-NC_012866.1-snap-gene-8.0&CDS=1-1464	YCR024C
2983	OG0002983	maker-NC_012866.1-snap-gene-8.1-mRNA-1_1&gene=maker-NC_012866.1-snap-gene-8.1&CDS=1-261	YEL020W-A
2984	OG0002984	genemark-NC_012866.1-processed-gene-8.57-mRNA-1_1&gene=genemark-NC_012866.1-processed-gene-8.57&CDS=1-3189	YOL098C
2985	OG0002985	genemark-NC_012866.1-processed-gene-8.58-mRNA-1_1&gene=genemark-NC_012866.1-processed-gene-8.58&CDS=1-1863	YHR032W
2986	OG0002986	genemark-NC_012866.1-processed-gene-8.72-mRNA-1_1&gene=genemark-NC_012866.1-processed-gene-8.72&CDS=1-1461	YBR247C
2987	OG0002987	genemark-NC_012866.1-processed-gene-8.73-mRNA-1_1&gene=genemark-NC_012866.1-processed-gene-8.73&CDS=1-3315	YPL268W
2988	OG0002988	genemark-NC_012866.1-processed-gene-8.74-mRNA-1_1&gene=genemark-NC_012866.1-processed-gene-8.74&CDS=1-1866	YBR248C
2989	OG0002989	genemark-NC_012866.1-processed-gene-9.4-mRNA-1_1&gene=genemark-NC_012866.1-processed-gene-9.4&CDS=1-807	YNL107W
2990	OG0002990	genemark-NC_012866.1-processed-gene-9.5-mRNA-1_1&gene=genemark-NC_012866.1-processed-gene-9.5&CDS=1-1278	YJR149W
2991	OG0002991	genemark-NC_012866.1-processed-gene-9.1-mRNA-1_1&gene=genemark-NC_012866.1-processed-gene-9.1&CDS=1-1188	YNL005C
2992	OG0002992	genemark-NC_012866.1-processed-gene-9.2-mRNA-1_1&gene=genemark-NC_012866.1-processed-gene-9.2&CDS=1-588	YCL001W
2993	OG0002993	genemark-NC_012866.1-processed-gene-9.3-mRNA-1_1&gene=genemark-NC_012866.1-processed-gene-9.3&CDS=1-3189	YNL243W
2994	OG0002994	genemark-NC_012866.1-processed-gene-9.33-mRNA-1_1&gene=genemark-NC_012866.1-processed-gene-9.33&CDS=1-507	YBR137W
2995	OG0002995	genemark-NC_012866.1-processed-gene-9.6-mRNA-1_1&gene=genemark-NC_012866.1-processed-gene-9.6&CDS=1-657	YDR071C
2996	OG0002996	augustus_masked-NC_012866.1-processed-gene-9.160-mRNA-1_1&gene=augustus_masked-NC_012866.1-processed-gene-9.160&CDS=1-1155	YFR005C
2997	OG0002997	genemark-NC_012866.1-processed-gene-9.7-mRNA-1_1&gene=genemark-NC_012866.1-processed-gene-9.7&CDS=1-966	YNL288W
2998	OG0002998	genemark-NC_012866.1-processed-gene-9.8-mRNA-1_1&gene=genemark-NC_012866.1-processed-gene-9.8&CDS=1-2136	YLR002C
2999	OG0002999	genemark-NC_012866.1-processed-gene-9.9-mRNA-1_1&gene=genemark-NC_012866.1-processed-gene-9.9&CDS=1-1476	YEL060C
3000	OG0003000	genemark-NC_012866.1-processed-gene-9.10-mRNA-1_1&gene=genemark-NC_012866.1-processed-gene-9.10&CDS=1-528	YGL058W
3001	OG0003001	genemark-NC_012866.1-processed-gene-9.36-mRNA-1_1&gene=genemark-NC_012866.1-processed-gene-9.36&CDS=1-2061	YKL124W
3002	OG0003002	genemark-NC_012866.1-processed-gene-9.11-mRNA-1_1&gene=genemark-NC_012866.1-processed-gene-9.11&CDS=1-1038	YML060W
3003	OG0003003	genemark-NC_012866.1-processed-gene-9.39-mRNA-1_1&gene=genemark-NC_012866.1-processed-gene-9.39&CDS=1-1461	YDL155W
3004	OG0003004	genemark-NC_012866.1-processed-gene-9.40-mRNA-1_1&gene=genemark-NC_012866.1-processed-gene-9.40&CDS=1-1317	YEL056W
3005	OG0003005	genemark-NC_012866.1-processed-gene-9.12-mRNA-1_1&gene=genemark-NC_012866.1-processed-gene-9.12&CDS=1-528	YGL231C
3006	OG0003006	genemark-NC_012866.1-processed-gene-9.42-mRNA-1_1&gene=genemark-NC_012866.1-processed-gene-9.42&CDS=1-804	YGL232W
3007	OG0003007	maker-NC_012866.1-augustus-gene-9.125-mRNA-1_1&gene=maker-NC_012866.1-augustus-gene-9.125&CDS=1-5046	YPL125W
3008	OG0003008	genemark-NC_012866.1-processed-gene-9.15-mRNA-1_1&gene=genemark-NC_012866.1-processed-gene-9.15&CDS=1-999	YMR161W
3009	OG0003009	genemark-NC_012866.1-processed-gene-9.17-mRNA-1_1&gene=genemark-NC_012866.1-processed-gene-9.17&CDS=1-1086	YPL236C
3010	OG0003010	genemark-NC_012866.1-processed-gene-9.50-mRNA-1_1&gene=genemark-NC_012866.1-processed-gene-9.50&CDS=1-852	YPL237W
3011	OG0003011	genemark-NC_012866.1-processed-gene-9.51-mRNA-1_1&gene=genemark-NC_012866.1-processed-gene-9.51&CDS=1-645	YPL239W
3012	OG0003012	genemark-NC_012866.1-processed-gene-9.19-mRNA-1_1&gene=genemark-NC_012866.1-processed-gene-9.19&CDS=1-2901	YMR185W
3013	OG0003013	augustus_masked-NC_012866.1-processed-gene-9.174-mRNA-1_1&gene=augustus_masked-NC_012866.1-processed-gene-9.174&CDS=1-4755	YJL069C
3014	OG0003014	genemark-NC_012866.1-processed-gene-9.56-mRNA-1_1&gene=genemark-NC_012866.1-processed-gene-9.56&CDS=1-1767	YMR258C
3015	OG0003015	maker-NC_012866.1-augustus-gene-9.126-mRNA-1_1&gene=maker-NC_012866.1-augustus-gene-9.126&CDS=1-1584	YOR075W
3016	OG0003016	genemark-NC_012866.1-processed-gene-9.26-mRNA-1_1&gene=genemark-NC_012866.1-processed-gene-9.26&CDS=1-468	YGR129W
3017	OG0003017	snap_masked-NC_012866.1-processed-gene-9.91-mRNA-1_1&gene=snap_masked-NC_012866.1-processed-gene-9.91&CDS=1-4209	YGR116W
3018	OG0003018	genemark-NC_012866.1-processed-gene-9.59-mRNA-1_1&gene=genemark-NC_012866.1-processed-gene-9.59&CDS=1-1236	YHL021C
3019	OG0003019	genemark-NC_012866.1-processed-gene-9.60-mRNA-1_1&gene=genemark-NC_012866.1-processed-gene-9.60&CDS=1-1776	YLL008W
3020	OG0003020	genemark-NC_012867.1-processed-gene-0.57-mRNA-1_1&gene=genemark-NC_012867.1-processed-gene-0.57&CDS=1-1764	YHR031C
3021	OG0003021	genemark-NC_012867.1-processed-gene-0.58-mRNA-1_1&gene=genemark-NC_012867.1-processed-gene-0.58&CDS=1-684	YMR090W
3022	OG0003022	genemark-NC_012867.1-processed-gene-0.59-mRNA-1_1&gene=genemark-NC_012867.1-processed-gene-0.59&CDS=1-2265	YFL024C
3023	OG0003023	genemark-NC_012867.1-processed-gene-0.60-mRNA-1_1&gene=genemark-NC_012867.1-processed-gene-0.60&CDS=1-1527	YHR030C
3024	OG0003024	snap_masked-NC_012867.1-processed-gene-0.33-mRNA-1_1&gene=snap_masked-NC_012867.1-processed-gene-0.33&CDS=1-1359	YLR286C
3025	OG0003025	genemark-NC_012867.1-processed-gene-0.46-mRNA-1_1&gene=genemark-NC_012867.1-processed-gene-0.46&CDS=1-1659	YKR097W
3026	OG0003026	genemark-NC_012867.1-processed-gene-0.52-mRNA-1_1&gene=genemark-NC_012867.1-processed-gene-0.52&CDS=1-972	YGR161C
3027	OG0003027	genemark-NC_012867.1-processed-gene-0.68-mRNA-1_1&gene=genemark-NC_012867.1-processed-gene-0.68&CDS=1-1383	YKR048C
3028	OG0003028	genemark-NC_012867.1-processed-gene-1.37-mRNA-1_1&gene=genemark-NC_012867.1-processed-gene-1.37&CDS=1-2295	YPL147W
3029	OG0003029	genemark-NC_012867.1-processed-gene-1.57-mRNA-1_1&gene=genemark-NC_012867.1-processed-gene-1.57&CDS=1-2328	YGL009C
3030	OG0003030	genemark-NC_012867.1-processed-gene-1.38-mRNA-1_1&gene=genemark-NC_012867.1-processed-gene-1.38&CDS=1-2571	YGR003W
3031	OG0003031	genemark-NC_012867.1-processed-gene-1.58-mRNA-1_1&gene=genemark-NC_012867.1-processed-gene-1.58&CDS=1-1932	YGR002C
3032	OG0003032	genemark-NC_012867.1-processed-gene-1.41-mRNA-1_1&gene=genemark-NC_012867.1-processed-gene-1.41&CDS=1-1089	YLL002W
3033	OG0003033	genemark-NC_012867.1-processed-gene-1.42-mRNA-1_1&gene=genemark-NC_012867.1-processed-gene-1.42&CDS=1-1587	YOL137W
3034	OG0003034	genemark-NC_012867.1-processed-gene-1.59-mRNA-1_1&gene=genemark-NC_012867.1-processed-gene-1.59&CDS=1-4632	YDL240W
