	OrthologID	Saccharomyces_cerevisiae	Tetrapisispora_blattae
3591	OG0003591	YOR078W	augustus_masked-NC_020185-processed-gene-22.66-mRNA-1_1&gene=augustus_masked-NC_020185-processed-gene-22.66&CDS=1-690
3592	OG0003592	YOR079C	genemark-NC_020185-processed-gene-22.12-mRNA-1_1&gene=genemark-NC_020185-processed-gene-22.12&CDS=1-1002
3593	OG0003593	YOR080W	augustus_masked-NC_020185-processed-gene-22.65-mRNA-1_1&gene=augustus_masked-NC_020185-processed-gene-22.65&CDS=1-2178
3594	OG0003594	YOR084W	snap_masked-NC_020193-processed-gene-3.91-mRNA-1_1&gene=snap_masked-NC_020193-processed-gene-3.91&CDS=1-1218
3595	OG0003595	YOR085W	augustus_masked-NC_020189-processed-gene-9.52-mRNA-1_1&gene=augustus_masked-NC_020189-processed-gene-9.52&CDS=1-1044
3596	OG0003596	YOR086C	genemark-NC_020189-processed-gene-9.72-mRNA-1_1&gene=genemark-NC_020189-processed-gene-9.72&CDS=1-3654
3597	OG0003597	YOR087W	genemark-NC_020186-processed-gene-3.26-mRNA-1_1&gene=genemark-NC_020186-processed-gene-3.26&CDS=1-2157
3598	OG0003598	YOR090C	genemark-NC_020186-processed-gene-4.120-mRNA-1_1&gene=genemark-NC_020186-processed-gene-4.120&CDS=1-1800
3599	OG0003599	YOR091W	genemark-NC_020186-processed-gene-3.25-mRNA-1_1&gene=genemark-NC_020186-processed-gene-3.25&CDS=1-1074
3600	OG0003600	YOR093C	genemark-NC_020186-processed-gene-3.7-mRNA-1_1&gene=genemark-NC_020186-processed-gene-3.7&CDS=1-4914
3601	OG0003601	YOR094W	genemark-NC_020186-processed-gene-3.23-mRNA-1_1&gene=genemark-NC_020186-processed-gene-3.23&CDS=1-543
3602	OG0003602	YOR096W	snap_masked-NC_020186-processed-gene-3.82-mRNA-1_1&gene=snap_masked-NC_020186-processed-gene-3.82&CDS=1-570
3603	OG0003603	YOR100C	genemark-NC_020186-processed-gene-3.4-mRNA-1_1&gene=genemark-NC_020186-processed-gene-3.4&CDS=1-975
3604	OG0003604	YOR103C	genemark-NC_020186-processed-gene-3.3-mRNA-1_1&gene=genemark-NC_020186-processed-gene-3.3&CDS=1-438
3605	OG0003605	YOR106W	snap_masked-NC_020187-processed-gene-13.38-mRNA-1_1&gene=snap_masked-NC_020187-processed-gene-13.38&CDS=1-909
3606	OG0003606	YOR109W	genemark-NC_020187-processed-gene-13.118-mRNA-1_1&gene=genemark-NC_020187-processed-gene-13.118&CDS=1-3669
3607	OG0003607	YOR110W	genemark-NC_020186-processed-gene-2.93-mRNA-1_1&gene=genemark-NC_020186-processed-gene-2.93&CDS=1-1326
3608	OG0003608	YOR111W	augustus_masked-NC_020186-processed-gene-2.120-mRNA-1_1&gene=augustus_masked-NC_020186-processed-gene-2.120&CDS=1-774
3609	OG0003609	YOR112W	genemark-NC_020187-processed-gene-13.116-mRNA-1_1&gene=genemark-NC_020187-processed-gene-13.116&CDS=1-2298
3610	OG0003610	YOR113W	augustus_masked-NC_020186-processed-gene-2.141-mRNA-1_1&gene=augustus_masked-NC_020186-processed-gene-2.141&CDS=1-1677
3611	OG0003611	YOR115C	genemark-NC_020187-processed-gene-13.95-mRNA-1_1&gene=genemark-NC_020187-processed-gene-13.95&CDS=1-906
3612	OG0003612	YOR116C	genemark-NC_020185-processed-gene-9.63-mRNA-1_1&gene=genemark-NC_020185-processed-gene-9.63&CDS=1-4374
3613	OG0003613	YOR117W	genemark-NC_020185-processed-gene-9.52-mRNA-1_1&gene=genemark-NC_020185-processed-gene-9.52&CDS=1-1302
3614	OG0003614	YOR118W	genemark-NC_020185-processed-gene-16.106-mRNA-1_1&gene=genemark-NC_020185-processed-gene-16.106&CDS=1-1476
3615	OG0003615	YOR119C	genemark-NC_020185-processed-gene-9.65-mRNA-1_1&gene=genemark-NC_020185-processed-gene-9.65&CDS=1-1512
3616	OG0003616	YOR122C	snap_masked-NC_020185-processed-gene-16.4-mRNA-1_1&gene=snap_masked-NC_020185-processed-gene-16.4&CDS=1-378
3617	OG0003617	YOR123C	augustus_masked-NC_020185-processed-gene-16.48-mRNA-1_1&gene=augustus_masked-NC_020185-processed-gene-16.48&CDS=1-1422
3618	OG0003618	YOR124C	genemark-NC_020185-processed-gene-16.84-mRNA-1_1&gene=genemark-NC_020185-processed-gene-16.84&CDS=1-4029
3619	OG0003619	YOR125C	genemark-NC_020185-processed-gene-6.53-mRNA-1_1&gene=genemark-NC_020185-processed-gene-6.53&CDS=1-744
3620	OG0003620	YOR126C	genemark-NC_020185-processed-gene-6.50-mRNA-1_1&gene=genemark-NC_020185-processed-gene-6.50&CDS=1-708
3621	OG0003621	YOR127W	genemark-NC_020185-processed-gene-6.69-mRNA-1_1&gene=genemark-NC_020185-processed-gene-6.69&CDS=1-2748
3622	OG0003622	YOR128C	genemark-NC_020185-processed-gene-6.49-mRNA-1_1&gene=genemark-NC_020185-processed-gene-6.49&CDS=1-1698
3623	OG0003623	YOR129C	snap_masked-NC_020185-processed-gene-6.92-mRNA-1_1&gene=snap_masked-NC_020185-processed-gene-6.92&CDS=1-2814
3624	OG0003624	YOR130C	genemark-NC_020185-processed-gene-6.46-mRNA-1_1&gene=genemark-NC_020185-processed-gene-6.46&CDS=1-999
3625	OG0003625	YOR132W	genemark-NC_020185-processed-gene-6.65-mRNA-1_1&gene=genemark-NC_020185-processed-gene-6.65&CDS=1-1803
3626	OG0003626	YOR136W	genemark-NC_020186-processed-gene-5.26-mRNA-1_1&gene=genemark-NC_020186-processed-gene-5.26&CDS=1-1119
3627	OG0003627	YOR137C	augustus_masked-NC_020185-processed-gene-6.6-mRNA-1_1&gene=augustus_masked-NC_020185-processed-gene-6.6&CDS=1-3786
3628	OG0003628	YOR138C	snap_masked-NC_020186-processed-gene-5.99-mRNA-1_1&gene=snap_masked-NC_020186-processed-gene-5.99&CDS=1-2370
3629	OG0003629	YOR141C	snap_masked-NC_020185-processed-gene-6.86-mRNA-1_1&gene=snap_masked-NC_020185-processed-gene-6.86&CDS=1-2562
3630	OG0003630	YOR142W	genemark-NC_020186-processed-gene-5.25-mRNA-1_1&gene=genemark-NC_020186-processed-gene-5.25&CDS=1-1008
3631	OG0003631	YOR143C	genemark-NC_020188-processed-gene-4.44-mRNA-1_1&gene=genemark-NC_020188-processed-gene-4.44&CDS=1-987
3632	OG0003632	YOR144C	augustus_masked-NC_020188-processed-gene-4.11-mRNA-1_1&gene=augustus_masked-NC_020188-processed-gene-4.11&CDS=1-2460
3633	OG0003633	YOR145C	genemark-NC_020188-processed-gene-4.42-mRNA-1_1&gene=genemark-NC_020188-processed-gene-4.42&CDS=1-813
3634	OG0003634	YOR147W	genemark-NC_020185-processed-gene-6.60-mRNA-1_1&gene=genemark-NC_020185-processed-gene-6.60&CDS=1-2055
3635	OG0003635	YOR148C	genemark-NC_020188-processed-gene-4.41-mRNA-1_1&gene=genemark-NC_020188-processed-gene-4.41&CDS=1-690
3636	OG0003636	YOR150W	genemark-NC_020188-processed-gene-4.57-mRNA-1_1&gene=genemark-NC_020188-processed-gene-4.57&CDS=1-459
3637	OG0003637	YOR151C	genemark-NC_020185-processed-gene-6.38-mRNA-1_1&gene=genemark-NC_020185-processed-gene-6.38&CDS=1-3708
3638	OG0003638	YOR154W	genemark-NC_020185-processed-gene-13.68-mRNA-1_1&gene=genemark-NC_020185-processed-gene-13.68&CDS=1-2355
3639	OG0003639	YOR155C	genemark-NC_020188-processed-gene-4.55-mRNA-1_1&gene=genemark-NC_020188-processed-gene-4.55&CDS=1-1347
3640	OG0003640	YOR156C	genemark-NC_020185-processed-gene-16.102-mRNA-1_1&gene=genemark-NC_020185-processed-gene-16.102&CDS=1-2850
3641	OG0003641	YOR157C	genemark-NC_020188-processed-gene-4.54-mRNA-1_1&gene=genemark-NC_020188-processed-gene-4.54&CDS=1-777
3642	OG0003642	YOR158W	augustus_masked-NC_020185-processed-gene-16.63-mRNA-1_1&gene=augustus_masked-NC_020185-processed-gene-16.63&CDS=1-843
3643	OG0003643	YOR159C	snap_masked-NC_020185-processed-gene-16.39-mRNA-1_1&gene=snap_masked-NC_020185-processed-gene-16.39&CDS=1-273
3644	OG0003644	YOR160W	genemark-NC_020185-processed-gene-16.117-mRNA-1_1&gene=genemark-NC_020185-processed-gene-16.117&CDS=1-3657
3645	OG0003645	YOR163W	genemark-NC_020189-processed-gene-8.58-mRNA-1_1&gene=genemark-NC_020189-processed-gene-8.58&CDS=1-543
3646	OG0003646	YOR164C	genemark-NC_020189-processed-gene-8.39-mRNA-1_1&gene=genemark-NC_020189-processed-gene-8.39&CDS=1-927
3647	OG0003647	YOR165W	genemark-NC_020189-processed-gene-8.57-mRNA-1_1&gene=genemark-NC_020189-processed-gene-8.57&CDS=1-2721
3648	OG0003648	YOR166C	genemark-NC_020191-processed-gene-1.63-mRNA-1_1&gene=genemark-NC_020191-processed-gene-1.63&CDS=1-1593
3649	OG0003649	YOR168W	genemark-NC_020191-processed-gene-1.65-mRNA-1_1&gene=genemark-NC_020191-processed-gene-1.65&CDS=1-2547
3650	OG0003650	YOR174W	genemark-NC_020191-processed-gene-1.71-mRNA-1_1&gene=genemark-NC_020191-processed-gene-1.71&CDS=1-954
3651	OG0003651	YOR175C	genemark-NC_020185-processed-gene-23.77-mRNA-1_1&gene=genemark-NC_020185-processed-gene-23.77&CDS=1-1902
3652	OG0003652	YOR176W	genemark-NC_020185-processed-gene-23.61-mRNA-1_1&gene=genemark-NC_020185-processed-gene-23.61&CDS=1-1230
3653	OG0003653	YOR178C	snap_masked-NC_020185-processed-gene-23.35-mRNA-1_1&gene=snap_masked-NC_020185-processed-gene-23.35&CDS=1-1398
3654	OG0003654	YOR181W	maker-NC_020189-snap-gene-2.81-mRNA-1_1&gene=maker-NC_020189-snap-gene-2.81&CDS=1-1941
3655	OG0003655	YOR184W	genemark-NC_020185-processed-gene-24.10-mRNA-1_1&gene=genemark-NC_020185-processed-gene-24.10&CDS=1-1194
3656	OG0003656	YOR187W	snap_masked-NC_020185-processed-gene-24.80-mRNA-1_1&gene=snap_masked-NC_020185-processed-gene-24.80&CDS=1-1317
3657	OG0003657	YOR188W	snap_masked-NC_020189-processed-gene-2.24-mRNA-1_1&gene=snap_masked-NC_020189-processed-gene-2.24&CDS=1-4272
3658	OG0003658	YOR189W	genemark-NC_020185-processed-gene-24.15-mRNA-1_1&gene=genemark-NC_020185-processed-gene-24.15&CDS=1-444
3659	OG0003659	YOR191W	augustus_masked-NC_020185-processed-gene-24.53-mRNA-1_1&gene=augustus_masked-NC_020185-processed-gene-24.53&CDS=1-3291
3660	OG0003660	YOR194C	maker-NC_020189-snap-gene-10.111-mRNA-1_1&gene=maker-NC_020189-snap-gene-10.111&CDS=1-666
3661	OG0003661	YOR195W	augustus_masked-NC_020189-processed-gene-10.88-mRNA-1_1&gene=augustus_masked-NC_020189-processed-gene-10.88&CDS=1-2616
3662	OG0003662	YOR196C	genemark-NC_020186-processed-gene-9.22-mRNA-1_1&gene=genemark-NC_020186-processed-gene-9.22&CDS=1-1227
3663	OG0003663	YOR197W	genemark-NC_020186-processed-gene-9.37-mRNA-1_1&gene=genemark-NC_020186-processed-gene-9.37&CDS=1-1575
3664	OG0003664	YOR198C	genemark-NC_020189-processed-gene-10.70-mRNA-1_1&gene=genemark-NC_020189-processed-gene-10.70&CDS=1-1443
3665	OG0003665	YOR201C	genemark-NC_020186-processed-gene-9.20-mRNA-1_1&gene=genemark-NC_020186-processed-gene-9.20&CDS=1-1230
3666	OG0003666	YOR204W	genemark-NC_020186-processed-gene-9.35-mRNA-1_1&gene=genemark-NC_020186-processed-gene-9.35&CDS=1-1893
3667	OG0003667	YOR205C	genemark-NC_020186-processed-gene-9.18-mRNA-1_1&gene=genemark-NC_020186-processed-gene-9.18&CDS=1-1656
3668	OG0003668	YOR206W	genemark-NC_020186-processed-gene-9.34-mRNA-1_1&gene=genemark-NC_020186-processed-gene-9.34&CDS=1-2037
3669	OG0003669	YOR207C	genemark-NC_020186-processed-gene-9.15-mRNA-1_1&gene=genemark-NC_020186-processed-gene-9.15&CDS=1-3444
3670	OG0003670	YOR208W	genemark-NC_020186-processed-gene-9.33-mRNA-1_1&gene=genemark-NC_020186-processed-gene-9.33&CDS=1-3363
3671	OG0003671	YOR209C	genemark-NC_020186-processed-gene-9.14-mRNA-1_1&gene=genemark-NC_020186-processed-gene-9.14&CDS=1-1290
3672	OG0003672	YOR210W	snap_masked-NC_020186-processed-gene-9.110-mRNA-1_1&gene=snap_masked-NC_020186-processed-gene-9.110&CDS=1-210
3673	OG0003673	YOR211C	genemark-NC_020186-processed-gene-9.12-mRNA-1_1&gene=genemark-NC_020186-processed-gene-9.12&CDS=1-2796
3674	OG0003674	YOR212W	genemark-NC_020186-processed-gene-9.30-mRNA-1_1&gene=genemark-NC_020186-processed-gene-9.30&CDS=1-1251
3675	OG0003675	YOR213C	augustus_masked-NC_020194-processed-gene-0.16-mRNA-1_1&gene=augustus_masked-NC_020194-processed-gene-0.16&CDS=1-723
3676	OG0003676	YOR215C	genemark-NC_020194-processed-gene-0.52-mRNA-1_1&gene=genemark-NC_020194-processed-gene-0.52&CDS=1-570
3677	OG0003677	YOR216C	genemark-NC_020194-processed-gene-0.50-mRNA-1_1&gene=genemark-NC_020194-processed-gene-0.50&CDS=1-1425
3678	OG0003678	YOR217W	genemark-NC_020194-processed-gene-0.69-mRNA-1_1&gene=genemark-NC_020194-processed-gene-0.69&CDS=1-2712
3679	OG0003679	YOR219C	genemark-NC_020186-processed-gene-9.10-mRNA-1_1&gene=genemark-NC_020186-processed-gene-9.10&CDS=1-2760
3680	OG0003680	YOR220W	genemark-NC_020194-processed-gene-0.68-mRNA-1_1&gene=genemark-NC_020194-processed-gene-0.68&CDS=1-720
3681	OG0003681	YOR221C	augustus_masked-NC_020186-processed-gene-9.47-mRNA-1_1&gene=augustus_masked-NC_020186-processed-gene-9.47&CDS=1-972
3682	OG0003682	YOR223W	genemark-NC_020194-processed-gene-0.66-mRNA-1_1&gene=genemark-NC_020194-processed-gene-0.66&CDS=1-879
3683	OG0003683	YOR224C	genemark-NC_020194-processed-gene-0.47-mRNA-1_1&gene=genemark-NC_020194-processed-gene-0.47&CDS=1-441
3684	OG0003684	YOR228C	augustus_masked-NC_020187-processed-gene-4.24-mRNA-1_1&gene=augustus_masked-NC_020187-processed-gene-4.24&CDS=1-822
3685	OG0003685	YOR236W	augustus_masked-NC_020186-processed-gene-9.60-mRNA-1_1&gene=augustus_masked-NC_020186-processed-gene-9.60&CDS=1-711
3686	OG0003686	YOR238W	maker-NC_020186-augustus-gene-9.121-mRNA-1_1&gene=maker-NC_020186-augustus-gene-9.121&CDS=1-1803
3687	OG0003687	YOR239W	snap_masked-NC_020187-processed-gene-4.88-mRNA-1_1&gene=snap_masked-NC_020187-processed-gene-4.88&CDS=1-1743
3688	OG0003688	YOR241W	snap_masked-NC_020186-processed-gene-8.138-mRNA-1_1&gene=snap_masked-NC_020186-processed-gene-8.138&CDS=1-1518
3689	OG0003689	YOR243C	genemark-NC_020187-processed-gene-4.65-mRNA-1_1&gene=genemark-NC_020187-processed-gene-4.65&CDS=1-2046
3690	OG0003690	YOR245C	snap_masked-NC_020187-processed-gene-4.107-mRNA-1_1&gene=snap_masked-NC_020187-processed-gene-4.107&CDS=1-1071
3691	OG0003691	YOR246C	genemark-NC_020186-processed-gene-8.65-mRNA-1_1&gene=genemark-NC_020186-processed-gene-8.65&CDS=1-996
3692	OG0003692	YOR250C	snap_masked-NC_020188-processed-gene-3.108-mRNA-1_1&gene=snap_masked-NC_020188-processed-gene-3.108&CDS=1-1320
3693	OG0003693	YOR251C	genemark-NC_020188-processed-gene-3.66-mRNA-1_1&gene=genemark-NC_020188-processed-gene-3.66&CDS=1-912
3694	OG0003694	YOR252W	genemark-NC_020186-processed-gene-8.82-mRNA-1_1&gene=genemark-NC_020186-processed-gene-8.82&CDS=1-558
3695	OG0003695	YOR253W	genemark-NC_020186-processed-gene-8.81-mRNA-1_1&gene=genemark-NC_020186-processed-gene-8.81&CDS=1-501
3696	OG0003696	YOR254C	genemark-NC_020186-processed-gene-8.63-mRNA-1_1&gene=genemark-NC_020186-processed-gene-8.63&CDS=1-2079
3697	OG0003697	YOR255W	snap_masked-NC_020186-processed-gene-8.128-mRNA-1_1&gene=snap_masked-NC_020186-processed-gene-8.128&CDS=1-1164
3698	OG0003698	YOR257W	genemark-NC_020186-processed-gene-8.78-mRNA-1_1&gene=genemark-NC_020186-processed-gene-8.78&CDS=1-501
3699	OG0003699	YOR258W	genemark-NC_020186-processed-gene-8.76-mRNA-1_1&gene=genemark-NC_020186-processed-gene-8.76&CDS=1-690
3700	OG0003700	YOR259C	genemark-NC_020188-processed-gene-3.47-mRNA-1_1&gene=genemark-NC_020188-processed-gene-3.47&CDS=1-1353
3701	OG0003701	YOR260W	genemark-NC_020188-processed-gene-3.62-mRNA-1_1&gene=genemark-NC_020188-processed-gene-3.62&CDS=1-1635
3702	OG0003702	YOR261C	genemark-NC_020186-processed-gene-8.59-mRNA-1_1&gene=genemark-NC_020186-processed-gene-8.59&CDS=1-1059
3703	OG0003703	YOR262W	genemark-NC_020188-processed-gene-3.61-mRNA-1_1&gene=genemark-NC_020188-processed-gene-3.61&CDS=1-1056
3704	OG0003704	YOR264W	snap_masked-NC_020186-processed-gene-8.124-mRNA-1_1&gene=snap_masked-NC_020186-processed-gene-8.124&CDS=1-1893
3705	OG0003705	YOR265W	genemark-NC_020186-processed-gene-8.74-mRNA-1_1&gene=genemark-NC_020186-processed-gene-8.74&CDS=1-327
3706	OG0003706	YOR266W	snap_masked-NC_020186-processed-gene-8.122-mRNA-1_1&gene=snap_masked-NC_020186-processed-gene-8.122&CDS=1-1155
3707	OG0003707	YOR269W	augustus_masked-NC_020188-processed-gene-3.20-mRNA-1_1&gene=augustus_masked-NC_020188-processed-gene-3.20&CDS=1-1293
3708	OG0003708	YOR270C	genemark-NC_020186-processed-gene-8.57-mRNA-1_1&gene=genemark-NC_020186-processed-gene-8.57&CDS=1-2631
3709	OG0003709	YOR271C	genemark-NC_020188-processed-gene-3.42-mRNA-1_1&gene=genemark-NC_020188-processed-gene-3.42&CDS=1-969
3710	OG0003710	YOR272W	genemark-NC_020186-processed-gene-8.72-mRNA-1_1&gene=genemark-NC_020186-processed-gene-8.72&CDS=1-1374
3711	OG0003711	YOR273C	genemark-NC_020188-processed-gene-3.41-mRNA-1_1&gene=genemark-NC_020188-processed-gene-3.41&CDS=1-1926
3712	OG0003712	YOR274W	genemark-NC_020188-processed-gene-3.43-mRNA-1_1&gene=genemark-NC_020188-processed-gene-3.43&CDS=1-1266
3713	OG0003713	YOR275C	snap_masked-NC_020188-processed-gene-3.82-mRNA-1_1&gene=snap_masked-NC_020188-processed-gene-3.82&CDS=1-1986
3714	OG0003714	YOR276W	genemark-NC_020186-processed-gene-8.69-mRNA-1_1&gene=genemark-NC_020186-processed-gene-8.69&CDS=1-486
3715	OG0003715	YOR278W	genemark-NC_020186-processed-gene-8.67-mRNA-1_1&gene=genemark-NC_020186-processed-gene-8.67&CDS=1-777
3716	OG0003716	YOR279C	snap_masked-NC_020186-processed-gene-8.96-mRNA-1_1&gene=snap_masked-NC_020186-processed-gene-8.96&CDS=1-1233
3717	OG0003717	YOR283W	genemark-NC_020188-processed-gene-2.129-mRNA-1_1&gene=genemark-NC_020188-processed-gene-2.129&CDS=1-729
3718	OG0003718	YOR285W	genemark-NC_020188-processed-gene-2.128-mRNA-1_1&gene=genemark-NC_020188-processed-gene-2.128&CDS=1-441
3719	OG0003719	YOR287C	genemark-NC_020188-processed-gene-2.112-mRNA-1_1&gene=genemark-NC_020188-processed-gene-2.112&CDS=1-978
3720	OG0003720	YOR288C	snap_masked-NC_020188-processed-gene-2.27-mRNA-1_1&gene=snap_masked-NC_020188-processed-gene-2.27&CDS=1-915
3721	OG0003721	YOR289W	genemark-NC_020186-processed-gene-8.45-mRNA-1_1&gene=genemark-NC_020186-processed-gene-8.45&CDS=1-726
3722	OG0003722	YOR290C	maker-NC_020188-snap-gene-2.4-mRNA-1_1&gene=maker-NC_020188-snap-gene-2.4&CDS=1-5436
3723	OG0003723	YOR291W	genemark-NC_020188-processed-gene-2.127-mRNA-1_1&gene=genemark-NC_020188-processed-gene-2.127&CDS=1-4425
3724	OG0003724	YOR292C	genemark-NC_020188-processed-gene-2.106-mRNA-1_1&gene=genemark-NC_020188-processed-gene-2.106&CDS=1-1221
3725	OG0003725	YOR294W	genemark-NC_020188-processed-gene-2.124-mRNA-1_1&gene=genemark-NC_020188-processed-gene-2.124&CDS=1-609
3726	OG0003726	YOR296W	augustus_masked-NC_020188-processed-gene-2.80-mRNA-1_1&gene=augustus_masked-NC_020188-processed-gene-2.80&CDS=1-3885
3727	OG0003727	YOR297C	genemark-NC_020188-processed-gene-2.105-mRNA-1_1&gene=genemark-NC_020188-processed-gene-2.105&CDS=1-600
3728	OG0003728	YOR298C-A	genemark-NC_020188-processed-gene-2.103-mRNA-1_1&gene=genemark-NC_020188-processed-gene-2.103&CDS=1-453
3729	OG0003729	YOR298W	genemark-NC_020186-processed-gene-7.77-mRNA-1_1&gene=genemark-NC_020186-processed-gene-7.77&CDS=1-1581
3730	OG0003730	YOR299W	genemark-NC_020186-processed-gene-7.75-mRNA-1_1&gene=genemark-NC_020186-processed-gene-7.75&CDS=1-2385
3731	OG0003731	YOR301W	genemark-NC_020188-processed-gene-2.102-mRNA-1_1&gene=genemark-NC_020188-processed-gene-2.102&CDS=1-1731
3732	OG0003732	YOR303W	genemark-NC_020188-processed-gene-2.120-mRNA-1_1&gene=genemark-NC_020188-processed-gene-2.120&CDS=1-1227
3733	OG0003733	YOR304W	genemark-NC_020188-processed-gene-2.118-mRNA-1_1&gene=genemark-NC_020188-processed-gene-2.118&CDS=1-3174
3734	OG0003734	YOR305W	genemark-NC_020186-processed-gene-6.73-mRNA-1_1&gene=genemark-NC_020186-processed-gene-6.73&CDS=1-756
3735	OG0003735	YOR306C	genemark-NC_020185-processed-gene-3.72-mRNA-1_1&gene=genemark-NC_020185-processed-gene-3.72&CDS=1-1566
3736	OG0003736	YOR307C	genemark-NC_020186-processed-gene-6.58-mRNA-1_1&gene=genemark-NC_020186-processed-gene-6.58&CDS=1-1359
3737	OG0003737	YOR308C	snap_masked-NC_020186-processed-gene-6.99-mRNA-1_1&gene=snap_masked-NC_020186-processed-gene-6.99&CDS=1-1821
3738	OG0003738	YOR310C	genemark-NC_020186-processed-gene-6.56-mRNA-1_1&gene=genemark-NC_020186-processed-gene-6.56&CDS=1-1551
3739	OG0003739	YOR311C	genemark-NC_020186-processed-gene-6.55-mRNA-1_1&gene=genemark-NC_020186-processed-gene-6.55&CDS=1-921
3740	OG0003740	YOR313C	augustus_masked-NC_020186-processed-gene-6.14-mRNA-1_1&gene=augustus_masked-NC_020186-processed-gene-6.14&CDS=1-1380
3741	OG0003741	YOR315W	snap_masked-NC_020186-processed-gene-6.118-mRNA-1_1&gene=snap_masked-NC_020186-processed-gene-6.118&CDS=1-1299
3742	OG0003742	YOR319W	snap_masked-NC_020186-processed-gene-6.113-mRNA-1_1&gene=snap_masked-NC_020186-processed-gene-6.113&CDS=1-765
3743	OG0003743	YOR320C	genemark-NC_020186-processed-gene-6.50-mRNA-1_1&gene=genemark-NC_020186-processed-gene-6.50&CDS=1-1506
3744	OG0003744	YOR322C	genemark-NC_020185-processed-gene-11.13-mRNA-1_1&gene=genemark-NC_020185-processed-gene-11.13&CDS=1-2334
3745	OG0003745	YOR323C	genemark-NC_020189-processed-gene-6.47-mRNA-1_1&gene=genemark-NC_020189-processed-gene-6.47&CDS=1-1368
3746	OG0003746	YOR326W	genemark-NC_020189-processed-gene-6.50-mRNA-1_1&gene=genemark-NC_020189-processed-gene-6.50&CDS=1-4758
3747	OG0003747	YOR329C	augustus_masked-NC_020189-processed-gene-6.102-mRNA-1_1&gene=augustus_masked-NC_020189-processed-gene-6.102&CDS=1-2610
3748	OG0003748	YOR330C	snap_masked-NC_020189-processed-gene-6.25-mRNA-1_1&gene=snap_masked-NC_020189-processed-gene-6.25&CDS=1-3459
3749	OG0003749	YOR332W	genemark-NC_020189-processed-gene-4.43-mRNA-1_1&gene=genemark-NC_020189-processed-gene-4.43&CDS=1-696
3750	OG0003750	YOR334W	genemark-NC_020189-processed-gene-4.44-mRNA-1_1&gene=genemark-NC_020189-processed-gene-4.44&CDS=1-1494
3751	OG0003751	YOR335C	genemark-NC_020185-processed-gene-11.10-mRNA-1_1&gene=genemark-NC_020185-processed-gene-11.10&CDS=1-2862
3752	OG0003752	YOR336W	genemark-NC_020185-processed-gene-11.26-mRNA-1_1&gene=genemark-NC_020185-processed-gene-11.26&CDS=1-4041
3753	OG0003753	YOR337W	snap_masked-NC_020189-processed-gene-4.82-mRNA-1_1&gene=snap_masked-NC_020189-processed-gene-4.82&CDS=1-2217
3754	OG0003754	YOR338W	genemark-NC_020185-processed-gene-11.25-mRNA-1_1&gene=genemark-NC_020185-processed-gene-11.25&CDS=1-1287
3755	OG0003755	YOR340C	genemark-NC_020185-processed-gene-11.9-mRNA-1_1&gene=genemark-NC_020185-processed-gene-11.9&CDS=1-924
3756	OG0003756	YOR341W	genemark-NC_020189-processed-gene-4.48-mRNA-1_1&gene=genemark-NC_020189-processed-gene-4.48&CDS=1-4977
3757	OG0003757	YOR342C	snap_masked-NC_020185-processed-gene-11.82-mRNA-1_1&gene=snap_masked-NC_020185-processed-gene-11.82&CDS=1-891
3758	OG0003758	YOR344C	genemark-NC_020190-processed-gene-3.70-mRNA-1_1&gene=genemark-NC_020190-processed-gene-3.70&CDS=1-1155
3759	OG0003759	YOR346W	snap_masked-NC_020185-processed-gene-11.96-mRNA-1_1&gene=snap_masked-NC_020185-processed-gene-11.96&CDS=1-2937
