	OrthologID	Saccharomyces_cerevisiae	yHMPu5000034661_Dipodascus_albidus
2902	OG0002902	YNL310C	genemark-flattened_line_64-processed-gene-0.59-mRNA-1_1&gene=genemark-flattened_line_64-processed-gene-0.59&CDS=1-444
2903	OG0002903	YNL313C	genemark-flattened_line_108-processed-gene-0.16-mRNA-1_1&gene=genemark-flattened_line_108-processed-gene-0.16&CDS=1-2619
2904	OG0002904	YNL315C	snap_masked-flattened_line_108-processed-gene-0.80-mRNA-1_1&gene=snap_masked-flattened_line_108-processed-gene-0.80&CDS=1-849
2905	OG0002905	YNL316C	genemark-flattened_line_108-processed-gene-0.50-mRNA-1_1&gene=genemark-flattened_line_108-processed-gene-0.50&CDS=1-864
2906	OG0002906	YNL317W	genemark-flattened_line_82-processed-gene-0.183-mRNA-1_1&gene=genemark-flattened_line_82-processed-gene-0.183&CDS=1-1488
2907	OG0002907	YNL320W	maker-flattened_line_92-snap-gene-0.46-mRNA-1_1&gene=maker-flattened_line_92-snap-gene-0.46&CDS=1-981
2908	OG0002908	YNL325C	genemark-flattened_line_52-processed-gene-0.185-mRNA-1_1&gene=genemark-flattened_line_52-processed-gene-0.185&CDS=1-3102
2909	OG0002909	YNL328C	genemark-flattened_line_2-processed-gene-0.86-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-0.86&CDS=1-375
2910	OG0002910	YNL329C	maker-flattened_line_2-augustus-gene-0.37-mRNA-1_1&gene=maker-flattened_line_2-augustus-gene-0.37&CDS=1-3306
2911	OG0002911	YNL330C	genemark-flattened_line_24-processed-gene-1.243-mRNA-1_1&gene=genemark-flattened_line_24-processed-gene-1.243&CDS=1-1374
2912	OG0002912	YNR001C	genemark-flattened_line_136-processed-gene-0.27-mRNA-1_1&gene=genemark-flattened_line_136-processed-gene-0.27&CDS=1-1404
2913	OG0002913	YNR003C	genemark-flattened_line_2-processed-gene-6.181-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-6.181&CDS=1-999
2914	OG0002914	YNR007C	genemark-flattened_line_12-processed-gene-0.116-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-0.116&CDS=1-804
2915	OG0002915	YNR011C	genemark-flattened_line_72-processed-gene-0.151-mRNA-1_1&gene=genemark-flattened_line_72-processed-gene-0.151&CDS=1-3090
2916	OG0002916	YNR012W	genemark-flattened_line_32-processed-gene-1.165-mRNA-1_1&gene=genemark-flattened_line_32-processed-gene-1.165&CDS=1-1353
2917	OG0002917	YNR015W	genemark-flattened_line_0-processed-gene-6.27-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-6.27&CDS=1-1170
2918	OG0002918	YNR016C	genemark-flattened_line_54-processed-gene-0.25-mRNA-1_1&gene=genemark-flattened_line_54-processed-gene-0.25&CDS=1-6726
2919	OG0002919	YNR017W	genemark-flattened_line_34-processed-gene-0.111-mRNA-1_1&gene=genemark-flattened_line_34-processed-gene-0.111&CDS=1-627
2920	OG0002920	YNR018W	genemark-flattened_line_90-processed-gene-0.12-mRNA-1_1&gene=genemark-flattened_line_90-processed-gene-0.12&CDS=1-630
2921	OG0002921	YNR019W	snap_masked-flattened_line_190-processed-gene-0.36-mRNA-1_1&gene=snap_masked-flattened_line_190-processed-gene-0.36&CDS=1-1194
2922	OG0002922	YNR020C	genemark-flattened_line_190-processed-gene-0.79-mRNA-1_1&gene=genemark-flattened_line_190-processed-gene-0.79&CDS=1-675
2923	OG0002923	YNR021W	genemark-flattened_line_48-processed-gene-0.61-mRNA-1_1&gene=genemark-flattened_line_48-processed-gene-0.61&CDS=1-1143
2924	OG0002924	YNR023W	genemark-flattened_line_6-processed-gene-0.98-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-0.98&CDS=1-1242
2925	OG0002925	YNR029C	genemark-flattened_line_12-processed-gene-1.8-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-1.8&CDS=1-1125
2926	OG0002926	YNR030W	genemark-flattened_line_180-processed-gene-0.25-mRNA-1_1&gene=genemark-flattened_line_180-processed-gene-0.25&CDS=1-1821
2927	OG0002927	YNR032C-A	genemark-flattened_line_68-processed-gene-0.130-mRNA-1_1&gene=genemark-flattened_line_68-processed-gene-0.130&CDS=1-219
2928	OG0002928	YNR032W	genemark-flattened_line_0-processed-gene-4.125-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-4.125&CDS=1-972
2929	OG0002929	YNR033W	genemark-flattened_line_68-processed-gene-0.131-mRNA-1_1&gene=genemark-flattened_line_68-processed-gene-0.131&CDS=1-2346
2930	OG0002930	YNR035C	genemark-flattened_line_22-processed-gene-1.56-mRNA-1_1&gene=genemark-flattened_line_22-processed-gene-1.56&CDS=1-945
2931	OG0002931	YNR036C	genemark-flattened_line_10-processed-gene-1.35-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-1.35&CDS=1-573
2932	OG0002932	YNR037C	genemark-flattened_line_200-processed-gene-0.39-mRNA-1_1&gene=genemark-flattened_line_200-processed-gene-0.39&CDS=1-267
2933	OG0002933	YNR038W	genemark-flattened_line_200-processed-gene-0.32-mRNA-1_1&gene=genemark-flattened_line_200-processed-gene-0.32&CDS=1-1863
2934	OG0002934	YNR039C	genemark-flattened_line_104-processed-gene-0.109-mRNA-1_1&gene=genemark-flattened_line_104-processed-gene-0.109&CDS=1-1464
2935	OG0002935	YNR041C	genemark-flattened_line_138-processed-gene-0.29-mRNA-1_1&gene=genemark-flattened_line_138-processed-gene-0.29&CDS=1-1008
2936	OG0002936	YNR043W	genemark-flattened_line_138-processed-gene-0.12-mRNA-1_1&gene=genemark-flattened_line_138-processed-gene-0.12&CDS=1-1182
2937	OG0002937	YNR046W	genemark-flattened_line_128-processed-gene-0.25-mRNA-1_1&gene=genemark-flattened_line_128-processed-gene-0.25&CDS=1-393
2938	OG0002938	YNR050C	genemark-flattened_line_60-processed-gene-0.176-mRNA-1_1&gene=genemark-flattened_line_60-processed-gene-0.176&CDS=1-1350
2939	OG0002939	YNR051C	genemark-flattened_line_40-processed-gene-1.4-mRNA-1_1&gene=genemark-flattened_line_40-processed-gene-1.4&CDS=1-1362
2940	OG0002940	YNR052C	genemark-flattened_line_130-processed-gene-0.28-mRNA-1_1&gene=genemark-flattened_line_130-processed-gene-0.28&CDS=1-1296
2941	OG0002941	YNR053C	genemark-flattened_line_170-processed-gene-0.53-mRNA-1_1&gene=genemark-flattened_line_170-processed-gene-0.53&CDS=1-1527
2942	OG0002942	YNR054C	genemark-flattened_line_0-processed-gene-4.100-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-4.100&CDS=1-1005
2943	OG0002943	YNR055C	genemark-flattened_line_14-processed-gene-1.1-mRNA-1_1&gene=genemark-flattened_line_14-processed-gene-1.1&CDS=1-1650
2944	OG0002944	YNR064C	genemark-flattened_line_2-processed-gene-1.102-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-1.102&CDS=1-1242
2945	OG0002945	YOL001W	genemark-flattened_line_128-processed-gene-0.36-mRNA-1_1&gene=genemark-flattened_line_128-processed-gene-0.36&CDS=1-699
2946	OG0002946	YOL002C	genemark-flattened_line_100-processed-gene-0.155-mRNA-1_1&gene=genemark-flattened_line_100-processed-gene-0.155&CDS=1-780
2947	OG0002947	YOL003C	genemark-flattened_line_2-processed-gene-0.94-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-0.94&CDS=1-1278
2948	OG0002948	YOL004W	maker-flattened_line_82-augustus-gene-0.59-mRNA-1_1&gene=maker-flattened_line_82-augustus-gene-0.59&CDS=1-4671
2949	OG0002949	YOL005C	genemark-flattened_line_2-processed-gene-0.95-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-0.95&CDS=1-363
2950	OG0002950	YOL006C	genemark-flattened_line_2-processed-gene-0.96-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-0.96&CDS=1-2304
2951	OG0002951	YOL008W	snap_masked-flattened_line_112-processed-gene-0.85-mRNA-1_1&gene=snap_masked-flattened_line_112-processed-gene-0.85&CDS=1-501
2952	OG0002952	YOL009C	genemark-flattened_line_0-processed-gene-6.22-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-6.22&CDS=1-963
2953	OG0002953	YOL010W	genemark-flattened_line_112-processed-gene-0.130-mRNA-1_1&gene=genemark-flattened_line_112-processed-gene-0.130&CDS=1-1092
2954	OG0002954	YOL012C	genemark-flattened_line_54-processed-gene-0.1-mRNA-1_1&gene=genemark-flattened_line_54-processed-gene-0.1&CDS=1-381
2955	OG0002955	YOL013C	genemark-flattened_line_86-processed-gene-0.125-mRNA-1_1&gene=genemark-flattened_line_86-processed-gene-0.125&CDS=1-1320
2956	OG0002956	YOL016C	genemark-flattened_line_18-processed-gene-1.7-mRNA-1_1&gene=genemark-flattened_line_18-processed-gene-1.7&CDS=1-1149
2957	OG0002957	YOL018C	genemark-flattened_line_52-processed-gene-0.219-mRNA-1_1&gene=genemark-flattened_line_52-processed-gene-0.219&CDS=1-1032
2958	OG0002958	YOL021C	augustus_masked-flattened_line_144-processed-gene-0.108-mRNA-1_1&gene=augustus_masked-flattened_line_144-processed-gene-0.108&CDS=1-2946
2959	OG0002959	YOL022C	genemark-flattened_line_26-processed-gene-0.17-mRNA-1_1&gene=genemark-flattened_line_26-processed-gene-0.17&CDS=1-1266
2960	OG0002960	YOL023W	genemark-flattened_line_14-processed-gene-1.52-mRNA-1_1&gene=genemark-flattened_line_14-processed-gene-1.52&CDS=1-2076
2961	OG0002961	YOL026C	genemark-flattened_line_0-processed-gene-4.109-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-4.109&CDS=1-537
2962	OG0002962	YOL031C	snap_masked-flattened_line_60-processed-gene-0.10-mRNA-1_1&gene=snap_masked-flattened_line_60-processed-gene-0.10&CDS=1-1260
2963	OG0002963	YOL032W	genemark-flattened_line_2-processed-gene-5.135-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-5.135&CDS=1-576
2964	OG0002964	YOL033W	genemark-flattened_line_18-processed-gene-1.53-mRNA-1_1&gene=genemark-flattened_line_18-processed-gene-1.53&CDS=1-1650
2965	OG0002965	YOL034W	genemark-flattened_line_92-processed-gene-0.21-mRNA-1_1&gene=genemark-flattened_line_92-processed-gene-0.21&CDS=1-3321
2966	OG0002966	YOL038W	genemark-flattened_line_102-processed-gene-0.166-mRNA-1_1&gene=genemark-flattened_line_102-processed-gene-0.166&CDS=1-753
2967	OG0002967	YOL041C	genemark-flattened_line_58-processed-gene-0.199-mRNA-1_1&gene=genemark-flattened_line_58-processed-gene-0.199&CDS=1-1383
2968	OG0002968	YOL048C	genemark-flattened_line_132-processed-gene-0.138-mRNA-1_1&gene=genemark-flattened_line_132-processed-gene-0.138&CDS=1-945
2969	OG0002969	YOL049W	genemark-flattened_line_132-processed-gene-0.113-mRNA-1_1&gene=genemark-flattened_line_132-processed-gene-0.113&CDS=1-1500
2970	OG0002970	YOL052C	genemark-flattened_line_132-processed-gene-0.122-mRNA-1_1&gene=genemark-flattened_line_132-processed-gene-0.122&CDS=1-1206
2971	OG0002971	YOL054W	maker-flattened_line_4-snap-gene-0.122-mRNA-1_1&gene=maker-flattened_line_4-snap-gene-0.122&CDS=1-1596
2972	OG0002972	YOL057W	genemark-flattened_line_50-processed-gene-0.37-mRNA-1_1&gene=genemark-flattened_line_50-processed-gene-0.37&CDS=1-2064
2973	OG0002973	YOL058W	genemark-flattened_line_104-processed-gene-0.110-mRNA-1_1&gene=genemark-flattened_line_104-processed-gene-0.110&CDS=1-1239
2974	OG0002974	YOL061W	augustus_masked-flattened_line_6-processed-gene-2.9-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-2.9&CDS=1-1269
2975	OG0002975	YOL063C	snap_masked-flattened_line_70-processed-gene-0.110-mRNA-1_1&gene=snap_masked-flattened_line_70-processed-gene-0.110&CDS=1-1869
2976	OG0002976	YOL064C	genemark-flattened_line_12-processed-gene-1.62-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-1.62&CDS=1-1026
2977	OG0002977	YOL065C	augustus_masked-flattened_line_90-processed-gene-0.106-mRNA-1_1&gene=augustus_masked-flattened_line_90-processed-gene-0.106&CDS=1-1101
2978	OG0002978	YOL066C	genemark-flattened_line_20-processed-gene-1.164-mRNA-1_1&gene=genemark-flattened_line_20-processed-gene-1.164&CDS=1-1782
2979	OG0002979	YOL069W	genemark-flattened_line_12-processed-gene-1.20-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-1.20&CDS=1-1446
2980	OG0002980	YOL071W	genemark-flattened_line_12-processed-gene-1.68-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-1.68&CDS=1-447
2981	OG0002981	YOL072W	augustus_masked-flattened_line_16-processed-gene-1.213-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-1.213&CDS=1-1320
2982	OG0002982	YOL075C	genemark-flattened_line_0-processed-gene-2.6-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-2.6&CDS=1-3954
2983	OG0002983	YOL076W	augustus_masked-flattened_line_116-processed-gene-0.79-mRNA-1_1&gene=augustus_masked-flattened_line_116-processed-gene-0.79&CDS=1-2433
2984	OG0002984	YOL077C	genemark-flattened_line_94-processed-gene-0.19-mRNA-1_1&gene=genemark-flattened_line_94-processed-gene-0.19&CDS=1-867
2985	OG0002985	YOL078W	genemark-flattened_line_94-processed-gene-0.20-mRNA-1_1&gene=genemark-flattened_line_94-processed-gene-0.20&CDS=1-2538
2986	OG0002986	YOL080C	genemark-flattened_line_14-processed-gene-0.119-mRNA-1_1&gene=genemark-flattened_line_14-processed-gene-0.119&CDS=1-858
2987	OG0002987	YOL086W-A	genemark-flattened_line_116-processed-gene-0.120-mRNA-1_1&gene=genemark-flattened_line_116-processed-gene-0.120&CDS=1-318
2988	OG0002988	YOL087C	genemark-flattened_line_6-processed-gene-2.227-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-2.227&CDS=1-2703
2989	OG0002989	YOL090W	genemark-flattened_line_180-processed-gene-0.13-mRNA-1_1&gene=genemark-flattened_line_180-processed-gene-0.13&CDS=1-2808
2990	OG0002990	YOL093W	genemark-flattened_line_38-processed-gene-1.13-mRNA-1_1&gene=genemark-flattened_line_38-processed-gene-1.13&CDS=1-936
2991	OG0002991	YOL094C	genemark-flattened_line_10-processed-gene-0.91-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-0.91&CDS=1-984
2992	OG0002992	YOL096C	genemark-flattened_line_64-processed-gene-0.39-mRNA-1_1&gene=genemark-flattened_line_64-processed-gene-0.39&CDS=1-690
2993	OG0002993	YOL097C	genemark-flattened_line_124-processed-gene-0.90-mRNA-1_1&gene=genemark-flattened_line_124-processed-gene-0.90&CDS=1-1251
2994	OG0002994	YOL098C	genemark-flattened_line_26-processed-gene-1.67-mRNA-1_1&gene=genemark-flattened_line_26-processed-gene-1.67&CDS=1-3084
2995	OG0002995	YOL102C	maker-flattened_line_28-snap-gene-0.60-mRNA-1_1&gene=maker-flattened_line_28-snap-gene-0.60&CDS=1-711
2996	OG0002996	YOL108C	genemark-flattened_line_30-processed-gene-1.115-mRNA-1_1&gene=genemark-flattened_line_30-processed-gene-1.115&CDS=1-366
2997	OG0002997	YOL110W	augustus_masked-flattened_line_116-processed-gene-0.68-mRNA-1_1&gene=augustus_masked-flattened_line_116-processed-gene-0.68&CDS=1-696
2998	OG0002998	YOL113W	maker-flattened_line_14-augustus-gene-0.0-mRNA-1_1&gene=maker-flattened_line_14-augustus-gene-0.0&CDS=1-2349
2999	OG0002999	YOL114C	genemark-flattened_line_24-processed-gene-1.188-mRNA-1_1&gene=genemark-flattened_line_24-processed-gene-1.188&CDS=1-504
3000	OG0003000	YOL123W	maker-flattened_line_22-augustus-gene-0.2-mRNA-1_1&gene=maker-flattened_line_22-augustus-gene-0.2&CDS=1-1941
3001	OG0003001	YOL124C	genemark-flattened_line_22-processed-gene-0.93-mRNA-1_1&gene=genemark-flattened_line_22-processed-gene-0.93&CDS=1-1326
3002	OG0003002	YOL125W	genemark-flattened_line_64-processed-gene-0.27-mRNA-1_1&gene=genemark-flattened_line_64-processed-gene-0.27&CDS=1-1257
3003	OG0003003	YOL127W	genemark-flattened_line_150-processed-gene-0.30-mRNA-1_1&gene=genemark-flattened_line_150-processed-gene-0.30&CDS=1-438
3004	OG0003004	YOL129W	genemark-flattened_line_28-processed-gene-0.65-mRNA-1_1&gene=genemark-flattened_line_28-processed-gene-0.65&CDS=1-540
3005	OG0003005	YOL132W	genemark-flattened_line_26-processed-gene-1.60-mRNA-1_1&gene=genemark-flattened_line_26-processed-gene-1.60&CDS=1-1518
3006	OG0003006	YOL133W	genemark-flattened_line_164-processed-gene-0.97-mRNA-1_1&gene=genemark-flattened_line_164-processed-gene-0.97&CDS=1-339
3007	OG0003007	YOL135C	genemark-flattened_line_8-processed-gene-2.8-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-2.8&CDS=1-693
3008	OG0003008	YOL138C	genemark-flattened_line_98-processed-gene-0.146-mRNA-1_1&gene=genemark-flattened_line_98-processed-gene-0.146&CDS=1-3063
3009	OG0003009	YOL139C	genemark-flattened_line_42-processed-gene-1.21-mRNA-1_1&gene=genemark-flattened_line_42-processed-gene-1.21&CDS=1-633
3010	OG0003010	YOL140W	snap_masked-flattened_line_130-processed-gene-0.67-mRNA-1_1&gene=snap_masked-flattened_line_130-processed-gene-0.67&CDS=1-1257
3011	OG0003011	YOL141W	genemark-flattened_line_16-processed-gene-1.235-mRNA-1_1&gene=genemark-flattened_line_16-processed-gene-1.235&CDS=1-2868
3012	OG0003012	YOL142W	genemark-flattened_line_52-processed-gene-0.218-mRNA-1_1&gene=genemark-flattened_line_52-processed-gene-0.218&CDS=1-684
3013	OG0003013	YOL143C	genemark-flattened_line_54-processed-gene-0.44-mRNA-1_1&gene=genemark-flattened_line_54-processed-gene-0.44&CDS=1-498
3014	OG0003014	YOL144W	genemark-flattened_line_118-processed-gene-0.101-mRNA-1_1&gene=genemark-flattened_line_118-processed-gene-0.101&CDS=1-1389
3015	OG0003015	YOL145C	genemark-flattened_line_2-processed-gene-6.209-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-6.209&CDS=1-3222
3016	OG0003016	YOL146W	genemark-flattened_line_118-processed-gene-0.102-mRNA-1_1&gene=genemark-flattened_line_118-processed-gene-0.102&CDS=1-537
3017	OG0003017	YOL147C	genemark-flattened_line_2-processed-gene-5.120-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-5.120&CDS=1-699
3018	OG0003018	YOL148C	augustus_masked-flattened_line_2-processed-gene-5.49-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-5.49&CDS=1-1173
3019	OG0003019	YOL149W	genemark-flattened_line_24-processed-gene-1.191-mRNA-1_1&gene=genemark-flattened_line_24-processed-gene-1.191&CDS=1-489
3020	OG0003020	YOR001W	snap_masked-flattened_line_8-processed-gene-2.214-mRNA-1_1&gene=snap_masked-flattened_line_8-processed-gene-2.214&CDS=1-2397
3021	OG0003021	YOR002W	genemark-flattened_line_46-processed-gene-0.258-mRNA-1_1&gene=genemark-flattened_line_46-processed-gene-0.258&CDS=1-1626
3022	OG0003022	YOR004W	genemark-flattened_line_50-processed-gene-0.28-mRNA-1_1&gene=genemark-flattened_line_50-processed-gene-0.28&CDS=1-906
3023	OG0003023	YOR006C	genemark-flattened_line_134-processed-gene-0.3-mRNA-1_1&gene=genemark-flattened_line_134-processed-gene-0.3&CDS=1-726
3024	OG0003024	YOR007C	genemark-flattened_line_134-processed-gene-0.2-mRNA-1_1&gene=genemark-flattened_line_134-processed-gene-0.2&CDS=1-921
3025	OG0003025	YOR017W	genemark-flattened_line_56-processed-gene-0.16-mRNA-1_1&gene=genemark-flattened_line_56-processed-gene-0.16&CDS=1-2409
3026	OG0003026	YOR020C	genemark-flattened_line_106-processed-gene-0.117-mRNA-1_1&gene=genemark-flattened_line_106-processed-gene-0.117&CDS=1-315
3027	OG0003027	YOR021C	genemark-flattened_line_46-processed-gene-0.207-mRNA-1_1&gene=genemark-flattened_line_46-processed-gene-0.207&CDS=1-648
3028	OG0003028	YOR022C	snap_masked-flattened_line_8-processed-gene-0.59-mRNA-1_1&gene=snap_masked-flattened_line_8-processed-gene-0.59&CDS=1-2208
3029	OG0003029	YOR025W	genemark-flattened_line_190-processed-gene-0.67-mRNA-1_1&gene=genemark-flattened_line_190-processed-gene-0.67&CDS=1-1317
3030	OG0003030	YOR026W	genemark-flattened_line_52-processed-gene-0.235-mRNA-1_1&gene=genemark-flattened_line_52-processed-gene-0.235&CDS=1-996
3031	OG0003031	YOR027W	genemark-flattened_line_40-processed-gene-1.29-mRNA-1_1&gene=genemark-flattened_line_40-processed-gene-1.29&CDS=1-1704
3032	OG0003032	YOR028C	genemark-flattened_line_206-processed-gene-0.35-mRNA-1_1&gene=genemark-flattened_line_206-processed-gene-0.35&CDS=1-609
3033	OG0003033	YOR035C	genemark-flattened_line_24-processed-gene-0.16-mRNA-1_1&gene=genemark-flattened_line_24-processed-gene-0.16&CDS=1-2298
3034	OG0003034	YOR036W	augustus_masked-flattened_line_10-processed-gene-2.125-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-2.125&CDS=1-807
3035	OG0003035	YOR037W	genemark-flattened_line_235-processed-gene-0.0-mRNA-1_1&gene=genemark-flattened_line_235-processed-gene-0.0&CDS=1-1431
3036	OG0003036	YOR046C	genemark-flattened_line_62-processed-gene-0.41-mRNA-1_1&gene=genemark-flattened_line_62-processed-gene-0.41&CDS=1-1476
3037	OG0003037	YOR048C	maker-flattened_line_162-augustus-gene-0.43-mRNA-1_1&gene=maker-flattened_line_162-augustus-gene-0.43&CDS=1-3936
3038	OG0003038	YOR056C	genemark-flattened_line_136-processed-gene-0.23-mRNA-1_1&gene=genemark-flattened_line_136-processed-gene-0.23&CDS=1-1587
3039	OG0003039	YOR057W	genemark-flattened_line_14-processed-gene-0.98-mRNA-1_1&gene=genemark-flattened_line_14-processed-gene-0.98&CDS=1-1170
3040	OG0003040	YOR061W	genemark-flattened_line_104-processed-gene-0.125-mRNA-1_1&gene=genemark-flattened_line_104-processed-gene-0.125&CDS=1-996
3041	OG0003041	YOR063W	genemark-flattened_line_4-processed-gene-1.40-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-1.40&CDS=1-1164
3042	OG0003042	YOR067C	genemark-flattened_line_82-processed-gene-0.154-mRNA-1_1&gene=genemark-flattened_line_82-processed-gene-0.154&CDS=1-1587
3043	OG0003043	YOR069W	genemark-flattened_line_98-processed-gene-0.125-mRNA-1_1&gene=genemark-flattened_line_98-processed-gene-0.125&CDS=1-1461
