	OrthologID	Metschnikowia_matae_maris	Saccharomyces_cerevisiae
2776	OG0002776	snap_masked-mar-_s605-processed-gene-0.98-mRNA-1_1&gene=snap_masked-mar-_s605-processed-gene-0.98&CDS=1-1794	YLR088W
2777	OG0002777	augustus_masked-mar-_s605-processed-gene-0.187-mRNA-1_1&gene=augustus_masked-mar-_s605-processed-gene-0.187&CDS=1-1512	YDR111C
2778	OG0002778	snap_masked-mar-_s605-processed-gene-0.129-mRNA-1_1&gene=snap_masked-mar-_s605-processed-gene-0.129&CDS=1-669	YHR189W
2779	OG0002779	snap_masked-mar-_s605-processed-gene-0.130-mRNA-1_1&gene=snap_masked-mar-_s605-processed-gene-0.130&CDS=1-2091	YKL188C
2780	OG0002780	snap_masked-mar-_s605-processed-gene-0.103-mRNA-1_1&gene=snap_masked-mar-_s605-processed-gene-0.103&CDS=1-1731	YHR150W
2781	OG0002781	snap_masked-mar-_s605-processed-gene-0.104-mRNA-1_1&gene=snap_masked-mar-_s605-processed-gene-0.104&CDS=1-1044	YML067C
2782	OG0002782	genemark-mar-_s605-processed-gene-0.37-mRNA-1_1&gene=genemark-mar-_s605-processed-gene-0.37&CDS=1-5940	YLR430W
2783	OG0002783	snap_masked-mar-_s605-processed-gene-0.133-mRNA-1_1&gene=snap_masked-mar-_s605-processed-gene-0.133&CDS=1-522	YKL190W
2784	OG0002784	snap_masked-mar-_s610-processed-gene-0.1-mRNA-1_1&gene=snap_masked-mar-_s610-processed-gene-0.1&CDS=1-2619	YFL047W
2785	OG0002785	snap_masked-mar-_s610-processed-gene-0.38-mRNA-1_1&gene=snap_masked-mar-_s610-processed-gene-0.38&CDS=1-1812	YJL085W
2786	OG0002786	snap_masked-mar-_s610-processed-gene-0.4-mRNA-1_1&gene=snap_masked-mar-_s610-processed-gene-0.4&CDS=1-2490	YJL087C
2787	OG0002787	snap_masked-mar-_s610-processed-gene-0.6-mRNA-1_1&gene=snap_masked-mar-_s610-processed-gene-0.6&CDS=1-1296	YDR531W
2788	OG0002788	snap_masked-mar-_s610-processed-gene-0.7-mRNA-1_1&gene=snap_masked-mar-_s610-processed-gene-0.7&CDS=1-1356	YPL112C
2789	OG0002789	snap_masked-mar-_s610-processed-gene-0.40-mRNA-1_1&gene=snap_masked-mar-_s610-processed-gene-0.40&CDS=1-1176	YGR012W
2790	OG0002790	augustus_masked-mar-_s610-processed-gene-0.134-mRNA-1_1&gene=augustus_masked-mar-_s610-processed-gene-0.134&CDS=1-690	YEL038W
2791	OG0002791	snap_masked-mar-_s610-processed-gene-0.43-mRNA-1_1&gene=snap_masked-mar-_s610-processed-gene-0.43&CDS=1-1023	YEL037C
2792	OG0002792	snap_masked-mar-_s610-processed-gene-0.12-mRNA-1_1&gene=snap_masked-mar-_s610-processed-gene-0.12&CDS=1-3696	YFL008W
2793	OG0002793	snap_masked-mar-_s610-processed-gene-0.13-mRNA-1_1&gene=snap_masked-mar-_s610-processed-gene-0.13&CDS=1-1077	YGR028W
2794	OG0002794	snap_masked-mar-_s610-processed-gene-0.14-mRNA-1_1&gene=snap_masked-mar-_s610-processed-gene-0.14&CDS=1-2610	YMR302C
2795	OG0002795	snap_masked-mar-_s610-processed-gene-0.16-mRNA-1_1&gene=snap_masked-mar-_s610-processed-gene-0.16&CDS=1-573	YPL010W
2796	OG0002796	snap_masked-mar-_s610-processed-gene-0.17-mRNA-1_1&gene=snap_masked-mar-_s610-processed-gene-0.17&CDS=1-1428	YPL011C
2797	OG0002797	snap_masked-mar-_s610-processed-gene-0.19-mRNA-1_1&gene=snap_masked-mar-_s610-processed-gene-0.19&CDS=1-912	YLR308W
2798	OG0002798	snap_masked-mar-_s610-processed-gene-0.50-mRNA-1_1&gene=snap_masked-mar-_s610-processed-gene-0.50&CDS=1-675	YBR035C
2799	OG0002799	snap_masked-mar-_s610-processed-gene-0.52-mRNA-1_1&gene=snap_masked-mar-_s610-processed-gene-0.52&CDS=1-588	YCR003W
2800	OG0002800	snap_masked-mar-_s610-processed-gene-0.21-mRNA-1_1&gene=snap_masked-mar-_s610-processed-gene-0.21&CDS=1-1095	YCR002C
2801	OG0002801	snap_masked-mar-_s610-processed-gene-0.22-mRNA-1_1&gene=snap_masked-mar-_s610-processed-gene-0.22&CDS=1-318	YBL001C
2802	OG0002802	snap_masked-mar-_s610-processed-gene-0.23-mRNA-1_1&gene=snap_masked-mar-_s610-processed-gene-0.23&CDS=1-1434	YLR004C
2803	OG0002803	augustus_masked-mar-_s610-processed-gene-0.149-mRNA-1_1&gene=augustus_masked-mar-_s610-processed-gene-0.149&CDS=1-915	YER053C
2804	OG0002804	augustus_masked-mar-_s610-processed-gene-0.175-mRNA-1_1&gene=augustus_masked-mar-_s610-processed-gene-0.175&CDS=1-1182	YIL044C
2805	OG0002805	snap_masked-mar-_s610-processed-gene-0.28-mRNA-1_1&gene=snap_masked-mar-_s610-processed-gene-0.28&CDS=1-1014	YHL009C
2806	OG0002806	snap_masked-mar-_s610-processed-gene-0.29-mRNA-1_1&gene=snap_masked-mar-_s610-processed-gene-0.29&CDS=1-1740	YOR027W
2807	OG0002807	snap_masked-mar-_s610-processed-gene-0.30-mRNA-1_1&gene=snap_masked-mar-_s610-processed-gene-0.30&CDS=1-2277	YDL040C
2808	OG0002808	snap_masked-mar-_s610-processed-gene-0.32-mRNA-1_1&gene=snap_masked-mar-_s610-processed-gene-0.32&CDS=1-1554	YNL294C
2809	OG0002809	augustus_masked-mar-_s610-processed-gene-0.179-mRNA-1_1&gene=augustus_masked-mar-_s610-processed-gene-0.179&CDS=1-1776	YOL066C
2810	OG0002810	snap_masked-mar-_s610-processed-gene-0.59-mRNA-1_1&gene=snap_masked-mar-_s610-processed-gene-0.59&CDS=1-1554	YDL030W
2811	OG0002811	snap_masked-mar-_s610-processed-gene-0.33-mRNA-1_1&gene=snap_masked-mar-_s610-processed-gene-0.33&CDS=1-1275	YOL065C
2812	OG0002812	snap_masked-mar-_s610-processed-gene-0.60-mRNA-1_1&gene=snap_masked-mar-_s610-processed-gene-0.60&CDS=1-1611	YBR236C
2813	OG0002813	snap_masked-mar-_s610-processed-gene-0.61-mRNA-1_1&gene=snap_masked-mar-_s610-processed-gene-0.61&CDS=1-762	YHR049W
2814	OG0002814	snap_masked-mar-_s610-processed-gene-0.62-mRNA-1_1&gene=snap_masked-mar-_s610-processed-gene-0.62&CDS=1-1410	YMR283C
2815	OG0002815	snap_masked-mar-_s613-processed-gene-0.4-mRNA-1_1&gene=snap_masked-mar-_s613-processed-gene-0.4&CDS=1-2460	YPR162C
2816	OG0002816	snap_masked-mar-_s613-processed-gene-0.5-mRNA-1_1&gene=snap_masked-mar-_s613-processed-gene-0.5&CDS=1-1920	YLR452C
2817	OG0002817	augustus_masked-mar-_s614-processed-gene-0.91-mRNA-1_1&gene=augustus_masked-mar-_s614-processed-gene-0.91&CDS=1-3018	YLR001C
2818	OG0002818	snap_masked-mar-_s614-processed-gene-0.5-mRNA-1_1&gene=snap_masked-mar-_s614-processed-gene-0.5&CDS=1-912	YLR220W
2819	OG0002819	maker-mar-_s614-augustus-gene-0.131-mRNA-1_1&gene=maker-mar-_s614-augustus-gene-0.131&CDS=1-885	YGR132C
2820	OG0002820	snap_masked-mar-_s614-processed-gene-0.25-mRNA-1_1&gene=snap_masked-mar-_s614-processed-gene-0.25&CDS=1-1539	YER078C
2821	OG0002821	snap_masked-mar-_s614-processed-gene-0.28-mRNA-1_1&gene=snap_masked-mar-_s614-processed-gene-0.28&CDS=1-474	YPR153W
2822	OG0002822	snap_masked-mar-_s614-processed-gene-0.7-mRNA-1_1&gene=snap_masked-mar-_s614-processed-gene-0.7&CDS=1-744	YGR135W
2823	OG0002823	snap_masked-mar-_s614-processed-gene-0.8-mRNA-1_1&gene=snap_masked-mar-_s614-processed-gene-0.8&CDS=1-1770	YPR155C
2824	OG0002824	snap_masked-mar-_s614-processed-gene-0.29-mRNA-1_1&gene=snap_masked-mar-_s614-processed-gene-0.29&CDS=1-2343	YKL034W
2825	OG0002825	snap_masked-mar-_s614-processed-gene-0.11-mRNA-1_1&gene=snap_masked-mar-_s614-processed-gene-0.11&CDS=1-366	YDR511W
2826	OG0002826	snap_masked-mar-_s614-processed-gene-0.37-mRNA-1_1&gene=snap_masked-mar-_s614-processed-gene-0.37&CDS=1-453	YPR168W
2827	OG0002827	snap_masked-mar-_s614-processed-gene-0.15-mRNA-1_1&gene=snap_masked-mar-_s614-processed-gene-0.15&CDS=1-1431	YNL291C
2828	OG0002828	snap_masked-mar-_s614-processed-gene-0.38-mRNA-1_1&gene=snap_masked-mar-_s614-processed-gene-0.38&CDS=1-441	YOR104W
2829	OG0002829	augustus_masked-mar-_s614-processed-gene-0.105-mRNA-1_1&gene=augustus_masked-mar-_s614-processed-gene-0.105&CDS=1-984	YNL290W
2830	OG0002830	snap_masked-mar-_s614-processed-gene-0.17-mRNA-1_1&gene=snap_masked-mar-_s614-processed-gene-0.17&CDS=1-1188	YKL090W
2831	OG0002831	snap_masked-mar-_s614-processed-gene-0.39-mRNA-1_1&gene=snap_masked-mar-_s614-processed-gene-0.39&CDS=1-1113	YKR038C
2832	OG0002832	augustus_masked-mar-_s614-processed-gene-0.128-mRNA-1_1&gene=augustus_masked-mar-_s614-processed-gene-0.128&CDS=1-315	YGL030W
2833	OG0002833	snap_masked-mar-_s614-processed-gene-0.20-mRNA-1_1&gene=snap_masked-mar-_s614-processed-gene-0.20&CDS=1-1638	YNL275W
2834	OG0002834	snap_masked-mar-_s614-processed-gene-1.2-mRNA-1_1&gene=snap_masked-mar-_s614-processed-gene-1.2&CDS=1-1146	YBR057C
2835	OG0002835	augustus_masked-mar-_s614-processed-gene-1.69-mRNA-1_1&gene=augustus_masked-mar-_s614-processed-gene-1.69&CDS=1-1512	YLR116W
2836	OG0002836	snap_masked-mar-_s614-processed-gene-1.5-mRNA-1_1&gene=snap_masked-mar-_s614-processed-gene-1.5&CDS=1-2532	YJL061W
2837	OG0002837	snap_masked-mar-_s614-processed-gene-1.0-mRNA-1_1&gene=snap_masked-mar-_s614-processed-gene-1.0&CDS=1-1158	YGL213C
2838	OG0002838	snap_masked-mar-_s614-processed-gene-1.9-mRNA-1_1&gene=snap_masked-mar-_s614-processed-gene-1.9&CDS=1-2763	YLR382C
2839	OG0002839	augustus_masked-mar-_s614-processed-gene-1.109-mRNA-1_1&gene=augustus_masked-mar-_s614-processed-gene-1.109&CDS=1-4110	YLR143W
2840	OG0002840	snap_masked-mar-_s614-processed-gene-1.10-mRNA-1_1&gene=snap_masked-mar-_s614-processed-gene-1.10&CDS=1-567	YBR189W
2841	OG0002841	snap_masked-mar-_s614-processed-gene-1.11-mRNA-1_1&gene=snap_masked-mar-_s614-processed-gene-1.11&CDS=1-1983	YKL179C
2842	OG0002842	snap_masked-mar-_s614-processed-gene-1.42-mRNA-1_1&gene=snap_masked-mar-_s614-processed-gene-1.42&CDS=1-945	YOL093W
2843	OG0002843	snap_masked-mar-_s614-processed-gene-1.14-mRNA-1_1&gene=snap_masked-mar-_s614-processed-gene-1.14&CDS=1-1428	YOL072W
2844	OG0002844	snap_masked-mar-_s614-processed-gene-1.49-mRNA-1_1&gene=snap_masked-mar-_s614-processed-gene-1.49&CDS=1-2181	YLR047C
2845	OG0002845	snap_masked-mar-_s614-processed-gene-1.51-mRNA-1_1&gene=snap_masked-mar-_s614-processed-gene-1.51&CDS=1-516	YMR071C
2846	OG0002846	snap_masked-mar-_s614-processed-gene-1.18-mRNA-1_1&gene=snap_masked-mar-_s614-processed-gene-1.18&CDS=1-1233	YGR210C
2847	OG0002847	snap_masked-mar-_s614-processed-gene-1.19-mRNA-1_1&gene=snap_masked-mar-_s614-processed-gene-1.19&CDS=1-1056	YJL145W
2848	OG0002848	snap_masked-mar-_s614-processed-gene-1.21-mRNA-1_1&gene=snap_masked-mar-_s614-processed-gene-1.21&CDS=1-2910	YKL165C
2849	OG0002849	snap_masked-mar-_s614-processed-gene-1.22-mRNA-1_1&gene=snap_masked-mar-_s614-processed-gene-1.22&CDS=1-1506	YKL211C
2850	OG0002850	snap_masked-mar-_s614-processed-gene-1.24-mRNA-1_1&gene=snap_masked-mar-_s614-processed-gene-1.24&CDS=1-1833	YKL212W
2851	OG0002851	snap_masked-mar-_s614-processed-gene-1.27-mRNA-1_1&gene=snap_masked-mar-_s614-processed-gene-1.27&CDS=1-909	YJR077C
2852	OG0002852	snap_masked-mar-_s614-processed-gene-1.29-mRNA-1_1&gene=snap_masked-mar-_s614-processed-gene-1.29&CDS=1-690	YJL148W
2853	OG0002853	snap_masked-mar-_s614-processed-gene-1.31-mRNA-1_1&gene=snap_masked-mar-_s614-processed-gene-1.31&CDS=1-738	YER010C
2854	OG0002854	snap_masked-mar-_s614-processed-gene-1.33-mRNA-1_1&gene=snap_masked-mar-_s614-processed-gene-1.33&CDS=1-1140	YPL203W
2855	OG0002855	augustus_masked-mar-_s614-processed-gene-1.129-mRNA-1_1&gene=augustus_masked-mar-_s614-processed-gene-1.129&CDS=1-378	YER009W
2856	OG0002856	snap_masked-mar-_s614-processed-gene-1.62-mRNA-1_1&gene=snap_masked-mar-_s614-processed-gene-1.62&CDS=1-834	YKR062W
2857	OG0002857	snap_masked-mar-_s614-processed-gene-1.63-mRNA-1_1&gene=snap_masked-mar-_s614-processed-gene-1.63&CDS=1-1704	YBR203W
2858	OG0002858	snap_masked-mar-_s614-processed-gene-1.65-mRNA-1_1&gene=snap_masked-mar-_s614-processed-gene-1.65&CDS=1-2049	YML096W
2859	OG0002859	snap_masked-mar-_s614-processed-gene-1.67-mRNA-1_1&gene=snap_masked-mar-_s614-processed-gene-1.67&CDS=1-2289	YOR080W
2860	OG0002860	snap_masked-mar-_s616-processed-gene-0.0-mRNA-1_1&gene=snap_masked-mar-_s616-processed-gene-0.0&CDS=1-3261	YMR308C
2861	OG0002861	snap_masked-mar-_s616-processed-gene-0.1-mRNA-1_1&gene=snap_masked-mar-_s616-processed-gene-0.1&CDS=1-2133	YLR319C
2862	OG0002862	genemark-mar-_s616-processed-gene-0.13-mRNA-1_1&gene=genemark-mar-_s616-processed-gene-0.13&CDS=1-966	YLR316C
2863	OG0002863	snap_masked-mar-_s616-processed-gene-0.4-mRNA-1_1&gene=snap_masked-mar-_s616-processed-gene-0.4&CDS=1-1062	YLR321C
2864	OG0002864	genemark-mar-_s616-processed-gene-0.15-mRNA-1_1&gene=genemark-mar-_s616-processed-gene-0.15&CDS=1-1347	YNL325C
2865	OG0002865	genemark-mar-_s617-processed-gene-0.13-mRNA-1_1&gene=genemark-mar-_s617-processed-gene-0.13&CDS=1-1203	YML018C
2866	OG0002866	augustus_masked-mar-_s617-processed-gene-0.22-mRNA-1_1&gene=augustus_masked-mar-_s617-processed-gene-0.22&CDS=1-1035	YCR019W
2867	OG0002867	snap_masked-mar-_s617-processed-gene-0.6-mRNA-1_1&gene=snap_masked-mar-_s617-processed-gene-0.6&CDS=1-2493	YDR517W
2868	OG0002868	snap_masked-mar-_s617-processed-gene-0.3-mRNA-1_1&gene=snap_masked-mar-_s617-processed-gene-0.3&CDS=1-495	YBR282W
2869	OG0002869	snap_masked-mar-_s62-processed-gene-0.4-mRNA-1_1&gene=snap_masked-mar-_s62-processed-gene-0.4&CDS=1-657	YNL107W
2870	OG0002870	augustus_masked-mar-_s620-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-mar-_s620-processed-gene-0.6&CDS=1-1740	YLR149C
2871	OG0002871	snap_masked-mar-_s620-processed-gene-0.23-mRNA-1_1&gene=snap_masked-mar-_s620-processed-gene-0.23&CDS=1-1470	YGL112C
2872	OG0002872	snap_masked-mar-_s620-processed-gene-0.30-mRNA-1_1&gene=snap_masked-mar-_s620-processed-gene-0.30&CDS=1-2412	YGL113W
2873	OG0002873	augustus_masked-mar-_s620-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-mar-_s620-processed-gene-0.8&CDS=1-384	YLR104W
2874	OG0002874	snap_masked-mar-_s620-processed-gene-0.33-mRNA-1_1&gene=snap_masked-mar-_s620-processed-gene-0.33&CDS=1-1230	YER019W
2875	OG0002875	augustus_masked-mar-_s621-processed-gene-0.11-mRNA-1_1&gene=augustus_masked-mar-_s621-processed-gene-0.11&CDS=1-2364	YHR204W
2876	OG0002876	snap_masked-mar-_s621-processed-gene-0.21-mRNA-1_1&gene=snap_masked-mar-_s621-processed-gene-0.21&CDS=1-2292	YNL256W
2877	OG0002877	augustus_masked-mar-_s623-processed-gene-0.28-mRNA-1_1&gene=augustus_masked-mar-_s623-processed-gene-0.28&CDS=1-504	YBR137W
2878	OG0002878	snap_masked-mar-_s623-processed-gene-0.15-mRNA-1_1&gene=snap_masked-mar-_s623-processed-gene-0.15&CDS=1-3333	YLR383W
2879	OG0002879	snap_masked-mar-_s623-processed-gene-0.17-mRNA-1_1&gene=snap_masked-mar-_s623-processed-gene-0.17&CDS=1-1212	YER154W
2880	OG0002880	snap_masked-mar-_s623-processed-gene-0.22-mRNA-1_1&gene=snap_masked-mar-_s623-processed-gene-0.22&CDS=1-5592	YER155C
2881	OG0002881	snap_masked-mar-_s625-processed-gene-0.56-mRNA-1_1&gene=snap_masked-mar-_s625-processed-gene-0.56&CDS=1-1086	YBR221C
2882	OG0002882	snap_masked-mar-_s625-processed-gene-0.60-mRNA-1_1&gene=snap_masked-mar-_s625-processed-gene-0.60&CDS=1-3531	YGL062W
2883	OG0002883	snap_masked-mar-_s625-processed-gene-0.49-mRNA-1_1&gene=snap_masked-mar-_s625-processed-gene-0.49&CDS=1-237	YNL211C
2884	OG0002884	snap_masked-mar-_s625-processed-gene-0.63-mRNA-1_1&gene=snap_masked-mar-_s625-processed-gene-0.63&CDS=1-1188	YNL212W
2885	OG0002885	augustus_masked-mar-_s625-processed-gene-0.28-mRNA-1_1&gene=augustus_masked-mar-_s625-processed-gene-0.28&CDS=1-744	YNL213C
2886	OG0002886	augustus_masked-mar-_s625-processed-gene-0.33-mRNA-1_1&gene=augustus_masked-mar-_s625-processed-gene-0.33&CDS=1-1200	YGL048C
2887	OG0002887	snap_masked-mar-_s625-processed-gene-0.54-mRNA-1_1&gene=snap_masked-mar-_s625-processed-gene-0.54&CDS=1-2880	YBR286W
2888	OG0002888	snap_masked-mar-_s628-processed-gene-0.5-mRNA-1_1&gene=snap_masked-mar-_s628-processed-gene-0.5&CDS=1-843	YPR103W
2889	OG0002889	snap_masked-mar-_s628-processed-gene-0.9-mRNA-1_1&gene=snap_masked-mar-_s628-processed-gene-0.9&CDS=1-333	YPR094W
2890	OG0002890	snap_masked-mar-_s63-processed-gene-0.45-mRNA-1_1&gene=snap_masked-mar-_s63-processed-gene-0.45&CDS=1-1437	YHR207C
2891	OG0002891	snap_masked-mar-_s63-processed-gene-0.46-mRNA-1_1&gene=snap_masked-mar-_s63-processed-gene-0.46&CDS=1-1119	YDR005C
2892	OG0002892	snap_masked-mar-_s63-processed-gene-0.47-mRNA-1_1&gene=snap_masked-mar-_s63-processed-gene-0.47&CDS=1-1218	YDR004W
2893	OG0002893	snap_masked-mar-_s63-processed-gene-0.48-mRNA-1_1&gene=snap_masked-mar-_s63-processed-gene-0.48&CDS=1-852	YBR011C
2894	OG0002894	snap_masked-mar-_s63-processed-gene-0.49-mRNA-1_1&gene=snap_masked-mar-_s63-processed-gene-0.49&CDS=1-1476	YCR098C
2895	OG0002895	snap_masked-mar-_s63-processed-gene-0.51-mRNA-1_1&gene=snap_masked-mar-_s63-processed-gene-0.51&CDS=1-711	YEL001C
2896	OG0002896	augustus_masked-mar-_s63-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-mar-_s63-processed-gene-0.4&CDS=1-387	YNR046W
2897	OG0002897	snap_masked-mar-_s63-processed-gene-0.36-mRNA-1_1&gene=snap_masked-mar-_s63-processed-gene-0.36&CDS=1-930	YEL051W
2898	OG0002898	snap_masked-mar-_s63-processed-gene-0.37-mRNA-1_1&gene=snap_masked-mar-_s63-processed-gene-0.37&CDS=1-1887	YKL148C
2899	OG0002899	augustus_masked-mar-_s63-processed-gene-0.19-mRNA-1_1&gene=augustus_masked-mar-_s63-processed-gene-0.19&CDS=1-2514	YGL083W
2900	OG0002900	snap_masked-mar-_s63-processed-gene-0.38-mRNA-1_1&gene=snap_masked-mar-_s63-processed-gene-0.38&CDS=1-594	YPL178W
2901	OG0002901	snap_masked-mar-_s63-processed-gene-0.53-mRNA-1_1&gene=snap_masked-mar-_s63-processed-gene-0.53&CDS=1-1746	YAL067C
2902	OG0002902	snap_masked-mar-_s63-processed-gene-0.39-mRNA-1_1&gene=snap_masked-mar-_s63-processed-gene-0.39&CDS=1-978	YML121W
2903	OG0002903	snap_masked-mar-_s63-processed-gene-0.40-mRNA-1_1&gene=snap_masked-mar-_s63-processed-gene-0.40&CDS=1-1335	YHR190W
2904	OG0002904	snap_masked-mar-_s63-processed-gene-0.54-mRNA-1_1&gene=snap_masked-mar-_s63-processed-gene-0.54&CDS=1-1269	YBR279W
2905	OG0002905	snap_masked-mar-_s63-processed-gene-0.56-mRNA-1_1&gene=snap_masked-mar-_s63-processed-gene-0.56&CDS=1-954	YJR096W
2906	OG0002906	augustus_masked-mar-_s63-processed-gene-0.11-mRNA-1_1&gene=augustus_masked-mar-_s63-processed-gene-0.11&CDS=1-642	YML001W
2907	OG0002907	snap_masked-mar-_s63-processed-gene-0.59-mRNA-1_1&gene=snap_masked-mar-_s63-processed-gene-0.59&CDS=1-2022	YJL090C
2908	OG0002908	snap_masked-mar-_s63-processed-gene-1.33-mRNA-1_1&gene=snap_masked-mar-_s63-processed-gene-1.33&CDS=1-6774	YMR176W
2909	OG0002909	augustus_masked-mar-_s63-processed-gene-1.2-mRNA-1_1&gene=augustus_masked-mar-_s63-processed-gene-1.2&CDS=1-1734	YDL210W
2910	OG0002910	augustus_masked-mar-_s63-processed-gene-1.24-mRNA-1_1&gene=augustus_masked-mar-_s63-processed-gene-1.24&CDS=1-3627	YEL031W
2911	OG0002911	snap_masked-mar-_s63-processed-gene-1.63-mRNA-1_1&gene=snap_masked-mar-_s63-processed-gene-1.63&CDS=1-906	YGR096W
2912	OG0002912	snap_masked-mar-_s63-processed-gene-1.49-mRNA-1_1&gene=snap_masked-mar-_s63-processed-gene-1.49&CDS=1-2103	YLR396C
2913	OG0002913	snap_masked-mar-_s63-processed-gene-1.64-mRNA-1_1&gene=snap_masked-mar-_s63-processed-gene-1.64&CDS=1-183	YDL067C
2914	OG0002914	snap_masked-mar-_s63-processed-gene-1.50-mRNA-1_1&gene=snap_masked-mar-_s63-processed-gene-1.50&CDS=1-249	YLR395C
2915	OG0002915	augustus_masked-mar-_s63-processed-gene-1.15-mRNA-1_1&gene=augustus_masked-mar-_s63-processed-gene-1.15&CDS=1-1707	YIL101C
2916	OG0002916	snap_masked-mar-_s63-processed-gene-1.53-mRNA-1_1&gene=snap_masked-mar-_s63-processed-gene-1.53&CDS=1-2292	YNL041C
2917	OG0002917	augustus_masked-mar-_s63-processed-gene-1.27-mRNA-1_1&gene=augustus_masked-mar-_s63-processed-gene-1.27&CDS=1-1254	YIL103W
2918	OG0002918	snap_masked-mar-_s63-processed-gene-1.55-mRNA-1_1&gene=snap_masked-mar-_s63-processed-gene-1.55&CDS=1-1515	YIL104C
2919	OG0002919	augustus_masked-mar-_s63-processed-gene-1.28-mRNA-1_1&gene=augustus_masked-mar-_s63-processed-gene-1.28&CDS=1-1473	YNL042W
2920	OG0002920	snap_masked-mar-_s63-processed-gene-1.57-mRNA-1_1&gene=snap_masked-mar-_s63-processed-gene-1.57&CDS=1-2253	YFR009W
2921	OG0002921	snap_masked-mar-_s63-processed-gene-1.58-mRNA-1_1&gene=snap_masked-mar-_s63-processed-gene-1.58&CDS=1-1284	YPL103C
2922	OG0002922	snap_masked-mar-_s63-processed-gene-1.69-mRNA-1_1&gene=snap_masked-mar-_s63-processed-gene-1.69&CDS=1-303	YPL098C
2923	OG0002923	augustus_masked-mar-_s63-processed-gene-1.21-mRNA-1_1&gene=augustus_masked-mar-_s63-processed-gene-1.21&CDS=1-444	YFR011C
2924	OG0002924	augustus_masked-mar-_s63-processed-gene-1.31-mRNA-1_1&gene=augustus_masked-mar-_s63-processed-gene-1.31&CDS=1-3141	YMR110C
2925	OG0002925	snap_masked-mar-_s63-processed-gene-1.60-mRNA-1_1&gene=snap_masked-mar-_s63-processed-gene-1.60&CDS=1-1734	YFR021W
2926	OG0002926	augustus_masked-mar-_s63-processed-gene-2.0-mRNA-1_1&gene=augustus_masked-mar-_s63-processed-gene-2.0&CDS=1-2511	YOR249C
2927	OG0002927	snap_masked-mar-_s63-processed-gene-2.57-mRNA-1_1&gene=snap_masked-mar-_s63-processed-gene-2.57&CDS=1-651	YPR113W
2928	OG0002928	snap_masked-mar-_s63-processed-gene-2.58-mRNA-1_1&gene=snap_masked-mar-_s63-processed-gene-2.58&CDS=1-966	YLR354C
2929	OG0002929	maker-mar-_s63-snap-gene-2.52-mRNA-1_1&gene=maker-mar-_s63-snap-gene-2.52&CDS=1-561	YDR236C
2930	OG0002930	snap_masked-mar-_s63-processed-gene-2.82-mRNA-1_1&gene=snap_masked-mar-_s63-processed-gene-2.82&CDS=1-1404	YDR235W
2931	OG0002931	augustus_masked-mar-_s63-processed-gene-2.28-mRNA-1_1&gene=augustus_masked-mar-_s63-processed-gene-2.28&CDS=1-1272	YOR303W
2932	OG0002932	snap_masked-mar-_s63-processed-gene-2.59-mRNA-1_1&gene=snap_masked-mar-_s63-processed-gene-2.59&CDS=1-1038	YPR127W
2933	OG0002933	snap_masked-mar-_s63-processed-gene-2.88-mRNA-1_1&gene=snap_masked-mar-_s63-processed-gene-2.88&CDS=1-1329	YKL059C
2934	OG0002934	snap_masked-mar-_s63-processed-gene-2.89-mRNA-1_1&gene=snap_masked-mar-_s63-processed-gene-2.89&CDS=1-1125	YMR028W
2935	OG0002935	snap_masked-mar-_s63-processed-gene-2.61-mRNA-1_1&gene=snap_masked-mar-_s63-processed-gene-2.61&CDS=1-363	YKL058W
2936	OG0002936	snap_masked-mar-_s63-processed-gene-2.91-mRNA-1_1&gene=snap_masked-mar-_s63-processed-gene-2.91&CDS=1-1362	YMR027W
2937	OG0002937	snap_masked-mar-_s63-processed-gene-2.94-mRNA-1_1&gene=snap_masked-mar-_s63-processed-gene-2.94&CDS=1-2103	YBR094W
2938	OG0002938	augustus_masked-mar-_s63-processed-gene-2.8-mRNA-1_1&gene=augustus_masked-mar-_s63-processed-gene-2.8&CDS=1-324	YBR091C
2939	OG0002939	snap_masked-mar-_s63-processed-gene-2.96-mRNA-1_1&gene=snap_masked-mar-_s63-processed-gene-2.96&CDS=1-1074	YKL060C
2940	OG0002940	snap_masked-mar-_s63-processed-gene-2.62-mRNA-1_1&gene=snap_masked-mar-_s63-processed-gene-2.62&CDS=1-606	YPR051W
2941	OG0002941	snap_masked-mar-_s63-processed-gene-2.63-mRNA-1_1&gene=snap_masked-mar-_s63-processed-gene-2.63&CDS=1-1173	YBR095C
2942	OG0002942	snap_masked-mar-_s63-processed-gene-2.64-mRNA-1_1&gene=snap_masked-mar-_s63-processed-gene-2.64&CDS=1-777	YBR088C
2943	OG0002943	snap_masked-mar-_s63-processed-gene-2.97-mRNA-1_1&gene=snap_masked-mar-_s63-processed-gene-2.97&CDS=1-1332	YPL259C
2944	OG0002944	snap_masked-mar-_s63-processed-gene-2.67-mRNA-1_1&gene=snap_masked-mar-_s63-processed-gene-2.67&CDS=1-1359	YOL030W
2945	OG0002945	snap_masked-mar-_s63-processed-gene-2.98-mRNA-1_1&gene=snap_masked-mar-_s63-processed-gene-2.98&CDS=1-1386	YDL147W
