	OrthologID	Candida_orthopsilosis	Saccharomyces_cerevisiae
2580	OG0002580	genemark-NC_018298.1-processed-gene-8.53-mRNA-1_1&gene=genemark-NC_018298.1-processed-gene-8.53&CDS=1-1278	YDL097C
2581	OG0002581	genemark-NC_018298.1-processed-gene-8.73-mRNA-1_1&gene=genemark-NC_018298.1-processed-gene-8.73&CDS=1-2241	YDL116W
2582	OG0002582	genemark-NC_018298.1-processed-gene-8.54-mRNA-1_1&gene=genemark-NC_018298.1-processed-gene-8.54&CDS=1-1488	YDL089W
2583	OG0002583	genemark-NC_018298.1-processed-gene-8.56-mRNA-1_1&gene=genemark-NC_018298.1-processed-gene-8.56&CDS=1-900	YDL111C
2584	OG0002584	genemark-NC_018298.1-processed-gene-8.76-mRNA-1_1&gene=genemark-NC_018298.1-processed-gene-8.76&CDS=1-4116	YDL112W
2585	OG0002585	genemark-NC_018298.1-processed-gene-8.59-mRNA-1_1&gene=genemark-NC_018298.1-processed-gene-8.59&CDS=1-5187	YMR162C
2586	OG0002586	augustus_masked-NC_018298.1-processed-gene-8.117-mRNA-1_1&gene=augustus_masked-NC_018298.1-processed-gene-8.117&CDS=1-2412	YOR208W
2587	OG0002587	genemark-NC_018298.1-processed-gene-8.61-mRNA-1_1&gene=genemark-NC_018298.1-processed-gene-8.61&CDS=1-2322	YDL113C
2588	OG0002588	genemark-NC_018298.1-processed-gene-8.81-mRNA-1_1&gene=genemark-NC_018298.1-processed-gene-8.81&CDS=1-666	YMR069W
2589	OG0002589	genemark-NC_018298.1-processed-gene-8.83-mRNA-1_1&gene=genemark-NC_018298.1-processed-gene-8.83&CDS=1-2688	YGR188C
2590	OG0002590	genemark-NC_018298.1-processed-gene-8.65-mRNA-1_1&gene=genemark-NC_018298.1-processed-gene-8.65&CDS=1-1824	YHR188C
2591	OG0002591	genemark-NC_018298.1-processed-gene-8.84-mRNA-1_1&gene=genemark-NC_018298.1-processed-gene-8.84&CDS=1-888	YHR187W
2592	OG0002592	genemark-NC_018298.1-processed-gene-8.66-mRNA-1_1&gene=genemark-NC_018298.1-processed-gene-8.66&CDS=1-3228	YMR288W
2593	OG0002593	snap_masked-NC_018298.1-processed-gene-9.6-mRNA-1_1&gene=snap_masked-NC_018298.1-processed-gene-9.6&CDS=1-1128	YDR288W
2594	OG0002594	genemark-NC_018298.1-processed-gene-9.41-mRNA-1_1&gene=genemark-NC_018298.1-processed-gene-9.41&CDS=1-2043	YHR042W
2595	OG0002595	genemark-NC_018298.1-processed-gene-9.61-mRNA-1_1&gene=genemark-NC_018298.1-processed-gene-9.61&CDS=1-2928	YGL180W
2596	OG0002596	genemark-NC_018298.1-processed-gene-9.47-mRNA-1_1&gene=genemark-NC_018298.1-processed-gene-9.47&CDS=1-1326	YMR135C
2597	OG0002597	genemark-NC_018298.1-processed-gene-9.63-mRNA-1_1&gene=genemark-NC_018298.1-processed-gene-9.63&CDS=1-663	YMR134W
2598	OG0002598	genemark-NC_018298.1-processed-gene-9.64-mRNA-1_1&gene=genemark-NC_018298.1-processed-gene-9.64&CDS=1-1287	YOR117W
2599	OG0002599	maker-NC_018298.1-snap-gene-9.2-mRNA-1_1&gene=maker-NC_018298.1-snap-gene-9.2&CDS=1-435	YLR245C
2600	OG0002600	genemark-NC_018298.1-processed-gene-9.49-mRNA-1_1&gene=genemark-NC_018298.1-processed-gene-9.49&CDS=1-936	YDL014W
2601	OG0002601	genemark-NC_018298.1-processed-gene-9.65-mRNA-1_1&gene=genemark-NC_018298.1-processed-gene-9.65&CDS=1-1431	YIL154C
2602	OG0002602	genemark-NC_018298.1-processed-gene-9.66-mRNA-1_1&gene=genemark-NC_018298.1-processed-gene-9.66&CDS=1-6312	YDR150W
2603	OG0002603	genemark-NC_018298.1-processed-gene-9.52-mRNA-1_1&gene=genemark-NC_018298.1-processed-gene-9.52&CDS=1-1053	YGL001C
2604	OG0002604	genemark-NC_018298.1-processed-gene-9.68-mRNA-1_1&gene=genemark-NC_018298.1-processed-gene-9.68&CDS=1-984	YGR280C
2605	OG0002605	snap_masked-NC_018298.1-processed-gene-9.19-mRNA-1_1&gene=snap_masked-NC_018298.1-processed-gene-9.19&CDS=1-4755	YER008C
2606	OG0002606	snap_masked-NC_018298.1-processed-gene-9.36-mRNA-1_1&gene=snap_masked-NC_018298.1-processed-gene-9.36&CDS=1-561	YAL059W
2607	OG0002607	genemark-NC_018298.1-processed-gene-9.70-mRNA-1_1&gene=genemark-NC_018298.1-processed-gene-9.70&CDS=1-1989	YDR311W
2608	OG0002608	genemark-NC_018298.1-processed-gene-9.55-mRNA-1_1&gene=genemark-NC_018298.1-processed-gene-9.55&CDS=1-585	YIL157C
2609	OG0002609	maker-NC_018298.1-snap-gene-9.5-mRNA-1_1&gene=maker-NC_018298.1-snap-gene-9.5&CDS=1-1998	YBR182C
2610	OG0002610	genemark-NC_018298.1-processed-gene-10.41-mRNA-1_1&gene=genemark-NC_018298.1-processed-gene-10.41&CDS=1-750	YOR077W
2611	OG0002611	augustus_masked-NC_018298.1-processed-gene-10.5-mRNA-1_1&gene=augustus_masked-NC_018298.1-processed-gene-10.5&CDS=1-2070	YKR087C
2612	OG0002612	genemark-NC_018298.1-processed-gene-10.50-mRNA-1_1&gene=genemark-NC_018298.1-processed-gene-10.50&CDS=1-519	YDL120W
2613	OG0002613	genemark-NC_018298.1-processed-gene-10.64-mRNA-1_1&gene=genemark-NC_018298.1-processed-gene-10.64&CDS=1-2772	YNL054W
2614	OG0002614	genemark-NC_018298.1-processed-gene-10.65-mRNA-1_1&gene=genemark-NC_018298.1-processed-gene-10.65&CDS=1-2007	YKR099W
2615	OG0002615	genemark-NC_018298.1-processed-gene-10.66-mRNA-1_1&gene=genemark-NC_018298.1-processed-gene-10.66&CDS=1-978	YKR080W
2616	OG0002616	genemark-NC_018298.1-processed-gene-10.67-mRNA-1_1&gene=genemark-NC_018298.1-processed-gene-10.67&CDS=1-1686	YOR070C
2617	OG0002617	genemark-NC_018298.1-processed-gene-10.68-mRNA-1_1&gene=genemark-NC_018298.1-processed-gene-10.68&CDS=1-1611	YHR064C
2618	OG0002618	genemark-NC_018298.1-processed-gene-10.51-mRNA-1_1&gene=genemark-NC_018298.1-processed-gene-10.51&CDS=1-597	YDL200C
2619	OG0002619	maker-NC_018298.1-snap-gene-10.85-mRNA-1_1&gene=maker-NC_018298.1-snap-gene-10.85&CDS=1-2052	YMR239C
2620	OG0002620	genemark-NC_018298.1-processed-gene-10.52-mRNA-1_1&gene=genemark-NC_018298.1-processed-gene-10.52&CDS=1-747	YDL202W
2621	OG0002621	genemark-NC_018298.1-processed-gene-10.53-mRNA-1_1&gene=genemark-NC_018298.1-processed-gene-10.53&CDS=1-942	YDL201W
2622	OG0002622	maker-NC_018298.1-snap-gene-10.86-mRNA-1_1&gene=maker-NC_018298.1-snap-gene-10.86&CDS=1-1701	YDR257C
2623	OG0002623	genemark-NC_018298.1-processed-gene-10.75-mRNA-1_1&gene=genemark-NC_018298.1-processed-gene-10.75&CDS=1-1125	YOR026W
2624	OG0002624	snap_masked-NC_018298.1-processed-gene-10.103-mRNA-1_1&gene=snap_masked-NC_018298.1-processed-gene-10.103&CDS=1-1962	YOL070C
2625	OG0002625	genemark-NC_018298.1-processed-gene-10.76-mRNA-1_1&gene=genemark-NC_018298.1-processed-gene-10.76&CDS=1-3246	YLR071C
2626	OG0002626	augustus_masked-NC_018298.1-processed-gene-10.33-mRNA-1_1&gene=augustus_masked-NC_018298.1-processed-gene-10.33&CDS=1-2013	YKL116C
2627	OG0002627	genemark-NC_018298.1-processed-gene-10.57-mRNA-1_1&gene=genemark-NC_018298.1-processed-gene-10.57&CDS=1-6009	YPL085W
2628	OG0002628	genemark-NC_018298.1-processed-gene-10.79-mRNA-1_1&gene=genemark-NC_018298.1-processed-gene-10.79&CDS=1-900	YMR099C
2629	OG0002629	genemark-NC_018298.1-processed-gene-10.60-mRNA-1_1&gene=genemark-NC_018298.1-processed-gene-10.60&CDS=1-1905	YDL035C
2630	OG0002630	genemark-NC_018298.1-processed-gene-10.81-mRNA-1_1&gene=genemark-NC_018298.1-processed-gene-10.81&CDS=1-981	YJL208C
2631	OG0002631	genemark-NC_018298.1-processed-gene-10.63-mRNA-1_1&gene=genemark-NC_018298.1-processed-gene-10.63&CDS=1-6138	YKL182W
2632	OG0002632	genemark-NC_018298.1-processed-gene-11.6-mRNA-1_1&gene=genemark-NC_018298.1-processed-gene-11.6&CDS=1-3444	YLR410W
2633	OG0002633	genemark-NC_018298.1-processed-gene-11.7-mRNA-1_1&gene=genemark-NC_018298.1-processed-gene-11.7&CDS=1-1635	YNL189W
2634	OG0002634	genemark-NC_018298.1-processed-gene-11.5-mRNA-1_1&gene=genemark-NC_018298.1-processed-gene-11.5&CDS=1-762	YHR140W
2635	OG0002635	genemark-NC_018298.1-processed-gene-11.8-mRNA-1_1&gene=genemark-NC_018298.1-processed-gene-11.8&CDS=1-408	YKL170W
2636	OG0002636	maker-NC_018298.1-snap-gene-11.97-mRNA-1_1&gene=maker-NC_018298.1-snap-gene-11.97&CDS=1-2001	YLR172C
2637	OG0002637	genemark-NC_018298.1-processed-gene-11.39-mRNA-1_1&gene=genemark-NC_018298.1-processed-gene-11.39&CDS=1-1188	YCR044C
2638	OG0002638	genemark-NC_018298.1-processed-gene-11.41-mRNA-1_1&gene=genemark-NC_018298.1-processed-gene-11.41&CDS=1-690	YDR468C
2639	OG0002639	genemark-NC_018298.1-processed-gene-11.15-mRNA-1_1&gene=genemark-NC_018298.1-processed-gene-11.15&CDS=1-435	YDR469W
2640	OG0002640	genemark-NC_018298.1-processed-gene-11.16-mRNA-1_1&gene=genemark-NC_018298.1-processed-gene-11.16&CDS=1-1635	YDR470C
2641	OG0002641	maker-NC_018298.1-augustus-gene-11.0-mRNA-1_1&gene=maker-NC_018298.1-augustus-gene-11.0&CDS=1-2274	YDR339C
2642	OG0002642	genemark-NC_018298.1-processed-gene-11.43-mRNA-1_1&gene=genemark-NC_018298.1-processed-gene-11.43&CDS=1-576	YJR069C
2643	OG0002643	genemark-NC_018298.1-processed-gene-11.45-mRNA-1_1&gene=genemark-NC_018298.1-processed-gene-11.45&CDS=1-909	YOR143C
2644	OG0002644	snap_masked-NC_018298.1-processed-gene-11.91-mRNA-1_1&gene=snap_masked-NC_018298.1-processed-gene-11.91&CDS=1-495	YML030W
2645	OG0002645	genemark-NC_018298.1-processed-gene-11.47-mRNA-1_1&gene=genemark-NC_018298.1-processed-gene-11.47&CDS=1-570	YDR454C
2646	OG0002646	genemark-NC_018298.1-processed-gene-11.25-mRNA-1_1&gene=genemark-NC_018298.1-processed-gene-11.25&CDS=1-2874	YOR160W
2647	OG0002647	genemark-NC_018298.1-processed-gene-11.49-mRNA-1_1&gene=genemark-NC_018298.1-processed-gene-11.49&CDS=1-3282	YDR270W
2648	OG0002648	genemark-NC_018298.1-processed-gene-11.27-mRNA-1_1&gene=genemark-NC_018298.1-processed-gene-11.27&CDS=1-924	YIL164C
2649	OG0002649	genemark-NC_018298.1-processed-gene-12.51-mRNA-1_1&gene=genemark-NC_018298.1-processed-gene-12.51&CDS=1-1155	YDR267C
2650	OG0002650	genemark-NC_018298.1-processed-gene-12.47-mRNA-1_1&gene=genemark-NC_018298.1-processed-gene-12.47&CDS=1-1605	YOR037W
2651	OG0002651	snap_masked-NC_018298.1-processed-gene-12.96-mRNA-1_1&gene=snap_masked-NC_018298.1-processed-gene-12.96&CDS=1-3009	YOR038C
2652	OG0002652	genemark-NC_018298.1-processed-gene-12.48-mRNA-1_1&gene=genemark-NC_018298.1-processed-gene-12.48&CDS=1-1185	YDR459C
2653	OG0002653	genemark-NC_018298.1-processed-gene-12.49-mRNA-1_1&gene=genemark-NC_018298.1-processed-gene-12.49&CDS=1-1266	YDR527W
2654	OG0002654	genemark-NC_018298.1-processed-gene-12.53-mRNA-1_1&gene=genemark-NC_018298.1-processed-gene-12.53&CDS=1-2655	YCL045C
2655	OG0002655	snap_masked-NC_018298.1-processed-gene-12.117-mRNA-1_1&gene=snap_masked-NC_018298.1-processed-gene-12.117&CDS=1-2226	YDR479C
2656	OG0002656	snap_masked-NC_018298.1-processed-gene-12.118-mRNA-1_1&gene=snap_masked-NC_018298.1-processed-gene-12.118&CDS=1-1554	YOR025W
2657	OG0002657	genemark-NC_018298.1-processed-gene-12.76-mRNA-1_1&gene=genemark-NC_018298.1-processed-gene-12.76&CDS=1-2022	YDR477W
2658	OG0002658	augustus_masked-NC_018298.1-processed-gene-12.11-mRNA-1_1&gene=augustus_masked-NC_018298.1-processed-gene-12.11&CDS=1-1992	YOR125C
2659	OG0002659	genemark-NC_018298.1-processed-gene-12.57-mRNA-1_1&gene=genemark-NC_018298.1-processed-gene-12.57&CDS=1-1233	YAL042W
2660	OG0002660	genemark-NC_018298.1-processed-gene-12.78-mRNA-1_1&gene=genemark-NC_018298.1-processed-gene-12.78&CDS=1-876	YNL252C
2661	OG0002661	genemark-NC_018298.1-processed-gene-12.58-mRNA-1_1&gene=genemark-NC_018298.1-processed-gene-12.58&CDS=1-2052	YNL251C
2662	OG0002662	genemark-NC_018298.1-processed-gene-12.59-mRNA-1_1&gene=genemark-NC_018298.1-processed-gene-12.59&CDS=1-1062	YNL254C
2663	OG0002663	genemark-NC_018298.1-processed-gene-12.60-mRNA-1_1&gene=genemark-NC_018298.1-processed-gene-12.60&CDS=1-2382	YNL256W
2664	OG0002664	genemark-NC_018298.1-processed-gene-12.61-mRNA-1_1&gene=genemark-NC_018298.1-processed-gene-12.61&CDS=1-1674	YNL294C
2665	OG0002665	augustus_masked-NC_018298.1-processed-gene-12.34-mRNA-1_1&gene=augustus_masked-NC_018298.1-processed-gene-12.34&CDS=1-3201	YOL066C
2666	OG0002666	genemark-NC_018298.1-processed-gene-12.62-mRNA-1_1&gene=genemark-NC_018298.1-processed-gene-12.62&CDS=1-1395	YOL065C
2667	OG0002667	genemark-NC_018298.1-processed-gene-12.84-mRNA-1_1&gene=genemark-NC_018298.1-processed-gene-12.84&CDS=1-2310	YDL040C
2668	OG0002668	genemark-NC_018298.1-processed-gene-12.87-mRNA-1_1&gene=genemark-NC_018298.1-processed-gene-12.87&CDS=1-1671	YKR002W
2669	OG0002669	genemark-NC_018298.1-processed-gene-12.69-mRNA-1_1&gene=genemark-NC_018298.1-processed-gene-12.69&CDS=1-2811	YNL267W
2670	OG0002670	maker-NC_018298.1-snap-gene-12.43-mRNA-1_1&gene=maker-NC_018298.1-snap-gene-12.43&CDS=1-510	YCR097W
2671	OG0002671	genemark-NC_018298.1-processed-gene-12.70-mRNA-1_1&gene=genemark-NC_018298.1-processed-gene-12.70&CDS=1-2349	YJL204C
2672	OG0002672	genemark-NC_018298.1-processed-gene-12.89-mRNA-1_1&gene=genemark-NC_018298.1-processed-gene-12.89&CDS=1-573	YBR122C
2673	OG0002673	genemark-NC_018298.1-processed-gene-12.72-mRNA-1_1&gene=genemark-NC_018298.1-processed-gene-12.72&CDS=1-1635	YJL111W
2674	OG0002674	genemark-NC_018298.1-processed-gene-13.143-mRNA-1_1&gene=genemark-NC_018298.1-processed-gene-13.143&CDS=1-1506	YHR024C
2675	OG0002675	genemark-NC_018298.1-processed-gene-13.142-mRNA-1_1&gene=genemark-NC_018298.1-processed-gene-13.142&CDS=1-567	YML036W
2676	OG0002676	maker-NC_018298.1-snap-gene-13.8-mRNA-1_1&gene=maker-NC_018298.1-snap-gene-13.8&CDS=1-2514	YHR025W
2677	OG0002677	genemark-NC_018298.1-processed-gene-13.182-mRNA-1_1&gene=genemark-NC_018298.1-processed-gene-13.182&CDS=1-1566	YHR007C
2678	OG0002678	genemark-NC_018298.1-processed-gene-13.146-mRNA-1_1&gene=genemark-NC_018298.1-processed-gene-13.146&CDS=1-1302	YDR465C
2679	OG0002679	genemark-NC_018298.1-processed-gene-13.184-mRNA-1_1&gene=genemark-NC_018298.1-processed-gene-13.184&CDS=1-1083	YDR460W
2680	OG0002680	genemark-NC_018298.1-processed-gene-13.147-mRNA-1_1&gene=genemark-NC_018298.1-processed-gene-13.147&CDS=1-2400	YAL041W
2681	OG0002681	genemark-NC_018298.1-processed-gene-13.148-mRNA-1_1&gene=genemark-NC_018298.1-processed-gene-13.148&CDS=1-1890	YOR356W
2682	OG0002682	genemark-NC_018298.1-processed-gene-13.186-mRNA-1_1&gene=genemark-NC_018298.1-processed-gene-13.186&CDS=1-1842	YOR355W
2683	OG0002683	genemark-NC_018298.1-processed-gene-13.149-mRNA-1_1&gene=genemark-NC_018298.1-processed-gene-13.149&CDS=1-930	YHL013C
2684	OG0002684	genemark-NC_018298.1-processed-gene-13.150-mRNA-1_1&gene=genemark-NC_018298.1-processed-gene-13.150&CDS=1-819	YAL039C
2685	OG0002685	genemark-NC_018298.1-processed-gene-13.151-mRNA-1_1&gene=genemark-NC_018298.1-processed-gene-13.151&CDS=1-678	YOL110W
2686	OG0002686	genemark-NC_018298.1-processed-gene-13.152-mRNA-1_1&gene=genemark-NC_018298.1-processed-gene-13.152&CDS=1-1179	YNL292W
2687	OG0002687	maker-NC_018298.1-augustus-gene-13.0-mRNA-1_1&gene=maker-NC_018298.1-augustus-gene-13.0&CDS=1-2547	YKR001C
2688	OG0002688	genemark-NC_018298.1-processed-gene-13.156-mRNA-1_1&gene=genemark-NC_018298.1-processed-gene-13.156&CDS=1-1314	YOL052C
2689	OG0002689	genemark-NC_018298.1-processed-gene-13.190-mRNA-1_1&gene=genemark-NC_018298.1-processed-gene-13.190&CDS=1-909	YBR085W
2690	OG0002690	genemark-NC_018298.1-processed-gene-13.192-mRNA-1_1&gene=genemark-NC_018298.1-processed-gene-13.192&CDS=1-456	YDR092W
2691	OG0002691	genemark-NC_018298.1-processed-gene-13.195-mRNA-1_1&gene=genemark-NC_018298.1-processed-gene-13.195&CDS=1-3573	YKL092C
2692	OG0002692	genemark-NC_018298.1-processed-gene-13.159-mRNA-1_1&gene=genemark-NC_018298.1-processed-gene-13.159&CDS=1-3042	YMR080C
2693	OG0002693	genemark-NC_018298.1-processed-gene-13.160-mRNA-1_1&gene=genemark-NC_018298.1-processed-gene-13.160&CDS=1-918	YMR079W
2694	OG0002694	genemark-NC_018298.1-processed-gene-13.162-mRNA-1_1&gene=genemark-NC_018298.1-processed-gene-13.162&CDS=1-717	YKL002W
2695	OG0002695	genemark-NC_018298.1-processed-gene-13.196-mRNA-1_1&gene=genemark-NC_018298.1-processed-gene-13.196&CDS=1-600	YKL001C
2696	OG0002696	genemark-NC_018298.1-processed-gene-13.163-mRNA-1_1&gene=genemark-NC_018298.1-processed-gene-13.163&CDS=1-354	YKL003C
2697	OG0002697	genemark-NC_018298.1-processed-gene-13.198-mRNA-1_1&gene=genemark-NC_018298.1-processed-gene-13.198&CDS=1-429	YLL050C
2698	OG0002698	genemark-NC_018298.1-processed-gene-13.167-mRNA-1_1&gene=genemark-NC_018298.1-processed-gene-13.167&CDS=1-8979	YLR087C
2699	OG0002699	genemark-NC_018298.1-processed-gene-13.200-mRNA-1_1&gene=genemark-NC_018298.1-processed-gene-13.200&CDS=1-309	YDR115W
2700	OG0002700	genemark-NC_018298.1-processed-gene-13.169-mRNA-1_1&gene=genemark-NC_018298.1-processed-gene-13.169&CDS=1-4155	YLR086W
2701	OG0002701	genemark-NC_018298.1-processed-gene-13.201-mRNA-1_1&gene=genemark-NC_018298.1-processed-gene-13.201&CDS=1-1032	YLR405W
2702	OG0002702	genemark-NC_018298.1-processed-gene-13.202-mRNA-1_1&gene=genemark-NC_018298.1-processed-gene-13.202&CDS=1-2190	YLR399C
2703	OG0002703	genemark-NC_018298.1-processed-gene-13.203-mRNA-1_1&gene=genemark-NC_018298.1-processed-gene-13.203&CDS=1-2061	YDL074C
2704	OG0002704	genemark-NC_018298.1-processed-gene-13.170-mRNA-1_1&gene=genemark-NC_018298.1-processed-gene-13.170&CDS=1-2676	YBR229C
2705	OG0002705	snap_masked-NC_018298.1-processed-gene-13.73-mRNA-1_1&gene=snap_masked-NC_018298.1-processed-gene-13.73&CDS=1-660	YLR412W
2706	OG0002706	genemark-NC_018298.1-processed-gene-13.172-mRNA-1_1&gene=genemark-NC_018298.1-processed-gene-13.172&CDS=1-1248	YKL181W
2707	OG0002707	augustus_masked-NC_018298.1-processed-gene-13.111-mRNA-1_1&gene=augustus_masked-NC_018298.1-processed-gene-13.111&CDS=1-3195	YOL008W
2708	OG0002708	genemark-NC_018298.1-processed-gene-13.207-mRNA-1_1&gene=genemark-NC_018298.1-processed-gene-13.207&CDS=1-1509	YCR053W
2709	OG0002709	genemark-NC_018298.1-processed-gene-13.179-mRNA-1_1&gene=genemark-NC_018298.1-processed-gene-13.179&CDS=1-1146	YGR046W
2710	OG0002710	genemark-NC_018300.1-processed-gene-0.25-mRNA-1_1&gene=genemark-NC_018300.1-processed-gene-0.25&CDS=1-1212	YDR388W
2711	OG0002711	maker-NC_018300.1-augustus-gene-0.151-mRNA-1_1&gene=maker-NC_018300.1-augustus-gene-0.151&CDS=1-2688	YPR033C
2712	OG0002712	augustus_masked-NC_018300.1-processed-gene-0.106-mRNA-1_1&gene=augustus_masked-NC_018300.1-processed-gene-0.106&CDS=1-927	YBR057C
2713	OG0002713	genemark-NC_018300.1-processed-gene-0.28-mRNA-1_1&gene=genemark-NC_018300.1-processed-gene-0.28&CDS=1-1380	YOL030W
2714	OG0002714	genemark-NC_018300.1-processed-gene-0.29-mRNA-1_1&gene=genemark-NC_018300.1-processed-gene-0.29&CDS=1-1773	YJR016C
2715	OG0002715	genemark-NC_018300.1-processed-gene-0.30-mRNA-1_1&gene=genemark-NC_018300.1-processed-gene-0.30&CDS=1-1374	YDL147W
2716	OG0002716	snap_masked-NC_018300.1-processed-gene-0.58-mRNA-1_1&gene=snap_masked-NC_018300.1-processed-gene-0.58&CDS=1-2712	YIR007W
2717	OG0002717	genemark-NC_018300.1-processed-gene-0.31-mRNA-1_1&gene=genemark-NC_018300.1-processed-gene-0.31&CDS=1-1380	YIR008C
2718	OG0002718	genemark-NC_018300.1-processed-gene-0.32-mRNA-1_1&gene=genemark-NC_018300.1-processed-gene-0.32&CDS=1-1284	YIR012W
2719	OG0002719	genemark-NC_018300.1-processed-gene-0.8-mRNA-1_1&gene=genemark-NC_018300.1-processed-gene-0.8&CDS=1-909	YER055C
2720	OG0002720	genemark-NC_018300.1-processed-gene-0.33-mRNA-1_1&gene=genemark-NC_018300.1-processed-gene-0.33&CDS=1-582	YER012W
2721	OG0002721	genemark-NC_018300.1-processed-gene-0.34-mRNA-1_1&gene=genemark-NC_018300.1-processed-gene-0.34&CDS=1-711	YBR256C
2722	OG0002722	genemark-NC_018300.1-processed-gene-0.9-mRNA-1_1&gene=genemark-NC_018300.1-processed-gene-0.9&CDS=1-345	YPR166C
2723	OG0002723	augustus_masked-NC_018300.1-processed-gene-0.114-mRNA-1_1&gene=augustus_masked-NC_018300.1-processed-gene-0.114&CDS=1-4248	YJR124C
2724	OG0002724	genemark-NC_018300.1-processed-gene-0.36-mRNA-1_1&gene=genemark-NC_018300.1-processed-gene-0.36&CDS=1-1527	YGR260W
2725	OG0002725	genemark-NC_018300.1-processed-gene-0.15-mRNA-1_1&gene=genemark-NC_018300.1-processed-gene-0.15&CDS=1-678	YJR123W
2726	OG0002726	genemark-NC_018300.1-processed-gene-0.37-mRNA-1_1&gene=genemark-NC_018300.1-processed-gene-0.37&CDS=1-1854	YNL125C
2727	OG0002727	genemark-NC_018300.1-processed-gene-0.17-mRNA-1_1&gene=genemark-NC_018300.1-processed-gene-0.17&CDS=1-1650	YFR051C
2728	OG0002728	genemark-NC_018300.1-processed-gene-0.39-mRNA-1_1&gene=genemark-NC_018300.1-processed-gene-0.39&CDS=1-1230	YGL248W
2729	OG0002729	genemark-NC_018300.1-processed-gene-0.40-mRNA-1_1&gene=genemark-NC_018300.1-processed-gene-0.40&CDS=1-843	YFR050C
2730	OG0002730	genemark-NC_018300.1-processed-gene-0.19-mRNA-1_1&gene=genemark-NC_018300.1-processed-gene-0.19&CDS=1-936	YOR164C
2731	OG0002731	snap_masked-NC_018300.1-processed-gene-0.93-mRNA-1_1&gene=snap_masked-NC_018300.1-processed-gene-0.93&CDS=1-555	YOR163W
2732	OG0002732	genemark-NC_018300.1-processed-gene-0.20-mRNA-1_1&gene=genemark-NC_018300.1-processed-gene-0.20&CDS=1-660	YLR250W
2733	OG0002733	genemark-NC_018300.1-processed-gene-0.43-mRNA-1_1&gene=genemark-NC_018300.1-processed-gene-0.43&CDS=1-318	YDR031W
2734	OG0002734	genemark-NC_018300.1-processed-gene-0.21-mRNA-1_1&gene=genemark-NC_018300.1-processed-gene-0.21&CDS=1-483	YMR035W
2735	OG0002735	genemark-NC_018300.1-processed-gene-0.48-mRNA-1_1&gene=genemark-NC_018300.1-processed-gene-0.48&CDS=1-1104	YLR420W
2736	OG0002736	genemark-NC_018300.1-processed-gene-0.22-mRNA-1_1&gene=genemark-NC_018300.1-processed-gene-0.22&CDS=1-444	YPR082C
2737	OG0002737	genemark-NC_018300.1-processed-gene-1.49-mRNA-1_1&gene=genemark-NC_018300.1-processed-gene-1.49&CDS=1-678	YOR358W
2738	OG0002738	genemark-NC_018300.1-processed-gene-1.48-mRNA-1_1&gene=genemark-NC_018300.1-processed-gene-1.48&CDS=1-303	YJR022W
2739	OG0002739	genemark-NC_018300.1-processed-gene-1.54-mRNA-1_1&gene=genemark-NC_018300.1-processed-gene-1.54&CDS=1-807	YJR024C
2740	OG0002740	genemark-NC_018300.1-processed-gene-1.55-mRNA-1_1&gene=genemark-NC_018300.1-processed-gene-1.55&CDS=1-603	YKR035W-A
2741	OG0002741	genemark-NC_018300.1-processed-gene-1.72-mRNA-1_1&gene=genemark-NC_018300.1-processed-gene-1.72&CDS=1-1731	YBL039C
2742	OG0002742	genemark-NC_018300.1-processed-gene-1.73-mRNA-1_1&gene=genemark-NC_018300.1-processed-gene-1.73&CDS=1-624	YJR102C
2743	OG0002743	genemark-NC_018300.1-processed-gene-1.56-mRNA-1_1&gene=genemark-NC_018300.1-processed-gene-1.56&CDS=1-1338	YJR084W
2744	OG0002744	snap_masked-NC_018300.1-processed-gene-1.33-mRNA-1_1&gene=snap_masked-NC_018300.1-processed-gene-1.33&CDS=1-1200	YPR041W
2745	OG0002745	genemark-NC_018300.1-processed-gene-1.58-mRNA-1_1&gene=genemark-NC_018300.1-processed-gene-1.58&CDS=1-939	YJR093C
2746	OG0002746	augustus_masked-NC_018300.1-processed-gene-1.121-mRNA-1_1&gene=augustus_masked-NC_018300.1-processed-gene-1.121&CDS=1-4857	YJR092W
2747	OG0002747	genemark-NC_018300.1-processed-gene-1.77-mRNA-1_1&gene=genemark-NC_018300.1-processed-gene-1.77&CDS=1-1218	YDR182W
2748	OG0002748	snap_masked-NC_018300.1-processed-gene-1.16-mRNA-1_1&gene=snap_masked-NC_018300.1-processed-gene-1.16&CDS=1-1287	YHR045W
2749	OG0002749	genemark-NC_018300.1-processed-gene-1.78-mRNA-1_1&gene=genemark-NC_018300.1-processed-gene-1.78&CDS=1-954	YHR071W
