	OrthologID	Cyberlindnera_fabianii_JCM3601	Saccharomyces_cerevisiae
3472	OG0003472	-processed-gene-20.10-mRNA-1_1&gene=snap_masked-gi|1002316269|dbj|BCGI01000001.1|-processed-gene-20.10&CDS=1-687	YIR030C
3473	OG0003473	-processed-gene-20.37-mRNA-1_1&gene=snap_masked-gi|1002316269|dbj|BCGI01000001.1|-processed-gene-20.37&CDS=1-969	YMR114C
3474	OG0003474	-processed-gene-20.11-mRNA-1_1&gene=snap_masked-gi|1002316269|dbj|BCGI01000001.1|-processed-gene-20.11&CDS=1-1344	YMR115W
3475	OG0003475	-processed-gene-20.12-mRNA-1_1&gene=snap_masked-gi|1002316269|dbj|BCGI01000001.1|-processed-gene-20.12&CDS=1-2103	YKL134C
3476	OG0003476	-processed-gene-20.14-mRNA-1_1&gene=snap_masked-gi|1002316269|dbj|BCGI01000001.1|-processed-gene-20.14&CDS=1-1551	YMR110C
3477	OG0003477	-processed-gene-20.38-mRNA-1_1&gene=snap_masked-gi|1002316269|dbj|BCGI01000001.1|-processed-gene-20.38&CDS=1-420	YMR112C
3478	OG0003478	-snap-gene-20.2-mRNA-1_1&gene=maker-gi|1002316269|dbj|BCGI01000001.1|-snap-gene-20.2&CDS=1-942	YMR116C
3479	OG0003479	-processed-gene-20.19-mRNA-1_1&gene=snap_masked-gi|1002316269|dbj|BCGI01000001.1|-processed-gene-20.19&CDS=1-564	YLR066W
3480	OG0003480	-augustus-gene-20.50-mRNA-1_1&gene=maker-gi|1002316269|dbj|BCGI01000001.1|-augustus-gene-20.50&CDS=1-4248	YLR069C
3481	OG0003481	-processed-gene-20.24-mRNA-1_1&gene=snap_masked-gi|1002316269|dbj|BCGI01000001.1|-processed-gene-20.24&CDS=1-876	YGL161C
3482	OG0003482	-processed-gene-20.46-mRNA-1_1&gene=snap_masked-gi|1002316269|dbj|BCGI01000001.1|-processed-gene-20.46&CDS=1-1278	YKL116C
3483	OG0003483	-processed-gene-20.30-mRNA-1_1&gene=snap_masked-gi|1002316269|dbj|BCGI01000001.1|-processed-gene-20.30&CDS=1-2496	YLR071C
3484	OG0003484	-processed-gene-21.2-mRNA-1_1&gene=snap_masked-gi|1002316269|dbj|BCGI01000001.1|-processed-gene-21.2&CDS=1-3048	YMR080C
3485	OG0003485	-processed-gene-21.3-mRNA-1_1&gene=snap_masked-gi|1002316269|dbj|BCGI01000001.1|-processed-gene-21.3&CDS=1-1425	YMR020W
3486	OG0003486	-processed-gene-21.5-mRNA-1_1&gene=snap_masked-gi|1002316269|dbj|BCGI01000001.1|-processed-gene-21.5&CDS=1-2121	YMR078C
3487	OG0003487	-processed-gene-21.4-mRNA-1_1&gene=snap_masked-gi|1002316269|dbj|BCGI01000001.1|-processed-gene-21.4&CDS=1-2586	YPR112C
3488	OG0003488	-processed-gene-21.28-mRNA-1_1&gene=snap_masked-gi|1002316269|dbj|BCGI01000001.1|-processed-gene-21.28&CDS=1-909	YBR085W
3489	OG0003489	-processed-gene-21.9-mRNA-1_1&gene=snap_masked-gi|1002316269|dbj|BCGI01000001.1|-processed-gene-21.9&CDS=1-3267	YPR104C
3490	OG0003490	-processed-gene-21.11-mRNA-1_1&gene=snap_masked-gi|1002316269|dbj|BCGI01000001.1|-processed-gene-21.11&CDS=1-1836	YGR186W
3491	OG0003491	-processed-gene-21.29-mRNA-1_1&gene=snap_masked-gi|1002316269|dbj|BCGI01000001.1|-processed-gene-21.29&CDS=1-1203	YGR185C
3492	OG0003492	-processed-gene-21.30-mRNA-1_1&gene=snap_masked-gi|1002316269|dbj|BCGI01000001.1|-processed-gene-21.30&CDS=1-1137	YGR187C
3493	OG0003493	-processed-gene-21.13-mRNA-1_1&gene=snap_masked-gi|1002316269|dbj|BCGI01000001.1|-processed-gene-21.13&CDS=1-450	YOR298C-A
3494	OG0003494	-processed-gene-21.14-mRNA-1_1&gene=snap_masked-gi|1002316269|dbj|BCGI01000001.1|-processed-gene-21.14&CDS=1-1236	YMR235C
3495	OG0003495	-processed-gene-21.31-mRNA-1_1&gene=snap_masked-gi|1002316269|dbj|BCGI01000001.1|-processed-gene-21.31&CDS=1-984	YOR298W
3496	OG0003496	-processed-gene-21.32-mRNA-1_1&gene=snap_masked-gi|1002316269|dbj|BCGI01000001.1|-processed-gene-21.32&CDS=1-885	YMR099C
3497	OG0003497	-processed-gene-21.16-mRNA-1_1&gene=snap_masked-gi|1002316269|dbj|BCGI01000001.1|-processed-gene-21.16&CDS=1-708	YKL117W
3498	OG0003498	-processed-gene-21.36-mRNA-1_1&gene=snap_masked-gi|1002316269|dbj|BCGI01000001.1|-processed-gene-21.36&CDS=1-855	YPR103W
3499	OG0003499	-processed-gene-21.37-mRNA-1_1&gene=snap_masked-gi|1002316269|dbj|BCGI01000001.1|-processed-gene-21.37&CDS=1-1383	YDR527W
3500	OG0003500	-processed-gene-21.90-mRNA-1_1&gene=augustus_masked-gi|1002316269|dbj|BCGI01000001.1|-processed-gene-21.90&CDS=1-207	YGR183C
3501	OG0003501	-processed-gene-21.18-mRNA-1_1&gene=snap_masked-gi|1002316269|dbj|BCGI01000001.1|-processed-gene-21.18&CDS=1-1086	YLL006W
3502	OG0003502	-processed-gene-21.38-mRNA-1_1&gene=snap_masked-gi|1002316269|dbj|BCGI01000001.1|-processed-gene-21.38&CDS=1-2577	YLL005C
3503	OG0003503	-processed-gene-21.19-mRNA-1_1&gene=snap_masked-gi|1002316269|dbj|BCGI01000001.1|-processed-gene-21.19&CDS=1-1242	YGR189C
3504	OG0003504	-snap-gene-21.48-mRNA-1_1&gene=maker-gi|1002316269|dbj|BCGI01000001.1|-snap-gene-21.48&CDS=1-297	YGR181W
3505	OG0003505	-processed-gene-21.21-mRNA-1_1&gene=snap_masked-gi|1002316269|dbj|BCGI01000001.1|-processed-gene-21.21&CDS=1-2973	YKL092C
3506	OG0003506	-processed-gene-21.22-mRNA-1_1&gene=snap_masked-gi|1002316269|dbj|BCGI01000001.1|-processed-gene-21.22&CDS=1-903	YMR079W
3507	OG0003507	-snap-gene-21.50-mRNA-1_1&gene=maker-gi|1002316269|dbj|BCGI01000001.1|-snap-gene-21.50&CDS=1-1497	YMR067C
3508	OG0003508	-processed-gene-21.24-mRNA-1_1&gene=snap_masked-gi|1002316269|dbj|BCGI01000001.1|-processed-gene-21.24&CDS=1-1491	YNL241C
3509	OG0003509	-processed-gene-21.43-mRNA-1_1&gene=snap_masked-gi|1002316269|dbj|BCGI01000001.1|-processed-gene-21.43&CDS=1-2751	YOR217W
3510	OG0003510	-processed-gene-21.25-mRNA-1_1&gene=snap_masked-gi|1002316269|dbj|BCGI01000001.1|-processed-gene-21.25&CDS=1-1569	YOR216C
3511	OG0003511	-processed-gene-21.26-mRNA-1_1&gene=snap_masked-gi|1002316269|dbj|BCGI01000001.1|-processed-gene-21.26&CDS=1-546	YOR215C
3512	OG0003512	-processed-gene-21.44-mRNA-1_1&gene=snap_masked-gi|1002316269|dbj|BCGI01000001.1|-processed-gene-21.44&CDS=1-717	YGR152C
3513	OG0003513	-processed-gene-22.57-mRNA-1_1&gene=snap_masked-gi|1002316269|dbj|BCGI01000001.1|-processed-gene-22.57&CDS=1-1950	YKL029C
3514	OG0003514	-snap-gene-22.55-mRNA-1_1&gene=maker-gi|1002316269|dbj|BCGI01000001.1|-snap-gene-22.55&CDS=1-2346	YNL221C
3515	OG0003515	-processed-gene-22.60-mRNA-1_1&gene=snap_masked-gi|1002316269|dbj|BCGI01000001.1|-processed-gene-22.60&CDS=1-1812	YNL223W
3516	OG0003516	-processed-gene-22.58-mRNA-1_1&gene=snap_masked-gi|1002316269|dbj|BCGI01000001.1|-processed-gene-22.58&CDS=1-2169	YNL224C
3517	OG0003517	-processed-gene-22.61-mRNA-1_1&gene=snap_masked-gi|1002316269|dbj|BCGI01000001.1|-processed-gene-22.61&CDS=1-1854	YNL227C
3518	OG0003518	-processed-gene-22.29-mRNA-1_1&gene=augustus_masked-gi|1002316269|dbj|BCGI01000001.1|-processed-gene-22.29&CDS=1-1692	YNL225C
3519	OG0003519	-processed-gene-22.62-mRNA-1_1&gene=snap_masked-gi|1002316269|dbj|BCGI01000001.1|-processed-gene-22.62&CDS=1-1383	YDL238C
3520	OG0003520	-processed-gene-22.89-mRNA-1_1&gene=snap_masked-gi|1002316269|dbj|BCGI01000001.1|-processed-gene-22.89&CDS=1-609	YNL222W
3521	OG0003521	-processed-gene-22.63-mRNA-1_1&gene=snap_masked-gi|1002316269|dbj|BCGI01000001.1|-processed-gene-22.63&CDS=1-1287	YNL220W
3522	OG0003522	-processed-gene-22.90-mRNA-1_1&gene=snap_masked-gi|1002316269|dbj|BCGI01000001.1|-processed-gene-22.90&CDS=1-1848	YNL219C
3523	OG0003523	-processed-gene-22.64-mRNA-1_1&gene=snap_masked-gi|1002316269|dbj|BCGI01000001.1|-processed-gene-22.64&CDS=1-882	YNL217W
3524	OG0003524	-processed-gene-22.91-mRNA-1_1&gene=snap_masked-gi|1002316269|dbj|BCGI01000001.1|-processed-gene-22.91&CDS=1-2058	YDL234C
3525	OG0003525	-processed-gene-22.66-mRNA-1_1&gene=snap_masked-gi|1002316269|dbj|BCGI01000001.1|-processed-gene-22.66&CDS=1-1863	YDL233W
3526	OG0003526	-processed-gene-22.67-mRNA-1_1&gene=snap_masked-gi|1002316269|dbj|BCGI01000001.1|-processed-gene-22.67&CDS=1-402	YDL235C
3527	OG0003527	-processed-gene-22.93-mRNA-1_1&gene=snap_masked-gi|1002316269|dbj|BCGI01000001.1|-processed-gene-22.93&CDS=1-1620	YNL218W
3528	OG0003528	-processed-gene-22.94-mRNA-1_1&gene=snap_masked-gi|1002316269|dbj|BCGI01000001.1|-processed-gene-22.94&CDS=1-891	YDL236W
3529	OG0003529	-processed-gene-22.95-mRNA-1_1&gene=snap_masked-gi|1002316269|dbj|BCGI01000001.1|-processed-gene-22.95&CDS=1-1002	YNL234W
3530	OG0003530	-processed-gene-22.97-mRNA-1_1&gene=snap_masked-gi|1002316269|dbj|BCGI01000001.1|-processed-gene-22.97&CDS=1-1371	YMR065W
3531	OG0003531	-processed-gene-22.69-mRNA-1_1&gene=snap_masked-gi|1002316269|dbj|BCGI01000001.1|-processed-gene-22.69&CDS=1-2565	YNL236W
3532	OG0003532	-processed-gene-22.39-mRNA-1_1&gene=augustus_masked-gi|1002316269|dbj|BCGI01000001.1|-processed-gene-22.39&CDS=1-1332	YNL237W
3533	OG0003533	-processed-gene-22.70-mRNA-1_1&gene=snap_masked-gi|1002316269|dbj|BCGI01000001.1|-processed-gene-22.70&CDS=1-1347	YNL239W
3534	OG0003534	-processed-gene-22.71-mRNA-1_1&gene=snap_masked-gi|1002316269|dbj|BCGI01000001.1|-processed-gene-22.71&CDS=1-2370	YNL238W
3535	OG0003535	-processed-gene-22.41-mRNA-1_1&gene=augustus_masked-gi|1002316269|dbj|BCGI01000001.1|-processed-gene-22.41&CDS=1-924	YBR175W
3536	OG0003536	-processed-gene-22.15-mRNA-1_1&gene=augustus_masked-gi|1002316269|dbj|BCGI01000001.1|-processed-gene-22.15&CDS=1-441	YBR173C
3537	OG0003537	-processed-gene-22.16-mRNA-1_1&gene=augustus_masked-gi|1002316269|dbj|BCGI01000001.1|-processed-gene-22.16&CDS=1-4395	YPL104W
3538	OG0003538	-processed-gene-22.100-mRNA-1_1&gene=snap_masked-gi|1002316269|dbj|BCGI01000001.1|-processed-gene-22.100&CDS=1-630	YBR171W
3539	OG0003539	-processed-gene-22.76-mRNA-1_1&gene=snap_masked-gi|1002316269|dbj|BCGI01000001.1|-processed-gene-22.76&CDS=1-1005	YOR008C
3540	OG0003540	-processed-gene-22.77-mRNA-1_1&gene=snap_masked-gi|1002316269|dbj|BCGI01000001.1|-processed-gene-22.77&CDS=1-1482	YPL260W
3541	OG0003541	-processed-gene-22.78-mRNA-1_1&gene=snap_masked-gi|1002316269|dbj|BCGI01000001.1|-processed-gene-22.78&CDS=1-1701	YGR124W
3542	OG0003542	-augustus-gene-22.52-mRNA-1_1&gene=maker-gi|1002316269|dbj|BCGI01000001.1|-augustus-gene-22.52&CDS=1-2349	YLR152C
3543	OG0003543	-processed-gene-22.20-mRNA-1_1&gene=augustus_masked-gi|1002316269|dbj|BCGI01000001.1|-processed-gene-22.20&CDS=1-2598	YBR179C
3544	OG0003544	-processed-gene-22.104-mRNA-1_1&gene=snap_masked-gi|1002316269|dbj|BCGI01000001.1|-processed-gene-22.104&CDS=1-1362	YPL101W
3545	OG0003545	-processed-gene-22.25-mRNA-1_1&gene=augustus_masked-gi|1002316269|dbj|BCGI01000001.1|-processed-gene-22.25&CDS=1-4293	YBR275C
3546	OG0003546	-snap-gene-22.54-mRNA-1_1&gene=maker-gi|1002316269|dbj|BCGI01000001.1|-snap-gene-22.54&CDS=1-1695	YBR170C
3547	OG0003547	-processed-gene-22.47-mRNA-1_1&gene=augustus_masked-gi|1002316269|dbj|BCGI01000001.1|-processed-gene-22.47&CDS=1-1833	YMR216C
3548	OG0003548	-processed-gene-23.47-mRNA-1_1&gene=snap_masked-gi|1002316269|dbj|BCGI01000001.1|-processed-gene-23.47&CDS=1-1032	YDR214W
3549	OG0003549	-processed-gene-23.50-mRNA-1_1&gene=snap_masked-gi|1002316269|dbj|BCGI01000001.1|-processed-gene-23.50&CDS=1-1671	YPL161C
3550	OG0003550	-processed-gene-23.7-mRNA-1_1&gene=augustus_masked-gi|1002316269|dbj|BCGI01000001.1|-processed-gene-23.7&CDS=1-1482	YMR215W
3551	OG0003551	-processed-gene-23.67-mRNA-1_1&gene=snap_masked-gi|1002316269|dbj|BCGI01000001.1|-processed-gene-23.67&CDS=1-768	YPL107W
3552	OG0003552	-processed-gene-23.70-mRNA-1_1&gene=snap_masked-gi|1002316269|dbj|BCGI01000001.1|-processed-gene-23.70&CDS=1-3324	YBL022C
3553	OG0003553	-processed-gene-23.71-mRNA-1_1&gene=snap_masked-gi|1002316269|dbj|BCGI01000001.1|-processed-gene-23.71&CDS=1-789	YBL021C
3554	OG0003554	-processed-gene-23.27-mRNA-1_1&gene=augustus_masked-gi|1002316269|dbj|BCGI01000001.1|-processed-gene-23.27&CDS=1-1275	YBR287W
3555	OG0003555	-processed-gene-23.13-mRNA-1_1&gene=augustus_masked-gi|1002316269|dbj|BCGI01000001.1|-processed-gene-23.13&CDS=1-468	YHR175W
3556	OG0003556	-processed-gene-23.74-mRNA-1_1&gene=snap_masked-gi|1002316269|dbj|BCGI01000001.1|-processed-gene-23.74&CDS=1-300	YJR022W
3557	OG0003557	-processed-gene-23.58-mRNA-1_1&gene=snap_masked-gi|1002316269|dbj|BCGI01000001.1|-processed-gene-23.58&CDS=1-354	YNL086W
3558	OG0003558	-processed-gene-23.78-mRNA-1_1&gene=snap_masked-gi|1002316269|dbj|BCGI01000001.1|-processed-gene-23.78&CDS=1-972	YJR095W
3559	OG0003559	-processed-gene-23.35-mRNA-1_1&gene=augustus_masked-gi|1002316269|dbj|BCGI01000001.1|-processed-gene-23.35&CDS=1-2535	YJR089W
3560	OG0003560	-processed-gene-23.62-mRNA-1_1&gene=snap_masked-gi|1002316269|dbj|BCGI01000001.1|-processed-gene-23.62&CDS=1-1470	YGR175C
3561	OG0003561	-processed-gene-23.82-mRNA-1_1&gene=snap_masked-gi|1002316269|dbj|BCGI01000001.1|-processed-gene-23.82&CDS=1-1014	YJR093C
3562	OG0003562	-processed-gene-23.83-mRNA-1_1&gene=snap_masked-gi|1002316269|dbj|BCGI01000001.1|-processed-gene-23.83&CDS=1-4467	YHR164C
3563	OG0003563	-processed-gene-23.63-mRNA-1_1&gene=snap_masked-gi|1002316269|dbj|BCGI01000001.1|-processed-gene-23.63&CDS=1-2919	YGL141W
3564	OG0003564	-processed-gene-23.85-mRNA-1_1&gene=snap_masked-gi|1002316269|dbj|BCGI01000001.1|-processed-gene-23.85&CDS=1-4671	YJR092W
3565	OG0003565	-processed-gene-23.65-mRNA-1_1&gene=snap_masked-gi|1002316269|dbj|BCGI01000001.1|-processed-gene-23.65&CDS=1-1902	YJR090C
3566	OG0003566	-snap-gene-23.43-mRNA-1_1&gene=maker-gi|1002316269|dbj|BCGI01000001.1|-snap-gene-23.43&CDS=1-540	YJL024C
3567	OG0003567	-processed-gene-23.86-mRNA-1_1&gene=snap_masked-gi|1002316269|dbj|BCGI01000001.1|-processed-gene-23.86&CDS=1-432	YGR174C
3568	OG0003568	-processed-gene-24.2-mRNA-1_1&gene=snap_masked-gi|1002316269|dbj|BCGI01000001.1|-processed-gene-24.2&CDS=1-1596	YDL106C
3569	OG0003569	-processed-gene-24.5-mRNA-1_1&gene=snap_masked-gi|1002316269|dbj|BCGI01000001.1|-processed-gene-24.5&CDS=1-4665	YMR162C
3570	OG0003570	-processed-gene-24.60-mRNA-1_1&gene=augustus_masked-gi|1002316269|dbj|BCGI01000001.1|-processed-gene-24.60&CDS=1-2157	YNL085W
3571	OG0003571	-processed-gene-24.6-mRNA-1_1&gene=snap_masked-gi|1002316269|dbj|BCGI01000001.1|-processed-gene-24.6&CDS=1-1515	YOL144W
3572	OG0003572	-processed-gene-24.7-mRNA-1_1&gene=snap_masked-gi|1002316269|dbj|BCGI01000001.1|-processed-gene-24.7&CDS=1-1191	YJR149W
3573	OG0003573	-processed-gene-24.28-mRNA-1_1&gene=snap_masked-gi|1002316269|dbj|BCGI01000001.1|-processed-gene-24.28&CDS=1-618	YCR051W
3574	OG0003574	-processed-gene-24.64-mRNA-1_1&gene=augustus_masked-gi|1002316269|dbj|BCGI01000001.1|-processed-gene-24.64&CDS=1-681	YNR020C
3575	OG0003575	-processed-gene-24.29-mRNA-1_1&gene=snap_masked-gi|1002316269|dbj|BCGI01000001.1|-processed-gene-24.29&CDS=1-1602	YNR019W
3576	OG0003576	-processed-gene-24.9-mRNA-1_1&gene=snap_masked-gi|1002316269|dbj|BCGI01000001.1|-processed-gene-24.9&CDS=1-804	YCR047C
3577	OG0003577	-processed-gene-24.30-mRNA-1_1&gene=snap_masked-gi|1002316269|dbj|BCGI01000001.1|-processed-gene-24.30&CDS=1-918	YIL164C
3578	OG0003578	-processed-gene-24.31-mRNA-1_1&gene=snap_masked-gi|1002316269|dbj|BCGI01000001.1|-processed-gene-24.31&CDS=1-1665	YCL038C
3579	OG0003579	-processed-gene-24.32-mRNA-1_1&gene=snap_masked-gi|1002316269|dbj|BCGI01000001.1|-processed-gene-24.32&CDS=1-1335	YOL097C
3580	OG0003580	-snap-gene-24.53-mRNA-1_1&gene=maker-gi|1002316269|dbj|BCGI01000001.1|-snap-gene-24.53&CDS=1-603	YDR487C
3581	OG0003581	-processed-gene-24.12-mRNA-1_1&gene=snap_masked-gi|1002316269|dbj|BCGI01000001.1|-processed-gene-24.12&CDS=1-642	YNR018W
3582	OG0003582	-processed-gene-24.13-mRNA-1_1&gene=snap_masked-gi|1002316269|dbj|BCGI01000001.1|-processed-gene-24.13&CDS=1-1587	YCL039W
3583	OG0003583	-processed-gene-24.36-mRNA-1_1&gene=snap_masked-gi|1002316269|dbj|BCGI01000001.1|-processed-gene-24.36&CDS=1-513	YCR046C
3584	OG0003584	-snap-gene-24.54-mRNA-1_1&gene=maker-gi|1002316269|dbj|BCGI01000001.1|-snap-gene-24.54&CDS=1-2439	YLR166C
3585	OG0003585	-processed-gene-24.15-mRNA-1_1&gene=snap_masked-gi|1002316269|dbj|BCGI01000001.1|-processed-gene-24.15&CDS=1-402	YDR511W
3586	OG0003586	-processed-gene-24.16-mRNA-1_1&gene=snap_masked-gi|1002316269|dbj|BCGI01000001.1|-processed-gene-24.16&CDS=1-867	YCL031C
3587	OG0003587	-processed-gene-24.17-mRNA-1_1&gene=snap_masked-gi|1002316269|dbj|BCGI01000001.1|-processed-gene-24.17&CDS=1-3183	YOL145C
3588	OG0003588	-processed-gene-24.73-mRNA-1_1&gene=augustus_masked-gi|1002316269|dbj|BCGI01000001.1|-processed-gene-24.73&CDS=1-1113	YDR517W
3589	OG0003589	-processed-gene-24.18-mRNA-1_1&gene=snap_masked-gi|1002316269|dbj|BCGI01000001.1|-processed-gene-24.18&CDS=1-969	YCL032W
3590	OG0003590	-processed-gene-24.19-mRNA-1_1&gene=snap_masked-gi|1002316269|dbj|BCGI01000001.1|-processed-gene-24.19&CDS=1-1515	YCL043C
3591	OG0003591	-processed-gene-24.20-mRNA-1_1&gene=snap_masked-gi|1002316269|dbj|BCGI01000001.1|-processed-gene-24.20&CDS=1-4368	YOR116C
3592	OG0003592	-processed-gene-24.42-mRNA-1_1&gene=snap_masked-gi|1002316269|dbj|BCGI01000001.1|-processed-gene-24.42&CDS=1-1128	YCL034W
3593	OG0003593	-processed-gene-24.43-mRNA-1_1&gene=snap_masked-gi|1002316269|dbj|BCGI01000001.1|-processed-gene-24.43&CDS=1-402	YCL033C
3594	OG0003594	-processed-gene-24.45-mRNA-1_1&gene=snap_masked-gi|1002316269|dbj|BCGI01000001.1|-processed-gene-24.45&CDS=1-2592	YCL029C
3595	OG0003595	-processed-gene-24.46-mRNA-1_1&gene=snap_masked-gi|1002316269|dbj|BCGI01000001.1|-processed-gene-24.46&CDS=1-228	YDR363W-A
3596	OG0003596	-processed-gene-24.47-mRNA-1_1&gene=snap_masked-gi|1002316269|dbj|BCGI01000001.1|-processed-gene-24.47&CDS=1-5817	YGR271W
3597	OG0003597	-processed-gene-24.48-mRNA-1_1&gene=snap_masked-gi|1002316269|dbj|BCGI01000001.1|-processed-gene-24.48&CDS=1-1062	YDL134C
3598	OG0003598	-processed-gene-24.26-mRNA-1_1&gene=snap_masked-gi|1002316269|dbj|BCGI01000001.1|-processed-gene-24.26&CDS=1-597	YDL135C
3599	OG0003599	-processed-gene-24.49-mRNA-1_1&gene=snap_masked-gi|1002316269|dbj|BCGI01000001.1|-processed-gene-24.49&CDS=1-1368	YDL189W
3600	OG0003600	-processed-gene-24.27-mRNA-1_1&gene=snap_masked-gi|1002316269|dbj|BCGI01000001.1|-processed-gene-24.27&CDS=1-3120	YDL190C
3601	OG0003601	-processed-gene-25.51-mRNA-1_1&gene=snap_masked-gi|1002316269|dbj|BCGI01000001.1|-processed-gene-25.51&CDS=1-1515	YGR227W
3602	OG0003602	-processed-gene-25.48-mRNA-1_1&gene=snap_masked-gi|1002316269|dbj|BCGI01000001.1|-processed-gene-25.48&CDS=1-1500	YHR151C
3603	OG0003603	-processed-gene-25.52-mRNA-1_1&gene=snap_masked-gi|1002316269|dbj|BCGI01000001.1|-processed-gene-25.52&CDS=1-1437	YGR211W
3604	OG0003604	-processed-gene-25.49-mRNA-1_1&gene=snap_masked-gi|1002316269|dbj|BCGI01000001.1|-processed-gene-25.49&CDS=1-1074	YGR225W
3605	OG0003605	-processed-gene-25.73-mRNA-1_1&gene=snap_masked-gi|1002316269|dbj|BCGI01000001.1|-processed-gene-25.73&CDS=1-1362	YGR229C
3606	OG0003606	-processed-gene-25.53-mRNA-1_1&gene=snap_masked-gi|1002316269|dbj|BCGI01000001.1|-processed-gene-25.53&CDS=1-228	YGR230W
3607	OG0003607	-processed-gene-25.74-mRNA-1_1&gene=snap_masked-gi|1002316269|dbj|BCGI01000001.1|-processed-gene-25.74&CDS=1-921	YGR231C
3608	OG0003608	-processed-gene-25.54-mRNA-1_1&gene=snap_masked-gi|1002316269|dbj|BCGI01000001.1|-processed-gene-25.54&CDS=1-738	YGR232W
3609	OG0003609	-processed-gene-25.75-mRNA-1_1&gene=snap_masked-gi|1002316269|dbj|BCGI01000001.1|-processed-gene-25.75&CDS=1-2706	YLL026W
3610	OG0003610	-processed-gene-25.77-mRNA-1_1&gene=snap_masked-gi|1002316269|dbj|BCGI01000001.1|-processed-gene-25.77&CDS=1-2532	YLL013C
3611	OG0003611	-processed-gene-25.10-mRNA-1_1&gene=augustus_masked-gi|1002316269|dbj|BCGI01000001.1|-processed-gene-25.10&CDS=1-1929	YLR139C
3612	OG0003612	-processed-gene-25.59-mRNA-1_1&gene=snap_masked-gi|1002316269|dbj|BCGI01000001.1|-processed-gene-25.59&CDS=1-903	YDR284C
3613	OG0003613	-processed-gene-25.12-mRNA-1_1&gene=augustus_masked-gi|1002316269|dbj|BCGI01000001.1|-processed-gene-25.12&CDS=1-4950	YDR283C
3614	OG0003614	-processed-gene-25.61-mRNA-1_1&gene=snap_masked-gi|1002316269|dbj|BCGI01000001.1|-processed-gene-25.61&CDS=1-3261	YJL020C
3615	OG0003615	-processed-gene-25.79-mRNA-1_1&gene=snap_masked-gi|1002316269|dbj|BCGI01000001.1|-processed-gene-25.79&CDS=1-990	YDL193W
3616	OG0003616	-processed-gene-25.62-mRNA-1_1&gene=snap_masked-gi|1002316269|dbj|BCGI01000001.1|-processed-gene-25.62&CDS=1-1845	YGR216C
3617	OG0003617	-processed-gene-25.64-mRNA-1_1&gene=snap_masked-gi|1002316269|dbj|BCGI01000001.1|-processed-gene-25.64&CDS=1-327	YGR215W
3618	OG0003618	-processed-gene-25.81-mRNA-1_1&gene=snap_masked-gi|1002316269|dbj|BCGI01000001.1|-processed-gene-25.81&CDS=1-1113	YGR223C
3619	OG0003619	-augustus-gene-25.94-mRNA-1_1&gene=maker-gi|1002316269|dbj|BCGI01000001.1|-augustus-gene-25.94&CDS=1-5952	YGR217W
3620	OG0003620	-processed-gene-25.66-mRNA-1_1&gene=snap_masked-gi|1002316269|dbj|BCGI01000001.1|-processed-gene-25.66&CDS=1-696	YIL093C
3621	OG0003621	-processed-gene-25.83-mRNA-1_1&gene=snap_masked-gi|1002316269|dbj|BCGI01000001.1|-processed-gene-25.83&CDS=1-1617	YLR006C
3622	OG0003622	-processed-gene-25.84-mRNA-1_1&gene=snap_masked-gi|1002316269|dbj|BCGI01000001.1|-processed-gene-25.84&CDS=1-693	YNL024C
3623	OG0003623	-processed-gene-25.68-mRNA-1_1&gene=snap_masked-gi|1002316269|dbj|BCGI01000001.1|-processed-gene-25.68&CDS=1-1803	YNL023C
3624	OG0003624	-processed-gene-25.69-mRNA-1_1&gene=snap_masked-gi|1002316269|dbj|BCGI01000001.1|-processed-gene-25.69&CDS=1-735	YPR016C
3625	OG0003625	-processed-gene-25.88-mRNA-1_1&gene=snap_masked-gi|1002316269|dbj|BCGI01000001.1|-processed-gene-25.88&CDS=1-1782	YOL063C
3626	OG0003626	-processed-gene-25.90-mRNA-1_1&gene=snap_masked-gi|1002316269|dbj|BCGI01000001.1|-processed-gene-25.90&CDS=1-1503	YGR260W
3627	OG0003627	-processed-gene-26.5-mRNA-1_1&gene=snap_masked-gi|1002316269|dbj|BCGI01000001.1|-processed-gene-26.5&CDS=1-5514	YLR305C
3628	OG0003628	-processed-gene-26.7-mRNA-1_1&gene=snap_masked-gi|1002316269|dbj|BCGI01000001.1|-processed-gene-26.7&CDS=1-2328	YLR304C
3629	OG0003629	-snap-gene-26.44-mRNA-1_1&gene=maker-gi|1002316269|dbj|BCGI01000001.1|-snap-gene-26.44&CDS=1-951	YJR008W
3630	OG0003630	-processed-gene-26.26-mRNA-1_1&gene=snap_masked-gi|1002316269|dbj|BCGI01000001.1|-processed-gene-26.26&CDS=1-1944	YDR338C
3631	OG0003631	-processed-gene-26.27-mRNA-1_1&gene=snap_masked-gi|1002316269|dbj|BCGI01000001.1|-processed-gene-26.27&CDS=1-402	YDR286C
3632	OG0003632	-processed-gene-26.69-mRNA-1_1&gene=augustus_masked-gi|1002316269|dbj|BCGI01000001.1|-processed-gene-26.69&CDS=1-3285	YDR291W
3633	OG0003633	-processed-gene-26.29-mRNA-1_1&gene=snap_masked-gi|1002316269|dbj|BCGI01000001.1|-processed-gene-26.29&CDS=1-690	YDR262W
3634	OG0003634	-processed-gene-26.11-mRNA-1_1&gene=snap_masked-gi|1002316269|dbj|BCGI01000001.1|-processed-gene-26.11&CDS=1-2022	YJR005W
