	OrthologID	Babjeviella_inositovora	Saccharomyces_cerevisiae
2917	OG0002917	genemark-scaffold_5-processed-gene-8.30-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-8.30&CDS=1-1242	YNL248C
2918	OG0002918	genemark-scaffold_5-processed-gene-8.8-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-8.8&CDS=1-531	YJR097W
2919	OG0002919	genemark-scaffold_5-processed-gene-8.36-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-8.36&CDS=1-549	YBR122C
2920	OG0002920	genemark-scaffold_5-processed-gene-8.37-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-8.37&CDS=1-1446	YBR126C
2921	OG0002921	genemark-scaffold_5-processed-gene-8.38-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-8.38&CDS=1-2925	YLR071C
2922	OG0002922	genemark-scaffold_5-processed-gene-8.10-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-8.10&CDS=1-1581	YKL100C
2923	OG0002923	genemark-scaffold_5-processed-gene-8.15-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-8.15&CDS=1-888	YBR291C
2924	OG0002924	genemark-scaffold_5-processed-gene-8.41-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-8.41&CDS=1-1011	YBL032W
2925	OG0002925	genemark-scaffold_5-processed-gene-8.44-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-8.44&CDS=1-1986	YKL005C
2926	OG0002926	genemark-scaffold_5-processed-gene-8.45-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-8.45&CDS=1-786	YKL007W
2927	OG0002927	genemark-scaffold_5-processed-gene-8.46-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-8.46&CDS=1-1842	YFL041W
2928	OG0002928	genemark-scaffold_5-processed-gene-8.48-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-8.48&CDS=1-4104	YLR189C
2929	OG0002929	genemark-scaffold_5-processed-gene-8.17-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-8.17&CDS=1-3138	YOL063C
2930	OG0002930	genemark-scaffold_5-processed-gene-8.19-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-8.19&CDS=1-1176	YHL004W
2931	OG0002931	genemark-scaffold_5-processed-gene-8.22-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-8.22&CDS=1-4560	YHL007C
2932	OG0002932	maker-scaffold_5-snap-gene-8.54-mRNA-1_1&gene=maker-scaffold_5-snap-gene-8.54&CDS=1-2505	YER019W
2933	OG0002933	genemark-scaffold_6-processed-gene-0.29-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-0.29&CDS=1-3537	YIL030C
2934	OG0002934	genemark-scaffold_6-processed-gene-0.8-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-0.8&CDS=1-3090	YIL026C
2935	OG0002935	genemark-scaffold_6-processed-gene-0.9-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-0.9&CDS=1-1245	YDR255C
2936	OG0002936	genemark-scaffold_6-processed-gene-0.30-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-0.30&CDS=1-960	YBR251W
2937	OG0002937	genemark-scaffold_6-processed-gene-0.10-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-0.10&CDS=1-756	YMR069W
2938	OG0002938	genemark-scaffold_6-processed-gene-0.11-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-0.11&CDS=1-519	YIL016W
2939	OG0002939	genemark-scaffold_6-processed-gene-0.32-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-0.32&CDS=1-1392	YIR004W
2940	OG0002940	genemark-scaffold_6-processed-gene-0.13-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-0.13&CDS=1-3510	YFR031C
2941	OG0002941	genemark-scaffold_6-processed-gene-0.14-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-0.14&CDS=1-357	YPR166C
2942	OG0002942	genemark-scaffold_6-processed-gene-0.15-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-0.15&CDS=1-903	YPR139C
2943	OG0002943	genemark-scaffold_6-processed-gene-0.34-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-0.34&CDS=1-1056	YER016W
2944	OG0002944	snap_masked-scaffold_6-processed-gene-0.86-mRNA-1_1&gene=snap_masked-scaffold_6-processed-gene-0.86&CDS=1-1293	YER003C
2945	OG0002945	genemark-scaffold_6-processed-gene-0.39-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-0.39&CDS=1-1800	YER049W
2946	OG0002946	genemark-scaffold_6-processed-gene-0.40-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-0.40&CDS=1-651	YER002W
2947	OG0002947	maker-scaffold_6-snap-gene-0.53-mRNA-1_1&gene=maker-scaffold_6-snap-gene-0.53&CDS=1-1371	YIL041W
2948	OG0002948	genemark-scaffold_6-processed-gene-0.24-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-0.24&CDS=1-375	YER009W
2949	OG0002949	genemark-scaffold_6-processed-gene-0.26-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-0.26&CDS=1-684	YDR482C
2950	OG0002950	genemark-scaffold_6-processed-gene-0.44-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-0.44&CDS=1-3408	YCR092C
2951	OG0002951	genemark-scaffold_6-processed-gene-0.45-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-0.45&CDS=1-387	YNR046W
2952	OG0002952	snap_masked-scaffold_6-processed-gene-0.78-mRNA-1_1&gene=snap_masked-scaffold_6-processed-gene-0.78&CDS=1-465	YCR090C
2953	OG0002953	genemark-scaffold_6-processed-gene-0.47-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-0.47&CDS=1-1293	YKL216W
2954	OG0002954	genemark-scaffold_6-processed-gene-1.7-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-1.7&CDS=1-1578	YER082C
2955	OG0002955	genemark-scaffold_6-processed-gene-1.9-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-1.9&CDS=1-2817	YIL075C
2956	OG0002956	genemark-scaffold_6-processed-gene-1.10-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-1.10&CDS=1-1401	YER081W
2957	OG0002957	genemark-scaffold_6-processed-gene-1.27-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-1.27&CDS=1-1239	YGR210C
2958	OG0002958	genemark-scaffold_6-processed-gene-1.11-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-1.11&CDS=1-1566	YDL178W
2959	OG0002959	genemark-scaffold_6-processed-gene-1.12-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-1.12&CDS=1-1761	YKL025C
2960	OG0002960	genemark-scaffold_6-processed-gene-1.14-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-1.14&CDS=1-414	YDR525W-A
2961	OG0002961	genemark-scaffold_6-processed-gene-1.15-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-1.15&CDS=1-981	YJR019C
2962	OG0002962	genemark-scaffold_6-processed-gene-1.31-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-1.31&CDS=1-876	YKL024C
2963	OG0002963	snap_masked-scaffold_6-processed-gene-1.109-mRNA-1_1&gene=snap_masked-scaffold_6-processed-gene-1.109&CDS=1-2610	YKL157W
2964	OG0002964	genemark-scaffold_6-processed-gene-1.35-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-1.35&CDS=1-1020	YDR279W
2965	OG0002965	genemark-scaffold_6-processed-gene-1.18-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-1.18&CDS=1-501	YJR017C
2966	OG0002966	genemark-scaffold_6-processed-gene-1.20-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-1.20&CDS=1-1920	YPL093W
2967	OG0002967	genemark-scaffold_6-processed-gene-1.38-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-1.38&CDS=1-1095	YPL050C
2968	OG0002968	genemark-scaffold_6-processed-gene-1.39-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-1.39&CDS=1-2616	YFL024C
2969	OG0002969	snap_masked-scaffold_6-processed-gene-1.100-mRNA-1_1&gene=snap_masked-scaffold_6-processed-gene-1.100&CDS=1-1665	YPL086C
2970	OG0002970	snap_masked-scaffold_6-processed-gene-1.101-mRNA-1_1&gene=snap_masked-scaffold_6-processed-gene-1.101&CDS=1-6648	YPL085W
2971	OG0002971	genemark-scaffold_6-processed-gene-1.40-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-1.40&CDS=1-786	YBR185C
2972	OG0002972	genemark-scaffold_6-processed-gene-1.41-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-1.41&CDS=1-3336	YER013W
2973	OG0002973	genemark-scaffold_6-processed-gene-1.24-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-1.24&CDS=1-582	YER012W
2974	OG0002974	genemark-scaffold_6-processed-gene-1.42-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-1.42&CDS=1-1269	YIR008C
2975	OG0002975	genemark-scaffold_6-processed-gene-1.25-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-1.25&CDS=1-711	YBR256C
2976	OG0002976	genemark-scaffold_6-processed-gene-2.6-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-2.6&CDS=1-1275	YIR012W
2977	OG0002977	genemark-scaffold_6-processed-gene-2.3-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-2.3&CDS=1-2391	YIR007W
2978	OG0002978	genemark-scaffold_6-processed-gene-2.34-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-2.34&CDS=1-543	YDL046W
2979	OG0002979	genemark-scaffold_6-processed-gene-2.35-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-2.35&CDS=1-1698	YER014W
2980	OG0002980	genemark-scaffold_6-processed-gene-2.8-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-2.8&CDS=1-423	YIR009W
2981	OG0002981	genemark-scaffold_6-processed-gene-2.10-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-2.10&CDS=1-1242	YDL020C
2982	OG0002982	genemark-scaffold_6-processed-gene-2.12-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-2.12&CDS=1-1572	YCR098C
2983	OG0002983	genemark-scaffold_6-processed-gene-2.14-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-2.14&CDS=1-1314	YBR162C
2984	OG0002984	genemark-scaffold_6-processed-gene-2.16-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-2.16&CDS=1-1299	YBR004C
2985	OG0002985	genemark-scaffold_6-processed-gene-2.37-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-2.37&CDS=1-945	YNR003C
2986	OG0002986	genemark-scaffold_6-processed-gene-2.21-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-2.21&CDS=1-1206	YGR234W
2987	OG0002987	genemark-scaffold_6-processed-gene-2.38-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-2.38&CDS=1-183	YBR162W-A
2988	OG0002988	genemark-scaffold_6-processed-gene-2.26-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-2.26&CDS=1-663	YGR129W
2989	OG0002989	genemark-scaffold_6-processed-gene-2.27-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-2.27&CDS=1-4077	YGR116W
2990	OG0002990	genemark-scaffold_6-processed-gene-2.30-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-2.30&CDS=1-987	YPR147C
2991	OG0002991	genemark-scaffold_6-processed-gene-2.31-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-2.31&CDS=1-891	YGR127W
2992	OG0002992	maker-scaffold_6-snap-gene-3.127-mRNA-1_1&gene=maker-scaffold_6-snap-gene-3.127&CDS=1-3744	YKR056W
2993	OG0002993	snap_masked-scaffold_6-processed-gene-3.47-mRNA-1_1&gene=snap_masked-scaffold_6-processed-gene-3.47&CDS=1-1404	YIL039W
2994	OG0002994	genemark-scaffold_6-processed-gene-3.5-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-3.5&CDS=1-1782	YNL048W
2995	OG0002995	genemark-scaffold_6-processed-gene-3.7-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-3.7&CDS=1-2271	YER047C
2996	OG0002996	genemark-scaffold_6-processed-gene-3.22-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-3.22&CDS=1-1212	YER048C
2997	OG0002997	snap_masked-scaffold_6-processed-gene-3.51-mRNA-1_1&gene=snap_masked-scaffold_6-processed-gene-3.51&CDS=1-243	YER048W-A
2998	OG0002998	augustus_masked-scaffold_6-processed-gene-3.96-mRNA-1_1&gene=augustus_masked-scaffold_6-processed-gene-3.96&CDS=1-726	YPR124W
2999	OG0002999	genemark-scaffold_6-processed-gene-3.30-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-3.30&CDS=1-2061	YPL104W
3000	OG0003000	genemark-scaffold_6-processed-gene-3.10-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-3.10&CDS=1-438	YBR173C
3001	OG0003001	genemark-scaffold_6-processed-gene-3.32-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-3.32&CDS=1-4107	YER008C
3002	OG0003002	snap_masked-scaffold_6-processed-gene-3.74-mRNA-1_1&gene=snap_masked-scaffold_6-processed-gene-3.74&CDS=1-570	YBR171W
3003	OG0003003	genemark-scaffold_6-processed-gene-3.12-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-3.12&CDS=1-3432	YIR002C
3004	OG0003004	genemark-scaffold_6-processed-gene-3.13-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-3.13&CDS=1-540	YER007C-A
3005	OG0003005	genemark-scaffold_6-processed-gene-3.34-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-3.34&CDS=1-1623	YER007W
3006	OG0003006	genemark-scaffold_6-processed-gene-3.35-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-3.35&CDS=1-1497	YER006W
3007	OG0003007	genemark-scaffold_6-processed-gene-3.14-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-3.14&CDS=1-1017	YPR086W
3008	OG0003008	genemark-scaffold_6-processed-gene-3.36-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-3.36&CDS=1-621	YFL046W
3009	OG0003009	genemark-scaffold_6-processed-gene-3.37-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-3.37&CDS=1-1326	YPL083C
3010	OG0003010	genemark-scaffold_6-processed-gene-3.15-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-3.15&CDS=1-495	YPL047W
3011	OG0003011	genemark-scaffold_6-processed-gene-3.41-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-3.41&CDS=1-2376	YBR202W
3012	OG0003012	genemark-scaffold_6-processed-gene-3.21-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-3.21&CDS=1-300	YPL046C
3013	OG0003013	genemark-scaffold_6-processed-gene-4.1-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-4.1&CDS=1-1389	YIR027C
3014	OG0003014	genemark-scaffold_6-processed-gene-4.3-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-4.3&CDS=1-1584	YDL143W
3015	OG0003015	genemark-scaffold_6-processed-gene-4.5-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-4.5&CDS=1-1650	YPL030W
3016	OG0003016	genemark-scaffold_6-processed-gene-4.21-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-4.21&CDS=1-1479	YPL260W
3017	OG0003017	genemark-scaffold_6-processed-gene-4.22-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-4.22&CDS=1-1164	YOR008C
3018	OG0003018	maker-scaffold_6-snap-gene-4.47-mRNA-1_1&gene=maker-scaffold_6-snap-gene-4.47&CDS=1-4281	YDL014W
3019	OG0003019	genemark-scaffold_6-processed-gene-4.28-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-4.28&CDS=1-756	YGR232W
3020	OG0003020	genemark-scaffold_6-processed-gene-4.8-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-4.8&CDS=1-2178	YPL043W
3021	OG0003021	genemark-scaffold_6-processed-gene-4.29-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-4.29&CDS=1-2046	YDL141W
3022	OG0003022	genemark-scaffold_6-processed-gene-4.9-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-4.9&CDS=1-906	YDL142C
3023	OG0003023	genemark-scaffold_6-processed-gene-4.30-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-4.30&CDS=1-2715	YBR017C
3024	OG0003024	genemark-scaffold_6-processed-gene-4.31-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-4.31&CDS=1-2919	YAR014C
3025	OG0003025	genemark-scaffold_6-processed-gene-4.10-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-4.10&CDS=1-1479	YBR006W
3026	OG0003026	genemark-scaffold_6-processed-gene-4.11-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-4.11&CDS=1-1623	YMR110C
3027	OG0003027	genemark-scaffold_6-processed-gene-4.13-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-4.13&CDS=1-375	YNL149C
3028	OG0003028	genemark-scaffold_6-processed-gene-4.14-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-4.14&CDS=1-333	YNL147W
3029	OG0003029	genemark-scaffold_6-processed-gene-4.15-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-4.15&CDS=1-663	YHR128W
3030	OG0003030	genemark-scaffold_6-processed-gene-4.36-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-4.36&CDS=1-759	YNL148C
3031	OG0003031	snap_masked-scaffold_6-processed-gene-4.67-mRNA-1_1&gene=snap_masked-scaffold_6-processed-gene-4.67&CDS=1-1776	YPR162C
3032	OG0003032	genemark-scaffold_6-processed-gene-4.38-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-4.38&CDS=1-1719	YLR452C
3033	OG0003033	genemark-scaffold_6-processed-gene-4.40-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-4.40&CDS=1-1578	YER025W
3034	OG0003034	genemark-scaffold_6-processed-gene-4.18-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-4.18&CDS=1-1242	YJR124C
3035	OG0003035	maker-scaffold_6-snap-gene-5.154-mRNA-1_1&gene=maker-scaffold_6-snap-gene-5.154&CDS=1-1515	YIL034C
3036	OG0003036	genemark-scaffold_6-processed-gene-5.6-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-5.6&CDS=1-2109	YPR141C
3037	OG0003037	genemark-scaffold_6-processed-gene-5.30-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-5.30&CDS=1-666	YNL056W
3038	OG0003038	genemark-scaffold_6-processed-gene-5.7-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-5.7&CDS=1-669	YNL151C
3039	OG0003039	genemark-scaffold_6-processed-gene-5.31-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-5.31&CDS=1-672	YIL118W
3040	OG0003040	genemark-scaffold_6-processed-gene-5.32-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-5.32&CDS=1-744	YER010C
3041	OG0003041	genemark-scaffold_6-processed-gene-5.33-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-5.33&CDS=1-600	YLR221C
3042	OG0003042	augustus_masked-scaffold_6-processed-gene-5.130-mRNA-1_1&gene=augustus_masked-scaffold_6-processed-gene-5.130&CDS=1-1392	YDR254W
3043	OG0003043	genemark-scaffold_6-processed-gene-5.11-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-5.11&CDS=1-912	YGR231C
3044	OG0003044	genemark-scaffold_6-processed-gene-5.35-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-5.35&CDS=1-1428	YGR227W
3045	OG0003045	genemark-scaffold_6-processed-gene-5.12-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-5.12&CDS=1-1554	YHR151C
3046	OG0003046	augustus_masked-scaffold_6-processed-gene-5.132-mRNA-1_1&gene=augustus_masked-scaffold_6-processed-gene-5.132&CDS=1-4176	YGR225W
3047	OG0003047	genemark-scaffold_6-processed-gene-5.15-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-5.15&CDS=1-756	YPL065W
3048	OG0003048	genemark-scaffold_6-processed-gene-5.38-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-5.38&CDS=1-822	YFR052W
3049	OG0003049	maker-scaffold_6-snap-gene-5.161-mRNA-1_1&gene=maker-scaffold_6-snap-gene-5.161&CDS=1-1332	YPL066W
3050	OG0003050	snap_masked-scaffold_6-processed-gene-5.87-mRNA-1_1&gene=snap_masked-scaffold_6-processed-gene-5.87&CDS=1-906	YIR011C
3051	OG0003051	genemark-scaffold_6-processed-gene-5.19-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-5.19&CDS=1-1548	YIR010W
3052	OG0003052	genemark-scaffold_6-processed-gene-5.42-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-5.42&CDS=1-1803	YBR255W
3053	OG0003053	genemark-scaffold_6-processed-gene-5.20-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-5.20&CDS=1-423	YBR254C
3054	OG0003054	genemark-scaffold_6-processed-gene-5.21-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-5.21&CDS=1-522	YOL129W
3055	OG0003055	genemark-scaffold_6-processed-gene-5.43-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-5.43&CDS=1-1068	YOL127W
3056	OG0003056	genemark-scaffold_6-processed-gene-5.22-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-5.22&CDS=1-1122	YNL307C
3057	OG0003057	genemark-scaffold_6-processed-gene-5.45-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-5.45&CDS=1-873	YLR220W
3058	OG0003058	genemark-scaffold_6-processed-gene-5.46-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-5.46&CDS=1-1614	YPR137W
3059	OG0003059	genemark-scaffold_6-processed-gene-5.24-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-5.24&CDS=1-1902	YPR179C
3060	OG0003060	genemark-scaffold_6-processed-gene-5.48-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-5.48&CDS=1-1062	YFR027W
3061	OG0003061	genemark-scaffold_6-processed-gene-5.28-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-5.28&CDS=1-2607	YPL084W
3062	OG0003062	genemark-scaffold_6-processed-gene-5.50-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-5.50&CDS=1-3309	YDL017W
3063	OG0003063	genemark-scaffold_6-processed-gene-5.29-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-5.29&CDS=1-618	YDL018C
3064	OG0003064	snap_masked-scaffold_6-processed-gene-6.96-mRNA-1_1&gene=snap_masked-scaffold_6-processed-gene-6.96&CDS=1-1551	YGR119C
3065	OG0003065	genemark-scaffold_6-processed-gene-6.1-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-6.1&CDS=1-1737	YPR161C
3066	OG0003066	snap_masked-scaffold_6-processed-gene-6.97-mRNA-1_1&gene=snap_masked-scaffold_6-processed-gene-6.97&CDS=1-912	YPL060W
3067	OG0003067	snap_masked-scaffold_6-processed-gene-6.98-mRNA-1_1&gene=snap_masked-scaffold_6-processed-gene-6.98&CDS=1-1977	YER005W
3068	OG0003068	genemark-scaffold_6-processed-gene-6.23-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-6.23&CDS=1-1833	YPR190C
3069	OG0003069	genemark-scaffold_6-processed-gene-6.24-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-6.24&CDS=1-4290	YPR189W
3070	OG0003070	genemark-scaffold_6-processed-gene-6.25-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-6.25&CDS=1-474	YPR188C
3071	OG0003071	augustus_masked-scaffold_6-processed-gene-6.50-mRNA-1_1&gene=augustus_masked-scaffold_6-processed-gene-6.50&CDS=1-1416	YDR004W
3072	OG0003072	genemark-scaffold_6-processed-gene-6.6-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-6.6&CDS=1-840	YBR011C
3073	OG0003073	genemark-scaffold_6-processed-gene-6.27-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-6.27&CDS=1-801	YDR007W
3074	OG0003074	genemark-scaffold_6-processed-gene-6.28-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-6.28&CDS=1-582	YPR131C
3075	OG0003075	genemark-scaffold_6-processed-gene-6.7-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-6.7&CDS=1-945	YPR129W
3076	OG0003076	genemark-scaffold_6-processed-gene-6.8-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-6.8&CDS=1-939	YIL021W
3077	OG0003077	genemark-scaffold_6-processed-gene-6.30-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-6.30&CDS=1-1350	YDL147W
3078	OG0003078	genemark-scaffold_6-processed-gene-6.31-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-6.31&CDS=1-2688	YIL047C
3079	OG0003079	genemark-scaffold_6-processed-gene-6.32-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-6.32&CDS=1-3246	YIL048W
3080	OG0003080	genemark-scaffold_6-processed-gene-6.33-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-6.33&CDS=1-933	YPR128C
3081	OG0003081	genemark-scaffold_6-processed-gene-6.10-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-6.10&CDS=1-2943	YOL090W
3082	OG0003082	genemark-scaffold_6-processed-gene-6.11-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-6.11&CDS=1-660	YIL010W
3083	OG0003083	genemark-scaffold_6-processed-gene-6.34-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-6.34&CDS=1-141	YPR133W-A
3084	OG0003084	genemark-scaffold_6-processed-gene-6.12-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-6.12&CDS=1-1137	YPR133C
3085	OG0003085	genemark-scaffold_6-processed-gene-6.13-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-6.13&CDS=1-804	YIL020C
3086	OG0003086	augustus_masked-scaffold_6-processed-gene-6.79-mRNA-1_1&gene=augustus_masked-scaffold_6-processed-gene-6.79&CDS=1-1926	YER051W
3087	OG0003087	augustus_masked-scaffold_6-processed-gene-6.59-mRNA-1_1&gene=augustus_masked-scaffold_6-processed-gene-6.59&CDS=1-582	YER050C
3088	OG0003088	genemark-scaffold_6-processed-gene-6.36-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-6.36&CDS=1-1236	YIL042C
3089	OG0003089	genemark-scaffold_6-processed-gene-6.15-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-6.15&CDS=1-891	YER055C
