	OrthologID	Metschnikowia_matae	Saccharomyces_cerevisiae
2370	OG0002370	snap_masked-mat-_s488-processed-gene-0.91-mRNA-1_1&gene=snap_masked-mat-_s488-processed-gene-0.91&CDS=1-2763	YLR382C
2371	OG0002371	augustus_masked-mat-_s488-processed-gene-0.58-mRNA-1_1&gene=augustus_masked-mat-_s488-processed-gene-0.58&CDS=1-4089	YLR143W
2372	OG0002372	snap_masked-mat-_s488-processed-gene-0.92-mRNA-1_1&gene=snap_masked-mat-_s488-processed-gene-0.92&CDS=1-567	YBR189W
2373	OG0002373	snap_masked-mat-_s488-processed-gene-0.93-mRNA-1_1&gene=snap_masked-mat-_s488-processed-gene-0.93&CDS=1-1983	YKL179C
2374	OG0002374	snap_masked-mat-_s488-processed-gene-0.134-mRNA-1_1&gene=snap_masked-mat-_s488-processed-gene-0.134&CDS=1-594	YPR165W
2375	OG0002375	snap_masked-mat-_s488-processed-gene-0.135-mRNA-1_1&gene=snap_masked-mat-_s488-processed-gene-0.135&CDS=1-945	YOL093W
2376	OG0002376	snap_masked-mat-_s488-processed-gene-0.137-mRNA-1_1&gene=snap_masked-mat-_s488-processed-gene-0.137&CDS=1-921	YOL092W
2377	OG0002377	snap_masked-mat-_s488-processed-gene-0.96-mRNA-1_1&gene=snap_masked-mat-_s488-processed-gene-0.96&CDS=1-1428	YOL072W
2378	OG0002378	genemark-mat-_s489-processed-gene-0.23-mRNA-1_1&gene=genemark-mat-_s489-processed-gene-0.23&CDS=1-576	YER094C
2379	OG0002379	genemark-mat-_s490-processed-gene-0.13-mRNA-1_1&gene=genemark-mat-_s490-processed-gene-0.13&CDS=1-2922	YLR129W
2380	OG0002380	snap_masked-mat-_s495-processed-gene-0.46-mRNA-1_1&gene=snap_masked-mat-_s495-processed-gene-0.46&CDS=1-2190	YJL057C
2381	OG0002381	maker-mat-_s495-snap-gene-0.74-mRNA-1_1&gene=maker-mat-_s495-snap-gene-0.74&CDS=1-639	YOL143C
2382	OG0002382	snap_masked-mat-_s495-processed-gene-0.50-mRNA-1_1&gene=snap_masked-mat-_s495-processed-gene-0.50&CDS=1-1449	YDL155W
2383	OG0002383	snap_masked-mat-_s495-processed-gene-0.51-mRNA-1_1&gene=snap_masked-mat-_s495-processed-gene-0.51&CDS=1-771	YIL070C
2384	OG0002384	snap_masked-mat-_s495-processed-gene-0.65-mRNA-1_1&gene=snap_masked-mat-_s495-processed-gene-0.65&CDS=1-2613	YPR112C
2385	OG0002385	snap_masked-mat-_s495-processed-gene-0.66-mRNA-1_1&gene=snap_masked-mat-_s495-processed-gene-0.66&CDS=1-3963	YNL250W
2386	OG0002386	snap_masked-mat-_s495-processed-gene-0.67-mRNA-1_1&gene=snap_masked-mat-_s495-processed-gene-0.67&CDS=1-2751	YOR113W
2387	OG0002387	snap_masked-mat-_s495-processed-gene-0.70-mRNA-1_1&gene=snap_masked-mat-_s495-processed-gene-0.70&CDS=1-378	YNL113W
2388	OG0002388	snap_masked-mat-_s497-processed-gene-0.38-mRNA-1_1&gene=snap_masked-mat-_s497-processed-gene-0.38&CDS=1-4254	YJR137C
2389	OG0002389	snap_masked-mat-_s497-processed-gene-0.39-mRNA-1_1&gene=snap_masked-mat-_s497-processed-gene-0.39&CDS=1-783	YHR200W
2390	OG0002390	snap_masked-mat-_s497-processed-gene-0.51-mRNA-1_1&gene=snap_masked-mat-_s497-processed-gene-0.51&CDS=1-1176	YHR201C
2391	OG0002391	maker-mat-_s497-augustus-gene-0.0-mRNA-1_1&gene=maker-mat-_s497-augustus-gene-0.0&CDS=1-2355	YJR143C
2392	OG0002392	snap_masked-mat-_s497-processed-gene-0.56-mRNA-1_1&gene=snap_masked-mat-_s497-processed-gene-0.56&CDS=1-996	YDR090C
2393	OG0002393	snap_masked-mat-_s497-processed-gene-0.57-mRNA-1_1&gene=snap_masked-mat-_s497-processed-gene-0.57&CDS=1-3156	YER162C
2394	OG0002394	snap_masked-mat-_s497-processed-gene-0.45-mRNA-1_1&gene=snap_masked-mat-_s497-processed-gene-0.45&CDS=1-1500	YPL262W
2395	OG0002395	snap_masked-mat-_s497-processed-gene-0.46-mRNA-1_1&gene=snap_masked-mat-_s497-processed-gene-0.46&CDS=1-1590	YPL214C
2396	OG0002396	snap_masked-mat-_s497-processed-gene-0.47-mRNA-1_1&gene=snap_masked-mat-_s497-processed-gene-0.47&CDS=1-978	YHR134W
2397	OG0002397	maker-mat-_s501-snap-gene-0.9-mRNA-1_1&gene=maker-mat-_s501-snap-gene-0.9&CDS=1-5169	YJR092W
2398	OG0002398	snap_masked-mat-_s504-processed-gene-0.4-mRNA-1_1&gene=snap_masked-mat-_s504-processed-gene-0.4&CDS=1-1575	YGL017W
2399	OG0002399	snap_masked-mat-_s504-processed-gene-0.6-mRNA-1_1&gene=snap_masked-mat-_s504-processed-gene-0.6&CDS=1-396	YGL191W
2400	OG0002400	snap_masked-mat-_s504-processed-gene-0.9-mRNA-1_1&gene=snap_masked-mat-_s504-processed-gene-0.9&CDS=1-1461	YGL190C
2401	OG0002401	augustus_masked-mat-_s507-processed-gene-0.20-mRNA-1_1&gene=augustus_masked-mat-_s507-processed-gene-0.20&CDS=1-1560	YGL138C
2402	OG0002402	snap_masked-mat-_s507-processed-gene-0.11-mRNA-1_1&gene=snap_masked-mat-_s507-processed-gene-0.11&CDS=1-3555	YPL217C
2403	OG0002403	augustus_masked-mat-_s508-processed-gene-0.17-mRNA-1_1&gene=augustus_masked-mat-_s508-processed-gene-0.17&CDS=1-3615	YGL094C
2404	OG0002404	augustus_masked-mat-_s508-processed-gene-0.24-mRNA-1_1&gene=augustus_masked-mat-_s508-processed-gene-0.24&CDS=1-228	YPL183W-A
2405	OG0002405	genemark-mat-_s508-processed-gene-0.5-mRNA-1_1&gene=genemark-mat-_s508-processed-gene-0.5&CDS=1-2253	YHR205W
2406	OG0002406	maker-mat-_s509-augustus-gene-0.0-mRNA-1_1&gene=maker-mat-_s509-augustus-gene-0.0&CDS=1-1212	YGR029W
2407	OG0002407	maker-mat-_s509-snap-gene-0.133-mRNA-1_1&gene=maker-mat-_s509-snap-gene-0.133&CDS=1-2286	YNL001W
2408	OG0002408	augustus_masked-mat-_s509-processed-gene-0.32-mRNA-1_1&gene=augustus_masked-mat-_s509-processed-gene-0.32&CDS=1-426	YGL106W
2409	OG0002409	genemark-mat-_s509-processed-gene-0.96-mRNA-1_1&gene=genemark-mat-_s509-processed-gene-0.96&CDS=1-3261	YOL034W
2410	OG0002410	augustus_masked-mat-_s509-processed-gene-0.11-mRNA-1_1&gene=augustus_masked-mat-_s509-processed-gene-0.11&CDS=1-1377	YJR044C
2411	OG0002411	snap_masked-mat-_s509-processed-gene-0.77-mRNA-1_1&gene=snap_masked-mat-_s509-processed-gene-0.77&CDS=1-801	YAL014C
2412	OG0002412	snap_masked-mat-_s509-processed-gene-0.56-mRNA-1_1&gene=snap_masked-mat-_s509-processed-gene-0.56&CDS=1-669	YJL055W
2413	OG0002413	snap_masked-mat-_s509-processed-gene-0.79-mRNA-1_1&gene=snap_masked-mat-_s509-processed-gene-0.79&CDS=1-798	YNL036W
2414	OG0002414	snap_masked-mat-_s509-processed-gene-0.58-mRNA-1_1&gene=snap_masked-mat-_s509-processed-gene-0.58&CDS=1-675	YNL129W
2415	OG0002415	snap_masked-mat-_s509-processed-gene-0.81-mRNA-1_1&gene=snap_masked-mat-_s509-processed-gene-0.81&CDS=1-954	YKR030W
2416	OG0002416	snap_masked-mat-_s509-processed-gene-0.83-mRNA-1_1&gene=snap_masked-mat-_s509-processed-gene-0.83&CDS=1-1848	YKR017C
2417	OG0002417	snap_masked-mat-_s509-processed-gene-0.60-mRNA-1_1&gene=snap_masked-mat-_s509-processed-gene-0.60&CDS=1-363	YJL104W
2418	OG0002418	snap_masked-mat-_s509-processed-gene-0.86-mRNA-1_1&gene=snap_masked-mat-_s509-processed-gene-0.86&CDS=1-549	YHR148W
2419	OG0002419	snap_masked-mat-_s509-processed-gene-0.63-mRNA-1_1&gene=snap_masked-mat-_s509-processed-gene-0.63&CDS=1-663	YHR147C
2420	OG0002420	snap_masked-mat-_s509-processed-gene-0.87-mRNA-1_1&gene=snap_masked-mat-_s509-processed-gene-0.87&CDS=1-1455	YBR003W
2421	OG0002421	snap_masked-mat-_s509-processed-gene-0.66-mRNA-1_1&gene=snap_masked-mat-_s509-processed-gene-0.66&CDS=1-3237	YGR218W
2422	OG0002422	snap_masked-mat-_s509-processed-gene-0.67-mRNA-1_1&gene=snap_masked-mat-_s509-processed-gene-0.67&CDS=1-609	YDR002W
2423	OG0002423	snap_masked-mat-_s509-processed-gene-0.68-mRNA-1_1&gene=snap_masked-mat-_s509-processed-gene-0.68&CDS=1-3642	YGR233C
2424	OG0002424	snap_masked-mat-_s509-processed-gene-1.80-mRNA-1_1&gene=snap_masked-mat-_s509-processed-gene-1.80&CDS=1-1236	YIL042C
2425	OG0002425	snap_masked-mat-_s509-processed-gene-1.76-mRNA-1_1&gene=snap_masked-mat-_s509-processed-gene-1.76&CDS=1-1575	YER051W
2426	OG0002426	snap_masked-mat-_s509-processed-gene-1.81-mRNA-1_1&gene=snap_masked-mat-_s509-processed-gene-1.81&CDS=1-1248	YOL058W
2427	OG0002427	snap_masked-mat-_s509-processed-gene-1.78-mRNA-1_1&gene=snap_masked-mat-_s509-processed-gene-1.78&CDS=1-735	YNL056W
2428	OG0002428	snap_masked-mat-_s509-processed-gene-1.82-mRNA-1_1&gene=snap_masked-mat-_s509-processed-gene-1.82&CDS=1-2472	YGL027C
2429	OG0002429	augustus_masked-mat-_s509-processed-gene-1.149-mRNA-1_1&gene=augustus_masked-mat-_s509-processed-gene-1.149&CDS=1-1104	YMR135C
2430	OG0002430	augustus_masked-mat-_s509-processed-gene-1.177-mRNA-1_1&gene=augustus_masked-mat-_s509-processed-gene-1.177&CDS=1-660	YMR134W
2431	OG0002431	snap_masked-mat-_s509-processed-gene-1.84-mRNA-1_1&gene=snap_masked-mat-_s509-processed-gene-1.84&CDS=1-618	YOR289W
2432	OG0002432	snap_masked-mat-_s509-processed-gene-1.87-mRNA-1_1&gene=snap_masked-mat-_s509-processed-gene-1.87&CDS=1-561	YER042W
2433	OG0002433	snap_masked-mat-_s509-processed-gene-1.88-mRNA-1_1&gene=snap_masked-mat-_s509-processed-gene-1.88&CDS=1-1074	YBR087W
2434	OG0002434	maker-mat-_s509-snap-gene-1.62-mRNA-1_1&gene=maker-mat-_s509-snap-gene-1.62&CDS=1-657	YKL041W
2435	OG0002435	maker-mat-_s509-snap-gene-1.63-mRNA-1_1&gene=maker-mat-_s509-snap-gene-1.63&CDS=1-1971	YPR047W
2436	OG0002436	snap_masked-mat-_s509-processed-gene-1.121-mRNA-1_1&gene=snap_masked-mat-_s509-processed-gene-1.121&CDS=1-1824	YPR048W
2437	OG0002437	snap_masked-mat-_s509-processed-gene-1.122-mRNA-1_1&gene=snap_masked-mat-_s509-processed-gene-1.122&CDS=1-1419	YMR023C
2438	OG0002438	snap_masked-mat-_s509-processed-gene-1.91-mRNA-1_1&gene=snap_masked-mat-_s509-processed-gene-1.91&CDS=1-888	YOR311C
2439	OG0002439	snap_masked-mat-_s509-processed-gene-1.92-mRNA-1_1&gene=snap_masked-mat-_s509-processed-gene-1.92&CDS=1-642	YMR069W
2440	OG0002440	snap_masked-mat-_s509-processed-gene-1.126-mRNA-1_1&gene=snap_masked-mat-_s509-processed-gene-1.126&CDS=1-6819	YPL085W
2441	OG0002441	snap_masked-mat-_s509-processed-gene-1.94-mRNA-1_1&gene=snap_masked-mat-_s509-processed-gene-1.94&CDS=1-1407	YBR182C
2442	OG0002442	snap_masked-mat-_s509-processed-gene-1.97-mRNA-1_1&gene=snap_masked-mat-_s509-processed-gene-1.97&CDS=1-1236	YHR004C
2443	OG0002443	augustus_masked-mat-_s509-processed-gene-1.166-mRNA-1_1&gene=augustus_masked-mat-_s509-processed-gene-1.166&CDS=1-2205	YBR123C
2444	OG0002444	snap_masked-mat-_s509-processed-gene-1.134-mRNA-1_1&gene=snap_masked-mat-_s509-processed-gene-1.134&CDS=1-702	YOR232W
2445	OG0002445	maker-mat-_s509-augustus-gene-1.73-mRNA-1_1&gene=maker-mat-_s509-augustus-gene-1.73&CDS=1-3066	YIL094C
2446	OG0002446	augustus_masked-mat-_s509-processed-gene-1.194-mRNA-1_1&gene=augustus_masked-mat-_s509-processed-gene-1.194&CDS=1-1473	YNL022C
2447	OG0002447	snap_masked-mat-_s509-processed-gene-1.136-mRNA-1_1&gene=snap_masked-mat-_s509-processed-gene-1.136&CDS=1-3000	YNL021W
2448	OG0002448	genemark-mat-_s509-processed-gene-1.56-mRNA-1_1&gene=genemark-mat-_s509-processed-gene-1.56&CDS=1-993	YNL035C
2449	OG0002449	snap_masked-mat-_s509-processed-gene-1.107-mRNA-1_1&gene=snap_masked-mat-_s509-processed-gene-1.107&CDS=1-2052	YNL039W
2450	OG0002450	snap_masked-mat-_s509-processed-gene-1.108-mRNA-1_1&gene=snap_masked-mat-_s509-processed-gene-1.108&CDS=1-660	YNL038W
2451	OG0002451	snap_masked-mat-_s509-processed-gene-1.110-mRNA-1_1&gene=snap_masked-mat-_s509-processed-gene-1.110&CDS=1-4299	YDL240W
2452	OG0002452	snap_masked-mat-_s509-processed-gene-1.111-mRNA-1_1&gene=snap_masked-mat-_s509-processed-gene-1.111&CDS=1-258	YGL220W
2453	OG0002453	snap_masked-mat-_s509-processed-gene-1.138-mRNA-1_1&gene=snap_masked-mat-_s509-processed-gene-1.138&CDS=1-1455	YOL137W
2454	OG0002454	augustus_masked-mat-_s509-processed-gene-1.175-mRNA-1_1&gene=augustus_masked-mat-_s509-processed-gene-1.175&CDS=1-822	YGL221C
2455	OG0002455	snap_masked-mat-_s510-processed-gene-0.11-mRNA-1_1&gene=snap_masked-mat-_s510-processed-gene-0.11&CDS=1-1353	YNL051W
2456	OG0002456	snap_masked-mat-_s512-processed-gene-0.122-mRNA-1_1&gene=snap_masked-mat-_s512-processed-gene-0.122&CDS=1-2574	YKR079C
2457	OG0002457	snap_masked-mat-_s512-processed-gene-0.158-mRNA-1_1&gene=snap_masked-mat-_s512-processed-gene-0.158&CDS=1-1083	YEL050C
2458	OG0002458	genemark-mat-_s512-processed-gene-0.6-mRNA-1_1&gene=genemark-mat-_s512-processed-gene-0.6&CDS=1-612	YDR298C
2459	OG0002459	snap_masked-mat-_s512-processed-gene-0.126-mRNA-1_1&gene=snap_masked-mat-_s512-processed-gene-0.126&CDS=1-1437	YIL039W
2460	OG0002460	snap_masked-mat-_s512-processed-gene-0.159-mRNA-1_1&gene=snap_masked-mat-_s512-processed-gene-0.159&CDS=1-615	YIL010W
2461	OG0002461	snap_masked-mat-_s512-processed-gene-0.129-mRNA-1_1&gene=snap_masked-mat-_s512-processed-gene-0.129&CDS=1-810	YOR278W
2462	OG0002462	snap_masked-mat-_s512-processed-gene-0.162-mRNA-1_1&gene=snap_masked-mat-_s512-processed-gene-0.162&CDS=1-399	YOL012C
2463	OG0002463	snap_masked-mat-_s512-processed-gene-0.163-mRNA-1_1&gene=snap_masked-mat-_s512-processed-gene-0.163&CDS=1-1986	YEL062W
2464	OG0002464	snap_masked-mat-_s512-processed-gene-0.134-mRNA-1_1&gene=snap_masked-mat-_s512-processed-gene-0.134&CDS=1-1701	YLR259C
2465	OG0002465	snap_masked-mat-_s512-processed-gene-0.164-mRNA-1_1&gene=snap_masked-mat-_s512-processed-gene-0.164&CDS=1-1563	YOL013C
2466	OG0002466	augustus_masked-mat-_s512-processed-gene-0.105-mRNA-1_1&gene=augustus_masked-mat-_s512-processed-gene-0.105&CDS=1-354	YMR074C
2467	OG0002467	maker-mat-_s512-snap-gene-0.66-mRNA-1_1&gene=maker-mat-_s512-snap-gene-0.66&CDS=1-612	YLR262C
2468	OG0002468	snap_masked-mat-_s512-processed-gene-0.141-mRNA-1_1&gene=snap_masked-mat-_s512-processed-gene-0.141&CDS=1-387	YBR269C
2469	OG0002469	snap_masked-mat-_s512-processed-gene-0.142-mRNA-1_1&gene=snap_masked-mat-_s512-processed-gene-0.142&CDS=1-1251	YBR271W
2470	OG0002470	snap_masked-mat-_s512-processed-gene-0.169-mRNA-1_1&gene=snap_masked-mat-_s512-processed-gene-0.169&CDS=1-1305	YJL060W
2471	OG0002471	snap_masked-mat-_s512-processed-gene-0.144-mRNA-1_1&gene=snap_masked-mat-_s512-processed-gene-0.144&CDS=1-747	YJR113C
2472	OG0002472	snap_masked-mat-_s512-processed-gene-0.146-mRNA-1_1&gene=snap_masked-mat-_s512-processed-gene-0.146&CDS=1-1323	YBL045C
2473	OG0002473	genemark-mat-_s512-processed-gene-0.51-mRNA-1_1&gene=genemark-mat-_s512-processed-gene-0.51&CDS=1-1227	YHR005C
2474	OG0002474	snap_masked-mat-_s512-processed-gene-0.148-mRNA-1_1&gene=snap_masked-mat-_s512-processed-gene-0.148&CDS=1-1461	YHR045W
2475	OG0002475	snap_masked-mat-_s512-processed-gene-0.172-mRNA-1_1&gene=snap_masked-mat-_s512-processed-gene-0.172&CDS=1-291	YDR016C
2476	OG0002476	snap_masked-mat-_s512-processed-gene-0.149-mRNA-1_1&gene=snap_masked-mat-_s512-processed-gene-0.149&CDS=1-1011	YKL095W
2477	OG0002477	snap_masked-mat-_s512-processed-gene-0.174-mRNA-1_1&gene=snap_masked-mat-_s512-processed-gene-0.174&CDS=1-2502	YIL068C
2478	OG0002478	snap_masked-mat-_s512-processed-gene-0.175-mRNA-1_1&gene=snap_masked-mat-_s512-processed-gene-0.175&CDS=1-2370	YGR178C
2479	OG0002479	snap_masked-mat-_s512-processed-gene-0.176-mRNA-1_1&gene=snap_masked-mat-_s512-processed-gene-0.176&CDS=1-1572	YKL047W
2480	OG0002480	snap_masked-mat-_s512-processed-gene-0.177-mRNA-1_1&gene=snap_masked-mat-_s512-processed-gene-0.177&CDS=1-342	YER072W
2481	OG0002481	snap_masked-mat-_s512-processed-gene-0.179-mRNA-1_1&gene=snap_masked-mat-_s512-processed-gene-0.179&CDS=1-4131	YOR291W
2482	OG0002482	snap_masked-mat-_s512-processed-gene-0.151-mRNA-1_1&gene=snap_masked-mat-_s512-processed-gene-0.151&CDS=1-1734	YMR227C
2483	OG0002483	genemark-mat-_s512-processed-gene-0.31-mRNA-1_1&gene=genemark-mat-_s512-processed-gene-0.31&CDS=1-687	YKL033W-A
2484	OG0002484	snap_masked-mat-_s512-processed-gene-0.153-mRNA-1_1&gene=snap_masked-mat-_s512-processed-gene-0.153&CDS=1-1689	YHL010C
2485	OG0002485	snap_masked-mat-_s512-processed-gene-0.154-mRNA-1_1&gene=snap_masked-mat-_s512-processed-gene-0.154&CDS=1-5001	YMR229C
2486	OG0002486	augustus_masked-mat-_s512-processed-gene-0.118-mRNA-1_1&gene=augustus_masked-mat-_s512-processed-gene-0.118&CDS=1-3294	YML104C
2487	OG0002487	snap_masked-mat-_s512-processed-gene-0.181-mRNA-1_1&gene=snap_masked-mat-_s512-processed-gene-0.181&CDS=1-609	YMR269W
2488	OG0002488	snap_masked-mat-_s512-processed-gene-0.155-mRNA-1_1&gene=snap_masked-mat-_s512-processed-gene-0.155&CDS=1-2643	YMR268C
2489	OG0002489	snap_masked-mat-_s512-processed-gene-0.156-mRNA-1_1&gene=snap_masked-mat-_s512-processed-gene-0.156&CDS=1-3261	YPL160W
2490	OG0002490	maker-mat-_s516-augustus-gene-0.27-mRNA-1_1&gene=maker-mat-_s516-augustus-gene-0.27&CDS=1-3954	YOR330C
2491	OG0002491	augustus_masked-mat-_s516-processed-gene-0.29-mRNA-1_1&gene=augustus_masked-mat-_s516-processed-gene-0.29&CDS=1-1254	YLR455W
2492	OG0002492	snap_masked-mat-_s516-processed-gene-0.5-mRNA-1_1&gene=snap_masked-mat-_s516-processed-gene-0.5&CDS=1-468	YEL034W
2493	OG0002493	snap_masked-mat-_s518-processed-gene-0.7-mRNA-1_1&gene=snap_masked-mat-_s518-processed-gene-0.7&CDS=1-2913	YIL075C
2494	OG0002494	snap_masked-mat-_s518-processed-gene-0.8-mRNA-1_1&gene=snap_masked-mat-_s518-processed-gene-0.8&CDS=1-1401	YER081W
2495	OG0002495	snap_masked-mat-_s518-processed-gene-0.1-mRNA-1_1&gene=snap_masked-mat-_s518-processed-gene-0.1&CDS=1-717	YPL051W
2496	OG0002496	snap_masked-mat-_s518-processed-gene-0.3-mRNA-1_1&gene=snap_masked-mat-_s518-processed-gene-0.3&CDS=1-639	YBR171W
2497	OG0002497	snap_masked-mat-_s518-processed-gene-0.4-mRNA-1_1&gene=snap_masked-mat-_s518-processed-gene-0.4&CDS=1-4095	YER008C
2498	OG0002498	snap_masked-mat-_s518-processed-gene-0.12-mRNA-1_1&gene=snap_masked-mat-_s518-processed-gene-0.12&CDS=1-2736	YJL187C
2499	OG0002499	augustus_masked-mat-_s522-processed-gene-0.53-mRNA-1_1&gene=augustus_masked-mat-_s522-processed-gene-0.53&CDS=1-1581	YER025W
2500	OG0002500	augustus_masked-mat-_s522-processed-gene-0.67-mRNA-1_1&gene=augustus_masked-mat-_s522-processed-gene-0.67&CDS=1-1923	YLR452C
2501	OG0002501	snap_masked-mat-_s522-processed-gene-0.43-mRNA-1_1&gene=snap_masked-mat-_s522-processed-gene-0.43&CDS=1-2604	YPR162C
2502	OG0002502	augustus_masked-mat-_s522-processed-gene-0.57-mRNA-1_1&gene=augustus_masked-mat-_s522-processed-gene-0.57&CDS=1-669	YJR123W
2503	OG0002503	snap_masked-mat-_s522-processed-gene-0.50-mRNA-1_1&gene=snap_masked-mat-_s522-processed-gene-0.50&CDS=1-372	YPR182W
2504	OG0002504	snap_masked-mat-_s522-processed-gene-0.33-mRNA-1_1&gene=snap_masked-mat-_s522-processed-gene-0.33&CDS=1-1278	YLR459W
2505	OG0002505	snap_masked-mat-_s522-processed-gene-0.34-mRNA-1_1&gene=snap_masked-mat-_s522-processed-gene-0.34&CDS=1-1119	YPR191W
2506	OG0002506	snap_masked-mat-_s522-processed-gene-0.35-mRNA-1_1&gene=snap_masked-mat-_s522-processed-gene-0.35&CDS=1-468	YPR187W
2507	OG0002507	augustus_masked-mat-_s522-processed-gene-0.75-mRNA-1_1&gene=augustus_masked-mat-_s522-processed-gene-0.75&CDS=1-648	YHR128W
2508	OG0002508	augustus_masked-mat-_s522-processed-gene-0.76-mRNA-1_1&gene=augustus_masked-mat-_s522-processed-gene-0.76&CDS=1-468	YNL147W
2509	OG0002509	snap_masked-mat-_s522-processed-gene-0.39-mRNA-1_1&gene=snap_masked-mat-_s522-processed-gene-0.39&CDS=1-717	YNL148C
2510	OG0002510	snap_masked-mat-_s522-processed-gene-0.40-mRNA-1_1&gene=snap_masked-mat-_s522-processed-gene-0.40&CDS=1-393	YNL149C
2511	OG0002511	snap_masked-mat-_s522-processed-gene-0.41-mRNA-1_1&gene=snap_masked-mat-_s522-processed-gene-0.41&CDS=1-1548	YPR137W
2512	OG0002512	snap_masked-mat-_s529-processed-gene-0.0-mRNA-1_1&gene=snap_masked-mat-_s529-processed-gene-0.0&CDS=1-624	YHR089C
2513	OG0002513	snap_masked-mat-_s53-processed-gene-0.4-mRNA-1_1&gene=snap_masked-mat-_s53-processed-gene-0.4&CDS=1-4968	YML103C
2514	OG0002514	snap_masked-mat-_s53-processed-gene-0.6-mRNA-1_1&gene=snap_masked-mat-_s53-processed-gene-0.6&CDS=1-1341	YMR208W
2515	OG0002515	snap_masked-mat-_s53-processed-gene-0.7-mRNA-1_1&gene=snap_masked-mat-_s53-processed-gene-0.7&CDS=1-984	YOR271C
2516	OG0002516	snap_masked-mat-_s532-processed-gene-0.0-mRNA-1_1&gene=snap_masked-mat-_s532-processed-gene-0.0&CDS=1-615	YFR001W
2517	OG0002517	genemark-mat-_s532-processed-gene-0.30-mRNA-1_1&gene=genemark-mat-_s532-processed-gene-0.30&CDS=1-996	YGR101W
2518	OG0002518	snap_masked-mat-_s532-processed-gene-0.2-mRNA-1_1&gene=snap_masked-mat-_s532-processed-gene-0.2&CDS=1-315	YDL130W
2519	OG0002519	snap_masked-mat-_s532-processed-gene-0.5-mRNA-1_1&gene=snap_masked-mat-_s532-processed-gene-0.5&CDS=1-2691	YOR211C
2520	OG0002520	snap_masked-mat-_s532-processed-gene-0.8-mRNA-1_1&gene=snap_masked-mat-_s532-processed-gene-0.8&CDS=1-2382	YPL126W
2521	OG0002521	augustus_masked-mat-_s532-processed-gene-0.16-mRNA-1_1&gene=augustus_masked-mat-_s532-processed-gene-0.16&CDS=1-216	YOR210W
2522	OG0002522	snap_masked-mat-_s532-processed-gene-0.11-mRNA-1_1&gene=snap_masked-mat-_s532-processed-gene-0.11&CDS=1-1128	YNL005C
2523	OG0002523	snap_masked-mat-_s547-processed-gene-0.50-mRNA-1_1&gene=snap_masked-mat-_s547-processed-gene-0.50&CDS=1-5418	YHL030W
2524	OG0002524	snap_masked-mat-_s547-processed-gene-0.51-mRNA-1_1&gene=snap_masked-mat-_s547-processed-gene-0.51&CDS=1-1497	YGR083C
2525	OG0002525	snap_masked-mat-_s547-processed-gene-0.52-mRNA-1_1&gene=snap_masked-mat-_s547-processed-gene-0.52&CDS=1-3894	YAL026C
2526	OG0002526	augustus_masked-mat-_s547-processed-gene-0.67-mRNA-1_1&gene=augustus_masked-mat-_s547-processed-gene-0.67&CDS=1-1308	YOR323C
2527	OG0002527	snap_masked-mat-_s547-processed-gene-0.53-mRNA-1_1&gene=snap_masked-mat-_s547-processed-gene-0.53&CDS=1-906	YBR213W
2528	OG0002528	snap_masked-mat-_s547-processed-gene-0.37-mRNA-1_1&gene=snap_masked-mat-_s547-processed-gene-0.37&CDS=1-1863	YOR370C
2529	OG0002529	snap_masked-mat-_s547-processed-gene-0.38-mRNA-1_1&gene=snap_masked-mat-_s547-processed-gene-0.38&CDS=1-429	YOR369C
2530	OG0002530	augustus_masked-mat-_s547-processed-gene-0.88-mRNA-1_1&gene=augustus_masked-mat-_s547-processed-gene-0.88&CDS=1-408	YGL054C
2531	OG0002531	snap_masked-mat-_s547-processed-gene-0.40-mRNA-1_1&gene=snap_masked-mat-_s547-processed-gene-0.40&CDS=1-2118	YBR212W
2532	OG0002532	snap_masked-mat-_s547-processed-gene-0.63-mRNA-1_1&gene=snap_masked-mat-_s547-processed-gene-0.63&CDS=1-288	YBR111W-A
2533	OG0002533	snap_masked-mat-_s547-processed-gene-0.43-mRNA-1_1&gene=snap_masked-mat-_s547-processed-gene-0.43&CDS=1-684	YBR111C
2534	OG0002534	snap_masked-mat-_s547-processed-gene-0.64-mRNA-1_1&gene=snap_masked-mat-_s547-processed-gene-0.64&CDS=1-2259	YBR112C
2535	OG0002535	maker-mat-_s548-snap-gene-0.0-mRNA-1_1&gene=maker-mat-_s548-snap-gene-0.0&CDS=1-1641	YGR225W
2536	OG0002536	genemark-mat-_s548-processed-gene-0.1-mRNA-1_1&gene=genemark-mat-_s548-processed-gene-0.1&CDS=1-1413	YGR227W
2537	OG0002537	augustus_masked-mat-_s548-processed-gene-0.13-mRNA-1_1&gene=augustus_masked-mat-_s548-processed-gene-0.13&CDS=1-1419	YGR229C
2538	OG0002538	snap_masked-mat-_s549-processed-gene-0.11-mRNA-1_1&gene=snap_masked-mat-_s549-processed-gene-0.11&CDS=1-1425	YIL097W
2539	OG0002539	augustus_masked-mat-_s549-processed-gene-0.34-mRNA-1_1&gene=augustus_masked-mat-_s549-processed-gene-0.34&CDS=1-1476	YOL003C
2540	OG0002540	snap_masked-mat-_s549-processed-gene-0.7-mRNA-1_1&gene=snap_masked-mat-_s549-processed-gene-0.7&CDS=1-744	YOR362C
