	OrthologID	Saccharomyces_cerevisiae	yHMPu5000034950_Citeromyces_hawaiiensis
3298	OG0003298	YOR113W	augustus_masked-scf7180000031511-processed-gene-0.18-mRNA-1_1&gene=augustus_masked-scf7180000031511-processed-gene-0.18&CDS=1-1485
3299	OG0003299	YOR115C	augustus_masked-scf7180000031358-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-scf7180000031358-processed-gene-0.6&CDS=1-597
3300	OG0003300	YOR116C	augustus_masked-scf7180000028620-processed-gene-0.68-mRNA-1_1&gene=augustus_masked-scf7180000028620-processed-gene-0.68&CDS=1-4341
3301	OG0003301	YOR117W	augustus_masked-scf7180000028620-processed-gene-0.83-mRNA-1_1&gene=augustus_masked-scf7180000028620-processed-gene-0.83&CDS=1-1266
3302	OG0003302	YOR119C	augustus_masked-scf7180000030503-processed-gene-0.21-mRNA-1_1&gene=augustus_masked-scf7180000030503-processed-gene-0.21&CDS=1-1236
3303	OG0003303	YOR122C	augustus_masked-scf7180000031404-processed-gene-0.13-mRNA-1_1&gene=augustus_masked-scf7180000031404-processed-gene-0.13&CDS=1-378
3304	OG0003304	YOR128C	snap_masked-scf7180000031574-processed-gene-0.0-mRNA-1_1&gene=snap_masked-scf7180000031574-processed-gene-0.0&CDS=1-1662
3305	OG0003305	YOR130C	augustus_masked-scf7180000031404-processed-gene-0.15-mRNA-1_1&gene=augustus_masked-scf7180000031404-processed-gene-0.15&CDS=1-867
3306	OG0003306	YOR131C	maker-scf7180000031663-snap-gene-0.2-mRNA-1_1&gene=maker-scf7180000031663-snap-gene-0.2&CDS=1-606
3307	OG0003307	YOR132W	augustus_masked-scf7180000031629-processed-gene-0.28-mRNA-1_1&gene=augustus_masked-scf7180000031629-processed-gene-0.28&CDS=1-1368
3308	OG0003308	YOR134W	snap_masked-scf7180000031040-processed-gene-0.9-mRNA-1_1&gene=snap_masked-scf7180000031040-processed-gene-0.9&CDS=1-1608
3309	OG0003309	YOR136W	genemark-scf7180000031225-processed-gene-0.3-mRNA-1_1&gene=genemark-scf7180000031225-processed-gene-0.3&CDS=1-1107
3310	OG0003310	YOR140W	augustus_masked-scf7180000030838-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-scf7180000030838-processed-gene-0.3&CDS=1-1368
3311	OG0003311	YOR142W	augustus_masked-scf7180000030454-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-scf7180000030454-processed-gene-0.8&CDS=1-969
3312	OG0003312	YOR143C	augustus_masked-scf7180000030464-processed-gene-0.18-mRNA-1_1&gene=augustus_masked-scf7180000030464-processed-gene-0.18&CDS=1-933
3313	OG0003313	YOR144C	augustus_masked-scf7180000030464-processed-gene-0.19-mRNA-1_1&gene=augustus_masked-scf7180000030464-processed-gene-0.19&CDS=1-3759
3314	OG0003314	YOR145C	augustus_masked-scf7180000031456-processed-gene-0.9-mRNA-1_1&gene=augustus_masked-scf7180000031456-processed-gene-0.9&CDS=1-756
3315	OG0003315	YOR148C	snap_masked-scf7180000031456-processed-gene-0.26-mRNA-1_1&gene=snap_masked-scf7180000031456-processed-gene-0.26&CDS=1-612
3316	OG0003316	YOR149C	augustus_masked-scf7180000031456-processed-gene-0.16-mRNA-1_1&gene=augustus_masked-scf7180000031456-processed-gene-0.16&CDS=1-1551
3317	OG0003317	YOR150W	augustus_masked-scf7180000030783-processed-gene-0.47-mRNA-1_1&gene=augustus_masked-scf7180000030783-processed-gene-0.47&CDS=1-519
3318	OG0003318	YOR151C	augustus_masked-scf7180000030783-processed-gene-0.31-mRNA-1_1&gene=augustus_masked-scf7180000030783-processed-gene-0.31&CDS=1-3693
3319	OG0003319	YOR154W	augustus_masked-scf7180000031028-processed-gene-0.16-mRNA-1_1&gene=augustus_masked-scf7180000031028-processed-gene-0.16&CDS=1-1386
3320	OG0003320	YOR157C	augustus_masked-scf7180000029099-processed-gene-0.16-mRNA-1_1&gene=augustus_masked-scf7180000029099-processed-gene-0.16&CDS=1-768
3321	OG0003321	YOR158W	augustus_masked-scf7180000030783-processed-gene-0.26-mRNA-1_1&gene=augustus_masked-scf7180000030783-processed-gene-0.26&CDS=1-894
3322	OG0003322	YOR159C	augustus_masked-scf7180000030783-processed-gene-0.44-mRNA-1_1&gene=augustus_masked-scf7180000030783-processed-gene-0.44&CDS=1-240
3323	OG0003323	YOR160W	genemark-scf7180000030783-processed-gene-0.60-mRNA-1_1&gene=genemark-scf7180000030783-processed-gene-0.60&CDS=1-4131
3324	OG0003324	YOR163W	snap_masked-scf7180000030465-processed-gene-0.1-mRNA-1_1&gene=snap_masked-scf7180000030465-processed-gene-0.1&CDS=1-588
3325	OG0003325	YOR164C	snap_masked-scf7180000030465-processed-gene-0.3-mRNA-1_1&gene=snap_masked-scf7180000030465-processed-gene-0.3&CDS=1-957
3326	OG0003326	YOR166C	genemark-scf7180000030464-processed-gene-0.66-mRNA-1_1&gene=genemark-scf7180000030464-processed-gene-0.66&CDS=1-1152
3327	OG0003327	YOR168W	genemark-scf7180000031254-processed-gene-0.2-mRNA-1_1&gene=genemark-scf7180000031254-processed-gene-0.2&CDS=1-1857
3328	OG0003328	YOR174W	snap_masked-scf7180000030464-processed-gene-0.30-mRNA-1_1&gene=snap_masked-scf7180000030464-processed-gene-0.30&CDS=1-855
3329	OG0003329	YOR175C	augustus_masked-scf7180000030464-processed-gene-0.9-mRNA-1_1&gene=augustus_masked-scf7180000030464-processed-gene-0.9&CDS=1-2253
3330	OG0003330	YOR176W	augustus_masked-scf7180000030464-processed-gene-0.15-mRNA-1_1&gene=augustus_masked-scf7180000030464-processed-gene-0.15&CDS=1-1110
3331	OG0003331	YOR181W	snap_masked-scf7180000030759-processed-gene-0.12-mRNA-1_1&gene=snap_masked-scf7180000030759-processed-gene-0.12&CDS=1-1371
3332	OG0003332	YOR184W	augustus_masked-scf7180000031660-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-scf7180000031660-processed-gene-0.4&CDS=1-1167
3333	OG0003333	YOR187W	augustus_masked-scf7180000031660-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-scf7180000031660-processed-gene-0.5&CDS=1-1281
3334	OG0003334	YOR188W	augustus_masked-scf7180000031660-processed-gene-0.15-mRNA-1_1&gene=augustus_masked-scf7180000031660-processed-gene-0.15&CDS=1-3042
3335	OG0003335	YOR191W	augustus_masked-scf7180000028614-processed-gene-0.42-mRNA-1_1&gene=augustus_masked-scf7180000028614-processed-gene-0.42&CDS=1-3201
3336	OG0003336	YOR194C	augustus_masked-scf7180000031353-processed-gene-0.9-mRNA-1_1&gene=augustus_masked-scf7180000031353-processed-gene-0.9&CDS=1-651
3337	OG0003337	YOR195W	augustus_masked-scf7180000031194-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-scf7180000031194-processed-gene-0.7&CDS=1-2073
3338	OG0003338	YOR196C	augustus_masked-scf7180000031194-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-scf7180000031194-processed-gene-0.4&CDS=1-1134
3339	OG0003339	YOR197W	augustus_masked-scf7180000031641-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-scf7180000031641-processed-gene-0.7&CDS=1-1128
3340	OG0003340	YOR201C	augustus_masked-scf7180000031452-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-scf7180000031452-processed-gene-0.1&CDS=1-1143
3341	OG0003341	YOR202W	augustus_masked-scf7180000028659-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-scf7180000028659-processed-gene-0.0&CDS=1-645
3342	OG0003342	YOR204W	augustus_masked-scf7180000031019-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-scf7180000031019-processed-gene-0.4&CDS=1-1800
3343	OG0003343	YOR206W	augustus_masked-scf7180000031542-processed-gene-0.22-mRNA-1_1&gene=augustus_masked-scf7180000031542-processed-gene-0.22&CDS=1-2022
3344	OG0003344	YOR207C	augustus_masked-scf7180000031542-processed-gene-0.24-mRNA-1_1&gene=augustus_masked-scf7180000031542-processed-gene-0.24&CDS=1-3399
3345	OG0003345	YOR209C	augustus_masked-scf7180000030463-processed-gene-0.45-mRNA-1_1&gene=augustus_masked-scf7180000030463-processed-gene-0.45&CDS=1-1251
3346	OG0003346	YOR210W	augustus_masked-scf7180000030463-processed-gene-0.44-mRNA-1_1&gene=augustus_masked-scf7180000030463-processed-gene-0.44&CDS=1-216
3347	OG0003347	YOR211C	augustus_masked-scf7180000031052-processed-gene-0.35-mRNA-1_1&gene=augustus_masked-scf7180000031052-processed-gene-0.35&CDS=1-2475
3348	OG0003348	YOR215C	maker-scf7180000030562-augustus-gene-0.0-mRNA-1_1&gene=maker-scf7180000030562-augustus-gene-0.0&CDS=1-540
3349	OG0003349	YOR216C	augustus_masked-scf7180000030562-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-scf7180000030562-processed-gene-0.3&CDS=1-1488
3350	OG0003350	YOR217W	genemark-scf7180000030562-processed-gene-0.6-mRNA-1_1&gene=genemark-scf7180000030562-processed-gene-0.6&CDS=1-2541
3351	OG0003351	YOR219C	augustus_masked-scf7180000031154-processed-gene-0.10-mRNA-1_1&gene=augustus_masked-scf7180000031154-processed-gene-0.10&CDS=1-2325
3352	OG0003352	YOR221C	snap_masked-scf7180000030463-processed-gene-0.34-mRNA-1_1&gene=snap_masked-scf7180000030463-processed-gene-0.34&CDS=1-1035
3353	OG0003353	YOR222W	augustus_masked-scf7180000030463-processed-gene-0.49-mRNA-1_1&gene=augustus_masked-scf7180000030463-processed-gene-0.49&CDS=1-897
3354	OG0003354	YOR223W	augustus_masked-scf7180000030466-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-scf7180000030466-processed-gene-0.6&CDS=1-732
3355	OG0003355	YOR224C	augustus_masked-scf7180000031154-processed-gene-0.14-mRNA-1_1&gene=augustus_masked-scf7180000031154-processed-gene-0.14&CDS=1-444
3356	OG0003356	YOR228C	augustus_masked-scf7180000031487-processed-gene-0.33-mRNA-1_1&gene=augustus_masked-scf7180000031487-processed-gene-0.33&CDS=1-867
3357	OG0003357	YOR232W	augustus_masked-scf7180000030711-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-scf7180000030711-processed-gene-0.1&CDS=1-642
3358	OG0003358	YOR233W	augustus_masked-scf7180000031561-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-scf7180000031561-processed-gene-0.3&CDS=1-2019
3359	OG0003359	YOR236W	snap_masked-scf7180000031561-processed-gene-0.30-mRNA-1_1&gene=snap_masked-scf7180000031561-processed-gene-0.30&CDS=1-597
3360	OG0003360	YOR241W	augustus_masked-scf7180000031263-processed-gene-0.19-mRNA-1_1&gene=augustus_masked-scf7180000031263-processed-gene-0.19&CDS=1-1476
3361	OG0003361	YOR242C	snap_masked-scf7180000030551-processed-gene-0.3-mRNA-1_1&gene=snap_masked-scf7180000030551-processed-gene-0.3&CDS=1-960
3362	OG0003362	YOR243C	snap_masked-scf7180000030551-processed-gene-0.2-mRNA-1_1&gene=snap_masked-scf7180000030551-processed-gene-0.2&CDS=1-1854
3363	OG0003363	YOR244W	snap_masked-scf7180000030610-processed-gene-0.8-mRNA-1_1&gene=snap_masked-scf7180000030610-processed-gene-0.8&CDS=1-1335
3364	OG0003364	YOR246C	snap_masked-scf7180000031263-processed-gene-0.6-mRNA-1_1&gene=snap_masked-scf7180000031263-processed-gene-0.6&CDS=1-990
3365	OG0003365	YOR249C	snap_masked-scf7180000031634-processed-gene-0.37-mRNA-1_1&gene=snap_masked-scf7180000031634-processed-gene-0.37&CDS=1-2235
3366	OG0003366	YOR250C	augustus_masked-scf7180000031634-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-scf7180000031634-processed-gene-0.5&CDS=1-1404
3367	OG0003367	YOR251C	augustus_masked-scf7180000031634-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-scf7180000031634-processed-gene-0.6&CDS=1-921
3368	OG0003368	YOR252W	augustus_masked-scf7180000031315-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-scf7180000031315-processed-gene-0.4&CDS=1-459
3369	OG0003369	YOR254C	augustus_masked-scf7180000031513-processed-gene-0.25-mRNA-1_1&gene=augustus_masked-scf7180000031513-processed-gene-0.25&CDS=1-1908
3370	OG0003370	YOR257W	augustus_masked-scf7180000031513-processed-gene-0.33-mRNA-1_1&gene=augustus_masked-scf7180000031513-processed-gene-0.33&CDS=1-597
3371	OG0003371	YOR258W	augustus_masked-scf7180000031568-processed-gene-0.21-mRNA-1_1&gene=augustus_masked-scf7180000031568-processed-gene-0.21&CDS=1-612
3372	OG0003372	YOR259C	augustus_masked-scf7180000031513-processed-gene-0.26-mRNA-1_1&gene=augustus_masked-scf7180000031513-processed-gene-0.26&CDS=1-1242
3373	OG0003373	YOR260W	augustus_masked-scf7180000031513-processed-gene-0.30-mRNA-1_1&gene=augustus_masked-scf7180000031513-processed-gene-0.30&CDS=1-1353
3374	OG0003374	YOR262W	augustus_masked-scf7180000030849-processed-gene-0.18-mRNA-1_1&gene=augustus_masked-scf7180000030849-processed-gene-0.18&CDS=1-1137
3375	OG0003375	YOR265W	genemark-scf7180000030849-processed-gene-0.2-mRNA-1_1&gene=genemark-scf7180000030849-processed-gene-0.2&CDS=1-336
3376	OG0003376	YOR267C	augustus_masked-scf7180000031345-processed-gene-0.10-mRNA-1_1&gene=augustus_masked-scf7180000031345-processed-gene-0.10&CDS=1-1509
3377	OG0003377	YOR269W	augustus_masked-scf7180000031345-processed-gene-0.9-mRNA-1_1&gene=augustus_masked-scf7180000031345-processed-gene-0.9&CDS=1-1398
3378	OG0003378	YOR270C	maker-scf7180000031345-augustus-gene-0.27-mRNA-1_1&gene=maker-scf7180000031345-augustus-gene-0.27&CDS=1-2355
3379	OG0003379	YOR271C	augustus_masked-scf7180000031231-processed-gene-0.12-mRNA-1_1&gene=augustus_masked-scf7180000031231-processed-gene-0.12&CDS=1-984
3380	OG0003380	YOR272W	augustus_masked-scf7180000031231-processed-gene-0.11-mRNA-1_1&gene=augustus_masked-scf7180000031231-processed-gene-0.11&CDS=1-1359
3381	OG0003381	YOR274W	augustus_masked-scf7180000031622-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-scf7180000031622-processed-gene-0.3&CDS=1-1275
3382	OG0003382	YOR275C	snap_masked-scf7180000031622-processed-gene-0.6-mRNA-1_1&gene=snap_masked-scf7180000031622-processed-gene-0.6&CDS=1-1929
3383	OG0003383	YOR278W	augustus_masked-scf7180000030487-processed-gene-0.15-mRNA-1_1&gene=augustus_masked-scf7180000030487-processed-gene-0.15&CDS=1-756
3384	OG0003384	YOR283W	augustus_masked-scf7180000031531-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-scf7180000031531-processed-gene-0.0&CDS=1-675
3385	OG0003385	YOR286W	augustus_masked-scf7180000031154-processed-gene-0.16-mRNA-1_1&gene=augustus_masked-scf7180000031154-processed-gene-0.16&CDS=1-510
3386	OG0003386	YOR287C	augustus_masked-scf7180000031010-processed-gene-0.9-mRNA-1_1&gene=augustus_masked-scf7180000031010-processed-gene-0.9&CDS=1-741
3387	OG0003387	YOR288C	augustus_masked-scf7180000031010-processed-gene-0.11-mRNA-1_1&gene=augustus_masked-scf7180000031010-processed-gene-0.11&CDS=1-828
3388	OG0003388	YOR289W	genemark-scf7180000028865-processed-gene-0.11-mRNA-1_1&gene=genemark-scf7180000028865-processed-gene-0.11&CDS=1-786
3389	OG0003389	YOR290C	maker-scf7180000031664-augustus-gene-0.48-mRNA-1_1&gene=maker-scf7180000031664-augustus-gene-0.48&CDS=1-4164
3390	OG0003390	YOR291W	augustus_masked-scf7180000031664-processed-gene-0.53-mRNA-1_1&gene=augustus_masked-scf7180000031664-processed-gene-0.53&CDS=1-4038
3391	OG0003391	YOR292C	genemark-scf7180000031664-processed-gene-0.5-mRNA-1_1&gene=genemark-scf7180000031664-processed-gene-0.5&CDS=1-789
3392	OG0003392	YOR294W	genemark-scf7180000031432-processed-gene-0.42-mRNA-1_1&gene=genemark-scf7180000031432-processed-gene-0.42&CDS=1-582
3393	OG0003393	YOR296W	snap_masked-scf7180000031432-processed-gene-0.26-mRNA-1_1&gene=snap_masked-scf7180000031432-processed-gene-0.26&CDS=1-3432
3394	OG0003394	YOR301W	augustus_masked-scf7180000031617-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-scf7180000031617-processed-gene-0.5&CDS=1-1233
3395	OG0003395	YOR303W	augustus_masked-scf7180000029192-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-scf7180000029192-processed-gene-0.6&CDS=1-1248
3396	OG0003396	YOR304W	augustus_masked-scf7180000031462-processed-gene-0.43-mRNA-1_1&gene=augustus_masked-scf7180000031462-processed-gene-0.43&CDS=1-2823
3397	OG0003397	YOR305W	snap_masked-scf7180000029898-processed-gene-0.23-mRNA-1_1&gene=snap_masked-scf7180000029898-processed-gene-0.23&CDS=1-675
3398	OG0003398	YOR307C	genemark-scf7180000029898-processed-gene-0.7-mRNA-1_1&gene=genemark-scf7180000029898-processed-gene-0.7&CDS=1-1311
3399	OG0003399	YOR308C	snap_masked-scf7180000029898-processed-gene-0.24-mRNA-1_1&gene=snap_masked-scf7180000029898-processed-gene-0.24&CDS=1-1431
3400	OG0003400	YOR310C	augustus_masked-scf7180000028621-processed-gene-0.19-mRNA-1_1&gene=augustus_masked-scf7180000028621-processed-gene-0.19&CDS=1-1521
3401	OG0003401	YOR311C	augustus_masked-scf7180000030793-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-scf7180000030793-processed-gene-0.2&CDS=1-843
3402	OG0003402	YOR315W	snap_masked-scf7180000031664-processed-gene-0.29-mRNA-1_1&gene=snap_masked-scf7180000031664-processed-gene-0.29&CDS=1-957
3403	OG0003403	YOR317W	augustus_masked-scf7180000031629-processed-gene-0.19-mRNA-1_1&gene=augustus_masked-scf7180000031629-processed-gene-0.19&CDS=1-2097
3404	OG0003404	YOR319W	augustus_masked-scf7180000031354-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-scf7180000031354-processed-gene-0.7&CDS=1-612
3405	OG0003405	YOR323C	augustus_masked-scf7180000031230-processed-gene-0.31-mRNA-1_1&gene=augustus_masked-scf7180000031230-processed-gene-0.31&CDS=1-2310
3406	OG0003406	YOR326W	augustus_masked-scf7180000030494-processed-gene-0.18-mRNA-1_1&gene=augustus_masked-scf7180000030494-processed-gene-0.18&CDS=1-4491
3407	OG0003407	YOR329C	augustus_masked-scf7180000031518-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-scf7180000031518-processed-gene-0.2&CDS=1-1293
3408	OG0003408	YOR330C	augustus_masked-scf7180000031518-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-scf7180000031518-processed-gene-0.1&CDS=1-3351
3409	OG0003409	YOR335C	augustus_masked-scf7180000031193-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-scf7180000031193-processed-gene-0.0&CDS=1-2850
3410	OG0003410	YOR341W	augustus_masked-scf7180000031352-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-scf7180000031352-processed-gene-0.8&CDS=1-4788
3411	OG0003411	YOR344C	augustus_masked-scf7180000031657-processed-gene-0.14-mRNA-1_1&gene=augustus_masked-scf7180000031657-processed-gene-0.14&CDS=1-777
3412	OG0003412	YOR346W	augustus_masked-scf7180000031417-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-scf7180000031417-processed-gene-0.1&CDS=1-2946
3413	OG0003413	YOR352W	augustus_masked-scf7180000030496-processed-gene-0.16-mRNA-1_1&gene=augustus_masked-scf7180000030496-processed-gene-0.16&CDS=1-993
3414	OG0003414	YOR355W	snap_masked-scf7180000031551-processed-gene-0.7-mRNA-1_1&gene=snap_masked-scf7180000031551-processed-gene-0.7&CDS=1-2364
3415	OG0003415	YOR356W	snap_masked-scf7180000031551-processed-gene-0.10-mRNA-1_1&gene=snap_masked-scf7180000031551-processed-gene-0.10&CDS=1-1824
3416	OG0003416	YOR358W	snap_masked-scf7180000031050-processed-gene-0.7-mRNA-1_1&gene=snap_masked-scf7180000031050-processed-gene-0.7&CDS=1-777
3417	OG0003417	YOR359W	augustus_masked-scf7180000030494-processed-gene-0.15-mRNA-1_1&gene=augustus_masked-scf7180000030494-processed-gene-0.15&CDS=1-1398
3418	OG0003418	YOR360C	snap_masked-scf7180000031578-processed-gene-0.24-mRNA-1_1&gene=snap_masked-scf7180000031578-processed-gene-0.24&CDS=1-1635
3419	OG0003419	YOR361C	augustus_masked-scf7180000030516-processed-gene-0.20-mRNA-1_1&gene=augustus_masked-scf7180000030516-processed-gene-0.20&CDS=1-2151
3420	OG0003420	YOR362C	genemark-scf7180000030516-processed-gene-0.5-mRNA-1_1&gene=genemark-scf7180000030516-processed-gene-0.5&CDS=1-750
3421	OG0003421	YOR368W	snap_masked-scf7180000031578-processed-gene-0.29-mRNA-1_1&gene=snap_masked-scf7180000031578-processed-gene-0.29&CDS=1-1158
3422	OG0003422	YOR369C	augustus_masked-scf7180000031578-processed-gene-0.39-mRNA-1_1&gene=augustus_masked-scf7180000031578-processed-gene-0.39&CDS=1-432
3423	OG0003423	YOR370C	augustus_masked-scf7180000031578-processed-gene-0.38-mRNA-1_1&gene=augustus_masked-scf7180000031578-processed-gene-0.38&CDS=1-1767
3424	OG0003424	YOR374W	augustus_masked-scf7180000028620-processed-gene-0.76-mRNA-1_1&gene=augustus_masked-scf7180000028620-processed-gene-0.76&CDS=1-1566
3425	OG0003425	YOR386W	augustus_masked-scf7180000030902-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-scf7180000030902-processed-gene-0.3&CDS=1-1740
3426	OG0003426	YPL002C	genemark-scf7180000031669-processed-gene-0.14-mRNA-1_1&gene=genemark-scf7180000031669-processed-gene-0.14&CDS=1-525
3427	OG0003427	YPL003W	augustus_masked-scf7180000030541-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-scf7180000030541-processed-gene-0.2&CDS=1-1509
3428	OG0003428	YPL005W	augustus_masked-scf7180000031013-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-scf7180000031013-processed-gene-0.7&CDS=1-1824
3429	OG0003429	YPL006W	snap_masked-scf7180000031013-processed-gene-0.10-mRNA-1_1&gene=snap_masked-scf7180000031013-processed-gene-0.10&CDS=1-3624
3430	OG0003430	YPL008W	augustus_masked-scf7180000031492-processed-gene-0.11-mRNA-1_1&gene=augustus_masked-scf7180000031492-processed-gene-0.11&CDS=1-2436
3431	OG0003431	YPL009C	augustus_masked-scf7180000030544-processed-gene-0.11-mRNA-1_1&gene=augustus_masked-scf7180000030544-processed-gene-0.11&CDS=1-2859
3432	OG0003432	YPL010W	augustus_masked-scf7180000030544-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-scf7180000030544-processed-gene-0.1&CDS=1-564
3433	OG0003433	YPL011C	augustus_masked-scf7180000030544-processed-gene-0.10-mRNA-1_1&gene=augustus_masked-scf7180000030544-processed-gene-0.10&CDS=1-1035
3434	OG0003434	YPL012W	augustus_masked-scf7180000030544-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-scf7180000030544-processed-gene-0.0&CDS=1-3441
