	OrthologID	Candida_intermedia	Saccharomyces_cerevisiae
2973	OG0002973	-processed-gene-2.54-mRNA-1_1&gene=augustus_masked-gi|1002316282|dbj|BCGD01000001.1|-processed-gene-2.54&CDS=1-3237	YOR349W
2974	OG0002974	-processed-gene-2.121-mRNA-1_1&gene=genemark-gi|1002316282|dbj|BCGD01000001.1|-processed-gene-2.121&CDS=1-2013	YMR108W
2975	OG0002975	-processed-gene-2.123-mRNA-1_1&gene=genemark-gi|1002316282|dbj|BCGD01000001.1|-processed-gene-2.123&CDS=1-1110	YDR282C
2976	OG0002976	-processed-gene-2.104-mRNA-1_1&gene=genemark-gi|1002316282|dbj|BCGD01000001.1|-processed-gene-2.104&CDS=1-2058	YKL104C
2977	OG0002977	-processed-gene-2.77-mRNA-1_1&gene=augustus_masked-gi|1002316282|dbj|BCGD01000001.1|-processed-gene-2.77&CDS=1-219	YIL156W-B
2978	OG0002978	-processed-gene-2.105-mRNA-1_1&gene=genemark-gi|1002316282|dbj|BCGD01000001.1|-processed-gene-2.105&CDS=1-2151	YKL139W
2979	OG0002979	-processed-gene-2.106-mRNA-1_1&gene=genemark-gi|1002316282|dbj|BCGD01000001.1|-processed-gene-2.106&CDS=1-1254	YER020W
2980	OG0002980	-snap-gene-2.0-mRNA-1_1&gene=maker-gi|1002316282|dbj|BCGD01000001.1|-snap-gene-2.0&CDS=1-2511	YML017W
2981	OG0002981	-processed-gene-2.37-mRNA-1_1&gene=snap_masked-gi|1002316282|dbj|BCGD01000001.1|-processed-gene-2.37&CDS=1-1536	YKL103C
2982	OG0002982	-processed-gene-2.125-mRNA-1_1&gene=genemark-gi|1002316282|dbj|BCGD01000001.1|-processed-gene-2.125&CDS=1-1125	YHR068W
2983	OG0002983	-processed-gene-2.127-mRNA-1_1&gene=genemark-gi|1002316282|dbj|BCGD01000001.1|-processed-gene-2.127&CDS=1-1359	YML007W
2984	OG0002984	-processed-gene-2.128-mRNA-1_1&gene=genemark-gi|1002316282|dbj|BCGD01000001.1|-processed-gene-2.128&CDS=1-2310	YEL053C
2985	OG0002985	-processed-gene-2.107-mRNA-1_1&gene=genemark-gi|1002316282|dbj|BCGD01000001.1|-processed-gene-2.107&CDS=1-3555	YDR325W
2986	OG0002986	-processed-gene-2.108-mRNA-1_1&gene=genemark-gi|1002316282|dbj|BCGD01000001.1|-processed-gene-2.108&CDS=1-1128	YML008C
2987	OG0002987	-processed-gene-3.1-mRNA-1_1&gene=genemark-gi|1002316282|dbj|BCGD01000001.1|-processed-gene-3.1&CDS=1-2163	YDR324C
2988	OG0002988	-processed-gene-3.29-mRNA-1_1&gene=genemark-gi|1002316282|dbj|BCGD01000001.1|-processed-gene-3.29&CDS=1-1356	YCL032W
2989	OG0002989	-processed-gene-3.81-mRNA-1_1&gene=snap_masked-gi|1002316282|dbj|BCGD01000001.1|-processed-gene-3.81&CDS=1-2172	YLR361C
2990	OG0002990	-processed-gene-3.82-mRNA-1_1&gene=snap_masked-gi|1002316282|dbj|BCGD01000001.1|-processed-gene-3.82&CDS=1-2157	YLR362W
2991	OG0002991	-processed-gene-3.6-mRNA-1_1&gene=genemark-gi|1002316282|dbj|BCGD01000001.1|-processed-gene-3.6&CDS=1-2259	YKL171W
2992	OG0002992	-processed-gene-3.7-mRNA-1_1&gene=genemark-gi|1002316282|dbj|BCGD01000001.1|-processed-gene-3.7&CDS=1-447	YFL017C
2993	OG0002993	-processed-gene-3.31-mRNA-1_1&gene=genemark-gi|1002316282|dbj|BCGD01000001.1|-processed-gene-3.31&CDS=1-219	YFL017W-A
2994	OG0002994	-processed-gene-3.32-mRNA-1_1&gene=genemark-gi|1002316282|dbj|BCGD01000001.1|-processed-gene-3.32&CDS=1-2319	YFL013C
2995	OG0002995	-processed-gene-3.12-mRNA-1_1&gene=genemark-gi|1002316282|dbj|BCGD01000001.1|-processed-gene-3.12&CDS=1-1833	YGR216C
2996	OG0002996	-processed-gene-3.34-mRNA-1_1&gene=genemark-gi|1002316282|dbj|BCGD01000001.1|-processed-gene-3.34&CDS=1-1179	YLR328W
2997	OG0002997	-processed-gene-3.14-mRNA-1_1&gene=genemark-gi|1002316282|dbj|BCGD01000001.1|-processed-gene-3.14&CDS=1-909	YMR099C
2998	OG0002998	-processed-gene-3.15-mRNA-1_1&gene=genemark-gi|1002316282|dbj|BCGD01000001.1|-processed-gene-3.15&CDS=1-1407	YKL004W
2999	OG0002999	-processed-gene-3.17-mRNA-1_1&gene=genemark-gi|1002316282|dbj|BCGD01000001.1|-processed-gene-3.17&CDS=1-1983	YOR087W
3000	OG0003000	-processed-gene-3.19-mRNA-1_1&gene=genemark-gi|1002316282|dbj|BCGD01000001.1|-processed-gene-3.19&CDS=1-561	YNL090W
3001	OG0003001	-processed-gene-3.21-mRNA-1_1&gene=genemark-gi|1002316282|dbj|BCGD01000001.1|-processed-gene-3.21&CDS=1-2007	YOR069W
3002	OG0003002	-augustus-gene-3.39-mRNA-1_1&gene=maker-gi|1002316282|dbj|BCGD01000001.1|-augustus-gene-3.39&CDS=1-1554	YBR173C
3003	OG0003003	-processed-gene-3.23-mRNA-1_1&gene=genemark-gi|1002316282|dbj|BCGD01000001.1|-processed-gene-3.23&CDS=1-972	YDL014W
3004	OG0003004	-processed-gene-3.63-mRNA-1_1&gene=augustus_masked-gi|1002316282|dbj|BCGD01000001.1|-processed-gene-3.63&CDS=1-1035	YDL013W
3005	OG0003005	-processed-gene-4.2-mRNA-1_1&gene=genemark-gi|1002316282|dbj|BCGD01000001.1|-processed-gene-4.2&CDS=1-1416	YIL154C
3006	OG0003006	-processed-gene-4.45-mRNA-1_1&gene=snap_masked-gi|1002316282|dbj|BCGD01000001.1|-processed-gene-4.45&CDS=1-3078	YIL155C
3007	OG0003007	-processed-gene-4.69-mRNA-1_1&gene=snap_masked-gi|1002316282|dbj|BCGD01000001.1|-processed-gene-4.69&CDS=1-576	YPR131C
3008	OG0003008	-processed-gene-4.25-mRNA-1_1&gene=genemark-gi|1002316282|dbj|BCGD01000001.1|-processed-gene-4.25&CDS=1-2613	YPR135W
3009	OG0003009	-augustus-gene-4.136-mRNA-1_1&gene=maker-gi|1002316282|dbj|BCGD01000001.1|-augustus-gene-4.136&CDS=1-3426	YER095W
3010	OG0003010	-augustus-gene-4.137-mRNA-1_1&gene=maker-gi|1002316282|dbj|BCGD01000001.1|-augustus-gene-4.137&CDS=1-3612	YBL066C
3011	OG0003011	-processed-gene-4.9-mRNA-1_1&gene=genemark-gi|1002316282|dbj|BCGD01000001.1|-processed-gene-4.9&CDS=1-2787	YGL201C
3012	OG0003012	-processed-gene-4.56-mRNA-1_1&gene=snap_masked-gi|1002316282|dbj|BCGD01000001.1|-processed-gene-4.56&CDS=1-693	YGR152C
3013	OG0003013	-processed-gene-4.12-mRNA-1_1&gene=genemark-gi|1002316282|dbj|BCGD01000001.1|-processed-gene-4.12&CDS=1-888	YLR208W
3014	OG0003014	-processed-gene-4.28-mRNA-1_1&gene=genemark-gi|1002316282|dbj|BCGD01000001.1|-processed-gene-4.28&CDS=1-930	YLR209C
3015	OG0003015	-processed-gene-4.29-mRNA-1_1&gene=genemark-gi|1002316282|dbj|BCGD01000001.1|-processed-gene-4.29&CDS=1-2247	YMR179W
3016	OG0003016	-processed-gene-4.30-mRNA-1_1&gene=genemark-gi|1002316282|dbj|BCGD01000001.1|-processed-gene-4.30&CDS=1-1110	YDR268W
3017	OG0003017	-processed-gene-4.31-mRNA-1_1&gene=genemark-gi|1002316282|dbj|BCGD01000001.1|-processed-gene-4.31&CDS=1-753	YOR039W
3018	OG0003018	-augustus-gene-4.138-mRNA-1_1&gene=maker-gi|1002316282|dbj|BCGD01000001.1|-augustus-gene-4.138&CDS=1-4131	YOR038C
3019	OG0003019	-processed-gene-4.33-mRNA-1_1&gene=genemark-gi|1002316282|dbj|BCGD01000001.1|-processed-gene-4.33&CDS=1-960	YDR353W
3020	OG0003020	-processed-gene-4.35-mRNA-1_1&gene=genemark-gi|1002316282|dbj|BCGD01000001.1|-processed-gene-4.35&CDS=1-2067	YDR496C
3021	OG0003021	-processed-gene-4.16-mRNA-1_1&gene=genemark-gi|1002316282|dbj|BCGD01000001.1|-processed-gene-4.16&CDS=1-1731	YDL007W
3022	OG0003022	-processed-gene-4.36-mRNA-1_1&gene=genemark-gi|1002316282|dbj|BCGD01000001.1|-processed-gene-4.36&CDS=1-759	YNL305C
3023	OG0003023	-processed-gene-4.37-mRNA-1_1&gene=genemark-gi|1002316282|dbj|BCGD01000001.1|-processed-gene-4.37&CDS=1-480	YER116C
3024	OG0003024	-processed-gene-4.40-mRNA-1_1&gene=genemark-gi|1002316282|dbj|BCGD01000001.1|-processed-gene-4.40&CDS=1-1881	YPL184C
3025	OG0003025	-processed-gene-4.129-mRNA-1_1&gene=augustus_masked-gi|1002316282|dbj|BCGD01000001.1|-processed-gene-4.129&CDS=1-9750	YBL088C
3026	OG0003026	-processed-gene-4.19-mRNA-1_1&gene=genemark-gi|1002316282|dbj|BCGD01000001.1|-processed-gene-4.19&CDS=1-1167	YDR019C
3027	OG0003027	-processed-gene-4.66-mRNA-1_1&gene=snap_masked-gi|1002316282|dbj|BCGD01000001.1|-processed-gene-4.66&CDS=1-1974	YPL210C
3028	OG0003028	-processed-gene-4.43-mRNA-1_1&gene=genemark-gi|1002316282|dbj|BCGD01000001.1|-processed-gene-4.43&CDS=1-975	YPL215W
3029	OG0003029	-processed-gene-5.87-mRNA-1_1&gene=snap_masked-gi|1002316282|dbj|BCGD01000001.1|-processed-gene-5.87&CDS=1-2007	YPL206C
3030	OG0003030	-processed-gene-5.45-mRNA-1_1&gene=genemark-gi|1002316282|dbj|BCGD01000001.1|-processed-gene-5.45&CDS=1-1284	YGL067W
3031	OG0003031	-processed-gene-5.46-mRNA-1_1&gene=genemark-gi|1002316282|dbj|BCGD01000001.1|-processed-gene-5.46&CDS=1-1725	YGL064C
3032	OG0003032	-processed-gene-5.41-mRNA-1_1&gene=genemark-gi|1002316282|dbj|BCGD01000001.1|-processed-gene-5.41&CDS=1-1464	YGL129C
3033	OG0003033	-processed-gene-5.47-mRNA-1_1&gene=genemark-gi|1002316282|dbj|BCGD01000001.1|-processed-gene-5.47&CDS=1-543	YPL211W
3034	OG0003034	-processed-gene-5.42-mRNA-1_1&gene=genemark-gi|1002316282|dbj|BCGD01000001.1|-processed-gene-5.42&CDS=1-1533	YPL212C
3035	OG0003035	-processed-gene-5.66-mRNA-1_1&gene=genemark-gi|1002316282|dbj|BCGD01000001.1|-processed-gene-5.66&CDS=1-1296	YPL204W
3036	OG0003036	-processed-gene-5.48-mRNA-1_1&gene=genemark-gi|1002316282|dbj|BCGD01000001.1|-processed-gene-5.48&CDS=1-2814	YIL137C
3037	OG0003037	-processed-gene-5.68-mRNA-1_1&gene=genemark-gi|1002316282|dbj|BCGD01000001.1|-processed-gene-5.68&CDS=1-2088	YMR301C
3038	OG0003038	-processed-gene-5.49-mRNA-1_1&gene=genemark-gi|1002316282|dbj|BCGD01000001.1|-processed-gene-5.49&CDS=1-756	YJR060W
3039	OG0003039	-processed-gene-5.71-mRNA-1_1&gene=genemark-gi|1002316282|dbj|BCGD01000001.1|-processed-gene-5.71&CDS=1-1530	YKL045W
3040	OG0003040	-processed-gene-5.52-mRNA-1_1&gene=genemark-gi|1002316282|dbj|BCGD01000001.1|-processed-gene-5.52&CDS=1-3087	YGL207W
3041	OG0003041	-processed-gene-5.72-mRNA-1_1&gene=genemark-gi|1002316282|dbj|BCGD01000001.1|-processed-gene-5.72&CDS=1-408	YER029C
3042	OG0003042	-processed-gene-5.54-mRNA-1_1&gene=genemark-gi|1002316282|dbj|BCGD01000001.1|-processed-gene-5.54&CDS=1-453	YER030W
3043	OG0003043	-processed-gene-5.73-mRNA-1_1&gene=genemark-gi|1002316282|dbj|BCGD01000001.1|-processed-gene-5.73&CDS=1-1002	YGL215W
3044	OG0003044	-processed-gene-5.75-mRNA-1_1&gene=genemark-gi|1002316282|dbj|BCGD01000001.1|-processed-gene-5.75&CDS=1-2523	YMR019W
3045	OG0003045	-processed-gene-5.56-mRNA-1_1&gene=genemark-gi|1002316282|dbj|BCGD01000001.1|-processed-gene-5.56&CDS=1-528	YJR055W
3046	OG0003046	-augustus-gene-5.132-mRNA-1_1&gene=maker-gi|1002316282|dbj|BCGD01000001.1|-augustus-gene-5.132&CDS=1-1989	YLR215C
3047	OG0003047	-processed-gene-5.57-mRNA-1_1&gene=genemark-gi|1002316282|dbj|BCGD01000001.1|-processed-gene-5.57&CDS=1-1593	YDL143W
3048	OG0003048	-processed-gene-5.77-mRNA-1_1&gene=genemark-gi|1002316282|dbj|BCGD01000001.1|-processed-gene-5.77&CDS=1-1680	YDL153C
3049	OG0003049	-augustus-gene-5.133-mRNA-1_1&gene=maker-gi|1002316282|dbj|BCGD01000001.1|-augustus-gene-5.133&CDS=1-2859	YJL033W
3050	OG0003050	-processed-gene-5.59-mRNA-1_1&gene=genemark-gi|1002316282|dbj|BCGD01000001.1|-processed-gene-5.59&CDS=1-1134	YAL061W
3051	OG0003051	-processed-gene-5.60-mRNA-1_1&gene=genemark-gi|1002316282|dbj|BCGD01000001.1|-processed-gene-5.60&CDS=1-783	YLR128W
3052	OG0003052	-processed-gene-5.62-mRNA-1_1&gene=genemark-gi|1002316282|dbj|BCGD01000001.1|-processed-gene-5.62&CDS=1-798	YOL142W
3053	OG0003053	-processed-gene-5.63-mRNA-1_1&gene=genemark-gi|1002316282|dbj|BCGD01000001.1|-processed-gene-5.63&CDS=1-1968	YOL141W
3054	OG0003054	-processed-gene-5.84-mRNA-1_1&gene=genemark-gi|1002316282|dbj|BCGD01000001.1|-processed-gene-5.84&CDS=1-1950	YIL046W
3055	OG0003055	-processed-gene-5.65-mRNA-1_1&gene=genemark-gi|1002316282|dbj|BCGD01000001.1|-processed-gene-5.65&CDS=1-1260	YGL196W
3056	OG0003056	-processed-gene-6.5-mRNA-1_1&gene=snap_masked-gi|1002316282|dbj|BCGD01000001.1|-processed-gene-6.5&CDS=1-1500	YGR211W
3057	OG0003057	-processed-gene-6.54-mRNA-1_1&gene=augustus_masked-gi|1002316282|dbj|BCGD01000001.1|-processed-gene-6.54&CDS=1-6198	YGR217W
3058	OG0003058	-processed-gene-6.95-mRNA-1_1&gene=genemark-gi|1002316282|dbj|BCGD01000001.1|-processed-gene-6.95&CDS=1-303	YGR215W
3059	OG0003059	-processed-gene-6.99-mRNA-1_1&gene=genemark-gi|1002316282|dbj|BCGD01000001.1|-processed-gene-6.99&CDS=1-3213	YPR026W
3060	OG0003060	-processed-gene-6.115-mRNA-1_1&gene=genemark-gi|1002316282|dbj|BCGD01000001.1|-processed-gene-6.115&CDS=1-4281	YDL195W
3061	OG0003061	-processed-gene-6.12-mRNA-1_1&gene=snap_masked-gi|1002316282|dbj|BCGD01000001.1|-processed-gene-6.12&CDS=1-2976	YGR134W
3062	OG0003062	-processed-gene-6.16-mRNA-1_1&gene=snap_masked-gi|1002316282|dbj|BCGD01000001.1|-processed-gene-6.16&CDS=1-255	YER058W
3063	OG0003063	-processed-gene-6.120-mRNA-1_1&gene=genemark-gi|1002316282|dbj|BCGD01000001.1|-processed-gene-6.120&CDS=1-933	YER016W
3064	OG0003064	-processed-gene-6.123-mRNA-1_1&gene=genemark-gi|1002316282|dbj|BCGD01000001.1|-processed-gene-6.123&CDS=1-555	YER050C
3065	OG0003065	-processed-gene-6.124-mRNA-1_1&gene=genemark-gi|1002316282|dbj|BCGD01000001.1|-processed-gene-6.124&CDS=1-2151	YPL043W
3066	OG0003066	-processed-gene-6.105-mRNA-1_1&gene=genemark-gi|1002316282|dbj|BCGD01000001.1|-processed-gene-6.105&CDS=1-1326	YDR254W
3067	OG0003067	-processed-gene-6.125-mRNA-1_1&gene=genemark-gi|1002316282|dbj|BCGD01000001.1|-processed-gene-6.125&CDS=1-2766	YPL045W
3068	OG0003068	-processed-gene-6.20-mRNA-1_1&gene=snap_masked-gi|1002316282|dbj|BCGD01000001.1|-processed-gene-6.20&CDS=1-285	YPL046C
3069	OG0003069	-processed-gene-6.107-mRNA-1_1&gene=genemark-gi|1002316282|dbj|BCGD01000001.1|-processed-gene-6.107&CDS=1-1527	YDR255C
3070	OG0003070	-processed-gene-6.108-mRNA-1_1&gene=genemark-gi|1002316282|dbj|BCGD01000001.1|-processed-gene-6.108&CDS=1-1641	YPL030W
3071	OG0003071	-processed-gene-6.23-mRNA-1_1&gene=snap_masked-gi|1002316282|dbj|BCGD01000001.1|-processed-gene-6.23&CDS=1-960	YPL031C
3072	OG0003072	-processed-gene-6.127-mRNA-1_1&gene=genemark-gi|1002316282|dbj|BCGD01000001.1|-processed-gene-6.127&CDS=1-1641	YER065C
3073	OG0003073	-processed-gene-6.110-mRNA-1_1&gene=genemark-gi|1002316282|dbj|BCGD01000001.1|-processed-gene-6.110&CDS=1-939	YMR010W
3074	OG0003074	-processed-gene-6.128-mRNA-1_1&gene=genemark-gi|1002316282|dbj|BCGD01000001.1|-processed-gene-6.128&CDS=1-1353	YDL020C
3075	OG0003075	-processed-gene-6.111-mRNA-1_1&gene=genemark-gi|1002316282|dbj|BCGD01000001.1|-processed-gene-6.111&CDS=1-702	YPL067C
3076	OG0003076	-processed-gene-6.134-mRNA-1_1&gene=genemark-gi|1002316282|dbj|BCGD01000001.1|-processed-gene-6.134&CDS=1-804	YLL023C
3077	OG0003077	-processed-gene-6.135-mRNA-1_1&gene=genemark-gi|1002316282|dbj|BCGD01000001.1|-processed-gene-6.135&CDS=1-1260	YLR314C
3078	OG0003078	-processed-gene-6.113-mRNA-1_1&gene=genemark-gi|1002316282|dbj|BCGD01000001.1|-processed-gene-6.113&CDS=1-792	YLR421C
3079	OG0003079	-processed-gene-6.114-mRNA-1_1&gene=genemark-gi|1002316282|dbj|BCGD01000001.1|-processed-gene-6.114&CDS=1-3342	YGL179C
3080	OG0003080	-processed-gene-6.137-mRNA-1_1&gene=genemark-gi|1002316282|dbj|BCGD01000001.1|-processed-gene-6.137&CDS=1-2442	YGL180W
3081	OG0003081	-processed-gene-7.41-mRNA-1_1&gene=genemark-gi|1002316282|dbj|BCGD01000001.1|-processed-gene-7.41&CDS=1-9333	YLL040C
3082	OG0003082	-processed-gene-7.42-mRNA-1_1&gene=genemark-gi|1002316282|dbj|BCGD01000001.1|-processed-gene-7.42&CDS=1-1011	YBL013W
3083	OG0003083	-processed-gene-7.45-mRNA-1_1&gene=genemark-gi|1002316282|dbj|BCGD01000001.1|-processed-gene-7.45&CDS=1-2235	YGL026C
3084	OG0003084	-processed-gene-7.46-mRNA-1_1&gene=genemark-gi|1002316282|dbj|BCGD01000001.1|-processed-gene-7.46&CDS=1-2817	YDL095W
3085	OG0003085	-processed-gene-7.47-mRNA-1_1&gene=genemark-gi|1002316282|dbj|BCGD01000001.1|-processed-gene-7.47&CDS=1-3774	YIL030C
3086	OG0003086	-processed-gene-7.26-mRNA-1_1&gene=augustus_masked-gi|1002316282|dbj|BCGD01000001.1|-processed-gene-7.26&CDS=1-924	YGL047W
3087	OG0003087	-processed-gene-7.49-mRNA-1_1&gene=genemark-gi|1002316282|dbj|BCGD01000001.1|-processed-gene-7.49&CDS=1-1278	YML080W
3088	OG0003088	-processed-gene-7.50-mRNA-1_1&gene=genemark-gi|1002316282|dbj|BCGD01000001.1|-processed-gene-7.50&CDS=1-690	YLR118C
3089	OG0003089	-processed-gene-7.51-mRNA-1_1&gene=genemark-gi|1002316282|dbj|BCGD01000001.1|-processed-gene-7.51&CDS=1-5028	YDR141C
3090	OG0003090	-processed-gene-7.65-mRNA-1_1&gene=genemark-gi|1002316282|dbj|BCGD01000001.1|-processed-gene-7.65&CDS=1-978	YNR054C
3091	OG0003091	-processed-gene-7.66-mRNA-1_1&gene=genemark-gi|1002316282|dbj|BCGD01000001.1|-processed-gene-7.66&CDS=1-381	YFL014W
3092	OG0003092	-processed-gene-7.53-mRNA-1_1&gene=genemark-gi|1002316282|dbj|BCGD01000001.1|-processed-gene-7.53&CDS=1-2439	YLL034C
3093	OG0003093	-processed-gene-7.54-mRNA-1_1&gene=genemark-gi|1002316282|dbj|BCGD01000001.1|-processed-gene-7.54&CDS=1-933	YGR031W
3094	OG0003094	-processed-gene-7.67-mRNA-1_1&gene=genemark-gi|1002316282|dbj|BCGD01000001.1|-processed-gene-7.67&CDS=1-903	YLR351C
3095	OG0003095	-processed-gene-7.68-mRNA-1_1&gene=genemark-gi|1002316282|dbj|BCGD01000001.1|-processed-gene-7.68&CDS=1-1722	YOR378W
3096	OG0003096	-processed-gene-7.56-mRNA-1_1&gene=genemark-gi|1002316282|dbj|BCGD01000001.1|-processed-gene-7.56&CDS=1-1857	YPL222W
3097	OG0003097	-processed-gene-7.71-mRNA-1_1&gene=genemark-gi|1002316282|dbj|BCGD01000001.1|-processed-gene-7.71&CDS=1-870	YER118C
3098	OG0003098	-processed-gene-7.58-mRNA-1_1&gene=genemark-gi|1002316282|dbj|BCGD01000001.1|-processed-gene-7.58&CDS=1-468	YBR022W
3099	OG0003099	-processed-gene-7.74-mRNA-1_1&gene=genemark-gi|1002316282|dbj|BCGD01000001.1|-processed-gene-7.74&CDS=1-2061	YKR001C
3100	OG0003100	-processed-gene-7.59-mRNA-1_1&gene=genemark-gi|1002316282|dbj|BCGD01000001.1|-processed-gene-7.59&CDS=1-1332	YOL052C
3101	OG0003101	-processed-gene-7.76-mRNA-1_1&gene=genemark-gi|1002316282|dbj|BCGD01000001.1|-processed-gene-7.76&CDS=1-903	YBR085W
3102	OG0003102	-processed-gene-7.77-mRNA-1_1&gene=genemark-gi|1002316282|dbj|BCGD01000001.1|-processed-gene-7.77&CDS=1-4665	YER166W
3103	OG0003103	-processed-gene-7.78-mRNA-1_1&gene=genemark-gi|1002316282|dbj|BCGD01000001.1|-processed-gene-7.78&CDS=1-495	YDR092W
3104	OG0003104	-processed-gene-8.1-mRNA-1_1&gene=genemark-gi|1002316282|dbj|BCGD01000001.1|-processed-gene-8.1&CDS=1-2874	YMR080C
3105	OG0003105	-processed-gene-8.2-mRNA-1_1&gene=genemark-gi|1002316282|dbj|BCGD01000001.1|-processed-gene-8.2&CDS=1-3597	YKL092C
3106	OG0003106	-processed-gene-8.3-mRNA-1_1&gene=genemark-gi|1002316282|dbj|BCGD01000001.1|-processed-gene-8.3&CDS=1-897	YMR079W
3107	OG0003107	-processed-gene-8.4-mRNA-1_1&gene=genemark-gi|1002316282|dbj|BCGD01000001.1|-processed-gene-8.4&CDS=1-2460	YMR078C
3108	OG0003108	-processed-gene-8.6-mRNA-1_1&gene=genemark-gi|1002316282|dbj|BCGD01000001.1|-processed-gene-8.6&CDS=1-2415	YMR100W
3109	OG0003109	-augustus-gene-8.114-mRNA-1_1&gene=maker-gi|1002316282|dbj|BCGD01000001.1|-augustus-gene-8.114&CDS=1-4596	YGR098C
3110	OG0003110	-processed-gene-8.48-mRNA-1_1&gene=augustus_masked-gi|1002316282|dbj|BCGD01000001.1|-processed-gene-8.48&CDS=1-1233	YJL171C
3111	OG0003111	-processed-gene-8.26-mRNA-1_1&gene=genemark-gi|1002316282|dbj|BCGD01000001.1|-processed-gene-8.26&CDS=1-825	YGL136C
3112	OG0003112	-processed-gene-8.9-mRNA-1_1&gene=genemark-gi|1002316282|dbj|BCGD01000001.1|-processed-gene-8.9&CDS=1-1896	YJR002W
3113	OG0003113	-processed-gene-8.12-mRNA-1_1&gene=genemark-gi|1002316282|dbj|BCGD01000001.1|-processed-gene-8.12&CDS=1-981	YKL051W
3114	OG0003114	-processed-gene-8.13-mRNA-1_1&gene=genemark-gi|1002316282|dbj|BCGD01000001.1|-processed-gene-8.13&CDS=1-2931	YOL021C
3115	OG0003115	-processed-gene-8.28-mRNA-1_1&gene=genemark-gi|1002316282|dbj|BCGD01000001.1|-processed-gene-8.28&CDS=1-618	YDR487C
3116	OG0003116	-processed-gene-8.29-mRNA-1_1&gene=genemark-gi|1002316282|dbj|BCGD01000001.1|-processed-gene-8.29&CDS=1-1278	YOL097C
3117	OG0003117	-processed-gene-8.15-mRNA-1_1&gene=genemark-gi|1002316282|dbj|BCGD01000001.1|-processed-gene-8.15&CDS=1-2751	YOL078W
3118	OG0003118	-processed-gene-8.93-mRNA-1_1&gene=snap_masked-gi|1002316282|dbj|BCGD01000001.1|-processed-gene-8.93&CDS=1-624	YOL080C
3119	OG0003119	-processed-gene-8.33-mRNA-1_1&gene=genemark-gi|1002316282|dbj|BCGD01000001.1|-processed-gene-8.33&CDS=1-840	YHR071W
3120	OG0003120	-processed-gene-8.34-mRNA-1_1&gene=genemark-gi|1002316282|dbj|BCGD01000001.1|-processed-gene-8.34&CDS=1-2079	YKL025C
3121	OG0003121	-processed-gene-8.17-mRNA-1_1&gene=genemark-gi|1002316282|dbj|BCGD01000001.1|-processed-gene-8.17&CDS=1-759	YIR035C
3122	OG0003122	-augustus-gene-8.113-mRNA-1_1&gene=maker-gi|1002316282|dbj|BCGD01000001.1|-augustus-gene-8.113&CDS=1-1416	YKL024C
3123	OG0003123	-processed-gene-8.21-mRNA-1_1&gene=genemark-gi|1002316282|dbj|BCGD01000001.1|-processed-gene-8.21&CDS=1-2697	YKL157W
3124	OG0003124	-processed-gene-8.111-mRNA-1_1&gene=snap_masked-gi|1002316282|dbj|BCGD01000001.1|-processed-gene-8.111&CDS=1-1626	YBL099W
3125	OG0003125	-processed-gene-9.1-mRNA-1_1&gene=snap_masked-gi|1002316282|dbj|BCGD01000001.1|-processed-gene-9.1&CDS=1-3447	YIL048W
3126	OG0003126	-processed-gene-9.83-mRNA-1_1&gene=genemark-gi|1002316282|dbj|BCGD01000001.1|-processed-gene-9.83&CDS=1-2727	YIL047C
3127	OG0003127	-processed-gene-9.84-mRNA-1_1&gene=genemark-gi|1002316282|dbj|BCGD01000001.1|-processed-gene-9.84&CDS=1-1773	YJR016C
3128	OG0003128	-processed-gene-9.110-mRNA-1_1&gene=genemark-gi|1002316282|dbj|BCGD01000001.1|-processed-gene-9.110&CDS=1-4011	YPR049C
3129	OG0003129	-processed-gene-9.72-mRNA-1_1&gene=augustus_masked-gi|1002316282|dbj|BCGD01000001.1|-processed-gene-9.72&CDS=1-1860	YML042W
3130	OG0003130	-processed-gene-9.114-mRNA-1_1&gene=genemark-gi|1002316282|dbj|BCGD01000001.1|-processed-gene-9.114&CDS=1-684	YDL193W
3131	OG0003131	-processed-gene-9.104-mRNA-1_1&gene=genemark-gi|1002316282|dbj|BCGD01000001.1|-processed-gene-9.104&CDS=1-687	YGR232W
3132	OG0003132	-processed-gene-9.115-mRNA-1_1&gene=genemark-gi|1002316282|dbj|BCGD01000001.1|-processed-gene-9.115&CDS=1-2406	YDL148C
3133	OG0003133	-processed-gene-9.116-mRNA-1_1&gene=genemark-gi|1002316282|dbj|BCGD01000001.1|-processed-gene-9.116&CDS=1-2697	YDL149W
3134	OG0003134	-processed-gene-10.83-mRNA-1_1&gene=genemark-gi|1002316282|dbj|BCGD01000001.1|-processed-gene-10.83&CDS=1-1296	YER061C
3135	OG0003135	-processed-gene-10.84-mRNA-1_1&gene=genemark-gi|1002316282|dbj|BCGD01000001.1|-processed-gene-10.84&CDS=1-912	YKL096W
3136	OG0003136	-processed-gene-10.82-mRNA-1_1&gene=genemark-gi|1002316282|dbj|BCGD01000001.1|-processed-gene-10.82&CDS=1-1662	YDR212W
3137	OG0003137	-processed-gene-10.86-mRNA-1_1&gene=genemark-gi|1002316282|dbj|BCGD01000001.1|-processed-gene-10.86&CDS=1-1230	YDL128W
3138	OG0003138	-snap-gene-10.80-mRNA-1_1&gene=maker-gi|1002316282|dbj|BCGD01000001.1|-snap-gene-10.80&CDS=1-3681	YDR211W
