	OrthologID	Nakaseomyces_castellii	Saccharomyces_cerevisiae
3141	OG0003141	genemark-CACA0S27-processed-gene-10.15-mRNA-1_1&gene=genemark-CACA0S27-processed-gene-10.15&CDS=1-1428	YPL235W
3142	OG0003142	genemark-CACA0S27-processed-gene-10.37-mRNA-1_1&gene=genemark-CACA0S27-processed-gene-10.37&CDS=1-483	YPL234C
3143	OG0003143	augustus_masked-CACA0S27-processed-gene-10.61-mRNA-1_1&gene=augustus_masked-CACA0S27-processed-gene-10.61&CDS=1-5652	YPL231W
3144	OG0003144	snap_masked-CACA0S27-processed-gene-10.103-mRNA-1_1&gene=snap_masked-CACA0S27-processed-gene-10.103&CDS=1-303	YMR181C
3145	OG0003145	genemark-CACA0S27-processed-gene-10.20-mRNA-1_1&gene=genemark-CACA0S27-processed-gene-10.20&CDS=1-1437	YPL228W
3146	OG0003146	genemark-CACA0S27-processed-gene-10.38-mRNA-1_1&gene=genemark-CACA0S27-processed-gene-10.38&CDS=1-1005	YPL227C
3147	OG0003147	genemark-CACA0S27-processed-gene-10.21-mRNA-1_1&gene=genemark-CACA0S27-processed-gene-10.21&CDS=1-4992	YJL039C
3148	OG0003148	genemark-CACA0S27-processed-gene-10.39-mRNA-1_1&gene=genemark-CACA0S27-processed-gene-10.39&CDS=1-2682	YJL041W
3149	OG0003149	genemark-CACA0S27-processed-gene-10.40-mRNA-1_1&gene=genemark-CACA0S27-processed-gene-10.40&CDS=1-3819	YJL042W
3150	OG0003150	snap_masked-CACA0S27-processed-gene-10.106-mRNA-1_1&gene=snap_masked-CACA0S27-processed-gene-10.106&CDS=1-1227	YJL044C
3151	OG0003151	genemark-CACA0S27-processed-gene-10.23-mRNA-1_1&gene=genemark-CACA0S27-processed-gene-10.23&CDS=1-1323	YKL143W
3152	OG0003152	snap_masked-CACA0S27-processed-gene-10.125-mRNA-1_1&gene=snap_masked-CACA0S27-processed-gene-10.125&CDS=1-1821	YBR196C
3153	OG0003153	augustus_masked-CACA0S27-processed-gene-10.66-mRNA-1_1&gene=augustus_masked-CACA0S27-processed-gene-10.66&CDS=1-1869	YPL075W
3154	OG0003154	genemark-CACA0S27-processed-gene-10.44-mRNA-1_1&gene=genemark-CACA0S27-processed-gene-10.44&CDS=1-915	YKR052C
3155	OG0003155	snap_masked-CACA0S27-processed-gene-11.2-mRNA-1_1&gene=snap_masked-CACA0S27-processed-gene-11.2&CDS=1-573	YLR332W
3156	OG0003156	augustus_masked-CACA0S27-processed-gene-11.132-mRNA-1_1&gene=augustus_masked-CACA0S27-processed-gene-11.132&CDS=1-1725	YLR330W
3157	OG0003157	augustus_masked-CACA0S27-processed-gene-11.130-mRNA-1_1&gene=augustus_masked-CACA0S27-processed-gene-11.130&CDS=1-1887	YLR335W
3158	OG0003158	maker-CACA0S27-augustus-gene-11.190-mRNA-1_1&gene=maker-CACA0S27-augustus-gene-11.190&CDS=1-2748	YLR336C
3159	OG0003159	augustus_masked-CACA0S27-processed-gene-11.134-mRNA-1_1&gene=augustus_masked-CACA0S27-processed-gene-11.134&CDS=1-591	YGR029W
3160	OG0003160	genemark-CACA0S27-processed-gene-11.106-mRNA-1_1&gene=genemark-CACA0S27-processed-gene-11.106&CDS=1-2313	YLR337C
3161	OG0003161	genemark-CACA0S27-processed-gene-11.73-mRNA-1_1&gene=genemark-CACA0S27-processed-gene-11.73&CDS=1-942	YLR340W
3162	OG0003162	snap_masked-CACA0S27-processed-gene-11.9-mRNA-1_1&gene=snap_masked-CACA0S27-processed-gene-11.9&CDS=1-1554	YLR341W
3163	OG0003163	genemark-CACA0S27-processed-gene-11.107-mRNA-1_1&gene=genemark-CACA0S27-processed-gene-11.107&CDS=1-1662	YER065C
3164	OG0003164	genemark-CACA0S27-processed-gene-11.77-mRNA-1_1&gene=genemark-CACA0S27-processed-gene-11.77&CDS=1-1839	YER068W
3165	OG0003165	genemark-CACA0S27-processed-gene-11.78-mRNA-1_1&gene=genemark-CACA0S27-processed-gene-11.78&CDS=1-2544	YER069W
3166	OG0003166	genemark-CACA0S27-processed-gene-11.79-mRNA-1_1&gene=genemark-CACA0S27-processed-gene-11.79&CDS=1-2667	YER070W
3167	OG0003167	augustus_masked-CACA0S27-processed-gene-11.143-mRNA-1_1&gene=augustus_masked-CACA0S27-processed-gene-11.143&CDS=1-2415	YIL068C
3168	OG0003168	augustus_masked-CACA0S27-processed-gene-11.168-mRNA-1_1&gene=augustus_masked-CACA0S27-processed-gene-11.168&CDS=1-369	YER071C
3169	OG0003169	maker-CACA0S27-snap-gene-11.186-mRNA-1_1&gene=maker-CACA0S27-snap-gene-11.186&CDS=1-249	YER074W-A
3170	OG0003170	augustus_masked-CACA0S27-processed-gene-11.169-mRNA-1_1&gene=augustus_masked-CACA0S27-processed-gene-11.169&CDS=1-2739	YER075C
3171	OG0003171	augustus_masked-CACA0S27-processed-gene-11.170-mRNA-1_1&gene=augustus_masked-CACA0S27-processed-gene-11.170&CDS=1-1929	YER077C
3172	OG0003172	snap_masked-CACA0S27-processed-gene-11.49-mRNA-1_1&gene=snap_masked-CACA0S27-processed-gene-11.49&CDS=1-1560	YER078C
3173	OG0003173	genemark-CACA0S27-processed-gene-11.112-mRNA-1_1&gene=genemark-CACA0S27-processed-gene-11.112&CDS=1-1653	YER082C
3174	OG0003174	genemark-CACA0S27-processed-gene-11.113-mRNA-1_1&gene=genemark-CACA0S27-processed-gene-11.113&CDS=1-816	YER083C
3175	OG0003175	genemark-CACA0S27-processed-gene-11.82-mRNA-1_1&gene=genemark-CACA0S27-processed-gene-11.82&CDS=1-468	YDL177C
3176	OG0003176	genemark-CACA0S27-processed-gene-11.83-mRNA-1_1&gene=genemark-CACA0S27-processed-gene-11.83&CDS=1-2331	YEL053C
3177	OG0003177	augustus_masked-CACA0S27-processed-gene-11.175-mRNA-1_1&gene=augustus_masked-CACA0S27-processed-gene-11.175&CDS=1-3300	YML002W
3178	OG0003178	genemark-CACA0S27-processed-gene-11.85-mRNA-1_1&gene=genemark-CACA0S27-processed-gene-11.85&CDS=1-981	YML004C
3179	OG0003179	genemark-CACA0S27-processed-gene-11.116-mRNA-1_1&gene=genemark-CACA0S27-processed-gene-11.116&CDS=1-951	YPL266W
3180	OG0003180	genemark-CACA0S27-processed-gene-11.86-mRNA-1_1&gene=genemark-CACA0S27-processed-gene-11.86&CDS=1-3069	YEL055C
3181	OG0003181	genemark-CACA0S27-processed-gene-11.118-mRNA-1_1&gene=genemark-CACA0S27-processed-gene-11.118&CDS=1-1152	YEL056W
3182	OG0003182	genemark-CACA0S27-processed-gene-11.119-mRNA-1_1&gene=genemark-CACA0S27-processed-gene-11.119&CDS=1-1572	YEL058W
3183	OG0003183	genemark-CACA0S27-processed-gene-11.87-mRNA-1_1&gene=genemark-CACA0S27-processed-gene-11.87&CDS=1-1863	YEL060C
3184	OG0003184	genemark-CACA0S27-processed-gene-11.90-mRNA-1_1&gene=genemark-CACA0S27-processed-gene-11.90&CDS=1-723	YIL139C
3185	OG0003185	genemark-CACA0S27-processed-gene-11.120-mRNA-1_1&gene=genemark-CACA0S27-processed-gene-11.120&CDS=1-2448	YIL140W
3186	OG0003186	genemark-CACA0S27-processed-gene-11.121-mRNA-1_1&gene=genemark-CACA0S27-processed-gene-11.121&CDS=1-1581	YIL142W
3187	OG0003187	genemark-CACA0S27-processed-gene-11.91-mRNA-1_1&gene=genemark-CACA0S27-processed-gene-11.91&CDS=1-2544	YIL143C
3188	OG0003188	genemark-CACA0S27-processed-gene-11.122-mRNA-1_1&gene=genemark-CACA0S27-processed-gene-11.122&CDS=1-2028	YIL144W
3189	OG0003189	genemark-CACA0S27-processed-gene-11.92-mRNA-1_1&gene=genemark-CACA0S27-processed-gene-11.92&CDS=1-945	YIL145C
3190	OG0003190	snap_masked-CACA0S27-processed-gene-11.31-mRNA-1_1&gene=snap_masked-CACA0S27-processed-gene-11.31&CDS=1-1287	YIL146C
3191	OG0003191	genemark-CACA0S27-processed-gene-11.94-mRNA-1_1&gene=genemark-CACA0S27-processed-gene-11.94&CDS=1-3492	YIL147C
3192	OG0003192	genemark-CACA0S27-processed-gene-11.95-mRNA-1_1&gene=genemark-CACA0S27-processed-gene-11.95&CDS=1-1842	YIL150C
3193	OG0003193	genemark-CACA0S27-processed-gene-11.125-mRNA-1_1&gene=genemark-CACA0S27-processed-gene-11.125&CDS=1-1359	YIL153W
3194	OG0003194	augustus_masked-CACA0S27-processed-gene-11.160-mRNA-1_1&gene=augustus_masked-CACA0S27-processed-gene-11.160&CDS=1-3015	YIL155C
3195	OG0003195	augustus_masked-CACA0S27-processed-gene-11.184-mRNA-1_1&gene=augustus_masked-CACA0S27-processed-gene-11.184&CDS=1-2010	YKR098C
3196	OG0003196	genemark-CACA0S27-processed-gene-11.99-mRNA-1_1&gene=genemark-CACA0S27-processed-gene-11.99&CDS=1-597	YIL157C
3197	OG0003197	genemark-CACA0S33-processed-gene-0.19-mRNA-1_1&gene=genemark-CACA0S33-processed-gene-0.19&CDS=1-525	YJL096W
3198	OG0003198	genemark-CACA0S33-processed-gene-0.20-mRNA-1_1&gene=genemark-CACA0S33-processed-gene-0.20&CDS=1-678	YJL097W
3199	OG0003199	genemark-CACA0S33-processed-gene-0.3-mRNA-1_1&gene=genemark-CACA0S33-processed-gene-0.3&CDS=1-2046	YJL101C
3200	OG0003200	genemark-CACA0S33-processed-gene-0.23-mRNA-1_1&gene=genemark-CACA0S33-processed-gene-0.23&CDS=1-2463	YJL102W
3201	OG0003201	genemark-CACA0S33-processed-gene-0.24-mRNA-1_1&gene=genemark-CACA0S33-processed-gene-0.24&CDS=1-405	YJL104W
3202	OG0003202	genemark-CACA0S33-processed-gene-0.26-mRNA-1_1&gene=genemark-CACA0S33-processed-gene-0.26&CDS=1-2253	YJL106W
3203	OG0003203	genemark-CACA0S33-processed-gene-0.4-mRNA-1_1&gene=genemark-CACA0S33-processed-gene-0.4&CDS=1-5349	YJL109C
3204	OG0003204	genemark-CACA0S33-processed-gene-0.27-mRNA-1_1&gene=genemark-CACA0S33-processed-gene-0.27&CDS=1-1644	YJL111W
3205	OG0003205	genemark-CACA0S33-processed-gene-0.28-mRNA-1_1&gene=genemark-CACA0S33-processed-gene-0.28&CDS=1-1758	YJL112W
3206	OG0003206	genemark-CACA0S33-processed-gene-0.29-mRNA-1_1&gene=genemark-CACA0S33-processed-gene-0.29&CDS=1-798	YJL115W
3207	OG0003207	genemark-CACA0S33-processed-gene-0.30-mRNA-1_1&gene=genemark-CACA0S33-processed-gene-0.30&CDS=1-906	YJL117W
3208	OG0003208	genemark-CACA0S33-processed-gene-0.6-mRNA-1_1&gene=genemark-CACA0S33-processed-gene-0.6&CDS=1-1437	YOL062C
3209	OG0003209	augustus_masked-CACA0S33-processed-gene-0.44-mRNA-1_1&gene=augustus_masked-CACA0S33-processed-gene-0.44&CDS=1-2706	YOL063C
3210	OG0003210	augustus_masked-CACA0S33-processed-gene-0.66-mRNA-1_1&gene=augustus_masked-CACA0S33-processed-gene-0.66&CDS=1-1506	YDL030W
3211	OG0003211	genemark-CACA0S33-processed-gene-0.8-mRNA-1_1&gene=genemark-CACA0S33-processed-gene-0.8&CDS=1-1080	YOL064C
3212	OG0003212	snap_masked-CACA0S33-processed-gene-0.81-mRNA-1_1&gene=snap_masked-CACA0S33-processed-gene-0.81&CDS=1-1134	YOL065C
3213	OG0003213	genemark-CACA0S33-processed-gene-0.10-mRNA-1_1&gene=genemark-CACA0S33-processed-gene-0.10&CDS=1-2532	YDL040C
3214	OG0003214	genemark-CACA0S33-processed-gene-0.11-mRNA-1_1&gene=genemark-CACA0S33-processed-gene-0.11&CDS=1-468	YOL067C
3215	OG0003215	genemark-CACA0S33-processed-gene-0.32-mRNA-1_1&gene=genemark-CACA0S33-processed-gene-0.32&CDS=1-1347	YOL069W
3216	OG0003216	augustus_masked-CACA0S33-processed-gene-0.49-mRNA-1_1&gene=augustus_masked-CACA0S33-processed-gene-0.49&CDS=1-1536	YOL070C
3217	OG0003217	maker-CACA0S33-augustus-gene-0.114-mRNA-1_1&gene=maker-CACA0S33-augustus-gene-0.114&CDS=1-1845	YOL072W
3218	OG0003218	genemark-CACA0S33-processed-gene-0.14-mRNA-1_1&gene=genemark-CACA0S33-processed-gene-0.14&CDS=1-3984	YOL075C
3219	OG0003219	augustus_masked-CACA0S33-processed-gene-0.69-mRNA-1_1&gene=augustus_masked-CACA0S33-processed-gene-0.69&CDS=1-2370	YOL076W
3220	OG0003220	snap_masked-CACA0S33-processed-gene-0.108-mRNA-1_1&gene=snap_masked-CACA0S33-processed-gene-0.108&CDS=1-210	YOL077W-A
3221	OG0003221	genemark-CACA0S33-processed-gene-0.36-mRNA-1_1&gene=genemark-CACA0S33-processed-gene-0.36&CDS=1-3585	YOL078W
3222	OG0003222	genemark-CACA0S33-processed-gene-0.15-mRNA-1_1&gene=genemark-CACA0S33-processed-gene-0.15&CDS=1-876	YOL080C
3223	OG0003223	genemark-CACA0S33-processed-gene-1.117-mRNA-1_1&gene=genemark-CACA0S33-processed-gene-1.117&CDS=1-3243	YOL084W
3224	OG0003224	augustus_masked-CACA0S33-processed-gene-1.73-mRNA-1_1&gene=augustus_masked-CACA0S33-processed-gene-1.73&CDS=1-279	YOL086W-A
3225	OG0003225	augustus_masked-CACA0S33-processed-gene-1.49-mRNA-1_1&gene=augustus_masked-CACA0S33-processed-gene-1.49&CDS=1-3108	YOL087C
3226	OG0003226	genemark-CACA0S33-processed-gene-1.92-mRNA-1_1&gene=genemark-CACA0S33-processed-gene-1.92&CDS=1-645	YBR154C
3227	OG0003227	snap_masked-CACA0S33-processed-gene-1.4-mRNA-1_1&gene=snap_masked-CACA0S33-processed-gene-1.4&CDS=1-684	YOL088C
3228	OG0003228	genemark-CACA0S33-processed-gene-1.118-mRNA-1_1&gene=genemark-CACA0S33-processed-gene-1.118&CDS=1-2865	YOL090W
3229	OG0003229	genemark-CACA0S33-processed-gene-1.121-mRNA-1_1&gene=genemark-CACA0S33-processed-gene-1.121&CDS=1-1044	YOL093W
3230	OG0003230	genemark-CACA0S33-processed-gene-1.95-mRNA-1_1&gene=genemark-CACA0S33-processed-gene-1.95&CDS=1-978	YOL094C
3231	OG0003231	genemark-CACA0S33-processed-gene-1.122-mRNA-1_1&gene=genemark-CACA0S33-processed-gene-1.122&CDS=1-402	YMR158W
3232	OG0003232	augustus_masked-CACA0S33-processed-gene-1.53-mRNA-1_1&gene=augustus_masked-CACA0S33-processed-gene-1.53&CDS=1-675	YMR157C
3233	OG0003233	snap_masked-CACA0S33-processed-gene-1.8-mRNA-1_1&gene=snap_masked-CACA0S33-processed-gene-1.8&CDS=1-726	YMR156C
3234	OG0003234	genemark-CACA0S33-processed-gene-1.123-mRNA-1_1&gene=genemark-CACA0S33-processed-gene-1.123&CDS=1-1629	YMR155W
3235	OG0003235	augustus_masked-CACA0S33-processed-gene-1.55-mRNA-1_1&gene=augustus_masked-CACA0S33-processed-gene-1.55&CDS=1-2118	YMR154C
3236	OG0003236	genemark-CACA0S33-processed-gene-1.125-mRNA-1_1&gene=genemark-CACA0S33-processed-gene-1.125&CDS=1-1131	YMR152W
3237	OG0003237	genemark-CACA0S33-processed-gene-1.99-mRNA-1_1&gene=genemark-CACA0S33-processed-gene-1.99&CDS=1-516	YMR150C
3238	OG0003238	augustus_masked-CACA0S33-processed-gene-1.82-mRNA-1_1&gene=augustus_masked-CACA0S33-processed-gene-1.82&CDS=1-840	YMR149W
3239	OG0003239	augustus_masked-CACA0S33-processed-gene-1.57-mRNA-1_1&gene=augustus_masked-CACA0S33-processed-gene-1.57&CDS=1-1626	YMR145C
3240	OG0003240	augustus_masked-CACA0S33-processed-gene-1.84-mRNA-1_1&gene=augustus_masked-CACA0S33-processed-gene-1.84&CDS=1-1017	YMR144W
3241	OG0003241	genemark-CACA0S33-processed-gene-1.128-mRNA-1_1&gene=genemark-CACA0S33-processed-gene-1.128&CDS=1-1479	YMR140W
3242	OG0003242	genemark-CACA0S33-processed-gene-1.129-mRNA-1_1&gene=genemark-CACA0S33-processed-gene-1.129&CDS=1-525	YMR138W
3243	OG0003243	augustus_masked-CACA0S33-processed-gene-1.58-mRNA-1_1&gene=augustus_masked-CACA0S33-processed-gene-1.58&CDS=1-1506	YMR137C
3244	OG0003244	snap_masked-CACA0S33-processed-gene-1.44-mRNA-1_1&gene=snap_masked-CACA0S33-processed-gene-1.44&CDS=1-384	YOR103C
3245	OG0003245	augustus_masked-CACA0S33-processed-gene-1.60-mRNA-1_1&gene=augustus_masked-CACA0S33-processed-gene-1.60&CDS=1-1701	YOR107W
3246	OG0003246	augustus_masked-CACA0S33-processed-gene-1.64-mRNA-1_1&gene=augustus_masked-CACA0S33-processed-gene-1.64&CDS=1-2190	YOR112W
3247	OG0003247	genemark-CACA0S33-processed-gene-1.107-mRNA-1_1&gene=genemark-CACA0S33-processed-gene-1.107&CDS=1-3291	YOR113W
3248	OG0003248	genemark-CACA0S33-processed-gene-1.130-mRNA-1_1&gene=genemark-CACA0S33-processed-gene-1.130&CDS=1-651	YOR115C
3249	OG0003249	augustus_masked-CACA0S33-processed-gene-1.66-mRNA-1_1&gene=augustus_masked-CACA0S33-processed-gene-1.66&CDS=1-2121	YHR114W
3250	OG0003250	augustus_masked-CACA0S33-processed-gene-1.88-mRNA-1_1&gene=augustus_masked-CACA0S33-processed-gene-1.88&CDS=1-1179	YHR118C
3251	OG0003251	maker-CACA0S33-snap-gene-1.133-mRNA-1_1&gene=maker-CACA0S33-snap-gene-1.133&CDS=1-3039	YHR119W
3252	OG0003252	augustus_masked-CACA0S33-processed-gene-1.69-mRNA-1_1&gene=augustus_masked-CACA0S33-processed-gene-1.69&CDS=1-3213	YHR120W
3253	OG0003253	genemark-CACA0S33-processed-gene-1.116-mRNA-1_1&gene=genemark-CACA0S33-processed-gene-1.116&CDS=1-2232	YHR124W
3254	OG0003254	augustus_masked-CACA0S33-processed-gene-2.5-mRNA-1_1&gene=augustus_masked-CACA0S33-processed-gene-2.5&CDS=1-867	YHR127W
3255	OG0003255	genemark-CACA0S33-processed-gene-2.49-mRNA-1_1&gene=genemark-CACA0S33-processed-gene-2.49&CDS=1-648	YHR128W
3256	OG0003256	genemark-CACA0S33-processed-gene-2.52-mRNA-1_1&gene=genemark-CACA0S33-processed-gene-2.52&CDS=1-894	YOR130C
3257	OG0003257	genemark-CACA0S33-processed-gene-2.73-mRNA-1_1&gene=genemark-CACA0S33-processed-gene-2.73&CDS=1-651	YOR131C
3258	OG0003258	augustus_masked-CACA0S33-processed-gene-2.11-mRNA-1_1&gene=augustus_masked-CACA0S33-processed-gene-2.11&CDS=1-1305	YOR132W
3259	OG0003259	genemark-CACA0S33-processed-gene-2.55-mRNA-1_1&gene=genemark-CACA0S33-processed-gene-2.55&CDS=1-1863	YDR386W
3260	OG0003260	genemark-CACA0S33-processed-gene-2.74-mRNA-1_1&gene=genemark-CACA0S33-processed-gene-2.74&CDS=1-1479	YDR387C
3261	OG0003261	genemark-CACA0S33-processed-gene-2.56-mRNA-1_1&gene=genemark-CACA0S33-processed-gene-2.56&CDS=1-1380	YDR388W
3262	OG0003262	genemark-CACA0S33-processed-gene-2.75-mRNA-1_1&gene=genemark-CACA0S33-processed-gene-2.75&CDS=1-561	YKR065C
3263	OG0003263	augustus_masked-CACA0S33-processed-gene-2.15-mRNA-1_1&gene=augustus_masked-CACA0S33-processed-gene-2.15&CDS=1-348	YKR049C
3264	OG0003264	augustus_masked-CACA0S33-processed-gene-2.16-mRNA-1_1&gene=augustus_masked-CACA0S33-processed-gene-2.16&CDS=1-1218	YKR048C
3265	OG0003265	augustus_masked-CACA0S33-processed-gene-2.17-mRNA-1_1&gene=augustus_masked-CACA0S33-processed-gene-2.17&CDS=1-1521	YKR045C
3266	OG0003266	snap_masked-CACA0S33-processed-gene-2.120-mRNA-1_1&gene=snap_masked-CACA0S33-processed-gene-2.120&CDS=1-1242	YKR044W
3267	OG0003267	genemark-CACA0S33-processed-gene-2.59-mRNA-1_1&gene=genemark-CACA0S33-processed-gene-2.59&CDS=1-816	YKR043C
3268	OG0003268	genemark-CACA0S33-processed-gene-2.60-mRNA-1_1&gene=genemark-CACA0S33-processed-gene-2.60&CDS=1-2247	YLR309C
3269	OG0003269	genemark-CACA0S33-processed-gene-2.63-mRNA-1_1&gene=genemark-CACA0S33-processed-gene-2.63&CDS=1-2946	YDR034C
3270	OG0003270	augustus_masked-CACA0S33-processed-gene-2.24-mRNA-1_1&gene=augustus_masked-CACA0S33-processed-gene-2.24&CDS=1-1164	YDR030C
3271	OG0003271	genemark-CACA0S33-processed-gene-2.66-mRNA-1_1&gene=genemark-CACA0S33-processed-gene-2.66&CDS=1-2874	YDR028C
3272	OG0003272	genemark-CACA0S33-processed-gene-2.67-mRNA-1_1&gene=genemark-CACA0S33-processed-gene-2.67&CDS=1-2691	YDR027C
3273	OG0003273	genemark-CACA0S33-processed-gene-2.68-mRNA-1_1&gene=genemark-CACA0S33-processed-gene-2.68&CDS=1-1719	YDR026C
3274	OG0003274	genemark-CACA0S33-processed-gene-2.83-mRNA-1_1&gene=genemark-CACA0S33-processed-gene-2.83&CDS=1-1374	YDR023W
3275	OG0003275	augustus_masked-CACA0S33-processed-gene-2.28-mRNA-1_1&gene=augustus_masked-CACA0S33-processed-gene-2.28&CDS=1-537	YDR022C
3276	OG0003276	genemark-CACA0S33-processed-gene-2.84-mRNA-1_1&gene=genemark-CACA0S33-processed-gene-2.84&CDS=1-1197	YDR021W
3277	OG0003277	genemark-CACA0S33-processed-gene-2.70-mRNA-1_1&gene=genemark-CACA0S33-processed-gene-2.70&CDS=1-687	YDR020C
3278	OG0003278	genemark-CACA0S33-processed-gene-2.71-mRNA-1_1&gene=genemark-CACA0S33-processed-gene-2.71&CDS=1-1197	YDR019C
3279	OG0003279	augustus_masked-CACA0S33-processed-gene-2.31-mRNA-1_1&gene=augustus_masked-CACA0S33-processed-gene-2.31&CDS=1-3018	YMR124W
3280	OG0003280	augustus_masked-CACA0S33-processed-gene-2.44-mRNA-1_1&gene=augustus_masked-CACA0S33-processed-gene-2.44&CDS=1-912	YBL033C
3281	OG0003281	augustus_masked-CACA0S33-processed-gene-2.32-mRNA-1_1&gene=augustus_masked-CACA0S33-processed-gene-2.32&CDS=1-840	YBL029W
3282	OG0003282	genemark-CACA0S33-processed-gene-2.86-mRNA-1_1&gene=genemark-CACA0S33-processed-gene-2.86&CDS=1-321	YBL028C
3283	OG0003283	genemark-CACA0S33-processed-gene-2.88-mRNA-1_1&gene=genemark-CACA0S33-processed-gene-2.88&CDS=1-3072	YDR060W
3284	OG0003284	augustus_masked-CACA0S33-processed-gene-3.57-mRNA-1_1&gene=augustus_masked-CACA0S33-processed-gene-3.57&CDS=1-972	YDR058C
3285	OG0003285	snap_masked-CACA0S33-processed-gene-3.117-mRNA-1_1&gene=snap_masked-CACA0S33-processed-gene-3.117&CDS=1-2373	YDR057W
3286	OG0003286	snap_masked-CACA0S33-processed-gene-3.113-mRNA-1_1&gene=snap_masked-CACA0S33-processed-gene-3.113&CDS=1-540	YDR056C
3287	OG0003287	maker-CACA0S33-snap-gene-3.172-mRNA-1_1&gene=maker-CACA0S33-snap-gene-3.172&CDS=1-768	YDR054C
3288	OG0003288	genemark-CACA0S33-processed-gene-3.5-mRNA-1_1&gene=genemark-CACA0S33-processed-gene-3.5&CDS=1-2049	YDR052C
3289	OG0003289	genemark-CACA0S33-processed-gene-3.8-mRNA-1_1&gene=genemark-CACA0S33-processed-gene-3.8&CDS=1-933	YNL002C
3290	OG0003290	genemark-CACA0S33-processed-gene-3.9-mRNA-1_1&gene=genemark-CACA0S33-processed-gene-3.9&CDS=1-1092	YCL018W
3291	OG0003291	augustus_masked-CACA0S33-processed-gene-3.90-mRNA-1_1&gene=augustus_masked-CACA0S33-processed-gene-3.90&CDS=1-1500	YCL017C
3292	OG0003292	genemark-CACA0S33-processed-gene-3.10-mRNA-1_1&gene=genemark-CACA0S33-processed-gene-3.10&CDS=1-852	YNL003C
3293	OG0003293	genemark-CACA0S33-processed-gene-3.11-mRNA-1_1&gene=genemark-CACA0S33-processed-gene-3.11&CDS=1-1107	YNL005C
3294	OG0003294	genemark-CACA0S33-processed-gene-3.36-mRNA-1_1&gene=genemark-CACA0S33-processed-gene-3.36&CDS=1-927	YCL009C
3295	OG0003295	snap_masked-CACA0S33-processed-gene-3.152-mRNA-1_1&gene=snap_masked-CACA0S33-processed-gene-3.152&CDS=1-1164	YCL008C
3296	OG0003296	genemark-CACA0S33-processed-gene-3.12-mRNA-1_1&gene=genemark-CACA0S33-processed-gene-3.12&CDS=1-564	YCL001W
3297	OG0003297	genemark-CACA0S33-processed-gene-3.13-mRNA-1_1&gene=genemark-CACA0S33-processed-gene-3.13&CDS=1-1179	YNL001W
3298	OG0003298	genemark-CACA0S33-processed-gene-3.14-mRNA-1_1&gene=genemark-CACA0S33-processed-gene-3.14&CDS=1-801	YEL021W
3299	OG0003299	snap_masked-CACA0S33-processed-gene-3.127-mRNA-1_1&gene=snap_masked-CACA0S33-processed-gene-3.127&CDS=1-261	YEL020W-A
3300	OG0003300	genemark-CACA0S33-processed-gene-3.38-mRNA-1_1&gene=genemark-CACA0S33-processed-gene-3.38&CDS=1-1692	YEL020C
3301	OG0003301	augustus_masked-CACA0S33-processed-gene-3.95-mRNA-1_1&gene=augustus_masked-CACA0S33-processed-gene-3.95&CDS=1-804	YEL019C
3302	OG0003302	snap_masked-CACA0S33-processed-gene-3.128-mRNA-1_1&gene=snap_masked-CACA0S33-processed-gene-3.128&CDS=1-702	YEL018W
3303	OG0003303	augustus_masked-CACA0S33-processed-gene-3.73-mRNA-1_1&gene=augustus_masked-CACA0S33-processed-gene-3.73&CDS=1-1020	YEL017W
3304	OG0003304	genemark-CACA0S33-processed-gene-3.40-mRNA-1_1&gene=genemark-CACA0S33-processed-gene-3.40&CDS=1-1509	YCR026C
3305	OG0003305	genemark-CACA0S33-processed-gene-3.17-mRNA-1_1&gene=genemark-CACA0S33-processed-gene-3.17&CDS=1-1635	YEL015W
3306	OG0003306	genemark-CACA0S33-processed-gene-3.18-mRNA-1_1&gene=genemark-CACA0S33-processed-gene-3.18&CDS=1-1737	YEL013W
3307	OG0003307	augustus_masked-CACA0S33-processed-gene-3.98-mRNA-1_1&gene=augustus_masked-CACA0S33-processed-gene-3.98&CDS=1-1428	YNR001C
3308	OG0003308	genemark-CACA0S33-processed-gene-3.43-mRNA-1_1&gene=genemark-CACA0S33-processed-gene-3.43&CDS=1-579	YDL166C
3309	OG0003309	genemark-CACA0S33-processed-gene-3.19-mRNA-1_1&gene=genemark-CACA0S33-processed-gene-3.19&CDS=1-585	YDL165W
3310	OG0003310	genemark-CACA0S33-processed-gene-3.44-mRNA-1_1&gene=genemark-CACA0S33-processed-gene-3.44&CDS=1-2034	YDL164C
3311	OG0003311	augustus_masked-CACA0S33-processed-gene-3.101-mRNA-1_1&gene=augustus_masked-CACA0S33-processed-gene-3.101&CDS=1-255	YDL160C-A
3312	OG0003312	genemark-CACA0S33-processed-gene-3.20-mRNA-1_1&gene=genemark-CACA0S33-processed-gene-3.20&CDS=1-897	YLR208W
3313	OG0003313	genemark-CACA0S33-processed-gene-3.45-mRNA-1_1&gene=genemark-CACA0S33-processed-gene-3.45&CDS=1-1554	YDL160C
3314	OG0003314	genemark-CACA0S33-processed-gene-3.21-mRNA-1_1&gene=genemark-CACA0S33-processed-gene-3.21&CDS=1-1587	YDL159W
3315	OG0003315	genemark-CACA0S33-processed-gene-3.46-mRNA-1_1&gene=genemark-CACA0S33-processed-gene-3.46&CDS=1-318	YDL157C
