	OrthologID	Lachancea_fantastica	Saccharomyces_cerevisiae
3666	OG0003666	augustus_masked-LAFA0G-processed-gene-9.68-mRNA-1_1&gene=augustus_masked-LAFA0G-processed-gene-9.68&CDS=1-723	YBR107C
3667	OG0003667	snap_masked-LAFA0G-processed-gene-9.43-mRNA-1_1&gene=snap_masked-LAFA0G-processed-gene-9.43&CDS=1-588	YPR067W
3668	OG0003668	snap_masked-LAFA0G-processed-gene-9.44-mRNA-1_1&gene=snap_masked-LAFA0G-processed-gene-9.44&CDS=1-933	YPR066W
3669	OG0003669	snap_masked-LAFA0G-processed-gene-9.45-mRNA-1_1&gene=snap_masked-LAFA0G-processed-gene-9.45&CDS=1-570	YBR106W
3670	OG0003670	augustus_masked-LAFA0G-processed-gene-9.94-mRNA-1_1&gene=augustus_masked-LAFA0G-processed-gene-9.94&CDS=1-576	YPR101W
3671	OG0003671	snap_masked-LAFA0G-processed-gene-9.23-mRNA-1_1&gene=snap_masked-LAFA0G-processed-gene-9.23&CDS=1-948	YGR084C
3672	OG0003672	snap_masked-LAFA0G-processed-gene-9.25-mRNA-1_1&gene=snap_masked-LAFA0G-processed-gene-9.25&CDS=1-1839	YGR083C
3673	OG0003673	snap_masked-LAFA0G-processed-gene-9.46-mRNA-1_1&gene=snap_masked-LAFA0G-processed-gene-9.46&CDS=1-426	YPR100W
3674	OG0003674	snap_masked-LAFA0G-processed-gene-9.26-mRNA-1_1&gene=snap_masked-LAFA0G-processed-gene-9.26&CDS=1-483	YPR098C
3675	OG0003675	snap_masked-LAFA0G-processed-gene-9.47-mRNA-1_1&gene=snap_masked-LAFA0G-processed-gene-9.47&CDS=1-573	YGR082W
3676	OG0003676	snap_masked-LAFA0G-processed-gene-9.27-mRNA-1_1&gene=snap_masked-LAFA0G-processed-gene-9.27&CDS=1-594	YGR081C
3677	OG0003677	snap_masked-LAFA0G-processed-gene-9.48-mRNA-1_1&gene=snap_masked-LAFA0G-processed-gene-9.48&CDS=1-2970	YPR097W
3678	OG0003678	snap_masked-LAFA0G-processed-gene-10.53-mRNA-1_1&gene=snap_masked-LAFA0G-processed-gene-10.53&CDS=1-2940	YPR095C
3679	OG0003679	snap_masked-LAFA0G-processed-gene-9.49-mRNA-1_1&gene=snap_masked-LAFA0G-processed-gene-9.49&CDS=1-318	YPR094W
3680	OG0003680	snap_masked-LAFA0G-processed-gene-10.55-mRNA-1_1&gene=snap_masked-LAFA0G-processed-gene-10.55&CDS=1-960	YGR080W
3681	OG0003681	augustus_masked-LAFA0G-processed-gene-10.100-mRNA-1_1&gene=augustus_masked-LAFA0G-processed-gene-10.100&CDS=1-717	YGR079W
3682	OG0003682	snap_masked-LAFA0G-processed-gene-10.54-mRNA-1_1&gene=snap_masked-LAFA0G-processed-gene-10.54&CDS=1-2403	YPR091C
3683	OG0003683	snap_masked-LAFA0G-processed-gene-10.80-mRNA-1_1&gene=snap_masked-LAFA0G-processed-gene-10.80&CDS=1-7077	YBR136W
3684	OG0003684	snap_masked-LAFA0G-processed-gene-10.81-mRNA-1_1&gene=snap_masked-LAFA0G-processed-gene-10.81&CDS=1-312	YBR135W
3685	OG0003685	snap_masked-LAFA0G-processed-gene-10.57-mRNA-1_1&gene=snap_masked-LAFA0G-processed-gene-10.57&CDS=1-2397	YBR133C
3686	OG0003686	snap_masked-LAFA0G-processed-gene-10.82-mRNA-1_1&gene=snap_masked-LAFA0G-processed-gene-10.82&CDS=1-2373	YPR089W
3687	OG0003687	snap_masked-LAFA0G-processed-gene-10.58-mRNA-1_1&gene=snap_masked-LAFA0G-processed-gene-10.58&CDS=1-1752	YBR132C
3688	OG0003688	augustus_masked-LAFA0G-processed-gene-10.125-mRNA-1_1&gene=augustus_masked-LAFA0G-processed-gene-10.125&CDS=1-1926	YBR131W
3689	OG0003689	snap_masked-LAFA0G-processed-gene-10.59-mRNA-1_1&gene=snap_masked-LAFA0G-processed-gene-10.59&CDS=1-1584	YPR088C
3690	OG0003690	snap_masked-LAFA0G-processed-gene-10.60-mRNA-1_1&gene=snap_masked-LAFA0G-processed-gene-10.60&CDS=1-1308	YBR130C
3691	OG0003691	snap_masked-LAFA0G-processed-gene-10.61-mRNA-1_1&gene=snap_masked-LAFA0G-processed-gene-10.61&CDS=1-1113	YBR129C
3692	OG0003692	snap_masked-LAFA0G-processed-gene-10.62-mRNA-1_1&gene=snap_masked-LAFA0G-processed-gene-10.62&CDS=1-1245	YPR085C
3693	OG0003693	snap_masked-LAFA0G-processed-gene-10.84-mRNA-1_1&gene=snap_masked-LAFA0G-processed-gene-10.84&CDS=1-1389	YPR084W
3694	OG0003694	augustus_masked-LAFA0G-processed-gene-10.106-mRNA-1_1&gene=augustus_masked-LAFA0G-processed-gene-10.106&CDS=1-978	YBR128C
3695	OG0003695	snap_masked-LAFA0G-processed-gene-10.64-mRNA-1_1&gene=snap_masked-LAFA0G-processed-gene-10.64&CDS=1-1530	YBR127C
3696	OG0003696	augustus_masked-LAFA0G-processed-gene-10.127-mRNA-1_1&gene=augustus_masked-LAFA0G-processed-gene-10.127&CDS=1-1530	YPR083W
3697	OG0003697	snap_masked-LAFA0G-processed-gene-10.65-mRNA-1_1&gene=snap_masked-LAFA0G-processed-gene-10.65&CDS=1-1521	YBR126C
3698	OG0003698	snap_masked-LAFA0G-processed-gene-10.66-mRNA-1_1&gene=snap_masked-LAFA0G-processed-gene-10.66&CDS=1-1191	YBR125C
3699	OG0003699	snap_masked-LAFA0G-processed-gene-10.67-mRNA-1_1&gene=snap_masked-LAFA0G-processed-gene-10.67&CDS=1-1938	YBR123C
3700	OG0003700	snap_masked-LAFA0G-processed-gene-10.68-mRNA-1_1&gene=snap_masked-LAFA0G-processed-gene-10.68&CDS=1-519	YBR122C
3701	OG0003701	snap_masked-LAFA0G-processed-gene-10.69-mRNA-1_1&gene=snap_masked-LAFA0G-processed-gene-10.69&CDS=1-426	YPR082C
3702	OG0003702	snap_masked-LAFA0G-processed-gene-10.70-mRNA-1_1&gene=snap_masked-LAFA0G-processed-gene-10.70&CDS=1-1983	YBR121C
3703	OG0003703	snap_masked-LAFA0G-processed-gene-10.71-mRNA-1_1&gene=snap_masked-LAFA0G-processed-gene-10.71&CDS=1-468	YBR120C
3704	OG0003704	augustus_masked-LAFA0G-processed-gene-10.128-mRNA-1_1&gene=augustus_masked-LAFA0G-processed-gene-10.128&CDS=1-1209	YBR119W
3705	OG0003705	snap_masked-LAFA0G-processed-gene-10.72-mRNA-1_1&gene=snap_masked-LAFA0G-processed-gene-10.72&CDS=1-297	YDL123W
3706	OG0003706	augustus_masked-LAFA0G-processed-gene-10.117-mRNA-1_1&gene=augustus_masked-LAFA0G-processed-gene-10.117&CDS=1-1149	YPR075C
3707	OG0003707	snap_masked-LAFA0G-processed-gene-10.75-mRNA-1_1&gene=snap_masked-LAFA0G-processed-gene-10.75&CDS=1-2040	YPR074C
3708	OG0003708	snap_masked-LAFA0G-processed-gene-10.76-mRNA-1_1&gene=snap_masked-LAFA0G-processed-gene-10.76&CDS=1-474	YPR073C
3709	OG0003709	snap_masked-LAFA0G-processed-gene-10.90-mRNA-1_1&gene=snap_masked-LAFA0G-processed-gene-10.90&CDS=1-1617	YPR072W
3710	OG0003710	snap_masked-LAFA0G-processed-gene-10.91-mRNA-1_1&gene=snap_masked-LAFA0G-processed-gene-10.91&CDS=1-951	YGR096W
3711	OG0003711	genemark-LAFA0G-processed-gene-10.25-mRNA-1_1&gene=genemark-LAFA0G-processed-gene-10.25&CDS=1-666	YGR095C
3712	OG0003712	snap_masked-LAFA0G-processed-gene-10.92-mRNA-1_1&gene=snap_masked-LAFA0G-processed-gene-10.92&CDS=1-3177	YGR094W
3713	OG0003713	snap_masked-LAFA0G-processed-gene-10.78-mRNA-1_1&gene=snap_masked-LAFA0G-processed-gene-10.78&CDS=1-2655	YPR112C
3714	OG0003714	genemark-LAFA0G-processed-gene-10.39-mRNA-1_1&gene=genemark-LAFA0G-processed-gene-10.39&CDS=1-1272	YGR093W
3715	OG0003715	snap_masked-LAFA0G-processed-gene-10.95-mRNA-1_1&gene=snap_masked-LAFA0G-processed-gene-10.95&CDS=1-1365	YGR091W
3716	OG0003716	genemark-LAFA0G-processed-gene-10.27-mRNA-1_1&gene=genemark-LAFA0G-processed-gene-10.27&CDS=1-1002	YPR110C
3717	OG0003717	augustus_masked-LAFA0G-processed-gene-10.136-mRNA-1_1&gene=augustus_masked-LAFA0G-processed-gene-10.136&CDS=1-918	YPR109W
3718	OG0003718	snap_masked-LAFA0G-processed-gene-10.96-mRNA-1_1&gene=snap_masked-LAFA0G-processed-gene-10.96&CDS=1-3714	YGR090W
3719	OG0003719	snap_masked-LAFA0G-processed-gene-11.4-mRNA-1_1&gene=snap_masked-LAFA0G-processed-gene-11.4&CDS=1-2532	YGR089W
3720	OG0003720	snap_masked-LAFA0G-processed-gene-11.3-mRNA-1_1&gene=snap_masked-LAFA0G-processed-gene-11.3&CDS=1-1077	YKL189W
3721	OG0003721	maker-LAFA0G-augustus-gene-11.0-mRNA-1_1&gene=maker-LAFA0G-augustus-gene-11.0&CDS=1-3996	YKL188C
3722	OG0003722	genemark-LAFA0G-processed-gene-11.84-mRNA-1_1&gene=genemark-LAFA0G-processed-gene-11.84&CDS=1-789	YLR414C
3723	OG0003723	snap_masked-LAFA0G-processed-gene-11.26-mRNA-1_1&gene=snap_masked-LAFA0G-processed-gene-11.26&CDS=1-522	YKL186C
3724	OG0003724	snap_masked-LAFA0G-processed-gene-11.9-mRNA-1_1&gene=snap_masked-LAFA0G-processed-gene-11.9&CDS=1-1638	YKL185W
3725	OG0003725	genemark-LAFA0G-processed-gene-11.86-mRNA-1_1&gene=genemark-LAFA0G-processed-gene-11.86&CDS=1-1374	YKL184W
3726	OG0003726	genemark-LAFA0G-processed-gene-11.87-mRNA-1_1&gene=genemark-LAFA0G-processed-gene-11.87&CDS=1-906	YKL183W
3727	OG0003727	snap_masked-LAFA0G-processed-gene-11.11-mRNA-1_1&gene=snap_masked-LAFA0G-processed-gene-11.11&CDS=1-6153	YKL182W
3728	OG0003728	snap_masked-LAFA0G-processed-gene-11.27-mRNA-1_1&gene=snap_masked-LAFA0G-processed-gene-11.27&CDS=1-810	YLR412W
3729	OG0003729	snap_masked-LAFA0G-processed-gene-11.12-mRNA-1_1&gene=snap_masked-LAFA0G-processed-gene-11.12&CDS=1-1278	YKL181W
3730	OG0003730	snap_masked-LAFA0G-processed-gene-11.28-mRNA-1_1&gene=snap_masked-LAFA0G-processed-gene-11.28&CDS=1-729	YLR411W
3731	OG0003731	snap_masked-LAFA0G-processed-gene-11.29-mRNA-1_1&gene=snap_masked-LAFA0G-processed-gene-11.29&CDS=1-3333	YLR410W
3732	OG0003732	maker-LAFA0G-snap-gene-11.118-mRNA-1_1&gene=maker-LAFA0G-snap-gene-11.118&CDS=1-2775	YLR409C
3733	OG0003733	snap_masked-LAFA0G-processed-gene-11.30-mRNA-1_1&gene=snap_masked-LAFA0G-processed-gene-11.30&CDS=1-3003	YDL077C
3734	OG0003734	snap_masked-LAFA0G-processed-gene-11.14-mRNA-1_1&gene=snap_masked-LAFA0G-processed-gene-11.14&CDS=1-327	YLR408C
3735	OG0003735	snap_masked-LAFA0G-processed-gene-11.31-mRNA-1_1&gene=snap_masked-LAFA0G-processed-gene-11.31&CDS=1-675	YLR407W
3736	OG0003736	snap_masked-LAFA0G-processed-gene-11.32-mRNA-1_1&gene=snap_masked-LAFA0G-processed-gene-11.32&CDS=1-981	YDL076C
3737	OG0003737	genemark-LAFA0G-processed-gene-11.110-mRNA-1_1&gene=genemark-LAFA0G-processed-gene-11.110&CDS=1-1044	YLR405W
3738	OG0003738	genemark-LAFA0G-processed-gene-11.111-mRNA-1_1&gene=genemark-LAFA0G-processed-gene-11.111&CDS=1-1989	YDL074C
3739	OG0003739	snap_masked-LAFA0G-processed-gene-11.16-mRNA-1_1&gene=snap_masked-LAFA0G-processed-gene-11.16&CDS=1-3075	YDL073W
3740	OG0003740	snap_masked-LAFA0G-processed-gene-11.34-mRNA-1_1&gene=snap_masked-LAFA0G-processed-gene-11.34&CDS=1-831	YLR404W
3741	OG0003741	maker-LAFA0G-snap-gene-11.119-mRNA-1_1&gene=maker-LAFA0G-snap-gene-11.119&CDS=1-2064	YLR403W
3742	OG0003742	snap_masked-LAFA0G-processed-gene-11.17-mRNA-1_1&gene=snap_masked-LAFA0G-processed-gene-11.17&CDS=1-1989	YLR401C
3743	OG0003743	snap_masked-LAFA0G-processed-gene-11.36-mRNA-1_1&gene=snap_masked-LAFA0G-processed-gene-11.36&CDS=1-513	YDL072C
3744	OG0003744	snap_masked-LAFA0G-processed-gene-11.18-mRNA-1_1&gene=snap_masked-LAFA0G-processed-gene-11.18&CDS=1-1977	YLR399C
3745	OG0003745	snap_masked-LAFA0G-processed-gene-11.19-mRNA-1_1&gene=snap_masked-LAFA0G-processed-gene-11.19&CDS=1-3813	YLR398C
3746	OG0003746	snap_masked-LAFA0G-processed-gene-11.20-mRNA-1_1&gene=snap_masked-LAFA0G-processed-gene-11.20&CDS=1-2325	YLR397C
3747	OG0003747	snap_masked-LAFA0G-processed-gene-11.21-mRNA-1_1&gene=snap_masked-LAFA0G-processed-gene-11.21&CDS=1-1968	YLR396C
3748	OG0003748	snap_masked-LAFA0G-processed-gene-11.38-mRNA-1_1&gene=snap_masked-LAFA0G-processed-gene-11.38&CDS=1-180	YDL067C
3749	OG0003749	snap_masked-LAFA0G-processed-gene-11.22-mRNA-1_1&gene=snap_masked-LAFA0G-processed-gene-11.22&CDS=1-234	YLR395C
3750	OG0003750	snap_masked-LAFA0G-processed-gene-11.40-mRNA-1_1&gene=snap_masked-LAFA0G-processed-gene-11.40&CDS=1-861	YLR393W
3751	OG0003751	snap_masked-LAFA0G-processed-gene-11.41-mRNA-1_1&gene=snap_masked-LAFA0G-processed-gene-11.41&CDS=1-750	YLR390W-A
3752	OG0003752	snap_masked-LAFA0G-processed-gene-12.6-mRNA-1_1&gene=snap_masked-LAFA0G-processed-gene-12.6&CDS=1-918	YDL065C
3753	OG0003753	snap_masked-LAFA0G-processed-gene-12.4-mRNA-1_1&gene=snap_masked-LAFA0G-processed-gene-12.4&CDS=1-1125	YLR418C
3754	OG0003754	maker-LAFA0G-snap-gene-12.129-mRNA-1_1&gene=maker-LAFA0G-snap-gene-12.129&CDS=1-525	YKL190W
3755	OG0003755	snap_masked-LAFA0G-processed-gene-12.8-mRNA-1_1&gene=snap_masked-LAFA0G-processed-gene-12.8&CDS=1-1785	YKL191W
3756	OG0003756	snap_masked-LAFA0G-processed-gene-12.5-mRNA-1_1&gene=snap_masked-LAFA0G-processed-gene-12.5&CDS=1-1089	YLR420W
3757	OG0003757	snap_masked-LAFA0G-processed-gene-12.9-mRNA-1_1&gene=snap_masked-LAFA0G-processed-gene-12.9&CDS=1-744	YLR421C
3758	OG0003758	snap_masked-LAFA0G-processed-gene-12.10-mRNA-1_1&gene=snap_masked-LAFA0G-processed-gene-12.10&CDS=1-750	YKL195W
3759	OG0003759	snap_masked-LAFA0G-processed-gene-12.31-mRNA-1_1&gene=snap_masked-LAFA0G-processed-gene-12.31&CDS=1-1944	YLR424W
3760	OG0003760	snap_masked-LAFA0G-processed-gene-12.11-mRNA-1_1&gene=snap_masked-LAFA0G-processed-gene-12.11&CDS=1-1305	YLR423C
3761	OG0003761	snap_masked-LAFA0G-processed-gene-12.32-mRNA-1_1&gene=snap_masked-LAFA0G-processed-gene-12.32&CDS=1-1353	YKL194C
3762	OG0003762	snap_masked-LAFA0G-processed-gene-12.33-mRNA-1_1&gene=snap_masked-LAFA0G-processed-gene-12.33&CDS=1-1029	YKL193C
3763	OG0003763	snap_masked-LAFA0G-processed-gene-12.34-mRNA-1_1&gene=snap_masked-LAFA0G-processed-gene-12.34&CDS=1-372	YKL192C
3764	OG0003764	snap_masked-LAFA0G-processed-gene-12.35-mRNA-1_1&gene=snap_masked-LAFA0G-processed-gene-12.35&CDS=1-5844	YLR422W
3765	OG0003765	snap_masked-LAFA0G-processed-gene-12.14-mRNA-1_1&gene=snap_masked-LAFA0G-processed-gene-12.14&CDS=1-600	YKL196C
3766	OG0003766	snap_masked-LAFA0G-processed-gene-12.15-mRNA-1_1&gene=snap_masked-LAFA0G-processed-gene-12.15&CDS=1-3945	YLR425W
3767	OG0003767	snap_masked-LAFA0G-processed-gene-12.16-mRNA-1_1&gene=snap_masked-LAFA0G-processed-gene-12.16&CDS=1-876	YLR426W
3768	OG0003768	snap_masked-LAFA0G-processed-gene-12.38-mRNA-1_1&gene=snap_masked-LAFA0G-processed-gene-12.38&CDS=1-504	YML055W
3769	OG0003769	snap_masked-LAFA0G-processed-gene-12.17-mRNA-1_1&gene=snap_masked-LAFA0G-processed-gene-12.17&CDS=1-1905	YLR427W
3770	OG0003770	snap_masked-LAFA0G-processed-gene-12.18-mRNA-1_1&gene=snap_masked-LAFA0G-processed-gene-12.18&CDS=1-1992	YLR429W
3771	OG0003771	snap_masked-LAFA0G-processed-gene-12.19-mRNA-1_1&gene=snap_masked-LAFA0G-processed-gene-12.19&CDS=1-6393	YLR430W
3772	OG0003772	snap_masked-LAFA0G-processed-gene-12.39-mRNA-1_1&gene=snap_masked-LAFA0G-processed-gene-12.39&CDS=1-1314	YLR431C
3773	OG0003773	snap_masked-LAFA0G-processed-gene-12.40-mRNA-1_1&gene=snap_masked-LAFA0G-processed-gene-12.40&CDS=1-1695	YLR433C
3774	OG0003774	snap_masked-LAFA0G-processed-gene-12.21-mRNA-1_1&gene=snap_masked-LAFA0G-processed-gene-12.21&CDS=1-630	YLR435W
3775	OG0003775	snap_masked-LAFA0G-processed-gene-12.41-mRNA-1_1&gene=snap_masked-LAFA0G-processed-gene-12.41&CDS=1-3540	YLR436C
3776	OG0003776	snap_masked-LAFA0G-processed-gene-12.42-mRNA-1_1&gene=snap_masked-LAFA0G-processed-gene-12.42&CDS=1-378	YLR437C
3777	OG0003777	snap_masked-LAFA0G-processed-gene-12.25-mRNA-1_1&gene=snap_masked-LAFA0G-processed-gene-12.25&CDS=1-1293	YLR438W
3778	OG0003778	snap_masked-LAFA0G-processed-gene-12.26-mRNA-1_1&gene=snap_masked-LAFA0G-processed-gene-12.26&CDS=1-4668	YML059C
3779	OG0003779	snap_masked-LAFA0G-processed-gene-12.44-mRNA-1_1&gene=snap_masked-LAFA0G-processed-gene-12.44&CDS=1-252	YLR438C-A
3780	OG0003780	snap_masked-LAFA0G-processed-gene-12.27-mRNA-1_1&gene=snap_masked-LAFA0G-processed-gene-12.27&CDS=1-954	YLR439W
3781	OG0003781	snap_masked-LAFA0G-processed-gene-12.45-mRNA-1_1&gene=snap_masked-LAFA0G-processed-gene-12.45&CDS=1-1185	YML060W
3782	OG0003782	snap_masked-LAFA0G-processed-gene-12.28-mRNA-1_1&gene=snap_masked-LAFA0G-processed-gene-12.28&CDS=1-2496	YML061C
3783	OG0003783	snap_masked-LAFA0G-processed-gene-12.46-mRNA-1_1&gene=snap_masked-LAFA0G-processed-gene-12.46&CDS=1-2073	YLR440C
3784	OG0003784	snap_masked-LAFA0G-processed-gene-12.29-mRNA-1_1&gene=snap_masked-LAFA0G-processed-gene-12.29&CDS=1-966	YML062C
3785	OG0003785	snap_masked-LAFA0G-processed-gene-12.47-mRNA-1_1&gene=snap_masked-LAFA0G-processed-gene-12.47&CDS=1-771	YLR441C
3786	OG0003786	snap_masked-LAFA0G-processed-gene-12.30-mRNA-1_1&gene=snap_masked-LAFA0G-processed-gene-12.30&CDS=1-666	YML064C
3787	OG0003787	maker-LAFA0G-snap-gene-12.130-mRNA-1_1&gene=maker-LAFA0G-snap-gene-12.130&CDS=1-2970	YML065W
3788	OG0003788	augustus_masked-LAFA0G-processed-gene-13.80-mRNA-1_1&gene=augustus_masked-LAFA0G-processed-gene-13.80&CDS=1-1197	YLR443W
3789	OG0003789	snap_masked-LAFA0G-processed-gene-13.40-mRNA-1_1&gene=snap_masked-LAFA0G-processed-gene-13.40&CDS=1-1179	YML066C
3790	OG0003790	snap_masked-LAFA0G-processed-gene-13.41-mRNA-1_1&gene=snap_masked-LAFA0G-processed-gene-13.41&CDS=1-1005	YML067C
3791	OG0003791	snap_masked-LAFA0G-processed-gene-13.43-mRNA-1_1&gene=snap_masked-LAFA0G-processed-gene-13.43&CDS=1-1623	YML069W
3792	OG0003792	snap_masked-LAFA0G-processed-gene-13.44-mRNA-1_1&gene=snap_masked-LAFA0G-processed-gene-13.44&CDS=1-1755	YML070W
3793	OG0003793	augustus_masked-LAFA0G-processed-gene-13.87-mRNA-1_1&gene=augustus_masked-LAFA0G-processed-gene-13.87&CDS=1-1254	YLR446W
3794	OG0003794	snap_masked-LAFA0G-processed-gene-13.67-mRNA-1_1&gene=snap_masked-LAFA0G-processed-gene-13.67&CDS=1-1041	YLR447C
3795	OG0003795	snap_masked-LAFA0G-processed-gene-13.50-mRNA-1_1&gene=snap_masked-LAFA0G-processed-gene-13.50&CDS=1-1323	YML071C
3796	OG0003796	genemark-LAFA0G-processed-gene-13.12-mRNA-1_1&gene=genemark-LAFA0G-processed-gene-13.12&CDS=1-4998	YML072C
3797	OG0003797	genemark-LAFA0G-processed-gene-13.29-mRNA-1_1&gene=genemark-LAFA0G-processed-gene-13.29&CDS=1-1284	YOL016C
3798	OG0003798	snap_masked-LAFA0G-processed-gene-13.69-mRNA-1_1&gene=snap_masked-LAFA0G-processed-gene-13.69&CDS=1-2130	YLR258W
3799	OG0003799	augustus_masked-LAFA0G-processed-gene-13.109-mRNA-1_1&gene=augustus_masked-LAFA0G-processed-gene-13.109&CDS=1-2121	YFR016C
3800	OG0003800	augustus_masked-LAFA0G-processed-gene-13.110-mRNA-1_1&gene=augustus_masked-LAFA0G-processed-gene-13.110&CDS=1-969	YLR257W
3801	OG0003801	snap_masked-LAFA0G-processed-gene-13.53-mRNA-1_1&gene=snap_masked-LAFA0G-processed-gene-13.53&CDS=1-1608	YGL160W
3802	OG0003802	snap_masked-LAFA0G-processed-gene-13.73-mRNA-1_1&gene=snap_masked-LAFA0G-processed-gene-13.73&CDS=1-3666	YLR256W
3803	OG0003803	snap_masked-LAFA0G-processed-gene-13.74-mRNA-1_1&gene=snap_masked-LAFA0G-processed-gene-13.74&CDS=1-1680	YLR253W
3804	OG0003804	snap_masked-LAFA0G-processed-gene-13.75-mRNA-1_1&gene=snap_masked-LAFA0G-processed-gene-13.75&CDS=1-627	YLR251W
3805	OG0003805	augustus_masked-LAFA0G-processed-gene-13.96-mRNA-1_1&gene=augustus_masked-LAFA0G-processed-gene-13.96&CDS=1-4449	YOL015W
3806	OG0003806	augustus_masked-LAFA0G-processed-gene-13.114-mRNA-1_1&gene=augustus_masked-LAFA0G-processed-gene-13.114&CDS=1-1839	YLR173W
3807	OG0003807	snap_masked-LAFA0G-processed-gene-13.57-mRNA-1_1&gene=snap_masked-LAFA0G-processed-gene-13.57&CDS=1-894	YLR172C
3808	OG0003808	snap_masked-LAFA0G-processed-gene-13.58-mRNA-1_1&gene=snap_masked-LAFA0G-processed-gene-13.58&CDS=1-327	YLR170C
3809	OG0003809	snap_masked-LAFA0G-processed-gene-13.78-mRNA-1_1&gene=snap_masked-LAFA0G-processed-gene-13.78&CDS=1-4566	YLR247C
3810	OG0003810	genemark-LAFA0G-processed-gene-13.21-mRNA-1_1&gene=genemark-LAFA0G-processed-gene-13.21&CDS=1-1758	YLR248W
3811	OG0003811	snap_masked-LAFA0G-processed-gene-13.61-mRNA-1_1&gene=snap_masked-LAFA0G-processed-gene-13.61&CDS=1-3132	YNL014W
3812	OG0003812	snap_masked-LAFA0G-processed-gene-13.62-mRNA-1_1&gene=snap_masked-LAFA0G-processed-gene-13.62&CDS=1-1872	YNL012W
3813	OG0003813	snap_masked-LAFA0G-processed-gene-13.63-mRNA-1_1&gene=snap_masked-LAFA0G-processed-gene-13.63&CDS=1-693	YLR250W
3814	OG0003814	snap_masked-LAFA0G-processed-gene-13.79-mRNA-1_1&gene=snap_masked-LAFA0G-processed-gene-13.79&CDS=1-1371	YNL011C
3815	OG0003815	snap_masked-LAFA0G-processed-gene-13.64-mRNA-1_1&gene=snap_masked-LAFA0G-processed-gene-13.64&CDS=1-711	YNL010W
3816	OG0003816	snap_masked-LAFA0G-processed-gene-14.1-mRNA-1_1&gene=snap_masked-LAFA0G-processed-gene-14.1&CDS=1-1263	YCL008C
3817	OG0003817	snap_masked-LAFA0G-processed-gene-14.2-mRNA-1_1&gene=snap_masked-LAFA0G-processed-gene-14.2&CDS=1-1422	YLR175W
3818	OG0003818	snap_masked-LAFA0G-processed-gene-14.4-mRNA-1_1&gene=snap_masked-LAFA0G-processed-gene-14.4&CDS=1-1077	YNL007C
3819	OG0003819	snap_masked-LAFA0G-processed-gene-14.3-mRNA-1_1&gene=snap_masked-LAFA0G-processed-gene-14.3&CDS=1-909	YNL006W
3820	OG0003820	snap_masked-LAFA0G-processed-gene-14.5-mRNA-1_1&gene=snap_masked-LAFA0G-processed-gene-14.5&CDS=1-2571	YLR176C
3821	OG0003821	snap_masked-LAFA0G-processed-gene-14.6-mRNA-1_1&gene=snap_masked-LAFA0G-processed-gene-14.6&CDS=1-936	YNL002C
3822	OG0003822	genemark-LAFA0G-processed-gene-14.108-mRNA-1_1&gene=genemark-LAFA0G-processed-gene-14.108&CDS=1-1092	YCL018W
3823	OG0003823	genemark-LAFA0G-processed-gene-14.129-mRNA-1_1&gene=genemark-LAFA0G-processed-gene-14.129&CDS=1-1434	YCL017C
3824	OG0003824	snap_masked-LAFA0G-processed-gene-14.7-mRNA-1_1&gene=snap_masked-LAFA0G-processed-gene-14.7&CDS=1-825	YNL003C
3825	OG0003825	snap_masked-LAFA0G-processed-gene-14.29-mRNA-1_1&gene=snap_masked-LAFA0G-processed-gene-14.29&CDS=1-1125	YCL016C
3826	OG0003826	snap_masked-LAFA0G-processed-gene-14.8-mRNA-1_1&gene=snap_masked-LAFA0G-processed-gene-14.8&CDS=1-4482	YCL014W
3827	OG0003827	snap_masked-LAFA0G-processed-gene-14.31-mRNA-1_1&gene=snap_masked-LAFA0G-processed-gene-14.31&CDS=1-729	YCL010C
3828	OG0003828	snap_masked-LAFA0G-processed-gene-14.9-mRNA-1_1&gene=snap_masked-LAFA0G-processed-gene-14.9&CDS=1-1119	YNL005C
3829	OG0003829	snap_masked-LAFA0G-processed-gene-14.32-mRNA-1_1&gene=snap_masked-LAFA0G-processed-gene-14.32&CDS=1-903	YCL009C
3830	OG0003830	snap_masked-LAFA0G-processed-gene-14.11-mRNA-1_1&gene=snap_masked-LAFA0G-processed-gene-14.11&CDS=1-1479	YCL004W
3831	OG0003831	augustus_masked-LAFA0G-processed-gene-14.59-mRNA-1_1&gene=augustus_masked-LAFA0G-processed-gene-14.59&CDS=1-1662	YNL001W
3832	OG0003832	snap_masked-LAFA0G-processed-gene-14.33-mRNA-1_1&gene=snap_masked-LAFA0G-processed-gene-14.33&CDS=1-996	YCR002C
3833	OG0003833	genemark-LAFA0G-processed-gene-14.116-mRNA-1_1&gene=genemark-LAFA0G-processed-gene-14.116&CDS=1-528	YCR003W
3834	OG0003834	snap_masked-LAFA0G-processed-gene-14.34-mRNA-1_1&gene=snap_masked-LAFA0G-processed-gene-14.34&CDS=1-741	YCR004C
3835	OG0003835	snap_masked-LAFA0G-processed-gene-14.35-mRNA-1_1&gene=snap_masked-LAFA0G-processed-gene-14.35&CDS=1-1422	YNR001C
3836	OG0003836	snap_masked-LAFA0G-processed-gene-14.16-mRNA-1_1&gene=snap_masked-LAFA0G-processed-gene-14.16&CDS=1-1611	YCR008W
