	OrthologID	Candida_versatilis	Saccharomyces_cerevisiae
2209	OG0002209	-processed-gene-20.97-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-20.97&CDS=1-942	YOR026W
2210	OG0002210	-processed-gene-20.74-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-20.74&CDS=1-957	YPR110C
2211	OG0002211	-processed-gene-20.101-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-20.101&CDS=1-1515	YGR009C
2212	OG0002212	-processed-gene-20.77-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-20.77&CDS=1-1770	YLR143W
2213	OG0002213	-processed-gene-20.78-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-20.78&CDS=1-495	YOL143C
2214	OG0002214	-snap-gene-20.55-mRNA-1_1&gene=maker-gi|1002316101|dbj|BCJV01000001.1|-snap-gene-20.55&CDS=1-1971	YDR256C
2215	OG0002215	-processed-gene-20.106-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-20.106&CDS=1-1014	YJL052W
2216	OG0002216	-processed-gene-20.81-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-20.81&CDS=1-1683	YBR293W
2217	OG0002217	-processed-gene-20.108-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-20.108&CDS=1-990	YKL193C
2218	OG0002218	-processed-gene-20.109-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-20.109&CDS=1-354	YKL192C
2219	OG0002219	-processed-gene-20.112-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-20.112&CDS=1-933	YDR464W
2220	OG0002220	-processed-gene-20.113-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-20.113&CDS=1-738	YBR101C
2221	OG0002221	-processed-gene-20.82-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-20.82&CDS=1-963	YLR354C
2222	OG0002222	-processed-gene-20.83-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-20.83&CDS=1-1038	YLR420W
2223	OG0002223	-processed-gene-21.60-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-21.60&CDS=1-1077	YGL004C
2224	OG0002224	-processed-gene-21.66-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-21.66&CDS=1-1503	YBR127C
2225	OG0002225	-processed-gene-21.62-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-21.62&CDS=1-855	YAL039C
2226	OG0002226	-processed-gene-21.7-mRNA-1_1&gene=augustus_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-21.7&CDS=1-1851	YBR276C
2227	OG0002227	-processed-gene-21.68-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-21.68&CDS=1-1623	YGL037C
2228	OG0002228	-processed-gene-21.93-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-21.93&CDS=1-1104	YPL172C
2229	OG0002229	-processed-gene-21.37-mRNA-1_1&gene=augustus_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-21.37&CDS=1-2730	YDR270W
2230	OG0002230	-processed-gene-21.97-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-21.97&CDS=1-1743	YMR165C
2231	OG0002231	-processed-gene-21.69-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-21.69&CDS=1-1779	YKL125W
2232	OG0002232	-processed-gene-21.72-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-21.72&CDS=1-1323	YMR140W
2233	OG0002233	-processed-gene-21.73-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-21.73&CDS=1-516	YMR009W
2234	OG0002234	-processed-gene-21.74-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-21.74&CDS=1-315	YDL130W
2235	OG0002235	-processed-gene-21.171-mRNA-1_1&gene=genemark-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-21.171&CDS=1-588	YMR156C
2236	OG0002236	-processed-gene-21.104-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-21.104&CDS=1-504	YKL056C
2237	OG0002237	-processed-gene-21.105-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-21.105&CDS=1-1851	YNL209W
2238	OG0002238	-processed-gene-21.176-mRNA-1_1&gene=genemark-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-21.176&CDS=1-513	YOL146W
2239	OG0002239	-processed-gene-21.177-mRNA-1_1&gene=genemark-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-21.177&CDS=1-1617	YPR125W
2240	OG0002240	-processed-gene-21.23-mRNA-1_1&gene=augustus_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-21.23&CDS=1-3162	YGR090W
2241	OG0002241	-processed-gene-21.80-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-21.80&CDS=1-1530	YNL115C
2242	OG0002242	-processed-gene-21.181-mRNA-1_1&gene=genemark-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-21.181&CDS=1-1662	YHL013C
2243	OG0002243	-processed-gene-21.113-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-21.113&CDS=1-996	YJL056C
2244	OG0002244	-processed-gene-21.152-mRNA-1_1&gene=genemark-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-21.152&CDS=1-1134	YEL037C
2245	OG0002245	-processed-gene-21.154-mRNA-1_1&gene=genemark-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-21.154&CDS=1-3150	YER110C
2246	OG0002246	-processed-gene-21.118-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-21.118&CDS=1-297	YDR377W
2247	OG0002247	-processed-gene-21.86-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-21.86&CDS=1-2190	YJL087C
2248	OG0002248	-processed-gene-21.119-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-21.119&CDS=1-942	YJL088W
2249	OG0002249	-processed-gene-21.90-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-21.90&CDS=1-1281	YPR173C
2250	OG0002250	-processed-gene-21.121-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-21.121&CDS=1-1446	YJL071W
2251	OG0002251	-processed-gene-21.91-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-21.91&CDS=1-555	YJL072C
2252	OG0002252	-processed-gene-21.35-mRNA-1_1&gene=augustus_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-21.35&CDS=1-1242	YPR162C
2253	OG0002253	-processed-gene-22.60-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-22.60&CDS=1-1551	YER025W
2254	OG0002254	-processed-gene-22.56-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-22.56&CDS=1-1293	YJR124C
2255	OG0002255	-processed-gene-22.61-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-22.61&CDS=1-600	YBR257W
2256	OG0002256	-processed-gene-22.126-mRNA-1_1&gene=genemark-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-22.126&CDS=1-558	YJL046W
2257	OG0002257	-processed-gene-22.62-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-22.62&CDS=1-858	YBR271W
2258	OG0002258	-snap-gene-22.117-mRNA-1_1&gene=maker-gi|1002316101|dbj|BCJV01000001.1|-snap-gene-22.117&CDS=1-2508	YJR123W
2259	OG0002259	-processed-gene-22.92-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-22.92&CDS=1-1749	YGL125W
2260	OG0002260	-processed-gene-22.67-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-22.67&CDS=1-1470	YBR204C
2261	OG0002261	-processed-gene-22.68-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-22.68&CDS=1-525	YPR037C
2262	OG0002262	-processed-gene-22.69-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-22.69&CDS=1-3105	YPL217C
2263	OG0002263	-processed-gene-22.94-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-22.94&CDS=1-567	YPL218W
2264	OG0002264	-processed-gene-22.70-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-22.70&CDS=1-2574	YGL137W
2265	OG0002265	-processed-gene-22.95-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-22.95&CDS=1-1797	YER036C
2266	OG0002266	-processed-gene-22.164-mRNA-1_1&gene=genemark-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-22.164&CDS=1-5823	YGL211W
2267	OG0002267	-processed-gene-22.101-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-22.101&CDS=1-636	YMR068W
2268	OG0002268	-snap-gene-22.118-mRNA-1_1&gene=maker-gi|1002316101|dbj|BCJV01000001.1|-snap-gene-22.118&CDS=1-903	YGL136C
2269	OG0002269	-processed-gene-22.105-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-22.105&CDS=1-1125	YDL033C
2270	OG0002270	-processed-gene-22.107-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-22.107&CDS=1-3729	YOR291W
2271	OG0002271	-processed-gene-22.108-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-22.108&CDS=1-1149	YKR072C
2272	OG0002272	-processed-gene-22.109-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-22.109&CDS=1-1122	YGR007W
2273	OG0002273	-processed-gene-22.77-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-22.77&CDS=1-1146	YMR091C
2274	OG0002274	-processed-gene-22.110-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-22.110&CDS=1-1326	YNR039C
2275	OG0002275	-processed-gene-22.79-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-22.79&CDS=1-1059	YDR354W
2276	OG0002276	-processed-gene-22.80-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-22.80&CDS=1-336	YOR327C
2277	OG0002277	-processed-gene-22.112-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-22.112&CDS=1-474	YDL004W
2278	OG0002278	-processed-gene-22.82-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-22.82&CDS=1-1701	YLR259C
2279	OG0002279	-processed-gene-22.84-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-22.84&CDS=1-951	YGR284C
2280	OG0002280	-processed-gene-22.113-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-22.113&CDS=1-3054	YLR389C
2281	OG0002281	-processed-gene-22.115-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-22.115&CDS=1-1512	YOR090C
2282	OG0002282	-processed-gene-22.88-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-22.88&CDS=1-1017	YOR091W
2283	OG0002283	-processed-gene-22.116-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-22.116&CDS=1-576	YKL117W
2284	OG0002284	-processed-gene-23.7-mRNA-1_1&gene=augustus_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-23.7&CDS=1-3258	YAL002W
2285	OG0002285	-processed-gene-23.6-mRNA-1_1&gene=augustus_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-23.6&CDS=1-1635	YDR362C
2286	OG0002286	-processed-gene-23.68-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-23.68&CDS=1-1131	YHR111W
2287	OG0002287	-processed-gene-23.100-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-23.100&CDS=1-1251	YIL090W
2288	OG0002288	-processed-gene-23.72-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-23.72&CDS=1-1833	YIL091C
2289	OG0002289	-processed-gene-23.73-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-23.73&CDS=1-726	YIL093C
2290	OG0002290	-processed-gene-23.102-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-23.102&CDS=1-5817	YBL088C
2291	OG0002291	-processed-gene-23.103-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-23.103&CDS=1-660	YNL024C
2292	OG0002292	-processed-gene-23.142-mRNA-1_1&gene=genemark-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-23.142&CDS=1-816	YHR004C
2293	OG0002293	-processed-gene-23.106-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-23.106&CDS=1-1170	YKL080W
2294	OG0002294	-processed-gene-23.107-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-23.107&CDS=1-1173	YMR067C
2295	OG0002295	-processed-gene-23.78-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-23.78&CDS=1-216	YCL005W-A
2296	OG0002296	-processed-gene-23.81-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-23.81&CDS=1-1413	YLR175W
2297	OG0002297	-processed-gene-23.47-mRNA-1_1&gene=augustus_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-23.47&CDS=1-1032	YNL007C
2298	OG0002298	-processed-gene-23.82-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-23.82&CDS=1-921	YNL006W
2299	OG0002299	-processed-gene-23.179-mRNA-1_1&gene=genemark-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-23.179&CDS=1-1647	YLR176C
2300	OG0002300	-processed-gene-23.85-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-23.85&CDS=1-504	YGL187C
2301	OG0002301	-processed-gene-23.86-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-23.86&CDS=1-1449	YEL040W
2302	OG0002302	-processed-gene-23.88-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-23.88&CDS=1-1134	YMR240C
2303	OG0002303	-processed-gene-23.90-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-23.90&CDS=1-4140	YJR137C
2304	OG0002304	-processed-gene-23.116-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-23.116&CDS=1-2187	YFL025C
2305	OG0002305	-processed-gene-23.91-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-23.91&CDS=1-474	YOR150W
2306	OG0002306	-processed-gene-23.92-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-23.92&CDS=1-711	YHR200W
2307	OG0002307	-processed-gene-23.117-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-23.117&CDS=1-3666	YOR151C
2308	OG0002308	-processed-gene-23.93-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-23.93&CDS=1-1188	YOR307C
2309	OG0002309	-processed-gene-23.118-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-23.118&CDS=1-912	YMR241W
2310	OG0002310	-processed-gene-23.121-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-23.121&CDS=1-702	YML025C
2311	OG0002311	-processed-gene-23.96-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-23.96&CDS=1-2085	YLR399C
2312	OG0002312	-processed-gene-23.97-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-23.97&CDS=1-351	YHL015W
2313	OG0002313	-processed-gene-23.59-mRNA-1_1&gene=augustus_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-23.59&CDS=1-1170	YOR301W
2314	OG0002314	-processed-gene-23.99-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-23.99&CDS=1-2040	YBR083W
2315	OG0002315	-processed-gene-24.59-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-24.59&CDS=1-2016	YMR089C
2316	OG0002316	-processed-gene-24.56-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-24.56&CDS=1-1086	YHR107C
2317	OG0002317	-processed-gene-24.60-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-24.60&CDS=1-834	YNR003C
2318	OG0002318	-processed-gene-24.5-mRNA-1_1&gene=genemark-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-24.5&CDS=1-1026	YDR353W
2319	OG0002319	-processed-gene-24.7-mRNA-1_1&gene=genemark-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-24.7&CDS=1-1152	YIL042C
2320	OG0002320	-processed-gene-24.31-mRNA-1_1&gene=genemark-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-24.31&CDS=1-1047	YDL147W
2321	OG0002321	-processed-gene-24.65-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-24.65&CDS=1-2124	YNR011C
2322	OG0002322	-processed-gene-24.86-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-24.86&CDS=1-534	YLR370C
2323	OG0002323	-processed-gene-24.66-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-24.66&CDS=1-1974	YDL149W
2324	OG0002324	-processed-gene-24.87-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-24.87&CDS=1-2277	YDL148C
2325	OG0002325	-processed-gene-24.68-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-24.68&CDS=1-522	YPR028W
2326	OG0002326	-processed-gene-24.69-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-24.69&CDS=1-762	YBR185C
2327	OG0002327	-processed-gene-24.88-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-24.88&CDS=1-5280	YPL085W
2328	OG0002328	-processed-gene-24.71-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-24.71&CDS=1-1632	YPL086C
2329	OG0002329	-processed-gene-24.89-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-24.89&CDS=1-1041	YNL217W
2330	OG0002330	-processed-gene-24.90-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-24.90&CDS=1-639	YBR154C
2331	OG0002331	-processed-gene-24.74-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-24.74&CDS=1-1158	YMR243C
2332	OG0002332	-processed-gene-24.92-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-24.92&CDS=1-1296	YBL061C
2333	OG0002333	-processed-gene-24.93-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-24.93&CDS=1-1041	YLR447C
2334	OG0002334	-processed-gene-24.131-mRNA-1_1&gene=augustus_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-24.131&CDS=1-1938	YLR139C
2335	OG0002335	-processed-gene-24.96-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-24.96&CDS=1-342	YLR200W
2336	OG0002336	-processed-gene-24.152-mRNA-1_1&gene=augustus_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-24.152&CDS=1-2925	YPR019W
2337	OG0002337	-processed-gene-24.153-mRNA-1_1&gene=augustus_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-24.153&CDS=1-4677	YIL078W
2338	OG0002338	-processed-gene-24.79-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-24.79&CDS=1-1872	YJL092W
2339	OG0002339	-processed-gene-24.136-mRNA-1_1&gene=augustus_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-24.136&CDS=1-1212	YPR018W
2340	OG0002340	-processed-gene-24.156-mRNA-1_1&gene=augustus_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-24.156&CDS=1-1275	YBR103W
2341	OG0002341	-processed-gene-24.84-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-24.84&CDS=1-1632	YBR102C
2342	OG0002342	-processed-gene-24.105-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-24.105&CDS=1-3369	YLR384C
2343	OG0002343	-processed-gene-25.64-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-25.64&CDS=1-5376	YPL231W
2344	OG0002344	-processed-gene-25.66-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-25.66&CDS=1-2298	YGL163C
2345	OG0002345	-processed-gene-25.71-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-25.71&CDS=1-870	YMR201C
2346	OG0002346	-processed-gene-25.102-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-25.102&CDS=1-1608	YNR006W
2347	OG0002347	-processed-gene-25.103-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-25.103&CDS=1-900	YPR128C
2348	OG0002348	-processed-gene-25.104-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-25.104&CDS=1-549	YPR131C
2349	OG0002349	-processed-gene-25.73-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-25.73&CDS=1-657	YPR129W
2350	OG0002350	-processed-gene-25.74-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-25.74&CDS=1-816	YIL021W
2351	OG0002351	-processed-gene-25.106-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-25.106&CDS=1-774	YIL020C
2352	OG0002352	-processed-gene-25.75-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-25.75&CDS=1-726	YIL019W
2353	OG0002353	-processed-gene-25.78-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-25.78&CDS=1-453	YDR064W
2354	OG0002354	-processed-gene-25.107-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-25.107&CDS=1-1326	YER136W
2355	OG0002355	-processed-gene-25.80-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-25.80&CDS=1-1389	YDR061W
2356	OG0002356	-processed-gene-25.81-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-25.81&CDS=1-1635	YDR062W
2357	OG0002357	-processed-gene-25.83-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-25.83&CDS=1-456	YDR067C
2358	OG0002358	-processed-gene-25.109-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-25.109&CDS=1-1905	YIL155C
2359	OG0002359	-processed-gene-25.173-mRNA-1_1&gene=genemark-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-25.173&CDS=1-1728	YER143W
2360	OG0002360	-processed-gene-25.85-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-25.85&CDS=1-831	YER142C
2361	OG0002361	-processed-gene-25.112-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-25.112&CDS=1-270	YER146W
2362	OG0002362	-processed-gene-25.114-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-25.114&CDS=1-519	YKL016C
2363	OG0002363	-processed-gene-25.46-mRNA-1_1&gene=augustus_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-25.46&CDS=1-4083	YKL014C
2364	OG0002364	-processed-gene-25.117-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-25.117&CDS=1-1329	YBR110W
2365	OG0002365	-processed-gene-25.118-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-25.118&CDS=1-966	YKL018W
2366	OG0002366	-processed-gene-25.119-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-25.119&CDS=1-1590	YDR017C
2367	OG0002367	-processed-gene-25.88-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-25.88&CDS=1-1767	YCR091W
2368	OG0002368	-snap-gene-25.61-mRNA-1_1&gene=maker-gi|1002316101|dbj|BCJV01000001.1|-snap-gene-25.61&CDS=1-2145	YDR091C
2369	OG0002369	-processed-gene-25.97-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-25.97&CDS=1-1248	YCR012W
2370	OG0002370	-processed-gene-25.58-mRNA-1_1&gene=augustus_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-25.58&CDS=1-1377	YCR014C
2371	OG0002371	-processed-gene-25.128-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-25.128&CDS=1-657	YCR016W
