	OrthologID	Kluyveromyces_marxianus	Saccharomyces_cerevisiae
3832	OG0003832	snap_masked-BBIL01000035.1-processed-gene-0.95-mRNA-1_1&gene=snap_masked-BBIL01000035.1-processed-gene-0.95&CDS=1-1812	YLR076C
3833	OG0003833	genemark-BBIL01000035.1-processed-gene-0.76-mRNA-1_1&gene=genemark-BBIL01000035.1-processed-gene-0.76&CDS=1-660	YLR075W
3834	OG0003834	genemark-BBIL01000035.1-processed-gene-0.55-mRNA-1_1&gene=genemark-BBIL01000035.1-processed-gene-0.55&CDS=1-501	YLR074C
3835	OG0003835	genemark-BBIL01000035.1-processed-gene-0.77-mRNA-1_1&gene=genemark-BBIL01000035.1-processed-gene-0.77&CDS=1-921	YFL044C
3836	OG0003836	genemark-BBIL01000035.1-processed-gene-0.56-mRNA-1_1&gene=genemark-BBIL01000035.1-processed-gene-0.56&CDS=1-585	YLR073C
3837	OG0003837	genemark-BBIL01000035.1-processed-gene-0.78-mRNA-1_1&gene=genemark-BBIL01000035.1-processed-gene-0.78&CDS=1-2229	YFL042C
3838	OG0003838	genemark-BBIL01000035.1-processed-gene-0.57-mRNA-1_1&gene=genemark-BBIL01000035.1-processed-gene-0.57&CDS=1-2946	YLR071C
3839	OG0003839	genemark-BBIL01000035.1-processed-gene-0.60-mRNA-1_1&gene=genemark-BBIL01000035.1-processed-gene-0.60&CDS=1-2262	YLR069C
3840	OG0003840	genemark-BBIL01000035.1-processed-gene-0.79-mRNA-1_1&gene=genemark-BBIL01000035.1-processed-gene-0.79&CDS=1-432	YLR068W
3841	OG0003841	augustus_masked-BBIL01000035.1-processed-gene-0.19-mRNA-1_1&gene=augustus_masked-BBIL01000035.1-processed-gene-0.19&CDS=1-2853	YLR067C
3842	OG0003842	genemark-BBIL01000035.1-processed-gene-0.80-mRNA-1_1&gene=genemark-BBIL01000035.1-processed-gene-0.80&CDS=1-573	YLR066W
3843	OG0003843	genemark-BBIL01000035.1-processed-gene-0.63-mRNA-1_1&gene=genemark-BBIL01000035.1-processed-gene-0.63&CDS=1-540	YLR065C
3844	OG0003844	genemark-BBIL01000035.1-processed-gene-0.82-mRNA-1_1&gene=genemark-BBIL01000035.1-processed-gene-0.82&CDS=1-612	YFL038C
3845	OG0003845	augustus_masked-BBIL01000035.1-processed-gene-0.39-mRNA-1_1&gene=augustus_masked-BBIL01000035.1-processed-gene-0.39&CDS=1-840	YLR064W
3846	OG0003846	genemark-BBIL01000035.1-processed-gene-1.87-mRNA-1_1&gene=genemark-BBIL01000035.1-processed-gene-1.87&CDS=1-1347	YFL037W
3847	OG0003847	genemark-BBIL01000035.1-processed-gene-1.88-mRNA-1_1&gene=genemark-BBIL01000035.1-processed-gene-1.88&CDS=1-3786	YFL036W
3848	OG0003848	augustus_masked-BBIL01000035.1-processed-gene-1.2-mRNA-1_1&gene=augustus_masked-BBIL01000035.1-processed-gene-1.2&CDS=1-813	YFL034C-B
3849	OG0003849	snap_masked-BBIL01000035.1-processed-gene-1.46-mRNA-1_1&gene=snap_masked-BBIL01000035.1-processed-gene-1.46&CDS=1-1035	YLR063W
3850	OG0003850	genemark-BBIL01000035.1-processed-gene-1.90-mRNA-1_1&gene=genemark-BBIL01000035.1-processed-gene-1.90&CDS=1-930	YLR393W
3851	OG0003851	genemark-BBIL01000035.1-processed-gene-1.91-mRNA-1_1&gene=genemark-BBIL01000035.1-processed-gene-1.91&CDS=1-684	YLR390W-A
3852	OG0003852	genemark-BBIL01000035.1-processed-gene-1.110-mRNA-1_1&gene=genemark-BBIL01000035.1-processed-gene-1.110&CDS=1-924	YDL065C
3853	OG0003853	genemark-BBIL01000035.1-processed-gene-1.92-mRNA-1_1&gene=genemark-BBIL01000035.1-processed-gene-1.92&CDS=1-471	YDL064W
3854	OG0003854	genemark-BBIL01000035.1-processed-gene-1.111-mRNA-1_1&gene=genemark-BBIL01000035.1-processed-gene-1.111&CDS=1-1845	YDL063C
3855	OG0003855	snap_masked-BBIL01000035.1-processed-gene-1.69-mRNA-1_1&gene=snap_masked-BBIL01000035.1-processed-gene-1.69&CDS=1-270	YLR390W
3856	OG0003856	genemark-BBIL01000035.1-processed-gene-1.93-mRNA-1_1&gene=genemark-BBIL01000035.1-processed-gene-1.93&CDS=1-3018	YLR389C
3857	OG0003857	maker-BBIL01000035.1-snap-gene-1.43-mRNA-1_1&gene=maker-BBIL01000035.1-snap-gene-1.43&CDS=1-3528	YDL060W
3858	OG0003858	snap_masked-BBIL01000035.1-processed-gene-1.71-mRNA-1_1&gene=snap_masked-BBIL01000035.1-processed-gene-1.71&CDS=1-2619	YLR386W
3859	OG0003859	genemark-BBIL01000035.1-processed-gene-1.96-mRNA-1_1&gene=genemark-BBIL01000035.1-processed-gene-1.96&CDS=1-375	YLR385C
3860	OG0003860	genemark-BBIL01000035.1-processed-gene-1.97-mRNA-1_1&gene=genemark-BBIL01000035.1-processed-gene-1.97&CDS=1-3975	YLR384C
3861	OG0003861	genemark-BBIL01000035.1-processed-gene-1.115-mRNA-1_1&gene=genemark-BBIL01000035.1-processed-gene-1.115&CDS=1-627	YDL059C
3862	OG0003862	genemark-BBIL01000035.1-processed-gene-1.98-mRNA-1_1&gene=genemark-BBIL01000035.1-processed-gene-1.98&CDS=1-5268	YDL058W
3863	OG0003863	genemark-BBIL01000035.1-processed-gene-1.116-mRNA-1_1&gene=genemark-BBIL01000035.1-processed-gene-1.116&CDS=1-3321	YLR383W
3864	OG0003864	genemark-BBIL01000035.1-processed-gene-1.99-mRNA-1_1&gene=genemark-BBIL01000035.1-processed-gene-1.99&CDS=1-2646	YLR382C
3865	OG0003865	augustus_masked-BBIL01000035.1-processed-gene-1.29-mRNA-1_1&gene=augustus_masked-BBIL01000035.1-processed-gene-1.29&CDS=1-1863	YLR381W
3866	OG0003866	genemark-BBIL01000035.1-processed-gene-1.118-mRNA-1_1&gene=genemark-BBIL01000035.1-processed-gene-1.118&CDS=1-1344	YLR380W
3867	OG0003867	augustus_masked-BBIL01000035.1-processed-gene-1.12-mRNA-1_1&gene=augustus_masked-BBIL01000035.1-processed-gene-1.12&CDS=1-1860	YDL057W
3868	OG0003868	genemark-BBIL01000035.1-processed-gene-1.101-mRNA-1_1&gene=genemark-BBIL01000035.1-processed-gene-1.101&CDS=1-2274	YDL056W
3869	OG0003869	genemark-BBIL01000035.1-processed-gene-1.119-mRNA-1_1&gene=genemark-BBIL01000035.1-processed-gene-1.119&CDS=1-1083	YDL055C
3870	OG0003870	genemark-BBIL01000035.1-processed-gene-1.121-mRNA-1_1&gene=genemark-BBIL01000035.1-processed-gene-1.121&CDS=1-561	YJR102C
3871	OG0003871	genemark-BBIL01000035.1-processed-gene-1.103-mRNA-1_1&gene=genemark-BBIL01000035.1-processed-gene-1.103&CDS=1-1734	YBL039C
3872	OG0003872	genemark-BBIL01000035.1-processed-gene-1.122-mRNA-1_1&gene=genemark-BBIL01000035.1-processed-gene-1.122&CDS=1-462	YJR104C
3873	OG0003873	snap_masked-BBIL01000035.1-processed-gene-1.79-mRNA-1_1&gene=snap_masked-BBIL01000035.1-processed-gene-1.79&CDS=1-225	YBL039W-B
3874	OG0003874	genemark-BBIL01000035.1-processed-gene-1.105-mRNA-1_1&gene=genemark-BBIL01000035.1-processed-gene-1.105&CDS=1-555	YBL040C
3875	OG0003875	genemark-BBIL01000035.1-processed-gene-1.123-mRNA-1_1&gene=genemark-BBIL01000035.1-processed-gene-1.123&CDS=1-720	YBL041W
3876	OG0003876	genemark-BBIL01000035.1-processed-gene-1.106-mRNA-1_1&gene=genemark-BBIL01000035.1-processed-gene-1.106&CDS=1-1335	YBL045C
3877	OG0003877	genemark-BBIL01000035.1-processed-gene-1.126-mRNA-1_1&gene=genemark-BBIL01000035.1-processed-gene-1.126&CDS=1-1158	YBL046W
3878	OG0003878	genemark-BBIL01000035.1-processed-gene-1.107-mRNA-1_1&gene=genemark-BBIL01000035.1-processed-gene-1.107&CDS=1-846	YJR113C
3879	OG0003879	snap_masked-BBIL01000035.1-processed-gene-1.84-mRNA-1_1&gene=snap_masked-BBIL01000035.1-processed-gene-1.84&CDS=1-453	YJR112W-A
3880	OG0003880	genemark-BBIL01000035.1-processed-gene-1.108-mRNA-1_1&gene=genemark-BBIL01000035.1-processed-gene-1.108&CDS=1-3792	YBL047C
3881	OG0003881	augustus_masked-BBIL01000035.1-processed-gene-1.39-mRNA-1_1&gene=augustus_masked-BBIL01000035.1-processed-gene-1.39&CDS=1-609	YJR112W
3882	OG0003882	genemark-BBIL01000035.1-processed-gene-1.109-mRNA-1_1&gene=genemark-BBIL01000035.1-processed-gene-1.109&CDS=1-870	YJR111C
3883	OG0003883	genemark-BBIL01000035.1-processed-gene-1.129-mRNA-1_1&gene=genemark-BBIL01000035.1-processed-gene-1.129&CDS=1-1911	YJR110W
3884	OG0003884	genemark-BBIL01000035.1-processed-gene-1.130-mRNA-1_1&gene=genemark-BBIL01000035.1-processed-gene-1.130&CDS=1-372	YBL049W
3885	OG0003885	genemark-BBIL01000035.1-processed-gene-2.41-mRNA-1_1&gene=genemark-BBIL01000035.1-processed-gene-2.41&CDS=1-876	YBL050W
3886	OG0003886	augustus_masked-BBIL01000035.1-processed-gene-2.81-mRNA-1_1&gene=augustus_masked-BBIL01000035.1-processed-gene-2.81&CDS=1-1026	YJR094C
3887	OG0003887	genemark-BBIL01000035.1-processed-gene-2.45-mRNA-1_1&gene=genemark-BBIL01000035.1-processed-gene-2.45&CDS=1-855	YJR093C
3888	OG0003888	genemark-BBIL01000035.1-processed-gene-2.60-mRNA-1_1&gene=genemark-BBIL01000035.1-processed-gene-2.60&CDS=1-3612	YJR092W
3889	OG0003889	genemark-BBIL01000035.1-processed-gene-2.46-mRNA-1_1&gene=genemark-BBIL01000035.1-processed-gene-2.46&CDS=1-3405	YJR091C
3890	OG0003890	genemark-BBIL01000035.1-processed-gene-2.47-mRNA-1_1&gene=genemark-BBIL01000035.1-processed-gene-2.47&CDS=1-3771	YJR090C
3891	OG0003891	snap_masked-BBIL01000035.1-processed-gene-2.21-mRNA-1_1&gene=snap_masked-BBIL01000035.1-processed-gene-2.21&CDS=1-2241	YJR089W
3892	OG0003892	genemark-BBIL01000035.1-processed-gene-2.62-mRNA-1_1&gene=genemark-BBIL01000035.1-processed-gene-2.62&CDS=1-1203	YPR041W
3893	OG0003893	genemark-BBIL01000035.1-processed-gene-2.48-mRNA-1_1&gene=genemark-BBIL01000035.1-processed-gene-2.48&CDS=1-855	YJR088C
3894	OG0003894	genemark-BBIL01000035.1-processed-gene-2.63-mRNA-1_1&gene=genemark-BBIL01000035.1-processed-gene-2.63&CDS=1-1194	YPR040W
3895	OG0003895	genemark-BBIL01000035.1-processed-gene-2.49-mRNA-1_1&gene=genemark-BBIL01000035.1-processed-gene-2.49&CDS=1-600	YPR037C
3896	OG0003896	snap_masked-BBIL01000035.1-processed-gene-2.24-mRNA-1_1&gene=snap_masked-BBIL01000035.1-processed-gene-2.24&CDS=1-270	YJR086W
3897	OG0003897	genemark-BBIL01000035.1-processed-gene-2.50-mRNA-1_1&gene=genemark-BBIL01000035.1-processed-gene-2.50&CDS=1-315	YJR085C
3898	OG0003898	snap_masked-BBIL01000035.1-processed-gene-2.25-mRNA-1_1&gene=snap_masked-BBIL01000035.1-processed-gene-2.25&CDS=1-1305	YJR084W
3899	OG0003899	genemark-BBIL01000035.1-processed-gene-2.66-mRNA-1_1&gene=genemark-BBIL01000035.1-processed-gene-2.66&CDS=1-1380	YPR036W
3900	OG0003900	genemark-BBIL01000035.1-processed-gene-2.67-mRNA-1_1&gene=genemark-BBIL01000035.1-processed-gene-2.67&CDS=1-1107	YPR035W
3901	OG0003901	snap_masked-BBIL01000035.1-processed-gene-2.28-mRNA-1_1&gene=snap_masked-BBIL01000035.1-processed-gene-2.28&CDS=1-1377	YPR034W
3902	OG0003902	genemark-BBIL01000035.1-processed-gene-2.52-mRNA-1_1&gene=genemark-BBIL01000035.1-processed-gene-2.52&CDS=1-345	YJR082C
3903	OG0003903	genemark-BBIL01000035.1-processed-gene-2.53-mRNA-1_1&gene=genemark-BBIL01000035.1-processed-gene-2.53&CDS=1-1065	YJR080C
3904	OG0003904	genemark-BBIL01000035.1-processed-gene-2.54-mRNA-1_1&gene=genemark-BBIL01000035.1-processed-gene-2.54&CDS=1-1557	YPR033C
3905	OG0003905	snap_masked-BBIL01000035.1-processed-gene-2.29-mRNA-1_1&gene=snap_masked-BBIL01000035.1-processed-gene-2.29&CDS=1-594	YBL107C
3906	OG0003906	genemark-BBIL01000035.1-processed-gene-2.71-mRNA-1_1&gene=genemark-BBIL01000035.1-processed-gene-2.71&CDS=1-2889	YBL104C
3907	OG0003907	snap_masked-BBIL01000035.1-processed-gene-2.32-mRNA-1_1&gene=snap_masked-BBIL01000035.1-processed-gene-2.32&CDS=1-2166	YPR031W
3908	OG0003908	snap_masked-BBIL01000035.1-processed-gene-2.33-mRNA-1_1&gene=snap_masked-BBIL01000035.1-processed-gene-2.33&CDS=1-1437	YBL103C
3909	OG0003909	genemark-BBIL01000035.1-processed-gene-2.55-mRNA-1_1&gene=genemark-BBIL01000035.1-processed-gene-2.55&CDS=1-639	YBL102W
3910	OG0003910	augustus_masked-BBIL01000035.1-processed-gene-2.111-mRNA-1_1&gene=augustus_masked-BBIL01000035.1-processed-gene-2.111&CDS=1-3099	YBL101C
3911	OG0003911	genemark-BBIL01000035.1-processed-gene-2.56-mRNA-1_1&gene=genemark-BBIL01000035.1-processed-gene-2.56&CDS=1-2421	YPR029C
3912	OG0003912	snap_masked-BBIL01000035.1-processed-gene-2.35-mRNA-1_1&gene=snap_masked-BBIL01000035.1-processed-gene-2.35&CDS=1-552	YPR028W
3913	OG0003913	genemark-BBIL01000035.1-processed-gene-2.75-mRNA-1_1&gene=genemark-BBIL01000035.1-processed-gene-2.75&CDS=1-3477	YPR026W
3914	OG0003914	genemark-BBIL01000035.1-processed-gene-2.57-mRNA-1_1&gene=genemark-BBIL01000035.1-processed-gene-2.57&CDS=1-1644	YBL099W
3915	OG0003915	genemark-BBIL01000035.1-processed-gene-2.58-mRNA-1_1&gene=genemark-BBIL01000035.1-processed-gene-2.58&CDS=1-1212	YPR025C
3916	OG0003916	snap_masked-BBIL01000035.1-processed-gene-2.37-mRNA-1_1&gene=snap_masked-BBIL01000035.1-processed-gene-2.37&CDS=1-2139	YPR024W
3917	OG0003917	snap_masked-BBIL01000035.1-processed-gene-2.38-mRNA-1_1&gene=snap_masked-BBIL01000035.1-processed-gene-2.38&CDS=1-2334	YBL097W
3918	OG0003918	genemark-BBIL01000035.1-processed-gene-2.59-mRNA-1_1&gene=genemark-BBIL01000035.1-processed-gene-2.59&CDS=1-747	YBL095W
3919	OG0003919	genemark-BBIL01000035.1-processed-gene-3.94-mRNA-1_1&gene=genemark-BBIL01000035.1-processed-gene-3.94&CDS=1-1551	YER122C
3920	OG0003920	genemark-BBIL01000035.1-processed-gene-3.96-mRNA-1_1&gene=genemark-BBIL01000035.1-processed-gene-3.96&CDS=1-615	YBL093C
3921	OG0003921	genemark-BBIL01000035.1-processed-gene-3.95-mRNA-1_1&gene=genemark-BBIL01000035.1-processed-gene-3.95&CDS=1-390	YBL092W
3922	OG0003922	snap_masked-BBIL01000035.1-processed-gene-3.52-mRNA-1_1&gene=snap_masked-BBIL01000035.1-processed-gene-3.52&CDS=1-759	YER120W
3923	OG0003923	genemark-BBIL01000035.1-processed-gene-3.98-mRNA-1_1&gene=genemark-BBIL01000035.1-processed-gene-3.98&CDS=1-1281	YBL091C
3924	OG0003924	genemark-BBIL01000035.1-processed-gene-3.99-mRNA-1_1&gene=genemark-BBIL01000035.1-processed-gene-3.99&CDS=1-447	YBL090W
3925	OG0003925	genemark-BBIL01000035.1-processed-gene-3.116-mRNA-1_1&gene=genemark-BBIL01000035.1-processed-gene-3.116&CDS=1-8658	YBL088C
3926	OG0003926	genemark-BBIL01000035.1-processed-gene-3.102-mRNA-1_1&gene=genemark-BBIL01000035.1-processed-gene-3.102&CDS=1-813	YER116C
3927	OG0003927	genemark-BBIL01000035.1-processed-gene-3.104-mRNA-1_1&gene=genemark-BBIL01000035.1-processed-gene-3.104&CDS=1-1356	YNL317W
3928	OG0003928	snap_masked-BBIL01000035.1-processed-gene-3.71-mRNA-1_1&gene=snap_masked-BBIL01000035.1-processed-gene-3.71&CDS=1-1386	YOL136C
3929	OG0003929	genemark-BBIL01000035.1-processed-gene-3.118-mRNA-1_1&gene=genemark-BBIL01000035.1-processed-gene-3.118&CDS=1-657	YOL135C
3930	OG0003930	genemark-BBIL01000035.1-processed-gene-3.105-mRNA-1_1&gene=genemark-BBIL01000035.1-processed-gene-3.105&CDS=1-324	YOL133W
3931	OG0003931	genemark-BBIL01000035.1-processed-gene-3.119-mRNA-1_1&gene=genemark-BBIL01000035.1-processed-gene-3.119&CDS=1-933	YNL316C
3932	OG0003932	genemark-BBIL01000035.1-processed-gene-3.120-mRNA-1_1&gene=genemark-BBIL01000035.1-processed-gene-3.120&CDS=1-969	YNL315C
3933	OG0003933	augustus_masked-BBIL01000035.1-processed-gene-3.11-mRNA-1_1&gene=augustus_masked-BBIL01000035.1-processed-gene-3.11&CDS=1-816	YNL314W
3934	OG0003934	genemark-BBIL01000035.1-processed-gene-3.121-mRNA-1_1&gene=genemark-BBIL01000035.1-processed-gene-3.121&CDS=1-2688	YNL313C
3935	OG0003935	genemark-BBIL01000035.1-processed-gene-3.107-mRNA-1_1&gene=genemark-BBIL01000035.1-processed-gene-3.107&CDS=1-339	YER071C
3936	OG0003936	augustus_masked-BBIL01000035.1-processed-gene-3.29-mRNA-1_1&gene=augustus_masked-BBIL01000035.1-processed-gene-3.29&CDS=1-4140	YIL068C
3937	OG0003937	genemark-BBIL01000035.1-processed-gene-3.125-mRNA-1_1&gene=genemark-BBIL01000035.1-processed-gene-3.125&CDS=1-2637	YER070W
3938	OG0003938	genemark-BBIL01000035.1-processed-gene-3.126-mRNA-1_1&gene=genemark-BBIL01000035.1-processed-gene-3.126&CDS=1-465	YIL065C
3939	OG0003939	genemark-BBIL01000035.1-processed-gene-3.108-mRNA-1_1&gene=genemark-BBIL01000035.1-processed-gene-3.108&CDS=1-687	YIL064W
3940	OG0003940	genemark-BBIL01000035.1-processed-gene-3.127-mRNA-1_1&gene=genemark-BBIL01000035.1-processed-gene-3.127&CDS=1-1041	YIL063C
3941	OG0003941	genemark-BBIL01000035.1-processed-gene-3.128-mRNA-1_1&gene=genemark-BBIL01000035.1-processed-gene-3.128&CDS=1-459	YIL062C
3942	OG0003942	genemark-BBIL01000035.1-processed-gene-3.129-mRNA-1_1&gene=genemark-BBIL01000035.1-processed-gene-3.129&CDS=1-2577	YER069W
3943	OG0003943	genemark-BBIL01000035.1-processed-gene-3.130-mRNA-1_1&gene=genemark-BBIL01000035.1-processed-gene-3.130&CDS=1-909	YIL061C
3944	OG0003944	genemark-BBIL01000035.1-processed-gene-3.131-mRNA-1_1&gene=genemark-BBIL01000035.1-processed-gene-3.131&CDS=1-1749	YER068W
3945	OG0003945	genemark-BBIL01000035.1-processed-gene-3.132-mRNA-1_1&gene=genemark-BBIL01000035.1-processed-gene-3.132&CDS=1-483	YIL057C
3946	OG0003946	genemark-BBIL01000035.1-processed-gene-3.109-mRNA-1_1&gene=genemark-BBIL01000035.1-processed-gene-3.109&CDS=1-1662	YER065C
3947	OG0003947	augustus_masked-BBIL01000035.1-processed-gene-3.38-mRNA-1_1&gene=augustus_masked-BBIL01000035.1-processed-gene-3.38&CDS=1-1566	YIL055C
3948	OG0003948	genemark-BBIL01000035.1-processed-gene-3.112-mRNA-1_1&gene=genemark-BBIL01000035.1-processed-gene-3.112&CDS=1-1293	YER061C
3949	OG0003949	genemark-BBIL01000035.1-processed-gene-3.135-mRNA-1_1&gene=genemark-BBIL01000035.1-processed-gene-3.135&CDS=1-699	YIL049W
3950	OG0003950	genemark-BBIL01000035.1-processed-gene-3.138-mRNA-1_1&gene=genemark-BBIL01000035.1-processed-gene-3.138&CDS=1-315	YER058W
3951	OG0003951	genemark-BBIL01000035.1-processed-gene-3.113-mRNA-1_1&gene=genemark-BBIL01000035.1-processed-gene-3.113&CDS=1-420	YIL051C
3952	OG0003952	genemark-BBIL01000035.1-processed-gene-3.115-mRNA-1_1&gene=genemark-BBIL01000035.1-processed-gene-3.115&CDS=1-3444	YIL048W
3953	OG0003953	genemark-BBIL01000035.1-processed-gene-3.139-mRNA-1_1&gene=genemark-BBIL01000035.1-processed-gene-3.139&CDS=1-969	YNR034W
3954	OG0003954	genemark-BBIL01000035.1-processed-gene-3.140-mRNA-1_1&gene=genemark-BBIL01000035.1-processed-gene-3.140&CDS=1-2253	YNR033W
3955	OG0003955	snap_masked-BBIL01000035.1-processed-gene-3.68-mRNA-1_1&gene=snap_masked-BBIL01000035.1-processed-gene-3.68&CDS=1-222	YNR032C-A
3956	OG0003956	genemark-BBIL01000035.1-processed-gene-4.3-mRNA-1_1&gene=genemark-BBIL01000035.1-processed-gene-4.3&CDS=1-1032	YNR032W
3957	OG0003957	genemark-BBIL01000035.1-processed-gene-4.0-mRNA-1_1&gene=genemark-BBIL01000035.1-processed-gene-4.0&CDS=1-4659	YNR031C
3958	OG0003958	genemark-BBIL01000035.1-processed-gene-4.1-mRNA-1_1&gene=genemark-BBIL01000035.1-processed-gene-4.1&CDS=1-1545	YCR072C
3959	OG0003959	genemark-BBIL01000035.1-processed-gene-4.2-mRNA-1_1&gene=genemark-BBIL01000035.1-processed-gene-4.2&CDS=1-537	YCR071C
3960	OG0003960	genemark-BBIL01000035.1-processed-gene-4.4-mRNA-1_1&gene=genemark-BBIL01000035.1-processed-gene-4.4&CDS=1-1614	YNR030W
3961	OG0003961	genemark-BBIL01000035.1-processed-gene-4.5-mRNA-1_1&gene=genemark-BBIL01000035.1-processed-gene-4.5&CDS=1-1260	YNR029C
3962	OG0003962	genemark-BBIL01000035.1-processed-gene-4.24-mRNA-1_1&gene=genemark-BBIL01000035.1-processed-gene-4.24&CDS=1-924	YCR069W
3963	OG0003963	genemark-BBIL01000035.1-processed-gene-4.6-mRNA-1_1&gene=genemark-BBIL01000035.1-processed-gene-4.6&CDS=1-552	YGR082W
3964	OG0003964	snap_masked-BBIL01000035.1-processed-gene-4.67-mRNA-1_1&gene=snap_masked-BBIL01000035.1-processed-gene-4.67&CDS=1-483	YPR098C
3965	OG0003965	augustus_masked-BBIL01000035.1-processed-gene-4.93-mRNA-1_1&gene=augustus_masked-BBIL01000035.1-processed-gene-4.93&CDS=1-3321	YPR095C
3966	OG0003966	snap_masked-BBIL01000035.1-processed-gene-4.69-mRNA-1_1&gene=snap_masked-BBIL01000035.1-processed-gene-4.69&CDS=1-339	YPR094W
3967	OG0003967	snap_masked-BBIL01000035.1-processed-gene-4.49-mRNA-1_1&gene=snap_masked-BBIL01000035.1-processed-gene-4.49&CDS=1-573	YPR093C
3968	OG0003968	augustus_masked-BBIL01000035.1-processed-gene-4.111-mRNA-1_1&gene=augustus_masked-BBIL01000035.1-processed-gene-4.111&CDS=1-945	YGR080W
3969	OG0003969	genemark-BBIL01000035.1-processed-gene-4.9-mRNA-1_1&gene=genemark-BBIL01000035.1-processed-gene-4.9&CDS=1-2385	YPR091C
3970	OG0003970	augustus_masked-BBIL01000035.1-processed-gene-4.113-mRNA-1_1&gene=augustus_masked-BBIL01000035.1-processed-gene-4.113&CDS=1-6909	YBR136W
3971	OG0003971	snap_masked-BBIL01000035.1-processed-gene-4.72-mRNA-1_1&gene=snap_masked-BBIL01000035.1-processed-gene-4.72&CDS=1-396	YBR135W
3972	OG0003972	genemark-BBIL01000035.1-processed-gene-4.10-mRNA-1_1&gene=genemark-BBIL01000035.1-processed-gene-4.10&CDS=1-2538	YBR133C
3973	OG0003973	augustus_masked-BBIL01000035.1-processed-gene-4.115-mRNA-1_1&gene=augustus_masked-BBIL01000035.1-processed-gene-4.115&CDS=1-2256	YPR089W
3974	OG0003974	genemark-BBIL01000035.1-processed-gene-4.11-mRNA-1_1&gene=genemark-BBIL01000035.1-processed-gene-4.11&CDS=1-1713	YBR132C
3975	OG0003975	genemark-BBIL01000035.1-processed-gene-4.12-mRNA-1_1&gene=genemark-BBIL01000035.1-processed-gene-4.12&CDS=1-1401	YPL235W
3976	OG0003976	genemark-BBIL01000035.1-processed-gene-4.30-mRNA-1_1&gene=genemark-BBIL01000035.1-processed-gene-4.30&CDS=1-495	YPL234C
3977	OG0003977	genemark-BBIL01000035.1-processed-gene-4.13-mRNA-1_1&gene=genemark-BBIL01000035.1-processed-gene-4.13&CDS=1-666	YPL233W
3978	OG0003978	genemark-BBIL01000035.1-processed-gene-4.14-mRNA-1_1&gene=genemark-BBIL01000035.1-processed-gene-4.14&CDS=1-855	YPL232W
3979	OG0003979	genemark-BBIL01000035.1-processed-gene-4.15-mRNA-1_1&gene=genemark-BBIL01000035.1-processed-gene-4.15&CDS=1-5682	YPL231W
3980	OG0003980	genemark-BBIL01000035.1-processed-gene-4.16-mRNA-1_1&gene=genemark-BBIL01000035.1-processed-gene-4.16&CDS=1-1113	YMR182C
3981	OG0003981	genemark-BBIL01000035.1-processed-gene-4.18-mRNA-1_1&gene=genemark-BBIL01000035.1-processed-gene-4.18&CDS=1-1662	YPL228W
3982	OG0003982	genemark-BBIL01000035.1-processed-gene-4.31-mRNA-1_1&gene=genemark-BBIL01000035.1-processed-gene-4.31&CDS=1-945	YPL227C
3983	OG0003983	augustus_masked-BBIL01000035.1-processed-gene-4.118-mRNA-1_1&gene=augustus_masked-BBIL01000035.1-processed-gene-4.118&CDS=1-1926	YMR179W
3984	OG0003984	genemark-BBIL01000035.1-processed-gene-4.19-mRNA-1_1&gene=genemark-BBIL01000035.1-processed-gene-4.19&CDS=1-3561	YPL226W
3985	OG0003985	genemark-BBIL01000035.1-processed-gene-4.33-mRNA-1_1&gene=genemark-BBIL01000035.1-processed-gene-4.33&CDS=1-822	YMR178W
3986	OG0003986	genemark-BBIL01000035.1-processed-gene-4.20-mRNA-1_1&gene=genemark-BBIL01000035.1-processed-gene-4.20&CDS=1-435	YPL225W
3987	OG0003987	genemark-BBIL01000035.1-processed-gene-4.34-mRNA-1_1&gene=genemark-BBIL01000035.1-processed-gene-4.34&CDS=1-1497	YMR177W
3988	OG0003988	augustus_masked-BBIL01000035.1-processed-gene-4.121-mRNA-1_1&gene=augustus_masked-BBIL01000035.1-processed-gene-4.121&CDS=1-4416	YMR176W
3989	OG0003989	genemark-BBIL01000035.1-processed-gene-4.21-mRNA-1_1&gene=genemark-BBIL01000035.1-processed-gene-4.21&CDS=1-1410	YLR212C
3990	OG0003990	genemark-BBIL01000035.1-processed-gene-4.37-mRNA-1_1&gene=genemark-BBIL01000035.1-processed-gene-4.37&CDS=1-1545	YDL146W
3991	OG0003991	snap_masked-BBIL01000035.1-processed-gene-4.64-mRNA-1_1&gene=snap_masked-BBIL01000035.1-processed-gene-4.64&CDS=1-615	YLR211C
3992	OG0003992	genemark-BBIL01000035.1-processed-gene-4.38-mRNA-1_1&gene=genemark-BBIL01000035.1-processed-gene-4.38&CDS=1-1323	YDL147W
3993	OG0003993	genemark-BBIL01000035.1-processed-gene-4.23-mRNA-1_1&gene=genemark-BBIL01000035.1-processed-gene-4.23&CDS=1-2484	YDL148C
