	OrthologID	Saccharomyces_cerevisiae	Tetrapisispora_phaffii
3448	OG0003448	YNL236W	snap_masked-NC_016535.1-processed-gene-2.97-mRNA-1_1&gene=snap_masked-NC_016535.1-processed-gene-2.97&CDS=1-2946
3449	OG0003449	YNL237W	snap_masked-NC_016535.1-processed-gene-2.98-mRNA-1_1&gene=snap_masked-NC_016535.1-processed-gene-2.98&CDS=1-1281
3450	OG0003450	YNL238W	genemark-NC_016535.1-processed-gene-2.285-mRNA-1_1&gene=genemark-NC_016535.1-processed-gene-2.285&CDS=1-2397
3451	OG0003451	YNL239W	snap_masked-NC_016535.1-processed-gene-2.100-mRNA-1_1&gene=snap_masked-NC_016535.1-processed-gene-2.100&CDS=1-1350
3452	OG0003452	YNL241C	snap_masked-NC_016535.1-processed-gene-2.50-mRNA-1_1&gene=snap_masked-NC_016535.1-processed-gene-2.50&CDS=1-1512
3453	OG0003453	YNL242W	snap_masked-NC_016534.1-processed-gene-3.52-mRNA-1_1&gene=snap_masked-NC_016534.1-processed-gene-3.52&CDS=1-4803
3454	OG0003454	YNL243W	snap_masked-NC_016523.1-processed-gene-8.49-mRNA-1_1&gene=snap_masked-NC_016523.1-processed-gene-8.49&CDS=1-2466
3455	OG0003455	YNL244C	snap_masked-NC_016521.1-processed-gene-9.57-mRNA-1_1&gene=snap_masked-NC_016521.1-processed-gene-9.57&CDS=1-324
3456	OG0003456	YNL245C	snap_masked-NC_016521.1-processed-gene-9.58-mRNA-1_1&gene=snap_masked-NC_016521.1-processed-gene-9.58&CDS=1-444
3457	OG0003457	YNL247W	genemark-NC_016521.1-processed-gene-9.39-mRNA-1_1&gene=genemark-NC_016521.1-processed-gene-9.39&CDS=1-3027
3458	OG0003458	YNL248C	snap_masked-NC_016521.1-processed-gene-9.60-mRNA-1_1&gene=snap_masked-NC_016521.1-processed-gene-9.60&CDS=1-1227
3459	OG0003459	YNL250W	snap_masked-NC_016521.1-processed-gene-10.72-mRNA-1_1&gene=snap_masked-NC_016521.1-processed-gene-10.72&CDS=1-3909
3460	OG0003460	YNL251C	genemark-NC_016521.1-processed-gene-10.143-mRNA-1_1&gene=genemark-NC_016521.1-processed-gene-10.143&CDS=1-1806
3461	OG0003461	YNL252C	genemark-NC_016521.1-processed-gene-10.144-mRNA-1_1&gene=genemark-NC_016521.1-processed-gene-10.144&CDS=1-810
3462	OG0003462	YNL253W	augustus_masked-NC_016521.1-processed-gene-10.5-mRNA-1_1&gene=augustus_masked-NC_016521.1-processed-gene-10.5&CDS=1-1521
3463	OG0003463	YNL254C	snap_masked-NC_016521.1-processed-gene-10.71-mRNA-1_1&gene=snap_masked-NC_016521.1-processed-gene-10.71&CDS=1-1044
3464	OG0003464	YNL255C	genemark-NC_016521.1-processed-gene-10.146-mRNA-1_1&gene=genemark-NC_016521.1-processed-gene-10.146&CDS=1-495
3465	OG0003465	YNL256W	genemark-NC_016521.1-processed-gene-10.185-mRNA-1_1&gene=genemark-NC_016521.1-processed-gene-10.185&CDS=1-2478
3466	OG0003466	YNL257C	snap_masked-NC_016521.1-processed-gene-10.77-mRNA-1_1&gene=snap_masked-NC_016521.1-processed-gene-10.77&CDS=1-3693
3467	OG0003467	YNL258C	augustus_masked-NC_016521.1-processed-gene-10.8-mRNA-1_1&gene=augustus_masked-NC_016521.1-processed-gene-10.8&CDS=1-2223
3468	OG0003468	YNL259C	genemark-NC_016521.1-processed-gene-10.154-mRNA-1_1&gene=genemark-NC_016521.1-processed-gene-10.154&CDS=1-723
3469	OG0003469	YNL261W	snap_masked-NC_016521.1-processed-gene-10.113-mRNA-1_1&gene=snap_masked-NC_016521.1-processed-gene-10.113&CDS=1-1440
3470	OG0003470	YNL262W	snap_masked-NC_016521.1-processed-gene-10.114-mRNA-1_1&gene=snap_masked-NC_016521.1-processed-gene-10.114&CDS=1-6645
3471	OG0003471	YNL263C	snap_masked-NC_016521.1-processed-gene-10.80-mRNA-1_1&gene=snap_masked-NC_016521.1-processed-gene-10.80&CDS=1-993
3472	OG0003472	YNL264C	snap_masked-NC_016521.1-processed-gene-10.81-mRNA-1_1&gene=snap_masked-NC_016521.1-processed-gene-10.81&CDS=1-1071
3473	OG0003473	YNL267W	snap_masked-NC_016521.1-processed-gene-10.117-mRNA-1_1&gene=snap_masked-NC_016521.1-processed-gene-10.117&CDS=1-3270
3474	OG0003474	YNL271C	snap_masked-NC_016521.1-processed-gene-10.85-mRNA-1_1&gene=snap_masked-NC_016521.1-processed-gene-10.85&CDS=1-5820
3475	OG0003475	YNL272C	snap_masked-NC_016521.1-processed-gene-10.86-mRNA-1_1&gene=snap_masked-NC_016521.1-processed-gene-10.86&CDS=1-2199
3476	OG0003476	YNL273W	snap_masked-NC_016521.1-processed-gene-10.119-mRNA-1_1&gene=snap_masked-NC_016521.1-processed-gene-10.119&CDS=1-3735
3477	OG0003477	YNL274C	snap_masked-NC_016521.1-processed-gene-10.87-mRNA-1_1&gene=snap_masked-NC_016521.1-processed-gene-10.87&CDS=1-1035
3478	OG0003478	YNL275W	augustus_masked-NC_016521.1-processed-gene-10.51-mRNA-1_1&gene=augustus_masked-NC_016521.1-processed-gene-10.51&CDS=1-3165
3479	OG0003479	YNL277W	snap_masked-NC_016521.1-processed-gene-10.127-mRNA-1_1&gene=snap_masked-NC_016521.1-processed-gene-10.127&CDS=1-1512
3480	OG0003480	YNL279W	augustus_masked-NC_016525.1-processed-gene-0.86-mRNA-1_1&gene=augustus_masked-NC_016525.1-processed-gene-0.86&CDS=1-1944
3481	OG0003481	YNL280C	snap_masked-NC_016535.1-processed-gene-2.22-mRNA-1_1&gene=snap_masked-NC_016535.1-processed-gene-2.22&CDS=1-1311
3482	OG0003482	YNL281W	snap_masked-NC_016520.1-processed-gene-1.11-mRNA-1_1&gene=snap_masked-NC_016520.1-processed-gene-1.11&CDS=1-462
3483	OG0003483	YNL282W	snap_masked-NC_016535.1-processed-gene-2.59-mRNA-1_1&gene=snap_masked-NC_016535.1-processed-gene-2.59&CDS=1-687
3484	OG0003484	YNL284C	snap_masked-NC_016520.1-processed-gene-1.10-mRNA-1_1&gene=snap_masked-NC_016520.1-processed-gene-1.10&CDS=1-909
3485	OG0003485	YNL287W	snap_masked-NC_016535.1-processed-gene-2.61-mRNA-1_1&gene=snap_masked-NC_016535.1-processed-gene-2.61&CDS=1-2790
3486	OG0003486	YNL288W	snap_masked-NC_016535.1-processed-gene-2.62-mRNA-1_1&gene=snap_masked-NC_016535.1-processed-gene-2.62&CDS=1-954
3487	OG0003487	YNL289W	snap_masked-NC_016520.1-processed-gene-1.8-mRNA-1_1&gene=snap_masked-NC_016520.1-processed-gene-1.8&CDS=1-867
3488	OG0003488	YNL290W	snap_masked-NC_016535.1-processed-gene-2.63-mRNA-1_1&gene=snap_masked-NC_016535.1-processed-gene-2.63&CDS=1-1005
3489	OG0003489	YNL291C	snap_masked-NC_016535.1-processed-gene-2.26-mRNA-1_1&gene=snap_masked-NC_016535.1-processed-gene-2.26&CDS=1-1506
3490	OG0003490	YNL292W	snap_masked-NC_016520.1-processed-gene-1.5-mRNA-1_1&gene=snap_masked-NC_016520.1-processed-gene-1.5&CDS=1-1224
3491	OG0003491	YNL293W	augustus_masked-NC_016535.1-processed-gene-2.158-mRNA-1_1&gene=augustus_masked-NC_016535.1-processed-gene-2.158&CDS=1-2052
3492	OG0003492	YNL294C	augustus_masked-NC_016535.1-processed-gene-2.121-mRNA-1_1&gene=augustus_masked-NC_016535.1-processed-gene-2.121&CDS=1-1179
3493	OG0003493	YNL295W	snap_masked-NC_016535.1-processed-gene-2.65-mRNA-1_1&gene=snap_masked-NC_016535.1-processed-gene-2.65&CDS=1-1497
3494	OG0003494	YNL297C	snap_masked-NC_016520.1-processed-gene-1.7-mRNA-1_1&gene=snap_masked-NC_016520.1-processed-gene-1.7&CDS=1-4887
3495	OG0003495	YNL298W	snap_masked-NC_016535.1-processed-gene-2.66-mRNA-1_1&gene=snap_masked-NC_016535.1-processed-gene-2.66&CDS=1-2655
3496	OG0003496	YNL304W	snap_masked-NC_016535.1-processed-gene-2.70-mRNA-1_1&gene=snap_masked-NC_016535.1-processed-gene-2.70&CDS=1-1608
3497	OG0003497	YNL305C	snap_masked-NC_016535.1-processed-gene-2.32-mRNA-1_1&gene=snap_masked-NC_016535.1-processed-gene-2.32&CDS=1-864
3498	OG0003498	YNL306W	maker-NC_016535.1-snap-gene-2.5-mRNA-1_1&gene=maker-NC_016535.1-snap-gene-2.5&CDS=1-654
3499	OG0003499	YNL307C	snap_masked-NC_016535.1-processed-gene-2.33-mRNA-1_1&gene=snap_masked-NC_016535.1-processed-gene-2.33&CDS=1-1119
3500	OG0003500	YNL308C	snap_masked-NC_016520.1-processed-gene-0.85-mRNA-1_1&gene=snap_masked-NC_016520.1-processed-gene-0.85&CDS=1-1677
3501	OG0003501	YNL309W	snap_masked-NC_016520.1-processed-gene-0.64-mRNA-1_1&gene=snap_masked-NC_016520.1-processed-gene-0.64&CDS=1-1200
3502	OG0003502	YNL310C	snap_masked-NC_016535.1-processed-gene-2.34-mRNA-1_1&gene=snap_masked-NC_016535.1-processed-gene-2.34&CDS=1-546
3503	OG0003503	YNL311C	snap_masked-NC_016535.1-processed-gene-2.35-mRNA-1_1&gene=snap_masked-NC_016535.1-processed-gene-2.35&CDS=1-2175
3504	OG0003504	YNL312W	genemark-NC_016535.1-processed-gene-2.266-mRNA-1_1&gene=genemark-NC_016535.1-processed-gene-2.266&CDS=1-792
3505	OG0003505	YNL313C	snap_masked-NC_016535.1-processed-gene-2.36-mRNA-1_1&gene=snap_masked-NC_016535.1-processed-gene-2.36&CDS=1-2733
3506	OG0003506	YNL314W	augustus_masked-NC_016535.1-processed-gene-2.170-mRNA-1_1&gene=augustus_masked-NC_016535.1-processed-gene-2.170&CDS=1-873
3507	OG0003507	YNL315C	augustus_masked-NC_016535.1-processed-gene-2.130-mRNA-1_1&gene=augustus_masked-NC_016535.1-processed-gene-2.130&CDS=1-1008
3508	OG0003508	YNL316C	snap_masked-NC_016520.1-processed-gene-0.84-mRNA-1_1&gene=snap_masked-NC_016520.1-processed-gene-0.84&CDS=1-996
3509	OG0003509	YNL320W	genemark-NC_016520.1-processed-gene-0.103-mRNA-1_1&gene=genemark-NC_016520.1-processed-gene-0.103&CDS=1-873
3510	OG0003510	YNL321W	snap_masked-NC_016520.1-processed-gene-0.62-mRNA-1_1&gene=snap_masked-NC_016520.1-processed-gene-0.62&CDS=1-2973
3511	OG0003511	YNL322C	genemark-NC_016520.1-processed-gene-0.122-mRNA-1_1&gene=genemark-NC_016520.1-processed-gene-0.122&CDS=1-936
3512	OG0003512	YNL323W	snap_masked-NC_016520.1-processed-gene-0.61-mRNA-1_1&gene=snap_masked-NC_016520.1-processed-gene-0.61&CDS=1-1260
3513	OG0003513	YNL325C	snap_masked-NC_016535.1-processed-gene-2.40-mRNA-1_1&gene=snap_masked-NC_016535.1-processed-gene-2.40&CDS=1-2640
3514	OG0003514	YNL326C	snap_masked-NC_016535.1-processed-gene-2.41-mRNA-1_1&gene=snap_masked-NC_016535.1-processed-gene-2.41&CDS=1-975
3515	OG0003515	YNL327W	snap_masked-NC_016535.1-processed-gene-2.86-mRNA-1_1&gene=snap_masked-NC_016535.1-processed-gene-2.86&CDS=1-3180
3516	OG0003516	YNL328C	snap_masked-NC_016520.1-processed-gene-0.80-mRNA-1_1&gene=snap_masked-NC_016520.1-processed-gene-0.80&CDS=1-432
3517	OG0003517	YNL329C	snap_masked-NC_016535.1-processed-gene-2.42-mRNA-1_1&gene=snap_masked-NC_016535.1-processed-gene-2.42&CDS=1-3096
3518	OG0003518	YNL330C	snap_masked-NC_016520.1-processed-gene-0.79-mRNA-1_1&gene=snap_masked-NC_016520.1-processed-gene-0.79&CDS=1-1299
3519	OG0003519	YNR001C	snap_masked-NC_016521.1-processed-gene-9.62-mRNA-1_1&gene=snap_masked-NC_016521.1-processed-gene-9.62&CDS=1-1422
3520	OG0003520	YNR003C	snap_masked-NC_016521.1-processed-gene-9.64-mRNA-1_1&gene=snap_masked-NC_016521.1-processed-gene-9.64&CDS=1-1080
3521	OG0003521	YNR004W	snap_masked-NC_016534.1-processed-gene-1.132-mRNA-1_1&gene=snap_masked-NC_016534.1-processed-gene-1.132&CDS=1-459
3522	OG0003522	YNR006W	snap_masked-NC_016527.1-processed-gene-5.3-mRNA-1_1&gene=snap_masked-NC_016527.1-processed-gene-5.3&CDS=1-1866
3523	OG0003523	YNR007C	snap_masked-NC_016523.1-processed-gene-7.110-mRNA-1_1&gene=snap_masked-NC_016523.1-processed-gene-7.110&CDS=1-993
3524	OG0003524	YNR008W	snap_masked-NC_016523.1-processed-gene-7.93-mRNA-1_1&gene=snap_masked-NC_016523.1-processed-gene-7.93&CDS=1-2112
3525	OG0003525	YNR009W	augustus_masked-NC_016527.1-processed-gene-5.46-mRNA-1_1&gene=augustus_masked-NC_016527.1-processed-gene-5.46&CDS=1-816
3526	OG0003526	YNR010W	snap_masked-NC_016527.1-processed-gene-5.8-mRNA-1_1&gene=snap_masked-NC_016527.1-processed-gene-5.8&CDS=1-423
3527	OG0003527	YNR011C	snap_masked-NC_016523.1-processed-gene-7.112-mRNA-1_1&gene=snap_masked-NC_016523.1-processed-gene-7.112&CDS=1-2769
3528	OG0003528	YNR012W	snap_masked-NC_016523.1-processed-gene-7.96-mRNA-1_1&gene=snap_masked-NC_016523.1-processed-gene-7.96&CDS=1-1485
3529	OG0003529	YNR013C	snap_masked-NC_016527.1-processed-gene-5.27-mRNA-1_1&gene=snap_masked-NC_016527.1-processed-gene-5.27&CDS=1-2730
3530	OG0003530	YNR015W	genemark-NC_016523.1-processed-gene-7.21-mRNA-1_1&gene=genemark-NC_016523.1-processed-gene-7.21&CDS=1-1167
3531	OG0003531	YNR017W	snap_masked-NC_016527.1-processed-gene-5.10-mRNA-1_1&gene=snap_masked-NC_016527.1-processed-gene-5.10&CDS=1-633
3532	OG0003532	YNR018W	snap_masked-NC_016523.1-processed-gene-8.41-mRNA-1_1&gene=snap_masked-NC_016523.1-processed-gene-8.41&CDS=1-681
3533	OG0003533	YNR019W	snap_masked-NC_016527.1-processed-gene-5.11-mRNA-1_1&gene=snap_masked-NC_016527.1-processed-gene-5.11&CDS=1-1776
3534	OG0003534	YNR020C	genemark-NC_016527.1-processed-gene-5.109-mRNA-1_1&gene=genemark-NC_016527.1-processed-gene-5.109&CDS=1-756
3535	OG0003535	YNR021W	genemark-NC_016527.1-processed-gene-5.93-mRNA-1_1&gene=genemark-NC_016527.1-processed-gene-5.93&CDS=1-1224
3536	OG0003536	YNR022C	snap_masked-NC_016523.1-processed-gene-8.47-mRNA-1_1&gene=snap_masked-NC_016523.1-processed-gene-8.47&CDS=1-420
3537	OG0003537	YNR023W	genemark-NC_016523.1-processed-gene-8.4-mRNA-1_1&gene=genemark-NC_016523.1-processed-gene-8.4&CDS=1-1629
3538	OG0003538	YNR024W	augustus_masked-NC_016523.1-processed-gene-8.88-mRNA-1_1&gene=augustus_masked-NC_016523.1-processed-gene-8.88&CDS=1-567
3539	OG0003539	YNR026C	snap_masked-NC_016527.1-processed-gene-5.30-mRNA-1_1&gene=snap_masked-NC_016527.1-processed-gene-5.30&CDS=1-2673
3540	OG0003540	YNR027W	snap_masked-NC_016532.1-processed-gene-3.101-mRNA-1_1&gene=snap_masked-NC_016532.1-processed-gene-3.101&CDS=1-993
3541	OG0003541	YNR029C	snap_masked-NC_016527.1-processed-gene-5.31-mRNA-1_1&gene=snap_masked-NC_016527.1-processed-gene-5.31&CDS=1-1362
3542	OG0003542	YNR030W	snap_masked-NC_016532.1-processed-gene-3.104-mRNA-1_1&gene=snap_masked-NC_016532.1-processed-gene-3.104&CDS=1-1707
3543	OG0003543	YNR031C	snap_masked-NC_016532.1-processed-gene-3.140-mRNA-1_1&gene=snap_masked-NC_016532.1-processed-gene-3.140&CDS=1-4863
3544	OG0003544	YNR032C-A	snap_masked-NC_016527.1-processed-gene-5.33-mRNA-1_1&gene=snap_masked-NC_016527.1-processed-gene-5.33&CDS=1-222
3545	OG0003545	YNR032W	snap_masked-NC_016532.1-processed-gene-3.105-mRNA-1_1&gene=snap_masked-NC_016532.1-processed-gene-3.105&CDS=1-1191
3546	OG0003546	YNR033W	snap_masked-NC_016532.1-processed-gene-3.106-mRNA-1_1&gene=snap_masked-NC_016532.1-processed-gene-3.106&CDS=1-2307
3547	OG0003547	YNR035C	snap_masked-NC_016527.1-processed-gene-5.35-mRNA-1_1&gene=snap_masked-NC_016527.1-processed-gene-5.35&CDS=1-990
3548	OG0003548	YNR036C	snap_masked-NC_016532.1-processed-gene-3.144-mRNA-1_1&gene=snap_masked-NC_016532.1-processed-gene-3.144&CDS=1-519
3549	OG0003549	YNR037C	augustus_masked-NC_016532.1-processed-gene-3.212-mRNA-1_1&gene=augustus_masked-NC_016532.1-processed-gene-3.212&CDS=1-273
3550	OG0003550	YNR038W	snap_masked-NC_016532.1-processed-gene-3.109-mRNA-1_1&gene=snap_masked-NC_016532.1-processed-gene-3.109&CDS=1-2004
3551	OG0003551	YNR039C	snap_masked-NC_016527.1-processed-gene-5.36-mRNA-1_1&gene=snap_masked-NC_016527.1-processed-gene-5.36&CDS=1-1881
3552	OG0003552	YNR040W	snap_masked-NC_016532.1-processed-gene-3.113-mRNA-1_1&gene=snap_masked-NC_016532.1-processed-gene-3.113&CDS=1-891
3553	OG0003553	YNR041C	snap_masked-NC_016532.1-processed-gene-3.145-mRNA-1_1&gene=snap_masked-NC_016532.1-processed-gene-3.145&CDS=1-1104
3554	OG0003554	YNR043W	genemark-NC_016532.1-processed-gene-3.33-mRNA-1_1&gene=genemark-NC_016532.1-processed-gene-3.33&CDS=1-1188
3555	OG0003555	YNR045W	snap_masked-NC_016532.1-processed-gene-3.118-mRNA-1_1&gene=snap_masked-NC_016532.1-processed-gene-3.118&CDS=1-1608
3556	OG0003556	YNR046W	snap_masked-NC_016532.1-processed-gene-3.119-mRNA-1_1&gene=snap_masked-NC_016532.1-processed-gene-3.119&CDS=1-423
3557	OG0003557	YNR049C	snap_masked-NC_016532.1-processed-gene-3.147-mRNA-1_1&gene=snap_masked-NC_016532.1-processed-gene-3.147&CDS=1-660
3558	OG0003558	YNR050C	snap_masked-NC_016532.1-processed-gene-3.148-mRNA-1_1&gene=snap_masked-NC_016532.1-processed-gene-3.148&CDS=1-1338
3559	OG0003559	YNR051C	snap_masked-NC_016532.1-processed-gene-3.150-mRNA-1_1&gene=snap_masked-NC_016532.1-processed-gene-3.150&CDS=1-1278
3560	OG0003560	YNR052C	snap_masked-NC_016532.1-processed-gene-3.151-mRNA-1_1&gene=snap_masked-NC_016532.1-processed-gene-3.151&CDS=1-1476
3561	OG0003561	YNR053C	maker-NC_016522.1-snap-gene-0.83-mRNA-1_1&gene=maker-NC_016522.1-snap-gene-0.83&CDS=1-1497
3562	OG0003562	YOL001W	snap_masked-NC_016529.1-processed-gene-0.74-mRNA-1_1&gene=snap_masked-NC_016529.1-processed-gene-0.74&CDS=1-1068
3563	OG0003563	YOL002C	genemark-NC_016532.1-processed-gene-0.64-mRNA-1_1&gene=genemark-NC_016532.1-processed-gene-0.64&CDS=1-981
3564	OG0003564	YOL003C	snap_masked-NC_016529.1-processed-gene-0.62-mRNA-1_1&gene=snap_masked-NC_016529.1-processed-gene-0.62&CDS=1-1140
3565	OG0003565	YOL004W	snap_masked-NC_016529.1-processed-gene-1.1-mRNA-1_1&gene=snap_masked-NC_016529.1-processed-gene-1.1&CDS=1-4536
3566	OG0003566	YOL005C	snap_masked-NC_016529.1-processed-gene-1.0-mRNA-1_1&gene=snap_masked-NC_016529.1-processed-gene-1.0&CDS=1-360
3567	OG0003567	YOL006C	snap_masked-NC_016529.1-processed-gene-1.3-mRNA-1_1&gene=snap_masked-NC_016529.1-processed-gene-1.3&CDS=1-2361
3568	OG0003568	YOL008W	snap_masked-NC_016529.1-processed-gene-1.21-mRNA-1_1&gene=snap_masked-NC_016529.1-processed-gene-1.21&CDS=1-534
3569	OG0003569	YOL009C	snap_masked-NC_016525.1-processed-gene-5.54-mRNA-1_1&gene=snap_masked-NC_016525.1-processed-gene-5.54&CDS=1-741
3570	OG0003570	YOL010W	snap_masked-NC_016529.1-processed-gene-1.22-mRNA-1_1&gene=snap_masked-NC_016529.1-processed-gene-1.22&CDS=1-1095
3571	OG0003571	YOL012C	snap_masked-NC_016525.1-processed-gene-5.56-mRNA-1_1&gene=snap_masked-NC_016525.1-processed-gene-5.56&CDS=1-402
3572	OG0003572	YOL013C	augustus_masked-NC_016525.1-processed-gene-5.20-mRNA-1_1&gene=augustus_masked-NC_016525.1-processed-gene-5.20&CDS=1-1815
3573	OG0003573	YOL016C	snap_masked-NC_016534.1-processed-gene-2.59-mRNA-1_1&gene=snap_masked-NC_016534.1-processed-gene-2.59&CDS=1-1287
3574	OG0003574	YOL018C	snap_masked-NC_016520.1-processed-gene-5.69-mRNA-1_1&gene=snap_masked-NC_016520.1-processed-gene-5.69&CDS=1-1191
3575	OG0003575	YOL019W	augustus_masked-NC_016520.1-processed-gene-5.11-mRNA-1_1&gene=augustus_masked-NC_016520.1-processed-gene-5.11&CDS=1-1476
3576	OG0003576	YOL020W	maker-NC_016520.1-snap-gene-5.83-mRNA-1_1&gene=maker-NC_016520.1-snap-gene-5.83&CDS=1-4794
3577	OG0003577	YOL021C	snap_masked-NC_016520.1-processed-gene-4.83-mRNA-1_1&gene=snap_masked-NC_016520.1-processed-gene-4.83&CDS=1-3045
3578	OG0003578	YOL022C	snap_masked-NC_016520.1-processed-gene-4.82-mRNA-1_1&gene=snap_masked-NC_016520.1-processed-gene-4.82&CDS=1-1209
3579	OG0003579	YOL023W	snap_masked-NC_016520.1-processed-gene-4.67-mRNA-1_1&gene=snap_masked-NC_016520.1-processed-gene-4.67&CDS=1-2025
3580	OG0003580	YOL025W	augustus_masked-NC_016520.1-processed-gene-4.105-mRNA-1_1&gene=augustus_masked-NC_016520.1-processed-gene-4.105&CDS=1-1971
3581	OG0003581	YOL026C	snap_masked-NC_016527.1-processed-gene-5.22-mRNA-1_1&gene=snap_masked-NC_016527.1-processed-gene-5.22&CDS=1-216
3582	OG0003582	YOL027C	snap_masked-NC_016527.1-processed-gene-5.23-mRNA-1_1&gene=snap_masked-NC_016527.1-processed-gene-5.23&CDS=1-1764
3583	OG0003583	YOL028C	snap_masked-NC_016528.1-processed-gene-4.130-mRNA-1_1&gene=snap_masked-NC_016528.1-processed-gene-4.130&CDS=1-924
3584	OG0003584	YOL030W	genemark-NC_016527.1-processed-gene-5.120-mRNA-1_1&gene=genemark-NC_016527.1-processed-gene-5.120&CDS=1-1431
3585	OG0003585	YOL031C	snap_masked-NC_016527.1-processed-gene-6.162-mRNA-1_1&gene=snap_masked-NC_016527.1-processed-gene-6.162&CDS=1-1635
3586	OG0003586	YOL032W	snap_masked-NC_016531.1-processed-gene-1.50-mRNA-1_1&gene=snap_masked-NC_016531.1-processed-gene-1.50&CDS=1-702
3587	OG0003587	YOL034W	augustus_masked-NC_016531.1-processed-gene-1.112-mRNA-1_1&gene=augustus_masked-NC_016531.1-processed-gene-1.112&CDS=1-4965
3588	OG0003588	YOL036W	augustus_masked-NC_016527.1-processed-gene-5.78-mRNA-1_1&gene=augustus_masked-NC_016527.1-processed-gene-5.78&CDS=1-2487
3589	OG0003589	YOL038W	snap_masked-NC_016528.1-processed-gene-4.113-mRNA-1_1&gene=snap_masked-NC_016528.1-processed-gene-4.113&CDS=1-768
3590	OG0003590	YOL039W	snap_masked-NC_016527.1-processed-gene-6.163-mRNA-1_1&gene=snap_masked-NC_016527.1-processed-gene-6.163&CDS=1-318
3591	OG0003591	YOL040C	snap_masked-NC_016527.1-processed-gene-6.132-mRNA-1_1&gene=snap_masked-NC_016527.1-processed-gene-6.132&CDS=1-429
3592	OG0003592	YOL041C	snap_masked-NC_016527.1-processed-gene-6.133-mRNA-1_1&gene=snap_masked-NC_016527.1-processed-gene-6.133&CDS=1-1374
3593	OG0003593	YOL042W	snap_masked-NC_016531.1-processed-gene-1.45-mRNA-1_1&gene=snap_masked-NC_016531.1-processed-gene-1.45&CDS=1-1173
3594	OG0003594	YOL043C	genemark-NC_016527.1-processed-gene-6.8-mRNA-1_1&gene=genemark-NC_016527.1-processed-gene-6.8&CDS=1-1302
3595	OG0003595	YOL048C	genemark-NC_016531.1-processed-gene-0.91-mRNA-1_1&gene=genemark-NC_016531.1-processed-gene-0.91&CDS=1-708
3596	OG0003596	YOL049W	snap_masked-NC_016527.1-processed-gene-6.166-mRNA-1_1&gene=snap_masked-NC_016527.1-processed-gene-6.166&CDS=1-1449
3597	OG0003597	YOL051W	genemark-NC_016531.1-processed-gene-0.76-mRNA-1_1&gene=genemark-NC_016531.1-processed-gene-0.76&CDS=1-3303
3598	OG0003598	YOL052C	snap_masked-NC_016526.1-processed-gene-2.72-mRNA-1_1&gene=snap_masked-NC_016526.1-processed-gene-2.72&CDS=1-1236
3599	OG0003599	YOL053W	snap_masked-NC_016528.1-processed-gene-1.49-mRNA-1_1&gene=snap_masked-NC_016528.1-processed-gene-1.49&CDS=1-1050
3600	OG0003600	YOL054W	augustus_masked-NC_016528.1-processed-gene-1.82-mRNA-1_1&gene=augustus_masked-NC_016528.1-processed-gene-1.82&CDS=1-1182
3601	OG0003601	YOL057W	snap_masked-NC_016535.1-processed-gene-1.75-mRNA-1_1&gene=snap_masked-NC_016535.1-processed-gene-1.75&CDS=1-2172
3602	OG0003602	YOL058W	snap_masked-NC_016527.1-processed-gene-1.83-mRNA-1_1&gene=snap_masked-NC_016527.1-processed-gene-1.83&CDS=1-1260
3603	OG0003603	YOL060C	snap_masked-NC_016535.1-processed-gene-1.59-mRNA-1_1&gene=snap_masked-NC_016535.1-processed-gene-1.59&CDS=1-1185
3604	OG0003604	YOL061W	snap_masked-NC_016535.1-processed-gene-1.77-mRNA-1_1&gene=snap_masked-NC_016535.1-processed-gene-1.77&CDS=1-1320
3605	OG0003605	YOL062C	snap_masked-NC_016535.1-processed-gene-1.61-mRNA-1_1&gene=snap_masked-NC_016535.1-processed-gene-1.61&CDS=1-1296
3606	OG0003606	YOL063C	snap_masked-NC_016528.1-processed-gene-4.116-mRNA-1_1&gene=snap_masked-NC_016528.1-processed-gene-4.116&CDS=1-2724
3607	OG0003607	YOL064C	snap_masked-NC_016532.1-processed-gene-0.40-mRNA-1_1&gene=snap_masked-NC_016532.1-processed-gene-0.40&CDS=1-1086
3608	OG0003608	YOL065C	snap_masked-NC_016520.1-processed-gene-1.45-mRNA-1_1&gene=snap_masked-NC_016520.1-processed-gene-1.45&CDS=1-1149
3609	OG0003609	YOL066C	snap_masked-NC_016532.1-processed-gene-0.42-mRNA-1_1&gene=snap_masked-NC_016532.1-processed-gene-0.42&CDS=1-1809
3610	OG0003610	YOL067C	snap_masked-NC_016532.1-processed-gene-0.44-mRNA-1_1&gene=snap_masked-NC_016532.1-processed-gene-0.44&CDS=1-561
3611	OG0003611	YOL069W	snap_masked-NC_016532.1-processed-gene-0.58-mRNA-1_1&gene=snap_masked-NC_016532.1-processed-gene-0.58&CDS=1-1380
