	OrthologID	Saccharomyces_cerevisiae	yHMPu5000034594_Starmera_quercuum
3251	OG0003251	YOL057W	snap_masked-flattened_line_75-processed-gene-0.172-mRNA-1_1&gene=snap_masked-flattened_line_75-processed-gene-0.172&CDS=1-2031
3252	OG0003252	YOL058W	snap_masked-flattened_line_105-processed-gene-0.58-mRNA-1_1&gene=snap_masked-flattened_line_105-processed-gene-0.58&CDS=1-1254
3253	OG0003253	YOL060C	snap_masked-flattened_line_8-processed-gene-3.161-mRNA-1_1&gene=snap_masked-flattened_line_8-processed-gene-3.161&CDS=1-2004
3254	OG0003254	YOL061W	snap_masked-flattened_line_8-processed-gene-3.117-mRNA-1_1&gene=snap_masked-flattened_line_8-processed-gene-3.117&CDS=1-1398
3255	OG0003255	YOL062C	maker-flattened_line_8-snap-gene-3.312-mRNA-1_1&gene=maker-flattened_line_8-snap-gene-3.312&CDS=1-1371
3256	OG0003256	YOL064C	genemark-flattened_line_8-processed-gene-1.173-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-1.173&CDS=1-1053
3257	OG0003257	YOL065C	snap_masked-flattened_line_11-processed-gene-2.62-mRNA-1_1&gene=snap_masked-flattened_line_11-processed-gene-2.62&CDS=1-1140
3258	OG0003258	YOL066C	snap_masked-flattened_line_15-processed-gene-1.66-mRNA-1_1&gene=snap_masked-flattened_line_15-processed-gene-1.66&CDS=1-1629
3259	OG0003259	YOL067C	snap_masked-flattened_line_15-processed-gene-1.68-mRNA-1_1&gene=snap_masked-flattened_line_15-processed-gene-1.68&CDS=1-852
3260	OG0003260	YOL069W	snap_masked-flattened_line_15-processed-gene-1.69-mRNA-1_1&gene=snap_masked-flattened_line_15-processed-gene-1.69&CDS=1-1356
3261	OG0003261	YOL070C	snap_masked-flattened_line_15-processed-gene-2.191-mRNA-1_1&gene=snap_masked-flattened_line_15-processed-gene-2.191&CDS=1-1548
3262	OG0003262	YOL071W	snap_masked-flattened_line_15-processed-gene-1.90-mRNA-1_1&gene=snap_masked-flattened_line_15-processed-gene-1.90&CDS=1-471
3263	OG0003263	YOL073C	snap_masked-flattened_line_61-processed-gene-0.113-mRNA-1_1&gene=snap_masked-flattened_line_61-processed-gene-0.113&CDS=1-744
3264	OG0003264	YOL075C	snap_masked-flattened_line_33-processed-gene-0.83-mRNA-1_1&gene=snap_masked-flattened_line_33-processed-gene-0.83&CDS=1-3936
3265	OG0003265	YOL076W	snap_masked-flattened_line_61-processed-gene-0.126-mRNA-1_1&gene=snap_masked-flattened_line_61-processed-gene-0.126&CDS=1-2331
3266	OG0003266	YOL077C	snap_masked-flattened_line_61-processed-gene-0.91-mRNA-1_1&gene=snap_masked-flattened_line_61-processed-gene-0.91&CDS=1-855
3267	OG0003267	YOL077W-A	snap_masked-flattened_line_61-processed-gene-0.127-mRNA-1_1&gene=snap_masked-flattened_line_61-processed-gene-0.127&CDS=1-249
3268	OG0003268	YOL078W	snap_masked-flattened_line_61-processed-gene-0.92-mRNA-1_1&gene=snap_masked-flattened_line_61-processed-gene-0.92&CDS=1-2598
3269	OG0003269	YOL080C	snap_masked-flattened_line_61-processed-gene-0.93-mRNA-1_1&gene=snap_masked-flattened_line_61-processed-gene-0.93&CDS=1-837
3270	OG0003270	YOL086W-A	snap_masked-flattened_line_11-processed-gene-1.75-mRNA-1_1&gene=snap_masked-flattened_line_11-processed-gene-1.75&CDS=1-258
3271	OG0003271	YOL087C	snap_masked-flattened_line_11-processed-gene-1.71-mRNA-1_1&gene=snap_masked-flattened_line_11-processed-gene-1.71&CDS=1-2364
3272	OG0003272	YOL090W	snap_masked-flattened_line_49-processed-gene-0.101-mRNA-1_1&gene=snap_masked-flattened_line_49-processed-gene-0.101&CDS=1-2793
3273	OG0003273	YOL094C	maker-flattened_line_11-augustus-gene-1.125-mRNA-1_1&gene=maker-flattened_line_11-augustus-gene-1.125&CDS=1-3618
3274	OG0003274	YOL095C	snap_masked-flattened_line_11-processed-gene-1.69-mRNA-1_1&gene=snap_masked-flattened_line_11-processed-gene-1.69&CDS=1-1974
3275	OG0003275	YOL096C	genemark-flattened_line_61-processed-gene-0.186-mRNA-1_1&gene=genemark-flattened_line_61-processed-gene-0.186&CDS=1-990
3276	OG0003276	YOL097C	snap_masked-flattened_line_61-processed-gene-0.95-mRNA-1_1&gene=snap_masked-flattened_line_61-processed-gene-0.95&CDS=1-1257
3277	OG0003277	YOL098C	snap_masked-flattened_line_2-processed-gene-1.34-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-1.34&CDS=1-3126
3278	OG0003278	YOL102C	augustus_masked-flattened_line_11-processed-gene-0.27-mRNA-1_1&gene=augustus_masked-flattened_line_11-processed-gene-0.27&CDS=1-948
3279	OG0003279	YOL107W	snap_masked-flattened_line_4-processed-gene-4.252-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-4.252&CDS=1-1026
3280	OG0003280	YOL108C	snap_masked-flattened_line_4-processed-gene-4.213-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-4.213&CDS=1-354
3281	OG0003281	YOL111C	snap_masked-flattened_line_15-processed-gene-2.176-mRNA-1_1&gene=snap_masked-flattened_line_15-processed-gene-2.176&CDS=1-597
3282	OG0003282	YOL114C	genemark-flattened_line_25-processed-gene-1.216-mRNA-1_1&gene=genemark-flattened_line_25-processed-gene-1.216&CDS=1-516
3283	OG0003283	YOL115W	snap_masked-flattened_line_25-processed-gene-1.174-mRNA-1_1&gene=snap_masked-flattened_line_25-processed-gene-1.174&CDS=1-1755
3284	OG0003284	YOL116W	snap_masked-flattened_line_73-processed-gene-0.106-mRNA-1_1&gene=snap_masked-flattened_line_73-processed-gene-0.106&CDS=1-1218
3285	OG0003285	YOL122C	augustus_masked-flattened_line_17-processed-gene-1.158-mRNA-1_1&gene=augustus_masked-flattened_line_17-processed-gene-1.158&CDS=1-1701
3286	OG0003286	YOL123W	snap_masked-flattened_line_73-processed-gene-0.78-mRNA-1_1&gene=snap_masked-flattened_line_73-processed-gene-0.78&CDS=1-1230
3287	OG0003287	YOL124C	snap_masked-flattened_line_73-processed-gene-0.105-mRNA-1_1&gene=snap_masked-flattened_line_73-processed-gene-0.105&CDS=1-1296
3288	OG0003288	YOL125W	snap_masked-flattened_line_27-processed-gene-0.104-mRNA-1_1&gene=snap_masked-flattened_line_27-processed-gene-0.104&CDS=1-1278
3289	OG0003289	YOL127W	maker-flattened_line_75-snap-gene-0.3-mRNA-1_1&gene=maker-flattened_line_75-snap-gene-0.3&CDS=1-426
3290	OG0003290	YOL129W	snap_masked-flattened_line_75-processed-gene-0.167-mRNA-1_1&gene=snap_masked-flattened_line_75-processed-gene-0.167&CDS=1-525
3291	OG0003291	YOL132W	snap_masked-flattened_line_35-processed-gene-0.25-mRNA-1_1&gene=snap_masked-flattened_line_35-processed-gene-0.25&CDS=1-1350
3292	OG0003292	YOL133W	maker-flattened_line_35-snap-gene-0.7-mRNA-1_1&gene=maker-flattened_line_35-snap-gene-0.7&CDS=1-366
3293	OG0003293	YOL135C	genemark-flattened_line_35-processed-gene-0.205-mRNA-1_1&gene=genemark-flattened_line_35-processed-gene-0.205&CDS=1-900
3294	OG0003294	YOL137W	snap_masked-flattened_line_69-processed-gene-0.107-mRNA-1_1&gene=snap_masked-flattened_line_69-processed-gene-0.107&CDS=1-1464
3295	OG0003295	YOL138C	snap_masked-flattened_line_73-processed-gene-0.64-mRNA-1_1&gene=snap_masked-flattened_line_73-processed-gene-0.64&CDS=1-3069
3296	OG0003296	YOL139C	snap_masked-flattened_line_73-processed-gene-0.65-mRNA-1_1&gene=snap_masked-flattened_line_73-processed-gene-0.65&CDS=1-663
3297	OG0003297	YOL140W	snap_masked-flattened_line_73-processed-gene-0.96-mRNA-1_1&gene=snap_masked-flattened_line_73-processed-gene-0.96&CDS=1-1320
3298	OG0003298	YOL141W	snap_masked-flattened_line_6-processed-gene-3.85-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-3.85&CDS=1-2022
3299	OG0003299	YOL142W	snap_masked-flattened_line_6-processed-gene-3.84-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-3.84&CDS=1-690
3300	OG0003300	YOL143C	snap_masked-flattened_line_0-processed-gene-8.38-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-8.38&CDS=1-498
3301	OG0003301	YOL144W	snap_masked-flattened_line_55-processed-gene-0.147-mRNA-1_1&gene=snap_masked-flattened_line_55-processed-gene-0.147&CDS=1-1503
3302	OG0003302	YOL145C	snap_masked-flattened_line_55-processed-gene-0.156-mRNA-1_1&gene=snap_masked-flattened_line_55-processed-gene-0.156&CDS=1-3228
3303	OG0003303	YOL146W	maker-flattened_line_55-snap-gene-0.216-mRNA-1_1&gene=maker-flattened_line_55-snap-gene-0.216&CDS=1-528
3304	OG0003304	YOL147C	snap_masked-flattened_line_25-processed-gene-1.129-mRNA-1_1&gene=snap_masked-flattened_line_25-processed-gene-1.129&CDS=1-837
3305	OG0003305	YOL148C	snap_masked-flattened_line_25-processed-gene-1.130-mRNA-1_1&gene=snap_masked-flattened_line_25-processed-gene-1.130&CDS=1-1407
3306	OG0003306	YOL149W	snap_masked-flattened_line_25-processed-gene-1.173-mRNA-1_1&gene=snap_masked-flattened_line_25-processed-gene-1.173&CDS=1-504
3307	OG0003307	YOL154W	snap_masked-flattened_line_107-processed-gene-0.88-mRNA-1_1&gene=snap_masked-flattened_line_107-processed-gene-0.88&CDS=1-777
3308	OG0003308	YOR001W	snap_masked-flattened_line_71-processed-gene-0.113-mRNA-1_1&gene=snap_masked-flattened_line_71-processed-gene-0.113&CDS=1-2214
3309	OG0003309	YOR002W	snap_masked-flattened_line_11-processed-gene-0.59-mRNA-1_1&gene=snap_masked-flattened_line_11-processed-gene-0.59&CDS=1-1623
3310	OG0003310	YOR004W	genemark-flattened_line_25-processed-gene-1.245-mRNA-1_1&gene=genemark-flattened_line_25-processed-gene-1.245&CDS=1-720
3311	OG0003311	YOR005C	snap_masked-flattened_line_2-processed-gene-4.126-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-4.126&CDS=1-2832
3312	OG0003312	YOR006C	maker-flattened_line_2-snap-gene-4.1-mRNA-1_1&gene=maker-flattened_line_2-snap-gene-4.1&CDS=1-921
3313	OG0003313	YOR007C	snap_masked-flattened_line_2-processed-gene-4.124-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-4.124&CDS=1-1068
3314	OG0003314	YOR014W	snap_masked-flattened_line_53-processed-gene-0.46-mRNA-1_1&gene=snap_masked-flattened_line_53-processed-gene-0.46&CDS=1-2031
3315	OG0003315	YOR017W	snap_masked-flattened_line_55-processed-gene-0.185-mRNA-1_1&gene=snap_masked-flattened_line_55-processed-gene-0.185&CDS=1-1956
3316	OG0003316	YOR018W	snap_masked-flattened_line_0-processed-gene-6.57-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-6.57&CDS=1-2553
3317	OG0003317	YOR020C	genemark-flattened_line_81-processed-gene-0.40-mRNA-1_1&gene=genemark-flattened_line_81-processed-gene-0.40&CDS=1-318
3318	OG0003318	YOR021C	snap_masked-flattened_line_81-processed-gene-0.70-mRNA-1_1&gene=snap_masked-flattened_line_81-processed-gene-0.70&CDS=1-621
3319	OG0003319	YOR022C	snap_masked-flattened_line_81-processed-gene-0.95-mRNA-1_1&gene=snap_masked-flattened_line_81-processed-gene-0.95&CDS=1-2130
3320	OG0003320	YOR023C	snap_masked-flattened_line_81-processed-gene-0.96-mRNA-1_1&gene=snap_masked-flattened_line_81-processed-gene-0.96&CDS=1-1296
3321	OG0003321	YOR025W	maker-flattened_line_67-augustus-gene-0.2-mRNA-1_1&gene=maker-flattened_line_67-augustus-gene-0.2&CDS=1-1674
3322	OG0003322	YOR027W	snap_masked-flattened_line_67-processed-gene-0.41-mRNA-1_1&gene=snap_masked-flattened_line_67-processed-gene-0.41&CDS=1-1758
3323	OG0003323	YOR028C	maker-flattened_line_23-snap-gene-1.261-mRNA-1_1&gene=maker-flattened_line_23-snap-gene-1.261&CDS=1-570
3324	OG0003324	YOR030W	augustus_masked-flattened_line_29-processed-gene-1.149-mRNA-1_1&gene=augustus_masked-flattened_line_29-processed-gene-1.149&CDS=1-2706
3325	OG0003325	YOR035C	snap_masked-flattened_line_23-processed-gene-1.195-mRNA-1_1&gene=snap_masked-flattened_line_23-processed-gene-1.195&CDS=1-2064
3326	OG0003326	YOR036W	snap_masked-flattened_line_37-processed-gene-0.206-mRNA-1_1&gene=snap_masked-flattened_line_37-processed-gene-0.206&CDS=1-828
3327	OG0003327	YOR037W	augustus_masked-flattened_line_37-processed-gene-0.124-mRNA-1_1&gene=augustus_masked-flattened_line_37-processed-gene-0.124&CDS=1-1005
3328	OG0003328	YOR038C	snap_masked-flattened_line_37-processed-gene-0.168-mRNA-1_1&gene=snap_masked-flattened_line_37-processed-gene-0.168&CDS=1-2583
3329	OG0003329	YOR039W	genemark-flattened_line_37-processed-gene-0.53-mRNA-1_1&gene=genemark-flattened_line_37-processed-gene-0.53&CDS=1-783
3330	OG0003330	YOR042W	snap_masked-flattened_line_27-processed-gene-1.212-mRNA-1_1&gene=snap_masked-flattened_line_27-processed-gene-1.212&CDS=1-1161
3331	OG0003331	YOR043W	snap_masked-flattened_line_8-processed-gene-1.52-mRNA-1_1&gene=snap_masked-flattened_line_8-processed-gene-1.52&CDS=1-1026
3332	OG0003332	YOR045W	augustus_masked-flattened_line_103-processed-gene-0.40-mRNA-1_1&gene=augustus_masked-flattened_line_103-processed-gene-0.40&CDS=1-420
3333	OG0003333	YOR046C	snap_masked-flattened_line_103-processed-gene-0.51-mRNA-1_1&gene=snap_masked-flattened_line_103-processed-gene-0.51&CDS=1-1440
3334	OG0003334	YOR048C	snap_masked-flattened_line_27-processed-gene-1.215-mRNA-1_1&gene=snap_masked-flattened_line_27-processed-gene-1.215&CDS=1-2718
3335	OG0003335	YOR049C	snap_masked-flattened_line_43-processed-gene-0.130-mRNA-1_1&gene=snap_masked-flattened_line_43-processed-gene-0.130&CDS=1-1194
3336	OG0003336	YOR052C	snap_masked-flattened_line_2-processed-gene-3.94-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-3.94&CDS=1-408
3337	OG0003337	YOR056C	snap_masked-flattened_line_2-processed-gene-3.71-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-3.71&CDS=1-1413
3338	OG0003338	YOR057W	snap_masked-flattened_line_2-processed-gene-3.93-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-3.93&CDS=1-1122
3339	OG0003339	YOR058C	augustus_masked-flattened_line_2-processed-gene-3.24-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-3.24&CDS=1-2388
3340	OG0003340	YOR059C	maker-flattened_line_0-snap-gene-8.347-mRNA-1_1&gene=maker-flattened_line_0-snap-gene-8.347&CDS=1-1425
3341	OG0003341	YOR063W	snap_masked-flattened_line_25-processed-gene-0.124-mRNA-1_1&gene=snap_masked-flattened_line_25-processed-gene-0.124&CDS=1-1161
3342	OG0003342	YOR064C	snap_masked-flattened_line_2-processed-gene-4.109-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-4.109&CDS=1-759
3343	OG0003343	YOR065W	genemark-flattened_line_2-processed-gene-4.33-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-4.33&CDS=1-915
3344	OG0003344	YOR067C	snap_masked-flattened_line_2-processed-gene-4.130-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-4.130&CDS=1-1713
3345	OG0003345	YOR069W	snap_masked-flattened_line_2-processed-gene-4.110-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-4.110&CDS=1-2025
3346	OG0003346	YOR070C	snap_masked-flattened_line_2-processed-gene-4.132-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-4.132&CDS=1-1563
3347	OG0003347	YOR073W	snap_masked-flattened_line_55-processed-gene-0.158-mRNA-1_1&gene=snap_masked-flattened_line_55-processed-gene-0.158&CDS=1-1677
3348	OG0003348	YOR074C	snap_masked-flattened_line_55-processed-gene-0.195-mRNA-1_1&gene=snap_masked-flattened_line_55-processed-gene-0.195&CDS=1-924
3349	OG0003349	YOR075W	maker-flattened_line_55-snap-gene-0.213-mRNA-1_1&gene=maker-flattened_line_55-snap-gene-0.213&CDS=1-921
3350	OG0003350	YOR077W	snap_masked-flattened_line_2-processed-gene-4.116-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-4.116&CDS=1-747
3351	OG0003351	YOR080W	snap_masked-flattened_line_2-processed-gene-4.139-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-4.139&CDS=1-2094
3352	OG0003352	YOR081C	snap_masked-flattened_line_25-processed-gene-0.126-mRNA-1_1&gene=snap_masked-flattened_line_25-processed-gene-0.126&CDS=1-2199
3353	OG0003353	YOR084W	snap_masked-flattened_line_2-processed-gene-3.90-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-3.90&CDS=1-1080
3354	OG0003354	YOR086C	maker-flattened_line_8-snap-gene-0.121-mRNA-1_1&gene=maker-flattened_line_8-snap-gene-0.121&CDS=1-3513
3355	OG0003355	YOR087W	snap_masked-flattened_line_109-processed-gene-0.52-mRNA-1_1&gene=snap_masked-flattened_line_109-processed-gene-0.52&CDS=1-1968
3356	OG0003356	YOR089C	genemark-flattened_line_109-processed-gene-0.65-mRNA-1_1&gene=genemark-flattened_line_109-processed-gene-0.65&CDS=1-630
3357	OG0003357	YOR090C	snap_masked-flattened_line_109-processed-gene-0.35-mRNA-1_1&gene=snap_masked-flattened_line_109-processed-gene-0.35&CDS=1-1707
3358	OG0003358	YOR091W	genemark-flattened_line_0-processed-gene-8.239-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-8.239&CDS=1-999
3359	OG0003359	YOR093C	snap_masked-flattened_line_21-processed-gene-1.186-mRNA-1_1&gene=snap_masked-flattened_line_21-processed-gene-1.186&CDS=1-4437
3360	OG0003360	YOR094W	maker-flattened_line_0-snap-gene-8.342-mRNA-1_1&gene=maker-flattened_line_0-snap-gene-8.342&CDS=1-582
3361	OG0003361	YOR095C	snap_masked-flattened_line_0-processed-gene-8.16-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-8.16&CDS=1-762
3362	OG0003362	YOR100C	snap_masked-flattened_line_17-processed-gene-1.240-mRNA-1_1&gene=snap_masked-flattened_line_17-processed-gene-1.240&CDS=1-867
3363	OG0003363	YOR101W	maker-flattened_line_13-snap-gene-1.51-mRNA-1_1&gene=maker-flattened_line_13-snap-gene-1.51&CDS=1-801
3364	OG0003364	YOR103C	snap_masked-flattened_line_13-processed-gene-1.63-mRNA-1_1&gene=snap_masked-flattened_line_13-processed-gene-1.63&CDS=1-444
3365	OG0003365	YOR106W	snap_masked-flattened_line_17-processed-gene-1.238-mRNA-1_1&gene=snap_masked-flattened_line_17-processed-gene-1.238&CDS=1-840
3366	OG0003366	YOR107W	augustus_masked-flattened_line_65-processed-gene-0.32-mRNA-1_1&gene=augustus_masked-flattened_line_65-processed-gene-0.32&CDS=1-1089
3367	OG0003367	YOR109W	snap_masked-flattened_line_0-processed-gene-8.19-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-8.19&CDS=1-3282
3368	OG0003368	YOR111W	maker-flattened_line_0-snap-gene-8.333-mRNA-1_1&gene=maker-flattened_line_0-snap-gene-8.333&CDS=1-666
3369	OG0003369	YOR112W	snap_masked-flattened_line_0-processed-gene-8.26-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-8.26&CDS=1-2244
3370	OG0003370	YOR113W	snap_masked-flattened_line_0-processed-gene-8.27-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-8.27&CDS=1-2076
3371	OG0003371	YOR115C	genemark-flattened_line_173-processed-gene-0.5-mRNA-1_1&gene=genemark-flattened_line_173-processed-gene-0.5&CDS=1-609
3372	OG0003372	YOR116C	snap_masked-flattened_line_19-processed-gene-0.101-mRNA-1_1&gene=snap_masked-flattened_line_19-processed-gene-0.101&CDS=1-4371
3373	OG0003373	YOR118W	snap_masked-flattened_line_37-processed-gene-0.176-mRNA-1_1&gene=snap_masked-flattened_line_37-processed-gene-0.176&CDS=1-1692
3374	OG0003374	YOR119C	snap_masked-flattened_line_37-processed-gene-0.214-mRNA-1_1&gene=snap_masked-flattened_line_37-processed-gene-0.214&CDS=1-1380
3375	OG0003375	YOR122C	maker-flattened_line_23-snap-gene-0.85-mRNA-1_1&gene=maker-flattened_line_23-snap-gene-0.85&CDS=1-378
3376	OG0003376	YOR123C	snap_masked-flattened_line_23-processed-gene-0.60-mRNA-1_1&gene=snap_masked-flattened_line_23-processed-gene-0.60&CDS=1-1242
3377	OG0003377	YOR124C	snap_masked-flattened_line_23-processed-gene-0.58-mRNA-1_1&gene=snap_masked-flattened_line_23-processed-gene-0.58&CDS=1-3762
3378	OG0003378	YOR125C	snap_masked-flattened_line_0-processed-gene-4.51-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-4.51&CDS=1-774
3379	OG0003379	YOR128C	snap_masked-flattened_line_41-processed-gene-0.132-mRNA-1_1&gene=snap_masked-flattened_line_41-processed-gene-0.132&CDS=1-1689
3380	OG0003380	YOR129C	snap_masked-flattened_line_2-processed-gene-3.78-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-3.78&CDS=1-1932
3381	OG0003381	YOR130C	snap_masked-flattened_line_2-processed-gene-3.76-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-3.76&CDS=1-903
3382	OG0003382	YOR131C	maker-flattened_line_25-snap-gene-1.0-mRNA-1_1&gene=maker-flattened_line_25-snap-gene-1.0&CDS=1-651
3383	OG0003383	YOR132W	snap_masked-flattened_line_25-processed-gene-1.163-mRNA-1_1&gene=snap_masked-flattened_line_25-processed-gene-1.163&CDS=1-1617
3384	OG0003384	YOR136W	snap_masked-flattened_line_6-processed-gene-4.121-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-4.121&CDS=1-1107
3385	OG0003385	YOR138C	snap_masked-flattened_line_0-processed-gene-4.29-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-4.29&CDS=1-1995
3386	OG0003386	YOR141C	snap_masked-flattened_line_6-processed-gene-4.74-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-4.74&CDS=1-2250
3387	OG0003387	YOR142W	snap_masked-flattened_line_6-processed-gene-4.71-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-4.71&CDS=1-984
3388	OG0003388	YOR143C	augustus_masked-flattened_line_6-processed-gene-4.6-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-4.6&CDS=1-891
3389	OG0003389	YOR144C	snap_masked-flattened_line_6-processed-gene-4.73-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-4.73&CDS=1-2484
3390	OG0003390	YOR145C	snap_masked-flattened_line_6-processed-gene-4.75-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-4.75&CDS=1-795
3391	OG0003391	YOR148C	snap_masked-flattened_line_6-processed-gene-4.104-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-4.104&CDS=1-780
