	OrthologID	Lipomyces_starkeyi	Saccharomyces_cerevisiae
2991	OG0002991	maker-scaffold_7-augustus-gene-10.6-mRNA-1_1&gene=maker-scaffold_7-augustus-gene-10.6&CDS=1-4248	YPR049C
2992	OG0002992	maker-scaffold_7-augustus-gene-10.16-mRNA-1_1&gene=maker-scaffold_7-augustus-gene-10.16&CDS=1-2337	YBR094W
2993	OG0002993	augustus_masked-scaffold_7-processed-gene-10.144-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-10.144&CDS=1-2322	YOR233W
2994	OG0002994	genemark-scaffold_7-processed-gene-10.71-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-10.71&CDS=1-1821	YOR356W
2995	OG0002995	augustus_masked-scaffold_7-processed-gene-10.146-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-10.146&CDS=1-738	YER170W
2996	OG0002996	maker-scaffold_7-augustus-gene-10.17-mRNA-1_1&gene=maker-scaffold_7-augustus-gene-10.17&CDS=1-3192	YBL076C
2997	OG0002997	augustus_masked-scaffold_7-processed-gene-10.134-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-10.134&CDS=1-897	YOR100C
2998	OG0002998	augustus_masked-scaffold_7-processed-gene-10.149-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-10.149&CDS=1-1458	YOL072W
2999	OG0002999	augustus_masked-scaffold_7-processed-gene-11.0-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-11.0&CDS=1-2370	YBR080C
3000	OG0003000	maker-scaffold_7-augustus-gene-11.161-mRNA-1_1&gene=maker-scaffold_7-augustus-gene-11.161&CDS=1-2358	YLR397C
3001	OG0003001	augustus_masked-scaffold_7-processed-gene-11.1-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-11.1&CDS=1-1353	YDL238C
3002	OG0003002	maker-scaffold_7-augustus-gene-11.149-mRNA-1_1&gene=maker-scaffold_7-augustus-gene-11.149&CDS=1-1968	YLL021W
3003	OG0003003	maker-scaffold_7-augustus-gene-11.164-mRNA-1_1&gene=maker-scaffold_7-augustus-gene-11.164&CDS=1-1185	YJL210W
3004	OG0003004	genemark-scaffold_7-processed-gene-11.73-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-11.73&CDS=1-960	YGR284C
3005	OG0003005	maker-scaffold_7-augustus-gene-11.152-mRNA-1_1&gene=maker-scaffold_7-augustus-gene-11.152&CDS=1-3276	YFL025C
3006	OG0003006	snap_masked-scaffold_7-processed-gene-11.113-mRNA-1_1&gene=snap_masked-scaffold_7-processed-gene-11.113&CDS=1-573	YNL084C
3007	OG0003007	snap_masked-scaffold_7-processed-gene-11.136-mRNA-1_1&gene=snap_masked-scaffold_7-processed-gene-11.136&CDS=1-468	YIL065C
3008	OG0003008	maker-scaffold_7-augustus-gene-11.168-mRNA-1_1&gene=maker-scaffold_7-augustus-gene-11.168&CDS=1-2652	YNL082W
3009	OG0003009	snap_masked-scaffold_7-processed-gene-11.116-mRNA-1_1&gene=snap_masked-scaffold_7-processed-gene-11.116&CDS=1-1176	YJL155C
3010	OG0003010	genemark-scaffold_7-processed-gene-11.78-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-11.78&CDS=1-1956	YDL020C
3011	OG0003011	maker-scaffold_7-augustus-gene-11.169-mRNA-1_1&gene=maker-scaffold_7-augustus-gene-11.169&CDS=1-228	YLR099W-A
3012	OG0003012	genemark-scaffold_7-processed-gene-11.79-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-11.79&CDS=1-3876	YJR033C
3013	OG0003013	augustus_masked-scaffold_7-processed-gene-11.31-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-11.31&CDS=1-891	YFL028C
3014	OG0003014	augustus_masked-scaffold_7-processed-gene-11.18-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-11.18&CDS=1-840	YNL315C
3015	OG0003015	maker-scaffold_7-augustus-gene-11.159-mRNA-1_1&gene=maker-scaffold_7-augustus-gene-11.159&CDS=1-1491	YPR033C
3016	OG0003016	maker-scaffold_7-snap-gene-11.61-mRNA-1_1&gene=maker-scaffold_7-snap-gene-11.61&CDS=1-1305	YBR143C
3017	OG0003017	maker-scaffold_7-augustus-gene-12.64-mRNA-1_1&gene=maker-scaffold_7-augustus-gene-12.64&CDS=1-438	YOL127W
3018	OG0003018	augustus_masked-scaffold_7-processed-gene-12.158-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-12.158&CDS=1-345	YOL133W
3019	OG0003019	augustus_masked-scaffold_7-processed-gene-12.159-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-12.159&CDS=1-648	YNL316C
3020	OG0003020	augustus_masked-scaffold_7-processed-gene-12.185-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-12.185&CDS=1-1110	YGL225W
3021	OG0003021	snap_masked-scaffold_7-processed-gene-12.125-mRNA-1_1&gene=snap_masked-scaffold_7-processed-gene-12.125&CDS=1-2922	YGL238W
3022	OG0003022	augustus_masked-scaffold_7-processed-gene-12.187-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-12.187&CDS=1-1164	YMR203W
3023	OG0003023	augustus_masked-scaffold_7-processed-gene-12.188-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-12.188&CDS=1-1254	YDL090C
3024	OG0003024	augustus_masked-scaffold_7-processed-gene-12.165-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-12.165&CDS=1-1722	YER080W
3025	OG0003025	augustus_masked-scaffold_7-processed-gene-12.190-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-12.190&CDS=1-1833	YPR048W
3026	OG0003026	genemark-scaffold_7-processed-gene-12.10-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-12.10&CDS=1-738	YOR125C
3027	OG0003027	maker-scaffold_7-augustus-gene-12.76-mRNA-1_1&gene=maker-scaffold_7-augustus-gene-12.76&CDS=1-1398	YNR012W
3028	OG0003028	maker-scaffold_7-augustus-gene-12.77-mRNA-1_1&gene=maker-scaffold_7-augustus-gene-12.77&CDS=1-681	YDR405W
3029	OG0003029	augustus_masked-scaffold_7-processed-gene-12.167-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-12.167&CDS=1-669	YNL099C
3030	OG0003030	maker-scaffold_7-augustus-gene-12.79-mRNA-1_1&gene=maker-scaffold_7-augustus-gene-12.79&CDS=1-2328	YJL033W
3031	OG0003031	augustus_masked-scaffold_7-processed-gene-12.168-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-12.168&CDS=1-996	YOL080C
3032	OG0003032	maker-scaffold_7-augustus-gene-12.70-mRNA-1_1&gene=maker-scaffold_7-augustus-gene-12.70&CDS=1-432	YKR083C
3033	OG0003033	maker-scaffold_7-snap-gene-12.235-mRNA-1_1&gene=maker-scaffold_7-snap-gene-12.235&CDS=1-2430	YER125W
3034	OG0003034	augustus_masked-scaffold_7-processed-gene-12.199-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-12.199&CDS=1-504	YIR001C
3035	OG0003035	maker-scaffold_7-augustus-gene-12.84-mRNA-1_1&gene=maker-scaffold_7-augustus-gene-12.84&CDS=1-369	YER072W
3036	OG0003036	augustus_masked-scaffold_7-processed-gene-12.173-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-12.173&CDS=1-1233	YNL154C
3037	OG0003037	augustus_masked-scaffold_7-processed-gene-12.202-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-12.202&CDS=1-2544	YLR319C
3038	OG0003038	snap_masked-scaffold_7-processed-gene-12.142-mRNA-1_1&gene=snap_masked-scaffold_7-processed-gene-12.142&CDS=1-1503	YGR002C
3039	OG0003039	maker-scaffold_7-augustus-gene-12.86-mRNA-1_1&gene=maker-scaffold_7-augustus-gene-12.86&CDS=1-2931	YKR082W
3040	OG0003040	augustus_masked-scaffold_7-processed-gene-12.176-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-12.176&CDS=1-1236	YGR007W
3041	OG0003041	genemark-scaffold_7-processed-gene-12.52-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-12.52&CDS=1-3153	YGR178C
3042	OG0003042	maker-scaffold_7-augustus-gene-12.88-mRNA-1_1&gene=maker-scaffold_7-augustus-gene-12.88&CDS=1-2385	YOR112W
3043	OG0003043	augustus_masked-scaffold_7-processed-gene-12.208-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-12.208&CDS=1-912	YKR071C
3044	OG0003044	maker-scaffold_7-augustus-gene-12.89-mRNA-1_1&gene=maker-scaffold_7-augustus-gene-12.89&CDS=1-4206	YLR189C
3045	OG0003045	augustus_masked-scaffold_7-processed-gene-12.178-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-12.178&CDS=1-1137	YOR221C
3046	OG0003046	augustus_masked-scaffold_7-processed-gene-12.210-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-12.210&CDS=1-1077	YMR318C
3047	OG0003047	augustus_masked-scaffold_8-processed-gene-1.151-mRNA-1_1&gene=augustus_masked-scaffold_8-processed-gene-1.151&CDS=1-222	YDR079C-A
3048	OG0003048	augustus_masked-scaffold_8-processed-gene-1.136-mRNA-1_1&gene=augustus_masked-scaffold_8-processed-gene-1.136&CDS=1-369	YER112W
3049	OG0003049	augustus_masked-scaffold_8-processed-gene-1.152-mRNA-1_1&gene=augustus_masked-scaffold_8-processed-gene-1.152&CDS=1-978	YDL051W
3050	OG0003050	augustus_masked-scaffold_8-processed-gene-1.137-mRNA-1_1&gene=augustus_masked-scaffold_8-processed-gene-1.137&CDS=1-864	YBR011C
3051	OG0003051	maker-scaffold_8-augustus-gene-1.60-mRNA-1_1&gene=maker-scaffold_8-augustus-gene-1.60&CDS=1-1884	YJL085W
3052	OG0003052	augustus_masked-scaffold_8-processed-gene-1.140-mRNA-1_1&gene=augustus_masked-scaffold_8-processed-gene-1.140&CDS=1-1704	YNL115C
3053	OG0003053	snap_masked-scaffold_8-processed-gene-1.39-mRNA-1_1&gene=snap_masked-scaffold_8-processed-gene-1.39&CDS=1-2403	YDL116W
3054	OG0003054	maker-scaffold_8-augustus-gene-1.51-mRNA-1_1&gene=maker-scaffold_8-augustus-gene-1.51&CDS=1-1653	YHR037W
3055	OG0003055	maker-scaffold_8-augustus-gene-2.82-mRNA-1_1&gene=maker-scaffold_8-augustus-gene-2.82&CDS=1-2370	YNR058W
3056	OG0003056	augustus_masked-scaffold_8-processed-gene-2.94-mRNA-1_1&gene=augustus_masked-scaffold_8-processed-gene-2.94&CDS=1-1365	YAL062W
3057	OG0003057	maker-scaffold_8-augustus-gene-2.74-mRNA-1_1&gene=maker-scaffold_8-augustus-gene-2.74&CDS=1-2232	YJL201W
3058	OG0003058	maker-scaffold_8-augustus-gene-2.83-mRNA-1_1&gene=maker-scaffold_8-augustus-gene-2.83&CDS=1-549	YHR148W
3059	OG0003059	maker-scaffold_8-augustus-gene-2.75-mRNA-1_1&gene=maker-scaffold_8-augustus-gene-2.75&CDS=1-3006	YIR006C
3060	OG0003060	maker-scaffold_8-augustus-gene-2.84-mRNA-1_1&gene=maker-scaffold_8-augustus-gene-2.84&CDS=1-2334	YLR304C
3061	OG0003061	maker-scaffold_8-augustus-gene-2.86-mRNA-1_1&gene=maker-scaffold_8-augustus-gene-2.86&CDS=1-1290	YOL123W
3062	OG0003062	augustus_masked-scaffold_8-processed-gene-2.115-mRNA-1_1&gene=augustus_masked-scaffold_8-processed-gene-2.115&CDS=1-837	YBL086C
3063	OG0003063	maker-scaffold_8-augustus-gene-2.77-mRNA-1_1&gene=maker-scaffold_8-augustus-gene-2.77&CDS=1-483	YPL234C
3064	OG0003064	augustus_masked-scaffold_8-processed-gene-2.117-mRNA-1_1&gene=augustus_masked-scaffold_8-processed-gene-2.117&CDS=1-498	YMR022W
3065	OG0003065	augustus_masked-scaffold_8-processed-gene-2.118-mRNA-1_1&gene=augustus_masked-scaffold_8-processed-gene-2.118&CDS=1-1317	YGR285C
3066	OG0003066	augustus_masked-scaffold_8-processed-gene-2.104-mRNA-1_1&gene=augustus_masked-scaffold_8-processed-gene-2.104&CDS=1-1884	YHR202W
3067	OG0003067	maker-scaffold_8-augustus-gene-2.78-mRNA-1_1&gene=maker-scaffold_8-augustus-gene-2.78&CDS=1-1503	YCR077C
3068	OG0003068	augustus_masked-scaffold_8-processed-gene-2.107-mRNA-1_1&gene=augustus_masked-scaffold_8-processed-gene-2.107&CDS=1-900	YDR336W
3069	OG0003069	maker-scaffold_8-augustus-gene-2.89-mRNA-1_1&gene=maker-scaffold_8-augustus-gene-2.89&CDS=1-1134	YML008C
3070	OG0003070	augustus_masked-scaffold_8-processed-gene-2.108-mRNA-1_1&gene=augustus_masked-scaffold_8-processed-gene-2.108&CDS=1-6081	YBR136W
3071	OG0003071	augustus_masked-scaffold_8-processed-gene-2.109-mRNA-1_1&gene=augustus_masked-scaffold_8-processed-gene-2.109&CDS=1-1587	YOR310C
3072	OG0003072	augustus_masked-scaffold_8-processed-gene-2.126-mRNA-1_1&gene=augustus_masked-scaffold_8-processed-gene-2.126&CDS=1-1221	YOL061W
3073	OG0003073	snap_masked-scaffold_8-processed-gene-3.0-mRNA-1_1&gene=snap_masked-scaffold_8-processed-gene-3.0&CDS=1-1752	YFL002C
3074	OG0003074	augustus_masked-scaffold_8-processed-gene-3.109-mRNA-1_1&gene=augustus_masked-scaffold_8-processed-gene-3.109&CDS=1-867	YJR116W
3075	OG0003075	augustus_masked-scaffold_8-processed-gene-3.110-mRNA-1_1&gene=augustus_masked-scaffold_8-processed-gene-3.110&CDS=1-1032	YLR447C
3076	OG0003076	augustus_masked-scaffold_8-processed-gene-3.108-mRNA-1_1&gene=augustus_masked-scaffold_8-processed-gene-3.108&CDS=1-1218	YML071C
3077	OG0003077	augustus_masked-scaffold_8-processed-gene-3.111-mRNA-1_1&gene=augustus_masked-scaffold_8-processed-gene-3.111&CDS=1-711	YDR337W
3078	OG0003078	augustus_masked-scaffold_8-processed-gene-3.113-mRNA-1_1&gene=augustus_masked-scaffold_8-processed-gene-3.113&CDS=1-1350	YLL011W
3079	OG0003079	augustus_masked-scaffold_8-processed-gene-3.115-mRNA-1_1&gene=augustus_masked-scaffold_8-processed-gene-3.115&CDS=1-1548	YER168C
3080	OG0003080	maker-scaffold_8-augustus-gene-3.56-mRNA-1_1&gene=maker-scaffold_8-augustus-gene-3.56&CDS=1-504	YPR082C
3081	OG0003081	augustus_masked-scaffold_8-processed-gene-3.116-mRNA-1_1&gene=augustus_masked-scaffold_8-processed-gene-3.116&CDS=1-1827	YDR365C
3082	OG0003082	maker-scaffold_8-augustus-gene-3.45-mRNA-1_1&gene=maker-scaffold_8-augustus-gene-3.45&CDS=1-1368	YCR066W
3083	OG0003083	maker-scaffold_8-augustus-gene-3.57-mRNA-1_1&gene=maker-scaffold_8-augustus-gene-3.57&CDS=1-1494	YJL049W
3084	OG0003084	augustus_masked-scaffold_8-processed-gene-3.119-mRNA-1_1&gene=augustus_masked-scaffold_8-processed-gene-3.119&CDS=1-897	YGL050W
3085	OG0003085	maker-scaffold_8-augustus-gene-3.58-mRNA-1_1&gene=maker-scaffold_8-augustus-gene-3.58&CDS=1-2967	YOL021C
3086	OG0003086	maker-scaffold_8-augustus-gene-3.47-mRNA-1_1&gene=maker-scaffold_8-augustus-gene-3.47&CDS=1-1791	YMR223W
3087	OG0003087	maker-scaffold_8-augustus-gene-3.48-mRNA-1_1&gene=maker-scaffold_8-augustus-gene-3.48&CDS=1-705	YKL144C
3088	OG0003088	snap_masked-scaffold_8-processed-gene-3.15-mRNA-1_1&gene=snap_masked-scaffold_8-processed-gene-3.15&CDS=1-1149	YKR092C
3089	OG0003089	augustus_masked-scaffold_8-processed-gene-3.125-mRNA-1_1&gene=augustus_masked-scaffold_8-processed-gene-3.125&CDS=1-645	YNL036W
3090	OG0003090	snap_masked-scaffold_8-processed-gene-3.36-mRNA-1_1&gene=snap_masked-scaffold_8-processed-gene-3.36&CDS=1-2076	YOR181W
3091	OG0003091	maker-scaffold_8-augustus-gene-3.63-mRNA-1_1&gene=maker-scaffold_8-augustus-gene-3.63&CDS=1-1884	YOR254C
3092	OG0003092	augustus_masked-scaffold_8-processed-gene-3.142-mRNA-1_1&gene=augustus_masked-scaffold_8-processed-gene-3.142&CDS=1-681	YJR123W
3093	OG0003093	maker-scaffold_8-augustus-gene-3.51-mRNA-1_1&gene=maker-scaffold_8-augustus-gene-3.51&CDS=1-2286	YLL008W
3094	OG0003094	maker-scaffold_8-augustus-gene-3.52-mRNA-1_1&gene=maker-scaffold_8-augustus-gene-3.52&CDS=1-4692	YOR093C
3095	OG0003095	augustus_masked-scaffold_8-processed-gene-3.130-mRNA-1_1&gene=augustus_masked-scaffold_8-processed-gene-3.130&CDS=1-1566	YML086C
3096	OG0003096	augustus_masked-scaffold_8-processed-gene-4.95-mRNA-1_1&gene=augustus_masked-scaffold_8-processed-gene-4.95&CDS=1-1842	YLR172C
3097	OG0003097	maker-scaffold_8-augustus-gene-4.2-mRNA-1_1&gene=maker-scaffold_8-augustus-gene-4.2&CDS=1-1968	YDR108W
3098	OG0003098	snap_masked-scaffold_8-processed-gene-4.30-mRNA-1_1&gene=snap_masked-scaffold_8-processed-gene-4.30&CDS=1-1674	YMR250W
3099	OG0003099	maker-scaffold_8-augustus-gene-4.3-mRNA-1_1&gene=maker-scaffold_8-augustus-gene-4.3&CDS=1-2232	YFR009W
3100	OG0003100	maker-scaffold_8-augustus-gene-4.19-mRNA-1_1&gene=maker-scaffold_8-augustus-gene-4.19&CDS=1-891	YLR208W
3101	OG0003101	maker-scaffold_8-augustus-gene-4.4-mRNA-1_1&gene=maker-scaffold_8-augustus-gene-4.4&CDS=1-3939	YML104C
3102	OG0003102	maker-scaffold_8-augustus-gene-4.6-mRNA-1_1&gene=maker-scaffold_8-augustus-gene-4.6&CDS=1-363	YOL005C
3103	OG0003103	maker-scaffold_8-augustus-gene-4.20-mRNA-1_1&gene=maker-scaffold_8-augustus-gene-4.20&CDS=1-2475	YBL097W
3104	OG0003104	maker-scaffold_8-augustus-gene-4.7-mRNA-1_1&gene=maker-scaffold_8-augustus-gene-4.7&CDS=1-2997	YDL206W
3105	OG0003105	genemark-scaffold_8-processed-gene-4.143-mRNA-1_1&gene=genemark-scaffold_8-processed-gene-4.143&CDS=1-351	YJL179W
3106	OG0003106	maker-scaffold_8-augustus-gene-4.10-mRNA-1_1&gene=maker-scaffold_8-augustus-gene-4.10&CDS=1-2229	YMR224C
3107	OG0003107	maker-scaffold_8-augustus-gene-4.26-mRNA-1_1&gene=maker-scaffold_8-augustus-gene-4.26&CDS=1-675	YNR017W
3108	OG0003108	augustus_masked-scaffold_8-processed-gene-5.0-mRNA-1_1&gene=augustus_masked-scaffold_8-processed-gene-5.0&CDS=1-423	YBR254C
3109	OG0003109	maker-scaffold_8-augustus-gene-5.141-mRNA-1_1&gene=maker-scaffold_8-augustus-gene-5.141&CDS=1-1047	YNL141W
3110	OG0003110	augustus_masked-scaffold_8-processed-gene-5.3-mRNA-1_1&gene=augustus_masked-scaffold_8-processed-gene-5.3&CDS=1-6702	YNR016C
3111	OG0003111	maker-scaffold_8-augustus-gene-5.152-mRNA-1_1&gene=maker-scaffold_8-augustus-gene-5.152&CDS=1-3846	YOR373W
3112	OG0003112	augustus_masked-scaffold_8-processed-gene-5.19-mRNA-1_1&gene=augustus_masked-scaffold_8-processed-gene-5.19&CDS=1-3210	YOL086W-A
3113	OG0003113	snap_masked-scaffold_8-processed-gene-5.125-mRNA-1_1&gene=snap_masked-scaffold_8-processed-gene-5.125&CDS=1-672	YKL041W
3114	OG0003114	augustus_masked-scaffold_8-processed-gene-5.5-mRNA-1_1&gene=augustus_masked-scaffold_8-processed-gene-5.5&CDS=1-2163	YPL128C
3115	OG0003115	augustus_masked-scaffold_8-processed-gene-5.22-mRNA-1_1&gene=augustus_masked-scaffold_8-processed-gene-5.22&CDS=1-807	YAL034W-A
3116	OG0003116	maker-scaffold_8-snap-gene-5.40-mRNA-1_1&gene=maker-scaffold_8-snap-gene-5.40&CDS=1-438	YOR369C
3117	OG0003117	augustus_masked-scaffold_8-processed-gene-5.23-mRNA-1_1&gene=augustus_masked-scaffold_8-processed-gene-5.23&CDS=1-864	YOR340C
3118	OG0003118	augustus_masked-scaffold_8-processed-gene-5.7-mRNA-1_1&gene=augustus_masked-scaffold_8-processed-gene-5.7&CDS=1-2823	YAL025C
3119	OG0003119	maker-scaffold_8-augustus-gene-5.147-mRNA-1_1&gene=maker-scaffold_8-augustus-gene-5.147&CDS=1-759	YDR381W
3120	OG0003120	augustus_masked-scaffold_8-processed-gene-5.24-mRNA-1_1&gene=augustus_masked-scaffold_8-processed-gene-5.24&CDS=1-3306	YNL094W
3121	OG0003121	augustus_masked-scaffold_8-processed-gene-5.10-mRNA-1_1&gene=augustus_masked-scaffold_8-processed-gene-5.10&CDS=1-1146	YNL177C
3122	OG0003122	augustus_masked-scaffold_8-processed-gene-5.25-mRNA-1_1&gene=augustus_masked-scaffold_8-processed-gene-5.25&CDS=1-3078	YNL192W
3123	OG0003123	maker-scaffold_8-snap-gene-5.52-mRNA-1_1&gene=maker-scaffold_8-snap-gene-5.52&CDS=1-525	YPR073C
3124	OG0003124	snap_masked-scaffold_8-processed-gene-5.133-mRNA-1_1&gene=snap_masked-scaffold_8-processed-gene-5.133&CDS=1-1749	YKL029C
3125	OG0003125	snap_masked-scaffold_8-processed-gene-5.134-mRNA-1_1&gene=snap_masked-scaffold_8-processed-gene-5.134&CDS=1-1476	YOR123C
3126	OG0003126	maker-scaffold_8-augustus-gene-5.158-mRNA-1_1&gene=maker-scaffold_8-augustus-gene-5.158&CDS=1-3966	YJL095W
3127	OG0003127	maker-scaffold_8-augustus-gene-5.150-mRNA-1_1&gene=maker-scaffold_8-augustus-gene-5.150&CDS=1-552	YBL057C
3128	OG0003128	maker-scaffold_8-snap-gene-5.57-mRNA-1_1&gene=maker-scaffold_8-snap-gene-5.57&CDS=1-747	YGR147C
3129	OG0003129	genemark-scaffold_8-processed-gene-5.76-mRNA-1_1&gene=genemark-scaffold_8-processed-gene-5.76&CDS=1-1437	YHR002W
3130	OG0003130	maker-scaffold_8-augustus-gene-6.107-mRNA-1_1&gene=maker-scaffold_8-augustus-gene-6.107&CDS=1-1650	YJR064W
3131	OG0003131	maker-scaffold_8-augustus-gene-6.108-mRNA-1_1&gene=maker-scaffold_8-augustus-gene-6.108&CDS=1-1206	YBR199W
3132	OG0003132	maker-scaffold_8-augustus-gene-6.98-mRNA-1_1&gene=maker-scaffold_8-augustus-gene-6.98&CDS=1-1206	YHR201C
3133	OG0003133	maker-scaffold_8-augustus-gene-6.110-mRNA-1_1&gene=maker-scaffold_8-augustus-gene-6.110&CDS=1-582	YDL217C
3134	OG0003134	genemark-scaffold_8-processed-gene-6.23-mRNA-1_1&gene=genemark-scaffold_8-processed-gene-6.23&CDS=1-452	YKL067W
3135	OG0003135	maker-scaffold_8-augustus-gene-6.112-mRNA-1_1&gene=maker-scaffold_8-augustus-gene-6.112&CDS=1-447	YHR051W
3136	OG0003136	augustus_masked-scaffold_8-processed-gene-6.67-mRNA-1_1&gene=augustus_masked-scaffold_8-processed-gene-6.67&CDS=1-975	YJL196C
3137	OG0003137	augustus_masked-scaffold_8-processed-gene-6.88-mRNA-1_1&gene=augustus_masked-scaffold_8-processed-gene-6.88&CDS=1-2085	YML127W
3138	OG0003138	augustus_masked-scaffold_8-processed-gene-6.70-mRNA-1_1&gene=augustus_masked-scaffold_8-processed-gene-6.70&CDS=1-483	YOR150W
3139	OG0003139	maker-scaffold_8-augustus-gene-6.102-mRNA-1_1&gene=maker-scaffold_8-augustus-gene-6.102&CDS=1-1320	YBR166C
3140	OG0003140	maker-scaffold_8-augustus-gene-6.103-mRNA-1_1&gene=maker-scaffold_8-augustus-gene-6.103&CDS=1-1686	YNL112W
3141	OG0003141	augustus_masked-scaffold_8-processed-gene-6.74-mRNA-1_1&gene=augustus_masked-scaffold_8-processed-gene-6.74&CDS=1-2409	YMR098C
3142	OG0003142	maker-scaffold_8-augustus-gene-6.116-mRNA-1_1&gene=maker-scaffold_8-augustus-gene-6.116&CDS=1-1776	YNL218W
3143	OG0003143	maker-scaffold_8-augustus-gene-6.117-mRNA-1_1&gene=maker-scaffold_8-augustus-gene-6.117&CDS=1-435	YDL235C
3144	OG0003144	maker-scaffold_8-augustus-gene-6.106-mRNA-1_1&gene=maker-scaffold_8-augustus-gene-6.106&CDS=1-1878	YBL035C
3145	OG0003145	augustus_masked-scaffold_8-processed-gene-7.125-mRNA-1_1&gene=augustus_masked-scaffold_8-processed-gene-7.125&CDS=1-2022	YKR034W
3146	OG0003146	augustus_masked-scaffold_8-processed-gene-7.124-mRNA-1_1&gene=augustus_masked-scaffold_8-processed-gene-7.124&CDS=1-984	YOR091W
3147	OG0003147	snap_masked-scaffold_8-processed-gene-7.2-mRNA-1_1&gene=snap_masked-scaffold_8-processed-gene-7.2&CDS=1-624	YKL117W
3148	OG0003148	maker-scaffold_8-augustus-gene-7.88-mRNA-1_1&gene=maker-scaffold_8-augustus-gene-7.88&CDS=1-2808	YMR268C
3149	OG0003149	maker-scaffold_8-augustus-gene-7.89-mRNA-1_1&gene=maker-scaffold_8-augustus-gene-7.89&CDS=1-1716	YBR043C
3150	OG0003150	maker-scaffold_8-augustus-gene-7.82-mRNA-1_1&gene=maker-scaffold_8-augustus-gene-7.82&CDS=1-2604	YCL030C
3151	OG0003151	augustus_masked-scaffold_8-processed-gene-7.147-mRNA-1_1&gene=augustus_masked-scaffold_8-processed-gene-7.147&CDS=1-741	YPL002C
3152	OG0003152	augustus_masked-scaffold_8-processed-gene-7.131-mRNA-1_1&gene=augustus_masked-scaffold_8-processed-gene-7.131&CDS=1-684	YHR128W
3153	OG0003153	augustus_masked-scaffold_8-processed-gene-7.132-mRNA-1_1&gene=augustus_masked-scaffold_8-processed-gene-7.132&CDS=1-1227	YPL227C
3154	OG0003154	maker-scaffold_8-augustus-gene-7.92-mRNA-1_1&gene=maker-scaffold_8-augustus-gene-7.92&CDS=1-717	YER120W
3155	OG0003155	augustus_masked-scaffold_8-processed-gene-7.152-mRNA-1_1&gene=augustus_masked-scaffold_8-processed-gene-7.152&CDS=1-1611	YGR124W
3156	OG0003156	augustus_masked-scaffold_8-processed-gene-7.153-mRNA-1_1&gene=augustus_masked-scaffold_8-processed-gene-7.153&CDS=1-951	YDL065C
3157	OG0003157	augustus_masked-scaffold_8-processed-gene-7.136-mRNA-1_1&gene=augustus_masked-scaffold_8-processed-gene-7.136&CDS=1-474	YDL064W
3158	OG0003158	maker-scaffold_8-augustus-gene-7.96-mRNA-1_1&gene=maker-scaffold_8-augustus-gene-7.96&CDS=1-1623	YCL039W
3159	OG0003159	augustus_masked-scaffold_8-processed-gene-7.138-mRNA-1_1&gene=augustus_masked-scaffold_8-processed-gene-7.138&CDS=1-930	YCL009C
3160	OG0003160	augustus_masked-scaffold_8-processed-gene-7.156-mRNA-1_1&gene=augustus_masked-scaffold_8-processed-gene-7.156&CDS=1-1350	YBL091C
3161	OG0003161	maker-scaffold_8-augustus-gene-7.97-mRNA-1_1&gene=maker-scaffold_8-augustus-gene-7.97&CDS=1-1845	YDL185W
3162	OG0003162	augustus_masked-scaffold_8-processed-gene-7.140-mRNA-1_1&gene=augustus_masked-scaffold_8-processed-gene-7.140&CDS=1-2109	YHR074W
