	OrthologID	Ogataea_parapolymorpha	Saccharomyces_cerevisiae
2440	OG0002440	augustus_masked-NC_027864.1-processed-gene-11.70-mRNA-1_1&gene=augustus_masked-NC_027864.1-processed-gene-11.70&CDS=1-2295	YER091C
2441	OG0002441	maker-NC_027864.1-augustus-gene-11.7-mRNA-1_1&gene=maker-NC_027864.1-augustus-gene-11.7&CDS=1-1029	YBL058W
2442	OG0002442	augustus_masked-NC_027864.1-processed-gene-11.72-mRNA-1_1&gene=augustus_masked-NC_027864.1-processed-gene-11.72&CDS=1-1551	YER090W
2443	OG0002443	augustus_masked-NC_027864.1-processed-gene-11.121-mRNA-1_1&gene=augustus_masked-NC_027864.1-processed-gene-11.121&CDS=1-1242	YGL196W
2444	OG0002444	augustus_masked-NC_027865.1-processed-gene-0.126-mRNA-1_1&gene=augustus_masked-NC_027865.1-processed-gene-0.126&CDS=1-1215	YBR120C
2445	OG0002445	genemark-NC_027865.1-processed-gene-0.49-mRNA-1_1&gene=genemark-NC_027865.1-processed-gene-0.49&CDS=1-2040	YCL057W
2446	OG0002446	augustus_masked-NC_027865.1-processed-gene-0.127-mRNA-1_1&gene=augustus_masked-NC_027865.1-processed-gene-0.127&CDS=1-1434	YNL272C
2447	OG0002447	augustus_masked-NC_027865.1-processed-gene-0.155-mRNA-1_1&gene=augustus_masked-NC_027865.1-processed-gene-0.155&CDS=1-1314	YGR166W
2448	OG0002448	augustus_masked-NC_027865.1-processed-gene-0.129-mRNA-1_1&gene=augustus_masked-NC_027865.1-processed-gene-0.129&CDS=1-1830	YGL203C
2449	OG0002449	augustus_masked-NC_027865.1-processed-gene-0.130-mRNA-1_1&gene=augustus_masked-NC_027865.1-processed-gene-0.130&CDS=1-429	YGR174C
2450	OG0002450	augustus_masked-NC_027865.1-processed-gene-0.156-mRNA-1_1&gene=augustus_masked-NC_027865.1-processed-gene-0.156&CDS=1-477	YJL024C
2451	OG0002451	augustus_masked-NC_027865.1-processed-gene-0.157-mRNA-1_1&gene=augustus_masked-NC_027865.1-processed-gene-0.157&CDS=1-3318	YDR291W
2452	OG0002452	augustus_masked-NC_027865.1-processed-gene-0.158-mRNA-1_1&gene=augustus_masked-NC_027865.1-processed-gene-0.158&CDS=1-909	YJR007W
2453	OG0002453	augustus_masked-NC_027865.1-processed-gene-0.134-mRNA-1_1&gene=augustus_masked-NC_027865.1-processed-gene-0.134&CDS=1-1473	YFR010W
2454	OG0002454	maker-NC_027865.1-augustus-gene-0.3-mRNA-1_1&gene=maker-NC_027865.1-augustus-gene-0.3&CDS=1-1170	YGL200C
2455	OG0002455	augustus_masked-NC_027865.1-processed-gene-0.135-mRNA-1_1&gene=augustus_masked-NC_027865.1-processed-gene-0.135&CDS=1-618	YDL018C
2456	OG0002456	augustus_masked-NC_027865.1-processed-gene-0.160-mRNA-1_1&gene=augustus_masked-NC_027865.1-processed-gene-0.160&CDS=1-1938	YAL022C
2457	OG0002457	augustus_masked-NC_027865.1-processed-gene-0.136-mRNA-1_1&gene=augustus_masked-NC_027865.1-processed-gene-0.136&CDS=1-513	YPR067W
2458	OG0002458	augustus_masked-NC_027865.1-processed-gene-0.138-mRNA-1_1&gene=augustus_masked-NC_027865.1-processed-gene-0.138&CDS=1-1086	YPL060W
2459	OG0002459	augustus_masked-NC_027865.1-processed-gene-1.23-mRNA-1_1&gene=augustus_masked-NC_027865.1-processed-gene-1.23&CDS=1-528	YDL046W
2460	OG0002460	augustus_masked-NC_027865.1-processed-gene-1.29-mRNA-1_1&gene=augustus_masked-NC_027865.1-processed-gene-1.29&CDS=1-3774	YMR109W
2461	OG0002461	augustus_masked-NC_027865.1-processed-gene-1.49-mRNA-1_1&gene=augustus_masked-NC_027865.1-processed-gene-1.49&CDS=1-2271	YCR090C
2462	OG0002462	snap_masked-NC_027865.1-processed-gene-1.105-mRNA-1_1&gene=snap_masked-NC_027865.1-processed-gene-1.105&CDS=1-2919	YCR092C
2463	OG0002463	maker-NC_027865.1-augustus-gene-1.1-mRNA-1_1&gene=maker-NC_027865.1-augustus-gene-1.1&CDS=1-2010	YEL013W
2464	OG0002464	augustus_masked-NC_027865.1-processed-gene-1.34-mRNA-1_1&gene=augustus_masked-NC_027865.1-processed-gene-1.34&CDS=1-2310	YDR421W
2465	OG0002465	augustus_masked-NC_027865.1-processed-gene-1.55-mRNA-1_1&gene=augustus_masked-NC_027865.1-processed-gene-1.55&CDS=1-567	YDR454C
2466	OG0002466	augustus_masked-NC_027865.1-processed-gene-1.36-mRNA-1_1&gene=augustus_masked-NC_027865.1-processed-gene-1.36&CDS=1-1917	YDR456W
2467	OG0002467	genemark-NC_027865.1-processed-gene-1.173-mRNA-1_1&gene=genemark-NC_027865.1-processed-gene-1.173&CDS=1-1683	YML031W
2468	OG0002468	augustus_masked-NC_027865.1-processed-gene-1.37-mRNA-1_1&gene=augustus_masked-NC_027865.1-processed-gene-1.37&CDS=1-1164	YML032C
2469	OG0002469	augustus_masked-NC_027865.1-processed-gene-1.38-mRNA-1_1&gene=augustus_masked-NC_027865.1-processed-gene-1.38&CDS=1-564	YJL004C
2470	OG0002470	augustus_masked-NC_027865.1-processed-gene-1.57-mRNA-1_1&gene=augustus_masked-NC_027865.1-processed-gene-1.57&CDS=1-1410	YOR250C
2471	OG0002471	snap_masked-NC_027865.1-processed-gene-1.95-mRNA-1_1&gene=snap_masked-NC_027865.1-processed-gene-1.95&CDS=1-546	YKR020W
2472	OG0002472	snap_masked-NC_027865.1-processed-gene-1.96-mRNA-1_1&gene=snap_masked-NC_027865.1-processed-gene-1.96&CDS=1-1800	YBR102C
2473	OG0002473	augustus_masked-NC_027865.1-processed-gene-1.59-mRNA-1_1&gene=augustus_masked-NC_027865.1-processed-gene-1.59&CDS=1-2325	YDR158W
2474	OG0002474	augustus_masked-NC_027865.1-processed-gene-1.62-mRNA-1_1&gene=augustus_masked-NC_027865.1-processed-gene-1.62&CDS=1-1335	YNR050C
2475	OG0002475	augustus_masked-NC_027865.1-processed-gene-1.42-mRNA-1_1&gene=augustus_masked-NC_027865.1-processed-gene-1.42&CDS=1-1329	YGL065C
2476	OG0002476	genemark-NC_027865.1-processed-gene-1.183-mRNA-1_1&gene=genemark-NC_027865.1-processed-gene-1.183&CDS=1-4311	YFL033C
2477	OG0002477	augustus_masked-NC_027865.1-processed-gene-1.65-mRNA-1_1&gene=augustus_masked-NC_027865.1-processed-gene-1.65&CDS=1-879	YJL145W
2478	OG0002478	snap_masked-NC_027865.1-processed-gene-1.100-mRNA-1_1&gene=snap_masked-NC_027865.1-processed-gene-1.100&CDS=1-753	YFL045C
2479	OG0002479	augustus_masked-NC_027865.1-processed-gene-1.66-mRNA-1_1&gene=augustus_masked-NC_027865.1-processed-gene-1.66&CDS=1-588	YFL046W
2480	OG0002480	augustus_masked-NC_027865.1-processed-gene-1.67-mRNA-1_1&gene=augustus_masked-NC_027865.1-processed-gene-1.67&CDS=1-945	YBR187W
2481	OG0002481	augustus_masked-NC_027865.1-processed-gene-1.69-mRNA-1_1&gene=augustus_masked-NC_027865.1-processed-gene-1.69&CDS=1-1521	YDR256C
2482	OG0002482	augustus_masked-NC_027865.1-processed-gene-1.45-mRNA-1_1&gene=augustus_masked-NC_027865.1-processed-gene-1.45&CDS=1-243	YKR095W-A
2483	OG0002483	augustus_masked-NC_027865.1-processed-gene-1.70-mRNA-1_1&gene=augustus_masked-NC_027865.1-processed-gene-1.70&CDS=1-1569	YJL153C
2484	OG0002484	augustus_masked-NC_027865.1-processed-gene-1.72-mRNA-1_1&gene=augustus_masked-NC_027865.1-processed-gene-1.72&CDS=1-1083	YDR354W
2485	OG0002485	maker-NC_027865.1-snap-gene-1.10-mRNA-1_1&gene=maker-NC_027865.1-snap-gene-1.10&CDS=1-1563	YHR107C
2486	OG0002486	augustus_masked-NC_027865.1-processed-gene-2.139-mRNA-1_1&gene=augustus_masked-NC_027865.1-processed-gene-2.139&CDS=1-735	YER072W
2487	OG0002487	augustus_masked-NC_027865.1-processed-gene-2.140-mRNA-1_1&gene=augustus_masked-NC_027865.1-processed-gene-2.140&CDS=1-2268	YIL068C
2488	OG0002488	augustus_masked-NC_027865.1-processed-gene-2.141-mRNA-1_1&gene=augustus_masked-NC_027865.1-processed-gene-2.141&CDS=1-1596	YJL088W
2489	OG0002489	augustus_masked-NC_027865.1-processed-gene-2.136-mRNA-1_1&gene=augustus_masked-NC_027865.1-processed-gene-2.136&CDS=1-978	YNR003C
2490	OG0002490	augustus_masked-NC_027865.1-processed-gene-2.143-mRNA-1_1&gene=augustus_masked-NC_027865.1-processed-gene-2.143&CDS=1-3504	YDR359C
2491	OG0002491	snap_masked-NC_027865.1-processed-gene-2.67-mRNA-1_1&gene=snap_masked-NC_027865.1-processed-gene-2.67&CDS=1-192	YDR363W-A
2492	OG0002492	snap_masked-NC_027865.1-processed-gene-2.75-mRNA-1_1&gene=snap_masked-NC_027865.1-processed-gene-2.75&CDS=1-1278	YOR117W
2493	OG0002493	augustus_masked-NC_027865.1-processed-gene-2.166-mRNA-1_1&gene=augustus_masked-NC_027865.1-processed-gene-2.166&CDS=1-1464	YDR364C
2494	OG0002494	maker-NC_027865.1-augustus-gene-2.193-mRNA-1_1&gene=maker-NC_027865.1-augustus-gene-2.193&CDS=1-816	YDR361C
2495	OG0002495	augustus_masked-NC_027865.1-processed-gene-2.146-mRNA-1_1&gene=augustus_masked-NC_027865.1-processed-gene-2.146&CDS=1-4407	YOR116C
2496	OG0002496	augustus_masked-NC_027865.1-processed-gene-2.167-mRNA-1_1&gene=augustus_masked-NC_027865.1-processed-gene-2.167&CDS=1-939	YDR262W
2497	OG0002497	augustus_masked-NC_027865.1-processed-gene-2.168-mRNA-1_1&gene=augustus_masked-NC_027865.1-processed-gene-2.168&CDS=1-3069	YLR077W
2498	OG0002498	augustus_masked-NC_027865.1-processed-gene-2.169-mRNA-1_1&gene=augustus_masked-NC_027865.1-processed-gene-2.169&CDS=1-3009	YJR035W
2499	OG0002499	genemark-NC_027865.1-processed-gene-2.39-mRNA-1_1&gene=genemark-NC_027865.1-processed-gene-2.39&CDS=1-324	YJR034W
2500	OG0002500	augustus_masked-NC_027865.1-processed-gene-2.150-mRNA-1_1&gene=augustus_masked-NC_027865.1-processed-gene-2.150&CDS=1-4116	YJR033C
2501	OG0002501	maker-NC_027865.1-snap-gene-2.130-mRNA-1_1&gene=maker-NC_027865.1-snap-gene-2.130&CDS=1-846	YGR132C
2502	OG0002502	augustus_masked-NC_027865.1-processed-gene-2.172-mRNA-1_1&gene=augustus_masked-NC_027865.1-processed-gene-2.172&CDS=1-756	YGR135W
2503	OG0002503	augustus_masked-NC_027865.1-processed-gene-2.173-mRNA-1_1&gene=augustus_masked-NC_027865.1-processed-gene-2.173&CDS=1-522	YGL068W
2504	OG0002504	augustus_masked-NC_027865.1-processed-gene-2.152-mRNA-1_1&gene=augustus_masked-NC_027865.1-processed-gene-2.152&CDS=1-312	YGL070C
2505	OG0002505	augustus_masked-NC_027865.1-processed-gene-2.175-mRNA-1_1&gene=augustus_masked-NC_027865.1-processed-gene-2.175&CDS=1-2775	YDL031W
2506	OG0002506	snap_masked-NC_027865.1-processed-gene-2.107-mRNA-1_1&gene=snap_masked-NC_027865.1-processed-gene-2.107&CDS=1-1293	YOL123W
2507	OG0002507	augustus_masked-NC_027865.1-processed-gene-2.153-mRNA-1_1&gene=augustus_masked-NC_027865.1-processed-gene-2.153&CDS=1-1302	YOL124C
2508	OG0002508	snap_masked-NC_027865.1-processed-gene-2.85-mRNA-1_1&gene=snap_masked-NC_027865.1-processed-gene-2.85&CDS=1-573	YGR078C
2509	OG0002509	augustus_masked-NC_027865.1-processed-gene-2.178-mRNA-1_1&gene=augustus_masked-NC_027865.1-processed-gene-2.178&CDS=1-840	YOL073C
2510	OG0002510	augustus_masked-NC_027865.1-processed-gene-2.155-mRNA-1_1&gene=augustus_masked-NC_027865.1-processed-gene-2.155&CDS=1-1950	YGR077C
2511	OG0002511	augustus_masked-NC_027865.1-processed-gene-2.179-mRNA-1_1&gene=augustus_masked-NC_027865.1-processed-gene-2.179&CDS=1-2775	YGL201C
2512	OG0002512	augustus_masked-NC_027865.1-processed-gene-2.156-mRNA-1_1&gene=augustus_masked-NC_027865.1-processed-gene-2.156&CDS=1-1626	YNL308C
2513	OG0002513	augustus_masked-NC_027865.1-processed-gene-2.180-mRNA-1_1&gene=augustus_masked-NC_027865.1-processed-gene-2.180&CDS=1-915	YGL224C
2514	OG0002514	genemark-NC_027865.1-processed-gene-2.51-mRNA-1_1&gene=genemark-NC_027865.1-processed-gene-2.51&CDS=1-6129	YFR019W
2515	OG0002515	augustus_masked-NC_027865.1-processed-gene-2.182-mRNA-1_1&gene=augustus_masked-NC_027865.1-processed-gene-2.182&CDS=1-513	YDR156W
2516	OG0002516	augustus_masked-NC_027865.1-processed-gene-2.159-mRNA-1_1&gene=augustus_masked-NC_027865.1-processed-gene-2.159&CDS=1-312	YDR115W
2517	OG0002517	augustus_masked-NC_027865.1-processed-gene-2.183-mRNA-1_1&gene=augustus_masked-NC_027865.1-processed-gene-2.183&CDS=1-789	YLR137W
2518	OG0002518	maker-NC_027865.1-snap-gene-2.133-mRNA-1_1&gene=maker-NC_027865.1-snap-gene-2.133&CDS=1-3285	YMR165C
2519	OG0002519	augustus_masked-NC_027865.1-processed-gene-2.160-mRNA-1_1&gene=augustus_masked-NC_027865.1-processed-gene-2.160&CDS=1-1770	YDR037W
2520	OG0002520	augustus_masked-NC_027865.1-processed-gene-2.186-mRNA-1_1&gene=augustus_masked-NC_027865.1-processed-gene-2.186&CDS=1-897	YBR061C
2521	OG0002521	augustus_masked-NC_027865.1-processed-gene-2.161-mRNA-1_1&gene=augustus_masked-NC_027865.1-processed-gene-2.161&CDS=1-825	YDR041W
2522	OG0002522	augustus_masked-NC_027865.1-processed-gene-2.187-mRNA-1_1&gene=augustus_masked-NC_027865.1-processed-gene-2.187&CDS=1-468	YBR062C
2523	OG0002523	maker-NC_027865.1-snap-gene-2.128-mRNA-1_1&gene=maker-NC_027865.1-snap-gene-2.128&CDS=1-456	YPR062W
2524	OG0002524	snap_masked-NC_027865.1-processed-gene-2.95-mRNA-1_1&gene=snap_masked-NC_027865.1-processed-gene-2.95&CDS=1-357	YIR009W
2525	OG0002525	snap_masked-NC_027865.1-processed-gene-2.120-mRNA-1_1&gene=snap_masked-NC_027865.1-processed-gene-2.120&CDS=1-930	YJR008W
2526	OG0002526	snap_masked-NC_027865.1-processed-gene-2.122-mRNA-1_1&gene=snap_masked-NC_027865.1-processed-gene-2.122&CDS=1-996	YBR141C
2527	OG0002527	augustus_masked-NC_027865.1-processed-gene-2.163-mRNA-1_1&gene=augustus_masked-NC_027865.1-processed-gene-2.163&CDS=1-2115	YBR142W
2528	OG0002528	augustus_masked-NC_027865.1-processed-gene-2.190-mRNA-1_1&gene=augustus_masked-NC_027865.1-processed-gene-2.190&CDS=1-1296	YBR143C
2529	OG0002529	augustus_masked-NC_027865.1-processed-gene-2.164-mRNA-1_1&gene=augustus_masked-NC_027865.1-processed-gene-2.164&CDS=1-1413	YGR083C
2530	OG0002530	augustus_masked-NC_027865.1-processed-gene-2.191-mRNA-1_1&gene=augustus_masked-NC_027865.1-processed-gene-2.191&CDS=1-1845	YOR014W
2531	OG0002531	maker-NC_027865.1-augustus-gene-2.201-mRNA-1_1&gene=maker-NC_027865.1-augustus-gene-2.201&CDS=1-564	YLR251W
2532	OG0002532	snap_masked-NC_027865.1-processed-gene-3.69-mRNA-1_1&gene=snap_masked-NC_027865.1-processed-gene-3.69&CDS=1-1743	YEL062W
2533	OG0002533	augustus_masked-NC_027865.1-processed-gene-3.47-mRNA-1_1&gene=augustus_masked-NC_027865.1-processed-gene-3.47&CDS=1-909	YEL019C
2534	OG0002534	maker-NC_027865.1-snap-gene-3.10-mRNA-1_1&gene=maker-NC_027865.1-snap-gene-3.10&CDS=1-267	YEL020W-A
2535	OG0002535	augustus_masked-NC_027865.1-processed-gene-3.46-mRNA-1_1&gene=augustus_masked-NC_027865.1-processed-gene-3.46&CDS=1-789	YEL021W
2536	OG0002536	augustus_masked-NC_027865.1-processed-gene-3.50-mRNA-1_1&gene=augustus_masked-NC_027865.1-processed-gene-3.50&CDS=1-3639	YGL238W
2537	OG0002537	augustus_masked-NC_027865.1-processed-gene-3.60-mRNA-1_1&gene=augustus_masked-NC_027865.1-processed-gene-3.60&CDS=1-3345	YGL236C
2538	OG0002538	augustus_masked-NC_027865.1-processed-gene-3.51-mRNA-1_1&gene=augustus_masked-NC_027865.1-processed-gene-3.51&CDS=1-1065	YMR024W
2539	OG0002539	genemark-NC_027865.1-processed-gene-3.33-mRNA-1_1&gene=genemark-NC_027865.1-processed-gene-3.33&CDS=1-2637	YBL034C
2540	OG0002540	snap_masked-NC_027865.1-processed-gene-3.100-mRNA-1_1&gene=snap_masked-NC_027865.1-processed-gene-3.100&CDS=1-624	YFR027W
2541	OG0002541	snap_masked-NC_027865.1-processed-gene-3.79-mRNA-1_1&gene=snap_masked-NC_027865.1-processed-gene-3.79&CDS=1-378	YFR047C
2542	OG0002542	augustus_masked-NC_027865.1-processed-gene-3.62-mRNA-1_1&gene=augustus_masked-NC_027865.1-processed-gene-3.62&CDS=1-1017	YGL225W
2543	OG0002543	augustus_masked-NC_027865.1-processed-gene-3.63-mRNA-1_1&gene=augustus_masked-NC_027865.1-processed-gene-3.63&CDS=1-1173	YNR029C
2544	OG0002544	snap_masked-NC_027865.1-processed-gene-3.85-mRNA-1_1&gene=snap_masked-NC_027865.1-processed-gene-3.85&CDS=1-1011	YOR007C
2545	OG0002545	augustus_masked-NC_027865.1-processed-gene-3.56-mRNA-1_1&gene=augustus_masked-NC_027865.1-processed-gene-3.56&CDS=1-1005	YOR006C
2546	OG0002546	snap_masked-NC_027865.1-processed-gene-3.107-mRNA-1_1&gene=snap_masked-NC_027865.1-processed-gene-3.107&CDS=1-3084	YPR047W
2547	OG0002547	snap_masked-NC_027865.1-processed-gene-3.87-mRNA-1_1&gene=snap_masked-NC_027865.1-processed-gene-3.87&CDS=1-675	YBL038W
2548	OG0002548	snap_masked-NC_027865.1-processed-gene-3.108-mRNA-1_1&gene=snap_masked-NC_027865.1-processed-gene-3.108&CDS=1-1059	YBR087W
2549	OG0002549	maker-NC_027865.1-augustus-gene-3.2-mRNA-1_1&gene=maker-NC_027865.1-augustus-gene-3.2&CDS=1-3333	YNR026C
2550	OG0002550	maker-NC_027865.1-augustus-gene-3.5-mRNA-1_1&gene=maker-NC_027865.1-augustus-gene-3.5&CDS=1-333	YKL058W
2551	OG0002551	snap_masked-NC_027865.1-processed-gene-3.93-mRNA-1_1&gene=snap_masked-NC_027865.1-processed-gene-3.93&CDS=1-1119	YKL059C
2552	OG0002552	augustus_masked-NC_027865.1-processed-gene-3.68-mRNA-1_1&gene=augustus_masked-NC_027865.1-processed-gene-3.68&CDS=1-1359	YMR027W
2553	OG0002553	snap_masked-NC_027865.1-processed-gene-4.82-mRNA-1_1&gene=snap_masked-NC_027865.1-processed-gene-4.82&CDS=1-2463	YML076C
2554	OG0002554	augustus_masked-NC_027865.1-processed-gene-4.134-mRNA-1_1&gene=augustus_masked-NC_027865.1-processed-gene-4.134&CDS=1-3546	YJR125C
2555	OG0002555	augustus_masked-NC_027865.1-processed-gene-4.139-mRNA-1_1&gene=augustus_masked-NC_027865.1-processed-gene-4.139&CDS=1-1038	YLR447C
2556	OG0002556	augustus_masked-NC_027865.1-processed-gene-4.158-mRNA-1_1&gene=augustus_masked-NC_027865.1-processed-gene-4.158&CDS=1-3705	YIR029W
2557	OG0002557	augustus_masked-NC_027865.1-processed-gene-4.159-mRNA-1_1&gene=augustus_masked-NC_027865.1-processed-gene-4.159&CDS=1-873	YGR127W
2558	OG0002558	genemark-NC_027865.1-processed-gene-4.41-mRNA-1_1&gene=genemark-NC_027865.1-processed-gene-4.41&CDS=1-1314	YGR227W
2559	OG0002559	augustus_masked-NC_027865.1-processed-gene-4.141-mRNA-1_1&gene=augustus_masked-NC_027865.1-processed-gene-4.141&CDS=1-1467	YHR151C
2560	OG0002560	maker-NC_027865.1-snap-gene-4.70-mRNA-1_1&gene=maker-NC_027865.1-snap-gene-4.70&CDS=1-3762	YGR225W
2561	OG0002561	augustus_masked-NC_027865.1-processed-gene-4.143-mRNA-1_1&gene=augustus_masked-NC_027865.1-processed-gene-4.143&CDS=1-1812	YGR216C
2562	OG0002562	augustus_masked-NC_027865.1-processed-gene-4.162-mRNA-1_1&gene=augustus_masked-NC_027865.1-processed-gene-4.162&CDS=1-342	YGR215W
2563	OG0002563	augustus_masked-NC_027865.1-processed-gene-4.145-mRNA-1_1&gene=augustus_masked-NC_027865.1-processed-gene-4.145&CDS=1-246	YDL181W
2564	OG0002564	augustus_masked-NC_027865.1-processed-gene-4.146-mRNA-1_1&gene=augustus_masked-NC_027865.1-processed-gene-4.146&CDS=1-975	YDL183C
2565	OG0002565	augustus_masked-NC_027865.1-processed-gene-4.166-mRNA-1_1&gene=augustus_masked-NC_027865.1-processed-gene-4.166&CDS=1-570	YDL135C
2566	OG0002566	maker-NC_027865.1-snap-gene-4.72-mRNA-1_1&gene=maker-NC_027865.1-snap-gene-4.72&CDS=1-4461	YDL190C
2567	OG0002567	snap_masked-NC_027865.1-processed-gene-4.121-mRNA-1_1&gene=snap_masked-NC_027865.1-processed-gene-4.121&CDS=1-1086	YDL193W
2568	OG0002568	augustus_masked-NC_027865.1-processed-gene-4.149-mRNA-1_1&gene=augustus_masked-NC_027865.1-processed-gene-4.149&CDS=1-2274	YDL056W
2569	OG0002569	augustus_masked-NC_027865.1-processed-gene-4.170-mRNA-1_1&gene=augustus_masked-NC_027865.1-processed-gene-4.170&CDS=1-1941	YBL019W
2570	OG0002570	augustus_masked-NC_027865.1-processed-gene-4.172-mRNA-1_1&gene=augustus_masked-NC_027865.1-processed-gene-4.172&CDS=1-453	YHR191C
2571	OG0002571	augustus_masked-NC_027865.1-processed-gene-4.151-mRNA-1_1&gene=augustus_masked-NC_027865.1-processed-gene-4.151&CDS=1-762	YHR192W
2572	OG0002572	augustus_masked-NC_027865.1-processed-gene-4.173-mRNA-1_1&gene=augustus_masked-NC_027865.1-processed-gene-4.173&CDS=1-552	YHR193C
2573	OG0002573	augustus_masked-NC_027865.1-processed-gene-4.153-mRNA-1_1&gene=augustus_masked-NC_027865.1-processed-gene-4.153&CDS=1-2031	YER109C
2574	OG0002574	augustus_masked-NC_027865.1-processed-gene-4.175-mRNA-1_1&gene=augustus_masked-NC_027865.1-processed-gene-4.175&CDS=1-3225	YBL076C
2575	OG0002575	augustus_masked-NC_027865.1-processed-gene-4.154-mRNA-1_1&gene=augustus_masked-NC_027865.1-processed-gene-4.154&CDS=1-330	YKL138C
2576	OG0002576	augustus_masked-NC_027865.1-processed-gene-4.176-mRNA-1_1&gene=augustus_masked-NC_027865.1-processed-gene-4.176&CDS=1-597	YMR117C
2577	OG0002577	maker-NC_027865.1-snap-gene-4.66-mRNA-1_1&gene=maker-NC_027865.1-snap-gene-4.66&CDS=1-312	YKL137W
2578	OG0002578	maker-NC_027865.1-snap-gene-4.65-mRNA-1_1&gene=maker-NC_027865.1-snap-gene-4.65&CDS=1-6378	YGR217W
2579	OG0002579	maker-NC_027865.1-augustus-gene-4.8-mRNA-1_1&gene=maker-NC_027865.1-augustus-gene-4.8&CDS=1-2223	YGR211W
2580	OG0002580	augustus_masked-NC_027865.1-processed-gene-4.157-mRNA-1_1&gene=augustus_masked-NC_027865.1-processed-gene-4.157&CDS=1-921	YGR231C
2581	OG0002581	augustus_masked-NC_027865.1-processed-gene-5.76-mRNA-1_1&gene=augustus_masked-NC_027865.1-processed-gene-5.76&CDS=1-3285	YER110C
2582	OG0002582	augustus_masked-NC_027865.1-processed-gene-5.75-mRNA-1_1&gene=augustus_masked-NC_027865.1-processed-gene-5.75&CDS=1-4494	YDR334W
2583	OG0002583	augustus_masked-NC_027865.1-processed-gene-5.78-mRNA-1_1&gene=augustus_masked-NC_027865.1-processed-gene-5.78&CDS=1-345	YHR087W
2584	OG0002584	augustus_masked-NC_027865.1-processed-gene-5.79-mRNA-1_1&gene=augustus_masked-NC_027865.1-processed-gene-5.79&CDS=1-669	YHR038W
2585	OG0002585	augustus_masked-NC_027865.1-processed-gene-5.103-mRNA-1_1&gene=augustus_masked-NC_027865.1-processed-gene-5.103&CDS=1-1920	YHR039C
2586	OG0002586	augustus_masked-NC_027865.1-processed-gene-5.105-mRNA-1_1&gene=augustus_masked-NC_027865.1-processed-gene-5.105&CDS=1-690	YGL240W
2587	OG0002587	augustus_masked-NC_027865.1-processed-gene-5.107-mRNA-1_1&gene=augustus_masked-NC_027865.1-processed-gene-5.107&CDS=1-957	YDR353W
2588	OG0002588	maker-NC_027865.1-augustus-gene-5.14-mRNA-1_1&gene=maker-NC_027865.1-augustus-gene-5.14&CDS=1-3756	YOR048C
2589	OG0002589	augustus_masked-NC_027865.1-processed-gene-5.83-mRNA-1_1&gene=augustus_masked-NC_027865.1-processed-gene-5.83&CDS=1-1503	YKL162C
2590	OG0002590	maker-NC_027865.1-augustus-gene-5.15-mRNA-1_1&gene=maker-NC_027865.1-augustus-gene-5.15&CDS=1-3969	YCR017C
2591	OG0002591	augustus_masked-NC_027865.1-processed-gene-5.87-mRNA-1_1&gene=augustus_masked-NC_027865.1-processed-gene-5.87&CDS=1-1248	YCR012W
2592	OG0002592	augustus_masked-NC_027865.1-processed-gene-5.112-mRNA-1_1&gene=augustus_masked-NC_027865.1-processed-gene-5.112&CDS=1-1461	YMR098C
2593	OG0002593	augustus_masked-NC_027865.1-processed-gene-5.89-mRNA-1_1&gene=augustus_masked-NC_027865.1-processed-gene-5.89&CDS=1-2448	YIR023W
2594	OG0002594	augustus_masked-NC_027865.1-processed-gene-5.114-mRNA-1_1&gene=augustus_masked-NC_027865.1-processed-gene-5.114&CDS=1-3216	YHR002W
2595	OG0002595	augustus_masked-NC_027865.1-processed-gene-5.115-mRNA-1_1&gene=augustus_masked-NC_027865.1-processed-gene-5.115&CDS=1-1134	YLR321C
