	OrthologID	Metschnikowia_hibisci	Saccharomyces_cerevisiae
3040	OG0003040	augustus_masked-hib_s94-processed-gene-3.8-mRNA-1_1&gene=augustus_masked-hib_s94-processed-gene-3.8&CDS=1-993	YGL100W
3041	OG0003041	augustus_masked-hib_s94-processed-gene-3.30-mRNA-1_1&gene=augustus_masked-hib_s94-processed-gene-3.30&CDS=1-1308	YGL111W
3042	OG0003042	augustus_masked-hib_s94-processed-gene-3.10-mRNA-1_1&gene=augustus_masked-hib_s94-processed-gene-3.10&CDS=1-1635	YHR064C
3043	OG0003043	augustus_masked-hib_s94-processed-gene-3.11-mRNA-1_1&gene=augustus_masked-hib_s94-processed-gene-3.11&CDS=1-1788	YOR070C
3044	OG0003044	augustus_masked-hib_s94-processed-gene-3.12-mRNA-1_1&gene=augustus_masked-hib_s94-processed-gene-3.12&CDS=1-2607	YKR080W
3045	OG0003045	augustus_masked-hib_s94-processed-gene-3.32-mRNA-1_1&gene=augustus_masked-hib_s94-processed-gene-3.32&CDS=1-714	YOR077W
3046	OG0003046	augustus_masked-hib_s94-processed-gene-3.33-mRNA-1_1&gene=augustus_masked-hib_s94-processed-gene-3.33&CDS=1-1035	YKR087C
3047	OG0003047	augustus_masked-hib_s94-processed-gene-3.35-mRNA-1_1&gene=augustus_masked-hib_s94-processed-gene-3.35&CDS=1-537	YIL157C
3048	OG0003048	genemark-hib_s94-processed-gene-3.59-mRNA-1_1&gene=genemark-hib_s94-processed-gene-3.59&CDS=1-477	YAL059W
3049	OG0003049	augustus_masked-hib_s94-processed-gene-3.16-mRNA-1_1&gene=augustus_masked-hib_s94-processed-gene-3.16&CDS=1-1779	YAL058W
3050	OG0003050	augustus_masked-hib_s94-processed-gene-3.18-mRNA-1_1&gene=augustus_masked-hib_s94-processed-gene-3.18&CDS=1-1551	YKL217W
3051	OG0003051	snap_masked-hib_s94-processed-gene-3.109-mRNA-1_1&gene=snap_masked-hib_s94-processed-gene-3.109&CDS=1-297	YDR379C-A
3052	OG0003052	augustus_masked-hib_s94-processed-gene-3.21-mRNA-1_1&gene=augustus_masked-hib_s94-processed-gene-3.21&CDS=1-3492	YFR031C
3053	OG0003053	augustus_masked-hib_s94-processed-gene-3.38-mRNA-1_1&gene=augustus_masked-hib_s94-processed-gene-3.38&CDS=1-1383	YLR324W
3054	OG0003054	augustus_masked-hib_s94-processed-gene-3.22-mRNA-1_1&gene=augustus_masked-hib_s94-processed-gene-3.22&CDS=1-1128	YGR006W
3055	OG0003055	augustus_masked-hib_s94-processed-gene-3.23-mRNA-1_1&gene=augustus_masked-hib_s94-processed-gene-3.23&CDS=1-234	YLR325C
3056	OG0003056	augustus_masked-hib_s94-processed-gene-3.39-mRNA-1_1&gene=augustus_masked-hib_s94-processed-gene-3.39&CDS=1-1086	YGR005C
3057	OG0003057	augustus_masked-hib_s94-processed-gene-3.24-mRNA-1_1&gene=augustus_masked-hib_s94-processed-gene-3.24&CDS=1-1458	YGL017W
3058	OG0003058	augustus_masked-hib_s94-processed-gene-3.26-mRNA-1_1&gene=augustus_masked-hib_s94-processed-gene-3.26&CDS=1-396	YGL191W
3059	OG0003059	augustus_masked-hib_s94-processed-gene-3.41-mRNA-1_1&gene=augustus_masked-hib_s94-processed-gene-3.41&CDS=1-1449	YGL190C
3060	OG0003060	snap_masked-hib_s94-processed-gene-3.119-mRNA-1_1&gene=snap_masked-hib_s94-processed-gene-3.119&CDS=1-477	YGL187C
3061	OG0003061	snap_masked-hib_s94-processed-gene-4.41-mRNA-1_1&gene=snap_masked-hib_s94-processed-gene-4.41&CDS=1-2748	YIL047C
3062	OG0003062	augustus_masked-hib_s94-processed-gene-4.82-mRNA-1_1&gene=augustus_masked-hib_s94-processed-gene-4.82&CDS=1-3363	YIL048W
3063	OG0003063	snap_masked-hib_s94-processed-gene-4.44-mRNA-1_1&gene=snap_masked-hib_s94-processed-gene-4.44&CDS=1-1569	YBL099W
3064	OG0003064	augustus_masked-hib_s94-processed-gene-4.102-mRNA-1_1&gene=augustus_masked-hib_s94-processed-gene-4.102&CDS=1-2574	YHR047C
3065	OG0003065	snap_masked-hib_s94-processed-gene-4.46-mRNA-1_1&gene=snap_masked-hib_s94-processed-gene-4.46&CDS=1-2145	YML046W
3066	OG0003066	augustus_masked-hib_s94-processed-gene-4.104-mRNA-1_1&gene=augustus_masked-hib_s94-processed-gene-4.104&CDS=1-1722	YJR052W
3067	OG0003067	augustus_masked-hib_s94-processed-gene-4.86-mRNA-1_1&gene=augustus_masked-hib_s94-processed-gene-4.86&CDS=1-522	YJR017C
3068	OG0003068	augustus_masked-hib_s94-processed-gene-4.105-mRNA-1_1&gene=augustus_masked-hib_s94-processed-gene-4.105&CDS=1-3183	YGR014W
3069	OG0003069	augustus_masked-hib_s94-processed-gene-4.88-mRNA-1_1&gene=augustus_masked-hib_s94-processed-gene-4.88&CDS=1-339	YKL138C
3070	OG0003070	augustus_masked-hib_s94-processed-gene-4.89-mRNA-1_1&gene=augustus_masked-hib_s94-processed-gene-4.89&CDS=1-348	YKL137W
3071	OG0003071	augustus_masked-hib_s94-processed-gene-4.92-mRNA-1_1&gene=augustus_masked-hib_s94-processed-gene-4.92&CDS=1-2238	YGL022W
3072	OG0003072	augustus_masked-hib_s94-processed-gene-4.93-mRNA-1_1&gene=augustus_masked-hib_s94-processed-gene-4.93&CDS=1-567	YGL010W
3073	OG0003073	augustus_masked-hib_s94-processed-gene-4.108-mRNA-1_1&gene=augustus_masked-hib_s94-processed-gene-4.108&CDS=1-1539	YGL192W
3074	OG0003074	augustus_masked-hib_s94-processed-gene-4.109-mRNA-1_1&gene=augustus_masked-hib_s94-processed-gene-4.109&CDS=1-3552	YBL007C
3075	OG0003075	augustus_masked-hib_s94-processed-gene-4.94-mRNA-1_1&gene=augustus_masked-hib_s94-processed-gene-4.94&CDS=1-1755	YJR016C
3076	OG0003076	snap_masked-hib_s94-processed-gene-4.75-mRNA-1_1&gene=snap_masked-hib_s94-processed-gene-4.75&CDS=1-3174	YPR049C
3077	OG0003077	augustus_masked-hib_s94-processed-gene-4.112-mRNA-1_1&gene=augustus_masked-hib_s94-processed-gene-4.112&CDS=1-1857	YML042W
3078	OG0003078	augustus_masked-hib_s98-processed-gene-0.21-mRNA-1_1&gene=augustus_masked-hib_s98-processed-gene-0.21&CDS=1-915	YAR015W
3079	OG0003079	augustus_masked-hib_s98-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-hib_s98-processed-gene-0.5&CDS=1-597	YKL001C
3080	OG0003080	augustus_masked-hib_s98-processed-gene-0.23-mRNA-1_1&gene=augustus_masked-hib_s98-processed-gene-0.23&CDS=1-6342	YJL207C
3081	OG0003081	augustus_masked-hib_s98-processed-gene-0.25-mRNA-1_1&gene=augustus_masked-hib_s98-processed-gene-0.25&CDS=1-1800	YDR026C
3082	OG0003082	genemark-hib_s98-processed-gene-0.93-mRNA-1_1&gene=genemark-hib_s98-processed-gene-0.93&CDS=1-810	YLR038C
3083	OG0003083	augustus_masked-hib_s98-processed-gene-0.26-mRNA-1_1&gene=augustus_masked-hib_s98-processed-gene-0.26&CDS=1-690	YMR132C
3084	OG0003084	augustus_masked-hib_s98-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-hib_s98-processed-gene-0.8&CDS=1-8247	YCR093W
3085	OG0003085	augustus_masked-hib_s98-processed-gene-0.9-mRNA-1_1&gene=augustus_masked-hib_s98-processed-gene-0.9&CDS=1-660	YDR177W
3086	OG0003086	augustus_masked-hib_s98-processed-gene-0.11-mRNA-1_1&gene=augustus_masked-hib_s98-processed-gene-0.11&CDS=1-489	YBL090W
3087	OG0003087	augustus_masked-hib_s98-processed-gene-0.27-mRNA-1_1&gene=augustus_masked-hib_s98-processed-gene-0.27&CDS=1-2568	YIL143C
3088	OG0003088	augustus_masked-hib_s98-processed-gene-0.28-mRNA-1_1&gene=augustus_masked-hib_s98-processed-gene-0.28&CDS=1-1065	YKR092C
3089	OG0003089	augustus_masked-hib_s98-processed-gene-0.29-mRNA-1_1&gene=augustus_masked-hib_s98-processed-gene-0.29&CDS=1-1119	YOR084W
3090	OG0003090	snap_masked-hib_s98-processed-gene-0.58-mRNA-1_1&gene=snap_masked-hib_s98-processed-gene-0.58&CDS=1-861	YIL145C
3091	OG0003091	augustus_masked-hib_s98-processed-gene-0.31-mRNA-1_1&gene=augustus_masked-hib_s98-processed-gene-0.31&CDS=1-1860	YGR119C
3092	OG0003092	augustus_masked-hib_s98-processed-gene-0.15-mRNA-1_1&gene=augustus_masked-hib_s98-processed-gene-0.15&CDS=1-1113	YPR065W
3093	OG0003093	augustus_masked-hib_s98-processed-gene-0.33-mRNA-1_1&gene=augustus_masked-hib_s98-processed-gene-0.33&CDS=1-1068	YKR071C
3094	OG0003094	augustus_masked-hib_s98-processed-gene-0.16-mRNA-1_1&gene=augustus_masked-hib_s98-processed-gene-0.16&CDS=1-1869	YIL144W
3095	OG0003095	augustus_masked-hib_s98-processed-gene-0.35-mRNA-1_1&gene=augustus_masked-hib_s98-processed-gene-0.35&CDS=1-552	YKR085C
3096	OG0003096	augustus_masked-hib_s98-processed-gene-0.36-mRNA-1_1&gene=augustus_masked-hib_s98-processed-gene-0.36&CDS=1-636	YJL097W
3097	OG0003097	augustus_masked-hib_s98-processed-gene-0.37-mRNA-1_1&gene=augustus_masked-hib_s98-processed-gene-0.37&CDS=1-1464	YNL152W
3098	OG0003098	augustus_masked-hib_s98-processed-gene-0.17-mRNA-1_1&gene=augustus_masked-hib_s98-processed-gene-0.17&CDS=1-648	YNL151C
3099	OG0003099	augustus_masked-hib_s98-processed-gene-0.38-mRNA-1_1&gene=augustus_masked-hib_s98-processed-gene-0.38&CDS=1-1470	YPR137W
3100	OG0003100	augustus_masked-hib_s98-processed-gene-1.104-mRNA-1_1&gene=augustus_masked-hib_s98-processed-gene-1.104&CDS=1-393	YNL149C
3101	OG0003101	augustus_masked-hib_s98-processed-gene-1.105-mRNA-1_1&gene=augustus_masked-hib_s98-processed-gene-1.105&CDS=1-714	YNL148C
3102	OG0003102	augustus_masked-hib_s98-processed-gene-1.101-mRNA-1_1&gene=augustus_masked-hib_s98-processed-gene-1.101&CDS=1-399	YNL147W
3103	OG0003103	augustus_masked-hib_s98-processed-gene-1.102-mRNA-1_1&gene=augustus_masked-hib_s98-processed-gene-1.102&CDS=1-648	YHR128W
3104	OG0003104	augustus_masked-hib_s98-processed-gene-1.107-mRNA-1_1&gene=augustus_masked-hib_s98-processed-gene-1.107&CDS=1-468	YPR187W
3105	OG0003105	augustus_masked-hib_s98-processed-gene-1.108-mRNA-1_1&gene=augustus_masked-hib_s98-processed-gene-1.108&CDS=1-1119	YPR191W
3106	OG0003106	augustus_masked-hib_s98-processed-gene-1.109-mRNA-1_1&gene=augustus_masked-hib_s98-processed-gene-1.109&CDS=1-1266	YLR459W
3107	OG0003107	genemark-hib_s98-processed-gene-1.10-mRNA-1_1&gene=genemark-hib_s98-processed-gene-1.10&CDS=1-297	YPR182W
3108	OG0003108	augustus_masked-hib_s98-processed-gene-1.128-mRNA-1_1&gene=augustus_masked-hib_s98-processed-gene-1.128&CDS=1-669	YJR123W
3109	OG0003109	augustus_masked-hib_s98-processed-gene-1.113-mRNA-1_1&gene=augustus_masked-hib_s98-processed-gene-1.113&CDS=1-2274	YPR162C
3110	OG0003110	snap_masked-hib_s98-processed-gene-1.61-mRNA-1_1&gene=snap_masked-hib_s98-processed-gene-1.61&CDS=1-1872	YLR452C
3111	OG0003111	augustus_masked-hib_s98-processed-gene-1.130-mRNA-1_1&gene=augustus_masked-hib_s98-processed-gene-1.130&CDS=1-1587	YER025W
3112	OG0003112	maker-hib_s98-augustus-gene-1.99-mRNA-1_1&gene=maker-hib_s98-augustus-gene-1.99&CDS=1-3732	YKL213C
3113	OG0003113	augustus_masked-hib_s98-processed-gene-1.137-mRNA-1_1&gene=augustus_masked-hib_s98-processed-gene-1.137&CDS=1-1374	YJR124C
3114	OG0003114	augustus_masked-hib_s98-processed-gene-1.116-mRNA-1_1&gene=augustus_masked-hib_s98-processed-gene-1.116&CDS=1-2445	YLR451W
3115	OG0003115	augustus_masked-hib_s98-processed-gene-1.117-mRNA-1_1&gene=augustus_masked-hib_s98-processed-gene-1.117&CDS=1-231	YDR320C-A
3116	OG0003116	snap_masked-hib_s98-processed-gene-1.85-mRNA-1_1&gene=snap_masked-hib_s98-processed-gene-1.85&CDS=1-177	YHR072W-A
3117	OG0003117	augustus_masked-hib_s98-processed-gene-1.118-mRNA-1_1&gene=augustus_masked-hib_s98-processed-gene-1.118&CDS=1-2277	YDR320C
3118	OG0003118	augustus_masked-hib_s98-processed-gene-1.119-mRNA-1_1&gene=augustus_masked-hib_s98-processed-gene-1.119&CDS=1-531	YMR295C
3119	OG0003119	augustus_masked-hib_s98-processed-gene-1.121-mRNA-1_1&gene=augustus_masked-hib_s98-processed-gene-1.121&CDS=1-591	YGL200C
3120	OG0003120	augustus_masked-hib_s98-processed-gene-1.124-mRNA-1_1&gene=augustus_masked-hib_s98-processed-gene-1.124&CDS=1-621	YER128W
3121	OG0003121	augustus_masked-hib_s98-processed-gene-1.141-mRNA-1_1&gene=augustus_masked-hib_s98-processed-gene-1.141&CDS=1-858	YKL154W
3122	OG0003122	augustus_masked-hib_s98-processed-gene-1.142-mRNA-1_1&gene=augustus_masked-hib_s98-processed-gene-1.142&CDS=1-1131	YGL148W
3123	OG0003123	augustus_masked-hib_s98-processed-gene-1.126-mRNA-1_1&gene=augustus_masked-hib_s98-processed-gene-1.126&CDS=1-2241	YER130C
3124	OG0003124	augustus_masked-hib_s98-processed-gene-2.26-mRNA-1_1&gene=augustus_masked-hib_s98-processed-gene-2.26&CDS=1-2577	YKR024C
3125	OG0003125	augustus_masked-hib_s98-processed-gene-2.27-mRNA-1_1&gene=augustus_masked-hib_s98-processed-gene-2.27&CDS=1-921	YKR025W
3126	OG0003126	augustus_masked-hib_s98-processed-gene-2.7-mRNA-1_1&gene=augustus_masked-hib_s98-processed-gene-2.7&CDS=1-3507	YGL094C
3127	OG0003127	augustus_masked-hib_s98-processed-gene-2.30-mRNA-1_1&gene=augustus_masked-hib_s98-processed-gene-2.30&CDS=1-225	YPL183W-A
3128	OG0003128	augustus_masked-hib_s98-processed-gene-2.32-mRNA-1_1&gene=augustus_masked-hib_s98-processed-gene-2.32&CDS=1-732	YMR193W
3129	OG0003129	genemark-hib_s98-processed-gene-2.52-mRNA-1_1&gene=genemark-hib_s98-processed-gene-2.52&CDS=1-2115	YHR205W
3130	OG0003130	augustus_masked-hib_s98-processed-gene-2.11-mRNA-1_1&gene=augustus_masked-hib_s98-processed-gene-2.11&CDS=1-3243	YLL031C
3131	OG0003131	augustus_masked-hib_s98-processed-gene-2.33-mRNA-1_1&gene=augustus_masked-hib_s98-processed-gene-2.33&CDS=1-810	YLR290C
3132	OG0003132	augustus_masked-hib_s98-processed-gene-2.14-mRNA-1_1&gene=augustus_masked-hib_s98-processed-gene-2.14&CDS=1-897	YJR142W
3133	OG0003133	augustus_masked-hib_s98-processed-gene-2.38-mRNA-1_1&gene=augustus_masked-hib_s98-processed-gene-2.38&CDS=1-420	YDR469W
3134	OG0003134	augustus_masked-hib_s98-processed-gene-2.18-mRNA-1_1&gene=augustus_masked-hib_s98-processed-gene-2.18&CDS=1-687	YDR468C
3135	OG0003135	augustus_masked-hib_s98-processed-gene-2.19-mRNA-1_1&gene=augustus_masked-hib_s98-processed-gene-2.19&CDS=1-954	YDR392W
3136	OG0003136	augustus_masked-hib_s98-processed-gene-2.39-mRNA-1_1&gene=augustus_masked-hib_s98-processed-gene-2.39&CDS=1-2559	YOR144C
3137	OG0003137	augustus_masked-hib_s98-processed-gene-2.21-mRNA-1_1&gene=augustus_masked-hib_s98-processed-gene-2.21&CDS=1-780	YOR145C
3138	OG0003138	augustus_masked-hib_s98-processed-gene-2.41-mRNA-1_1&gene=augustus_masked-hib_s98-processed-gene-2.41&CDS=1-687	YHR013C
3139	OG0003139	augustus_masked-hib_s98-processed-gene-2.42-mRNA-1_1&gene=augustus_masked-hib_s98-processed-gene-2.42&CDS=1-741	YDR472W
3140	OG0003140	snap_masked-hib_s98-processed-gene-2.116-mRNA-1_1&gene=snap_masked-hib_s98-processed-gene-2.116&CDS=1-1182	YOR023C
3141	OG0003141	augustus_masked-hib_s98-processed-gene-2.44-mRNA-1_1&gene=augustus_masked-hib_s98-processed-gene-2.44&CDS=1-1428	YHR109W
3142	OG0003142	augustus_masked-hib_s98-processed-gene-2.24-mRNA-1_1&gene=augustus_masked-hib_s98-processed-gene-2.24&CDS=1-810	YLR192C
3143	OG0003143	augustus_masked-hib_s98-processed-gene-3.84-mRNA-1_1&gene=augustus_masked-hib_s98-processed-gene-3.84&CDS=1-528	YOL129W
3144	OG0003144	augustus_masked-hib_s98-processed-gene-3.101-mRNA-1_1&gene=augustus_masked-hib_s98-processed-gene-3.101&CDS=1-1116	YNL307C
3145	OG0003145	augustus_masked-hib_s98-processed-gene-3.85-mRNA-1_1&gene=augustus_masked-hib_s98-processed-gene-3.85&CDS=1-1011	YOL127W
3146	OG0003146	snap_masked-hib_s98-processed-gene-3.48-mRNA-1_1&gene=snap_masked-hib_s98-processed-gene-3.48&CDS=1-2232	YKR090W
3147	OG0003147	augustus_masked-hib_s98-processed-gene-3.102-mRNA-1_1&gene=augustus_masked-hib_s98-processed-gene-3.102&CDS=1-912	YKR088C
3148	OG0003148	augustus_masked-hib_s98-processed-gene-3.89-mRNA-1_1&gene=augustus_masked-hib_s98-processed-gene-3.89&CDS=1-864	YJL068C
3149	OG0003149	augustus_masked-hib_s98-processed-gene-3.103-mRNA-1_1&gene=augustus_masked-hib_s98-processed-gene-3.103&CDS=1-1125	YLR287C
3150	OG0003150	maker-hib_s98-snap-gene-3.2-mRNA-1_1&gene=maker-hib_s98-snap-gene-3.2&CDS=1-1320	YOR181W
3151	OG0003151	augustus_masked-hib_s98-processed-gene-3.105-mRNA-1_1&gene=augustus_masked-hib_s98-processed-gene-3.105&CDS=1-705	YJL063C
3152	OG0003152	snap_masked-hib_s98-processed-gene-3.70-mRNA-1_1&gene=snap_masked-hib_s98-processed-gene-3.70&CDS=1-192	YLR262C-A
3153	OG0003153	augustus_masked-hib_s98-processed-gene-3.91-mRNA-1_1&gene=augustus_masked-hib_s98-processed-gene-3.91&CDS=1-963	YBR265W
3154	OG0003154	augustus_masked-hib_s98-processed-gene-3.108-mRNA-1_1&gene=augustus_masked-hib_s98-processed-gene-3.108&CDS=1-843	YLR439W
3155	OG0003155	augustus_masked-hib_s98-processed-gene-3.92-mRNA-1_1&gene=augustus_masked-hib_s98-processed-gene-3.92&CDS=1-261	YLR438C-A
3156	OG0003156	augustus_masked-hib_s98-processed-gene-3.111-mRNA-1_1&gene=augustus_masked-hib_s98-processed-gene-3.111&CDS=1-5793	YML059C
3157	OG0003157	snap_masked-hib_s98-processed-gene-3.57-mRNA-1_1&gene=snap_masked-hib_s98-processed-gene-3.57&CDS=1-1860	YLR352W
3158	OG0003158	snap_masked-hib_s98-processed-gene-3.60-mRNA-1_1&gene=snap_masked-hib_s98-processed-gene-3.60&CDS=1-378	YPR017C
3159	OG0003159	augustus_masked-hib_s98-processed-gene-3.98-mRNA-1_1&gene=augustus_masked-hib_s98-processed-gene-3.98&CDS=1-1383	YGL181W
3160	OG0003160	augustus_masked-hib_s98-processed-gene-3.100-mRNA-1_1&gene=augustus_masked-hib_s98-processed-gene-3.100&CDS=1-735	YPR016C
3161	OG0003161	augustus_masked-hib_s98-processed-gene-4.2-mRNA-1_1&gene=augustus_masked-hib_s98-processed-gene-4.2&CDS=1-5922	YLR305C
3162	OG0003162	augustus_masked-hib_s98-processed-gene-4.4-mRNA-1_1&gene=augustus_masked-hib_s98-processed-gene-4.4&CDS=1-1317	YDR148C
3163	OG0003163	augustus_masked-hib_s98-processed-gene-4.6-mRNA-1_1&gene=augustus_masked-hib_s98-processed-gene-4.6&CDS=1-3537	YPL012W
3164	OG0003164	augustus_masked-hib_s98-processed-gene-4.7-mRNA-1_1&gene=augustus_masked-hib_s98-processed-gene-4.7&CDS=1-402	YPL013C
3165	OG0003165	augustus_masked-hib_s98-processed-gene-4.23-mRNA-1_1&gene=augustus_masked-hib_s98-processed-gene-4.23&CDS=1-933	YLR340W
3166	OG0003166	augustus_masked-hib_s98-processed-gene-4.24-mRNA-1_1&gene=augustus_masked-hib_s98-processed-gene-4.24&CDS=1-1794	YDR452W
3167	OG0003167	augustus_masked-hib_s98-processed-gene-4.25-mRNA-1_1&gene=augustus_masked-hib_s98-processed-gene-4.25&CDS=1-1050	YMR146C
3168	OG0003168	augustus_masked-hib_s98-processed-gene-4.26-mRNA-1_1&gene=augustus_masked-hib_s98-processed-gene-4.26&CDS=1-807	YDL086W
3169	OG0003169	augustus_masked-hib_s98-processed-gene-4.27-mRNA-1_1&gene=augustus_masked-hib_s98-processed-gene-4.27&CDS=1-1050	YDL100C
3170	OG0003170	augustus_masked-hib_s98-processed-gene-4.10-mRNA-1_1&gene=augustus_masked-hib_s98-processed-gene-4.10&CDS=1-1515	YPL003W
3171	OG0003171	augustus_masked-hib_s98-processed-gene-4.29-mRNA-1_1&gene=augustus_masked-hib_s98-processed-gene-4.29&CDS=1-1803	YFL002C
3172	OG0003172	augustus_masked-hib_s98-processed-gene-4.11-mRNA-1_1&gene=augustus_masked-hib_s98-processed-gene-4.11&CDS=1-1338	YFL001W
3173	OG0003173	augustus_masked-hib_s98-processed-gene-4.12-mRNA-1_1&gene=augustus_masked-hib_s98-processed-gene-4.12&CDS=1-1911	YDL057W
3174	OG0003174	augustus_masked-hib_s98-processed-gene-4.30-mRNA-1_1&gene=augustus_masked-hib_s98-processed-gene-4.30&CDS=1-438	YHR191C
3175	OG0003175	augustus_masked-hib_s98-processed-gene-4.35-mRNA-1_1&gene=augustus_masked-hib_s98-processed-gene-4.35&CDS=1-519	YHR193C
3176	OG0003176	augustus_masked-hib_s98-processed-gene-4.36-mRNA-1_1&gene=augustus_masked-hib_s98-processed-gene-4.36&CDS=1-2094	YLR002C
3177	OG0003177	augustus_masked-hib_s98-processed-gene-4.16-mRNA-1_1&gene=augustus_masked-hib_s98-processed-gene-4.16&CDS=1-1569	YMR015C
3178	OG0003178	maker-hib_s98-augustus-gene-4.1-mRNA-1_1&gene=maker-hib_s98-augustus-gene-4.1&CDS=1-2583	YJR010W
3179	OG0003179	augustus_masked-hib_s98-processed-gene-4.18-mRNA-1_1&gene=augustus_masked-hib_s98-processed-gene-4.18&CDS=1-525	YER134C
3180	OG0003180	genemark-hib_s98-processed-gene-4.61-mRNA-1_1&gene=genemark-hib_s98-processed-gene-4.61&CDS=1-960	YDL002C
3181	OG0003181	augustus_masked-hib_s98-processed-gene-4.39-mRNA-1_1&gene=augustus_masked-hib_s98-processed-gene-4.39&CDS=1-7524	YBL004W
3182	OG0003182	snap_masked-hib_s98-processed-gene-4.112-mRNA-1_1&gene=snap_masked-hib_s98-processed-gene-4.112&CDS=1-1221	YDL001W
3183	OG0003183	augustus_masked-hib_s98-processed-gene-4.41-mRNA-1_1&gene=augustus_masked-hib_s98-processed-gene-4.41&CDS=1-1926	YDR208W
3184	OG0003184	augustus_masked-hib_s98-processed-gene-5.105-mRNA-1_1&gene=augustus_masked-hib_s98-processed-gene-5.105&CDS=1-858	YIL124W
3185	OG0003185	augustus_masked-hib_s98-processed-gene-5.134-mRNA-1_1&gene=augustus_masked-hib_s98-processed-gene-5.134&CDS=1-2991	YIL125W
3186	OG0003186	augustus_masked-hib_s98-processed-gene-5.135-mRNA-1_1&gene=augustus_masked-hib_s98-processed-gene-5.135&CDS=1-501	YKR065C
3187	OG0003187	augustus_masked-hib_s98-processed-gene-5.112-mRNA-1_1&gene=augustus_masked-hib_s98-processed-gene-5.112&CDS=1-462	YIL065C
3188	OG0003188	augustus_masked-hib_s98-processed-gene-5.113-mRNA-1_1&gene=augustus_masked-hib_s98-processed-gene-5.113&CDS=1-996	YNL316C
3189	OG0003189	augustus_masked-hib_s98-processed-gene-5.136-mRNA-1_1&gene=augustus_masked-hib_s98-processed-gene-5.136&CDS=1-345	YOL133W
3190	OG0003190	augustus_masked-hib_s98-processed-gene-5.114-mRNA-1_1&gene=augustus_masked-hib_s98-processed-gene-5.114&CDS=1-696	YOL135C
3191	OG0003191	augustus_masked-hib_s98-processed-gene-5.137-mRNA-1_1&gene=augustus_masked-hib_s98-processed-gene-5.137&CDS=1-2112	YKL135C
3192	OG0003192	augustus_masked-hib_s98-processed-gene-5.138-mRNA-1_1&gene=augustus_masked-hib_s98-processed-gene-5.138&CDS=1-549	YJR074W
3193	OG0003193	augustus_masked-hib_s98-processed-gene-5.116-mRNA-1_1&gene=augustus_masked-hib_s98-processed-gene-5.116&CDS=1-1332	YNR050C
3194	OG0003194	augustus_masked-hib_s98-processed-gene-5.139-mRNA-1_1&gene=augustus_masked-hib_s98-processed-gene-5.139&CDS=1-1479	YMR211W
3195	OG0003195	augustus_masked-hib_s98-processed-gene-5.117-mRNA-1_1&gene=augustus_masked-hib_s98-processed-gene-5.117&CDS=1-1059	YMR214W
3196	OG0003196	snap_masked-hib_s98-processed-gene-5.92-mRNA-1_1&gene=snap_masked-hib_s98-processed-gene-5.92&CDS=1-1314	YCL052C
3197	OG0003197	augustus_masked-hib_s98-processed-gene-5.118-mRNA-1_1&gene=augustus_masked-hib_s98-processed-gene-5.118&CDS=1-609	YJR073C
3198	OG0003198	snap_masked-hib_s98-processed-gene-5.68-mRNA-1_1&gene=snap_masked-hib_s98-processed-gene-5.68&CDS=1-726	YOR352W
3199	OG0003199	augustus_masked-hib_s98-processed-gene-5.122-mRNA-1_1&gene=augustus_masked-hib_s98-processed-gene-5.122&CDS=1-3549	YKL209C
3200	OG0003200	augustus_masked-hib_s98-processed-gene-5.142-mRNA-1_1&gene=augustus_masked-hib_s98-processed-gene-5.142&CDS=1-3054	YKL210W
3201	OG0003201	augustus_masked-hib_s98-processed-gene-5.123-mRNA-1_1&gene=augustus_masked-hib_s98-processed-gene-5.123&CDS=1-2100	YIL005W
