	OrthologID	Saccharomyces_cerevisiae	yHMPu5000034667_Blastobotrys_serpentis
3069	OG0003069	YOR140W	snap_masked-flattened_line_34-processed-gene-0.120-mRNA-1_1&gene=snap_masked-flattened_line_34-processed-gene-0.120&CDS=1-1341
3070	OG0003070	YOR141C	snap_masked-flattened_line_34-processed-gene-0.96-mRNA-1_1&gene=snap_masked-flattened_line_34-processed-gene-0.96&CDS=1-1965
3071	OG0003071	YOR142W	snap_masked-flattened_line_86-processed-gene-0.10-mRNA-1_1&gene=snap_masked-flattened_line_86-processed-gene-0.10&CDS=1-993
3072	OG0003072	YOR143C	snap_masked-flattened_line_86-processed-gene-0.47-mRNA-1_1&gene=snap_masked-flattened_line_86-processed-gene-0.47&CDS=1-735
3073	OG0003073	YOR144C	snap_masked-flattened_line_86-processed-gene-0.49-mRNA-1_1&gene=snap_masked-flattened_line_86-processed-gene-0.49&CDS=1-2361
3074	OG0003074	YOR145C	snap_masked-flattened_line_102-processed-gene-0.105-mRNA-1_1&gene=snap_masked-flattened_line_102-processed-gene-0.105&CDS=1-774
3075	OG0003075	YOR148C	snap_masked-flattened_line_50-processed-gene-0.2-mRNA-1_1&gene=snap_masked-flattened_line_50-processed-gene-0.2&CDS=1-891
3076	OG0003076	YOR149C	snap_masked-flattened_line_80-processed-gene-0.14-mRNA-1_1&gene=snap_masked-flattened_line_80-processed-gene-0.14&CDS=1-1689
3077	OG0003077	YOR150W	maker-flattened_line_8-snap-gene-0.140-mRNA-1_1&gene=maker-flattened_line_8-snap-gene-0.140&CDS=1-504
3078	OG0003078	YOR151C	snap_masked-flattened_line_8-processed-gene-0.105-mRNA-1_1&gene=snap_masked-flattened_line_8-processed-gene-0.105&CDS=1-3684
3079	OG0003079	YOR154W	genemark-flattened_line_8-processed-gene-2.47-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-2.47&CDS=1-2157
3080	OG0003080	YOR155C	maker-flattened_line_124-snap-gene-0.94-mRNA-1_1&gene=maker-flattened_line_124-snap-gene-0.94&CDS=1-1260
3081	OG0003081	YOR157C	snap_masked-flattened_line_194-processed-gene-0.16-mRNA-1_1&gene=snap_masked-flattened_line_194-processed-gene-0.16&CDS=1-807
3082	OG0003082	YOR158W	snap_masked-flattened_line_112-processed-gene-0.112-mRNA-1_1&gene=snap_masked-flattened_line_112-processed-gene-0.112&CDS=1-843
3083	OG0003083	YOR159C	snap_masked-flattened_line_112-processed-gene-0.116-mRNA-1_1&gene=snap_masked-flattened_line_112-processed-gene-0.116&CDS=1-276
3084	OG0003084	YOR160W	snap_masked-flattened_line_112-processed-gene-0.97-mRNA-1_1&gene=snap_masked-flattened_line_112-processed-gene-0.97&CDS=1-2892
3085	OG0003085	YOR161C	genemark-flattened_line_112-processed-gene-0.36-mRNA-1_1&gene=genemark-flattened_line_112-processed-gene-0.36&CDS=1-1599
3086	OG0003086	YOR163W	snap_masked-flattened_line_52-processed-gene-0.133-mRNA-1_1&gene=snap_masked-flattened_line_52-processed-gene-0.133&CDS=1-513
3087	OG0003087	YOR164C	maker-flattened_line_52-snap-gene-0.5-mRNA-1_1&gene=maker-flattened_line_52-snap-gene-0.5&CDS=1-909
3088	OG0003088	YOR165W	snap_masked-flattened_line_30-processed-gene-1.88-mRNA-1_1&gene=snap_masked-flattened_line_30-processed-gene-1.88&CDS=1-2448
3089	OG0003089	YOR166C	genemark-flattened_line_2-processed-gene-1.114-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-1.114&CDS=1-1266
3090	OG0003090	YOR168W	snap_masked-flattened_line_6-processed-gene-2.105-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-2.105&CDS=1-2421
3091	OG0003091	YOR174W	genemark-flattened_line_30-processed-gene-1.204-mRNA-1_1&gene=genemark-flattened_line_30-processed-gene-1.204&CDS=1-870
3092	OG0003092	YOR175C	snap_masked-flattened_line_52-processed-gene-0.172-mRNA-1_1&gene=snap_masked-flattened_line_52-processed-gene-0.172&CDS=1-1665
3093	OG0003093	YOR176W	snap_masked-flattened_line_52-processed-gene-0.134-mRNA-1_1&gene=snap_masked-flattened_line_52-processed-gene-0.134&CDS=1-1104
3094	OG0003094	YOR181W	snap_masked-flattened_line_171-processed-gene-0.27-mRNA-1_1&gene=snap_masked-flattened_line_171-processed-gene-0.27&CDS=1-2286
3095	OG0003095	YOR184W	snap_masked-flattened_line_74-processed-gene-0.60-mRNA-1_1&gene=snap_masked-flattened_line_74-processed-gene-0.60&CDS=1-1119
3096	OG0003096	YOR187W	snap_masked-flattened_line_74-processed-gene-0.61-mRNA-1_1&gene=snap_masked-flattened_line_74-processed-gene-0.61&CDS=1-1281
3097	OG0003097	YOR188W	maker-flattened_line_56-snap-gene-0.255-mRNA-1_1&gene=maker-flattened_line_56-snap-gene-0.255&CDS=1-4662
3098	OG0003098	YOR191W	snap_masked-flattened_line_16-processed-gene-1.233-mRNA-1_1&gene=snap_masked-flattened_line_16-processed-gene-1.233&CDS=1-3537
3099	OG0003099	YOR194C	genemark-flattened_line_0-processed-gene-4.101-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-4.101&CDS=1-759
3100	OG0003100	YOR196C	snap_masked-flattened_line_12-processed-gene-2.85-mRNA-1_1&gene=snap_masked-flattened_line_12-processed-gene-2.85&CDS=1-1188
3101	OG0003101	YOR197W	snap_masked-flattened_line_12-processed-gene-2.34-mRNA-1_1&gene=snap_masked-flattened_line_12-processed-gene-2.34&CDS=1-1353
3102	OG0003102	YOR198C	snap_masked-flattened_line_12-processed-gene-2.82-mRNA-1_1&gene=snap_masked-flattened_line_12-processed-gene-2.82&CDS=1-1347
3103	OG0003103	YOR201C	snap_masked-flattened_line_56-processed-gene-0.113-mRNA-1_1&gene=snap_masked-flattened_line_56-processed-gene-0.113&CDS=1-1155
3104	OG0003104	YOR202W	maker-flattened_line_56-augustus-gene-0.247-mRNA-1_1&gene=maker-flattened_line_56-augustus-gene-0.247&CDS=1-3423
3105	OG0003105	YOR204W	snap_masked-flattened_line_34-processed-gene-1.78-mRNA-1_1&gene=snap_masked-flattened_line_34-processed-gene-1.78&CDS=1-1893
3106	OG0003106	YOR205C	augustus_masked-flattened_line_66-processed-gene-0.92-mRNA-1_1&gene=augustus_masked-flattened_line_66-processed-gene-0.92&CDS=1-1587
3107	OG0003107	YOR206W	snap_masked-flattened_line_66-processed-gene-0.16-mRNA-1_1&gene=snap_masked-flattened_line_66-processed-gene-0.16&CDS=1-2088
3108	OG0003108	YOR207C	maker-flattened_line_66-snap-gene-0.149-mRNA-1_1&gene=maker-flattened_line_66-snap-gene-0.149&CDS=1-3528
3109	OG0003109	YOR209C	maker-flattened_line_66-snap-gene-0.156-mRNA-1_1&gene=maker-flattened_line_66-snap-gene-0.156&CDS=1-1257
3110	OG0003110	YOR210W	maker-flattened_line_66-snap-gene-0.151-mRNA-1_1&gene=maker-flattened_line_66-snap-gene-0.151&CDS=1-213
3111	OG0003111	YOR211C	genemark-flattened_line_66-processed-gene-0.190-mRNA-1_1&gene=genemark-flattened_line_66-processed-gene-0.190&CDS=1-2568
3112	OG0003112	YOR212W	snap_masked-flattened_line_30-processed-gene-1.79-mRNA-1_1&gene=snap_masked-flattened_line_30-processed-gene-1.79&CDS=1-1149
3113	OG0003113	YOR216C	snap_masked-flattened_line_30-processed-gene-1.116-mRNA-1_1&gene=snap_masked-flattened_line_30-processed-gene-1.116&CDS=1-1467
3114	OG0003114	YOR217W	snap_masked-flattened_line_30-processed-gene-1.81-mRNA-1_1&gene=snap_masked-flattened_line_30-processed-gene-1.81&CDS=1-2529
3115	OG0003115	YOR222W	maker-flattened_line_4-snap-gene-3.3-mRNA-1_1&gene=maker-flattened_line_4-snap-gene-3.3&CDS=1-894
3116	OG0003116	YOR223W	snap_masked-flattened_line_4-processed-gene-3.145-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-3.145&CDS=1-906
3117	OG0003117	YOR224C	snap_masked-flattened_line_0-processed-gene-1.8-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-1.8&CDS=1-426
3118	OG0003118	YOR226C	snap_masked-flattened_line_48-processed-gene-0.181-mRNA-1_1&gene=snap_masked-flattened_line_48-processed-gene-0.181&CDS=1-528
3119	OG0003119	YOR232W	snap_masked-flattened_line_4-processed-gene-2.125-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-2.125&CDS=1-687
3120	OG0003120	YOR233W	maker-flattened_line_4-snap-gene-1.158-mRNA-1_1&gene=maker-flattened_line_4-snap-gene-1.158&CDS=1-2487
3121	OG0003121	YOR236W	snap_masked-flattened_line_16-processed-gene-1.205-mRNA-1_1&gene=snap_masked-flattened_line_16-processed-gene-1.205&CDS=1-603
3122	OG0003122	YOR239W	snap_masked-flattened_line_8-processed-gene-2.193-mRNA-1_1&gene=snap_masked-flattened_line_8-processed-gene-2.193&CDS=1-945
3123	OG0003123	YOR242C	augustus_masked-flattened_line_58-processed-gene-0.178-mRNA-1_1&gene=augustus_masked-flattened_line_58-processed-gene-0.178&CDS=1-909
3124	OG0003124	YOR243C	snap_masked-flattened_line_58-processed-gene-0.103-mRNA-1_1&gene=snap_masked-flattened_line_58-processed-gene-0.103&CDS=1-1923
3125	OG0003125	YOR244W	snap_masked-flattened_line_0-processed-gene-2.45-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-2.45&CDS=1-1446
3126	OG0003126	YOR245C	augustus_masked-flattened_line_0-processed-gene-1.96-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-1.96&CDS=1-1152
3127	OG0003127	YOR246C	genemark-flattened_line_98-processed-gene-0.99-mRNA-1_1&gene=genemark-flattened_line_98-processed-gene-0.99&CDS=1-1005
3128	OG0003128	YOR249C	snap_masked-flattened_line_10-processed-gene-0.19-mRNA-1_1&gene=snap_masked-flattened_line_10-processed-gene-0.19&CDS=1-2307
3129	OG0003129	YOR250C	snap_masked-flattened_line_10-processed-gene-1.4-mRNA-1_1&gene=snap_masked-flattened_line_10-processed-gene-1.4&CDS=1-1398
3130	OG0003130	YOR251C	snap_masked-flattened_line_18-processed-gene-0.99-mRNA-1_1&gene=snap_masked-flattened_line_18-processed-gene-0.99&CDS=1-894
3131	OG0003131	YOR252W	snap_masked-flattened_line_8-processed-gene-2.210-mRNA-1_1&gene=snap_masked-flattened_line_8-processed-gene-2.210&CDS=1-522
3132	OG0003132	YOR253W	snap_masked-flattened_line_2-processed-gene-4.174-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-4.174&CDS=1-489
3133	OG0003133	YOR254C	snap_masked-flattened_line_2-processed-gene-4.137-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-4.137&CDS=1-1863
3134	OG0003134	YOR257W	snap_masked-flattened_line_0-processed-gene-2.25-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-2.25&CDS=1-600
3135	OG0003135	YOR258W	snap_masked-flattened_line_8-processed-gene-2.138-mRNA-1_1&gene=snap_masked-flattened_line_8-processed-gene-2.138&CDS=1-597
3136	OG0003136	YOR259C	snap_masked-flattened_line_8-processed-gene-2.191-mRNA-1_1&gene=snap_masked-flattened_line_8-processed-gene-2.191&CDS=1-1248
3137	OG0003137	YOR260W	augustus_masked-flattened_line_8-processed-gene-2.240-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-2.240&CDS=1-1371
3138	OG0003138	YOR261C	snap_masked-flattened_line_8-processed-gene-2.161-mRNA-1_1&gene=snap_masked-flattened_line_8-processed-gene-2.161&CDS=1-963
3139	OG0003139	YOR262W	snap_masked-flattened_line_8-processed-gene-2.209-mRNA-1_1&gene=snap_masked-flattened_line_8-processed-gene-2.209&CDS=1-1017
3140	OG0003140	YOR265W	snap_masked-flattened_line_8-processed-gene-2.160-mRNA-1_1&gene=snap_masked-flattened_line_8-processed-gene-2.160&CDS=1-312
3141	OG0003141	YOR266W	snap_masked-flattened_line_58-processed-gene-0.106-mRNA-1_1&gene=snap_masked-flattened_line_58-processed-gene-0.106&CDS=1-1053
3142	OG0003142	YOR269W	snap_masked-flattened_line_82-processed-gene-0.127-mRNA-1_1&gene=snap_masked-flattened_line_82-processed-gene-0.127&CDS=1-1377
3143	OG0003143	YOR271C	snap_masked-flattened_line_8-processed-gene-2.195-mRNA-1_1&gene=snap_masked-flattened_line_8-processed-gene-2.195&CDS=1-798
3144	OG0003144	YOR272W	snap_masked-flattened_line_8-processed-gene-2.194-mRNA-1_1&gene=snap_masked-flattened_line_8-processed-gene-2.194&CDS=1-1287
3145	OG0003145	YOR274W	snap_masked-flattened_line_8-processed-gene-2.213-mRNA-1_1&gene=snap_masked-flattened_line_8-processed-gene-2.213&CDS=1-1335
3146	OG0003146	YOR275C	snap_masked-flattened_line_8-processed-gene-2.166-mRNA-1_1&gene=snap_masked-flattened_line_8-processed-gene-2.166&CDS=1-2301
3147	OG0003147	YOR278W	snap_masked-flattened_line_32-processed-gene-0.9-mRNA-1_1&gene=snap_masked-flattened_line_32-processed-gene-0.9&CDS=1-714
3148	OG0003148	YOR281C	snap_masked-flattened_line_6-processed-gene-3.98-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-3.98&CDS=1-723
3149	OG0003149	YOR283W	maker-flattened_line_48-snap-gene-0.3-mRNA-1_1&gene=maker-flattened_line_48-snap-gene-0.3&CDS=1-678
3150	OG0003150	YOR286W	genemark-flattened_line_26-processed-gene-1.254-mRNA-1_1&gene=genemark-flattened_line_26-processed-gene-1.254&CDS=1-540
3151	OG0003151	YOR287C	snap_masked-flattened_line_26-processed-gene-1.40-mRNA-1_1&gene=snap_masked-flattened_line_26-processed-gene-1.40&CDS=1-738
3152	OG0003152	YOR288C	genemark-flattened_line_26-processed-gene-1.212-mRNA-1_1&gene=genemark-flattened_line_26-processed-gene-1.212&CDS=1-654
3153	OG0003153	YOR289W	snap_masked-flattened_line_0-processed-gene-3.38-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-3.38&CDS=1-597
3154	OG0003154	YOR291W	snap_masked-flattened_line_24-processed-gene-1.198-mRNA-1_1&gene=snap_masked-flattened_line_24-processed-gene-1.198&CDS=1-4233
3155	OG0003155	YOR292C	snap_masked-flattened_line_30-processed-gene-0.51-mRNA-1_1&gene=snap_masked-flattened_line_30-processed-gene-0.51&CDS=1-960
3156	OG0003156	YOR294W	snap_masked-flattened_line_4-processed-gene-3.147-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-3.147&CDS=1-597
3157	OG0003157	YOR296W	genemark-flattened_line_4-processed-gene-3.57-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-3.57&CDS=1-3807
3158	OG0003158	YOR298C-A	snap_masked-flattened_line_66-processed-gene-0.39-mRNA-1_1&gene=snap_masked-flattened_line_66-processed-gene-0.39&CDS=1-471
3159	OG0003159	YOR301W	snap_masked-flattened_line_20-processed-gene-0.119-mRNA-1_1&gene=snap_masked-flattened_line_20-processed-gene-0.119&CDS=1-1374
3160	OG0003160	YOR303W	snap_masked-flattened_line_90-processed-gene-0.9-mRNA-1_1&gene=snap_masked-flattened_line_90-processed-gene-0.9&CDS=1-1293
3161	OG0003161	YOR306C	augustus_masked-flattened_line_24-processed-gene-1.60-mRNA-1_1&gene=augustus_masked-flattened_line_24-processed-gene-1.60&CDS=1-1533
3162	OG0003162	YOR307C	augustus_masked-flattened_line_8-processed-gene-1.54-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-1.54&CDS=1-1395
3163	OG0003163	YOR308C	augustus_masked-flattened_line_8-processed-gene-1.51-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-1.51&CDS=1-1947
3164	OG0003164	YOR310C	snap_masked-flattened_line_74-processed-gene-0.7-mRNA-1_1&gene=snap_masked-flattened_line_74-processed-gene-0.7&CDS=1-1527
3165	OG0003165	YOR311C	snap_masked-flattened_line_74-processed-gene-0.32-mRNA-1_1&gene=snap_masked-flattened_line_74-processed-gene-0.32&CDS=1-786
3166	OG0003166	YOR313C	snap_masked-flattened_line_74-processed-gene-0.0-mRNA-1_1&gene=snap_masked-flattened_line_74-processed-gene-0.0&CDS=1-1245
3167	OG0003167	YOR317W	snap_masked-flattened_line_40-processed-gene-0.15-mRNA-1_1&gene=snap_masked-flattened_line_40-processed-gene-0.15&CDS=1-2049
3168	OG0003168	YOR319W	snap_masked-flattened_line_4-processed-gene-3.134-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-3.134&CDS=1-768
3169	OG0003169	YOR322C	snap_masked-flattened_line_2-processed-gene-0.8-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-0.8&CDS=1-1590
3170	OG0003170	YOR323C	snap_masked-flattened_line_0-processed-gene-5.97-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-5.97&CDS=1-1308
3171	OG0003171	YOR326W	maker-flattened_line_0-snap-gene-5.285-mRNA-1_1&gene=maker-flattened_line_0-snap-gene-5.285&CDS=1-4851
3172	OG0003172	YOR327C	maker-flattened_line_60-snap-gene-0.86-mRNA-1_1&gene=maker-flattened_line_60-snap-gene-0.86&CDS=1-345
3173	OG0003173	YOR329C	snap_masked-flattened_line_138-processed-gene-0.71-mRNA-1_1&gene=snap_masked-flattened_line_138-processed-gene-0.71&CDS=1-1539
3174	OG0003174	YOR330C	augustus_masked-flattened_line_138-processed-gene-0.46-mRNA-1_1&gene=augustus_masked-flattened_line_138-processed-gene-0.46&CDS=1-3330
3175	OG0003175	YOR332W	maker-flattened_line_138-snap-gene-0.36-mRNA-1_1&gene=maker-flattened_line_138-snap-gene-0.36&CDS=1-693
3176	OG0003176	YOR335C	genemark-flattened_line_4-processed-gene-1.103-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-1.103&CDS=1-2874
3177	OG0003177	YOR336W	maker-flattened_line_4-snap-gene-1.150-mRNA-1_1&gene=maker-flattened_line_4-snap-gene-1.150&CDS=1-4548
3178	OG0003178	YOR339C	snap_masked-flattened_line_56-processed-gene-0.97-mRNA-1_1&gene=snap_masked-flattened_line_56-processed-gene-0.97&CDS=1-525
3179	OG0003179	YOR340C	augustus_masked-flattened_line_138-processed-gene-0.56-mRNA-1_1&gene=augustus_masked-flattened_line_138-processed-gene-0.56&CDS=1-1893
3180	OG0003180	YOR341W	genemark-flattened_line_40-processed-gene-0.91-mRNA-1_1&gene=genemark-flattened_line_40-processed-gene-0.91&CDS=1-4986
3181	OG0003181	YOR346W	snap_masked-flattened_line_8-processed-gene-1.20-mRNA-1_1&gene=snap_masked-flattened_line_8-processed-gene-1.20&CDS=1-2442
3182	OG0003182	YOR352W	genemark-flattened_line_16-processed-gene-1.80-mRNA-1_1&gene=genemark-flattened_line_16-processed-gene-1.80&CDS=1-597
3183	OG0003183	YOR353C	snap_masked-flattened_line_16-processed-gene-1.239-mRNA-1_1&gene=snap_masked-flattened_line_16-processed-gene-1.239&CDS=1-2631
3184	OG0003184	YOR356W	snap_masked-flattened_line_16-processed-gene-0.17-mRNA-1_1&gene=snap_masked-flattened_line_16-processed-gene-0.17&CDS=1-1812
3185	OG0003185	YOR357C	maker-flattened_line_10-snap-gene-0.51-mRNA-1_1&gene=maker-flattened_line_10-snap-gene-0.51&CDS=1-513
3186	OG0003186	YOR358W	snap_masked-flattened_line_114-processed-gene-0.90-mRNA-1_1&gene=snap_masked-flattened_line_114-processed-gene-0.90&CDS=1-882
3187	OG0003187	YOR359W	snap_masked-flattened_line_118-processed-gene-0.14-mRNA-1_1&gene=snap_masked-flattened_line_118-processed-gene-0.14&CDS=1-1605
3188	OG0003188	YOR360C	snap_masked-flattened_line_118-processed-gene-0.26-mRNA-1_1&gene=snap_masked-flattened_line_118-processed-gene-0.26&CDS=1-1488
3189	OG0003189	YOR361C	snap_masked-flattened_line_18-processed-gene-1.141-mRNA-1_1&gene=snap_masked-flattened_line_18-processed-gene-1.141&CDS=1-2181
3190	OG0003190	YOR362C	maker-flattened_line_18-snap-gene-1.265-mRNA-1_1&gene=maker-flattened_line_18-snap-gene-1.265&CDS=1-792
3191	OG0003191	YOR367W	genemark-flattened_line_138-processed-gene-0.26-mRNA-1_1&gene=genemark-flattened_line_138-processed-gene-0.26&CDS=1-1584
3192	OG0003192	YOR369C	genemark-flattened_line_138-processed-gene-0.8-mRNA-1_1&gene=genemark-flattened_line_138-processed-gene-0.8&CDS=1-441
3193	OG0003193	YOR370C	snap_masked-flattened_line_138-processed-gene-0.63-mRNA-1_1&gene=snap_masked-flattened_line_138-processed-gene-0.63&CDS=1-1692
3194	OG0003194	YOR374W	snap_masked-flattened_line_66-processed-gene-0.30-mRNA-1_1&gene=snap_masked-flattened_line_66-processed-gene-0.30&CDS=1-1479
3195	OG0003195	YOR378W	snap_masked-flattened_line_42-processed-gene-1.156-mRNA-1_1&gene=snap_masked-flattened_line_42-processed-gene-1.156&CDS=1-1524
3196	OG0003196	YPL002C	genemark-flattened_line_12-processed-gene-1.42-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-1.42&CDS=1-729
3197	OG0003197	YPL003W	snap_masked-flattened_line_6-processed-gene-0.25-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-0.25&CDS=1-1548
3198	OG0003198	YPL005W	augustus_masked-flattened_line_30-processed-gene-0.31-mRNA-1_1&gene=augustus_masked-flattened_line_30-processed-gene-0.31&CDS=1-1653
3199	OG0003199	YPL006W	snap_masked-flattened_line_30-processed-gene-0.75-mRNA-1_1&gene=snap_masked-flattened_line_30-processed-gene-0.75&CDS=1-3861
3200	OG0003200	YPL007C	snap_masked-flattened_line_30-processed-gene-0.74-mRNA-1_1&gene=snap_masked-flattened_line_30-processed-gene-0.74&CDS=1-2157
3201	OG0003201	YPL008W	snap_masked-flattened_line_34-processed-gene-0.103-mRNA-1_1&gene=snap_masked-flattened_line_34-processed-gene-0.103&CDS=1-2544
3202	OG0003202	YPL009C	snap_masked-flattened_line_4-processed-gene-2.113-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-2.113&CDS=1-3318
3203	OG0003203	YPL010W	snap_masked-flattened_line_4-processed-gene-2.131-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-2.131&CDS=1-588
3204	OG0003204	YPL012W	maker-flattened_line_4-snap-gene-2.101-mRNA-1_1&gene=maker-flattened_line_4-snap-gene-2.101&CDS=1-3687
3205	OG0003205	YPL013C	maker-flattened_line_4-augustus-gene-2.0-mRNA-1_1&gene=maker-flattened_line_4-augustus-gene-2.0&CDS=1-384
3206	OG0003206	YPL014W	snap_masked-flattened_line_4-processed-gene-2.138-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-2.138&CDS=1-930
3207	OG0003207	YPL015C	genemark-flattened_line_4-processed-gene-2.33-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-2.33&CDS=1-1137
3208	OG0003208	YPL016W	snap_masked-flattened_line_32-processed-gene-1.43-mRNA-1_1&gene=snap_masked-flattened_line_32-processed-gene-1.43&CDS=1-3636
3209	OG0003209	YPL020C	snap_masked-flattened_line_24-processed-gene-1.209-mRNA-1_1&gene=snap_masked-flattened_line_24-processed-gene-1.209&CDS=1-2043
3210	OG0003210	YPL022W	snap_masked-flattened_line_32-processed-gene-0.38-mRNA-1_1&gene=snap_masked-flattened_line_32-processed-gene-0.38&CDS=1-2937
