	OrthologID	Kazachstania_naganishii	Saccharomyces_cerevisiae
3180	OG0003180	genemark-HE978322-processed-gene-1.89-mRNA-1_1&gene=genemark-HE978322-processed-gene-1.89&CDS=1-1146	YGL153W
3181	OG0003181	genemark-HE978322-processed-gene-1.90-mRNA-1_1&gene=genemark-HE978322-processed-gene-1.90&CDS=1-3420	YGL151W
3182	OG0003182	genemark-HE978322-processed-gene-1.108-mRNA-1_1&gene=genemark-HE978322-processed-gene-1.108&CDS=1-4122	YGL150C
3183	OG0003183	genemark-HE978322-processed-gene-1.91-mRNA-1_1&gene=genemark-HE978322-processed-gene-1.91&CDS=1-1134	YGL148W
3184	OG0003184	genemark-HE978322-processed-gene-1.110-mRNA-1_1&gene=genemark-HE978322-processed-gene-1.110&CDS=1-783	YDL111C
3185	OG0003185	snap_masked-HE978322-processed-gene-1.30-mRNA-1_1&gene=snap_masked-HE978322-processed-gene-1.30&CDS=1-771	YGL146C
3186	OG0003186	genemark-HE978322-processed-gene-1.92-mRNA-1_1&gene=genemark-HE978322-processed-gene-1.92&CDS=1-1995	YGL145W
3187	OG0003187	genemark-HE978322-processed-gene-1.112-mRNA-1_1&gene=genemark-HE978322-processed-gene-1.112&CDS=1-1995	YGL144C
3188	OG0003188	genemark-HE978322-processed-gene-1.113-mRNA-1_1&gene=genemark-HE978322-processed-gene-1.113&CDS=1-1233	YGL143C
3189	OG0003189	genemark-HE978322-processed-gene-1.114-mRNA-1_1&gene=genemark-HE978322-processed-gene-1.114&CDS=1-1617	YGL142C
3190	OG0003190	genemark-HE978322-processed-gene-1.93-mRNA-1_1&gene=genemark-HE978322-processed-gene-1.93&CDS=1-1275	YIR004W
3191	OG0003191	genemark-HE978322-processed-gene-1.94-mRNA-1_1&gene=genemark-HE978322-processed-gene-1.94&CDS=1-4575	YMR171C
3192	OG0003192	genemark-HE978322-processed-gene-1.96-mRNA-1_1&gene=genemark-HE978322-processed-gene-1.96&CDS=1-1851	YMR168C
3193	OG0003193	genemark-HE978322-processed-gene-1.115-mRNA-1_1&gene=genemark-HE978322-processed-gene-1.115&CDS=1-2304	YMR167W
3194	OG0003194	genemark-HE978322-processed-gene-1.97-mRNA-1_1&gene=genemark-HE978322-processed-gene-1.97&CDS=1-1110	YMR166C
3195	OG0003195	genemark-HE978322-processed-gene-1.98-mRNA-1_1&gene=genemark-HE978322-processed-gene-1.98&CDS=1-2316	YMR165C
3196	OG0003196	snap_masked-HE978322-processed-gene-1.19-mRNA-1_1&gene=snap_masked-HE978322-processed-gene-1.19&CDS=1-1998	YMR163C
3197	OG0003197	snap_masked-HE978322-processed-gene-1.20-mRNA-1_1&gene=snap_masked-HE978322-processed-gene-1.20&CDS=1-4962	YMR162C
3198	OG0003198	augustus_masked-HE978322-processed-gene-1.77-mRNA-1_1&gene=augustus_masked-HE978322-processed-gene-1.77&CDS=1-2934	YMR160W
3199	OG0003199	snap_masked-HE978322-processed-gene-1.21-mRNA-1_1&gene=snap_masked-HE978322-processed-gene-1.21&CDS=1-390	YMR159C
3200	OG0003200	genemark-HE978322-processed-gene-1.120-mRNA-1_1&gene=genemark-HE978322-processed-gene-1.120&CDS=1-1524	YDR145W
3201	OG0003201	snap_masked-HE978322-processed-gene-1.23-mRNA-1_1&gene=snap_masked-HE978322-processed-gene-1.23&CDS=1-1143	YDR142C
3202	OG0003202	snap_masked-HE978322-processed-gene-1.24-mRNA-1_1&gene=snap_masked-HE978322-processed-gene-1.24&CDS=1-5052	YDR141C
3203	OG0003203	genemark-HE978322-processed-gene-1.121-mRNA-1_1&gene=genemark-HE978322-processed-gene-1.121&CDS=1-684	YDR140W
3204	OG0003204	augustus_masked-HE978322-processed-gene-1.80-mRNA-1_1&gene=augustus_masked-HE978322-processed-gene-1.80&CDS=1-3957	YDR138W
3205	OG0003205	snap_masked-HE978322-processed-gene-2.7-mRNA-1_1&gene=snap_masked-HE978322-processed-gene-2.7&CDS=1-4605	YDR135C
3206	OG0003206	genemark-HE978322-processed-gene-2.87-mRNA-1_1&gene=genemark-HE978322-processed-gene-2.87&CDS=1-1512	YDR132C
3207	OG0003207	snap_masked-HE978322-processed-gene-2.10-mRNA-1_1&gene=snap_masked-HE978322-processed-gene-2.10&CDS=1-1587	YDR131C
3208	OG0003208	augustus_masked-HE978322-processed-gene-2.53-mRNA-1_1&gene=augustus_masked-HE978322-processed-gene-2.53&CDS=1-4461	YDR128W
3209	OG0003209	genemark-HE978322-processed-gene-2.108-mRNA-1_1&gene=genemark-HE978322-processed-gene-2.108&CDS=1-1026	YOR091W
3210	OG0003210	maker-HE978322-augustus-gene-2.4-mRNA-1_1&gene=maker-HE978322-augustus-gene-2.4&CDS=1-2121	YOR090C
3211	OG0003211	genemark-HE978322-processed-gene-2.109-mRNA-1_1&gene=genemark-HE978322-processed-gene-2.109&CDS=1-2052	YOR087W
3212	OG0003212	genemark-HE978322-processed-gene-2.93-mRNA-1_1&gene=genemark-HE978322-processed-gene-2.93&CDS=1-1377	YNR001C
3213	OG0003213	genemark-HE978322-processed-gene-2.110-mRNA-1_1&gene=genemark-HE978322-processed-gene-2.110&CDS=1-405	YCR003W
3214	OG0003214	genemark-HE978322-processed-gene-2.95-mRNA-1_1&gene=genemark-HE978322-processed-gene-2.95&CDS=1-993	YCR002C
3215	OG0003215	genemark-HE978322-processed-gene-2.111-mRNA-1_1&gene=genemark-HE978322-processed-gene-2.111&CDS=1-576	YCL001W
3216	OG0003216	augustus_masked-HE978322-processed-gene-2.58-mRNA-1_1&gene=augustus_masked-HE978322-processed-gene-2.58&CDS=1-813	YCL002C
3217	OG0003217	snap_masked-HE978322-processed-gene-2.35-mRNA-1_1&gene=snap_masked-HE978322-processed-gene-2.35&CDS=1-1569	YCL004W
3218	OG0003218	snap_masked-HE978322-processed-gene-2.36-mRNA-1_1&gene=snap_masked-HE978322-processed-gene-2.36&CDS=1-963	YCL005W
3219	OG0003219	genemark-HE978322-processed-gene-2.97-mRNA-1_1&gene=genemark-HE978322-processed-gene-2.97&CDS=1-1317	YCL008C
3220	OG0003220	maker-HE978322-augustus-gene-2.5-mRNA-1_1&gene=maker-HE978322-augustus-gene-2.5&CDS=1-1725	YCL009C
3221	OG0003221	genemark-HE978322-processed-gene-2.114-mRNA-1_1&gene=genemark-HE978322-processed-gene-2.114&CDS=1-5244	YCL014W
3222	OG0003222	genemark-HE978322-processed-gene-2.99-mRNA-1_1&gene=genemark-HE978322-processed-gene-2.99&CDS=1-1161	YCL016C
3223	OG0003223	genemark-HE978322-processed-gene-2.100-mRNA-1_1&gene=genemark-HE978322-processed-gene-2.100&CDS=1-1539	YCL017C
3224	OG0003224	genemark-HE978322-processed-gene-2.115-mRNA-1_1&gene=genemark-HE978322-processed-gene-2.115&CDS=1-1095	YCL018W
3225	OG0003225	genemark-HE978322-processed-gene-2.116-mRNA-1_1&gene=genemark-HE978322-processed-gene-2.116&CDS=1-975	YNL002C
3226	OG0003226	genemark-HE978322-processed-gene-2.101-mRNA-1_1&gene=genemark-HE978322-processed-gene-2.101&CDS=1-2418	YLR176C
3227	OG0003227	genemark-HE978322-processed-gene-2.117-mRNA-1_1&gene=genemark-HE978322-processed-gene-2.117&CDS=1-1440	YLR175W
3228	OG0003228	genemark-HE978322-processed-gene-2.119-mRNA-1_1&gene=genemark-HE978322-processed-gene-2.119&CDS=1-717	YLR250W
3229	OG0003229	genemark-HE978322-processed-gene-2.120-mRNA-1_1&gene=genemark-HE978322-processed-gene-2.120&CDS=1-3135	YNL014W
3230	OG0003230	genemark-HE978322-processed-gene-2.121-mRNA-1_1&gene=genemark-HE978322-processed-gene-2.121&CDS=1-1842	YLR248W
3231	OG0003231	genemark-HE978322-processed-gene-2.102-mRNA-1_1&gene=genemark-HE978322-processed-gene-2.102&CDS=1-4479	YLR247C
3232	OG0003232	genemark-HE978322-processed-gene-2.122-mRNA-1_1&gene=genemark-HE978322-processed-gene-2.122&CDS=1-468	YLR170C
3233	OG0003233	genemark-HE978322-processed-gene-2.123-mRNA-1_1&gene=genemark-HE978322-processed-gene-2.123&CDS=1-894	YLR172C
3234	OG0003234	snap_masked-HE978322-processed-gene-2.27-mRNA-1_1&gene=snap_masked-HE978322-processed-gene-2.27&CDS=1-1911	YLR173W
3235	OG0003235	genemark-HE978322-processed-gene-2.104-mRNA-1_1&gene=genemark-HE978322-processed-gene-2.104&CDS=1-1698	YLR253W
3236	OG0003236	augustus_masked-HE978322-processed-gene-2.85-mRNA-1_1&gene=augustus_masked-HE978322-processed-gene-2.85&CDS=1-558	YLR254C
3237	OG0003237	genemark-HE978322-processed-gene-2.105-mRNA-1_1&gene=genemark-HE978322-processed-gene-2.105&CDS=1-4428	YLR256W
3238	OG0003238	genemark-HE978322-processed-gene-3.10-mRNA-1_1&gene=genemark-HE978322-processed-gene-3.10&CDS=1-1293	YOL018C
3239	OG0003239	snap_masked-HE978322-processed-gene-3.99-mRNA-1_1&gene=snap_masked-HE978322-processed-gene-3.99&CDS=1-1719	YOL019W
3240	OG0003240	genemark-HE978322-processed-gene-3.11-mRNA-1_1&gene=genemark-HE978322-processed-gene-3.11&CDS=1-1563	YFR028C
3241	OG0003241	genemark-HE978322-processed-gene-3.14-mRNA-1_1&gene=genemark-HE978322-processed-gene-3.14&CDS=1-2028	YHR020W
3242	OG0003242	augustus_masked-HE978322-processed-gene-3.62-mRNA-1_1&gene=augustus_masked-HE978322-processed-gene-3.62&CDS=1-2982	YHR018C
3243	OG0003243	genemark-HE978322-processed-gene-3.37-mRNA-1_1&gene=genemark-HE978322-processed-gene-3.37&CDS=1-1182	YHR017W
3244	OG0003244	genemark-HE978322-processed-gene-3.18-mRNA-1_1&gene=genemark-HE978322-processed-gene-3.18&CDS=1-1215	YOL022C
3245	OG0003245	genemark-HE978322-processed-gene-3.39-mRNA-1_1&gene=genemark-HE978322-processed-gene-3.39&CDS=1-2124	YOL023W
3246	OG0003246	snap_masked-HE978322-processed-gene-3.125-mRNA-1_1&gene=snap_masked-HE978322-processed-gene-3.125&CDS=1-1812	YOL025W
3247	OG0003247	genemark-HE978322-processed-gene-3.20-mRNA-1_1&gene=genemark-HE978322-processed-gene-3.20&CDS=1-1578	YFR021W
3248	OG0003248	genemark-HE978322-processed-gene-3.21-mRNA-1_1&gene=genemark-HE978322-processed-gene-3.21&CDS=1-2313	YOR018W
3249	OG0003249	genemark-HE978322-processed-gene-3.41-mRNA-1_1&gene=genemark-HE978322-processed-gene-3.41&CDS=1-402	YOL012C
3250	OG0003250	genemark-HE978322-processed-gene-3.42-mRNA-1_1&gene=genemark-HE978322-processed-gene-3.42&CDS=1-1605	YMR004W
3251	OG0003251	genemark-HE978322-processed-gene-3.43-mRNA-1_1&gene=genemark-HE978322-processed-gene-3.43&CDS=1-804	YOL009C
3252	OG0003252	genemark-HE978322-processed-gene-3.24-mRNA-1_1&gene=genemark-HE978322-processed-gene-3.24&CDS=1-633	YOL008W
3253	OG0003253	snap_masked-HE978322-processed-gene-3.128-mRNA-1_1&gene=snap_masked-HE978322-processed-gene-3.128&CDS=1-759	YOL007C
3254	OG0003254	genemark-HE978322-processed-gene-3.25-mRNA-1_1&gene=genemark-HE978322-processed-gene-3.25&CDS=1-3513	YLR272C
3255	OG0003255	augustus_masked-HE978322-processed-gene-3.69-mRNA-1_1&gene=augustus_masked-HE978322-processed-gene-3.69&CDS=1-972	YOL001W
3256	OG0003256	snap_masked-HE978322-processed-gene-3.129-mRNA-1_1&gene=snap_masked-HE978322-processed-gene-3.129&CDS=1-411	YLR016C
3257	OG0003257	snap_masked-HE978322-processed-gene-3.112-mRNA-1_1&gene=snap_masked-HE978322-processed-gene-3.112&CDS=1-966	YJL006C
3258	OG0003258	genemark-HE978322-processed-gene-3.46-mRNA-1_1&gene=genemark-HE978322-processed-gene-3.46&CDS=1-912	YJL031C
3259	OG0003259	genemark-HE978322-processed-gene-3.28-mRNA-1_1&gene=genemark-HE978322-processed-gene-3.28&CDS=1-609	YJL030W
3260	OG0003260	genemark-HE978322-processed-gene-3.47-mRNA-1_1&gene=genemark-HE978322-processed-gene-3.47&CDS=1-1299	YIL113W
3261	OG0003261	genemark-HE978322-processed-gene-3.48-mRNA-1_1&gene=genemark-HE978322-processed-gene-3.48&CDS=1-3351	YNL054W
3262	OG0003262	genemark-HE978322-processed-gene-3.29-mRNA-1_1&gene=genemark-HE978322-processed-gene-3.29&CDS=1-864	YNL055C
3263	OG0003263	genemark-HE978322-processed-gene-3.49-mRNA-1_1&gene=genemark-HE978322-processed-gene-3.49&CDS=1-534	YNL056W
3264	OG0003264	snap_masked-HE978322-processed-gene-3.115-mRNA-1_1&gene=snap_masked-HE978322-processed-gene-3.115&CDS=1-1143	YNL058C
3265	OG0003265	genemark-HE978322-processed-gene-3.31-mRNA-1_1&gene=genemark-HE978322-processed-gene-3.31&CDS=1-2259	YNL059C
3266	OG0003266	genemark-HE978322-processed-gene-3.50-mRNA-1_1&gene=genemark-HE978322-processed-gene-3.50&CDS=1-1887	YNL061W
3267	OG0003267	genemark-HE978322-processed-gene-3.32-mRNA-1_1&gene=genemark-HE978322-processed-gene-3.32&CDS=1-1416	YNL062C
3268	OG0003268	snap_masked-HE978322-processed-gene-3.135-mRNA-1_1&gene=snap_masked-HE978322-processed-gene-3.135&CDS=1-1017	YNL063W
3269	OG0003269	genemark-HE978322-processed-gene-3.33-mRNA-1_1&gene=genemark-HE978322-processed-gene-3.33&CDS=1-1227	YNL064C
3270	OG0003270	genemark-HE978322-processed-gene-3.52-mRNA-1_1&gene=genemark-HE978322-processed-gene-3.52&CDS=1-1794	YNL065W
3271	OG0003271	genemark-HE978322-processed-gene-3.53-mRNA-1_1&gene=genemark-HE978322-processed-gene-3.53&CDS=1-423	YOR103C
3272	OG0003272	genemark-HE978322-processed-gene-3.36-mRNA-1_1&gene=genemark-HE978322-processed-gene-3.36&CDS=1-687	YNL099C
3273	OG0003273	snap_masked-HE978322-processed-gene-3.137-mRNA-1_1&gene=snap_masked-HE978322-processed-gene-3.137&CDS=1-711	YNL100W
3274	OG0003274	genemark-HE978322-processed-gene-3.55-mRNA-1_1&gene=genemark-HE978322-processed-gene-3.55&CDS=1-2208	YNL101W
3275	OG0003275	genemark-HE978322-processed-gene-3.56-mRNA-1_1&gene=genemark-HE978322-processed-gene-3.56&CDS=1-6051	YNL102W
3276	OG0003276	genemark-HE978322-processed-gene-4.103-mRNA-1_1&gene=genemark-HE978322-processed-gene-4.103&CDS=1-801	YNL108C
3277	OG0003277	genemark-HE978322-processed-gene-4.104-mRNA-1_1&gene=genemark-HE978322-processed-gene-4.104&CDS=1-687	YNL110C
3278	OG0003278	genemark-HE978322-processed-gene-4.105-mRNA-1_1&gene=genemark-HE978322-processed-gene-4.105&CDS=1-357	YNL111C
3279	OG0003279	maker-HE978322-snap-gene-4.100-mRNA-1_1&gene=maker-HE978322-snap-gene-4.100&CDS=1-1617	YNL112W
3280	OG0003280	genemark-HE978322-processed-gene-4.127-mRNA-1_1&gene=genemark-HE978322-processed-gene-4.127&CDS=1-453	YNL113W
3281	OG0003281	genemark-HE978322-processed-gene-4.109-mRNA-1_1&gene=genemark-HE978322-processed-gene-4.109&CDS=1-1827	YNL115C
3282	OG0003282	genemark-HE978322-processed-gene-4.110-mRNA-1_1&gene=genemark-HE978322-processed-gene-4.110&CDS=1-2745	YNL118C
3283	OG0003283	augustus_masked-HE978322-processed-gene-4.78-mRNA-1_1&gene=augustus_masked-HE978322-processed-gene-4.78&CDS=1-1272	YNL119W
3284	OG0003284	maker-HE978322-snap-gene-4.101-mRNA-1_1&gene=maker-HE978322-snap-gene-4.101&CDS=1-4545	YNL123W
3285	OG0003285	maker-HE978322-augustus-gene-4.52-mRNA-1_1&gene=maker-HE978322-augustus-gene-4.52&CDS=1-5403	YNL127W
3286	OG0003286	genemark-HE978322-processed-gene-4.114-mRNA-1_1&gene=genemark-HE978322-processed-gene-4.114&CDS=1-567	YHR121W
3287	OG0003287	augustus_masked-HE978322-processed-gene-4.82-mRNA-1_1&gene=augustus_masked-HE978322-processed-gene-4.82&CDS=1-1314	YNL128W
3288	OG0003288	genemark-HE978322-processed-gene-4.136-mRNA-1_1&gene=genemark-HE978322-processed-gene-4.136&CDS=1-756	YNL129W
3289	OG0003289	genemark-HE978322-processed-gene-4.115-mRNA-1_1&gene=genemark-HE978322-processed-gene-4.115&CDS=1-1161	YNL130C
3290	OG0003290	genemark-HE978322-processed-gene-4.137-mRNA-1_1&gene=genemark-HE978322-processed-gene-4.137&CDS=1-453	YNL131W
3291	OG0003291	genemark-HE978322-processed-gene-4.138-mRNA-1_1&gene=genemark-HE978322-processed-gene-4.138&CDS=1-3183	YNL132W
3292	OG0003292	augustus_masked-HE978322-processed-gene-4.86-mRNA-1_1&gene=augustus_masked-HE978322-processed-gene-4.86&CDS=1-1086	YNL136W
3293	OG0003293	genemark-HE978322-processed-gene-4.119-mRNA-1_1&gene=genemark-HE978322-processed-gene-4.119&CDS=1-1467	YNL137C
3294	OG0003294	genemark-HE978322-processed-gene-4.140-mRNA-1_1&gene=genemark-HE978322-processed-gene-4.140&CDS=1-1599	YNL138W
3295	OG0003295	maker-HE978322-augustus-gene-4.53-mRNA-1_1&gene=maker-HE978322-augustus-gene-4.53&CDS=1-243	YNL138W-A
3296	OG0003296	genemark-HE978322-processed-gene-4.120-mRNA-1_1&gene=genemark-HE978322-processed-gene-4.120&CDS=1-4659	YNL139C
3297	OG0003297	genemark-HE978322-processed-gene-4.121-mRNA-1_1&gene=genemark-HE978322-processed-gene-4.121&CDS=1-1077	YNL152W
3298	OG0003298	snap_masked-HE978322-processed-gene-4.38-mRNA-1_1&gene=snap_masked-HE978322-processed-gene-4.38&CDS=1-807	YNL151C
3299	OG0003299	genemark-HE978322-processed-gene-4.143-mRNA-1_1&gene=genemark-HE978322-processed-gene-4.143&CDS=1-396	YNL149C
3300	OG0003300	genemark-HE978322-processed-gene-4.144-mRNA-1_1&gene=genemark-HE978322-processed-gene-4.144&CDS=1-621	YMR197C
3301	OG0003301	genemark-HE978322-processed-gene-4.123-mRNA-1_1&gene=genemark-HE978322-processed-gene-4.123&CDS=1-873	YMR200W
3302	OG0003302	genemark-HE978322-processed-gene-4.145-mRNA-1_1&gene=genemark-HE978322-processed-gene-4.145&CDS=1-882	YMR201C
3303	OG0003303	genemark-HE978322-processed-gene-4.124-mRNA-1_1&gene=genemark-HE978322-processed-gene-4.124&CDS=1-669	YMR202W
3304	OG0003304	genemark-HE978322-processed-gene-4.125-mRNA-1_1&gene=genemark-HE978322-processed-gene-4.125&CDS=1-1167	YMR203W
3305	OG0003305	genemark-HE978322-processed-gene-4.147-mRNA-1_1&gene=genemark-HE978322-processed-gene-4.147&CDS=1-2910	YMR205C
3306	OG0003306	snap_masked-HE978322-processed-gene-4.45-mRNA-1_1&gene=snap_masked-HE978322-processed-gene-4.45&CDS=1-6726	YNR016C
3307	OG0003307	genemark-HE978322-processed-gene-4.149-mRNA-1_1&gene=genemark-HE978322-processed-gene-4.149&CDS=1-1425	YCR045C
3308	OG0003308	augustus_masked-HE978322-processed-gene-4.96-mRNA-1_1&gene=augustus_masked-HE978322-processed-gene-4.96&CDS=1-567	YCR046C
3309	OG0003309	genemark-HE978322-processed-gene-4.152-mRNA-1_1&gene=genemark-HE978322-processed-gene-4.152&CDS=1-351	YCR060W
3310	OG0003310	genemark-HE978322-processed-gene-5.0-mRNA-1_1&gene=genemark-HE978322-processed-gene-5.0&CDS=1-801	YCR059C
3311	OG0003311	genemark-HE978322-processed-gene-5.1-mRNA-1_1&gene=genemark-HE978322-processed-gene-5.1&CDS=1-2754	YCR057C
3312	OG0003312	genemark-HE978322-processed-gene-5.2-mRNA-1_1&gene=genemark-HE978322-processed-gene-5.2&CDS=1-1617	YCR054C
3313	OG0003313	genemark-HE978322-processed-gene-5.3-mRNA-1_1&gene=genemark-HE978322-processed-gene-5.3&CDS=1-1539	YCR053W
3314	OG0003314	genemark-HE978322-processed-gene-5.4-mRNA-1_1&gene=genemark-HE978322-processed-gene-5.4&CDS=1-1725	YNR023W
3315	OG0003315	genemark-HE978322-processed-gene-5.5-mRNA-1_1&gene=genemark-HE978322-processed-gene-5.5&CDS=1-1227	YNR021W
3316	OG0003316	genemark-HE978322-processed-gene-5.7-mRNA-1_1&gene=genemark-HE978322-processed-gene-5.7&CDS=1-825	YCR047C
3317	OG0003317	genemark-HE978322-processed-gene-5.9-mRNA-1_1&gene=genemark-HE978322-processed-gene-5.9&CDS=1-1170	YCR095C
3318	OG0003318	maker-HE978322-snap-gene-5.54-mRNA-1_1&gene=maker-HE978322-snap-gene-5.54&CDS=1-7398	YCR093W
3319	OG0003319	genemark-HE978322-processed-gene-5.10-mRNA-1_1&gene=genemark-HE978322-processed-gene-5.10&CDS=1-3153	YCR092C
3320	OG0003320	genemark-HE978322-processed-gene-5.11-mRNA-1_1&gene=genemark-HE978322-processed-gene-5.11&CDS=1-534	YCR090C
3321	OG0003321	genemark-HE978322-processed-gene-5.33-mRNA-1_1&gene=genemark-HE978322-processed-gene-5.33&CDS=1-1725	YCR088W
3322	OG0003322	genemark-HE978322-processed-gene-5.12-mRNA-1_1&gene=genemark-HE978322-processed-gene-5.12&CDS=1-450	YCR087C-A
3323	OG0003323	genemark-HE978322-processed-gene-5.34-mRNA-1_1&gene=genemark-HE978322-processed-gene-5.34&CDS=1-546	YCR086W
3324	OG0003324	genemark-HE978322-processed-gene-5.35-mRNA-1_1&gene=genemark-HE978322-processed-gene-5.35&CDS=1-396	YCR083W
3325	OG0003325	maker-HE978322-augustus-gene-5.157-mRNA-1_1&gene=maker-HE978322-augustus-gene-5.157&CDS=1-4698	YCR081W
3326	OG0003326	genemark-HE978322-processed-gene-5.38-mRNA-1_1&gene=genemark-HE978322-processed-gene-5.38&CDS=1-1296	YCR079W
3327	OG0003327	genemark-HE978322-processed-gene-5.13-mRNA-1_1&gene=genemark-HE978322-processed-gene-5.13&CDS=1-2511	YCR077C
3328	OG0003328	snap_masked-HE978322-processed-gene-5.115-mRNA-1_1&gene=snap_masked-HE978322-processed-gene-5.115&CDS=1-930	YCR076C
3329	OG0003329	snap_masked-HE978322-processed-gene-5.139-mRNA-1_1&gene=snap_masked-HE978322-processed-gene-5.139&CDS=1-216	YCR075W-A
3330	OG0003330	genemark-HE978322-processed-gene-5.15-mRNA-1_1&gene=genemark-HE978322-processed-gene-5.15&CDS=1-792	YCR075C
3331	OG0003331	genemark-HE978322-processed-gene-5.17-mRNA-1_1&gene=genemark-HE978322-processed-gene-5.17&CDS=1-1866	YCR072C
3332	OG0003332	augustus_masked-HE978322-processed-gene-5.90-mRNA-1_1&gene=augustus_masked-HE978322-processed-gene-5.90&CDS=1-1587	YCR068W
3333	OG0003333	genemark-HE978322-processed-gene-5.41-mRNA-1_1&gene=genemark-HE978322-processed-gene-5.41&CDS=1-1383	YCR066W
3334	OG0003334	genemark-HE978322-processed-gene-5.42-mRNA-1_1&gene=genemark-HE978322-processed-gene-5.42&CDS=1-1800	YCR065W
3335	OG0003335	genemark-HE978322-processed-gene-5.43-mRNA-1_1&gene=genemark-HE978322-processed-gene-5.43&CDS=1-474	YCR063W
3336	OG0003336	genemark-HE978322-processed-gene-5.44-mRNA-1_1&gene=genemark-HE978322-processed-gene-5.44&CDS=1-1629	YCR061W
3337	OG0003337	genemark-HE978322-processed-gene-5.19-mRNA-1_1&gene=genemark-HE978322-processed-gene-5.19&CDS=1-1335	YLR303W
3338	OG0003338	genemark-HE978322-processed-gene-5.45-mRNA-1_1&gene=genemark-HE978322-processed-gene-5.45&CDS=1-5724	YLR305C
3339	OG0003339	augustus_masked-HE978322-processed-gene-5.73-mRNA-1_1&gene=augustus_masked-HE978322-processed-gene-5.73&CDS=1-564	YLR306W
3340	OG0003340	genemark-HE978322-processed-gene-5.21-mRNA-1_1&gene=genemark-HE978322-processed-gene-5.21&CDS=1-930	YLR307W
3341	OG0003341	snap_masked-HE978322-processed-gene-5.146-mRNA-1_1&gene=snap_masked-HE978322-processed-gene-5.146&CDS=1-2892	YLR309C
3342	OG0003342	genemark-HE978322-processed-gene-5.22-mRNA-1_1&gene=genemark-HE978322-processed-gene-5.22&CDS=1-1668	YLL018C
3343	OG0003343	snap_masked-HE978322-processed-gene-5.125-mRNA-1_1&gene=snap_masked-HE978322-processed-gene-5.125&CDS=1-2049	YLL019C
3344	OG0003344	genemark-HE978322-processed-gene-5.25-mRNA-1_1&gene=genemark-HE978322-processed-gene-5.25&CDS=1-807	YLL023C
3345	OG0003345	genemark-HE978322-processed-gene-5.49-mRNA-1_1&gene=genemark-HE978322-processed-gene-5.49&CDS=1-2091	YHL024W
3346	OG0003346	genemark-HE978322-processed-gene-5.50-mRNA-1_1&gene=genemark-HE978322-processed-gene-5.50&CDS=1-2724	YLL026W
3347	OG0003347	genemark-HE978322-processed-gene-5.51-mRNA-1_1&gene=genemark-HE978322-processed-gene-5.51&CDS=1-648	YLL027W
3348	OG0003348	genemark-HE978322-processed-gene-5.26-mRNA-1_1&gene=genemark-HE978322-processed-gene-5.26&CDS=1-2016	YLL029W
3349	OG0003349	genemark-HE978322-processed-gene-5.27-mRNA-1_1&gene=genemark-HE978322-processed-gene-5.27&CDS=1-1776	YLL028W
3350	OG0003350	genemark-HE978323-processed-gene-0.84-mRNA-1_1&gene=genemark-HE978323-processed-gene-0.84&CDS=1-1566	YML086C
3351	OG0003351	genemark-HE978323-processed-gene-0.108-mRNA-1_1&gene=genemark-HE978323-processed-gene-0.108&CDS=1-1848	YML088W
