	OrthologID	Geotrichum_candidum	Saccharomyces_cerevisiae
2655	OG0002655	genemark-CCBN010000012.1-processed-gene-7.79-mRNA-1_1&gene=genemark-CCBN010000012.1-processed-gene-7.79&CDS=1-897	YOR126C
2656	OG0002656	genemark-CCBN010000012.1-processed-gene-7.47-mRNA-1_1&gene=genemark-CCBN010000012.1-processed-gene-7.47&CDS=1-3186	YJL108C
2657	OG0002657	genemark-CCBN010000012.1-processed-gene-7.82-mRNA-1_1&gene=genemark-CCBN010000012.1-processed-gene-7.82&CDS=1-2358	YNL023C
2658	OG0002658	genemark-CCBN010000012.1-processed-gene-7.49-mRNA-1_1&gene=genemark-CCBN010000012.1-processed-gene-7.49&CDS=1-1131	YIL094C
2659	OG0002659	genemark-CCBN010000012.1-processed-gene-7.50-mRNA-1_1&gene=genemark-CCBN010000012.1-processed-gene-7.50&CDS=1-675	YER116C
2660	OG0002660	genemark-CCBN010000012.1-processed-gene-7.54-mRNA-1_1&gene=genemark-CCBN010000012.1-processed-gene-7.54&CDS=1-948	YNR035C
2661	OG0002661	snap_masked-CCBN010000012.1-processed-gene-7.187-mRNA-1_1&gene=snap_masked-CCBN010000012.1-processed-gene-7.187&CDS=1-1269	YDR414C
2662	OG0002662	snap_masked-CCBN010000012.1-processed-gene-7.214-mRNA-1_1&gene=snap_masked-CCBN010000012.1-processed-gene-7.214&CDS=1-834	YDR412W
2663	OG0002663	genemark-CCBN010000012.1-processed-gene-7.84-mRNA-1_1&gene=genemark-CCBN010000012.1-processed-gene-7.84&CDS=1-522	YKL190W
2664	OG0002664	genemark-CCBN010000012.1-processed-gene-7.86-mRNA-1_1&gene=genemark-CCBN010000012.1-processed-gene-7.86&CDS=1-2436	YJR040W
2665	OG0002665	genemark-CCBN010000012.1-processed-gene-7.58-mRNA-1_1&gene=genemark-CCBN010000012.1-processed-gene-7.58&CDS=1-591	YJL065C
2666	OG0002666	genemark-CCBN010000012.1-processed-gene-7.59-mRNA-1_1&gene=genemark-CCBN010000012.1-processed-gene-7.59&CDS=1-669	YEL024W
2667	OG0002667	maker-CCBN010000012.1-augustus-gene-7.5-mRNA-1_1&gene=maker-CCBN010000012.1-augustus-gene-7.5&CDS=1-3138	YNL054W
2668	OG0002668	genemark-CCBN010000012.1-processed-gene-7.63-mRNA-1_1&gene=genemark-CCBN010000012.1-processed-gene-7.63&CDS=1-2196	YAL021C
2669	OG0002669	genemark-CCBN010000012.1-processed-gene-7.66-mRNA-1_1&gene=genemark-CCBN010000012.1-processed-gene-7.66&CDS=1-1077	YKL128C
2670	OG0002670	genemark-CCBN010000012.1-processed-gene-7.88-mRNA-1_1&gene=genemark-CCBN010000012.1-processed-gene-7.88&CDS=1-5940	YFL007W
2671	OG0002671	genemark-CCBN010000013.1-processed-gene-0.30-mRNA-1_1&gene=genemark-CCBN010000013.1-processed-gene-0.30&CDS=1-567	YJL124C
2672	OG0002672	genemark-CCBN010000013.1-processed-gene-0.31-mRNA-1_1&gene=genemark-CCBN010000013.1-processed-gene-0.31&CDS=1-963	YGR165W
2673	OG0002673	genemark-CCBN010000013.1-processed-gene-0.32-mRNA-1_1&gene=genemark-CCBN010000013.1-processed-gene-0.32&CDS=1-5022	YGL206C
2674	OG0002674	genemark-CCBN010000013.1-processed-gene-0.35-mRNA-1_1&gene=genemark-CCBN010000013.1-processed-gene-0.35&CDS=1-732	YKL119C
2675	OG0002675	genemark-CCBN010000013.1-processed-gene-0.48-mRNA-1_1&gene=genemark-CCBN010000013.1-processed-gene-0.48&CDS=1-1542	YBR204C
2676	OG0002676	genemark-CCBN010000013.1-processed-gene-0.50-mRNA-1_1&gene=genemark-CCBN010000013.1-processed-gene-0.50&CDS=1-594	YJR074W
2677	OG0002677	maker-CCBN010000013.1-snap-gene-0.4-mRNA-1_1&gene=maker-CCBN010000013.1-snap-gene-0.4&CDS=1-1143	YPR201W
2678	OG0002678	augustus_masked-CCBN010000013.1-processed-gene-0.28-mRNA-1_1&gene=augustus_masked-CCBN010000013.1-processed-gene-0.28&CDS=1-2067	YJL106W
2679	OG0002679	genemark-CCBN010000013.1-processed-gene-1.34-mRNA-1_1&gene=genemark-CCBN010000013.1-processed-gene-1.34&CDS=1-1764	YNL022C
2680	OG0002680	genemark-CCBN010000013.1-processed-gene-1.25-mRNA-1_1&gene=genemark-CCBN010000013.1-processed-gene-1.25&CDS=1-393	YJL104W
2681	OG0002681	genemark-CCBN010000013.1-processed-gene-1.30-mRNA-1_1&gene=genemark-CCBN010000013.1-processed-gene-1.30&CDS=1-522	YFL017C
2682	OG0002682	augustus_masked-CCBN010000013.1-processed-gene-2.82-mRNA-1_1&gene=augustus_masked-CCBN010000013.1-processed-gene-2.82&CDS=1-1302	YNL187W
2683	OG0002683	genemark-CCBN010000013.1-processed-gene-2.62-mRNA-1_1&gene=genemark-CCBN010000013.1-processed-gene-2.62&CDS=1-1101	YDL216C
2684	OG0002684	maker-CCBN010000013.1-snap-gene-2.71-mRNA-1_1&gene=maker-CCBN010000013.1-snap-gene-2.71&CDS=1-1473	YHL024W
2685	OG0002685	maker-CCBN010000013.1-snap-gene-2.77-mRNA-1_1&gene=maker-CCBN010000013.1-snap-gene-2.77&CDS=1-5814	YLR305C
2686	OG0002686	genemark-CCBN010000013.1-processed-gene-2.64-mRNA-1_1&gene=genemark-CCBN010000013.1-processed-gene-2.64&CDS=1-717	YPR016C
2687	OG0002687	genemark-CCBN010000013.1-processed-gene-2.50-mRNA-1_1&gene=genemark-CCBN010000013.1-processed-gene-2.50&CDS=1-4539	YKL209C
2688	OG0002688	augustus_masked-CCBN010000013.1-processed-gene-2.92-mRNA-1_1&gene=augustus_masked-CCBN010000013.1-processed-gene-2.92&CDS=1-1770	YOL054W
2689	OG0002689	genemark-CCBN010000013.1-processed-gene-2.53-mRNA-1_1&gene=genemark-CCBN010000013.1-processed-gene-2.53&CDS=1-1740	YMR278W
2690	OG0002690	genemark-CCBN010000013.1-processed-gene-2.54-mRNA-1_1&gene=genemark-CCBN010000013.1-processed-gene-2.54&CDS=1-972	YHR142W
2691	OG0002691	augustus_masked-CCBN010000013.1-processed-gene-2.107-mRNA-1_1&gene=augustus_masked-CCBN010000013.1-processed-gene-2.107&CDS=1-237	YNL162W-A
2692	OG0002692	genemark-CCBN010000013.1-processed-gene-2.55-mRNA-1_1&gene=genemark-CCBN010000013.1-processed-gene-2.55&CDS=1-3084	YNL163C
2693	OG0002693	genemark-CCBN010000013.1-processed-gene-2.56-mRNA-1_1&gene=genemark-CCBN010000013.1-processed-gene-2.56&CDS=1-2334	YBR158W
2694	OG0002694	genemark-CCBN010000013.1-processed-gene-2.59-mRNA-1_1&gene=genemark-CCBN010000013.1-processed-gene-2.59&CDS=1-1380	YJL123C
2695	OG0002695	genemark-CCBN010000013.1-processed-gene-2.60-mRNA-1_1&gene=genemark-CCBN010000013.1-processed-gene-2.60&CDS=1-1677	YBR280C
2696	OG0002696	genemark-CCBN010000013.1-processed-gene-3.58-mRNA-1_1&gene=genemark-CCBN010000013.1-processed-gene-3.58&CDS=1-1560	YLR133W
2697	OG0002697	genemark-CCBN010000013.1-processed-gene-3.70-mRNA-1_1&gene=genemark-CCBN010000013.1-processed-gene-3.70&CDS=1-1332	YDR148C
2698	OG0002698	genemark-CCBN010000013.1-processed-gene-3.72-mRNA-1_1&gene=genemark-CCBN010000013.1-processed-gene-3.72&CDS=1-4068	YBR235W
2699	OG0002699	genemark-CCBN010000013.1-processed-gene-3.73-mRNA-1_1&gene=genemark-CCBN010000013.1-processed-gene-3.73&CDS=1-1890	YBR236C
2700	OG0002700	maker-CCBN010000013.1-snap-gene-3.82-mRNA-1_1&gene=maker-CCBN010000013.1-snap-gene-3.82&CDS=1-588	YNL090W
2701	OG0002701	genemark-CCBN010000013.1-processed-gene-3.78-mRNA-1_1&gene=genemark-CCBN010000013.1-processed-gene-3.78&CDS=1-1785	YCL038C
2702	OG0002702	genemark-CCBN010000013.1-processed-gene-3.79-mRNA-1_1&gene=genemark-CCBN010000013.1-processed-gene-3.79&CDS=1-918	YBR160W
2703	OG0002703	genemark-CCBN010000013.1-processed-gene-4.35-mRNA-1_1&gene=genemark-CCBN010000013.1-processed-gene-4.35&CDS=1-951	YOR164C
2704	OG0002704	genemark-CCBN010000013.1-processed-gene-4.36-mRNA-1_1&gene=genemark-CCBN010000013.1-processed-gene-4.36&CDS=1-1731	YOR175C
2705	OG0002705	genemark-CCBN010000013.1-processed-gene-4.34-mRNA-1_1&gene=genemark-CCBN010000013.1-processed-gene-4.34&CDS=1-1203	YOR176W
2706	OG0002706	genemark-CCBN010000013.1-processed-gene-4.38-mRNA-1_1&gene=genemark-CCBN010000013.1-processed-gene-4.38&CDS=1-435	YER159C
2707	OG0002707	genemark-CCBN010000013.1-processed-gene-4.40-mRNA-1_1&gene=genemark-CCBN010000013.1-processed-gene-4.40&CDS=1-999	YMR146C
2708	OG0002708	genemark-CCBN010000013.1-processed-gene-4.53-mRNA-1_1&gene=genemark-CCBN010000013.1-processed-gene-4.53&CDS=1-2535	YNL126W
2709	OG0002709	genemark-CCBN010000013.1-processed-gene-4.54-mRNA-1_1&gene=genemark-CCBN010000013.1-processed-gene-4.54&CDS=1-2622	YNL127W
2710	OG0002710	genemark-CCBN010000013.1-processed-gene-4.46-mRNA-1_1&gene=genemark-CCBN010000013.1-processed-gene-4.46&CDS=1-4152	YAR019C
2711	OG0002711	genemark-CCBN010000013.1-processed-gene-4.55-mRNA-1_1&gene=genemark-CCBN010000013.1-processed-gene-4.55&CDS=1-1575	YHR170W
2712	OG0002712	snap_masked-CCBN010000013.1-processed-gene-4.25-mRNA-1_1&gene=snap_masked-CCBN010000013.1-processed-gene-4.25&CDS=1-819	YDR020C
2713	OG0002713	genemark-CCBN010000013.1-processed-gene-5.17-mRNA-1_1&gene=genemark-CCBN010000013.1-processed-gene-5.17&CDS=1-1788	YPL212C
2714	OG0002714	genemark-CCBN010000013.1-processed-gene-5.7-mRNA-1_1&gene=genemark-CCBN010000013.1-processed-gene-5.7&CDS=1-543	YPL211W
2715	OG0002715	genemark-CCBN010000013.1-processed-gene-5.8-mRNA-1_1&gene=genemark-CCBN010000013.1-processed-gene-5.8&CDS=1-1326	YDL090C
2716	OG0002716	genemark-CCBN010000013.1-processed-gene-5.9-mRNA-1_1&gene=genemark-CCBN010000013.1-processed-gene-5.9&CDS=1-3288	YLR410W
2717	OG0002717	genemark-CCBN010000013.1-processed-gene-5.19-mRNA-1_1&gene=genemark-CCBN010000013.1-processed-gene-5.19&CDS=1-1299	YKL181W
2718	OG0002718	maker-CCBN010000013.1-snap-gene-5.32-mRNA-1_1&gene=maker-CCBN010000013.1-snap-gene-5.32&CDS=1-2184	YMR224C
2719	OG0002719	genemark-CCBN010000013.1-processed-gene-5.25-mRNA-1_1&gene=genemark-CCBN010000013.1-processed-gene-5.25&CDS=1-2199	YKL139W
2720	OG0002720	genemark-CCBN010000013.1-processed-gene-5.13-mRNA-1_1&gene=genemark-CCBN010000013.1-processed-gene-5.13&CDS=1-1044	YKL018W
2721	OG0002721	genemark-CCBN010000013.1-processed-gene-6.75-mRNA-1_1&gene=genemark-CCBN010000013.1-processed-gene-6.75&CDS=1-522	YKL016C
2722	OG0002722	genemark-CCBN010000013.1-processed-gene-6.92-mRNA-1_1&gene=genemark-CCBN010000013.1-processed-gene-6.92&CDS=1-765	YDR071C
2723	OG0002723	genemark-CCBN010000013.1-processed-gene-6.94-mRNA-1_1&gene=genemark-CCBN010000013.1-processed-gene-6.94&CDS=1-783	YDR067C
2724	OG0002724	maker-CCBN010000013.1-snap-gene-6.116-mRNA-1_1&gene=maker-CCBN010000013.1-snap-gene-6.116&CDS=1-894	YGL213C
2725	OG0002725	genemark-CCBN010000013.1-processed-gene-6.98-mRNA-1_1&gene=genemark-CCBN010000013.1-processed-gene-6.98&CDS=1-570	YDR454C
2726	OG0002726	genemark-CCBN010000013.1-processed-gene-6.81-mRNA-1_1&gene=genemark-CCBN010000013.1-processed-gene-6.81&CDS=1-981	YGL212W
2727	OG0002727	genemark-CCBN010000013.1-processed-gene-6.99-mRNA-1_1&gene=genemark-CCBN010000013.1-processed-gene-6.99&CDS=1-2763	YLR382C
2728	OG0002728	genemark-CCBN010000013.1-processed-gene-6.101-mRNA-1_1&gene=genemark-CCBN010000013.1-processed-gene-6.101&CDS=1-1782	YER036C
2729	OG0002729	genemark-CCBN010000013.1-processed-gene-6.102-mRNA-1_1&gene=genemark-CCBN010000013.1-processed-gene-6.102&CDS=1-372	YJR063W
2730	OG0002730	genemark-CCBN010000013.1-processed-gene-6.85-mRNA-1_1&gene=genemark-CCBN010000013.1-processed-gene-6.85&CDS=1-1653	YJR064W
2731	OG0002731	genemark-CCBN010000013.1-processed-gene-6.103-mRNA-1_1&gene=genemark-CCBN010000013.1-processed-gene-6.103&CDS=1-681	YKL207W
2732	OG0002732	genemark-CCBN010000013.1-processed-gene-6.104-mRNA-1_1&gene=genemark-CCBN010000013.1-processed-gene-6.104&CDS=1-2862	YLR409C
2733	OG0002733	genemark-CCBN010000013.1-processed-gene-6.87-mRNA-1_1&gene=genemark-CCBN010000013.1-processed-gene-6.87&CDS=1-1581	YDL091C
2734	OG0002734	genemark-CCBN010000013.1-processed-gene-6.88-mRNA-1_1&gene=genemark-CCBN010000013.1-processed-gene-6.88&CDS=1-393	YDL092W
2735	OG0002735	augustus_masked-CCBN010000013.1-processed-gene-6.71-mRNA-1_1&gene=augustus_masked-CCBN010000013.1-processed-gene-6.71&CDS=1-966	YDR432W
2736	OG0002736	genemark-CCBN010000013.1-processed-gene-6.90-mRNA-1_1&gene=genemark-CCBN010000013.1-processed-gene-6.90&CDS=1-1116	YDR316W
2737	OG0002737	genemark-CCBN010000013.1-processed-gene-6.106-mRNA-1_1&gene=genemark-CCBN010000013.1-processed-gene-6.106&CDS=1-993	YHR069C
2738	OG0002738	genemark-CCBN010000013.1-processed-gene-6.107-mRNA-1_1&gene=genemark-CCBN010000013.1-processed-gene-6.107&CDS=1-867	YDR287W
2739	OG0002739	snap_masked-CCBN010000013.1-processed-gene-7.2-mRNA-1_1&gene=snap_masked-CCBN010000013.1-processed-gene-7.2&CDS=1-1143	YDR035W
2740	OG0002740	genemark-CCBN010000013.1-processed-gene-7.60-mRNA-1_1&gene=genemark-CCBN010000013.1-processed-gene-7.60&CDS=1-216	YDR320C-A
2741	OG0002741	maker-CCBN010000013.1-snap-gene-7.152-mRNA-1_1&gene=maker-CCBN010000013.1-snap-gene-7.152&CDS=1-513	YDR404C
2742	OG0002742	genemark-CCBN010000013.1-processed-gene-7.80-mRNA-1_1&gene=genemark-CCBN010000013.1-processed-gene-7.80&CDS=1-141	YJR135W-A
2743	OG0002743	genemark-CCBN010000013.1-processed-gene-7.83-mRNA-1_1&gene=genemark-CCBN010000013.1-processed-gene-7.83&CDS=1-1200	YJR072C
2744	OG0002744	genemark-CCBN010000013.1-processed-gene-7.63-mRNA-1_1&gene=genemark-CCBN010000013.1-processed-gene-7.63&CDS=1-1371	YOR250C
2745	OG0002745	genemark-CCBN010000013.1-processed-gene-7.86-mRNA-1_1&gene=genemark-CCBN010000013.1-processed-gene-7.86&CDS=1-1317	YIR008C
2746	OG0002746	genemark-CCBN010000013.1-processed-gene-7.65-mRNA-1_1&gene=genemark-CCBN010000013.1-processed-gene-7.65&CDS=1-585	YER012W
2747	OG0002747	genemark-CCBN010000013.1-processed-gene-7.67-mRNA-1_1&gene=genemark-CCBN010000013.1-processed-gene-7.67&CDS=1-609	YGR113W
2748	OG0002748	genemark-CCBN010000013.1-processed-gene-7.89-mRNA-1_1&gene=genemark-CCBN010000013.1-processed-gene-7.89&CDS=1-1053	YIL110W
2749	OG0002749	genemark-CCBN010000013.1-processed-gene-7.96-mRNA-1_1&gene=genemark-CCBN010000013.1-processed-gene-7.96&CDS=1-2808	YPL195W
2750	OG0002750	genemark-CCBN010000013.1-processed-gene-7.72-mRNA-1_1&gene=genemark-CCBN010000013.1-processed-gene-7.72&CDS=1-528	YGL079W
2751	OG0002751	genemark-CCBN010000013.1-processed-gene-7.97-mRNA-1_1&gene=genemark-CCBN010000013.1-processed-gene-7.97&CDS=1-1017	YPL196W
2752	OG0002752	genemark-CCBN010000013.1-processed-gene-7.99-mRNA-1_1&gene=genemark-CCBN010000013.1-processed-gene-7.99&CDS=1-474	YOL026C
2753	OG0002753	genemark-CCBN010000013.1-processed-gene-7.74-mRNA-1_1&gene=genemark-CCBN010000013.1-processed-gene-7.74&CDS=1-480	YLR221C
2754	OG0002754	genemark-CCBN010000013.1-processed-gene-7.76-mRNA-1_1&gene=genemark-CCBN010000013.1-processed-gene-7.76&CDS=1-972	YNR032W
2755	OG0002755	genemark-CCBN010000014.1-processed-gene-0.75-mRNA-1_1&gene=genemark-CCBN010000014.1-processed-gene-0.75&CDS=1-744	YJR055W
2756	OG0002756	genemark-CCBN010000014.1-processed-gene-0.62-mRNA-1_1&gene=genemark-CCBN010000014.1-processed-gene-0.62&CDS=1-2211	YFR029W
2757	OG0002757	genemark-CCBN010000014.1-processed-gene-0.76-mRNA-1_1&gene=genemark-CCBN010000014.1-processed-gene-0.76&CDS=1-3576	YML049C
2758	OG0002758	genemark-CCBN010000014.1-processed-gene-0.77-mRNA-1_1&gene=genemark-CCBN010000014.1-processed-gene-0.77&CDS=1-1080	YBL029W
2759	OG0002759	genemark-CCBN010000014.1-processed-gene-0.78-mRNA-1_1&gene=genemark-CCBN010000014.1-processed-gene-0.78&CDS=1-552	YML022W
2760	OG0002760	snap_masked-CCBN010000014.1-processed-gene-0.4-mRNA-1_1&gene=snap_masked-CCBN010000014.1-processed-gene-0.4&CDS=1-2610	YML020W
2761	OG0002761	genemark-CCBN010000014.1-processed-gene-0.82-mRNA-1_1&gene=genemark-CCBN010000014.1-processed-gene-0.82&CDS=1-1443	YPL063W
2762	OG0002762	maker-CCBN010000014.1-augustus-gene-0.30-mRNA-1_1&gene=maker-CCBN010000014.1-augustus-gene-0.30&CDS=1-1485	YHR113W
2763	OG0002763	snap_masked-CCBN010000014.1-processed-gene-0.10-mRNA-1_1&gene=snap_masked-CCBN010000014.1-processed-gene-0.10&CDS=1-1893	YDR362C
2764	OG0002764	genemark-CCBN010000014.1-processed-gene-0.86-mRNA-1_1&gene=genemark-CCBN010000014.1-processed-gene-0.86&CDS=1-1374	YHR111W
2765	OG0002765	genemark-CCBN010000014.1-processed-gene-1.61-mRNA-1_1&gene=genemark-CCBN010000014.1-processed-gene-1.61&CDS=1-1104	YEL004W
2766	OG0002766	genemark-CCBN010000014.1-processed-gene-1.76-mRNA-1_1&gene=genemark-CCBN010000014.1-processed-gene-1.76&CDS=1-861	YIL003W
2767	OG0002767	genemark-CCBN010000014.1-processed-gene-1.64-mRNA-1_1&gene=genemark-CCBN010000014.1-processed-gene-1.64&CDS=1-1197	YNL288W
2768	OG0002768	genemark-CCBN010000014.1-processed-gene-1.67-mRNA-1_1&gene=genemark-CCBN010000014.1-processed-gene-1.67&CDS=1-1656	YNL112W
2769	OG0002769	augustus_masked-CCBN010000014.1-processed-gene-1.45-mRNA-1_1&gene=augustus_masked-CCBN010000014.1-processed-gene-1.45&CDS=1-321	YER058W
2770	OG0002770	genemark-CCBN010000014.1-processed-gene-1.74-mRNA-1_1&gene=genemark-CCBN010000014.1-processed-gene-1.74&CDS=1-2661	YLL026W
2771	OG0002771	genemark-CCBN010000014.1-processed-gene-2.42-mRNA-1_1&gene=genemark-CCBN010000014.1-processed-gene-2.42&CDS=1-945	YHR144C
2772	OG0002772	genemark-CCBN010000014.1-processed-gene-2.56-mRNA-1_1&gene=genemark-CCBN010000014.1-processed-gene-2.56&CDS=1-2529	YBR133C
2773	OG0002773	augustus_masked-CCBN010000014.1-processed-gene-2.31-mRNA-1_1&gene=augustus_masked-CCBN010000014.1-processed-gene-2.31&CDS=1-3336	YNL118C
2774	OG0002774	genemark-CCBN010000014.1-processed-gene-2.61-mRNA-1_1&gene=genemark-CCBN010000014.1-processed-gene-2.61&CDS=1-819	YOR344C
2775	OG0002775	genemark-CCBN010000014.1-processed-gene-2.62-mRNA-1_1&gene=genemark-CCBN010000014.1-processed-gene-2.62&CDS=1-936	YJL208C
2776	OG0002776	genemark-CCBN010000014.1-processed-gene-3.2-mRNA-1_1&gene=genemark-CCBN010000014.1-processed-gene-3.2&CDS=1-3483	YOR207C
2777	OG0002777	augustus_masked-CCBN010000014.1-processed-gene-3.50-mRNA-1_1&gene=augustus_masked-CCBN010000014.1-processed-gene-3.50&CDS=1-1896	YOR205C
2778	OG0002778	genemark-CCBN010000014.1-processed-gene-3.8-mRNA-1_1&gene=genemark-CCBN010000014.1-processed-gene-3.8&CDS=1-654	YDR408C
2779	OG0002779	genemark-CCBN010000014.1-processed-gene-3.9-mRNA-1_1&gene=genemark-CCBN010000014.1-processed-gene-3.9&CDS=1-378	YEL026W
2780	OG0002780	snap_masked-CCBN010000014.1-processed-gene-3.94-mRNA-1_1&gene=snap_masked-CCBN010000014.1-processed-gene-3.94&CDS=1-2112	YJR042W
2781	OG0002781	genemark-CCBN010000014.1-processed-gene-3.12-mRNA-1_1&gene=genemark-CCBN010000014.1-processed-gene-3.12&CDS=1-852	YNL151C
2782	OG0002782	genemark-CCBN010000014.1-processed-gene-3.26-mRNA-1_1&gene=genemark-CCBN010000014.1-processed-gene-3.26&CDS=1-1200	YDR019C
2783	OG0002783	genemark-CCBN010000014.1-processed-gene-3.14-mRNA-1_1&gene=genemark-CCBN010000014.1-processed-gene-3.14&CDS=1-1659	YEL062W
2784	OG0002784	genemark-CCBN010000014.1-processed-gene-3.29-mRNA-1_1&gene=genemark-CCBN010000014.1-processed-gene-3.29&CDS=1-480	YEL027W
2785	OG0002785	snap_masked-CCBN010000014.1-processed-gene-4.5-mRNA-1_1&gene=snap_masked-CCBN010000014.1-processed-gene-4.5&CDS=1-1623	YMR171C
2786	OG0002786	genemark-CCBN010000014.1-processed-gene-4.53-mRNA-1_1&gene=genemark-CCBN010000014.1-processed-gene-4.53&CDS=1-459	YOL108C
2787	OG0002787	genemark-CCBN010000014.1-processed-gene-4.56-mRNA-1_1&gene=genemark-CCBN010000014.1-processed-gene-4.56&CDS=1-1575	YEL060C
2788	OG0002788	snap_masked-CCBN010000014.1-processed-gene-4.23-mRNA-1_1&gene=snap_masked-CCBN010000014.1-processed-gene-4.23&CDS=1-1725	YPL208W
2789	OG0002789	genemark-CCBN010000014.1-processed-gene-4.59-mRNA-1_1&gene=genemark-CCBN010000014.1-processed-gene-4.59&CDS=1-1611	YGL064C
2790	OG0002790	genemark-CCBN010000014.1-processed-gene-4.41-mRNA-1_1&gene=genemark-CCBN010000014.1-processed-gene-4.41&CDS=1-1263	YDL097C
2791	OG0002791	genemark-CCBN010000014.1-processed-gene-4.42-mRNA-1_1&gene=genemark-CCBN010000014.1-processed-gene-4.42&CDS=1-927	YML110C
2792	OG0002792	genemark-CCBN010000014.1-processed-gene-4.44-mRNA-1_1&gene=genemark-CCBN010000014.1-processed-gene-4.44&CDS=1-4278	YPR189W
2793	OG0002793	snap_masked-CCBN010000014.1-processed-gene-4.13-mRNA-1_1&gene=snap_masked-CCBN010000014.1-processed-gene-4.13&CDS=1-1494	YML128C
2794	OG0002794	genemark-CCBN010000014.1-processed-gene-4.46-mRNA-1_1&gene=genemark-CCBN010000014.1-processed-gene-4.46&CDS=1-465	YDL219W
2795	OG0002795	snap_masked-CCBN010000014.1-processed-gene-4.28-mRNA-1_1&gene=snap_masked-CCBN010000014.1-processed-gene-4.28&CDS=1-480	YML094W
2796	OG0002796	genemark-CCBN010000014.1-processed-gene-4.47-mRNA-1_1&gene=genemark-CCBN010000014.1-processed-gene-4.47&CDS=1-1269	YML095C
2797	OG0002797	genemark-CCBN010000014.1-processed-gene-4.65-mRNA-1_1&gene=genemark-CCBN010000014.1-processed-gene-4.65&CDS=1-717	YPR183W
2798	OG0002798	snap_masked-CCBN010000014.1-processed-gene-4.33-mRNA-1_1&gene=snap_masked-CCBN010000014.1-processed-gene-4.33&CDS=1-1860	YLR088W
2799	OG0002799	genemark-CCBN010000014.1-processed-gene-4.67-mRNA-1_1&gene=genemark-CCBN010000014.1-processed-gene-4.67&CDS=1-1596	YOR132W
2800	OG0002800	snap_masked-CCBN010000014.1-processed-gene-4.35-mRNA-1_1&gene=snap_masked-CCBN010000014.1-processed-gene-4.35&CDS=1-189	YFR032C-A
2801	OG0002801	genemark-CCBN010000014.1-processed-gene-4.70-mRNA-1_1&gene=genemark-CCBN010000014.1-processed-gene-4.70&CDS=1-3180	YLL032C
2802	OG0002802	genemark-CCBN010000014.1-processed-gene-4.51-mRNA-1_1&gene=genemark-CCBN010000014.1-processed-gene-4.51&CDS=1-2523	YMR125W
2803	OG0002803	genemark-CCBN010000014.1-processed-gene-4.52-mRNA-1_1&gene=genemark-CCBN010000014.1-processed-gene-4.52&CDS=1-171	YNL070W
2804	OG0002804	genemark-CCBN010000014.1-processed-gene-5.43-mRNA-1_1&gene=genemark-CCBN010000014.1-processed-gene-5.43&CDS=1-1083	YIL134W
2805	OG0002805	genemark-CCBN010000014.1-processed-gene-5.46-mRNA-1_1&gene=genemark-CCBN010000014.1-processed-gene-5.46&CDS=1-1008	YBL033C
2806	OG0002806	augustus_masked-CCBN010000014.1-processed-gene-5.69-mRNA-1_1&gene=augustus_masked-CCBN010000014.1-processed-gene-5.69&CDS=1-1338	YMR244C-A
2807	OG0002807	augustus_masked-CCBN010000014.1-processed-gene-5.76-mRNA-1_1&gene=augustus_masked-CCBN010000014.1-processed-gene-5.76&CDS=1-1302	YGL111W
2808	OG0002808	genemark-CCBN010000014.1-processed-gene-6.140-mRNA-1_1&gene=genemark-CCBN010000014.1-processed-gene-6.140&CDS=1-927	YNL006W
2809	OG0002809	genemark-CCBN010000014.1-processed-gene-6.143-mRNA-1_1&gene=genemark-CCBN010000014.1-processed-gene-6.143&CDS=1-1656	YBR196C
2810	OG0002810	genemark-CCBN010000014.1-processed-gene-6.117-mRNA-1_1&gene=genemark-CCBN010000014.1-processed-gene-6.117&CDS=1-2196	YDR332W
2811	OG0002811	genemark-CCBN010000014.1-processed-gene-6.120-mRNA-1_1&gene=genemark-CCBN010000014.1-processed-gene-6.120&CDS=1-1182	YIL063C
2812	OG0002812	snap_masked-CCBN010000014.1-processed-gene-6.35-mRNA-1_1&gene=snap_masked-CCBN010000014.1-processed-gene-6.35&CDS=1-711	YIL064W
2813	OG0002813	genemark-CCBN010000014.1-processed-gene-6.123-mRNA-1_1&gene=genemark-CCBN010000014.1-processed-gene-6.123&CDS=1-309	YJR085C
2814	OG0002814	genemark-CCBN010000014.1-processed-gene-6.125-mRNA-1_1&gene=genemark-CCBN010000014.1-processed-gene-6.125&CDS=1-459	YPR062W
