	OrthologID	Saccharomyces_cerevisiae	yHMPu5000034884_Peterozyma_toletana
3295	OG0003295	YOR091W	genemark-flattened_line_49-processed-gene-0.264-mRNA-1_1&gene=genemark-flattened_line_49-processed-gene-0.264&CDS=1-1131
3296	OG0003296	YOR093C	genemark-flattened_line_36-processed-gene-1.152-mRNA-1_1&gene=genemark-flattened_line_36-processed-gene-1.152&CDS=1-4497
3297	OG0003297	YOR095C	genemark-flattened_line_49-processed-gene-0.213-mRNA-1_1&gene=genemark-flattened_line_49-processed-gene-0.213&CDS=1-714
3298	OG0003298	YOR096W	genemark-flattened_line_49-processed-gene-0.260-mRNA-1_1&gene=genemark-flattened_line_49-processed-gene-0.260&CDS=1-567
3299	OG0003299	YOR099W	genemark-flattened_line_12-processed-gene-4.176-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-4.176&CDS=1-1242
3300	OG0003300	YOR100C	genemark-flattened_line_2-processed-gene-5.89-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-5.89&CDS=1-855
3301	OG0003301	YOR103C	genemark-flattened_line_18-processed-gene-2.159-mRNA-1_1&gene=genemark-flattened_line_18-processed-gene-2.159&CDS=1-438
3302	OG0003302	YOR104W	genemark-flattened_line_18-processed-gene-0.24-mRNA-1_1&gene=genemark-flattened_line_18-processed-gene-0.24&CDS=1-489
3303	OG0003303	YOR107W	genemark-flattened_line_42-processed-gene-1.92-mRNA-1_1&gene=genemark-flattened_line_42-processed-gene-1.92&CDS=1-1011
3304	OG0003304	YOR111W	genemark-flattened_line_10-processed-gene-5.35-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-5.35&CDS=1-657
3305	OG0003305	YOR112W	genemark-flattened_line_42-processed-gene-1.91-mRNA-1_1&gene=genemark-flattened_line_42-processed-gene-1.91&CDS=1-2259
3306	OG0003306	YOR113W	genemark-flattened_line_42-processed-gene-1.90-mRNA-1_1&gene=genemark-flattened_line_42-processed-gene-1.90&CDS=1-2598
3307	OG0003307	YOR115C	genemark-flattened_line_18-processed-gene-0.23-mRNA-1_1&gene=genemark-flattened_line_18-processed-gene-0.23&CDS=1-801
3308	OG0003308	YOR116C	genemark-flattened_line_0-processed-gene-2.11-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-2.11&CDS=1-4362
3309	OG0003309	YOR117W	genemark-flattened_line_6-processed-gene-1.75-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-1.75&CDS=1-1272
3310	OG0003310	YOR118W	genemark-flattened_line_12-processed-gene-3.5-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-3.5&CDS=1-1761
3311	OG0003311	YOR119C	genemark-flattened_line_26-processed-gene-1.24-mRNA-1_1&gene=genemark-flattened_line_26-processed-gene-1.24&CDS=1-1479
3312	OG0003312	YOR122C	genemark-flattened_line_0-processed-gene-3.126-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-3.126&CDS=1-378
3313	OG0003313	YOR123C	genemark-flattened_line_0-processed-gene-3.125-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-3.125&CDS=1-1170
3314	OG0003314	YOR124C	genemark-flattened_line_84-processed-gene-0.12-mRNA-1_1&gene=genemark-flattened_line_84-processed-gene-0.12&CDS=1-3969
3315	OG0003315	YOR125C	genemark-flattened_line_24-processed-gene-2.53-mRNA-1_1&gene=genemark-flattened_line_24-processed-gene-2.53&CDS=1-678
3316	OG0003316	YOR126C	genemark-flattened_line_10-processed-gene-1.9-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-1.9&CDS=1-765
3317	OG0003317	YOR128C	genemark-flattened_line_84-processed-gene-0.11-mRNA-1_1&gene=genemark-flattened_line_84-processed-gene-0.11&CDS=1-1701
3318	OG0003318	YOR130C	genemark-flattened_line_12-processed-gene-4.159-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-4.159&CDS=1-984
3319	OG0003319	YOR131C	genemark-flattened_line_10-processed-gene-1.27-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-1.27&CDS=1-705
3320	OG0003320	YOR132W	genemark-flattened_line_10-processed-gene-1.44-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-1.44&CDS=1-1728
3321	OG0003321	YOR136W	maker-flattened_line_6-augustus-gene-0.120-mRNA-1_1&gene=maker-flattened_line_6-augustus-gene-0.120&CDS=1-1842
3322	OG0003322	YOR140W	genemark-flattened_line_14-processed-gene-0.63-mRNA-1_1&gene=genemark-flattened_line_14-processed-gene-0.63&CDS=1-2772
3323	OG0003323	YOR141C	genemark-flattened_line_8-processed-gene-3.116-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-3.116&CDS=1-2466
3324	OG0003324	YOR142W	genemark-flattened_line_8-processed-gene-3.108-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-3.108&CDS=1-972
3325	OG0003325	YOR143C	genemark-flattened_line_8-processed-gene-3.113-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-3.113&CDS=1-984
3326	OG0003326	YOR145C	genemark-flattened_line_26-processed-gene-0.61-mRNA-1_1&gene=genemark-flattened_line_26-processed-gene-0.61&CDS=1-777
3327	OG0003327	YOR149C	genemark-flattened_line_8-processed-gene-4.54-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-4.54&CDS=1-1692
3328	OG0003328	YOR150W	genemark-flattened_line_12-processed-gene-4.110-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-4.110&CDS=1-510
3329	OG0003329	YOR151C	genemark-flattened_line_12-processed-gene-4.109-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-4.109&CDS=1-3729
3330	OG0003330	YOR154W	genemark-flattened_line_0-processed-gene-8.137-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-8.137&CDS=1-2655
3331	OG0003331	YOR155C	maker-flattened_line_8-snap-gene-3.103-mRNA-1_1&gene=maker-flattened_line_8-snap-gene-3.103&CDS=1-1221
3332	OG0003332	YOR157C	genemark-flattened_line_6-processed-gene-0.107-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-0.107&CDS=1-780
3333	OG0003333	YOR158W	genemark-flattened_line_12-processed-gene-4.105-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-4.105&CDS=1-927
3334	OG0003334	YOR159C	genemark-flattened_line_12-processed-gene-4.155-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-4.155&CDS=1-273
3335	OG0003335	YOR160W	genemark-flattened_line_12-processed-gene-4.111-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-4.111&CDS=1-2886
3336	OG0003336	YOR163W	genemark-flattened_line_47-processed-gene-0.61-mRNA-1_1&gene=genemark-flattened_line_47-processed-gene-0.61&CDS=1-606
3337	OG0003337	YOR164C	genemark-flattened_line_47-processed-gene-0.15-mRNA-1_1&gene=genemark-flattened_line_47-processed-gene-0.15&CDS=1-942
3338	OG0003338	YOR165W	genemark-flattened_line_47-processed-gene-0.60-mRNA-1_1&gene=genemark-flattened_line_47-processed-gene-0.60&CDS=1-2355
3339	OG0003339	YOR166C	genemark-flattened_line_47-processed-gene-0.66-mRNA-1_1&gene=genemark-flattened_line_47-processed-gene-0.66&CDS=1-1458
3340	OG0003340	YOR168W	genemark-flattened_line_47-processed-gene-0.59-mRNA-1_1&gene=genemark-flattened_line_47-processed-gene-0.59&CDS=1-2397
3341	OG0003341	YOR174W	genemark-flattened_line_47-processed-gene-0.24-mRNA-1_1&gene=genemark-flattened_line_47-processed-gene-0.24&CDS=1-831
3342	OG0003342	YOR175C	genemark-flattened_line_47-processed-gene-0.72-mRNA-1_1&gene=genemark-flattened_line_47-processed-gene-0.72&CDS=1-1842
3343	OG0003343	YOR176W	genemark-flattened_line_47-processed-gene-0.18-mRNA-1_1&gene=genemark-flattened_line_47-processed-gene-0.18&CDS=1-1146
3344	OG0003344	YOR181W	genemark-flattened_line_36-processed-gene-1.172-mRNA-1_1&gene=genemark-flattened_line_36-processed-gene-1.172&CDS=1-2436
3345	OG0003345	YOR184W	genemark-flattened_line_63-processed-gene-0.76-mRNA-1_1&gene=genemark-flattened_line_63-processed-gene-0.76&CDS=1-1182
3346	OG0003346	YOR187W	genemark-flattened_line_63-processed-gene-0.112-mRNA-1_1&gene=genemark-flattened_line_63-processed-gene-0.112&CDS=1-1281
3347	OG0003347	YOR188W	genemark-flattened_line_16-processed-gene-0.53-mRNA-1_1&gene=genemark-flattened_line_16-processed-gene-0.53&CDS=1-3639
3348	OG0003348	YOR191W	genemark-flattened_line_63-processed-gene-0.102-mRNA-1_1&gene=genemark-flattened_line_63-processed-gene-0.102&CDS=1-3873
3349	OG0003349	YOR196C	genemark-flattened_line_0-processed-gene-8.150-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-8.150&CDS=1-1194
3350	OG0003350	YOR197W	genemark-flattened_line_20-processed-gene-0.54-mRNA-1_1&gene=genemark-flattened_line_20-processed-gene-0.54&CDS=1-1242
3351	OG0003351	YOR201C	genemark-flattened_line_42-processed-gene-0.74-mRNA-1_1&gene=genemark-flattened_line_42-processed-gene-0.74&CDS=1-1449
3352	OG0003352	YOR202W	genemark-flattened_line_42-processed-gene-0.94-mRNA-1_1&gene=genemark-flattened_line_42-processed-gene-0.94&CDS=1-675
3353	OG0003353	YOR204W	genemark-flattened_line_4-processed-gene-7.281-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-7.281&CDS=1-1986
3354	OG0003354	YOR205C	genemark-flattened_line_28-processed-gene-1.177-mRNA-1_1&gene=genemark-flattened_line_28-processed-gene-1.177&CDS=1-1890
3355	OG0003355	YOR206W	genemark-flattened_line_28-processed-gene-1.178-mRNA-1_1&gene=genemark-flattened_line_28-processed-gene-1.178&CDS=1-2196
3356	OG0003356	YOR207C	genemark-flattened_line_6-processed-gene-2.125-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-2.125&CDS=1-3474
3357	OG0003357	YOR209C	genemark-flattened_line_28-processed-gene-1.173-mRNA-1_1&gene=genemark-flattened_line_28-processed-gene-1.173&CDS=1-1263
3358	OG0003358	YOR210W	genemark-flattened_line_28-processed-gene-1.132-mRNA-1_1&gene=genemark-flattened_line_28-processed-gene-1.132&CDS=1-213
3359	OG0003359	YOR211C	genemark-flattened_line_28-processed-gene-1.135-mRNA-1_1&gene=genemark-flattened_line_28-processed-gene-1.135&CDS=1-2625
3360	OG0003360	YOR212W	genemark-flattened_line_6-processed-gene-6.16-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-6.16&CDS=1-1266
3361	OG0003361	YOR215C	genemark-flattened_line_0-processed-gene-1.63-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-1.63&CDS=1-558
3362	OG0003362	YOR216C	genemark-flattened_line_0-processed-gene-1.62-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-1.62&CDS=1-1434
3363	OG0003363	YOR217W	genemark-flattened_line_0-processed-gene-1.85-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-1.85&CDS=1-2811
3364	OG0003364	YOR221C	genemark-flattened_line_90-processed-gene-0.17-mRNA-1_1&gene=genemark-flattened_line_90-processed-gene-0.17&CDS=1-1092
3365	OG0003365	YOR223W	genemark-flattened_line_34-processed-gene-1.61-mRNA-1_1&gene=genemark-flattened_line_34-processed-gene-1.61&CDS=1-789
3366	OG0003366	YOR224C	genemark-flattened_line_90-processed-gene-0.4-mRNA-1_1&gene=genemark-flattened_line_90-processed-gene-0.4&CDS=1-447
3367	OG0003367	YOR228C	genemark-flattened_line_28-processed-gene-1.136-mRNA-1_1&gene=genemark-flattened_line_28-processed-gene-1.136&CDS=1-921
3368	OG0003368	YOR232W	genemark-flattened_line_0-processed-gene-1.83-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-1.83&CDS=1-681
3369	OG0003369	YOR233W	genemark-flattened_line_6-processed-gene-1.40-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-1.40&CDS=1-2727
3370	OG0003370	YOR238W	genemark-flattened_line_6-processed-gene-1.67-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-1.67&CDS=1-699
3371	OG0003371	YOR239W	genemark-flattened_line_2-processed-gene-3.12-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-3.12&CDS=1-966
3372	OG0003372	YOR241W	genemark-flattened_line_2-processed-gene-3.16-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-3.16&CDS=1-1428
3373	OG0003373	YOR242C	genemark-flattened_line_12-processed-gene-2.136-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-2.136&CDS=1-1455
3374	OG0003374	YOR243C	genemark-flattened_line_12-processed-gene-2.137-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-2.137&CDS=1-2241
3375	OG0003375	YOR244W	genemark-flattened_line_36-processed-gene-1.196-mRNA-1_1&gene=genemark-flattened_line_36-processed-gene-1.196&CDS=1-1416
3376	OG0003376	YOR245C	genemark-flattened_line_30-processed-gene-0.71-mRNA-1_1&gene=genemark-flattened_line_30-processed-gene-0.71&CDS=1-1362
3377	OG0003377	YOR246C	genemark-flattened_line_34-processed-gene-1.18-mRNA-1_1&gene=genemark-flattened_line_34-processed-gene-1.18&CDS=1-990
3378	OG0003378	YOR249C	genemark-flattened_line_4-processed-gene-3.53-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-3.53&CDS=1-1770
3379	OG0003379	YOR250C	genemark-flattened_line_0-processed-gene-7.99-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-7.99&CDS=1-1464
3380	OG0003380	YOR251C	genemark-flattened_line_22-processed-gene-2.114-mRNA-1_1&gene=genemark-flattened_line_22-processed-gene-2.114&CDS=1-942
3381	OG0003381	YOR252W	genemark-flattened_line_2-processed-gene-0.55-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-0.55&CDS=1-534
3382	OG0003382	YOR254C	genemark-flattened_line_4-processed-gene-2.51-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-2.51&CDS=1-1932
3383	OG0003383	YOR257W	snap_masked-flattened_line_10-processed-gene-3.96-mRNA-1_1&gene=snap_masked-flattened_line_10-processed-gene-3.96&CDS=1-480
3384	OG0003384	YOR258W	genemark-flattened_line_34-processed-gene-1.17-mRNA-1_1&gene=genemark-flattened_line_34-processed-gene-1.17&CDS=1-642
3385	OG0003385	YOR259C	genemark-flattened_line_34-processed-gene-1.19-mRNA-1_1&gene=genemark-flattened_line_34-processed-gene-1.19&CDS=1-1272
3386	OG0003386	YOR261C	genemark-flattened_line_2-processed-gene-5.78-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-5.78&CDS=1-1089
3387	OG0003387	YOR262W	genemark-flattened_line_77-processed-gene-0.45-mRNA-1_1&gene=genemark-flattened_line_77-processed-gene-0.45&CDS=1-1116
3388	OG0003388	YOR267C	genemark-flattened_line_28-processed-gene-0.9-mRNA-1_1&gene=genemark-flattened_line_28-processed-gene-0.9&CDS=1-1794
3389	OG0003389	YOR269W	genemark-flattened_line_28-processed-gene-0.10-mRNA-1_1&gene=genemark-flattened_line_28-processed-gene-0.10&CDS=1-1491
3390	OG0003390	YOR270C	genemark-flattened_line_28-processed-gene-0.25-mRNA-1_1&gene=genemark-flattened_line_28-processed-gene-0.25&CDS=1-2418
3391	OG0003391	YOR271C	genemark-flattened_line_2-processed-gene-6.69-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-6.69&CDS=1-981
3392	OG0003392	YOR272W	genemark-flattened_line_2-processed-gene-1.52-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-1.52&CDS=1-1380
3393	OG0003393	YOR273C	genemark-flattened_line_57-processed-gene-0.32-mRNA-1_1&gene=genemark-flattened_line_57-processed-gene-0.32&CDS=1-2007
3394	OG0003394	YOR274W	augustus_masked-flattened_line_2-processed-gene-0.117-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-0.117&CDS=1-1344
3395	OG0003395	YOR275C	augustus_masked-flattened_line_2-processed-gene-0.101-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-0.101&CDS=1-2565
3396	OG0003396	YOR276W	genemark-flattened_line_2-processed-gene-0.72-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-0.72&CDS=1-450
3397	OG0003397	YOR278W	genemark-flattened_line_67-processed-gene-0.62-mRNA-1_1&gene=genemark-flattened_line_67-processed-gene-0.62&CDS=1-807
3398	OG0003398	YOR281C	genemark-flattened_line_6-processed-gene-6.13-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-6.13&CDS=1-768
3399	OG0003399	YOR286W	genemark-flattened_line_8-processed-gene-4.94-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-4.94&CDS=1-588
3400	OG0003400	YOR287C	genemark-flattened_line_8-processed-gene-4.73-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-4.73&CDS=1-918
3401	OG0003401	YOR288C	augustus_masked-flattened_line_8-processed-gene-4.120-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-4.120&CDS=1-1242
3402	OG0003402	YOR289W	genemark-flattened_line_73-processed-gene-0.102-mRNA-1_1&gene=genemark-flattened_line_73-processed-gene-0.102&CDS=1-615
3403	OG0003403	YOR291W	genemark-flattened_line_75-processed-gene-0.53-mRNA-1_1&gene=genemark-flattened_line_75-processed-gene-0.53&CDS=1-4296
3404	OG0003404	YOR292C	genemark-flattened_line_75-processed-gene-0.82-mRNA-1_1&gene=genemark-flattened_line_75-processed-gene-0.82&CDS=1-762
3405	OG0003405	YOR294W	genemark-flattened_line_2-processed-gene-4.9-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-4.9&CDS=1-600
3406	OG0003406	YOR296W	augustus_masked-flattened_line_2-processed-gene-0.128-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-0.128&CDS=1-7311
3407	OG0003407	YOR298C-A	genemark-flattened_line_8-processed-gene-5.145-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-5.145&CDS=1-456
3408	OG0003408	YOR298W	maker-flattened_line_8-augustus-gene-5.171-mRNA-1_1&gene=maker-flattened_line_8-augustus-gene-5.171&CDS=1-1203
3409	OG0003409	YOR301W	genemark-flattened_line_14-processed-gene-0.62-mRNA-1_1&gene=genemark-flattened_line_14-processed-gene-0.62&CDS=1-1449
3410	OG0003410	YOR303W	genemark-flattened_line_53-processed-gene-0.207-mRNA-1_1&gene=genemark-flattened_line_53-processed-gene-0.207&CDS=1-1290
3411	OG0003411	YOR305W	genemark-flattened_line_61-processed-gene-0.24-mRNA-1_1&gene=genemark-flattened_line_61-processed-gene-0.24&CDS=1-813
3412	OG0003412	YOR307C	genemark-flattened_line_69-processed-gene-0.76-mRNA-1_1&gene=genemark-flattened_line_69-processed-gene-0.76&CDS=1-1398
3413	OG0003413	YOR310C	genemark-flattened_line_6-processed-gene-2.124-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-2.124&CDS=1-1524
3414	OG0003414	YOR313C	snap_masked-flattened_line_75-processed-gene-0.33-mRNA-1_1&gene=snap_masked-flattened_line_75-processed-gene-0.33&CDS=1-915
3415	OG0003415	YOR315W	snap_masked-flattened_line_75-processed-gene-0.7-mRNA-1_1&gene=snap_masked-flattened_line_75-processed-gene-0.7&CDS=1-1575
3416	OG0003416	YOR317W	augustus_masked-flattened_line_4-processed-gene-6.90-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-6.90&CDS=1-2103
3417	OG0003417	YOR319W	genemark-flattened_line_0-processed-gene-7.75-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-7.75&CDS=1-873
3418	OG0003418	YOR320C	maker-flattened_line_2-snap-gene-1.101-mRNA-1_1&gene=maker-flattened_line_2-snap-gene-1.101&CDS=1-1254
3419	OG0003419	YOR322C	genemark-flattened_line_8-processed-gene-6.122-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-6.122&CDS=1-2133
3420	OG0003420	YOR326W	genemark-flattened_line_47-processed-gene-0.39-mRNA-1_1&gene=genemark-flattened_line_47-processed-gene-0.39&CDS=1-4644
3421	OG0003421	YOR327C	genemark-flattened_line_47-processed-gene-0.86-mRNA-1_1&gene=genemark-flattened_line_47-processed-gene-0.86&CDS=1-321
3422	OG0003422	YOR329C	genemark-flattened_line_4-processed-gene-3.69-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-3.69&CDS=1-2322
3423	OG0003423	YOR330C	snap_masked-flattened_line_12-processed-gene-2.32-mRNA-1_1&gene=snap_masked-flattened_line_12-processed-gene-2.32&CDS=1-3342
3424	OG0003424	YOR332W	snap_masked-flattened_line_4-processed-gene-3.44-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-3.44&CDS=1-687
3425	OG0003425	YOR334W	genemark-flattened_line_4-processed-gene-3.91-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-3.91&CDS=1-1602
3426	OG0003426	YOR335C	genemark-flattened_line_10-processed-gene-3.65-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-3.65&CDS=1-2877
3427	OG0003427	YOR336W	augustus_masked-flattened_line_67-processed-gene-0.26-mRNA-1_1&gene=augustus_masked-flattened_line_67-processed-gene-0.26&CDS=1-2667
3428	OG0003428	YOR339C	augustus_masked-flattened_line_12-processed-gene-4.261-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-4.261&CDS=1-492
3429	OG0003429	YOR340C	genemark-flattened_line_12-processed-gene-4.170-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-4.170&CDS=1-891
3430	OG0003430	YOR341W	genemark-flattened_line_8-processed-gene-4.82-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-4.82&CDS=1-4923
3431	OG0003431	YOR344C	genemark-flattened_line_20-processed-gene-1.23-mRNA-1_1&gene=genemark-flattened_line_20-processed-gene-1.23&CDS=1-897
3432	OG0003432	YOR346W	genemark-flattened_line_18-processed-gene-1.43-mRNA-1_1&gene=genemark-flattened_line_18-processed-gene-1.43&CDS=1-3561
3433	OG0003433	YOR349W	genemark-flattened_line_2-processed-gene-7.70-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-7.70&CDS=1-3357
3434	OG0003434	YOR351C	genemark-flattened_line_0-processed-gene-3.139-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-3.139&CDS=1-1362
3435	OG0003435	YOR352W	snap_masked-flattened_line_88-processed-gene-0.51-mRNA-1_1&gene=snap_masked-flattened_line_88-processed-gene-0.51&CDS=1-1089
3436	OG0003436	YOR353C	genemark-flattened_line_47-processed-gene-0.69-mRNA-1_1&gene=genemark-flattened_line_47-processed-gene-0.69&CDS=1-2439
3437	OG0003437	YOR355W	maker-flattened_line_20-snap-gene-1.4-mRNA-1_1&gene=maker-flattened_line_20-snap-gene-1.4&CDS=1-3198
3438	OG0003438	YOR356W	genemark-flattened_line_20-processed-gene-1.32-mRNA-1_1&gene=genemark-flattened_line_20-processed-gene-1.32&CDS=1-1740
