	OrthologID	Nakaseomyces_nivariensis	Saccharomyces_cerevisiae
3904	OG0003904	snap_masked-CANI0S25-processed-gene-4.46-mRNA-1_1&gene=snap_masked-CANI0S25-processed-gene-4.46&CDS=1-492	YBR244W
3905	OG0003905	augustus_masked-CANI0S25-processed-gene-4.202-mRNA-1_1&gene=augustus_masked-CANI0S25-processed-gene-4.202&CDS=1-1338	YBR243C
3906	OG0003906	snap_masked-CANI0S25-processed-gene-4.7-mRNA-1_1&gene=snap_masked-CANI0S25-processed-gene-4.7&CDS=1-1449	YBR241C
3907	OG0003907	snap_masked-CANI0S25-processed-gene-4.49-mRNA-1_1&gene=snap_masked-CANI0S25-processed-gene-4.49&CDS=1-363	YBR230C
3908	OG0003908	snap_masked-CANI0S25-processed-gene-4.50-mRNA-1_1&gene=snap_masked-CANI0S25-processed-gene-4.50&CDS=1-849	YBR231C
3909	OG0003909	snap_masked-CANI0S25-processed-gene-4.10-mRNA-1_1&gene=snap_masked-CANI0S25-processed-gene-4.10&CDS=1-1338	YBR233W
3910	OG0003910	augustus_masked-CANI0S25-processed-gene-4.207-mRNA-1_1&gene=augustus_masked-CANI0S25-processed-gene-4.207&CDS=1-270	YBR233W-A
3911	OG0003911	snap_masked-CANI0S25-processed-gene-4.51-mRNA-1_1&gene=snap_masked-CANI0S25-processed-gene-4.51&CDS=1-1119	YBR234C
3912	OG0003912	snap_masked-CANI0S25-processed-gene-4.11-mRNA-1_1&gene=snap_masked-CANI0S25-processed-gene-4.11&CDS=1-3342	YBR235W
3913	OG0003913	snap_masked-CANI0S25-processed-gene-4.52-mRNA-1_1&gene=snap_masked-CANI0S25-processed-gene-4.52&CDS=1-1233	YBR236C
3914	OG0003914	augustus_masked-CANI0S25-processed-gene-4.209-mRNA-1_1&gene=augustus_masked-CANI0S25-processed-gene-4.209&CDS=1-2478	YBR237W
3915	OG0003915	augustus_masked-CANI0S25-processed-gene-4.248-mRNA-1_1&gene=augustus_masked-CANI0S25-processed-gene-4.248&CDS=1-2226	YBR238C
3916	OG0003916	snap_masked-CANI0S25-processed-gene-4.54-mRNA-1_1&gene=snap_masked-CANI0S25-processed-gene-4.54&CDS=1-1701	YBR239C
3917	OG0003917	snap_masked-CANI0S25-processed-gene-4.13-mRNA-1_1&gene=snap_masked-CANI0S25-processed-gene-4.13&CDS=1-2826	YBR229C
3918	OG0003918	augustus_masked-CANI0S25-processed-gene-4.250-mRNA-1_1&gene=augustus_masked-CANI0S25-processed-gene-4.250&CDS=1-942	YBR228W
3919	OG0003919	snap_masked-CANI0S25-processed-gene-4.14-mRNA-1_1&gene=snap_masked-CANI0S25-processed-gene-4.14&CDS=1-1632	YBR227C
3920	OG0003920	snap_masked-CANI0S25-processed-gene-4.56-mRNA-1_1&gene=snap_masked-CANI0S25-processed-gene-4.56&CDS=1-2496	YBR225W
3921	OG0003921	augustus_masked-CANI0S25-processed-gene-4.212-mRNA-1_1&gene=augustus_masked-CANI0S25-processed-gene-4.212&CDS=1-1578	YBR223C
3922	OG0003922	snap_masked-CANI0S25-processed-gene-4.16-mRNA-1_1&gene=snap_masked-CANI0S25-processed-gene-4.16&CDS=1-1611	YBR222C
3923	OG0003923	snap_masked-CANI0S25-processed-gene-4.17-mRNA-1_1&gene=snap_masked-CANI0S25-processed-gene-4.17&CDS=1-1056	YBR221C
3924	OG0003924	snap_masked-CANI0S25-processed-gene-4.57-mRNA-1_1&gene=snap_masked-CANI0S25-processed-gene-4.57&CDS=1-696	YBR217W
3925	OG0003925	snap_masked-CANI0S25-processed-gene-4.58-mRNA-1_1&gene=snap_masked-CANI0S25-processed-gene-4.58&CDS=1-1197	YCR066W
3926	OG0003926	augustus_masked-CANI0S25-processed-gene-4.254-mRNA-1_1&gene=augustus_masked-CANI0S25-processed-gene-4.254&CDS=1-1638	YCR065W
3927	OG0003927	snap_masked-CANI0S25-processed-gene-4.60-mRNA-1_1&gene=snap_masked-CANI0S25-processed-gene-4.60&CDS=1-471	YCR063W
3928	OG0003928	snap_masked-CANI0S25-processed-gene-4.61-mRNA-1_1&gene=snap_masked-CANI0S25-processed-gene-4.61&CDS=1-1770	YCR061W
3929	OG0003929	snap_masked-CANI0S25-processed-gene-4.62-mRNA-1_1&gene=snap_masked-CANI0S25-processed-gene-4.62&CDS=1-324	YCR060W
3930	OG0003930	snap_masked-CANI0S25-processed-gene-4.20-mRNA-1_1&gene=snap_masked-CANI0S25-processed-gene-4.20&CDS=1-3513	YCR057C
3931	OG0003931	snap_masked-CANI0S25-processed-gene-4.21-mRNA-1_1&gene=snap_masked-CANI0S25-processed-gene-4.21&CDS=1-1587	YCR054C
3932	OG0003932	snap_masked-CANI0S25-processed-gene-4.63-mRNA-1_1&gene=snap_masked-CANI0S25-processed-gene-4.63&CDS=1-1539	YCR053W
3933	OG0003933	snap_masked-CANI0S25-processed-gene-4.22-mRNA-1_1&gene=snap_masked-CANI0S25-processed-gene-4.22&CDS=1-1374	YDR190C
3934	OG0003934	snap_masked-CANI0S25-processed-gene-4.64-mRNA-1_1&gene=snap_masked-CANI0S25-processed-gene-4.64&CDS=1-1995	YDR189W
3935	OG0003935	augustus_masked-CANI0S25-processed-gene-4.218-mRNA-1_1&gene=augustus_masked-CANI0S25-processed-gene-4.218&CDS=1-2478	YDR186C
3936	OG0003936	augustus_masked-CANI0S25-processed-gene-4.219-mRNA-1_1&gene=augustus_masked-CANI0S25-processed-gene-4.219&CDS=1-1077	YDR184C
3937	OG0003937	maker-CANI0S25-augustus-gene-4.97-mRNA-1_1&gene=maker-CANI0S25-augustus-gene-4.97&CDS=1-2751	YDR182W
3938	OG0003938	augustus_masked-CANI0S25-processed-gene-4.220-mRNA-1_1&gene=augustus_masked-CANI0S25-processed-gene-4.220&CDS=1-576	YLR119W
3939	OG0003939	snap_masked-CANI0S25-processed-gene-4.68-mRNA-1_1&gene=snap_masked-CANI0S25-processed-gene-4.68&CDS=1-2472	YLR207W
3940	OG0003940	snap_masked-CANI0S25-processed-gene-4.69-mRNA-1_1&gene=snap_masked-CANI0S25-processed-gene-4.69&CDS=1-1623	YLR206W
3941	OG0003941	snap_masked-CANI0S25-processed-gene-4.71-mRNA-1_1&gene=snap_masked-CANI0S25-processed-gene-4.71&CDS=1-948	YLR205C
3942	OG0003942	snap_masked-CANI0S25-processed-gene-4.26-mRNA-1_1&gene=snap_masked-CANI0S25-processed-gene-4.26&CDS=1-1338	YLR203C
3943	OG0003943	snap_masked-CANI0S25-processed-gene-4.27-mRNA-1_1&gene=snap_masked-CANI0S25-processed-gene-4.27&CDS=1-798	YLR201C
3944	OG0003944	augustus_masked-CANI0S25-processed-gene-4.264-mRNA-1_1&gene=augustus_masked-CANI0S25-processed-gene-4.264&CDS=1-318	YLR200W
3945	OG0003945	genemark-CANI0S25-processed-gene-4.129-mRNA-1_1&gene=genemark-CANI0S25-processed-gene-4.129&CDS=1-816	YLR199C
3946	OG0003946	snap_masked-CANI0S25-processed-gene-4.72-mRNA-1_1&gene=snap_masked-CANI0S25-processed-gene-4.72&CDS=1-1533	YLR197W
3947	OG0003947	snap_masked-CANI0S25-processed-gene-4.73-mRNA-1_1&gene=snap_masked-CANI0S25-processed-gene-4.73&CDS=1-1752	YLR196W
3948	OG0003948	snap_masked-CANI0S25-processed-gene-4.29-mRNA-1_1&gene=snap_masked-CANI0S25-processed-gene-4.29&CDS=1-1365	YLR195C
3949	OG0003949	augustus_masked-CANI0S25-processed-gene-4.267-mRNA-1_1&gene=augustus_masked-CANI0S25-processed-gene-4.267&CDS=1-1098	YGL248W
3950	OG0003950	snap_masked-CANI0S25-processed-gene-4.74-mRNA-1_1&gene=snap_masked-CANI0S25-processed-gene-4.74&CDS=1-1077	YGL249W
3951	OG0003951	snap_masked-CANI0S25-processed-gene-4.76-mRNA-1_1&gene=snap_masked-CANI0S25-processed-gene-4.76&CDS=1-822	YGL250W
3952	OG0003952	augustus_masked-CANI0S25-processed-gene-4.227-mRNA-1_1&gene=augustus_masked-CANI0S25-processed-gene-4.227&CDS=1-3210	YGL251C
3953	OG0003953	snap_masked-CANI0S25-processed-gene-4.78-mRNA-1_1&gene=snap_masked-CANI0S25-processed-gene-4.78&CDS=1-1410	YGL254W
3954	OG0003954	maker-CANI0S25-augustus-gene-4.98-mRNA-1_1&gene=maker-CANI0S25-augustus-gene-4.98&CDS=1-1929	YBR160W
3955	OG0003955	augustus_masked-CANI0S25-processed-gene-4.273-mRNA-1_1&gene=augustus_masked-CANI0S25-processed-gene-4.273&CDS=1-1530	YBR158W
3956	OG0003956	augustus_masked-CANI0S25-processed-gene-4.228-mRNA-1_1&gene=augustus_masked-CANI0S25-processed-gene-4.228&CDS=1-672	YBR157C
3957	OG0003957	snap_masked-CANI0S25-processed-gene-4.81-mRNA-1_1&gene=snap_masked-CANI0S25-processed-gene-4.81&CDS=1-1146	YBR155W
3958	OG0003958	snap_masked-CANI0S25-processed-gene-4.33-mRNA-1_1&gene=snap_masked-CANI0S25-processed-gene-4.33&CDS=1-2118	YBR156C
3959	OG0003959	snap_masked-CANI0S25-processed-gene-4.34-mRNA-1_1&gene=snap_masked-CANI0S25-processed-gene-4.34&CDS=1-408	YDR482C
3960	OG0003960	snap_masked-CANI0S25-processed-gene-4.35-mRNA-1_1&gene=snap_masked-CANI0S25-processed-gene-4.35&CDS=1-1638	YDR481C
3961	OG0003961	augustus_masked-CANI0S25-processed-gene-4.277-mRNA-1_1&gene=augustus_masked-CANI0S25-processed-gene-4.277&CDS=1-3612	YDR314C
3962	OG0003962	snap_masked-CANI0S25-processed-gene-4.36-mRNA-1_1&gene=snap_masked-CANI0S25-processed-gene-4.36&CDS=1-1152	YHR068W
3963	OG0003963	genemark-CANI0S25-processed-gene-4.138-mRNA-1_1&gene=genemark-CANI0S25-processed-gene-4.138&CDS=1-1347	YDR316W
3964	OG0003964	snap_masked-CANI0S25-processed-gene-4.87-mRNA-1_1&gene=snap_masked-CANI0S25-processed-gene-4.87&CDS=1-1110	YHR069C
3965	OG0003965	snap_masked-CANI0S25-processed-gene-4.38-mRNA-1_1&gene=snap_masked-CANI0S25-processed-gene-4.38&CDS=1-1434	YHR070W
3966	OG0003966	augustus_masked-CANI0S25-processed-gene-4.235-mRNA-1_1&gene=augustus_masked-CANI0S25-processed-gene-4.235&CDS=1-1275	YDR317W
3967	OG0003967	augustus_masked-CANI0S25-processed-gene-4.236-mRNA-1_1&gene=augustus_masked-CANI0S25-processed-gene-4.236&CDS=1-1101	YDR318W
3968	OG0003968	snap_masked-CANI0S25-processed-gene-4.88-mRNA-1_1&gene=snap_masked-CANI0S25-processed-gene-4.88&CDS=1-2100	YDR320C
3969	OG0003969	snap_masked-CANI0S25-processed-gene-4.89-mRNA-1_1&gene=snap_masked-CANI0S25-processed-gene-4.89&CDS=1-222	YDR320C-A
3970	OG0003970	snap_masked-CANI0S25-processed-gene-4.40-mRNA-1_1&gene=snap_masked-CANI0S25-processed-gene-4.40&CDS=1-1140	YDR321W
3971	OG0003971	augustus_masked-CANI0S25-processed-gene-4.238-mRNA-1_1&gene=augustus_masked-CANI0S25-processed-gene-4.238&CDS=1-1080	YDR322W
3972	OG0003972	augustus_masked-CANI0S25-processed-gene-4.281-mRNA-1_1&gene=augustus_masked-CANI0S25-processed-gene-4.281&CDS=1-270	YDR322C-A
3973	OG0003973	snap_masked-CANI0S25-processed-gene-4.90-mRNA-1_1&gene=snap_masked-CANI0S25-processed-gene-4.90&CDS=1-1638	YDR323C
3974	OG0003974	snap_masked-CANI0S25-processed-gene-4.91-mRNA-1_1&gene=snap_masked-CANI0S25-processed-gene-4.91&CDS=1-2238	YDR324C
3975	OG0003975	snap_masked-CANI0S25-processed-gene-4.42-mRNA-1_1&gene=snap_masked-CANI0S25-processed-gene-4.42&CDS=1-3333	YIR033W
3976	OG0003976	snap_masked-CANI0S25-processed-gene-4.43-mRNA-1_1&gene=snap_masked-CANI0S25-processed-gene-4.43&CDS=1-1158	YKL021C
3977	OG0003977	snap_masked-CANI0S25-processed-gene-4.92-mRNA-1_1&gene=snap_masked-CANI0S25-processed-gene-4.92&CDS=1-1116	YIR034C
3978	OG0003978	maker-CANI0S25-snap-gene-4.288-mRNA-1_1&gene=maker-CANI0S25-snap-gene-4.288&CDS=1-1476	YIR035C
3979	OG0003979	maker-CANI0S27-snap-gene-0.6-mRNA-1_1&gene=maker-CANI0S27-snap-gene-0.6&CDS=1-504	Q0085
3980	OG0003980	augustus_masked-CANI0S27-processed-gene-0.11-mRNA-1_1&gene=augustus_masked-CANI0S27-processed-gene-0.11&CDS=1-444	Q0250
3981	OG0003981	genemark-CANI0S27-processed-gene-0.9-mRNA-1_1&gene=genemark-CANI0S27-processed-gene-0.9&CDS=1-183	Q0130
3982	OG0003982	snap_masked-CANI0S28-processed-gene-0.78-mRNA-1_1&gene=snap_masked-CANI0S28-processed-gene-0.78&CDS=1-1281	YJL060W
3983	OG0003983	augustus_masked-CANI0S28-processed-gene-0.42-mRNA-1_1&gene=augustus_masked-CANI0S28-processed-gene-0.42&CDS=1-1239	YJL059W
3984	OG0003984	maker-CANI0S28-snap-gene-0.0-mRNA-1_1&gene=maker-CANI0S28-snap-gene-0.0&CDS=1-1755	YJL057C
3985	OG0003985	snap_masked-CANI0S28-processed-gene-0.97-mRNA-1_1&gene=snap_masked-CANI0S28-processed-gene-0.97&CDS=1-2046	YJL056C
3986	OG0003986	snap_masked-CANI0S28-processed-gene-0.79-mRNA-1_1&gene=snap_masked-CANI0S28-processed-gene-0.79&CDS=1-678	YJL055W
3987	OG0003987	snap_masked-CANI0S28-processed-gene-0.80-mRNA-1_1&gene=snap_masked-CANI0S28-processed-gene-0.80&CDS=1-1350	YJL054W
3988	OG0003988	augustus_masked-CANI0S28-processed-gene-0.45-mRNA-1_1&gene=augustus_masked-CANI0S28-processed-gene-0.45&CDS=1-1026	YJL053W
3989	OG0003989	augustus_masked-CANI0S28-processed-gene-0.46-mRNA-1_1&gene=augustus_masked-CANI0S28-processed-gene-0.46&CDS=1-2250	YJL051W
3990	OG0003990	snap_masked-CANI0S28-processed-gene-0.83-mRNA-1_1&gene=snap_masked-CANI0S28-processed-gene-0.83&CDS=1-3204	YJL050W
3991	OG0003991	snap_masked-CANI0S28-processed-gene-0.84-mRNA-1_1&gene=snap_masked-CANI0S28-processed-gene-0.84&CDS=1-1359	YJL049W
3992	OG0003992	snap_masked-CANI0S28-processed-gene-0.100-mRNA-1_1&gene=snap_masked-CANI0S28-processed-gene-0.100&CDS=1-2322	YJL047C
3993	OG0003993	snap_masked-CANI0S28-processed-gene-0.85-mRNA-1_1&gene=snap_masked-CANI0S28-processed-gene-0.85&CDS=1-1275	YJL046W
3994	OG0003994	snap_masked-CANI0S28-processed-gene-0.86-mRNA-1_1&gene=snap_masked-CANI0S28-processed-gene-0.86&CDS=1-567	YDR339C
3995	OG0003995	snap_masked-CANI0S28-processed-gene-0.87-mRNA-1_1&gene=snap_masked-CANI0S28-processed-gene-0.87&CDS=1-2100	YDR338C
3996	OG0003996	snap_masked-CANI0S28-processed-gene-0.101-mRNA-1_1&gene=snap_masked-CANI0S28-processed-gene-0.101&CDS=1-864	YDR337W
3997	OG0003997	snap_masked-CANI0S28-processed-gene-0.102-mRNA-1_1&gene=snap_masked-CANI0S28-processed-gene-0.102&CDS=1-1017	YDR336W
3998	OG0003998	snap_masked-CANI0S28-processed-gene-0.103-mRNA-1_1&gene=snap_masked-CANI0S28-processed-gene-0.103&CDS=1-3666	YDR335W
3999	OG0003999	augustus_masked-CANI0S28-processed-gene-0.51-mRNA-1_1&gene=augustus_masked-CANI0S28-processed-gene-0.51&CDS=1-972	YGR144W
4000	OG0004000	augustus_masked-CANI0S28-processed-gene-0.68-mRNA-1_1&gene=augustus_masked-CANI0S28-processed-gene-0.68&CDS=1-4455	YDR334W
4001	OG0004001	snap_masked-CANI0S28-processed-gene-0.105-mRNA-1_1&gene=snap_masked-CANI0S28-processed-gene-0.105&CDS=1-1005	YHR085W
4002	OG0004002	snap_masked-CANI0S28-processed-gene-0.88-mRNA-1_1&gene=snap_masked-CANI0S28-processed-gene-0.88&CDS=1-2139	YDR333C
4003	OG0004003	augustus_masked-CANI0S28-processed-gene-0.71-mRNA-1_1&gene=augustus_masked-CANI0S28-processed-gene-0.71&CDS=1-4644	YDR331W
4004	OG0004004	augustus_masked-CANI0S28-processed-gene-0.53-mRNA-1_1&gene=augustus_masked-CANI0S28-processed-gene-0.53&CDS=1-1362	YDR329C
4005	OG0004005	snap_masked-CANI0S28-processed-gene-0.89-mRNA-1_1&gene=snap_masked-CANI0S28-processed-gene-0.89&CDS=1-531	YDR328C
4006	OG0004006	snap_masked-CANI0S28-processed-gene-0.110-mRNA-1_1&gene=snap_masked-CANI0S28-processed-gene-0.110&CDS=1-3018	YDR325W
4007	OG0004007	snap_masked-CANI0S28-processed-gene-0.91-mRNA-1_1&gene=snap_masked-CANI0S28-processed-gene-0.91&CDS=1-1071	YIR026C
4008	OG0004008	snap_masked-CANI0S28-processed-gene-0.111-mRNA-1_1&gene=snap_masked-CANI0S28-processed-gene-0.111&CDS=1-1116	YIR025W
4009	OG0004009	snap_masked-CANI0S28-processed-gene-0.92-mRNA-1_1&gene=snap_masked-CANI0S28-processed-gene-0.92&CDS=1-702	YIR024C
4010	OG0004010	augustus_masked-CANI0S28-processed-gene-0.74-mRNA-1_1&gene=augustus_masked-CANI0S28-processed-gene-0.74&CDS=1-2484	YIR023W
4011	OG0004011	snap_masked-CANI0S28-processed-gene-0.113-mRNA-1_1&gene=snap_masked-CANI0S28-processed-gene-0.113&CDS=1-510	YIR022W
4012	OG0004012	snap_masked-CANI0S28-processed-gene-0.93-mRNA-1_1&gene=snap_masked-CANI0S28-processed-gene-0.93&CDS=1-276	YHR005C-A
4013	OG0004013	snap_masked-CANI0S28-processed-gene-0.94-mRNA-1_1&gene=snap_masked-CANI0S28-processed-gene-0.94&CDS=1-1347	YHR005C
4014	OG0004014	snap_masked-CANI0S28-processed-gene-0.115-mRNA-1_1&gene=snap_masked-CANI0S28-processed-gene-0.115&CDS=1-1245	YMR068W
4015	OG0004015	snap_masked-CANI0S28-processed-gene-0.95-mRNA-1_1&gene=snap_masked-CANI0S28-processed-gene-0.95&CDS=1-1317	YMR067C
4016	OG0004016	augustus_masked-CANI0S28-processed-gene-1.89-mRNA-1_1&gene=augustus_masked-CANI0S28-processed-gene-1.89&CDS=1-5139	YMR066W
4017	OG0004017	snap_masked-CANI0S28-processed-gene-1.9-mRNA-1_1&gene=snap_masked-CANI0S28-processed-gene-1.9&CDS=1-756	YMR063W
4018	OG0004018	snap_masked-CANI0S28-processed-gene-1.5-mRNA-1_1&gene=snap_masked-CANI0S28-processed-gene-1.5&CDS=1-2232	YKL078W
4019	OG0004019	snap_masked-CANI0S28-processed-gene-1.6-mRNA-1_1&gene=snap_masked-CANI0S28-processed-gene-1.6&CDS=1-1323	YMR062C
4020	OG0004020	augustus_masked-CANI0S28-processed-gene-1.112-mRNA-1_1&gene=augustus_masked-CANI0S28-processed-gene-1.112&CDS=1-1947	YMR061W
4021	OG0004021	augustus_masked-CANI0S28-processed-gene-1.91-mRNA-1_1&gene=augustus_masked-CANI0S28-processed-gene-1.91&CDS=1-930	YMR060C
4022	OG0004022	snap_masked-CANI0S28-processed-gene-1.30-mRNA-1_1&gene=snap_masked-CANI0S28-processed-gene-1.30&CDS=1-378	YMR059W
4023	OG0004023	snap_masked-CANI0S28-processed-gene-1.31-mRNA-1_1&gene=snap_masked-CANI0S28-processed-gene-1.31&CDS=1-1890	YMR058W
4024	OG0004024	augustus_masked-CANI0S28-processed-gene-1.92-mRNA-1_1&gene=augustus_masked-CANI0S28-processed-gene-1.92&CDS=1-963	YMR055C
4025	OG0004025	snap_masked-CANI0S28-processed-gene-1.11-mRNA-1_1&gene=snap_masked-CANI0S28-processed-gene-1.11&CDS=1-2640	YKL073W
4026	OG0004026	augustus_masked-CANI0S28-processed-gene-1.96-mRNA-1_1&gene=augustus_masked-CANI0S28-processed-gene-1.96&CDS=1-1407	YMR044W
4027	OG0004027	snap_masked-CANI0S28-processed-gene-1.16-mRNA-1_1&gene=snap_masked-CANI0S28-processed-gene-1.16&CDS=1-930	YMR048W
4028	OG0004028	snap_masked-CANI0S28-processed-gene-1.35-mRNA-1_1&gene=snap_masked-CANI0S28-processed-gene-1.35&CDS=1-531	YKL069W
4029	OG0004029	snap_masked-CANI0S28-processed-gene-1.17-mRNA-1_1&gene=snap_masked-CANI0S28-processed-gene-1.17&CDS=1-1005	YMR041C
4030	OG0004030	snap_masked-CANI0S28-processed-gene-1.18-mRNA-1_1&gene=snap_masked-CANI0S28-processed-gene-1.18&CDS=1-777	YMR039C
4031	OG0004031	snap_masked-CANI0S28-processed-gene-1.19-mRNA-1_1&gene=snap_masked-CANI0S28-processed-gene-1.19&CDS=1-714	YMR038C
4032	OG0004032	snap_masked-CANI0S28-processed-gene-1.21-mRNA-1_1&gene=snap_masked-CANI0S28-processed-gene-1.21&CDS=1-1605	YMR036C
4033	OG0004033	augustus_masked-CANI0S28-processed-gene-1.118-mRNA-1_1&gene=augustus_masked-CANI0S28-processed-gene-1.118&CDS=1-516	YMR035W
4034	OG0004034	snap_masked-CANI0S28-processed-gene-1.23-mRNA-1_1&gene=snap_masked-CANI0S28-processed-gene-1.23&CDS=1-1371	YMR034C
4035	OG0004035	snap_masked-CANI0S28-processed-gene-1.36-mRNA-1_1&gene=snap_masked-CANI0S28-processed-gene-1.36&CDS=1-1386	YMR033W
4036	OG0004036	snap_masked-CANI0S28-processed-gene-1.37-mRNA-1_1&gene=snap_masked-CANI0S28-processed-gene-1.37&CDS=1-2445	YMR032W
4037	OG0004037	snap_masked-CANI0S28-processed-gene-1.24-mRNA-1_1&gene=snap_masked-CANI0S28-processed-gene-1.24&CDS=1-498	YDR178W
4038	OG0004038	snap_masked-CANI0S28-processed-gene-1.25-mRNA-1_1&gene=snap_masked-CANI0S28-processed-gene-1.25&CDS=1-5652	YDR180W
4039	OG0004039	augustus_masked-CANI0S28-processed-gene-1.122-mRNA-1_1&gene=augustus_masked-CANI0S28-processed-gene-1.122&CDS=1-2373	YDR181C
4040	OG0004040	snap_masked-CANI0S28-processed-gene-1.26-mRNA-1_1&gene=snap_masked-CANI0S28-processed-gene-1.26&CDS=1-2067	YLR117C
4041	OG0004041	snap_masked-CANI0S28-processed-gene-1.39-mRNA-1_1&gene=snap_masked-CANI0S28-processed-gene-1.39&CDS=1-1443	YLR116W
4042	OG0004042	snap_masked-CANI0S28-processed-gene-1.40-mRNA-1_1&gene=snap_masked-CANI0S28-processed-gene-1.40&CDS=1-2517	YLR115W
4043	OG0004043	snap_masked-CANI0S28-processed-gene-1.27-mRNA-1_1&gene=snap_masked-CANI0S28-processed-gene-1.27&CDS=1-2118	YOR354C
4044	OG0004044	snap_masked-CANI0S28-processed-gene-1.28-mRNA-1_1&gene=snap_masked-CANI0S28-processed-gene-1.28&CDS=1-2676	YOR353C
4045	OG0004045	snap_masked-CANI0S28-processed-gene-1.41-mRNA-1_1&gene=snap_masked-CANI0S28-processed-gene-1.41&CDS=1-909	YOR352W
4046	OG0004046	augustus_masked-CANI0S28-processed-gene-1.109-mRNA-1_1&gene=augustus_masked-CANI0S28-processed-gene-1.109&CDS=1-1107	YOR351C
4047	OG0004047	augustus_masked-CANI0S28-processed-gene-1.126-mRNA-1_1&gene=augustus_masked-CANI0S28-processed-gene-1.126&CDS=1-3147	YOR349W
4048	OG0004048	augustus_masked-CANI0S28-processed-gene-2.46-mRNA-1_1&gene=augustus_masked-CANI0S28-processed-gene-2.46&CDS=1-1458	YPL201C
4049	OG0004049	augustus_masked-CANI0S28-processed-gene-2.47-mRNA-1_1&gene=augustus_masked-CANI0S28-processed-gene-2.47&CDS=1-771	YPL199C
4050	OG0004050	snap_masked-CANI0S28-processed-gene-2.84-mRNA-1_1&gene=snap_masked-CANI0S28-processed-gene-2.84&CDS=1-867	YPL196W
4051	OG0004051	snap_masked-CANI0S28-processed-gene-2.85-mRNA-1_1&gene=snap_masked-CANI0S28-processed-gene-2.85&CDS=1-2751	YPL195W
4052	OG0004052	augustus_masked-CANI0S28-processed-gene-2.48-mRNA-1_1&gene=augustus_masked-CANI0S28-processed-gene-2.48&CDS=1-1755	YPL194W
4053	OG0004053	snap_masked-CANI0S28-processed-gene-2.89-mRNA-1_1&gene=snap_masked-CANI0S28-processed-gene-2.89&CDS=1-1239	YPL193W
4054	OG0004054	snap_masked-CANI0S28-processed-gene-2.110-mRNA-1_1&gene=snap_masked-CANI0S28-processed-gene-2.110&CDS=1-177	YPL189C-A
4055	OG0004055	snap_masked-CANI0S28-processed-gene-2.91-mRNA-1_1&gene=snap_masked-CANI0S28-processed-gene-2.91&CDS=1-2406	YGR196C
4056	OG0004056	snap_masked-CANI0S28-processed-gene-2.111-mRNA-1_1&gene=snap_masked-CANI0S28-processed-gene-2.111&CDS=1-738	YGR195W
4057	OG0004057	snap_masked-CANI0S28-processed-gene-2.92-mRNA-1_1&gene=snap_masked-CANI0S28-processed-gene-2.92&CDS=1-1740	YGR194C
4058	OG0004058	snap_masked-CANI0S28-processed-gene-2.93-mRNA-1_1&gene=snap_masked-CANI0S28-processed-gene-2.93&CDS=1-1242	YGR193C
4059	OG0004059	snap_masked-CANI0S28-processed-gene-2.95-mRNA-1_1&gene=snap_masked-CANI0S28-processed-gene-2.95&CDS=1-792	YGL166W
4060	OG0004060	augustus_masked-CANI0S28-processed-gene-2.69-mRNA-1_1&gene=augustus_masked-CANI0S28-processed-gene-2.69&CDS=1-3999	YGL163C
4061	OG0004061	snap_masked-CANI0S28-processed-gene-2.114-mRNA-1_1&gene=snap_masked-CANI0S28-processed-gene-2.114&CDS=1-1029	YGL161C
4062	OG0004062	snap_masked-CANI0S28-processed-gene-2.96-mRNA-1_1&gene=snap_masked-CANI0S28-processed-gene-2.96&CDS=1-1233	YGL169W
4063	OG0004063	snap_masked-CANI0S28-processed-gene-2.115-mRNA-1_1&gene=snap_masked-CANI0S28-processed-gene-2.115&CDS=1-2853	YGL167C
4064	OG0004064	snap_masked-CANI0S28-processed-gene-2.97-mRNA-1_1&gene=snap_masked-CANI0S28-processed-gene-2.97&CDS=1-183	YJL133C-A
4065	OG0004065	snap_masked-CANI0S28-processed-gene-2.117-mRNA-1_1&gene=snap_masked-CANI0S28-processed-gene-2.117&CDS=1-1497	YNL241C
4066	OG0004066	augustus_masked-CANI0S28-processed-gene-2.74-mRNA-1_1&gene=augustus_masked-CANI0S28-processed-gene-2.74&CDS=1-1515	YNL240C
4067	OG0004067	augustus_masked-CANI0S28-processed-gene-2.58-mRNA-1_1&gene=augustus_masked-CANI0S28-processed-gene-2.58&CDS=1-1404	YNL239W
4068	OG0004068	snap_masked-CANI0S28-processed-gene-2.100-mRNA-1_1&gene=snap_masked-CANI0S28-processed-gene-2.100&CDS=1-2433	YNL238W
4069	OG0004069	augustus_masked-CANI0S28-processed-gene-2.60-mRNA-1_1&gene=augustus_masked-CANI0S28-processed-gene-2.60&CDS=1-2898	YNL236W
4070	OG0004070	snap_masked-CANI0S28-processed-gene-2.102-mRNA-1_1&gene=snap_masked-CANI0S28-processed-gene-2.102&CDS=1-1353	YNL234W
4071	OG0004071	augustus_masked-CANI0S28-processed-gene-2.62-mRNA-1_1&gene=augustus_masked-CANI0S28-processed-gene-2.62&CDS=1-2844	YNL233W
4072	OG0004072	snap_masked-CANI0S28-processed-gene-2.104-mRNA-1_1&gene=snap_masked-CANI0S28-processed-gene-2.104&CDS=1-849	YNL232W
4073	OG0004073	snap_masked-CANI0S28-processed-gene-2.118-mRNA-1_1&gene=snap_masked-CANI0S28-processed-gene-2.118&CDS=1-1032	YNL231C
