	OrthologID	Saccharomyces_cerevisiae	Spathaspora_passalidarum
3273	OG0003273	YPL115C	augustus_masked-scaffold_1-processed-gene-16.126-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-16.126&CDS=1-3333
3274	OG0003274	YPL116W	augustus_masked-scaffold_1-processed-gene-16.127-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-16.127&CDS=1-2277
3275	OG0003275	YPL117C	augustus_masked-scaffold_1-processed-gene-16.129-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-16.129&CDS=1-867
3276	OG0003276	YPL120W	augustus_masked-scaffold_1-processed-gene-16.95-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-16.95&CDS=1-1572
3277	OG0003277	YPL122C	augustus_masked-scaffold_2-processed-gene-10.46-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-10.46&CDS=1-1557
3278	OG0003278	YPL123C	augustus_masked-scaffold_6-processed-gene-9.33-mRNA-1_1&gene=augustus_masked-scaffold_6-processed-gene-9.33&CDS=1-1236
3279	OG0003279	YPL125W	maker-scaffold_8-augustus-gene-3.98-mRNA-1_1&gene=maker-scaffold_8-augustus-gene-3.98&CDS=1-3855
3280	OG0003280	YPL126W	augustus_masked-scaffold_1-processed-gene-16.124-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-16.124&CDS=1-2535
3281	OG0003281	YPL127C	augustus_masked-scaffold_8-processed-gene-0.100-mRNA-1_1&gene=augustus_masked-scaffold_8-processed-gene-0.100&CDS=1-507
3282	OG0003282	YPL128C	augustus_masked-scaffold_3-processed-gene-15.23-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-15.23&CDS=1-2154
3283	OG0003283	YPL129W	augustus_masked-scaffold_3-processed-gene-15.46-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-15.46&CDS=1-762
3284	OG0003284	YPL131W	augustus_masked-scaffold_8-processed-gene-3.22-mRNA-1_1&gene=augustus_masked-scaffold_8-processed-gene-3.22&CDS=1-891
3285	OG0003285	YPL132W	snap_masked-scaffold_1-processed-gene-19.67-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-19.67&CDS=1-852
3286	OG0003286	YPL133C	augustus_masked-scaffold_2-processed-gene-10.28-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-10.28&CDS=1-1515
3287	OG0003287	YPL134C	augustus_masked-scaffold_2-processed-gene-10.50-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-10.50&CDS=1-870
3288	OG0003288	YPL138C	augustus_masked-scaffold_1-processed-gene-7.6-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-7.6&CDS=1-1257
3289	OG0003289	YPL146C	augustus_masked-scaffold_3-processed-gene-15.12-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-15.12&CDS=1-1236
3290	OG0003290	YPL147W	augustus_masked-scaffold_2-processed-gene-20.4-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-20.4&CDS=1-2439
3291	OG0003291	YPL149W	augustus_masked-scaffold_1-processed-gene-4.42-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-4.42&CDS=1-876
3292	OG0003292	YPL150W	augustus_masked-scaffold_3-processed-gene-10.43-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-10.43&CDS=1-2793
3293	OG0003293	YPL151C	augustus_masked-scaffold_5-processed-gene-1.1-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-1.1&CDS=1-1086
3294	OG0003294	YPL152W	augustus_masked-scaffold_5-processed-gene-1.17-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-1.17&CDS=1-1074
3295	OG0003295	YPL153C	augustus_masked-scaffold_5-processed-gene-1.18-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-1.18&CDS=1-2190
3296	OG0003296	YPL154C	augustus_masked-scaffold_3-processed-gene-6.84-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-6.84&CDS=1-1251
3297	OG0003297	YPL155C	augustus_masked-scaffold_3-processed-gene-1.29-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-1.29&CDS=1-3816
3298	OG0003298	YPL157W	augustus_masked-scaffold_3-processed-gene-6.102-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-6.102&CDS=1-990
3299	OG0003299	YPL160W	augustus_masked-scaffold_2-processed-gene-17.23-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-17.23&CDS=1-3282
3300	OG0003300	YPL162C	augustus_masked-scaffold_3-processed-gene-18.70-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-18.70&CDS=1-966
3301	OG0003301	YPL164C	augustus_masked-scaffold_4-processed-gene-16.19-mRNA-1_1&gene=augustus_masked-scaffold_4-processed-gene-16.19&CDS=1-2052
3302	OG0003302	YPL167C	genemark-scaffold_5-processed-gene-12.15-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-12.15&CDS=1-4953
3303	OG0003303	YPL169C	augustus_masked-scaffold_2-processed-gene-13.49-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-13.49&CDS=1-1794
3304	OG0003304	YPL170W	augustus_masked-scaffold_2-processed-gene-13.48-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-13.48&CDS=1-468
3305	OG0003305	YPL172C	augustus_masked-scaffold_4-processed-gene-5.27-mRNA-1_1&gene=augustus_masked-scaffold_4-processed-gene-5.27&CDS=1-1308
3306	OG0003306	YPL173W	augustus_masked-scaffold_2-processed-gene-13.54-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-13.54&CDS=1-942
3307	OG0003307	YPL175W	augustus_masked-scaffold_2-processed-gene-13.52-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-13.52&CDS=1-1200
3308	OG0003308	YPL178W	augustus_masked-scaffold_1-processed-gene-9.6-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-9.6&CDS=1-690
3309	OG0003309	YPL181W	augustus_masked-scaffold_7-processed-gene-7.92-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-7.92&CDS=1-1293
3310	OG0003310	YPL183C	augustus_masked-scaffold_7-processed-gene-5.68-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-5.68&CDS=1-2919
3311	OG0003311	YPL183W-A	augustus_masked-scaffold_1-processed-gene-9.29-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-9.29&CDS=1-231
3312	OG0003312	YPL184C	augustus_masked-scaffold_7-processed-gene-4.85-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-4.85&CDS=1-1887
3313	OG0003313	YPL190C	augustus_masked-scaffold_7-processed-gene-6.116-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-6.116&CDS=1-2403
3314	OG0003314	YPL193W	augustus_masked-scaffold_5-processed-gene-7.120-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-7.120&CDS=1-534
3315	OG0003315	YPL194W	augustus_masked-scaffold_5-processed-gene-8.101-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-8.101&CDS=1-1473
3316	OG0003316	YPL195W	augustus_masked-scaffold_5-processed-gene-7.122-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-7.122&CDS=1-3117
3317	OG0003317	YPL196W	augustus_masked-scaffold_5-processed-gene-8.99-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-8.99&CDS=1-1014
3318	OG0003318	YPL199C	augustus_masked-scaffold_3-processed-gene-5.28-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-5.28&CDS=1-738
3319	OG0003319	YPL204W	augustus_masked-scaffold_7-processed-gene-4.95-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-4.95&CDS=1-1215
3320	OG0003320	YPL206C	augustus_masked-scaffold_7-processed-gene-4.91-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-4.91&CDS=1-1107
3321	OG0003321	YPL207W	augustus_masked-scaffold_7-processed-gene-5.45-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-5.45&CDS=1-2340
3322	OG0003322	YPL208W	augustus_masked-scaffold_2-processed-gene-2.28-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-2.28&CDS=1-1734
3323	OG0003323	YPL209C	augustus_masked-scaffold_7-processed-gene-5.44-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-5.44&CDS=1-1215
3324	OG0003324	YPL210C	augustus_masked-scaffold_7-processed-gene-4.88-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-4.88&CDS=1-1899
3325	OG0003325	YPL211W	augustus_masked-scaffold_7-processed-gene-4.94-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-4.94&CDS=1-543
3326	OG0003326	YPL212C	maker-scaffold_7-augustus-gene-4.50-mRNA-1_1&gene=maker-scaffold_7-augustus-gene-4.50&CDS=1-1575
3327	OG0003327	YPL213W	augustus_masked-scaffold_1-processed-gene-24.95-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-24.95&CDS=1-747
3328	OG0003328	YPL214C	maker-scaffold_5-augustus-gene-8.91-mRNA-1_1&gene=maker-scaffold_5-augustus-gene-8.91&CDS=1-2325
3329	OG0003329	YPL215W	augustus_masked-scaffold_7-processed-gene-4.71-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-4.71&CDS=1-984
3330	OG0003330	YPL217C	augustus_masked-scaffold_5-processed-gene-7.115-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-7.115&CDS=1-3519
3331	OG0003331	YPL218W	augustus_masked-scaffold_7-processed-gene-5.49-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-5.49&CDS=1-570
3332	OG0003332	YPL222W	augustus_masked-scaffold_4-processed-gene-11.53-mRNA-1_1&gene=augustus_masked-scaffold_4-processed-gene-11.53&CDS=1-1905
3333	OG0003333	YPL225W	augustus_masked-scaffold_2-processed-gene-2.31-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-2.31&CDS=1-435
3334	OG0003334	YPL226W	augustus_masked-scaffold_2-processed-gene-2.33-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-2.33&CDS=1-3609
3335	OG0003335	YPL227C	augustus_masked-scaffold_2-processed-gene-16.75-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-16.75&CDS=1-981
3336	OG0003336	YPL228W	augustus_masked-scaffold_2-processed-gene-16.76-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-16.76&CDS=1-1593
3337	OG0003337	YPL231W	augustus_masked-scaffold_5-processed-gene-9.15-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-9.15&CDS=1-5643
3338	OG0003338	YPL233W	augustus_masked-scaffold_8-processed-gene-2.103-mRNA-1_1&gene=augustus_masked-scaffold_8-processed-gene-2.103&CDS=1-669
3339	OG0003339	YPL234C	augustus_masked-scaffold_8-processed-gene-2.120-mRNA-1_1&gene=augustus_masked-scaffold_8-processed-gene-2.120&CDS=1-489
3340	OG0003340	YPL235W	augustus_masked-scaffold_8-processed-gene-2.102-mRNA-1_1&gene=augustus_masked-scaffold_8-processed-gene-2.102&CDS=1-1446
3341	OG0003341	YPL236C	augustus_masked-scaffold_8-processed-gene-5.120-mRNA-1_1&gene=augustus_masked-scaffold_8-processed-gene-5.120&CDS=1-1707
3342	OG0003342	YPL237W	augustus_masked-scaffold_8-processed-gene-5.115-mRNA-1_1&gene=augustus_masked-scaffold_8-processed-gene-5.115&CDS=1-1416
3343	OG0003343	YPL242C	augustus_masked-scaffold_8-processed-gene-2.104-mRNA-1_1&gene=augustus_masked-scaffold_8-processed-gene-2.104&CDS=1-4866
3344	OG0003344	YPL244C	augustus_masked-scaffold_5-processed-gene-14.119-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-14.119&CDS=1-2781
3345	OG0003345	YPL246C	augustus_masked-scaffold_8-processed-gene-5.118-mRNA-1_1&gene=augustus_masked-scaffold_8-processed-gene-5.118&CDS=1-819
3346	OG0003346	YPL248C	augustus_masked-scaffold_3-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-0.3&CDS=1-1338
3347	OG0003347	YPL249C	augustus_masked-scaffold_3-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-0.6&CDS=1-1938
3348	OG0003348	YPL252C	augustus_masked-scaffold_5-processed-gene-8.121-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-8.121&CDS=1-1170
3349	OG0003349	YPL254W	augustus_masked-scaffold_5-processed-gene-8.107-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-8.107&CDS=1-1410
3350	OG0003350	YPL260W	augustus_masked-scaffold_6-processed-gene-7.134-mRNA-1_1&gene=augustus_masked-scaffold_6-processed-gene-7.134&CDS=1-1824
3351	OG0003351	YPL263C	augustus_masked-scaffold_4-processed-gene-16.8-mRNA-1_1&gene=augustus_masked-scaffold_4-processed-gene-16.8&CDS=1-1869
3352	OG0003352	YPL265W	maker-scaffold_1-snap-gene-6.44-mRNA-1_1&gene=maker-scaffold_1-snap-gene-6.44&CDS=1-4362
3353	OG0003353	YPL266W	augustus_masked-scaffold_4-processed-gene-16.34-mRNA-1_1&gene=augustus_masked-scaffold_4-processed-gene-16.34&CDS=1-957
3354	OG0003354	YPL268W	maker-scaffold_8-snap-gene-3.40-mRNA-1_1&gene=maker-scaffold_8-snap-gene-3.40&CDS=1-2724
3355	OG0003355	YPR004C	augustus_masked-scaffold_4-processed-gene-17.30-mRNA-1_1&gene=augustus_masked-scaffold_4-processed-gene-17.30&CDS=1-984
3356	OG0003356	YPR010C	augustus_masked-scaffold_8-processed-gene-5.127-mRNA-1_1&gene=augustus_masked-scaffold_8-processed-gene-5.127&CDS=1-3495
3357	OG0003357	YPR011C	augustus_masked-scaffold_3-processed-gene-15.44-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-15.44&CDS=1-1182
3358	OG0003358	YPR016C	augustus_masked-scaffold_2-processed-gene-5.92-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-5.92&CDS=1-735
3359	OG0003359	YPR017C	augustus_masked-scaffold_2-processed-gene-6.54-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-6.54&CDS=1-438
3360	OG0003360	YPR018W	augustus_masked-scaffold_1-processed-gene-16.99-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-16.99&CDS=1-1731
3361	OG0003361	YPR019W	augustus_masked-scaffold_4-processed-gene-13.21-mRNA-1_1&gene=augustus_masked-scaffold_4-processed-gene-13.21&CDS=1-2610
3362	OG0003362	YPR021C	augustus_masked-scaffold_4-processed-gene-15.51-mRNA-1_1&gene=augustus_masked-scaffold_4-processed-gene-15.51&CDS=1-2157
3363	OG0003363	YPR022C	augustus_masked-scaffold_8-processed-gene-3.35-mRNA-1_1&gene=augustus_masked-scaffold_8-processed-gene-3.35&CDS=1-2244
3364	OG0003364	YPR023C	augustus_masked-scaffold_3-processed-gene-5.42-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-5.42&CDS=1-960
3365	OG0003365	YPR024W	augustus_masked-scaffold_1-processed-gene-24.90-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-24.90&CDS=1-2022
3366	OG0003366	YPR025C	augustus_masked-scaffold_1-processed-gene-6.9-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-6.9&CDS=1-1179
3367	OG0003367	YPR026W	augustus_masked-scaffold_1-processed-gene-13.1-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-13.1&CDS=1-3282
3368	OG0003368	YPR028W	maker-scaffold_3-augustus-gene-5.4-mRNA-1_1&gene=maker-scaffold_3-augustus-gene-5.4&CDS=1-528
3369	OG0003369	YPR029C	augustus_masked-scaffold_2-processed-gene-15.65-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-15.65&CDS=1-2454
3370	OG0003370	YPR031W	augustus_masked-scaffold_5-processed-gene-10.80-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-10.80&CDS=1-2313
3371	OG0003371	YPR033C	augustus_masked-scaffold_6-processed-gene-10.81-mRNA-1_1&gene=augustus_masked-scaffold_6-processed-gene-10.81&CDS=1-1635
3372	OG0003372	YPR035W	augustus_masked-scaffold_2-processed-gene-11.38-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-11.38&CDS=1-1113
3373	OG0003373	YPR037C	augustus_masked-scaffold_8-processed-gene-4.53-mRNA-1_1&gene=augustus_masked-scaffold_8-processed-gene-4.53&CDS=1-738
3374	OG0003374	YPR040W	augustus_masked-scaffold_6-processed-gene-9.26-mRNA-1_1&gene=augustus_masked-scaffold_6-processed-gene-9.26&CDS=1-1149
3375	OG0003375	YPR041W	augustus_masked-scaffold_6-processed-gene-9.20-mRNA-1_1&gene=augustus_masked-scaffold_6-processed-gene-9.20&CDS=1-1188
3376	OG0003376	YPR045C	augustus_masked-scaffold_6-processed-gene-4.68-mRNA-1_1&gene=augustus_masked-scaffold_6-processed-gene-4.68&CDS=1-1563
3377	OG0003377	YPR047W	augustus_masked-scaffold_3-processed-gene-19.165-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-19.165&CDS=1-1347
3378	OG0003378	YPR048W	augustus_masked-scaffold_3-processed-gene-19.166-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-19.166&CDS=1-1743
3379	OG0003379	YPR049C	augustus_masked-scaffold_6-processed-gene-2.105-mRNA-1_1&gene=augustus_masked-scaffold_6-processed-gene-2.105&CDS=1-3318
3380	OG0003380	YPR051W	augustus_masked-scaffold_6-processed-gene-2.107-mRNA-1_1&gene=augustus_masked-scaffold_6-processed-gene-2.107&CDS=1-546
3381	OG0003381	YPR054W	maker-scaffold_4-snap-gene-17.0-mRNA-1_1&gene=maker-scaffold_4-snap-gene-17.0&CDS=1-1125
3382	OG0003382	YPR055W	augustus_masked-scaffold_7-processed-gene-2.70-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-2.70&CDS=1-3396
3383	OG0003383	YPR056W	augustus_masked-scaffold_7-processed-gene-2.60-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-2.60&CDS=1-1101
3384	OG0003384	YPR060C	augustus_masked-scaffold_1-processed-gene-11.54-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-11.54&CDS=1-804
3385	OG0003385	YPR061C	augustus_masked-scaffold_1-processed-gene-11.53-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-11.53&CDS=1-963
3386	OG0003386	YPR062W	augustus_masked-scaffold_7-processed-gene-2.78-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-2.78&CDS=1-450
3387	OG0003387	YPR063C	augustus_masked-scaffold_7-processed-gene-2.62-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-2.62&CDS=1-387
3388	OG0003388	YPR065W	augustus_masked-scaffold_2-processed-gene-15.72-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-15.72&CDS=1-1302
3389	OG0003389	YPR066W	maker-scaffold_7-snap-gene-1.144-mRNA-1_1&gene=maker-scaffold_7-snap-gene-1.144&CDS=1-2625
3390	OG0003390	YPR067W	augustus_masked-scaffold_5-processed-gene-14.116-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-14.116&CDS=1-609
3391	OG0003391	YPR069C	augustus_masked-scaffold_3-processed-gene-5.52-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-5.52&CDS=1-888
3392	OG0003392	YPR073C	maker-scaffold_6-augustus-gene-6.88-mRNA-1_1&gene=maker-scaffold_6-augustus-gene-6.88&CDS=1-519
3393	OG0003393	YPR074C	augustus_masked-scaffold_6-processed-gene-6.25-mRNA-1_1&gene=augustus_masked-scaffold_6-processed-gene-6.25&CDS=1-2037
3394	OG0003394	YPR079W	augustus_masked-scaffold_1-processed-gene-9.30-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-9.30&CDS=1-999
3395	OG0003395	YPR082C	augustus_masked-scaffold_4-processed-gene-4.98-mRNA-1_1&gene=augustus_masked-scaffold_4-processed-gene-4.98&CDS=1-444
3396	OG0003396	YPR088C	augustus_masked-scaffold_2-processed-gene-18.53-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-18.53&CDS=1-1677
3397	OG0003397	YPR089W	augustus_masked-scaffold_1-processed-gene-9.9-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-9.9&CDS=1-2472
3398	OG0003398	YPR091C	augustus_masked-scaffold_4-processed-gene-6.33-mRNA-1_1&gene=augustus_masked-scaffold_4-processed-gene-6.33&CDS=1-2355
3399	OG0003399	YPR094W	snap_masked-scaffold_3-processed-gene-9.66-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-9.66&CDS=1-363
3400	OG0003400	YPR097W	augustus_masked-scaffold_7-processed-gene-6.112-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-6.112&CDS=1-2577
3401	OG0003401	YPR098C	augustus_masked-scaffold_4-processed-gene-13.25-mRNA-1_1&gene=augustus_masked-scaffold_4-processed-gene-13.25&CDS=1-507
3402	OG0003402	YPR100W	augustus_masked-scaffold_4-processed-gene-11.69-mRNA-1_1&gene=augustus_masked-scaffold_4-processed-gene-11.69&CDS=1-420
3403	OG0003403	YPR103W	augustus_masked-scaffold_3-processed-gene-9.46-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-9.46&CDS=1-846
3404	OG0003404	YPR104C	augustus_masked-scaffold_3-processed-gene-9.47-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-9.47&CDS=1-3558
3405	OG0003405	YPR107C	augustus_masked-scaffold_3-processed-gene-15.19-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-15.19&CDS=1-399
3406	OG0003406	YPR108W	augustus_masked-scaffold_2-processed-gene-3.44-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-3.44&CDS=1-1197
3407	OG0003407	YPR110C	augustus_masked-scaffold_3-processed-gene-13.20-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-13.20&CDS=1-1743
3408	OG0003408	YPR112C	snap_masked-scaffold_5-processed-gene-6.92-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-6.92&CDS=1-3381
3409	OG0003409	YPR113W	augustus_masked-scaffold_1-processed-gene-23.19-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-23.19&CDS=1-651
3410	OG0003410	YPR118W	augustus_masked-scaffold_3-processed-gene-18.85-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-18.85&CDS=1-1215
3411	OG0003411	YPR122W	snap_masked-scaffold_2-processed-gene-2.51-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-2.51&CDS=1-3378
3412	OG0003412	YPR124W	augustus_masked-scaffold_7-processed-gene-2.52-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-2.52&CDS=1-666
3413	OG0003413	YPR128C	augustus_masked-scaffold_6-processed-gene-4.76-mRNA-1_1&gene=augustus_masked-scaffold_6-processed-gene-4.76&CDS=1-1038
3414	OG0003414	YPR129W	augustus_masked-scaffold_6-processed-gene-4.74-mRNA-1_1&gene=augustus_masked-scaffold_6-processed-gene-4.74&CDS=1-984
3415	OG0003415	YPR131C	augustus_masked-scaffold_6-processed-gene-4.72-mRNA-1_1&gene=augustus_masked-scaffold_6-processed-gene-4.72&CDS=1-2277
3416	OG0003416	YPR133C	augustus_masked-scaffold_6-processed-gene-4.60-mRNA-1_1&gene=augustus_masked-scaffold_6-processed-gene-4.60&CDS=1-1218
3417	OG0003417	YPR135W	augustus_masked-scaffold_6-processed-gene-4.73-mRNA-1_1&gene=augustus_masked-scaffold_6-processed-gene-4.73&CDS=1-2580
3418	OG0003418	YPR137W	augustus_masked-scaffold_2-processed-gene-16.51-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-16.51&CDS=1-1614
3419	OG0003419	YPR140W	augustus_masked-scaffold_3-processed-gene-2.37-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-2.37&CDS=1-1233
3420	OG0003420	YPR141C	augustus_masked-scaffold_3-processed-gene-2.9-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-2.9&CDS=1-1917
3421	OG0003421	YPR143W	augustus_masked-scaffold_3-processed-gene-2.35-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-2.35&CDS=1-663
3422	OG0003422	YPR144C	augustus_masked-scaffold_3-processed-gene-6.104-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-6.104&CDS=1-1647
3423	OG0003423	YPR145W	augustus_masked-scaffold_3-processed-gene-3.13-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-3.13&CDS=1-1722
3424	OG0003424	YPR147C	augustus_masked-scaffold_2-processed-gene-14.24-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-14.24&CDS=1-978
3425	OG0003425	YPR153W	genemark-scaffold_5-processed-gene-11.12-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-11.12&CDS=1-465
