	OrthologID	Saccharomyces_cerevisiae	yHAB134_Kazachstania_turicensis
3182	OG0003182	YMR135C	snap_masked-scf7180000049581-processed-gene-4.8-mRNA-1_1&gene=snap_masked-scf7180000049581-processed-gene-4.8&CDS=1-1299
3183	OG0003183	YMR136W	augustus_masked-scf7180000049581-processed-gene-4.74-mRNA-1_1&gene=augustus_masked-scf7180000049581-processed-gene-4.74&CDS=1-1398
3184	OG0003184	YMR137C	snap_masked-scf7180000049581-processed-gene-4.4-mRNA-1_1&gene=snap_masked-scf7180000049581-processed-gene-4.4&CDS=1-2208
3185	OG0003185	YMR138W	augustus_masked-scf7180000049581-processed-gene-4.73-mRNA-1_1&gene=augustus_masked-scf7180000049581-processed-gene-4.73&CDS=1-594
3186	OG0003186	YMR139W	snap_masked-scf7180000049528-processed-gene-0.3-mRNA-1_1&gene=snap_masked-scf7180000049528-processed-gene-0.3&CDS=1-1110
3187	OG0003187	YMR140W	snap_masked-scf7180000049581-processed-gene-4.6-mRNA-1_1&gene=snap_masked-scf7180000049581-processed-gene-4.6&CDS=1-1494
3188	OG0003188	YMR144W	augustus_masked-scf7180000049528-processed-gene-0.49-mRNA-1_1&gene=augustus_masked-scf7180000049528-processed-gene-0.49&CDS=1-897
3189	OG0003189	YMR145C	augustus_masked-scf7180000049581-processed-gene-3.51-mRNA-1_1&gene=augustus_masked-scf7180000049581-processed-gene-3.51&CDS=1-1656
3190	OG0003190	YMR146C	augustus_masked-scf7180000049581-processed-gene-3.50-mRNA-1_1&gene=augustus_masked-scf7180000049581-processed-gene-3.50&CDS=1-1050
3191	OG0003191	YMR148W	genemark-scf7180000049581-processed-gene-3.34-mRNA-1_1&gene=genemark-scf7180000049581-processed-gene-3.34&CDS=1-1314
3192	OG0003192	YMR149W	augustus_masked-scf7180000049581-processed-gene-3.68-mRNA-1_1&gene=augustus_masked-scf7180000049581-processed-gene-3.68&CDS=1-900
3193	OG0003193	YMR150C	genemark-scf7180000049581-processed-gene-3.11-mRNA-1_1&gene=genemark-scf7180000049581-processed-gene-3.11&CDS=1-540
3194	OG0003194	YMR152W	augustus_masked-scf7180000049581-processed-gene-3.67-mRNA-1_1&gene=augustus_masked-scf7180000049581-processed-gene-3.67&CDS=1-1101
3195	OG0003195	YMR154C	augustus_masked-scf7180000049581-processed-gene-3.48-mRNA-1_1&gene=augustus_masked-scf7180000049581-processed-gene-3.48&CDS=1-2172
3196	OG0003196	YMR155W	augustus_masked-scf7180000049581-processed-gene-3.65-mRNA-1_1&gene=augustus_masked-scf7180000049581-processed-gene-3.65&CDS=1-1797
3197	OG0003197	YMR156C	maker-scf7180000049581-augustus-gene-3.38-mRNA-1_1&gene=maker-scf7180000049581-augustus-gene-3.38&CDS=1-1434
3198	OG0003198	YMR158W	augustus_masked-scf7180000049581-processed-gene-3.64-mRNA-1_1&gene=augustus_masked-scf7180000049581-processed-gene-3.64&CDS=1-465
3199	OG0003199	YMR159C	augustus_masked-scf7180000049572-processed-gene-0.90-mRNA-1_1&gene=augustus_masked-scf7180000049572-processed-gene-0.90&CDS=1-402
3200	OG0003200	YMR160W	augustus_masked-scf7180000049572-processed-gene-0.65-mRNA-1_1&gene=augustus_masked-scf7180000049572-processed-gene-0.65&CDS=1-2274
3201	OG0003201	YMR161W	augustus_masked-scf7180000049572-processed-gene-0.66-mRNA-1_1&gene=augustus_masked-scf7180000049572-processed-gene-0.66&CDS=1-675
3202	OG0003202	YMR162C	augustus_masked-scf7180000049572-processed-gene-0.91-mRNA-1_1&gene=augustus_masked-scf7180000049572-processed-gene-0.91&CDS=1-4959
3203	OG0003203	YMR163C	augustus_masked-scf7180000049572-processed-gene-0.92-mRNA-1_1&gene=augustus_masked-scf7180000049572-processed-gene-0.92&CDS=1-2118
3204	OG0003204	YMR164C	snap_masked-scf7180000049528-processed-gene-0.35-mRNA-1_1&gene=snap_masked-scf7180000049528-processed-gene-0.35&CDS=1-1761
3205	OG0003205	YMR165C	maker-scf7180000049572-augustus-gene-0.58-mRNA-1_1&gene=maker-scf7180000049572-augustus-gene-0.58&CDS=1-2406
3206	OG0003206	YMR166C	augustus_masked-scf7180000049572-processed-gene-0.94-mRNA-1_1&gene=augustus_masked-scf7180000049572-processed-gene-0.94&CDS=1-1053
3207	OG0003207	YMR167W	augustus_masked-scf7180000049572-processed-gene-0.68-mRNA-1_1&gene=augustus_masked-scf7180000049572-processed-gene-0.68&CDS=1-2232
3208	OG0003208	YMR171C	augustus_masked-scf7180000049572-processed-gene-0.96-mRNA-1_1&gene=augustus_masked-scf7180000049572-processed-gene-0.96&CDS=1-1956
3209	OG0003209	YMR172W	genemark-scf7180000049470-processed-gene-0.47-mRNA-1_1&gene=genemark-scf7180000049470-processed-gene-0.47&CDS=1-2154
3210	OG0003210	YMR178W	augustus_masked-scf7180000049470-processed-gene-0.96-mRNA-1_1&gene=augustus_masked-scf7180000049470-processed-gene-0.96&CDS=1-822
3211	OG0003211	YMR179W	augustus_masked-scf7180000049470-processed-gene-0.94-mRNA-1_1&gene=augustus_masked-scf7180000049470-processed-gene-0.94&CDS=1-2037
3212	OG0003212	YMR185W	maker-scf7180000049470-augustus-gene-0.107-mRNA-1_1&gene=maker-scf7180000049470-augustus-gene-0.107&CDS=1-3615
3213	OG0003213	YMR187C	augustus_masked-scf7180000049470-processed-gene-0.67-mRNA-1_1&gene=augustus_masked-scf7180000049470-processed-gene-0.67&CDS=1-1464
3214	OG0003214	YMR188C	augustus_masked-scf7180000049470-processed-gene-0.66-mRNA-1_1&gene=augustus_masked-scf7180000049470-processed-gene-0.66&CDS=1-708
3215	OG0003215	YMR189W	augustus_masked-scf7180000049470-processed-gene-0.91-mRNA-1_1&gene=augustus_masked-scf7180000049470-processed-gene-0.91&CDS=1-3030
3216	OG0003216	YMR193W	maker-scf7180000049470-snap-gene-0.168-mRNA-1_1&gene=maker-scf7180000049470-snap-gene-0.168&CDS=1-1011
3217	OG0003217	YMR196W	snap_masked-scf7180000049470-processed-gene-0.141-mRNA-1_1&gene=snap_masked-scf7180000049470-processed-gene-0.141&CDS=1-3276
3218	OG0003218	YMR197C	augustus_masked-scf7180000049585-processed-gene-4.5-mRNA-1_1&gene=augustus_masked-scf7180000049585-processed-gene-4.5&CDS=1-1041
3219	OG0003219	YMR199W	augustus_masked-scf7180000049590-processed-gene-3.155-mRNA-1_1&gene=augustus_masked-scf7180000049590-processed-gene-3.155&CDS=1-1671
3220	OG0003220	YMR200W	genemark-scf7180000049585-processed-gene-4.42-mRNA-1_1&gene=genemark-scf7180000049585-processed-gene-4.42&CDS=1-765
3221	OG0003221	YMR201C	augustus_masked-scf7180000049585-processed-gene-4.18-mRNA-1_1&gene=augustus_masked-scf7180000049585-processed-gene-4.18&CDS=1-1068
3222	OG0003222	YMR202W	augustus_masked-scf7180000049585-processed-gene-4.6-mRNA-1_1&gene=augustus_masked-scf7180000049585-processed-gene-4.6&CDS=1-675
3223	OG0003223	YMR203W	augustus_masked-scf7180000049585-processed-gene-4.7-mRNA-1_1&gene=augustus_masked-scf7180000049585-processed-gene-4.7&CDS=1-1170
3224	OG0003224	YMR204C	augustus_masked-scf7180000049585-processed-gene-4.19-mRNA-1_1&gene=augustus_masked-scf7180000049585-processed-gene-4.19&CDS=1-846
3225	OG0003225	YMR205C	augustus_masked-scf7180000049585-processed-gene-4.20-mRNA-1_1&gene=augustus_masked-scf7180000049585-processed-gene-4.20&CDS=1-2910
3226	OG0003226	YMR208W	augustus_masked-scf7180000049577-processed-gene-0.27-mRNA-1_1&gene=augustus_masked-scf7180000049577-processed-gene-0.27&CDS=1-1206
3227	OG0003227	YMR209C	augustus_masked-scf7180000049577-processed-gene-0.62-mRNA-1_1&gene=augustus_masked-scf7180000049577-processed-gene-0.62&CDS=1-1254
3228	OG0003228	YMR210W	maker-scf7180000049577-snap-gene-0.172-mRNA-1_1&gene=maker-scf7180000049577-snap-gene-0.172&CDS=1-2751
3229	OG0003229	YMR212C	augustus_masked-scf7180000049577-processed-gene-0.63-mRNA-1_1&gene=augustus_masked-scf7180000049577-processed-gene-0.63&CDS=1-2436
3230	OG0003230	YMR213W	snap_masked-scf7180000049577-processed-gene-0.211-mRNA-1_1&gene=snap_masked-scf7180000049577-processed-gene-0.211&CDS=1-1851
3231	OG0003231	YMR214W	augustus_masked-scf7180000049523-processed-gene-0.76-mRNA-1_1&gene=augustus_masked-scf7180000049523-processed-gene-0.76&CDS=1-1134
3232	OG0003232	YMR215W	augustus_masked-scf7180000049577-processed-gene-0.31-mRNA-1_1&gene=augustus_masked-scf7180000049577-processed-gene-0.31&CDS=1-1548
3233	OG0003233	YMR216C	snap_masked-scf7180000049577-processed-gene-0.247-mRNA-1_1&gene=snap_masked-scf7180000049577-processed-gene-0.247&CDS=1-2151
3234	OG0003234	YMR217W	augustus_masked-scf7180000049523-processed-gene-0.77-mRNA-1_1&gene=augustus_masked-scf7180000049523-processed-gene-0.77&CDS=1-1569
3235	OG0003235	YMR218C	genemark-scf7180000049577-processed-gene-0.154-mRNA-1_1&gene=genemark-scf7180000049577-processed-gene-0.154&CDS=1-3159
3236	OG0003236	YMR220W	augustus_masked-scf7180000049577-processed-gene-0.33-mRNA-1_1&gene=augustus_masked-scf7180000049577-processed-gene-0.33&CDS=1-1347
3237	OG0003237	YMR221C	genemark-scf7180000049577-processed-gene-0.156-mRNA-1_1&gene=genemark-scf7180000049577-processed-gene-0.156&CDS=1-1446
3238	OG0003238	YMR223W	augustus_masked-scf7180000049523-processed-gene-0.79-mRNA-1_1&gene=augustus_masked-scf7180000049523-processed-gene-0.79&CDS=1-1425
3239	OG0003239	YMR224C	maker-scf7180000049577-augustus-gene-0.80-mRNA-1_1&gene=maker-scf7180000049577-augustus-gene-0.80&CDS=1-2616
3240	OG0003240	YMR226C	augustus_masked-scf7180000049577-processed-gene-0.68-mRNA-1_1&gene=augustus_masked-scf7180000049577-processed-gene-0.68&CDS=1-804
3241	OG0003241	YMR227C	augustus_masked-scf7180000049577-processed-gene-0.70-mRNA-1_1&gene=augustus_masked-scf7180000049577-processed-gene-0.70&CDS=1-1770
3242	OG0003242	YMR228W	augustus_masked-scf7180000049577-processed-gene-0.35-mRNA-1_1&gene=augustus_masked-scf7180000049577-processed-gene-0.35&CDS=1-1026
3243	OG0003243	YMR229C	augustus_masked-scf7180000049523-processed-gene-0.113-mRNA-1_1&gene=augustus_masked-scf7180000049523-processed-gene-0.113&CDS=1-5115
3244	OG0003244	YMR231W	snap_masked-scf7180000049577-processed-gene-0.218-mRNA-1_1&gene=snap_masked-scf7180000049577-processed-gene-0.218&CDS=1-3057
3245	OG0003245	YMR233W	augustus_masked-scf7180000049577-processed-gene-0.38-mRNA-1_1&gene=augustus_masked-scf7180000049577-processed-gene-0.38&CDS=1-732
3246	OG0003246	YMR234W	augustus_masked-scf7180000049523-processed-gene-0.87-mRNA-1_1&gene=augustus_masked-scf7180000049523-processed-gene-0.87&CDS=1-1224
3247	OG0003247	YMR235C	augustus_masked-scf7180000049577-processed-gene-0.71-mRNA-1_1&gene=augustus_masked-scf7180000049577-processed-gene-0.71&CDS=1-1230
3248	OG0003248	YMR236W	augustus_masked-scf7180000049577-processed-gene-0.39-mRNA-1_1&gene=augustus_masked-scf7180000049577-processed-gene-0.39&CDS=1-567
3249	OG0003249	YMR238W	augustus_masked-scf7180000049577-processed-gene-0.40-mRNA-1_1&gene=augustus_masked-scf7180000049577-processed-gene-0.40&CDS=1-1350
3250	OG0003250	YMR239C	augustus_masked-scf7180000049577-processed-gene-0.73-mRNA-1_1&gene=augustus_masked-scf7180000049577-processed-gene-0.73&CDS=1-1494
3251	OG0003251	YMR240C	augustus_masked-scf7180000049577-processed-gene-0.74-mRNA-1_1&gene=augustus_masked-scf7180000049577-processed-gene-0.74&CDS=1-1467
3252	OG0003252	YMR241W	augustus_masked-scf7180000049577-processed-gene-0.42-mRNA-1_1&gene=augustus_masked-scf7180000049577-processed-gene-0.42&CDS=1-939
3253	OG0003253	YMR243C	snap_masked-scf7180000049558-processed-gene-0.48-mRNA-1_1&gene=snap_masked-scf7180000049558-processed-gene-0.48&CDS=1-1221
3254	OG0003254	YMR244C-A	augustus_masked-scf7180000049558-processed-gene-0.123-mRNA-1_1&gene=augustus_masked-scf7180000049558-processed-gene-0.123&CDS=1-309
3255	OG0003255	YMR244W	augustus_masked-scf7180000049558-processed-gene-0.91-mRNA-1_1&gene=augustus_masked-scf7180000049558-processed-gene-0.91&CDS=1-921
3256	OG0003256	YMR247C	snap_masked-scf7180000049558-processed-gene-0.51-mRNA-1_1&gene=snap_masked-scf7180000049558-processed-gene-0.51&CDS=1-4833
3257	OG0003257	YMR250W	augustus_masked-scf7180000049558-processed-gene-0.94-mRNA-1_1&gene=augustus_masked-scf7180000049558-processed-gene-0.94&CDS=1-1749
3258	OG0003258	YMR252C	augustus_masked-scf7180000049558-processed-gene-0.125-mRNA-1_1&gene=augustus_masked-scf7180000049558-processed-gene-0.125&CDS=1-414
3259	OG0003259	YMR256C	snap_masked-scf7180000049558-processed-gene-0.54-mRNA-1_1&gene=snap_masked-scf7180000049558-processed-gene-0.54&CDS=1-186
3260	OG0003260	YMR258C	snap_masked-scf7180000049558-processed-gene-0.55-mRNA-1_1&gene=snap_masked-scf7180000049558-processed-gene-0.55&CDS=1-3843
3261	OG0003261	YMR259C	snap_masked-scf7180000049558-processed-gene-0.56-mRNA-1_1&gene=snap_masked-scf7180000049558-processed-gene-0.56&CDS=1-4257
3262	OG0003262	YMR260C	augustus_masked-scf7180000049558-processed-gene-0.128-mRNA-1_1&gene=augustus_masked-scf7180000049558-processed-gene-0.128&CDS=1-459
3263	OG0003263	YMR262W	snap_masked-scf7180000049558-processed-gene-0.17-mRNA-1_1&gene=snap_masked-scf7180000049558-processed-gene-0.17&CDS=1-984
3264	OG0003264	YMR263W	augustus_masked-scf7180000049558-processed-gene-0.97-mRNA-1_1&gene=augustus_masked-scf7180000049558-processed-gene-0.97&CDS=1-546
3265	OG0003265	YMR264W	augustus_masked-scf7180000049558-processed-gene-0.98-mRNA-1_1&gene=augustus_masked-scf7180000049558-processed-gene-0.98&CDS=1-597
3266	OG0003266	YMR265C	snap_masked-scf7180000049558-processed-gene-0.59-mRNA-1_1&gene=snap_masked-scf7180000049558-processed-gene-0.59&CDS=1-1353
3267	OG0003267	YMR266W	maker-scf7180000049558-snap-gene-0.2-mRNA-1_1&gene=maker-scf7180000049558-snap-gene-0.2&CDS=1-2724
3268	OG0003268	YMR267W	augustus_masked-scf7180000049558-processed-gene-0.100-mRNA-1_1&gene=augustus_masked-scf7180000049558-processed-gene-0.100&CDS=1-900
3269	OG0003269	YMR268C	augustus_masked-scf7180000049558-processed-gene-0.131-mRNA-1_1&gene=augustus_masked-scf7180000049558-processed-gene-0.131&CDS=1-1251
3270	OG0003270	YMR269W	augustus_masked-scf7180000049558-processed-gene-0.101-mRNA-1_1&gene=augustus_masked-scf7180000049558-processed-gene-0.101&CDS=1-624
3271	OG0003271	YMR270C	augustus_masked-scf7180000049558-processed-gene-0.132-mRNA-1_1&gene=augustus_masked-scf7180000049558-processed-gene-0.132&CDS=1-1173
3272	OG0003272	YMR272C	augustus_masked-scf7180000049558-processed-gene-0.133-mRNA-1_1&gene=augustus_masked-scf7180000049558-processed-gene-0.133&CDS=1-1152
3273	OG0003273	YMR274C	genemark-scf7180000049558-processed-gene-0.197-mRNA-1_1&gene=genemark-scf7180000049558-processed-gene-0.197&CDS=1-954
3274	OG0003274	YMR276W	genemark-scf7180000049558-processed-gene-0.163-mRNA-1_1&gene=genemark-scf7180000049558-processed-gene-0.163&CDS=1-1095
3275	OG0003275	YMR277W	snap_masked-scf7180000049558-processed-gene-0.24-mRNA-1_1&gene=snap_masked-scf7180000049558-processed-gene-0.24&CDS=1-2190
3276	OG0003276	YMR278W	augustus_masked-scf7180000049558-processed-gene-0.104-mRNA-1_1&gene=augustus_masked-scf7180000049558-processed-gene-0.104&CDS=1-1878
3277	OG0003277	YMR280C	augustus_masked-scf7180000049558-processed-gene-0.137-mRNA-1_1&gene=augustus_masked-scf7180000049558-processed-gene-0.137&CDS=1-4044
3278	OG0003278	YMR281W	augustus_masked-scf7180000049558-processed-gene-0.105-mRNA-1_1&gene=augustus_masked-scf7180000049558-processed-gene-0.105&CDS=1-876
3279	OG0003279	YMR283C	augustus_masked-scf7180000049558-processed-gene-0.139-mRNA-1_1&gene=augustus_masked-scf7180000049558-processed-gene-0.139&CDS=1-1452
3280	OG0003280	YMR284W	augustus_masked-scf7180000049558-processed-gene-0.106-mRNA-1_1&gene=augustus_masked-scf7180000049558-processed-gene-0.106&CDS=1-1776
3281	OG0003281	YMR285C	augustus_masked-scf7180000049558-processed-gene-0.140-mRNA-1_1&gene=augustus_masked-scf7180000049558-processed-gene-0.140&CDS=1-1539
3282	OG0003282	YMR286W	augustus_masked-scf7180000049589-processed-gene-0.31-mRNA-1_1&gene=augustus_masked-scf7180000049589-processed-gene-0.31&CDS=1-261
3283	OG0003283	YMR287C	snap_masked-scf7180000049558-processed-gene-0.71-mRNA-1_1&gene=snap_masked-scf7180000049558-processed-gene-0.71&CDS=1-2352
3284	OG0003284	YMR288W	genemark-scf7180000049557-processed-gene-1.26-mRNA-1_1&gene=genemark-scf7180000049557-processed-gene-1.26&CDS=1-2850
3285	OG0003285	YMR289W	genemark-scf7180000049557-processed-gene-1.27-mRNA-1_1&gene=genemark-scf7180000049557-processed-gene-1.27&CDS=1-1068
3286	OG0003286	YMR290C	augustus_masked-scf7180000049557-processed-gene-1.115-mRNA-1_1&gene=augustus_masked-scf7180000049557-processed-gene-1.115&CDS=1-1464
3287	OG0003287	YMR291W	augustus_masked-scf7180000049557-processed-gene-1.90-mRNA-1_1&gene=augustus_masked-scf7180000049557-processed-gene-1.90&CDS=1-1932
3288	OG0003288	YMR292W	augustus_masked-scf7180000049552-processed-gene-0.23-mRNA-1_1&gene=augustus_masked-scf7180000049552-processed-gene-0.23&CDS=1-414
3289	OG0003289	YMR293C	augustus_masked-scf7180000049552-processed-gene-0.11-mRNA-1_1&gene=augustus_masked-scf7180000049552-processed-gene-0.11&CDS=1-1377
3290	OG0003290	YMR295C	augustus_masked-scf7180000049552-processed-gene-0.10-mRNA-1_1&gene=augustus_masked-scf7180000049552-processed-gene-0.10&CDS=1-555
3291	OG0003291	YMR296C	augustus_masked-scf7180000049530-processed-gene-1.84-mRNA-1_1&gene=augustus_masked-scf7180000049530-processed-gene-1.84&CDS=1-1686
3292	OG0003292	YMR297W	augustus_masked-scf7180000049552-processed-gene-0.22-mRNA-1_1&gene=augustus_masked-scf7180000049552-processed-gene-0.22&CDS=1-1569
3293	OG0003293	YMR298W	augustus_masked-scf7180000049552-processed-gene-0.21-mRNA-1_1&gene=augustus_masked-scf7180000049552-processed-gene-0.21&CDS=1-462
3294	OG0003294	YMR300C	snap_masked-scf7180000049552-processed-gene-0.72-mRNA-1_1&gene=snap_masked-scf7180000049552-processed-gene-0.72&CDS=1-1533
3295	OG0003295	YMR301C	snap_masked-scf7180000049552-processed-gene-0.71-mRNA-1_1&gene=snap_masked-scf7180000049552-processed-gene-0.71&CDS=1-2124
3296	OG0003296	YMR302C	augustus_masked-scf7180000049552-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-scf7180000049552-processed-gene-0.7&CDS=1-2490
3297	OG0003297	YMR304W	maker-scf7180000049552-augustus-gene-0.30-mRNA-1_1&gene=maker-scf7180000049552-augustus-gene-0.30&CDS=1-3579
3298	OG0003298	YMR305C	augustus_masked-scf7180000049552-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-scf7180000049552-processed-gene-0.6&CDS=1-1098
3299	OG0003299	YMR307W	augustus_masked-scf7180000049530-processed-gene-1.67-mRNA-1_1&gene=augustus_masked-scf7180000049530-processed-gene-1.67&CDS=1-1692
3300	OG0003300	YMR308C	augustus_masked-scf7180000049552-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-scf7180000049552-processed-gene-0.5&CDS=1-3273
3301	OG0003301	YMR309C	augustus_masked-scf7180000049530-processed-gene-1.89-mRNA-1_1&gene=augustus_masked-scf7180000049530-processed-gene-1.89&CDS=1-2439
3302	OG0003302	YMR310C	augustus_masked-scf7180000049552-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-scf7180000049552-processed-gene-0.4&CDS=1-1149
3303	OG0003303	YMR311C	augustus_masked-scf7180000049552-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-scf7180000049552-processed-gene-0.3&CDS=1-759
3304	OG0003304	YMR312W	augustus_masked-scf7180000049552-processed-gene-0.18-mRNA-1_1&gene=augustus_masked-scf7180000049552-processed-gene-0.18&CDS=1-825
3305	OG0003305	YMR313C	snap_masked-scf7180000049552-processed-gene-0.63-mRNA-1_1&gene=snap_masked-scf7180000049552-processed-gene-0.63&CDS=1-1656
3306	OG0003306	YMR314W	augustus_masked-scf7180000049552-processed-gene-0.17-mRNA-1_1&gene=augustus_masked-scf7180000049552-processed-gene-0.17&CDS=1-699
3307	OG0003307	YMR315W	augustus_masked-scf7180000049589-processed-gene-0.22-mRNA-1_1&gene=augustus_masked-scf7180000049589-processed-gene-0.22&CDS=1-1047
3308	OG0003308	YMR319C	augustus_masked-scf7180000049571-processed-gene-0.54-mRNA-1_1&gene=augustus_masked-scf7180000049571-processed-gene-0.54&CDS=1-1863
3309	OG0003309	YNL001W	augustus_masked-scf7180000049521-processed-gene-0.11-mRNA-1_1&gene=augustus_masked-scf7180000049521-processed-gene-0.11&CDS=1-1161
3310	OG0003310	YNL002C	augustus_masked-scf7180000049509-processed-gene-0.16-mRNA-1_1&gene=augustus_masked-scf7180000049509-processed-gene-0.16&CDS=1-975
3311	OG0003311	YNL003C	augustus_masked-scf7180000049521-processed-gene-0.15-mRNA-1_1&gene=augustus_masked-scf7180000049521-processed-gene-0.15&CDS=1-858
3312	OG0003312	YNL005C	augustus_masked-scf7180000049521-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-scf7180000049521-processed-gene-0.5&CDS=1-1131
3313	OG0003313	YNL006W	augustus_masked-scf7180000049521-processed-gene-0.16-mRNA-1_1&gene=augustus_masked-scf7180000049521-processed-gene-0.16&CDS=1-909
3314	OG0003314	YNL007C	augustus_masked-scf7180000049521-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-scf7180000049521-processed-gene-0.7&CDS=1-1086
3315	OG0003315	YNL010W	augustus_masked-scf7180000049521-processed-gene-0.17-mRNA-1_1&gene=augustus_masked-scf7180000049521-processed-gene-0.17&CDS=1-714
3316	OG0003316	YNL011C	augustus_masked-scf7180000049496-processed-gene-0.21-mRNA-1_1&gene=augustus_masked-scf7180000049496-processed-gene-0.21&CDS=1-2379
