	OrthologID	Saccharomyces_cerevisiae	yHMPu5000035684_Kloeckera_hatyaiensis
2912	OG0002912	YPL161C	augustus_masked-flattened_line_62-processed-gene-0.128-mRNA-1_1&gene=augustus_masked-flattened_line_62-processed-gene-0.128&CDS=1-1878
2913	OG0002913	YPL162C	augustus_masked-flattened_line_62-processed-gene-0.127-mRNA-1_1&gene=augustus_masked-flattened_line_62-processed-gene-0.127&CDS=1-1086
2914	OG0002914	YPL164C	augustus_masked-flattened_line_62-processed-gene-0.121-mRNA-1_1&gene=augustus_masked-flattened_line_62-processed-gene-0.121&CDS=1-2037
2915	OG0002915	YPL167C	augustus_masked-flattened_line_62-processed-gene-0.106-mRNA-1_1&gene=augustus_masked-flattened_line_62-processed-gene-0.106&CDS=1-4308
2916	OG0002916	YPL169C	augustus_masked-flattened_line_36-processed-gene-0.94-mRNA-1_1&gene=augustus_masked-flattened_line_36-processed-gene-0.94&CDS=1-1863
2917	OG0002917	YPL170W	augustus_masked-flattened_line_36-processed-gene-0.93-mRNA-1_1&gene=augustus_masked-flattened_line_36-processed-gene-0.93&CDS=1-444
2918	OG0002918	YPL172C	augustus_masked-flattened_line_36-processed-gene-0.90-mRNA-1_1&gene=augustus_masked-flattened_line_36-processed-gene-0.90&CDS=1-1371
2919	OG0002919	YPL173W	augustus_masked-flattened_line_36-processed-gene-0.124-mRNA-1_1&gene=augustus_masked-flattened_line_36-processed-gene-0.124&CDS=1-1056
2920	OG0002920	YPL175W	maker-flattened_line_36-augustus-gene-0.0-mRNA-1_1&gene=maker-flattened_line_36-augustus-gene-0.0&CDS=1-1920
2921	OG0002921	YPL177C	augustus_masked-flattened_line_4-processed-gene-0.23-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-0.23&CDS=1-813
2922	OG0002922	YPL178W	augustus_masked-flattened_line_4-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-0.6&CDS=1-669
2923	OG0002923	YPL180W	snap_masked-flattened_line_14-processed-gene-1.87-mRNA-1_1&gene=snap_masked-flattened_line_14-processed-gene-1.87&CDS=1-2862
2924	OG0002924	YPL181W	augustus_masked-flattened_line_4-processed-gene-0.22-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-0.22&CDS=1-1608
2925	OG0002925	YPL183C	snap_masked-flattened_line_14-processed-gene-1.86-mRNA-1_1&gene=snap_masked-flattened_line_14-processed-gene-1.86&CDS=1-3093
2926	OG0002926	YPL183W-A	augustus_masked-flattened_line_14-processed-gene-1.6-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-1.6&CDS=1-273
2927	OG0002927	YPL188W	augustus_masked-flattened_line_14-processed-gene-1.33-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-1.33&CDS=1-1239
2928	OG0002928	YPL190C	augustus_masked-flattened_line_14-processed-gene-1.10-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-1.10&CDS=1-1887
2929	OG0002929	YPL193W	augustus_masked-flattened_line_4-processed-gene-0.24-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-0.24&CDS=1-1575
2930	OG0002930	YPL194W	augustus_masked-flattened_line_14-processed-gene-1.15-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-1.15&CDS=1-2619
2931	OG0002931	YPL195W	augustus_masked-flattened_line_14-processed-gene-1.14-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-1.14&CDS=1-2724
2932	OG0002932	YPL196W	augustus_masked-flattened_line_14-processed-gene-1.13-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-1.13&CDS=1-726
2933	OG0002933	YPL199C	augustus_masked-flattened_line_4-processed-gene-1.147-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-1.147&CDS=1-771
2934	OG0002934	YPL202C	snap_masked-flattened_line_4-processed-gene-1.226-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-1.226&CDS=1-1971
2935	OG0002935	YPL203W	augustus_masked-flattened_line_4-processed-gene-1.113-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-1.113&CDS=1-1095
2936	OG0002936	YPL204W	augustus_masked-flattened_line_4-processed-gene-1.112-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-1.112&CDS=1-1290
2937	OG0002937	YPL206C	augustus_masked-flattened_line_4-processed-gene-1.144-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-1.144&CDS=1-1026
2938	OG0002938	YPL211W	augustus_masked-flattened_line_4-processed-gene-1.121-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-1.121&CDS=1-534
2939	OG0002939	YPL212C	genemark-flattened_line_4-processed-gene-1.72-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-1.72&CDS=1-1764
2940	OG0002940	YPL213W	augustus_masked-flattened_line_4-processed-gene-1.119-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-1.119&CDS=1-717
2941	OG0002941	YPL215W	augustus_masked-flattened_line_112-processed-gene-0.30-mRNA-1_1&gene=augustus_masked-flattened_line_112-processed-gene-0.30&CDS=1-1005
2942	OG0002942	YPL217C	augustus_masked-flattened_line_112-processed-gene-0.34-mRNA-1_1&gene=augustus_masked-flattened_line_112-processed-gene-0.34&CDS=1-3690
2943	OG0002943	YPL218W	genemark-flattened_line_112-processed-gene-0.69-mRNA-1_1&gene=genemark-flattened_line_112-processed-gene-0.69&CDS=1-567
2944	OG0002944	YPL222W	augustus_masked-flattened_line_4-processed-gene-1.158-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-1.158&CDS=1-2040
2945	OG0002945	YPL225W	augustus_masked-flattened_line_4-processed-gene-1.154-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-1.154&CDS=1-468
2946	OG0002946	YPL226W	genemark-flattened_line_4-processed-gene-1.44-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-1.44&CDS=1-3753
2947	OG0002947	YPL227C	augustus_masked-flattened_line_112-processed-gene-0.43-mRNA-1_1&gene=augustus_masked-flattened_line_112-processed-gene-0.43&CDS=1-1059
2948	OG0002948	YPL228W	augustus_masked-flattened_line_112-processed-gene-0.33-mRNA-1_1&gene=augustus_masked-flattened_line_112-processed-gene-0.33&CDS=1-1434
2949	OG0002949	YPL231W	augustus_masked-flattened_line_112-processed-gene-0.32-mRNA-1_1&gene=augustus_masked-flattened_line_112-processed-gene-0.32&CDS=1-5679
2950	OG0002950	YPL232W	augustus_masked-flattened_line_112-processed-gene-0.31-mRNA-1_1&gene=augustus_masked-flattened_line_112-processed-gene-0.31&CDS=1-894
2951	OG0002951	YPL234C	augustus_masked-flattened_line_112-processed-gene-0.42-mRNA-1_1&gene=augustus_masked-flattened_line_112-processed-gene-0.42&CDS=1-492
2952	OG0002952	YPL235W	augustus_masked-flattened_line_112-processed-gene-0.28-mRNA-1_1&gene=augustus_masked-flattened_line_112-processed-gene-0.28&CDS=1-1440
2953	OG0002953	YPL237W	augustus_masked-flattened_line_112-processed-gene-0.27-mRNA-1_1&gene=augustus_masked-flattened_line_112-processed-gene-0.27&CDS=1-795
2954	OG0002954	YPL239W	augustus_masked-flattened_line_112-processed-gene-0.26-mRNA-1_1&gene=augustus_masked-flattened_line_112-processed-gene-0.26&CDS=1-627
2955	OG0002955	YPL242C	augustus_masked-flattened_line_112-processed-gene-0.38-mRNA-1_1&gene=augustus_masked-flattened_line_112-processed-gene-0.38&CDS=1-4884
2956	OG0002956	YPL244C	augustus_masked-flattened_line_14-processed-gene-0.50-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-0.50&CDS=1-978
2957	OG0002957	YPL248C	augustus_masked-flattened_line_14-processed-gene-1.40-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-1.40&CDS=1-3357
2958	OG0002958	YPL249C	snap_masked-flattened_line_18-processed-gene-1.20-mRNA-1_1&gene=snap_masked-flattened_line_18-processed-gene-1.20&CDS=1-2484
2959	OG0002959	YPL252C	augustus_masked-flattened_line_18-processed-gene-1.74-mRNA-1_1&gene=augustus_masked-flattened_line_18-processed-gene-1.74&CDS=1-483
2960	OG0002960	YPL254W	augustus_masked-flattened_line_18-processed-gene-0.43-mRNA-1_1&gene=augustus_masked-flattened_line_18-processed-gene-0.43&CDS=1-1833
2961	OG0002961	YPL260W	augustus_masked-flattened_line_32-processed-gene-0.205-mRNA-1_1&gene=augustus_masked-flattened_line_32-processed-gene-0.205&CDS=1-1920
2962	OG0002962	YPL262W	augustus_masked-flattened_line_66-processed-gene-0.81-mRNA-1_1&gene=augustus_masked-flattened_line_66-processed-gene-0.81&CDS=1-1476
2963	OG0002963	YPL263C	augustus_masked-flattened_line_66-processed-gene-0.83-mRNA-1_1&gene=augustus_masked-flattened_line_66-processed-gene-0.83&CDS=1-2016
2964	OG0002964	YPL266W	augustus_masked-flattened_line_18-processed-gene-1.103-mRNA-1_1&gene=augustus_masked-flattened_line_18-processed-gene-1.103&CDS=1-1011
2965	OG0002965	YPL268W	augustus_masked-flattened_line_66-processed-gene-0.66-mRNA-1_1&gene=augustus_masked-flattened_line_66-processed-gene-0.66&CDS=1-2874
2966	OG0002966	YPL272C	augustus_masked-flattened_line_66-processed-gene-0.63-mRNA-1_1&gene=augustus_masked-flattened_line_66-processed-gene-0.63&CDS=1-1536
2967	OG0002967	YPR003C	augustus_masked-flattened_line_210-processed-gene-0.11-mRNA-1_1&gene=augustus_masked-flattened_line_210-processed-gene-0.11&CDS=1-2250
2968	OG0002968	YPR004C	augustus_masked-flattened_line_110-processed-gene-0.38-mRNA-1_1&gene=augustus_masked-flattened_line_110-processed-gene-0.38&CDS=1-1053
2969	OG0002969	YPR010C	augustus_masked-flattened_line_2-processed-gene-2.104-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-2.104&CDS=1-3663
2970	OG0002970	YPR011C	augustus_masked-flattened_line_28-processed-gene-0.245-mRNA-1_1&gene=augustus_masked-flattened_line_28-processed-gene-0.245&CDS=1-2682
2971	OG0002971	YPR016C	augustus_masked-flattened_line_96-processed-gene-0.46-mRNA-1_1&gene=augustus_masked-flattened_line_96-processed-gene-0.46&CDS=1-735
2972	OG0002972	YPR017C	augustus_masked-flattened_line_96-processed-gene-0.45-mRNA-1_1&gene=augustus_masked-flattened_line_96-processed-gene-0.45&CDS=1-432
2973	OG0002973	YPR018W	augustus_masked-flattened_line_96-processed-gene-0.62-mRNA-1_1&gene=augustus_masked-flattened_line_96-processed-gene-0.62&CDS=1-1896
2974	OG0002974	YPR019W	augustus_masked-flattened_line_96-processed-gene-0.61-mRNA-1_1&gene=augustus_masked-flattened_line_96-processed-gene-0.61&CDS=1-2973
2975	OG0002975	YPR020W	augustus_masked-flattened_line_96-processed-gene-0.60-mRNA-1_1&gene=augustus_masked-flattened_line_96-processed-gene-0.60&CDS=1-306
2976	OG0002976	YPR024W	augustus_masked-flattened_line_52-processed-gene-0.77-mRNA-1_1&gene=augustus_masked-flattened_line_52-processed-gene-0.77&CDS=1-2256
2977	OG0002977	YPR025C	augustus_masked-flattened_line_52-processed-gene-0.52-mRNA-1_1&gene=augustus_masked-flattened_line_52-processed-gene-0.52&CDS=1-1074
2978	OG0002978	YPR026W	genemark-flattened_line_68-processed-gene-0.0-mRNA-1_1&gene=genemark-flattened_line_68-processed-gene-0.0&CDS=1-3432
2979	OG0002979	YPR028W	augustus_masked-flattened_line_68-processed-gene-0.81-mRNA-1_1&gene=augustus_masked-flattened_line_68-processed-gene-0.81&CDS=1-540
2980	OG0002980	YPR029C	maker-flattened_line_68-snap-gene-0.78-mRNA-1_1&gene=maker-flattened_line_68-snap-gene-0.78&CDS=1-2076
2981	OG0002981	YPR033C	augustus_masked-flattened_line_182-processed-gene-0.13-mRNA-1_1&gene=augustus_masked-flattened_line_182-processed-gene-0.13&CDS=1-1617
2982	OG0002982	YPR035W	augustus_masked-flattened_line_182-processed-gene-0.12-mRNA-1_1&gene=augustus_masked-flattened_line_182-processed-gene-0.12&CDS=1-1125
2983	OG0002983	YPR037C	augustus_masked-flattened_line_16-processed-gene-1.103-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-1.103&CDS=1-531
2984	OG0002984	YPR041W	augustus_masked-flattened_line_16-processed-gene-1.87-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-1.87&CDS=1-1272
2985	OG0002985	YPR047W	augustus_masked-flattened_line_2-processed-gene-1.57-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-1.57&CDS=1-1377
2986	OG0002986	YPR048W	augustus_masked-flattened_line_2-processed-gene-1.58-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-1.58&CDS=1-1854
2987	OG0002987	YPR049C	snap_masked-flattened_line_2-processed-gene-1.34-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-1.34&CDS=1-2448
2988	OG0002988	YPR051W	augustus_masked-flattened_line_2-processed-gene-1.59-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-1.59&CDS=1-600
2989	OG0002989	YPR054W	augustus_masked-flattened_line_2-processed-gene-1.79-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-1.79&CDS=1-1302
2990	OG0002990	YPR056W	genemark-flattened_line_2-processed-gene-1.101-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-1.101&CDS=1-1200
2991	OG0002991	YPR060C	augustus_masked-flattened_line_2-processed-gene-1.65-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-1.65&CDS=1-804
2992	OG0002992	YPR062W	augustus_masked-flattened_line_46-processed-gene-0.11-mRNA-1_1&gene=augustus_masked-flattened_line_46-processed-gene-0.11&CDS=1-477
2993	OG0002993	YPR063C	augustus_masked-flattened_line_2-processed-gene-1.82-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-1.82&CDS=1-336
2994	OG0002994	YPR065W	augustus_masked-flattened_line_2-processed-gene-1.66-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-1.66&CDS=1-1686
2995	OG0002995	YPR067W	augustus_masked-flattened_line_2-processed-gene-2.56-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-2.56&CDS=1-600
2996	OG0002996	YPR070W	augustus_masked-flattened_line_2-processed-gene-2.58-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-2.58&CDS=1-1020
2997	OG0002997	YPR072W	augustus_masked-flattened_line_60-processed-gene-0.74-mRNA-1_1&gene=augustus_masked-flattened_line_60-processed-gene-0.74&CDS=1-1950
2998	OG0002998	YPR074C	augustus_masked-flattened_line_60-processed-gene-0.56-mRNA-1_1&gene=augustus_masked-flattened_line_60-processed-gene-0.56&CDS=1-2046
2999	OG0002999	YPR075C	augustus_masked-flattened_line_60-processed-gene-0.55-mRNA-1_1&gene=augustus_masked-flattened_line_60-processed-gene-0.55&CDS=1-1185
3000	OG0003000	YPR084W	augustus_masked-flattened_line_72-processed-gene-0.32-mRNA-1_1&gene=augustus_masked-flattened_line_72-processed-gene-0.32&CDS=1-1689
3001	OG0003001	YPR086W	augustus_masked-flattened_line_210-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-flattened_line_210-processed-gene-0.8&CDS=1-1053
3002	OG0003002	YPR091C	augustus_masked-flattened_line_76-processed-gene-0.66-mRNA-1_1&gene=augustus_masked-flattened_line_76-processed-gene-0.66&CDS=1-2493
3003	OG0003003	YPR098C	augustus_masked-flattened_line_154-processed-gene-0.43-mRNA-1_1&gene=augustus_masked-flattened_line_154-processed-gene-0.43&CDS=1-468
3004	OG0003004	YPR103W	augustus_masked-flattened_line_26-processed-gene-0.189-mRNA-1_1&gene=augustus_masked-flattened_line_26-processed-gene-0.189&CDS=1-861
3005	OG0003005	YPR104C	snap_masked-flattened_line_26-processed-gene-0.145-mRNA-1_1&gene=snap_masked-flattened_line_26-processed-gene-0.145&CDS=1-3477
3006	OG0003006	YPR105C	snap_masked-flattened_line_26-processed-gene-0.146-mRNA-1_1&gene=snap_masked-flattened_line_26-processed-gene-0.146&CDS=1-2817
3007	OG0003007	YPR107C	maker-flattened_line_26-snap-gene-0.161-mRNA-1_1&gene=maker-flattened_line_26-snap-gene-0.161&CDS=1-981
3008	OG0003008	YPR108W	augustus_masked-flattened_line_32-processed-gene-0.201-mRNA-1_1&gene=augustus_masked-flattened_line_32-processed-gene-0.201&CDS=1-1206
3009	OG0003009	YPR110C	augustus_masked-flattened_line_116-processed-gene-0.35-mRNA-1_1&gene=augustus_masked-flattened_line_116-processed-gene-0.35&CDS=1-1026
3010	OG0003010	YPR112C	augustus_masked-flattened_line_116-processed-gene-0.33-mRNA-1_1&gene=augustus_masked-flattened_line_116-processed-gene-0.33&CDS=1-2664
3011	OG0003011	YPR113W	augustus_masked-flattened_line_116-processed-gene-0.42-mRNA-1_1&gene=augustus_masked-flattened_line_116-processed-gene-0.42&CDS=1-678
3012	OG0003012	YPR114W	genemark-flattened_line_116-processed-gene-0.64-mRNA-1_1&gene=genemark-flattened_line_116-processed-gene-0.64&CDS=1-978
3013	OG0003013	YPR117W	augustus_masked-flattened_line_172-processed-gene-0.11-mRNA-1_1&gene=augustus_masked-flattened_line_172-processed-gene-0.11&CDS=1-7236
3014	OG0003014	YPR122W	augustus_masked-flattened_line_32-processed-gene-0.200-mRNA-1_1&gene=augustus_masked-flattened_line_32-processed-gene-0.200&CDS=1-3696
3015	OG0003015	YPR124W	augustus_masked-flattened_line_18-processed-gene-0.77-mRNA-1_1&gene=augustus_masked-flattened_line_18-processed-gene-0.77&CDS=1-804
3016	OG0003016	YPR125W	augustus_masked-flattened_line_48-processed-gene-0.90-mRNA-1_1&gene=augustus_masked-flattened_line_48-processed-gene-0.90&CDS=1-1395
3017	OG0003017	YPR127W	augustus_masked-flattened_line_188-processed-gene-0.21-mRNA-1_1&gene=augustus_masked-flattened_line_188-processed-gene-0.21&CDS=1-1008
3018	OG0003018	YPR129W	augustus_masked-flattened_line_48-processed-gene-0.68-mRNA-1_1&gene=augustus_masked-flattened_line_48-processed-gene-0.68&CDS=1-750
3019	OG0003019	YPR131C	augustus_masked-flattened_line_48-processed-gene-0.95-mRNA-1_1&gene=augustus_masked-flattened_line_48-processed-gene-0.95&CDS=1-582
3020	OG0003020	YPR133C	augustus_masked-flattened_line_48-processed-gene-0.71-mRNA-1_1&gene=augustus_masked-flattened_line_48-processed-gene-0.71&CDS=1-1083
3021	OG0003021	YPR135W	augustus_masked-flattened_line_46-processed-gene-0.35-mRNA-1_1&gene=augustus_masked-flattened_line_46-processed-gene-0.35&CDS=1-1758
3022	OG0003022	YPR137W	augustus_masked-flattened_line_46-processed-gene-0.34-mRNA-1_1&gene=augustus_masked-flattened_line_46-processed-gene-0.34&CDS=1-1788
3023	OG0003023	YPR140W	augustus_masked-flattened_line_32-processed-gene-0.179-mRNA-1_1&gene=augustus_masked-flattened_line_32-processed-gene-0.179&CDS=1-1182
3024	OG0003024	YPR143W	augustus_masked-flattened_line_32-processed-gene-0.180-mRNA-1_1&gene=augustus_masked-flattened_line_32-processed-gene-0.180&CDS=1-690
3025	OG0003025	YPR144C	augustus_masked-flattened_line_32-processed-gene-0.176-mRNA-1_1&gene=augustus_masked-flattened_line_32-processed-gene-0.176&CDS=1-1623
3026	OG0003026	YPR145W	augustus_masked-flattened_line_32-processed-gene-0.150-mRNA-1_1&gene=augustus_masked-flattened_line_32-processed-gene-0.150&CDS=1-1719
3027	OG0003027	YPR148C	augustus_masked-flattened_line_32-processed-gene-0.185-mRNA-1_1&gene=augustus_masked-flattened_line_32-processed-gene-0.185&CDS=1-1050
3028	OG0003028	YPR153W	augustus_masked-flattened_line_32-processed-gene-0.156-mRNA-1_1&gene=augustus_masked-flattened_line_32-processed-gene-0.156&CDS=1-654
3029	OG0003029	YPR155C	augustus_masked-flattened_line_32-processed-gene-0.189-mRNA-1_1&gene=augustus_masked-flattened_line_32-processed-gene-0.189&CDS=1-1344
3030	OG0003030	YPR159W	augustus_masked-flattened_line_32-processed-gene-0.161-mRNA-1_1&gene=augustus_masked-flattened_line_32-processed-gene-0.161&CDS=1-2151
3031	OG0003031	YPR161C	maker-flattened_line_158-snap-gene-0.37-mRNA-1_1&gene=maker-flattened_line_158-snap-gene-0.37&CDS=1-3417
3032	OG0003032	YPR162C	augustus_masked-flattened_line_158-processed-gene-0.16-mRNA-1_1&gene=augustus_masked-flattened_line_158-processed-gene-0.16&CDS=1-1680
3033	OG0003033	YPR163C	augustus_masked-flattened_line_158-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-flattened_line_158-processed-gene-0.6&CDS=1-1143
3034	OG0003034	YPR165W	augustus_masked-flattened_line_158-processed-gene-0.15-mRNA-1_1&gene=augustus_masked-flattened_line_158-processed-gene-0.15&CDS=1-648
3035	OG0003035	YPR167C	maker-flattened_line_158-augustus-gene-0.56-mRNA-1_1&gene=maker-flattened_line_158-augustus-gene-0.56&CDS=1-1146
3036	OG0003036	YPR168W	snap_masked-flattened_line_158-processed-gene-0.33-mRNA-1_1&gene=snap_masked-flattened_line_158-processed-gene-0.33&CDS=1-453
3037	OG0003037	YPR169W	genemark-flattened_line_158-processed-gene-0.52-mRNA-1_1&gene=genemark-flattened_line_158-processed-gene-0.52&CDS=1-1431
3038	OG0003038	YPR173C	augustus_masked-flattened_line_158-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-flattened_line_158-processed-gene-0.4&CDS=1-1287
3039	OG0003039	YPR175W	augustus_masked-flattened_line_158-processed-gene-0.11-mRNA-1_1&gene=augustus_masked-flattened_line_158-processed-gene-0.11&CDS=1-1860
3040	OG0003040	YPR176C	augustus_masked-flattened_line_158-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-flattened_line_158-processed-gene-0.2&CDS=1-1047
3041	OG0003041	YPR180W	augustus_masked-flattened_line_158-processed-gene-0.9-mRNA-1_1&gene=augustus_masked-flattened_line_158-processed-gene-0.9&CDS=1-1029
