	OrthologID	Metschnikowia_proteae	Saccharomyces_cerevisiae
2611	OG0002611	snap_masked-proT_s44-processed-gene-3.113-mRNA-1_1&gene=snap_masked-proT_s44-processed-gene-3.113&CDS=1-903	YLR208W
2612	OG0002612	snap_masked-proT_s44-processed-gene-3.130-mRNA-1_1&gene=snap_masked-proT_s44-processed-gene-3.130&CDS=1-927	YLR209C
2613	OG0002613	snap_masked-proT_s44-processed-gene-3.132-mRNA-1_1&gene=snap_masked-proT_s44-processed-gene-3.132&CDS=1-1053	YDR268W
2614	OG0002614	snap_masked-proT_s44-processed-gene-3.133-mRNA-1_1&gene=snap_masked-proT_s44-processed-gene-3.133&CDS=1-747	YOR039W
2615	OG0002615	genemark-proT_s44-processed-gene-3.7-mRNA-1_1&gene=genemark-proT_s44-processed-gene-3.7&CDS=1-2955	YOR038C
2616	OG0002616	snap_masked-proT_s44-processed-gene-3.115-mRNA-1_1&gene=snap_masked-proT_s44-processed-gene-3.115&CDS=1-1173	YDR267C
2617	OG0002617	snap_masked-proT_s44-processed-gene-3.134-mRNA-1_1&gene=snap_masked-proT_s44-processed-gene-3.134&CDS=1-828	YOR036W
2618	OG0002618	snap_masked-proT_s44-processed-gene-3.135-mRNA-1_1&gene=snap_masked-proT_s44-processed-gene-3.135&CDS=1-960	YDR353W
2619	OG0002619	snap_masked-proT_s44-processed-gene-3.136-mRNA-1_1&gene=snap_masked-proT_s44-processed-gene-3.136&CDS=1-456	YHR105W
2620	OG0002620	augustus_masked-proT_s44-processed-gene-3.65-mRNA-1_1&gene=augustus_masked-proT_s44-processed-gene-3.65&CDS=1-462	YJR104C
2621	OG0002621	snap_masked-proT_s44-processed-gene-3.117-mRNA-1_1&gene=snap_masked-proT_s44-processed-gene-3.117&CDS=1-1938	YDR311W
2622	OG0002622	snap_masked-proT_s44-processed-gene-3.118-mRNA-1_1&gene=snap_masked-proT_s44-processed-gene-3.118&CDS=1-909	YHR088W
2623	OG0002623	snap_masked-proT_s44-processed-gene-3.119-mRNA-1_1&gene=snap_masked-proT_s44-processed-gene-3.119&CDS=1-3690	YDR335W
2624	OG0002624	snap_masked-proT_s44-processed-gene-3.137-mRNA-1_1&gene=snap_masked-proT_s44-processed-gene-3.137&CDS=1-1038	YIL110W
2625	OG0002625	snap_masked-proT_s44-processed-gene-3.120-mRNA-1_1&gene=snap_masked-proT_s44-processed-gene-3.120&CDS=1-2901	YIL107C
2626	OG0002626	snap_masked-proT_s44-processed-gene-3.121-mRNA-1_1&gene=snap_masked-proT_s44-processed-gene-3.121&CDS=1-2454	YNL054W
2627	OG0002627	genemark-proT_s44-processed-gene-3.15-mRNA-1_1&gene=genemark-proT_s44-processed-gene-3.15&CDS=1-1923	YDR034C
2628	OG0002628	snap_masked-proT_s44-processed-gene-3.139-mRNA-1_1&gene=snap_masked-proT_s44-processed-gene-3.139&CDS=1-1767	YML070W
2629	OG0002629	snap_masked-proT_s44-processed-gene-3.122-mRNA-1_1&gene=snap_masked-proT_s44-processed-gene-3.122&CDS=1-2502	YML099C
2630	OG0002630	snap_masked-proT_s44-processed-gene-3.140-mRNA-1_1&gene=snap_masked-proT_s44-processed-gene-3.140&CDS=1-1611	YML130C
2631	OG0002631	maker-proT_s44-augustus-gene-3.105-mRNA-1_1&gene=maker-proT_s44-augustus-gene-3.105&CDS=1-3159	YGL078C
2632	OG0002632	augustus_masked-proT_s44-processed-gene-3.74-mRNA-1_1&gene=augustus_masked-proT_s44-processed-gene-3.74&CDS=1-2919	YLR175W
2633	OG0002633	snap_masked-proT_s44-processed-gene-3.126-mRNA-1_1&gene=snap_masked-proT_s44-processed-gene-3.126&CDS=1-1662	YBL019W
2634	OG0002634	snap_masked-proT_s44-processed-gene-3.145-mRNA-1_1&gene=snap_masked-proT_s44-processed-gene-3.145&CDS=1-705	YER148W
2635	OG0002635	snap_masked-proT_s44-processed-gene-3.150-mRNA-1_1&gene=snap_masked-proT_s44-processed-gene-3.150&CDS=1-792	YCR009C
2636	OG0002636	maker-proT_s44-augustus-gene-3.106-mRNA-1_1&gene=maker-proT_s44-augustus-gene-3.106&CDS=1-3057	YER171W
2637	OG0002637	snap_masked-proT_s44-processed-gene-3.154-mRNA-1_1&gene=snap_masked-proT_s44-processed-gene-3.154&CDS=1-1128	YOR123C
2638	OG0002638	snap_masked-proT_s44-processed-gene-3.155-mRNA-1_1&gene=snap_masked-proT_s44-processed-gene-3.155&CDS=1-1719	YDR389W
2639	OG0002639	snap_masked-proT_s44-processed-gene-3.129-mRNA-1_1&gene=snap_masked-proT_s44-processed-gene-3.129&CDS=1-951	YPL209C
2640	OG0002640	snap_masked-proT_s44-processed-gene-3.156-mRNA-1_1&gene=snap_masked-proT_s44-processed-gene-3.156&CDS=1-1464	YGL066W
2641	OG0002641	snap_masked-proT_s44-processed-gene-4.193-mRNA-1_1&gene=snap_masked-proT_s44-processed-gene-4.193&CDS=1-2193	YPL207W
2642	OG0002642	genemark-proT_s44-processed-gene-4.1-mRNA-1_1&gene=genemark-proT_s44-processed-gene-4.1&CDS=1-1383	YGL065C
2643	OG0002643	snap_masked-proT_s44-processed-gene-4.194-mRNA-1_1&gene=snap_masked-proT_s44-processed-gene-4.194&CDS=1-900	YBR187W
2644	OG0002644	snap_masked-proT_s44-processed-gene-4.198-mRNA-1_1&gene=snap_masked-proT_s44-processed-gene-4.198&CDS=1-618	YBR193C
2645	OG0002645	snap_masked-proT_s44-processed-gene-4.199-mRNA-1_1&gene=snap_masked-proT_s44-processed-gene-4.199&CDS=1-1083	YBR192W
2646	OG0002646	snap_masked-proT_s44-processed-gene-4.200-mRNA-1_1&gene=snap_masked-proT_s44-processed-gene-4.200&CDS=1-5712	YPL082C
2647	OG0002647	snap_masked-proT_s44-processed-gene-4.201-mRNA-1_1&gene=snap_masked-proT_s44-processed-gene-4.201&CDS=1-1533	YOR241W
2648	OG0002648	snap_masked-proT_s44-processed-gene-4.245-mRNA-1_1&gene=snap_masked-proT_s44-processed-gene-4.245&CDS=1-2565	YPL150W
2649	OG0002649	augustus_masked-proT_s44-processed-gene-4.112-mRNA-1_1&gene=augustus_masked-proT_s44-processed-gene-4.112&CDS=1-1725	YPL029W
2650	OG0002650	snap_masked-proT_s44-processed-gene-4.203-mRNA-1_1&gene=snap_masked-proT_s44-processed-gene-4.203&CDS=1-561	YDR248C
2651	OG0002651	snap_masked-proT_s44-processed-gene-4.246-mRNA-1_1&gene=snap_masked-proT_s44-processed-gene-4.246&CDS=1-1203	YPL028W
2652	OG0002652	snap_masked-proT_s44-processed-gene-4.205-mRNA-1_1&gene=snap_masked-proT_s44-processed-gene-4.205&CDS=1-669	YPL041C
2653	OG0002653	snap_masked-proT_s44-processed-gene-4.247-mRNA-1_1&gene=snap_masked-proT_s44-processed-gene-4.247&CDS=1-1224	YMR139W
2654	OG0002654	snap_masked-proT_s44-processed-gene-4.249-mRNA-1_1&gene=snap_masked-proT_s44-processed-gene-4.249&CDS=1-960	YFL029C
2655	OG0002655	snap_masked-proT_s44-processed-gene-4.250-mRNA-1_1&gene=snap_masked-proT_s44-processed-gene-4.250&CDS=1-1350	YPL042C
2656	OG0002656	snap_masked-proT_s44-processed-gene-4.251-mRNA-1_1&gene=snap_masked-proT_s44-processed-gene-4.251&CDS=1-1104	YLR056W
2657	OG0002657	augustus_masked-proT_s44-processed-gene-4.158-mRNA-1_1&gene=augustus_masked-proT_s44-processed-gene-4.158&CDS=1-1059	YDL205C
2658	OG0002658	snap_masked-proT_s44-processed-gene-4.254-mRNA-1_1&gene=snap_masked-proT_s44-processed-gene-4.254&CDS=1-3210	YPL022W
2659	OG0002659	snap_masked-proT_s44-processed-gene-4.255-mRNA-1_1&gene=snap_masked-proT_s44-processed-gene-4.255&CDS=1-1899	YPL023C
2660	OG0002660	snap_masked-proT_s44-processed-gene-4.257-mRNA-1_1&gene=snap_masked-proT_s44-processed-gene-4.257&CDS=1-2559	YCL030C
2661	OG0002661	snap_masked-proT_s44-processed-gene-4.258-mRNA-1_1&gene=snap_masked-proT_s44-processed-gene-4.258&CDS=1-1770	YDR244W
2662	OG0002662	genemark-proT_s44-processed-gene-4.67-mRNA-1_1&gene=genemark-proT_s44-processed-gene-4.67&CDS=1-4653	YPL016W
2663	OG0002663	augustus_masked-proT_s44-processed-gene-4.166-mRNA-1_1&gene=augustus_masked-proT_s44-processed-gene-4.166&CDS=1-4119	YDR245W
2664	OG0002664	snap_masked-proT_s44-processed-gene-4.208-mRNA-1_1&gene=snap_masked-proT_s44-processed-gene-4.208&CDS=1-1041	YNL231C
2665	OG0002665	snap_masked-proT_s44-processed-gene-4.264-mRNA-1_1&gene=snap_masked-proT_s44-processed-gene-4.264&CDS=1-861	YNL232W
2666	OG0002666	snap_masked-proT_s44-processed-gene-4.265-mRNA-1_1&gene=snap_masked-proT_s44-processed-gene-4.265&CDS=1-3459	YNL233W
2667	OG0002667	snap_masked-proT_s44-processed-gene-4.266-mRNA-1_1&gene=snap_masked-proT_s44-processed-gene-4.266&CDS=1-1050	YNL234W
2668	OG0002668	snap_masked-proT_s44-processed-gene-4.210-mRNA-1_1&gene=snap_masked-proT_s44-processed-gene-4.210&CDS=1-753	YGL123W
2669	OG0002669	snap_masked-proT_s44-processed-gene-4.269-mRNA-1_1&gene=snap_masked-proT_s44-processed-gene-4.269&CDS=1-1365	YGL122C
2670	OG0002670	snap_masked-proT_s44-processed-gene-4.211-mRNA-1_1&gene=snap_masked-proT_s44-processed-gene-4.211&CDS=1-1578	YIL142W
2671	OG0002671	genemark-proT_s44-processed-gene-4.75-mRNA-1_1&gene=genemark-proT_s44-processed-gene-4.75&CDS=1-1668	YLL018C
2672	OG0002672	snap_masked-proT_s44-processed-gene-4.271-mRNA-1_1&gene=snap_masked-proT_s44-processed-gene-4.271&CDS=1-1470	YOL049W
2673	OG0002673	snap_masked-proT_s44-processed-gene-4.272-mRNA-1_1&gene=snap_masked-proT_s44-processed-gene-4.272&CDS=1-1236	YOL031C
2674	OG0002674	snap_masked-proT_s44-processed-gene-4.273-mRNA-1_1&gene=snap_masked-proT_s44-processed-gene-4.273&CDS=1-444	YKR074W
2675	OG0002675	augustus_masked-proT_s44-processed-gene-4.123-mRNA-1_1&gene=augustus_masked-proT_s44-processed-gene-4.123&CDS=1-846	YOR060C
2676	OG0002676	snap_masked-proT_s44-processed-gene-4.276-mRNA-1_1&gene=snap_masked-proT_s44-processed-gene-4.276&CDS=1-852	YNL284C
2677	OG0002677	snap_masked-proT_s44-processed-gene-4.278-mRNA-1_1&gene=snap_masked-proT_s44-processed-gene-4.278&CDS=1-2196	YHR072W
2678	OG0002678	snap_masked-proT_s44-processed-gene-4.215-mRNA-1_1&gene=snap_masked-proT_s44-processed-gene-4.215&CDS=1-3516	YGR090W
2679	OG0002679	genemark-proT_s44-processed-gene-4.24-mRNA-1_1&gene=genemark-proT_s44-processed-gene-4.24&CDS=1-999	YPR110C
2680	OG0002680	maker-proT_s44-augustus-gene-4.298-mRNA-1_1&gene=maker-proT_s44-augustus-gene-4.298&CDS=1-1587	YGR165W
2681	OG0002681	genemark-proT_s44-processed-gene-4.25-mRNA-1_1&gene=genemark-proT_s44-processed-gene-4.25&CDS=1-1809	YDL017W
2682	OG0002682	maker-proT_s44-augustus-gene-4.293-mRNA-1_1&gene=maker-proT_s44-augustus-gene-4.293&CDS=1-4416	YKR081C
2683	OG0002683	snap_masked-proT_s44-processed-gene-4.282-mRNA-1_1&gene=snap_masked-proT_s44-processed-gene-4.282&CDS=1-318	YKR083C
2684	OG0002684	snap_masked-proT_s44-processed-gene-4.283-mRNA-1_1&gene=snap_masked-proT_s44-processed-gene-4.283&CDS=1-900	YOR074C
2685	OG0002685	snap_masked-proT_s44-processed-gene-4.284-mRNA-1_1&gene=snap_masked-proT_s44-processed-gene-4.284&CDS=1-195	YFL014W
2686	OG0002686	snap_masked-proT_s44-processed-gene-4.285-mRNA-1_1&gene=snap_masked-proT_s44-processed-gene-4.285&CDS=1-672	YBL095W
2687	OG0002687	augustus_masked-proT_s44-processed-gene-4.131-mRNA-1_1&gene=augustus_masked-proT_s44-processed-gene-4.131&CDS=1-2886	YIL031W
2688	OG0002688	snap_masked-proT_s44-processed-gene-4.224-mRNA-1_1&gene=snap_masked-proT_s44-processed-gene-4.224&CDS=1-2571	YIL022W
2689	OG0002689	snap_masked-proT_s44-processed-gene-4.225-mRNA-1_1&gene=snap_masked-proT_s44-processed-gene-4.225&CDS=1-1368	YER122C
2690	OG0002690	snap_masked-proT_s44-processed-gene-4.228-mRNA-1_1&gene=snap_masked-proT_s44-processed-gene-4.228&CDS=1-1155	YBR026C
2691	OG0002691	snap_masked-proT_s44-processed-gene-4.229-mRNA-1_1&gene=snap_masked-proT_s44-processed-gene-4.229&CDS=1-1956	YIR027C
2692	OG0002692	snap_masked-proT_s44-processed-gene-4.230-mRNA-1_1&gene=snap_masked-proT_s44-processed-gene-4.230&CDS=1-441	YDR512C
2693	OG0002693	snap_masked-proT_s44-processed-gene-4.286-mRNA-1_1&gene=snap_masked-proT_s44-processed-gene-4.286&CDS=1-663	YIL118W
2694	OG0002694	snap_masked-proT_s44-processed-gene-4.231-mRNA-1_1&gene=snap_masked-proT_s44-processed-gene-4.231&CDS=1-1917	YDR398W
2695	OG0002695	snap_masked-proT_s44-processed-gene-4.232-mRNA-1_1&gene=snap_masked-proT_s44-processed-gene-4.232&CDS=1-1575	YOR149C
2696	OG0002696	snap_masked-proT_s44-processed-gene-4.287-mRNA-1_1&gene=snap_masked-proT_s44-processed-gene-4.287&CDS=1-1212	YDR394W
2697	OG0002697	augustus_masked-proT_s44-processed-gene-4.140-mRNA-1_1&gene=augustus_masked-proT_s44-processed-gene-4.140&CDS=1-8202	YPR117W
2698	OG0002698	snap_masked-proT_s44-processed-gene-4.234-mRNA-1_1&gene=snap_masked-proT_s44-processed-gene-4.234&CDS=1-2766	YGR100W
2699	OG0002699	snap_masked-proT_s44-processed-gene-4.235-mRNA-1_1&gene=snap_masked-proT_s44-processed-gene-4.235&CDS=1-924	YIL021W
2700	OG0002700	snap_masked-proT_s44-processed-gene-4.290-mRNA-1_1&gene=snap_masked-proT_s44-processed-gene-4.290&CDS=1-831	YIL020C
2701	OG0002701	snap_masked-proT_s44-processed-gene-4.236-mRNA-1_1&gene=snap_masked-proT_s44-processed-gene-4.236&CDS=1-966	YIL019W
2702	OG0002702	snap_masked-proT_s44-processed-gene-4.237-mRNA-1_1&gene=snap_masked-proT_s44-processed-gene-4.237&CDS=1-2121	YBL097W
2703	OG0002703	genemark-proT_s44-processed-gene-4.46-mRNA-1_1&gene=genemark-proT_s44-processed-gene-4.46&CDS=1-1890	YPR024W
2704	OG0002704	snap_masked-proT_s44-processed-gene-4.291-mRNA-1_1&gene=snap_masked-proT_s44-processed-gene-4.291&CDS=1-2049	YNL251C
2705	OG0002705	snap_masked-proT_s44-processed-gene-4.239-mRNA-1_1&gene=snap_masked-proT_s44-processed-gene-4.239&CDS=1-816	YNL252C
2706	OG0002706	snap_masked-proT_s44-processed-gene-4.292-mRNA-1_1&gene=snap_masked-proT_s44-processed-gene-4.292&CDS=1-1242	YAL042W
2707	OG0002707	snap_masked-proT_s5-processed-gene-0.100-mRNA-1_1&gene=snap_masked-proT_s5-processed-gene-0.100&CDS=1-3360	YGR274C
2708	OG0002708	snap_masked-proT_s5-processed-gene-0.101-mRNA-1_1&gene=snap_masked-proT_s5-processed-gene-0.101&CDS=1-888	YBR176W
2709	OG0002709	snap_masked-proT_s5-processed-gene-0.85-mRNA-1_1&gene=snap_masked-proT_s5-processed-gene-0.85&CDS=1-1050	YML004C
2710	OG0002710	snap_masked-proT_s5-processed-gene-0.87-mRNA-1_1&gene=snap_masked-proT_s5-processed-gene-0.87&CDS=1-1248	YCR079W
2711	OG0002711	snap_masked-proT_s5-processed-gene-0.102-mRNA-1_1&gene=snap_masked-proT_s5-processed-gene-0.102&CDS=1-273	YNR037C
2712	OG0002712	snap_masked-proT_s5-processed-gene-0.88-mRNA-1_1&gene=snap_masked-proT_s5-processed-gene-0.88&CDS=1-2097	YNR038W
2713	OG0002713	snap_masked-proT_s5-processed-gene-0.103-mRNA-1_1&gene=snap_masked-proT_s5-processed-gene-0.103&CDS=1-735	YPL157W
2714	OG0002714	snap_masked-proT_s5-processed-gene-0.104-mRNA-1_1&gene=snap_masked-proT_s5-processed-gene-0.104&CDS=1-2475	YEL032W
2715	OG0002715	snap_masked-proT_s5-processed-gene-0.105-mRNA-1_1&gene=snap_masked-proT_s5-processed-gene-0.105&CDS=1-1677	YPR144C
2716	OG0002716	snap_masked-proT_s5-processed-gene-0.89-mRNA-1_1&gene=snap_masked-proT_s5-processed-gene-0.89&CDS=1-1431	YGR093W
2717	OG0002717	snap_masked-proT_s5-processed-gene-0.107-mRNA-1_1&gene=snap_masked-proT_s5-processed-gene-0.107&CDS=1-1152	YPL165C
2718	OG0002718	snap_masked-proT_s5-processed-gene-0.90-mRNA-1_1&gene=snap_masked-proT_s5-processed-gene-0.90&CDS=1-1731	YPL265W
2719	OG0002719	snap_masked-proT_s5-processed-gene-0.91-mRNA-1_1&gene=snap_masked-proT_s5-processed-gene-0.91&CDS=1-1293	YOL116W
2720	OG0002720	snap_masked-proT_s5-processed-gene-0.92-mRNA-1_1&gene=snap_masked-proT_s5-processed-gene-0.92&CDS=1-1929	YJR045C
2721	OG0002721	snap_masked-proT_s5-processed-gene-0.110-mRNA-1_1&gene=snap_masked-proT_s5-processed-gene-0.110&CDS=1-1209	YPL154C
2722	OG0002722	snap_masked-proT_s5-processed-gene-0.111-mRNA-1_1&gene=snap_masked-proT_s5-processed-gene-0.111&CDS=1-1521	YBR056W
2723	OG0002723	snap_masked-proT_s5-processed-gene-0.93-mRNA-1_1&gene=snap_masked-proT_s5-processed-gene-0.93&CDS=1-3531	YDR291W
2724	OG0002724	genemark-proT_s5-processed-gene-0.29-mRNA-1_1&gene=genemark-proT_s5-processed-gene-0.29&CDS=1-2049	YJR005W
2725	OG0002725	snap_masked-proT_s5-processed-gene-0.113-mRNA-1_1&gene=snap_masked-proT_s5-processed-gene-0.113&CDS=1-930	YJR008W
2726	OG0002726	augustus_masked-proT_s5-processed-gene-0.75-mRNA-1_1&gene=augustus_masked-proT_s5-processed-gene-0.75&CDS=1-1410	YPR054W
2727	OG0002727	snap_masked-proT_s5-processed-gene-0.94-mRNA-1_1&gene=snap_masked-proT_s5-processed-gene-0.94&CDS=1-900	YJR007W
2728	OG0002728	snap_masked-proT_s5-processed-gene-0.117-mRNA-1_1&gene=snap_masked-proT_s5-processed-gene-0.117&CDS=1-1440	YKL221W
2729	OG0002729	snap_masked-proT_s5-processed-gene-0.95-mRNA-1_1&gene=snap_masked-proT_s5-processed-gene-0.95&CDS=1-1584	YOR161C
2730	OG0002730	snap_masked-proT_s5-processed-gene-0.96-mRNA-1_1&gene=snap_masked-proT_s5-processed-gene-0.96&CDS=1-777	YHR012W
2731	OG0002731	snap_masked-proT_s5-processed-gene-0.119-mRNA-1_1&gene=snap_masked-proT_s5-processed-gene-0.119&CDS=1-582	YDL165W
2732	OG0002732	snap_masked-proT_s5-processed-gene-0.97-mRNA-1_1&gene=snap_masked-proT_s5-processed-gene-0.97&CDS=1-588	YDL166C
2733	OG0002733	snap_masked-proT_s5-processed-gene-0.120-mRNA-1_1&gene=snap_masked-proT_s5-processed-gene-0.120&CDS=1-876	YLR205C
2734	OG0002734	genemark-proT_s5-processed-gene-1.129-mRNA-1_1&gene=genemark-proT_s5-processed-gene-1.129&CDS=1-513	YLR193C
2735	OG0002735	snap_masked-proT_s5-processed-gene-1.69-mRNA-1_1&gene=snap_masked-proT_s5-processed-gene-1.69&CDS=1-348	YLR200W
2736	OG0002736	snap_masked-proT_s5-processed-gene-1.70-mRNA-1_1&gene=snap_masked-proT_s5-processed-gene-1.70&CDS=1-816	YLR201C
2737	OG0002737	snap_masked-proT_s5-processed-gene-1.100-mRNA-1_1&gene=snap_masked-proT_s5-processed-gene-1.100&CDS=1-1005	YOR292C
2738	OG0002738	snap_masked-proT_s5-processed-gene-1.73-mRNA-1_1&gene=snap_masked-proT_s5-processed-gene-1.73&CDS=1-2433	YLR045C
2739	OG0002739	snap_masked-proT_s5-processed-gene-1.74-mRNA-1_1&gene=snap_masked-proT_s5-processed-gene-1.74&CDS=1-765	YGR207C
2740	OG0002740	snap_masked-proT_s5-processed-gene-1.75-mRNA-1_1&gene=snap_masked-proT_s5-processed-gene-1.75&CDS=1-849	YGR205W
2741	OG0002741	snap_masked-proT_s5-processed-gene-1.103-mRNA-1_1&gene=snap_masked-proT_s5-processed-gene-1.103&CDS=1-651	YJL001W
2742	OG0002742	snap_masked-proT_s5-processed-gene-1.104-mRNA-1_1&gene=snap_masked-proT_s5-processed-gene-1.104&CDS=1-1419	YJL002C
2743	OG0002743	genemark-proT_s5-processed-gene-1.141-mRNA-1_1&gene=genemark-proT_s5-processed-gene-1.141&CDS=1-2403	YLL001W
2744	OG0002744	genemark-proT_s5-processed-gene-1.143-mRNA-1_1&gene=genemark-proT_s5-processed-gene-1.143&CDS=1-186	YBR162W-A
2745	OG0002745	snap_masked-proT_s5-processed-gene-1.81-mRNA-1_1&gene=snap_masked-proT_s5-processed-gene-1.81&CDS=1-5625	YPL231W
2746	OG0002746	snap_masked-proT_s5-processed-gene-1.82-mRNA-1_1&gene=snap_masked-proT_s5-processed-gene-1.82&CDS=1-5517	YDR170C
2747	OG0002747	augustus_masked-proT_s5-processed-gene-1.16-mRNA-1_1&gene=augustus_masked-proT_s5-processed-gene-1.16&CDS=1-4494	YBR202W
2748	OG0002748	snap_masked-proT_s5-processed-gene-1.106-mRNA-1_1&gene=snap_masked-proT_s5-processed-gene-1.106&CDS=1-1713	YGR124W
2749	OG0002749	snap_masked-proT_s5-processed-gene-1.89-mRNA-1_1&gene=snap_masked-proT_s5-processed-gene-1.89&CDS=1-828	YFR052W
2750	OG0002750	snap_masked-proT_s5-processed-gene-1.107-mRNA-1_1&gene=snap_masked-proT_s5-processed-gene-1.107&CDS=1-798	YPL065W
2751	OG0002751	genemark-proT_s5-processed-gene-1.172-mRNA-1_1&gene=genemark-proT_s5-processed-gene-1.172&CDS=1-2076	YIL049W
2752	OG0002752	maker-proT_s5-snap-gene-1.60-mRNA-1_1&gene=maker-proT_s5-snap-gene-1.60&CDS=1-945	YDR173C
2753	OG0002753	snap_masked-proT_s5-processed-gene-1.112-mRNA-1_1&gene=snap_masked-proT_s5-processed-gene-1.112&CDS=1-2052	YDR172W
2754	OG0002754	maker-proT_s5-snap-gene-1.61-mRNA-1_1&gene=maker-proT_s5-snap-gene-1.61&CDS=1-1353	YCL034W
2755	OG0002755	snap_masked-proT_s5-processed-gene-1.113-mRNA-1_1&gene=snap_masked-proT_s5-processed-gene-1.113&CDS=1-444	YIL004C
2756	OG0002756	snap_masked-proT_s5-processed-gene-1.93-mRNA-1_1&gene=snap_masked-proT_s5-processed-gene-1.93&CDS=1-1017	YIL003W
2757	OG0002757	augustus_masked-proT_s5-processed-gene-1.43-mRNA-1_1&gene=augustus_masked-proT_s5-processed-gene-1.43&CDS=1-624	YER002W
2758	OG0002758	snap_masked-proT_s5-processed-gene-1.115-mRNA-1_1&gene=snap_masked-proT_s5-processed-gene-1.115&CDS=1-1320	YER003C
2759	OG0002759	snap_masked-proT_s5-processed-gene-1.116-mRNA-1_1&gene=snap_masked-proT_s5-processed-gene-1.116&CDS=1-2112	YIL005W
2760	OG0002760	snap_masked-proT_s5-processed-gene-1.95-mRNA-1_1&gene=snap_masked-proT_s5-processed-gene-1.95&CDS=1-3054	YKL210W
2761	OG0002761	snap_masked-proT_s5-processed-gene-1.117-mRNA-1_1&gene=snap_masked-proT_s5-processed-gene-1.117&CDS=1-3780	YKL209C
2762	OG0002762	genemark-proT_s5-processed-gene-1.185-mRNA-1_1&gene=genemark-proT_s5-processed-gene-1.185&CDS=1-735	YOR352W
2763	OG0002763	snap_masked-proT_s5-processed-gene-1.126-mRNA-1_1&gene=snap_masked-proT_s5-processed-gene-1.126&CDS=1-612	YJR073C
2764	OG0002764	snap_masked-proT_s5-processed-gene-1.127-mRNA-1_1&gene=snap_masked-proT_s5-processed-gene-1.127&CDS=1-1050	YMR214W
2765	OG0002765	snap_masked-proT_s5-processed-gene-1.99-mRNA-1_1&gene=snap_masked-proT_s5-processed-gene-1.99&CDS=1-1470	YMR211W
2766	OG0002766	snap_masked-proT_s5-processed-gene-1.128-mRNA-1_1&gene=snap_masked-proT_s5-processed-gene-1.128&CDS=1-1332	YNR050C
2767	OG0002767	augustus_masked-proT_s57-processed-gene-0.106-mRNA-1_1&gene=augustus_masked-proT_s57-processed-gene-0.106&CDS=1-1182	YJR075W
2768	OG0002768	snap_masked-proT_s57-processed-gene-0.44-mRNA-1_1&gene=snap_masked-proT_s57-processed-gene-0.44&CDS=1-549	YJR074W
2769	OG0002769	snap_masked-proT_s57-processed-gene-0.45-mRNA-1_1&gene=snap_masked-proT_s57-processed-gene-0.45&CDS=1-2130	YKL135C
2770	OG0002770	genemark-proT_s57-processed-gene-0.24-mRNA-1_1&gene=genemark-proT_s57-processed-gene-0.24&CDS=1-690	YOL135C
2771	OG0002771	genemark-proT_s57-processed-gene-0.3-mRNA-1_1&gene=genemark-proT_s57-processed-gene-0.3&CDS=1-345	YOL133W
2772	OG0002772	maker-proT_s57-augustus-gene-0.40-mRNA-1_1&gene=maker-proT_s57-augustus-gene-0.40&CDS=1-1380	YNL316C
2773	OG0002773	snap_masked-proT_s57-processed-gene-0.47-mRNA-1_1&gene=snap_masked-proT_s57-processed-gene-0.47&CDS=1-522	YKR065C
2774	OG0002774	augustus_masked-proT_s57-processed-gene-0.89-mRNA-1_1&gene=augustus_masked-proT_s57-processed-gene-0.89&CDS=1-2991	YIL125W
2775	OG0002775	snap_masked-proT_s57-processed-gene-0.70-mRNA-1_1&gene=snap_masked-proT_s57-processed-gene-0.70&CDS=1-861	YIL124W
2776	OG0002776	snap_masked-proT_s57-processed-gene-0.71-mRNA-1_1&gene=snap_masked-proT_s57-processed-gene-0.71&CDS=1-321	YDR286C
2777	OG0002777	snap_masked-proT_s57-processed-gene-0.72-mRNA-1_1&gene=snap_masked-proT_s57-processed-gene-0.72&CDS=1-906	YBR151W
2778	OG0002778	snap_masked-proT_s57-processed-gene-0.54-mRNA-1_1&gene=snap_masked-proT_s57-processed-gene-0.54&CDS=1-1491	YDR208W
2779	OG0002779	snap_masked-proT_s57-processed-gene-0.74-mRNA-1_1&gene=snap_masked-proT_s57-processed-gene-0.74&CDS=1-1224	YDL001W
2780	OG0002780	snap_masked-proT_s57-processed-gene-0.56-mRNA-1_1&gene=snap_masked-proT_s57-processed-gene-0.56&CDS=1-7539	YBL004W
2781	OG0002781	augustus_masked-proT_s57-processed-gene-0.116-mRNA-1_1&gene=augustus_masked-proT_s57-processed-gene-0.116&CDS=1-798	YDL002C
2782	OG0002782	augustus_masked-proT_s57-processed-gene-0.118-mRNA-1_1&gene=augustus_masked-proT_s57-processed-gene-0.118&CDS=1-1140	YER134C
2783	OG0002783	genemark-proT_s57-processed-gene-0.36-mRNA-1_1&gene=genemark-proT_s57-processed-gene-0.36&CDS=1-2436	YJR010W
