	OrthologID	Saccharomyces_cerevisiae	yHAB153_Kazachstania_rosinii
3454	OG0003454	YNL309W	augustus_masked-scf7180000099638-processed-gene-0.98-mRNA-1_1&gene=augustus_masked-scf7180000099638-processed-gene-0.98&CDS=1-1311
3455	OG0003455	YNL310C	snap_masked-scf7180000099638-processed-gene-0.196-mRNA-1_1&gene=snap_masked-scf7180000099638-processed-gene-0.196&CDS=1-573
3456	OG0003456	YNL311C	genemark-scf7180000099638-processed-gene-0.64-mRNA-1_1&gene=genemark-scf7180000099638-processed-gene-0.64&CDS=1-2220
3457	OG0003457	YNL312W	snap_masked-scf7180000099711-processed-gene-7.202-mRNA-1_1&gene=snap_masked-scf7180000099711-processed-gene-7.202&CDS=1-852
3458	OG0003458	YNL313C	snap_masked-scf7180000099711-processed-gene-7.232-mRNA-1_1&gene=snap_masked-scf7180000099711-processed-gene-7.232&CDS=1-2766
3459	OG0003459	YNL314W	snap_masked-scf7180000099638-processed-gene-0.158-mRNA-1_1&gene=snap_masked-scf7180000099638-processed-gene-0.158&CDS=1-1257
3460	OG0003460	YNL315C	snap_masked-scf7180000099638-processed-gene-0.194-mRNA-1_1&gene=snap_masked-scf7180000099638-processed-gene-0.194&CDS=1-1008
3461	OG0003461	YNL320W	genemark-scf7180000099711-processed-gene-7.33-mRNA-1_1&gene=genemark-scf7180000099711-processed-gene-7.33&CDS=1-954
3462	OG0003462	YNL321W	maker-scf7180000099638-augustus-gene-0.80-mRNA-1_1&gene=maker-scf7180000099638-augustus-gene-0.80&CDS=1-3750
3463	OG0003463	YNL323W	snap_masked-scf7180000099711-processed-gene-7.199-mRNA-1_1&gene=snap_masked-scf7180000099711-processed-gene-7.199&CDS=1-1236
3464	OG0003464	YNL325C	augustus_masked-scf7180000099638-processed-gene-0.126-mRNA-1_1&gene=augustus_masked-scf7180000099638-processed-gene-0.126&CDS=1-4086
3465	OG0003465	YNL326C	augustus_masked-scf7180000099638-processed-gene-0.125-mRNA-1_1&gene=augustus_masked-scf7180000099638-processed-gene-0.125&CDS=1-1005
3466	OG0003466	YNL329C	maker-scf7180000099638-snap-gene-0.9-mRNA-1_1&gene=maker-scf7180000099638-snap-gene-0.9&CDS=1-3594
3467	OG0003467	YNL330C	snap_masked-scf7180000099638-processed-gene-0.188-mRNA-1_1&gene=snap_masked-scf7180000099638-processed-gene-0.188&CDS=1-1299
3468	OG0003468	YNR001C	snap_masked-scf7180000099668-processed-gene-0.0-mRNA-1_1&gene=snap_masked-scf7180000099668-processed-gene-0.0&CDS=1-1401
3469	OG0003469	YNR003C	snap_masked-scf7180000099641-processed-gene-1.79-mRNA-1_1&gene=snap_masked-scf7180000099641-processed-gene-1.79&CDS=1-975
3470	OG0003470	YNR004W	augustus_masked-scf7180000099643-processed-gene-2.181-mRNA-1_1&gene=augustus_masked-scf7180000099643-processed-gene-2.181&CDS=1-438
3471	OG0003471	YNR006W	snap_masked-scf7180000099692-processed-gene-1.101-mRNA-1_1&gene=snap_masked-scf7180000099692-processed-gene-1.101&CDS=1-1932
3472	OG0003472	YNR007C	snap_masked-scf7180000099692-processed-gene-1.140-mRNA-1_1&gene=snap_masked-scf7180000099692-processed-gene-1.140&CDS=1-948
3473	OG0003473	YNR008W	snap_masked-scf7180000099692-processed-gene-1.102-mRNA-1_1&gene=snap_masked-scf7180000099692-processed-gene-1.102&CDS=1-2100
3474	OG0003474	YNR009W	snap_masked-scf7180000099692-processed-gene-1.103-mRNA-1_1&gene=snap_masked-scf7180000099692-processed-gene-1.103&CDS=1-825
3475	OG0003475	YNR010W	snap_masked-scf7180000099692-processed-gene-1.104-mRNA-1_1&gene=snap_masked-scf7180000099692-processed-gene-1.104&CDS=1-639
3476	OG0003476	YNR011C	snap_masked-scf7180000099692-processed-gene-1.141-mRNA-1_1&gene=snap_masked-scf7180000099692-processed-gene-1.141&CDS=1-2781
3477	OG0003477	YNR012W	snap_masked-scf7180000099692-processed-gene-1.105-mRNA-1_1&gene=snap_masked-scf7180000099692-processed-gene-1.105&CDS=1-1473
3478	OG0003478	YNR013C	snap_masked-scf7180000099692-processed-gene-1.142-mRNA-1_1&gene=snap_masked-scf7180000099692-processed-gene-1.142&CDS=1-2829
3479	OG0003479	YNR014W	augustus_masked-scf7180000099616-processed-gene-1.79-mRNA-1_1&gene=augustus_masked-scf7180000099616-processed-gene-1.79&CDS=1-471
3480	OG0003480	YNR015W	snap_masked-scf7180000099616-processed-gene-1.140-mRNA-1_1&gene=snap_masked-scf7180000099616-processed-gene-1.140&CDS=1-1098
3481	OG0003481	YNR016C	snap_masked-scf7180000099640-processed-gene-0.117-mRNA-1_1&gene=snap_masked-scf7180000099640-processed-gene-0.117&CDS=1-6741
3482	OG0003482	YNR017W	snap_masked-scf7180000099616-processed-gene-1.141-mRNA-1_1&gene=snap_masked-scf7180000099616-processed-gene-1.141&CDS=1-624
3483	OG0003483	YNR018W	snap_masked-scf7180000099616-processed-gene-1.142-mRNA-1_1&gene=snap_masked-scf7180000099616-processed-gene-1.142&CDS=1-675
3484	OG0003484	YNR019W	snap_masked-scf7180000099616-processed-gene-1.143-mRNA-1_1&gene=snap_masked-scf7180000099616-processed-gene-1.143&CDS=1-1908
3485	OG0003485	YNR020C	snap_masked-scf7180000099616-processed-gene-1.167-mRNA-1_1&gene=snap_masked-scf7180000099616-processed-gene-1.167&CDS=1-750
3486	OG0003486	YNR021W	snap_masked-scf7180000099640-processed-gene-0.87-mRNA-1_1&gene=snap_masked-scf7180000099640-processed-gene-0.87&CDS=1-1224
3487	OG0003487	YNR022C	snap_masked-scf7180000099616-processed-gene-1.168-mRNA-1_1&gene=snap_masked-scf7180000099616-processed-gene-1.168&CDS=1-420
3488	OG0003488	YNR023W	snap_masked-scf7180000099640-processed-gene-0.88-mRNA-1_1&gene=snap_masked-scf7180000099640-processed-gene-0.88&CDS=1-1626
3489	OG0003489	YNR024W	augustus_masked-scf7180000099616-processed-gene-1.84-mRNA-1_1&gene=augustus_masked-scf7180000099616-processed-gene-1.84&CDS=1-546
3490	OG0003490	YNR026C	snap_masked-scf7180000099616-processed-gene-1.169-mRNA-1_1&gene=snap_masked-scf7180000099616-processed-gene-1.169&CDS=1-1299
3491	OG0003491	YNR027W	augustus_masked-scf7180000099616-processed-gene-1.86-mRNA-1_1&gene=augustus_masked-scf7180000099616-processed-gene-1.86&CDS=1-960
3492	OG0003492	YNR029C	snap_masked-scf7180000099616-processed-gene-1.170-mRNA-1_1&gene=snap_masked-scf7180000099616-processed-gene-1.170&CDS=1-1332
3493	OG0003493	YNR030W	snap_masked-scf7180000099616-processed-gene-1.148-mRNA-1_1&gene=snap_masked-scf7180000099616-processed-gene-1.148&CDS=1-1710
3494	OG0003494	YNR031C	snap_masked-scf7180000099636-processed-gene-0.38-mRNA-1_1&gene=snap_masked-scf7180000099636-processed-gene-0.38&CDS=1-5103
3495	OG0003495	YNR032C-A	snap_masked-scf7180000099616-processed-gene-1.171-mRNA-1_1&gene=snap_masked-scf7180000099616-processed-gene-1.171&CDS=1-219
3496	OG0003496	YNR032W	snap_masked-scf7180000099616-processed-gene-1.149-mRNA-1_1&gene=snap_masked-scf7180000099616-processed-gene-1.149&CDS=1-1128
3497	OG0003497	YNR033W	snap_masked-scf7180000099616-processed-gene-1.150-mRNA-1_1&gene=snap_masked-scf7180000099616-processed-gene-1.150&CDS=1-2280
3498	OG0003498	YNR034W	snap_masked-scf7180000099616-processed-gene-1.151-mRNA-1_1&gene=snap_masked-scf7180000099616-processed-gene-1.151&CDS=1-975
3499	OG0003499	YNR035C	snap_masked-scf7180000099616-processed-gene-1.173-mRNA-1_1&gene=snap_masked-scf7180000099616-processed-gene-1.173&CDS=1-1467
3500	OG0003500	YNR037C	snap_masked-scf7180000099616-processed-gene-1.174-mRNA-1_1&gene=snap_masked-scf7180000099616-processed-gene-1.174&CDS=1-264
3501	OG0003501	YNR038W	genemark-scf7180000099616-processed-gene-1.24-mRNA-1_1&gene=genemark-scf7180000099616-processed-gene-1.24&CDS=1-2001
3502	OG0003502	YNR039C	augustus_masked-scf7180000099616-processed-gene-1.116-mRNA-1_1&gene=augustus_masked-scf7180000099616-processed-gene-1.116&CDS=1-1848
3503	OG0003503	YNR040W	augustus_masked-scf7180000099616-processed-gene-1.93-mRNA-1_1&gene=augustus_masked-scf7180000099616-processed-gene-1.93&CDS=1-801
3504	OG0003504	YNR041C	genemark-scf7180000099616-processed-gene-1.50-mRNA-1_1&gene=genemark-scf7180000099616-processed-gene-1.50&CDS=1-1113
3505	OG0003505	YNR043W	snap_masked-scf7180000099616-processed-gene-1.154-mRNA-1_1&gene=snap_masked-scf7180000099616-processed-gene-1.154&CDS=1-1191
3506	OG0003506	YNR045W	augustus_masked-scf7180000099616-processed-gene-1.96-mRNA-1_1&gene=augustus_masked-scf7180000099616-processed-gene-1.96&CDS=1-1716
3507	OG0003507	YNR046W	snap_masked-scf7180000099616-processed-gene-1.157-mRNA-1_1&gene=snap_masked-scf7180000099616-processed-gene-1.157&CDS=1-405
3508	OG0003508	YNR049C	snap_masked-scf7180000099616-processed-gene-1.177-mRNA-1_1&gene=snap_masked-scf7180000099616-processed-gene-1.177&CDS=1-786
3509	OG0003509	YNR050C	snap_masked-scf7180000099616-processed-gene-1.178-mRNA-1_1&gene=snap_masked-scf7180000099616-processed-gene-1.178&CDS=1-1338
3510	OG0003510	YNR051C	genemark-scf7180000099616-processed-gene-1.54-mRNA-1_1&gene=genemark-scf7180000099616-processed-gene-1.54&CDS=1-1605
3511	OG0003511	YNR052C	snap_masked-scf7180000099616-processed-gene-1.180-mRNA-1_1&gene=snap_masked-scf7180000099616-processed-gene-1.180&CDS=1-1473
3512	OG0003512	YNR053C	maker-scf7180000099616-snap-gene-1.63-mRNA-1_1&gene=maker-scf7180000099616-snap-gene-1.63&CDS=1-1533
3513	OG0003513	YNR054C	genemark-scf7180000099616-processed-gene-1.57-mRNA-1_1&gene=genemark-scf7180000099616-processed-gene-1.57&CDS=1-978
3514	OG0003514	YOL001W	genemark-scf7180000099610-processed-gene-0.75-mRNA-1_1&gene=genemark-scf7180000099610-processed-gene-0.75&CDS=1-1086
3515	OG0003515	YOL003C	maker-scf7180000099676-snap-gene-3.272-mRNA-1_1&gene=maker-scf7180000099676-snap-gene-3.272&CDS=1-1182
3516	OG0003516	YOL004W	snap_masked-scf7180000099676-processed-gene-3.128-mRNA-1_1&gene=snap_masked-scf7180000099676-processed-gene-3.128&CDS=1-4704
3517	OG0003517	YOL005C	genemark-scf7180000099676-processed-gene-3.253-mRNA-1_1&gene=genemark-scf7180000099676-processed-gene-3.253&CDS=1-366
3518	OG0003518	YOL006C	snap_masked-scf7180000099711-processed-gene-7.219-mRNA-1_1&gene=snap_masked-scf7180000099711-processed-gene-7.219&CDS=1-2322
3519	OG0003519	YOL007C	augustus_masked-scf7180000099676-processed-gene-3.44-mRNA-1_1&gene=augustus_masked-scf7180000099676-processed-gene-3.44&CDS=1-1038
3520	OG0003520	YOL008W	augustus_masked-scf7180000099676-processed-gene-3.81-mRNA-1_1&gene=augustus_masked-scf7180000099676-processed-gene-3.81&CDS=1-579
3521	OG0003521	YOL009C	genemark-scf7180000099676-processed-gene-3.219-mRNA-1_1&gene=genemark-scf7180000099676-processed-gene-3.219&CDS=1-795
3522	OG0003522	YOL010W	snap_masked-scf7180000099676-processed-gene-3.169-mRNA-1_1&gene=snap_masked-scf7180000099676-processed-gene-3.169&CDS=1-1104
3523	OG0003523	YOL012C	snap_masked-scf7180000099676-processed-gene-3.131-mRNA-1_1&gene=snap_masked-scf7180000099676-processed-gene-3.131&CDS=1-399
3524	OG0003524	YOL013C	snap_masked-scf7180000099676-processed-gene-3.132-mRNA-1_1&gene=snap_masked-scf7180000099676-processed-gene-3.132&CDS=1-1908
3525	OG0003525	YOL018C	genemark-scf7180000099668-processed-gene-0.116-mRNA-1_1&gene=genemark-scf7180000099668-processed-gene-0.116&CDS=1-1110
3526	OG0003526	YOL019W	snap_masked-scf7180000099668-processed-gene-0.13-mRNA-1_1&gene=snap_masked-scf7180000099668-processed-gene-0.13&CDS=1-1578
3527	OG0003527	YOL021C	augustus_masked-scf7180000099650-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-scf7180000099650-processed-gene-0.4&CDS=1-3168
3528	OG0003528	YOL022C	snap_masked-scf7180000099668-processed-gene-0.15-mRNA-1_1&gene=snap_masked-scf7180000099668-processed-gene-0.15&CDS=1-1236
3529	OG0003529	YOL023W	genemark-scf7180000099668-processed-gene-0.119-mRNA-1_1&gene=genemark-scf7180000099668-processed-gene-0.119&CDS=1-2049
3530	OG0003530	YOL025W	snap_masked-scf7180000099668-processed-gene-0.38-mRNA-1_1&gene=snap_masked-scf7180000099668-processed-gene-0.38&CDS=1-2094
3531	OG0003531	YOL026C	snap_masked-scf7180000099722-processed-gene-1.67-mRNA-1_1&gene=snap_masked-scf7180000099722-processed-gene-1.67&CDS=1-510
3532	OG0003532	YOL027C	snap_masked-scf7180000099722-processed-gene-1.68-mRNA-1_1&gene=snap_masked-scf7180000099722-processed-gene-1.68&CDS=1-1662
3533	OG0003533	YOL028C	augustus_masked-scf7180000099722-processed-gene-1.7-mRNA-1_1&gene=augustus_masked-scf7180000099722-processed-gene-1.7&CDS=1-1527
3534	OG0003534	YOL030W	snap_masked-scf7180000099580-processed-gene-0.96-mRNA-1_1&gene=snap_masked-scf7180000099580-processed-gene-0.96&CDS=1-1464
3535	OG0003535	YOL031C	augustus_masked-scf7180000099722-processed-gene-1.38-mRNA-1_1&gene=augustus_masked-scf7180000099722-processed-gene-1.38&CDS=1-1356
3536	OG0003536	YOL032W	snap_masked-scf7180000099722-processed-gene-1.72-mRNA-1_1&gene=snap_masked-scf7180000099722-processed-gene-1.72&CDS=1-738
3537	OG0003537	YOL034W	augustus_masked-scf7180000099722-processed-gene-1.9-mRNA-1_1&gene=augustus_masked-scf7180000099722-processed-gene-1.9&CDS=1-4833
3538	OG0003538	YOL036W	snap_masked-scf7180000099642-processed-gene-3.131-mRNA-1_1&gene=snap_masked-scf7180000099642-processed-gene-3.131&CDS=1-2589
3539	OG0003539	YOL038W	snap_masked-scf7180000099722-processed-gene-1.70-mRNA-1_1&gene=snap_masked-scf7180000099722-processed-gene-1.70&CDS=1-768
3540	OG0003540	YOL039W	snap_masked-scf7180000099722-processed-gene-1.100-mRNA-1_1&gene=snap_masked-scf7180000099722-processed-gene-1.100&CDS=1-318
3541	OG0003541	YOL040C	snap_masked-scf7180000099722-processed-gene-1.73-mRNA-1_1&gene=snap_masked-scf7180000099722-processed-gene-1.73&CDS=1-426
3542	OG0003542	YOL041C	snap_masked-scf7180000099722-processed-gene-1.74-mRNA-1_1&gene=snap_masked-scf7180000099722-processed-gene-1.74&CDS=1-1350
3543	OG0003543	YOL042W	snap_masked-scf7180000099722-processed-gene-1.102-mRNA-1_1&gene=snap_masked-scf7180000099722-processed-gene-1.102&CDS=1-1122
3544	OG0003544	YOL043C	snap_masked-scf7180000099722-processed-gene-1.75-mRNA-1_1&gene=snap_masked-scf7180000099722-processed-gene-1.75&CDS=1-1086
3545	OG0003545	YOL044W	augustus_masked-scf7180000099722-processed-gene-1.43-mRNA-1_1&gene=augustus_masked-scf7180000099722-processed-gene-1.43&CDS=1-1335
3546	OG0003546	YOL048C	augustus_masked-scf7180000099722-processed-gene-1.14-mRNA-1_1&gene=augustus_masked-scf7180000099722-processed-gene-1.14&CDS=1-990
3547	OG0003547	YOL049W	genemark-scf7180000099722-processed-gene-1.173-mRNA-1_1&gene=genemark-scf7180000099722-processed-gene-1.173&CDS=1-1515
3548	OG0003548	YOL051W	snap_masked-scf7180000099580-processed-gene-0.76-mRNA-1_1&gene=snap_masked-scf7180000099580-processed-gene-0.76&CDS=1-3732
3549	OG0003549	YOL052C	snap_masked-scf7180000099674-processed-gene-0.120-mRNA-1_1&gene=snap_masked-scf7180000099674-processed-gene-0.120&CDS=1-1317
3550	OG0003550	YOL053W	snap_masked-scf7180000099595-processed-gene-0.21-mRNA-1_1&gene=snap_masked-scf7180000099595-processed-gene-0.21&CDS=1-1062
3551	OG0003551	YOL054W	genemark-scf7180000099595-processed-gene-0.11-mRNA-1_1&gene=genemark-scf7180000099595-processed-gene-0.11&CDS=1-1164
3552	OG0003552	YOL056W	snap_masked-scf7180000099615-processed-gene-2.21-mRNA-1_1&gene=snap_masked-scf7180000099615-processed-gene-2.21&CDS=1-921
3553	OG0003553	YOL057W	augustus_masked-scf7180000099615-processed-gene-2.66-mRNA-1_1&gene=augustus_masked-scf7180000099615-processed-gene-2.66&CDS=1-3477
3554	OG0003554	YOL061W	snap_masked-scf7180000099615-processed-gene-2.17-mRNA-1_1&gene=snap_masked-scf7180000099615-processed-gene-2.17&CDS=1-1488
3555	OG0003555	YOL062C	snap_masked-scf7180000099615-processed-gene-2.41-mRNA-1_1&gene=snap_masked-scf7180000099615-processed-gene-2.41&CDS=1-1500
3556	OG0003556	YOL063C	snap_masked-scf7180000099615-processed-gene-2.40-mRNA-1_1&gene=snap_masked-scf7180000099615-processed-gene-2.40&CDS=1-2508
3557	OG0003557	YOL069W	snap_masked-scf7180000099615-processed-gene-2.13-mRNA-1_1&gene=snap_masked-scf7180000099615-processed-gene-2.13&CDS=1-1377
3558	OG0003558	YOL070C	augustus_masked-scf7180000099567-processed-gene-0.19-mRNA-1_1&gene=augustus_masked-scf7180000099567-processed-gene-0.19&CDS=1-1488
3559	OG0003559	YOL071W	snap_masked-scf7180000099615-processed-gene-2.12-mRNA-1_1&gene=snap_masked-scf7180000099615-processed-gene-2.12&CDS=1-480
3560	OG0003560	YOL072W	genemark-scf7180000099615-processed-gene-2.108-mRNA-1_1&gene=genemark-scf7180000099615-processed-gene-2.108&CDS=1-1416
3561	OG0003561	YOL073C	genemark-scf7180000099615-processed-gene-2.130-mRNA-1_1&gene=genemark-scf7180000099615-processed-gene-2.130&CDS=1-867
3562	OG0003562	YOL075C	genemark-scf7180000099615-processed-gene-2.129-mRNA-1_1&gene=genemark-scf7180000099615-processed-gene-2.129&CDS=1-3873
3563	OG0003563	YOL076W	augustus_masked-scf7180000099437-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-scf7180000099437-processed-gene-0.3&CDS=1-747
3564	OG0003564	YOL077C	snap_masked-scf7180000099431-processed-gene-0.2-mRNA-1_1&gene=snap_masked-scf7180000099431-processed-gene-0.2&CDS=1-867
3565	OG0003565	YOL077W-A	snap_masked-scf7180000099615-processed-gene-2.8-mRNA-1_1&gene=snap_masked-scf7180000099615-processed-gene-2.8&CDS=1-201
3566	OG0003566	YOL078W	augustus_masked-scf7180000099615-processed-gene-2.56-mRNA-1_1&gene=augustus_masked-scf7180000099615-processed-gene-2.56&CDS=1-3597
3567	OG0003567	YOL080C	genemark-scf7180000099615-processed-gene-2.128-mRNA-1_1&gene=genemark-scf7180000099615-processed-gene-2.128&CDS=1-831
3568	OG0003568	YOL084W	snap_masked-scf7180000099610-processed-gene-0.94-mRNA-1_1&gene=snap_masked-scf7180000099610-processed-gene-0.94&CDS=1-3000
3569	OG0003569	YOL086W-A	augustus_masked-scf7180000099610-processed-gene-0.155-mRNA-1_1&gene=augustus_masked-scf7180000099610-processed-gene-0.155&CDS=1-348
3570	OG0003570	YOL087C	snap_masked-scf7180000099610-processed-gene-0.128-mRNA-1_1&gene=snap_masked-scf7180000099610-processed-gene-0.128&CDS=1-3255
3571	OG0003571	YOL088C	augustus_masked-scf7180000099610-processed-gene-0.183-mRNA-1_1&gene=augustus_masked-scf7180000099610-processed-gene-0.183&CDS=1-873
3572	OG0003572	YOL090W	snap_masked-scf7180000099610-processed-gene-0.92-mRNA-1_1&gene=snap_masked-scf7180000099610-processed-gene-0.92&CDS=1-2889
3573	OG0003573	YOL091W	augustus_masked-scf7180000099610-processed-gene-0.152-mRNA-1_1&gene=augustus_masked-scf7180000099610-processed-gene-0.152&CDS=1-1821
3574	OG0003574	YOL092W	snap_masked-scf7180000099610-processed-gene-0.90-mRNA-1_1&gene=snap_masked-scf7180000099610-processed-gene-0.90&CDS=1-966
3575	OG0003575	YOL093W	snap_masked-scf7180000099610-processed-gene-0.89-mRNA-1_1&gene=snap_masked-scf7180000099610-processed-gene-0.89&CDS=1-954
3576	OG0003576	YOL097C	maker-scf7180000099610-augustus-gene-0.6-mRNA-1_1&gene=maker-scf7180000099610-augustus-gene-0.6&CDS=1-5253
3577	OG0003577	YOL098C	genemark-scf7180000099610-processed-gene-0.53-mRNA-1_1&gene=genemark-scf7180000099610-processed-gene-0.53&CDS=1-3102
3578	OG0003578	YOL100W	snap_masked-scf7180000099610-processed-gene-0.87-mRNA-1_1&gene=snap_masked-scf7180000099610-processed-gene-0.87&CDS=1-3840
3579	OG0003579	YOL101C	augustus_masked-scf7180000099610-processed-gene-0.178-mRNA-1_1&gene=augustus_masked-scf7180000099610-processed-gene-0.178&CDS=1-915
3580	OG0003580	YOL102C	genemark-scf7180000099610-processed-gene-0.50-mRNA-1_1&gene=genemark-scf7180000099610-processed-gene-0.50&CDS=1-894
3581	OG0003581	YOL107W	genemark-scf7180000099610-processed-gene-0.10-mRNA-1_1&gene=genemark-scf7180000099610-processed-gene-0.10&CDS=1-1002
3582	OG0003582	YOL108C	snap_masked-scf7180000099610-processed-gene-0.117-mRNA-1_1&gene=snap_masked-scf7180000099610-processed-gene-0.117&CDS=1-429
3583	OG0003583	YOL110W	genemark-scf7180000099711-processed-gene-7.48-mRNA-1_1&gene=genemark-scf7180000099711-processed-gene-7.48&CDS=1-888
3584	OG0003584	YOL111C	snap_masked-scf7180000099711-processed-gene-7.240-mRNA-1_1&gene=snap_masked-scf7180000099711-processed-gene-7.240&CDS=1-627
3585	OG0003585	YOL114C	snap_masked-scf7180000099711-processed-gene-7.239-mRNA-1_1&gene=snap_masked-scf7180000099711-processed-gene-7.239&CDS=1-507
3586	OG0003586	YOL116W	snap_masked-scf7180000099711-processed-gene-7.210-mRNA-1_1&gene=snap_masked-scf7180000099711-processed-gene-7.210&CDS=1-1089
3587	OG0003587	YOL117W	augustus_masked-scf7180000099711-processed-gene-7.133-mRNA-1_1&gene=augustus_masked-scf7180000099711-processed-gene-7.133&CDS=1-2187
3588	OG0003588	YOL119C	snap_masked-scf7180000099711-processed-gene-7.238-mRNA-1_1&gene=snap_masked-scf7180000099711-processed-gene-7.238&CDS=1-1587
3589	OG0003589	YOL122C	genemark-scf7180000099711-processed-gene-7.76-mRNA-1_1&gene=genemark-scf7180000099711-processed-gene-7.76&CDS=1-1665
3590	OG0003590	YOL124C	snap_masked-scf7180000099711-processed-gene-7.235-mRNA-1_1&gene=snap_masked-scf7180000099711-processed-gene-7.235&CDS=1-1320
3591	OG0003591	YOL125W	snap_masked-scf7180000099711-processed-gene-7.206-mRNA-1_1&gene=snap_masked-scf7180000099711-processed-gene-7.206&CDS=1-1419
3592	OG0003592	YOL126C	snap_masked-scf7180000099711-processed-gene-7.234-mRNA-1_1&gene=snap_masked-scf7180000099711-processed-gene-7.234&CDS=1-1131
3593	OG0003593	YOL127W	maker-scf7180000099638-snap-gene-0.6-mRNA-1_1&gene=maker-scf7180000099638-snap-gene-0.6&CDS=1-426
3594	OG0003594	YOL129W	snap_masked-scf7180000099711-processed-gene-7.205-mRNA-1_1&gene=snap_masked-scf7180000099711-processed-gene-7.205&CDS=1-540
3595	OG0003595	YOL132W	snap_masked-scf7180000099711-processed-gene-7.203-mRNA-1_1&gene=snap_masked-scf7180000099711-processed-gene-7.203&CDS=1-1425
