	OrthologID	Metschnikowia_hamakuensis	Saccharomyces_cerevisiae
2826	OG0002826	augustus_masked-ham-_s659-processed-gene-1.141-mRNA-1_1&gene=augustus_masked-ham-_s659-processed-gene-1.141&CDS=1-699	YNL129W
2827	OG0002827	snap_masked-ham-_s659-processed-gene-1.14-mRNA-1_1&gene=snap_masked-ham-_s659-processed-gene-1.14&CDS=1-798	YNL036W
2828	OG0002828	snap_masked-ham-_s659-processed-gene-1.57-mRNA-1_1&gene=snap_masked-ham-_s659-processed-gene-1.57&CDS=1-669	YJL055W
2829	OG0002829	snap_masked-ham-_s659-processed-gene-1.16-mRNA-1_1&gene=snap_masked-ham-_s659-processed-gene-1.16&CDS=1-801	YAL014C
2830	OG0002830	snap_masked-ham-_s659-processed-gene-1.58-mRNA-1_1&gene=snap_masked-ham-_s659-processed-gene-1.58&CDS=1-447	YJR044C
2831	OG0002831	snap_masked-ham-_s659-processed-gene-1.17-mRNA-1_1&gene=snap_masked-ham-_s659-processed-gene-1.17&CDS=1-1605	YOL033W
2832	OG0002832	genemark-ham-_s659-processed-gene-1.184-mRNA-1_1&gene=genemark-ham-_s659-processed-gene-1.184&CDS=1-426	YGL106W
2833	OG0002833	augustus_masked-ham-_s659-processed-gene-1.148-mRNA-1_1&gene=augustus_masked-ham-_s659-processed-gene-1.148&CDS=1-3375	YNL001W
2834	OG0002834	snap_masked-ham-_s659-processed-gene-1.22-mRNA-1_1&gene=snap_masked-ham-_s659-processed-gene-1.22&CDS=1-1446	YBR241C
2835	OG0002835	maker-ham-_s659-snap-gene-1.2-mRNA-1_1&gene=maker-ham-_s659-snap-gene-1.2&CDS=1-447	YGL103W
2836	OG0002836	maker-ham-_s659-snap-gene-1.1-mRNA-1_1&gene=maker-ham-_s659-snap-gene-1.1&CDS=1-513	YGR029W
2837	OG0002837	snap_masked-ham-_s659-processed-gene-1.25-mRNA-1_1&gene=snap_masked-ham-_s659-processed-gene-1.25&CDS=1-2733	YJL187C
2838	OG0002838	snap_masked-ham-_s659-processed-gene-1.69-mRNA-1_1&gene=snap_masked-ham-_s659-processed-gene-1.69&CDS=1-4086	YER008C
2839	OG0002839	snap_masked-ham-_s659-processed-gene-1.70-mRNA-1_1&gene=snap_masked-ham-_s659-processed-gene-1.70&CDS=1-624	YBR171W
2840	OG0002840	snap_masked-ham-_s659-processed-gene-1.72-mRNA-1_1&gene=snap_masked-ham-_s659-processed-gene-1.72&CDS=1-717	YPL051W
2841	OG0002841	snap_masked-ham-_s659-processed-gene-1.30-mRNA-1_1&gene=snap_masked-ham-_s659-processed-gene-1.30&CDS=1-1398	YER081W
2842	OG0002842	snap_masked-ham-_s659-processed-gene-1.31-mRNA-1_1&gene=snap_masked-ham-_s659-processed-gene-1.31&CDS=1-2913	YIL075C
2843	OG0002843	snap_masked-ham-_s659-processed-gene-1.34-mRNA-1_1&gene=snap_masked-ham-_s659-processed-gene-1.34&CDS=1-1623	YER014W
2844	OG0002844	snap_masked-ham-_s659-processed-gene-1.73-mRNA-1_1&gene=snap_masked-ham-_s659-processed-gene-1.73&CDS=1-348	YIR009W
2845	OG0002845	snap_masked-ham-_s659-processed-gene-1.74-mRNA-1_1&gene=snap_masked-ham-_s659-processed-gene-1.74&CDS=1-1158	YGL143C
2846	OG0002846	snap_masked-ham-_s659-processed-gene-1.75-mRNA-1_1&gene=snap_masked-ham-_s659-processed-gene-1.75&CDS=1-1380	YDR316W
2847	OG0002847	snap_masked-ham-_s659-processed-gene-1.36-mRNA-1_1&gene=snap_masked-ham-_s659-processed-gene-1.36&CDS=1-1272	YDL097C
2848	OG0002848	snap_masked-ham-_s659-processed-gene-1.76-mRNA-1_1&gene=snap_masked-ham-_s659-processed-gene-1.76&CDS=1-2352	YDL116W
2849	OG0002849	snap_masked-ham-_s659-processed-gene-1.38-mRNA-1_1&gene=snap_masked-ham-_s659-processed-gene-1.38&CDS=1-4227	YDL112W
2850	OG0002850	snap_masked-ham-_s659-processed-gene-1.78-mRNA-1_1&gene=snap_masked-ham-_s659-processed-gene-1.78&CDS=1-867	YDL111C
2851	OG0002851	genemark-ham-_s659-processed-gene-1.208-mRNA-1_1&gene=genemark-ham-_s659-processed-gene-1.208&CDS=1-1299	YDL090C
2852	OG0002852	snap_masked-ham-_s659-processed-gene-1.80-mRNA-1_1&gene=snap_masked-ham-_s659-processed-gene-1.80&CDS=1-372	YDL092W
2853	OG0002853	genemark-ham-_s659-processed-gene-1.210-mRNA-1_1&gene=genemark-ham-_s659-processed-gene-1.210&CDS=1-1554	YMR155W
2854	OG0002854	snap_masked-ham-_s659-processed-gene-1.81-mRNA-1_1&gene=snap_masked-ham-_s659-processed-gene-1.81&CDS=1-2613	YBR179C
2855	OG0002855	snap_masked-ham-_s659-processed-gene-1.44-mRNA-1_1&gene=snap_masked-ham-_s659-processed-gene-1.44&CDS=1-642	YIR032C
2856	OG0002856	augustus_masked-ham-_s659-processed-gene-1.131-mRNA-1_1&gene=augustus_masked-ham-_s659-processed-gene-1.131&CDS=1-2679	YGL233W
2857	OG0002857	snap_masked-ham-_s659-processed-gene-1.47-mRNA-1_1&gene=snap_masked-ham-_s659-processed-gene-1.47&CDS=1-864	YMR314W
2858	OG0002858	snap_masked-ham-_s659-processed-gene-1.48-mRNA-1_1&gene=snap_masked-ham-_s659-processed-gene-1.48&CDS=1-846	YGL232W
2859	OG0002859	snap_masked-ham-_s659-processed-gene-1.85-mRNA-1_1&gene=snap_masked-ham-_s659-processed-gene-1.85&CDS=1-501	YGL231C
2860	OG0002860	genemark-ham-_s659-processed-gene-1.218-mRNA-1_1&gene=genemark-ham-_s659-processed-gene-1.218&CDS=1-1191	YPL138C
2861	OG0002861	snap_masked-ham-_s659-processed-gene-1.86-mRNA-1_1&gene=snap_masked-ham-_s659-processed-gene-1.86&CDS=1-1422	YDR403W
2862	OG0002862	snap_masked-ham-_s659-processed-gene-1.51-mRNA-1_1&gene=snap_masked-ham-_s659-processed-gene-1.51&CDS=1-3198	YDR060W
2863	OG0002863	maker-ham-_s663-snap-gene-0.23-mRNA-1_1&gene=maker-ham-_s663-snap-gene-0.23&CDS=1-1731	YBR163W
2864	OG0002864	maker-ham-_s663-snap-gene-0.25-mRNA-1_1&gene=maker-ham-_s663-snap-gene-0.25&CDS=1-1386	YNR001C
2865	OG0002865	snap_masked-ham-_s663-processed-gene-0.7-mRNA-1_1&gene=snap_masked-ham-_s663-processed-gene-0.7&CDS=1-2898	YPL040C
2866	OG0002866	augustus_masked-ham-_s663-processed-gene-0.58-mRNA-1_1&gene=augustus_masked-ham-_s663-processed-gene-0.58&CDS=1-1863	YER068W
2867	OG0002867	snap_masked-ham-_s663-processed-gene-0.8-mRNA-1_1&gene=snap_masked-ham-_s663-processed-gene-0.8&CDS=1-375	YMR123W
2868	OG0002868	snap_masked-ham-_s663-processed-gene-0.9-mRNA-1_1&gene=snap_masked-ham-_s663-processed-gene-0.9&CDS=1-747	YOR258W
2869	OG0002869	maker-ham-_s663-augustus-gene-0.2-mRNA-1_1&gene=maker-ham-_s663-augustus-gene-0.2&CDS=1-2658	YIR026C
2870	OG0002870	snap_masked-ham-_s663-processed-gene-0.21-mRNA-1_1&gene=snap_masked-ham-_s663-processed-gene-0.21&CDS=1-1272	YNL119W
2871	OG0002871	maker-ham-_s663-augustus-gene-0.3-mRNA-1_1&gene=maker-ham-_s663-augustus-gene-0.3&CDS=1-777	YHR116W
2872	OG0002872	snap_masked-ham-_s663-processed-gene-0.15-mRNA-1_1&gene=snap_masked-ham-_s663-processed-gene-0.15&CDS=1-2664	YER114C
2873	OG0002873	snap_masked-ham-_s671-processed-gene-0.14-mRNA-1_1&gene=snap_masked-ham-_s671-processed-gene-0.14&CDS=1-3297	YLR383W
2874	OG0002874	genemark-ham-_s681-processed-gene-0.1-mRNA-1_1&gene=genemark-ham-_s681-processed-gene-0.1&CDS=1-5640	YLR422W
2875	OG0002875	genemark-ham-_s683-processed-gene-0.8-mRNA-1_1&gene=genemark-ham-_s683-processed-gene-0.8&CDS=1-915	YOR164C
2876	OG0002876	genemark-ham-_s687-processed-gene-0.11-mRNA-1_1&gene=genemark-ham-_s687-processed-gene-0.11&CDS=1-1155	YMR203W
2877	OG0002877	genemark-ham-_s687-processed-gene-0.16-mRNA-1_1&gene=genemark-ham-_s687-processed-gene-0.16&CDS=1-816	YPL246C
2878	OG0002878	snap_masked-ham-_s687-processed-gene-0.2-mRNA-1_1&gene=snap_masked-ham-_s687-processed-gene-0.2&CDS=1-1059	YPL236C
2879	OG0002879	snap_masked-ham-_s687-processed-gene-0.9-mRNA-1_1&gene=snap_masked-ham-_s687-processed-gene-0.9&CDS=1-819	YPL237W
2880	OG0002880	snap_masked-ham-_s701-processed-gene-0.11-mRNA-1_1&gene=snap_masked-ham-_s701-processed-gene-0.11&CDS=1-1482	YGR083C
2881	OG0002881	snap_masked-ham-_s701-processed-gene-0.12-mRNA-1_1&gene=snap_masked-ham-_s701-processed-gene-0.12&CDS=1-3912	YAL026C
2882	OG0002882	snap_masked-ham-_s701-processed-gene-0.9-mRNA-1_1&gene=snap_masked-ham-_s701-processed-gene-0.9&CDS=1-1311	YOR323C
2883	OG0002883	snap_masked-ham-_s701-processed-gene-0.13-mRNA-1_1&gene=snap_masked-ham-_s701-processed-gene-0.13&CDS=1-831	YBR213W
2884	OG0002884	snap_masked-ham-_s701-processed-gene-0.10-mRNA-1_1&gene=snap_masked-ham-_s701-processed-gene-0.10&CDS=1-1869	YOR370C
2885	OG0002885	genemark-ham-_s701-processed-gene-0.3-mRNA-1_1&gene=genemark-ham-_s701-processed-gene-0.3&CDS=1-429	YOR369C
2886	OG0002886	snap_masked-ham-_s708-processed-gene-0.10-mRNA-1_1&gene=snap_masked-ham-_s708-processed-gene-0.10&CDS=1-3627	YEL031W
2887	OG0002887	snap_masked-ham-_s708-processed-gene-0.12-mRNA-1_1&gene=snap_masked-ham-_s708-processed-gene-0.12&CDS=1-906	YGR096W
2888	OG0002888	snap_masked-ham-_s708-processed-gene-0.9-mRNA-1_1&gene=snap_masked-ham-_s708-processed-gene-0.9&CDS=1-2106	YLR396C
2889	OG0002889	snap_masked-ham-_s71-processed-gene-0.13-mRNA-1_1&gene=snap_masked-ham-_s71-processed-gene-0.13&CDS=1-267	YJR135W-A
2890	OG0002890	snap_masked-ham-_s71-processed-gene-0.5-mRNA-1_1&gene=snap_masked-ham-_s71-processed-gene-0.5&CDS=1-183	YFR032C-A
2891	OG0002891	snap_masked-ham-_s71-processed-gene-0.17-mRNA-1_1&gene=snap_masked-ham-_s71-processed-gene-0.17&CDS=1-633	YKL142W
2892	OG0002892	snap_masked-ham-_s71-processed-gene-0.9-mRNA-1_1&gene=snap_masked-ham-_s71-processed-gene-0.9&CDS=1-3030	YFL025C
2893	OG0002893	genemark-ham-_s71-processed-gene-0.36-mRNA-1_1&gene=genemark-ham-_s71-processed-gene-0.36&CDS=1-681	YIR005W
2894	OG0002894	snap_masked-ham-_s711-processed-gene-0.9-mRNA-1_1&gene=snap_masked-ham-_s711-processed-gene-0.9&CDS=1-3309	YJR035W
2895	OG0002895	snap_masked-ham-_s711-processed-gene-0.13-mRNA-1_1&gene=snap_masked-ham-_s711-processed-gene-0.13&CDS=1-711	YGR095C
2896	OG0002896	snap_masked-ham-_s711-processed-gene-0.4-mRNA-1_1&gene=snap_masked-ham-_s711-processed-gene-0.4&CDS=1-1653	YGR091W
2897	OG0002897	snap_masked-ham-_s711-processed-gene-0.5-mRNA-1_1&gene=snap_masked-ham-_s711-processed-gene-0.5&CDS=1-3141	YGR094W
2898	OG0002898	snap_masked-ham-_s712-processed-gene-0.1-mRNA-1_1&gene=snap_masked-ham-_s712-processed-gene-0.1&CDS=1-2130	YBR212W
2899	OG0002899	genemark-ham-_s724-processed-gene-0.21-mRNA-1_1&gene=genemark-ham-_s724-processed-gene-0.21&CDS=1-4143	YOR274W
2900	OG0002900	genemark-ham-_s724-processed-gene-0.22-mRNA-1_1&gene=genemark-ham-_s724-processed-gene-0.22&CDS=1-543	YDR246W
2901	OG0002901	snap_masked-ham-_s724-processed-gene-0.4-mRNA-1_1&gene=snap_masked-ham-_s724-processed-gene-0.4&CDS=1-951	YOR239W
2902	OG0002902	snap_masked-ham-_s724-processed-gene-0.8-mRNA-1_1&gene=snap_masked-ham-_s724-processed-gene-0.8&CDS=1-750	YNL200C
2903	OG0002903	augustus_masked-ham-_s725-processed-gene-0.30-mRNA-1_1&gene=augustus_masked-ham-_s725-processed-gene-0.30&CDS=1-1578	YLR306W
2904	OG0002904	snap_masked-ham-_s725-processed-gene-0.70-mRNA-1_1&gene=snap_masked-ham-_s725-processed-gene-0.70&CDS=1-834	YCR076C
2905	OG0002905	snap_masked-ham-_s725-processed-gene-0.71-mRNA-1_1&gene=snap_masked-ham-_s725-processed-gene-0.71&CDS=1-1608	YMR223W
2906	OG0002906	snap_masked-ham-_s725-processed-gene-0.72-mRNA-1_1&gene=snap_masked-ham-_s725-processed-gene-0.72&CDS=1-759	YOR281C
2907	OG0002907	snap_masked-ham-_s725-processed-gene-0.60-mRNA-1_1&gene=snap_masked-ham-_s725-processed-gene-0.60&CDS=1-480	YCR090C
2908	OG0002908	maker-ham-_s725-snap-gene-0.89-mRNA-1_1&gene=maker-ham-_s725-snap-gene-0.89&CDS=1-1815	YGR278W
2909	OG0002909	snap_masked-ham-_s725-processed-gene-0.61-mRNA-1_1&gene=snap_masked-ham-_s725-processed-gene-0.61&CDS=1-2544	YER077C
2910	OG0002910	snap_masked-ham-_s725-processed-gene-0.62-mRNA-1_1&gene=snap_masked-ham-_s725-processed-gene-0.62&CDS=1-1050	YGR277C
2911	OG0002911	snap_masked-ham-_s725-processed-gene-0.75-mRNA-1_1&gene=snap_masked-ham-_s725-processed-gene-0.75&CDS=1-3897	YMR304W
2912	OG0002912	snap_masked-ham-_s725-processed-gene-0.63-mRNA-1_1&gene=snap_masked-ham-_s725-processed-gene-0.63&CDS=1-270	YDR424C
2913	OG0002913	snap_masked-ham-_s725-processed-gene-0.76-mRNA-1_1&gene=snap_masked-ham-_s725-processed-gene-0.76&CDS=1-549	YML022W
2914	OG0002914	snap_masked-ham-_s725-processed-gene-0.64-mRNA-1_1&gene=snap_masked-ham-_s725-processed-gene-0.64&CDS=1-3153	YML010W
2915	OG0002915	genemark-ham-_s725-processed-gene-0.20-mRNA-1_1&gene=genemark-ham-_s725-processed-gene-0.20&CDS=1-1491	YLR005W
2916	OG0002916	snap_masked-ham-_s725-processed-gene-0.79-mRNA-1_1&gene=snap_masked-ham-_s725-processed-gene-0.79&CDS=1-876	YJL035C
2917	OG0002917	genemark-ham-_s725-processed-gene-0.9-mRNA-1_1&gene=genemark-ham-_s725-processed-gene-0.9&CDS=1-1080	YHR075C
2918	OG0002918	snap_masked-ham-_s725-processed-gene-0.80-mRNA-1_1&gene=snap_masked-ham-_s725-processed-gene-0.80&CDS=1-2142	YHR074W
2919	OG0002919	maker-ham-_s725-augustus-gene-0.88-mRNA-1_1&gene=maker-ham-_s725-augustus-gene-0.88&CDS=1-3363	YMR038C
2920	OG0002920	snap_masked-ham-_s725-processed-gene-0.68-mRNA-1_1&gene=snap_masked-ham-_s725-processed-gene-0.68&CDS=1-975	YNL288W
2921	OG0002921	snap_masked-ham-_s725-processed-gene-0.83-mRNA-1_1&gene=snap_masked-ham-_s725-processed-gene-0.83&CDS=1-1344	YBR247C
2922	OG0002922	snap_masked-ham-_s725-processed-gene-0.84-mRNA-1_1&gene=snap_masked-ham-_s725-processed-gene-0.84&CDS=1-1755	YBR248C
2923	OG0002923	snap_masked-ham-_s727-processed-gene-0.29-mRNA-1_1&gene=snap_masked-ham-_s727-processed-gene-0.29&CDS=1-1086	YDL055C
2924	OG0002924	snap_masked-ham-_s727-processed-gene-0.30-mRNA-1_1&gene=snap_masked-ham-_s727-processed-gene-0.30&CDS=1-1413	YDL054C
2925	OG0002925	snap_masked-ham-_s727-processed-gene-0.31-mRNA-1_1&gene=snap_masked-ham-_s727-processed-gene-0.31&CDS=1-1020	YLR377C
2926	OG0002926	snap_masked-ham-_s730-processed-gene-0.2-mRNA-1_1&gene=snap_masked-ham-_s730-processed-gene-0.2&CDS=1-1299	YLR203C
2927	OG0002927	snap_masked-ham-_s739-processed-gene-0.8-mRNA-1_1&gene=snap_masked-ham-_s739-processed-gene-0.8&CDS=1-1626	YBL099W
2928	OG0002928	snap_masked-ham-_s743-processed-gene-0.17-mRNA-1_1&gene=snap_masked-ham-_s743-processed-gene-0.17&CDS=1-1779	YDL225W
2929	OG0002929	snap_masked-ham-_s743-processed-gene-0.18-mRNA-1_1&gene=snap_masked-ham-_s743-processed-gene-0.18&CDS=1-2598	YLR347C
2930	OG0002930	snap_masked-ham-_s743-processed-gene-0.19-mRNA-1_1&gene=snap_masked-ham-_s743-processed-gene-0.19&CDS=1-687	YGR036C
2931	OG0002931	snap_masked-ham-_s743-processed-gene-0.20-mRNA-1_1&gene=snap_masked-ham-_s743-processed-gene-0.20&CDS=1-1032	YDL226C
2932	OG0002932	snap_masked-ham-_s743-processed-gene-0.22-mRNA-1_1&gene=snap_masked-ham-_s743-processed-gene-0.22&CDS=1-2538	YNL201C
2933	OG0002933	genemark-ham-_s743-processed-gene-0.15-mRNA-1_1&gene=genemark-ham-_s743-processed-gene-0.15&CDS=1-1044	YJL180C
2934	OG0002934	snap_masked-ham-_s745-processed-gene-0.2-mRNA-1_1&gene=snap_masked-ham-_s745-processed-gene-0.2&CDS=1-1527	YKL045W
2935	OG0002935	snap_masked-ham-_s746-processed-gene-0.13-mRNA-1_1&gene=snap_masked-ham-_s746-processed-gene-0.13&CDS=1-1848	YMR224C
2936	OG0002936	snap_masked-ham-_s746-processed-gene-0.17-mRNA-1_1&gene=snap_masked-ham-_s746-processed-gene-0.17&CDS=1-873	YNL315C
2937	OG0002937	snap_masked-ham-_s746-processed-gene-0.18-mRNA-1_1&gene=snap_masked-ham-_s746-processed-gene-0.18&CDS=1-567	YNL310C
2938	OG0002938	snap_masked-ham-_s747-processed-gene-0.33-mRNA-1_1&gene=snap_masked-ham-_s747-processed-gene-0.33&CDS=1-1869	YOR273C
2939	OG0002939	genemark-ham-_s747-processed-gene-0.15-mRNA-1_1&gene=genemark-ham-_s747-processed-gene-0.15&CDS=1-2091	YBR019C
2940	OG0002940	snap_masked-ham-_s747-processed-gene-0.35-mRNA-1_1&gene=snap_masked-ham-_s747-processed-gene-0.35&CDS=1-1134	YBR018C
2941	OG0002941	maker-ham-_s747-snap-gene-0.30-mRNA-1_1&gene=maker-ham-_s747-snap-gene-0.30&CDS=1-4710	YKL215C
2942	OG0002942	snap_masked-ham-_s747-processed-gene-0.36-mRNA-1_1&gene=snap_masked-ham-_s747-processed-gene-0.36&CDS=1-1416	YCR054C
2943	OG0002943	snap_masked-ham-_s747-processed-gene-0.48-mRNA-1_1&gene=snap_masked-ham-_s747-processed-gene-0.48&CDS=1-1536	YCR053W
2944	OG0002944	snap_masked-ham-_s747-processed-gene-0.37-mRNA-1_1&gene=snap_masked-ham-_s747-processed-gene-0.37&CDS=1-1191	YGR046W
2945	OG0002945	snap_masked-ham-_s749-processed-gene-0.4-mRNA-1_1&gene=snap_masked-ham-_s749-processed-gene-0.4&CDS=1-192	YLR262C-A
2946	OG0002946	genemark-ham-_s75-processed-gene-0.31-mRNA-1_1&gene=genemark-ham-_s75-processed-gene-0.31&CDS=1-2766	YGL167C
2947	OG0002947	genemark-ham-_s75-processed-gene-0.48-mRNA-1_1&gene=genemark-ham-_s75-processed-gene-0.48&CDS=1-828	YLR290C
2948	OG0002948	snap_masked-ham-_s75-processed-gene-0.3-mRNA-1_1&gene=snap_masked-ham-_s75-processed-gene-0.3&CDS=1-903	YJR142W
2949	OG0002949	augustus_masked-ham-_s75-processed-gene-0.91-mRNA-1_1&gene=augustus_masked-ham-_s75-processed-gene-0.91&CDS=1-954	YDR469W
2950	OG0002950	genemark-ham-_s75-processed-gene-0.38-mRNA-1_1&gene=genemark-ham-_s75-processed-gene-0.38&CDS=1-747	YDR468C
2951	OG0002951	snap_masked-ham-_s75-processed-gene-0.9-mRNA-1_1&gene=snap_masked-ham-_s75-processed-gene-0.9&CDS=1-957	YDR392W
2952	OG0002952	augustus_masked-ham-_s75-processed-gene-0.92-mRNA-1_1&gene=augustus_masked-ham-_s75-processed-gene-0.92&CDS=1-2919	YOR144C
2953	OG0002953	snap_masked-ham-_s75-processed-gene-0.11-mRNA-1_1&gene=snap_masked-ham-_s75-processed-gene-0.11&CDS=1-795	YOR145C
2954	OG0002954	augustus_masked-ham-_s75-processed-gene-0.94-mRNA-1_1&gene=augustus_masked-ham-_s75-processed-gene-0.94&CDS=1-678	YHR013C
2955	OG0002955	augustus_masked-ham-_s75-processed-gene-0.95-mRNA-1_1&gene=augustus_masked-ham-_s75-processed-gene-0.95&CDS=1-741	YDR472W
2956	OG0002956	genemark-ham-_s75-processed-gene-0.43-mRNA-1_1&gene=genemark-ham-_s75-processed-gene-0.43&CDS=1-1371	YOR023C
2957	OG0002957	snap_masked-ham-_s75-processed-gene-0.29-mRNA-1_1&gene=snap_masked-ham-_s75-processed-gene-0.29&CDS=1-1482	YHR109W
2958	OG0002958	snap_masked-ham-_s75-processed-gene-0.16-mRNA-1_1&gene=snap_masked-ham-_s75-processed-gene-0.16&CDS=1-822	YLR192C
2959	OG0002959	snap_masked-ham-_s750-processed-gene-0.4-mRNA-1_1&gene=snap_masked-ham-_s750-processed-gene-0.4&CDS=1-2511	YDR205W
2960	OG0002960	snap_masked-ham-_s750-processed-gene-0.5-mRNA-1_1&gene=snap_masked-ham-_s750-processed-gene-0.5&CDS=1-825	YLR243W
2961	OG0002961	snap_masked-ham-_s752-processed-gene-0.24-mRNA-1_1&gene=snap_masked-ham-_s752-processed-gene-0.24&CDS=1-3090	YLR240W
2962	OG0002962	snap_masked-ham-_s752-processed-gene-0.18-mRNA-1_1&gene=snap_masked-ham-_s752-processed-gene-0.18&CDS=1-399	YLR245C
2963	OG0002963	snap_masked-ham-_s752-processed-gene-0.19-mRNA-1_1&gene=snap_masked-ham-_s752-processed-gene-0.19&CDS=1-1116	YLR244C
2964	OG0002964	snap_masked-ham-_s752-processed-gene-0.21-mRNA-1_1&gene=snap_masked-ham-_s752-processed-gene-0.21&CDS=1-1650	YDR188W
2965	OG0002965	snap_masked-ham-_s755-processed-gene-0.25-mRNA-1_1&gene=snap_masked-ham-_s755-processed-gene-0.25&CDS=1-786	YNL110C
2966	OG0002966	snap_masked-ham-_s755-processed-gene-0.26-mRNA-1_1&gene=snap_masked-ham-_s755-processed-gene-0.26&CDS=1-636	YOR111W
2967	OG0002967	snap_masked-ham-_s755-processed-gene-0.30-mRNA-1_1&gene=snap_masked-ham-_s755-processed-gene-0.30&CDS=1-1461	YNL071W
2968	OG0002968	snap_masked-ham-_s756-processed-gene-0.8-mRNA-1_1&gene=snap_masked-ham-_s756-processed-gene-0.8&CDS=1-669	YJR123W
2969	OG0002969	snap_masked-ham-_s758-processed-gene-0.13-mRNA-1_1&gene=snap_masked-ham-_s758-processed-gene-0.13&CDS=1-2313	YKL134C
2970	OG0002970	snap_masked-ham-_s76-processed-gene-0.3-mRNA-1_1&gene=snap_masked-ham-_s76-processed-gene-0.3&CDS=1-1653	YML123C
2971	OG0002971	snap_masked-ham-_s76-processed-gene-0.23-mRNA-1_1&gene=snap_masked-ham-_s76-processed-gene-0.23&CDS=1-1110	YKR070W
2972	OG0002972	snap_masked-ham-_s76-processed-gene-0.24-mRNA-1_1&gene=snap_masked-ham-_s76-processed-gene-0.24&CDS=1-1626	YKR069W
2973	OG0002973	snap_masked-ham-_s76-processed-gene-0.4-mRNA-1_1&gene=snap_masked-ham-_s76-processed-gene-0.4&CDS=1-1398	YOR051C
2974	OG0002974	snap_masked-ham-_s76-processed-gene-0.25-mRNA-1_1&gene=snap_masked-ham-_s76-processed-gene-0.25&CDS=1-519	YOR052C
2975	OG0002975	snap_masked-ham-_s76-processed-gene-0.27-mRNA-1_1&gene=snap_masked-ham-_s76-processed-gene-0.27&CDS=1-567	YKR068C
2976	OG0002976	snap_masked-ham-_s76-processed-gene-0.15-mRNA-1_1&gene=snap_masked-ham-_s76-processed-gene-0.15&CDS=1-1422	YMR140W
2977	OG0002977	snap_masked-ham-_s76-processed-gene-0.34-mRNA-1_1&gene=snap_masked-ham-_s76-processed-gene-0.34&CDS=1-273	YDL157C
2978	OG0002978	snap_masked-ham-_s76-processed-gene-0.19-mRNA-1_1&gene=snap_masked-ham-_s76-processed-gene-0.19&CDS=1-1821	YFR051C
2979	OG0002979	snap_masked-ham-_s76-processed-gene-0.35-mRNA-1_1&gene=snap_masked-ham-_s76-processed-gene-0.35&CDS=1-1095	YGL248W
2980	OG0002980	snap_masked-ham-_s76-processed-gene-0.36-mRNA-1_1&gene=snap_masked-ham-_s76-processed-gene-0.36&CDS=1-831	YFR050C
2981	OG0002981	genemark-ham-_s77-processed-gene-0.42-mRNA-1_1&gene=genemark-ham-_s77-processed-gene-0.42&CDS=1-2241	YGL022W
2982	OG0002982	snap_masked-ham-_s77-processed-gene-0.80-mRNA-1_1&gene=snap_masked-ham-_s77-processed-gene-0.80&CDS=1-2529	YGL023C
2983	OG0002983	snap_masked-ham-_s77-processed-gene-0.83-mRNA-1_1&gene=snap_masked-ham-_s77-processed-gene-0.83&CDS=1-339	YKL138C
2984	OG0002984	snap_masked-ham-_s77-processed-gene-0.75-mRNA-1_1&gene=snap_masked-ham-_s77-processed-gene-0.75&CDS=1-3129	YGR014W
2985	OG0002985	snap_masked-ham-_s77-processed-gene-0.100-mRNA-1_1&gene=snap_masked-ham-_s77-processed-gene-0.100&CDS=1-522	YJR017C
2986	OG0002986	snap_masked-ham-_s77-processed-gene-0.76-mRNA-1_1&gene=snap_masked-ham-_s77-processed-gene-0.76&CDS=1-1821	YJR052W
2987	OG0002987	snap_masked-ham-_s77-processed-gene-0.101-mRNA-1_1&gene=snap_masked-ham-_s77-processed-gene-0.101&CDS=1-2313	YML046W
2988	OG0002988	snap_masked-ham-_s77-processed-gene-0.78-mRNA-1_1&gene=snap_masked-ham-_s77-processed-gene-0.78&CDS=1-2574	YHR047C
2989	OG0002989	maker-ham-_s771-snap-gene-0.4-mRNA-1_1&gene=maker-ham-_s771-snap-gene-0.4&CDS=1-468	YOR357C
2990	OG0002990	snap_masked-ham-_s773-processed-gene-0.37-mRNA-1_1&gene=snap_masked-ham-_s773-processed-gene-0.37&CDS=1-7296	YHR165C
2991	OG0002991	snap_masked-ham-_s773-processed-gene-0.31-mRNA-1_1&gene=snap_masked-ham-_s773-processed-gene-0.31&CDS=1-1692	YMR296C
2992	OG0002992	genemark-ham-_s773-processed-gene-0.22-mRNA-1_1&gene=genemark-ham-_s773-processed-gene-0.22&CDS=1-1719	YHR166C
2993	OG0002993	genemark-ham-_s773-processed-gene-0.19-mRNA-1_1&gene=genemark-ham-_s773-processed-gene-0.19&CDS=1-1932	YPR069C
2994	OG0002994	augustus_masked-ham-_s773-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-ham-_s773-processed-gene-0.7&CDS=1-2055	YMR186W
2995	OG0002995	augustus_masked-ham-_s78-processed-gene-0.76-mRNA-1_1&gene=augustus_masked-ham-_s78-processed-gene-0.76&CDS=1-1221	YDR049W
2996	OG0002996	snap_masked-ham-_s78-processed-gene-0.149-mRNA-1_1&gene=snap_masked-ham-_s78-processed-gene-0.149&CDS=1-4074	YMR259C
2997	OG0002997	snap_masked-ham-_s78-processed-gene-0.150-mRNA-1_1&gene=snap_masked-ham-_s78-processed-gene-0.150&CDS=1-1014	YBR065C
